@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0026290061,SCOPUS_ID:0026290061,2-s2.0-0026290061,"The effect of host plant patch size variation on the population structure of a specialist herbivore insect, Tetraopes tetraophthalmus",McCauley D.E.,Evolution,00143820,45,7,1675-1684,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02672.x,"The patchy local distribution of the common milkweed Asclepias syriaca, organizes populations of a beetle that feeds on it, Tetraopes tetraophthalmus, into numerous local demes. Genetic and ecological characteristics of demes of adult milkweed beetles occupying two naturally occurring size classes of patches, defined as large and small, were studied. Allele frequency variance in two of three protein polymorphisms was significantly greater in collections of beetles from an array of 13 small patches when compared to collections from an array of 11 large populations. The residence times of adults in small patches was less than half of those found in large patches, interpreted as resulting from higher emigration rates from small patches. Greater genetic differentiation may be found among demes from smaller patches because smaller patches support smaller population sizes and because smaller patches act as net exporters of migrants while larger patches act as net migrant importers. -from Author",32,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,NA,NA,32
true,https://api.elsevier.com/content/abstract/scopus_id/0026289946,SCOPUS_ID:0026289946,2-s2.0-0026289946,"The evolution of costly mate preferences. II. The ""handicap' principle",Iwasa Y.,Evolution,00143820,45,6,1431-1442,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02646.x,"Uses a general additive quantitative genetic model to study the evolution of costly female mate choice by the ""handicap' principle. Two necessary conditions must be satisifed for costly preference to evolve. The conditions are 1) biased mutation pressure on viability and 2) a direct relationship between the degree of expression of the male mating character and viability. These two conditions explain the success and failure of previous models of the ""handicap' principle. The model also applies to other sources of fitness variation like migration and host-parasite coevolution, which cause effects equivalent to biased mutation. -Authors",600,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,33
true,https://api.elsevier.com/content/abstract/scopus_id/0026289884,SCOPUS_ID:0026289884,2-s2.0-0026289884,"Genetics of precalling period in the oriental armyworm, Mythimna separata (Walker) (Lepidoptera: Noctuidae), and implications for migration",Er-Ning Han ,Evolution,00143820,45,6,1502-1510,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02652.x,"Precalling periods (PCP's) ranged from 3-21 nights in F1 females from insects collected in E China. This species has no preimaginal diapause but makes regular seasonal incursions every spring and early summer to high temperate latitudes at which it cannot overwinter. Where such migrants are carried by winds, the predominantly poleward winds at this time of year must create a genetic cline across latitude, in which migratory potential of the summer populations founded by the migrants increases with increasing latitude. X-linkage of genes influencing PCP may reduce the genetic load associated with this polymorphism by reducing the frequencies of inappropriate PCP genotypes in these summer populations. Thus, in autumn when winds are predominantly northerly, fewer individuals at any latitude will lack the capability to make the return journey southward. -from Authors",36,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,34
true,https://api.elsevier.com/content/abstract/scopus_id/0026289875,SCOPUS_ID:0026289875,2-s2.0-0026289875,Structure of an asymmetric hybrid zone between two water strider species (Hemiptera: Gerridae: Limnoporus),Sperling F.A.H.,Evolution,00143820,45,6,1370-1383,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02642.x,"Limnoporus dissortis and L. notabilis hybridize across a broad zone in W Canada. Body length and alleles at four allozyme loci show a steep cline along the E slope of the Rocky Mountains in W Alberta, while in C British Columbia the parental phenotypes coexist without merging fully. One sex-linked locus shows little introgression, while there is apparently considerable gene flow at three autosomal loci. Although the hybrid zone has characteristics of a broad tension zone, the spatial distribution of introgression suggests that habitat patchiness and differential habitat associations of the two species also contribute to the pattern of hybridization. Asymmetry in interspecific mating success and incompatibilities of sex chromosomes with each other or with cytoplasmic factors appear to account for the occurrence of L. dissortis genotypes within the range of L. notabilis, and the lack of L. notabilis genotypes within the range of L. dissortis. The genetic structure of this hybrid zone supports the importance of sex-linked traits in maintaining the integrity of species, while its spatial structure suggests that extrinsic habitat features can combine with intrinsic genetic incompatibilities to produce complex hybrid interactions. -Authors",33,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,35
true,https://api.elsevier.com/content/abstract/scopus_id/0026284370,SCOPUS_ID:0026284370,2-s2.0-0026284370,Genotype-environment interaction for juvenile growth in the hard clam Mercenaria mercenaria (L),Rawson P.D.,Evolution,00143820,45,8,1924-1935,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02697.x,"Location effects upon growth rate variation were prevalent; of the genetic effects, the additive genetic by location variance was predominant with the nonadditive genetic by location component contributing to a lesser degree to the interaction variance. Genotype-environment interaction was at least parially due to a change in the amount of genetic variation expressed at each location; with significant additive variation detected at Charleston and Georgetown, SC sites and significant nonadditive variation at Millsboro, DE. Reversals in relative family performance across locations were prevalent, implying the possibility of habitat specialization among genotypes. Genotype-environment interaction should act to constrain the evolution of juvenille growth rate in Mercenaria, preserve any heritable variation associated with this trait and may lead to the development of phenotypic plasticity for growth. -from Authors",59,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,36
true,https://api.elsevier.com/content/abstract/scopus_id/0026283903,SCOPUS_ID:0026283903,2-s2.0-0026283903,Natural selection on hydroid colony morphology by intraspecific competition,Yund P.O.,Evolution,00143820,45,7,1564-1573,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02663.x,"In Hydractinia, colony morphology is highly variable and determines intraspecific competitive ability. Morphologies inferior in competitive ability were less abundant in two adult, postcompetition, samples than in juvenile, precompetition, samples from the same populations. Among eight populations, the relative frequency of different morphologies was correlated with the frequency of intraspecific competition observed in each population. -from Author",20,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,37
true,https://api.elsevier.com/content/abstract/scopus_id/0026282727,SCOPUS_ID:0026282727,2-s2.0-0026282727,A new measure of genetic identity between populations of sexual and asexual species,Tomiuk J.,Evolution,00143820,45,7,1685-1694,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02673.x,Defines a new genetic identity measure especially suited for asexual polyploid species as it circumvents errors in the estimation of gene frequencies. It also can be applied to sexuals allowing the study of phylogenetic relationships in species complexes consisting of sexuals and asexuals of different ploidy levels. The measure groups genotypes into classes dependent on homozygosity vs heterozygosity and the number of ancestral allele types vs the number of presumed new mutations. The method is illustrated by using electrophoretic data on Solenobia triquetrella (Lepidoptera: Psychidae). A high similarity of estimated relationships among the proposed as well as other genetic identity measures is shown in the case of diploid sexual and asexual races of this species group. The genetic identity values found by the proposed procedure are explained by a polyphyletic origin of parthenogenesis. -from Authors,30,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,38
true,https://api.elsevier.com/content/abstract/scopus_id/0026281823,SCOPUS_ID:0026281823,2-s2.0-0026281823,The influence of the mating system on seed size variation in Crinum erubescens (Amaryllidaceae),Manasse R.S.,Evolution,00143820,45,4,883-890,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04357.x,"Extreme seed size variation in fruits of Crinum erubescens (range 0.1-66.5g per seed) occurs when mating pairs are inbred, either from selfing or biparental inbreeding. Several relatively uniform seeds of intermediate size are produced when pollen from several pollen donors is applied simultaneously to a flower. Selfed fruits and some fruits pollinated with a single pollen donor produce both large and small seeds, although selfed fruits produce fewer seeds than outcrossed fruit. -from Authors",17,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,39
true,https://api.elsevier.com/content/abstract/scopus_id/0026279453,SCOPUS_ID:0026279453,2-s2.0-0026279453,Constancy of population parameters for life-history and floral traits in Raphanus sativus L. II. Effects of planting density on phenotype and heritability estimates,Mazer S.J.,Evolution,00143820,45,8,1888-1907,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02694.x,"To determine the effect of growing conditions on population parameters in wild radish, the authors replicated maternal and paternal half-sib families of seed across three planting densities in an experimental garden. Results demonstrate that: 1) planting density influences magnitude of maternal and paternal effects on progeny phenotype, and of broad-sense heritabilities estimates; 2) traits differ with respect to the density in which heritability is greatest; 3) density affects the variance components that comprise heritability, but each trait behaves differently; and 4) the response to selection on any target should result in different correlated responses of other traits, depending on density. -from Authors",81,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,40
true,https://api.elsevier.com/content/abstract/scopus_id/0026278808,SCOPUS_ID:0026278808,2-s2.0-0026278808,The evolutionary ecology of an antipredator reaction norm: Daphnia pulex and Chaoborus americanus,Parejko K.,Evolution,00143820,45,7,1665-1674,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02671.x,Ponds containing the parthenogenetic zooplankter Daphnia pulex with and without chaoborid predators were sampled. A significant correlation was found between predator density and the expression of an antipredator defense (neckteeth) by Daphnia. Clones isolated from chaoborid ponds showed significantly greater sensitivity to the presence of predator than clones from predator-free ponds. Highest induction was found at the lowest food level used. (See also 92L/04647) -from Authors,117,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,41
true,https://api.elsevier.com/content/abstract/scopus_id/0026278584,SCOPUS_ID:0026278584,2-s2.0-0026278584,"Gene flow and mitochondrial DNA variation in the killifish, Fundulus heteroclitus",Brown B.L.,Evolution,00143820,45,5,1147-1161,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04381.x,"While the characteristics that distinguish Fundulus subspecies may have arisen in isolation, the current clinal distributions exhibited along the Atlantic coast are most likely maintained by selection. -from Authors",54,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,42
true,https://api.elsevier.com/content/abstract/scopus_id/0026278543,SCOPUS_ID:0026278543,2-s2.0-0026278543,Dispersal and genetic structure in kangaroo rats,Waser P.M.,Evolution,00143820,45,4,935-943,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04361.x,"Used spatial autocorrelation of allele frequencies to examine local structure in a population of banner-tailed kangaroo rats Dipodomys spectabilis for which Wright's isolation-by-distance model seems applicable, and for which we can estimate neighborhood size based on 10 yr of data on demography and dispersal. Even when considering such complications as nonnormal dispersal distances, variation in lifetime reproductive success, fluctuating population density, and adults as well as juvenile dispersal, the estimate of effective population size was <15 animals. Nevertheless, data from 4 polymorphic allozyme loci analyzed over a range of separations between 50 m (1 home range diameter) and 1000 m detected no evidence for spatial clustering of alleles. ""Gamete dispersal', caused by the movements of males away from their residences during the breeding season, may be a significant component of gene dispersal. A decline in population density may actually increase neighborhood size. -from Authors",68,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,43
true,https://api.elsevier.com/content/abstract/scopus_id/0026278260,SCOPUS_ID:0026278260,2-s2.0-0026278260,Integrating phylogeny and experimental ethology: from pattern to process,McLennan D.A.,Evolution,00143820,45,8,1773-1789,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02687.x,"Used phylogenetic methods to disentangle the contributions of various selection pressures in the evolution of sexually dimorphic nuptial coloration in gasterosteid fishes in general, and Gasterosteus aculeatus in particular. Based upon the phylogenetic relationships between breeding colors and breeding behaviors in the gasterosteids, three predictions relevant to a discussion of nuptial coloration in G. aculeatus were proposed. The origin and elaboration of nuptial coloration was 1) weakly associated with male/male interactions (intrasexual selection), 2) moderately associated with parental care (natural selection) and 3) strongly associated with male/female interactions (intersexual selection). The author tested the hypothesized macroevolutionary relationships between male breeding color and behavior in two sets of experiments studying changes in male nuptial coloration across the breeding cycle and female choice based on intensity of male color. Results at the microevolutionary level of analysis corroborated the macroevolutionary predictions and confirmed the original intuition of previous researchers: male body color intensity is an important component of female mate choice in G. aculeatus. -from Author",38,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,NA,NA,44
true,https://api.elsevier.com/content/abstract/scopus_id/0026277856,SCOPUS_ID:0026277856,2-s2.0-0026277856,"Fluctuating odontometric asymmetry, morphological variability, and genetic monomorphism in the cheetah Acinonyx jubatus",Kieser J.A.,Evolution,00143820,45,5,1175-1183,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04384.x,The magnitudes of dimensional variability and fluctuating asymmetry in dental dimensions are reported for a sample of South African cheetah. -from Authors,31,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,45
true,https://api.elsevier.com/content/abstract/scopus_id/0026277102,SCOPUS_ID:0026277102,2-s2.0-0026277102,Components of phenotypic selection: pollen export and flower corolla width in Ipomopsis aggregata,Campbell D.R.,Evolution,00143820,45,6,1458-1467,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02648.x,"In the hummingbird-pollinated Ipomopsis aggregata (Polemoniaceae), selection through male function during pollination favors wide corolla tubes. During single visits by captive hummingbirds, flowers with wider corollas exported more pollen, and more dye used as a pollen analogue, to stigmas of recipient flowers. Corolla width was less strongly related to visit rate in the field, and had no direct effect on visit rate after nectar production and corolla length were controlled for. Moreover, the phenotypic selection differential was 80% higher for the effect on pollen exported per visit, suggesting that this is the more important mechanism of selection. -from Authors",191,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,all,All Open Access,46
true,https://api.elsevier.com/content/abstract/scopus_id/0026276918,SCOPUS_ID:0026276918,2-s2.0-0026276918,Genetic differentiation and heterozygosity in pinyon pine associated with resistance to herbivory and environmental stress,Mopper S.,Evolution,00143820,45,4,989-990,1991-01-01,1991,10.2307/2409704,"At Arizona's Sunset Crater Pinus edulis colonizing the cinder fields are faced with a highly stressful environment. Many of these pinyons suffer chronic, intense insect herbivory that reduces plant growth and eliminates female cone production. Herbivory among pinyons growing in neighboring sandy-loam soils is minimal. Numerous trees within the heavily infested cinder field population suffer relatively low herbivory and maintain normal growth and reproduction. Resistant trees display significant genetic differences and are more heterozygous for two enzymes associated with herbivory than susceptible trees. Cinder-soil pinyons exhibit significant genetic differences and are more heterozygous for an enzyme associated with environmental stress than the neighbouring sandy-loam soil pinyons. -from Authors",94,Journal,ar,Article,100,5,5,22104,undefined,0,FALSE,NA,NA,47
true,https://api.elsevier.com/content/abstract/scopus_id/0026276912,SCOPUS_ID:0026276912,2-s2.0-0026276912,Phylogeographic structure in mitochondrial DNA of the lake whitefish (Coregonus clupeaformis) and its relation to Pleistocene glaciations,Bernatchez L.,Evolution,00143820,45,4,1016-1035,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04367.x,"Thirteen restriction enzymes that produced 148 restriction fragments were used to assay mtDNAs of 525 specimens collected among 41 populations. The Beringian assemblage (Yukon and Alaska) was phylogenetically distinct from other assemblages and exhibited the highest level of nucleotide diversity. The Acadian assemblage, confined to SE North America, was composed of a unique mtDNA clade. The Atlantic assemblage was confined to S Quebec and the NE USA and was also observed among anadromous populations of N Hudson Bay. This group was highly polymorphic and responsible for most of the mtDNA diversity observed outside Beringia. The Mississippian assemblage occupied most of the actual range of lake whitefish, from the Mackenzie delta to Labrador. -from Authors",166,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,48
true,https://api.elsevier.com/content/abstract/scopus_id/0026274237,SCOPUS_ID:0026274237,2-s2.0-0026274237,Senescence in natural populations of mammals: a comparative study,Promislow D.E.L.,Evolution,00143820,45,8,1869-1887,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02693.x,"Uses published mortality data from 56 natural populations of mammals to examine evidence for senescence, an increase in the probability of mortality with age. Senescence is highest in short-lived species with short generation times. Senescent increases in mortality rate do not begin until well after age at maturity in most cases. Senescence appears to be lower in large-brained taxa. -from Author",244,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,49
true,https://api.elsevier.com/content/abstract/scopus_id/0026274099,SCOPUS_ID:0026274099,2-s2.0-0026274099,Population biology of the trans-Arctic exchange: MtDNA sequence similarity between Pacific and Atlantic sea urchins,Palumbi S.R.,Evolution,00143820,45,8,1790-1805,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02688.x,"MtDNAs from two protein coding regions comprising 576 base pairs were sequenced from 17 individual Strongylocentrotus pallidus collected from the N Pacific and N Atlantic. Twelve of 17 individual sequences were identical. Two of these were further sequenced in a third, 441 base pair region, and were also identical. Recent fossil evidence shows that the N Atlantic and NE Pacific have been the scene of radical faunal changes during the Pliocene and Pleistocene. Results extend this conclusion to intraspecific patterns of genetic variability, and direct attention to the NW Pacific where higher productivity and less environmental change may have left a heritage of greater marine genetic diversity. -from Authors",95,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,50
true,https://api.elsevier.com/content/abstract/scopus_id/0026274057,SCOPUS_ID:0026274057,2-s2.0-0026274057,"The genetic consequences of worker ant pollination in a self- compatible, clonal orchid",Peakall R.,Evolution,00143820,45,8,1837-1848,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02691.x,"The self-compatible orchid Microtis parviflora is pollinated by the flightless worker caste of the ant Iridomyrmex gracilis. The orchid is clonal and forms small patches of disconnected individual ramets. Ant pollinators visited and revisited a limited proportion of available inflorescences; 40% of all flower visits occurred within plants promoting self-pollination. Self-pollination accounted for 51% of pollen transfers. Distribution of ant movements between plants was leptokurtic with a mean of 12.4±14.9cm and a maximum of 89cm, but a high proportion of movements were within clones accentuating the level of self-pollination. However, some pollen transfers between inflorescences of unlike genotypes contributed to a low incidence (max 8%) of outcrossing. In 12 patches examined by electrophoresis, the density varied from 11-61 inflorescences m-2 and a maximum of only four genotypes were detected. -from Authors",86,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,51
true,https://api.elsevier.com/content/abstract/scopus_id/0026273638,SCOPUS_ID:0026273638,2-s2.0-0026273638,Effects of nonrandom seed abortion on progeny performance in Phaseolus coccineus L.,Rocha O.J.,Evolution,00143820,45,5,1198-1208,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04386.x,"When experimental treatment increased the probability of seed maturation, there was a significant decrease in the average vigor of the progeny in the basal ovule positions. -from Authors",49,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,52
true,https://api.elsevier.com/content/abstract/scopus_id/0026273266,SCOPUS_ID:0026273266,2-s2.0-0026273266,Molecular and geologic evidence of shared history between hermit crabs and the symbiotic genus Hydractinia,Cunningham C.W.,Evolution,00143820,45,6,1301-1316,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02637.x,"The paleobiogeographic histories of three North Atlantic hermit crab lineages were compared with a single-copy DNA-DNA hybridization phylogeny of their symbiotic hydroid genus Hydractinia. Two vicariance events in the Quaternary are apparently responsible for existing range disjunctions of the host hermit crab lineages. The Hydractinia phylogeny revealed two distinct clades, one with a primarily northern, the other with a primarily southern distribution. In two of three cases, hydroids associated with closely related hermits on both sides of the range disjunction appear as sister taxa in the phylogeny. A linear scaling between a measure of hydroid sequence divergence and independent geologic estimates of the timing of the vicariant events believed to have established the hermit crab range disjunctions is consistent with the claim of temporal coincidence of cladogenic and vicariance events. Findings provide evidence for shared history of symbiotic associations in two of the three cases. -from Authors",43,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,53
true,https://api.elsevier.com/content/abstract/scopus_id/0026273105,SCOPUS_ID:0026273105,2-s2.0-0026273105,Fitness consequences of variation in egg size and food abundance in brook trout Salvelinus fontinalis,Hutchings J.A.,Evolution,00143820,45,5,1162-1168,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04382.x,Egg volume was positively correlated with juvenile size at hatching and size at yolk sac resorption but had no significant effect on embryonic survival or development time. Juvenile survival was linearly related to egg size throughout the first 50 days of exogenous feeding at high and low food levels. Decreased food abundance significantly increased mortality among the smallest eggs but had a negligible effect on the largest eggs. Maternal fitness is a curvilinear function of egg size; food supply influences both the height and the shape of the function. Selection apparently favors an increase in offspring size with reductions in resource abundance. -from Author,266,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,54
true,https://api.elsevier.com/content/abstract/scopus_id/0026272661,SCOPUS_ID:0026272661,2-s2.0-0026272661,Natural selection on body size and laying date in the tree swallow,Wiggins D.A.,Evolution,00143820,45,5,1169-1174,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04383.x,"In Tachycineta bicolor there was little evidence of selection on body size associated with overwinter survival. Disruptive selection on tarsus length, associated with female reproductive success, was detected in one of three years. Both repeatability and mother-daughter regression suggested that laying date was heritable. -from Author",23,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,NA,NA,55
true,https://api.elsevier.com/content/abstract/scopus_id/0026272556,SCOPUS_ID:0026272556,2-s2.0-0026272556,A test of the sequential assessment game: fighting in the bowl and doily spider Frontinella pyramitela,Leimar O.,Evolution,00143820,45,4,862-874,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04355.x,"Male (Fontinella pyramitela Linyphiidae) engage in dangerous fights over access to females. Males assess relative fighting ability during contests: smaller individuals tend to give up quickly. Fights occur between a male with information about the value of the contested female (number of fertilizable eggs) and an intruding male with less information. A sequential assessment game (a game theory model of fighting behavior) is adapted to male combat to attempt a quantitative test. The model makes predictions about fight duration, probability of winning, and the occurrence of fatalities as a function of resource value and size asymmetry. -from Authors",80,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,56
true,https://api.elsevier.com/content/abstract/scopus_id/0026270822,SCOPUS_ID:0026270822,2-s2.0-0026270822,Sexual selection in the monogamous barn swallow (Hirundo rustica). I. Determinants of tail ornament size,Moller A.P.,Evolution,00143820,45,8,1823-1836,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02690.x,"The proportion of phenotypic variance in the length of the sexually selected tail of the monogamous barn swallow that is attributable to genetic variance was studied in Denmark. Tail length was on average 20% greater in males than in females. Tail length correlated with wing length, but not with other morphological traits. Tail length increased with the first molt, but remained constant during subsequent years. Changes in tail length between years, owing to molt were significantly affected by sex and by degree of infection with an haematophagous mite (Ornithonyssus bursa). There were significant differences in sexual size dimorphism between years, apparently as a result of environmental conditions in the African winter quarters during molt. Tail length was a highly repeatable morphological trait, and standardization of tail length for age effects only marginally increased repeatability. Heritability of tail length as estimated from regression of values for sons on those of their fathers was 0.59. -from Author",105,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,57
true,https://api.elsevier.com/content/abstract/scopus_id/0026270799,SCOPUS_ID:0026270799,2-s2.0-0026270799,Rapid behavioral changes in medaka (Oryzias latipes) caused by selection for competitive and noncompetitive growth,Ruzzante D.E.,Evolution,00143820,45,8,1936-1946,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02698.x,"The magnitude of the direct response to selection on growth in medaka was directly related to population density, ie selection was most effective at high densities. Agonistic behavior was inversely related to growth when individuals were raised and selected in an environment where enforced social interaction took place, so long as food was not limited in quantity. -from Authors",70,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,58
true,https://api.elsevier.com/content/abstract/scopus_id/0026270643,SCOPUS_ID:0026270643,2-s2.0-0026270643,The responses of Drosophila melanogaster to artificial selection on body weight and its phenotypic plasticity in two larval food environments,Hillesheim E.,Evolution,00143820,45,8,1909-1923,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02696.x,"To investigate the potential response to natural selection of reaction norms for age and size at maturity, fresh body weight at eclosion was mass selected under rich and poor larval food conditions. Flies responded to selection on body weight upwards and downwards on both rich and poor larval food. Selection on increased or decreased sensitivity of body weight was also successful in at least one direction. Sensitivity was reduced by selection upwards in a poor environment and downwards in a rich environment. -from Authors",61,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,59
true,https://api.elsevier.com/content/abstract/scopus_id/0026268963,SCOPUS_ID:0026268963,2-s2.0-0026268963,"Topographic diversity, zone width, and the strength of reproductive isolation in a zone of overlap and hybridization",Howard D.J.,Evolution,00143820,45,5,1120-1135,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04379.x,"Two closely related species of ground crickets, Allonemobius fasciatus and A. socius, overlap and hybridize in a contact zone in the E United States. The zone is wider in the hills and mountains of SE Ohio and West Virginia than along the eastern coastal plain, and reproductive isolation appeared to be stronger where the zone was wider. The northern cricket, A. fasciatus, occurred in the high mountains south of its previously known distributional limit; and the zone narrowed considerably in Illinois, an area of low topographic diversity. The strength of reproductive isolation between the species was as strong in Illinois as in the Appalachian Mountains; if reinforcement has occurred in the zone, the width of the zone has not been a major factor in the process. -from Authors",60,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,60
true,https://api.elsevier.com/content/abstract/scopus_id/0026268898,SCOPUS_ID:0026268898,2-s2.0-0026268898,On the low heritability of life-history traits,Price T.,Evolution,00143820,45,4,853-861,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04354.x,"Life-history traits such as longevity and fecundity often show low heritability, usually interpreted in terms of Fisher's fundamental theorem to mean that populations are near evolutionary equilibrium and genetic variance in total fitness is low. The authors develop the causal relationship between metric traits and life-history traits to show that a life-history trait is expected to have a low heritability whether or not the population is at equilibrium, because it is subject to all the environmental variation in the metric traits that affect it plus additional environmental variation. There is no simple prediction regarding levels of additive genetic variance in life-history traits, which may be high at equilibrium. Several other patterns in the inheritance of life-history traits are readily predicted from the causal model, eg the strength of genetic correlations between life-history traits, levels of nonadditive genetic variance, and the inevitability of genotype-environment interaction. -Authors",315,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,61
true,https://api.elsevier.com/content/abstract/scopus_id/0026268492,SCOPUS_ID:0026268492,2-s2.0-0026268492,Oil flowers and oil bees: further evidence for pollinator adaptation,Steiner K.E.,Evolution,00143820,45,6,1493-1501,1991-01-01,1991,10.1111/j.1558-5646.1991.tb02651.x,"Examined foreleg length and body size variation in two species of oil-collecting bees (Rediviva; Melittidae) in southern Africa. Oil-collecting bees harvest oil from host flowers by rubbing their forelegs against oil-screting trichomes. Significant differences in foreleg length occur among populations of both species. In Rediviva ""pallidula', foreleg variation appears to be a function of host plant spur length; 92% of the variance in foreleg length is explained by mean Diascia spur length. Rediviva rufocincta populations vary significantly in means foreleg and in body length. Foreleg length scales allometrically with body size; 90.5% of the variance in foreleg length can be explained as a function of body length. Body size appears to be constrained by the morphology of the oil-screting host plant. Rediviva ""pallidula' collects oil from Diascia species that have the oil deeply situated in narrow floral spurs of varying length, while R. rufocincta collects oil from the broadly saccate flowers of Bowkeria verticillata and B. citrina. -from Authors",90,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,62
true,https://api.elsevier.com/content/abstract/scopus_id/0026268402,SCOPUS_ID:0026268402,2-s2.0-0026268402,"The genetic structure of sporophytic and gametophytic populations of the moss, Funaria hygrometrica Hedw.",Shaw A.J.,Evolution,00143820,45,5,1260-1274,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04391.x,"Patterns of phenotypic and genotypic variability in two populations of Funaria hygrometrica were investigated using measurements of gametophytic and sporophytic morphology, sporophytic reproductive output, spore germination, gametophytic growth rates and tolerances of Cu, Cd, and low nutrient conditions, and electrophoretically detectable enzyme variation. Somatic mutation and/or nongenetic effects appear to contribute significantly to phenotypic variability in natural populations. -from Author",25,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,63
true,https://api.elsevier.com/content/abstract/scopus_id/0026268317,SCOPUS_ID:0026268317,2-s2.0-0026268317,Evolution of plumage color in male pied flycatchers (Ficedula hypoleuca): evidence for female mimicry,Slagsvold T.,Evolution,00143820,45,4,910-917,1991-01-01,1991,10.1111/j.1558-5646.1991.tb04359.x,"Territorial male pied flycatchers behave aggressively toward bright-colored males but display sexually toward female-like male intruders. Males that are fooled are those that lack recent sexual experience. Analysis of male settling pattern at breeding sites in spring suggests that brownish males are allowed to settle closer to already-established males than dark-colored males. Although there appears to be an adaptive value of having a subadult plumage color, in particular for young males arriving late from spring migration, mimicry incurs the cost of increased aggression from females, which may explain why female-like males have reduced mating success. -from Authors",63,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,64
