@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0006470472,SCOPUS_ID:0006470472,2-s2.0-0006470472,Interactions between herbivorous fishes and limiting nutrients in a tropical stream ecosystem,Flecker A.,Ecology,00129658,83,7,1831-1844,2002-07-01,1 July 2002,10.1890/0012-9658(2002)083[1831:IBHFAL]2.0.CO;2,"Ecologists have long been interested in understanding the strengths of consumer and resource limitation in influencing communities. Here we ask three questions concerning the relative importance of nutrients and grazing fishes to primary producers of a tropical Andean stream: (1) Are stream algae nutrient limited? (2) Are top-down and bottom-up forces of dual importance in limiting primary producers? (3) Do grazing fishes modulate the degree of resource limitation We obtained several lines of evidence suggesting that Andean stream algae are nitrogen limited. Addition of nitrogen in flow-through channels resulted in major increases in algal standing crop, whereas there were no measurable effects of phosphorus enrichment. Interestingly, the N2-fixing cyanobacteria Anabaena was one of the taxa that responded most dramatically to the addition of nitrogen. Moreover, nutrient uptake rates were significantly higher for inorganic nitrogen (NO3-N and NH4-N) compared to phosphorus (PO4-P). Nutrients and the presence of grazing fishes were manipulated simultaneously in a series of experiments by using nutrient-diffusing substrates in fish exclusions vs. open cages accessible to the natural fish assemblage. We observed strong effects of both nitrogen addition and consumers on algal standing crop, although consumer limitation was found to be of considerably greater magnitude than resource limitation in influencing algal biomass and composition. Finally, the degree of resource limitation varied as a consequence of grazing fishes. Experiments examining nutrient limitation in the presence and absence of fishes showed that the response to nitrogen enrichment was significantly greater on substrates accessible to natural fish assemblages compared to substrates where grazing fishes were excluded. These experiments demonstrate simultaneous and interactive effects of top-down and bottom-up factors in limiting primary producers of tropical Andean streams. Whereas other studies have shown that consumers affect nutrient supply in ecosystems, our findings Suggest that consumers can play an important role in influencing nutrient demand.",116,Journal,ar,Article,100,8,8,Algae | Andes | Community structure | Cyanobacteria | Food webs | Grazing fishes | Herbivory | Nitrogen limitation | Nutrient uptake | Stream | Top-down and bottom-up effects | Tropics,20308,undefined,0,FALSE,154,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0005899203,SCOPUS_ID:0005899203,2-s2.0-0005899203,"Lizard home ranges revisited: Effects of sex, body size, diet habitat, and phylogeny",Perry G.,Ecology,00129658,83,7,1870-1885,2002-07-01,1 July 2002,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,"The area traversed by an animal during food gathering, mating, and other routine activities is termed the home range (HR), and its size is believed to reflect behavioral and physiological requirements (e.g., access to mates and food). We evaluated both biological and methodological factors that may affect estimated HR sizes of lizards. We compiled a database of nearly 500 published sex x population data sets. These yielded usable data for 108 populations from 60 species, all with both sexes represented. Initial analyses indicated pervasive sex differences, so sexes were analyzed separately with both conventional and phylogenetically based statistical methods. First, we conducted conventional analyses of covariance, which treat each data point as statistically independent. Second, we repeated these analyses while comparing members of two major clades represented in our database, Iguania and Autarchoglossa. Third, we repeated the analyses after designating smaller clades, nested within major clades. Fourth, we performed a fully phylogenetic analysis via independent contrasts and a composite phylogeny assembled from published studies. All analyses showed highly significant effects of both biological (body size, diet, habitat type) and most methodological (calculation method and minimum number of sightings per individual, but not study duration) factors and covariates tested. The conventional analysis comparing Iguania and Autarchoglossa en toto indicated a significant difference, as has been suggested in the literature. The analysis with nested minor clades, however, revealed differences among these but not between the two major clades. The analysis with phylogenetically independent contrasts indicated no statistically significant differences either among minor clades or between major clades. We also used our database to compare the scaling of HR area to body mass, using recently published allometric equations for field metabolic rates of lizards. The similarity of allometric slopes suggests that, interspecifically, HR size scales directly with energetic requirements. Intraspecifically, however, we found that males in both Autarchoglossa and Iguania consistently had larger HRs than did females. This difference, presumably related to the need to maximize access to females, may impose a ""cost of reproduction"" on males.",188,Journal,ar,Article,100,2,2,Allometry | Autarchoglossa | Body size | Diet | Energetics | Habitat | Home range | Iguania | Lizards | Methodology | Phylogeny | Sex,20308,undefined,0,FALSE,155,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0003337955,SCOPUS_ID:0003337955,2-s2.0-0003337955,Ecological-niche factor analysis: How to compute habitat-suitability maps without absence data?,Hirzel A.H.,Ecology,00129658,83,7,2027-2036,2002-07-01,1 July 2002,10.1890/0012-9658(2002)083[2027:ENFAHT]2.0.CO;2,"We propose a multivariate approach to the study of geographic species distribution which does not require absence data. Building on Hutchinson's concept of the ecological niche, this factor analysis compares, in the multidimensional space of ecological variables, the distribution of the localities where the focal species was observed to a reference set describing the whole study area. The first factor extracted maximizes the marginality of the focal species, defined as the ecological distance between the species optimum and the mean habitat within the reference area. The other factors maximize the specialization of this focal species, defined as the ratio of the ecological variance in mean habitat to that observed for the focal species. Eigenvectors and eigenvalues are readily interpreted and can be used to build habitat-suitability maps. This approach is recommended in situations where absence data are not available (many data banks), unreliable (most cryptic or rare species), or meaningless (invaders). We provide an illustration and validation of the method for the alpine ibex, a species reintroduced in Switzerland which presumably has not yet recolonized its entire range.",1075,Journal,ar,Article,100,4,4,Capra ibex | Ecological niche | GIS | Habitat suitability | Marginality | Multivariate analysis | Presence-absence data | Specialization | Species distribution | Switzerland,20308,undefined,0,FALSE,156,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001703131,SCOPUS_ID:0001703131,2-s2.0-0001703131,Shade-induced plasticity and its ecological significance in wild populations of Arabidopsis thaliana,Callahan H.,Ecology,00129658,83,7,1965-1980,2002-07-01,1 July 2002,10.1890/0012-9658(2002)083[1965:SIPAIE]2.0.CO;2,"In laboratory studies of Arabidopsis thaliana, plants shaded by neighboring vegetation (or subject to treatments mimicking shade) flower at a younger developmental stage, and sometimes earlier in time. We examined whether this shade avoidance response varies among and within natural populations of A. thaliana, and whether it corresponds to variable selection regimes at shaded and unshaded field sites, by conducting a two-year reciprocal transplant study and a parallel greenhouse study that manipulated the presence and timing of shade. In the field, shading had limited or inconsistent impacts on survivorship across several phases of the growing season. The date of bolting was earlier at the shadier site compared to the less shady site, but in the greenhouse there was no significant shade-induced plasticity for this trait. In both studies, we detected directional selection gradients favoring earlier bolting in shade, but gradients favoring earlier bolting were as strong in nonshaded conditions. The number of rosette leaves at bolting (i.e., the developmental stage of flowering) was significantly reduced by shade in both studies. However, there was either no directional selection on this trait, or selection to flower with more rather than fewer leaves. Despite the contrast in habitats, there was limited differentiation between populations for survivorship, reproductive fitness, size-related or flowering time traits, and no differentiation for trait plasticities. Some traits were variable among families within populations. A trade-off between age and developmental stage may limit the response to selection for flowering time, possibly explaining limited local adaptation. The adaptive significance of shade-induced flowering time plasticity remains equivocal. Future studies of the plasticity of flowering time in A. thaliana should investigate the effects of shading regimes together with other environmental variables on size- and timing-related traits.",116,Journal,ar,Article,100,2,2,"Age and size at reproduction | Agricultural Experiment Station, Tennessee | Arabidopsis thaliana | Flowering time | Life history evolution | Light spectral quality | Phenotypic plasticity | Phenotypic selection | Phytochrome | Shade avoidance",20308,undefined,0,FALSE,157,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0001427932,SCOPUS_ID:0001427932,2-s2.0-0001427932,Linking life history strategies and ontogeny in crustacean zooplankton: Implications for homeostasis,Villar-Argaiz M.,Ecology,00129658,83,7,1899-1914,2002-07-01,1 July 2002,10.1890/0012-9658(2002)083[1899:LLHSAO]2.0.CO;2,"Work to date has established that consumers are constrained in their chemical content variability. Such a constraint generates many different kinds of ecological relationships ranging from aspects of animal mineral nutrition to factors affecting consumer-driven nutrient recycling. Although previous studies have shown variation in zooplankton nutrient content within and between taxa, most stoichiometric studies assume that consumers are homeostatic in their elemental composition. In this paper, this assumption is reexamined as we describe the variability in the elemental content of the calanoid copepod Mixodiaptomus laciniatus Lilljeborg throughout its ontogeny (interstage variability) and for its specific developmental stages (intrastage variability). Mean copepod carbon content as dry mass increased significantly during ontogeny from 36.3% in nauplii to 51.5% in immature copepodites and 55.8% in adults. Mean phosphorus content decreased from 0.98% in nauplii to 0.87% in immature copepodites and 0.51% in adults. The copepod molar C:N:P ratio was 99:3:1 for nauplii, 165:13:1 for immature copepodites, and 234:25:1 for adults. These ontogenetic variations in stoichiometry within a single copepod species are comparable to the previously described range between taxa. Stoichiometric and physiological approaches are used as complementary tools to explain the two-part life history strategy of this copepod. First, the nauplii and early copepodite stages (CI-CIV) with high carbon demands adopt a growth strategy during which carbon sources are mainly allocated to increases in body size. The susceptibility of these copepodite stages to carbon limitation is reflected in the decline in the carbon content for a given stage (e.g., from 66% to 38% C in CII) and in the 40-fold decrease in neutral-to-polar lipid ratio toward the end of the ice-free season, suggesting a mobilization of food reserves toward growth. In contrast, copepodite stage CV and adults with less carbon demands for growth followed a survival-reproductive strategy, where the invariability in carbon content as dry mass (near 60%) and in neutral-to-polar lipid ratio through time indicates no accumulation of storage lipids, but instead an allocation of resources toward maintenance or reproduction. The basic assumption of predictions of stoichiometric models that elemental composition remains constant with time are not supported by changes in the intrastage carbon and nitrogen contents of Mixodiaptomus laciniatus. Thus, we suggest that the idea of strict homeostasis may be replaced with the concept of rheostasis, which allows the homeostatic regulatory mechanisms of an organism to adjust to a changing environment over time.",73,Journal,ar,Article,100,3,3,Carbon | Homeostasis | Life history strategies | Lipid ratio | Nitrogen | Ontogeny | Phosphorus | Rheostasis | Stoichiometry | Zooplankton,20308,undefined,0,FALSE,158,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000445547,SCOPUS_ID:0000445547,2-s2.0-0000445547,"The many faces of predation: How induction, selection, and thinning combine to alter prey phenotypes",Relyea R.,Ecology,00129658,83,7,1953-1964,2002-07-01,1 July 2002,10.1890/0012-9658(2002)083[1953:TMFOPH]2.0.CO;2,"Populations in nature face a number of factors that can alter their traits and subsequent performance. Predation is one factor that can have widespread effects on the mean trait value in a prey population because predators can impact prey traits through a number of processes. Predators can directly induce prey phenotypes through visual and chemical cues, predators can indirectly alter prey phenotypes by thinning the prey population (thereby reducing competition), and predators can cause selection on prey phenotypes through nonrandom killing. Ecologists are beginning to understand each of these three processes in isolation, but these processes act on prey phenotypes simultaneously, and we lack information on the relative importance of these processes in determining the final phenotype of prey. I used a system of gray treefrog tadpoles (Hyla versicolor) and dragonfly predators (Anax longipes) to determine the separate and combined impacts of induction, thinning, and selection on the behavior, morphology, and growth of tadpoles reared in aquatic mesocosms. Using combinations of hand thinning, cues emitted from caged predators, and lethal predators, I demonstrated that the impact of lethal predators on growth was mediated primarily through thinning, the impact on morphology was primarily through induction, and the impact on behavior was affected similarly through thinning and induction. Surprisingly, while we know from numerous studies that the dragonflies kill tadpoles nonrandomly, selection did not have a significant impact on the final phenotypes of the tadpoles. This work appears to be the first study that identifies the relative magnitudes of the three predatory processes on a suite of prey phenotypes. The three processes can have opposing or supporting effects, the relative magnitudes of which likely differ among systems, illustrating why we often observe contradictory results when we examine the impact of lethal predators on prey phenotypes. Thus, it is important that we identify the mechanisms underlying the outcomes of predation, rather than simply observing the outcomes and then inferring which processes are responsible.",80,Journal,ar,Article,100,1,1,Anax longipes | Antipredator traits | Hyla versicolor | Phenotype | Phenotypic plasticity | Predation,20308,undefined,0,FALSE,159,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038814753,SCOPUS_ID:0038814753,2-s2.0-0038814753,Estimating the consequences of apparent competition: A method for host-parasitoid interactions,Hambäck P.A.,Ecology,00129658,83,6,1591-1596,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1591:ETCOAC]2.0.CO;2,"To evaluate the role of natural enemies for the coexistence of competing species, it is necessary to estimate quantitatively the way in which the selectivity of the natural enemies changes the strength of competition between the competitors. This paper presents one method for doing this in host-parasitoid systems with discrete generations. The method is illustrated by analyzing the interaction between variegated leafhoppers (Erythroneura variabilis) and grape leafhoppers (E. elegantula) feeding on domestic grapes. The analysis confirms earlier observations that the recent replacement of grape leafhoppers with variegated leafhoppers is likely to be a consequence of the shared egg parasitoid Anagrus epos. Finally, we argue that the method can provide a tool to evaluate the potential of biological control measures involving alternative prey, e.g., in intercropping systems.",7,Journal,ar,Article,100,2,2,Anagrus epos | Apparent competition | Biological control | Competitive displacement | Erythroneura | Host-parasitoid model | Leafhoppers,20308,undefined,0,FALSE,160,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038682141,SCOPUS_ID:0038682141,2-s2.0-0038682141,"Induced morphological defenses in the wild: Predator effects on a mayfly, Drunella coloradensis",Dahl J.,Ecology,00129658,83,6,1620-1634,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1620:IMDITW]2.0.CO;2,"Phenotypic plasticity may enable organisms to optimize their phenotypes in environments that are heterogeneous over time or space. For example, inducible defenses are favored for prey populations faced with variable predation risk. We studied the impact of brook trout (Salvelinus fontinalis) on the development of defensive morphological characters in larvae of the mayfly, Drunella coloradensis, both in natural streams and in a series of experiments carried out in streamside, circular, flow-through chambers. Drunella larvae in natural streams with trout had longer caudal filaments per unit body size and relatively heavier exoskeletons than Drunella in fishless streams. Female larvae that developed in fish streams were also significantly smaller and less fecund at metamorphosis than those living in fishless streams, suggesting a possible fitness cost associated with development of morphological defenses. However, timing of metamorphosis of Drunella larvae to the adult stage did not differ between fish and fishless streams. Larvae originating from fish and fishless streams were reared and exposed to water with fish cues or fishless control water for three weeks (1998) or until they developed black wing pads, i.e., just before emergence (1999). In both experiments waterborne fish cues induced the development of relatively longer caudal filaments, but only in Drunella originating from sites without fish. Waterborne fish cues had no effect on Drunella growth rates, behavior, or size at emergence. Drunella originating from fish streams had significantly lower mortality when exposed to predation by trout than Drunella originating from fishless streams. Caudal filament length appears to enhance survival, as Drunella with intact caudal filaments had lower predation rates than Drunella with their tails artificially shortened. This study provides evidence of chemically induced morphological plasticity that could reduce predation rates of these mayflies in natural stream environments.",70,Journal,ar,Article,100,2,2,Adaptive phenotypic plasticity | Development | Drunella coloradensis | Fecundity costs of induced morphological defenses | Inducible defenses | Mayflies | Morphological defenses | Predationstreams | Trout,20308,undefined,0,FALSE,161,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038561215,SCOPUS_ID:0038561215,2-s2.0-0038561215,"Interactions among fire, aspen, and elk affect insect diversity: Reversal of a community response",Bailey J.,Ecology,00129658,83,6,1701-1712,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1701:IAFAAE]2.0.CO;2,"After a large crown fire in Arizona, we examined the direct and indirect effects of fire and herbivory (and their interaction) on the regeneration of aspen (Populus tremuloides) and arthropod species richness and abundance. We used elk exclosures covering 150 ha and other experiments to examine these interactions. Several major patterns emerged. First, in the absence of elk, there is a positive relationship between burn severity and the regeneration of aspens via asexual reproduction. Specifically, aboveground biomass of aspen resprouts was 10 times greater at sites of high burn severity than in sites of intermediate burn severity, and there was virtually no aspen regeneration without fire. Second, elk selectively browsed aspen ramets in high-severity burn sites two times more intensely than aspen ramets in intermediate-severity burn sites, largely negating the enhanced regeneration that would have otherwise occurred, thus resulting in three times greater regeneration in intermediate burn sites than in high burn sites. Third, fire and elk browsing had opposing impacts on an arthropod community composed of 33 taxa from 11 orders and 21 families. Fire severity alone showed no effect on arthropod richness and abundance; however, intermediate-severity fire and moderate levels of elk browsing resulted in 30% greater richness and almost 40% greater abundance. In contrast, high-severity fire and high levels of elk browsing resulted in 69% lower arthropod richness and 72% lower abundance. Fourth, the interaction of fire intensity and selective elk browsing resulted in four arthropod community types where the overall mosaic produced the greatest diversity. Our study demonstrates that patterns can completely reverse depending on the factors involved. This argues against a reductionist perspective and argues for studies incorporating greater complexity. At the very least, we need to be aware of such biases and consider how they may alter important decisions that affect basic ecological theory and management practices.",102,Journal,ar,Article,100,2,2,Abundance | Community ecology | Direct and indirect interactions | Diversity | Fire | Habitat mosaics | Herbivory | Species richness,20308,undefined,0,FALSE,162,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038476996,SCOPUS_ID:0038476996,2-s2.0-0038476996,Dissolved organic carbon enrichment alters nitrogen dynamics in a forest stream,Bernhardt E.,Ecology,00129658,83,6,1689-1700,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1689:DOCEAN]2.0.CO;2,"Dissolved organic carbon, DOC, is an important source of carbon for stream heterotrophs. In many systems, bacteria and fungi are carbon limited. Thus, carbon availability may control both the availability and the dynamics of other nutrients (N or P) in heterotrophic systems. To test the interdependence of C and N cycles in forested streams, we continuously added DOC, as potassium acetate, to the stream draining Watershed six at the Hubbard Brook Experimental Forest, New Hampshire, for six weeks during summer 1999. For two months prior to and throughout the addition, we monitored streamwater NO3- and NH4+ concentrations throughout the 70-m upstream reference and the 70-m downstream treatment reaches. We also estimated uptake lengths and uptake rates of NO3- and NH4+ using back-to-back, short-term enrichments in both the treatment and reference reaches. The change in NO3- concentration during the NH4+ addition was used to estimate whole-stream nitrification. Once before the DOC addition and once during the DOC addition we measured denitrification rates and whole-stream respiration in both reaches. In the treatment reach, the increase in labile DOC caused nitrate concentrations to decrease from pretreatment concentrations during the DOC addition. Metabolism was higher in the treatment than in the reference reach during that addition, while metabolism had been similar in the two reaches before the DOC addition. Prior to that addition, uptake lengths for both NO3- and NH4+ were longer in the treatment reach than in the reference reach. During the DOC addition, the uptake lengths for both forms of nitrogen were much shorter in the treatment than in the reference reach. Contrary to expectations, the DOC enrichment did not lead to increased rates of denitrification. The principal effect of DOC enrichment was to stimulate bacterial growth, leading to high respiration and a corresponding increase in the assimilative demand for nitrogen. Results from this experiment demonstrate tight linkages between DOC and nitrogen availability in headwater streams.",219,Journal,ar,Article,100,2,2,Denitrification | Dissolved organic carbon | Forest | Nitrification | Nitrogen | Potassium acetate | Sphaerotilus | Stream | Uptake rates,20308,undefined,0,FALSE,163,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038374943,SCOPUS_ID:0038374943,2-s2.0-0038374943,"Synchronized annual seed production by 16 principal tree species in a temperate deciduous forest, Japan",Shibata M.,Ecology,00129658,83,6,1727-1742,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1727:SASPBP]2.0.CO;2,"To investigate synchronized annual fluctuation of seed production and its advantage for regeneration at the community level, for nine years (1987-1995) we monitored the flowering, seed production, and seedling emergence of the 16 principal tree species in a temperate deciduous forest, Ogawa Forest Reserve, in central Japan. We found that the species with higher synchronized flowering within a population had larger fluctuation of annual seed production at the population level. The coefficient of concordance of flowering and the coefficient of variation of annual seed production were continuously distributed among species, making it difficult to distinguish masting from nonmasting species. The annual seed production patterns of the 16 species were classified, by cluster analysis, into groups that synchronize their fluctuation of annual seed production. This analysis showed a highly synchronized annual seed production, not only among congeneric species, but also among species of different families. Although our results have some insufficiency of statistical significance, they did show that predator satiation, both in a population and a guild, effectively operated for many species to enhance seed survival at the pre-dispersal stage. They also showed that pollination efficiency was likely to be operating at the population level for half of the wind-pollinating species. However, generalist predator satiation at the postdispersal seed stage may not operate in a simple, detectable manner in this species-rich forest community. It is highly probable that there are combined effects of several factors: limited weather triggers for flowering, common flowering physiology among taxonomically related species, and the ecological advantages at the population and guild levels, may cause multiple species to have synchronized fluctuation patterns of seed production.",102,Journal,ar,Article,100,7,7,Japan | Masting | Ogawa Forest Reserve | Pollination efficiency | Predator satiation | Seed production | Synchrony | Temperate deciduous forest,20308,undefined,0,FALSE,164,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038308748,SCOPUS_ID:0038308748,2-s2.0-0038308748,On the evolution of ecological ideas: Paradigms and scientific progress,Graham M.,Ecology,00129658,83,6,1481-1489,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1481:OTEOEI]2.0.CO;2,"We introduce a heuristic model for studying the evolution of ecological ideas based on Thomas Kuhn's concept of the development of scientific paradigms. This model is useful for examining processes leading to ecological progress and the elaboration of ecological theories. Over time, ecological knowledge diverges and evolves as data are collected that either refute or support the current trajectories of accepted paradigms. As a result, the direction of ecological research continuously branches out into new domains leading to increased ecological understanding. Unfortunately, heightened ecological understanding also builds impediments to future progress. Increased specialization and the parallel evolution of seemingly independent subdisciplines generally compel researchers to become increasingly canalized. Specialization also accelerates the expansion of the ecological literature, making it difficult for researchers to track developments in their own subdisciplines, let alone the general field of ecology. Furthermore, specialization inherently focuses attention on contemporary research and hastens the erasure of memory of historical contributions to modern ecology. As a result, contemporary ecologists are in danger of losing touch with their historical roots and face a greater likelihood of recycling ideas and impeding real scientific momentum. Enhancing our historical perspective on the evolution of ecological ideas will be key in overcoming the negative consequences of progress and safeguarding the continued advancement of ecology.",75,Journal,re,Review,100,2,2,Ecological knowledge | Ecology | Evolution of ideas | Evolution of theories | Historical perspective | Historical roots | Modern ecology | Paradigms | Scientific progress | Scientific revolution | Specialization | Theories,20308,undefined,0,FALSE,165,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038138023,SCOPUS_ID:0038138023,2-s2.0-0038138023,"Paradigms in ecology: Past, present, and future",Graham M.H.,Ecology,00129658,83,6,1479-1480,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1479:pieppa]2.0.co;2,NA,2,Journal,ed,Editorial,100,3,3,Conceptual evolution | History | Kuhnian revolution | Paradigms in ecology | Scientific progress | Specialization | Theory development,20308,undefined,0,FALSE,166,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038138022,SCOPUS_ID:0038138022,2-s2.0-0038138022,Does differential susceptibility to predation in tadpoles stabilize the Bombina hybrid zone?,Vorndran I.C.,Ecology,00129658,83,6,1648-1659,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1648:DDSTPI]2.0.CO;2,"Despite substantial divergence, the European toads Bombina bombina and Bombina variegata (Anura: Discoglossidae) interbreed freely wherever their parapatric distributions adjoin. Natural selection that stabilizes the resulting hybrid zones should rest in part on the adaptation to different breeding habitat of the pure taxa. While B. bombina lays its eggs in semipermanent ponds, B. variegata is a typical puddle breeder. Here, we investigate whether selection for rapid larval development in B. variegata has resulted in the loss of effective antipredator defenses, thus excluding this species from predator-rich ponds. We collected adults from four populations in Romania (two for each taxon) and reared the offspring from four crosses per population in the laboratory either in the presence or in the absence of caged odonate predators (Aeshna cyanea). In predation trials, we found no taxon difference in mortality rate among tadpoles that had been reared with predators. The resilience of B. variegata tadpoles may have been due to their remarkable phenotypic plasticity. In both taxa, predator presence led to the development of a higher tail fin, which has been shown to reduce predation rates in other amphibians. This response was much stronger in B. variegata than in B. bombina. Moreover, differences between the two B. variegata populations in terms of laboratory predation rates and levels of plasticity correlated with predator abundance at the collection sites so as to suggest local adaptation in predator defenses. Finally, delayed metamorphosis in the predator-induced morphs of both taxa implies a cost to the defense. Given the heterogeneity of temporary habitat in terms of desiccation rate and predator occurrence, the greater amount of phenotypic plasticity in B. variegata fits predictions of life history theory. At the same time, our results leave the question unresolved as to why this species avoids ponds.",22,Journal,ar,Article,100,3,3,"Bombina | European toads | Genotype X environment interaction | Hybrid zone | Local adaptation | Morphology | Phenotypic plasticity | Predation | Tadpole | Transylvania, Romania",20308,undefined,0,FALSE,167,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038138021,SCOPUS_ID:0038138021,2-s2.0-0038138021,Efficient data collection for estimating growth rates of structured populations,Gross K.,Ecology,00129658,83,6,1762-1767,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1762:EDCFEG]2.0.CO;2,"Demographic matrix models are used to estimate the population multiplication rate (finite rate of increase) of structured populations. When rates of transitions among age classes or stages (e.g., probabilities of growth or survival, fecundities) are estimated by tagging individuals, the number of individuals tagged from each stage determines the precision of the estimated transition rates, and hence the precision of the estimated population multiplication rate, λ̂. When there is a limit on the total number of individuals that can be tagged, tagging individuals at random does not produce the most precise estimate of λ possible. Here, using a linear approximation to the sampling variance of λ̂, I show how to calculate an allocation of tags among stages that provides a more precise estimate of λ than tagging individuals randomly. I illustrate this calculation with two examples, and show by simulation that stratified sampling based on this efficient sample composition can result in sizable increases in the precision of λ̂. The methods presented can also be used to compare the statistical efficiency of alternative sampling designs.",14,Journal,ar,Article,100,1,1,Efficient sample composition | Eigenvalue | Estimation | Intrinsic rate of increase | Matrix models | Population multiplication rate | Precision | Sampling variability | Transition table,20308,undefined,0,FALSE,168,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037971458,SCOPUS_ID:0037971458,2-s2.0-0037971458,History and current development of a paradigm of predation in rocky intertidal communities,Robles C.,Ecology,00129658,83,6,1521-1536,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1521:HACDOA]2.0.CO;2,"A paradigm is a set of mutually supportive hypotheses that provides a frame of reference within a field. In 1962, Kuhn proposed that paradigms form within the dual contexts of empirical evidence and intellectual history. Facts potentially contradictory to a paradigm may not be recognized until they are observed repeatedly and incorporated as supportive evidence into a new theory. Support for this interpretation can be found in the history of a paradigm of predation in rocky intertidal communities. Hypotheses were developed in the contexts of innovative field experiments and historical arguments of competition theory. The resulting paradigm proposed that predators restrict populations of competitively dominant prey to refuges. Different types of refuge, or no refuge, prevail in different areas of the intertidal zone, accounting for patterns of prey distribution, the coexistence of natural enemies, and the local maintenance of diversity. An ensuing period of criticism made reference to potential contradictions. Rather than by predation alone, prey abundances are determined largely by an interplay of varying rates of predation and prey production. Furthermore, prey refuges are neither necessary nor sufficient to explain all observed instances of local coexistence of predators and prey. We present a model in which intertidal boundaries of prey are set by equilibria between predation and prey production. Predation and prey productivity vary with environmental gradients and with explicit spatial configurations of the prey. This synthesis relies on insights of the original paradigm, incorporates the contradictory observations, and depends on novel capabilities afforded by spatially explicit computer simulations. The resulting synthesis provides explanations for distinctive aspects of zonation, including abrupt prey boundaries in continuous gradients of predation, and converging upper and lower prey boundaries in gradients of decreasing wave exposure.",68,Journal,re,Review,100,2,2,Competition | Diversity | Mytilus | Niche | Paradigm | Pisaster | Predation | Refuge | Regulation | Rocky intertidal communities | Zonation,20308,undefined,0,FALSE,169,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037800359,SCOPUS_ID:0037800359,2-s2.0-0037800359,On rejection rates of paired intervention analysis,Murtaugh P.,Ecology,00129658,83,6,1752-1761,2002-06-01,1 June 2002,10.1890/0012-9658(2002)083[1752:ORROPI]2.0.CO;2,"Before-After-Control-Impact (BACI) analysis and randomized intervention analysis (RIA) are commonly applied to time series of response measurements obtained from two ecological units, one of which is subjected to an intervention at some intermediate time. Positive results from the analyses are interpreted as evidence of a potentially meaningful association between the intervention and the response. Applied to 154 pairs of actual ecological time series, RIA done at the 5% level rejected the hypothesis of no association 20% of the time when both units were in fact undisturbed, and 30% of the time when one of the two units had received an intervention. Correction for first-order serial autocorrelation in the time series of between-unit differences reduced these rejection frequencies to 15% and 28%, respectively. A two-stage analysis method that attempts to adjust for temporal variability of early and late response means failed to find an association in any of the pairs of ""control"" units, and found evidence of an association in only 14-15% of the pairs in which one unit was disturbed. These results suggest that RIA (and BACI analysis) greatly overstate the evidence for associations of interventions with ecological responses, and that attempts to modify these methods to account for temporal variability of response trajectories result in tests with very limited power. It may be that the best strategy for interpreting data from BACI designs is to rely on graphical presentation, expert judgment, and common sense, rather than P values derived from hypothesis tests of questionable validity.",35,Journal,ar,Article,100,1,1,Before-after-control-impact (BACI) design | Environmental impact assessment | Intervention effects | Randomized intervention analysis (RIA) | Serial correlation | Time series | Two-stage intervention analysis | Type I error rate,20308,undefined,0,FALSE,170,all,All Open Access,NA
