@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,prism:eIssn
true,https://api.elsevier.com/content/abstract/scopus_id/0026311817,SCOPUS_ID:0026311817,2-s2.0-0026311817,A simulation of landscape-level stand dynamics in the northern hardwood region,Frelich L.,Journal of Ecology,00220477,79,1,223-233,1991-01-01,1991,10.2307/2260794,"The STORM simulation was developed to predict the response of regional stand age structure to a given disturbance regime. The outcome of STORM depends upon rotation periods of canopy disturbance, diameter growth rates of trees, and the relative susceptibility of pole, mature and large trees to windthrow. The simulation was run using data on disturbance frequencies from remnants of primary forest in western Upper Michigan. Rotation periods ranged from 69 yr for >10% canopy removal to 3734 yr for >70% canopy removal. Stands were classified into eight structural types, ranging from even-aged sapling stands to steady-state stands, which reflect the state of recovery from recent disturbances. The model suggests that most (87.4%) stands in the primeval hardwood forest were multi-aged, with several major and many minor age classes. Quasi-even-aged stands resulting from catastrophic disturbance occupied 9.2% of the landscape, and steady-state stands about 3.6%. The low frequency of steady-state stands on the landscape appears to be determined primarily by the high frequency of disturbances removing part of the canopy, rather than the interval between catastrophes. Changes in disturbance rates result in disproportionately large changes in the proportion of even-aged stands on the landscape, while mean canopy residence time for trees shows a damped effect. -Authors",53,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,23,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026311810,SCOPUS_ID:0026311810,2-s2.0-0026311810,Genetic differentiation between populations of Plantago lanceolata. II. Phenotypic selection in a transplant experiment in three contrasting habitats,Van Tienderen P.H.,Journal of Ecology,00220477,79,1,43-59,1991-01-01,1991,10.2307/2260783,"Components of seed yield of transplants were correlated with the height of the surrounding vegetation. In pasture, plants produced far more seeds in tall vegetation, probably due to a low local grazing intensity. In early-mown hayfield tall vegetation was associated with a lower lifetime seed yield. At all sites, tall vegetation coincided with a low survival of transplants. In early-mown hayfield selection on timing of flowering and growth habit was found. At all sites seed production varied above all because of differences in plant size, and no further direct effects of phenotypic traits on seed yield could be detected. A trade-off between vegetative growth and reproduction is suggested. -from Authors",38,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,24,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026311799,SCOPUS_ID:0026311799,2-s2.0-0026311799,"Habitat and host preferences of Ficus crassiuscula, a neotropical strangling fig of the lower-montane rain forest",Daniels J.,Journal of Ecology,00220477,79,1,129-141,1991-01-01,1991,10.2307/2260788,"In the windy upper regions of the Cordillera de Tilaran, Costa Rica, F. crassiuscula is a common canopy tree restricted to tall lower-montane rain forest in sheltered ravine bottoms and lee slopes. F. crassiuscula has an unusual juvenile growth form, in which seedlings develop into viny saplings, rooting freely at the nodes and lacking apical dominance. This juvenile growth form can develop into sprawling thickets up to 5 m across. F. crassiuscula are four times as abundant on Guarea tuisana, three times as abundant on stumps, twice as abundant on Sapium pachystachys, and 1/5 as abundant on Ocotea spp. and on a Conostegia sp. as their relative stem densities would suggest. They are 3-5 times as abundant on Guarea spp., and half as abundant on Persea schiedeana and Ocotea spp. as expected from the host species contribution to the total forest trunk surface area. Dispersal and early establishment of F. crassiuscula are not critical determinants of host preference. The critical stage in determining the pattern of host preference seems to involve the morphological transition from viny sapling to juvenile with an erect stem, as juveniles are four times more abundant on Guarea spp. than their relative trunk surface area would suggest. The rate of viny saplings depends not only on host species, but also on how high above the ground they are established, and the locations they occupy upon their hosts. -from Authors",29,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,25,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026309873,SCOPUS_ID:0026309873,2-s2.0-0026309873,Inverse salinity gradients in coastal marshes and the death of stands of Salix: the effects of grubbing by geese,Iacobelli A.,Journal of Ecology,00220477,79,1,61-73,1991-01-01,1991,10.2307/2260784,"Formation of large ""peat barrens' (>100 m × 100 m) produced as a result of grubbing (removal of roots and rhizomes of ground vegetation) by lesser snow geese Chen caerulescens caerulescens in the spring was investigated in a low Salix community inland from the intertidal zone at La Perouse Bay, Manitoba. Within the snow-free season, experimental removal of the insulating mat of plant litter and ground vegetation resulted in increased temperatures of soils close to the surface, increased thermal gradients in soils and a substantial increase in the salinity (≤120 g of dissolved solids litre-1) of expressed water from the overlying, shallow organic layer (salinity of tidal water was <4 g l-1). The inverse salinity gradient from land to sea appears to be the result of grubbing. Premature leaf fall occurred from side shoots of Salix beneath which the graminoid sward had been artificially grubbed, but not from undisturbed Salix. Early leaf death was correlated with high foliar concentrations of sodium and chloride ions. Salix from artificially grubbed areas failed to develop leaves the following season and 24 months after removal of turf plants were dead. Spring grubbing initiates a series of environmental changes which make it unlikely that the original plant communities will reestablish in the foreseeable future (<15 yr). -from Authors",84,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,26,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026308140,SCOPUS_ID:0026308140,2-s2.0-0026308140,Photosynthesis and successional status of seedlings in a tropical semi-deciduous rain forest in Nigeria,Riddoch I.,Journal of Ecology,00220477,79,2,491-503,1991-01-01,1991,10.2307/2260728,"Tests the hypothesis that photosynthetic performance of seedlings in a tropical forest depends on the successional status of the species, whereby pioneers should display an enhanced capacity to utilize the high photon flux density associated with a gap. Data were collected from species representing weeds of gaps (Chromoleana odoratum, Piper umbellatum), pioneer trees (Ceiba pentandra, Pterygota macrocarpa, Milicia excelsa, Ricinodendron heudelotii, Sterculia rhinopetula), and climax trees (Blighia sapida, Strombosia pustulata). Pioneer trees had photosynthetic attributes similar to weeds. Compared to climax trees, both groups had higher stomatal conductances, higher light compensation points, higher rates of dark respiration, much higher mesophyll conductances, and often higher quantum efficiencies. In a fluctuating light regime, there was no support for the hypothesis that species growing in shade show rapid stomatal responses to sunflecks; all species showed fluctuating rates of photosynthesis with little or no adjustment of stomata during the 20-min test. -from Authors",38,Journal,ar,Article,100,5,5,29602,undefined,0,FALSE,27,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026307429,SCOPUS_ID:0026307429,2-s2.0-0026307429,Seed shadows generated by frugivorous birds in an eastern Mediterranean scrub,Izhaki I.,Journal of Ecology,00220477,79,3,575-590,1991-01-01,1991,10.2307/2260654,"Fruits of the five common fleshy-fruit plant species in an Israeli Mediterranean scrub were removed by twelve bird species of which seven were transients. Fruits of shrubs Rhamnus palaestinus and Pistacia lentiscus were removed mainly by all-year residents, while fruits of a semi-parasitic dwarf shrub Osyris alba, a vine Rubia tenuifolia and a tree P. palaestina were removed mainly by transients. Rhamnus was visited by most bird species more often than expected from its relative abundance, and the highest density of bird-deposited seeds was found under Rhamnus. Scrub clearings were largely avoided by birds. Fruits of the two shrub species were deposited under conspecific adults more often, but reached a greater diversity of habitat types, than the semi-parasitic shrub and the vine, which depended closely on other plants. Fruits of the semi-parasite and the vine may reach few but high-quality deposition sites, whereas those of bushes and trees reach wider variety of habitat types. No relation was found between body size, taxonomic affinity or status of a bird species, and its dispersing efficiency. As no plant species is more successfully dispersed than another, but a trade-off may exist in dispersal attributes, there is also no ""ideal' disperser bird species. -from Authors",80,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,28,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026306590,SCOPUS_ID:0026306590,2-s2.0-0026306590,The ecology of the strandline annuals Cakile maritima and Salsola kali. II. The role of nitrogen in controlling plant performance,Pakeman R.,Journal of Ecology,00220477,79,1,155-165,1991-01-01,1991,10.2307/2260790,"In strandline habitats, plants are large and fecund and on foredunes they are small and stunted. Addition of N caused a substantial increase in growth on the foredune, confirming its limited availability. Phosphorus was present in the foredune sand in sufficient quantity to support the extra growth of N-fertilized plants. Nitrogen addition increased the net photosynthetic rate of foredune plants to values comparable with those of unfertilized strandline plants. Nitrogen deficiency may limit growth on the foredune by restricting the rate of net photosynthesis. The differences in photosynthetic rate in the field could be attributed wholly to differences in leaf N status. (See also 92L/01537). -from Authors",23,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,29,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026305680,SCOPUS_ID:0026305680,2-s2.0-0026305680,Pollination by a guild of fluctuating moth populations: option for unspecialization in Silene vulgaris,Pettersson M.,Journal of Ecology,00220477,79,3,591-604,1991-01-01,1991,10.2307/2260655,"Experimental pollination showed that c150 pollen grains per flower were required to achieve the average natural full seed-set in the plant population. Although 57% of the flower-visiting moths deposited pollen, only c10% of the moth visits delivered ≥150 pollen grains in one visit to virgin female flowers, indicating that seed-set usually originated from multiple pollinator visits. Pollen receipt indicated pollination by a guild of noctuid and sphingid moths. The abundance of the dominating pollinator species varied strongly between years. Most species deposited about the same mean number of pollen grains, although they were taxonomically diverse and had different flower-visiting behaviours and proboscis lengths. Even noctuid moths of the genus Hadena, known as associated larval seed predators of S. vulgaris, were not especially frequent or efficient pollinators despite the fact that these moths influence their larval food resource through pollination. -from Author",149,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,30,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026305658,SCOPUS_ID:0026305658,2-s2.0-0026305658,Minimum light requirements of submerged freshwater macrophytes in laboratory growth experiments,Sand-Jensen K.,Journal of Ecology,00220477,79,3,749-764,1991-01-01,1991,10.2307/2260665,"Relative growth rates (μ) of macrophytes were measured in the laboratory at photon flux densities (PFD) between 0 and 105 μmol m-2s-1 at 7°C. Mean rates of carbon loss were low in plants kept in the dark (5.9 mmol C mol-1 cell C day-1) and corresponded to experimental dark respiration rates. Mean dark respiration with only 7.0 mmol C mol-1 cell C day-1 at the light compensation point (Ic), which was on average 6.9 μmol m-2s-1. Light compensation points and respiration rates were variable within species collected at different times and approached the variability among species. The growth efficiency in low light (the slope of μ vs. PFD) varied less within species and showed diffferences among species which were positively related to the maximum growth rate at high light. Overall, macrophyte species with different depth distribution or taxonomy did not differ systematically in dark respiration and growth performance in low light in the experiments. Experimental Ic levels of two charophyte species, converted to annual means (78-165 mol m-2 yr-1), corresponded to annual PFD levels of 40-200 mol m-2 yr-1 at the depth limit of charophyte species in the hypolimnion of oligotrophic temperate lakes. Experimental Ic levels of normally rooted angiosperms were much lower than PFD levels at their depth limits in epilimnetic waters. However, these plants formed no roots at low light in the laboratory and needed 24 μmol m-2s-1 for proper root development. -from Authors",86,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,31,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026305614,SCOPUS_ID:0026305614,2-s2.0-0026305614,The ecology and genetics of fitness in forest plants. III. Environmental variance in natural populations of Impatiens pallida,Bell G.,Journal of Ecology,00220477,79,3,697-713,1991-01-01,1991,10.2307/2260662,"Sets of families of the annual herb Impatiens pallida were created by crossing random individuals from a natural population growing in an undisturbed Fagus grandifolia-Acer saccharum forest near Montreal, Quebec. Replicate samples of these families were then planted into random sites in the same area from which the parents had been collected. Survival, growth and fecundity were scored in two experiments, conducted in similar habitats but in different locations and years. Various measures of all three variables were positively correlated with seed size; large seeds sometimes gave rise to large and fecund plants but small seeds never did. The fitness of most individuals was zero; a very small minority was highly fecund, and contributed most of the seed producted by the population. Survival growth and fecundity varied between sites within a 50 × 50 m area: there is substantial environmental variance at very small spatial scales in undisturbed natural environments. The environment is structured at very small spatial scales. Nearby sites at scales of 1-10 m were positively correlated both because of trends extending over the study area as a whole and because of much smaller-scale trends causing local patchiness. (See also 92L/07956 and 08004). -from Authors",38,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,32,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026304756,SCOPUS_ID:0026304756,2-s2.0-0026304756,"Succession from heather moorland to birch woodland. II. Growth and competition between Vaccinium myrtillus, Deschampsia flexuosa and Agrostis capillaris",Hester A.J.,Journal of Ecology,00220477,79,2,317-328,1991-01-01,1991,10.2307/2260715,"Vaccinium myrtillus, Deschampsia flexuosa and Agrostis capillaris are often successive dominants during succession from heather moorland to mature birch Betula woodland. At Glenlivet (Grampian) and Speyside (Highland Region), Scotland, all species showed reduced growth when shaded: V. myrtillus was least affected. Both D. flexuosa and A. capillaris showed strong positive growth responses to fertilizer addition, particularly in increased light. Vaccinium myrtillus showed a limited positive response. Agrostis capillaris showed consistent competitive dominance over D. flexuosa, which showed consistent competitive dominance over V. myrtillus. The timing of establishment of these species may be particularly important in determining their role in the succession from heather moorland to mature birch woodland. -from Authors",41,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,33,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026304450,SCOPUS_ID:0026304450,2-s2.0-0026304450,Multiple controls of cliff-edge distribution patterns of Thuja occidentalis and Acer saccharum at the stage of seedling recruitment,Bartlett R.,Journal of Ecology,00220477,79,1,183-197,1991-01-01,1991,10.2307/2260792,"Along the Niagara Escarpment in Ontario, a stunted forest of old-growth Thuja occidentalis occurs on cliff faces, but is replaced by a deciduous forest dominated by Acer saccharum within 5 m of the cliff edge on the upper plateau. The stem frequencies of all seedling and sapling size-classes of Thuja decreased with distance from the cliff, but for Acer the smallest size classes displayed the greatest increase in stem frequency away from the cliff edge. Seed emergence of Thuja was limited by litter in the deciduous forest but not at the cliff edge. Herbivory restricted recruitment of Acer more at the cliff edge than in the deciduous forest. -from Authors",15,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,34,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026304257,SCOPUS_ID:0026304257,2-s2.0-0026304257,Biological Flora of the British Isles. Heracleum sphondylium L.,Sheppard A.W.,Journal of Ecology,00220477,79,1,235-258,1991-01-01,1991,10.2307/2260795,"No. 171 in the series features hogweed, a morphologically variable perennial found in all vice-counties of the British Isles. The plant is described, mentioning geographic variants and subspecies. The article then gives comprehensive descriptions of the following aspects: geographical and altitudinal distribution; habitat; communities (including a table summarizing data from the National Vegetation Classification for communities and subcommunities containing H. sphondylium); response to biotic factors; gregariousness, performance in various habitats, and effect of frost and drought; morphology, mycorrhiza, reproduction, physiological and biochemical data, phenology, etc; flora biology, hybrids, seeds, germination, etc.; animal feeders, parasites and diseases; and history. -J.W.Cooper",19,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,35,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026303047,SCOPUS_ID:0026303047,2-s2.0-0026303047,Ecological genetic variation in seedbanks. II. Phenotypic and genetic differences between young and old subpopulations of Luzula parviflora,Bennington C.,Journal of Ecology,00220477,79,3,627-643,1991-01-01,1991,10.2307/2260658,"Genetic change over time in a population of Luzula parviflora was investigated by germinating seeds from a seed bank that was time-stratified beneath a solifluction lobe at Eagle Creek, Alaska. The oldest subpopulation was c150 yr old. When plants which germinated directly from the seed bank were grown in a common environment, subpopulations differed for nearly all variables measured. Young subpopulation plants were initially smaller than plants from other subpopulations, but because of significantly higher growth rates, many of the differences in size were not significant by the final (seventh) census. Differences which may have been due to maternal/environmental effects were minimized by clonally replicating all genotypes from young and old buried subpopulations. Each genotype was subjected to three nutrient levels. For morphological traits that differed, the young subpopulation tended to be larger than either the plants from the active seed bank or the old subpopulation. In the same comparisons, growth rates of plants from the young subpopulation tended to be less. There was also tendency for the young subpopulation to respond differently to nutrient treatments. Persistent phenotypic differences demonstrate genetic differences between different-aged subpopulations, possibly the result of selection or drift acting over c150 yr. (See also 92L/07922 and 07966). -from Authors",30,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,36,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026303044,SCOPUS_ID:0026303044,2-s2.0-0026303044,Effects of the timing of multiple grazings by geese on net above- ground primary production of swards of Puccinellia phryganodes,Hik D.,Journal of Ecology,00220477,79,3,715-730,1991-01-01,1991,10.2307/2260663,"Examined the effects of the frequency and timing of multiple grazings (including faecal input) by captive goslings of the lesser snow goose Chen caerulescens caerulescens on net above-ground primary production (NAPP) and shoot nitrogen content of swards of Puccinellia phryganodes. The effects of clipping and addition of nitrogen on the growth in pots of individual tillers of this grass were also investigated. The clipping of leaves per se had a detrimental effect on shoot growth and NAPP. Addition of nutrients ameliorated the adverse effects of clipping on shoot growth. Plants which received nutrients, but whose leaves were not clipped, produced the highest amount of above-ground biomass. Plots grazed on three occasions at intervals of 12 days from late June to early August during the period of rapid growth of above-ground biomass most closely mimicked the foraging behaviour of the wild geese. Departure of wild geese in early August may be necessary if swards are to recover from the effects of defoliation. During the summer of 1987, forage quality (N content) and NAPP together were highest in plots grazed on three occasions at intervals of 12 days - the treatment closest to the foraging pattern of wild birds. In July of the following summer shoot N content did not differ among the exclosed plots, irrespective of the treatment in 1987, and all values were lower than that for shoots from adjacent swards which were grazed and fertilized by wild geese. NAPP and the nutritional quality of forage are dependent on faecal input, number and timing of the grazing events and the phenology of plant growth. -from Authors",62,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,37,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026302817,SCOPUS_ID:0026302817,2-s2.0-0026302817,"Succession from heather moorland to birch woodland. III. Seed availability, germination and early growth",Hester A.J.,Journal of Ecology,00220477,79,2,329-344,1991-01-01,1991,10.2307/2260716,"At Glenlivet (Grampian) and Speyside (Highland Region), Scotland, numbers of seeds of Calluna vulgaris in the seed rain decreased rapidly with increasing age of birch Betula stands. Large numbers of Calluna seeds were found, however, in soil beneath all ages of birch as well as the open moor, illustrating the longevity of seeds of this species. Large numbers of Deschampsia flexuosa seeds arrived in the seed rain but very few germinated from the soil, indicating dependence on immediate seed regeneration, unlike Agrostis capillaris which had large, persistent soil seed stores. Presence of seeds of Anthoxanthum odoratum, Agrostis capillaris and Rumex acetosella in seed rain and soil seed stores showed that the absence of these species from open moorland and young birch was not due to unavailability of propagules. Germination was apparently not affected by stand age, with the exception of A. capillaris and Cerastium holosteoides which showed reduced germination on the open moor. Early growth of most species was faster, however, beneath the birch than on the open moor and improved beneath increasing ages of birch. Natural regrowth of vegetation in the cleared plots was faster beneath the older birch than the young birch or the open moor. -from Authors",41,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,38,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026302813,SCOPUS_ID:0026302813,2-s2.0-0026302813,"Soil-surface characteristics, microtopography and proximity to mature shrubs: effects on survival of several cohorts of Atriplex vesicaria seedlings",Eldridge D.,Journal of Ecology,00220477,79,2,357-364,1991-01-01,1991,10.2307/2260718,There was no consistency between cohorts as to which microsites supported greatest survival. -from Authors,31,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,39,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026300847,SCOPUS_ID:0026300847,2-s2.0-0026300847,Direct and delayed costs of reproduction in Aesculus californica,Newell E.,Journal of Ecology,00220477,79,2,365-378,1991-01-01,1991,10.2307/2260719,"In this shoot-level analysis, direct costs were measured as the total non-structural carbohydrate, nitrogen and total dry weight in reproductive tissues. Delayed costs were measured as deleterious effects of reproduction on growth and reproduction in the season following reproduction. Costs of reproduction were unevenly distributed among shoots. Fruit-bearing shoots incurred the greatest direct and indirect costs. Mature fruits were produced on only 42% of flowering shoots following the abortion of >90% of bisexual flowers and young fruits. The dry weight allocated to reproduction on non-bearing shoots was only 12% of the amount allocated on fruit-bearing shoots. Fruit-bearing shoots incurred delayed costs not shared by other branches. In the season following reproduction, bud break on fruit-bearing shoots was significantly later than on non-bearing shoots. The dry weight and leaf area of new growth produced on previously fruiting branches was <1/3 of that produced on non-fruiting branches. Leaf nitrogen concentration was also significantly lower on previously fruiting branches. -from Author",72,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,40,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026300833,SCOPUS_ID:0026300833,2-s2.0-0026300833,Intraspecific comparisons of biomass dynamics in Scirpus americanus and Scirpus maritimus on the Fraser River delta,Karagatzides J.,Journal of Ecology,00220477,79,2,459-476,1991-01-01,1991,10.2307/2260726,"Scirpus americanus plants on the high marsh had greater shoot densities, flowering frequencies, above- and below-ground masses than plants growing on the low marsh. Shoot density of S. maritimus was highest on the low marsh but its flowering frequency, and above- and below-ground masses were greatest on the high marsh. At all sites sampled, vegetative reproductive effort exceeded sexual reproductive effort; within each species, total reproductive effort on the high marsh exceeded that measured on the low marsh. For both species, low-marsh stands had higher shoot growth rates per gram below-ground mass per hour of tidal exposure than high-marsh stands, but shoot mass m-2 was greatest on the high marsh. Enhanced plant mass on the high marsh is associated with larger below-ground reserves, but is ultimately a product of prolonged aerial exposure. Transplant experiments indicated that the high- and low-marsh populations of S. americanus and S. maritimus consist of different genotypes which show similar phenotypes when grown in a common environment. -from Authors",20,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,41,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026299365,SCOPUS_ID:0026299365,2-s2.0-0026299365,The ecology of the strandline annuals Cakile maritima and Salsola kali. I. Environmental factors affecting plant performance,Pakeman R.,Journal of Ecology,00220477,79,1,143-153,1991-01-01,1991,10.2307/2260789,"Large, rapidly growing plants are associated with sand containing macroalgal litter, whereas small stunted plants are found on foredunes above the limit of tidal inundation. Edaphic variables and plant nutrient concentrations were monitored throughout the growing season of 1988 at Harlech, N Wales. Nitrogen was more concentrated in strandline sand and was at much higher concentrations in the leaves of C. maritima and S. kali growing on this sand, compared with foredune sand, especially at the end of the growing season. This difference in growth was probably caused by higher N availability on the strandline, and might have been exacerbated by a N-dependent salt stimulation of growth of strandline established plants and the greater demand on leaf N for the accumulation of nitrogenous solutes in the N-deficient plants on the foredune. A difference in the availability of P between foredune and strandline sand may also have contributed to this difference in growth. (See also 92L/01538). -from Authors",21,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,42,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026299356,SCOPUS_ID:0026299356,2-s2.0-0026299356,Leaf change and fruit production in six neotropical Moraceae species,Milton K.,Journal of Ecology,00220477,79,1,1-26,1991-01-01,1991,10.2307/2260781,"A study was carried out in Panama on Ficus insipida and F. yoponensis (subgenus Pharmacosycea), F. obtusifolia and F. costaricana (subgenus Urostigma), Cecropia insignis and Poulsenia armata. Overall, phenological activities were more pronounced in the drier half of the year, but at least some leaf shed, leaf flush and fruit production took place throughout the year in most species. As a family, as species and, frequently, as individuals, these Moraceae exhibited phenological traits that would tend to make their new leaves and/or fruits available to primary consumers in this forest for much or all of an annual cycle. The reproductive phenology of Ficus species in this study contrasted with that of C. insignis and P. armata in that individuals of the Ficus species could produce massive fruit crops at any time of year. This temporal flexibility with respect to the timing of fruit crops appears to relate, at least in part, to the obligate mutualism of fig trees with wasp pollinators. -from Author",71,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,43,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026295942,SCOPUS_ID:0026295942,2-s2.0-0026295942,Variation between years in pollen and nutrient limitation of fruit- set in Banksia spinulosa,Vaughton G.,Journal of Ecology,00220477,79,2,389-400,1991-01-01,1991,10.2307/2260721,"For Banksia spinulosa var. neoanglica (Proteaceae) in natural sclerophyll forest fruit production differed fourfold among years indicating that the conditions determining fruit-set were variable. Levels of cross-pollination, as estimated by visits of nectarivorous birds to inflorescences, differed threefold. In 1986, when natural levels of fruit-set were high, the number of fruits plant-1 was not increased by adding nutrients or cross-pollen, either separately or together. In 1988, when natural levels of fruit-set were lower than in 1986, fruit production plant-1 increased by 65% and 114% following the separate additions of nutrients and cross-pollen, respectively, and by 298% following the addition of both. In 1989, plants that received additional nutrients in 1988 produced more fruits than did plants that did not receive nutrients. There was no such effect in 1987 following the 1986 experiment. -from Author",66,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,44,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026293203,SCOPUS_ID:0026293203,2-s2.0-0026293203,A comparative study of the population dynamics of five species of Veronica in natural habitats,Boutin C.,Journal of Ecology,00220477,79,1,199-221,1991-01-01,1991,10.2307/2260793,"The population dynamics of three annual species (Veronica arvensis, V. hederifolia, V. persica) and two perennial species (V. serpyllifolia, V. chamaedrys) were compared in six sites in which one or more of the species grew naturally. In some sites where growing plants were absent seeds of three or four of the species were present. The perennials generally contributed less to the buried seed population than the annuals, although some seeds of V. serpyllifolia were present in the soil of all the sites. The species differed in times and rates of germination, The species can be placed in order with respect to their increasing length of life, ability to form adventitious roots, reduced degree of self-pollination and openness of their habitats: V. hederifolia < V. arvensis < V. persica < V. serpyllifolia < V. chamaedrys. -from Authors",30,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,45,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026292445,SCOPUS_ID:0026292445,2-s2.0-0026292445,Genetic differentiation between populations of Plantago lanceolata. I. Local adaption in three contrasting habitats,Van Tienderen P.H.,Journal of Ecology,00220477,79,1,27-42,1991-01-01,1991,10.2307/2260782,"The populations consistently differed in vegetative growth, growth habit, number of seeds when ripe spikes were produced, and onset of flowering at all sites. Plants from an early-mown hayfield flowered earlier than plants from a late-mown hayfield; plants from a pasture population flowered last. Following transplant, seed yield of all alien populations was reduced in relation to the native population by 40-95%. Fitness differences between native and alien populations after taking variation in reproductive traits into account were much higher than differences due to survival in juvenile or adult stage alone. Although the phenotype is highly plastic, genetically determined differences in plant development appear to be maintained and have a great impact on lifetime seed yield. -from Authors",84,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,46,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026292079,SCOPUS_ID:0026292079,2-s2.0-0026292079,"Diaspore weight, dispersal, growth form and perenniality of central Australian plants",Jurado E.,Journal of Ecology,00220477,79,3,811-828,1991-01-01,1991,10.2307/2260669,"Diaspore weight and dispersal were measured in 229 plant species of the central Australian arid zone. The frequency distribution of log diaspore sizes was unimodal. The quantity of reserve (embryo plus endosperm) stored in the seed was related to the weight of the dispersal unit. Reserve weight was greater for woody than for herbaceous species. Within each growth form, there was no clear relationship between perenniality and reserve weight. Most graminoids were wind dispersed, and elaiosomes for ant dispersal were more common among the woody species. The number of species with unassisted seeds was low in central Australia compared with other arid communities. -from Authors",75,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,47,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0026288388,SCOPUS_ID:0026288388,2-s2.0-0026288388,Contact sampling for the detection of interspecific association: a comparison in two vegetation types,Dale M.,Journal of Ecology,00220477,79,3,781-792,1991-01-01,1991,10.2307/2260667,"A community of saxicolous lichens and the seral communities of primary succession on subalpine moraines were compared with respect to: 1) the treatment of ""no-contact' samples, 2) the hypothesis of proportionality (that the probability of a species being a contact neighbour is proportional to its probability of being an initial sample), and 3) the procedure for examining all pairwise associations. The effect of spatial autocorrelation in the lichen data was evaluated, and the analysis was modified to accommodate the possibility of self-contact in the seral communities. In the lichen community, treating uncolonized rock as if it were a species can be justified; while there is significant spatial autocorrelation, it does not have a larger effect on the investigation of species pairs. In the moraine communities, the number of species with significantly many no-contact samples declined from the youngest surface; the interspecific associations among the major plant categories were remarkably consistent through the series of moraines. In both kinds of vegetation, the proportionality hypothesis was rejected. -from Authors",9,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,48,NA,NA,NA
