@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0028161190,SCOPUS_ID:0028161190,2-s2.0-0028161190,"Relationships of fire, biomass and nutrient dynamics along a vegetation gradient in the Brazilian cerrado",Kauffman J.B.,Journal of Ecology,00220477,82,3,519-531,1994-01-01,1994,10.2307/2261261,243,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,76,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028160994,SCOPUS_ID:0028160994,2-s2.0-0028160994,Biological Flora of the British Isles - Fallopia japonica (Houtt.) Ronse Decraene (Reynoutria japonica Houtt.; Polygonum cuspidatum Sieb. &amp; Zucc.),Beerling D.J.,Journal of Ecology,00220477,82,4,959-979,1994-01-01,1994,10.2307/2261459,176,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,77,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028159489,SCOPUS_ID:0028159489,2-s2.0-0028159489,"Carbon dynamics in a forested peatland in north-eastern Ontario, Canada",Charman D.,Journal of Ecology,00220477,82,1,55-62,1994-01-01,1994,10.2307/2261385,97,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,78,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028151930,SCOPUS_ID:0028151930,2-s2.0-0028151930,Climate change and the British scene,Beerling D.,Journal of Ecology,00220477,82,2,391-397,1994-01-01,1994,10.2307/2261306,17,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,79,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028130951,SCOPUS_ID:0028130951,2-s2.0-0028130951,Demography of Cirsium vulgare in a grazing experiment,Bullock J.,Journal of Ecology,00220477,82,1,101-111,1994-01-01,1994,10.2307/2261390,85,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,80,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028112653,SCOPUS_ID:0028112653,2-s2.0-0028112653,Plant size and reproductive success through female and male function,de Jong T.,Journal of Ecology,00220477,82,2,399-402,1994-01-01,1994,10.2307/2261307,69,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,81,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028045601,SCOPUS_ID:0028045601,2-s2.0-0028045601,Do insect pests promote mutualism among tropical trees?,Leigh Jnr E.G.,Journal of Ecology,00220477,82,3,677-680,1994-01-01,1994,10.2307/2261274,11,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,82,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028041997,SCOPUS_ID:0028041997,2-s2.0-0028041997,"Tiller dynamics of two grasses - Responses to grazing, density and weather",Bullock J.,Journal of Ecology,00220477,82,2,331-340,1994-01-01,1994,10.2307/2261301,66,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,83,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028039450,SCOPUS_ID:0028039450,2-s2.0-0028039450,Litter decomposability - A neglected component of plant fitness,Berendse F.,Journal of Ecology,00220477,82,1,187-190,1994-01-01,1994,10.2307/2261398,152,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,84,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028025916,SCOPUS_ID:0028025916,2-s2.0-0028025916,"'On the difficulties of measuring oxygen release by root systems of wetland plants', by B. K. Sorrell and W. Armstrong",Bedford B.L.,Journal of Ecology,00220477,82,1,185-186,1994-01-01,1994,10.2307/2261397,5,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,85,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028010316,SCOPUS_ID:0028010316,2-s2.0-0028010316,Why plants can be too attractive - A discussion of measures to estimate male fitness,Klinkhamer P.,Journal of Ecology,00220477,82,1,191-194,1994-01-01,1994,10.2307/2261399,59,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,86,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027995762,SCOPUS_ID:0027995762,2-s2.0-0027995762,On the difficulties of measuring oxygen release by root systems of wetland plants,Sorrell B.,Journal of Ecology,00220477,82,1,177-183,1994-01-01,1994,10.2307/2261396,109,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,87,NA,NA
