@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0036218243,SCOPUS_ID:0036218243,2-s2.0-0036218243,Flies across the water: Genetic differentiation and reproductive isolation in allopatric desert Drosophila,Markow T.A.,Evolution,00143820,56,3,546-552,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01365.x,"Between sister species of Drosophila, both pre- and postzygotic reproductive isolation commonly appear by the time a Nei's genetic distance of 0.5 is observed. The degree of genetic differentiation present when allopatric populations of the same Drosophila species exhibit incipient reproductive isolation has not been systematically investigated. Here we compare the relationship between genetic differentiation and pre- and postzygotic isolation among allopatric populations of three cactophilic desert Drosophila: D. mettleri, D. nigrospiracula, and D. mojavensis. The range of all three is interrupted by the Gulf of California, while two species, D. mettleri and D. mojavensis, have additional allopatric populations residing on distant Santa Catalina Island, off the coast of southern California. Significant population structure exists within all three species, but only for allopatric populations of D. mojavensis is significant isolation at the prezygotic level observed. The genetic distances for the relevant populations of D. mojavensis were in the range of 0.12, similar to that for D. mettleri whose greatest D = 0.11 was unassociated with any form of isolation. These observations suggest further investigations of Drosophila populations with genetic distances in this range be undertaken to identify any potential patterns in the relationship between degree of genetic differentiation and the appearance of pre- and/or postzygotic isolation.",20,11989684,Journal,ar,Article,100,3,3,Allozymes | D. nigrospiracula | Drosophila mettleri | Population structure | Reproductive isolation,22104,undefined,0,FALSE,NA,NA,135,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036216329,SCOPUS_ID:0036216329,2-s2.0-0036216329,Nuptial gifts and the evolution of male body size,Fedorka K.,Evolution,00143820,56,3,590-596,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01369.x,"In many insect systems, males donate nuptial gifts to insure an effective copulation or as a form of paternal investment. However, if gift magnitude is both body size-limited and positively related to fitness, then the opportunity exists for the gift to promote the evolution of large male size. In the striped ground cricket, Allonemobius socius, males transfer a body size-limited, somatic nuptial gift that is comprised primarily of hemolymph. To address the implications of this gift on male size evolution, we quantified the intensity and direction of natural (fecundity) and sexual (mating success) selection over multiple generations. We found that male size was under strong positive sexual selection throughout the breeding season. This pattern of selection was similar in successive generations spanning multiple years. Male size was also under strong natural selection, with the largest males siring the most offspring. However, multivariate selection gradients indicated that gift size, and not male size, was the best predictor of female fecundity. In other words, direct fecundity selection for larger gifts placed indirect positive selection on male body size, supporting the hypothesis that nuptial gifts can influence the evolution of male body size in this system. Although female size was also under strong selection due to a size related fecundity advantage, it did not exceed selection on male size. The implications of these results with regard to the maintenance of the female-biased size dimorphic system are discussed.",43,11989688,Journal,ar,Article,100,2,2,Body size | Fecundity selection | Nuptial gift | Sexual selection | Tibial spur,22104,undefined,1,TRUE,all,All Open Access,136,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036216328,SCOPUS_ID:0036216328,2-s2.0-0036216328,Sex-ratio bias and clonal reproduction in the brittle star Ophiactis savignyi,McGovern T.M.,Evolution,00143820,56,3,511-517,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01362.x,"Although the sex ratios of many groups conform to Fisher's (1930) prediction that parents should invest equally in daughters and sons, a number of taxa are characterized by excesses of one gender. A variety of mechanisms may lead to sex ratio biases, but in organisms that reproduce clonally as well as sexually, gender differences in the rate of cloning could drive the development of sex-ratio biases. In this study, I demonstrate that males of the clonal brittle star Ophiactis savignyi were significantly more likely to divide than females and that the magnitude of this difference was sufficient to explain the consistent and significant excess of males in natural populations. Females were significantly more likely to lose sexual reproductive capabilities following division, and this greater cost associated with division may explain why females are less likely to divide. Gender differences in mortality rates are unlikely to explain the excess of males in this species. Because of their potential influence on the operational sex ratio, gender differences in division rates may have important ecological and evolutionary implications including effects on the direction and strength of selection.",21,11989681,Journal,ar,Article,100,1,1,Brittle star | Clonal reproduction | Costs | Gender-specific strategies | Sex-ratio bias,22104,undefined,1,TRUE,all,All Open Access,137,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036216027,SCOPUS_ID:0036216027,2-s2.0-0036216027,Discovery and phylogenetic analysis of a riverine species flock of African electric fishes (Mormyridae: Teleostei),Sullivan J.,Evolution,00143820,56,3,597-616,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01370.x,"The evolution of species-specific mate recognition signals is of particular interest within speciose monophyletic groups with restricted distributions (known as ""species flocks""). However, the explosive nature of speciation in these clades makes difficult the reconstruction of their phylogenetic history. Here we describe a species flock of riverine mormyrid fishes from west-central Africa in which electric signals may play a role in the reproductive isolation of sympatric species. In our recent field collections, totaling more than 1400 specimens from many localities, we recognize 38 forms that are distinct in their morphologies and electric organ discharge (EOD) characteristics. Of these 38, only four clearly correspond to described species. Here we treat these forms as operational taxonomic units (OTUs) in a phylogenetic analysis of cytochrome b sequence data from a sample of 86 specimens. We examined support in the molecular data for the monophyly of these 38 OTUs considered together, the monophyly of each phenotypically delimited OTU considered individually, and for relationships among OTUs congruent with those inferred from the distribution of morphological and EOD character states. Trees obtained by both maximum-parsimony and maximum-likelihood analyses, rooted with sequence data from outgroup taxa, provide evidence for the monophyly of these 38 OTUs with respect to other mormyrid fishes. The small genetic distances between many distinct forms suggest their recent divergence. However, in many instances the cytochrome b tree topology fails to support the monophyly of individual OTUs and close relationships between OTUs that are similar in morphology and EOD characteristics. In other cases, individuals from distinct OTUs share identical or nearly identical haplotypes. Close examination of these cases suggests that unnatural OTU definition is not the sole cause of this pattern, and we infer an incongruence between the mitochondrial gene tree and the organismal phylogeny caused by incomplete mitochondrial lineage sorting and/or introgression across forms. The apparently rapid diversification in this clade of riverine electric fishes and the problems associated with recovering a meaningful species-level phylogeny from mitochondrial data parallel findings in other species flocks. Selection on EOD waveforms as mate recognition signals may be involved in the radiation of these fishes. This is the first description of a freshwater fish species flock from a riverine, as opposed to a lacustrine, environment.",90,11989689,Journal,ar,Article,100,3,3,Cytochrome b | Electric fish | Phylogeny | Speciation | Species flock,22104,R37MH037972,0,FALSE,NA,NA,138,NIMH,National Institute of Mental Health
true,https://api.elsevier.com/content/abstract/scopus_id/0036216026,SCOPUS_ID:0036216026,2-s2.0-0036216026,Character release following extinction in a Caribbean reef coral species complex,Pandolfi J.,Evolution,00143820,56,3,479-501,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01360.x,"The Pleistocene extinction of the widespread organ-pipe Montastraea coral had measurable morphological and ecological effects on surviving lineages of the Montastraea ""annularis"" species complex. Extinction of the organpipe Montastraea occurred after more than 500,000 years of dominance in the shallow-water reef habitat of Barbados. Extinction resulted in a morphological shift of the columnar Montastraea lineage from thick to thin columns in modern reef environments. Pleistocene colonies of the columnar morphotype sympatric with organ-pipe Montastraea showed greater column widths than those in allopatry. We subjected our data to a number of criteria for interpreting the morphological shift as character release following lifting of competitive pressure after extinction. The morphological differences do not appear to be due either to chance or to physical properties of the marine environment. Differential local extinction and recolonization of four members of the species complex did not occur on Barbados, so that the species coexisted and appear to have coevolved between more than 600,000 and 82,000 years ago. The morphological shift is related to coral growth form and growth rate, and thus reflects the acquisition of a primary resource in corals - light. Character release occurred at the same oceanic Caribbean island (Barbados) where environments have fluctuated with similar variance throughout the period of coexistence. Not only has competition among living members of the Montastraea ""annularis"" species complex been convincingly demonstrated, but trends in relative abundance among fossil members of the species complex strongly suggest that a competitive hierarchy was operating during their Pleistocene coexistence on Barbados. We also observed an ecological analogue to character release on another Caribbean island, Curaçao. The distribution and abundance of living columnar M. annularis s.s. and massive M. faveolata from the leeward reef crest in Curaçao is greater now than in the Pleistocene, when organ-pipe Montastraea dominated this shallow-water reef habitat. Extinction of the faster growing, shallow-water organ-pipe Montastraea resulted in higher abundance of the columnar Montastraea lineage in shallow-water habitats, where it shifted its morphology to one adapted to high light levels. The species extinction released surviving lineages from a competitive network that had resulted in lower rank abundance in the Pleistocene community and enhanced abundance of both columnar M. annularis s.s. and M. faveolata in modern communities. Full validation of our interpretation of character release must await experiments that demonstrate whether phenotypic differences between populations have a genetic basis. However, we believe the results of this study point to the important, yet heretofore neglected, role that biological interactions have played in the evolution of closely related reef coral species.",37,11989679,Journal,ar,Article,100,3,3,Biological interaction | Character release | Coral reefs | Corals | Evolution | Pleistocene | Species complex,22104,undefined,0,FALSE,NA,NA,139,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036215411,SCOPUS_ID:0036215411,2-s2.0-0036215411,A simple test: Evaluating explanations for the relative simplicity of the Edwardsiidae (Cnidaria: Anthozoa),Daly M.,Evolution,00143820,56,3,502-510,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01361.x,"Many members of the cnidarian subclass Zoantharia (sea anemones, corals, and their allies) pass through a larval stage with eight complete mesenteries and without posterior musculature. This larva is usually transient, developing into an adult with 12 or more mesenteries. The adults of one family of sea anemones, the Edwardsiidae, bear the larval number and arrangement of mesenteries and lack the pedal disc seen in other sea anemones. The morphology of the Edwardsiidae has been interpreted in a number of ways: (1) the Edwardsiidae are the most basal extant zoantharian, having diverged before the evolution of additional mesenteries and basal musculature; (2) they are relatively advanced sea anemones that have secondarily simplified because they burrow in sand or mud rather than attaching to a hard substrate; or (3) edwardsiids are derived anemones that have retained a juvenile morphology through paedomorphosis. Phylogenetic analyses of small subunit ribosomal gene sequences reveal that the Edwardsiidae are derived zoantharians, nested within sea anemones. None of the proposed explanations fully explain the edwardsiid's body plan; edwardsiid anatomy is a mosaic of retained primitive and derived features. The results of the present study provide insight into zoantharian phylogeny and illustrate how phylogenetic tests can be used to study the evolution of cnidarian body plans.",40,11989680,Journal,ar,Article,100,3,3,Adaptation | Cnidaria | Comparative method | Heterochrony,22104,undefined,1,TRUE,all,All Open Access,140,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036213773,SCOPUS_ID:0036213773,2-s2.0-0036213773,Strong inbreeding depression in a Daphnia metapopulation,Haag C.,Evolution,00143820,56,3,518-526,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01363.x,"The deleterious effects of inbreeding have long been known, and inbreeding can increase the risk of extinction for local populations in metapopulations. However, other consequences of inbreeding in metapopulations are still not well understood. Here we show the presence of strong inbreeding depression in a rockpool metapopulation of the planktonic freshwater crustacean Daphnia magna, which reproduces by cyclical parthenogenesis. We conducted three experiments in real and artificial rockpools to quantify components of inbreeding depression in the presence and the absence of competition between clonal lines of selfed and outcrossed genotypes. In replicated asexual populations, we recorded strong selection against clones produced by selfing in competition with clones produced by outcrossing. In contrast, inbreeding depression was much weaker in single-clone populations, that is, in the absence of competition between inbred and outbred clones. The finding of a competitive advantage of the outbred genotypes in this metapopulation suggests that if rockpool populations are inbred, hybrid offspring resulting from crosses between immigrants and local genotypes might have a strong selective advantage. This would increase the effective gene flow in the metapopulation. However, the finding of low inbreeding depression in the monoclonal populations suggests that inbred and outbred genotypes might have about equal chances of establishing new populations.",78,11989682,Journal,ar,Article,100,4,4,Clonal competition | Heterosis | Migration | Rapid evolution | Selfing,22104,undefined,1,TRUE,all,All Open Access,141,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036209891,SCOPUS_ID:0036209891,2-s2.0-0036209891,Timing of current reproduction directly affects future reproductive output in European coots,Brinkhof M.W.G.,Evolution,00143820,56,2,400-411,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01349.x,"Life-history theory suggests that the variation in the seasonal timing of reproduction within populations may be explained on the basis of individual optimization. Optimal breeding times would vary between individuals as a result of trade-offs between fitness components. The existence of such trade-offs has seldom been tested empirically. We experimentally investigated the consequences of altered timing of current reproduction for future reproductive output in the European coot (Fulica atra). First clutches of different laying date were cross-fostered between nests, and parents thereby experienced a delay or an advance in the hatching date. The probability and success of a second brood, adult survival until and reproduction in the next season were then compared to the natural variation among control pairs. Among control pairs the probability of a second brood declined with the progress of season. Delayed pairs were less likely and advanced pairs were more likely to produce a second brood. These changes were quantitatively as predicted from the natural seasonal decline. The number of eggs in the second clutch was positively related to egg number in the first clutch and negatively related to laying date. Compared to the natural variation, delayed females had more and advanced females had fewer eggs in their second clutch. The size of the second brood declined with season, but there was no significant effect of delay or advance. Local adult survival was higher following a delay and reduced following an advance. The effect of the experiment on adult survival was independent of sex. Laying date and clutch size of females breeding in the next year were not affected by treatment. The study demonstrates the existence of a trade-off between increased probability of a second brood and decreased parental survival for early breeding. Timing-dependent effects of current reproduction on future reproductive output may thus play an important role in the evolution of the seasonal timing of reproduction.",45,11930892,Journal,ar,Article,100,4,4,Adult survival | Fulica atra | Future reproduction | Life-history evolution | Multiple breeding | Timing of reproduction,22104,undefined,1,TRUE,all,All Open Access,142,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036131150,SCOPUS_ID:0036131150,2-s2.0-0036131150,Escalation and extinction selectivity: Morphology versus isotopic reconstruction of bivalve metabolism,Dietl G.,Evolution,00143820,56,2,284-291,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01338.x,"Studies that have tested and failed to support the hypothesis that escalated species (e.g., those with predation-resistant adaptations) are more susceptible to elimination during mass extinctions have concentrated on the distribution and degree of morphological defenses in molluscan species. This morphological approach to determining level of escalation in bivalves may be oversimplified because it does not account for metabolic rate, which is an important measure of escalation that is less readily accessible for fossils. Shell growth rates in living bivalves are positively correlated with metabolic rate and thus are potential indicators of level of escalation. To evaluate this approach, we used oxygen isotopes to reconstruct shell growth rates for two bivalve species (Macrocallista marylandica and Glossus markoei) from Miocene-aged sediments of Maryland. Although both species are classified as non-escalated based on morphology, the isotopic data indicate that M. marylandica was a faster-growing species with a higher metabolic rate and G. markoei was a slower-growing species with a lower metabolic rate. Based on these results, we predict that some morphologically non-escalated species in previous tests of extinction selectivity should be reclassified as escalated because of their fast shell growth rates (i.e., high metabolic rates). Studies that evaluate the level of escalation of a fauna should take into account the energetic physiology of taxa to avoid misleading results.",12,11926496,Journal,ar,Article,100,4,4,Escalation | Extinction selectivity | Isotopes | Metabolism | Predation | Shell growth rates,22104,undefined,0,FALSE,NA,NA,143,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036130446,SCOPUS_ID:0036130446,2-s2.0-0036130446,Temperature-induced shifts in associations of longevity with body size in Drosophila melanogaster,Norry F.,Evolution,00143820,56,2,299-306,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01340.x,"One of the hypotheses of growing interest in studies of responses to thermal environments suggests that trade-offs and other trait associations may be altered by temperature. Here, the commonly observed positive association between body size and longevity was examined at two adult test temperatures, 14°C and 25°C, in cold-stress-selected lines (S) and their controls (C) in 25°C-reared Drosophila melanogaster. Thorax length (TL) and developmental time (DT) were also scored in 25°C-reared individuals before and after one generation of truncation selection on longevity. The topography of the selection surface that relates longevity to thorax and wing size was temperature dependent and differed both between lines and between sexes. Longevity increased monotonically with body size (TL) in C and S females at 25°C but, surprisingly, longevity decreased with body size in S individuals at 14°C. Body size did not diverge between S and C lines and showed no response to longevity selection. However, DT increased by 25°C-longevity selection in C individuals and decreased by 14°C-longevity selection in S individuals. These results suggest that trait associations (including the commonly observed trade-off between body size and DT) can greatly depend on temperature, as a shift in the sign of the correlation is possible at low temperature. Genotype X temperature interaction is an important source of variation in the relationship between soma size and longevity.",59,11926498,Journal,ar,Article,100,2,2,Body size | Cold-stress tolerance | Developmental time | Drosophila melanogaster | Longevity | Trade-offs | Trait associations,22104,undefined,1,TRUE,all,All Open Access,144,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036130420,SCOPUS_ID:0036130420,2-s2.0-0036130420,Isolation by distance and vicariance drive genetic structure of a coral reef fish in the Pacific Ocean,Planes S.,Evolution,00143820,56,2,378-399,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01348.x,"We studied the genetic diversity of a coral reef fish species to investigate the origin of the differentiation. A total of 727 Acanthurus triostegus collected from 15 locations throughout the Pacific were analyzed for 20 polymorphic loci. The genetic structure showed limited internal disequilibrium within each population; 3.7% of the loci showed significant Hardy-Weinberg disequilibrium, mostly associated with Adh*, and we subsequently removed this locus from further analysis of geographic pattern. The genetic structure of A. triostegus throughout the tropical Pacific Ocean revealed a strong geographic pattern. Overall, there was significant population differentiation (multilocus FST = 0.199), which was geographically structured according to bootstraps of neighbor-joining analysis on Nei's unbiased genetic distances and AMOVA analysis. The genetic structure revealed five geographic groups in the Pacific Ocean: western Pacific (Guam, Philippines, Palau, and Great Barrier Reef); central Pacific (Solomons, New Caledonia, and Fiji); and three groups made up of the eastern populations, namely Hawaiian Archipelago (north), Marquesas (equatorial), and southern French Polynesia (south) that incorporates Clipperton Island located in the northeastern Pacific. In addition, heterozygosity values were found to be geographically structured with higher values grouped within Polynesian and Clipperton populations, which exhibited lower population size. Finally, the genetic differentiation (FST) was significantly correlated with geographic distance when populations from the Hawaiian and Marquesas archipelagos were separated from all the other locations. These results show that patterns of differentiation vary within the same species according to the spatial scale, with one group probably issued from vicariance, whereas the other followed a pattern of isolation by distance. The geographic pattern for A. triostegus emphasizes the diversity of the evolutionary processes that lead to the present genetic structure with some being more influential in certain areas or according to a particular spatial scale.",144,11926506,Journal,ar,Article,100,2,2,Allozyme | Genetic drift | Isolation by distance | Marine fish | Pacific Ocean | Pairwise genetic and geographic distances | Population genetics | Vicariance,22104,undefined,1,TRUE,all,All Open Access,145,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036130419,SCOPUS_ID:0036130419,2-s2.0-0036130419,Phylogeography of the socially polymorphic sweat bee Halictus rubicundus (hymenoptera: Halictidae),Soucy S.,Evolution,00143820,56,2,330-341,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01343.x,"The evolution of sociality in insects holds a central place in evolutionary theory. By examining the phylogenetic patterns of solitary and social behavior and how they correlate with ecological variables, we may identify factors important in the evolution of sociality. In this study, we investigated historical and biogeographical patterns of sociality in a socially polymorphic bee species (one that demonstrates both social and solitary nesting behavior). This unique system allows for a more powerful examination of evolutionary transitions in sociality than interspecific studies of obligately social and solitary species. We conducted a phylogenetic analysis among populations of the halictine bee Halictus rubicundus and then identified relationships among mitochondrial DNA sequence data, sociality, environmental conditions at the nesting site, and geographic location of populations of this species. Within North America, populations of H. rubicundus expressing social and solitary behavior belong to different genetic lineages. Sociality is also correlated with at least one environmental variable used in this study. Taken together, the results support the predictions for genetic control of sociality, but they are still consistent with social behavior at some level being determined by the environmental conditions at the nesting site.",72,11926501,Journal,ar,Article,100,2,2,Hymenoptera | Matrix correlation | Phenotypic plasticity | Phylogeography | Social evolution,22104,undefined,0,FALSE,NA,NA,146,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036130395,SCOPUS_ID:0036130395,2-s2.0-0036130395,Climbing to reach females: Romeo should be small,Moya-Laraño J.,Evolution,00143820,56,2,420-425,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01351.x,"The race for reaching mates by the time they are receptive, or sexual selection by scramble competition, has received little attention. We argue that smaller males are favored in species in which the male must climb to reach females located in high habitat patches. This new explanation we term the ""gravity hypothesis"" of sexual size dimorphism (SSD). We show that a simple biomechanical model of animal movement predicts that: (1) selection should favor a comparatively smaller size in the searching sex when searching involves climbing; and (2) this effect should be stronger in larger species than in smaller species. In reaching high habitats, smaller, faster searchers will be favored either through sexual selection by scramble competition and/or by escaping predation easier by running faster on vertical surfaces. Different spider species are found at a wide range of heights. We compiled a dataset of spider taxa and arranged their habitats according to four height categories, ranked from soil surface to trees. We show that, after controlling for phylogeny, both predictions of the gravity hypothesis of SSD are met. Thus, it appears that the constraint imposed by gravity on climbing males is a selective factor in determining male dwarfism.",110,11926508,Journal,ar,Article,100,3,3,Araneomorph spiders | Biomechanics | Climbing | Gravity | Male dwarfism | Natural selection | Scramble competition | Sexual selection | Sexual size dimorphism,22104,undefined,0,FALSE,NA,NA,147,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036130306,SCOPUS_ID:0036130306,2-s2.0-0036130306,A test of ecologically dependent postmating isolation between sympatric sticklebacks,Rundle H.D.,Evolution,00143820,56,2,322-329,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01342.x,"Ecological speciation occurs when reproductive isolation evolves ultimately as a result of divergent natural selection between populations inhabiting different environments or exploiting alternative resources. I tested a prediction of the ecological model concerning the fitness of hybrids between two young, sympatric species of threespine sticklebacks (Benthics and Limnetics). The two species are ecologically and morphologically divergent: the Benthic is adapted to feeding on invertebrates in the littoral zone of the lake whereas the Limnetic is adapted to feeding on zooplankton in the open water. The growth rate of two types of hybrids, the Benthic backcross and the Limnetic backcross, as well as both parent species, was evaluated in enclosures in both parental habitats in the lake. The use of backcrosses is ideal because a comparison of their growth rates in the two habitats estimates an ecologically dependent component of their fitness while controlling for any intrinsic genetic incompatibilities that may exist between the Benthic and Limnetic genomes. The backcross results revealed a striking pattern of ecological dependence: in the littoral zone, Benthic backcrosses grew at approximately twice the rate of Limnetic backcrosses, while in the open water, Limnetic backcrosses grew at approximately twice the rate of Benthic backcrosses. Such a reversal of relative fitness of the two cross-types in the two environments provides strong evidence that divergent natural selection has played a central role in the evolution of postmating isolation between Benthics and Limnetics. Although the rank order of growth rates of all cross-types in the littoral zone was Benthic > Benthic backcross > Limnetic backcross > Limnetic, neither backcross differed significantly from the parent from which it was mainly derived. Implications of this result are discussed in terms of ecological speciation and possible introgressive hybridization between the species. Results in the open water were less clear and were not fully consistent with the ecological model of speciation, mainly as a result of the low growth rate of Limnetics. However, analysis of the diet of the fish in the open water suggests that these enclosures may not have been fully successful at replicating the food regimes characteristic of this habitat.",136,11926500,Journal,ar,Article,100,1,1,Backcross | Ecological dependence | Ecological speciation | Hybrid fitness | Postmating isolation | Reproductive isolation | Sticklebacks,22104,undefined,1,TRUE,all,All Open Access,148,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036129807,SCOPUS_ID:0036129807,2-s2.0-0036129807,Phenotypic lability and the evolution of predator-induced plasticity in tadpoles,Van Buskirk J.,Evolution,00143820,56,2,361-370,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01346.x,"The hypothesis that predator-induced defenses in anuran larvae are maintained by divergent selection across multiple predation environments has not been fully supported by empirical results. One reason may be that traits that respond slowly to environmental variation experience a fitness cost not incorporated in the standard adaptive model, due to a time lag between detecting the state of the environment and expressing the phenotypic response. I measured the rate at which behavior and morphology of Rana temporaria tadpoles change when confronted with a switch in the predation environment at two points in development. Hatchling tadpoles that had been exposed during the egg stage to Aeshna dragonfly larvae were not phenotypically different from those exposed as eggs to predator-free conditions, and both responded similarly to post-hatching predator treatments. When 25-day-old tadpoles from treatments with and without dragonflies were subjected to a switch in the environment, their activity budgets reversed completely within 24-36 h, and their body and tail shape began changing significantly within 4 days. The behavioral response was conservative: Tadpoles switched from high-risk to predator-free treatments were slower to adjust their activity. The study confirmed that behavioral traits are relatively labile and exhibit strong plasticity, but it did not reveal such a pattern at the level of individual traits: Morphological traits that developed slowly did not show the least plasticity. Thus, I found that differences in lability of traits were useful for predicting the magnitude of plasticity only for fundamentally different kinds of characters.",82,11926504,Journal,ar,Article,100,1,1,Anura | Behavior | Development | Induced defense | Morphology | Phenotypic plasticity | Rana temporaria,22104,undefined,1,TRUE,all,All Open Access,149,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036129667,SCOPUS_ID:0036129667,2-s2.0-0036129667,"Phylogeny, concerted convergence, and phylogenetic niche conservatism in the core Liliales: Insights from rbcL and ndhF sequence data",Patterson T.,Evolution,00143820,56,2,233-252,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01334.x,"Calochortus and the family Liliaceae s.s. have often been considered each other's closest relatives, based partly on their shared possession of bulbs, visually showy flowers, winged wind-dispersed seeds, and narrow parallel-veined leaves. We present a well-supported molecular phylogeny for these groups and their close relatives in the core Liliales, based on sequence variation in the chloroplast-encoded rbcL and ndhF genes. This analysis identifies Liliaceae s.s. as monophyletic, including one clade (((Lilium, Fritillaris, Nomocharis), Cardiocrinum), Notholirion) that appears to have diversified in the Himalayas roughly 12 million years ago and another ((Erythronium, Tulipa), (Gagea, Lloydia)) that arose in East Asia at about the same time. Medeola and Clintonia are sister to Liliaceae s.s. and bear rhizomes, inconspicuous flowers, fleshy animal-dispersed fruits, and broad reticulate-veined leaves. Calochortus is sister to Tricyrtis; both Tricyrtis and the neighboring clade of Prosartes-Streptopus-Scoliopus share several of the traits seen in Medeola-Clintonia. The core Liliales thus provide compelling examples of both concerted convergence and phylogenetic niche conservatism. Invasion of open, seasonal habitats was accompanied by the independent evolution of bulbs, showy flowers, wind-dispersed seeds, and narrow parallel-veined leaves in Calochortus and Liliaceae s.s. Conversely, persistence in shady habitats was accompanied by the retention of rhizomes, inconspicuous flowers, animal-dispersed seeds, and broad reticulate-veined leaves in their sister groups. We advance arguments for the context-specific adaptive value of each of these traits, as well as evidence of parallel trends in other groups. Concerted convergence - convergence in several different traits, favored by the same shared set of ecological conditions, in two or more lineages - is an important evolutionary process that can mislead evolutionary analyses based solely on phenotypic variation.",141,11926492,Journal,ar,Article,100,2,2,Calochortaceae | Concerted plesiomorphy | Evolutionary trends | Liliaceae | Phylogenetic inference | Uvulariaceae,22104,undefined,1,TRUE,all,All Open Access,150,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036128377,SCOPUS_ID:0036128377,2-s2.0-0036128377,"The inheritance of modifiers conferring self-fertility in the partially self-incompatible perennial, Campanula rapunculoides L. (Campanulaceae)",Good-Avila S.V.,Evolution,00143820,56,2,263-272,2002-01-01,2002,10.1111/j.0014-3820.2002.tb01336.x,"The role of partial self-incompatibility in plant breeding system evolution has received little attention. Here, we examine the genetic basis of modifiers conferring self-fertility in the creeping bellflower, Campanula rapunculoides L. (Campanulaceae), a partially self-incompatible herb. A survey of 35 individuals from two natural populations indicates that 45% of them are strongly self-incompatible, 40% intermediately self-incompatible, and 15% weakly self-incompatible and that some plants show a strong breakdown in self-incompatibility over floral age. We generated 101 F1 families by random crossing among 31 parental plants and estimated the heritability of self-fertility in day 1 and day 4 female-phase flowers, the genetic correlation between day 1 and day 4 self-fertility, and the coefficient of additive genetic variance of self-fertility. We use linear regression and data from additional crosses to examine whether there are significant maternal effects in the expression of self-fertility. We use Fain's test to determine if a major gene influences self-fertility and, finding no evidence, use data from additional crosses on an F2 generation to estimate the mean number and dominance of genes conferring self-fertility. These analyses indicate that the heritability (h2) of self-fertility is 0.24 in day 1 female-phase flowers and 0.44 in day 4 flowers, self-fertility is primarily additive but shows some recessive effects, and self-fertility is estimated to be controlled by four genetic factors. In addition, we have evidence that there may be maternal effects for self-fertility, especially for weakly self-incompatible plants. The significance of these results in the context of mating system evolution is discussed.",50,11926494,Journal,ar,Article,100,2,2,Breeding system | Gene number | Heritability | Maternal effects | Partial self-incompatibility | Self-fertility,22104,undefined,1,TRUE,all,All Open Access,151,NA,NA
