@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:creator,dc:description,pubmed-id,author-count.$,authkeywords,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/79959190333,SCOPUS_ID:79959190333,2-s2.0-79959190333,"Systematic of the fish Petenia splendida (Perciformes: Cichlidae) of lake Petén Itzá, Guatemala",Revista de Biologia Tropical,00347744,59,3,1205-1216,2011-09-01,September 2011,6,Journal,ar,Article,100,3,13567,undefined,0,FALSE,76,Méndez A.,"The Lake Petén Itzá is located in the multiple use zone of the Maya Biosphere Reserve. It belongs to the subtropical moist forest (warm) life zone, and has very important flora and fauna diversities. Among the fish species, the white fish (Petenia splendida) is of high commercial value. The main goal of the present work was to clarify the taxonomic position of the two forms of the white fish in Petén (Guatemala), and to compare it with the Usumacinta (Mexico) form, based on the collected material from 1978 and 2006 (Usumacinta), and collections made during 2008 and 2009 in the Lake Petén Itzá. Samples were obtained from 10 different locations in the lake. From the total of 57 fish specimens collected, 50 fish were selected (25 yellow form and 25 silver form); besides, 21 specimens from 10 locations of the Usumacinta river in Mexico, from the Fish Collection, FCB, UANL. A total of 36 morphometric and 16 meristic characteristics, were analyzed, and also coloration, habitat and fishing method. This study reports the P. splendida of the Lake Petén Itzá with the following characteristics: the yellow form at a depth of 0.5-1.5m with dorsal fin XIV-(XV)-XVI/11-(12)-13, the silver form at a depth of 2-3m with dorsal fin XIV-(XV)-XVI/10-(12)-13, and the Usumacinta form with a dorsal fin XIV-(XV)-XV/12-(13)-13. The discrimination analysis demonstrates a differentiation among the three analyzed populations. Some of the characteristics are the ocular diameter, the anal source-pelvic source distance and the dorsal source-anal source distance. The geographic area studied has a high diversity of fish fauna along the watershed, and it is possible to observe the anthropogenic damage, due to the overexploitation based the unapplicability of the existent regulation and the urbanization. If this situation continues it could jeopardize the survival of this emblematic specie.",22017126,3,Cichlidae | Lake | Petén itzá | Petenia splendida | Systematic,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79959188595,SCOPUS_ID:79959188595,2-s2.0-79959188595,"Geographical variation in the genetic diversity and composition of the endangered queen conch Strombus gigas (mesogastropoda: Strombidae) from Yucatán, México",Revista de Biologia Tropical,00347744,59,3,1115-1126,2011-09-01,September 2011,16,Journal,ar,Article,100,4,13567,undefined,0,FALSE,77,Pérez-Enriquez R.,"In Mexico and elsewhere in the Caribbean, the queen conch Strombus gigas is an endangered species. Understanding the genetic connectivity of their populations will support management strategies for long term conservation of the species. Genetic diversity and population differentiation was assessed from samples collected at Banco Chinchorro and Isla Cozumel in the Mexican Caribbean and at Arrecife Alacranes in the Gulf of Mexico. Samples were obtained from the commercial capture at Banco Chinchorro (n=50) and Isla Cozumel (n=40) on March 2004. On November 2004, a non-invasive method for the Arrecife Alacranes sampling was applied, taking the hemolymph of live animals (n=65) and releasing them to the wild. The mitochondrial DNA variation at two genes (COI and Cyt-b) was analyzed. Genetic diversity at the three locations ranged between 0.55-0.65 in COI and 0.87-0.94 in Cyt-b, showing no bottleneck evidences. A non-significant fixation index (F ST=0.019, p=0.161) and a Maximum Parsimony Network tree that did not show particular clades associated with any of the geographical locations, suggested a lack of statistically significant genetic differentiation among populations. Nevertheless, the cline patterns observed in both genetic diversity and haplotypic frequencies from Banco Chinchorro through Arrecife Alacranes, and the larger genetic distance between these locations from those between Isla Cozumel, Banco Chinchorro and Arrecife Alacranes, suggest the possibility of a pattern of isolation-by distance. The role of the main current systems over the potential genetic differences in S. gigas populations along the Mexican Caribbean, and the conservation management of S. gigas at these locations as discrete units is discussed.",22017118,4,Caribbean | Connectivity | Genetic structure | Isolation-by-distance | Mitochondrial DNA | Strombus gigas,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956335047,SCOPUS_ID:79956335047,2-s2.0-79956335047,Reproductive biology of common snook Centropomus undecimalis (Perciformes: Centropomidae) in two tropical habitats,Revista de Biologia Tropical,00347744,59,2,669-681,2011-06-01,June 2011,31,Journal,ar,Article,100,5,13567,undefined,0,FALSE,78,Perera-García M.,"In Southeastern Mexico, Centropomus undecimalis is an important fish species of sport and commercial fisheries for coastal and riverine communities. Fisheries along rivers and coasts depend on migratory habits of this species, and these movements are probably related to reproduction. In spite of its economic importance, few studies have been conducted focusing on its reproductive biology, and this research aims to analyze these habits. Samples (fork length, somatic and gonads weight, and macroscopic maturity stages) were obtained from organisms collected by fishermen from the largest fishing cooperatives along the coastal and riverine areas of Tabasco, from July 2006 to March 2008. Fish size ranged from 34 to 112cm fork length, with an average age of 6.42 years for males and 9.12 years for females. In riverine areas, fish sizes ranged from 30 to 85cm and the average age was 5.5 years for males and 6.6 years for females. Significant differences were recorded between lengths of males and females from the two areas (Kruskal-Wallis, p<0.05). The male:female ratio was 1:0.68 in the coast, and 1:0.16 in riverine areas. The length-weight relationship did not vary between both sexes among areas (ANCOVA, p>0.05). A curve for eviscerated weight was calculated for both sexes, for coastal fishes SW=0.0059(FL)3.07, and the riverine ones SW=0.0086(FL)2.98, with an isometric growth (b=3). The period of maximum reproduction was from July to August, with temperatures of 28 to 30°C. A significant correlation between the gonadosomatic index (GSI) and rainfall was recorded for samples of both males and females from coastal areas (r=0.63, r=0.70) whereas only one positive correlation was recorded for riverine females (r=0.57). The size at first maturity (L50) was estimated at 60cm and 80cm (FL), corresponding to 5.5 and 8.5 years of age, for males and females, respectively. An important proportion of mature females of eight years and older, suggests that these ages contribute significantly to the reproductive biomass. The results indicate that due to changes in the exploitation period, we recommend to protect populations of the common snook.",21717854,5,Centropomus undecimalis | Migration | Reproduction | Size at maturity,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956332459,SCOPUS_ID:79956332459,2-s2.0-79956332459,Phenotypic plasticity of vaccinium meridionale (Ericaceae) in wild populations of mountain forests in Colombia,Revista de Biologia Tropical,00347744,59,2,569-583,2011-06-01,June 2011,20,Journal,ar,Article,100,3,13567,undefined,0,FALSE,79,Ligarreto G.,"Vaccinium meridionale is a promising crop for the Andean region of South America and is currently available only in the wild. Spontaneous populations of this plant are found across the Colombian mountains, but very few published records on this plant morphology are available. A zonification study of V. meridionale was conducted in four principal areas of a low mountain forest of Colombia (Provinces of Boyacá, Cundinamarca, Santander and Nariño) in 2007. A total of 20 populations and 100 plants of V. meridionale were individually characterized and surveyed, using a list of 26 characters of morphological variables (9 quantitative and 17 qualitative characters). Our results indicated that natural populations of V. meridionale might be found in the tropical forest under a highly heterogeneous climate and microclimate conditions, at different mountain regions between 2 357 and 3 168masl. The shrubs of V. meridionale exhibited a high level of intra-population variation in several quantitative (plant height, stem diameter) and qualitative (growth habit, ramification density, presence of anthocyanins in stems) morphological characters, suggesting an environmentally induced phenotypic plasticity. Plant height, stem diameter and foliar density were the most variable morphological traits, with coefficients of variation higher than 50%. However, several quantitative characters of its reproductive potential, such as berry dimensions, rachis length and number of flowers per inflorescence, resulted with low plasticity with coefficients of variation lower than 30.2%, indicating that these characters were genetically determined. The highest correlation coefficients (p<0.05) resulted to be between fruit length and fruit width (0.90), leaf length and leaf width (0.78), plant height and stem diameter (0.60), and inflorescence length and flowers number per inflorescence (0.57). The results suggest that an important genetic resource exists for this species in the wild. Low variation in fruit size, which constitutes a target trait for plant breeders, could be useful for selection of cultivars of V. meridionale. The results of this study could also be applied in conservation programs aimed to protect these diverse populations in the mountain forests of Colombia.",21717851,3,Andean region | Colombia | In situ characterization | Plant morphological characters | Tropical forest | Vaccinium meridionale,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956332458,SCOPUS_ID:79956332458,2-s2.0-79956332458,"Morphology of the species Hyphessobrycon, heterorhabdus group (Characiformes: Characidae) in Colombia",Revista de Biologia Tropical,00347744,59,2,709-725,2011-06-01,June 2011,5,Journal,ar,Article,100,5,13567,undefined,0,FALSE,80,García-Alzate C.,"Hyphessobrycon is the most numerous and morphologically complex genus of Characidae, and includes 18 species reported for Colombia, from which thirteen belong to the heterorhabdus-group different methods have been proposed for species identification within this genus. This study used these species to undertake a morphogeometric analysis by the Box Truss and Thin Plate Splin (TPS) methods; 13 homologous landmarks type I and three type II were used. The result of cluster analysis indicated that these species are represented by two big groups: robust and thin. The uniform and non uniform components, and the principal warps (WP) and partial warps (Wparc), described the shape changes related to body depth, involving relative displacements of the appendicular skeleton and the cephalic region. All species were characterized by allometric growth with the exception of Hyphessobrycon mavro, who presented an isometry between the landmarks 6-7. Two new measures are proposed for species discrimination in the group (snout-supraoccipital spine distance and supraoccipital spine-pelvic fin).",21721235,5,Box truss | Landmarks | Thin plate spline (TPS) | Tropical fish,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956332212,SCOPUS_ID:79956332212,2-s2.0-79956332212,Molecular characterization of Sigmodon hirsutus (Rodentia: Cricetidae) populations in Venezuela,Revista de Biologia Tropical,00347744,59,2,795-805,2011-06-01,June 2011,1,Journal,ar,Article,100,3,13567,undefined,0,FALSE,81,Lessmann J.,"Recent phylogenetic studies based on cytochrome b gene sequence, have determined that the species historically known as Sigmodon hispidus (Rodentia) from South America comprises a species S. hirsutus of paraphyletic origin. The aim of this study was to test the hypothesis that populations from Venezuela, represent the sensu strict form, ancestral haplotypes, and monophyletic subspecies. For this, 12 individual sequences from three localities of different biogeographic regions in Venezuela were evaluated and sequenced based on cyto b. Additionally, the sequences were used to develop a cladistic analysis and genetic distance calculations, and to compare this information with two individual sequences of Sigmodon specimens available in Genbank. Phylogenetic analyses show that the three populations of S. hirsutus of Venezuela form an ancestral and monophyletic subclade supported by high bootstrap values and significant genetic distance between subclade within the S. hirsutus. Besides, the existence of two lineages suggests two subspecies, S. hirsutus hirsutus from Venezuela, and S. hirsutus mexicanus from Mexico-Central America, but, both species need formal description.",21721239,3,Cyto b | Parsimony analysis | Sigmodon hirsutus | Taxonomy | Venezuela,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956331230,SCOPUS_ID:79956331230,2-s2.0-79956331230,"Chemical composition of essential oils from leaves of Helicteres guazumifolia (Sterculiaceae), Piper tuberculatum (Piperaceae), Scoparia dulcis (Arecaceae) and Solanum subinerme (Solanaceae) from Sucre, Venezuela",Revista de Biologia Tropical,00347744,59,2,585-595,2011-06-01,June 2011,13,Journal,ar,Article,100,4,13567,undefined,0,FALSE,82,Ordaz G.,"Essential oils, biosynthesized and accumulated in aromatic plants, have a wide range of applications in the pharmaceutical health, cosmetics, food and agricultural industry. This study aimed to analyze the secondary metabolites in some plant species in order to contribute to their chemotaxonomy. Leaves from Helicteres guazumifolia, Piper tuberculatum, Scoparia dulcis and Solanum subinerme were collected and their essential oils were obtained by means of hydro-distillation. The oil fraction was analyzed and identified by GC/ MS. The extraction yields were of 0.004, 0.032, 0.016 and 0.005%, and the oil constituents of 88.00, 89.80, 87.50 and 89.47%, respectively. The principal oils found were: non-terpenoids volatile secondary metabolites (30.28%) in H. guazumifolia; sesquiterpenoids (20.82 and 26.09%) and oxigen derivated (52.19 and 25.18%) in P. tuberculatum and S. dulcis; and oxigen diterpenoids (39.67%) in S. subinerme. The diisobuthylphtalate (13.11 %) in H. guazumifolia, (-)-spathulenol (11.37%) in P. tuberculatum and trans-phytol (8.29 and 36.00%) in S. dulcis and S. subinerme, were the principal constituents in their respective essential oils. The diisooctylphtalate were the essential oil common to all species, but the volatile compounds such as trans-pinane, L-linalool, β-ionone, isophytol, neophytadiene, trans-phytol, dibutylphtalate and methyl hexadecanoate, were only detected in three of these essences. This suggests that these plants may require similar secondary meta bolites for theirecological interactions, possibly due to common environmental factors.",21721229,4,Essential oils | Gas chromatography-mass spectrometry | Helicteres guazumifolia | Hydrodistillation | Piper tuberculatum | Scoparia dulcis | Solanum subinerme,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956331229,SCOPUS_ID:79956331229,2-s2.0-79956331229,Traffic noise affects forest bird species in a protected tropical forest,Revista de Biologia Tropical,00347744,59,2,969-980,2011-06-01,June 2011,28,Journal,ar,Article,100,2,13567,undefined,0,FALSE,83,Arévalo J.,"The construction of roads near protected forest areas alters ecosystem function by creating habitat fragmentation and through several direct and indirect negative effects such as increased pollution, animal mortality through collisions, disturbance caused by excessive noise and wind turbulence. Noise in particular may have strong negative effects on animal groups such as frogs and birds, that rely on sound for communication as it can negatively interfere with vocalizations used for territorial defense or courtship. Thus, birds are expected to be less abundant close to the road where noise levels are high. In this study, we examined the effects of road traffic noise levels on forest bird species in a protected tropical forest in Costa Rica. Data collection was conducted in a forest segment of the Carara National Park adjacent to the Coastal Highway. We carried out 120 ten minute bird surveys and measured road noise levels 192 times from the 19th to the 23rd of April and from the 21st to the 28th of November, 2008. To maximize bird detection for the species richness estimates we operated six 12m standard mist nets simultaneously with the surveys. The overall mist-netting effort was 240net/h. In addition, we estimated traffic volumes by tallying the number of vehicles passing by the edge of the park using 24 one hour counts throughout the study. We found that the relative abundance of birds and bird species richness decreased significantly with the increasing traffic noise in the dry and wet season. Noise decreased significantly and in a logarithmic way with distance from the road in both seasons. However, noise levels at any given distance were significantly higher in the dry compared to the wet season. Our results suggest that noise might be an important factor influencing road bird avoidance as measured by species richness and relative abundance. Since the protected forest in question is located in a national park subjected to tourist visitation, these results have conservation as well as management implications. A decrease in bird species richness and bird abundance due to intrusive road noise could negatively affect the use of trails by visitors. Alternatives for noise attenuation in the affected forest area include the enforcement of speed limits and the planting of live barriers.",21717861,2,Bird abundance | Bird road avoidance | Bird species richness | Carara national park | Costa rica | Noise transmission | Traffic volume,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956330761,SCOPUS_ID:79956330761,2-s2.0-79956330761,"Air pollution in a tropical city: The relationship between wind direction and lichen bio-indicators in San José, Costa Rica",Revista de Biologia Tropical,00347744,59,2,899-905,2011-06-01,June 2011,5,Journal,ar,Article,100,3,13567,undefined,0,FALSE,84,Bustamante E.N.,"Lichens are good bio-indicators of air pollution, but in most tropical countries there are few studies on the subject; however, in the city of San José, Costa Rica, the relationship between air pollution and lichens has been studied for decades. In this article we evaluate the hypothesis that air pollution is lower where the wind enters the urban area (Northeast) and higher where it exits San José (Southwest). We identified the urban parks with a minimum area of approximately 5 000m2 and randomly selected a sample of 40 parks located along the passage of wind through the city. To measure lichen coverage, we applied a previously validated 10 x 20cm template with 50 random points to five trees per park (1.5m above ground, to the side with most lichens). Our results (years 2008 and 2009) fully agree with the generally accepted view that lichens reflect air pollution carried by circulating air masses. The practical implication is that the air enters the city relatively clean by the semi-rural and economically middle class area of Coronado, and leaves through the developed neighborhoods of Escazú and Santa Ana with a significant amount of pollutants. In the dry season, the live lichen coverage of this tropical city was lower than in the May to December rainy season, a pattern that contrasts with temperate habitats; but regardless of the season, pollution follows the pattern of wind movement through the city.",21717859,3,Biomarkers | Environmental monitoring | Non-vascular plants | Pollution dispersion | Tropical city,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956330301,SCOPUS_ID:79956330301,2-s2.0-79956330301,A phytosociological interpretation of vegetation from sandy hills of the Peruvian desert,Revista de Biologia Tropical,00347744,59,2,809-828,2011-06-01,June 2011,8,Journal,ar,Article,100,4,13567,undefined,0,FALSE,85,de Mera A.G.,"The vegetation of the sandy hills (""lomas"") constitutes the main originality of the Peruvian and Chilean desert with a high number of endemics that shapes the vicarious associations. In this work, a phytosociological view of sandy environments of the Peruvian coastal desert is presented. According to the Braun-Blanquet method, we have made up 32 phytosociological inventories and added 138 ones from others authors. In each inventory, we have analyzed its floristic composition and ecological parameters, as altitude, soil and geomorphology. All releves were synthesized in a table to deduce the different associations, higher phytosociological units, and the distribution of its flora along the Peruvian coast and the Andean Cordillera. Using the Shannon-Wiener diversity index, the diversity of this flora is discussed making a comparison with historical data about the use of the territory with livestock during pre-Inca and Inca cultures, and Spanish invasion. As a result, two associations from Southern Peru -Nolanetum scaposo-spathulatae and Palauetum camanensis-weberbaueri-, two alliances -Nolanion humifusae from central Peru, and Nolanion spathulatae from the Southern Peru- and a new order -Tetragonio crystallinae-Plantaginetalia limensis- are described. In Nolanetum scaposo-spathulatae, Dictyophragnus englerianus, Leptoglossis lomana, Nolana scaposa, N. spathulata, Palaua velutina and Tetragonia vestita are the main characteristics, while in Palauetum camanensis-weberbaueri association N. scaposa and P. velutina are replaced by Palaua camanensis and P. weberbaueri. Nolanion humifusae alliance integrates species as Geranium limae, Hymenocallis amancaes, Nolana humifusa, N. latipes, Palaua rhombifolia or Villanova oppositifolia. Likewise, Cistanthe weberbaueri, Cryptantha parviflora, Hoffmannseggia miranda, Lupinus mollendoensis, Nolana confinis, N. pallidula, N. scaposa, N. spathulata, Palaua camanensis, P. velutina, P. weberbaueri, Tetragonia vestita and Weberbauerella brongniartioides are the characteristic species of Nolanion spathulatae alliance. The Tetragonio crystallinae-Plantaginetalia limensis order presents characteristic plants don't linked with eutrophic soils, as Calandrinia alba, Cryptantha limensis, Dyschoriste repens, Monnina macrostachya, Oxalis lomana, Palaua malvifolia, Pectocarya lateriflora, Plantago limensis or Tetragonia crystallina, with a distribution that claps the geographical area of the new alliances. On the other hand, the vegetation of the desert ravines is discussed in the context of the coastal river plant communities and its disturbance by the dunes. After the application of the Shannon-Wiener diversity index on the synthetic table columns, we can deduce that an increase in Andean and European ruderal species is linked to an intensive livestock activity. The transhumance between the Andes and the coast from pre-Inca times until now, produces the plant dispersion of high Andean plants toward the coast; the Spanish colonization was the origin of the presence of European plants in the ""lomas"" vegetation of Peru.",21721240,4,Desert | Diversity | Peru | Phytosociology | Pre-Inca/Inca cultures | Spanish invasion | Use of the territory,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956327273,SCOPUS_ID:79956327273,2-s2.0-79956327273,The influence of macrophytes on rotifer and microcrustacean assemblage in a tropical floodplain,Revista de Biologia Tropical,00347744,59,2,853-870,2011-06-01,June 2011,16,Journal,ar,Article,100,3,13567,undefined,0,FALSE,86,Villabona-González S.L.,"Most studies on zooplankton ecology have been conducted in open waters. However, it has been considered of great importance to extend such studies to other habitats, such as those generated of macrophytes. We studied the spatial and temporal variation of the microcrustacean and rotifer assemblage structures associated with macrophytes, and compare them with the variation exhibited in open waters. Integrated samples were collected for zooplankton and phytoplankton biomass using a Schindler bottle, in four open water sites and four other sites covered by macrophytes in the floodplain complex of Ayapel (Córdoba, Colombia) during different limnimetric levels. The significant differences in the structure were evaluated using Kruskal & Wallis and discriminant analyses, and the similarity among sampling sites was evaluated using Bray & Curtis analysis. Zooplanktonic richness was favored by macrophytes. However, we did not find a constant spatial pattern for density, and only particular trends apparently conditionated by flood pulses. The presence of Eichhornia azurea (Pontederiaceae) contributed in a significant way with an increase in the diversity and density of benthic taxa. The density of some zooplanktonic groups was related with environmental conditions and phytoplanktonic biomass.",21721243,3,Aquatic macrophytes | Benthos | Cladocerans | Copepods | Floodplains | Rotifers | Zooplankton,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956323031,SCOPUS_ID:79956323031,2-s2.0-79956323031,"Ichthyofauna monitoring using higher taxa in Cabo Pulmo National Park, México",Revista de Biologia Tropical,00347744,59,2,871-885,2011-06-01,June 2011,2,Journal,ar,Article,100,2,13567,undefined,0,FALSE,87,Saldívar-Lucio R.,"The uses of biological indicators allow to save time, resources and staff efforts when monitoring programs are conducted. The reef fishes are among the species with biggest potential as indicators since they are conspicuous, easy to identify in the field and have ecological and economical importance. The objective of this study was to evaluate the usefulness of higher taxa to predict fish ecological indices in Cabo Pulmo reef. We generated multiple stepwise regression equations with species abundance data grouped at genera and family levels as factors, and using ecological indices (H ́, J ́, Δ*) as dependent variables. To test the efficiency of the models, the expected indexes were compared with those observed in the field during independent test surveys. Results showed that all models were highly significant, and the best fit occurred at genus level to H ́, while those used for Δ*, based on family data level, were less precise. The proportion of variables required to apply prediction models of any ecological index never exceeded 41% of the total taxa (genera or families). In conclusion, the use of regression methods to determine higher taxa indicators is adequate and represents a good potential to be used in monitoring programs. In addition, the use of genera and families as indicators provide logistic benefits as training for monitors is less intense and expensive. Finally, the use of expected-observed comparisons to measure the quality of the evaluations can be useful for managers in order to interpret and communicate results of the scientific endeavors to the society, so they in turn can participate and help to improve and facilitate long-term monitoring at Cabo Pulmo National Park.",21721244,2,Cabo Pulmo | Ecological indices | Gulf of California | Marine areas management | Reef fishes | Reef monitoring | Taxonomic sufficiency,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956320254,SCOPUS_ID:79956320254,2-s2.0-79956320254,"Ichthyofauna from wetlands of San Pedro, Balancán, Tabasco, México",Revista de Biologia Tropical,00347744,59,2,693-708,2011-06-01,June 2011,9,Journal,ar,Article,100,5,13567,undefined,0,FALSE,88,Castillo-Domínguez A.,"San Pedro River's wetlands sustain trophic nets in the fluvial system, due to the high habitat availability, and space and temporal variations. In order to describe the relationship between environmental parameters and ichthyofauna, this study evaluated fish assemblages composition, distribution, abundance, density, biomass, richness species, diversity and equitability in the wetlands. Sampling considered three different sites and climatic seasons (dry, rainy and cold fronts). The physical and chemical parameters considered were dissolved oxygen, temperature, pH, water transparency and the depth. Fishes were caught with a shrimp net, after six minutes towings and were identified afterwards. A total of 1 049 organisms of 25 fish species were caught, two of which were exotic species: Oreochromis niloticus and Parachromis managuense. A total of 23 species were found at site I (with the highest density 0.23ind./m2), 17 at site II (0.23ind./m2) and 14 at site III (0.12ind./m2). The dry season had the highest species number with 21 species, followed by the rainy season with 17 species, and the cold season with five species. Similarly, the highest biomass (8.30g/m2) was found in dry season, followed by the rainy (2.16g/m2) and the cold seasons (0.03g/m2). Considering seasons, highest density was found during the dry (0.436ind./m2), followed by the rainy (0.213ind./m2) and the cold (0.023ind./m2) seasons. The dominant density species during the study period, according to the quadrants graphic of Olmstead-Tukey were: Petenia splendida, Vieja heterospila, Vieja synspila, Dorosoma petenense and Astyanax aeneus. There were significant differences in the species richness among sites. Temperature, depth and transparency showed differences among the seasons. The canonical correspondence analysis indicated that fish distribution was governed by environmental parameters during all seasons. In terms of fish abundance and composition, environmental parameters play an important role showing spatial and temporal differences in the ecosystem, this could be explained with the fact that most of young fishes have a movement behavior to the wetlands, searching refuge and feed during the dry season. Considering the diversity indexes variation, it may be concluded that San Pedro River's wetlands correspond to a system where the ichthyofauna composition fluctuates spatial and seasonally.",21721234,5,Biomass | Density | Dominance | Richness specific | Wetlands of the san pedro river,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956319993,SCOPUS_ID:79956319993,2-s2.0-79956319993,"Age and growth of the hybrid tilapia Oreochromis niloticus x Oreochromis aureus (Perciformes: Cichlidae) in the dam ""Zimapan"" Mexico",Revista de Biologia Tropical,00347744,59,2,761-770,2011-06-01,June 2011,6,Journal,ar,Article,100,5,13567,undefined,0,FALSE,89,Gómez-Ponce M.,"Studies on age and growth in fishes are essential to establish models on population dynamics. The previos issues were determined in this study by scale growth analyses. Between September 2003 and May 2004, 382 organisms were captured using gill and atarraya nets. Eight samples were developed every month a long this study. Standard length in centimeters (Le), total weight in grams (Pt), scale length in centimeters (Lesc) and growth rings were determined. The size and weight ranged from 38 to 232mm (Le) and 8.7 to 311.9g (Pt), respectively. The growth rings analyses reveal four age groups, being the second group the most representative with 34.3% of the total sampled. The scale ring analyses showed two growth rings, one develops between November-January and the other between April-May, in good correlation with low temperature and gonad development, respectively. The growth parameters were established as: L∞=281.1mm, W∞=877.1g, K=0.33 and T0=0.88year-1. The growth curves based on length and weight were described by using the von Bertalanffy model: Le =28.11[1-e-0.33(t+0.88)] and Pt=877.17[1-e-0.33(t+0.88)]3. Finally, it is concluded that commercial catches in this dam are between a year and year and half-old when exploited.",21721237,5,Fishery | Growth rings | Reproductive index | Scales,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956313959,SCOPUS_ID:79956313959,2-s2.0-79956313959,Identification of marine and coastal biodiversity conservation priorities in Costa Rica,Revista de Biologia Tropical,00347744,59,2,829-842,2011-06-01,June 2011,19,Journal,ar,Article,100,5,13567,undefined,0,FALSE,90,Alvarado J.,"Costa Rica is recognized as one of the most diverse countries in species and ecosystems, in their terrestrial realm as well as in the marine. Besides this relevance, the country presents a delay on conservation and management of marine and coastal biodiversity, with respect to terrestrial. For 2006, the marine protected surface was 5 208.8km2, with 331.5km of coastline, in 20 protected areas. The country has made progress on the conservation priority sites identification for terrestrial and freshwater biodiversity, with few efforts on marine planning. This research presents the analysis and results of the gap identification process, for marine and coastal biodiversity conservation in the protected areas system of Costa Rica. The analysis was built with the spatial information available on the presence and distribution of coastal and marine biodiversity, the establishment of the conservation goals and a threat analysis over the ecological integrity of this biodiversity. The selection of high-priority sites was carried out using spatial optimization techniques and the superposition over the current shape of marine protected areas, in order to identify representation gaps. A total of 19 076km2 of conservation gaps were indentified, with 1 323km2 in the Caribbean and 17 753km2 in the Pacific. Recommendations are aimed at planning and strengthening the marine protected areas system, using the gaps identified as a framework. It is expected that the results of this study would be the scientific base needed for planning and sustainable use of marine biodiversity in the country.",21721241,5,Conservation gaps | Conservation objects | Conservation priority sites | Marine conservation | Marine protected areas,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79956313733,SCOPUS_ID:79956313733,2-s2.0-79956313733,Phylogenetic analysis of rust fungi (Uredinales) from the Colombian Andean region using 28S ribosomal DNA sequences,Revista de Biologia Tropical,00347744,59,2,517-540,2011-06-01,June 2011,12,Journal,ar,Article,100,3,13567,undefined,0,FALSE,91,Zuluaga C.,"Rust fungi (Uredinales, Basidiomycetes) are one of the most diverse and economically important plant-obligated parasites. Taxonomy of this group has been under revision during the last years using molecular techniques to define phylogenetic relationships. In this study we evaluated the phylogenetic affinities of a group of 40 rust fungi obtained from different plants in the Colombian Andean region using sequence analysis of the 28S ribosomal DNA, specifically D1/D2 domains. Comparisons were undertaken with sequences of rust fungi from around the world deposited in the GenBank database. An alignment of sequences was used to build a phylogenetic tree through Maximum parsimony analysis. Our results support the taxonomical validity of families Pucciniaceae, Phakopsoraceae, Phragmidiaceae, Pileolariaceae, Mikronegeriaceae, Coleosporiaceae and Cronartiaceae, while Pucciniosiraceae represents redundant taxa with Pucciniaceae. The analyses indicated that Uropyxidaceae, Raveneliaceae, Chaconiaceae and Pucciniastraceae correspond to polyphyletic families. Melampsoraceae appear to be a basal taxon to the Uredinales. Information obtained in this study will be useful to incorporate a higher number of sequences from tropical rust fungi within global efforts to redefine the taxonomy of order Uredinales. Additionally, we propose to give priority to future phylogenetic studies of taxa: Gerwasia, Hemileia, Phragmidium, Prospodium, Puccinia and Uromyces, genera that include a high number of rust fungi from the tropics.",21721227,3,Maximum parsimony | rDNA | Rust fungi | Sequence analyses,NA,NA,NA,NA,NA
