@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,dc:description,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0242540397,SCOPUS_ID:0242540397,2-s2.0-0242540397,Ecological Persistence of the Plant-Mycorrhizal Mutualism: A Hypothesis from Species Coexistence Theory,Hoeksema J.,American Naturalist,00030147,162,4 SUPPL.,NA,2003-10-01,October 2003,10.1086/378644,83,14583856,Journal,cp,Conference Paper,100,2,2,"Coexistence | Ectomycorrhizal fungi | Mutualism | Plants, root turnover",12604,undefined,0,FALSE,NA,NA,37,"In diverse mutualisms, it is common for potential partners to vary in the quality of benefits they provide. When weakly beneficial mutualists and parasites have a competitive advantage over strongly beneficial mutualists, it is not clear how strongly beneficial mutualists persist. If mutualism is destabilized by competitive superiority of weakly beneficial mutualists or cheaters, then mechanisms providing for stable coexistence among competing species may also provide for the persistence of mutualism. We analyze coexistence of species within a mutualist guild using a simple spatial model of patch occupancy to suggest hypotheses about the ecological persistence of mutualism in the interaction between plants and ectomycorrhizal fungi. We suggest that plants could facilitate the persistence of mutualistic mycorrhizal fungi by enhancing the mortality of root tips colonized by competitively superior and less mutualistic fungi. We also discuss previous empirical studies and present original data from field observations in plant-ectomycorrhizal systems to address our predictions and to suggest profitable avenues for further work.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0242540394,SCOPUS_ID:0242540394,2-s2.0-0242540394,Competition and Coexistence: Exploring Mechanisms That Restrict and Maintain Diversity within Mutualist Guilds,Palmer T.M.,American Naturalist,00030147,162,4 SUPPL.,NA,2003-10-01,October 2003,10.1086/378682,151,14583858,Journal,cp,Conference Paper,100,3,3,Ant-plant symbiosis | Competition for partners | Competition-colonization tradeoffs | Generalist | Limiting resources | Mutualism | Myrmecophyte | Patch dynamics | Pollination | Resource partitioning | Specialization | Species coexistence,12604,undefined,0,FALSE,NA,NA,38,"Mutualistic interactions are diverse and widespread and often involve multispecies guilds of mutualists competing for access to one or more partner species. Despite the ubiquity of these interactions, we know little about the dynamics of competition and coexistence within these guilds or how interactions between mutualists and their shared resource (the partner species) may influence these dynamics. In this article, we review the evidence for interspecific competition for partners within mutualist guilds in both plant-pollinator and ant-myrmecophyte systems. We then review evidence for the operation of different coexistence mechanisms within these guilds and discuss how the dynamics of competition and coexistence may be uniquely shaped by multispecies mutualist interactions. In particular, we note that adaptive and plastic responses by mutualists to variation in partner quality are likely to play an important role in determining these dynamics. We summarize by considering the ecological conditions that are likely to restrict or promote species coexistence within mutualist guilds. We suggest that these guilds may provide powerful model systems for exploring multiple mechanisms of species coexistence, and we discuss how these mechanisms may be modified by evolutionary adaptation.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0242540378,SCOPUS_ID:0242540378,2-s2.0-0242540378,The Effects of the Size and Shape of Landscape Features on the Formation of Traveling Waves in Cyclic Populations,Sherratt J.,American Naturalist,00030147,162,4,503-513,2003-10-01,October 2003,10.1086/377186,37,14582011,Journal,ar,Article,100,3,3,Mathematical modeling | Population cycles | Traveling waves,12604,undefined,0,FALSE,NA,NA,39,"Recent field data indicate that in a number of cyclic populations, the cycles are organized spatially with the form of a periodic traveling wave. One way in which this type of wave is generated is when dispersing individuals encounter landscape features that impede movement in certain directions. In this article, we investigate the dependence of such periodic waves on ecological parameters and on the form of the landscape feature. Using a standard predator-prey model as a prototype for a cyclic population, we calculate the speed and amplitude of waves generated by a large landscape feature. This enables us to determine parameters for which the waves are stable; in other cases, they evolve into irregular oscillations. We then undertake for the first time a detailed study of the effects of the size and shape of a landscape feature on the waves that it generates. We show that size rather than shape is the key wave-forming property, with smaller obstacles generating waves with longer wavelength and waves from larger landscape features dominating those from smaller ones. Our results suggest that periodic traveling waves may be much more common than has previously been assumed in real ecological systems, and they enable quantitative predictions on the properties of these waves for particular cases.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0242456758,SCOPUS_ID:0242456758,2-s2.0-0242456758,Interacting Guilds: Moving beyond the Pairwise Perspective on Mutualisms,Stanton M.,American Naturalist,00030147,162,4 SUPPL.,NA,2003-10-01,October 2003,10.1086/378646,221,14583854,Journal,cp,Conference Paper,100,1,1,Competition for partners | Indirect effects | Indirect interactions | Mutualism | Partner choice | Partner limitation | Partner quality | Path analysis | Population limitation,12604,undefined,0,FALSE,NA,NA,40,"Most textbook treatments imply, and almost all theoretical analyses assume, that mutualistic interactions take place between a single pair of interacting partner species. A major goal of this symposium is to broaden and shift this pairwise perspective and make it concordant with the emerging view that locally exclusive mutualisms between just two species are the exception and that many communities include guilds of mutualistic species on one or both sides of the interaction. Many pollination and seed-dispersal mutualisms have long been recognized as diffuse, but recent molecular analyses are revealing unrecognized partner diversity in mutualistic interactions previously thought to be locally species specific. Co-occurring species within a mutualist guild are unlikely to be ecologically equivalent in the way they locate, compete for, and/or reward partners, and so intraguild interactions have the potential to influence population dynamics and patterns of selection in species on both sides of the mutualistic interaction. To illustrate some of these potential complexities for population dynamics, I use simple path analytic models to show that positive pairwise interactions between mutualists do not necessarily translate into positive net interactions within a mutualism involving more than two species. For example, when there is intraguild competition for partners, or even for resources external to the mutualism, the presence of a lower-quality mutualist can negatively affect the partner population by reducing associations it can form with better mutualists. Variation in quality among potential partners is likely to place a premium on traits or behaviors that enhance association with better mutualists. More investigations are needed to determine how variation among interacting mutualists, with respect to characteristics such as longevity, dispersal capability, and competitive ability, influence population dynamics and selection in multispecies mutualisms.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0242456747,SCOPUS_ID:0242456747,2-s2.0-0242456747,Sex-Biased Dispersal and Adaptation to Marginal Habitats,Kawecki T.,American Naturalist,00030147,162,4,415-426,2003-10-01,October 2003,10.1086/378048,16,14582005,Journal,ar,Article,100,1,1,Gene flow | Niche evolution | Philopatry | Source-sink populations,12604,undefined,0,FALSE,NA,NA,41,"If gene flow occurs through both sexes but only females contribute to population growth, adaptation to marginal (sink) habitats should be differentially affected by male versus female dispersal. Here I address this problem with two models. First, I consider the fate of a rare allele that improves fitness in the marginal habitat but reduces fitness in the core (source) habitat. Then I study the evolution of a polygenic character mediating a trade-off in fitness between the habitats. Both approaches led to qualitatively similar predictions. The effect of a difference in the dispersal rate between the sexes depends on the degree to which immigration from the core habitat boosts the reproductive output from the marginal habitat. This boost is slight if the marginal habitat is able to sustain well a population without immigration. In that case, both female- and male-biased dispersal is more favorable for adaptation to marginal habitats than equal dispersal of both sexes (assuming that the dispersal rate averaged over the sexes is kept constant). In contrast, if the marginal habitat is an absolute sink unable to sustain a population without immigration, the conditions for adaptation to that habitat are least favorable under highly male-biased dispersal and most favorable under highly female-biased dispersal. Under some circumstances, high average (male + female) dispersal is more favorable than low dispersal. Thus, gene flow should not be seen solely as thwarting adaptation to marginal habitats. The results are interpreted in terms of how male and female dispersal affects the relative rate of gene flow from the source to the sink habitat and in the opposite direction. This study predicts that ecological niches of taxa with female-biased dispersal should tend to be broader and more evolutionarily flexible.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0242456741,SCOPUS_ID:0242456741,2-s2.0-0242456741,Delayed Selfing and Resource Reallocations in Relation to Mate Availability in the Freshwater Snail Physa acuta,Tsitrone A.,American Naturalist,00030147,162,4,474-488,2003-10-01,October 2003,10.1086/376889,75,14582009,Journal,ar,Article,100,3,3,Age at first reproduction | Costs of reproduction | Mating behavior | Phenotypic plasticity | Quantitative genetics | Reproductive assurance,12604,undefined,0,FALSE,NA,NA,42,"We study the influence of mate availability on the mating behavior of the self-fertile, preferentially outcrossing freshwater snail Physa acuta. Previous optimization theory indicated that mating system interacts with life-history traits to influence the age at first reproduction, providing three testable predictions. First, isolated individuals should reproduce later than individuals with available mates in the expectancy of finding a partner and avoiding the cost of inbreeding. Second, resource reallocation to future fecundity is needed for such reproductive delays to evolve. Third, the reproductive delay can be optimized with respect to life-history traits (e.g., survival, growth) and the mating system (inbreeding depression). Our results largely validate these predictions. First, reproduction is significantly delayed in isolated individuals (""selfers"") as compared with individuals frequently exposed to mates (""outcrossers""). Second, delayed reproduction is associated with reallocation to future growth, survival, and fecundity, although fecundity is also affected by the mating system (selfing vs. outcrossing). Third, the reproductive delay found (approximately 2 wk) is consistent with quantitative predictions from optimization models. The delay is largely heritable, which might be partly explained by among-family differences in the amount of inbreeding depression (mating system) but not growth or survival.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0242456735,SCOPUS_ID:0242456735,2-s2.0-0242456735,Diversity and Stability in Communities Structured by Asymmetric Resource Allocation,DeWoody Y.D.,American Naturalist,00030147,162,4,514-527,2003-10-01,October 2003,10.1086/378049,13,14582012,Journal,no,Note,100,4,4,Biodiversity | Broken-stick model | Community | Competition | Dirichlet | Stability,12604,undefined,0,FALSE,NA,NA,43,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0041863063,SCOPUS_ID:0041863063,2-s2.0-0041863063,Coevolution in Variable Mutualisms,Gomulkiewicz R.,American Naturalist,00030147,162,4 SUPPL.,NA,2003-10-01,October 2003,10.1086/378705,65,14583859,Journal,cp,Conference Paper,100,3,3,Antagonism | Mutualism | Spatial variation | Temporal variation | Three-species coevolution,12604,F32GM065620,0,FALSE,NA,NA,44,"Many mutualistic interactions are probably not mutualistic across all populations and years. This article explores consequences of this observation with a series of genetic models that consider how variable mutualisms coevolve. The first models, previously introduced in a general coevolutionary context, consider two coevolving species whose fitness interactions change between beneficial and antagonistic in response to independent spatial or temporal variation in the abiotic or biotic environment. The results demonstrate that both temporal and spatial variability in fitness interactions can cause partner species with tightly matched traits favored by unconditional mutualisms to be vulnerable to evolutionary invasion by alternative types. A new model presented here shows that an additional mutualistic species can have a similar effect and can even cause fitness interactions between the other two species to evolve. Under some conditions, the pairwise interactions can change unidirectionally from mutualistic to antagonistic, with virtually no evolutionary change in either partner species. In other cases, fitness interactions between the species pair can oscillate between mutualism and antagonism as a result of coevolution in the third species. Taken as a whole, these theoretical results suggest that many features of mutualistic coevolution can best be understood by considering spatial, temporal, and community-dependent patterns of fitness interactions.",NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/0141814604,SCOPUS_ID:0141814604,2-s2.0-0141814604,Patterns of Reproductive Skew in the Polygynandrous Acorn Woodpecker,Haydock J.,American Naturalist,00030147,162,3,277-289,2003-09-01,1 September 2003,10.1086/376888,40,12970837,Journal,ar,Article,100,2,2,Acorn woodpecker | Cooperative breeding | Inclusive fitness | Melanerpes | Parentage | Reproductive skew,12604,undefined,0,FALSE,NA,NA,45,"We compared observed levels of reproductive skew in the cooperatively breeding acorn woodpecker (Melanerpes formicivorus) with those predicted by two alternative transactional models. ""Concession"" models predict the degree to which parentage is shared assuming that a single dominant is in complete control of reproduction. Alternatively, ""restraint"" models predict reproductive sharing assuming that the dominant controls only whether subordinates remain in the group but does not control its share of reproduction. Reproductive skew is high among males: on average, the most successful male sires more than three times as many offspring as the next most successful male. Females share parentage equally and have lower constraints on dispersal and lower survival rates compared with males, which is consistent with predictions from the concessions model. Also as predicted by the concessions model, yearly variation in opportunities for dispersal before the breeding season correlates positively with skew. However, in contrast to concessions but consistent with the restraint model, skew decreases with relatedness. Thus, neither model consistently predicts patterns of reproductive skew in this species. We suggest that models of reproductive skew will need to include competitive interactions among potential breeders and mate choice before they will adequately predict patterns of reproductive partitioning in most vertebrate societies.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141813802,SCOPUS_ID:0141813802,2-s2.0-0141813802,Patterns of Dispersal and Dynamics among Habitat Patches Varying in Quality,Donahue M.,American Naturalist,00030147,162,3,302-317,2003-09-01,1 September 2003,10.1086/377185,35,12970839,Journal,ar,Article,100,3,3,Balanced dispersal | Colpidium | Ecosystem subsidy | Metapopulation | Optimal foraging | Source-sink,12604,undefined,0,FALSE,NA,NA,46,"Both source-sink theory and extensions of optimal foraging theory (""balanced dispersal"" theory) address dispersal and population dynamics in landscapes where habitat patches vary in quality. However, studying dispersal mechanisms empirically has proven difficult, and dispersal is rarely tied back to long-term spatial dynamics. We used a manipulable laboratory system consisting of bacteria and protozoa to investigate the ability of source-sink and optimal foraging theories to explain both dispersal and emergent spatial dynamics. Consistent with source-sink models and contrary to balanced dispersal models, there was a consistent net flux of protist individuals from high to low resource patches. However, unlike the simplest source-sink models, intermediate rates of dispersal led to highest abundances in low resource patches. Side experiments found strong density dependence in local population dynamics and differences in average protist body size in high and low resource patches. Parameterization and analysis of a two-patch model showed that high migration from high to low resource patches could have depressed population density in low resource patches, creating pseudosinks. The movement of individuals and biomass from sources to sinks (a form of ecosystem subsidy) resulted in the convergence of body size and population densities in sources and sinks. Our results indicate a need to carefully consider movement patterns and interaction with local dynamics in potential source-sink systems.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141702355,SCOPUS_ID:0141702355,2-s2.0-0141702355,Are Fragments Islands? Landscape Context and Density-Area Relationships in Boreal Forest Birds,Brotons L.,American Naturalist,00030147,162,3,343-357,2003-09-01,1 September 2003,10.1086/376887,121,12970842,Journal,ar,Article,100,3,3,Archipelagoes | Forest birds | Habitat fragmentation | Matrix quality | Meta-analysis | Patch area effect,12604,undefined,0,FALSE,NA,NA,47,"We investigated the role of matrix type as a determinant of change in bird densities with forest patch area (patch area effect) in two different Fennoscandian landscape types: mature forest fragments surrounded by cut-over or regenerating forest and true forested islands surrounded by water. Since the matrix of forested archipelagoes offers no resources to and impedes movement of forest birds, we predict that patch area effects on bird densities should be stronger on forested islands than in forest patches fragmented by forestry. We compiled correlation estimates of the bird density-patch area relationship from the literature and analyzed the data using meta-analysis. Combined correlation coefficients were significantly positive on islands but were not significantly different from 0 in fragments. Within-species comparisons also showed that correlations were consistently more positive on islands than in fragments. On islands but not in fragments, the densities of forest specialist species were more sensitive to area than were the densities of forest generalists, suggesting that specialists are more sensitive to changes in matrix quality. Migration status was only weakly associated with bird responses to island or fragment area. Thus, forest fragments do not function as true islands. We interpret this as the result of compensatory effects of the surrounding matrix in terms of availability of resources and enhanced connectivity (matrix quality hypothesis). A purely patch-centered approach seems an unrealistic framework to analyze population processes occurring in complex landscapes. The characteristics of the habitat matrix should therefore be explicitly incorporated into the assessment of species' responses to habitat fragmentation.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141591455,SCOPUS_ID:0141591455,2-s2.0-0141591455,Taxonomic Level as a Determinant of the Shape of the Phanerozoic Marine Biodiversity Curve,Lane A.,American Naturalist,00030147,162,3,265-276,2003-09-01,1 September 2003,10.1086/377188,31,12970836,Journal,ar,Article,100,2,2,Diversity | Marine | Model | Phanerozoic,12604,undefined,0,FALSE,NA,NA,48,"Key aims of recent paleobiological research have been the construction of Phanerozoic global biodiversity patterns and the formulation of models and mechanisms of diversification describing such patterns. Two conflicting theories of global diversification have been equilibrium versus expansionist growth of taxonomic diversity. These models, however, rely on accurate empirical data curves, and it is not clear to what extent the taxonomic level at which the data are analyzed controls the resulting pattern. Global Phanerozoic marine diversity curves are constructed at ordinal, familial, and generic levels using several fossil-range data sets. The fit of a single logistic model reduces from ordinal through familial to generic level, while conversely, that of an exponential growth model increases. Three sequential logistic equations, fitted to three time periods during which diversity appears to approach or reach an equilibrium state, provide the best description of the data at familial and generic levels. However, an exponential growth curve describes the diversification of marine life since the end-Permian extinction equally as well as a logistic. A species-level model of global Phanerozoic marine diversification, constructed by extrapolation of the trends from familial to generic level, suggests growth in numbers of marine species was broadly exponential. When smaller subsets of the data are analyzed, the effect of taxonomic level on the shape of the diversity curve becomes more pronounced. In the absence of species data, a consistent signal at more than one higher taxonomic level is required to predict a species-level pattern.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141590662,SCOPUS_ID:0141590662,2-s2.0-0141590662,The Temperature-Size Rule in Ectotherms: Simple Evolutionary Explanations May Not Be General,Angilletta M.J.,American Naturalist,00030147,162,3,332-342,2003-09-01,1 September 2003,10.1086/377187,444,12970841,Journal,ar,Article,100,2,2,Body size | Ectotherms | Growth efficiency | Growth rate | Life history | Temperature,12604,undefined,0,FALSE,NA,NA,49,"In many organisms, individuals in colder environments grow more slowly but are larger as adults. This widespread pattern is embodied by two well-established rules: Bergmann's rule, which describes the association between temperature and body size in natural environments, and the temperature-size rule, which describes reaction norms relating temperature to body size in laboratory experiments. Theory predicts that organisms should grow to be larger in colder environments when growth efficiency decreases with increasing environmental temperature. Using data from 97 laboratory experiments, including 58 species of ectotherms, we found little evidence that growth efficiency is negatively related to environmental temperature within the thermal range that is relevant to the temperature-size rule. Instead, growth efficiency was either positively related or insensitive to environmental temperature in the majority of cases (73 of 89 cases for gross growth efficiency and 18 of 24 cases for net growth efficiency). Two possibilities merit consideration. First, high temperatures may impose constraints on growth that only arise late during ontogeny; this simple and potentially general explanation is supported by the fact that thermal optima for growth efficiency and growth rate decrease as individuals grow. Alternatively, the general explanation for relationships between temperature and body size may not be simple. If the latter view is correct, the best approach might be to generate and test theories that are tailored specifically to organisms with similar behavior and physiology.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141590656,SCOPUS_ID:0141590656,2-s2.0-0141590656,Island Biogeography of Genes and Species,Vellend M.,American Naturalist,00030147,162,3,358-365,2003-09-01,1 September 2003,10.1086/377189,111,12970843,Journal,no,Note,100,1,1,Genetic diversity | Island biogeography | Species diversity,12604,undefined,0,FALSE,NA,NA,50,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141479952,SCOPUS_ID:0141479952,2-s2.0-0141479952,"Lifetime Resource Utilization, Flight Physiology, and the Evolution of Contest Competition in Territorial Insects",Kemp D.J.,American Naturalist,00030147,162,3,290-301,2003-09-01,1 September 2003,10.1086/376890,60,12970838,Journal,ar,Article,100,2,2,Life history | Resource allocation | Territoriality | War of attrition,12604,undefined,0,FALSE,NA,NA,51,"Adaptationist analyses of animal contests have contributed much to our understanding of behavioral evolution. One class of contest, however, the war of attrition, has proven difficult to interpret. In wars of attrition involving aerial displays, there is evidence that asymmetries in performance parameters such as flight energetics may be important determinants of contest resolution. This paradigm is not universal, however, and we presently lack a framework for understanding why certain biophysical parameters are important only in some cases. One possibility is that the relevance of these parameters is determined by evolutionarily conserved life-history-scale patterns of resource allocation and acquisition. We evaluated this hypothesis by investigating the correlates of competitive success in two territorial insects that exemplify markedly different lifetime patterns of resource utilization. We found that in the bot fly Cuterebra austeni, an extreme capital breeding species that depends entirely on energy acquired during its immature stages, territorial residency was most strongly correlated with a size-independent measure of energetic availability. In contrast, residency in the tarantula hawk wasp Hemipepsis ustulata was best predicted by variation in body size per se. Adult H. ustulata are able to supplement their larval-derived nutrient capital in the manner of an income breeder, and fuel reserves were independent of age and actually correlated negatively with residency in this species. These results underscore how the study of sexually selected phenomena may be enriched by an explicit consideration of life-history principles.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141479135,SCOPUS_ID:0141479135,2-s2.0-0141479135,Delayed Selfing as an Optimal Mating Strategy in Preferentially Outcrossing Species: Theoretical Analysis of the Optimal Age at First Reproduction in Relation to Mate Availability,Tsitrone A.,American Naturalist,00030147,162,3,318-331,2003-09-01,1 September 2003,10.1086/375542,63,12970840,Journal,ar,Article,100,3,3,Age at maturity | Life-history evolution | Mating systems | Optimization model | Phenotypic plasticity | Resource reallocation,12604,undefined,0,FALSE,NA,NA,52,"The evolution of mating systems and that of life history have usually been modeled separately. However, they may be to some extent coupled in natural situations because they rely on the same phenotypic traits. Here, we focus on one of these traits, the age at first reproduction, in a species able to self- and cross-fertilize. When inbreeding depression is strong, self-fertile species preferentially cross-fertilize. However, outcrossing is not always possible when the availability of sexual partners is limited. The optimal reproductive strategy in this case would be to wait for a sexual partner for a certain period of time (the waiting time) and then switch to selfing if no mates have been encountered (reproductive assurance strategy). We predict the evolution of an optimal waiting time depending on the efficiency of resource reallocation to late fecundity, on the inbreeding depression, and on the instantaneous probability of encountering a partner versus dying. As a consequence of reduced mate availability, intermediate selfing rates can be generated in preferentially outcrossing populations, but they are lowered by the existence of a waiting time. Our model may thus explain low selfing rates observed in natural populations of many self-fertile, preferentially outcrossing plants or animal species.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0141479126,SCOPUS_ID:0141479126,2-s2.0-0141479126,"Occupancy, Spatial Variance, and the Abundance of Species",He F.,American Naturalist,00030147,162,3,366-375,2003-09-01,1 September 2003,10.1086/377190,106,12970844,Journal,no,Note,100,2,2,Abundance | Metapopulation dynamics | Occupancy | Rescue effect | Spatial distribution | Spatial variance | Taylor's power law,12604,undefined,0,FALSE,all,All Open Access,53,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042978500,SCOPUS_ID:0042978500,2-s2.0-0042978500,Coevolution in temporally variable environments,Nuismer S.L.,American Naturalist,00030147,162,2,195-204,2003-08-01,1 August 2003,10.1086/376582,44,12858264,Journal,ar,Article,100,3,3,Antagonism | Coevolution | Conditional mutualism | Host-parasite | Local adaptation | Mutualism,12604,F32GM065620,0,FALSE,NA,NA,54,"Many potentially mutualistic interactions are conditional, with selection that varies between mutualism and antagonism over space and time. We develop a genetic model of temporally variable coevolution that incorporates stochastic fluctuations between mutualism and antagonism. We use this model to determine conditions necessary for the coevolution of matching traits between a host and a conditional mutualist. Using an analytical approximation, we show that matching traits will coevolve when the geometric mean interaction is mutualistic. When this condition does not hold, polymorphism and trait mismatching are maintained, and coevolutionary cycles may result. Numerical simulations verify this prediction and suggest that it remains robust in the presence of temporal autocorrelation. These results are compared with those from spatial models with unrestricted movement. The comparisons demonstrate that gene flow is unnecessary for generating empirical patterns predicted by the geographic mosaic theory of coevolution.",NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/0042978493,SCOPUS_ID:0042978493,2-s2.0-0042978493,How rapidly can maternal behavior affecting primary sex ratio evolve in a reptile with environmental sex determination?,Morjan C.,American Naturalist,00030147,162,2,205-219,2003-08-01,1 August 2003,10.1086/376583,70,12858265,Journal,ar,Article,100,1,1,Climate change | Maternal effects | Sex ratio evolution | Temperature-dependent sex determination | Turtles,12604,undefined,0,FALSE,all,All Open Access,55,"Theoretical models identify maternal behavior as critical for the maintenance and evolution of sex ratios in organisms with environmental sex determination (ESD). Maternal choice of nest site is generally thought to respond more rapidly to sex ratio selection than environmental sensitivity of offspring sex (threshold temperatures) in reptiles with temperature-dependent sex determination (TSD, a form of ESD). However, knowledge of the evolutionary potential for either of these traits in a field setting is limited. I developed a simulation model using local climate data and observed levels of phenotypic variation for nest-site choice and threshold temperatures in painted turtles (Chrysemys picta) with TSD. Both nest-site choice and threshold temperatures, and hence sex ratios, evolved slowly to simulated climate change scenarios. In contrast to expectations from previous models, nest-site choice evolved more slowly than threshold temperatures because of large climatic effects on nest temperatures and indirect selection on maternally expressed traits. A variant of the model, assuming inheritance of nest-site choice through natal imprinting, demonstrated that natal imprinting inhibited adaptive responses in female nest-site choice to climate change. These results predict that females have relatively low potential to adaptively adjust sex ratios through nest-site choice.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042978481,SCOPUS_ID:0042978481,2-s2.0-0042978481,Reproductive uncertainty and the relative competitiveness of simultaneous hermaphroditism versus dioecy,Wilson W.,American Naturalist,00030147,162,2,220-241,2003-08-01,1 August 2003,10.1086/376584,66,12858266,Journal,ar,Article,100,2,2,Competitive exclusion | Dioecy | Hermaphroditism | Spatial ecology | Stochastic interactions,12604,undefined,0,FALSE,NA,NA,56,"Hermaphroditism is typically associated with a sedentary existence, whereas dioecy is associated with mobility. This pattern is reflected within flowering plants, as dioecious species commonly possess traits that promote high dispersal. We investigated these associations with three population dynamics models (an individual-based simulation and two mathematical models, one deterministic and the other stochastic) that allowed us to examine competition for space between a hermaphroditic and dioecious species from different perspectives. The competing species are identical in every way but their sexual system. Separation of the sexes increases the variances of pollen import and seed dispersal for the dioecious species. These variances propagate through subsequent reproductive processes and ultimately reduce mean recruitment as a result of nonlinear averaging (Jensen's inequality). A dioecious species could overcome this disadvantage simply by producing more gametes than hermaphrodites; however, in line with the association with mobility, selection on dioecious species should also favor traits that reduce reproductive uncertainty, such as extensive dispersal.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042477599,SCOPUS_ID:0042477599,2-s2.0-0042477599,"A model of dynamics of leaves and nitrogen in a plant canopy: An integration of canopy photosynthesis, leaf life span, and nitrogen use efficiency",Hikosaka K.,American Naturalist,00030147,162,2,149-164,2003-08-01,1 August 2003,10.1086/376576,88,12858260,Journal,ar,Article,100,1,1,Canopy structure | Environmental response | Interspecific difference | Leaf turnover,12604,undefined,0,FALSE,NA,NA,57,"A model of dynamics of leaves and nitrogen is developed to predict the effect of environmental and ecophysiological factors on the structure and photosynthesis of a plant canopy. In the model, leaf area in the canopy increases by the production of new leaves, which is proportional to the canopy photosynthetic rate, with canopy nitrogen increasing with uptake of nitrogen from soil. Then the optimal leaf area index (LAI; leaf area per ground area) that maximizes canopy photosynthesis is calculated. If leaf area is produced in excess, old leaves are eliminated with their nitrogen as dead leaves. Consequently, a new canopy having an optimal LAI and an optimal amount of nitrogen is obtained. Repeating these processes gives canopy growth. The model provides predictions of optimal LAI, canopy photosynthetic rates, leaf life span, nitrogen use efficiency, and also the responses of these factors to changes in nitrogen and light availability. Canopies are predicted to have a larger LAI and a higher canopy photosynthetic rate at a steady state under higher nutrient and/or light availabilities. Effects of species characteristics, such as photosynthetic nitrogen use efficiency and leaf mass per area, are also evaluated. The model predicts many empirically observed patterns for ecophysiological traits across species.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042477584,SCOPUS_ID:0042477584,2-s2.0-0042477584,Reciprocal selection causes a coevolutionary arms race between crossbills and lodgepole pine,Benkman C.W.,American Naturalist,00030147,162,2,182-194,2003-08-01,1 August 2003,10.1086/376580,151,12858263,Journal,ar,Article,100,4,4,Geographic selection mosaic | Loxia curvirostra | Pinus contorta ssp. latifolia | Predator-prey interaction | Seed predation | Tamiasciurus hudsonicus,12604,undefined,0,FALSE,NA,NA,58,"Few studies have shown both reciprocal selection and reciprocal adaptations for a coevolving system in the wild. The goal of our study was to determine whether the patterns of selection on Rocky Mountain lodgepole pine (Pinus contorta spp. latifolia) and red crossbills (Loxia curvirostra complex) were concordant with earlier published evidence of reciprocal adaptations in lodgepole pine and crossbills on isolated mountain ranges in the absence of red squirrels (Tamiasciurus hudsonicus). We found that selection (directional) by crossbills on lodgepole pine where Tamiasciurus are absent was divergent from the selection (directional) exerted by Tamiasciurus on lodgepole pine. This resulted in divergent selection between areas with and without Tamiasciurus that was congruent with the geographic patterns of cone variation. In the South Hills, Idaho, where Tamiasciurus are absent and red crossbills are thought to be coevolving with lodgepole pine, crossbills experienced stabilizing selection on bill size, with cone structure as the agent of selection. These results show that crossbills and lodgepole pine exhibit reciprocal adaptations in response to reciprocal selection, and they provide insight into the traits mediating and responding to selection in a coevolutionary arms race.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042477516,SCOPUS_ID:0042477516,2-s2.0-0042477516,"Quantitative character evolution under complicated sexual systems, illustrated in gynodioecious Fragaria virginiana",Morgan M.T.,American Naturalist,00030147,162,2,257-264,2003-08-01,1 August 2003,10.1086/376581,8,12858268,Journal,no,Note,100,2,2,Androdioecy | Gynodioecy | Gynomonoecy | Inheritance | Natural selection | Quantitative genetics | Sexual dimorphism,12604,undefined,0,FALSE,NA,NA,59,NA,NA,NA
