@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,dc:description,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0022213258,SCOPUS_ID:0022213258,2-s2.0-0022213258,Reproductive character displacement in Phlox.,Levin D.A.,Evolution,00143820,NA,39,6,1275-1281,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05693.x,87,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,28,"Plants of the red- and pink-flowered Phlox drummondii were introduced into a natural population of P. cuspidata. Their seeds were progeny-tested, and the percentage hybrid seed determined for each variant: 38% of the seed from the pink variant were hybrid compared to 13% of the red. The difference in hybrid production is best explained by corolla color. The self- and cross-compatibility of 9 sympatric and 9 allopatric populations were studied in the greenhouse. On the average, sympatric populations are more self-compatible than allopatric populations. Pollen germination is 13.7% vs. 7.3%. The self-compatibility differential was accompanied by a self seed-set differential. On average, sympatric populations are more cross-compatible with P. cuspidata than are allopatric populations. Germination of P. cuspidata pollen on sympatric P. drummondii stigmas was 13.3% vs. 9.8% on allopatric stigmas, but the difference is not statistically significant. The presence of P. cuspidata has promoted reproductive character divergence in P. drummondii. The shift in corolla color and the increase in self-compatibility reduce the potential for gametic wastage and interspecific hybridization. -Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022210656,SCOPUS_ID:0022210656,2-s2.0-0022210656,The quantitative assessment of phylogenetic constraints in comparative analyses: sexual dimorphism in body weight among primates.,Cheverud J.M.,Evolution,00143820,NA,39,6,1335-1351,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05699.x,450,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,0,FALSE,29,"Presents a formal model for the quantitative analysis of phylogenetic and specific effects on the distribution of trait values among species. Total trait values are divided into phylogenetic values, inherited from an ancestral species, and specific values, the result of independent evolution. This allows quantitative assessment of the strength of the phylogenetic inertia, or burden, displayed by a character in a lineage, so that questions concerning the relative importance of phylogenetic constraints in evolution can be answered. Separation of phylogenetic from specific effects allows phylogenetic factors to be explicitly included in cross-species comparative analyses of adaptation, solving a long-standing problem in evolutionary comparative studies. The phylogenetic autocorrelation model was applied to a comparative analysis of the determinants of sexual dimorphism in weight among 44 primate species. In addition to sexual dimorphism in weight, mating system, habitat, diet, and size (weight itself) were included in analysis. All traits except diet were substantially influenced by phylogenetic inertia. About 50% of variation among primate species is due to phylogeny. Size, or scaling, could account for a total of 36% of the variance, making it almost as important as phylogeny in determining the level of dimorphism displayed by a species. Habitat, mating system and diet account for minor amounts of variation. Thus, in attempting to explain why a particular modern primate species is very dimorphic compared to other primates, we would say first because its ancestor was more dimorphic than average, second because it is a relatively large species, and third because it is terrestrial, polygynous, and folivorous. -from Authors",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022210651,SCOPUS_ID:0022210651,2-s2.0-0022210651,"The ecological genetics of introduced populations of the giant toad, Bufo marinus. III. Geographical patterns of variation.",Easteal S.,Evolution,00143820,NA,39,5,1065-1075,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00447.x,26,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,30,"The allele frequencies at 10 polymorphic loci are described from 31 Bufo marinus populations in the Moreton Bay region, SE Queensland. The variation of these is non-random in all cases. The pattern of non-randomness varies among loci, being clinal in 2 instances. The allele frequencies at the same loci are also described for 12 populations sampled from throughout B. marinus' Australian range. The frequency variation on this larger geographical scale is non-random at all but two loci (Mpi and Hbdh) and also varies among loci, in this case being clinal in four instances. In both cases, the patterns of variation are most reasonably explained as having resulted from genetic drift occurring during the recent range expansion which B. marinus is known to have experienced in Australia. Natural selection has played little, if any, role in generating the observed gene frequency patterns. - from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022208767,SCOPUS_ID:0022208767,2-s2.0-0022208767,Unifying genetic models for the evolution of female choice.,Seger J.,Evolution,00143820,NA,39,6,1185-1193,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05685.x,83,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,31,"A best-of-N rule of female mating preferences can give rise to lines of unstable equilibria in a two-locus haploid model of sexual selection. Under the best-of-N rule, which corresponds to choice at a lek, male fitnesses can exhibit a form of positive frequency-dependence that is not seen under fixed-relative-preference rules. This positive frequency- dependence can be strongly destabilizing. Lande's (1981) criterion for the stability of the equilibria in quantitative-genetic models of sexual selection applies exactly and in general to the related family of simple population-genetic models. This offers some insight into the workings of these models and greatly simplifies their analysis. -Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022207416,SCOPUS_ID:0022207416,2-s2.0-0022207416,"Sibling species, call differences, and speciation in green lacewings ( Neuroptera: Chrysopidae: Chrysoperla).",Henry C.S.,Evolution,00143820,NA,39,5,965-984,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00441.x,64,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,0,FALSE,32,"Green lacewings of the morphologically homogeneous carnea-plorabunda-downesi group within the genus Chrysoperla produce unique, species-specific, substrate-borne songs during courtship and mating; both sexes sing, and partners must reciprocally exchange their acoustical signals before copulation will occur. Two widespread, sympatric North American representatives of this complex, the sibling species pair C. plorabunda and C. downesi, hybridize readily in the laboratory but not in nature. This species pair has been presented as exemplifying sympatric speciation by disruptive selection. It is shown from tape-playback and female-choice experiments that calls represent bona fide reproductive isolating mechanisms between the two species. Call analyses of F1, F2, F3 and backcross progeny of the 2 species confirm polygenic control of call expression, in which different alleles at each of several loci are fixed in each taxon. Sex linkage of traits is absent, but the various features of the calls are not completely independent of one another in their patterns of inheritance. These and other life-history data cast doubt on several major premises of the sympatric speciation hypothesis and suggest that call alteration might have triggered the speciation event giving rise to the siblings. A complex of cryptic 'song morphs' physically and ecologically identical to C. plorabunda and C. downesi, but singing different songs, exists in the mountains of western North America, while the Alps of central Europe harbor populations of C. carnea that have undergone call differentiation in an analogous but independent manner. Call divergence may in itself be driving the speciation process by greatly accelerating the rate at which full reproductive isolation between populations can be achieved. -from Author",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022207412,SCOPUS_ID:0022207412,2-s2.0-0022207412,Gene flow in cave arthropods: a qualitative and quantitative approach.,Caccone A.,Evolution,00143820,NA,39,6,1223-1235,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05688.x,47,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,33,"Slatkin's method (1981) for analyzing gene flow levels is applied to 11 species of cave arthropods. Patterns of gene flow are consistent with the dispersal abilities and the ecological requirements of each species. Troglobites in general have lower gene flow values than troglophiles or trogloxenes, but geology, vegetation profile, and geographic distance among populations are also important in determining gene flow levels. Gene flow patterns in Ptomaphagus hirtus, Neaphaenops t. tellkampfii and Hadenoecus subterraneus are compared. These species inhabit the same highly interconnected karst area in south-central Kentucky but differ in ecological requirements. Gene flow levels are more dependent upon the intrinsic characteristics of each species than upon the availability of routes for dispersal. Overall estimates of gene flow were coupled with a more detailed population-structure analysis in Speonomus delarouzeei, Hadenoecus cumberlandicus, H. subterraneus and Euhadenoecus puteanus. Results stress the need for this type of analysis for subdivided species, in which estimates of the average gene flow can produce misleading results. They also show how these types of measures are more relevant in describing historical patterns of gene exchange than in indicating current levels of gene flow. -from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022206472,SCOPUS_ID:0022206472,2-s2.0-0022206472,"The comparative demography of reciprocally sown populations of Phlox drummondii Hook. I. Survivorships, fecundities, and finite rates of increase.",Schmidt K.P.,Evolution,00143820,NA,39,2,396-404,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05676.x,52,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,34,Interpopulational variation was observed in all stages of the life cycle. Prereproductive survivorship ranged from 0-92%. Fecundity per plant ranged from 0-81 seeds. Finite rates of increased ranged from 0-34.1 yr-1. Populations with low values were growing in sites that received little rainfall or had insect or fungal infestation; those with high growth rates occurred in sites which received greater rainfall. The relative fitness of individuals from alien populations was compared to the local populations for all stages of the life cycle. The alien relative fitness for survivorship averaged 0.72. Average relative fitness of aliens for fecundity was 0.71 and that for finite rate of increase was 0.57. The life history parameters found in Phlox populations differ from one part of the range to another: aliens have lower relative fitnesses than individuals indigenous to the site. -from Authors,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022206390,SCOPUS_ID:0022206390,2-s2.0-0022206390,Temporal allozyme frequency changes in density fluctuating populations of willow grouse ( Lagopus lagopus L.).,Gyllensten U.,Evolution,00143820,NA,39,1,115-121,1985-01-01,1985,10.1111/j.1558-5646.1985.tb04084.x,22,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,0,FALSE,35,"The population density of willow grouse in N Scandinavia changes in synchrony with the cyclic density variations in populations of microtine rodents. Allozyme variation was studied at 23 loci in 640 willow grouse, representing 4 mainland and an island locality sampled during high and low population density. Average heterozygosity (H = 8.3%) and proportion of polymorphic loci (P = 26%) is not lower in willow grouse than in avian species with a more stable demography; the recurrent population density changes do not appear to affect drastically the long term effective population size, presumably because of extensive migration. Significant allele frequency differences were found both between populations and between different density phases. The genetic distance was, in approx 50% of the cases, larger between 2 consecutive time periods than between 2 localities in a certain year. Spatial and temporal allele frequency variation each represented approx 3% of the gene diversity. The temporal heterogeneity may be caused by nonrandom sampling of family groups, rather than drift of allele frequencies between generations due to small effective population size, as has been suggested for microtine species.-Author",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022206385,SCOPUS_ID:0022206385,2-s2.0-0022206385,Bird predation as a selective agent in a butterfly population.,Bowers M.D.,Evolution,00143820,NA,39,1,93-103,1985-01-01,1985,10.1111/j.1558-5646.1985.tb04082.x,34,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,1,TRUE,36,"In a population of the checkerspot butterfly Euphydryas chalcedona, the detached wings of 309 individuals that had been attached and eaten by birds were collected during a single flight season. During this period 296 live butterflies in this population were photographed. Birds are shown to have attacked slightly more females than males; and among males, which are extremely variable in the amount of red on the forewing, birds attacked the less red individuals.-from Authors",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022206198,SCOPUS_ID:0022206198,2-s2.0-0022206198,The influence of environmental variation on group and individual selection in a cress.,Goodnight C.J.,Evolution,00143820,NA,39,3,545-558,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00394.x,71,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,37,"An experimental study of group and individual selection for leaf area under different patterns of environmental variation is presented. This study, which uses the cress Arabidopsis thaliana, demonstrates that group selection can occur in plants.-from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022205962,SCOPUS_ID:0022205962,2-s2.0-0022205962,Localized adaptation of clones of the sea anemone Actinia tenebrosa.,Ayre D.J.,Evolution,00143820,NA,39,6,1250-1260,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05691.x,50,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,38,"Adult Actinia tenebrosa were reciprocally transplanted within and between colonies separated by 2 or 4 km. Results revealed powerful genetic and environmental effects on adult size and asexual fecundity and demonstrate that clones may be highly locally adapted. Local adults displayed significantly greater asexual fecundity than do adults transplanted from other colonies, although all groups showed similar survivorships. This provides the first demonstration of fine scale adaptation, in either terrestrial or marine environments, for a clonal species with large, panmictic sexually breeding populations. -from Author Dept. of Biology, Univ. of Wollongong, P.O.Box 1144, Wollongong, New South Wales 2500, Australia.",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022203728,SCOPUS_ID:0022203728,2-s2.0-0022203728,"Selection on bill characters in a population of Darwin's finches: Geospiza conirostris on Isla Genovesa, Galapagos.",Grant B.R.,Evolution,00143820,NA,39,3,523-532,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00392.x,57,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,39,"There was a tendency towards disruptive selection during dry conditions, arising from differential survival. In terms of longevity and breeding success of females, the direction of selection was to increase bill length. For males competing for territories, selection acted to increase bill depth and bill length. The effects of male-male interactions were separated from those of female choice. Male-male interactions selected for deep and long bills, whereas females chose their mates on the basis of a male's territory position and plumage coloration.-from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022203308,SCOPUS_ID:0022203308,2-s2.0-0022203308,On the evolution of handling time.,Juliano S.A.,Evolution,00143820,NA,39,1,212-215,1985-01-01,1985,10.1111/j.1558-5646.1985.tb04096.x,25,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,0,FALSE,40,"Predation rates of Toxorhynchites rutilus septentrionalis were assessed by Livdahl (1979) (see 80L/2980) on 2 populations of Aedes triseriatus: one population collected in sympatry with the predator, one population collected outside of the predator's geographic range. Using a linearization of the Holling disc equation (Type II functional response), Livdahl estimated the 2 parameters of the disc equation, the attack constant a and the handling time Th for each of the prey populations. He concluded that the attack constants did not differ, but that the handling times did differ significantly, with that for the sympatric prey population being larger. This note points out that Livdahl's conclusions are dependent upon the use of an inappropriate linearization, and that direct nonlinear fitting of the disc equation to Livdahl's data yields the opposite conclusion: values of Th do not differ, but values of a do differ significantly between the populations, with that for the allopatric prey population being larger. If there is an adaptation to predation in the sympatric population, it is a result of mechanisms different from those proposed by Livdahl.-from Authors",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022196880,SCOPUS_ID:0022196880,2-s2.0-0022196880,Rare alleles as indicators of gene flow.,Slatkin M.,Evolution,00143820,NA,39,1,53-65,1985-01-01,1985,10.1111/j.1558-5646.1985.tb04079.x,995,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,41,"A method for estimating the average level of gene flow in a subdivided population, as measured by the average number of migrants exchanged between local populations, Nm, is presented. Results from a computer simulation model show that the logarithm of Nm is approximately linearly related to the logarithm of the average frequency of private alleles in a sample of alleles from the population. This method was applied to data from 16 species, showing that estimated values of Nm range from >1 to<0.1.-from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022196822,SCOPUS_ID:0022196822,2-s2.0-0022196822,A developmental analysis of an evolutionary trend: digital reduction in amphibians.,Alberch P.,Evolution,00143820,NA,39,1,8-23,1985-01-01,1985,10.1111/j.1558-5646.1985.tb04076.x,240,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,42,"Integrates information from phylogeny, comparative ontogeny and experimental embryology to elucidate the mechanisms controlling evolutionary trends towards digital reduction and loss observed in amphibians. -from Authors",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022193516,SCOPUS_ID:0022193516,2-s2.0-0022193516,Genetic divergence and geographical speciation in Layia ( Compositae).,Warwick S.I.,Evolution,00143820,NA,39,6,1236-1241,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05689.x,20,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,43,"Electrophoretic variability was examined in 6 species of Layia native to California, and regarded as a classic example of geographic speciation, to test the hypothesis that the extent of divergence in structural genes coding enzymes is concordant with divergence in morphological characteritics, ecological traits, and reproductive isolation. Eleven enzymes specified by 17 loci were analyzed. Genetic identity values were consistent with those expected on the model that the species diverged gradually as they adapted to geographically separate habitats. Results provide an important contrast to the very high genetic identifies between species which originated rapidly from their progenitors. -from Authors",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022193515,SCOPUS_ID:0022193515,2-s2.0-0022193515,Associations between allozyme frequencies and soil characteristics in Gaillardia pulchella ( Compositae).,Heywood J.S.,Evolution,00143820,NA,39,5,1076-1086,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00448.x,30,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,44,"Examined allozyme frequency-soil associations in Gaillardia pulchella, an obligately outcrossed annual plant, by regressing the frequencies of 15 common allozymes representing 6 polymorphic enzyme loci on principal components from a set of 20 qualitative soil variables. Among the 26 populations representing the var. pulchella allozymes Adh-2f and Pgm-1c were significantly associated with a block of highly intercorrelated soil characteristics which serve to discriminate between soils derived from calcareous vs. non-calcareous rock types. This geographically complex pattern of allozyme frequency-soil covariation is not likely to be spurious and, thus, indicates the presence of adaptively differentiated soil races, or ecotypes. However, results are not sufficient to conclude that the allozyme frequency divergence between ecotypes was mediated by selection, either directly or through genetic hitchhiking. The pattern of allozyme frequency-soil covariation within var. pulchella was not found among the other taxonomic varieties. Patterns of genotype-environment covariation often may be recognizable only within geographically or environmentally restricted groups of populations because of the confounding influences of other environmental variables. -from Authors",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022193291,SCOPUS_ID:0022193291,2-s2.0-0022193291,Geographical patterns and population structure in periodical cicadas based on spatial analysis of allozyme frequencies.,Archie J.,Evolution,00143820,NA,39,6,1261-1274,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05692.x,17,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,0,FALSE,45,"There are 12 major broods, or year classes, of 17-year periodical cicadas and 3 major broods of 13-year cicadas. Each gene frequency surface exhibits marked spatial autocorrelation. Three major geographic areas of similarity are indicated by the data: the eastern seaboard, the Mississippi Valley, and the eastern edge of the Great Plains. When localities are adjusted for regional membership, the autocorrelation disappears. In biological terms, Magicicada broods are homogeneous breeding units. Geographically distinct localities within the same brood show little differentiation. Differentiation among populations within broods and among broods within regions exists but is less pronounced than the differentiation among geographic regions. For the particular enzymes examined, allozyme frequency differences appear to reflect the phylogenetic history of the broods rather than their environmental surroundings. -from Authors",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022192884,SCOPUS_ID:0022192884,2-s2.0-0022192884,Patterns of character divergence and the evolution of reproductive ecotypes of Dalechampia scandens ( Euphorbiaceae).,Armbruster W.S.,Evolution,00143820,NA,39,4,733-752,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00416.x,100,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,46,"The variation of 4 floral characters (resin-gland area, gland-stigma distance, gland-anther distance, and anther-stigma distance) was analyzed across 15 populations of Dalechampia scandens occurring sympatrically, in various combinations, with 5 other congeners. There are significant stitistical patterns of character divergence away from sympatric congeners for 3 of the floral characters. These characters, which appear to be under genetic control, may not vary independently; ie genetic control may be overlapping. The characters appear to be functionally related. The pattern of bidirectional divergence is consistent with the evolutionary scenario that selection against interspecific pollination has resulted in local ecotypic differentiation and character displacement in populations sympatric with ecologically similar congeners.-from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022192091,SCOPUS_ID:0022192091,2-s2.0-0022192091,Ethological divergence in allopatry and asymmetrical isolation in the South Pacific Aedes scutellaris subgroup.,McLain D.K.,Evolution,00143820,NA,39,5,998-1008,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00443.x,14,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,0,FALSE,47,"Ethological isolation among 8 species of mosquitoes in the Aedes scutellaris subgroup was investigated by offering females a simultaneous choice between males of their own species and males of another species. The degree of ethological isolation between these largely allopatric, island-dwelling mosquitoes was associated with time since the species had become geographically isolated by the fragmentation of the Outer Melanesian Arc 2-10 Mya. The degree of ethological isolation between species pairs was significantly correlated with the degree of genetic isolation based on other published studies of allozyme variation and percentage egg hatch from interspecific hybridizations, but ethological isolation was asymmetrical for some species pairs within the same island region. Asymmetrical isolation was especially prominent in Polynesia, where females of 2 older species discriminated against males of newer species, while females of the newer species failed to discriminate. -Authors",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022192067,SCOPUS_ID:0022192067,2-s2.0-0022192067,Parasite pressure and the evolution of amanitin tolerance in Drosophila.,Jaenike J.,Evolution,00143820,NA,39,6,1295-1301,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05695.x,55,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,48,"About half of the members of the Drosophila quinaria species-group are mycophagous. The mushroom-breeding species D. falleni, D. recens and D. phalerata are far more tolerant of the mushroom toxin alpha -amanitin than are D. quinaria, D. palustris and D. subpalustris, which breed in decaying water plants. The non-mycophagous species, however, are physiologically capable of larval development in mushrooms, showing that high levels of amanitin tolerance are not necessary for mycophagy. A primary selective advantage of amanitin tolerance among the mycophagous species is that it allows them to breed in mushrooms that are toxic to nematodes that infest Drosophila in other fungi and render them infertile. Parasitism, then, may be an important factor governing evolutionary patterns of resource utilization in these species. -Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022190810,SCOPUS_ID:0022190810,2-s2.0-0022190810,"Patterns of allozyme relationships compared with morphology, hybridization, and geological history in allopatric island- dwelling mosquitoes.",Pashley D.P.,Evolution,00143820,NA,39,5,985-997,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00442.x,16,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,1,TRUE,49,"In 14 closely-related species in the Aedes (Stegomyia) scutellaris subgroup, the phylogeny generated by electrophoretic data was generally in agreement with morphological classifications except that one morphologically distinct species pair (A. alcasidi, A. malayensis) showed only populational differentiation and several nearly identical morphological pairs in Polynesia (eg A. pseudoscutellaris and A. polynesiensis) were very distant genetically. A molecular clock, based on the ratio between genetic distance and divergence time (one unit of Nei's distance = 11 million years) inferred from a dated geologic event, was used to compare zoogeography, morphology, and biochemical relationships. Genetic distances between species from the Solomon Islands and the Vanuatu-Polynesia area correspond to an early Pliocene separation of these areas. An invasion of Micronesia occurred c5 Mya ago. Most remaining speciation occurred during the mid-Pliocene as islands moved into their present-day positions. The close relationship between SE Asian and Philippine species could have resulted from recent isolation in the Pleistocene. Interspecific hybridization potential was not significantly correlated with Nei's genetic distance. Many quite distantly related species readily hybridize, while some closely related pairs show only unidirectional compatibility. Slight interspecific morphological divergence and the independence of hybridization capabilities from phylogeny are not unexpected in a group in which species are allopatric and occupy similar habitats. -from Authors",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022190295,SCOPUS_ID:0022190295,2-s2.0-0022190295,Environmental and genetic determinants of plant size in Viola sororia.,Antlfinger A.E.,Evolution,00143820,NA,39,5,1053-1064,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00446.x,14,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,1,TRUE,50,"Survivorship and fecundity in the forest herb Viola sororia, are size-dependent. Analysis of quantitative variation showed: 1) significant differences between light treatments for characters related to plant shape and relative growth rate; 2) significant among-genet variation for plant size, plant shape and relative growth rate but none for physiological characters; and 3) a size threshold for cleistogamous seed production and rhizome production. Heritability estimates for the characters associated with plant size and shape ranged from 0.09--0.39, indicating significant genetic determination for these traits. Also, among-genet differences in relative growth rate were substantial. Size variation found in natural populations is thus not solely a function of environmental heterogeneity but is significantly influenced by the genotypes composing the populations.-from Authors",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022190148,SCOPUS_ID:0022190148,2-s2.0-0022190148,Hutchinsonian ratios and log-normal distributions.,Boecklen W.J.,Evolution,00143820,NA,39,3,695-698,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00406.x,12,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,0,FALSE,51,"Discusses Simberloff and Boecklen's statistical tests for constancy of size ratios and for large minimum size ratios in species assemblages, and determines their accuracy. -after Authors",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022190122,SCOPUS_ID:0022190122,2-s2.0-0022190122,Intrapopulational variation in pollen-mediated gene flow in Plantago lanceolata L.,Tonsor S.J.,Evolution,00143820,NA,39,4,775-782,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00419.x,17,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,52,"About 5% of the total variation in gene flow distance was attributable to variation among genotypes. Most of the remaining variation was attributable to differences between the early part of the growing season, when most of the flowering occurs, and the remainder of the season, when flowering is sparse. The rankings of the genotypes' gene flow distances showed significant concordance between the early-season measures and measures from later in the summer. There was no correlation between average inflorescence height for a plant and average gene flow distance. For analysis of pollen characteristics suspected as causal factors of variation in gene flow distance, variation in gene flow distance was divided into 2 components: that due to environmental (seasonal) differences, and that due to the differences among genotypes within runs. Variation in both the buoyant properties of the pollen grains and their adhesiveness was significantly partially correlated with environmental variation in gene flow distance, while only the buoyant properties of the pollen grains were significantly partially correlated with among-genotype variation in gene flow distances.-from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022189933,SCOPUS_ID:0022189933,2-s2.0-0022189933,Genotype-environment interaction and the evolution of phenotypic plasticity.,Via S.,Evolution,00143820,NA,39,3,505-522,1985-01-01,1985,10.1111/j.1558-5646.1985.tb00391.x,1426,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,53,"Evolutionary trajectories under hard and soft selection can differ: in hard selection, the environments with the highest initial mean fitness contribute most individuals to the mating pool. In both hard and soft selection, evolution toward the optimum in a rare environment is much slower than it is in a common one. A subdivided population model reveals that migration restriction can facilitate local adaptation. However, unless there is no migration or one of the special cases discussed for panmictic populations holds, no geographical variation in the norm of reaction will be maintained at equilibrium. Implications of these results for the interpretation of spatial patterns of phenotypic variation in natural populations are discussed. -from Authors Dept. of Biol., Iowa Univ., Iowa City, IA 52242, USA.",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022185754,SCOPUS_ID:0022185754,2-s2.0-0022185754,Female-biased sex ratios: individual or group selection?,Nunney L.,Evolution,00143820,NA,39,2,349-361,1985-01-01,1985,10.1111/j.1558-5646.1985.tb05672.x,57,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,54,"The evolution of biased sex ratios in a randomly structured population stems from individual selection acting through local parental control (LPC) of the sex ratio and hence of the mating success of the sons and/or daughters. As a general rule, the sex ratio is biased away from the sex whose fitness is most affected by changes in the local sex ratio. This is the sex whose fitness is subject to the most effective parental control. The bias acts to increase the fitness of the rarer, controlled sex and to increase parental productivity. In the specific case of the evolution of the female-biased Hamiltonian ratios, LPC can affect the mating success of sons but has no effect on the success of daughters. It is argued that group selection can only promote the spread of a genotype through the maintenance of a positive association of individuals of that genotype. The importance of positive association is well established in the special case of kin selection. Given such a definition, group selection plays no part in the evolution of the Hamiltonian sex ratios, although it is possible to conceive of circumstances under which group selection could favor an even more extreme sex ratio bias. In general, such circumstances involve kin selection. -from Author",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022183512,SCOPUS_ID:0022183512,2-s2.0-0022183512,Stability of the northern flicker hybrid zone in historical times: implications for adaptive speciation theory.,Moore W.S.,Evolution,00143820,NA,39,1,135-151,1985-01-01,1985,10.1111/j.1558-5646.1985.tb04086.x,78,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,55,"The hybrid zone between red- and yellow-shafted flickers Colaptes auratus has been stable on the US Great Plains in historical times. Adaptive speciation theory predicts that the hybrid zone should either become broader or narrower as a result of introgressive hybridization or reinforcement of premating isolating mechanisms. Neither of these predictions was borne out. Despite 10 000-13 000 years of hybridization, mating between subspecies remains indiscriminate. Data are also inconsistent with a dynamic-equilibrium hypothesis wherein narrow hybrid zones are maintained by hybrid unfitness. By elimination, data are consistent with a bounded hybrid superiority theory of a hybrid zone.-from Authors",all,All Open Access
