@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-sponsor,fund-acr
true,https://api.elsevier.com/content/abstract/scopus_id/0038727335,SCOPUS_ID:0038727335,2-s2.0-0038727335,Diversity effects on production in different light and fertility environments: An experiment with communities of annual plants,Fridley J.,Journal of Ecology,00220477,91,3,396-406,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00775.x,"1. Small-scale plant species richness may enhance local production if the local environment promotes resource partitioning (a form of complementarity) or causes some species to perform better next to interspecific neighbours (facilitation) than when grown in monoculture. Little is known, however, about how species richness and environmental factors such as soil fertility and light levels interact to affect ecosystem production. 2. To determine whether some environments promote a positive richness-production relationship, I performed an experiment using artificial plant communities, selected from a pool of six annuals and one perennial species, with different levels of species richness and composition. Each community was grown in either high or low soil fertility and either full sun or 50% shade. 3. Higher species richness significantly enhanced above-ground production. This effect did not depend on environmental treatment due to consistent sampling effects for a particularly productive and competitive species. However, overyielding, which measures the combined effect of complementarity and facilitation, did depend on environmental conditions and was enhanced by increased soil fertility in plots in full sunlight. 4. Relative yield analyses of species of different height and growth form, coupled with data on the performance of each species in monoculture, support the hypothesis that mixtures overyielded by means of light partitioning (rather than facilitation), an effect that was precluded under shaded conditions. 5. The results therefore suggest that higher annual plant species richness may enhance production when environmental conditions allow for resource partitioning.",113,Journal,ar,Article,100,1,1,Complementarity | Facilitation | Light partitioning | Overyielding | Sampling effect,29602,undefined,1,TRUE,all,All Open Access,50,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038727283,SCOPUS_ID:0038727283,2-s2.0-0038727283,Dispersal and gene flow of Populus nigra (Salicaceae) along a dynamic river system,Imbert E.,Journal of Ecology,00220477,91,3,447-456,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00772.x,"1. We used genetic markers to study gene flow of the riparian pioneer tree species Populus nigra along the Drôme river (France). This dioecious species is supposed to have more efficient dispersal mechanisms for pollen (wind) and seeds (wind and water) than other trees. 2. Seedlings belonging to the same reproduction/migration event were sampled in 22 riparian forest fragments along the river and their genetic diversity assessed through six nuclear microsatellites. 3. We found a high level of diversity and significant differentiation among populations. The significant isolation by distance allowed us to reject the infinite island model of migration. 4. Gene flow parameters were higher in the upper, mountainous part than in the alluvial plain downstream. There was no accumulation of diversity downstream, indicating migration rates were symmetrical upstream and downstream. This was confirmed by computing individual migration parameters between adjacent populations. 5. The results are discussed with regard to the dispersalmechanisms of seeds and pollen. The discrepancy between potential gene flow and effective gene flow is interpreted as an effect of fragmentation, due to the alteration of the natural dynamics of the riparian ecosystem rather than to physical barriers.",127,Journal,ar,Article,100,2,2,Effective gene flow | European black poplar | Isolation by distance | Microsatellite | Riparian ecosystem,29602,undefined,1,TRUE,all,All Open Access,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038390129,SCOPUS_ID:0038390129,2-s2.0-0038390129,Resprouting of the Mediterranean-type shrub Erica australis with modified lignotuber carbohydrate content,Cruz A.,Journal of Ecology,00220477,91,3,348-356,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00770.x,"1. The vigour of plant resprouting after fire may be driven by the amount of stored non-structural carbohydrates (NC). However, the extent to which NC reserves limit this response in woody plants has not been established. 2. This study analyses the effects of modifying NC concentrations in the lignotuberous Mediterranean-type shrub Erica australis, on resprouting after experimental burning. A factorial experiment with two treatments (shade and burn) was carried out, with three levels per treatment. Plants were shaded (exposure to 100%, 50% or 20% of incident radiation for 1 year), following which they were clipped (control, no fire), or clipped and burned at one of two levels of severity. After this, they were allowed to resprout and grow for 2 years. 3. Shading modified NC concentrations in the lignotuber, but not in the roots. Two years after burning, plants subjected to the greatest shading, which reduced their NC concentrations to 44% (sum of NC) or 19% (starch) of that of control plants, had suffered higher mortality after resprouting, had a significantly lower number of resprouts, of shorter length, and had produced lower biomass per plant than less shaded or unshaded plants. However, plants subjected to intermediate shade, which suffered a reduction in NC concentrations to 70% of that of control plants, did not differ in resprouting response from control plants. 4. Burning caused more direct mortality, and a severe reduction in both number or biomass of resprouts, than just clipping. There were no significant shade x burning interaction effects. 5. While reductions in NC may limit resprouting, such limitation may only occur when NC is reduced to much lower concentrations than caused by commonly experienced conditions. The role of NC reserves in limiting resprouting of lignotuberous, woody plants such as E. australis might therefore not be as important as is commonly assumed.",56,Journal,ar,Article,100,3,3,Dormant buds | Fire severity | Mediterranean ecosystems | Plant reserves | Plant vigour | Starch reserves,29602,undefined,1,TRUE,all,All Open Access,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038390091,SCOPUS_ID:0038390091,2-s2.0-0038390091,Forecasting plant migration rates: Managing uncertainty for risk assessment,Higgins S.I.,Journal of Ecology,00220477,91,3,341-347,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00781.x,"1. Anthropogenic changes in the global climate are shifting the potential ranges of many plant species. 2. Changing climates will allow some species the opportunity to expand their range, others may experience a contraction in their potential range, while the current and future ranges of some species may not overlap. Our capacity to generalize about the threat these range shifts pose to plant diversity is limited by many sources of uncertainty. 3. In this paper we summarize sources of uncertainty for migration forecasts and suggest a research protocol for making forecasts in the context of uncertainty.",138,Journal,re,Review,100,9,9,Climate change | Long-distance dispersal | Range shift | Seed dispersal | Spread rate,29602,undefined,1,TRUE,all,All Open Access,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038389133,SCOPUS_ID:0038389133,2-s2.0-0038389133,Root competition can cause a decline in diversity with increased productivity,Rajaniemi T.K.,Journal of Ecology,00220477,91,3,407-416,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00768.x,"1. Plant community theory often invokes competition to explain why species diversity declines as productivity increases. Competition for all resources might become more intense and lead to greater competitive exclusion or, alternatively, competition for light only could become more intense and exclude poor light competitors. 2. To test these hypotheses, we constructed communities of seven old-field species using combined monocultures. Constructs experienced no interspecific competition, only shoot competition or only root competition, with and without fertilizer. Diversity in these limited interaction communities was compared to diversity in unfertilized and fertilized mixtures of the seven species. 3. Diversity decreased with fertilization in mixtures and in communities with only root competition. Shoot competition had small effects on the community and did not contribute to changes in diversity with fertilization. 4. Root competition may strongly impact plant community structure in unproductive communities where light never becomes limiting, or under non-equilibrium conditions following human disturbances.",89,Journal,ar,Article,100,3,3,Combined monocultures design | Community structure | Fertilization | Null community | Old field,29602,undefined,0,FALSE,all,All Open Access,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038389094,SCOPUS_ID:0038389094,2-s2.0-0038389094,Comparative growth analysis of tropical forest and savanna woody plants using phylogenetically independent contrasts,Hoffmann W.,Journal of Ecology,00220477,91,3,475-484,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00777.x,"1. The savanna-forest boundary in the tropics is marked by a discontinuity not only in tree density, but also in species composition, with few tree species regularly occurring in both savanna and forest environments. 2. We performed comparative growth analysis for nine congeneric pairs, each containing one savanna species and one forest species, grown in a factorial design involving two light and two nutrient levels. 3. Contrary to predictions, there was no difference in relative growth rates (RGR) between savanna and forest species. However, there were clear differences in allocation patterns and in phenotypic responses to light intensity. Savanna species allocated more biomass to roots and maintained lower leaf area per unit plant mass (LAR), and lower leaf area per unit leaf mass (SLA). 4. Savanna species also exhibited greater phenotypic plasticity in specific leaf area, leaf area ratio and net assimilation rate in response to light intensity. An increase in LAR in response to shading of savanna species offset a decrease in net assimilation rate per unit leaf area (NAR), such that RGR was largely unaffected. 5. For most plant traits measured, more of the interspecific variation could be attributed to differences among genera than to differences between the two functional types, indicating that these seedling traits are highly conserved within the congeneric species pairs. Many of these traits were correlated to seed mass, which is itself highly conserved within genera.",185,Journal,ar,Article,100,2,2,Allocation | Functional type | Light | Plasticity | Relative growth rate,29602,undefined,1,TRUE,all,All Open Access,55,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038389068,SCOPUS_ID:0038389068,2-s2.0-0038389068,Taxus baccata L.,Thomas P.A.,Journal of Ecology,00220477,91,3,489-524,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00783.x,NA,199,Journal,re,Review,100,2,2,NA,29602,undefined,1,TRUE,all,All Open Access,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038051821,SCOPUS_ID:0038051821,2-s2.0-0038051821,Plasticity of growth characteristics in wild barley (Hordeum spontaneum) in response to nutrient limitation,Elberse I.A.M.,Journal of Ecology,00220477,91,3,371-382,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00776.x,"1. The genetic basis of phenotypic plasticity in relative growth rate (RGR) and its components was studied in Hordeum spontaneum (wild barley). Four accessions from each of nine natural populations from Israel and Iran were grown at four nutrient levels. Genetic variation in RGR and its components, differences in phenotypic plasticity, and interactions among growth and relevant morphological characteristics were studied. 2. RGR was reduced by up to 60% at decreased nutrient levels, with contributions from all components (net assimilation rate (NAR), leaf area ratio (LAR), specific leaf area (SLA) and leaf mass fraction (LMF)). NAR and LAR (due mainly to LMF) were both reduced by 35% at the lowest nutrient level. 3. For growth-related traits, most genetic variation was found in LMF and LAR. Differences in RGR among populations could be largely explained by smaller seeds resulting in faster growing plants. Although mean population seed weight correlated negatively with humidity at the sampling site, multivariate analyses showed that differences in growth and morphology among populations were not significantly correlated with differences in environmental conditions in their natural habitats. 4. The level of plasticity in RGR did not differ among populations or accessions-within-populations. By contrast, the RGR components LMF and LAR differed in plasticity, both among populations and among accessions-within-populations. RGR seems to be buffered from changes in plasticity by a trade-off in degree of plasticity between the underlying components (NAR and LAR). 5. Path analysis based on accession means showed that some of the interrelationships among RGR components changed with nutrient level. NAR had the highest influence on RGR. LMF was the connecting factor among morphological and growth traits. At the two lowest nutrient levels trade-offs appeared between LAR (mainly via LMF) and NAR. A trade-off between LMF and SLA appeared at the two intermediate nutrient levels.",50,Journal,ar,Article,100,3,3,Genetic variation | Growth analysis | RGR | Seed weight,29602,undefined,0,FALSE,NA,NA,57,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038051804,SCOPUS_ID:0038051804,2-s2.0-0038051804,Spatial ecology of a small desert shrub on adjacent geological substrates,Schenk H.,Journal of Ecology,00220477,91,3,383-395,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00782.x,"1. Spatial pattern analyses were used to generate hypotheses about the processes that shape the structure of a plant community in the Mojave Desert of North America, with a focus on the semi-shrub Ambrosia dumosa. We analysed spatial distributions and sizes of this species relative to other semi-shrubs, shrubs and annuals, and the relationships between spatial patterns and abiotic and biotic habitat characteristics. 2. The analyses were based on maps of sample plots placed along a transect spanning two adjacent geological substrates: aeolian sand and gravelly, sandy to loamy alluvium. Of these two substrates, sand supported higher total biomasses of Ambrosia and of all woody perennials, while alluvium supported on average higher biomasses of winter annuals. 3. Annuals and seedlings of Ambrosia were much more strongly aggregated with Ambrosia canopies on sand than on alluvium, suggesting that these small plants were more strongly facilitated by Ambrosia on sand than on alluvium. 4. Ambrosia semi-shrubs were spatially segregated on sand but aggregated on alluvium, and the degree of segregation on sand increased with the total above-ground biomass of Ambrosia per unit area, indicating that negative interactions between Ambrosia plants were stronger in more productive habitats. Canopy sizes of Ambrosia in all mapped plots increased with distance to the nearest conspecific neighbour, which suggests that neighbour interactions negatively affected plant sizes. 5. Ambrosia plants on sand were spatially aggregated with Acamptopappus sphaerocephalus semi-shrubs, suggesting that at least one of these species may benefit from the association. Ambrosia plants were spatially segregated from Larrea tridentata shrubs on both substrates, possibly due to negative effects of Larrea roots on Ambrosia roots reported in previous studies. 6. Subtle differences in substrate characteristics were correlated with strong differences in the spatial distribution of Ambrosia plants relative to their neighbours, which suggests that edaphic conditions may affect the spatial structure of the community by modifying complex positive and negative interactions between neighbouring plants.",83,Journal,ar,Article,100,4,4,Ambrosia dumosa | Desert annuals | Habitat quality | Positive and negative plant interactions | Replicated maps | Scale-dependent spatial patterns | Soil texture,29602,undefined,1,TRUE,all,All Open Access,58,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038050747,SCOPUS_ID:0038050747,2-s2.0-0038050747,Transition probabilities from pollination to establishment in a rare dioecious shrub species (Rhamnus ludovici-salvatoris) in two habitats,Traveset A.,Journal of Ecology,00220477,91,3,427-437,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00780.x,"1. We elucidated the critical life stages and processes in the recruitment of Rhamnus ludovici-salvatoris, a dioecious shrub endemic to the Balearic Islands (western Mediterranean), populations of which have been shrinking in recent decades. We evaluated transition probabilities between all stages involved in regeneration from pollination to seedling recruitment, in order to determine the overall probability of an ovule in a flower becoming an established individual in a population. 2. We compared populations in an oak (Quercus ilex) forest and in a more disturbed habitat (an abandoned field). We studied seed rain and probabilities of predation, germination and survival in the main microhabitats within each community. 3. High levels of seed predation after dispersal and unfavourable conditions (water deficit) during germination and recruitment periods were the most critical factors limiting population growth in both habitats. 4. The greater fecundity of shrubs in the abandoned field did not compensate for the lower probability of ovules recruiting new individuals in that habitat compared to the forest. 5. Spatial patterns of recruitment in this species cannot be predicted from seed dispersal patterns produced by frugivorous birds. In both habitats, but especially in the forest, there was strong spatial discordance between seed rain (most seeds were deposited under conspecifics) and seedling establishment. In the forest, most established Rhamnus are found under oaks, whereas in the abandoned field, saplings and juveniles are more equally distributed across different microhabitats. 6. This empirical study supports the idea that habitat disturbance, in general, may considerably alter the patterns of plant recruitment. For endemic species with restricted and rather small populations, the loss of natural habitat is likely to be detrimental for species' persistence, as recruitment in disturbed sites is greatly reduced.",91,Journal,ar,Article,100,4,4,Balearic Islands | Disturbance | Mediterranean habitats | Population recruitment | Seed and seedling survival | Seed dispersal by birds | Spatial variation,29602,undefined,1,TRUE,all,All Open Access,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038050738,SCOPUS_ID:0038050738,2-s2.0-0038050738,"Microhabitat dependent responses to resource pulses in the aridland perennial, Cryptantha flava",Peek M.,Journal of Ecology,00220477,91,3,457-466,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00778.x,"1. A 3-year field study examined the physiological and demographic consequences of resource pulse use by an herbaceous, aridland perennial, Cryptantha flava, as well as potential competitive and facilitative interactions with larger shrubs. 2. We applied a pulse of urea and faecal pellets, simulating Mule deer excretions, to plants growing between and under Sagebrush and Rabbitbrush canopies. 3. We hypothesized that C. flava would show strong positive responses to N pulses in open microhabitats, and such plants had approximately 50% increases in leaf N concentrations within days of pulse application, accompanied by increased photosynthetic rates. Over the next year, higher rates of growth and reproduction were found in the plants receiving supplemental N. 4. We predicted that due to shading, plants would not respond to N pulses when growing under shrubs but supplemental N caused increases in leaf N similar to that in open growing plants. However, the response of both growth and reproduction was less than in the open, suggesting at least partial light limitation. 5. In 2000, a year of below average precipitation, all plants decreased in size, but survival was facilitated under shrubs (93%) relative to that of open plants (84%). 6. In the open, there was a trade-off between rapid growth in favourable years and survival in dry years. Supplemental N in years of average precipitation increased RGR from 0.42 to 1.16 rosettes rosette-1 year-1, but reduced from -0.02 to -0.2 in dry years. 7 Plant performance in aridlands thus results from complex interactions between microhabitat, nutrient pulses and yearly precipitation patterns.",25,Journal,ar,Article,100,2,2,Competition | Drought | Facilitation | Nitrogen pulses | Trade-offs,29602,undefined,1,TRUE,all,All Open Access,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037714011,SCOPUS_ID:0037714011,2-s2.0-0037714011,Stimulated growth of Betula pubescens and Molinia caerulea on ombrotrophic bogs: Role of high levels of atmospheric nitrogen deposition,Tomassen H.,Journal of Ecology,00220477,91,3,357-370,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00771.x,"1. In order to test whether the observed invasion of ombrotrophic bogs in the Netherlands by Molinia caerulea and Betula pubescens is the result of long-term high nitrogen (N) loads, we conducted a 3-year fertilization experiment with Sphagnum fallax turfs. Six different N treatments were applied ranging from 0 (control) to 4 g N m-2 year-1. 2. During the experimental period, ammonium concentrations in the peat moisture remained very low due to high uptake rates by Sphagnum. Tissue N concentrations in S. fallax showed a linear response to the experimental N addition. Excess N was accumulated as N-rich free amino acids such as arginine, asparagine and glutamine, especially at N addition rates of 0.25 g m-2 year-1 or higher, indicating N-saturation. 3. Despite the high tissue N: P ratio (above 35), above-ground biomass production by Molinia was still stimulated at N addition rates of 4 g m-2 year-1, and foliar nutrient concentrations were unaffected compared to the control. In contrast to Molinia, Betula was unable to increase its above-ground biomass. Foliar N concentrations in Betula were significantly higher at N addition rates of 4 g m-2 year-1 and excess N was stored in foliar arginine, making up 27% of the total N concentration. Evapotranspiration was increased at higher N addition rates due to stimulated total above-ground biomass production of the vegetation. 4. N addition at the actual Dutch deposition rate of 4 g m-2 year-1 stimulated the growth of Molinia in this experiment, providing evidence that the observed dominance of Molinia on ombrotrophic bogs in the Netherlands is caused by high N deposition levels. Based on the observed changes in biomass production and tissue nutrient concentrations, we assume that a long-term deposition of 0.5 g N m-2 year-1, or higher, leads to undesirable changes in species composition and increased risk of desiccation.",121,Journal,ar,Article,100,4,4,Betula pubescens | Molinia caerulea | Nitrogen deposition | Ombrotrophic bog | Sphagnum fallax,29602,undefined,0,FALSE,NA,NA,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037713004,SCOPUS_ID:0037713004,2-s2.0-0037713004,Effects of mineral and nutrient input on mire bio-geochemistry in two geographical regions,Bragazza L.,Journal of Ecology,00220477,91,3,417-426,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00773.x,"1. We assessed the role of climatic conditions and the effects of different, long-term atmospheric depositions in controlling the mineral and nutrient contents in pore-water, surface peat and in living Sphagna at a boreo-nemoral mire in Sweden and an alpine mire in Italy. 2. The terrestrial contribution of Ca2+, Mg2+ and SO42- in bulk precipitation was much greater at the Italian mire, in accordance with the different bedrock in the region and the higher level of atmospheric pollution. 3. At both mires, the contribution of bulk precipitation to the concentration of major ions in mire pore-water was much greater in the ombrotrophic than in the minerotrophic part, because of the raised morphology of the mires, which limited the inflow of mineral soil water to the margins. The only ions strongly depleted in mire pore-water compared with precipitation were K+, NO3- and NH4+ and these were therefore limiting to plant growth. 4. Higher SO42- concentration in pore-water at the Swedish mire, which experienced lower atmospheric inputs of sulphate, was probably caused by oxidative processes during a long dry period in the summer before sampling. 5. Higher rates of NO3-, NH4+, as well as SO42- atmospheric inputs at the Italian mire were reflected in significantly higher N and, partly, S concentrations in ombrotrophic Sphagna. Higher NO3- concentration in pore-water at the Italian mire was associated with a lower N retention coefficient of the ombrotrophic Sphagnum plants, suggesting a reduced nitrogen filtering ability of the moss layer.",33,Journal,ar,Article,100,3,3,Nitrogen | Peat chemistry | Precipitation chemistry | Sphagnum | Sulphate | Water chemistry,29602,undefined,1,TRUE,all,All Open Access,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037712957,SCOPUS_ID:0037712957,2-s2.0-0037712957,High hybrid fitness at seed and seedling life history stages in Louisiana irises,Johnston J.A.,Journal of Ecology,00220477,91,3,438-446,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00774.x,"1. Relative fitness of hybrid genotypes will determine the role that hybrids can play in the evolution of a plant species complex. To realistically evaluate hybrid fitness and how environmental variation affects fitness in a long-lived species, all life stages must be considered. 2. We evaluated germination, seedling survival and growth of two Louisiana iris species and their early generation hybrids in several experimental environments created by manipulating light and water levels. 3. Species and hybrids all required similar moist conditions for germination. The proportion of germinated seeds was highest in shade and seedling survival highest in sun. 4. Iris brevicaulis exhibited the lowest germination and seedling survival overall, yet those individuals that survived grew vigorously. Iris fulva had high levels of germination and seedling survival, but yielded the smallest plants at the end of one season of growth. 5. Germination rates, seedling survival and seedling growth of hybrids equalled or exceeded one or both parent species, indicating that hybrids in this system have high relative fitness at seed and seedling stages in several environmental conditions. 6. We conclude that Iris fulva and I. brevicaulis share a common regeneration niche and similar early stage relative fitness with their hybrids. Thus, environment-dependent fitness in this system is due primarily to selection at adult stages.",29,Journal,ar,Article,100,3,3,Environment-dependent selection | Germination | Hybrid zone | Hybridization | Seedling survival,29602,undefined,1,TRUE,all,All Open Access,63,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037712954,SCOPUS_ID:0037712954,2-s2.0-0037712954,Drought in a Bornean everwet rain forest,Potts M.,Journal of Ecology,00220477,91,3,467-474,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00779.x,"1. In 1998, the forests of Lambir Hills National Park experienced a severe drought. Between late January and mid-April, less than one-fifth of the normal expected rainfall was received. To investigate the effects of the drought, survival among 6993 trees (≥ 1 cm d.b.h.) in the drought period (1997-98) was compared with survival among 7270 trees in the same area before the drought (1993-97). 2. Mortality rates for the pre-drought and drought periods were calculated using maximum likelihood techniques. Forest wide mortality rates during the drought were 7.63% year-1 as compared to 2.40% year-1 during the pre-drought period. Logistic regression was used to investigate habitat effects. During the pre-drought period, soil type was the most important predictor of tree survival, while during the drought period, slope was the most important. 3. The mortality rate of large (≥ 10 cm d.b.h.) rare trees (< 2 individuals ≥ 1 cm d.b.h. ha-1) did not differ between pre-drought and drought periods, while that of large common trees (> 35 individuals ≥ 1 cm d.b.h. ha-1) increased 6.5 fold in response to the drought suggesting a possible compensatory mechanism maintaining the persistence of rare species. Mortality of large common and rare species however, did not differ significantly during the drought due to small sample sizes. 4. The results of a comparative analysis of the impacts of droughtsin four tropical forest sites provide evidence in support of the Intermediate Disturbance hypothesis.",100,Journal,ar,Article,100,1,1,Compensatory mechanisms | Diversity | Drought | Intermediate Disturbance hypothesis | Rain forest,29602,undefined,1,TRUE,all,All Open Access,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037712953,SCOPUS_ID:0037712953,2-s2.0-0037712953,Probing the primacy of the patch: What makes a metapopulation?,Pannell J.,Journal of Ecology,00220477,91,3,485-488,2003-06-01,June 2003,10.1046/j.1365-2745.2003.00784.x,NA,27,Journal,re,Review,100,2,2,NA,29602,undefined,0,FALSE,NA,NA,65,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0242584404,SCOPUS_ID:0242584404,2-s2.0-0242584404,Effects of life-state on detectability in a demographic study of the terrestrial orchid Cleistes bifaria,Kéry M.,Journal of Ecology,00220477,91,2,265-273,2003-04-01,April 2003,10.1046/j.1365-2745.2003.00759.x,"1. Most plant demographic studies follow marked individuals in permanent plots. Plots tend to be small, so detectability is assumed to be one for every individual. However, detectability could be affected by factors such as plant traits, time, space, observer, previous detection, biotic interactions, and especially by life-state. 2. We used a double-observer survey and closed population capture-recapture modelling to estimate state-specific detectability of the orchid Cleistes bifaria in a long-term study plot of 41.2 m2. Based on AICc model selection, detectability was different for each life-state and for tagged vs. previously untagged plants. There were no differences in detectability between the two observers. 3. Detectability estimates (SE) for one-leaf vegetative, two-leaf vegetative, and flowering/fruiting states correlated with mean size of these states and were 0.76 (0.05), 0.92 (0.06), and 1 (0.00), respectively, for previously tagged plants, and 0.84 (0.08), 0.75 (0.22), and 0 (0.00), respectively, for previously untagged plants. (We had insufficient data to obtain a satisfactory estimate of previously untagged flowering plants). 4. Our estimates are for a medium-sized plant in a small and intensively surveyed plot. It is possible that detectability is even lower for larger plots and smaller plants or smaller life-states (e.g. seedlings) and that detectabilities < I are widespread in plant demographic studies. 5. State-dependent detectabilities are especially worrying since they will lead to a size- or state-biased sample from the study plot. Failure to incorporate detectability into demographic estimation methods introduces a bias into most estimates of population parameters such as fecundity, recruitment, mortality, and transition rates between life-states. We illustrate this by a simple example using a matrix model, where a hypothetical population was stable but, due to imperfect detection, wrongly projected to be declining at a rate of 8% per year. 6. Almost all plant demographic studies are based on models for discrete states. State and size are important predictors both for demographic rates and detectability. We suggest that even in studies based on small plots, state- or size-specific detectability should be estimated at least at some point to avoid biased inference about the dynamics of the population sampled.",68,Journal,ar,Article,100,2,2,Capture-recapture models | Closed population models | Plant census | Plant demography,29602,undefined,1,TRUE,all,All Open Access,66,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037394579,SCOPUS_ID:0037394579,2-s2.0-0037394579,Ecological aspects of seed desiccation sensitivity,Tweddle J.,Journal of Ecology,00220477,91,2,294-304,2003-04-01,April 2003,10.1046/j.1365-2745.2003.00760.x,"1. The ability of seeds to survive desiccation is an important functional trait and is an integral part of plant regeneration ecology. Despite this, the topic has received relatively little attention from ecologists. In this study, we examine the relationships between seed desiccation tolerance and two important aspects of plant regeneration ecology: habitat and dormancy. This is done by comparative analysis of a data set of 886 tree and shrub species from 93 families. 2. The proportion of species displaying desiccation sensitive seeds declines as the habitat becomes drier, and possibly also cooler, although the latter observation requires cautious interpretation. Desiccation sensitivity is most common in moist, relatively aseasonal vegetation zones, but is infrequent in, though not absent from arid and highly seasonal habitats. 3. The highest frequency of desiccation sensitivity occurs in non-pioneer evergreen rain forest trees, although 48% of the species examined have desiccation tolerant seeds. In contrast, all pioneer taxa within the data set have drying tolerant seeds. 4. Desiccation sensitivity is more frequent in seeds that are non-dormant on shedding (c. 31%), than dormant (c. 9%). Highest frequencies of drying tolerance occur in seeds with physical or combinational dormancy, at 99% and 100%, respectively. 5. Although there is an association between non-dormancy and desiccation sensitivity in both tropical and temperate zones, the relationship does not appear to be causal. 6. Working from the hypothesis that seed desiccation sensitivity represents a derived state in extant species, we use the results to investigate and discuss possible ecological trade-offs and associated fitness advantages. These may explain the hypothesized repeated loss of this trait. The frequent association between large seed size and desiccation sensitivity is also considered.",272,Journal,ar,Article,100,4,4,Dormancy | Habitat | Regeneration ecology | Seed | Seed desiccation sensitivity | Seed desiccation tolerance,29602,undefined,1,TRUE,all,All Open Access,67,NA,NA
