@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,authkeywords,fund-sponsor,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0030763202,SCOPUS_ID:0030763202,2-s2.0-0030763202,Species abundance patterns: The problem of testing stochastic models,Bersier L.F.,Journal of Animal Ecology,00218790,66,5,769-774,1997-01-01,September 1997,29,Journal,re,Review,100,2,2,29544,undefined,0,FALSE,31,10.2307/5927,"1. Tokeshi (1990) proposed a goodness-of-fit test to distinguish among a general class of stochastic species abundance models using field data. This test is a good first step, but it is impaired by some shortcomings: there is no adjustment for the number of species (the rejection rate increases with the number of species in a data set); the variance of the generated abundance distributions are not taken into account (data sets with higher variance than a model are not rejected). 2. We propose an alternative Monte Carlo test that overcome these problems. This is a versatile test that can be used with any stochastic model generating distributions.",Community structure | Goodness-of-fit test | Monte Carlo methods | Species diversity,NA,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0030762208,SCOPUS_ID:0030762208,2-s2.0-0030762208,Spatial regulation and population growth in the wood mouse Apodemus sylvaticus: Experimental manipulations of males and females in natural populations,Montgomery W.,Journal of Animal Ecology,00218790,66,5,755-768,1997-01-01,September 1997,26,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,32,10.2307/5926,"1. The role of male and female Apodemus sylvaticus (L.) in population regulation was investigated by their removal in two independent, replicated, field experiments, carried out in mixed woodland during the breeding season. 2. The removal of adult male A. sylvaticus during the breeding season resulted in a decline in male numbers but an increase in the number of adult females in manipulated areas. The effect of treatment was influenced by density at the start of the experiment. During the breeding season, adult male and female A. sylvaticus may compete for food. Thus, the removal of male A. sylvaticus may reduce competition for food with a concomitant increase in female numbers. 3. There was no evidence that adult male aggression influenced recruitment of young as recruitment was unaffected by male density or removal during the breeding season. The role of males in population regulation in A. sylvaticus therefore is limited to their impact on females and possibly through infanticide of nest young, rather than having a direct effect on the survival of weaned young. 4. The removal of female A. sylvaticus resulted in a fall in numbers of females and a concomitant increase in immigration of males and females on manipulated grids. Reproductive success of female immigrants was enhanced on grids where females were removed but did not result in an increase in the overall proportion of females that were reproductively active. It is suggested that reproductive activity in immigrant females is inhibited by resident females. 5. The enhanced dispersal of the females into areas from where resident females have been removed suggests that there are dispersing females in the population that may establish themselves in areas with few females and, in time, become reproductively active 6. Male immigration during the female removal experiment was lowest on control grids where female density and numbers of reproductively active females were highest. Male A. sylvaticus may orientate towards areas that offer the greatest opportunity for copulation, regardless of absolute numbers of reproductively active females. 7. The results of the present experimental manipulations are consistent with the hypothesis that spatial density-dependent inhibition of breeding in female A. sylvaticus regulates population increase during the increase phase of the annual cycle. This mechanism may be overridden by superabundance of food in some years.",Dispersal | Female reproduction | Field experiment | Population egulation | Social behaviour,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030759020,SCOPUS_ID:0030759020,2-s2.0-0030759020,Asymmetric interactions between species of seaweed fly,Hodge S.,Journal of Animal Ecology,00218790,66,5,743-754,1997-01-01,September 1997,19,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,33,10.2307/5925,"1. This paper describes the colonization patterns of, and interactions between, three common species of British seaweed fly: the coelopids, Coelopa frigida and C. pilipes; and the sphaerocerid, Thoracochaeta zosterae. 2. All three species exhibited similar temporal patterns in abundance on wrack beds in the field: adult flies were more abundant in the first 4 days after wrack deposition and then again towards the end of the wrack bed cycle, coinciding with the emergence of the next generation. 3. Two forms of resource were presented to the flies, minced and chopped seaweed (Fucus serratus), under controlled environmental conditions. The species interacted so as to produce a dominance series, with C. frigida being the strongest species and T. zosterae the weakest. All pairwise interactions were extremely asymmetric, adding support to the growing awareness that this phenomenon is common in interactions between insects. 4. On chopped seaweed only, C. pilipes facilitated C. frigida, more than doubling the latter's emergent population size. This facilitation, in conjunction with the inhibition of C. pilipes by C. frigida, produced a contramensal (+, -) interaction. Suggestions are made as to how the facilitative effect may have been produced, but the exact mechanism is not yet understood.",Amensalism | Asymmetric | Coelopa | Competition | Contramensalism | Facilitation | Intera ctions | Seaweed flies | Thoracochaeta | Wrack beds,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030752832,SCOPUS_ID:0030752832,2-s2.0-0030752832,Interspecific abundance-occupancy relationships: A test of mechanisms using microcosms,Warren P.,Journal of Animal Ecology,00218790,66,5,730-742,1997-01-01,September 1997,35,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,34,10.2307/5924,"1. Several hypotheses have been proposed to account for the widely observed positive interspecific relationship between the local abundance and number of sites occupied. Here we provide a test of some of these hypotheses using data from microcosm communities of protists, in which sets of individual communities are linked by varying rates of dispersal. 2. Positive relationships between abundance and occupancy were found over all the dispersal rate treatments, including those with no between-community dispersal. 3. Species tended to be consistent in their position in the abundance-occupancy relationship, both within and between treatments. 4. The design of the experiment makes it unlikely that (i) sampling artefacts, (ii) geographical range position, (iii) niche breadth, (iv) resource availability, or (v) vital rates mechanisms are appropriate, or sole explanations for the observed patterns, though biotic heterogeneity complicates the interpretation of (ii)-(v). 5. The results fail to support the specific hypotheses based on metapopulation dynamics, but suggest that occupancy may be driven by local abundance, combined with a very general (not specifically metapopulation-structured) set of extinction and colonization processes.",Abundance-occupancy relationship | Macroecology | Metapopulation | Microcosm | Population dynamics,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030746855,SCOPUS_ID:0030746855,2-s2.0-0030746855,The body size-population density relationship in tropical rocky intertidal communities,Navarrete S.,Journal of Animal Ecology,00218790,66,4,557-566,1997-01-01,1997,28,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,35,10.2307/5949,"1. The relationship between body size (W), number of species, and population density (D) was investigated in tropical intertidal communities on the Pacific coast of Panama to address two main questions: (i) does an inverse relationship between body size and average population density like that observed in temperate Chilean rocky intertidal habitats occur in other intertidal communities at other latitudes? and (ii) to what extent does the body size density relationship depend on variation in predation in these habitats? 2. Like their temperate counterparts, intertidal communities in Panama exhibit a log-normal body size distribution: most species are of intermediate size, with smaller numbers of both smaller and larger species. Population abundances of Panamanian species are also log-normally distributed. However, in sharp contrast to the pattern observed in temperate communities, body size of Panamanian species is not correlated with average or maximum population density. 3. Densities of the most abundant species, those that fall on the upper boundary of the body size density distribution, also were not significantly correlated with body size. The 'predicted' upper boundary slope (UBS), obtained from combining the log-normal distributions of body sizes and of population abundances, was much more negative than the observed UBS. 4. Experimental exclusion of a morphologically diverse and species-rich (> 22 species) assemblage of subtidal fishes that forage on intertidal organisms led to a weak but significant negative association between body size and density. A steep negative D W relationship was observed for a subset of these species at sites in Costa Rica, where fish predation is low, suggesting that the differences in the body size density patterns represent regional rather than latitudinal trends. 5. The ability of fishes to suppress the population density scaling is probably linked to the low recruitment of tropical benthic invertebrate species and the 'energy-independence' of these fishes from the intertidal zone. This predator guild can have great impact on all intertidal invertebrates and yet they might be little affected by intertidal prey as they also feed and spend most of the time subtidally.",Abundance | Density body size scaling | Fish predation | Intertidal invertebrates | Latitudinal comparisons,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030738866,SCOPUS_ID:0030738866,2-s2.0-0030738866,Population limitation in Arctic ground squirrels: Effects of food and predation,Hubbs A.,Journal of Animal Ecology,00218790,66,4,527-541,1997-01-01,1997,61,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,36,10.2307/5947,"1. We examined the relative importance of food and predators in limiting Arctic ground squirrel (Spermophilus parryii plesius Richardson) populations in the boreal forest of the southwestern Yukon during the peak and early decline of a snowshoe hare cycle (Lepus americanus Erxleben). 2. Squirrels were live-trapped from 1990 to 1992 on two control grids and three experimental treatments (food addition, mammalian and avian predator exclosure, and food addition plus mammalian predator exclosure). Adult squirrels were radiocollared on all areas in 1992. 3. Food addition increased densities 3-8 times, generally increased reproductive traits (increased proportion of females lactating, doubled recruited litter sizes, resulted in earlier emergence of juveniles), increased immigration rates (but only in 1992), resulted in heavier females though not males at emergence in spring, and resulted in more rapid growth rates of juvenile males, but not of juvenile females. It had no effect on active season or overwinter survival rates. 4. Exclusion of predators had virtually no effect on any demographic variable measured, except for population densities in 1991 when they were approximately double those of the control populations. 5. Food addition plus exclusion of mammalian predators resulted in demographic changes that were comparable to those of food addition alone. 6. Thus, it appeared that food, not predators, limited ground squirrel populations at this stage of the hare cycle. However, independent of experimental treatment, active season survival of adult squirrels declined markedly from 1990 (high hare numbers) to 1992 (low hare numbers). Most of the radiocollared squirrels disappearing in 1992 were killed by predators and this was coincident with high densities of predators. In the predator exclosures, all predation mortalities resulted from avian predators which we could not exclude. 7. We conclude that both food and predators interact to limit Arctic ground squirrel populations during the peak and early decline of the hare cycle.",Boreal forest | Population cycles | Population limitation | Predator switching | Weather | Yukon,NA,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0030738864,SCOPUS_ID:0030738864,2-s2.0-0030738864,"Spatial patterns of depletion imposed by foraging vertebrates: Theory, review and meta-analysis",Dolman P.M.,Journal of Animal Ecology,00218790,66,4,481-494,1997-01-01,1997,29,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,37,10.2307/5943,"1. A simulation model is used to examine the spatial pattern of resource depletion imposed by vertebrates foraging in a heterogeneous environment; this may have important consequences for the dynamics of resource populations. It is assumed that consumers distribute themselves to maximize intake rates, that mutual interference occurs between competing consumers, and that the coefficient of interference, m, is less than one. 2. Where individuals are equal in their susceptibility to interference, depletion is density-dependent and variation in resource density is reduced towards zero. However, individuals often differ in their susceptibility to interference and incorporating such individual variation modifies the expected pattern of depletion. Spatial variation in resource density is' no longer reduced to zero. After consumption of a given proportion of the total resource, spatial variation in the density of that remaining is greater when there is stronger interference, greater individual variation in susceptibility to interference, or a larger consumer population. With large individual variation and a large consumer population, domed or inversely density-dependent patterns of depletion are predicted, even where the coefficient of interference, m, is less than 1. 3. Field studies that quantify depletion of resource patches within the sampling range of a vertebrate population are reviewed and related to patterns predicted by the simulation model. The correlation between depletion and intial resource density is positive in 22 of 24 cases and significantly density-dependent (P < 0.05) in 11 of these, while only one correlation is significantly inversely density-dependent. The mean correlation in a meta-analysis of vertebrate predators of invertebrate prey (22 cases) is significantly positive, showing that these groups tend to impose spatially density-dependent depletion. In contrast, reviews of invertebrate parasitoids find that inverse and positive density dependence are equally common. This difference may result partly from greater mobility of vertebrates, allowing them to sample the environment and distribute themselves closer to a rate-maximizing optimum. It is also possible that studies of vertebrates measure depletion at scales appropriate to the aggregative response of the consumers more frequently than studies of invertebrates.",Density dependence | Foraging behaviour | Individual variation | Interference competition | Ratio dependence,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030738863,SCOPUS_ID:0030738863,2-s2.0-0030738863,Interference competition at low competitor densities in blackbirds Turdus merula,Cresswell W.,Journal of Animal Ecology,00218790,66,4,461-471,1997-01-01,1997,76,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,38,10.2307/5941,"1. Interference competition in a wild population of European blackbirds was examined by comparing the feeding rates of individual birds feeding alone and with the addition of a competitor within small, experimental feeding patches. 2. Blackbirds showed type II functional responses. There was a highly significant decrease in feeding rate on addition of a competing individual to a patch: average declines in feeding rates of an individual on addition of a competitor, where nearest neighbour distance was always less than about 5 m, were between 16% and 43% of the feeding rate of a lone individual. 3. The decline in feeding rate was similar whether the individuals interacted aggressively or apparently ignored each other during feeding. When patch size was doubled, the effects on feeding rate of adding a single competitor remained similar. The high levels of interference recorded may therefore have been mainly a consequence of active rather than passive interference competition. 4. The results suggest that the costs to an individual blackbird of monitoring other individuals within a group in order to avoid interactions may be sufficiently high to counter any benefits of group feeding, such as vigilance benefits.",Active interference | Blackbird | Flocking | Interference competition | Passive interference,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030733458,SCOPUS_ID:0030733458,2-s2.0-0030733458,Effects of experience and risk of predation on the foraging behaviour of the South-eastern Pacific muricid Concholepas concholepas (Mollusca: Gastropoda),Serra G.,Journal of Animal Ecology,00218790,66,6,876-883,1997-01-01,1997,16,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,39,10.2307/6003,"1. Different size classes of the muricid Concholepas concholepas (Bruguiere)(small and medium subadult specimens inhabiting mainly the high- and mid-intertidal, and large adult ones inhabiting mainly the subtidal) were assessed for handling times and diet selection by offering them three different sizes of the high-intertidal mussel Perumytilus purpuratus (Lamarck). 2. The effect of experience on the foraging efficiency of the different size classes of the muricid was tested by comparing the handling times of specimens starved after collection from the field with those of specimens subjected to starvation after having been exclusively fed with this mussel. 3. Experienced predators showed a consistent reduction in handling time with corresponding increase in prey profitability, although this varied in magnitude in the nine distinct predator/prey size combinations. As a consequence, foraging experience changed the profitability ranking of different classes of prey. 4. Prey-size preferences changed with foraging experience in accordance with the associated variations in prey profitabilities. Particularly, the number of attacks per unit time and the average weight of the mussels consumed by the different size classes of C. concholepas increased with experience, while the total time devoted to foraging decreased slightly. 5. The exposure of experienced C, concholepas to effluent from a higher-order predator, the subtidal asteroid Meyenaster gelatinosus (Meyen), induced the muricid to reduce the time devoted to foraging. This reduction in foraging time was achieved differently, according to the size of the forager: small individuals reverted to their initial preference for smaller mussels, while medium and large individuals reduced the number of attacks. Both effects lowered the rate of food intake, which must be seen as a cost of reducing risk of predation.",Behavioural trade-off | Diet selection | Foraging behaviour | Handling time | Predation risk | Prey profitability,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030733205,SCOPUS_ID:0030733205,2-s2.0-0030733205,Adaptation vs. constraint: Intraclutch egg-mass variation in birds,Viñuela J.,Journal of Animal Ecology,00218790,66,6,781-792,1997-01-01,1997,68,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,40,10.2307/5995,"1. Intraclutch egg-mass variation may be determined by nutritional constraints during the laying period, or may be adaptive. These hypotheses are not mutually exclusive, and may act simultaneously on the same species. For this study, egg mass variation was analysed in the black kite, Milvus migrans (Bodd.), a mid-sized Falconiforme. 2. Egg size showed consistent patterns of variation with laying order and clutch size (2-3 eggs); egg size was larger in three-egg clutches, smaller in last-laid eggs, and relatively smaller in last-laid eggs of three-egg clutches. 3. Inexperienced breeders laid smaller eggs. There were no significant effects of year or laying date on egg size, once the confounding effect of breeder experience was removed. 4. Egg size affected hatchability only in two-egg clutches, and it affected the probability of survival of last-hatched chicks, after the confounding effects of hatching order and breeder experience were removed. There was no significant effect of egg size on growth rates or asymptotic body size. 5. The relative sizes of last-laid eggs and of first-laid eggs were not correlated with hatching asynchrony. 6. Factors reflecting the degree of nutritional constraint during laying (year, laying date, breeder experience) did not affect the degree of intraclutch egg-size asymmetry. The slight intraclutch egg-mass variation in this species (less than 0.5% of female weight) cannot impose serious energy constraints. Pairs nesting in high-quality territories laid clutches with relatively large last-laid eggs, which could be an adaptive variation of egg size to food availability. 7. Although there may be nutritional constraints on egg size at the time of laying, intraclutch egg-size variation in black kites cannot be explained exclusively by this factor. Rather, the variation may reflect distribution of resources among eggs, based on their reproductive value relative to laying order. This is determined by higher mortality of last-hatched chicks and lower hatchability of first-laid eggs in three-egg clutches. Also, it may be a component of the brood reduction strategy of raptors. 8. Relative importance of nutritional constraints or adaptation in determining intraclutch egg-size variation may depend on life history traits of each species, mainly on how the resources for laying are gathered. Adaptive patterns could exist in species storing most of the resources in the prelaying period, while nutritional constraints could hamper the appearance of any adaptive variation in species gathering those resources during the laying period.",Adaptation vs. constraint | Clutch size | Egg size | Hatchability | Hatching asynchrony | Nestling mortality,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030732397,SCOPUS_ID:0030732397,2-s2.0-0030732397,Models of interference and their consequences for the spatial distribution of ideal and free predators,Van Der Meer J.,Journal of Animal Ecology,00218790,66,6,846-858,1997-01-01,1997,107,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,41,10.2307/6000,"1. In order to predict the spatial distribution of 'ideal' and 'free' predators, one needs to know how food intake rate of an individual predator is related to characteristics of the population of the prey as well as the predators themselves. 2. Surprisingly, a systematic theoretical investigation of models for the basic case, where both prey and predators are best characterized by their 'standing stock' density, is lacking. In these models intake rate is supposed to decrease with increasing predator density as a result of interference among predators, instead of immediate consumption of the prey. 3. This paper compares the various ways applied so far of incorporating interference in Holling's functional response model. It is shown that the different models of interference result in qualitatively different predictions for 'ideal' and 'free' predators on: (i) the form of the aggregative response; (ii) the trajectory of the aggregative response as prey is depleted; and (iii) the change in the aggregative response following an influx of predators. This sheds doubt on the general relevance of any one of these models, particularly if the mathematical formulation of interference is phenomenological and merely based on convention, instead of being derived from the underlying mechanism of interactions between predators. 4. Our results underline the need for detailed knowledge about the components of the predation process in order to arrive at predictions for a specific case.",Aggregative response | Functional response | Ideal free distribution | Numerical response | Oystercatcher,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030720850,SCOPUS_ID:0030720850,2-s2.0-0030720850,The effects of density on the zoanthid Palythoa caesia,Tanner J.,Journal of Animal Ecology,00218790,66,6,793-810,1997-01-01,1997,24,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,42,10.2307/5996,"1. Few studies have examined density dependence or the mechanisms of population regulation in clonal marine organisms. Clonal organisms living on coral reefs have been particularly neglected. I examine the response of the tropical intertidal zoanthid Palythoa caesia to a density manipulation, where I decreased density from natural levels of 80-90% cover to a range of values down to 0% cover. 2. I found major differences in fission and fusion rates with density, with fission decreasing and fusion increasing as density increased. The growth rate of large colonies decreased substantially as density increased, although small colonies were unaffected. Mortality, on the other hand, was independent of density. Recruitment rates peaked at intermediate densities, but were low overall. 3. While density accounted for less than 10% of the variation in the demographic rates measured, it explained 62% of the variation in changes in cover within a given aggregation. Change in cover was greatest (30% in 2 years) for quadrats with 23-33% cover, and became negative for quadrats with over 80% cover. The highest density quadrat (90% cover) experienced an 18% decrease in cover over 2 years. 4. When the data on colony level dynamics for each density were integrated into population dynamics models, I found a steady decrease in population growth rates with density, along with an increase in the proportion of individuals in the largest size class. However, the proportional contribution of each size class to future generations (reproductive value) did not change with density. 5. These results suggest that during the study period the population size of Palythoa was being regulated, probably primarily by fission and/or fusion, with all quadrats approaching an equilibrium cover of ≃80%.",Clonal organisms | Coral reefs | Density dependence | Population dynamics | Population regulation,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030621383,SCOPUS_ID:0030621383,2-s2.0-0030621383,The seasonal decline in the first-year survival of juvenile coots: An experimental approach,Brinkhof M.W.G.,Journal of Animal Ecology,00218790,66,1,73-82,1997-01-01,January 1997,43,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,43,10.2307/5966,"1. We investigated experimentally the seasonal variation in the local first-year survival of individual European coots, and introduced a method of survival analysis that extends the use of standard logistic regression. 2. Under natural conditions, survival of young showed a decline with hatching date. This decline differed in level, but not in slope, between cohorts. 3. To test whether the seasonal decline in survival was caused by a general regress in environmental conditions (the date hypothesis) or by differences in parental or territory quality between early and late breeders (the parental quality hypothesis), we cross-fostered clutches differing in laying date between pairs, thus establishing 'delayed' and 'advanced' pairs over most of the season. 4. Survival of young fostered by experimental pairs differed significantly from control young of the same hatching date, which defied the date hypothesis. In contrast, survival of experimental young was similar to that of control young, which hatched on the foster parent's original brood hatching date. The results were therefore consistent with the parental quality hypothesis. 5. Survival was essentially independent of size (tarsus length) for early-hatched young. Late-hatched young showed an initial increase in survival with tarsus length. At large sizes, the curve flattened to the bevel of the early-hatched young. 6. The small size of late-hatched young therefore largely explained the natural seasonal decline in survival. Variation in tarsus length did not account for the experimentally established effect of parental or territory quality differences on the seasonal decline in juvenile survival.",first-year survival probability | Fulica atra | hatching date | juvenile growth | parental quality,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030621381,SCOPUS_ID:0030621381,2-s2.0-0030621381,Synchronization of hatching date with budburst of individual host trees (Quercus robur) in the winter moth (Operophtera brumata) and its fitness consequences,Van Dongen S.,Journal of Animal Ecology,00218790,66,1,113-121,1997-01-01,January 1997,102,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,44,10.2307/5969,"1. Due to varying selection pressures among host individuals, herbivorous insects may show local adaptation at the individual level. In the winter moth, synchrony of egg hatching and host tree (Quercus robur L.) budburst may have important illness consequences and, therefore, may result in a local adaptation to the hosts phenology. However, relatively high gene flow levels may disrupt such a fine-scale adaption. 2. We determined hatching dates of clutches laid by females collected during copulation, and variation in budburst dates of the trees on which these couples were collected. 3. In our study area, budburst date showed substantial variation within years and areas, as the first and last tree to start leafing were separated by up to 26 days. Relative budburst dates of individual trees were constant between years. Average hatching dates differed significantly among clutches and varied over 30 days, a range comparable to that of budburst. 4. Hatching dates were positively associated with budburst of the respective trees indicating individual synchrony, which may be mediated by two mechanisms. First, early active adults are captured more frequently on early trees and late adults on late trees. As adult activity period is positively correlated with date of egg hatch, early clutches will tend to be laid on earlier trees while late clutches will be laid more frequently on late trees. Secondly, a presumed active choice mechanism may additionally increases individual host synchronization. Yet, the latter requires further study, 5. Our data support that synchronization of larval hatching with host budburst is adaptive as it increases adult size and thus expected fitness.",fitness | local adaptation | oak | synchrony | winter moth,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030621380,SCOPUS_ID:0030621380,2-s2.0-0030621380,"Species composition and morphological structure of the bat fauna of Yucatan, Mexico",Arita H.T.,Journal of Animal Ecology,00218790,66,1,83-97,1997-01-01,January 1997,56,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,45,10.2307/5967,"1. The relationship between regional and local assemblages of species can be analysed by comparing the composition of species and their morphological structure. 2. I made such a comparison using data of the bat fauna of Yucatan, Mexico and of a regional pool of species. Null models were constructed to test for differences in composition in terms of taxonomic affiliation and of feeding and roosting habits. Additionally, dispersal ability and species-to-genus ratios were compared. Morphological structure was analysed using nearest-neighbour distances and minimum spanning trees were constructed on a morphological plane determined by the first two principal components of external and skull measurements. 3. No significant differences were detected in the comparisons of species composition, except in the case of dispersal ability. The Yucatan bat fauna was a random subsample of the pool in terms of taxonomy, diet and roosting habits. However, species with a higher dispersal ability were better represented in the Yucatan fauna than expected by chance. 4. No clear pattern could be detected in the comparisons of morphological structure. Nearest-neighbour analyses and minimum spanning trees showed only unclear and inconclusive results. 5. The bat fauna of Yucatan is apparently formed by those species from the pool that possess a higher dispersal ability. The forces that determine the composition and structure of this fauna are probably regional in nature, and the search for structuring factors at the local level might be a futile endeavour.",bats | community structure | local and regional processes | Mexico | null models,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030621379,SCOPUS_ID:0030621379,2-s2.0-0030621379,The influence of numbers released on the outcome of attempts to introduce exotic bird species to New Zealand,Green R.,Journal of Animal Ecology,00218790,66,1,25-35,1997-01-01,January 1997,143,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,46,10.2307/5961,"1. In formation on the approximate number of individuals released is available for 47 of the 133 exotic bird species introduced to New Zealand in the late 19th and early 20th centuries. Of these, 21 species had populations surviving in the wild in 1969-79. The long interval between introduction and assessment of outcome provides a rare opportunity to examine the factors correlated with successful establishment without the uncertainty of long-term population persistence associated with studies of short duration. 2. The probability of successful establishment was strongly influenced by the number of individuals released during the main period of introductions. Eight-three per cent of species that had more than 100 individuals released within a 10-year period became established, compared with 21% of species that had less than 100 birds released. The relationship between the probability of establishment and number of birds released was similar to that found in a previous study of introductions of exotic birds to Australia. 3. It was possible to look for a within-family influence on the success of introduction of the number of birds released in nine bird families. A positive influence was found within seven families and no effect in two families. This preponderance of families with a positive effect was statistically significant. 4. A significant effect of body weight on the probability of successful establishment was found, and negative effects of clutch size and latitude of origin. However, the statistical significance of these effects varied according to whether comparison was or was not restricted to within-family variation. After applying the Bonferroni adjustment to significance levels, to allow for the large number of variables and factors being considered, only the effect of the number of birds released was statistically significant. 5. No significant effects on the probability of successful establishment were apparent for the mean date of release, the minimum number of years in which birds were released, the hemisphere of origin (northern or southern) and the size and diversity of latitudinal distribution of the natural geographical range.",introduction | logistic regression | population persistence | propagule size | translocation,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030621378,SCOPUS_ID:0030621378,2-s2.0-0030621378,Population regulation in mammals: An evolutionary perspective,Wolff J.,Journal of Animal Ecology,00218790,66,1,1-13,1997-01-01,January 1997,181,Journal,re,Review,100,1,1,29544,undefined,0,FALSE,47,10.2307/5959,"1. I present a conceptual model that predicts the proximate and ultimate factors that determine whether a mammal species has the potential to be regulated by intrinsic (behavioural) or extrinsic factors. The model is based on three behavioural phenomena that purportedly regulate mammal populations: female territoriality, dispersal, and reproductive suppression. 2. The model predicts that intrinsic regulation can occur only in those species in which females are territorial, offspring-rearing space (or alpha status) is limited, and young females exhibit reproductive suppression. Female territoriality should occur in species that have altricial young and serve as a counter-strategy to infanticide from conspecific females. Female mammals that have precocial young or mobile altricial young that are not vulnerable to infanticide should not commit infanticide and should not be territorial. Thus, developmental state at birth would be an ultimate factor that determines whether offspring-rearing space potentially can be limited. 3. Dispersal should be density-independent in nonterritorial species and inversely density-dependent in territorial species and thus has limited potential to regulate population density in any species. 4. Behavioural reproductive suppression of young females is proposed us an adaptive mechanism to avoid inbreeding or to conserve reproductive effort in response to the threat of infanticide. 5. Intrinsic regulation should be most likely to occur in monogamous territorial species in which daughters grow up in the presence of male relatives (such as in canids and some primates). Polygynous species, in which females are territorial such as most rodents, have the potential for self-regulation; however, exposure to unrelated males and the fact that young females can breed on their mothers' territories usually preclude benavidural reproductive suppression. 6. Intrinsic regulation should not occur in species with precocial young, nonterritorial species, or in species in which daughters do not associate with mule relatives, such as the ungulates, marine mammals, bats and marsupials. 7. The model predicts that female territoriality, the threat of infanticide, and the presence of male relatives in the natal home range are the proximate mechanisms for intrinsic population regulation in mammals. These factors apparently occur only under n limited set of conditions; therefore, most mammal populations are probably controlled by extrinsic factors. The model is presented with u series of a priori predictions from which hypotheses can be formulated and tested.",dispersal | emigrate | extrinsic | infanticide | intrinsic | mammals | population regulation | reproductive suppression | territoriality,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030621377,SCOPUS_ID:0030621377,2-s2.0-0030621377,"Body size, diet and population density in Afrotropical forest mammals: A comparison with neotropical species",Fa J.,Journal of Animal Ecology,00218790,66,1,98-112,1997-01-01,January 1997,85,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,48,10.2307/5968,"1. This paper presents body mass and population density data for 88 African forest mammal species from over 200 references. It uses phylogenetic comparative methods to examine the association between population density and body mass in relation to diet both in these data and in a similar compilation of data from over a hundred neotropical forest mammal species. 2. Predictably, population densities declined with increasing body mass. The regression slope of log density on log mass for all the data combined was 0-54 (SE 0.075). 3. Density decreased with increasing trophic level and with increasing specialization, although these factors could not be separated. The slope of density on mass did not differ significantly among trophic levels nor among dietary categories. Myrmecophagy, the most specialized diet, seemed to be associated with the lowest relative population densities. 4. The slopes obtained for the African assemblage and for all data combined were significantly different from 0.75. Within dietary categories and within trophic levels, slopes did not differ significantly from 0.75, although sample sizes were often small 5. There is no evidence to suggest that the relationships between mass, density and trophic level differ between Afrotropical and neotropical forest mammals.",Africa | body size | comparison with neotropics | diet | forest mammals | independent contrasts | population density,NA,NA,NA
