@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0030429534,SCOPUS_ID:0030429534,2-s2.0-0030429534,"Comparison of root and mycorrhizal characteristics in primary and secondary rainforest on a metamorphic soil in North Queensland, Australia",Hopkins M.,Journal of Tropical Ecology,02664674,12,6,871-885,1996-01-01,November 1996,10.1017/S0266467400010130,"Root biomass, root lengths, and mycorrhizal associations were compared in a series of primary and Acacia-dominated secondary rainforest stands on nutrient-poor, red podzolic soils developed from low grade Palaeozoic metasediments. Five soil cores to 200 mm depth were collected at random locations from each of 20 sites. Ten of these sites were in 20-25 m high closed secondary forest (30-40 y old) dominated by Acacia aulacocarpa and ten sites were located in primary, selectively-logged, rainforest (28-32 m tall). Arbuscular mycorrhizas were the only form of association found in the primary forest sites. Ectomycorrhizas dominated the secondary forest sites although arbuscular mycorrhizas were also present. The primary forest sites had significantly higher root biomass (34.4 ± 17.8 t ha-1) and root length (33,400 ± 3,200 km ha-1) than the secondary forests (11.6 ± 4.6 t ha-1 and 25,200 ± 4,800 km ha-1 respectively), and this was interpreted as a reflection of the greater allocation of biomass to roots necessary to support the greater above ground biomass The specific root length in the secondary forest (340 ± 119 cm g-1) was twice that of the primary forest (154 ± 65 cm g-1) indicating that the trees in the secondary forests achieved a degree of soil exploration which was comparable to that in the primary forest with less than half the biomass allocation to roots. The dominance of ectomycorrhizas in the secondary forest was associated with the prevalence of Acacia aulacocarpa, and the results cannot be extended to other secondary forests in the region. The implications that the dominant ectomycorrhizal associations have for the patterns of successional development and the patterns of species colonization in these Acacia-dominated secondary forests are discussed.",16,Journal,re,Review,100,4,4,Biomass | Mycorrhizas | Nutrients | Rainforest | Roots | Secondary forest | Specific root length | Succession,23435,undefined,0,FALSE,23,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030429185,SCOPUS_ID:0030429185,2-s2.0-0030429185,"Diet, growth and movements of juvenile crocodiles Crocodylus porosus Schneider in the Klias River, Sabah, Malaysia",Sah S.A.M.,Journal of Tropical Ecology,02664674,12,5,651-662,1996-01-01,1996,10.1017/S0266467400009858,"A total of 14 spotlight surveys were carried out from January 1992 to February 1993 along 37 km of the Klias River in north-western Sabah, Malaysia. Surveys were at low tide between 1900 and 0600 h from a survey boat at 15 km h-1 by two observers. A total of 221 sightings were made, which varied between 2 and 29 per survey (mean 15.8). A total of 55 juvenile crocodiles were captured, with 16 recaptures. Calculated density was 0.9-1.8 individuals km-1, while the estimated crocodile population was 46.1 ± 10 2 (SD) for the survey area. Percentage sightings according to total length were: 42% ≤0.5 m; 40% >0.5-≤1.0 m; 5% >1.0-≤3 0 ; and 13% eyes only. Recapture of 16 tagged juveniles suggested that hatchlings ≤0.5 m total length remained within >0.5 km of their release point for at least one month, and juveniles 0 5-≤1.0 m more than one year. Hatchlings had growth rates between 0.01 and 0.08 cm d-1, and 0.3 and 1.5 g d-1, while larger juveniles grew at least 0.11 cm d-1 and 2.7-2.9 g d-1. Stomachs of hatchlings and juveniles contained crabs (Ocypodidae), prawns (Atyidae), insects and small fish (Hemiramphidae). Relatively large numbers of juvenile Crocodylus porosus (82.4%) in the Klias River suggests that the area, though under hunting pressure, is desirable as a site for the conservation of C. porosus in the Sabah.",21,Journal,ar,Article,100,2,2,Crocodile | Crocodylus porosus | Dispersal | Hemiramphidae | Juvenile | Prawns | Sabah | Tropical ecology,23435,undefined,0,FALSE,24,NA,John D. and Catherine T. MacArthur Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030428196,SCOPUS_ID:0030428196,2-s2.0-0030428196,Earthworms inhabiting bromeliads in Mexican tropical rainforests: Ecological and historical determinants,Fragoso C.,Journal of Tropical Ecology,02664674,12,5,729-734,1996-01-01,1996,10.1017/S0266467400009925,NA,19,Journal,ar,Article,100,2,2,Bromeliads | Earthworms | México | Tropical rainforests,23435,undefined,0,FALSE,25,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030428082,SCOPUS_ID:0030428082,2-s2.0-0030428082,Removal of seeds of Carapa procera (Meliaceae) by rodents and their fate in rainforest in French Guiana,Forget P.,Journal of Tropical Ecology,02664674,12,6,751-761,1996-01-01,November 1996,10.1017/S0266467400009998,"Experiments were performed to investigate monthly variations in seed fate of Carapa procera (Meliaceae), a rodent-dispersed subcanopy tree species in French Guiana. A total of 600 thread-marked seeds were placed on the ground in mature forest under 20 adult trees during different months (March, April and May 1991) of the species' fruiting season. In 1991 the seed crop reached 1536 seeds in the study area, with a majority of seeds being produced in March and May. On average, seed removal rate steadily increased from March (23%) to May (96%). Of the seeds removed, the proportion cached almost doubled between March (28%)-April (25%) and May (48%), whereas the proportion eaten (gnawed) steadily declined between March (43%) and May (9%). Approximately 75-100% seed removal was therefore associated with intense scatterhoarding and low seed predation, especially in May. Greater seed dispersal rates occurred during the late wet season when fruit diversity decreased but when overall fruit biomass peaked because of fruiting occurrence of large-seeded species. The seasonal hoarding behaviour of rodents is discussed.",111,Journal,ar,Article,100,1,1,Carapa procera | French Guiana | Rainforest | Rodents | Scatterhoarding | Seed dispersal | Seed predation,23435,undefined,0,FALSE,26,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030428023,SCOPUS_ID:0030428023,2-s2.0-0030428023,"Resource availability, diet and reproduction in Glossophaga longirostris (Mammalia: Chiroptera) in an arid zone of the Venezuelan Andes",Sosa M.,Journal of Tropical Ecology,02664674,12,6,805-818,1996-01-01,November 1996,10.1017/S0266467400010063,"Seasonal variation in the consumption of cactus fruit by the bat Glossophaga longirostris was related to the availability of this resource in the arid pocket of Lagunillas in the Venezuelan Andes. When fruits were scarce, G. longirostris are items not preferred in other seasons. The intraspecific flowering periods of the most common cactus species, Stenocereus griseus and Subpilocereus repandus, were synchronized but the number of flowers open per night was low. S. griseus and S. repandus had separate flowering and fruiting periods, possibly to reduce competition for dispersers and pollinators while providing food resources for bats throughout the year. G. longirostris is bimodally polyestrous with extended reproductive periods, probably as a response to the continual availability of cactus flowers and fruits. A strong interdependence between columnar cacti and G. longirostris was demonstrated. Sexual reproduction of the cacti would be greatly reduced without the bats, which in turn could not live in the arid study area without the food sources provided by these cacti.",20,Journal,ar,Article,100,2,2,Arid zones | Cactaceae | Chiroptera | Chiropterochory | Diet | Frugivory | Glossophaga longirostris | Pollination | Reproduction | Venezuela,23435,undefined,0,FALSE,27,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030427719,SCOPUS_ID:0030427719,2-s2.0-0030427719,"Canopy gaps in rain forest on Christmas Island, Indian Ocean: Size distribution and methods of measurement",Green P.T.,Journal of Tropical Ecology,02664674,12,3,427-434,1996-01-01,May 1996,10.1017/S0266467400009639,NA,42,Journal,ar,Article,100,1,1,Canopy gaps | Christmas Island | Indian Ocean | Rain forest,23435,61,0,FALSE,28,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030417459,SCOPUS_ID:0030417459,2-s2.0-0030417459,"Effect of herbivore deterrence by ants on the fruit set of an extrafloral nectary plant, Qualea multiflora (Vochysiaceae)",Del-Claro K.,Journal of Tropical Ecology,02664674,12,6,887-892,1996-01-01,November 1996,10.1017/S0266467400010142,NA,104,Journal,ar,Article,100,3,3,Ant-plant mutualism | Cerrado | Extrafloral nectaries | Fruit production | Qualea multiflora,23435,undefined,0,FALSE,29,ESA,European Space Agency,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030409817,SCOPUS_ID:0030409817,2-s2.0-0030409817,Group lightning mortality of trees in a Neotropical forest,Magnusson W.,Journal of Tropical Ecology,02664674,12,6,899-903,1996-01-01,November 1996,10.1017/S0266467400010166,NA,27,Journal,ar,Article,100,3,3,Gap | Lightning | Mortality | Rainforest | Tree,23435,undefined,0,FALSE,30,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030390544,SCOPUS_ID:0030390544,2-s2.0-0030390544,Fructification of Polyporaceae s.l. (Basidiomycotina) along a gradient of altitude and humidity in the Guanacaste Conservation Area (Costa Rica),Núñez M.,Journal of Tropical Ecology,02664674,12,6,893-898,1996-01-01,November 1996,10.1017/S0266467400010154,NA,6,Journal,ar,Article,100,1,1,Basidiocarp distribution | Costa Rica | Guanacaste Conservation Area | Polyporaceae | Species diversity,23435,undefined,0,FALSE,31,SUM,Śląski Uniwersytet Medyczny,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030062490,SCOPUS_ID:0030062490,2-s2.0-0030062490,Tents and harems: Apparent defence of foliage roosts by tent-making bats,Kunz T.,Journal of Tropical Ecology,02664674,12,1,121-137,1996-01-01,January 1996,10.1017/S0266467400009342,"Palmate umbrella tents used by tent-making bats in Trinidad, West Indies, were observed in three species of Neotropical palms, Sabal mauritiiformis, Coccothrinax barbadensis and Mauritia flexuosa. Tents were most common in palm leaves that have supporting petioles angled at 50-70° above the horizontal. The shape and volume of tents is influenced mostly by leaf morphology (leaf width and leaflet length) and age of the tent. Tent-crowns varied from being beart-shaped in S. mauritiiformis, oval or round in C. barbadensis and spade-shaped in M. flexuosa. Leaves in which tents were constructed were most often beneath overhanging vegetation, and were generally free of vegetation below, allowing bats to enter and depart from tents without being impeded by the clutter of adjacent vegetation. Singles and small apparent harem groups of two bat species, Artibeus jamaicensis and Uroderma bilobatum, were captured and observed in tents made from the leaves of S. mauritiiformis and C. barbadensis. No bats were observed in tents constructed in leaves of M. flexuosa. The apparent harem social organization in these and other tent-making bat species suggests that leaves modified into tents may provide critical and defendable resources that promote the evolution of polygyny. This hypothesis is based on the observed patchy distribution of suitable palm trees, the inappropriateness of many palm leaves as potential tents and the resultant architecture provided by palmate umbrella tents. We suggest that tent-making is an adult male behaviour.",75,Journal,ar,Article,100,2,2,Artibeus jamaicensis | Bats | Chiroptera | Neotropics | Phyllostomidae | Resource defence | Tent architecture | Tent-making behaviour | Uroderma bilobatum,23435,undefined,0,FALSE,32,APS,American Philosophical Society,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030060085,SCOPUS_ID:0030060085,2-s2.0-0030060085,Leaf-cutter ants' (Atta laevigata) aid to the establishment success of Tapirira velutinifolia (Anacardiaceae) seedlings in a parkland savanna,Farji Brener A.G.,Journal of Tropical Ecology,02664674,12,1,163-168,1996-01-01,January 1996,10.1017/s0266467400009378,NA,49,Journal,ar,Article,100,2,2,Anacardiaceae | Atta | Deciduous tree | Leaf-cutting ants | Parkland savanna | Seedlings | Venezuela,23435,CT-13-90,0,FALSE,33,Uniandes,Universidad de los Andes,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030042253,SCOPUS_ID:0030042253,2-s2.0-0030042253,Net primary productivity of a tropical deciduous forest ecosystem in western Mexico,Martinez-Yrizar A.,Journal of Tropical Ecology,02664674,12,1,169-175,1996-01-01,January 1996,10.1017/S026646740000938X,NA,56,Journal,ar,Article,100,4,4,Biomass increment | Herbivory | Litterfall | México | Net primary productivity | Root productivity | Tropical deciduous forest,23435,undefined,0,FALSE,34,UNAM,Universidad Nacional Autónoma de México,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668349,SCOPUS_ID:0029668349,2-s2.0-0029668349,"Elephants, selective logging and forest regeneration in the Kibale Forest, Uganda",Struhsaker T.,Journal of Tropical Ecology,02664674,12,1,45-64,1996-01-01,January 1996,10.1017/S0266467400009305,"The Kibale Forest, western Uganda, is the only site where studies have compared the impact of elephants on rainforest regeneration in logged and unlogged control areas. Elephants used heavily logged areas more than lightly logged and unlogged areas. Forest gaps were used more by elephants than closed-canopy areas and large gaps more than small ones. Gaps were larger in logged than unlogged forest. There were lower densities of young trees (saplings and poles) and a higher incidence of elephant damage to them in heavily logged forest than in lightly logged and unlogged sites. Elephant use of an area and damage to young trees was inversely or unrelated to the density of young trees and directly related to the density of herbaceous tangle. Heavy logging resulted in large areas of herbaceous tangle, which attracted elephants who suppressed forest regeneration by damaging young trees and perpetuating the herbaceous tangle. The Tangle directly competed with regeneration of young trees while also attracting elephants and rodents (seed and seedling predators) and facilitating increased windthrow of trees. Selective browsing of young trees by elephants affected rates of regeneration, growth form and species composition. Rather than remove elephants, a more effective and humane approach to long-term management of logging is to reduce logging offtake and incidental damage caused by timber extraction.",64,Journal,ar,Article,100,3,3,Elephants | Forest regeneration | Logging | Selective browsing,23435,undefined,0,FALSE,35,USAID,United States Agency for International Development,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668194,SCOPUS_ID:0029668194,2-s2.0-0029668194,"Ungulate densities and biomass in the tropical dry deciduous forests of Gir, Gujarat, India",Khan J.,Journal of Tropical Ecology,02664674,12,1,149-162,1996-01-01,January 1996,10.1017/S0266467400009366,"Data on densities, biomass and ecological factors governing the distribution of various wild ungulate species in the different management units of Gir forest from 1987 to 1989 were collected Density of ungulates ranged from 50.8 km-2 to 0.42 km-2, the highest for chital (Axis axis) followed by chinkara (Gazella gazella), sambar (Germs unicolor), nilgai (Boselapkus tragocamelus) and chowsingha (Tetracerus quadricornis). The density of chital did not vary significantly between different censuses and management units. The wild ungulate biomass ranged from 3290 kg km-2 in the National Park to 1900 kg km-2 in the Sanctuary East. Following the partial removal of people and livestock in the mid-1970s, there was an increase in the population of all wild ungulates except nilgai and wild pig (Sus scrofa). Concurrently, there was an increase in the proportion of wild ungulate prey in the lion's diet. Chital density has shown a 1320% increase. An increase in suitable habitats and a decrease in direct competition with livestock are the most likely factors to have triggered the eruption in chital population. These density estimates are discussed in relation to the prevailing ecological conditions in different management units of Gir.",60,Journal,ar,Article,100,4,4,Axis axis | Cervus unicolor | Dry deciduous forest | Ecological implications | Fourier Series Estimator | Gir Lion Sanctuary | Livestock grazing,23435,undefined,0,FALSE,36,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668135,SCOPUS_ID:0029668135,2-s2.0-0029668135,Behavioural ecology of Tropidurus hispidus on isolated rock outcrops in Amazonia,Vitt L.J.,Journal of Tropical Ecology,02664674,12,1,81-101,1996-01-01,January 1996,10.1017/S0266467400009329,"A population of the tropical lizard Tropidurus hispidus, isolated on a granitic rock outcrop in tropical forest of northern Brazil, was studied during the 1993 wet season. Four types of observational studies revealed that lizards are active throughout most of the day. During 10-minute intervals, individual lizards moved five times for an average of 240 cm and tongue-flicked once. Habitat temperatures vary considerably during the day, with rock and air temperatures in sun exceeding body temperatures of lizards during much of the activity period. During most of the day, lizards thermoregulate by moving among shady, filtered sun, and sunny microhabitats maintaining body temperatures near 35°C. Temperatures of lizards active during cloudy periods were significantly lower than temperatures of lizards during sunny periods, indicating that clouds decrease the ability of lizards to effectively thermoregulate. Most feeding occurs in the afternoon at edges of rock outcrops with ants, insect larvae, termites and beetles dominating the diet. Comparisons with a near-by savanna population revealed differences in body size (males only), activity period (longer on rocks), body temperatures (higher on rocks), number of prey cetegories consumed (lower on rocks), mean size of prey (larger on rocks), number of prey eaten (fewer on rocks) and microhabitat use (more restricted on rocks).",90,Journal,ar,Article,100,3,3,Brazil | Diet | Lizards | Thermal ecology | Tropics | Tropiduridae | Tropidurus,23435,DEB 9200779,0,FALSE,37,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668112,SCOPUS_ID:0029668112,2-s2.0-0029668112,Allometry and life history of tropical trees,King D.A.,Journal of Tropical Ecology,02664674,12,1,25-43,1996-01-01,January 1996,10.1017/s0266467400009299,"The scaling of crown size and trunk diameter with tree height (allometry) was determined for 14 common species of the tropical wet lowland forest at La Selva, Costa Rica. The study showed that allometric differences between species are related to adult size, regeneration niche (gap vs. non-gap) and longevity, as follows: (1) adults of understorey species are larger crowned than similar statured (6-15 m) saplings of canopy trees; (2) species commonly found in gaps as saplings are somewhat larger crowned than shade-tolerant species over the 1-6 m height range; and (3) long-lived canopy species show greater increases in crown breadth with increasing height thandoshort-livedspecies. Trunk allometry is related tomechanical requirements for support, including the need to withstand greater wind forces in the upper canopy. The common canopy species, Pentaclethra macroloba, which comprises 40% of the basal area at La Selva, is particularly wide-crowned and thick-trunked at its maximum height. On the other hand, the comparatively narrower crowns and trunks of the other canopy species allow them to reach a given height with less biomass. These differences in allometry may influence tree density and forest structure at La Selva.",161,Journal,re,Review,100,1,1,Allometry | Crown | Morphology | Shape | Tree | Tropical,23435,undefined,0,FALSE,38,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668095,SCOPUS_ID:0029668095,2-s2.0-0029668095,Germination and seedling establishment of two native and one invading African grass species in the Brazilian cerrado,Klink C.,Journal of Tropical Ecology,02664674,12,1,139-147,1996-01-01,January 1996,10.1017/S0266467400009354,"Introduced either accidentally or purposefully for the creation of cultivated pastures, African grasses are becoming major invaders of ecological reserves and national parks of the Brazilian savannas, the cerrado. African grasses are particularly good colonizers of disturbed sites. Germination in the field and laboratory, and seedling establishment in the field were studied for the African species Andropogon gayanus Kunth var. bisquamulatus (Hochst.) Hack., and for the native species Echinolaena inflexa (Poiret) Chase and Schizachyrium tenerurn Nees. The African species had a higher and faster germination rate than the two native species, but its seedling mortality was higher. The main cause of seedling mortality in the field was herbivory by ants. It is suggested that the invasion of cerrado by African grasses depends on the kind of management being practised.",32,Journal,ar,Article,100,1,1,Biological invasion | Brazil | Cerrado | Germination | Grasses | Seedling establishment,23435,200224/87-5,0,FALSE,39,CNPq,Conselho Nacional de Desenvolvimento Científico e Tecnológico,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668090,SCOPUS_ID:0029668090,2-s2.0-0029668090,Aspects of the population biology of the gregarious tree Cordia elaeagnoides in Mexican tropical deciduous forest,Van Groenendael J.M.,Journal of Tropical Ecology,02664674,12,1,11-24,1996-01-01,January 1996,10.1017/S0266467400009287,"Cordia elaeagnoides is locally important within a large area of southern México as a highly gregarious canopy tree of dry forest and as a timber species. Its recruitment is problematic so studies of its reproduction and population dynamics were undertaken. The distylous flowers are apparently self-compatible, and pollination and seed dispersal ae by wind. Pre-dispersal mortality is largely from embryo abortion, and post-dispersal predation i mostly by generalist rodents. Some seeds may survive in enforced dormancy for two or more year. Recruitment was apparently absent for more than a decade, but had previously occurred within established stands, where size classes were interspersed at random. Population size structure suggests that recruitment over the last century occurred in several pulses. Growth rates determined from ring counts and remeasurement of marked trees support a size-age relationship. The yungest reproductive trees are estimated to be about 18 years old, and about 5% of the present population is over 95 years old.",25,Journal,ar,Article,100,3,3,NA,23435,undefined,0,FALSE,40,NA,NA,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0029668086,SCOPUS_ID:0029668086,2-s2.0-0029668086,Effects of heat and fire on the germination of Acacia sieberiana D.C. and Acacia gerrardii Benth. in Uganda,Mucunguzi P.,Journal of Tropical Ecology,02664674,12,1,1-10,1996-01-01,January 1996,10.1017/S0266467400009275,"The effects of heat treatment and fire on seed germination of Acacia sieberiana D.C. and Acacia gerrardii Benth. were studied. Dry heat and fire were studied separately. Seeds treated with dry heat were set to germinate in petri-dishes under laboratory conditions. Other seeds were planted in plots at the Uganda Institute of Ecology, Mweya, which were then burnt, and subsequent seedling emergence was monitored. The effect of heat treatment on seed germination depended on heat intensity and duration of exposure. Higher intensities reduced the germination capacity of Acacia seeds. Short exposure of seeds stimulated germination but prolonged exposure rapidly reduced seed viability. A. sieberiana had a higher heat resistance than A. gerrardii. The survival and germination of seeds after fire increased with depth of burial and A. sieberiana survived better than A. gerrardii. The germinability of seeds of A. gerrardii was not significantly increased by fire.",36,Journal,ar,Article,100,2,2,Acacia | Burial depth | Fire | Germination | Heat,23435,undefined,0,FALSE,41,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668085,SCOPUS_ID:0029668085,2-s2.0-0029668085,Phenology and flowering periodicity of Neotropical dry forest species: Evidence from herbarium collections,Borchert R.,Journal of Tropical Ecology,02664674,12,1,65-80,1996-01-01,January 1996,10.1017/S0266467400009317,"To examine the potential contribution of herbarium material to the description and analysis of tropical tree phenology, flowering times and geographical distribution were graphed for 1673 flowering collections from 18 species native to Neotropical dry forests and phenological differences between species were analysed. These include the timing and duration of flowering as well as morphological differences such as flowering on leafless twigs vs flowering on shoots bearing old or new foliage. Species-specific flowering periods of herbarium collections are similar to those observed in phenological field studies, but are often longer because of the larger geographical and temporal sampling range. Conspecific collections of different geographical origin show distinct differences in flowering periodicity, which are correlated with differences in the timing and intensity of the dry season. Interspecific differences in the timing of phenology relative to the dry season indicate differences in the control of phenology by seasonal drought. Herbaria thus represent a large potential source of phenological information which can either supplement and extend phenological field studies or provide phenological information for dry forest species not studied in the field but well represented in herbarium collections.",81,Journal,ar,Article,100,1,1,Flowering periodicity | Herbarium collections | Neotropics | Phenology | Tropical dry forest,23435,undefined,0,FALSE,42,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029668082,SCOPUS_ID:0029668082,2-s2.0-0029668082,Ecological relationships between columnar cacti and nectar-feeding bats in Mexico,Valiente-Banuet A.,Journal of Tropical Ecology,02664674,12,1,103-119,1996-01-01,January 1996,10.1017/S0266467400009330,"A bibliographical and herbarium investigation on the pollination syndrome of Mexican columnar cacti (tribe Pachycereeae) was conducted. Most Mexican species of columnar cacti show a chiropterophilic-pollination syndrome and they flower synchronously in March to May. The floral biology, reproductive system and visitors (to both fruits and flowers) of Neobuxbaumia tetetzo, the most abundant and dominant columnar cactus of succulent forest in the Tehuacán Valley, were studied. This species reached densities of c. 1200 individuals ha-1. The bats Leptonycteris curasoae and Choeronycteris mexicana were its only pollinators, whilst a more diverse array of visitors disperse seeds. Contrary to findings for multiple pollinators of columnar cacti in extratropical deserts in North America, the relationships between N. tetetzo and nectar-feeding bats was strong and tightly coupled in Mexico.",156,Journal,ar,Article,100,4,4,Choeronycteris mexicana | Columnar cacti | Distributional patterns | Leptonycteris curasoae | Mexico | Nectar-feeding bats | Neobuxbaumia tetetzo | Pollination | Seed dispersal,23435,IN-207993,0,FALSE,43,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661679,SCOPUS_ID:0029661679,2-s2.0-0029661679,Pollination and breeding system of Xylopia brasiliensis Sprengel (Annonaceae) in south-eastern Brazil,Andrade B.,Journal of Tropical Ecology,02664674,12,2,313-320,1996-01-01,March 1996,10.1017/S0266467400009482,NA,16,Journal,ar,Article,100,3,3,Annonaceae | Beetle pollination | Brazil | Breeding system | Cantarophilly | Floral biology | Self-incompatibility | Xylopia,23435,undefined,0,FALSE,44,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661678,SCOPUS_ID:0029661678,2-s2.0-0029661678,Regrowth of secondary vegetation after the 'Borneo fire' of 1982-1983,Nykvist N.,Journal of Tropical Ecology,02664674,12,2,307-312,1996-01-01,March 1996,10.1017/S0266467400009470,NA,33,Journal,ar,Article,100,1,1,Biomass increment | Fire,23435,undefined,0,FALSE,45,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661484,SCOPUS_ID:0029661484,2-s2.0-0029661484,"Ant recolonization of rehabilitated bauxite mines at Trombetas, Pará, Brazil",Majer J.,Journal of Tropical Ecology,02664674,12,2,257-273,1996-01-01,March 1996,10.1017/S0266467400009445,"Ant species were sampled in three rainforest and 10 rehabilitated bauxite mine plots at Trombetas, in the tropical monsoonal region of Brazil. Rehabilitation ranged from 0 to 11 years in age and was mainly performed by planting mixed native forest tree species. One plot supported single-species blocks of Australian Eucalyptus and Acacia species. Two hundred and six ant species were recorded, of which 82 were exclusively found in the native vegetation, 54 were confined to the rehabilitation and 70 were found in both situations. In contrast with other studies, ant species richness in the Eucalyptus/Acacia plantation was as great as in the areas rehabilitated with native vegetation. The overall rate of return of ant species was considerably greater than in mines situated within subtropical regions of Brazil, Africa and Australia. However, if the greater richness of ants in the native vegetation at Trombetas was accounted for, the proportional return of the original ant fauna was not particularly rapid. The return of ant species slowed as the rehabilitated areas aged. In comparison with forest, the rehabilitation was characterized by proportionately more generalist species and fewer specialists, especially from the soil and litter layers. The full range of habitat requirements for the ant community has not been restored by the eleventh year of rehabilitation and further management may be required to enhance the degree of colonization. It is suggested that the findings for ants may apply to other components of the biota as well.",42,Journal,ar,Article,100,1,1,Ants | Australia | Bauxite mining | Brazil | Climate | Formicidae | Land rehabilitation | Recolonization | Restoration,23435,undefined,0,FALSE,46,NA,NA,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0029661478,SCOPUS_ID:0029661478,2-s2.0-0029661478,"Habitat, CO<inf>2</inf> uptake and growth for the CAM epiphytic cactus Epiphyllum phyllanthus in a Panamanian tropical forest",Andrade J.,Journal of Tropical Ecology,02664674,12,2,291-306,1996-01-01,March 1996,10.1017/S0266467400009469,"In the tropical forest of Barro Colorado Island, habitat characteristics, diel acidity changes, CO2 uptake and growth were investigated for the epiphytic cactus Epiphyllum phyllanthus (L.) Haw. It occurred most frequently in tree cavities with its roots in canopy soil and was especially abundant on two tree species: Platypodium elegans J. Vogel and Tabebuia guayacan (Seem.) Hemsl. Its maximum net CO2 uptake rates were low under natural conditions (1.4 μmol m-2 s-1) but were comparable to those of other CAM and C3 epiphytes under wet conditions in a screenhouse. Under both natural conditions and in the screenhouse, partial shade enhanced growth and CAM activity. When plants grew under a photosynthetic photon flux of c. 4 mol m-2 d-1, their nocturnal acidity increase and total net CO2 uptake were twice as much as for plants growing at lower (an average of 2.4 mol m-2 d-1) and higher (7.7 mol m-2 d-1) photosynthetic photon fluxes. Stem elongation was 27% greater at the intermediate photosynthetic photon flux. Seedlings of E. phyllanthus survived three months of drought and responded rapidly to rewetting, recovering fully within three days. Transpiration rates and nocturnal acidity increases also recovered to the values of well-watered plants a few days after rewetting, indicating that this species can take advantage of episodic rainfall during the dry season.",21,Journal,ar,Article,100,2,2,Cactaceae | CO  uptake 2 | Crassulacean acid metabolism | Epiphyllum phyllanthus | Epiphyte | Habitat | Panama | Photosynthetic photon flux | Succulence | Tissue acidity,23435,undefined,0,FALSE,47,SI,Smithsonian Institution,NA,NA
