@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0024910743,SCOPUS_ID:0024910743,2-s2.0-0024910743,Vegetation patterns in spring-fed calcareous fens: calcite precipitation and constraints on fertility,Boyer M.,Journal of Ecology,00220477,NA,77,2,597-609,1989-01-01,1989,10.2307/2260772,"Some spring-fed calcareous fens in Britain have a distinct vegetation pattern, with stands of low-growing species-rich vegetation abruptly joined by taller, less rich vegetation. The short-fen vegetation occupies the main seepage tracks; the taller-fen community, though still irrigated by water seepage, flanks the most active seepage zones. Above-ground crop mass and net productivity were much smaller in short-fen than taller-fen zones. Juncus subnodulosus occurred in both short- and taller-fen zones at most sites, but its shoot mass was much less in the short-fen. Concentration of P in living leaves was also lower in shoots from short-fen zones, whilst concentrations of Ca, Mg, K and N were similar to, or higher than, those in taller-fen living shoots of J. subnodulosus. As P limits short-fen fertility, high NO3- concentrations in groundwater discharge do not increase fertility. The conservationally valuable short-fen vegetation may therefore relate to intrinsic geochemical processes, though the ultimate capacity of the system to immobilize P is not known. -from Authors",170,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,26,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024909690,SCOPUS_ID:0024909690,2-s2.0-0024909690,Competition in mixtures of the annual Hypochoeris glabra and perennial H. radicata,Fone A.,Journal of Ecology,00220477,NA,77,2,484-494,1989-01-01,1989,10.2307/2260764,"Estimates of the effects of interspecific and intraspecific competition, based on rosette, root and reproductive dry weights, showed that the perennial H. radicata (Asteraceae) was similar to the annual H. glabra in ability to compete for resources under the experimental conditions. For annual and perennial Hypochoeris, there was little evidence for an association between life-history and competitive ability, even though the assumption that annuals allocate proportionally more resources to reproduction was valid. -from Author",4,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,27,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024908079,SCOPUS_ID:0024908079,2-s2.0-0024908079,"Relations between native and exotic plant guilds in the Upper Clutha, New Zealand",Wilson J.,Journal of Ecology,00220477,NA,77,1,223-235,1989-01-01,1989,10.2307/2260926,"The native and exotic plant guilds produced classifications of the quadrats that were no more different than those using random groups of species, suggesting that the guilds follow the same vegetational boundaries, but there was some evidence that the guilds differ in the environmental factors with which they are correlated. The ratio of the two guilds differed between quadrats, and inverse classification showed significant differences in their distribution. It is concluded that the two guilds differ ecologically. The importance of exotics has steadily increased over the past 50 yr, and is probably still increasing. There was more structure in the native guild than in the exotic guild, even allowing for guild size. The native guild was slighly more related to the environment, but the local community was more related to the exotic guild than to the native guild, an effect that did not seem to be due to guild size. In spite of these differences, the native and exotic guilds now form one community at each point. The exotic guild tends to determine the structure of the community, but it is still invading and therefore not yet at equilibrium. -from Author",18,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,28,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024908071,SCOPUS_ID:0024908071,2-s2.0-0024908071,Dynamics and weight loss of leaf litter in Central Himalayan forests: abiotic versus litter quality influences,Upadhyay V.,Journal of Ecology,00220477,NA,77,1,147-161,1989-01-01,1989,10.2307/2260922,"Litters high in cell wall constituents tend to be lower in nutrient concentrations. Relative patterns of change in K and Ca concentrations tended to differ from those of N, P and Na. Monthly rainfall and could account for 25-89% of monthly weight loss of litter on each site. Annual temperature, actual evapotranspiration (AET) and altitude explained, respectively, 48.7%, 53.6% and 49.1% of variability. Measures of cell wall constituents, eg lignin concentration, could account for up to 60% of the variability in weight loss in the first year; however, lignin, as a predictor of weight loss rate, contains considerable information about plant nutrients. In warm temperate and subtropical climates the cell wall constituents seem to be good predictors of weight loss in the first year while in cool temperature to arctic climates, the early stages of decay are prolonged, resulting in good prediction by litter nutrients. -from Authors",45,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024905974,SCOPUS_ID:0024905974,2-s2.0-0024905974,Demographic studies of a dioecious tree. II. The distribution of leaf predation within and between trees,Alliende M.,Journal of Ecology,00220477,NA,77,4,1048-1058,1989-01-01,1989,10.2307/2260822,"The extent of (mainly insect) damage to the leaves of Salix cinerea was determined in a naturally established population in Anglesey, N Wales. Leaves on male trees suffered more damage than those on females or juveniles. Leaves in shaded portions of the canopy suffered more damage, but compass orientation of the branches had no effect. Intensity of flowering had significant though complex effects on the degree of predation suffered by the leaves. (See also 90L/07316). -from Author",35,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024904496,SCOPUS_ID:0024904496,2-s2.0-0024904496,"Plant biomass, species diversity and net primary production in a central Himalayan high altitude grassland",Ram J.,Journal of Ecology,00220477,NA,77,2,456-468,1989-01-01,1989,10.2307/2260762,"The time-series of live shoot biomass exhibited a unimodal growth pattern during each of the 2 yr of study. Peak live shoot biomass, attained in August, ranged between 382-409 g m-2. The relative growth rate of the live shoots ranged between 8-42 mg g-1 day-1, the maximum rate occurring during the early part of the growing season. Rise in temperature which caused the snow-melt in mid-April was followed by vegetation growth. Snow-melt also provided plant-available moisture, and shoot growth began at a rapid rate during April-May. Biomass accumulation was sustained by monsoon rainfall in June-August. Species diversity declined from a maximum in June to a minimum in October. Danthonia cachemyriana showed increasing dominance with advancement of the growing season. Minimum annual net shoot production ranged between 453-527 g m-2, minimum total below-ground net production between 284-449 g m-2. The total dry matter disappearance almost balanced the total net organic matter input within the annual cycle, ie the system is in equilibrium. -from Authors",37,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024904466,SCOPUS_ID:0024904466,2-s2.0-0024904466,Sulphide as a soil phytotoxin: differential responses in two marsh species,Koch M.,Journal of Ecology,00220477,NA,77,2,565-578,1989-01-01,1989,10.2307/2260770,"Addition of 1.0 mM sulphide resulted in significantly less total biomass of Spartina alterniflora and Panicum hemitomon. Sulphide significantly reduced culm, root and rhizome biomass in P. hemitomon but only root biomass in S. alterniflora. P. hemitomon had no significant difference in total biomass between the aerated and non-aerated treatments, but S. alterniflora total biomass was lower in the aerated treatment than in the non-aerated treatment. Redox potential in the soil cores of both species was highest in the aerated treatment, intermediate in the non-aerated treatment, and lowest in the sulphide treatment. S. alterniflora and P. hemitomon soluble interstitial NH4+ and PO43- concentrations followed an inverse relationship to redox potential and differences between treatments were highly significant. Root Fe concentrations in S. alterniflora were an order of magnitude higher than Fe concentrations in leaves of S. alterniflora and roots and leaves of P. hemitomon. -from Authors",154,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024904066,SCOPUS_ID:0024904066,2-s2.0-0024904066,Carbon balance of Panicum coloratum during drought and non-drought in the northern Chihuahuan Desert,Sisson W.B.,Journal of Ecology,00220477,NA,77,3,799-810,1989-01-01,1989,10.2307/2260986,"Water stress severely repressed diurnal photosynthetic capacity during drought. Below-ground biomass, however, consisted of suberized roots with low respiratory activity. The net result was a positive whole-plant carbon gain of 2.6 mg C g dry wt-1 day-1. Precipitation (1.12 cm) ended the 52 d drought, and increased the whole-plant carbon gain 6-fold. Mean root/shoot quotient was 1.9 during the spring drought and 0.6 in autumn. Reproductive tissue accounted for 13-34% (mean 22%) of above-ground biomass in autumn. Following reproductive growth, when soil-moisture conditions were favourable, the root system comprised suberized roots, non-suberized nodal roots and other non-suberized roots. Although the last 2 root types had high respiration rates, their presence in low quantities and low soil temperatures resulted in below-ground respiration approximately equal to that during drought. The whole-plant carbon gain during September was 17.2 mg C g dry wt-1 day-1. -from Author",11,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024903814,SCOPUS_ID:0024903814,2-s2.0-0024903814,Forty years of change in Lady Park Wood: the young-growth stands,Peterken G.,Journal of Ecology,00220477,NA,77,2,401-429,1989-01-01,1989,10.2307/2260758,"Lady Park Wood, Monmouth, is an ancient semi-natural woodland, designated as an unmanaged reserve in 1944. In 1943 part of the wood had been virtually clear-felled, then left to regenerate. Lime (Tilia cordata, T. platyphyllos), beech Fagus sylvatica and hazel Corylus avellana, and in smaller numbers oak Quercus petraea and maple Acer campestre, have regenerated from coppice stools, but most of the regeneration has come from abundant seedlings of birch (Betula pendula, B. pubescens) and ash Fraxinus excelsior, with smaller numbers of sallow Salix caprea, beech, lime, oak and maple. Regeneration was initially patchy: groups of seedlings were interspersed with open areas dominated mainly by Rus fruticosus. By 1955 the canopy was closed and subsequently there has been no effective recruitment. As stands developed there was a rapid decrease in number of stems whilst the canopy initially remained closed. Very few oak samplings survived. A severe drought in 1976 followed by heavy snow in 1981 killed numerous birch and opened many gaps. Beech saplings were subsequently severely damaged by grey squirrels Sciurus carolinensis. The initial birch dominance is thus being irregularly replaced, mainly by coppice growth and ash poles. Mature oaks which were left standing in the cut-over areas, have remained healthy. Many beech, also retained, have died or deteriorated since the 1976 drought. The uneven distribution of tree species regeneration was determined only partly by inherent site factors. Small-scale initial patchiness, due partly to deer browsing, quickly disappeared. The effects of past management will persist. The Initial Floristic Composition model describes the early stages of succession well, but no single model encompasses the whole process. -from Authors",42,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024903625,SCOPUS_ID:0024903625,2-s2.0-0024903625,New methods for the analysis of spatial pattern in vegetation,Dale M.,Journal of Ecology,00220477,NA,77,1,78-91,1989-01-01,1989,10.2307/2260918,"A new method of analysis is suggested that modifies the interpretation of quadrat variance methods for detecting the scale of spatial pattern in vegetation. A complementary method is presented for distinguishing the contributions made by the sizes of the gaps (regions of low density) and of the patches (regions of high density) to that pattern. Application of these methods to a study of primary succession on proglacial deposits indicates that the scale of pattern does not change with surface age. Growth and coalescence of patches of vegetation may be counterbalanced by their senescence and breakup, and by continued colonization. -from Authors",41,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024899896,SCOPUS_ID:0024899896,2-s2.0-0024899896,Lesser snow geese and the nitrogen economy of a grazed salt marsh,Bazely D.,Journal of Ecology,00220477,NA,77,1,24-34,1989-01-01,1989,10.2307/2260913,"The acetylene-reduction technique was used to measure nitrogenase activity of surface sediments of a subarctic salt march at Perouse Bay, Manitoba, in order to estimate whether some of the nitrogen of forage plants that is incorporated into body tissues of a herbivore (Chen caerulescens caerulescens) is replaced by N-fixation. Nitrogenase activity was consistently higher in grazed plots compared with rates in ungrazed plots. Estimates of total amounts of N fixed in grazed plots between June and September (""melt to freeze-up') were c1 g N m-2. Unlike ungrazed swards, where plant litter accumulated, mats of cyanobacteria were present on the surface of sediments between individual plants. Levels of exchangeable and soluble ammonium ions were low (eg <6 μg exchangeable N-NH4 g dry wt-1 sediment) throughout most of the growing season, but higher levels were detected in early spring and fall, particularly in grazed plots. Only trace amounts of nitrate ions were present in sediment extracts. A feedback model involving different aspects of the nitrogen cycle describes the strong interaction between the herbivore and salt marsh vegetation. The intense cropping of vegetation results in little accumulation of plant litter. Patches of sediment are colonized by cyanobacteria that maintain the long-term N input. -from Authors",47,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024899504,SCOPUS_ID:0024899504,2-s2.0-0024899504,Biological flora of the British Isles: Lobelia dortmanna L,Farmer A.M.,Journal of Ecology,00220477,NA,77,4,1161-1173,1989-01-01,1989,10.2307/2260830,"With reference to water lobelia, describes geographical and altitudinal distribution (which is upland northern and western); habitat; communities; response to biotic factors; gregariousness, performance in various habitats, and effect of frost and drought; morphology, mycorrhiza, perennation, chromosomes and physiological data; phenology; floral biology, hybrids, seed production and dispersal, and seedling morphology; animal feeders, plant parasites and plant diseases; and history. -J.W.Cooper",8,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024898372,SCOPUS_ID:0024898372,2-s2.0-0024898372,Experimental investigation of bryophyte interactions on a dry heathland,Scandrett E.,Journal of Ecology,00220477,NA,77,3,838-852,1989-01-01,1989,10.2307/2260989,"The pleurocarpous mosses Pleurozium schreberi, Hylocomium splendens and Hypnum jutlandicum typically occur in gaps in degenerate Calluna vulgaris bushes in dry heathland. In monocultures, the 3 species behaved similarly, producing higher yields and displaying greater intraspecific inhibition (as a result of interactions between ""individuals' derived from different sown fragments) in shade than in light. Although yields were somewhat higher in dry than in wet conditions, inhibition was greater in the wet. H. jutlandicum showed the most intraspecific inhibition, P. schreberi the least. Most pairs of species produced the highest yields and showed the greatest mutual inhibition in the shade and in dry conditions. H. jutlandicum was the most successful species in mixtures. Its proportional yield was enhanced, while that of each of the other species (especially P. schreberi) was reduced. -from Authors",15,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024898135,SCOPUS_ID:0024898135,2-s2.0-0024898135,"Genet and ramet demography of Oenocarpus mapora ssp. mapora, a clonal palm of Panamanian tropical moist forest",De Steven D.,Journal of Ecology,00220477,NA,77,2,579-596,1989-01-01,1989,10.2307/2260771,"All ramets develop through a fixed sequence of morphological stages; a genet's stage-class is determined by the stage and size of its largest ramet, which defines genet functional status within the population. A genet establishing from seed develops through 2 single-ramet stages (seedling and non-clonal juvenile), followed by 3 clonal stages (clonal juvenile, subadult and reproductive adult). Both ramet growth rates and ramet survivorship increase with ramet size and developmental stage. High within-stage variation in ramet growth suggests tolerance of understorey suppression but opportunistic response to higher light levels. Rates of daughter ramet production by clonal genets average <1 per genet yr-1. A genet appears to produce daughter ramets when environmental conditions also favour vigorous growth and sexual reproduction by existing ramets. In contrast to non-clonal stages, survivorship of clonal genets is very high because treefalls and windthrows, a major mortality factor for all stage-classes, rarely kill all ramets within a genet. Genet flowering frequency increases with adult clone size, and flowering is stimulated by high light levels. A static population structure in the ""mature forest' site is evident in its low genet population density, high dominance of large adult clones and poor seedling recruitment. High genet population density, high juvenile dominance and good seedling recruitment in the ""disturbed forest' site suggest that O. mapora may be especially favoured in habitats prone to canopy disturbance. -from Author",76,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024896909,SCOPUS_ID:0024896909,2-s2.0-0024896909,"Seed size and number in Rubus chamaemorus: between-habitat variation, and effects of defoliation and supplemental pollination",Agren J.,Journal of Ecology,00220477,NA,77,4,1080-1092,1989-01-01,1989,10.2307/2260824,"In 8 populations of Rubus chaemaemorus in N Sweden and Finland, seed mass varied 4-fold overall, up to 3-fold within populations, and up to 2-fold within single fruits. Ramets in shaded populations were larger, and produced larger seeds than ramets in open populations, but had a lower total seed-to-leaf mass ratio. Seed number and total seed mass per fruit did not differ consistently between open and shaded populations. Mean seed mass was negatively correlated with seed number per fruit, and with number of seeds per unit leaf and rhizome mass, respectively. Fruits that matured early contained more seeds and had a higher total seed mass than fruits that matured late. Mean seed mass did not vary as strongly between years as did seed number and total seed mass per fruit. Supplemental hand pollination in a shaded population increased seed number and total seed mass per fruit. Defoliation did not influence fruit or seed set, nor total seed mass per fruit. Complete defoliation reduced mean seed mass by 13. Production of larger seeds in the shade may reflect a variation between habitats in the optimal balance between seed number and size. -from Author",74,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024889232,SCOPUS_ID:0024889232,2-s2.0-0024889232,Variation in competition along an environmental gradient: Hieracium floribundum in an abandoned pasture,Reader R.,Journal of Ecology,00220477,NA,77,3,673-684,1989-01-01,1989,10.2307/2260977,"Rosette survival, recruitment and population growth all increased when neighbours were removed, but only at one end of the gradient (higher standing crop, lower light). Reducing soil moisture at the start of the experiment did not affect rosette survival but it increased rosette recruitment where nutrient and standing crop were higher on the gradient, but recruitment increased whether neighbours were present or absent, so intensity of competition, measured as the difference in recruitment with neighbours present and absent, was not affected by variation in soil moisture availability at either end of the gradient. Results support the proposal that competition should intensify as soil fertility and plant standing crop increase, even when moisture availability also varies. -from Authors",44,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024889227,SCOPUS_ID:0024889227,2-s2.0-0024889227,Mineral nutrient allocation in seeds and shoots of twelve Chionochloa species in relation to soil fertility,Lee W.G.,Journal of Ecology,00220477,NA,77,3,704-716,1989-01-01,1989,10.2307/2260980,"Shoots and seeds of C. acicularis, C. crassiuscula, C. conspicua, C. flavescens, C. macra, C. oreophila, C. ovata, C. pallens, C. rigida, C. rubra, C. spiralis and C. teretifolia were collected over 5 days in late summer. Tillers were separated into sheaths, green leaves and dead leaf blades. The tiller parts and the seeds were dried, weighed and analysed for N, P, K, Ca, Mg, Fe, S and Na. The order obtained by ranking the species in increasing total mineral concentration of tillers is significantly related to that obtained when the species are ranked in order of increasing fertility of their respective soils as determined in the bioassay. Soil fertility is correlated positively with tiller weight and negatively with seed weight. For all elements measured except Ca the seed enrichment ratio (concentration of element in seed/concentration of same element in shoots) decreases consistently from species with low shoot concentrations to species with high shoot concentrations. The biomass of vegative tillers was lower in flowering tussocks in 3 of the 4 species. Tillers from flowering tussocks had proportionately smaller leaf blades, larger sheaths and more dead leaf blade. Chionochloa species from infertile soils tended to have smaller shoots, lower mineral nutrient concentrations, higher seed enrichment ratios and larger seeds. -from Authors",50,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024885452,SCOPUS_ID:0024885452,2-s2.0-0024885452,Demography of short-lived plants in chalk grassland. III. Population stability,Kelly D.,Journal of Ecology,00220477,NA,77,3,785-798,1989-01-01,1989,10.2307/2260985,"Detailed demographic observations were made on 3 annual hemiparasites (Euphrasia pseudokerneri, E. nemorosa, Rhinanthus minor) and 2 strict biennials (Linum catharticum, Gentianella amarella) at 3 sites spread 150 km apart on the chalk grassland of SE England over 3 yr. Over distances of a few metres within the Fleam Dyke site, Cambridgeshire, there were large differences in seedling density and in survival to flowering for all 3 species present. For E. pseudokerneri and Gentianella, the pattern of seedling densities was constant over time, but the pattern of high and low survival was different in successive years. Linum showed no constant pattern of seedling densities but the pattern of high and low survival was the same for the 1980 and 1981 cohorts (but different for the 1979 and 1980 cohorts). The short-lived plants seem to exist as ""shifting clouds' which move slowly around in the turf. For the biennials and E. pseudokerneri, most variation in population size was explained by the seed-to-germination stage; for E. nemorosa and Rhinanthus, survival from germination to flowering, and the number of seeds produced per fruiting plant were the crucial stages. At Fleam Dyke over the study interval, E. pseudokerneri decreased in density 100-fold while Gentianella was constant in numbers; Linum was intermediate. Both life-history parameters (generation time, presence of a seed bank) and sensitivity to environmental factors were implicated in the differences between species. Gentianella was more ""stoical' (less sensitive to environmental changes) than Linum, which seemed to be important in the greater constancy of Gentianella. Over widely separated sites Euphrasia spp. behaved in completely opposite ways, while changes in Gentianella were perfectly in parallel at all three sites. -from Author",17,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,43,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024885274,SCOPUS_ID:0024885274,2-s2.0-0024885274,The effects of Puccinia lagenophorae on Senecio vulgaris in competition with Euphorbia peplus,Paul N.,Journal of Ecology,00220477,NA,77,2,552-564,1989-01-01,1989,10.2307/2260769,"Rust-infection greatly reduced S. vulgaris dry weights, especially of the roots, both in monocultures and mixtures but the yields of both control and rusted S. vulgaris were little changed by competition from E. peplus at any planting density. E. peplus yields were greatly reduced by competition from S. vulgaris but less so in the presence of rust, especially at lower planting densities. The magnitude of rust-induced reductions in the yields of S. vulgaris decreased as the proportion of E. peplus in mixtures increased. However, increases in E. peplus yields when S. vulgaris was rusted were unaffected by species proportions. The inequality (skewness) of the dry weight and plant height hierarchies of S. vulgaris increased with population density and rust infection but were not changed by competition from E. peplus. S. vulgaris, whether control or rusted, strongly outcompeted E. peplus even though the root dry weights of the latter were often substantially greater. -from Author",33,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,44,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024885079,SCOPUS_ID:0024885079,2-s2.0-0024885079,Effect of Rhizobium leguminosarum biovar trifolii genotype on specificity between Trifolium repens and Lolium perenne,Chanway C.,Journal of Ecology,00220477,NA,77,4,1150-1160,1989-01-01,1989,10.2307/2260829,"Compatibility between genotypes of Lolium perenne and Trifolium repens was not apparent when the effect of Rhizobium leguminosarum biovar trifolii was ignored. When genotypes of Lolium and Trifolium that had been neighbours in the field were inoculated, biotic specialization between the pasture plants became evident. The magnitude of the effect, characterized by increased Trifolium yields, could be largely accounted for by the presence of the coexistent Rhizobium-Lolium combinations, regardless of the Trifolium genotype. When Trifolium was inoculated with a mixture of Rhizobium strains, unrelated isolates formed more root nodules than did coexistent ones. When coexistent Rhizobium was administered as a single-strain inoculum, an increased yield of Trifolium was observed. -from Authors",37,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,45,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024882679,SCOPUS_ID:0024882679,2-s2.0-0024882679,A comparative demographic study of annual and perennial Hypochoeris (Asteraceae),Fone A.,Journal of Ecology,00220477,NA,77,2,495-508,1989-01-01,1989,10.2307/2260765,"In a California coastal grassland, Hypochoeris glabra was an obligate annual, H. radicata a short-lived perennial. Perennials usually reproductive maturity in the 2nd year of life, but survival to this stage was low (<5%). Annuals had much higher maturation rates (19-33%). Yearly survival rates for 1st year perennials and older plants were similar (1-16%). After achieving maturity, perennials flowered each year until death. Annuals and first-year perennials produced an estimated 18 and 13 fruits per plant, respectively, but fruit output for older perennials was c10 times greater than that for 1st year plants. Net reproductive rates for annual and perennial plants were similar (4.4 and 3.0, respectively), indicating similar lifetime fruit production, but a population projection matrix model with hypothetical seed-bank dynamics showed that the annual should have greater finite rates of population growth than the perennial for most combinations of yearly seed mortality and dormancy rate. Elasticity analysis showed that performance of annuals was largely determined by the fraction of new fruit production that germination in the next season. Perennial performance was strongly affected by 1st year plant survival and fruit production in the 2nd year of life, results that were consequences of delayed reproductive maturity. -from Author",13,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024881626,SCOPUS_ID:0024881626,2-s2.0-0024881626,"Photosynthesis and canopy structure of a submerged plant, Potamogeton pectinatus, in a Danish lowland stream",Van Der Bijl L.,Journal of Ecology,00220477,NA,77,4,947-962,1989-01-01,1989,10.2307/2260815,"Basal leaves had lower chlorophyll content and lower photosynthetic efficiency than apical leaves in both low and high light. Potamogeton has an apical growth form leading to increasing age of the tissue with depth in the canopy. The reduced activity of basal leaves can be explained by light limitation and the beginning of senesence. Potamogeton stands concentrated their biomass at the surface surface during summer, thereby compensating for high water attenuation. The photosynthetic rate of the stand was strongly reduced if the biomass was assumed constant with depth. Simultaneously, the depth strata with highest photosynthetic and respiratory activity and the light compensation point in the canopy moved towards the surface. Integrated photosynthesis of the stand showed a hyperbolic dependency on surface photon flux density (PFD). Photosaturation was usually not reached at maximum PFD, due to extensive self-shading. Gross O2 production was primarily regulated by PFD and biomass and showed a unimodal seasonal pattern with maximum in mid-August (7.5 gO2 m-2 day-1). Gross O2 production corresponded to total stream photosynthesis at maximum biomass during mid-summer. Dark respiration was a high proportion of gross photosynthesis, and this proportion increased with biomass and age of tissue during the growing season. Net O2 production increased linearly from early May to early August and was positive until late August. Changes in biomass followed the same seasonal pattern. -from Authors",49,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024881420,SCOPUS_ID:0024881420,2-s2.0-0024881420,Demography of short-lived plants in chalk grassland. II. Control of mortality and fecundity,Kelly D.,Journal of Ecology,00220477,NA,77,3,770-784,1989-01-01,1989,10.2307/2260984,"Factors affecting germination, survival and reproduction of a hemiparasitic summer annual (Euphrasia pseudokerneri) and 2 strict biennials (Linum catharticum and Gentianella amarella) were examined at 2 chalk grassland sites in SE England. Data are also provided on a 2nd annual (E. nemorosa). Germination of E. pseudokerneri, Linum and Gentianella was restricted to a narrow ""window' of germination sites where mean turf height was only 1-3 cm. All 3 species germinated poorly in longer turf, and E. pseudokerneri and Linum also germinated less well in very short areas. Survival of E. pseudokerneri, Linum and Gentianella, and reproductive output of Gentianella, were higher in areas of short turf. Overall, Gentianella was most sensitive to turf height, Linum the least. Mortality rates of E. nemorosa, Linum, and (especially) E. pseudokerneri were higher during dry periods even over 3 yr of normal rainfall, but Gentianella was not affected. E. pseudokerneri survival was decreased by adding nitrate, and increased by clipping the turf, by adding water and by excluding rabbits Oryctolagus cuniculus; E. pseudokerneri fecundity was increased by excluding rabbits and by adding phosphate; and Linum survival and fecundity were increased by regular applications of snail poison. -from Author",34,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024881189,SCOPUS_ID:0024881189,2-s2.0-0024881189,"Growth, death and size distribution change in an Impatiens pallida population",Thomas S.,Journal of Ecology,00220477,NA,77,2,524-536,1989-01-01,1989,10.2307/2260767,"Growth and fate of individual plants in a natural self-thinning stand of Impatiens pallida located along a disturbed forest edge in SE Pennsylvania were followed from canopy closure to onset of flowering. Mortality in the primary study population was 25%. Lodging was an important cause of death. Smaller plants were more likely to lodge and to suffer herbivore damage. Lodging, independent of plant size, accounted for 16% of mortality; effects of herbivory on mortality (independent of plant size) were not significant, however. Death caused by lodging in a natural self-thinning population supports the hypothesis that biomechanical constraints may have substantial effects on self-thinning relationships and patterns of size structure change in herbaceous plant populations. A decrease in above-ground biomass occurred in 21% of surviving plants in the main study population, but 88% of the surviving plants displaying negative growth flowered by the end of the study. Growth curves were approximately linear over the course of the study period. Survival of plants with negative growth affects the function relating biomass (B) to density (D) and the function relating size inequality to mean plant mass over the course of self-thinning. Had these plants died during the study period, the observed log B-log D slope (-1.73) would have been very close to the mean thinning slope observed across many species (-0.85). Because many non-growing and shrinking plants survived, size inequality did not decrease during self-thinning. -from Authors",47,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,49,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024881187,SCOPUS_ID:0024881187,2-s2.0-0024881187,Large niche overlaps among coexisting plant species in a limestone grassland community,Mahdi A.,Journal of Ecology,00220477,NA,77,2,386-400,1989-01-01,1989,10.2307/2260757,"Data are given on the niches of 8 perennial plant species which occurred commonly in a species-rich limestone grassland. The niche axes were: phenology of above-ground growth and flowering over a 5 month growing season, together with soil depth, pH and levels of available N, P and K, in samples taken at the end of the season. There was little separation of the species on any single niche axis, nor could the species be separated in 6-dimensional niche space. An attempt to separate the species on a resource-ratio gradient of N/P was also unsuccessful. Separation in niche space is unlikely to make a major contribution to coexistence in this community. Investigation of models which permit coexistence in the absence of niche differentiation could prove more fruitful. -from Authors",63,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,50,NA,NA
