@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,dc:description,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0027060361,SCOPUS_ID:0027060361,2-s2.0-0027060361,Aggregation and synecology of arboreal arthropods associated with an overstorey rain forest tree in Australia,Basset Y.,Journal of Tropical Ecology,02664674,14697831,8,3,317-327,1992-01-01,August 1992,10.1017/S026646740000660X,5,Journal,ar,Article,100,1,1,aggrcgation. Argyrodendron actinophyllum | arboreal arthropods | Australia | community | predator-prey ratios | structure | synecology,23435,NA,undefined,Australian Museum,0,FALSE,26,"The cohesion of the arthropod community associated with the rain forest tree Argyrodendron actinophyllum was studied in a warm subtropical rain forest in Australia. The distribution of most arthropods was contagious on the foliage of A. actinophyllum. Chewers and phloem-feeders were more clumped than epiphyte grazers and parasitoids. Arthropod predator-prey ratios were high and relatively constant over time, as revealed by measures of their activity. However, similar ratios in abundance and species-richness of arthropods foraging on foliage showed high variability in space and no consistent trends. Species associations on the foliage were difficult to predict and did not constitute either a single, well-united community or well-delimited subcommunitics. Most of the data suggest that on the foliage of A. actinophyllum, the cohesion of the arthropod community is not extremely strong. Apart from methodological constraints, possible reasons for this include the influence of host-tree phenology, and the high arthropod-diversity of the rain forest environment. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027047884,SCOPUS_ID:0027047884,2-s2.0-0027047884,Community structure of Auchenorrhyncha (Homoptera) in montane rain forest in Vietnam,Novotný V.,Journal of Tropical Ecology,02664674,14697831,8,2,169-179,1992-01-01,May 1992,10.1017/S0266467400006301,12,Journal,ar,Article,100,1,1,Auchenorrhyncha | body size | community | diversity | forest | Homoptera | ordination | rain | Vietnam,23435,NA,undefined,NA,0,FALSE,27,"The adult Auchenorrhyncha community within the understorey of a montane tropical forest in Vietnam is described A total of 1132 specimens representing 223 morphospecies and 16 families was found in a 4300-sweep sample None of the species exceeded the 5% dominance level More than half the species are represented by single individuals within the 309 msof vegetation Spatial community pattern is mosaic like at a scale of hundreds of metres as the similarity of 100 sweep samples does not depend on their spatial distance Areas 1 5–3 km distant from one another differ markedly in their Auchenorrhyncha communities These between-site differences exceed the intra-site community heterogeneity Population density of Auchenorrhyncha species is not correlated with their body size The Auchenorrhyncha community within a forest markedly differs from the community of an adjacent ruderal area A transitional zone between these habitats is intermediate in Auchenorrhyncha species composition. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027047869,SCOPUS_ID:0027047869,2-s2.0-0027047869,Nutrient cycling in two south-east Brazilian forests. I Litterfall and litter standing crop,Morellato L.,Journal of Tropical Ecology,02664674,14697831,8,2,205-215,1992-01-01,May 1992,10.1017/S0266467400006362,65,Journal,ar,Article,100,1,1,altitudinal forest | forest | litter decomposition | litter standing crop | litterfall | semideciduous | south-east Brazil,23435,पऊवि,85/0896-2,"Department of Atomic Energy, Government of India",0,FALSE,28,"Litterfall (leaves, woody < 5 cm diameter. flowers and fruits) was estimated monthly using 20 litter traps, each 1 m2, and litter standing crops were collected every three months using 20 samples of 0 5 m2, for Altitudinal forest (AF) and Semideciduous forest (SF) in south-east Brazil (Serra do Japi, Jundiai, São Paulo State) from March 1985 to March 1986 The total litterfall was 7 tha−1 y−1for AF: 4 9 leaves, 1 8 woody, 0 13 flower, 0 16 fruits; and the total for SF was 8 6tha−1 y−1: 5 5 leaves, 2 1 woody, 0 5 flower, 0 4 fruits Litter standing crop was 5 5tha−1y−1for the two forest sites studied with a turnover coefficient (K1) of 1 3 for AF and 1 6 for SF Litterfall occurred throughout the year but was greater during the dry season (August-September); seasonality of litter and leaf fall was greater in SF than in AF but in both followed the litterfall patterns of other south-east Brazilian forests. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027046870,SCOPUS_ID:0027046870,2-s2.0-0027046870,An ant-membracid-plant interaction in a cerrado area of Brazil,De Assis Dansa C.,Journal of Tropical Ecology,02664674,14697831,8,3,339-348,1992-01-01,August 1992,10.1017/S0266467400006635,21,Journal,ar,Article,100,1,1,Aconophora teligera ant Araliaceae Brazil cerrado Didymopanax vinosum Homoptera | Hymenoptera Membracidae mutualism plant-animal interactions,23435,CNPq,undefined,Conselho Nacional de Desenvolvimento Científico e Tecnológico,0,FALSE,29,"In the Cerrado of Itiraoina, Brazil, 34% of the shrubs of Didymopanax vinosum (Araliaceae) were colonized by the honeydew-producing homopteran Aconophora teligera (Membracidae) which was found exclusively on this species of plant. Correlations were made between membracid density and ant frequency, as well as between these parameters and plant damage. We found that: (1) ant frequency was higher on branches with membracids and both were more frequently found near apical meristems; (2) herbivore damage was lower on apical meristems where the membracids concentrate than on ones where they are absent; (3) the presence of membracids on the plant was correlated with a reduction in the occurrence of other potential herbivores, especially on the branches housing membracids; (4) plants with more tillers tended to have a larger number of membracids. The data suggest that the presence of A. teligera and associated ants probably reduce herbivory on apical meristems of D. vinosum. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027044394,SCOPUS_ID:0027044394,2-s2.0-0027044394,Balanites wilsoniana: Elephant dependent dispersal?,Chapman L.J.,Journal of Tropical Ecology,02664674,14697831,8,3,275-283,1992-01-01,August 1992,10.1017/S0266467400006519,91,Journal,ar,Article,100,2,2,NA,23435,NSF,undefined,National Science Foundation,0,FALSE,30,"This study demonstrates that forest elephants (Loxodonta africana) play a key role as seed dispersal agents for the upper canopy forest tree, Balanites wilsoniana. Seed that passed through elephants had a much greater probability of germinating (50.7%) than seeds from fruits collected directly from the tree (3%). Of 515 seeds that were collected from under parent trees, 89.1% were rotten at the time of collection, 2.6% had been eaten by forest pigs, 2.8% had been killed by squirrels, and 0.7% had been killed by insect damage. The remaining 4.8% of the seeds were still alive. In 150 hours of focal observations on B. wilsoniana trees, two fruits were seen to be destroyed by squirrels, no fruits were seen to be consumed by potential dispersers, and no evidence of scatter hoarding was found. Experimental seedling stations placed out under parent trees and away from parent trees indicated no significant effect of dispersal on seedling survival. Although elephants are not essential for the successful germination of B. wilsoniana seeds, they do greatly increase probability of germination and play a vital role in their dispersal, suggesting that this is a highly interdependent plant-animal seed dispersal system. Balanites wilsoniana, coevolution, elephants, Loxodonta, seed dispersal, Uganda. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027040622,SCOPUS_ID:0027040622,2-s2.0-0027040622,Hurricane Hugo: Damage to a tropical rain forest in Puerto Rico,Basnet K.,Journal of Tropical Ecology,02664674,14697831,8,1,47-55,1992-01-01,February 1992,10.1017/S0266467400006076,92,Journal,ar,Article,100,2,2,disturbance | dominant species | Hurricane Hugo | Puerto Rico | rain forest | tabonuco | tropical,23435,NSF,undefined,National Science Foundation,0,FALSE,31,"Hurricane Hugo of September 1989 caused severe damage to the rain forest in the north-east corner of Puerto Rico. We assessed the severity of damage distributed in space, species, and size-classes of trees in the Bisley Watersheds of the Luquillo Experimental Forest. We analyzed pre- and post-hurricane data for vegetation from transects established in 1987 and 1988. The severity of damage was significantly greater in valleys than on ridges and slopes. All the species except Dacryodes excelsa, Sloanea berteriana, and Guarea guidonia showed 100% severe damage. Large trees f > 70 cm DBH) were highly susceptible to hurricane damage, but there was no clear pattern in the small size-classes. D. excelsa (tabonuco) was the most resistant to damage by the hurricane. Tabonuco which has extensive root-grafts and root anchorage to bedrock and subsurficial rocks, apparently can survive frequent hurricanes and continue as a dominant species in this montane tropical rain forest. The high frequency of hurricanes, which can override other ecological and topographic factors, may largely determine the overall spatial pattern of species in this rain forest. © 1992, Cambridge University Press. All rights reserved.",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0027039616,SCOPUS_ID:0027039616,2-s2.0-0027039616,"Population Structure, Density And Biomass Of Large Herbivores In The Tropical Forests Of Nagarahole, India",Karanth K.U.,Journal of Tropical Ecology,02664674,14697831,8,1,21-35,1992-01-01,February 1992,10.1017/S0266467400006040,145,Journal,ar,Article,100,2,2,biomass | density | herbivores | India | line transect | mammals | population structure | primates | tropical forests | ungulates,23435,USFWS,undefined,U.S. Fish and Wildlife Service,0,FALSE,32,"We studied the population structure, density and biomass of seven ungulate and two primate species in the tropical forests of Nagarahole, southern India, using line transect sampling and roadside/platform counts, during 1986–87. The estimated ecological densities of large herbivore species in the study area are: 4.2 muntjac km-250.6 chital km-25.5 sambar km-20.8 four-horned antelope km-29.6 gaur km-24.2 wild pig km-23.3 elephant km-223.8 hanuman langur km“2and 0.6 bonnet macaque km-2. Most ungulates have female-biased adult sex ratios. Among common ungulate species, yearlings and young of the year comprise about a third of the population, suggesting relatively high turn-over rates. Three species (muntjac, sambar and four-horned antelope) are solitary, while others form groups. The study area supports a wild herbivore biomass density of 14,744 kg km2. Among the three habitat types within the study area, biomass is lower in dry deciduous forests when compared with moist deciduous or teak plantation dominant forests. Using our results, we have examined the factors that may contribute towards maintenance of high ungulate biomass in tropical forests. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027037494,SCOPUS_ID:0027037494,2-s2.0-0027037494,Host specificity and seed dispersal of psittacanthus robustus (Loranthaceae) in south-east Brazil,Monteiro R.F.,Journal of Tropical Ecology,02664674,14697831,8,3,307-314,1992-01-01,August 1992,10.1017/S026646740000657X,56,Journal,ar,Article,100,1,1,Brazil | hemiparasite | host specificity | Loranthaceae | mistletoe | Psittacanthus robustus | seed dispersal | Tersina viridis | Vochysiaceae,23435,NA,undefined,NA,0,FALSE,33,"Psittacanthus robustus (Loranthaceae) is a Neotropical mistletoe whichgrowsmainlyon species of Vochysiaceae in Brazilian ‘errado’ regions. Its parasitizing pattern involves: (a) the height and the aspect of the crown of the host-plants; (b) the presence of sticky substance in the fruits of the parasite; and (c) the feeding behaviour and habitat selection of the dispersal agent, the swallow-tanager Tersina viridis viridis. The feeding behaviour of this bird on fruits of P. robustus facilitates seed release and seedling establishment; its foraging habit and habitat selection account for high concentrations of the parasites on their preferred host-plants. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027028099,SCOPUS_ID:0027028099,2-s2.0-0027028099,Seasonal Activity Patterns And Behaviour Of Juliform Millipedes In South Eastern Botswana,Dangerfield J.,Journal of Tropical Ecology,02664674,14697831,8,4,451-464,1992-01-01,November 1992,10.1017/S0266467400006799,22,Journal,ar,Article,100,3,3,Alloporus uncinatus Botswana Calostreptus sp. diplopods feeding Odontopyge sp | rainfall savanna surface activity,23435,NA,undefined,NA,0,FALSE,34,"Thc seasonal patterns of surface activity and behaviour were recorded for three species of juliform millipede in a savanna habitat in South East Botswana. Initially, surface activity followed rainfall events but this association weakened as the season progressed and, although significant, the correlation between the magnitude of rainfall events and activity was weak. Activity also occurred on moist, relatively cool and cloudy days, particularly in Alloporus uncinatas which was much larger than the other species. The onset and duration of surface activity varied between species. Observations of feeding behaviour suggested that millipedes in semi arid savannas did not subsist exclusively on tree leaf litter but appeared to select a range of food types. Mobility is necessary to obtain these patchy resources but differences between the sexes in patterns of behaviour are more likely related to the mating patterns of these species. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027028093,SCOPUS_ID:0027028093,2-s2.0-0027028093,Transfer of macro-nutrients to the atmosphere during experimental burnings in an open cerrado (Brazilian savanna),Pivello V.,Journal of Tropical Ecology,02664674,14697831,8,4,487-497,1992-01-01,November 1992,10.1017/S0266467400006829,76,Journal,ar,Article,100,2,2,NA,23435,FAPESP,undefined,Fundação de Amparo à Pesquisa do Estado de São Paulo,0,FALSE,35,"This paper presents the quantities of macro-nutrients (N, P, K, Ca, Mg and S) released from the ground layer vegetation to the atmosphere during six experimental burnings, in a Brazilian open savanna, named ‘campo-cerrado’. The values were obtained by comparing the amounts of nutrients in the fuel and in the ash resulting after the burn, in three different seasons. On average, 20.6 kg of N, 1.6kg of P, 7.1 kg of K, 12.1 kg of Ca, 3.0 kg of Mg, and 3.2kg of S ha−1 were transferred from the plant biomass to the atmosphere, representing mean percentages of 95% for N, 51% for P, 44% for K, 52% for Ca, 42% for Mg, and 59% for S. The burn season showed no significant influence on the amounts of nutrients transferred to the atmosphere. Some relationships involving the quantities of macro-nutrients released, fuel moisture, the combustion efficiency during the burns, and the initial standing biomass in the area were also tested. Comparing the average output of macro-nutrients to the atmosphere obtained in this study with their inputs via rainfall, in the same area, it was estimated that three years would be an adequate interval between prescribed burnings for this campo-cerrado, to speed up nutrient recycling without impoverishing the system. © 1992, Entomological Society of Canada. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027028091,SCOPUS_ID:0027028091,2-s2.0-0027028091,Grasses of the precambrian shield region in eastern lowland bolivia. II. Life-form and C3-C4 photosynthetic types,Killeen T.J.,Journal of Tropical Ecology,02664674,14697831,8,4,409-433,1992-01-01,November 1992,10.1017/S0266467400006738,7,Journal,ar,Article,100,2,2,autccology Bolivia cerrado Gramineae Kranz anatomy Neotropics savanna | wetlands,23435,OAS,undefined,Organization of American States,0,FALSE,36,"A life-form classification from Neotropical Gramineae is proposed for 113 native species from eastern lowland Bolivia. A factor analysis was performed on a correlation matrix of 51 vegetative attributes to identify character suites, which were then used as the basis for the classification. The principal types are arboreal, liana, shrub-like, forb-like, bunch grass with basal foliage, bunch grass with basal and caulescent foliage, caespitose annuals, elongate rhizomes, turf grass, stoloniferous, and decumbent (the last category is further divided into subgroups:-perennial,-indefinite,-floating aquatic, and-vine-like). A key component of the life-form classification is the morphology of leaf blades, with five major patterns recognized: elongate and inrolled, elongate and conduplicate, elongate and flat with an attenuate base, short and broad with an amplexicaule base, and short and broad with a pseudopetiole. The distribution and relative abundance of three major photosynthetic categories were compared with life-form and habitat preference. Photosynthetic type of individual species was identified based on leaf anatomy. C4(XyMS —) species predominated in cerradao, cerrado, campo rupestre, valley-side campos, and seasonally inundated savanna, as well as on granite outcrops. C4(XyMS +) species were relatively rare in all habitats, but were significantly more abundant in the xeric micro-environments of granite outcrops. C3 species predominated in semideciduous forest and increased in relative abundance in wetland habitats. Caespitose annuals and bunch grass species were predominantly C4 type, while arboreal and liana species were uniformly C3 type. Grasses classified as decumbent or shrub-like were predominantly C3 type, while rhizomatous, stoloniferous, and forb-like grasses were a mixture of C3 and C4 type. The intent of the study was to group morphological characteristics objectively in order to derive a life-form classification specific for the Gramineae. Comparisons of the relative abundance of the various life-forms in a broad range of habitat types provide a descriptive assessment of the adaptive value of these characteristics. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027027994,SCOPUS_ID:0027027994,2-s2.0-0027027994,The Vegetation Of Brazilian Murundus — The Island-Effect On The Plant Community,De Oliveira-Filho A.T.,Journal of Tropical Ecology,02664674,14697831,8,4,465-486,1992-01-01,November 1992,10.1017/S0266467400006817,29,Journal,ar,Article,100,1,1,Brazil | cerrado | island biogeography | murundus | savanna,23435,NA,undefined,NA,0,FALSE,37,"The campos de murundus (carthmound fields) are typical landscapes of the cerrado (savanna) region of Central Brazil and are characterized by many rounded earthmounds called murundus which are scattered over a grassland surface. As these areas are normally liable to seasonal water-logging, the earthmounds are true habitat islands capable of bearing woody plants typical of the cerrado, which are normally very intolerant of root inundation. The vegetation of an area of murundus field at Cuiaba, in the State of Mato Grosso, Central Brazil, was surveyed for the purpose of evaluating the island-effect on the plant community growing on the mounds/islands. Two main aspects were considered:the influence of the size of the mound and the differences between the types of cerrado occurring on the mounds and on the areas surrounding the murundus field. Most plant species occurring on the mounds were also present in the flora of the surrounding cerrado. However, only a fraction of these species was able to colonize the mounds successfully. The number of species on the mounds was found to be significantly correlated with mound area. Species-area relationships were better described with the power model S — C(A/) than with the exponential model S — C T z (logA) (fitted with linear regression). The mound size also had a strong influence on the spatial distribution of the species on the surface of the mounds. The species were organized in an increasing number of concentric topographic belts corresponding to a gradient of soil depth above the flooding level. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027019952,SCOPUS_ID:0027019952,2-s2.0-0027019952,"Comparison Of The Breeding Sites And Habitat Of Two Hole-Nesting Estrildid Finches, One Endangered, In Northern Australia",Tidemann S.C.,Journal of Tropical Ecology,02664674,14697831,8,4,373-388,1992-01-01,November 1992,10.1017/S0266467400006702,25,Journal,ar,Article,100,5,5,Australia Erythrura gouldiae breeding finch Gouldian habitat Long-tailed sites | Poephila acuticauda,23435,NA,undefined,WWF International,0,FALSE,38,"The endangered Gouldian Finch Erythrura gouldiae is the only Australian finch to nest exclusively in tree hollows or, more rarely, in termite mounds. It is sympatric with the abundant Long-tailed Finch Poephila acuticauda which nests frequently in tree hollows. The aim of this study was to define the characteristics of nest sites and breeding areas of Gouldian and Long-tailed Finches to determine whether nest hollows were in short supply, and where finches fed relative to their nest sites. The Gouldian Finch chose hollows with smaller, more northerly entrances than Long-tailed, or randomly chosen hollows, nested deeper down the hollow and on steeper hill-slopes. Both species preferred single to multi-trunked trees of larger diameter than trees with randomly chosen hollows. Discriminant analysis classified 22-25% of the randomly chosen hollows and 28-38% of Long-tailed nesting hollows as Gouldian hollows. Gouldian Finches were more specific in their choice of nest sites than Long-tailed Finches. The vegetation at the two sites differed floristically, but within each site there was no floristic distinction between feeding or breeding sites or sites chosen at random. Gouldian Finches chose feeding habitat where trees were more spaced, on less rocky, barer ground than around breeding sites. On the basis of the criteria measured, there was no shortage of suitable hollows available to the Gouldian Finch for nesting. The overlap between feeding and breeding sites indicates the importance of managing breeding habitat for conservation. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027019580,SCOPUS_ID:0027019580,2-s2.0-0027019580,"The colonisation of anak Krakatau: Interactions between wild sugar cane, Saccharum spontaneum, and the antlion, Myrmeleon frontalis",Turner B.,Journal of Tropical Ecology,02664674,14697831,8,4,435-449,1992-01-01,November 1992,10.1017/S0266467400006763,3,Journal,ar,Article,100,1,1,Anak Krakatau | antlion | colonisation | frontalis | interactions | marginal habitats | Myrmeleon | Saccharum spontaneum | sugar cane,23435,BES,undefined,British Ecological Society,0,FALSE,39,"The volcanie island of Anak Krakatau emerged from the sea in 1930. The antiion Myrmeleon frontalis has only become established on Anak Krakatau within the last five years, despite having been present on the other Krakatau Islands for at least 50 years. The appearance of the antiions on Anak Krakatau seems to have coincided with the construction of a shelter hut in 1986 which provides a suitable under-floor habitat of dry dusty soil for the larvae to construct their pits. From the hut site they have extended into sub-optimal locations around the bases of clumps of wild sugarcane, Saccharum spontaneum,, on the adjacent lower slopes of the outer cone ash fields. The soil around the Saccharum clumps is variable. Fine deposits are suitable for antlion larvae, more gravelly soils are not. The antlion larvae inhabiting the Saccharum clumps are disturbed by rain which destroys their pits. These two habitats, the hut and Saccharum sites, are the only places on the island that are occupied by the antlion larvae. They have quite different micro-climates so that the two populations are out of synchrony with each other. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027019579,SCOPUS_ID:0027019579,2-s2.0-0027019579,"Patterns Of Forest Diversity Along The Tana River, Kenya",Medley K.,Journal of Tropical Ecology,02664674,14697831,8,4,353-371,1992-01-01,November 1992,10.1017/S0266467400006684,36,Journal,ar,Article,100,1,1,conservation | East Africa | flora | forest ecology | Kenya | plant diversity | riverine forest | tropical,23435,NA,undefined,NA,0,FALSE,40,"Tropical forest vegetation occurs within a narrow corridor along the semiarid lower floodplain of the Tana River, Kenya. An inventory of the woody flora and ecological study of 12 forest areas in the Tana River National Primate Reserve (TRNPR) describe the composition and structure of this riverine forest ecosystem and identify patterns of regional and local diversity. Only 175 species in 49 families are recorded in the woody flora, but the geographic affinities of 98 species are from four major floristic regions in Africa: Zanzibar-Inhambane (31%), Somalia-Masai (16%), Guinea-Congolian (12%), and Zambezian (1%). Ten species are rare and/or disjunct. Forests have a disturbed physiognomy characterized by a low mean height (14.4 m), high species importance attributable to a few trees, low density (409 ha-1) and coverage (23.1 m2ha-1) of trees > 10cm dbh, and an abundance of palms and lianes. Changes along the river in sediment deposition and hydrology explain the high diversity of landforms and corresponding forest types in the TRNPR vicinity, but the absence of trees which are most important near Bura, Acacia elatior, and near Wema, Barringtonia racemosa, suggests that the regional diversity of the ecosystem is inadequately protected. Preservation of key resources, such as the endangered primates, should be coupled with protection of the forest heterogeneity that characterizes this dynamic landscape. © 1992, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027012203,SCOPUS_ID:0027012203,2-s2.0-0027012203,Grasses Of The Precambrian Shield Region In Eastern Lowland Bolivia. I. Habitat Preferences,Killeen T.J.,Journal of Tropical Ecology,02664674,14697831,8,4,389-407,1992-01-01,November 1992,10.1017/S0266467400006714,14,Journal,ar,Article,100,2,2,autecology | Bolivia | cerrado | Gramineae | Neotropics | pantanal | savanna,23435,OAS,undefined,Organization of American States,0,FALSE,41,"The habitat distribution and relative abundance of 113 species of Gramineae were documented by releves in 82 stands near Concepcion, Santa Cruz, Bolivia. A factor analysis was used to compare the floristic similarity of stands situated in semideciduous forest, cerradao, cerrado, campo rupestre, valley-side campo, pantanal complex or on granite outcrops. Individual grass species usually had a preferred habitat and occurred with decreasing abundance in stands judged to be transitional by physiognomic, edaphic, and floristic criteria. Stands situated in cerrado vegetation were most similar to one another in grass species composition. Cerradao was transitional to semideciduous forest and cerrado but certain grasses were characteristic of this vegetation type. The floristic composition of the single campo rupestre locality was somewhat similar to cerrado; however, several of the more abundant grass species of this vegetation type did not occur in any nearby cerrado stand. Granite outcrops had a distinct grass flora and showed little similarity to other vegetation types. In savanna wetland communities, grass species distribution was influenced by water regime. Differences between stands on valley-side campo corresponded to topographic position on a gradient of increasing water surplus. Seasonally humid/dry stands on valley-side campo and pantanal complexes had a high degree of similarity. Stands lower on the catenary sequence of pantanal complexes and valley-side campos were increasingly dissimilar, a result of the different edaphic conditions of the seasonally flooded soils of pantanal complexes when compared with the permamently saturated (but never flooded) soils of valley-side campos. Pantanal complexes had the richest grass flora of all vegetation types because their microtopographic variability creates numerous micro-habitats with distinct water regimes, each supporting different grass species. © 1992, Cambridge University Press. All rights reserved.",NA,NA
