@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0023490687,SCOPUS_ID:0023490687,2-s2.0-0023490687,A multispecies approach to the analysis of gene flow in marine shore fishes.,Waples R.S.,Evolution,00143820,41,2,385-400,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05805.x,"Ten species of marine shore fishes with a wide range of life-history strategies were collected from 4 areas in southern California and Baja California and examined for patterns of genetic differentiation. Findings suggest that populations of these shore fishes are in at least a quasi-equilibrium with respect to migration, mutation, and genetic drift.-from Author",411,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,33
true,https://api.elsevier.com/content/abstract/scopus_id/0023486983,SCOPUS_ID:0023486983,2-s2.0-0023486983,Alternative models of character displacement and niche shift. I. Adaptive shifts in resource use when there is competition for nutritionally nonsubstitutable resources.,Abrams P.A.,Evolution,00143820,41,3,651-661,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05836.x,Analyzes the influence of the nutritional status of resources on the adaptive response to interspecific competition in a consumer of those resources. The two cases compared are that in which the resources are nutritionally perfectly substitutable and that in which the resources are nonsubstitutable. -from Author,83,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,34
true,https://api.elsevier.com/content/abstract/scopus_id/0023486889,SCOPUS_ID:0023486889,2-s2.0-0023486889,Developmental quantitative genetics and the evolution of ontogenies.,Atchley W.R.,Evolution,00143820,41,2,316-330,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05800.x,"A model is presented which permits integration of developmental information into genetic discussions about evolutionary change in morphology. Development of a trait is described in terms of an ontogenetic trajectory whose properties are defined by a small number of parameters. Some evolutionary aspects of development are examined from the perspective of this quantitative genetic model. Particular attention is given to the developmental origin of pleiotropic effects, developmental constraints, heterochrony, and the growth and morphogenesis of complex morphologies. The role of genetic maternal effects in mammalian development is briefly examined, particularly as it relates to selection on developmental traits. -Author",73,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,35
true,https://api.elsevier.com/content/abstract/scopus_id/0023486431,SCOPUS_ID:0023486431,2-s2.0-0023486431,"The effects of body mass, phylogeny, habitat, and trophic level on mammalian age at first reproduction.",Wootton J.T.,Evolution,00143820,41,4,732-749,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05849.x,"Examined age at 1st reproduction of 547 mammalian species. Body mass correlated positively with age at 1st reproduction, explaining 56% of the variance. Habitat and trophic groups deviated significantly from the allometric curve in a pattern generally consistent with predictions from r/K selection theory and its modifications, but mammalian orders also deviated significantly from the allometric curve, and different habitat and diet groups contained different ratios of mammalian orders. When the effects of orders were removed, residual deviations did not differ among ecological groups. Adjusting for ecological differences did not eliminate differences between orders. Results suggest that body mass (or some correlated factor) and phylogeny strongly constrain age at first reproduction.-from Authors",49,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,36
true,https://api.elsevier.com/content/abstract/scopus_id/0023486427,SCOPUS_ID:0023486427,2-s2.0-0023486427,Random mating in the northern flicker hybrid zone: implications for the evolution of bright and contrasting plumage patterns in birds.,Moore W.S.,Evolution,00143820,41,3,539-546,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05824.x,"The red-shafted and yellow-shafted flickers Colaptes auratus hybridize in a narrow zone on the W Great Plains of North America. The 2 subspecies are markedly different in 6 plumage traits. Plumage phenotypes were scored for the male and female of 125 mated pairs from the hybrid zone. Correlation analyses revealed no tendency towards pairing of similar phenotypes. Random mating along with evidence of high reproductive success in hybrids suggests that reinforcement of premating reproductive isolation is not occurring and that speciation will not result from the dynamics of the hybrid zone. At least some of the plumage traits seem to be important in the integrated courtship and territorial behaviors. Since these plumage differences have no significance in mate choice, it is inferred that they evolved in an intrasexual selection context rather than in intersexual or species-recognition contexts. Selection gradients appear to be important in restricting hybridization to a narrow zone. The gradients could result from ecological selection or from sexual selection.-from Author",48,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,37
true,https://api.elsevier.com/content/abstract/scopus_id/0023486414,SCOPUS_ID:0023486414,2-s2.0-0023486414,Dissecting correlated characters: adaptive aspects of phenotypic covariation in melanization pattern of Pieris butterflies.,Kingsolver J.G.,Evolution,00143820,41,3,491-503,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05820.x,"Quantifies and analyses variation in the wing-melanization pattern within species for a series of Pieris populations from relatively cool environments in North America and compares results with predictions based on an adaptive hypothesis. The hypothesis correctly predicts many of the qualitative features of covariation in melanization among major regions of the wings, at the level of biogeographic variation among populations, for both male and female Pieris occidentalis. When within-population variation is considered, agreement with the adaptive predictions varies considerably in different populations for both P. occidentalis and P. napi males and females. In both species, there is a consistent difference in melanization pattern between alpine and arctic sites; this difference is discussed in relation to the differences in the radiative environment between these 2 types of 'cold' habitats.-from Authors",23,NA,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,38
true,https://api.elsevier.com/content/abstract/scopus_id/0023483663,SCOPUS_ID:0023483663,2-s2.0-0023483663,Interspecific competitive interactions and the maintenance of genotypic variation within two perennial grasses.,Kelley S.E.,Evolution,00143820,41,1,92-103,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05773.x,"Naturally co-occurring genotypes of two perennial grasses, Danthonia spicata and Anthoxanthum odoratum, differed in interspecific competitive performance. The competitive performance of a given genotype often depended on the genotypic identity of the competing species, especially in Danthonia. Both overcompensatory and undercompensatory interactions were found, but neither was prevalent for both species. -from Authors",44,NA,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,39
true,https://api.elsevier.com/content/abstract/scopus_id/0023482577,SCOPUS_ID:0023482577,2-s2.0-0023482577,Geographic variation of sexual dimorphism in size of savannah sparrows ( Passerculus sandwichensis): a test of hypotheses.,Rising J.D.,Evolution,00143820,41,3,514-524,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05822.x,"Throughout their range male savannah sparrows are larger, on average, than females. This doubtless reflects Darwinian sexual selection, for territorial fights usually involve males, many of whom fail to obtain mates. In some parts of their range, savannah sparrows are commonly polygynous, in others monogamous. Among species of American sparrows sexual size dimorphism is generally greater in polygynous species. A similar trend was not found among populations of savannah sparrows. Amount of sexual dimorphism, either in overall size or in bill size, does not correlate with species diversity and does not differ between island and mainland populations. Results do not support the niche-variation hypothesis. Size dimorphism is relatively great in populations of savannah sparrows that are resident in SW US salt marshes. -from Author",23,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,40
true,https://api.elsevier.com/content/abstract/scopus_id/0023482462,SCOPUS_ID:0023482462,2-s2.0-0023482462,Macro- and microgeographic structure of a spatially subdivided beetle species in nature.,Smith King P.,Evolution,00143820,41,2,401-416,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05806.x,"Collops georgianus (Coleoptera: Melyridae), a beetle species endemic to the 'island' habitat of granitic rock outcrops, was chosen to see how its spatially subdivided distribution has affected its genetic structure. Microgeographically, in the central part of the range, where outcrops are denser and more continuously distributed in space, there was evidence of isolation by distance. Very little variation in allele frequencies was found, but a low but significant level of substructuring occurred among the populations. Comparison of disjunct and continuous populations microgeographically revealed no effect of disjunct distributions, although a significant effect of distance was detected. Effective population size variation among populations and between years, compounded with the effects of local extinctions, suggest that random processes such as drift and founder effects are important determinants of the population's genetic structure. -from Author",31,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,41
true,https://api.elsevier.com/content/abstract/scopus_id/0023480752,SCOPUS_ID:0023480752,2-s2.0-0023480752,Holding on by their hooks: anchors for worms.,Woodin S.A.,Evolution,00143820,41,2,427-432,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05808.x,"Examined the hooked setae of a dominant group of tube-dwellers, the polychaete annelids, and found a pattern of setation that is predictable by tube type, exclusive of worm taxon or orientation. When tube-dwelling worms belonging to different lineages are pressurized, they resist differentially as a function of the direction in which hooks face. The results are consistent with the hypothesis that hooks are used primarily to resist removal of worms from their tubes, are polyphyletic in origin, and are active agents of resistance.-from Authors",25,NA,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,42
true,https://api.elsevier.com/content/abstract/scopus_id/0023477554,SCOPUS_ID:0023477554,2-s2.0-0023477554,Differentiation and integration of the genome in populations of the marine copepod Tigriopus californicus.,Burton R.S.,Evolution,00143820,41,3,504-513,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05821.x,Geographically separated populations of Tigriopus californicus are sharply differentiated at several enzyme-encoding gene loci. Two studies were performed to investigate the extent to which the gene pools of local populations are organized into harmoniously interacting (or 'coadapted') gene complexes. -from Author,69,NA,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,NA,NA,43
true,https://api.elsevier.com/content/abstract/scopus_id/0023470181,SCOPUS_ID:0023470181,2-s2.0-0023470181,Evolution and coadaptation of thermoregulatory behavior and wing pigmentation pattern in pierid butterflies.,Kingsolver J.G.,Evolution,00143820,41,3,472-490,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05819.x,"Increased melanization in different wing regions has positive, negative, or neutral effects in increasing body temperature of Pieris butterflies. The angle of the wings used during basking alters the relative importance of different modes of heat transfer and thereby determines the contribution of different dorsal wing regions to thermoregulation. Dorsal melanization affects basking and flight, while ventral melanization primarily affects overheating. Results are used to generate a functional map relating melanization pattern to thermoregulatory performance in Pieris. Reflectance-basking posture, white background color, and melanization pattern represent coadapted characters in Pieris that interact to determine thermoregulatory performance. Differences in thermoregulatory posture and background color between pierid butterflies in the subfamilies Pierinae and Coliadinae have led to a reorganization and partial reversal of the thermoregulatory effects of melanization pattern.-from Author",86,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,44
true,https://api.elsevier.com/content/abstract/scopus_id/0023470134,SCOPUS_ID:0023470134,2-s2.0-0023470134,Sex-ratio selection with migration: does Fisher's result hold?,Kirkpatrick M.,Evolution,00143820,41,1,218-221,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05784.x,"Presents results from a model which addresses the question of whether migration will select a sex ratio different from 1/2 in a species with 2 subpopulations. The model generalizes the problem to allow for arbitrary migration in both directions and for the possibility of environmental or genetic sex determination. Findings show that Fisher's result still holds, and his result applies equally to genotypic sex determination and environmental sex determination. Under genetic sex determination, the sex ratio of an allele is the same in both subpopulations. -from Authors",9,NA,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,45
true,https://api.elsevier.com/content/abstract/scopus_id/0023469675,SCOPUS_ID:0023469675,2-s2.0-0023469675,Effects of population structure and cone production on outcrossing rates in Engelmann spruce and subalpine fir.,Shea K.L.,Evolution,00143820,41,1,124-136,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05775.x,"In adjacent subpopulations in the Colorado Front Range, the overall multilocus outcrossing rate of 0.93 for Picea engelmannii was significantly higher than the outcrossing rate of 0.89 for Abies lasiocarpa. Outcrossing rates varied from 0.73-0.97 for spruce and 0.65-0.94 for fir when trees of each species were grouped according to age, size, spatial distribution, maternal heterozygosity, cone production and year of sampling. In both spruce and fir, trees with higher levels of male-cone production and/or more clumped spatial distribution had lower outcrossing rates. Temporal variation in outcrossing rates within subpopulations, examined only in spruce, was less than variation between subpopulations. Male-cone production was significantly correlated with tree size; highest outcrossing rates are expected on trees that are medium to large in size. While there is some temporal variation, patterns of male cone production and spatial distribution of individuals are the most important factors influencing outcrossing levels in these wind-pollinated forest trees. -from Author",54,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,46
true,https://api.elsevier.com/content/abstract/scopus_id/0023468566,SCOPUS_ID:0023468566,2-s2.0-0023468566,Incorporation of a European weed into the diet of a North American herbivore.,Thomas C.D.,Evolution,00143820,41,4,892-901,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05862.x,"Populations of the butterfly Euphydryas editha living within a 30 X 100 km region on the E slope of the Sierra Nevada range were compared for oviposition preference and ability of larvae to grow and survive on 2 host plants, Collinsia parviflora and Plantago lanceolata. Since its introduction c100 yr ago, P. lanceolata has been incorporated in the diet of E. editha in one of the study populations. The populations differed in oviposition preference; only the population that uses P. lanceolata contains some individuals that prefer P. lanceolata. Larvae from 2 populations, one using both P. lanceolata and C. parviflora, the other using only C. parviflora, did not differ in relative abilities to grow or survive on P. lanceolata. The potential for E. editha to use P. lanceolata appears in populations that have had no prior exposure to this plant, while oviposition preference for this plant has evolved in the population in which the plant now grows. -from Authors",104,NA,Journal,ar,Article,100,6,6,22104,undefined,1,TRUE,all,All Open Access,47
true,https://api.elsevier.com/content/abstract/scopus_id/0023468518,SCOPUS_ID:0023468518,2-s2.0-0023468518,Evolution of phenotypic variance.,Bull J.J.,Evolution,00143820,41,2,303-315,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05799.x,"A cornerstone of evolutionary theory is that the phenotypic variance of a population may be partitioned into genetic and environmental (nonheritable) components. The traditional motivation for this distinction is that the rate of evolution under natural selection depends on the (relative) magnitudes of certain genetic components of variance. Phenotypic variation may be selectively maintained in a population according to its components: selection may favor maintenance of only the environmental components, only the genetic components, or be indifferent to the composition of the variance. Even when selection is shown to favor phenotypic variation regardless of its components, the possibility exists that environmental variance will evolve to displace the genetic components or vice versa. Environmental and genetic factors may thus compete to produce a given selected level of phenotypic variance. A test of some of these models is provided from the example of seed dormancy: the prediction that variation in seed germination time should be purely environmental is supported by the demonstration of low heritability of germination time. -from Author",161,NA,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,48
true,https://api.elsevier.com/content/abstract/scopus_id/0023466507,SCOPUS_ID:0023466507,2-s2.0-0023466507,Gradual change in human tooth size in the Late Pleistocene and post-Pleistocene.,Brace C.L.,Evolution,00143820,41,4,705-720,1987-01-01,1987,10.1111/j.1558-5646.1987.tb05847.x,"Between the last glaciation, approx 100 000yr ago, and the end of the Late Pleistocene approx 10 000yr ago, human tooth size began to reduce at a rate of 1% every 2000yr. The mesial-distal and the buccal-lingual dimensions of mandibular and maxillary teeth were undergoing the same rate of reduction. From the beginning of the Post-Pleistocene until the present, the overall rate of dental reduction doubled. Buccal-lingual dimensions are now reducing twice as fast as mesial-distal dimensions, and maxillary teeth are reducing more so than mandibular teeth. Late Pleistocene rates are comparable in Europe and the Middle East. The Post-Pleistocene rates are also the same for Europe, the Middle East, China, Japan, and SE Asia. It is suggested that the cookery at the beginning of the Late Pleistocene allowed the earlier changes to occur. The use of pottery within the last 10 000yr further reduced the amount of selection that had previously maintained usable tooth substance. Reduction then occurred as a consequence of the Probable Mutation Effect.- from Authors",126,NA,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,49
