@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/77949910101,SCOPUS_ID:77949910101,2-s2.0-77949910101,Phagodeterrent activity of the plants Tithonia diversifolia and Montanoa hibiscifolia (Asteraceae) on adults of the pest insect Bemisia tabaci (Homoptera: Aleyrodidae),Bagnarello G.,Revista de Biologia Tropical,00347744,57,4,1201-1215,2009-12-01,December 2009,"Bemisia tabaci (Gennadius) is a polyphagous, cosmopolitan and worldwide relevant pest, mainly acting as a virus vector on many crops. A sound preventive approach to deal with it would be the application of repellent or deterrent substances hopefully present in tropical plants, which in turn may contribute to take advantage of the remarkable rich Mesoamerican biodiversity. Therefore, extracts of two wild plants belonging to family Asteraceae, titonia (Tithonia diversifolia) and ""tora"" (Montanoa hibiscifolia), were tested for phagodeterrence to B. tabaci adults. The crude leaf extract of each one, as well as four fractions thereof (hexane, dichlorometane, ethyl acetate, and methanol) were tested under greenhouse conditions; in addition, the extracts were submitted to a phytochemical screening to determine possible metabolites causing phagodeterrence. Both restricted-choice and unrestricted-choice experiments were conducted. In the former ones, each fraction was tested at four doses (0.1, 0.5, 1.0 and 1.5% v/v), which were compared with four control treatments: distilled water, endosulfan, an agricultural oil (Aceite Agrícola 81 SC), and the emulsifier Citowett. Tomato plants were sprayed and placed inside sleeve cages, where 50 B. tabaci adults were released. The criterion to appraise phagodeterrence was the number of landed adults on plants at 48h. For the unrestricted-choice experiments, only the two highest doses (1.0 and 1.5%) of the crude extracts of each species were tested, and compared to distilled water and the agricultural oil. The titonia and ""tora"" crude extracts caused phagodeterrence, and for both plant species the methanol fraction stood out. Results suggest that metabolites causing phagodeterrence are several sesquiterpenic lactones, polyphenolic compounds (flavonoids and tannins) and saponins.",10,Journal,ar,Article,100,5,5,Bemisia tabaci | Flavonoids | Phagodeterrence | Plant extracts | Saponins | Sesquiterpenic lactones | Tannins | Whitefly,13567,undefined,0,FALSE,36,20073345,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949909548,SCOPUS_ID:77949909548,2-s2.0-77949909548,"Influence of three types of riparian vegetation on fluvial erosion control in Pantanos de Centla, Mexico",Sepúlveda-Lozada A.,Revista de Biologia Tropical,00347744,57,4,1153-1163,2009-12-01,December 2009,"Wetlands constitute very important ecological areas. The aim of this study was to quantify the soil losses due to fluvial erosion from 2006 to 2008 in two riverbanks under three types of vegetal coverage dominated by Haematoxylum campechianum, Dalbergia brownei and Brachiaria mutica, in the Pantanos de Centla Biosphere Reserve, SE Mexico. The relationship between the texture, organic matter and pH of soils and soil losses was evaluated. We used erosion sticks to estimate soil losses in 18 plots (three plots per type, three vegetation types, two riverbanks). Soil loss decreased in this order: H. campechianum>B. mutica>D. brownei indicating that D. brownei scrubland has the most potential to retain soil. The higher erosive impact within H. campechianum sites can be related with the low density of these trees in the study areas, as well as the lack of association with other types of vegetation that could reinforce the rooting of the soil profile. Furthermore, soil losses in H. campechianum sites were dependent on soil texture. The soils under this type of vegetal coverage were mainly sandy, which are more vulnerable to the erosive action in comparison with fine textured soils or soils with higher clay content, like the ones found in D. brownei and B. mutica sites. Soil losses of 100 % in the second year (B. mutica plots) can be attributed to the distribution of roots in the upper soil layer and also to livestock management along riverbanks. This study recognizes the importance of D. brownei scrublands in riverbank soil retention. Nevertheless it is necessary to consider the role of an entire vegetal community in future research.",4,Journal,ar,Article,100,7,7,Fluvial erosion | Riverbanks | Riverine vegetation | Soil losses,13567,undefined,0,FALSE,37,20073341,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949907615,SCOPUS_ID:77949907615,2-s2.0-77949907615,The marine algae sargassum spp. (Sargassaceae) as feed for sheep in tropical and subtropical regions,Marín A.,Revista de Biologia Tropical,00347744,57,4,1271-1281,2009-12-01,December 2009,"The objective of this study was to evaluate Sargassum meal as feed for sheep through the measures of in vivo digestibility, dry matter degradability, pH, ammonia and volatile fatty acids in rumen. The Sargassum algae used in this experiment were collected at the end of spring, when they are more abundant, bigger, and have completed their reproductive cycle. Four tons (wet weigth) were collected manually from the intertidal zone of La Paz bay, Baja California Sur, Mexico. These algae were sun-dried and ground in a hammer mill to obtain the Sargassum meal. Four fistulated Pelibuey sheep, were fed daily with diets containing the marine algae (MA) at different levels (0, 10, 20 and 30 %), using a 4 x 4 Latin-square design experiment. Feed intake was not affected (p>0.05). Water consumption and urine excretion increased with MA (p<0.05; r2=0.54 and r2=0.74, respectively). In all treatments dry matter digestibility was of 74%-79%, and crude protein digestibility was of 85%-88%. Acid detergent fiber (59%-65%) and neutral detergent fiber (55%-66%) digestibility were greater in all treatments with MA. Ruminal pH was greater in all groups fed with MA (p<0.05). Ammonium concentration was not influenced (p>0.05) by MA. Ruminal volatile fatty acids decreased in all MA groups (p<0.05). The marine algae Sargassum spp. can be used as a feed supplement for sheep, especially in tropical and subtropical regions where these marine algae are available.",32,Journal,ar,Article,100,7,7,Digestibility | Marine algae | Ruminal fermentation | Sargassum | Sheep | Volatile fatty acids,13567,undefined,0,FALSE,38,20073352,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949905280,SCOPUS_ID:77949905280,2-s2.0-77949905280,Distribution of potentially nitrogen-fixing bacteria and its relationship with physicochemical parameters in soils with three vegetation types in the southern Colombian Amazon region,Mantilla-Paredes A.,Revista de Biologia Tropical,00347744,57,4,915-927,2009-12-01,December 2009,"Potentially nitrogen-fixing microaerobic and aerobic bacteria were isolated from several Colombian Amazon soils (forest, pastures and chagras) and two landscapes (floodable and non floodable areas). The abundance and distribution of bacteria were evaluated, as well as their relationship with soil physical and chemical characteristics. Landscape had a direct influence on the abundance of the microaerobic bacteria, with higher numbers in forest and pasture soils in non-floodable zones. The aerobic isolates (N=51) were grouped into 19 morphologies, with the highest numbers found in forest soil in floodable zones. A higher number of aerobic morphologies was shared among forest sites (Nonmetric Multidimensional Scaling and Analysis of Similarity p<0.05), and 40% of the distribution was explained by lime percentage and Al concentration.",11,Journal,ar,Article,100,6,6,Amazon soil | Floodable zone | Forest transformation | Nitrogen-fixing bacteria | Non floodable zone,13567,undefined,0,FALSE,39,20073324,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949905278,SCOPUS_ID:77949905278,2-s2.0-77949905278,Anti-inflammatory and analgesic activities of the aqueous extracts of margaritaria discoidea (euphorbiaceae) stem bark in experimental animal models,Adedapo A.,Revista de Biologia Tropical,00347744,57,4,1193-1200,2009-12-01,December 2009,"Margaritaria discoidea is a medicinal plant used for the treatment of various body pains in Central, Eastern and Southern Africa. The aqueous extract of its stem bark was investigated for its anti-inflammatory and analgesic activities in animal models. The extract at 50, 100 and 200mg/kg body weight reduced significantly the formation of oedema induced by carrageenan and histamine. In the acetic acid-induced writhing model, the extract had a good analgesic effect characterized by a reduction in the number of writhes when compared to the control. Similarly, the extract caused dose-dependent decrease of licking time and licking frequency in rats injected with 2.5% formalin. These results were also comparable to those of indomethacin, the reference drug used in this study. Acute toxicity test showed that the plant may be safe for pharmacological uses. This study has provided some justification for the folkloric use of the plant in several communities for conditions such as stomachache, pain and inflammations.",20,Journal,ar,Article,100,3,3,Analgesic | Anti-inflammatory | Carrageenan | Extract | Histamine | Indomethacin | Margaritaria discoidea | Rats,13567,undefined,0,FALSE,40,20073344,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949904188,SCOPUS_ID:77949904188,2-s2.0-77949904188,Floristic composition and structure of three oak forests in the northern region of the central mountain range of Colombia,León J.D.,Revista de Biologia Tropical,00347744,57,4,1165-1182,2009-12-01,December 2009,"Andean ecosystems harbor a high floristic diversity, which is being threatened by human disturbances such us deforestation and by the expansion of the agricultural frontier. One of these ecosystems are the Andean oak forests dominated by Quercus humboldtii, a threatened species in Colombia. We assessed the floristic composition and structure of three Andean oak forests located in three localities (San Andrés de Cuerquia, Belmira and Guarne) of Antioquia. The main goal was to determine whether these forests showed similarities in their structure and floristic composition. In each site, a permanent plot of 5000 m2 (0.5 ha) was established. All trees with D ≥ 10 cm were sampled and identified to species. The Importance Value Index (IVI) was calculated as the sum of relative density (DeR), dominance (DoR) and frequency (FR) of a species. Trees with 5 ≤ D < 10 cm and 2 ≤ D < 5 cm were registered in sub-plots of 0.05 and 0.0144 ha, respectively. Finally, we used Jaccard's Index to quantify the floristic similarity among oak forest. When we considered all trees with D ≥ 10 cm in the three forests, the number of species ranged from 18 to 54, whilst the number of individuals ranged from 326 to 680. The Guarne oak forest showed the highest species richness. In all sites, Q. humboldtii (Fagaceae) was the most important species in relation to the IVI, while Clusia sp. (Clusiaceae) and Myrsine coriaceae (Myrsinaceae) were the most important species in San Andrés de Cuerquia, Clethra fagifolia (Clethraceae) was important only in Belmira and Myrcia popayanensis (Myrtaceae) was important in Guarne. The families with the highest number of species were Fabaceae, Melastomataceae and Rubiaceae. Floristic similarity among places was low. The size distribution of trees had an inverse J-shape curve for all sites with changes in the abundance for size class. The three oak forests differed in their structure and floristic composition probably because of different disturbance degrees.",18,Journal,ar,Article,100,3,3,Andean forest | Floristic composition | Oak forests | Quercus humboldtii | Richness | Structure,13567,undefined,0,FALSE,41,20073342,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949902792,SCOPUS_ID:77949902792,2-s2.0-77949902792,Effect of mikania glomerata (Asteraceae) leaf extract combined with anti-venom serum on experimental crotalus durissus (Squamata: Viperidae) envenomation in rats,Floriano R.,Revista de Biologia Tropical,00347744,57,4,929-937,2009-12-01,December 2009,"Crotalic envenomation represents the highest number of deaths when compared to other snakebite envenomations of medical interest. Crotalic venom has important characteristics such as neurotoxicity, myotoxicity, nephrotoxicity, and clotting and hemolytic action. We evaluated the clinical and laboratory aspects of Crotalus durissus terrificus experimental envenomation in Wistar rats treated with antivenom and the aqueous extract of the plant Mikania glomerata. The animals were divided into three groups: Group C (control); Group VS-venom and antivenom; Group VSM-venom, antivenom and aqueous extract of M. glomerata. Crotalic poison caused clinical and laboratory alterations in Wistar mice. Significant clinical alterations were: Temperature decrease, edema in the venom inoculated member, sedation and a locomotion decrease in groups VS and VSM when compared with group C. A faster recovery from sedation was observed only for animals of group VSM when compared to VS. There was an increase in the number of leukocytes, neutrophils and creatine kinase in the VS and VSM groups, compared to group C. Wistar rats showed a high resistance to crotalic venom. Additional studies with different doses, time of treatment, different administration methods and histopathological and immunological studies are necessary to understand the action of M. glomerata in crotalic accidents.",13,Journal,ar,Article,100,8,8,Antivenom | Crotalus durissus terrificus | Mikania glomerata | Rat | Venom,13567,undefined,0,FALSE,42,20073325,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949901660,SCOPUS_ID:77949901660,2-s2.0-77949901660,Trophic network of a fish community in a seagrass bed in the Venezuelan Caribbean,López-Ordaz A.,Revista de Biologia Tropical,00347744,57,4,963-975,2009-12-01,December 2009,"Seagrass beds are considered important feeding places for a variety of fish species characterized with complex trophic interactions. In this paper we described the trophic network of a fish community inhabiting a seagrass bed in the Venezuelan Caribbean. In addition, a consumption index (CI) for each prey ingested is proposed using two variables: Abundance and consumption frequency. Eight samplings (at four time intervals: 6:00, 12:00, 18:00 and 24:00 hours) were done in August 2005 and January 2006. Fifty one fish species in 29 families were captured; Haemulidae was the most abundant. Crustacea was the most important food resource of the 28 food items identified. The relative importance of trophic guilds, considering abundance and taxonomic species richness, was: benthophagous>herbivorous>piscivorous. The features of the trophic network were: 1) high proportion of short chains (two links), 2) high number of intermediate species, 3) high consumption of benthos, 4) low CI values and 5) few species with a high number of linkages. Temporal (hourly and monthly) differences were obtained in fish species number (total, intermediate and top), total linkages, connectivity and maximal chain lengths. The connectance did not show significant temporal variation and it was similar to other environments with different species richness. In contrast, the connectivity was lower than the one reported for environments with low species richness. As in other reports, the temporal variation of the trophic parameters and the community structure was different. The values of CI for the different preys were low except for harpacticoid copepods and crustacean larvaes. The cluster value of CI was high for benthos (>80 %) and, in general, low for plankton and nekton preys. The seagrass bed studied was an important feeding place where the configuration of trophic network changed in different temporal scales and reflected the dynamic of the feeding relationships this fish community.",2,Journal,ar,Article,100,3,3,Food web | Ichthyofauna | Seagrass bed | Venezuelan caribbean,13567,undefined,0,FALSE,43,20073328,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949899260,SCOPUS_ID:77949899260,2-s2.0-77949899260,"Phytoplankton assemblage of a small, shallow, tropical African reservoir",Mustapha M.,Revista de Biologia Tropical,00347744,57,4,1009-1025,2009-12-01,December 2009,"I measured physico-chemical properties and phytoplankton in the small, shallow tropical reservoir of Oyun (Offa, Nigeria) between January 2002 and December 2003. I identified 25 phytoplankton genera in three sampling stations. Bacillariophyceae dominated (75.3%), followed by Chlorophyceae (12.2%), Cyanobacteria (11.1%) and Desmidiaceae (0.73%). The high amount of nutrients (e.g. nitrate, phosphate, sulphate and silica) explain phytoplankton heterogeneity (p<0.05). Phytoplankton was abundant during the rainy season, but the transition period had the richest assemblage and abundance. Fluctuations in phytoplankton density were a result of seasonal changes in concentration of nutrients, grazing pressure and reservoir hydrology. The reservoir is eutrophic with excellent water quality and a diverse phytoplankton assemblage: Fish production would be high. These conditions resulted from strategies such as watershed best management practices (BMPs) to control eutrophication and sedimentation, and priorities for water usage established through legislation. Additional measures are recommended to prevent oligotrophy, hypereutrophy, excessive phytoplankton bloom, toxic cyanobacteria, and run-off of organic waste and salts.",5,Journal,ar,Article,100,1,1,Freshwater reservoir | Hydrology | Nutrients | Phytoplankton assemblage | Water quality,13567,undefined,0,FALSE,44,20073331,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949898153,SCOPUS_ID:77949898153,2-s2.0-77949898153,Sporangia ontogeny and sporogenesis of the lycopodium Huperzia brevifolia (Lycopodiaceae) from the high mountains of Colombia,Barón E.J.R.,Revista de Biologia Tropical,00347744,57,4,1141-1152,2009-12-01,December 2009,"Huperzia brevifolia is one of the dominant species of the genus Huperzia living in paramos and superparamos from the Colombian Andes. A detailed study of the sporangium's ontogeny and sporogenesis was carried out using specimens collected at 4200m above sea level, in Parque Natural Nacional El Cocuy, Colombia. Small pieces of caulinar axis bearing sporangia were fixed, dehydrated, paraffin embedded, sectioned in a rotatory microtome, and stained using the common Safranin O-Fast Green technique; handmade cross sections were also made, stained with aqueous Toluidine Blue (TBO). The sporangia develops basipetally, a condition that allows observation of all the developmental stages taking place throughout the caulinar axis of adult plants. Each sporangium originates from a group of epidermal cells, axilar to the microphylls. These cells undergo active mitosis, and produce new external and internal cellular groups. The sporangium wall and the tapetum originate from the external group of cells, while the internal cellular group leads to the sporogenous tissue. Meiosis occur in the sporocytes and produce simultaneous types tetrads, each one giving rise four trilete spores, with foveolate ornamentation. During the sporangium ripening, the outermost layer of the wall develops anticlinally, and inner periclinal thickenings and the innermost one perform as a secretory tapetum, which persists until the spores are completely mature. All other cellular layers colapse.",7,Journal,ar,Article,100,5,5,Huperzia | Lycopodiaceae | Pteridophyta | Sporangium ontogeny | Spores | Sporogenesis,13567,undefined,0,FALSE,45,20073340,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949895322,SCOPUS_ID:77949895322,2-s2.0-77949895322,"Effects of heavy metals on the oyster (crassostrea virginica) at mandinga lagoon, veracruz, Mexico",Guzmán-García X.,Revista de Biologia Tropical,00347744,57,4,955-962,2009-12-01,December 2009,"The Mandinga Lagoon in the Mexican State of Veracruz is an important ecological zone that produces 32% of the oyster output in the state of Veracruz, the main oyster producer in Mexico. Samples of water, sediment, and oysters were collected in 2003 and 2004 to study heavy metal pollution. Metal concentrations were determined in water, soil, and oyster tissues from fresh and detoxified Crassostrea virginica, and histology samples were analyzed. Metal (Cr, Cd, and Pb) concentrations in water were within the Mexican legal limits. The recorded values in sediments corresponded to those not producing biological effects (ERL). In the tissues, the highest concentrations corresponded to Pb, above 5.84 μgg-1 dry weight (d.w.); Cd was of 2.23 μgg-1 d.w., and Cr above 6 μgg-1 d.w. The metal levels detected in oysters exceeded the maximum permissible limits (MPL) for Cd and Pb, and oysters were unable to eliminate the concentrations of the bioaccumulated metals during the detoxification stage. The histopathological analysis revealed lesions in the digestive gland, edema, atrophy of epithelia in the digestive tubules, the presence of brown vesicles, hemocytic reaction, and necrosis. During detoxification, a higher number of epithelia were observed in the tubules, as well as an increase in brown vesicles and hemocytic reaction. Forty seven percent of oysters presented histopathological lesions related to metal concentrations. It is important to monitor metal concentrations, to detect the source of pollution, andto evaluate the effects on organisms to establish culture areas and adequate criteria for the exploitation of such an important fishery resource.",9,Journal,ar,Article,100,4,4,Cadmium | Chromium | Heavy metals | Histopathological damage | Oyster,13567,undefined,0,FALSE,46,20073327,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949894956,SCOPUS_ID:77949894956,2-s2.0-77949894956,"Predator damage and shell size on the diadromous snail Neritina virginea (Gastropoda: Neritidae) in the Mameyes River, Puerto Rico",Blanco-Libreros J.,Revista de Biologia Tropical,00347744,57,4,1069-1080,2009-12-01,December 2009,"We compared predators' damage with shell size in live individuals and empty shells (n=5066) of the snail Neritina virginea in the Mameyes River (Puerto Rico, Greater Antilles). According to the literature and direct observations, damages on empty shells were attributed to predation by aquatic birds (e.g. Gallinula chloropus) and decapods (e.g. Macrobrachium spp.), while damages on live individuals were due to rasping by co-specifics and erosion. Predation by decapods and birds, as estimated by the proportion of empty shells, was low (2 and 0.36%, respectively). Shell size was significantly different between types of predators (range: decapods: 3.5-15.0mm, birds: 8.1-19.4mm). By comparing sizes of the empty shells and the live individuals, we concluded that decapods specialize on large groups of small migratory juveniles, while birds specialize on the largest resident individuals. Worn shells were highly frequent in both empty shells and live individuals, and sizes did not differ between samples. A comparison by slow-flow and fast-flow habitats showed that predators do not discriminate shell sizes between environments. However, the frequency of damage by birds and decapods was greater under slow-flow conditions. Despite of the little contribution of predation to the population dynamics in this species, predation might be an important driver of size-dependent behavioral responses such as upstream migration and microhabitat selection.",8,Journal,ar,Article,100,2,2,Diadromous snails | Predation | Shell damage | Size-dependent effects,13567,undefined,0,FALSE,47,20073335,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949894321,SCOPUS_ID:77949894321,2-s2.0-77949894321,"Abundance variations of fishes from sites with different levels of pollution in the sublittoral sector of Havana City, Cuba",Hernández I.H.,Revista de Biologia Tropical,00347744,57,4,977-992,2009-12-01,December 2009,"The impact of human activity affects fish populations. We studied the abundance of three selected fish species (Stegastes partitus, Thalassoma bifasciatum and Halichoeres bivittatus) in four sites with different degrees of pollution in Havana City: 30th street and 16th street; Miramar; Red Boy of Havana Bay; and the ending of Almendares's River. The sites were divided into five zones depending on their bottom characteristics. The counts were made with the visual census technique with a 5m2 quadrat, from June-July 2003 to January 2004. Each time we made nine counts per zone. S. partitus and T. bifasciatum were more abundant in clean water areas, while Halichoeres bivittatus seems to resist the levels of pollution present in the area.",1,Journal,ar,Article,100,3,3,Fishes | Halichoeres bivittatus | Spatial abundance | Stegastes partitus | Thalassoma bifasciatum,13567,undefined,0,FALSE,48,20073329,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949890884,SCOPUS_ID:77949890884,2-s2.0-77949890884,Natural lesions and regeneration of ramets of Montastraea annularis (Scleractinia: Faviidae) in a degraded reef of the Colombian Caribbean,Alvarado Ch E.,Revista de Biologia Tropical,00347744,57,4,939-954,2009-12-01,December 2009,"Currently, Montastraea annularis populations are suffering from high partial mortality rates; yet few studies have determined type, frequency and intensity of natural lesions in situ. During a year we followed natural lesions that appeared on healthy ramets of a population on a degraded reef within a Marine Protected Area in Colombia, to infer the effect on population size structure. From September 2003 to September 2004, 94% of the ramets presented lesions caused by bleaching, predation; or algae, sponge and borrower interactions. Predation caused 47% of the lesions and algae 36%; most lesions (85%) were small (<5cm2), although some were bigger than 60cm2 (0.3%). Lesion recovery was high (83%), but 11.2% did not recover or grow. On 2.5% algae invasion was seen. Bleaching lesions affected more ramet area (>60% of its live tissue) and were evident from September to November, yet total recovery was found in three months. In contrast, lesions by algae (36%), showed less recovery (6.7%), and a tendency to grow in time. In general, percentage of affected tissue area of a ramet in any month was lower than 10%. Nevertheless from May to September, the area affected was larger (10-50%) due to an increase in frequency and abundance of predation, bleaching and algal damage, and a decrease in recovery. At the end of the year, lesions that did not recover caused partial mortality in 25% of the ramets. Ramets with lesions shrunk throughout the year and by the end of year, 21% passed to a smaller class size.",5,Journal,ar,Article,100,2,2,Bleaching | Montastraea annularis | Natural lesions | Partial mortality | Predation | Recovery | Size-class structure,13567,undefined,0,FALSE,49,20073326,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949888056,SCOPUS_ID:77949888056,2-s2.0-77949888056,Landscape structure and live fences in andes colombian agrosystems: Upper basin of the cane-iguaque river,Otero J.,Revista de Biologia Tropical,00347744,57,4,1183-1192,2009-12-01,December 2009,"Changes in land use have generated a new landscape configuration in the Andino orobiome (mountain range) of the tropical Andes, resulting in a mosaic of cultivation and pastures interrupted by small fragments of forest and live fences. This has resulted in an ongoing decrease in the biodiversity of this biome. In the upper basin of the Cane-Iguaque River (Villa de Levya-Boyacá, Colombia), located 2 600-3 000 m above the Cordillera Oriental, over three time periods in 1960, 1984, and 2004, we characterized the structure, patterns, and evolution of the overall landscape and of the live fences (used as tools in biodiversity conservation and considered to be desirable alternatives to nonlive fences in farming production systems) within an agricultural landscape. To do this, we interpreted high-resolution satellite images using a landscape ecology approach and applied landscape map metrics. We found that the natural forests have been transformed by pastures and cultivation, and that although live fences cover only a small portion of the total landscape (4.6%), they have an important effect on landscape structure and biodiversity. There has been an increase in live fences, especially between 1960 and 1984, as well as an increase in their density. However, there has been a reduction in the average length of live fences over the periods that we studied. This could be due in part to changes in the types of agricultural products that have been cultivated in recent years, with an increase in potatoes and a decrease in other vegetables, and also by resource extraction of timber and fuel wood. In the studied area, agricultural production was sustained while biodiversity conservation was improved by the use of live fences. Therefore, live fences should be considered not only as part of an agriculturally productive area, but also as an important element of a multi-functional landscape that contributes to the maintenance of biodiversity and provides resources of economic and ecological interest, decreasing the pressure on natural forest. Improving the network of live fences constitutes an important strategy for the sustainable management of the rural landscape of the Andino orobiome of Colombia and similar areas in the tropics.",11,Journal,ar,Article,100,2,2,Agrosystem | Andes | Biodiversity | Colombia | Conservation | Live fences,13567,undefined,0,FALSE,50,20073343,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949886227,SCOPUS_ID:77949886227,2-s2.0-77949886227,Limnological evaluation of the fisheries potentials and productivity of a small shallow tropical African reservoir,Mustapha M.K.,Revista de Biologia Tropical,00347744,57,4,1093-1106,2009-12-01,December 2009,"Morphometrics and physico-chemical parameters of Oyun reservoir, Offa, Nigeria (a small shallow tropical African Reservoir) were used to estimate the potential fish yield of the reservoir according to the morpho-edaphic index (MEI). Physico-chemical characteristics of the water body were sampled monthly from three stations between January 2002 and December 2003 with standard methods. Estimates of the potential fish yield were obtained using the physico-chemical characteristics of the reservoir and the relationship Y = 23.281 MEI 0.447, where Y is the potential fish yield in kg/ha, MEI is the morpho-edaphic index (given in μS/cm and estimated by dividing the mean conductivity by the mean depth). The reservoir mean depth and conductivity values were 2.6m and 113.10μS/cm respectively, while its potential fish yield was estimated at 125.72 kg/ha. This estimate was higher than other small shallower and larger African reservoirs. The reservoir high ionic content, high nutrient and dissolved oxygen levels, good pH, low level of pollution and shallow depth were responsible for the high estimate of the fish yield. In order to realize this high potential fish yield and sustainable exploration of the fisheries, effective management of the reservoir to curb eutrophication should be adopted, while other management practices such as stocking and conservation of desirable and indigenous fish species, implementation of fishing regulations and adoption of best management practices should be implemented.",4,Journal,ar,Article,100,1,1,Conductivity | Mean depth | Morpho-edaphic index | Potential fish yield | Reservoir,13567,undefined,0,FALSE,51,20073337,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949886047,SCOPUS_ID:77949886047,2-s2.0-77949886047,The effect of parasitism on the population dynamics of the macadamia nutborer gymnandrosoma aurantianum (lepidoptera: Tortricidae),Blanco-Metzler H.,Revista de Biologia Tropical,00347744,57,4,1245-1252,2009-12-01,December 2009,"Biological control on crop infesting insects represent an useful method in modern agriculture. A search for parasitoids of the macadamia nutborer was carried out during a three year study, and their effect on the population fluctuation of the borer was determined. An egg parasitoid belonging to the family Trichogrammatidae and four larval parasitoids, Microgastrine I, Microgastrine II, Ascogaster sp. (Hymeoptera: Braconidae) and Pristomerus sp. (Hymeoptera: Ichneumonidae) were recovered. Parasitism percentage by Microgastrine I was 15% in 1991, 16% in 1992 and 4% in 1993; Microgastrine II was not collected in 1991, but accounted for a 4.3% of parasitism in 1992 and 3.7% in 1993; Ascogaster sp. was registered since 1992 with 3% parasitism (29% in 1993). We found an inverse relationship between total parasitism and the mean of damaged nuts. Parasitoids play an important role in the reduction of the G. aurantianum population.",2,Journal,ar,Article,100,3,3,Biological control | Costa Rica | Gymnandrosoma aurantianum (Ecdytolopha torticornis) | Macadamia | Parasitoids,13567,undefined,0,FALSE,52,20073349,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/77949884647,SCOPUS_ID:77949884647,2-s2.0-77949884647,"Communities of Actynomicetes fungy in three vegetation types of the Colombian Amazon: abundance, morphotypes and the 16s rDNA gene",Cardona G.,Revista de Biologia Tropical,00347744,57,4,1119-1139,2009-12-01,December 2009,"Among soil microorganisms, Actinomycetes play an important role in the sustainability of natural and agricultural systems: decomposition of organic matter; degradation of recalcitrant compounds like lignin; nitrogen fixation; degradation of agricultural chemicals and biological control in plants and animals. We evaluated their diversity in soils under three different vegetation covers (pasture, tropical primary forest and stubble) at two depths in the Southern Colombian Amazon border. We collected five replicates per vegetation type (in each, three samples at 0-20cm and three at 20-30cm; for a total of 30 samples). Abundance and phenotypic diversity were determined by plate counting. Genomic DNA was extracted from the isolates: the 16s rDNA gene was amplified with specific primers, and its genetic diversity was estimated by means of an amplified restriction analysis (ARDRA). Actynomicetes abundance varied with vegetation and depth, possibly reflecting presence of earthworms, macro-fauna and physico-chemical characteristics associated to fertility, as well as organic matter, total bases, and optimal capacity to cationic interchange. Primary forests had the highest diversity. Sixteen morpho-types (six genera) were identified; Streptomyces was the most abundant everywhere. The heterogeneity of ARDRA patterns prevented species identification because of the intra-species variability in sequences of 16s rDNA operons. This community is a biological indicator of landscape alteration and could include new bio-active compounds of pharmaceutical interest.",4,Journal,ar,Article,100,3,3,16S rDNA gen | Actynomicetes | ARDRA | Colombian Amazon | Pasture | Phenotype and genetic diversity | Stubble | Tropical primary forest,13567,undefined,0,FALSE,53,20073339,NA,NA,NA,NA,NA
