@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor,prism:issueIdentifier,pubmed-id,article-number
true,https://api.elsevier.com/content/abstract/scopus_id/84921910007,SCOPUS_ID:84921910007,2-s2.0-84921910007,"Impact of minimum catch size on the population viability of Strombus gigas (Mesogastropoda: Strombidae) in Quintana Roo, Mexico",Peel J.R.,Revista de Biologia Tropical,00347744,22152075,62,1343-1352,2014-01-01,2014,10.15517/rbt.v62i4.13389,"The queen conch Strombus gigas represents one of the most important fishery resources of the Caribbean but heavy fishing pressure has led to the depletion of stocks throughout the region, causing the inclusion of this species into CITES Appendix II and IUCN’s Red-List. In Mexico, the queen conch is managed through a minimum fishing size of 200mm shell length and a fishing quota which usually represents 50% of the adult biomass. The objectives of this study were to determine the intrinsic population growth rate of the queen conch population of Xel-Ha, Quintana Roo, Mexico, and to assess the effects of a regulated fishing impact, simulating the extraction of 50% adult biomass on the population density. We used three different minimum size criteria to demonstrate the effects of minimum catch size on the population density and discuss biological implications. Demographic data was obtained through capture-mark-recapture sampling, collecting all animals encountered during three hours, by three divers, at four different sampling sites of the Xel-Ha inlet. The conch population was sampled each month between 2005 and 2006, and bimonthly between 2006 and 2011, tagging a total of 8 292 animals. Shell length and lip thickness were determined for each individual. The average shell length for conch with formed lip in Xel-Ha was 209.39±14.18mm and the median 210mm. Half of the sampled conch with lip ranged between 200mm and 219mm shell length. Assuming that the presence of the lip is an indicator for sexual maturity, it can be concluded that many animals may form their lip at greater shell lengths than 200mm and ought to be considered immature. Estimation of relative adult abundance and densities varied greatly depending on the criteria employed for adult classification. When using a minimum fishing size of 200mm shell length, between 26.2% and up to 54.8% of the population qualified as adults, which represented a simulated fishing impact of almost one third of the population. When conch extraction was simulated using a classification criteria based on lip thickness, it had a much smaller impact on the population density. We concluded that the best management strategy for S. gigas is a minimum fishing size based on a lip thickness, since it has lower impact on the population density, and given that selective fishing pressure based on size may lead to the appearance of small adult individuals with reduced fecundity. Furthermore, based on the reproductive biology and the results of the simulated fishing, we suggest a minimum lip thickness of ≥15mm, which ensures the protection of reproductive stages, reduces the risk of overfishing, leading to non-viable density reduction.",2,Journal,ar,Article,100,2,2,Fishery management | Fishing sustainability | Overfishing | Population simulation | Population viability | Sexual maturity,13567,undefined,1,TRUE,all,All Open Access,130,NA,NA,4,25720171,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84921908144,SCOPUS_ID:84921908144,2-s2.0-84921908144,Woody species composition in invaded communities from mountains of central Argentina: Their relations with local environmental factors,Zeballos S.R.,Revista de Biologia Tropical,00347744,22152075,62,1549-1563,2014-01-01,2014,10.15517/rbt.v62i4.12995,"Invasions by exotic woody species are threatening ecosystem functions worldwide. The spread and subsequent replacement of native forest by exotic dominated stands is particularly evident nearby urban centers were exotic propagule pressure is highest. Yet, there is a lack of information on the environmental factors that underlie these replacements. In this study we addressed the following questions: (1) is there a local spatial segregation between the dominant native and exotic woody species? and (2) if this local segregation does exist, is it driven by environmental features?. For this, in 2010 we established 31 plots distributed along 16 sampling sites where we surveyed the composition and abundance of all woody species with a basal diameter ≥ 5cm. To characterize the environment of each plot, we measured the topographic position (slope, exposure) and different properties such as soil physics (bulk density, soil impedance), structure (soil deep, texture) and chemical characteristics (pH, nutrient and water content). Through a cluster analysis we were able to identify five different woody communities in coexistence: (1) Woodlands dominated by the exotic Ligustrum lucidum; (2) Mixed woodlands dominated by the native Lithraea molleoides and the exotic Celtis australis; (3) Scrublands dominated by the native Condalia buxifolia; (4) Scrublands dominated by the exotic Cotoneaster glaucophyllus, and (5) Scrubby grasslands with the exotic Pyracantha angustifolia. These communities were all associated with different local topographic and edaphic features. The environmental segregation among the identified communities suggests that woody invaders have the potential to colonize almost all the environments of the study site (though varying in the identity of the dominant exotic species). The observed patterns, even being restricted to a single well invaded area of mountain Chaco, may posit the spread of woody invaders towards native communities in the region.",18,Journal,ar,Article,100,4,4,Biological invasions | Cluster analysis | Environmental segregation | Mountain chaco | Subtropical forest | Woody aliens,13567,undefined,1,TRUE,all,All Open Access,131,NA,NA,4,25720187,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84921906796,SCOPUS_ID:84921906796,2-s2.0-84921906796,Do attacks by jaguars Panthera onca and pumas Puma concolor (Carnivora: Felidae) on livestock correlate with species richness and relative abundance of wild prey?,Burgas A.,Revista de Biologia Tropical,00347744,22152075,62,1459-1468,2014-01-01,2014,10.15517/rbt.v62i4.13199,"Attacks by big cats on livestock are one of the major causes of human-felid conflicts and, therefore, an important factor in the conservation of these species. It has been argued that a reduction in natural prey abundance promotes attacks on domestic species, but few studies have tested this statement, and some have delivered contradictory results. We investigated whether the occurrence of attacks to livestock by jaguar and puma relates to the abundance and richness of their natural prey. In the rainy season 2009, we tracked potential prey species counting signs of presence along linear transects in 14 non-attacked cattle farms (control) and in 14 attacked cattle farms in NW Costa Rica. There was a negative relationship between the occurrence of attacks and both species richness (p=0.0014) and abundance (p=0.0012) of natural prey. Our results support the establishment of actions to promote support and recovery of natural prey, in order to diminish attacks on livestock, while maintaining jaguar and puma populations.",4,Journal,ar,Article,100,3,3,Costa Rica | Human-wildlife conflicts | Jaguar | Livestock depredation | Prey abundance | Puma | Species richness,13567,undefined,1,TRUE,all,All Open Access,132,NA,NA,4,25720180,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84921904875,SCOPUS_ID:84921904875,2-s2.0-84921904875,Spatio-temporal dynamics of fishing effort in a multi-species artisanal diving fishery and its effects on catch variability: Insights for sustainable management,Naranjo Madrigal H.,Revista de Biologia Tropical,00347744,22152075,62,1565-1586,2014-01-01,2014,10.15517/rbt.v62i4.13614,"Artisanal diving fisheries are a source of income, employment and food security of coastal areas in many countries. Understanding the dynamics of these fisheries, including the spatial and temporal dynamics of fishing effort, gears and species can help to address the challenges involved in fisheries management. We aimed to analyze the differences in fishing strategies undertaken by fishers that use two different diving methods (hookah and free diving), the conditions and their potential impacts on catches when adjustments to those strategies are applied over time. For this, detailed information of fishing operations from artisanal boats in the North Pacific coast of Costa Rica was analyzed in two fishing seasons (2007-2008 and 2011-2012). Data were collected by onboard observers (fishing site, fishing time, species composition, depth and visibility). Additionally, interviews with divers were applied to obtain information of price per species, species volume and fishing operations. From the total number of trips during both seasons, hookah diving was represented by a sample size of 69.3%, while free diving, with a sample of 41.9%. More than 15 species were identified in each fishing season. Nevertheless, three categories had substantial contributions in both seasons with differences in the proportions for each case: green lobster (Panulirus gracilis), octopus (Octopus sp.) and parrotfish (Scarus perrico and S. ghobban). It is worth noting that an important proportion of catch was retained by fishers for personal consumption purposes, including species of high commercial value. Additional night diving activity, increased the number of dives from one season to another. Besides, cooperation processes in free diving fishing operations, and changes in fishing effort between seasons, defined important changes in fishing strategies. Potential causes of changes in fishing strategies and the implications for management to ensure the sustainability of these fisheries in the long term are discussed.",10,Journal,ar,Article,100,2,2,Costa Rica | Diving artisanal fishery | Fishing effort allocation | Fishing strategies | Generalized additive models | Sustainable fisheries management,13567,undefined,1,TRUE,all,All Open Access,133,NA,NA,4,25720188,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84921901417,SCOPUS_ID:84921901417,2-s2.0-84921901417,Morphological changes in gametes of tiger barb Puntius tetrazona (Cypriniformes: Cyprinidae) and the implementation of in vitro fertilization,Domínguez-Castanedo O.,Revista de Biologia Tropical,00347744,22152075,62,1353-1364,2014-01-01,2014,10.15517/rbt.v62i4.12946,"The production of ornamental fishes represents an economic activity of a growing number of Mexican families. Nevertheless, the reproduction of fish in captivity is one of the complications faced by farmers. This study was set up to: (i) evaluate the morphological and functional changes induced by hydration in the gametes of fish tiger barb (Puntius tetrazona; 240 samples) at tree times after hydration (10, 20 and 30s) with classic spermograms (volume, sperm concentration, viability, motility, and normal morphology); and (ii) evaluate the implementation of in vitro fertilization based on the ovulation rate, the percentage of fertilization and hatching, and the larval numbers obtained after 72 hours. The average volume of milt was 3.0±0.7μL, and the minimum, maximum and average concentration of sperm was 44.4×106 spz/mL, 52.3×106spz/mL, and 48.1±5.9×106spz/mL, respectively. The viability and motility of the sperm was 84.6±3.2% and 81.5±2.2%, respectively. The diameter of the sperm with/without water contact was 2.1±0.6μm and 3.8±1.0μm (p<0.05); the largest diameter was recorded 30 seconds after the contact with water. For oocytes, the smaller and larger diameters were recorded at 10 and 30s, respectively (both with/without water contact); the oocytes diameters after 10 and 30 seconds of contact with water were 1.11 and 1.55mm, respectively. A higher ovulation rate was recorded using the in vitro fertilization: 250±50 oocytes versus 28±09 oocytes (during natural fertilization; p<0.05). Nevertheless, fertilization and hatching rates were higher for the natural fertilization (80 and 60%, respectively). Considering the number of larvae obtained after 72 hours, our results showed a higher value for the in vitro fertilization (75±18 compared to 13.4±12 of the natural fertilization; p<0.05). We propose this fish as a model for other ornamental fishes of commercial interest. Our results demonstrate that the in vitro fertilization is a very high viable option to optimize and maximize resources; besides, the reproduction management optimization under controlled conditions may enhance wild fish stocks preservation.",4,Journal,ar,Article,100,4,4,Ciprinidae | Gamete quality | In vitro fertilization | Oocytes | Ornamental aquaculture | Sperm | Tiger barb,13567,undefined,1,TRUE,all,All Open Access,134,NA,NA,4,25720172,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84919662789,SCOPUS_ID:84919662789,2-s2.0-84919662789,"Characterization of the potential geographical distribution area of parrot species in Yucatan Peninsula, Mexico",Plasencia Vázquez A.H.,Revista de Biologia Tropical,00347744,22152075,62,1509-1522,2014-01-01,2014,10.15517/rbt.v62i4.13576,"Psittacidae family is one of the most endangered groups in Mexico, since many of their habitats are disappearing. In this research, we characterized the land cover of the potential geographical distribution area of eight extant parrot species within the Yucatan Peninsula. We used the Maximum Entropy algorithm (MaxEnt) and species historical records. To externally validate the models, we used presence and absence records from field observations (2010-2012). To characterize the distribution area, we used the vegetation and land use maps of INEGI Series IV (2007-2010). The models showed a good performance, according to the values of the area under the curve (AUC), which ranged between 0.88-0.95 with the training data and between 0.82-0.91 with test data. We located most of the species in sites where the models predicted their presence. In the Peninsula, over 76% of the parrots’ potential geographical distribution area is forested, except for Amazona oratrix. The subhumid tropical forest is the best represented, and the livestock for land use. The most affected species within the Peninsula are: Amazona farinosa and A. oratrix. The Calakmul Biosphere Reserve is the most important area for parrots’ protection in the Peninsula. Knowing the characteristics of distribution areas is an essential part in the establishment of parrots’ conservation strategies.",7,Journal,ar,Article,100,2,2,Ecological niche models | Habitat | Parrots | Southeastern Mexico | Threatened species,13567,undefined,1,TRUE,all,All Open Access,135,NA,NA,4,25720184,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84911398211,SCOPUS_ID:84911398211,2-s2.0-84911398211,Ethnic background and CYP2D6 genetic polymorphisms in Costa Ricans,Céspedes-Garro C.,Revista de Biologia Tropical,00347744,22152075,62,1659-1671,2014-01-01,2014,10.15517/rbt.v62i4.12916,"CYP2D6 differences have already been demonstrated within Latin American populations by the CEIBA.FP Consortium of the Ibero-American Network of Pharmacogenetics (RIBEF, as per the acronym in Spanish). However, within the population of Costa Rica, no research has been conducted until now, even though this population has a trihybrid component ancestry that represents an interesting condition. Thus, the present study was aimed to determine the frequency of Ultra-rapid Metabolizers (UMs) and Poor Metabolizers (PMs) in a Costa Rican population, as well as to determine whether there are differences in the CYP2D6-predicted phenotype frequencies among three Costa Rican groups with different ethnic backgrounds. Additionally, these frequencies of PMs and UMs obtained were compared with Ibero-American populations published data. Finally, we also aimed to describe allele frequencies among different Costa Rican ethnic groups. This research has been undertaken within the framework of the RIBEF CEIBA Consortium studies on Latin American populations. A total of 385 individuals were included in the study: 139 mestizos, 197 Amerindians, and 49 Afro-Caribbeans. CYP2D6 genotypes were determined by XL-PCR and Real-Time PCR. The CYP2D6 variant alleles *2, *3, *4, *5, *6, *10, *17, *29, *35 and *41 were also determined. For the entire Costa Rican population, the frequency of PMs and UMs was 6% and 6.5%, respectively. The percentage of UMs in the mestizo population was higher than in the Amerindian population. CYP2D6 UMs vary from 3.6% to 10.1% and PMs from 1.4% to 10.2% among three Costa Rican groups. The highest frequencies of UMs (10.1%) and PMs (10.2%) were found in the mestizo and Amerindian populations, respectively. In conclusion, the frequencies of UMs and PMs for CYP2D6 varied widely across the mestizo, Amerindian and Afro-Caribbean Costa Rican populations. Future research in this population should be oriented to identify new CYP2D6 variants through sequencing methods, as well as to determine CYP2D6 phenotype, in order to establish the phenotype-genotype relation. Finally, further studies involving genetic markers of ancestry are needed in the Costa Rican population.",20,Journal,ar,Article,100,18,18,Afro-caribbean | Amerindian | Costa rica | CYP2D6 | Mestizo | Poor metabolizers | Populations | Ultrarapid metabolizers,13567,undefined,1,TRUE,all,All Open Access,136,NA,NA,4,25720195,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84907415271,SCOPUS_ID:84907415271,2-s2.0-84907415271,Functional feeding groups of aquatic insect families in Latin America: A critical analysis and review of existing literature,Ramírez A.,Revista de Biologia Tropical,00347744,22152075,62,155-167,2014-01-01,2014,10.15517/rbt.v62i0.15785,"Aquatic macroinvertebrates are involved in numerous processes within aquatic ecosystems. They often have important effects on ecosystem processes such as primary production (via grazing), detritus breakdown, and nutrient mineralization and downstream spiraling. The functional feeding groups (FFG) classification was developed as a tool to facilitate the incorporation of macroinvertebrates in studies of aquatic ecosystems. This classification has the advantage of combining morphological characteristics (e.g., mouth part specialization) and behavioral mechanisms (e.g., way of feeding) used by macroinvertebrates when consuming resources. Although recent efforts have greatly advanced our ability to identify aquatic macroinvertebrates, there is limited information on FFG assignment. Furthermore, there has been some variation in the use of the FFG classification, in part due to an emphasis on using gut content analysis to assign FFG, which is more appropriate for assigning trophic guilds. Thus, the main goals of this study are to (1) provide an overview of the value of using the FFG classification, (2) make an initial attempt to summarize available information on FFG for aquatic insects in Latin America, and (3) provide general guidelines on how to assign organisms to their FFGs. FFGs are intended to reflect the potential effects of organisms in their ecosystems and the way they consume resources. Groups include scrapers that consume resources that grow attached to the substrate by removing them with their mouth parts; shredders that cut or chew pieces of living or dead plant material, including all plant parts like leaves and wood; collectors-gatherers that use modified mouth parts to sieve or collect small particles (<1mm) accumulated on the stream bottom; filterers that have special adaptations to remove particles directly from the water column; and predators that consume other organisms using different strategies to capture them. In addition, we provide details on piercers that feed on vascular plants by cutting or piercing the tissue using sharp or chewing mouth parts and consume plant liquids. We also provide a list of families of aquatic insects in Latin America, with an initial assignment to FFGs. We recommended caution when assigning FFGs based on gut contents, as it can provide misleading information. Overall, FFG is a very useful tool to understand the role of aquatic macroinvertebrates in stream ecosystems and comparisons among studies will benefit from consistency in their use.",102,Journal,ar,Article,100,2,2,FFG | Food habits | Trophic guilds | Trophic structure | Tropical streams,13567,undefined,1,TRUE,all,All Open Access,137,NA,NA,NA,25189076,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84907414554,SCOPUS_ID:84907414554,2-s2.0-84907414554,The Andean biotic index (ABI): Revised tolerance to pollution values for macroinvertebrate families and index performance evaluation,Ríos-Touma B.,Revista de Biologia Tropical,00347744,22152075,62,249-273,2014-01-01,2014,10.15517/rbt.v62i0.15791,"Score-based biotic indices are widely used to evaluate the water quality of streams and rivers. Few adaptations of these indices have been done for South America because there is a lack of knowledge on macroinvertebrate taxonomy, distribution and tolerance to pollution in the region. Several areas in the Andes are densely populated and there is need for methods to assess the impact of increasing human pressures on aquatic ecosystems. Considering the unique ecological and geographical features of the Andes, macroinvertebrate indices used in other regions must be adapted with caution. Here we present a review of the literature on macroinvertebrate distribution and tolerance to pollution in Andean areas above 2 000masl. Using these data, we propose an Andean Biotic Index (ABI), which is based on the BMWP index. In general, ABI includes fewer macroinvertebrate families than in other regions of the world where the BMWP index has been applied because altitude restricts the distribution of several families. Our review shows that in the high Andes, the tolerance of several macroinvertebrate families to pollution differs from those reported in other areas. We tested the ABI index in two basins in Ecuador and Peru, and compared it to other BMWP adaptations using the reference condition approach. The ABI index is extremely useful for detecting the general impairment of rivers but class quality boundaries should be defined independently for each basin because reference conditions may be different. The ABI is widely used in Ecuador and Peru, with high correlations with land-use pressures in several studies. The ABI index is an integral part of the new multimetric index designed for high Andean streams (IMEERA).",50,Journal,ar,Article,100,3,3,Altitudinal distribution | Andes | Aquatic macroinvertebrates | Biomonitoring | BMWP adaptations | Tolerance to pollution | Water quality,13567,undefined,1,TRUE,all,All Open Access,138,NA,NA,NA,25189082,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84907413600,SCOPUS_ID:84907413600,2-s2.0-84907413600,"Environmental factors associated with habitat preferences by caddisfly larvae in tropical dry forest watersheds (Tolima, Colombia)",Vásquez-Ramos J.M.,Revista de Biologia Tropical,00347744,22152075,62,21-40,2014-01-01,2014,10.15517/rbt.v62i0.15776,"River ecosystems, mainly those draining tropical dry forests, are among the most endangered tropical ecosystems and a major conservation priority in South America, as elsewhere. In this study, we assessed the influence of environmental factors (e.g., precipitation) and riparian vegetation on Trichoptera larval assemblages colonizing four substrates (rock, gravel, sand, and litter) in the Venadillo and Opia watersheds (Tolima, Colombia). In each river, five 20m reaches nested into two 100m segments (one at ~550 and another at ~250masl), were surveyed for benthic invertebrates in the above mentioned substrates. In addition, water samples were collected for physicochemical analyses and the QBR index (“qualitat del bosc de ribera” or riparian forest quality) was applied in both rivers. A total of 6 282 larvae were collected, belonging to 11 families and 22 genera, representing 73.30% and 43.13% of the Trichoptera fauna reported to Colombia, respectively. The most abundant families were Hydropsychidae (49.86%) and Philopotamidae (25.44%) and the least abundant Odontoceridae (0.16%) and Hydrobiosidae (0.06%). The genera Smicridea, Chimarra, Protoptila, Neotrichia, and Leptonema, were common during dry and rainy seasons. The main factors related to changes in composition, richness, and abundance of larval Trichoptera were seasonality and riparian vegetation, which can influence organic matter supply, availability and stability of substrates, and colonization and population dynamics. Trichoptera assemblages showed no significant differences among substrates. However sampling points located at high elevation and in non-urbanized areas offered the largest variety of substrates and richness. Our results indicate that Trichoptera larvae are an important biotic element in freshwater ecosystems and that they are sensitive to environmental changes. Hence, our study suggests that caddisflies may be used as potential organisms for the biomonitoring of tropical dry forest rivers. The implementation of these studies is urgent, considering that degradation of freshwater ecosystems tends to be severe and persistent in dry forest.",19,Journal,ar,Article,100,3,3,Aquatic insects | Benthic substrates | Freshwater ecosystem | Precipitation | Trichoptera | Tropical dry forest,13567,undefined,1,TRUE,all,All Open Access,139,NA,NA,NA,25189067,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84907412960,SCOPUS_ID:84907412960,2-s2.0-84907412960,Effects of insect and decapod exclusion and leaf litter species identity on breakdown rates in a tropical headwater stream,Rincón J.,Revista de Biologia Tropical,00347744,22152075,62,143-154,2014-01-01,2014,10.15517/rbt.v62i0.15784,"High species richness of tropical riparian trees influences the diversity of organic detritus entering streams, creating temporal variability in litter quantity and quality. We examined the influence of species of riparian plants and macroinvertebrate exclusion on leaf-litter breakdown in a headwater stream in the Luquillo Mountains of Puerto Rico. Leaf litter of Dacryodes excelsa (Burseraceae), Guarea guidonia (Meliaceae), Cecropia scheberiana (Moraceae), Manilkara bidentata (Sapotaceae), and Prestoea acuminata (Palmae) were incubated in litter bags in a pool of Quebrada Prieta. Fine mesh bags were used to exclude macroinvertebrates during leaf breakdown, and coarse mesh bags allowed access to decapod crustaceans (juvenile shrimps and crabs) and aquatic insects (mainly mayflies, chironomids, and caddisflies). D. excelsa and G. guidonia (in coarse-and fine-mesh bags) had significantly higher breakdown rates than C. scheberiana, M. bidentata, and P. acuminata. Breakdown rates were significantly faster in coarse-mesh bag treatments for all leaf types, thus indicating a positive contribution of macroinvertebrates in leaf litter breakdown in this headwater stream. After 42 days of incubation, densities of total invertebrates, mayflies and caddisflies, were higher in bags with D. excelsa and G. guidonia, and lower in P. acuminata, C. scheberiana y M. bidentata. Decay rates were positively correlated to insect densities. Our study highlights the importance of leaf identity and macroinvertebrate exclusion on the process of leaf litter breakdown in tropical headwater streams.",13,Journal,ar,Article,100,2,2,Aquatic insects | Detritivores | Leaf breakdown | Macroconsumers | Puerto Rico | Tropical rainforest | Tropical stream,13567,undefined,1,TRUE,all,All Open Access,140,NA,NA,NA,25189075,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84907411310,SCOPUS_ID:84907411310,2-s2.0-84907411310,"Feeding habits of immature individuals of ephemeroptera, plecoptera, and trichoptera from middle reaches of a tropical mountain stream",Guzmán-Soto C.J.,Revista de Biologia Tropical,00347744,22152075,62,169-178,2014-01-01,2014,10.15517/rbt.v62i0.15786,"Morphological and behavioral aspects of insects allow their grouping in trophic guilds and represent their dependence on food resources. We determined the feeding habits of immature organisms of Ephemeroptera, Plecoptera, and Trichoptera (EPT) from the middle reaches of Gaira stream (Sierra Nevada de Santa Marta, Colombia), using gut content analysis. We identified 13 EPT genera, but only ten were analyzed for a total of 100 organisms. We describe six food items: animal parts (AP), vascular plant tissue (VPT), microalgae (M), fungi (F), coarse particulate organic matter (CPOM) and fine particulate organic matter (FPOM). Baetodes was determined to be a collector-scraper, since FPOM represented 46.6% of food content, followed by F (38.4%). Chimarra, Leptohyphes, Lachlania, and Thraulodes were categorized as collectors with average proportions of FPOM 86.8%, 93.1%, 93.1% and 93.7%, respectively. Phylloicus, Smicridea and Leptonema were main consumers of VPT and CPOM with proportions of 76.3%, 54.6%, and 62.4%, respectively; while ratios of FPOM were 22.3%, 38.8%, and 32.9%, respectively. While all are detritivores, Phylloicus is functionally classified as shredders and Smicridea and Leptonema as collectors. Atopsyche and Anacroneuria were the only taxa in which AP were observed in high proportions, 57.9% and 58.2%, respectively, for that reason they were classified as predators. The organisms examined consume a wide variability of resources.",14,Journal,ar,Article,100,2,2,Aquatic insects | Food item | Gaira stream | Guild | Gut contents,13567,undefined,1,TRUE,all,All Open Access,141,NA,NA,NA,25189077,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84907410779,SCOPUS_ID:84907410779,2-s2.0-84907410779,Studies on Latin American freshwater macroinvertebrates: Recent advances and future directions,Ramírez A.,Revista de Biologia Tropical,00347744,22152075,62,9-20,2014-01-01,2014,10.15517/rbt.v62i0.15775,"Latin America is an active scientific research area, in particular with respect to the study of freshwater macroinvertebrates. The present serves as an introduction to a special issue that highlights recent research projects on macroinvertebrates in Latin America. As part of this introduction, we conducted a literature analysis of the last 14 years of publications from the region that highlights the steady increase in publications on macroinvertebrates. Most studies from 2000-2013 were conducted in Brazil, Colombia, Argentina, and Costa Rica, and were focused on taxonomy and different issues related to biodiversity and distribution. There was a tendency for the use of local low-impact journals, but high impact publications were also found. This special issue contributes with 18 studies conducted in eight different countries. Two major topics are covered in the special issue, the ecology and natural history of aquatic macroinvertebrates and their use in the evaluation of anthropogenic impacts to aquatic ecosystems. Based on the literature review and contributions included in the issue, we discuss research needs for the region. Identified needs include: (1) to continue emphasizing taxonomic research, (2) assess mechanisms responsible for changes in biodiversity, (3) assess the role of macroinvertebrates in ecosystem processes and function, (4) improve biomonitoring efforts beyond unimetric indices, (5) the need for an ecosystem perspective, and (6) establishing long-term studies. This special issue is an initial effort to advance our knowledge on freshwater macroinvertebrates in Latin America.",19,Journal,ar,Article,100,2,2,Aquatic insects | Lakes | Latin America | Macroinvertebrates | Rivers | State of knowledge | Wetlands,13567,undefined,1,TRUE,all,All Open Access,142,NA,NA,NA,25189066,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84907407736,SCOPUS_ID:84907407736,2-s2.0-84907407736,Effect of sampling effort on taxa richness of aquatic macroinvertebrates and the BMWP/Atitlán index,Reyes-Morales F.,Revista de Biologia Tropical,00347744,22152075,62,291-301,2014-01-01,2014,10.15517/rbt.v62i0.15793,"Aquatic macroinvertebrates are the group of organisms most commonly used to determine ecosystem health in water quality studies and freshwater biomonitoring. Nevertheless, the methods and collecting time of biomonitoring have not yet been sufficiently adapted and tested in tropical aquatic environments. Twelve rivers in the Lago de Atitlán watershed in Guatemala were assessed with different collecting times, during the dry season. The method involved the collection of organic and inorganic material including benthic organisms, from different microhabitats, for a pre-established time period (5, 10, 15min) with a D-frame net. Samples were preserved with 95% ethanol in the field, and sorted in the laboratory. As expected, the analysis showed that the abundance and taxonomic richness was higher with increasing sampling effort. The water quality categories obtained from the newly proposed BMWP/Atitlán index varied among sampling times. However, the Kruskal-Wallis test showed no significant differences between the categories obtained with the index and the number of taxa collected at 10 and 15min. Therefore, we recommend a reduction of sample time, but maintaining the tree subsamples in order to include most variety of microhabitats and assure a representative sample of the aquatic macroinvertebrates.",3,Journal,ar,Article,100,2,2,Aquatic macroinvertebrates | Freshwater biomonitoring | Guatemala | Lago de Atitlán | Water quality,13567,undefined,1,TRUE,all,All Open Access,143,NA,NA,NA,25189084,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84907406154,SCOPUS_ID:84907406154,2-s2.0-84907406154,"Spatial and temporal variation patterns in aquatic macroinvertebrates of Tecocomulco Lake, Hidalgo (México)",Rico-Sánchez A.E.,Revista de Biologia Tropical,00347744,22152075,62,81-96,2014-01-01,2014,10.15517/rbt.v62i0.15780,"Lake Tecocomulco, Hidalgo, is a relic of the ancient lakes of Anahuac, important for the conservation of resident and migratory birds. However, the composition of aquatic macroinvertebrates is unknown; this is an important gap in conservation as they play an important role in the food web. This study analyzed the spatial and temporal variations in macroinvertebrate assemblages and their relationship with habitat characteristics. We carried out four monitoring campaigns covering the rainy and dry seasons. The monitoring was conducted at six study sites (four in the littoral zone and two in the middle part of the lake), environmental factors were recorded at each study site, water samples were collected for their physical and chemical analysis and aquatic macroinvertebrates were collected. A principal component analysis (PCA) was used to group study sites based on physical and chemical characteristics. Richness of taxa was analysed with rarefaction. We assessed the importance value index of each taxon (considering their frequency of occurrence and abundance). Similarity analyzes were performed between study sites and similarity of taxa with indices of Jaccard and Bray-Curtis, respectively. We performed a canonical correspondence analysis (CCA) between environmental factors and macroinvertebrate taxa. The PCA showed a marked seasonal variation represented by warm periods, with high values of conductivity, alkalinity, hardness, sulfates, and macronutrients (N and P) and the cold period with low values. We found a total of 26 taxa of aquatic macroinvertebrates and the highest richness was found in August. The Jaccard similarity analysis found differences between the littoral area and the limnetic zone, which differ also in the composition of macrophytes. The littoral zone had the highest taxa richness of macroinvertebrates and macrophytes, while the lowest diversity was found in the offshore zone. The CCA related physicochemical characteristics of the water body with macroinvertebrate taxa showing the influence of both physicochemical characteristics and the composition of macrophytes in the spatio-temporal patterns of aquatic macroinvertebrates in the lake. The dominance of Corixidae highlights a strong grazing activity in the lake and in turn suggests an important amount of food available for higher trophic levels. Our study shows that the macroinvertebrates of Tecocomulco Lake have spatial and seasonal variations that are related to both environmental and biotic factors with groups being dominant.",6,Journal,ar,Article,100,4,4,Aquatic macroinvertebrates | Assemblages | Mexico | Relic water body | Spatio-temporal patterns | Wetlands,13567,undefined,1,TRUE,all,All Open Access,144,NA,NA,NA,25189071,NA
