@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,dc:description,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0023486104,SCOPUS_ID:0023486104,2-s2.0-0023486104,"Soil-plant relations in a natural forest inviolate plot at akure, nigeria",Ola-Adams B.,Journal of Tropical Ecology,02664674,14697831,3,1,57-74,1987-01-01,February 1987,10.1017/S0266467400001115,10,Journal,ar,Article,100,2,2,Nigeria | rain forest | soil | Strict Natural Reserve,23435,NA,undefined,NA,0,FALSE,25,"To update and extend knowledge of the Akure Strict Natural Reserve an assessment, block by block, of forest in the core of the Inviolate Plot was undertaken in 1974 and complemented with soil sampling. Principal components analysis indicated a gradient of soil reaction and available phosphorus through the core of the plot. Ordination (DECORANA) of floristic data revealed that a floristic trend paralleled the soil trend. In the vicinity of a drainage line, at the western end of the core, soils were lower in available phosphorus, more acid, sandier and texturally more uniform with depth. Typical trees of femdsols were prominent on these soils but were replaced by species of ferric luvisols, especially members of the Sterculiaceae, on soils of superior nutrient status towards the eastern end. It is suggested that the soil gradients were not effects produced by the trees. Comparison of a 1946 data set with the 1974 data supported the view that the forest had been structurally and floristically stable over the interval between assessments. This is considered justification of the original choice of the area as a Strict Natural Reserve representative of high forest in this part of Nigeria. © 1987, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023483666,SCOPUS_ID:0023483666,2-s2.0-0023483666,Extraction of Arthropods from Neotropical Soils with a Modified Kempson Apparatus,Adis J.,Journal of Tropical Ecology,02664674,14697831,3,2,131-138,1987-01-01,May 1987,10.1017/S0266467400001863,27,Journal,ar,Article,100,1,1,Amazon | extraction methods | Kempson extractor | Neotropics | soil arthropods | soil fauna,23435,NA,undefined,NA,0,FALSE,26,"A modified Kempson apparatus is described, the extraction procedure for arthropods in neotropical soils is given, and an example from Central Amazonia is presented. © 1987, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023483614,SCOPUS_ID:0023483614,2-s2.0-0023483614,Root biomass of a mangrove forest in southern Thailand. 1. Estimation by the trench method and the zonal structure of root biomass,Komiyama A.,Journal of Tropical Ecology,02664674,14697831,3,2,97-108,1987-01-01,May 1987,10.1017/S0266467400001826,106,Journal,ar,Article,100,4,4,mangrove forest | root biomass | root density | Thailand | trench method,23435,NA,undefined,NA,0,FALSE,27,"In a mangrove forest in southern Thailand, the root biomass was estimated for the Sonneratia zone, the Sonneratia-Bruguiera ecotone, the Bruguiera zone and the Rhizophora zone. A 0.2 m (width) X 15.5 m (length) X 1.0 m (depth) trench was dug between two trees of Rhizophora apiculata and the roots in the trench harvested, rinsed, sorted by diameter and weighed. The dry weight of roots collected from the trench was 135.6 kg, equivalent to a total root biomass of 437.5 t ha-1including 220.5 t ha-1of fine roots. The root density distribution of a single tree was assumed to be predictable exponentially. Two variables of the equation were determined by iteration using the data from a trench excavation and tree distribution study. This equation was applied to 1.3 ha and the root biomass distribution was analysed. The root biomass in each of the above four zones was estimated at 171.8, 84.8, 242.6 and 509.5 t ha-1, respectively. The proportion of fine roots (<2 mm) ranged from 46.4% to 66.4%. © 1987, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023482548,SCOPUS_ID:0023482548,2-s2.0-0023482548,The dynamics of tree populations in tronical forest: A review,Swaine M.,Journal of Tropical Ecology,02664674,14697831,3,4,359-366,1987-01-01,November 1987,10.1017/S0266467400002339,276,Journal,ar,Article,100,3,3,forest dynamics | gaps | mortality | population dynamics | recruitment | species groups | tree growth,23435,NA,undefined,NA,0,FALSE,28,"Published work on the dynamics of forest tree recruitment, growth and mortality in natural tropical forest is reviewed. In most forests studied, annual mortality is between 1% and 2% and is independent of size class in trees >10 cmdbh; mortality is negatively correlated with growth rate and crown illumination; growthrate is highly variable between individual trees, but shows strong autocorrelation between successive measurements on the same tree. Differences in the rate of dynamic processes can be detected between some species at a site, but data are presently insufficientto determine whether these differences are preserved at other sites where the species occur. None of the studies discussed are of sufficient duration to permit us to draw anyconclusions about the equilibrium or non-equilibrium of floristic composition. © 1987, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023482395,SCOPUS_ID:0023482395,2-s2.0-0023482395,"Some aspects of the ecology of the mollusc nerita senegalensis in lagos harbour, Nigeria",Oyenekan J.,Journal of Tropical Ecology,02664674,14697831,3,2,183-187,1987-01-01,May 1987,10.1017/S0266467400001991,1,Journal,ar,Article,100,2,2,NA,23435,NA,undefined,NA,0,FALSE,29,"Nerita senegalensis Gmelin is a marine epibenthic prosobranch mollusc (Archaegastropoda: Neritidae) occurring abundantly on the artificial rocky shores of Tarkwa Bay in Lagos harbour along with other common snails such as the keyhole limpet Fissurella nubecula L. and Patella safiana Lamarck. N. senegalensis is one of the commonest species of gastropods on West African rocky shores, occurring from the low tide level to the upper level of the shore. Although like most species of the family Neritidae it usually hides in crevices when the tide is out, N. senegalensis is often found in shady areas on exposed rocky shores (Oyenekan 1975). Edmunds (1978) found the species in pools and under stones in Ghana and rocky estuaries in Sierra Leone. © 1987, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023479688,SCOPUS_ID:0023479688,2-s2.0-0023479688,The freshwater lakes of Papua New Guinea: An inventory and limnological review,Chambers M.R.,Journal of Tropical Ecology,02664674,14697831,3,1,1-23,1987-01-01,February 1987,10.1017/S0266467400001073,10,Journal,ar,Article,100,1,1,Biogeography | fish | lakes | limnology | macrophytes | Papua New Guinea | phyto-plankton | zooplankton,23435,NA,undefined,NA,0,FALSE,30,"A survey of the 1:100,000 topographic maps of Papua New Guinea revealed that there are about 5383 freshwater lakes in the country. They range in size up to 647 km2 but the majority are less than 10 ha. They are found at all altitudes to over 4000 m but most are situated below 40 m in the floodplains of the Fly, Sepik and Aramia rivers. The majority of lakes are undoubtedly shallow but depths range up to 360 m. The lakes were formed in at least 20 different ways but the majority by fluviatile action. The few data on chemical and physical conditions suggest that most lakes are chemically poor with low light penetration and low pH values. With the possible exception of the macrophytes the fauna and flora of the lakes are virtually unstudied, particuarly from a quantitative aspect. Most lakes are probably polymictic. © 1987, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470942,SCOPUS_ID:0023470942,2-s2.0-0023470942,"Tree population dynamics at kade, ghana (1968-1982)",Swaine M.D.,Journal of Tropical Ecology,02664674,14697831,3,4,331-345,1987-01-01,November 1987,10.1017/S0266467400002315,113,Journal,ar,Article,100,3,3,forest dynamics | Ghana | growth | mortality | tree ages,23435,ABDN,undefined,Carnegie Trust for the Universities of Scotland,0,FALSE,31,"Changes in two 1-ha samples of Moist Semi-deciduous forest at Kade, Ghana are described for 14 years from 1968 to 1982. Density of trees >10 cm dbh was 552 ± 13 ha-1and the basal area was 30.85 ± 1.38 m2 ha-1, and showed little variation over the study period: diameter class distributions did not change significantly. There were 120 species of tree ≥ 10 cm dbh, including seven immigrants and seven emigrants. Mortality did not differ significantly between diameter classes, but was significantly greater amongst trees showing negative diameter increment. Total mortality for the 2 ha over the 12-year period1970–1982 was 216 trees (1.77% yr-1) and was balanced by a recruitment of 212 trees to the measured population. Growth rates were highly variable within species populations. Overall, bigger trees tended to have higher growth rates. Successive diameter increments in individual trees were strongly correlated, and were still significant after 10 years. These results support the idea that the faster-growing individuals are the more likely to reach the canopy. Estimates of the age of trees by summing mean passage times for successive diameter classes is shown to be misleading because similar calculations using only the fastest-growing trees gives substantially lower estimated ages. Although overall forest composition showed little change, a few species showed small but significant imbalance between recruitment and mortality. Recruitment and mortality differed significantly from overall rates for some species, but only markedly for the megaphanerophyte Celtis mildbraedii which had lower than average rates for both mortality and recruitment. © 1987, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023469673,SCOPUS_ID:0023469673,2-s2.0-0023469673,"Site characteristics and the distribution of tree species in mixed dipterocarp forest on tertiary sediments in central sarawak, malaysia",Baillie I.C.,Journal of Tropical Ecology,02664674,14697831,3,3,201-220,1987-01-01,August 1987,10.1017/S0266467400002078,129,Journal,ar,Article,100,6,6,Dipterocarpaceae | Malaysia | mycorrhiza | site-species associations | soils | tropical rain forest,23435,ABDN,undefined,University of Aberdeen,0,FALSE,32,"Site data from 291 forest inventory plots in Mixed Dipterocarp Forest in central Sarawak were simplified by factor analysis. The distribution of the 33 commonest canopy tree species was related to site factor scores by ‘t’ tests. There appears to be a degree of edaphic influence on the distribution of many species. Fairly constant soil characteristics related to the lithology of the parent material appear to be more important than ephemerally variable properties such as organic matter or exchangeable cations. Magnesium appears to be particularly important, possibly because of an effect on the capacity of mycorrhizal root systems to absorb phosphorus. © 1987, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023469210,SCOPUS_ID:0023469210,2-s2.0-0023469210,Evidence of a harem social system in Hipposideros caffer (Chiroptera: Hipposideridae) in Zimbabwe,Bell G.P.,Journal of Tropical Ecology,02664674,14697831,3,1,87-90,1987-01-01,February 1987,10.1017/S0266467400001139,2,Journal,ar,Article,100,1,1,Africa | bats | harems | Hipposideridae | mammals | mating systems | roosting | social behaviour | Zimbabwe,23435,NSERC,undefined,Natural Sciences and Engineering Research Council of Canada,0,FALSE,33,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023467289,SCOPUS_ID:0023467289,2-s2.0-0023467289,The seed bank of eupatorium odoratum along a successional gradient in a tropical rain forest in ghana,Epp G.A.,Journal of Tropical Ecology,02664674,14697831,3,2,139-149,1987-01-01,May 1987,10.1017/S0266467400001887,31,Journal,ar,Article,100,1,1,emergence rate | Eupatorium odoratum | Ghana | rain forest | seed bank | succession,23435,NA,undefined,NA,0,FALSE,34,"The germinable seed bank of the colonizing weed Eupatorium odoratum was studied at the University of Ghana's Agricultural Research Station, near Kade. Five sites representing different successional stages were selected: a closed-canopy forest; intermittent-canopy forest; secondary forest; agricultural land; and a burnt forest. Twenty-five soil samples (each 500 cm3; 10 X 10 X 5 cm) were taken at random in each site, to be used for germination experiments. The secondary forest site had significantly more seeds of Eupatorium odoratum (8428 seeds per m2) than any of the other four sites. In this site Eupatorium odoratum constituted 81% of the total seed bank and had significantly more rapid germination of seeds than any other species. The results indicate that the existence of a soil seed bank may depend on: (1) time allowed for seed accumulation; (2) habitat accessibility to dispersing seeds; (3) the type of disturbance that occurs in an area; (4) dispersal capabilities of colonizing species; and (5) the history of the species’ distribution in the area. © 1987, Cambridge University Press. All rights reserved.",NA,NA
