@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/34547137883,SCOPUS_ID:34547137883,2-s2.0-34547137883,Carrying capacity and potential production of ungulates for human use in a Mexican tropical dry forest,Mandujano S.,Biotropica,00063606,17447429,39,4,519-524,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00305.x,"Data are provided on the carrying capacity and potential production for sustainable human use of white-tailed deer (Odocoileus virginianus) and collared peccary (Pecari tajacu) in a protected tropical dry forest at Chamela on the Pacific coast of Mexico. In this paper, the carrying capacity was defined as the equilibrium density plus the number of animals removed by predators. The equilibrium point was estimated from the density dependent relationship between the finite population growth rate and the current density according to a logistic model. Annual density was estimated using the line transect method. Carrying capacity estimates were 16.5 to 17.2 deer/km2 and 9.3-9.5 peccaries/km2, representing a combined biomass of 841-874 kg/km 2. A potential production for human use of 2.1 deer/km2 and 4.4 peccaries/km2 was estimated employing the model of Robinson and Redford (1991). The data suggest that, in the protected tropical dry forest of Chamela, the density and biomass of wild ungulates can maintain a similar or greater density and biomass than other Neotropical forests. To obtain an accurate estimation of the maximum sustainable yield (MSY), it is necessary to consider predation. From a management point of view, it is important to consider that carrying capacity varies as a function of the rainfall pattern. © 2007 The Author(s).",15,Journal,ar,Article,100,1,1,Density | Environment variation | Mexico | Odocoileus virginianus | Pecari tajacu,13817,undefined,0,FALSE,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547136182,SCOPUS_ID:34547136182,2-s2.0-34547136182,"Nectar production of Calliandra longipedicellata (Fabaceae: Mimosoideae), an endemic Mexican shrub with multiple potential pollinators",Hernández-Conrique D.,Biotropica,00063606,17447429,39,4,459-467,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00277.x,"The nectar resource environment across which nectarivores forage may be patchy and variable. To understand the sources and consequences of such a variation, nectar production was investigated in Calliandra longipedicellata. Nectar was measured once a month throughout a 3-mo winter season in two successive years at three sites. We also conducted diurnal and nocturnal field observations to describe visitation rates of floral visitors, and a pollinator exclusion experiment to evaluate diurnal and nocturnal pollination at the three sites. In all populations, nectar secretion was primarily nocturnal, although flowers produced some nectar during the day. Sugar production per flower varied significantly at both the seasonal and population levels, although nectar production rates and a well-defined afternoon to morning production pattern were consistent across months, populations, and years. Average nectar production rates were high compared to other Calliandra species, and to most hummingbird- or hawkmoth-pollinated plants in the region. Flowers were regularly visited by hawkmoths, bats, hummingbirds and various diurnal insects, and all populations had similar rates of visitation. Nocturnal insects had the highest overall visitation rates (three times as high as those by diurnal insects). Fruit production varied among pollination treatments and populations, and significant differences were found in fruit production when flowers exposed to both diurnal and nocturnal visitation were compared to flowers exposed only to diurnal visitation. Our results and the bright-red staminal filaments of C. longipedicellata indicate lack of specialization for particular pollinators. © 2007 The Author(s).",14,Journal,ar,Article,100,4,4,Diurnal and nocturnal pollination | Fruit production | Hawkmoths | Hummingbirds | Manantlán | México | Sugar production,13817,undefined,0,FALSE,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547132547,SCOPUS_ID:34547132547,2-s2.0-34547132547,The tropical ant mosaic in a primary Bornean rain forest,Davidson D.,Biotropica,00063606,17447429,39,4,468-475,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00304.x,"In primary lowland rain forest in Brunei Darussalam, we studied arboreal ant communities to evaluate whether densities and spacing of spatially territorial taxa along 2.9 km of well-studied trails are consistent with existence of a continuous mosaic of dominant ants. A median intercolony distance of 24.5 m, about twice or less distances over which colonies of most included species regularly ranged, suggested a relatively continuous mosaic. Despite relying on nesting sites in preformed plant cavities, carpenter ants contributed > 70 percent of mapped colonies. Most belonged to the Camponotus (Colobopsis) cylindricus (COCY) complex, including SE Asia's 'exploding' ants. Their lack of aggression against certain Polyrhachis species was associated with interspecific territory sharing by members of the two groups, and with a dominance-discovery trade-off. Experimental approaches yielded evidence for two putative contributors to positive association. Larger-bodied Polyrhachis parasitize food-finding abilities of smaller, more populous Camponotus workers, and the two taxa cooperate in territorial defense. Highly territorial and predatory weaver ants (Oecophylla smaragdina) were an important component of the ant mosaic in primary forest, second only to codominant COCY and Polyrhachis taxa. Members of the genus Crematogaster were significantly associated with Oecophylla in baiting censuses and regularly monopolized near-nest baits to the exclusion of weaver ants. Litter ant abundances differed between territories of Oecophylla and less predatory COCY species, but direction of difference was inconsistent over time. The densely packed mosaic of spatially territorial, and differentially predatory, taxa in Bornean rain forest likely contributes to spatial variation in ant effects on plant and arthropod communities. © 2007 The Author(s).",43,Journal,ar,Article,100,4,4,"Brunei | Camponotus, codominants | Crematogaster | Dominance-discovery trade-off | Information parasitism | Oecophylla | Polyrhachis | Shared territory defense",13817,undefined,0,FALSE,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547127628,SCOPUS_ID:34547127628,2-s2.0-34547127628,Holey aroids: Circular trenching behavior by a leaf beetle in Vietnam,Darling D.,Biotropica,00063606,17447429,39,4,555-558,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00282.x,"The leaf beetle Aplosonyx ancora cuts circular trenches on the underside of leaves of their aroid host plants before feeding. Latex is exuded from these cuts and the beetles feed intermittently on these isolated tissues, apparently avoiding the latex. Circular feeding holes occur only in Araceae in which latex is contained in cells or vessels with cells bridging adjacent files (""anastomosing laticifers""). The phylogeny of Araceae and the restricted host records suggest a coevolutionary arms race and parallel phylogenesis between Aplosonyx and its aroid hosts. © 2007 The Author(s).",7,Journal,ar,Article,100,1,1,Araceae | Chrysomelidae | Cyanide | Herbivore defense | Herbivory | Latex,13817,undefined,0,FALSE,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547121700,SCOPUS_ID:34547121700,2-s2.0-34547121700,Herbivory rate of leaf-cutting ants in a tropical moist forest in Panama at the population and ecosystem scales,Herz H.,Biotropica,00063606,17447429,39,4,482-488,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00284.x,"Leaf-cutting ants are frequently characterized as the major herbivores in the Neotropics, but quantitative data to back up this assumption are scarce. In this study, the consumption and herbivory rates for the entire leaf-cutting ant (Atta colombica, Formicidae) population in an old secondary forest on Barro Colorado Island (BCI) in Panama were determined over 15 mo (on average 49 colonies). The number of harvested leaf fragments was calculated from monthly refuse deposition rates of the colonies and the regression between refuse deposition and harvesting rates. The inclusion of fragment characteristics (proportion of leaf fragments in the harvest, average fragment weight, and area) allowed us to calculate consumption and herbivory rates at colony, population, and ecosystem levels. The A. colombica population harvested 13.2 tons of biomass/yr and 13.1 ha of leaf area/yr, and deposited 9.4 tons of refuse material/yr. Rates varied considerably among colonies. At the ecosystem level, i.e., per forest area, herbivory rates were 132 kg biomass/ha/yr and 1310 m 2 foliage/ha/yr. For the area on BCI where A. colombica occurs (100 ha), this is equivalent to 2.1 percent of the foliage area in the forest or 1.7 percent of the annual leaf-area production. This value is considerably lower than previously published estimates of leaf-cutting ant herbivory rates in tropical forests. © 2007 The Author(s).",47,Journal,ar,Article,100,3,3,Atta colombica | Barro Colorado Island | Consumption rate | Folivory | Insect herbivory | Leaf area,13817,undefined,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547120190,SCOPUS_ID:34547120190,2-s2.0-34547120190,Interspecific variation in the reproductive response of Acacia species to protection from large mammalian herbivores,Young T.,Biotropica,00063606,17447429,39,4,559-561,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00281.x,"We quantified the fruit set of four Acacia spp. inside and outside of long-term experimental exclosures in order to examine the fitness consequences of herbivory by large mammals. We found a considerable interspecific variation in the reproductive fitness costs of herbivory in four African Acacia spp. Acacia nilotica and A. brevispica respond to protection from large mammalian herbivores by greatly increasing their seed set. In contrast, there was little or no increase in seed set in A. mellifera and A. etbaica. The reasons for these differences are not known, but may be related to armament morphologies. © 2007 The Author(s).",15,Journal,ar,Article,100,2,2,East Africa | Fruit set | Laikipia | Pods | Prickles | Recurved spines | Thorns,13817,undefined,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547120189,SCOPUS_ID:34547120189,2-s2.0-34547120189,fewer people may not mean more forest for Latin American forest frontiers,Sloan S.,Biotropica,00063606,17447429,39,4,443-446,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00288.x,NA,31,Journal,no,Note,100,1,1,NA,13817,undefined,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547118811,SCOPUS_ID:34547118811,2-s2.0-34547118811,Microhabitat selection in diet and trophic ecology of a spiny-tailed iguana Ctenosaura hemilopha,Blázquez M.C.,Biotropica,00063606,17447429,39,4,496-501,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00294.x,"Annual variation in the diet of adult spiny-tailed iguanas was studied by analyzing feces collected at 38 known iguana refuges in the desert of the southern Baja California peninsula. Iguanas consumed mostly plants, a small percentage of arthropods, their own skin, and remains from conspecifics. They consumed at least 22 of 83 plant species known to be present in the area. Leaves of three perennial Leguminosae species formed the year-round basis of their diet. Iguanas ate flowers and fruit when available. We propose that iguanas could be efficient seed dispersers for Cactaceae, but that they crush many of the seeds of leafy tree species. No significant differences in food consumption pattern were found between dry and rainy seasons. Iguanas apparently moved to neighboring trees only when searching for food. We propose that predation risk could have more influence than the nutritional value of plants on the species' foraging behavior and microhabitat selection in this area. © 2007 The Author(s).",13,Journal,ar,Article,100,2,2,Baja California | Desert | Food availability | Predation risk | Reptile | Seed dispersal,13817,undefined,0,FALSE,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547117595,SCOPUS_ID:34547117595,2-s2.0-34547117595,Determinants of lichen diversity in a rain forest understory,Dyer L.,Biotropica,00063606,17447429,39,4,525-529,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00300.x,"Change in lichen diversity is often used as a bioindicator to estimate effects of atmospheric pollution, but natural variation in lichen cover and species richness can be very high. We examined the top-down effects of spore-consuming ants and the bottom-up effects of nutrient and light availability on lichen diversity associated with the leaf surface of the rain forest understory plant, Piper cenocladum. Plots containing P. cenocladum were randomly assigned to treatments in factorial experiments that included high and low light levels, nutrient enrichment, and presence and absence of the ant mutualist, Pheidole bicornis. At the conclusion of the experiments, plants were harvested and size of leaves, secondary metabolite content (amides), epiphyll cover, and the species richness of the lichens (which comprised 85% of the epiphyll community) were quantified. Epiphyll cover (mosses, liverworts, and lichens) was greater on plants that had ant-mutualists and balanced resources. Lichen species richness was greater for plants with balanced resources, particularly for those with high light availability. Relationships between toxins and lichen cover and richness were weak and unclear. In this system, natural sources of variation were reliable determinants of lichen diversity and both biotic and abiotic influences were important. © 2007 The Author(s).",11,Journal,ar,Article,100,2,2,Costa Rica | Mutualisms | Piper cenocladum | Resource availability | Toxins | Tropical rain forest,13817,undefined,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547115684,SCOPUS_ID:34547115684,2-s2.0-34547115684,Yeasts isolated from neotropical wood-boring beetles in SE Peru,Berkov A.,Biotropica,00063606,17447429,39,4,530-538,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00280.x,"Some temperate wood-boring cerambycid beetles harbor intracellular gut yeasts believed to augment host nutrition, but species belonging to the subfamily Lamiinae are thought to lack endosymbionts. Almost 49 percent of Neotropical cerambycid species are lamiines, therefore, comparatively few rain forest species would be expected to host symbiotic gut yeasts. This study reports the isolation of gut yeasts from closely related Neotropical lamiines. We investigated species that feed on trees in the Brazil nut family (Lecythidaceae), because host plant associations are relatively well known. Our objectives were to determine if gut yeasts were present and, if possible, infer their mode of transmission. We collected and dissected 18 beetle specimens from three tree species, including 17 cerambycids and one curculionid. Every insect specimen yielded a gut yeast. DNA sequence libraries were used for a rapid identification of the yeasts and their larval hosts. The cerambycids included five lamiine species and one cerambycine. Six ascomycete yeasts were isolated from their guts; we found no evidence of strict vertical transmission. Larval gut yeasts were genetically similar to yeasts previously isolated from insects associated with wood or fungi, implying potential habitat specificity. The yeasts have not yet been localized, and potential function is not known, but they may contribute to rapid nutrient cycling or serve as the first line of defense against plant toxins. © 2007 The Author(s).",17,Journal,ar,Article,100,5,5,Bertholletia excelsa | COI | DNA barcode | Eschweilera tessmannii | Gustavia augusta | Lowland moist forest | LSU rDNA | Palame | Periboeum | Xylergates,13817,undefined,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547114715,SCOPUS_ID:34547114715,2-s2.0-34547114715,Habitat characteristics of the endangered hoolock gibbons of Bangladesh: The role of plant species richness,Muzaffar S.B.,Biotropica,00063606,17447429,39,4,539-545,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00298.x,"Hoolock gibbons (Hoolock hoolock) are endangered small apes occurring in Bangladesh, India, Myanmar, and south China. All known populations have undergone declines primarily due to habitat destruction or alteration. We examined the influence of area of natural forests, area of plantations, area of agricultural land and edible plant species richness on the hoolock gibbon numbers from 22 sites in Bangladesh using multiple regression analysis. Area of natural forests and plantations were not linked to hoolock gibbon numbers, whereas area of agricultural land and edible plant species richness were both significantly linked. Higher edible plant species richness was directly related to hoolock gibbon numbers, while the area of agricultural land was inversely related. This is the first quantitative study illustrating the importance of these two variables with hoolock gibbon numbers. We also analyzed the existing habitat characteristics in two of the largest hoolock gibbon populations in Bangladesh: Lawachara (42 individuals) and Kaptai (84 individuals). Trees in Lawachara were generally smaller compared to those in Kaptai. Artocarpus, Tectona, and Dipterocarpus were the three most important genera in both sites, although Artocarpus was more important in Lawachara. Each site also had an abundant variety of tree species utilized by hoolock gibbons for food. We discuss the current context of primate conservation in Bangladesh and suggest that the current conservation priority for gibbons in the country should be protection and improvement of habitat. © 2007 The Author(s).",18,Journal,ar,Article,100,8,8,Closed canopy | Feeding ecology | Hoolock hoolock | Hylobatidae | Primate conservation,13817,undefined,1,TRUE,39,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/34547114474,SCOPUS_ID:34547114474,2-s2.0-34547114474,Assessing herbivory rates of leaf-cutting ant (Atta colombica) colonies through short-term refuse deposition counts,Herz H.,Biotropica,00063606,17447429,39,4,476-481,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00283.x,"Leaf-cutting ants (genera Atta and Acromyrmex) are considered dominant herbivores of Neotropical forests. However, so far quantitative, long-term, and large-scale assessments of their impact on these ecosystems are rare, because the available assessment methods were laborious and/or destructive. We describe a rapid, nondestructive, and inexpensive method to estimate the long-term harvest of Atta colombica colonies. Workers of A. colombica dump the colony refuse (exhausted fungal substrate) outside the nest. A single trail connects the refuse pile and the nest. In contrast to the foraging activity, the refuse deposition rate (the number of deposited refuse particles per minute) is diurnally constant and varies little on subsequent days. The number of refuse particles deposited per day was tightly correlated with the number of harvested fragments in nests of differing sizes (R2 = 0.77, P < 0.0001). Therefore, the daily harvest of a particular colony can be calculated from short-term counts (5 min) of the refuse deposition rate at any time of the day. Combining these data with information on average fragment size (weight and/or area) allows the calculation of the total daily amount of biomass and/or foliage area harvested by the colony. This new method facilitates quantifying A. colombica herbivory on scales of populations and ecosystems, or over long-term scales. © 2007 The Author(s).",29,Journal,ar,Article,100,3,3,Barro Colorado Island | Consumption rate | Foraging activity | Formicidae | Method | Refuse production | Tropical moist forest,13817,undefined,0,FALSE,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547112814,SCOPUS_ID:34547112814,2-s2.0-34547112814,"Morphotypes and seed germination of the strangler figs (maitin), Ficus maitin (Moraceae)",Chaves L.F.,Biotropica,00063606,17447429,39,4,546-548,2007-07-01,July 2007,10.1111/j.1744-7429.2006.00297.x,"Strangler figs (Ficus spp) are among the most diverse and abundant species in the tropics. In the present work we describe and quantify two seed (achene) morphotypes of F. maitin, ovoid and non-ovoid, we quantify seed predation by pollinators, and study the effects of temperature and light on the germination of these morphotypes. We found that both types of seed have reduced germination rates at low temperatures, and that ovoid seeds are photosensitive. In the discussion we present the possible implications of the findings for the understanding of the life history strategy of this species. © 2007 The Author(s).",2,Journal,ar,Article,100,3,3,Epiphyte | Ficus | Germination | Phytochrome | Predation | Strangler,13817,undefined,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547108099,SCOPUS_ID:34547108099,2-s2.0-34547108099,Saproflorivory: A diverse insect community in fallen flowers of Lecythidaceae in French Guiana,Feinstein J.,Biotropica,00063606,17447429,39,4,549-554,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00279.x,"We investigated insects associated with flowerfalls from seven tree species belonging to the Brazil nut family (Lecythidaceae) in the lowland rain forest of French Guiana. Freshly fallen androecia were collected from the forest floor and incubated in rearing chambers. Over 1300 insects representing 21 families were collected from the caged flowers, including abundant Diptera and Coleoptera, five moth morphospecies and four species of lycaenid butterflies. These insects feed on androecia. We also documented the presence of predators and parasitoids, indicating an additional trophic level. © 2007 The Author(s).",12,Journal,ar,Article,100,3,3,Drosophila | Eschweilera | Florivory | Gustavia | Lecythis | Lycaenidae | Nouragues | Staphylinidae | Stratiomyidae,13817,undefined,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547104588,SCOPUS_ID:34547104588,2-s2.0-34547104588,Cutting more from cut forests: Edge effects on foraging and herbivory of leaf-cutting ants in Brazil,Urbas P.,Biotropica,00063606,17447429,39,4,489-495,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00285.x,"Edge-mediated changes in species composition are known to result in modified species interactions. Because of the crucial trophic position of herbivores and their far-reaching impact on plant communities, it is important to understand how edge influences herbivory. In the present paper, we investigated whether and how leaf-cutting ant foraging is altered in the forest edge, as this habitat is characterized by an increased proportion of pioneer species. We assessed basic foraging data as well as the herbivory rate (i.e., the proportion of the leaf material harvested by a colony in relation to the available leaf area in the foraging area) of Atta cephalotes colonies at the edge versus interior sites of a large remnant of the Atlantic forest in Northeast Brazil. Our results indicated clear edge effects on leaf-cutting ants: equally sized A. cephalotes colonies located at the forest edge removed about twice as much leaf area from their foraging grounds than interior colonies (14.3 vs. 7.8%/col/yr). This greater colony-level impact within the forest edge zone was a consequence of markedly reduced foraging areas (0.9 vs. 2.3 ha/col/yr) and moderately lower leaf area index in this habitat, whereas harvest rates were the same. Our results suggest that forest edges induce increased leaf-cutting ant herbivory, probably via the release of resource limitation. Together with the increase of leaf-cutting ant populations along forest edges, this may amplify environmental changes induced by habitat fragmentation. © 2007 The Author(s).",107,Journal,ar,Article,100,4,4,Atlantic forest | Atta cephalotes | Bottom-up control | Foraging area | Northeast Brazil,13817,undefined,0,FALSE,43,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547102742,SCOPUS_ID:34547102742,2-s2.0-34547102742,"Does species range and rarity affect population genetics? A case study of four Graptophyllum species from Queensland, Australia",Shapcott A.,Biotropica,00063606,17447429,39,4,447-458,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00278.x,"There are four species of Graptophyllum (Acanthaceae) in Australia which span a gradient in rarity and conservation status from the most endangered, Graptophyllum reticulatum (endangered), to G. ilicifolium (vulnerable), to G. excelsum (rare), to the least endangered G. spinigerum (widespread). Graptophyllum reticulatum and G. ilicifolium are each only known from three locations. All species were found to have quite high levels of genetic diversity (He, A, Ap, P) and there was no significant difference among species in genetic diversity (P > 0.05), thus, genetic diversity was unrelated to conservation status or species geographic range. All species had high allelic fixation values (F), indicating that populations were effectively inbred regardless of conservation status and geographic range. The genetic diversity among populations (FST) was not related to rarity and contrasted among the most restricted species, where diversity among populations was twice as high among G. reticulatum populations (FST, 0.22) compared with among G. ilicifolium populations (FST, 0.11). © 2007 The Author(s).",7,Journal,ar,Article,100,1,1,Acanthaceae | Conservation | Endangered species | Rain forest shrubs,13817,undefined,0,FALSE,44,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34547094556,SCOPUS_ID:34547094556,2-s2.0-34547094556,Effects of vegetation traits on habitat preferences of frugivorous birds in Atlantic rain forest,Hasui E.,Biotropica,00063606,17447429,39,4,502-509,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00299.x,"Structural and floristic components of vegetation and fruit production were examined to evaluate the relative importance of each vegetation aspect on patterns of habitat use and to determine whether differences in degree of frugivory would affect sensitivity of birds to vegetation components. Abundances of 12 bird species were quantified in four different habitat types in the Southeastern Atlantic rain forest of Brazil using captures with mist nets. Structural and floristic traits and fruit production were sampled within plots along the mist net lines. Best explanations for the variation in species abundance were obtained by different combinations of the vegetation components (generalized linear models, Akaike information criterion; R2 mean values = 0.48, Δ AICc = 0). Although each species had a particular preference for some vegetation variables, floristic components stood out in those relationships, generating models with a stronger explanatory capacity (R2 > 0.40) and higher levels of empirical support (Δ AICc = minimum values). The variation in bird sensitivities to the floristic component was associated with bird dependence on a fruit diet: there was a correlation between the explanatory capacity of models built with only floristic composition and a species' degree of frugivory (Spearman rank correlation, r = 0.66, P = 0.04), indicating that floristics had a higher effect in more frugivorous birds. For the other vegetation components, there was no clear pattern with statistical support. These results indicate that sensitivities of bird species to vegetation aspects are associated with their dependence on a fruit diet. © 2007 The Author(s).",25,Journal,ar,Article,100,3,3,Brazil | Floristic composition | Frugivory | Fruit | Vegetation structure,13817,undefined,0,FALSE,45,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34250765458,SCOPUS_ID:34250765458,2-s2.0-34250765458,Effect of bat exclusion on patterns of seed rain in tropical rain forest in French Guiana,Henry M.,Biotropica,00063606,17447429,39,4,510-518,2007-07-01,July 2007,10.1111/j.1744-7429.2007.00286.x,"To assess the impact of bats on seed dispersal in a tropical mature forest (Nouragues, French Guiana), we conducted a bat exclusion experiment and tested the hypotheses that an artificial reduction in the abundance of bats would result in: (1) a decrease in seed species diversity, at the community level; and (2) an increase in seed limitation (a failure of seeds to reach all suitable sites for germination) at the species level. Seed rain was sampled in two contiguous forest plots for a total of 120 d, using 49 seed traps (1 m 2) arranged in 7 × 7 grids and spaced at 5-m intervals. Using mist nets, bat activity was reduced in one forest plot for a total of 60 nights. Thirty-nine plant species, or species groups, likely to be consumed and dispersed by bats, were collected within a total sample of 50,063 seeds. The overall seed rain was dominated by epiphytic Araceae and Cyclanthaceae (83.3%) and tree species within the genera Cecropia and Ficus (16.0%). Seeds from bat-dispersed shrubs and treelets (Piper, Solanum, and Vismia) were relatively rare (0.7%). The bat exclusion resulted in a 30.5 percent reduction in seed species richness and increased seed limitation for most of the species sampled. Seed limitation was caused mainly by a reduced seed rain (seed source limitation) rather than a decrease in seed dispersal uniformity (seed dispersal limitation). Therefore, bat-dispersed plants with low seed production are likely to be particularly affected by a decline in bat abundance, as a result of anthropogenic change. © 2007 The Author(s).",26,Journal,ar,Article,100,2,2,Frugivorous bats | Habitat disturbance | Seed dispersal,13817,undefined,1,TRUE,46,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/34247403441,SCOPUS_ID:34247403441,2-s2.0-34247403441,The plight of large animals in tropical forests and the consequences for plant regeneration,Wright S.J.,Biotropica,00063606,17447429,39,3,289-291,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00293.x,"We introduce a special section that addresses the bushmeat or wild meat crisis, its direct impact on game species, and its indirect impact on plants in tropical forests. © 2007 The Author(s).",133,Journal,sh,Short Survey,100,9,9,Bushmeat | Hunting | Mammals | Plant diversity | Poaching | Seed dispersal | Seed predation | Seed survival | Seedling survival,13817,undefined,0,FALSE,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247402164,SCOPUS_ID:34247402164,2-s2.0-34247402164,"The bushmeat harvest alters seedling banks by favoring lianas, large seeds, and seeds dispersed by bats, birds, and wind",Wright S.J.,Biotropica,00063606,17447429,39,3,363-371,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00289.x,"We evaluated predictions that hunters favor lianas, large seeds, and seeds dispersed by bats, small birds, and mechanical means for seedling banks in central Panama. We censused 3201 trees in 20 1-ha plots and 38,250 seedlings in the central 64 m2 of each plot. We found significant differences in the species composition of the seedling bank between nine protected sites in the Barro Colorado Nature Monument and 11 hunted sites in the contiguous Parque Nacional Soberanía. Lianas, species with large seeds, and species with seeds dispersed by bats, small birds, and mechanical means were all overrepresented at hunted sites. The latter two findings could also be evaluated relative to the species composition of reproductively mature adults for canopy trees. The tree species present in the seedling bank had significantly heavier seeds than the tree species present as adults at hunted sites but not at protected sites. The representation of seed dispersal modes among the species present in the seedling bank did not reflect pre-existing differences in the local species composition of adults. We hypothesize that hunting large seed predators favors large seeds by reducing predation and increasing survival. We also hypothesize that the harvest of large birds and mammals that disperse many seeds favors other species whose seeds are dispersed by bats, small birds, and mechanical means. This process also favors lianas because the seeds of disproportionate numbers of liana species are dispersed by wind. © 2007 The Author(s).",159,Journal,ar,Article,100,3,3,Anthropogenic disturbance | Barro Colorado Island | Poachers | Seed dispersal | Tropical forest,13817,undefined,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247397067,SCOPUS_ID:34247397067,2-s2.0-34247397067,Explaining leaf herbivory rates on tree seedlings in a Malaysian rain forest,Eichhorn M.,Biotropica,00063606,17447429,39,3,416-421,2007-05-01,May 2007,10.1111/j.1744-7429.2007.00264.x,"Seedlings of five species of dipterocarp trees were planted in experimental plots in rain forest gaps in Sabah, Malaysia, and the rates of herbivory on their mature leaves recorded over 6 mo. A novel method was used to estimate the feeding pressure exerted by the local insect herbivore community, derived from the relative abundances of the dominant generalist herbivores and their feeding preferences. Characteristics of the leaves related to their defense and nutritional value were measured - phenolic content, laminar fracture toughness, laminar thickness, and nitrogen content. Three main groups of herbivorous insects were present - coleopteran and lepidopteran herbivores, which were sampled by hand from the seedlings, and orthopteran herbivores, which were sampled by sweep netting. The feeding preferences of the main coleopteran and orthopteran herbivores were determined using laboratory feeding trials. Combining variables in a Principal Components Analysis, a clear separation was found between the five seedling species along the first extracted component. This correlated closely with herbivory rates between species. The first extracted component comprised a negative influence of phenolic content and positive effects of nitrogen content, laminar fracture toughness, abundances of coleopteran and lepidopteran herbivores, and estimated feeding pressure of the coleopteran community. Further studies are required to determine the potential applications of the latter measure of estimated herbivore community impact. © 2007 The Author(s).",24,Journal,ar,Article,100,5,5,"Community feeding pressure | Dipterocarp | Feeding preference | Leaf fracture toughness | Nitrogen | Phenolics | Sepilok, Sabah",13817,undefined,0,FALSE,49,NA,NA
