@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/1642395821,SCOPUS_ID:1642395821,2-s2.0-1642395821,"Larval, pre-juvenile and juvenile development of Diapterus peruvianus (Perciformes: Gerreidae)",Rosenberg S.,Revista de Biologia Tropical,00347744,51,2,479-487,2003-06-01,June 2003,"The development of Diapterus peruvianus (Sauvage 1879) is based on 60 larvae collected in superficial tows made in Bahía Concepción, and on 16 pre-juvenile and juvenile organisms collected in Bahía de La Paz, B. C. S., México, using a standard plankton net and a rectangular epibenthonic net, respectively. Larvae of D. peruvianus show three large blotches on the dorsum of the gut that can fuse together and give the appearance of one large continuous blotch. There are two to three pre-anal pigments and 16 post-anal pigments in the ventral midline; cephalic pigments are present from the postflexion stage, as well as a serrated preoperculum. The prejuvenile and juvenile organisms are distinguished by their body depth, the anal-fin formula, the serrated preoperculum and the base pigments in the dorsal and anal fins.",7,15162741,Journal,ar,Article,100,3,3,Development | Diapterus peruvianus | Gerreidae | Juvenile | Larvae,13567,undefined,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642395701,SCOPUS_ID:1642395701,2-s2.0-1642395701,Introduction: Overview of molluscan natural history,Monge-Nájera J.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,1-3,2003-06-01,June 2003,The natural history of molluscs is reviewed with emphasis on recent developments and the proper use of Spanish words in malacological translation. Mesoamerican examples are used to illustrate the general trends of molluscan biology.,0,NA,Journal,re,Review,100,1,1,Correct Spanish translation of English and Latin malacological terms | Mesoamerica | Molluscs | Natural history,13567,undefined,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642394191,SCOPUS_ID:1642394191,2-s2.0-1642394191,"Lunar phase and catch success of the striped marlin (Tetrapturus audax) in sport fishing at Los Cabos, Baja California Sur, Mexico",Ponce-Díaz G.,Revista de Biologia Tropical,00347744,51,2,555-559,2003-06-01,June 2003,"The influence of the lunar phases on the catch-per-unit effort (CPUE) of the striped marlin (Tetrapturus audax) captured by the Cabo San Lucas, Baja California Sur, Mexico sport-fishing fleet from October 1987 to June 1989 was analyzed. The information is from 3 377 fishing trips by 13 vessels that represent about 10 % of the fleet. The analysis of the CPUE showed a maximum in January 1988 and a minimum in February 1989. Taking into account the knowledge of the factors that had influence on the fishing success is important in the resource management. No significant difference during the full moon compared with results during other lunar phases was found.",10,15162747,Journal,ar,Article,100,3,3,Billfish | CPUE success and lunar phase | Striped marlin,13567,undefined,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642391721,SCOPUS_ID:1642391721,2-s2.0-1642391721,"Variation in subsurface seawater temperature off Discovery Bay, Jamaica and the U.S. Virgin Islands",Quinn N.J.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,181-187,2003-06-01,June 2003,"Long-term, high accuracy seawater temperature data sets are essential in studies assessing environmental changes that may alter coral reef communities. Located at the approximately the same latitude, the subsurface seawater temperature (S3T) off Discovery Bay, Jamaica (DBJ) and the U.S. Virgin Islands (USVI) had the same overall mean temperature. The USVI S 3T during the winter months is ∼0.5°C warmer than DBJ, while May-July at DBJ is ∼1°C warmer than USVI S3T. With the passing of tropical storms in 1995 and 1997 in the USVI S3T dropped as much as 1.5°C within a 20 hr period and did not revert to the previous temperature during that calendar year. Mean monthly S3T during 2000 and 2001 in the USVI was >0.5°C warmer than during similar periods in the early 1990s. Mean monthly S3T during 1999-2002 at DBJ was 0.27°C cooler than during 1994-1995.",5,15264570,Journal,cp,Conference Paper,100,2,2,Caribbean | Climate change | Coral reefs | Environmental monitoring,13567,undefined,0,FALSE,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642390846,SCOPUS_ID:1642390846,2-s2.0-1642390846,Quantitative sinopsis of the Nicaraguan malacofauna,Pérez A.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,401-404,2003-06-01,June 2003,"In the present paper we present a revision of data regarding the Nicaraguan molluscan species diversity. For that purpose we reviewed the information existing in the scientific literature on the subject, previous papers published by the authors and the electronic data base of UCA Malacology Centre. We found a figure of 1908 species of molluscs cited to Nicaragua, of which 227 are continental, terrestrial and freshwater, 1251 are marine species from the Pacific coast and 400 are marine species of the Caribbean coast.",1,NA,Journal,re,Review,100,4,4,Biodiversity | Continental | Marine | Molluscs | Nicaragua,13567,undefined,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642389261,SCOPUS_ID:1642389261,2-s2.0-1642389261,"Species of the family Veronicellidae (Mollusca, Soleolifera) in Cuba",Maceira F. D.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,453-461,2003-06-01,June 2003,"The Veronicellidae of Cuba is reviewed and the following species are recognized as valid: Veronicella cubensis (Pfeiffer, 1840); Veronicella tenax Baker, 1931; Veronicella sloanei (Cuvier, 1817); Leidyula floridana (Leidy y Binney in Binney, 1851) and Sarasinula plebeia (Fischer, 1868). Geographic distribution, basic taxonomic characters and the historical reasons that caused the confusing synonimy of the group are discussed on the basis of typological work on Cuban specimens.",2,NA,Journal,re,Review,100,1,1,Cuba | Geography distribution | Synonym | Veronicellidae,13567,undefined,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642386173,SCOPUS_ID:1642386173,2-s2.0-1642386173,"Gonadal development and reproductive cycle of Lutjanus peru (Pisces: Lutjanidae) in Guerrero, Mexico (Spanish)",Santamaría-Miranda A.,Revista de Biologia Tropical,00347744,51,2,489-501,2003-06-01,June 2003,"In this paper, aspects of the reproductive biology of Lutjanus peru that can be used for the fishery management are described. Samples were taken monthly in 1993 and 1994, from commercial catches in the southern coast of Guerrero, Mexico. A global sex ratio of 1:1.37 (M:F) was found, but the sex ratio was highly variable each month. The condition factor, gonadosomatic, hepatosomatic and stomach fullness indexes were analyzed. None of the morphophysiological indexes showed any clear tendency. From 377 gonads, both male and female, five developmental stages were characterized for each sex. L. peru shows asynchronous gonad development and multiple spawning. Two spawning period were observed in 1993 (March, and August-September) and three in 1994 (April-May, July-August, and November), with a maximun in August of both years. Length at first maturity for the females of L. peru was estimated at 295 mm fork length.",13,15162742,Journal,ar,Article,100,4,4,First maturity | Gonadal development | Lutjanidae | Lutjanus peru | Reproduction | West central México,13567,undefined,0,FALSE,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642386172,SCOPUS_ID:1642386172,2-s2.0-1642386172,Distribution and abundance of Syacium ovale larvae (Pleuronectiformes: Paralichthyidae) in the Gulf of California,Aceves-Medina G.,Revista de Biologia Tropical,00347744,51,2,561-570,2003-06-01,June 2003,"The spawning season of the tonguefish Syacium ovale (Günter 1864) was determined by an analysis of the distribution of preflexion stage larvae in the Gulf of California. The larvae were collected during eight oceanographic surveys between 1984 and 1987. The spawning of this species starts in early summer and ends at the beginning of fall, with the highest reproductive activity in mid summer. The central and southern regions of the Gulf are the most important reproductive area. Spawning is associated with high sea surface temperatures and low plankton biomass, both of which are characteristics of the tropical current that invades the study area during summer.",9,15162748,Journal,ar,Article,100,3,3,Gulf of california | Ichthyoplankton | Spawning areas and periods | Syacium ovale,13567,undefined,0,FALSE,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642378988,SCOPUS_ID:1642378988,2-s2.0-1642378988,"Fauna from the M/N ""Vikheim"" ship exploration in the northwest of the Colombian Caribbean",Álvarez-León R.,Revista de Biologia Tropical,00347744,51,2,551-553,2003-06-01,June 2003,"Crustaceans (5 families, 10 species) and fish (38 families, 101 species) were captured (October 27 through November 3, 1979) from the R/V ""Vikheim"" (Cruise 7901) in the Colombian Caribbean, at a 10-630 m, depth range (Metapeneopsis shrimp, 26 species of fishes new for the trawling bottom and, Squalus cubensis, Chlorophthalmus agassizi, and, Neoepinnula orientalis), new fishes records for the Caribbean of Colombia.",3,15162746,Journal,ar,Article,100,2,2,Caribe | Colombia | Macrofauna | Trawling botton,13567,undefined,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642376354,SCOPUS_ID:1642376354,2-s2.0-1642376354,"Introduction to molluscan classification, collection, data recording and conservation",Barrientos Z.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,13-30,2003-06-01,June 2003,NA,4,NA,Journal,ar,Article,100,1,1,NA,13567,undefined,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642373101,SCOPUS_ID:1642373101,2-s2.0-1642373101,International Journal of Tropical Biology and Conservation: Editorial,Monge-Nájera J.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,NA,2003-06-01,June 2003,NA,0,NA,Journal,ed,Editorial,100,1,1,NA,13567,undefined,0,FALSE,43,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642373100,SCOPUS_ID:1642373100,2-s2.0-1642373100,Marine biodiversity of Costa Rica: Gastropods (Mollusca: Gastropoda) from the Caribbean coast,Sevilla L.R.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,305-399,2003-06-01,June 2003,"Three hundred and eighty-four gastropod species from the Caribbean coast of Costa Rica are reported. Eight species are new records for Costa Rica: Cyclostrema tortuganum, Rissoina c.f. fenestrata, Vanikoro oxychone, Epitonium c.f. denticulatum, Latirus infundibulum, Hastula salleana, Daphnella lymneiformis and Tenaturris c.f. inepta. Thirteen species are found on the Caribbean and Pacific coasts of Costa Rica: Tegula fasciata, Cymatium nicobaricum, Anachis lyrata, Costoanachis varia, Mitrella ocellata, Agaronia testacea, Hastula cinerea, Architectonica nobilis, Dolabrifera dolabrifera, Stylocheilus striatus, Cavolinia longirostris, Phidiana lascrucensis and Spurilla neapolitana. In comparison with a recent report of the Caribbean and western Atlantic gastropods of Colombia, the Costarican fauna hardly presents 35.8% of those species. Similarly, in comparison with a work from Panama, the quantity of species shared between Costa Rica and its nearby country is 48.2%. The number of species reported here is probably an underestimation because few micromolluscs have been studied and no samples have been collected in deep waters nor in the north part of the coast.",14,NA,Journal,ar,Article,100,3,3,Biodiversity | Caribbean | Costa Rica | Gastropoda | Mollusca,13567,undefined,0,FALSE,44,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642372366,SCOPUS_ID:1642372366,2-s2.0-1642372366,A case of malformation in Pachycheles serratus (Decapoda: Porcellanidae),Lira C.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,149-151,2003-06-01,June 2003,"An adult male of Pachycheles serratus with a malformation on the right cheliped was found during a collection of anomuran crabs in coastal waters of the peninsula de Macanao, Margarita island, Venezuela. The specimen was found at La Carmela beach (11°04′N-64°20′W), and featured a bifurcated fixed finger on the right cheliped.",4,15264565,Journal,cp,Conference Paper,100,3,3,Abnormal cheliped | Anomura | Caribbean | Pachycheles | Teratology,13567,undefined,0,FALSE,45,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642369926,SCOPUS_ID:1642369926,2-s2.0-1642369926,"Limnology of a High Mountain Tropical Lake, in Ecuador: Characteristics of sediments and rate of sedimentation (Spanish)",Gunkel G.,Revista de Biologia Tropical,00347744,51,2,381-390,2003-06-01,June 2003,"Equatorial high mountain lakes are a special type of lake occurring mainly in the South American Andes as well as in Central Africa and Asia. They occur at altitudes of a few thousand meters above sea level and are cold-water lakes (< 20°C). Relatively little is known about them. A long-term limnological study was therefore undertaken at Lake San Pablo, Ecuador, to analyze the basic limnological processes of the lake, which has a tendency for eutrophication. Sediment quality of San Pablo Lake is given under consideration of horizontal and vertical distribution using sediment cores. Significance of sediments for eutrophication process of lakes is demonstrated using phosphorus concentration of sediments as well as the phosphorus retention capacity of the sediments by ratio Fe/P. Dating of the sediments is done using 137Cs and 210Pb, but the activity of 137Cs in the sediment was very low nearly at the detection level. Sedimentation rate is determined to be 3.5 mm/year and the sediment cores represent about 110 years. P concentration of the sediments is high (∼ 5 g/kg dry substance), and P retention capacity by Fe is insufficient (Fe/P = 4). The sediment quality did not change significantly during the past decades, and the trophic state of San Pablo Lake was already less or more eutrophic 110 years ago. The contamination of the lake sediments by heavy metals is insignificant.",19,15162731,Journal,ar,Article,100,1,1,"137 210 Cs,  Pb | Andes | Ecuador | Eutrophication | Lago San Pablo | Sedimentation rate",13567,undefined,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642369291,SCOPUS_ID:1642369291,2-s2.0-1642369291,Freshwater continental molluscs from Mexico,García E.N.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,495-505,2003-06-01,June 2003,"There are 16 freshwater mollusc families reported from Mexico, but besides a few studies of habitat and distribution, only Pomacea flagellata, Pomacea patula catemacensis and Helisoma trivolvis has been studied in some detail, mainly regarding reproduction. In Mexico, the parasite Fasciola hepatica is transmitted by Lymnaea obrussa, L. humilis and L. cubense). Larval trematodes have been found in Planorbidae, Physidae, Lymnaeidae, Ancylidae and Pisidiidae. Diet and growth have been studied for Lymnaea bulimoides, L. cubensis and L. humilis. Piquerol A extracted from Piqueria trinervia acts as molluscicide. There are reports about freshwater molluscs as pollution bioindicators and as source of food, forcing currency and lime. Mexican freshwater molluscs are an endangered resource.",16,NA,Journal,re,Review,100,1,1,Biodiversity | Freshwater mollusks | Mexico,13567,undefined,0,FALSE,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642369030,SCOPUS_ID:1642369030,2-s2.0-1642369030,"Monitoring the coral disease, plague type II, on coral reefs in St. John, U.S. Virgin Islands",Miller J.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,47-55,2003-06-01,June 2003,"In July 1997, conspicuous white patches of necrotic tissue and bare skeleton began to appear on scleractinian corals in several bays around St. John, US Virgin Islands. Analysis of diseased coral tissue from five different species confirmed the presence of a Sphingomonas-like bacterium, the pathogen for plague type II. To date, 14 species of hard corals have been affected by plague type II around St. John. This disease was monitored at Haulover and Tektite Reefs at depths of 7-12 meters. The study site at Tektite Reef has >50% cover by scleractinian corals with 90% of hard corals being composed of Montastraea annular is. Monthly surveys at Tektite Reef from December 1997 to May 2001 documented new incidence of disease (bare white patches of skeleton) every month with associated loss of living coral and 90.5% of all disease patches occurred on M. annularis. The frequency of disease within transects ranged from 3 to 58%, and the area of disease patches ranged from 0.25 to 9000 cm2. The average percent cover by the disease within 1 m2 ranged from 0.01% (± 0.04 SD) to 1.74% (± 9.08 SD). Photo-monitoring of 28 diseased corals of 9 species begun in September 1997 at Haulover Reef revealed no recovery of diseased portions with all necrotic tissue being overgrown rapidly by turf algae, usually within less than one month. Most coral colonies suffered partial mortality. Very limited recruitment (e.g., of Agaricia spp., Favia spp. and sponges) has been noted on the diseased areas. This coral disease has the potential to cause more loss of live coral on St. John reefs than any other stress to date because it targets the dominant reef building species, M. annularis.",35,15264553,Journal,cp,Conference Paper,100,3,3,Coral disease | Coral reef monitoring | Plague type II | St. John US Virgin Islands,13567,undefined,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642368301,SCOPUS_ID:1642368301,2-s2.0-1642368301,"Diversity and abundance of molluscs in Thalassia testudinum prairies of the Bay of Mochima, Mochima National Park, Venezuela (Spanish)",Prieto A.,Revista de Biologia Tropical,00347744,51,2,413-426,2003-06-01,June 2003,"The diversity and abundance of benthic malacological communities associated to Thalassia testudinum beds was studied at four localities of Mochima Bay, Sucre state, Venezuela. At each locality, samples were taken monthly on perpendicular transect at different depths (0-4 m), from January 1991 to December 1991, using a quadrate (0.25 m2) for collecting mollusks and sediments. A total of 2 988 organisms of infauna and epifauna belonging to 81 species of the classes Gastropoda (41) and Bivalvia (40) were collected. More abundant species were Anadara notabilis, Codakia orbicularis, Cerithium litteratum, Cerithium eburneum, Batillaria minima, Modiolus squamosus, Modulus modulus, Chione cancellata, Turritella variegata, Arca zebra, y Laevicardium laevigatum. There were significant differences in number of organisms between depth and month at La Gabarra which presented the highest value of total (4.51 bits/ind) and monthly diversity (2.71-3.90 bits/ind). Biomass and abundance were low in the Mochima Bay while Varadero station presented the highest value. The bivalve A. notabilis and gastropod M. modulus were species common to the four stations.",10,15162735,Journal,ar,Article,100,4,4,Benthic community | Mochima | Molluscs | Seagrass beds | Thalassia | Venezuela,13567,undefined,0,FALSE,49,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642367455,SCOPUS_ID:1642367455,2-s2.0-1642367455,"Genetic and morphological characteristics of the populations of Cyprinodon dearborni (Atherinomorpha: Cyprinodontidae) in Chacopata and Laguna de los Patos, Venezuela",Alfonsi C.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,7-15,2003-06-01,June 2003,"Two populations of the fish Cyprinodon dearborni were compared, one from Laguna de Chacopata and the other from Laguna de los Patos, Cumaná, Venezuela. The morphometric method of the Box Truss was used; the organisms were photographed with a digital camera. In the images 18 measures were made to each organism, with the MOCHA 1.2 program. The tendencies of morphologic variation among populations were analyzed by main components using STATGRAPHICS 2.0 and SHEAR programs. The first four main components in males and females explained 88% of the total variation. The components two, three and four separate the two populations based on the body form of the animals. For the electrophoretic study, 13 enzymatic systems were analyzed in starch gels. The variation and genetic distance were calculated with the program GENES 2.0. Differences were observed in the systems G6PDH, GPI; ES and GLUD, that which can be used as isoenzimatic markers. Genetic diversity of Chacopata (H = 0.086, p= 0.079) was higher than in Laguna de los Patos (H= 0.029; p= 0.028), but both are within the average in populations of fish. The two populations presented a Nei distance of 0.058. The genetic and morphologic differentiation suggests an incipient process of separation whose causes could be the ecological conditions of their habitat, or processes of vicariant speciation.",1,15264549,Journal,cp,Conference Paper,100,3,3,Cyprinodon | Electrophoresis | Isoenzymes | Morphometry,13567,undefined,0,FALSE,50,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642364879,SCOPUS_ID:1642364879,2-s2.0-1642364879,Key to the genera of Mexican terrestrial malacofauna using shell characteristics,Fahy N.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,473-482,2003-06-01,June 2003,"A total of 13 shell characteristics keys are presented, allowing identification of the 117 terrestrial mollusc genera that have been reported for Mexico.",0,NA,Journal,re,Review,100,2,2,Key | Land mollusks | México,13567,undefined,0,FALSE,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642360879,SCOPUS_ID:1642360879,2-s2.0-1642360879,"Comparisons of the 1995 and 1998 coral bleaching events on the patch reefs of San Salvador Island, Bahamas",McGrath T.A.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,67-75,2003-06-01,June 2003,"Coral patch reefs around San Salvador Island, Bahamas have been monitored with the aid of Earthwatch volunteers three times a year since 1992. During that period two significant mass bleaching events occurred: autumn 1995, and late summer 1998. Elsewhere in 1995, bleaching was caused by higher-than-normal summer sea temperatures; in San Salvador, however, temperatures were normal. In 1998 a prolonged period of higher-than-normal sea temperatures preceded bleaching on San Salvador and worldwide. During the 1995 event, one of the monitored reefs had twice the percentage of coral colonies bleached as the other two. Bleaching was more evenly distributed among the reefs during the 1998 event. In 1995 Agaricia agaricites was significantly more affected than other coral species, with almost 50% of all its colonies showing bleaching. Bleaching was more evenly spread among coral species in 1998, with five species showing bleaching on more than 40% of their colonies. Bleaching began on Millepora as early as August during the 1998 event and progressed to other species through the remainder of the autumn. In 1995 bleaching was not seen until late autumn and appeared to impact all affected species at about the same time. Recovery from the 1995 event was complete: no coral death or damage above normal background levels were seen. In the 1998 event, all Acropora cervicornis on the monitored reefs died and A. palmata was severely damaged. Millepora sp. lost almost half of their live tissue, and Montastraea sp. showed significant tissue damage following this event. Phototransect analysis suggests that more than 20% of total live tissue on affected species died during the 1998 event. A. cervicornis has demonstrated no re-growth from 1998 to 2000 on monitored reefs. Monitoring has suggested significant differences in causes and courses in these two events.",6,15264555,Journal,cp,Conference Paper,100,2,2,Bahamas | Coral bleaching | Patch reefs | Sea temperatures,13567,undefined,0,FALSE,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642353622,SCOPUS_ID:1642353622,2-s2.0-1642353622,Combined effect of concentrations of algal food (Chlorella vulgaris) and salt (sodium chloride) on the population growth of Brachionus calyciflorus and Brachionus patulus (Rotifera),Peredo-Álvarez V.,Revista de Biologia Tropical,00347744,51,2,399-407,2003-06-01,June 2003,"Salinity is an important variable influencing the density and diversity of rotifers. Studies on salt tolerance of rotifers have so far concentrated on euryhaline species while very little information is available on non-euryhaline taxa. In the present work, we have evaluated the combined effects of Chlorella vulgaris and sodium chloride on the population growth of two freshwater rotifers B. calyciflorus and B. patulus. A 24 hr acute tolerance test using NaCl revealed that B. calyciflorus was more resistant (LC50 = 3.75 ± 0. 04 g l-1) than B. patulus (2.14 ± 0.09 g l-1). The maximal population density (mean±standard error) for B. calyciflorus in the control at 4.5 x 106 cells ml-1 (algal level) was 80 ±5 ind. ml-1, which was nearly a fifth of the one for B. patulus (397 ± 7 ind. ml-1) under comparable conditions. Data on population growth revealed that regardless of salt concentration, the density of B. calyciflorus increased with increasing food levels, while for B. patulus, this trend was evident only in the controls. Regardless of salt concentration and algal food level, the day of maximal population density was lower (4 ± 0.5 days) for B. calyciflorus than for B. patulus (11 ± 1 day). The highest rates of population increase (r values) for B. calyciflorus and B. patulus were 0.429 ± 0.012 and 0.367 ± 0.004, respectively, recorded at 4.5 x 106 cells ml-1 of Chlorella in the controls. The protective role of algae in reducing the effect of salt stress was more evident in B. calyciflorus than B. patulus.",16,15162733,Journal,ar,Article,100,3,3,Brachionus calyciflorus | Brachionus patulus | Population growth | Rotifera | Salt stress,13567,undefined,0,FALSE,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642351969,SCOPUS_ID:1642351969,2-s2.0-1642351969,Relative abundance of Amblyomma spp. (Acari: Ixodidae) in bovines (Bos taurus and B. indicus) from Costa Rica (Spanish),Alvarez V.,Revista de Biologia Tropical,00347744,51,2,435-443,2003-06-01,June 2003,"The research describe the big amount of ticks of the Amblyomma genus, found on bovines through monthly samplings carried out in ten farms in eight ecological zones (EZ) of Costa Rica. Ticks larger than 4 mm were picked up from the right side of the animals during the visit. The study compiled meteorological information for some farms located in the experiment, showing that the most fluctuant variable is rainfall. The most important Amblyomma species found was A. cajennense. Amblyomma nymphs were found only from January to May, which coincides with the lower humidity season in the rain seasonality area; as for it is expected only one generation per year. In the lab work Amblyomma nymphs are kept to measure the moulting season and the surviving time under controlled conditions, but no major differences were found between both sexes. The surviving periods show that it is not possible to do a grazing land handling, in order to control this genus species. Adults of the genus Amblyomma are present through all the year, not showing any specific preference for a season. The research divided the investigation areas in rain seasonality and not-seasonality systems. The highest amount of Amblyomma is found given in the rain seasonality system or of Pacific influence. A. maculatum is present only in the EZ of Tropical Humid Forest transition to pre-montainous. Likewise, Ixodes boliviensis is found in the EZ of low mountainous Very Humid Forest.",5,15162737,Journal,ar,Article,100,3,3,Amblyomma cajennense | Amblyomma maculatum | Costa Rica | Population dynamics,13567,undefined,0,FALSE,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642351107,SCOPUS_ID:1642351107,2-s2.0-1642351107,"Recent settlement trends in Panulirus argus (Decapoda: Palinuridae) pueruli around St. Thomas, U.S. Virgin Islands",Kojis B.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,17-24,2003-06-01,June 2003,"Puerulus settlement of the western Atlantic spiny lobster, Panulirus argus, was monitored using modified Witham collectors from December 1996 to March 1998 at seven sites around St. Thomas, U.S. Virgin Islands. A total of 605 pueruli were collected from 553 samples for a catch per unit effort (CPUE) for all sites of 1.09 pueruli. The greatest settlement occurred on sites within a recently declared marine reserve, which had an overall CPUE of 1.77 pueruli. Settlement in non-reserve sites was much lower with an overall CPUE of 0.31 pueruli. Pueruli recruitment declined 67% at inshore sites and 53% at offshore sites between July 1992 - April 1994 and February 1997 - March 1998. Also, only 10% of months sampled in 1997-98 had a CPUE > 0.5 compared to 55% in a previous study in 1992 - 1993. Despite the decline in pueruli CPUE in 1997-98 compared to 1992-94, the commercial lobster catch in the 2000-01 fishing season, and by inference the adult lobster population (legal lobster size in the US Virgin Islands is ≥ 3.5 cm carapace length), remained stable.",2,15264550,Journal,cp,Conference Paper,100,3,3,Caribbean | Catch effort | Fisheries | Lobster | Marine protected areas | Recruitment,13567,undefined,0,FALSE,55,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642350192,SCOPUS_ID:1642350192,2-s2.0-1642350192,"Checklist of terrestrial mollusc species reported from Costa Rica (Archaeogastropoda, Mesogastropoda, Archaeopulmonata, Stylommatophora, Soleolifera)",Barrientos Z.,Revista de Biologia Tropical,00347744,51,SUPPL. 3,293-304,2003-06-01,June 2003,"This is the first comprehensive land molluscs check list for Costa Rica, a previously poorly studied tropical country. It is based on a review of the literature from 1862 through 2001, excluding species not specifically reported for Costa Rica (e.g. those ambiguously reported for ""Central America""). There are a total of 183 species and subspecies reported (11 doubtful identifications), belonging to 25 families and 59 genera. The most diverse families are Spiraxidae with 33 (but 8 are doubtful identificartions) species and subspecies, Orthalicidae with 30 (1 is a doubtful identification), Subulinidae with 23, Helicinidae with 17 and Helicarionidae with 15. The groups with most urgent need for additional biodiversity study are the small species, specially the families Helicarionidae, Systrophiidae, and Zonitidae and the genus Spiraxis and Streptostyla.",11,NA,Journal,re,Review,100,1,1,Check list | Costa Rica | Land molluscs,13567,undefined,0,FALSE,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642349507,SCOPUS_ID:1642349507,2-s2.0-1642349507,Population biology patterns of commercially important mollusks in México,Cárdenas E.,Revista de Biologia Tropical,00347744,51,SUPPL. 4,97-107,2003-06-01,June 2003,"The need to propose recommendations for the management of over 80 species of bivalves and gastropod mollusks exploited commercially in Mexico, led to look for trends on the population and reproductive biology in relation to prevailing environmental conditions of the habitats where they are exploited. The reproductive cycle, growth parameters for the von Bertalanffy equation, mortality and recruitment of 18 populations of 14 species from 13 localities are compared and related to ambient temperature, precipitation, evaporation, geomorphology, tides, and water salinity and temperature. Localities were classified as influenced by landmasses or with marine influence, with a desert or tropical humid climate. With restricted or continuous communication to oceanic waters and with or without freshwater runoff. The reproductive cycles were classified in four groups in relation to intensity and duration of the spawning season: 1) limited to one annual spawning, 2) two or more defined spawning periods, 3) two or more extended spawning periods, and 4) continuous low intensity spawning. And three groups in relation to gonad recovery, and duration and intensity of gametogenesis: 1) post spawn and rest stages absent or restricted, 2) fast gametogenesis and a clear mature stage, and 3) extended gametogenesis and limited maturity stages. The population parameters were classified in relation to age structure and number of cohorts, intensity and duration of recruitment, and growth rates as expressed by L∞ and K. In relation to their life cycle four types were found: 1) population represented by only one cohort, at least during part of the year, 2) with two or more cohorts at any time, 3) longevity under five years, and 4) longevity over five years. In relation to recruitment: 1) one recruitment period restricted to a short season, 2) two or more recruitment periods, 3) constant recruitment with one or more peaks, and 4) constant recruitment without periods of dominance.",18,15264560,Journal,cp,Conference Paper,100,2,2,Gametogenesis | Mexico | Mollusks | Population biology | Reproductive biology,13567,undefined,0,FALSE,57,NA,NA
