@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0032423942,SCOPUS_ID:0032423942,2-s2.0-0032423942,"Effects of canopy gaps, topography, and soils on the distribution of woody species in a central Brazilian deciduous dry forest",Oliveira-Filho A.,Biotropica,00063606,30,3,362-375,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00071.x,"The interrelationships between the distribution of woody species and environmental variables were investigated in an area of deciduous dry forest in Santa Vitoria, central Brazil. This is the first study of a vanishing type of dry forest which grows on base-rich soils originating from the basalt bedrocks of southern Goias and western Minas Gerais. A survey of topography, soil properties, canopy gaps and woody plants (≥5 cm diameter at the base of the stem) was conducted in 50-15 X 15 m quadrats. The soils were classified into the following soil series: Hapludolls → Haplustolls → Ustropepts → Rhodustalfs. This series corresponded to a gradient of increasing elevation and effective soil depth and decreasing slope gradient, soil organic matter and total exchangeable bases. A canonical correspondence analysis and a detrended correspondence analysis indicated that plant species' abundance distribution was significantly correlated with both the relative area of canopy gaps in the quadrats and the soil-topography gradient. Presumably, the critical factors involved in these two gradients are, respectively, light and ground water regimes. The influence of canopy gaps (i.e., light) was surprising and has not been documented previously for tropical deciduous dry forests.",88,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,22,Brazil | Canopy gap | Deciduous forest | Santa Vitoria | Soil property | Topography | Woody plant,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032423394,SCOPUS_ID:0032423394,2-s2.0-0032423394,Effects of selection logging on birds in northern Belize,Whitman A.A.,Biotropica,00063606,30,3,449-457,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00079.x,"We compared bird diversity and frequency in selection logged and unlogged forest to determine the effects of recent selection logging on avian biodiversity in a subtropical, moist evergreen forest. We used a combination of mist netting and fixed-radius point counts to assess bird communities in February and March 1993 in northwestern Belize. Vegetation structure and composition was similar in logged and unlogged forest. The 66 most common species occurred with statistically similar frequency in logged and unlogged forest although 13 species were two times more frequent in intact forest. Numbers of total bird species were similar between logging gaps and the logged forest matrix, and between the logged forest matrix and unlogged forests. A comparison of numbers of species in 26 guilds based on migration strategy, diet, foraging substrate, and height strata also showed them to be similar regardless of logging history. Our results differed from previous studies that reported lower bird species richness and abundance of individual species in logged tropical forests than in unlogged forest. The differences might be explained by the lower logging intensity and/or greater levels of natural disturbance in our study area compared to previous studies.",33,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,23,Arifauna | Belize | Community composition | Environmental disturbance | Evergreen forest | Selective logging,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032422914,SCOPUS_ID:0032422914,2-s2.0-0032422914,Home range and movement patterns of white-lipped peccary (Tayassu pecari) herds in the northern Brazilian Amazon,Fragoso J.,Biotropica,00063606,30,3,458-469,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00080.x,"Two white-lipped peccary (Tayassu pecari) herds were radio-tracked for 5 and 13 mo, respectively, on Maraca Island Ecological Reserve, Roraima, Brazil. Home range size was 109.6 km2 for the larger herd (130 animals) and 21.8 km2 for the smaller herd (53 animals). Neither herd migrated or moved nomadically during the study period. The herd with the longer observation period increased its home range size during the flooded season by including new sites not used in the nonflooded season and continuing to use the nonflooded season sites. This pattern of simultaneously using distinct seasonal ranges also occurred between the rainy and dry periods and the herd regularly and predictably returned to favored feeding sites. Population declines and disappearances in this study and others may have been caused by in situ mortality rather than by long-distance movements.",114,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,24,Brazil | Home range | Maraca Island | Migration | Population decline | Tayassu pecari | Ungulate,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032414867,SCOPUS_ID:0032414867,2-s2.0-0032414867,Spatial and temporal variation in the ant occupants of a facultative ant-plant,Alonso L.,Biotropica,00063606,30,2,201-213,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00055.x,"Striking variation in ant occupation of a facultative ant-plant, Conostegia setosa (Melastomataceae), was found at three scales: local spatial, goegraphic, and temporal. C. setosa provides housing for ants and grows in groups of stems (clones). The ant occupants of 14 C. setosa clones were censused four times over a 14-mo period at the La Selva Biological Station, Costa Rica, and twice over a 9-mo period at the Nusagandi Station, Panama. Twelve facultative ant species occupied C. setosa stems at La Selva, compared to six facultative and one obligate species at Nusagandi. Occupany (as % of stems ever occupied/clone) was higher at Nusagandi (median = 89%) compared to La Selva (65%). Occupancy varied among clones at La Selva but not at Nusagandi. C. saetosa clones differed between sites, with larger clones and more small stems/clone at La Selva. Occupany was influenced by clone structure; larger clones contained more ant species at both sites and had lower occupancy at La Selva. Occupancy was highest in larger stems and lowest in small stems at both sites. Temporally, percent occupation/clone did not differ among censuses at either site, but overall occupany was lower in the dry season at La Selva. Turnover in ant occupants was higher at La Selva than at Nusagandi. The variation observed in this study is likely due to a number of factors, including differences between sites in polant population structure and history, differences between and within sites in ant faunas and their nesting requirements, and changes over space and time in microclimatic variables. Such high variation at multiple scales draws attention to the importance of long-term comparative studies of facultative animal-plant interactions.",31,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,25,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032411088,SCOPUS_ID:0032411088,2-s2.0-0032411088,A flood plain palm forest in the Luquillo Mountains of Puerto Rico five years after Hurricane Hugo,Frangi J.L.,Biotropica,00063606,30,3,339-348,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00069.x,"Long-term studies are needed to understand the dynamics of tropical forests, particularly those subject to periodic disturbances such as hurricanes. We studied a flood plain Prestoea montana palm forest in the Luquillo Mountains of Puerto Rico over a 15-yr period (1980-1995), which included the passage of Hurricane Hugo in September 1989. The passage of the hurricane caused the dominant species to become more dominant and created low instantaneous tree mortality (1% of stems) and reductions in tree biomass (-16 Mg/ha/yr) and density, although not in basal area. Five years after the hurricane, the palm flood plain forest had exceeded its prehurricane aboveground tree biomass, tree density, and basal area. Aboveground tree biomass accumulated at a rate of 9.2 Mg/ha/yr, 76 percent of which was due to palms. Before the hurricane this rate was on the order of 3 Mg/ha/yr. Forest floor litter decreased to prehurricane levels (6.7 Mg/ha), within 5 yr, mostly due to the disappearance of woody litter. Thirteen tree species not represented in the canopy entered the forest by regeneration, and 2 species suffered almost 20 percent/yr mortality over a 5-yr period after the storm (floodplain average of 2%/yr). Delayed tree mortality was twice as high as instantaneous tree mortality after the storm and affected dicotyledonous trees more than it did palms. Regeneration of dicotyledonous trees, palms, and tree ferns was influenced by a combination of factors including hydroperiod, light, and space. Redundancy Data Analysis showed that the area near the river channel was the most favorable for plant regeneration. Palm regeneration was higher in locations with longer hydroperiods, while regeneration of dicotyledonous trees was higher in areas with low risk of flooding. This study shows how a periodic disturbance provides long-term opportunities for species invasions and long-term ecosystem response at the patch scale of <1 ha.",33,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,26,Ecosystem dynamics | Environmental disturbance | Floodplain forest | Hurricane | Luquillo Mountains | Puerto Rico | Regeneration | Tropical environment,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032410251,SCOPUS_ID:0032410251,2-s2.0-0032410251,Tree regeneration and species diversity following conventional and uniform spacing methods of selective cutting in a subtropical humid forest reserve,Montagnini F.,Biotropica,00063606,30,3,349-361,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00070.x,"There are a variety of ways to diminish the negative impacts of forest management for timber on biodiversity. A pilot project using a uniform spacing method of selective cutting was recently implemented in the 5340 ha Guarani Reserve, Misiones, Argentina, to design adequate management schemes for the subtropical forests of the region. Uniform spacing involves moderate timber harvesting and careful selection of remnant trees. In this article we compare tree regeneration in forests experimentally cut by diameter limit and uniform spacing methods. Seedlings of five size classes from 10 cm to 3 m in height were sampled using rectangular nested plots. Three years after cutting, an average of 54,330 and 22,270 seedling/ha (all height classes combined) of commercial and non-commercial species were found in the forest cut by uniform spacing and by minimum diameter, respectively. In an adjacent uncut forest there were 34,900 seedlings/ha, and in another forest cut by minimum diameters 30 years ago there were 50,000 seedlings/ha. The forest cut by uniform spacing had the highest number of commercial seedlings/ha, with three times as many as the forest cut by minimum diameter three years ago and twice as many as the forest treated by minimum diameters 30 years ago. The forest cut by uniform spacing and the forest treated by minimum diameters 30 years ago had the highest diversity of understory plants other than trees, as well as heterogeneous canopy cover, while the other two forests had a predominance of bamboo in the understory and more open canopy conditions. Although lack of site replication limits interpretation of the results, these early findings suggest that the uniform spacing method can be an ecologically sound forest management option for the region.",10,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,27,Argentina | Biodiversity | Forest management | Guarani Reserve | Regeneration | Selective logging | Subtropical region,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032410102,SCOPUS_ID:0032410102,2-s2.0-0032410102,"Wood volume, foliar chemical composition, and soil nitrogen turn over of Metrosideros polymorpha (Myrtaceae) stands on a slope of Mount Haleakala, Hawaii",Kitayama K.,Biotropica,00063606,30,3,330-338,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00068.x,"An earlier study suggested that soils on the windward slope of Mount Haleakala are excessively waterlogged at low altitudes but become better drained upslope. We analyzed altitudinal changes in soil N turn over, vegetation mass, and foliar chemical composition of the dominant canopy species, Metrosideros polymorpha (Myrtaceae), on this slope. The basal areas and DBH2 X height (an index for volume) of woody species ≥2 m in height increased with altitude (as opposed to a general trend elsewhere), peaked at 1800 m elev., and abruptly declined above this altitude. Foliar N and P concentrations of Metrosideros showed a similar altitudinal trend with DBH2 X height values. Foliar Fe and Al concentrations steadily increased downslope, but were low again at 450 m, the lowest altitude, contrary to expectation based on waterlogging. Toxic forms of Fe and Al may retard root penetration in waterlogged soils and thus the uptake of these elements. The net N mineralization rate for topsoils incubated in situ was 78.6 μg/g/20d at 1800 m elev., while small amounts of N were immobilized at 450, 1200 and 2200 m elev. The net N mineralization rates of the topsoils, which were air-dried to their permanent wilting points and incubated at 26°C, were greater than those of the wet samples at 26°C, only for the lowest altitude. Conversely, the net N mineralization rates of the topsoils which were kept wet and incubated at the higher temperature of 26°C were greater (P < 0.1) than those of the in situ wet samples only for 1800 m elev. The rates were the same for 450 and 2200 m elev. where the soils were waterlogged and very dry, respectively; thus, N turn over was more strongly limited by moisture than by temperature in these cases. Nutrient availability improved with altitude up to 1800 m elev. in association with the moisture gradient, and appeared to be responsible for the observed pattern in vegetation mass.",3,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,28,Altitude | Hawaii | Metrosideros polymorpha | Mount Haleakala | Nitrogen cycle | Phytochemistry | Soil moisture | United States,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323979,SCOPUS_ID:0032323979,2-s2.0-0032323979,"The fecundity, seed, and seedling ecology of the edible palm Euterpe edulis in southeastern Brazil",Silva Matos D.M.,Biotropica,00063606,30,4,595-603,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00099.x,"Euterpe edulis flowers at the beginning of the wet season and fruits over an extended period during the end of the wet season and the dry season. Reproductive plants produced an average of ca 1500 fruits within a season. Five species of birds belonging to the family Turdidae were observed to feed on and disperse the fruits. Most seeds fell directly to the ground, where there was some subsequent local dispersal by water. The dispersion of seeds was highly clumped with most seeds being found in close proximity to adult plants; the distance of dispersal could be described by a negative power curve. Germination was higher on wetter soils. The probability of seedlings advancing to the next size class within a year was inversely related to the density of seedlings, and occurred optimally at ca 4 m from adult plants. The latter observation indicates that the survival and growth of seedlings are suppressed in the immediate vicinity of conspecific adults.",49,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,29,Brazil | Euterpe edulis | Fecundity | Germination | Seed dispersal | Seedling ecology | Tropical palm,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323910,SCOPUS_ID:0032323910,2-s2.0-0032323910,"Litterfall in rain forest on Christmas Island, Indian Ocean: Quantity, seasonality, and composition",Green P.,Biotropica,00063606,30,4,671-676,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00108.x,NA,10,Journal,no,Note,100,1,1,13817,undefined,0,FALSE,30,Christmas Island | Indian Ocean | Leaffall | Litter | Litterfall | Rain forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323696,SCOPUS_ID:0032323696,2-s2.0-0032323696,Fates of neotropical tree seeds influenced by spiny rats (Proechimys semispinosus),Adler G.,Biotropica,00063606,30,4,677-681,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00109.x,NA,50,Journal,no,Note,100,2,2,13817,undefined,0,FALSE,31,Calophyllum longifolium | Gatun Lake | Panama | Post-dispersal seed predation | Scheelea zonensis,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323685,SCOPUS_ID:0032323685,2-s2.0-0032323685,Use of alternative food plants exclusively by adult male froghoppers (Homoptera: Cercopidae),Peck D.,Biotropica,00063606,30,4,639-644,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00103.x,"Male-specific associations of adult froghoppers (Homoptera: Cercopidae) with alternative food plant hosts is reported. Four accounts from the field and one from the literature are presented: Iphirhina quota on Bourreria costaricensis (Boraginaceae), Huaina inca on Solanaceae sp., Prosapia simulans and Prosapia sp. (near P. bicincta) on Ilex haberi (Aquifoliaceae), and Prosapia bicincta on Ilex cornuta and Ilex opaca. In three cases host use is limited to adults while in two cases use is limited to only adult males. In four cases adults feed on plants that differ taxonomically, structurally and ecologically from hosts normally utilized by all life stages. These associations are not considered aggregations per se because froghoppers are not clustered and because these associations cannot be explained by the usual criteria supporting the adaptiveness of insect aggregations. Indirect evidence suggests that these unusual hosts may be unavailable to nymphs and not sought by females. This passive lack of opportunity by nymphs and females, in tandem with an active selection/attraction by males, is a plausible explanation for the existence of male-specific hosts.",7,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,32,Aggregations | Costa Rica | Froghopper | Habitat selection | Host plant selection | Ilex | Male-specific hosts | Prosapia | Spittlebug | Xylem feeding,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323684,SCOPUS_ID:0032323684,2-s2.0-0032323684,"Observations on the reproductive biology of Miconia calvescens DC (Melastomataceae), an alien invasive tree on the island of Tahiti (South Pacific Ocean)",Meyer J.,Biotropica,00063606,30,4,609-624,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00101.x,"Miconia calvescens DC (Melastomataceae) is a dominant invasive species in the tropical oceanic island of Tahiti (French Polynesia, South Pacific Ocean), where it was introduced as an ornamental plant. Whereas this small tree is sparse in its native range of Central America, it has spread in Tahiti into a wide variety of habitats including native wet forests. The remarkable success of this invasion is due in great part to prolific reproduction: a mature tree can bear up to 220 inflorescences with an average of 1330 flowers/inflorescence, 208 fruits/infructescence and 195 seeds/fruit. Two and a half years of phenological observations in a highly invaded site indicated that three major peaks of flowering occur/year over brief periods: flower anthesis lasted a few days and pollen grain germination suggested a short stigmatic receptivity of only a few hours; no pollinators were observed foraging on flowers during our survey; the production of fruits containing viable seeds in bagged inflorescences showed that self-fertilization can occur; pollen-ovule ratio (log P/O = 2.68) suggested facultative xenogamy; bagged isolated flowers to test for autogamy and style cutting to learn whether apomixis occured or not were not conclusive. The flowering phenology and the breeding system of M. calvescens enable this plant to build up rapidly successful populations from even a single propagule on the island of Tahiti and on other sites of introduction. The vegetation structure of Polynesian native forests compared to Neotropical rain forests probably plays an important role in determining the reproductive success of M. calvescens and could provide a complementary explanation of the biological invasion processes in tropical oceanic islands.",69,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,33,Biological invasion | Breeding system | Floral biology | Melastomataceae | Miconia calvescens | Ocenic island | Phenology | Tahii,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323405,SCOPUS_ID:0032323405,2-s2.0-0032323405,Selective drought mortality of dipterocarp trees: No correlation with timber group distributions in Borneo,Becker P.,Biotropica,00063606,30,4,666-671,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00107.x,NA,21,Journal,no,Note,100,3,3,13817,undefined,0,FALSE,34,Biogeography | Borneo | Dipterocarpaceae | Drought vulnerability | Mortality | Mycorrhizae,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323404,SCOPUS_ID:0032323404,2-s2.0-0032323404,The potential impact of small-scale physical disturbance on seedlings in a Papuan rainforest,Mack A.,Biotropica,00063606,30,4,547-552,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00095.x,"Physical disturbance, such as falling debris, is an important cause of mortality to rain forest seedlings. I used artificial seedlings to quantify physical disturbance in a rain forest at the Crater Mountain Biological Research Station in Papua New Guinea. Single (N = 418) and clustered artificial seedlings (N = 428) were placed on eight transects spanning varied topography to assess the areas disturbance regime, to test if ground slope affected disturbance, and to test if clustering affected the incidence of damage. Two transects showed a significant departure from random in the spatial distribution of damaged seedlings within the transect, suggesting that some areas of experience more disturbance than others. Artificial seedlings on level ground experienced damage less often than artificial seedlings on slopes; disturbance increased with ground slope. Artificial seedlings in dry washes experienced the greatest probability of damage. Artificial seedlings in clusters experienced significantly less damage than single ones, suggesting clustered seedlings might be less vulnerable to damage than lone seedlings. The disturbance rate at this site (34.7% damaged in one year) was markedly lower than that measured at the La Selva Biological Reserve in Costa Pica (82.4%).",26,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,35,Artificial seedlings | Disturbance | Ground slope | Litterfall | Mortality | Papua New Guinea | Rain forest | Seedling,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323403,SCOPUS_ID:0032323403,2-s2.0-0032323403,Seedling and sprout response to slash-and-burn agriculture in a tropical deciduous forest,Miller P.,Biotropica,00063606,30,4,538-546,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00094.x,"Survival and growth of seedlings and sprouts were assessed in three plots for 16 mo following the slashing and burning of a tropical deciduous forest in Jalisco, Mexico. We encountered a total of 47 species: 21 seedling species and 35 sprout species. Calliandra formosa and Piptadenia flava were the most common seedling species; Bursera arborea, Cordia alliodora, and Piptadenia constricta were the most common sprouts. Colubrina triflora, Diphysa occidentalis, and Cnidoscolus spinosus had limited sprouting ability. Twenty-six species were represented by one seedling or one sprout. Thirty-eight percent of the seedlings were tree species, 59 percent were shrub species, and 2 percent were vines species. In contrast, 86 percent of the sprouts were from trees and 13 percent from shrubs. One year after the initial measurements, 29 percent of the seedlings and 13 percent of the sprouts were dead. Each of the seedling means (number of stems/individual, height and diameter of the tallest stem, and elliptical crown area) was significantly smaller (P < 0.05) than that of sprouts at all three measurement periods, but relative growth rates were similar. Total canopy area of seedlings had a larger relative increase than did the canopy area of sprouts. The presence of seedlings increased species diversity compared to calculated diversity excluding seedlings. Timing of fruit dispersal in relation to the date of burning and the high number of Leguminosae species in the forest appeared to favor seedling establishment for some species.",81,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,36,Coppice | Diversity | Growth | Survival | Tropical deciduous forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323312,SCOPUS_ID:0032323312,2-s2.0-0032323312,"Occurrence patterns, habitat associations, and potential prey of the river dolphin, Inia geoffrensis, in the Cinaruco River, Venezuela",McGuire T.,Biotropica,00063606,30,4,625-638,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00102.x,"The distribution, habitat association, group size, population structure, and prey availability of river dolphins (Inia geoffrensis) were studied from November 1993-June 1994 in the Cinaruco River, a tributary of the Orinoco River that forms the southern boundary of Venezuela's Santos Luzardo National Park, Dolphins were sampled from a boat using modified strip-width transects, for a total of 418 h. The study area was 1.67 km2, and contained 20 km of water courses. Like other rivers of this region, the Cinaruco River undergoes a seasonal flood cycle. Dolphins were seen most often during the period of falling water (41% of total sightings) and least often during the rising water period (24% of total sightings). Dolphins were seen most often in confluence areas (35% of total sightings) and were seldom seen in side channels (13% of total sightings). The presence of rocks or sandbanks was associated with a greater frequency of dolphin sightings, and sightings increased with habitat heterogeneity. Average group size for the 8-mo study was 2.0 (±1.0) and was largest during the rising water period. Calves were first sighted during the end of the dry season and became more common during the early flood season. Six individuals were photo-identified and resighted with one sighted eight times over 186 d. The fish diversity of the study area was high, with 161 species documented in our samples. The stomach of one Inia contained 15 fishes representing at least 4 species.",35,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,37,Black water | Conservation | Inia geoffrensis | Llanos | River dolphins | South America | Venezuela,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323303,SCOPUS_ID:0032323303,2-s2.0-0032323303,Influence of plot shape on estimates of tree diversity and community composition in central Amazonia,Laurance W.,Biotropica,00063606,30,4,662-665,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00106.x,NA,17,Journal,no,Note,100,4,4,13817,undefined,0,FALSE,38,Amazonia floristic inventories | Plot shape | Rain forest | Species diversity | Tree communities,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032323251,SCOPUS_ID:0032323251,2-s2.0-0032323251,An advantage of large seed size: Tolerating rather than succumbing to seed predators,Mack A.,Biotropica,00063606,30,4,604-608,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00100.x,"Although large seeds might be more attractive and apparent to seed predators, large seed size could enable tolerance of seed predators. If seeds are large enough to sustain damage that would kill smaller seeds yet still produce viable seedlings, investment above the minimum by the maternal plant could be advantageous. I tested this hypothesis by removing 0-80 percent of the cotyledons of four large-seeded (4-180 g) tree species from Papua New Guinea and monitoring germination and seedling growth for eight months. All species showed little negative effect on seedling size with up to 50 percent removal of cotyledons and the larger species showed a less serious effect on growth than smaller-seeded species above 50 percent removal. Large-seeded species clearly have more than the minimum-required cotyledonary reserves. Observations of viable seedlings with heavily damaged cotyledons suggest that these species withstand attack by rodents and beetles by virtue of their large size.",69,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,39,Cotyledons | Germination | Herbivory | Maternal investment | Papua New Guinea | Rodents | Seed predation | Seed size | Tolerance,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032322743,SCOPUS_ID:0032322743,2-s2.0-0032322743,Sugar composition of nectars and fruits consumed by birds and bats in the tropics and subtropics,Baker H.,Biotropica,00063606,30,4,559-586,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00097.x,"Several characteristics of flowers and fruits have been suggested as comprising syndromes of characters that indicate particular classes of pollinators and fruit dispersers. Common phylogenetic history among species, however, may also significantly influence these characters and obscure or enhance perceived patterns of plant syndromes. We analyzed the proportions of glucose, fructose, and sucrose by paper chromatography in the nectar and fruit juice of 525 tropical and subtropical plant species to test whether sugar chemistry was correlated with volant vertebrate pollinator or fruit disperser classes. Samples were taken from Old World and New World species and the calculations kept separate. Kruskal-Wallis tests of family means showed significant deviations in the percent sucrose content among pollinator/disperser classes. Mann-Whitney U-tests showed significant differences among nectars of all pollinator classes but fruit juices differed only due to the high sucrose content of megachiropteran dispersed fruits. In addition, sign tests of samples occurring within families showed significant correlations between percentage sucrose content and pollinator/disperser classes. Passerine nectars had low sucrose content. In striking contrast, the nectar of hummingbird flowers had very high sucrose content. The Microchiroptera nectars showed hexose richness with a sucrose content somewhat greater than that of passerine flowers. Megachiroptera flowers showed sucrose-rich nectars. The results for fruits were comparable to those for nectars. Passerine fruits were hexose dominated, microchiropteran fruits had a sucrose content similar to passerine fruits, and megachiropteran fruits were sucrose-rich. We speculate on the evolutionary sequence of changes in nectar and fruit juice sugar composition and suggest that future investigations consider the chemistry of other food sources such as pollen and leaves. Only with these additions and other ecological studies can the full interplay of such plant-animal interactions be anticipated.",233,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,40,Coevolution | Erythrina | Fruit juice | Hummingbirds | Megachiroptera | Microchiroptera | Nectar | Passerine | Sucrose,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032322698,SCOPUS_ID:0032322698,2-s2.0-0032322698,Growth and reproduction in forest trees of the cactus Opuntia excelsa,Bullock S.,Biotropica,00063606,30,4,553-558,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00096.x,"In southwestern Mexico, the number of new cladodes on Opuntia excelsa was a skewed bell-shaped function of size ('size' being the number of cladodes persisting from previous years). Fruit number was a sigmoidal function of size, but the number of seeds per fruit was independent of number of fruits per plant. The curves for production of new cladodes and of fruits both showed maximum increase for plants with 150-350 cladodes, when the crowns were reaching or in the canopy. New cladode production declined at about the size where reproduction plateaued; we suggest this was due to limitation of crown dimensions by mechanical and physiological factors.",4,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,41,Demography | Dry forest | Fruit production | Growth models | Life history | Mexico | Opuntia | Resource allocation | Size-dependence | Tropical trees,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032322675,SCOPUS_ID:0032322675,2-s2.0-0032322675,Dictyostelid cellular slime molds in canopy soils of tropical forests,Stephenson S.,Biotropica,00063606,30,4,657-661,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00105.x,"The occurrence and distribution of dictyostelid cellular slime molds (CSM) in the mantle of dead organic matter (literally a 'canopy soil') at the bases of large epiphytes were studied in the Luquillo Experimental Forest of northeastern Puerto Rico. CSM were isolated from 18 of 50 samples collected from this microhabitat, and four different species were recovered. Dictyostelium purpureum was the single most abundant species and represented almost half (48%) of all clones isolated during the study. Total densities (clones/g) averaged only 38 in the five forest types examined, but densities > 75 were recorded for two forest types. Relative abundance of CSM in canopy soils of the five forest types followed the same general pattern displayed by these organisms in forest floor litter, but a particular species was not necessarily common to both microhabitats in a given forest type.",26,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,42,Canopy soil | Dictyostelids | Dictyostelium | Ecology | Polysphondylium | Tropical forests,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032322642,SCOPUS_ID:0032322642,2-s2.0-0032322642,The assemblage of birds foraging in native West Indian pine (Pinus occidentalis) forests of the Dominican Republic during the nonbreeding season,Latta S.,Biotropica,00063606,30,4,645-656,1998-01-01,1998,10.1111/j.1744-7429.1998.tb00104.x,"We studied avian resource use in a native West Indian pine (Pinus occidentalis) forest in the Cordillera Central of the Dominican Republic during the nonbreeding season. The forest is characterized by a fairly open pine canopy and a dense mixed-broadleaf and pine understory. We used a principal components analysis of 23 foraging characters for 23 bird species, including foraging height, the proportional use of 5 different foraging methods, 3 horizontal positions and foliage densities, and 11 foraging substrates. Five principal components accounted for 74 percent of the total variance of the assemblage variables and resulted in the delineation of at least 5 foraging guilds. 78 percent of bird species had mean foraging heights of 5.0-10.0 m, corresponding to the region of overlap of pine and broadleaf vegetation. As a result, the diversity of foraging substrates and maneuvers used by birds, rather than foraging height, appears to be the primary means by which birds that exploit this habitat separate ecologically. Migrant wood warblers (Parulinae) are probably able to integrate into the community because of little diet overlap between residents and migrants, and the fairly specialized nature of their largely insectivorous foraging habits. Avian foraging in this habitat may reflect the effects of frequent disturbance such as hurricanes.",8,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,43,Dominican Republic | Foraging behavior | Foraging guilds | Hispaniola | Hurricanes | Migratory birds | Pinus occidentalis,NA,NA
