@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,dc:description
true,https://api.elsevier.com/content/abstract/scopus_id/0024915132,SCOPUS_ID:0024915132,2-s2.0-0024915132,Reproductive success of females limited by males in two pipefish species,Berglund A.,American Naturalist,00030147,133,4,506-516,1989-01-01,1989,10.1086/284932,151,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,27,"Syngnathus typhle is sexually monomorphic, and courtship behavior does not differ between the sexes. In Nerophis ophidion, females are larger, more colorful, and more active during courtship, possessing appearance-enlarging skin folds. In both species, males brood the offspring on their bodies, one internally and one externally. Males do not invest more energy in reproduction, and in the sexually dimorphic species, males invest even less than females do. Natural sex ratios are equal in both species. Each female was provided with an excess of males (3) in order to measure a female's maximal reproductive rate. Females of both species produced more eggs, or produced them at a faster rate, than naturally available males could care for. Within the time span of one male pregnancy, S. typhle females filled an average of 1.9 males and N. ophidion an average of 1.8 males; both numbers are significantly more than one (which is the average mate availability in natural populations). During one male pregnancy, S. typhle and N. ophidion females both produced 41% more eggs than needed to fill a male, significantly more than no egg surplus in both species. Therefore, brood space and the rate of embryonic development limit female reproduction in these species. Directional selection for increased male size may decrease sexual size dimorphism in S. typhle. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024913433,SCOPUS_ID:0024913433,2-s2.0-0024913433,Sex change and population fluctuations in pandalid shrimp,Charnov E.,American Naturalist,00030147,134,5,824-827,1989-01-01,1989,10.1086/285014,38,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,all,All Open Access,28,Presents correlational evidence in support of the notion that year-to-year fluctuations in the population size distribution of pandalid shrimps are tracked by year-to-year variation in the size of sex change of Pandalus borealis. -from Authors
true,https://api.elsevier.com/content/abstract/scopus_id/0024910884,SCOPUS_ID:0024910884,2-s2.0-0024910884,Selection within and between kin groups of the imported willow leaf beetle,Breden F.,American Naturalist,00030147,134,1,35-50,1989-01-01,1989,10.1086/284964,44,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,29,"Two opposing levels of selection determine the evolution of cannibalism in the imported Plagiodera versicolora. Within kin groups, cannibals exhibit a developmental and survival advantage over non-cannibals. Between groups, individuals in groups with low rates of cannibalism enjoy a survival advantage owing to an increase in survival with larval group size. This effect of the cannibal on group survivorship is not a simple function of group size; rather, the effect of an individual's phenotype on the fitness of the other members of its kin group depends on the array of phenotypes in the group. Two factors determining the evolution of cannibalism vary in space and time: the relative strength of selection within and between groups; and the average degree of relatedness within groups, which determines the evolutionary outcome of selection. This sets up the possibility that the balance between selection for cannibalism within and between groups may vary in a complicated manner across the range of this species. -Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024910605,SCOPUS_ID:0024910605,2-s2.0-0024910605,A comparative method,Bell G.,American Naturalist,00030147,133,4,553-571,1989-01-01,1989,10.1086/284935,80,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,30,"The main methodological problem of comparative biology is to distinguish between effects attributable to ancestry and those attributable to function. The nested analysis of variance addresses this problem by partitioning variance and covariance between taxonomic levels. Estimation of variance components and the derived intraclass correlation coefficient can be used to describe the overall increase in variation through time and the relation between variances at different taxonomic levels. Applying this procedure to data about the body mass of eutherian mammals showed a steep increase in variance associated with the adaptive radiation of the group in early Tertiary times, with much lower rates of increase thereafter; chromosome number varies more between taxa at lower levels of classification than does body mass. The variance of species within genera increased with the geologic age of the genus, permitting a quantitative description of the rate of evolutionary divergence. It is argued that covariance between taxa is attributable to ancestry and covariance within taxa to function, and that adaptive hypotheses should be tested by the within-taxon correlation. Analysis of the covariance of litter mass with gestation period, independent of body mass, among eutherians, reveals substantial correlation within species, attributed to function, and between suborders and orders, where it was attributed to ancestry, with little or no correlation at intermediate taxonomic levels. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024910574,SCOPUS_ID:0024910574,2-s2.0-0024910574,Behavioral heterochrony and the evolution of birds' helping at the nest: an unselected consequence of communal breeding,Jamieson I.,American Naturalist,00030147,133,3,394-406,1989-01-01,1989,10.1086/284925,86,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,31,"Helping in different communal-species contexts is usually explained in terms of its adaptive or functional significance for the helper. The hypothesis that the expression of provisioning behavior by nonbreeding auxiliaries is an unselected consequence of the evolution of communal breeding is presented as an alternative. The functional significance of nonbreeders' feeding offspring is irrelevant with respect to the evolutionary origin of the behavior because provisioning offspring is a constraint of many present-day species of birds, including those with helpers at the nest. A model depicts provisioning by nonbreeding auxiliaries as an expression of a heterochronic change in ontogeny brought about as a result of a shift in life-history pattern (ie reduced breeding dispersal and parental tolerance). Because the cost to nonbreeding birds of exhibiting provisioning may be low relative to the benefits of (normal) parental provisioning, selection pressure on ""helping' may be negligible. However, further evidence suggests that even if the costs were high, evolving the ability to discriminate between the contexts of the stimuli evoking the provision response would be difficult. Furthermore, even though the occurrence of communal breeding correlates almost perfectly with the occurrence of helping, estimates of inclusive fitness cannot be used to argue that there has been (separate) selection for provisioning by helpers. Researchers have failed to distinguish between the causes and effects of natural selection. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024910132,SCOPUS_ID:0024910132,2-s2.0-0024910132,More on optimal rates of dispersal: taking into account the cost of the dispersal mechanism,Cohen D.,American Naturalist,00030147,134,4,659-663,1989-01-01,1989,10.1086/285002,27,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,32,"Examines evolutionarily stable dispersal strategies under the assumption that larger investment in the dispersal mechanism, which facilitates seed dispersal, inevitably results in reducing the total number of seeds produced. The strategies that have been considered are the amount invested in the dispersal apparatus and the realized rate of dispersal (ie the proportion of the progeny that leaves the parental site), assuming that dispersal rate is an increasing function of the amount invested in dispersal. Thus, whenever the cost of the dispersal mechanism restricts the total number of seeds produced by the plant, the evolutionarily stable dispersal strategy implies that a smaller, yet always positive, fraction of the progeny should be dispersed. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024910057,SCOPUS_ID:0024910057,2-s2.0-0024910057,"Profitability, rate maximization, and reward delay: a test of the simultaneous-encounter model of prey choice with Parus atricapillus",Barkan C.,American Naturalist,00030147,134,2,254-272,1989-01-01,1989,10.1086/284979,11,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,33,"Black-capped chickadees always preferred higher-profitability prey, regardless of encounter rate. Chickadees seem to have been choosing prey so as to maximize profitability. Contrary to what has previously been assumed, foragers often choose prey to maximise profitability rather than long-term intake rate, the traditional currency of optimality models of foraging. This might have been obscured by the empirical emphasis on testing the sequential-encounter diet model. The sequential-encounter case does not present foragers with a clearly dichotomous choice between maximization of short-term and long-term intake rates, whereas the simultaneous-encounter case does. A model of prey choice based on maximizing profitability that incorporates discounted future rewards can explain a variety of empirical results. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024908099,SCOPUS_ID:0024908099,2-s2.0-0024908099,Natural selection in a population of Darwin's finches,Grant B.R.,American Naturalist,00030147,133,3,377-393,1989-01-01,1989,10.1086/284924,102,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,34,"An exceptionally wet year followed by two very dry years severely perturbed the food supply of cactus finches Geospiza conirostris on Isla Genovesa, Galapagos. Long-billed birds had a survival disadvantage associated with the absence of Opuntia flowers and fruits, which they normally exploit. This selection event was followed by another favoring birds with deep beaks capable of extracting the only available food, arthropods from beneath the bark of trees and within Opuntia trunks and old pads. For young birds, the ability to develop (learn) techniques for extracting a new food item was a better predictor of survival than was bill shape. Among the group that acquired these skills, more of the birds with deep bills survived, as was the case for the adults. During 1984, males that obtained females had deeper bills than those that failed to do so. Because this mating advantage did not occur in years without natural selection, birds with deep bills probably had more energy available for courtship. A parallel case of natural selection is described in a sympatric congener, G. magnirostris in which birds with deep beaks capable of cracking large and hard Cordia lutea seeds were favoured. The population has undergone little or no evolutionary change in bill dimensions in response to selection during the last 9 yr despite the presence of high levels of additive genetic variance. Evolutionary change has not occurred because the action of selection on one trait in one direction has been counteracted by selection in the opposite direction on another, positively correlated trait. Changes in the proportions of dry-season niches among years cause changes in the proportions of birds with certain beak morphologies and feeding skills best suited to exploiting them. Therefore, the population tracks a moving peak in an adaptive landscape under environmental fluctuations, and there is more than one individual fitness optimum within the range of phenotypes in the population. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024907054,SCOPUS_ID:0024907054,2-s2.0-0024907054,Hatching asynchrony in birds: the hypothesis of sexual conflict over parental investment,Slagsvold T.,American Naturalist,00030147,134,2,239-253,1989-01-01,1989,10.1086/284978,51,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,35,"By adjusting onset of incubation during the egg-laying period, the female can regulate the hatching times of the young and thereby the parental investment pattern of the male. Some field data from pied flycatcher Ficedula hypoleuca support this sexual-conflict hypothesis. Females rearing asynchronous broods had higher body weights at the end of the nestling period than those rearing synchronous broods. However, it remains to be shown whether the post-fledging survival of the young is improved if the females are in good condition, and thus whether asynchronous hatching also benefits males. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024905930,SCOPUS_ID:0024905930,2-s2.0-0024905930,Evolution of developmental systems,Atchley W.,American Naturalist,00030147,134,3,437-512,1989-01-01,1989,10.1086/284989,3,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,36,"Presents 4 of the 5 papers from the 1987 vice-presidential symposium of the American Society of Naturalists at Montana State University, Bozeman. K. Paigen describes experimental approaches to the study of regulatory evolution; D. Caverner explores the evolution of developmental regulation, drawing upon work on glucose dehydrogenase in Drosophila; J. Lucchesi focuses on the evolution of mechanisms responsible for dosage compensation in Drosophila; and S. Newman and W. Atchley address the quantitative-genetics perspective of mammalian development. -J.W.Cooper"
true,https://api.elsevier.com/content/abstract/scopus_id/0024904614,SCOPUS_ID:0024904614,2-s2.0-0024904614,Evolution of host selection in parasitoids: does the state of the parasitoid matter?,Mangel M.,American Naturalist,00030147,133,5,688-705,1989-01-01,1989,10.1086/284945,119,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,37,"A state-variable theory for parasitoid host-acceptance decisions is developed in which the state variable is the egg complement at any particular time. Decisions are determined by the maximization of Darwinian fitness, which involves both survival and reproduction in a stochastic world. The state-variable theory is compared with simpler theories based on rate maximization. In some circumstances, both theories predict the same host-acceptance patterns; but for wide ranges of biologically meaningful parameters, the predictions of the theories differ. -Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024904359,SCOPUS_ID:0024904359,2-s2.0-0024904359,Testing the stochasticity of patterns of organismal diversity: an improved null model,Slowinski J.,American Naturalist,00030147,134,6,907-921,1989-01-01,1989,10.1086/285021,132,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,38,Developed a quantitative null model based on a randomly branching Markovian process to test the stochasticity of patterns of diversity as represented by phylogenesis of contemporary organisms. -from Authors
true,https://api.elsevier.com/content/abstract/scopus_id/0024904269,SCOPUS_ID:0024904269,2-s2.0-0024904269,Consequences of surf-zone turbulence for settlement and external fertilization,Denny M.,American Naturalist,00030147,134,6,859-889,1989-01-01,1989,10.1086/285018,306,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,39,"Rapid mixing of the water column ensures that larvae and spores can be rapidly transported to the substratum in the absence of sinking velocities or directed swimming, removing a potential bottleneck in the recruitment of planktonic organisms to the shore. Rapid dilution of gametes by turbulent mixing in the surf zone may drastically limit the efficiency of external fertilization, with a variety of consequences for animals using this form of reproduction. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024903380,SCOPUS_ID:0024903380,2-s2.0-0024903380,Microhabitat pattern and the structure of forest bird communities,Urban D.L.,American Naturalist,00030147,133,6,811-829,1989-01-01,1989,10.1086/284954,49,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,40,"A forest-simulation model was used to generate a data set comprising tree size classes measured on a 9 ha area of contiguous forest over 750 yr, which was then used to examine the role of microhabitat pattern in structuring random assemblages of bird species defined by niche ellipses in principal-component space. An increasing variation in microhabitat structure through successional time accounted for realistic trends in species richness, dominance, equitability and turnover in forest bird communities. The statistical distribution of microhabitat availability in mature forest provided for an inverse relationship between niche position (species preferring unusual microhabitats have high niche position) and abundance; this same distribution within potentially usable niche space predicted the occurrence of more rare than common species. The spatial distribution of microhabitat variety in mature forests generated an increase in species richness with increasing sample area. At the stand level, among-quadrat variation in microhabitats accounts for the variety and abundance of bird species supported by the stand. Within landscapes, among-stand variation in microhabitat availability represents another source of variation contributing to the distribution of bird species. Results help to explain why habitat area is such a useful predictor of species abundance and suggest the conditions under which estimates of the stand-level distribution of microhabitats might be useful predictors of species-abundance patterns at the landscape scale. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024903110,SCOPUS_ID:0024903110,2-s2.0-0024903110,The evolution of conspecific acceptance thresholds,Reeve H.,American Naturalist,00030147,133,3,407-435,1989-01-01,1989,10.1086/284926,432,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,41,"Differential treatment of conspecifics (eg kin recognition) has 3 components. 1) The production component refers to the nature of the cues used by an individual (actor) to discriminate among classes of conspecifics (recipients) differing in their effects on the actor's fitness. 2) The perception component refers both to the internal template against which the actor matches these cues and to the matching algorithm that allows classification of a recipient. The action component refers to the determinants of an action taken by an actor that has calculated a particular degree of similarity between its internal template and a recipient's phenotype. The author attempts to provide a theory of the action component of conspecific discrimination, in particular, examining the factors that determine the optimal or evolutionarily stable acceptance threshold, ie the level of dissimilarity between the actor's template and the recipient's phenotype below which recipients are accepted and above which recipients are rejected. Analyses of 6 different classes of recognition contexts show how the optimal or evolutionarily stable acceptance threshold is a function of the relative frequencies of interaction with the different classes of recipients, of the fitness consequences of accepting or rejecting different classes of recipients, and of the ways in which the latter fitness consequences combine. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024901922,SCOPUS_ID:0024901922,2-s2.0-0024901922,Aggregation by parasitoids and predators: effects on equilibrium and stability,Murdoch W.,American Naturalist,00030147,134,2,288-310,1989-01-01,1989,10.1086/284981,134,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,42,"Predators and insect parasites (parasitoids) sometimes aggregate in patches containing high prey (host) densities because they search longer there, causing higher death (parasitism) rates in patches with more prey (hosts). This behavior can stabilize the otherwise unstable, discrete-time, Nicholson-Bailey model, typically at the cost of increasing the host equilibrium density. The key feature that produces both effects in this model appears to be the absence of within-generation dynamics; in particular, parasitoids are not able to reaggregate in response to changes in local host density within the generation. The effects of aggregation on the otherwise neutrally stable Lotka-Volterra model are examined, allowing the parasitoid to reaggregate continually as local host density changes. Aggregation appears as positive covariance between the parasitoid and host density across patches, affecting the model by altering the initially linear functional response. Aggregation always increases parasitoid efficiency and hence reduces host equilibrium density. The effects of aggregation on model stability are examined in several circumstances: 1) the parasitoid responds to a signal ranging from absolute to relative difference in local host density; 2) aggregation is linear or acclerating in response to this signal; 3) variance of the host distribution is related in various ways to the mean host density. When account is taken of the probable limits set on parameter values by theoretical considerations and field conditions, it appears that aggregation is typically destabilizing. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024901823,SCOPUS_ID:0024901823,2-s2.0-0024901823,On the characterization of density and resource availability,Lewontin R.,American Naturalist,00030147,134,4,513-524,1989-01-01,1989,10.1086/284994,21,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,43,"The usual measure of population density, the ratio of total population to total resource, is actually a weighted average of local density weighted by the proportion of the total resource at that density. This resource-weighted density does not take into account the heterogeneity of resources available to each individual. An alternative, the population-weighted density, does reflect this heterogeneity. The 2 density measures are related as a function of the variances of local population size and resource and the covariance between them. Under some special ecological circumstances, the 2 measures are equivalent. Wealth can be measured as either the resource- or population-weighted reciprocal of local density, and again these measures are related by the variances and covariances of local resource and population. Organism-weighted density gives the highest estimate of effective density, whereas resource-weighted wealth gives the highest estimate of effective wealth. The appropriate measure of density and wealth depends on whether dynamic models describe pressure on resources or pressures on individuals. -Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024901610,SCOPUS_ID:0024901610,2-s2.0-0024901610,Insect herbivores on bracken do not support the core-satellite hypothesis,Gaston K.,American Naturalist,00030147,134,5,761-777,1989-01-01,1989,10.1086/285010,35,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,44,"The core-satellite hypothesis predicts bimodality in the regional distribution of a group of taxonomically closely related species. Data on the insects feeding on Pteridium aquilinum are tested for agreement with the model's assumptions and predictions. Agreement with most of the key assumptions appears reasonably good, but the long-term stability of species populations is at variance with the behaviour of the model, and hence, there is no consistent evidence for bimodality in the frequency of site occupancy by bracken herbivores or for further predictions of the hypothesis. In particular, population data provide no evidence of core-satellite switching, in which rare species become common and vice versa. For bracken herbivores at least, the probabilities of colonization and extinction are clearly not entirely deterministic; nor do they appear sufficiently stochastic to conform to the requirements of the model. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024900541,SCOPUS_ID:0024900541,2-s2.0-0024900541,"A simple, stable model of mutualism incorporating handling time",Hamilton Wright D.,American Naturalist,00030147,134,4,664-667,1989-01-01,1989,10.1086/285003,60,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,45,Presents a simple two-species model of mutualism in which benefits saturate as a result of restrictions on handling time. -from Author
true,https://api.elsevier.com/content/abstract/scopus_id/0024900253,SCOPUS_ID:0024900253,2-s2.0-0024900253,Regulation of mate number in fruits of wild radish,Marshall D.,American Naturalist,00030147,133,6,751-765,1989-01-01,1989,10.1086/284951,9,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,46,"Fruits of Raphanus raphanistrum with one mate are more likely to abort and get fewer resources than fruits with multiple mates; mate number is thus regulated >1. To examine directly the relation between donor number per pollination and father number per fruit, an experiment was performed in which donor number per pollination was increased from 2 to 6. As donor number increased, father number per fruit leveled off. Thus, mate number per fruit was not a simple consequence of donor number. Actual father number per fruit was lower than that predicted by 3 different estimates of expected father number per fruit. All estimates accounted for the actual distributions of seeds per fruit, and 2 accounted for differences in the abilities of donors to sire seeds. Mate number of wild radish thus is apparently nonrandom and is regulated at some intermediate number, perhaps 2. Two is the modal mate number per fruit in both the field and the greenhouse. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024900231,SCOPUS_ID:0024900231,2-s2.0-0024900231,Biogeographic evidence for the evolution of chemical defense by boreal birch and willow against mammalian browsing,Bryant J.,American Naturalist,00030147,134,1,20-34,1989-01-01,1989,10.1086/284963,60,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,47,"Experiments demonstrate that winter-dormant boreal woody plants, in particular the juvenile phase of these plants, contain secondary metabolites that deter browsing by mammals, but this evidence does not directly indicate that these substances are the result of defensive evolution by boreal trees and shrubs. Experimental evidence is here provided that winter browsing by mammals, especially hares, has selected boreal woody plants for chemical defense and that the 10-yr hare cycle has influenced woody-plant defensive evolution in boreal forests. Alaskan snowshoe hares Lepus americanus have evolved more-effective methods of detoxification of birch Betula and willow Salix chemical defenses than have Finnish mountain hares L. timidus. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024900230,SCOPUS_ID:0024900230,2-s2.0-0024900230,The effects of inducible plant defenses on herbivore populations. 1. Mobile herbivores in continuous time.,Edelstein-Keshet L.,American Naturalist,00030147,133,6,787-810,1989-01-01,1989,10.1086/284953,65,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,48,"Describes a quantitative framework that may be used for understanding the effects of inducible plant defenses on herbivore populations. Procedures were used for modeling continuous, structured populations to examine the dynamics of interactions between inducible defenses and mobile herbivores. Inducible defenses can by themselves regulate herbivore populations under a wide variety of conditions and, in conjunction with other regulatory agents (eg predators, parasitoids), they can significantly depress herbivore populations. However, only under unusual conditions can inducible defenses cause persistent fluctuations in herbivore populations. The model suggests that herbivores cannot maintain heterogeneity in the level of inducible defenses within a plant population. Conclusions may not apply to sedentary or selective herbivores or to herbivores with discrete, nonoverlapping generations. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024899168,SCOPUS_ID:0024899168,2-s2.0-0024899168,Variance and the value of information,Stephens D.,American Naturalist,00030147,134,1,128-140,1989-01-01,1989,10.1086/284969,144,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,49,"A simple way to approximate the value of information is proposed. Two kinds of quantities are important in determining the value of information: 1) the optimal behaviors that would be chosen if the decision maker knew which subtype (or state) of the resource it faced; and 2) the costs of small deviations from these subtype optima. The value of information is approximately equal to the product of the mean cost of small deviations from the subtype optima and the variance of a modified distribution of the optimal behaviors. This helps to resolve the conflict between a result from economics, which shows that the value of information does not increase with the variance of subtypes, and results from theoretical behavioral ecology, which show that the effect of adding incomplete information to ""conventional' models is greatest when the variance of subtypes is greatest. There is no conflict as long as an increase in the variance of subtypes results in an increase in the variance of subtype optima, as is often the case. Changes in a problem's payoff structure change the value of information. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024897921,SCOPUS_ID:0024897921,2-s2.0-0024897921,Evolutionary options for maximizing pollen dispersal of animal- pollinated plants,Harder L.,American Naturalist,00030147,133,3,323-344,1989-01-01,1989,10.1086/284922,336,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,50,"On average, nectar-collecting bumble bees Bombus deposited 0.6% of the pollen removed from the flowers of Erythronium grandiflorum (Liliaceae) onto the stigmas of subsequently visited flowers. Because the proportion deposited declined as the amount removed increased, an individual plant would maximise its total pollen dispersal by relying on many pollen-removing visits while limiting the pollen removed by each pollinator. This restriction of pollen removal could be achieved by a plant presenting only a small portion of its pollen at one time (packaging) and/or by limiting the amount of presented pollen that a pollinator removes during a single visit (dispensing). The restriction of pollen removal required to maximize the expected total deposition on stigmas depends on the number of pollinator visits a plant receives, variation in the frequency of visits, and the pattern of pollen removal during a series of visits. Many aspects of floral biology contribute to a plant's ability to restrict pollen removal, including inflorescence size, flower morphology, anthesis patterns, nectar production, and dichogamy. Selection increasing paternal fitness of animal-pollinated plants could therefore elicit one of a variety of evolutionary responses; the specific response will depend on characteristics of both the plant and the pollinator. -Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024887229,SCOPUS_ID:0024887229,2-s2.0-0024887229,Do big plants have big seeds?,Thompson K.,American Naturalist,00030147,133,5,722-728,1989-01-01,1989,10.1086/284947,80,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,51,"Big plants do tend to have big seeds, and small plants small seeds (in over half the families examined). The existence of this correlation ought, therefore, to be borne in mind by anyone seeking an adaptive explanation of seed size in herbaceous flowering plants. Three possible explanations of this correlation are proposed, although only one hypothesis proposes an adaptive connection between seed size and plant size. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024885357,SCOPUS_ID:0024885357,2-s2.0-0024885357,Size and plumage dimorphism in lek-breeding birds: a comparative analysis,Hoglund J.,American Naturalist,00030147,134,1,72-87,1989-01-01,1989,10.1086/284966,77,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,52,"It has often been assumed that, among lekking avian species more than among species with other mating systems, males are larger and more brightly colored than females as a result of strong sexual selection, but this assumption is not supported by phylogenetic analysis. In families with at least 1 lekking species, where phylogenies could be reconstructed, both plumage dimorphism (males being more brightly colored) and size dimorphism were not correlated with lekking. Lekking did not precede dimorphism more often than the reverse in the phylogenies for which the temporal order of these 2 events could be determined. Larger males are found particularly in species with ground displays. Size monomorphism may be explained by selection for small agile males in species with aerial and/or arboreal displays. Although lekking seems to have favored the evolution of plumage dimorphism in some groups, in other groups sexual selection may have acted on acoustic displays. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024885074,SCOPUS_ID:0024885074,2-s2.0-0024885074,The persistence of rare prairie grasses in Missouri: environmental variation buffered by reproductive output of sparse species,Rabinowitz D.,American Naturalist,00030147,134,4,525-544,1989-01-01,1989,10.1086/284995,30,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,NA,NA,53,"Sparse species have large ranges and are found in a variety of habitats but are never abundant. Over a 9yr study, 4 sparse species of prairie grass (Festuca paradoxa, Agrostis hiemalis, Setaria geniculata, Sphenopholis obtusata) at Tucker Prairie, Missouri showed lower variation in culm production and seed set and were less likely to show reproductive failure than were common grasses of the same habitat. The sparse species flower in the spring and early summer, when the rainfall is less variable from year to year. In general, rainfall is a good predictor of reproductive output for the common grasses but not for the sparse. When exposed to both fluctuating and constant moisture gradients, the sparse and the common grasses do not differ in growth response. Thus, the pattern of environmental fluctuations in moisture buffers the reproductive output of the sparse species. The common species track environmental fluctuations. The mechanism of the sparse species' buffering is not intrinsic physiological differences in response to moisture availability but reproduction when the environment is more equitable. The buffered reproductive response is best viewed as a mechanism that offsets a hazard of small populations, demographic stochasticity. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0024883028,SCOPUS_ID:0024883028,2-s2.0-0024883028,Behavioral modification as a means of reducing the cost of reproduction,Brodie E.,American Naturalist,00030147,134,2,225-238,1989-01-01,1989,10.1086/284977,118,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,54,"Because relative clutch mass (RMC) adversely affects locomotor performance, and therefore presumably survival rate of pregnant females, it is assumed to be constrained by natural selection. Changes in antipredator tactics during pregnancy can reduce females' dependence on locomotion, thereby alleviating selection acting on RCM. Comparisons of the locomotor performance and antipredator behaviors of pregnant female garter snakes Thamnophis ordinoides before and after parturition indicate that locomotor ability declines and that antipredator tactics change during gestation. Females tend more toward cryptic behavior during pregnancy than after. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0024883003,SCOPUS_ID:0024883003,2-s2.0-0024883003,Individual and population responses of sexual and apomictic plants to environmental gradients,Michaels H.,American Naturalist,00030147,134,2,190-207,1989-01-01,1989,10.1086/284975,34,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,55,"The responses of populations and of individual genotypes of Antennaria parlinii to gradients of light and nutrients were measured. Sexual populations generally produced more total biomass than did apomictic populations, but the reproductive biomass of apomictic populations was consistently greater than that of sexual populations at all resource levels. Also, the percent allocation to reproduction by apomictic plants increased as light or nutrients increased, whereas that of the sexual plants was comparatively stable. No consistent differences in total or reproductive mass between male and female sexual plants were evident across the gradients. In general, growth of apomictic plants was low in magnitude and more even across the range of resources; sexual populations were usually more productive but narrower than average. Reproduction in apomictic populations was higher in magnitude and lower than average in breadth, whereas sexual populations were low in magnitude but more even in response breadth. At a within-population level, responses of individual sexual genotypes were quite variable, but populations of apomictic plants were relatively homogeneous. Populations of sexual plants also had a greater between-genotype component of response breadth. Results suggest that A. parlinii apomicts are well suited for colonization of disturbed sites. These populations are highly plastic in their ability to grow across a wide range of resources, and they are opportunistic in reproduction, increasing their percent allocation to reproduction as resources increase. Sexual populations showed characteristics that should promote competitive ability: a relatively broad response for reproduction; a conservative allocation pattern that emphasizes vegetative growth over seed production; and a diversity of responses to resource gradients among individuals. -Authors"
