@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/27644482259,SCOPUS_ID:27644482259,2-s2.0-27644482259,"Water birds from Agua Dulce lake and El Ermitaño estuary, Jalisco, Mexico",Vázquez S.H.,Revista de Biologia Tropical,00347744,00347744,53,1-2,229-238,2005-03-01,March 2005,"Waterbird abundance, and seasonal and spatial distribution, were studied in two natural water pools at Jalisco, México, from December 1997 through November 1998. Maximum monthly abundance in Agua Dulce lake and El Ermitaño estuary was 86 471 birds (29 686 in Agua Dulce and 56 785 in Ermitaño), with a total cummulative abundance of 179 808 individuals (66 976 in Agua Dulce and 112 832 in Ermitaño). A total of 87 waterbirds species were recorded, 78 in Agua Dulce and 73 in Ermitaño. The higher species richness and abundance was observed during winter, when migratory species arrived. Most species prefered shallow waters, except seabirds which prefered protected areas such as dunes in Agua Dulce. Other groups, like ducks and related species, prefered low salinity areas, for example in the south-east area of Ermitaño. The higher abundance of the shorebirds was found when the water level on the estuary was low. Herons were seen often at areas with high salinity and influenced by tides (e.g. mouth of Ermitaño).",4,17354436,Journal,ar,Article,100,1,1,Agua Dulce lagoon | Coastal waterbirds | Distribution | El Ermitaño estuary | Jalisco | México | Seasonality,13567,undefined,0,FALSE,57,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644479538,SCOPUS_ID:27644479538,2-s2.0-27644479538,Digestibility of columnar cacti pollen grains in the glosophagine bats Glossophaga longirostris and Leptonycteris curasoae (Chiroptera: Phyllostomidae),Muñoz-Romo M.,Revista de Biologia Tropical,00347744,00347744,53,1-2,277-280,2005-03-01,March 2005,"We examined the protoplasmic assimilation of columnar cacti pollen grains in two species of Venezuelan desert glosophagine bats, Glossophaga longirostris and Leptonycteris curasoae, by determining the amount of empty (digested) pollen grains found in their fecal samples. To determine the amount of empty pollen grains, the fecal samples were stained to differ between empty and full (non-digested) pollen grains. The number of empty and full pollen grains observed in the fecal samples were corrected using the amount of aborted pollens present (before anthesis) in flowers of the columnar cacti species (Subpilocereus repandus, Stenocereus griseus and Pilosocereus tillianus) used by bats as food in the study site; G. longirostris and L. curasoae digested 64.2% and 71.3% of all the pollens fed, respectively. These high values confirm the importance of pollen in the diet of these bats, given its high nitrogen level.",4,17354440,Journal,ar,Article,100,3,3,Bat | Cactaceae | Glossophaga longirostris | Glossophaginae | Leptonycteris curasoae | Pollen | Venezuela,13567,undefined,0,FALSE,58,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644463011,SCOPUS_ID:27644463011,2-s2.0-27644463011,"Trophic interactions within the microbial food web in a tropical floodplain lake (Laguna Bufeos, Bolivia)",Rejas D.,Revista de Biologia Tropical,00347744,00347744,53,1-2,85-96,2005-03-01,March 2005,"Whether the primary role of bacterioplankton is to act as ""remineralizers"" of nutrients or as direct nutritional source for higher trophic levels will depend on factors controlling their production and abundance. In tropical lakes, low nutrient concentration is probably the main factor limiting bacterial growth, while grazing by microzooplankton is generally assumed to be the main loss factor for bacteria. Bottom-up and top-down regulation of microbial abundance was studied in six nutrient limitation and dilution gradient-size fractionation in situ experiments. Bacteria, heterotrophic nanoflagellates (HNF), ciliates and rotifers showed relatively low densities. Predation losses of HNF and ciliates accounted for a major part of their daily production, suggesting a top-down regulation of protistan populations by rotifers. Phosphorus was found to be strongly limiting for bacterial growth, whereas no response to enrichment with Nitrogen or DOC was detected. HNF were the major grazers on bacteria (g=0.43 d-1), the grazing coefficient increased when ciliates were added (g= 0.80 d-1) but decreased when rotifers were added (g= 0.23 d-1) probably due to nutrient recycling or top-down control of HNF and ciliates by rotifers.",11,17354422,Journal,ar,Article,100,3,3,Bacterioplankton | Grazing | Microzooplankton | Nutrient | Recycling | Tropical lake,13567,undefined,0,FALSE,59,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/27644447308,SCOPUS_ID:27644447308,2-s2.0-27644447308,Phenology of the tree Sideroxylon capiri (Sapotaceae) at the tropical dry forest in Costa Rica,García E.,Revista de Biologia Tropical,00347744,00347744,53,1-2,5-14,2005-03-01,March 2005,"From March 1996 until February 2000, an study about the phenology of the Tempisque tree [Sideroxylon capiri (A.DC.) Pittier] was made in the Tropical Dry Forest of the Barra Honda National Park (Costa Rica). Ten trees were choosen at random and their phenology was evaluated monthly during the first two years and every two months afterwards. Climatological data were also collected in situ. Trees change their foliage each year during the rainy season or at the beginning of the dry season. In contrast with other native species in forest, soil water deficit is not responsible for foliage change in S. capiri. Some elements that affect the process are photoperiod and herbivores. Unknown physiological mechanisms allow the tree to maintain foliage during the driest months (March and April). Flowering and fruiting may occur every year and in any season, but mostly in the dry season, with variability both among seasons and among individuals.",9,17354415,Journal,ar,Article,100,2,2,Barra Honda National Park | Phenology | Sideroxylon capiri | Tempisque tree | Tropical Dry Forest,13567,undefined,0,FALSE,60,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548050407,SCOPUS_ID:34548050407,2-s2.0-34548050407,"Juvenile production of the red sea urchin Strongylocentrotus franciscanus (Echinodermata: Echinoidea) in Baja California, Mexico",Salas-Garza A.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,345-355,2005-01-01,Dec 2005,"The red sea urchin Strongylocentrotusfranciscanus (Agassiz 1863) is harvested commercially in Baja California, Mexico, since 1970; however, in the last ten years the capture per unit effort (CPUE) has decreased from 310 kg/fishing unit/day to 120 kg/fishing unit/day. For this reason, actions were taken to develop a culture technology allowing massive production of juveniles for re-stocking natural populations or for growing them commercially. We summarize some of the basic studies and main achievements in this effort. In Baja California, considerably faster larval development (approximately 21 days) has been attained than in the US northwest coast (62 days). Spawning of red sea urchins was routinely induced with KCI while egg fertilization was performed using a 100,000-sperm/ml solution. Six microalgae species were tested and Rhodomonas sp. produced the best larval development. The mean survival rate at the end of the larval period was 25%, but results varied widely with bactch. From the feed ratios tested, best results were obtained using 7000 cel/ml during the first week of larval development, followed by 10,000 cel/ml during the second and 15,000 cel/ml during the third week. KCl proved the most consistent metamorphic inducer, regularly yielding metamorphosis percentages higher than 90%. Metamorphosis was considered complete when the functional jaw that juveniles use for first benthic feeding appeared (as soon as 20 days after induction). With this method several thousands of red sea urchin juveniles were produced. They reached up to 1.5 mm in size during the first 50 days of culture after metamorphosis, showing the great potential for mass production of this species in the laboratory.",10,17469265,Journal,ar,Article,100,5,5,NA,13567,undefined,0,FALSE,61,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548049953,SCOPUS_ID:34548049953,2-s2.0-34548049953,Echinoderms (Echinodermata) of the Mexican Caribbean,Laguarda-Figueras A.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,109-122,2005-01-01,Dec 2005,"A systematic list of the echinoderms of the Mexican Caribbean based on museum specimens of the Colección Nacional de Equinodermos, Instituto de Ciencias del Mar y Limnología, Universidad Nacional Autónoma de México and the National Museum of Natural History, Smithsonian Institution, Washington, D.C. is presented. This list reveals an important echinoderm biodiversity in the Mexican Caribbean, where five of the six echinoderm classes are represented. A total of 178 echinoderm species is recorded, distributed in 113 genera, 51 families and 22 orders. 30 new records for the Mexican Caribbean are presents: Crínoidea (three), Asteroidea (two), Ophiuroidea (eleven), Echinoidea (one), Holothuroidea (thirteen).",37,17469249,Journal,ar,Article,100,6,6,NA,13567,undefined,0,FALSE,62,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548048984,SCOPUS_ID:34548048984,2-s2.0-34548048984,Taxonomic composition and distribution of the echinoderms associations in the littoral ecosystems from the Colombian Pacific,Neira R.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,195-206,2005-01-01,Dec 2005,"This paper examines published information and gray literature about taxonomy and ecology of echinoderm species of the Colombian Pacific Coast. Unpublished collection data of specimens kept in the Marine Sciences Museum of the University of Valle are also considered. Sixty-six species are found in coastal ecosystems and shallow bottoms of ten geographical, coastal and insular localities of the Pacific coast of Colombia. Main habitats having echinoderms are: rocky cliffs and shores, coral reefs, sand beaches, mud substrates, mangroves, and shallow bottoms of mud, sand, gravel and rocks. Regular Echinoidea and Asteroidea are the most diverse and abundant groups, mainly in subtidal rocky shallow bottoms and coral reefs. Ophiuroidea are abundant below rocky boulders. Irregular Echinoidea are abundant on sand beaches. The relatively high number of species shows that this geographical area presents a high diversity of echinoderms compared with other tropical shallow and littoral zones of the world. Rocky substrates and coral reefs are the ecosystems with the highest numbers of echinoderm species and individuals. A conservation status assessment is difficult because the lack of periodical sampling and few data about deep zones. In general, the species reported in the last 25 years, have not experimented important changes in their populations, although in some specific places, populations may decrease because human activities in coastal areas increase sedimentation rates change some rocky substrates to mud or sand.",26,17471612,Journal,re,Review,100,2,2,NA,13567,undefined,0,FALSE,63,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548044931,SCOPUS_ID:34548044931,2-s2.0-34548044931,Timing of fission in the starfish Allostichaster capensis (Echinodermata: Asteroidea) in laboratory.,Rubilar T.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,299-303,2005-01-01,Dec 2005,"Timing of fission in the fissiparous starfish Allostichaster capensis under laboratory conditions is described. A. capensis generally splits across the disc along the fission plane during the spring, and then each half regenerates the missing arms during the rest of the year. The fission process can last eight hours. The healing process starts immediately after fission. A. capensis has impressive regeneration ability, including a comet, without signs of disc, regenerated two new arms.",11,17469259,Journal,ar,Article,100,3,3,NA,13567,undefined,0,FALSE,64,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548044195,SCOPUS_ID:34548044195,2-s2.0-34548044195,Catalogue of neritic-benthonic echinoderms (Echinodermata: Asteroidea and Ophiuroidea) from the Cuban Archipelago,Abreu-Pérez M.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,29-52,2005-01-01,Dec 2005,"This is an updated taxonomic catalogue of neritic-benthonic Echinodermata (Asteroidea and Ophiuroidea) from Cuba, that includes locality, range, habitat and depth where each species is found. The species list is based on the collections of the Oceanology Institute; Havana; the ""Felipe Poey"" Museum (Havana University) and the National Museum of Natural History, Smithsonian Institution, Washington D.C. Specimens for those collections were captured by a variety of field techniques, narcotized with Cloral hydrate, fixed in formalin and stored in 70-80% alcohol. A total of 75 species have been identified from Cuban waters: Asteroidea (20 species) and Ophiuroidea (55 species).",14,17469246,Journal,ar,Article,100,3,3,NA,13567,undefined,0,FALSE,65,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548043213,SCOPUS_ID:34548043213,2-s2.0-34548043213,"Bioerosion caused by the sea urchin Diadema Mexicanum (Echinodermata: Echinoidea) at Bahías de Huatulco, Western Mexico.",Herrera-Escalante T.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,263-273,2005-01-01,Dec 2005,"Mexican Pacific sea urchin studies have been focused mainly on species distribution, ecology and fisheries. Reef degradation by sea urchin bioerosion has not been studied previously en these reefs. We investigate the importance of Diadema mexicanum as a bioerosive agent of coral carbonate at Bahias de Huatulco, and the relative magnitude of coral accretion and bioerosion. At each of five localities in Bahias de Huatulco, sea urchin density, feeding and mechanical (spine) erosion was determined for three size class intervals. In general, D. mexicanum do not exert any significant role on coral reef community structure (live coral, dead coral or algal coverage) at the Huatulco area, probably because they are generally small (2.9-4 cm test size) and few in number (1.0-6.8 ind.m-2). Mean bioerosion rates are consistent with those measured for other diadematoids, as well as other urchin species in various eastern Pacific localities. However, the degree of bioerosive impact depends on species, test size, and population density of urchins. Coral carbonate removal by D. mexicanum erosion varies from 0.17 to 3.28 kgCaCO3m(-2)yr(-1). This represents a carbonate loss of < 5% of the annual coral carbonate production at Jicaral Chachacual, San Agustín and Isla Cacaluta, but 16 and 27% at Isla Montosa and La Entrega. On balance, coral accretion exceeds sea urchin erosion at all sites examined at Huatulco. At Bahias de Huatulco coral reef communities are actively growing, though in the coming years, it might be necessary to investigate the local effects of the interaction among erosion, and environmental and human induced perturbations.",33,17469255,Journal,ar,Article,100,3,3,NA,13567,undefined,0,FALSE,66,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548042052,SCOPUS_ID:34548042052,2-s2.0-34548042052,Taxonomic list of the asteroids (Echinodermata: Asteroidea) from the shelf and superior slope from the Colombian Caribbean,Benavides-Serrato M.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,171-194,2005-01-01,Dec 2005,"Between 1998 and 2001 we surveyed the benthic macrofauna of the continental shelf and its upper slope in the Colombian Caribbean. The INVEMAR-MACROFAUNA I-II expeditions used a ""semi-ballon"" net were for 10 minute bottom drags from Punta Gallinas (Guajira) to Arboletes (Antioquia). These covered seven ecological sectors from the Colombian Caribbean: Guajira (GUA), Palomino (PAL), Tayrona (TAY), Magdalena (MAG), Archipiélagos Coralinos (ARCO), Morrosquillo (MOR), and Darié (DAR). We collected 4109 Asteroidea individuals belonging to six orders, 13 families, 26 genera, four subgenera, 35 species and eight subspecies. Luidia barbadensis, Luidia heterozona barimae, Luidia ludwigi scotti, Luidia sarsi elegans, Prionaster elegans, Cheiraster (Cheiraster) planus, Cheiraster (Cheiraster) sepitus, Cheiraster (Barbadosaster) echinulatus, Pseudarchaster gracilis gracilis, Rosaster alexandri, Pteraster acicula, Pteraster militarioides militarioides, Doraster constellatus, Mammaster sigsbeei and Coronaster briareus are first records for the Colombian Caribbean. Luidia sarsi elegans, Marginaster pectinatus, Tamaria halperni and Stephanasterias albula are first records for the south Caribbean and Pterasterpersonatus and Dipsacaster antillensis are first records for the Caribbean sea.",11,17469252,Journal,ar,Article,100,4,4,NA,13567,undefined,0,FALSE,67,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548038379,SCOPUS_ID:34548038379,2-s2.0-34548038379,"Diversity and abundance of echinoderms from the reef lagoon at Cahuita National Park, Caribbean from Costa Rica",Bolaños N.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,285-290,2005-01-01,Dec 2005,"A total of 15 species of echinoderms (one asteroid, seven ophiuroids, five echinoids and two holothurians) were recorded at the Cahuita National Park reef lagoon, between September and October 2003, using a 1 m2 quadrant. The sites with coral substrate and algae were the most diverse, while those with seagrass and sand were the least. Ophiuroids were the most abundant group with 170 individuals, asteroids were the least abundant. Adding other studies and reports of echinoderms to this study, a total of 23 species have been found at Cahuita National Park, which is the most diverse area on the Caribbean of Costa Rica. We report nine new echinoderm records for Costa Rica's Caribbean.",7,17469257,Journal,ar,Article,100,4,4,NA,13567,undefined,0,FALSE,68,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548038376,SCOPUS_ID:34548038376,2-s2.0-34548038376,Extinct and extant sand dollars (Clypeasteroida: Echinoidea) from Uruguay.,Martínez S.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,1-7,2005-01-01,Dec 2005,"We summarize information concerning Recent and Pleistocene-Holocene Uruguayan sand dollars (Mellitidae), as well as Miocene taxa (Monophorasteridae). Recent and Pleistocene-Holocene species (Encope emarginata, Mellita quinquiesperforata, and Leodia sexisperforata) are at their southernmost limits of distribution, with only E. emarginata recorded further south than Uruguay. Lower temperatures to the south, and/or the Rio de la Plata salinity barrier are suggested as controlling factors of these distributions. During the Miocene, the sea temperatures were notably higher than at present, and it was at this time that the extinct genera Monophoraster and Amplaster reached their maximum diversity in Uruguay. The family Monophorasteridae is the basal sister group of the Mellitidae.",9,17471610,Journal,ar,Article,100,2,2,NA,13567,undefined,0,FALSE,69,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548037872,SCOPUS_ID:34548037872,2-s2.0-34548037872,Echinoids (Echinodermata: Echinoidea) from the Gulf of Mexico,Laguarda-Figueras A.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,69-108,2005-01-01,Dec 2005,"The echinoid fauna of the Gulf of Mexico collected during three research cruises (20-1260 m depth) was surveyed from samples were taken at 43 stations. A total of 190 individuals were identified (eight orders, 11 families, 15 genera and 18 species). Six species are new records for the Gulf of Mexico: Stylocidaris lineata, Phormosoma placenta placenta, Plesiodiadema antillarum, Plethotaenia spatangoides, Brissopsis atlantica and Hypselaster limicolus. This adds to the little information available on the echinoid fauna of Tamaulipas, Veracruz, Tabasco, Campeche and Yucatan states in Mexico.",12,17469248,Journal,ar,Article,100,5,5,NA,13567,undefined,0,FALSE,70,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548037871,SCOPUS_ID:34548037871,2-s2.0-34548037871,"Echinoderms (Echinodermata) from the Gulf of California, Mexico",Solís-Marín F.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,123-137,2005-01-01,Dec 2005,"A systematic list of the echinoderms of the Gulf of California, based on museum specimens of the Colección Nacional de Equinodermos, Instituto de Ciencias del Mar y Limnologia, Universidad Nacional Autónoma de México and the National Museum of Natural History, Smithsonian Institution, Washington, D.C. is presented. A total of 193 echinoderm species is recorded, distributed in 108 genera, 51 families and 19 orders. 12 new records for the Gulf of California are presented: Asteroidea (four), Ophiuroidea (three) and Holothuroidea (five).",40,17469250,Journal,ar,Article,100,5,5,NA,13567,undefined,0,FALSE,71,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548036223,SCOPUS_ID:34548036223,2-s2.0-34548036223,"Catalogue of neritic-benthonic echinoderms (Echinodermata: Crinoidea, Echinoidea, Holothuroidea) from the Cuban Archipelago",del Valle García R.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,9-28,2005-01-01,Dec 2005,"This is an updated taxonomic catalogue of neritic-benthonic Echinodermata (Crinoidea, Echinoidea, Holothuroidea) from Cuba, that includes locality, range, habitat and depth where each species is found. The species list is based on the collections of the Oceanology Institute; Havana, and the ""Felipe Poey"" Museum (Havana University) Specimens for those collections were captured by a variety of field techniques, narcotized with Cloral hydrate, fixed in formalin and stored in 70-80% alcohol. A total of 53 species were recorded (eight Crinoids, 22 Echinoids and 23 Holothuroids), in 37 genera, 19 families and 12 orders. Ocnus suspectus (Ludwig, 1874) and Phyllophorus (Urodemella) occidentalis (Ludwig, 1885) are new records for Cuban waters.",12,17469245,Journal,ar,Article,100,5,5,NA,13567,undefined,0,FALSE,72,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548035770,SCOPUS_ID:34548035770,2-s2.0-34548035770,Demography and fishery of the sea urchin Loxechinus albus (Echinodermata: Echinidae) in south-austral Chile region,Arana P.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,367-382,2005-01-01,Dec 2005,"In the Magellan Region of southern Chile (52 degrees 20'S - 55 degrees 30'S), the edible urchin Loxechinus albus is collected by 1200 artisanal fishermen, of whom 450 are divers. About 360 small fishing boats and 54 transport vessels carry the fresh product to 16 processing plants. Landings of about 27 000 tons were recorded between January and December 1995. Test diameters of urchins harvested monthly were measured for a total of 119 239 specimens, and 36 406 specimens were individually weighed; sex determination was carried out on 2 314 specimens. Field data indicate that the harvest was about 6.6 x 106 dozen urchins (this is a measuring method employed by fishermen in the region), with an extractive effort of 14 753 diver/days. The fisheries yield ranged from an annual minimum of 235 DUDD (dozen urchins per diver/day) to a maximum of 660 DUDD. In overall terms, the lowest average yields were between January and April (415-427 DUDD), and the highest yields between May and December (456-510 DUDD). Mean sizes increased from June to November and decreased from December to June. Size frequency of males and females were polymodal, with the most relevant modes at 72-84 mm in males, and at 79-88 mm in the females. The percentage of individuals below the minimum legal size (70 mm) did not exceed 4.9% for males and 3.6% for females. The size-weight records fit a power model which suggested that this species has a negative allometric growth (b = 2.007). Regarding weight, urchins in the size range from 80.0 to 84.9 mm were those with the maximum contribution to the regional landings. The highest values recorded for the utilized condition factor were: Average Condition Factor (ACF) = May to July, and November; Isometric (or Cubic) Condition Factor (ICF) = July; and Allometric Condition Factor (ACF) = June. Spawning occurred mainly between August and September, and ended by the end of October. Exploitation of this species represents one of the main sources of employment for the artisanal fisheries sector in the Magellan Region. The main difficulty observed in this fishery was obtaining a sufficient supply of urchins with a yellow-gold colored gonadic material, which forms the basis for demand of this urchin by the international market.",8,17469267,Journal,ar,Article,100,1,1,NA,13567,undefined,0,FALSE,73,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548032561,SCOPUS_ID:34548032561,2-s2.0-34548032561,The echinoderms (Echinodermata) from El Salvador,Enrique Barraza J.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,139-146,2005-01-01,Dec 2005,"A list of echinoderms from El Salvador (tropical eastern Pacific) is presented. The results were obtained from field surveys (between the years 2000 and 2004), the scarce literature sources, and Internet information. A total of 37 species and six genera are reported. The most abundant echinoderms in rocky shores were: Phataria unifascialis, Echinometra vanbrunti, Holothuria kefersteini, as well as Astropecten armatus in soft bottoms.",8,17471611,Journal,ar,Article,100,2,2,NA,13567,undefined,0,FALSE,74,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548031358,SCOPUS_ID:34548031358,2-s2.0-34548031358,Larval growth and survival of Echinometra lucunter (Echinoidea: Echinometridae) fed with microalgae Chaetoceros gracilis and Isochrysis galbana,Astudillo D.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,337-344,2005-01-01,Dec 2005,"Thirty sexually mature sea urchins (Echinometra lucunter; diameter 45.8 +/- 17.5 mm) were collected at Macanao, Margarita Island, Venezuela (11 degrees 48'29"" N / 64 degrees 13'10"" W). They were injected potassium chloride (50 M) directly into the celomic cavity. After two minutes 90% spawned (17 females and 10 males), the others never spawned. Fertilization was 87.0 +/- 12.6% (1:100 oocytes/sperm) at 29 +/- 2 degrees C. The fertile eggs were placed in three treatment gropsu with nine containers (18 liters; 2 eggs/ml) each, all with bottom aeration. Treatments were: Chaetoceros gracilis; Isochrysis galbana, and a mixture of both microalgae (respectively: 20 000 and 60,000 cell/ml for each microalgae, 1:1 for the mixture). Salinity, pH, temperature and larval survival were determinated daily. The study ended when the post-metamorphic phase was completed. The embryonic development time was 16.3 +/- 0.2 h until the prism stage at pH 8.4 +/- 0.1; 38 +/- 1 psu and 28 +/- 1.4 degrees C. The two-arms larval stage was reached at 24 h: 33 min, with a total length of 190 +/- 16.3 microm fed on C. gracilis, 152 +/- 19.0 microm with I. galbana and 182.4 +/- 14.1 microm with the mixture. The larvae next to metamorphosis reabsorbed the arms and had the characteristic shape of juvenile urchins at 12 days with 670.2 +/- 22.2 microm fed on C. gracilis, 665 +/- 12.1 microm fed on I. galbana and 670 +/- 14.1 microm fed on the mixture. The accumulated survival to the juvenile stage was 14.7 +/- 3.8% when fed on C. gracilis, higher than the other treatments (5.4 +/- 1.2; 14.0 +/- 2.6). E. lucunter is an excellent prospect to be commercially cultured because of its short embryonic (16 hours) and larval development time (12 days) and good survival rate when fed on monoculture (C. gracilis and I. galbana) or mixed diet (we recommend C. gracilis).",11,17469264,Journal,ar,Article,100,5,5,NA,13567,undefined,0,FALSE,75,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548028699,SCOPUS_ID:34548028699,2-s2.0-34548028699,"Echinoderms from Marino Ballena National Park, Pacific, Costa Rica",Alvarado J.J.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,275-284,2005-01-01,Dec 2005,"A total of 25 species of echinoderms (four asteroids, six ophiuroids, five echinoids and ten holothurians) were recorded at Marino Ballena National Park, using 25 m2 quadrants, parallel to the coast, at seven sites. The ophiuroids were the most abundant group with 581 individuals and the asteroids the less abundant (48 individuals). Echinoderms densities were low, with the exception of the ophiuroids. Diversity, density and the number of groups were higher where sedimentation was lower. We suggest that sedimentation is having a negative effect on the diversity of echinoderms and on the development of the coral reefs in this park.",20,17469256,Journal,ar,Article,100,2,2,NA,13567,undefined,0,FALSE,76,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548023441,SCOPUS_ID:34548023441,2-s2.0-34548023441,"Sea star (Asteroidea) association structures on the rocky reef in the Gulf of California, Mexico",Reyes Bonilla H.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,233-244,2005-01-01,Dec 2005,"Sea stars are invertebrates that play relevant roles in rocky and coral reefs: they occupy different levels in food webs and may act as top predators. There are numerous studies on taxonomy and biogeography of the class in the eastern tropical Pacific, but information about the attributes and composition of its assemblages is scant. The objectives of this study were the examination and comparison of asteroid community structure from four regions of the Gulf of California, Mexico, characterized by the presence of rocky reefs, and the search for possible associations between pairs of species. In August 2004 we visited four locations in the western gulf: Bahia de Los Angeles (29 degrees N), Santa Rosalia (27 degrees N), Loreto (26 degrees N) and La Paz (24 degrees N), and censuses sea stars using 50 m2 belt transects (N=93). Abundance and species richness was estimated, as well as diversity (H'), evenness (J') and taxonomic distinctness (delta*); then, all variables were compared among regions with analysis of variance. In addition, an ordination analysis was run looking for groups of locations with similar faunistic composition. Our results showed that Loreto Bay had the highest richness and abundance of asteroids, probably because it presents a large number of habitats and multiple food sources; these conditions seem to favor the occurrence of rare species and of detritivores. However, there were no significant interregional differences among ecological indices, nor we detected groups of locations singled out because of its species composition. Thus, community structure of sea stars in rocky areas of the Gulf of California is quite homogeneous and do not change with latitude. This is a consequence of the fact that all regions under analysis had the species Phataria unifascialis and Pharia pyramidatus as dominant in number. There were significant positive associations between three pairs of species: apparently competition is not particularly relevant to control sea star community structure in the Gulf.",12,17469253,Journal,ar,Article,100,3,3,NA,13567,undefined,0,FALSE,77,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34548022320,SCOPUS_ID:34548022320,2-s2.0-34548022320,"Oceanographic conditions and diversity of sea stars (Echinodermata: Asteroidea) in the Gulf of California, México.",Cintra-Buenrostro C.,Revista de biología tropical,00347744,NA,53 Suppl 3,NA,245-261,2005-01-01,Dec 2005,"Species richness is one of the best indicators of biodiversity. However, there are few investigations on concordance of diversity patterns and environmental settings for marine regions. The objectives of this study were to correlate species richness of shallow water (< 200 m deep) sea stars with key oceanographic factors in the Gulf of California, México, and to predict species richness of Asteroidea using multiple regressions. In these analyses the Gulf was divided into nine sections of one degree in latitude (from 23-31 degrees N), at each section we recorded: continental shelf area (at 100 and 200 m depth), temperature mean and range at three depth levels (0, 60 and 120 m), thermocline depth, surface nutrient concentrations (nitrates, phosphates and silicates), surface photosynthetic pigment concentration, and integrated productivity. Sea star species richness at each latitudinal section was estimated from literature data, new collections and museum records. Species were assigned to one of the following feeding guilds: predators of small mobile invertebrates (I), detritivores (D), predators of colonial organisms (C), generalist carnivores (G), and planktivores (P). There are 47 shallow water asteroid species in the Gulf of California (16 I, 15 D, eight C, six G, one P and one not assigned). Total species richness and guild species richness showed strong latitudinal attenuation patterns and were higher in the southernmost Gulf, an area characterized by a narrow shelf, high temperature, and low nutrient concentrations. Species diversity for each guild was correlated to a set of oceanographic parameters: temperature, nitrate concentration, and integrated productivity were linked to richness in must cases. We detected that nutrients and surface pigments always presented negative relationships with species richness, indicating that productive environments limit asteroid diversity in the study area. Finally, the postulated regression models to estimate species richness from oceanographic data were significant and highly precise. We conclude that species richness of Asteroidea in the Gulf of California is related to oceanographic conditions and can be estimated from regional oceanographic information.",10,17469254,Journal,ar,Article,100,3,3,NA,13567,undefined,0,FALSE,78,NA,NA,NA
