@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/7544232104,SCOPUS_ID:7544232104,2-s2.0-7544232104,Ectomycorrhizal abundance and community composition shifts with drought: Predictions from tree rings,Swaty R.L.,Ecology,00129658,85,4,1072-1084,2004-01-01,April 2004,111,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,85,10.1890/03-0224,"Mycorrhizae play a key role in ecosystem dynamics, and it is important to understand how environmental stress and climate change affect these symbionts. Several climate models predict that the intercontinental western United States will experience an increase in extreme precipitation events and warming temperatures. In 1996, northern Arizona, USA, experienced a 100-year drought that caused high local mortality of pinyon pine (Pinus edulis), a dominant tree of the southwest. We compared trunk growth, water potentials, and ectomycorrhizal dynamics for surviving trees at three high-mortality sites and adjacent low-mortality sites. Four major patterns emerged. First, surviving trees at sites that suffered high mortality exhibited reduced long-term growth and increased water stress relative to adjacent sites where little or no mortality occurred. Second, surviving trees from high-mortality sites had 50% lower ectomycorrhizal colonization and showed a pronounced shift in fungal community composition relative to low-mortality sites. Third, in support of an intermediate-host plant stress hypothesis, trees that experienced intermediate levels of stress supported two-fold greater ectomycorrhizal colonization than trees at the high or low end of a stress gradient. Fourth, we observed a strong correlation between trunk growth and ectomycorrhizal colonization and validated the resulting regression model with independent data. This relationship suggests that tree rings can be used to reconstruct past and predict future ectomycorrhizal colonization. Overall, our findings suggest that predicted climate changes might be accompanied by both qualitative and quantitative changes in ectomycorrhizal dynamics that could affect ecosystems by altering nutrient cycling, carbon dynamics, and host-plant performance.","Arizona, USA (northern) | Climate-change effects | Community structure | Drought effects | Ectomycorrhizal fungi | Intermediate-host plant stress hypothesis | Pinus edulis | Tree rings predict ectomycorrizal colonization",NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544231763,SCOPUS_ID:7544231763,2-s2.0-7544231763,An invasive plant promotes unstable host-parasitoid patch dynamics,Cronin J.,Ecology,00129658,85,10,2772-2782,2004-01-01,October 2004,57,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,86,10.1890/04-0303,"In theory, the rate of interpatch dispersal significantly influences the population dynamics of predators and their prey, yet there are relatively few field experiments that provide a strong link between these two processes. In tallgrass prairies of North America, the planthopper, Prokelisia crocea, and its specialist parasitoid, Anagrus columbi, exist among discrete host-plant patches (prairie cordgrass, Spartina pectinata). In many areas, the matrix, or habitat between patches, has become dominated by the invasive exotic grass, smooth brome (Bromus inermis). We performed a landscape-level field study in which replicate cordgrass networks (identical in number, size, quality, and distribution of cordgrass patches) were embedded in a matrix composed of either mudflat (a native matrix habitat) or smooth brome. Mark-recapture experiments with the planthopper and parasitoid revealed that the rate of movement among cordgrass patches for both species was 3-11 times higher in smooth brome than in mudflat. Within three generations, planthopper and parasitoid densities per patch were on average ∼50% lower and spatially 50-87% more variable for patches embedded in a brome as compared to a mudflat matrix. A brome-dominated landscape also promoted extinction rates per patch that were 4-5 times higher than the rates per patch in native mudflat habitat. The effect was more acute for the parasitoid. We suggest that the differences in population dynamics between networks of patches in brome and those in mudflat were driven by underlying differences in interpatch dispersal (i.e., patch connectivity). To our knowledge, this is the first experimental study to reveal that matrix composition, in particular, the presence of an invasive plant species, affects the spatial and temporal dynamics of an herbivore and its natural enemy.",Anagrus columbi | Bromus inermis | Connectivity | Emigration | Extinction | Host-parasitoid interactions | Immigration | Matrix | Prokelisia crocea | Tallgrass prairie,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544229720,SCOPUS_ID:7544229720,2-s2.0-7544229720,"Spatial heterogeneity, not visitation bias, dominates variation in herbivory: Comment",Cahill J.F.,Ecology,00129658,85,10,2901-2910,2004-01-01,October 2004,3,Journal,no,Note,100,10,10,20308,undefined,0,FALSE,87,10.1890/03-3169,NA,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544229367,SCOPUS_ID:7544229367,2-s2.0-7544229367,The matrix enhances the effectiveness of corridors and stepping stones,Baum K.,Ecology,00129658,85,10,2671-2676,2004-01-01,October 2004,209,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,88,10.1890/04-0500,"Conservation strategies often call for the utilization of corridors and/or stepping stones to promote dispersal among fragmented populations. However, the extent to which these strategies increase connectivity for an organism may depend not only on the corridors and stepping stones themselves, but also on the composition of the surrounding matrix. Using an herbivore-host-plant system consisting of the planthopper Prokelisia crocea and its sole host plant, prairie cordgrass (Spartina pectinata), we show that the effectiveness of corridors and stepping stones for promoting planthopper dispersal among patches depended strongly on the intervening matrix habitat. In a low-resistance matrix (one that facilitates high rates of interpatch dispersal), both stepping stones and corridors promoted high connectivity, increasing the number of colonists by threefold relative to patches separated by matrix habitat only. The effectiveness of stepping stones and corridors was significantly lower in a high-resistance matrix (one that promotes low rates of interpatch dispersal), with stepping stones failing to improve connectivity for the planthoppers relative to controls. Thus, we conclude that the matrix is an integral component of landscapes and should be considered together with corridors and stepping stones in strategies designed to increase dispersal among fragmented populations.",Colonization | Connectivity | Conservation | Corridors | Dispersal | Edge effects | Habitat fragmentation | Matrix | Movement | Prokelisia | Spartina | Stepping stones,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544229366,SCOPUS_ID:7544229366,2-s2.0-7544229366,Roles of food quality and enemy-free space in host use by a generalist insect herbivore,Singer M.,Ecology,00129658,85,10,2747-2753,2004-01-01,October 2004,105,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,89,10.1890/03-0827,"The relative importance of food quality vs. enemy-free space remains an unresolved but central issue in the evolutionary ecology of host use by phytophagous insects. In this study, we investigate their relative importance in determining host-plant use by a generalist caterpillar, Estigmene acrea (Lepidoptera: Arctiidae). In nature, E. acrea late-instar caterpillars preferred Senecio longilobus (Asteraceae), which contains pyrrolizidine alkaloids that the caterpillars sequester, over Viguiera dentata (Asteraceae), a natal host, and typically suffered a 28% mortality risk from parasitoids. We hypothesized that the natural, mixed diet of caterpillars provides high-quality food via hosts like Viguiera as well as antiparasitoid defense via sequestered toxins from Senecio. We found that a pure Viguiera diet provides superior growth performance over a pure Senecio or mixed diet in the absence of parasitism. However, when parasitism risk is at least moderate, the mixed diet provides a survival advantage over the pure diets of Viguiera or Senecio. We therefore conclude that the balance between benefits of growth (food quality) and defense (enemy-free space) maintains the use of a mixed diet in nature. Furthermore, the value of enemy-free space supercedes the value of food quality in determining the host-plant preference of late-instar caterpillars.",Arctiidae | Diet choice | Enemy-free space | Estigmene acrea | Generalist insect herbivore | Host preference | Parasitoids | Polyphagy | Senecio longilobus | Tachinidae | Tritrophic interactions | Viguiera dentata,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544227161,SCOPUS_ID:7544227161,2-s2.0-7544227161,How dependent are species-pair interaction strengths on other species in the food web?,Peacor S.,Ecology,00129658,85,10,2754-2763,2004-01-01,October 2004,59,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,90,10.1890/03-0662,"In ecological theory species interaction strengths are typically described by constants or functions that depend on the densities of the two interacting species. However, if species' traits (phenotypes) are plastic, then modifications in these traits (induced by the presence of another species) could affect interaction strengths of the focal species with a number of other species in the system. The magnitudes of such higher-order effects on interaction strengths have not been reported and are not straightforward to measure. We present a methodology to quantify changes in consumer-resource interaction coefficients (a metric of interaction strength) due to effects of predators on consumer (i.e., the prey of the predator) phenotype (e.g., nonlethal or trait-mediated effects). Application of this method to studies in diverse systems indicates that predators can strongly reduce consumer - resource interaction coefficients, often in the range of 20-80%. We use analytic and simulation models to show that effects on interaction coefficients of this magnitude can lead to trait-mediated effects that contribute more strongly than density-mediated effects to the net effects of predators on consumers and their resources, and even qualitatively change model predictions. Our results strengthen previous claims that trait-mediated effects strongly influence species interactions and suggest that recent calls to quantify interaction strengths must be broadened to include examination of the variation in interaction strengths due to their dependence on densities of other species (most notably predators) in food webs.",Food web | Higher-order interaction | Indirect interaction | Interaction coefficient | Interaction strength | Nonlethal | Phenotypic plasticity | Trait-mediated,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544225472,SCOPUS_ID:7544225472,2-s2.0-7544225472,The influence of a salinity and nutrient gradient on coastal vs. upland tritrophic complexes,Moon D.,Ecology,00129658,85,10,2709-2716,2004-01-01,October 2004,25,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,91,10.1890/03-4099,"We examined the relative strengths of top-down and bottom-up effects acting on insect herbivores feeding on five species of plants growing in coastal or upland regions of a Florida salt marsh. Three of the plant species, Borrichia frutescens, Coccoloba uvifera, and Baccharis halimifolia, grew close to the shore, while the two remaining species, Myrica cerifera and Persea borbonia, grew in upland areas with lower salinity and no tidal input. For each species, we added nitrogen fertilizer and reduced parasitism with sticky traps in a fully factorial design, and assessed the relative impacts of these bottom-up and top-down manipulations on the most common herbivores of each plant. We then used a within-study meta-analysis to integrate the results and quantitatively compare the strengths of top-down and bottom-up effects on the herbivores of these coastal and upland plants. Both fertilization and reduction of parasitism resulted in significant increases in herbivore densities, and the effects of these treatments were only slightly more pronounced for herbivores of the upland plant species than the coastal plant species. The greatest difference, however, between coastal and upland systems was in the strength of the interaction between nutrients and parasitism. Fertilization strongly increased the effects of parasitism for herbivores of upland plants, but not coastal plants. Correlations between effect sizes and ambient salinity and foliar nitrogen levels showed that environmental stress levels may be principally responsible for the strength of interaction between bottom-up and top-down forces, but nutrient levels likely play a lesser role.",Bottom-up | Coastal gradient | Fertilization | Food chain | Parasitoid | Plant-insect interaction | Top-down,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544225127,SCOPUS_ID:7544225127,2-s2.0-7544225127,"Energetics, predation, and ration affect size-dependent growth and mortality of fish during winter",Garvey J.,Ecology,00129658,85,10,2860-2871,2004-01-01,October 2004,78,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,92,10.1890/03-0329,"Winter temperatures may reduce energy costs for ectotherms. However, variable mid-temperate and low-latitude winters may interact with scaling of size, metabolism, and energy reserves to cause energy deficits and require trade-offs between foraging and predation. A dynamic optimization model explored how ration, fall fat, and both non- and size-selective predation influenced foraging (i.e., fast or forage) and energy allocation (i.e., length or fat) decisions that maximize winter survival of age-0 largemouth bass (Micropterus salmoides). During a mid-latitude (38° N) winter, a pond experiment in which age-0 fish occurred with or without adult conspecific predators tested a subset of the model. In the model without predators, winter foraging occurred, with small size only reducing survival when low ration and low fall fat caused small fish to exhaust reserves. With predation, all sizes foraged to maintain mass and fat reserves when ration was sufficiently high, with small fish also growing in length. When modeled predation was nonselective, size-dependent mortality varied in complex ways. In contrast, size-selective predators consistently reduced survival of small fish. Generally consistent with the model, fish in ponds without predators gained mass and energy content, while those with predators only maintained these parameters. All small individuals grew more than large counterparts in length. Mortality in ponds never depended on size but was ∼20% higher with predators. Energy deficits often demand active foraging during mid-temperate winters, with predation rather than energy depletion influencing size-dependent survival.",Ectotherm | Fat | Growth | Largemouth bass | Length | Micropterus salmoides | Predation | Survival | Winter,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544225126,SCOPUS_ID:7544225126,2-s2.0-7544225126,Synergistic effects of conspecifics and food on growth and energy allocation of a damselfish,Booth D.J.,Ecology,00129658,85,10,2881-2887,2004-01-01,October 2004,19,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,93,10.1890/03-0535,"Grouping organisms may suffer reduced growth due to food deprivation in the presence of larger conspecifics, but this cost can be outweighed by advantages of reduced predation risk in larger groups. Here, tagged new juveniles of a small, grouping damselfish Dascyllus aruanus, were added to small coral heads that were either empty or supported small groups of larger conspecifics. Half of the coral heads with conspecifics and half of those without were subjected daily to additions of brine shrimp, similar to natural zooplankton food, over a three-week period. Growth was measured as increase in body length, change in body condition (lipid content), and overall energy gain. Body lipid reserves were higher (21%) in recruits subjected to added food and in the presence of conspecifics (13%). Total energy was higher (53%) in recruits with added food but was not affected by conspecific presence. There was an interaction between conspecific presence and food supplementation treatment on change in body length, a commonly used growth estimator. These differences suggest that the benefits of extra food and effects of conspecific presence differ depending on the metric used to measure growth, but that presence of larger conspecifics enhanced the increased growth that resulted from higher food intake.",Body condition | Conspecific density | Dascyllus aruanus | Energy allocation | Growth | Lipids | Recruitment | Social groups,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544224031,SCOPUS_ID:7544224031,2-s2.0-7544224031,Morphological dispersion of Rhytidoponera assemblages: The importance of spatial scale and null model,Nipperess D.,Ecology,00129658,85,10,2728-2736,2004-01-01,October 2004,21,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,94,10.1890/03-0741,"A series of spatially nested assemblages of Rhytidoponera operational taxonomic units (OTUs) (Formicidae: Hymenoptera) from Sturt National Park, New South Wales, Australia, were examined for patterns of dispersion in multivariate morphological space. Morphological overdispersion within an assemblage, relative to a null model, is hypothesized to be a result of the structuring influence of interspecific competition. We compared up to 45 observed assemblages, from across multiple spatial scales, to two null models. Meta-analysis of the null model analyses indicated a general trend to morphological overdispersion, particularly so at restricted scales. Larger scale assemblages were overdispersed relative to only one of the two null models, which we tentatively interpret as being indicative of different competition-driven mechanisms operating at different spatial scales. We also demonstrate that the observed assemblages represent a larger number of species groups than expected by chance, and that this pattern of phylogenetic overdispersion is closely related to the observed morphological patterns.","Assembly rules | Competition | Ecomorphology | Formicidae | Morphological dispersion | Rhytidoponera | Sturt National Park, New South Wales, Australia",NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544222007,SCOPUS_ID:7544222007,2-s2.0-7544222007,Temporal dynamics in the structure and composition of a desert rodent community,Thibault K.,Ecology,00129658,85,10,2649-2655,2004-01-01,October 2004,62,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,95,10.1890/04-0321,"The rank-abundance distribution (RAD) represents the manner in which species divide resources. Community-specific division rules that determine resource allocation among species, and thereby the shape of the RAD, have been hypothesized to account for observed stability of local species richness over time. While the shape of the RAD has been well studied, the temporal dynamics of this distribution have received much less attention. Here we assess changes in the shape of the RAD through time in a desert rodent community in Arizona (USA). Because energy use may be more appropriate for studying resource division than abundance, we also evaluate an energetic equivalent of the RAD. Significant, directional trends in the shapes of both distributions are present in this community. These changes are driven by trends in the relative abundances (or energy use) of Ranks 2, 3, and 4, and are significantly correlated with variation in total energy use by the community and with compositional change. Our results suggest that (1) rank-abundance and rank-energy distributions are not static and can change directionally through time, (2) species richness and rank distributions are not necessarily as intimately connected as early studies assumed, and (3) rank-abundance and rank-energy distributions are influenced by both the amount of energy available to the community and species-specific interactions.","Community properties | Community structure | Desert rodents | Portal, Arizona, USA, desert rodent community | Rank-abundance distribution | Rank-energy distribution | Resource allocation | Species richness | Temporal dynamics",all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7544220213,SCOPUS_ID:7544220213,2-s2.0-7544220213,Inducible defenses and trophic structure,Vos M.,Ecology,00129658,85,10,2783-2794,2004-01-01,October 2004,83,Journal,ar,Article,100,6,6,20308,undefined,0,FALSE,96,10.1890/03-0670,"Resource edibility is a crucial factor in ecological theory on the relative importance of bottom-up and top-down control. Current theory explains trophic structure in terms of the relative abundance and succession of edible and inedible species across gradients of primary productivity. We argue that this explanation is incomplete owing to its focus on inedibility and the assumption that plants and herbivores have fixed defense levels. Consumer-induced defenses are an important source of variation in the vulnerability of prey and are prevalent in natural communities. Such induced defenses decrease per capita consumption rates of consumers but hardly ever result in complete inedibility. When defenses are inducible a prey population may consist of both undefended and defended individuals. Here we use food chain models with realistic parameter values to show that variation in consumption rates on different prey types causes a gradual instead of stepwise increase in the biomass of all trophic levels in response to enrichment. Such all-level responses have been observed in both aquatic and terrestrial ecosystems and in microbial food chains in the laboratory. We stress that, in addition to the known food web effects of interspecific variation in edibility, intraspecific variation in edibility is another form of within-trophic-level heterogeneity that also has such effects. We conclude that inducible defenses increase the relative importance of bottom-up control.",Biomass responses | Bottom-up control | Edibility | Enrichment | Food chain | Food web | Infochemicals | Multitrophic interactions | Primary productivity | Top-down control,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7444272895,SCOPUS_ID:7444272895,2-s2.0-7444272895,Fish invasion restructures stream and forest food webs by interrupting reciprocal prey subsidies,Baxter C.,Ecology,00129658,85,10,2656-2663,2004-01-01,October 2004,370,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,97,10.1890/04-138,"Habitat alteration and biotic invasions are the two leading causes of global environmental change and biodiversity loss. Recent innovative experiments have shown that habitat disturbance can have drastic effects that cascade to adjacent ecosystems by altering the flow of resource subsidies from donor systems. Likewise, exotic species invasions could alter subsidies and affect distant food webs, but very few studies have tested this experimentally. Here we report evidence from a large-scale field experiment in northern Japan that invasion of nonnative rainbow trout (Oncorhynchus mykiss) interrupted reciprocal flows of invertebrate prey that drove stream and adjacent riparian forest food webs. Rainbow trout usurped terrestrial prey that fell into the stream, causing native Dolly Varden charr (Salvelinus malma) to shift their foraging to insects that graze algae from the stream bottom. This indirectly increased algal biomass, but also decreased biomass of adult aquatic insects emerging from the stream to the forest. In turn, this led to a 65% reduction in the density of riparian-specialist spiders in the forest. Thus, species invasions can interrupt flows of resources between interconnected ecosystems and have effects that propagate across their boundaries, effects that may be difficult to anticipate without in-depth understanding of food web relationships.","Food webs | Hokkaido, Japan | Invasion ecology | Large-scale field experiment | Oncorhynchus mykiss | Resource subsidies | Riparian ecology | Salvelinus malma | Stream ecology",NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6044221341,SCOPUS_ID:6044221341,2-s2.0-6044221341,The implications of lung-regulated buoyancy control for dive depth and duration,Hays G.,Ecology,00129658,85,4,1137-1145,2004-01-01,April 2004,73,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,98,10.1890/03-0251,"Among air-breathing divers, control of buoyancy through lung volume regulation may be most highly developed in marine turtles. In short, the turtle lung may serve a dual role as both an oxygen store and in buoyancy control. A simple model is developed to show that, for turtles diving up to the maximum depth at which they can still use their lungs to attain neutral buoyancy, the total oxygen store will increase greatly with dive depth, and hence a corresponding increase in dive duration is predicted. Time-depth recorders attached to free-living green turtles (Chelonia mydas) at Ascension Island confirmed a marked increase in dive duration with depth, with the gradient of this relationship being >10 times that seen in diving birds and mammals. Consistent with the prediction that the lungs serve a dual role, we found that, when lead weights were added to some turtles to increase their specific gravity, the mean depth of dives decreased, but for dives to the same depth, weighted animals dived for longer. The depth distribution of green turtles seems to be generally constrained by the maximum depth at which they can still attain close to neutral buoyancy.",Ascension Island | Bird | Buoyancy control | Chelonia mydas | Depth selection | Diving | Green turtle | Mammal | Penguin | Pinniped | Seal,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/5444234392,SCOPUS_ID:5444234392,2-s2.0-5444234392,Determinants of long-distance seed dispersal by wind in grasslands,Soons M.,Ecology,00129658,85,11,3056-3068,2004-01-01,November 2004,212,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,99,10.1890/03-0522,"Long-distance seed dispersal is an important topic in ecology, but notoriously difficult to quantify. Previous modeling approaches have failed to simulate long-distance dispersal, and it has remained unclear which mechanisms determine long-distance dispersal and what their relative importance is. We simulated wind dispersal of grassland plant seeds with four mechanistic models of increasing complexity and realism to assess which processes and which attributes of plants and their environment determine dispersal distances. We compared simulation results of the models to each other and to data from field dispersal experiments. The more complex and realistic models predicted short-distance dispersal more accurately and were the only models able to simulate long-distance dispersal. The model comparisons showed that autocorrelated turbulent fluctuations in vertical wind velocity are the key mechanism for long-distance dispersal. Seed dispersal distances are longest under high wind velocity conditions, when mechanically produced turbulent air movements are large. Under very low wind velocity conditions seeds are dispersed farther when there is more surface heating, but never as far as during strong wind events. Model sensitivity analyses showed that mean horizontal wind velocity, seed release height, and vegetation height are crucial determinants of dispersal potential and dispersal distances. Between plant species (but not within a species), seed terminal velocity is an additional important determinant of long-distance dispersal. These results imply that seed release height is the most important plant-controlled dispersal parameter for grassland plants, and that the structure of the local vegetation greatly affects dispersal distances. Thus, management plans for grasslands should take into account that changes in vegetation structure, e.g., due to eutrophication, can reduce the seed dispersal ability of wind-dispersed plant species.",Atmospheric stability | Dispersal experiments | Grassland | Long-distance seed dispersal | Mechanistic dispersal models | Seed release height | Terminal velocity | Turbulence | Uplifting | Wind dispersal,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/5344280529,SCOPUS_ID:5344280529,2-s2.0-5344280529,Pollen limitation of plant reproduction: Ecological and evolutionary causes and consequences,Ashman T.L.,Ecology,00129658,85,9,2408-2421,2004-01-01,September 2004,844,Journal,re,Review,100,12,12,20308,undefined,0,FALSE,100,10.1890/03-8024,"Determining whether seed production is pollen limited has been an area of intensive empirical study over the last two decades. Yet current evidence does not allow satisfactory assessment of the causes or consequences of pollen limitation. Here, we critically evaluate existing theory and issues concerning pollen limitation. Our main conclusion is that a change in approach is needed to determine whether pollen limitation reflects random fluctuations around a pollen-resource equilibrium, an adaptation to stochastic pollination environments, or a chronic syndrome caused by an environmental perturbation. We formalize and extend D. Haig and M. Westoby's conceptual model, and illustrate its use in guiding research on the evolutionary consequences of pollen limitation, i.e., whether plants evolve or have evolved to ameliorate pollen limitation. This synthesis also reveals that we are only beginning to understand when and how pollen limitation at the plant level translates into effects on plant population dynamics. We highlight the need for both theoretical and empirical approaches to gain a deeper understanding of the importance of life-history characters, Allee effects, and environmental perturbations in population declines mediated by pollen limitation. Lastly, our synthesis identifies a critical need for research on potential effects of pollen limitation at the community and ecosystem levels.",Causes and consequences | Elasticities | Hand pollination | Plant demography | Pollen | Pollen limitation | Pollinators | Seed set | Supplemental pollination,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/5344275937,SCOPUS_ID:5344275937,2-s2.0-5344275937,Hydrologic regimes and riparian forests: A structured population model for cottonwood,Lytle D.,Ecology,00129658,85,9,2493-2503,2004-01-01,September 2004,160,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,101,10.1890/04-0282,"Riparian cottonwood (Populus deltoides) forests form the one of the most extensive deciduous forest ecosystems in arid regions of the western United States. However, cottonwood populations are threatened by flow alteration and channel degradation caused by dams, water diversions, and groundwater pumping. We developed a stochastic, density-dependent, population model to (1) consolidate information concerning cottonwood population dynamics in a conceptual and analytical framework, (2) determine whether complex forest stand dynamics can be predicted from basic cottonwood vital rates and river hydrology, and (3) aid in planning prescribed floods by projecting how altered flow regimes might affect populations. The model describes how annual variation in the hydrograph affects cottonwood mortality (via floods and droughts) and recruitment (via scouring of new habitat and seedling establishment). Using parameter values for the undammed Yampa River in Colorado, we found that abundances of seedlings and younger trees followed a boom-bust cycle driven by high flood mortalities while reproductive adult abundance followed a less erratic 5-15-yr periodicity driven by multiyear sequences of flows favorable to stand recruitment. Conversely, chance occurrences of multiple drought years eliminated cottonwood from up to 50% of available habitat, providing opportunities for competing plant species to establish. By simulating flow alterations on the Yampa ranging from channelization (many floods/droughts) to damming (few floods/droughts), the model suggested that mature cottonwood forest should be most abundant near the observed natural flow regime. Model analysis also suggested that flow regimes with high flood frequencies result in stable (albeit small) population sizes, while stable flows result in highly variable population sizes prone to local extinction.",Cottonwood | Crowding dependence | Density dependence | Disturbance | Drought | Flooding | Hydrologic alteration | Natural flow regime | Populus | Self thinning | Stochastic model,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/5344275277,SCOPUS_ID:5344275277,2-s2.0-5344275277,Estimating survival and breeding probability for pond-breeding amphibians: A modified robust design,Bailey L.,Ecology,00129658,85,9,2456-2466,2004-01-01,September 2004,56,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,102,10.1890/03-0539,"Many studies of pond-breeding amphibians involve sampling individuals during migration to and from breeding habitats. Interpreting population processes and dynamics from these studies is difficult because (1) only a proportion of the population is observable each season, while an unknown proportion remains unobservable (e.g., non-breeding adults) and (2) not all observable animals are captured. Imperfect capture probability can be easily accommodated in capture-recapture models, but temporary transitions between observable and unobservable states, often referred to as temporary emigration, is known to cause problems in both open- and closed-population models. We develop a multistate mark-recapture (MSMR) model, using an open-robust design that permits one entry and one exit from the study area per season. Our method extends previous temporary emigration models (MSMR with an unobservable state) in two ways. First, we relax the assumption of demographic closure (no mortality) between consecutive (secondary) samples, allowing estimation of within-pond survival. Also, we add the flexibility to express survival probability of unobservable individuals (e.g., ""non-breeders"") as a function of the survival probability of observable animals while in the same, terrestrial habitat. This allows for potentially different annual survival probabilities for observable and unobservable animals. We apply our model to a relictual population of eastern tiger salamanders (Ambystoma tigrinum tigrinum). Despite small sample sizes, demographic parameters were estimated with reasonable precision. We tested several a priori biological hypotheses and found evidence for seasonal differences in pond survival. Our methods could be applied to a variety of pond-breeding species and other taxa where individuals are captured entering or exiting a common area (e.g., spawning or roosting area, hibernacula).",Ambystoma tigrinum | Capture-recapture | Detection probability | Multistate models | Pond-breeding amphibians | Survival probability | Temporary emigration | Unobservable state,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/5344274619,SCOPUS_ID:5344274619,2-s2.0-5344274619,Extracting more out of relocation data: Building movement models as mixtures of random walks,Morales J.M.,Ecology,00129658,85,9,2436-2445,2004-01-01,September 2004,527,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,103,10.1890/03-0269,"We present a framework for fitting multiple random walks to animal movement paths consisting of ordered sets of step lengths and turning angles. Each step and turn is assigned to one of a number of random walks, each characteristic of a different behavioral state. Behavioral state assignments may be inferred purely from movement data or may include the habitat type in which the animals are located. Switching between different behavioral states may be modeled explicitly using a state transition matrix estimated directly from data, or switching probabilities may take into account the proximity of animals to landscape features. Model fitting is undertaken within a Bayesian framework using the WinBUGS software. These methods allow for identification of different movement states using several properties of observed paths and lead naturally to the formulation of movement models. Analysis of relocation data from elk released in east-central Ontario, Canada, suggests a biphasic movement behavior: elk are either in an ""encamped"" state in which step lengths are small and turning angles are high, or in an ""exploratory"" state, in which daily step lengths are several kilometers and turning angles are small. Animals encamp in open habitat (agricultural fields and opened forest), but the exploratory state is not associated with any particular habitat type.",Bayesian | Cervus elaphus | GPS collars | Landscape | Movement models | Random walks | Redistribution kernel | Relocation data | Spatial scale | Switching behavior | Wapiti | WinBUGS,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/5344268853,SCOPUS_ID:5344268853,2-s2.0-5344268853,Dormancy and germination in a guild of sonoran desert annuals,Adondakis S.,Ecology,00129658,85,9,2582-2590,2004-01-01,September 2004,100,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,104,10.1890/03-0587,"To investigate bet hedging and species coexistence in a guild of Sonoran Desert winter annuals, we subjected seeds of eight species to factorial combinations of summer treatments (varying temperature and precipitation), germination conditions (representative of early, middle, and late germination season temperatures and day lengths), and experiment trial dates (spanning the germination season). In keeping with bet hedging theory, we found that many viable seeds would not germinate in response to any combination of treatments (germination usually <50%). In keeping with the storage effect model, we found that these coexisting species differed in their germination response to our experimental manipulations and also differed in how the experimental variables interact. Field germination data from a long-term project on population and community dynamics of this guild show that germination fractions are similar between field and growth chamber and that species that tend to germinate under early season conditions in the growth chamber also tend to do so under unmanipulated field conditions. Some species are nondormant during the summer and only acquire dormancy at the onset of the autumn germination season, while others appear to have either innate or conditional dormancy until the onset of the germination season.",Bet hedging | Conditional dormancy | Desert annual | Early germination | Secondary dormancy | Seed heteromorphism | Species coexistence,NA,NA,NA,NA
