@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/84866599897,SCOPUS_ID:84866599897,2-s2.0-84866599897,"Reproduction, food dynamics and exploitation level of Oreochromis niloticus (Perciformes: Cichlidae) from artisanal fisheries in Barra Bonita Reservoir, Brazil",Novaes J.,Revista de Biologia Tropical,00347744,22152075,60,2,721-734,2012-06-01,June 2012,"Nile tilapia (Oreochromis niloticus), which is exotic to South America, is the most common species caught in artisanal fisheries at the Barra Bonita Reservoir, Southeastern Brazil. This species is of great socioeconomic importance for the region and keeps active a population of about 500 fishers. In the present study we assess reproduction, food dynamics and level of exploitation of O. niloticus, caught by artisanal fisheries in the Barra Bonita Reservoir. Specimens were collected monthly, from July 2004-June 2005, and a total of 1 715 specimens were analyzed. Each specimen was examined to obtain biological and biometric data: standard length (cm), total weight (g), reproductive data (sex and stage of maturation), and stomach contents (empty, partly full, and full). We also estimated the sex ratio (by macroscopic observation of gonads), reproductive period (by ovarian development and seasonal average of gonadosomatic index in females), and feeding habits (by stomach contents). The possible relationship between abiotic factors and the reproductive period was statistically verified using Spearman's Rank Correlation. The FiSAT (ELEFAN I) package was used to assess growth parameters, mortality rates and to infer exploitation rate from standard length frequencies. The O. niloticus population had a sex ratio of 1.3:1 (M:F). Results indicated that ripe females were captured throughout the year, with a higher frequency during the winter-2004 (with a frequency of 59%, at a mean temperature of 20.5°C), and in spring-2004 (with a frequency of 60.5% at a mean temperature of 21.18°C). The GSI mean values obtained by season were: winter-2004: 1.71; spring-2004: 1.72; summer-2005: 0.80, and autumn-2005: 1.19. The Spearman correlation indicated positive values with respect to pH, dissolved oxygen, electric conductivity, transparency and chlorophyll a, and negative values with respect to temperature, accumulated rainfall and altimetric benchmark. The main food items were phytoplankton and periphytic algae, observed in 99.6% of the analyzed stomachs. The estimated growth and mortality parameters were: L∞=33.60cm, k=0.63/year, longevity= 4.76years, Z=2.81/ year, M=1.20/year and F=1.61/year. The weight-length relationship was Ln Wt=-2.8532+2.8835 Ln Lp. The estimated yield per recruit values were as follows: E=0.570, Emax=0.776, E0.1=0.604 and E0.5=0.349. These results indicate that a well established population of O. niloticus is present at Barra Bonita Reservoir; with an active reproduction throughout the year, more intense during winter and spring, and that O. niloticus is a phytoplanktophagus species. There were no indications that this species is being overfished, we therefore recommend that, due to its exotic condition, no restrictions need to be taken on its fishing activities.",9,23894941,Journal,ar,Article,100,2,2,Exotic species | Fisheries | Nile tilapia | Oreochromis niloticus | Stock | Tietê river,13567,undefined,0,FALSE,97,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866599828,SCOPUS_ID:84866599828,2-s2.0-84866599828,"Pathogenic and enzyme activities of the entomopathogenic fungus Tolypocladium cylindrosporum (Ascomycota: Hypocreales) from Tierra del Fuego, Argentina",Scorsetti A.,Revista de Biologia Tropical,00347744,22152075,60,2,833-841,2012-06-01,June 2012,"Tolypocladium cylindrosporum is an entomopathogenic fungi that has been studied as a biological control agent against insects of several orders. The fungus has been isolated from the soil as well as from insects of the orders Coleoptera, Lepidoptera, Diptera and Hymenoptera. In this study, we analyzed the ability of a strain of T. cylindrosporum, isolated from soil samples taken in Tierra del Fuego, Argentina, to produce hydrolytic enzymes, and to study the relationship of those activities to the fungus pathogenicity against pest aphids. We have made the traditional and molecular characterization of this strain of T. cylindrosporum. The expression of hydrolase activity in the fungal strain was estimated at three incubation temperatures (4°C, 12°C and 24°C), on different agar media supplemented with the following specific substrates: chitin azure, Tween® 20, casein, and urea for chitinase, lipase, protease, and urease activity, respectively. The hydrolytic-enzyme activity was estimated qualitatively according to the presence of a halo of clarification through hydrolase action, besides was expressed semi-quantitatively as the ratio between the hydrolytic-halo and colony diameters. The pathogenicity of the fungus was tested on adults of the aphid Rhopalosiphum padi at three temperatures of incubation (4°C, 12°C and 24°C). The suspension was adjusted to a concentration of 1x107 conidia/ml. In pathogenicity assays at seven days post-inoculation, the fungus caused the mortality of adults of Ropalosiphum padi at different temperatures also showed a broad ability to grow on several agar-culture media, supplemented with different carbon sources at the three incubation temperatures tested. Although, the growth was greater with higher incubation temperatures (with maximum levels at 24°C), the fungus reached similar colony diameters after 15 days of incubation on the medium supplemented with Tween® 20 at the lower two incubation temperatures of 4°C or 12°C. In accordance with the results on colony diameters, the fungus revealed an ability to degrade casein, chitin derivatives, Tween® 20, and urea as evidenced by the appearance of a halo around the fungal colony. Because of its origin and temperature tolerance, this Argentine strain has great potential for use as a biocontrol agent for insect pest control in cold and temperate environments.",11,23894949,Journal,ar,Article,100,6,6,Biological control | Chitinolytic activity | Entomopathogenesis | Hydrolases | Soil microorganisms | Tolypocladium cylindrosporum,13567,undefined,0,FALSE,98,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866599558,SCOPUS_ID:84866599558,2-s2.0-84866599558,In vitro antimalarial activity of extracts of some plants from a biological reserve in Costa Rica,Chinchilla M.,Revista de Biologia Tropical,00347744,22152075,60,2,881-891,2012-06-01,June 2012,"Treatment with the usual antimalarial drugs, have induced parasite resistance, reinforcing the need to finding natural antimalarial components that would be found on plants from the forest. Therefore, we decided to look for these components in Costa Rican plants from a protected forest area. Fresh and dry extracts of roots, bark, leaves, flowers and fruits of 25 plants from a biological reserve in Costa Rica, Reserva Biológica Alberto Manuel Brenes (REBAMB), were studied in vitro for the presence of substances with antimalarial activity. By studying the inhibition of P. berghei schizogony, we assessed the antimalarial activity of several plant extracts: Aphelandra aurantiaca, A. tridentata (Acanthaceae); Xanthosoma undipes (Araceae); Iriartea deltoidea (Arecaceae); Neurolaena lobata (Asteraceae); Senna papillosa, Pterocarpus hayessi, Lonchocarpus pentaphyllus (Fabaceae); Nectandra membranacea, Persea povedae, Cinamomum chavarrianum (Lauraceae); Hampea appendiculata (Malvaceae); Ruagea glabra, Guarea glabra (Meliaceae); Psidium guajava (Myrtaceae); Bocconia frutescens (Papaveraceae); Piper friedrichsthalii (Piperaceae); Clematis dioica (Ranunculaceae); Prunus annularis (Rosaceae); Siparuna thecaphora (Siparunaceae); Solanum arboreum, Witheringia solanacea (Solanaceae); Ticodendrum incognitum (Ticodendraceae); Heliocarpus appendiculatus (Tiliaceae) and Myriocarpa longipes (Urticaceae). We used different parts of the plants as well as fresh and dried extracts for testing IC50. The solid content of the extracts ranged from 1-71.9μg/mL. The fresh extracts showed stronger activity than the dry ones. Since the plants showing the strongest antimalarial activity are very common in Central America, and some similar genera of these plants have shown positives results in South America, we considered important to present these findings for discussion. On the other hand, this is the first systematic study of this kind ever realized in a circumscribed and protected area of Costa Rica.",21,23894953,Journal,ar,Article,100,9,9,Antimalarial plants | Costa Rican plants | In vitro antimalarial activity | Malaria | Plasmodium berghei,13567,undefined,0,FALSE,99,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866597825,SCOPUS_ID:84866597825,2-s2.0-84866597825,Mycorrhizal association in gametophytes and sporophytes of the fern Pteris vittata (Pteridaceae) with Glomus intraradices,Martinez A.,Revista de Biologia Tropical,00347744,22152075,60,2,857-865,2012-06-01,June 2012,"Ferns, which are usually colonizing different environments and their roots frequently present mycorrhization, have two adult stages in their life cycle, the sporophytic and the gametophytic phase. This paper describes the experimental mycorrhizal association between Pteris vittata leptosporangiate fern and a strain of Glomus intraradices during the life cycle of the fern, from spore germination to the development of a mature sporophyte. The aim of this study was to compare the colonization pattern of in vitro cultures of G. intraradices along the fern life cycle with those found in nature. For this, mature spores were obtained from fertile P. vittata fronds growing in walls of Buenos Aires city, Argentina. Roots were stained and observed under the light microscope for arbuscular mycorrhizal colonization. Approximately, 75 fern spores were cultured in each pot filled with a sterile substrate and G. intraradices (BAFC N° 51.331) as inoculum on the surface. After germination took place, samples were taken every 15 days until the fern cycle was completed. In order to determine colonization dynamics each sample was observed under optical and confocal microscope after staining. Gametophyte was classified as Adiantum type. Male and female gametangia were limited to the lower face, mycorrhizal colonization started when they were differentiated and took place through the rhizoids. Spores and vesicles were not found in this cycle stage. Paris-type mycorrhizal colonization was established in the midrib and in the embrionary foot. It was colonized by external mycelium. When the first root was developed soil inoculum colonized de novo this structure and Arum-type colonization was observed. This study proves that the type of colonization is determined by the structure of the host, not by the fungus. Both the gametophyte and embryo foot have determined growth and Paris-type colonization, while, sporophyte roots have undetermined growth and Arum-type colonization. The structures found in vitro cultures were highly similar to those found under natural conditions.",9,23894951,Journal,ar,Article,100,5,5,Arum colonization | Glomus intraradices | Paris colonization | Pteridophyta-gametophyte-sporophyte | Pteris vittata,13567,undefined,0,FALSE,100,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866595258,SCOPUS_ID:84866595258,2-s2.0-84866595258,"Historical presence of invasive fish in the Biosphere Reserve Sierra de Huautla, Mexico",Mejía-Mojica H.,Revista de Biologia Tropical,00347744,22152075,60,2,669-681,2012-06-01,June 2012,"The effects of invasive species on native ecosystems are varied, and these have been linked to the disappearance or decline of native fauna, changes in community structure, modification of ecosystems and as vectors of new diseases and parasites. Besides, the development of trade in species for ornamental use has contributed significantly to the import and introduction of invasive fish in some important areas for biodiversity conservation in Mexico, but the presence of these species is poorly documented. In this study we analyzed the fish community in the Biosphere Reserve Sierra de Huautla by looking at diversity changes in the last 100 years. For this, we used databases of historical records and recent collections for five sites in the Amacuzac river, along the Biosphere Reserve area. We compared the values of similarity (Jaccard index) between five times series (1898-1901, 1945-1953, 1971-1980, 1994-1995 and 2008-2009), and we obtained values of similarity (Bray-Curtis) between the five sites analyzed. In our results we recognized a total of 19 species for the area, nine non-native and ten native, three of which were eliminated for the area. Similarity values between the early days and current records were very low (.27); the major changes in the composition of the fauna occurred in the past 20 years. The values of abundance, diversity and similarity among the sampling sites, indicate the dominance of non-native species. We discuss the role of the ornamental fish trade in the region as the leading cause of invasive introduction in the ecosystem and the possible negative effects that at least four non-native species have had on native fauna and the ecosystem (Oreochromis mossambicus, Amatitlania nigrofasciata, Pterygoplichthys disjunctivus and P. pardalis). There is an urgent need of programs for registration, control and eradication of invasive species in the Sierra de Huautla Biosphere Reserve and biodiversity protection areas in Mexico.",13,23894937,Journal,ar,Article,100,3,3,Alien species | Ecological impact | Fishes | Protected areas | Sierra de Huautla México,13567,undefined,0,FALSE,101,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866594901,SCOPUS_ID:84866594901,2-s2.0-84866594901,"Diversity and seasonal fluctuation of predominant microbial communities in Bhitarkanika, a tropical mangrove ecosystem in India",Mishra R.,Revista de Biologia Tropical,00347744,22152075,60,2,909-924,2012-06-01,June 2012,"Different groups of microorganisms are present in mangrove areas, and they perform complex interactions for nutrient and ecological balances. Since little is known about microbial populations in mangroves, this study analyzed the microbial community structure and function in relation to soil physico-chemical properties in Bhitarkanika, a tropical mangrove ecosystem in India. Spatial and seasonal fluctuations of thirteen important groups of microorganisms were evaluated from the mangrove forest sediments during different seasons, along with soil physico-chemical parameters. The overall microbial load (x105cfu/g soil) in soil declined in the order of heterotrophic, free living N2 fixing, Gram-negative nitrifying, sulphur oxidizing, Gram-positive, spore forming, denitrifying, anaerobic, phosphate solubilizing, cellulose degrading bacteria, fungi and actinomycetes. Populations of the heterotrophic, phosphate solubilizing, sulphur oxidizing bacteria and fungi were more represented in the rainy season, while, Gram-negative, Gram-positive, nitrifying, denitrifying, cellulose decomposing bacteria and actinomycetes in the winter season. The pool size of most of other microbes either declined or maintained throughout the season. Soil nutrients such as N, P, K (Kg/ha) and total C (%) contents were higher in the rainy season and they did not follow any common trend of changes throughout the study period. Soil pH and salinity (mS/cm) varied from 6-8 and 6.4-19.5, respectively, and they normally affected the microbial population dynamics. Determination of bacterial diversity in Bhitarkanika mangrove soil by culture method showed the predominance of bacterial genera such as Bacillus, Pseudomonas, Desulfotomaculum, Desulfovibrio, Desulfomonas, Methylococcus, Vibrio, Micrococcus, Klebsiella and Azotobacter. Principal component analysis (PCA) revealed a correlation among local environmental variables with the sampling locations on the microbial community in the mangrove soil.",23,23894955,Journal,ar,Article,100,4,4,Mangrove ecosystem | Microbial population | Seasonal variation | Soil nutrient content,13567,undefined,0,FALSE,102,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84866593971,SCOPUS_ID:84866593971,2-s2.0-84866593971,"Anuran richness and composition in the eastern region of Iberá wetlands provincial Nature Reserve, Corrientes, Argentina",Ingaramo M.d.R.,Revista de Biologia Tropical,00347744,22152075,60,2,759-769,2012-06-01,June 2012,"In recent decades, the concern for biodiversity conservation has increased in importance, especially due to the loss of highly biodiverse natural areas such as wetlands. Despite the high fauna diversity inhabiting the Iberá, the information about its composition, structure and dynamics is scarce, and amphibians are typical and conspicuous representatives of these Neotropical areas. To generate new information about this group, the amphibian composition from two villages (Paraje Galarza and Colonia Carlos Pellegrini), belonging to two different fitogeographic regions in the Eastern edge of the Iberá, were described and compared. Samples were taken, from a respective area of 100km2 that included five landscape units (wetlands, streams and swamps, grasslands, forest and a permanent/temporal pond) each, during the four seasons between January 2007 and March 2008. The techniques applied were the Complete Species Inventories (Unrestricted direct search) and Visual Encounter Surveys (VES). A total of 28 species were found, and represented the 70% of the previously registered taxa for the whole wetland. Scinax similis and Rhinella azarai were recorded for the first time in the Iberá Wetlands. No significant differences were found in the anuran specific richness between the surveyed villages, since the 95% of confidence intervals for the species accumulation curves were superimposed. In both villages, the wetlands, streams and swamps, and the permanent pond landscapes, showed the higher species richness when compared to the others. According to the Chao2, Jacknife1 and ICE estimators, the inventory completeness of species, oscillated among 88% and 98% for the whole area. The dendrogram analysis based on the Jaccard similarity index, showed that wetlands, streams and swamps were grouped and well separated from grasslands. To guarantee the conservation of the high anuran richness that inhabit the Iberá Wetland, we recommend that representative areas of each landscape must be protected.",10,23894944,Journal,ar,Article,100,4,4,Amphibians | Anurans | Biodiversity | Comparation | Iberá wetlands,13567,undefined,0,FALSE,103,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84860600760,SCOPUS_ID:84860600760,2-s2.0-84860600760,"Successional pattern of phytoplankton (&gt;55μm) in Lekki lagoon, Nigeria",Adesalu T.A.,Revista de Biologia Tropical,00347744,NA,60,1,143-155,2012-05-09,2012,"Lagoons are dominant features along large stretches of the West Africa coast. These freshwater environments are very valuable areas where phytoplankton constitute the basis of aquatic food webs. In order to know the effects of environmental variables on phytoplankton, a study of the successional pattern of phytoplankton in Lekki lagoon was carried out monthly for two years (June 2003-May 2005). Phytoplankton samples were collected from 12 stations using a plankton net of 55μm mesh, and samples preserved in 4% unbuffered formalin. Besides, surface water samples were taken for physico-chemical analysis. For each year, the seasonal distribution and succession of dominant phytoplankton followed different patterns. Phytoplankton abundance was higher during the dry season (November-April) for the two annual cycles. The diatoms (Aulacoseira granúlala and A. granúlala var angustissima) and blue green algaes. Microcystis aeruginosa, Merismopedia tennuissima and Trichodesmium lacustre showed this trend by being the abundant species in some of these months. For the rainy season, the green alga Mougeotia sp. dominated. The replacement of one form by another throughout seasonal cycles was probably controlled by the changes in environmental variables such as rainfall, nitratenitrogen and phosphate-phosphorus.",3,22458215,Journal,ar,Article,100,2,2,Lekki lagoon | Phytoplankton | Seasonal changes | Shallowness | Tropical lagoon,13567,undefined,0,FALSE,104,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84860600449,SCOPUS_ID:84860600449,2-s2.0-84860600449,"Plant communities in the terrestrial-aquatic transition zone in the paramo of Chingaza, Colombia",Schmidt-Mumm U.,Revista de Biologia Tropical,00347744,NA,60,1,35-64,2012-05-09,2012,"High Andean paramo ecosystems are an important water resource for many towns, and major cities in this region. The aquatic and wetland vegetation of different paramo lakes, pond, swamps and bogs was studied according to the classical phytosociological approach, which is based on homogenous stands, but excludes any border phenomena or transitional zone. The present research aimed at determining the aquatic and wetland vegetation along different moisture gradients. A total of 89 species in 30 transects were reported, of which Crassula venezuelensis, Carex bonplandii, Callitriche nubigena, Eleocharis macrostachya. Ranunculus flagelliformis, R. nubigenus, Eleocharis stenocarpa, Galium ascendens y Alopecurus aequalis were present in more than one third of the transects. Numerical classification and indicator species analysis resulted in the definition of the next 18 communities: 1) Calainagrostis effusa, 2) Sphagnum cuspidatum, 3) Cyperus rufus, 4) Eleocharis stenocarpa, 5) Carex acutata, 6) Poa annua, 7) Valeriana sp., 8) Ranunculus flagelliformis, 9) Carex bonplandii, 10) Festuca andícola, 11) Muhlenbergia fastigiata, 12) Elatine paramoana, 13) Isoetes pabneri, 14) Crassula venezuelensis, 15) Lilaeopsis macloviana, 16) Callitriche nubigena, 17) Potamogeton paramoanus and 18) Potamogeton illinoensis. The ordination of communities reveals the presence of three different aquatic-terrestrial gradients which are related to the life form structure of species that characterized the various communities. We concluded that patchiness and heterogeneity of the vegetation is mainly the result of alterations caused by human activities (burning, cattle raise and material extraction for road and dam construction).",10,22458208,Journal,ar,Article,100,2,2,Andes | Aquatic communities | Macrophytes | Mire vegetation | Paramo | Terrestrial-aquatic gradient | Zonation,13567,undefined,0,FALSE,105,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84860597700,SCOPUS_ID:84860597700,2-s2.0-84860597700,"Terrestrial gastropods zoogeography in southern Tamaulipas, México",Correa A.,Revista de Biologia Tropical,00347744,NA,60,1,317-331,2012-05-09,2012,"Biogeography of Mexican terrestrial mollusks is pooriy known, although many studies have described some of their biological aspects. This study aimed to contribute with new information on the distribution of terrestrial mollusks in this region of high altitudinal, topographic and climatic variations of Southern Tamaulipas State, México. For this, terrestrial gastropods were surveyed from December 1990 to November 2006. A total of 525 samples were obtained from 121 localities, characterized with different vegetation types. The primary zoogeographical feature was the presence of many endemic taxa, with 45 species or subspecies, representing the 43%, the highest value for Northeastern México. In addition, a total of 24 species (23%), were of Neotropical and Neartic distributions, and 15 species or subspecies (14%) exhibited Neotropical, distributions. Furthermore, the family Spiraxidae showed the largest number of endemic species, with 17 species and two subspecies, and had the largest number of endemic species (27) for Northeastern México. Rev. Biol.Trop. 60 (1): 317-331. Epub 2012 March 01.",3,22458227,Journal,ar,Article,100,4,4,México | Tamaulipas | Terrestrial mollusks | Zoogeography,13567,undefined,0,FALSE,106,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84860596131,SCOPUS_ID:84860596131,2-s2.0-84860596131,Seasonal changes in the dorsal coloration in the lizard Aspidoscelis costata costata (Squamata: Teiidae),Hernández-Gallegos O.,Revista de Biologia Tropical,00347744,NA,60,1,405-412,2012-05-09,2012,"Color and color patterns in animals are important characteristics that bring protection, by dampening the ability of predators that depend on their sight to detect their preys. In lizards, the dorsal coloration plays a key role in communication of intraspecific signals such as social cues. In this study, we evaluated the seasonal changes in the dorsal coloration of the wide foraging lizard A. costata costata, in Tonatico, State of Mexico, Mexico. The seasonal evaluation included: the rainy season from mid June to mid September (can also include the end of May to early October); and the dry season for the rest of the year. The dorsal coloration of A. costata costata and their microhabitats were evaluated by contrasting the color pattern with an identification guide and the control colors of Pantone®, during 11 samplings carried out from February-October 2007. Individual lizard analysis recorded snout-vent length, sex and stage (juveniles and adults). Besides, all animals were marked by toe-clipping, allowing to distinguish dorsal coloration between seasons, sex and stage. A total of 95 lizards were analyzed (53 and 42 for the dry and rainy seasons respectively). We found that the dorsal coloration in A. costata costata varies seasonally and with microhabitats: during the dry season individuals show a brown coloration whereas during the rainy season becomes greener, as the background dominant vegetation color. The results of the present study suggest that: 1) the variation in dorsal coloration in A. costata costata plays an important role in the survival (by cryptic camouflage) of this widely foraging species; 2) the changes in the dorsal coloration of A. costata costata are individually expressed traits, since the coloration of the same lizard is either brown or green depending on the season; and 3) the cryptic functions of the dorsal coloration in widely foraging species have been largely underestimated. We discuss the possible influence of the changes in coloration in an habitat that changes drastically between both dry and rainy seasons.",8,22458234,Journal,ar,Article,100,2,2,Aspidoscelis costata costata | Reptilian coloration | Squamata | Teiidae,13567,undefined,0,FALSE,107,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84860595483,SCOPUS_ID:84860595483,2-s2.0-84860595483,Performance of recirculating aquaculture systems in the intensive farming of Pacú Piaractus mesopotamicus (Characiformes: Characidae),Castanedo O.D.,Revista de Biologia Tropical,00347744,NA,60,1,381-391,2012-05-09,2012,"An alternative to intensify fish production, reducing the environmental impact and production costs are recirculating aquaculture systems (RAS). The performance of a RAS was evaluated, as fish growth and water quality conditions, in a culture of Piaractus mesopotamicus reared for ornamental purposes. Two commercial food brands with different protein contents (18%-TI and 28%-T2), were given to juvenile fishes during an eight weeks period. Growth was measured bi-weekly: standard length (Lp), peak height (A), weight and multiple condition factor (KM). The evaluation of water parameters included: dissolved oxygen, NH3-NH4, pH, NO2, NO3, KH carbonate hardness and PO4. NH3-N rate production was analyzed following Timmons-Ebeling model. Results demonstrated significant differences in weight only, and T2 showed a 7.5% higher value than T1; nevertheless, treatment T1 had a higher KM. In general, water quality values were suitable for growth: OD=T1: 4.23±1.23; T2: 4.13±0.86; NH3=T1: 0.02±0.02; T2: 0.06±0.10; however, pH was an exception (T1: 6.95±0.98; T2: 7.11±1.03), displaying lethal rates (<5) by the fifth week. Systems NH3 removal had a 99.4% to 100% efficiency. Final fish biomass was 22.03kg for T1 and 27.49kg for T2. We concluded that the systems were able to maintain suggested density up to the experimental fifth week. Water quality parameters remained in suitable levels, with the pH exception. Cultured fishes reached their commercial size (10cm) in eight weeks.",0,22458232,Journal,ar,Article,100,2,2,Growth | Ornamental rearing | Piaractus mesopotamicus | Recirculating aquaculture systems | Water quality,13567,undefined,0,FALSE,108,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84860594423,SCOPUS_ID:84860594423,2-s2.0-84860594423,Mechanisms of Oryza sativa (Poaceae) resistance to Tagosodes orizicolus (Homoptera: Delphacidae) under greenhouse condition in Venezuela,González A.,Revista de Biologia Tropical,00347744,NA,60,1,105-117,2012-05-09,2012,"Tagosodes orizicolus is one of the main plagues of rice in tropical America causing two types of damages, the direct one, feeding and oviposition effect, and an indirect one, by the transmission of the ""Rice hoja blanca virus"". During 2006-2007 we carried out research under greenhouse conditions at Fundación Danac, Venezuela, in order to determine the mechanisms of antixenosis, antibiosis and tolerance to T. orizicolus, which could be acting in commercial varieties and advanced lines of the rice genetic breeding programs of INIA and Fundación Danac. The method of free feeding was used for the antixenosis evaluation, whereas the method of forced feeding was used for antibiosis evaluation (effect on survival and oviposition). Additionally, we used the indirect method based on biomass depression to estimate the tolerance. Some of the evaluated traits included: grade of damage, number of insects settling on rice plants, percentage of sogata mortality at the mature state, number of eggs in the leaf midrib and an index of tolerance. The results showed that rice genotypes possess different combinations of resistance mechanisms, as well as different grades of reactions. The susceptible control 'Bluebonnet 50' was consistently susceptible across experiments and the resistant control 'Makalioka' had high antixenosis and high antibiosis based on survival and oviposition. The rest of the genotypes presented lower or higher degrees of antixenosis and antibiosis for survival and oviposition. The genotype 'FD0241-M-17-6-1-1-1-1' was identified with possible tolerance to the direct damage of sogata. Rev. Biol. Trop. 60 (1): 105-117. Epub 2012 March 01.",2,22458212,Journal,ar,Article,100,7,7,"""Rice hoja blanca virus"" (RHBV) | Antibiosis | Antixenosis | Rice | Sogata | Tolerance",13567,undefined,0,FALSE,109,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84860593628,SCOPUS_ID:84860593628,2-s2.0-84860593628,A method for seedling recovery in Jatropha curcas after cryogenic exposure of the seeds,De C. Silva R.,Revista de Biologia Tropical,00347744,NA,60,1,473-482,2012-05-09,2012,"Actually, the germplasm of Jatropha spp. is conserved as whole plants in field collections. Under this storage method, the genetic resources are exposed to disease, pest and natural hazards such as human error, drought and weather damage. Besides, field genebanks are costly to maintain and with important requirements of trained personnel. Thus, the development of efficient techniques to ensure its safe conservation and regeneration is therefore of paramount importance. In this work we describe a method for Jatropha curcas seeds cryoexposure and seedling recovery after thawed. In a first experiment, an efficient protocol for in vitro plant recovery was carried out using zygotic embryo or seeds with or without coat. In a second experiment, desiccated seeds with or without coat were exposed to liquid nitrogen and evaluated after cryoexposure. Germination percentages were variable among treatments, and seeds demonstrated tolerance to liquid nitrogen exposure under certain conditions. Seeds of J. curcas presented up to 99.6% germination after seed coat removal. Seeds with coat cultured in vitro did not germinate, and were 60% contaminated. The germination of the zygotic embryos was significantly higher in the 1/2 MS medium (93.1%) than in WPM medium (76.2%), but from zygotic embryo, abnormal seedlings reached up to 99%. Seeds with coat exposed to liquid nitrogen showed 60% germination in culture after coat removal with good plant growth, and seeds cryopreserved without coat presented 82% germination, but seedlings showed a reduced vigor and a significant increase in abnormal plants. Seeds cultured in vitro with coat did not germinate, independently of cryoexposure or not. This study reports the first successful in vitro seedling recovery methodology for Jatropha curcas seeds, after a cryopreservation treatment, and is recommended as an efficient procedure for in vitro plant recovery, when seeds are conserved in germplasm banks by low or cryotemperatures.",5,22458240,Journal,ar,Article,100,3,3,Agroenergy | Biodiesel | Cryopreservation | Ex situ conservation | Jatropha sp. | Plant genetic resources | Plant tissue culture,13567,undefined,0,FALSE,110,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84860592992,SCOPUS_ID:84860592992,2-s2.0-84860592992,"Prosopis laevigata and Mimosa biiincifera (Leguminosae), jointly influence plant diversity and soil fertility of a Mexican semiarid ecosystem",García-Sánchez R.,Revista de Biologia Tropical,00347744,NA,60,1,87-103,2012-05-09,2012,"Prosopis laevigata and Mimosa biuncifera are frequently found in arid and semiarid shrublands, but scarce information is available about their influence on plant community structure and soil fertility. We compared plant community structure, diversity and soil nutrients of three semiarid shrubland sites located in Mezquital Valley, Mexico. These sites differ in their dominant species: Site 1 (Bingu) P. laevigata. Site 2 (González) M. biuncifera, and Site 3 (Rincón) with the presence of both legumes. The results showed that the plant community with P. laevigata and M. biuncifera (Site 3) had more cover, taller plants and higher plant diversity than sites with only one legume (Site 1 and Site 2). Soil organic matter (SOM), soil organic carbon (SOC), total nitrogen (TN), phosphorus-Olsen (P) and C mineralization were higher in the soil under the canopy of both legumes than in bare soil. In contrast, soil cation concentrations were lower under the canopy of P. laevigata, but not for M. biuncifera. In addition, the density of arbuscular mycorrhizal fungi spores was higher within the soil under the canopy of M. biuncifera than in the soil under the canopy of P. laevigata. Thus, resource islands (RI) created by P. laevigata increased the amounts of SOC, TN and P when compared with the RI of M. biuncifera. This study provided evidences about the importance of species identity in order to expand the niche availability for the establishment of other plants, and highlights that P. laevigata and M. biuncifera jointly influencing plant colonization within semiarid ecosystems.",18,22458211,Journal,ar,Article,100,6,6,Mesquite | Mezquital Valley | Mimosoideae | Plant diversity | Semiarid shrublands | Soil nutrients,13567,undefined,0,FALSE,111,NA,NA,NA,NA,NA
