@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0033499545,SCOPUS_ID:0033499545,2-s2.0-0033499545,"Roosting and foraging behavior of two neotropical gleaning bats, Tonatia silvicola and Trachops cirrhosus (Phyllostomidae)",Kalko E.,Biotropica,00063606,31,2,344-353,1999-01-01,1999,"We studied roosting and foraging behavior of two Neotropical gleaning bats, d'Orbigny's round-eared bat, Tonatia silvicola, and the fringe-lipped bat, Trachops cirrhosus (Phyllostomidae). Techniques included radio-tracking in a tropical lowland forest in Panama and analysis of data from long-term studies in Panama and Venezuela. Day roosts of T. silvicola were in arboreal termite nests. T. cirrhosus roosted in a hollow tree. T. silvicola emerged late (ca 60 min after sunset), and foraged close to the roosts (maximum distance 200-500 m). T. cirrhosus emerged early (ca 30 min after local sunset), and foraged farther from its roost (>1.5 km). Both bats used small foraging areas (3-12 ha) in tall, open forest. They foraged in continuous flight (maximum 27-36 min) or in short sally flights (<1 minute) from perches ('hang-and-wait' strategy). The small foraging areas of these bats and their sedentary foraging mode most likely make them vulnerable to habitat fragmentation.",107,Journal,ar,Article,100,4,4,Conservation | Ecology | Foraging | Forest fragmentation | Microchiroptera | Radio-tracking | Roost,13817,undefined,0,FALSE,37,10.1111/j.1744-7429.1999.tb00146.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033493322,SCOPUS_ID:0033493322,2-s2.0-0033493322,Behavioral and physiological differences between two parapatric Heliconius species,Davison A.,Biotropica,00063606,31,4,661-668,1999-01-01,December 1999,"The behavior and physiology of two parapatric sibling species, Heliconius erato cyrbia Godt. and H. himera Hew., were investigated to assess if environmental adaptation enabled stable morphological, genetic, and ecological differences to exist in the face of hybridization. Morning and evening activity, egg production, and larval development time of H. himera and H. erato in insectaries were recorded; individuals were collected in allopatry and in sympatry from a hybrid zone in which the species overlapped. Studies were performed at ambient conditions within the natural range of H. himera. H. himera was considerably more active than H. erato, flying earlier in the morning and later in the evening, even when both species were collected in sympatry. Similarly, H. himera laid more eggs, and the hatched larvae developed more rapidly. The results suggest that physiological constraints are an important selective force that may have been important in speciation and counteracts hybridization in the maintenance of the H. himera/H. erato contact zone. Ecological selection, arising from adaptation to low temperatures, may help explain the competitive exclusion of H. erato by H. himera in the drier, cooler montane habitat favored by the latter species.",12,Journal,ar,Article,100,5,5,Competitive exclusion | Heliconius | Hybrid zone | Hybridization | Lepidoptera | Parapatry | Speciation,13817,undefined,0,FALSE,38,10.1111/j.1744-7429.1999.tb00415.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033493321,SCOPUS_ID:0033493321,2-s2.0-0033493321,Rarity and diversity of ants in dry forest fragments and its matrices in Colombia,Armbrecht I.,Biotropica,00063606,31,4,646-653,1999-01-01,December 1999,"Dry forests in middle Cauca River valley (southwest Colombia) almost have been eliminated from the region and the last remnants are seriously threatened. This study shows the biological value of seven forest fragments, comparing their ant diversity with that of their surrounding matrices. Two intensive ant surveys were made in each forest fragment and its matrix between August 1994 and February 1995. Sampling effort was the same in each of the seven sites. We found that: (1) forest fragments are richer and more diverse than their respective matrices; (2) forests preserve a larger number of rare ant species than the matrices; and (3) the richer the forest, the larger the number of exclusive ant species it preserves. Therefore, these forests must be preserved to maintain regional biodiversity.",32,Journal,ar,Article,100,2,2,Ants | Biodiversity | Fragmentation | Matrix habitat | Rarity | Tropical dry forest,13817,undefined,0,FALSE,39,10.1111/j.1744-7429.1999.tb00413.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033493320,SCOPUS_ID:0033493320,2-s2.0-0033493320,Single-seeded fruits and seedling establishment in Dalbergia miscolobium Benth. (Papilionaceae),Sassaki R.,Biotropica,00063606,31,4,591-597,1999-01-01,December 1999,"Dalbergia miscolobium (Papilionaceae) is a tree of the Brazilian cerrado that produces ovaries with two ovules. Only one ovule usually matures, but when two mature, they are smaller than seeds of single-seeded pods. Germination percentage was lower in small seeds than in medium or large seeds. In general, small seeds gave rise to smaller seedlings (dry mass) than did medium and large seeds. The root/shoot ratio, however, was very similar for the first six months, indicating that this ratio is consistent across seedling sizes. There was no correlation between seed size and relative growth rate. Single-seeded fruit production in D. miscolobium resulted in greater seed reserves and increased fruit dispersal distance; single-seeded fruits were lighter than double-seeded ones. Together, these two features should increase the probability of successful seedling establishment of seeds from single-seeded versus double-seeded fruits.",7,Journal,ar,Article,100,2,2,Brazilian cerrado | Dalbergia miscolobium | Relative growth rate | Seed number | Seed size | Seedling growth,13817,undefined,0,FALSE,40,10.1111/j.1744-7429.1999.tb00406.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033493211,SCOPUS_ID:0033493211,2-s2.0-0033493211,"Home range, population density, and food resources of Agouti paca (Rodentia: Agoutidae) in Costa Rica: A study using alternative methods",Beck-King H.,Biotropica,00063606,31,4,675-685,1999-01-01,December 1999,"Field studies of elusive mammals such as Agouti paca are difficult, and results are often biased and incomplete because the animals are nocturnal and avoid traps. By studying an A. paca population in a Pacific lowland forest of Costa Rica, we developed indirect observational methods to estimate population density and food resource utilization. To estimate population density, we divided the number of A. paca burrows found in a 12-ha census area by the average number of burrows utilized per individual from radiotelemetry data. We compared this estimate to independent population estimates obtained using two transect methods. Agouti paca density was estimated at 93 individuals/km2 based on burrow number, and between 67 to 70 individuals/km2 using transect methods. This discrepancy corroborates previous studies suggesting that transect methods underestimate population density. To identify food resources consumed by the species, we collected fruits and seeds with unambiguous A. paca teeth marks. The only animal in Central America with an incisor width similar to A. paca is Dasyprocta variegata; in a comparison of both species, however, we found that A. paca had a significantly larger incisor width and that teeth marks of 4 mm or wider unambiguously indicated handling by this species. By applying this technique, food resources utilized by A. paca can be identified more easily than by direct observation. At our study site, we identified 33 plant species consumed by A. paca; 61 percent are new records for this animal. Our results suggest that A. paca plays a major, although not fully understood, ecological role in seed predation and dispersal.",74,Journal,ar,Article,100,3,3,Agouti paca | Burrow density | Costa Rica | Food resources | Home range | Neotropics | Population density | Seed dispersal | Tepezcuintle,13817,undefined,0,FALSE,41,10.1111/j.1744-7429.1999.tb00417.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033493074,SCOPUS_ID:0033493074,2-s2.0-0033493074,Erratum: (Biotropica (1999) 31:2 (368-371)),Zeh J.A.,Biotropica,00063606,31,4,709,1999-01-01,1999,NA,0,Journal,er,Erratum,100,3,3,NA,13817,undefined,0,FALSE,42,10.1111/j.1744-7429.1999.tb00422.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033493073,SCOPUS_ID:0033493073,2-s2.0-0033493073,Diversity and abundance of litter frogs in a montane forest of southeastern Brazil: Seasonal and altitudinal changes,Giaretta A.,Biotropica,00063606,31,4,669-674,1999-01-01,December 1999,"We sampled litter flogs in an 1800-ha mid-elevation seasonal forest in southeastern Brazil. One hundred 8 x 8-m plots were sampled during the dry/cold season and wet/warm season (unburned areas); we also examined the effects of fire in recently burned areas. A total of 267 frogs (305 g), belonging to 16 species (4 families) were caught. A single species comprised 78.5 percent of the individuals in the dry/cold season and 54.3 percent in the wet/warm season. The density of individuals did not change significantly with season, biomass did. Density and biomass of frogs were positively correlated with altitude. A Mantel test indicated that biological data (species and their abundance) were significantly associated with environmental parameters. The burned areas showed low values in richness, density and biomass of frogs. Harsh seasonal climate and a history of human disturbance may produce the low observed diversity values. The greater densities of frogs in sites of higher elevation may primarily result from mist-generated humidity, which diminishes the harshness of the dry/cold season in relation to lower sites.",70,Journal,ar,Article,100,5,5,Abundance | Altitudinal changes | Biomass | Brachycephalus ephippium | Bufo | Cloud forest | Conservation | Dominance | Eleutherodactylus spp. | Fire effects | Human disturbance | Hyla | Litter frog assemblage | Physalacmus | Proceratophrys | Seasonal changes | Seasonal forest | Southeastern Brazil | Species diversity,13817,undefined,0,FALSE,43,10.1111/j.1744-7429.1999.tb00416.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033493072,SCOPUS_ID:0033493072,2-s2.0-0033493072,Reproductive ecology of understory species in a tropical montane forest in Costa Rica,Wesselingh R.A.,Biotropica,00063606,31,4,637-645,1999-01-01,December 1999,"The reproductive ecology of nine hermaphroditic understory species in a tropical montane Quercus forest was studied at two sites (2300 and 2600 m elev.) in the Cordillera de Talamanca, Costa Rica. Flower life span, studied in six species, averaged 4.4 d. This is longer than flower life spans found in the Monteverde cloud forest (2.7 d) and comparable to flower life spans found for arctic and alpine species. We studied the breeding system in five species and found no self-incompatible species. Four species proved self-compatible, and three of these showed autogamy. The main diurnal insect pollinator was the bumblebee Bombus ephippiatus. Natural fruit set was low (8-32%) in six species with few seeds per fruit, while two many-seeded species showed a high rate of fruit set (90 and 96%). The incidence of pre-dispersal seed predation was high; the percentage of seeds infested in four species ranged from 8 to 56 percent.",16,Journal,ar,Article,100,4,4,Breeding system | Bumblebee | Cloud forest | Costa Rica | Flower life span | Fruit set | Pollination | Pre-dispersal seed predation | Reproductive success | Talamanca | Understory,13817,undefined,0,FALSE,44,10.1111/j.1744-7429.1999.tb00412.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033493071,SCOPUS_ID:0033493071,2-s2.0-0033493071,Long-term persistence of Raphia taedigera Mart. swamps in Nicaragua,Urquhart G.R.,Biotropica,00063606,31,4,565-569,1999-01-01,December 1999,"The palm Raphia taedigera Mart. forms vast, monodominant swamps in Central and South America, but very little is known about the ecology and natural history of these ecosystems. Debate surrounds the issue whether R. taedigera swamps are early successional stages or mature 'climax' communities. This paleoecological analysis of a 1.46-m sediment core from swamps on the Caribbean coast of Nicaragua establishes the abundant presence of R. taedigera swamps for at least 2800 ± 90 years. R. taedigera swamps must be considered persistent communities, warranting further study because of their great extension into Central and South America.",15,Journal,ar,Article,100,1,1,Arecaceae | Central America | Long-term studies | Nicaragua | Paleoecology | Palms | Palynology | Raphia taedigera Mart. | Swamps,13817,undefined,0,FALSE,45,10.1111/j.1744-7429.1999.tb00403.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0033493004,SCOPUS_ID:0033493004,2-s2.0-0033493004,Pollination ecology and effect of nectar removal in Macleania bullata (Ericaceae),Navarro L.,Biotropica,00063606,31,4,618-625,1999-01-01,December 1999,"The floral syndrome of Macleania bullata Yeo (Ericaceae) reflects its adaptation to hummingbird pollination. Its flowers, however, are subject to high levels of nectar robbing. I examined the floral visitor assemblage of M. bullata in a tropical montane wet forest in southwestern Colombia, focusing on the behavior of the visitors. I also tested for the presence of nocturnal pollination and the effects of nectar removal on new nectar production. The principal floral visitors were the nectar robbing hummingbirds Ocreatus underwoodii (19.1% of visits) and Chlorostilbon mellisugus (18.9%). Only two species of long-billed hummingbirds visited the flowers of M. bullata as 'legitimate' pollinators: Coeligena torquata (14.7% of visits) and Doryfera ludoviciae (14.3%). The remaining visits constituted nectar robbing by bees, butterflies, and other species of hummingbirds. Nocturnal pollination took place, although fruit set levels were 2.4 times higher when only diurnal pollination was allowed as opposed to exclusively nocturnal pollination. Nectar robbers removed floral nectar without pollinating the flower. Treatments of experimental nectar removal were carried out to examine if flowers synthesize more nectar after nectar removal. Nectar removal increased the total volume of nectar produced by each flower without affecting sugar concentration. Thus, nectar robbing can impose a high cost to the plants by forcing them to replace lost nectar.",59,Journal,ar,Article,100,1,1,Colombia | Diurnal pollination | Hummingbird pollination | Macleania bullata | Nectar robbing | Nocturnal pollination,13817,undefined,0,FALSE,46,10.1111/j.1744-7429.1999.tb00410.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0033492851,SCOPUS_ID:0033492851,2-s2.0-0033492851,Early plant succession in abandoned pastures in Ecuador,Zahawi R.,Biotropica,00063606,31,4,540-552,1999-01-01,December 1999,"We compared early plant succession in four abandoned pastures of differing age since abandonment and a nearby secondary forest site in northwestern Ecuador. Two 'Open' pastures had no tree canopy covering, and two 'Guava' pastures had a well-developed canopy cover of Psidium guajava. No site had been seeded with pasture grasses. All pastures were compared in a chronological sequence; two were monitored for 18 months. Species richness was consistently higher in Guava sites than in Open sites and it continued to increase over time, whereas it remained static in Open sites. Species richness was highest in secondary forest. Recruitment of tree saplings in Guava sites was lower than in secondary forest; however, it was nearly absent in Open sites. The seed bank contained predominantly herbaceous species at all sites, and was highly dissimilar to aboveground vegetation. Dominance-diversity curves for Guava sites showed a more equitable distribution of species that increased over time. In contrast, dominance-diversity curves for Open sites were static and indicated dominance by a few aggressive species. Soil characteristics among sites were variable; however, a principal components analysis on soils isolated the older Open site from all others. The older Open site had the lowest species richness and was dominated by Baccharis trinervis, an aggressive shrub species. The site appears to be in a state of arrested succession and some form of restorative intervention may be necessary to initiate succession toward a forested condition. Succession in Guava sites appears headed toward secondary forest, whereas it does not in Open sites.",102,Journal,ar,Article,100,2,2,Abandoned cattle pastures | Arrested succession | Ecuador | Forest recovery | Natural regeneration | Psidium guajava | Remnant trees | Secondary forest | Secondary succession | Unseeded pastures,13817,undefined,0,FALSE,47,10.1111/j.1744-7429.1999.tb00401.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032812246,SCOPUS_ID:0032812246,2-s2.0-0032812246,Environmental effects on components of pollen performance in Faramea occidentalis (L.) A. Rich. (Rubiaceae),Travers S.E.,Biotropica,00063606,31,1,159-166,1999-01-01,March 1999,"Studies focusing on gametophytic competition have focused on differences in pollen performance (e.g., pollen germination rate and pollen tube growth rate) among donors in order to examine genetic sources of variation in siring success among them. Donors that produce the fastest growing pollen tubes are expected to fertilize more ovules relative to donors with slow growing pollen tubes under conditions of gamerophytic competition. However, the performance of pollen in the field is known to be influenced by environmental conditions in addition to the genotype of donor plants. This field study of Faramea occidentalis was conducted to: (1) determine the effect of environmental conditions during pollination on pollen performance; (2) measure differences among pollen donors in pollen performance; (3) determine if the pollen of different donors responds differently to a variety of environmental conditions surrounding pollinated flowers; and (4) measure differences among pollen recipients in pollen performance. Single-donor crosses were made between four pollen donors and four pollen recipients under a variety of environmental conditions. Pollen performance was then quantified as the growth rate of the fastest pollen tube, the mean pollen tube growth rate, and by a pollen germination index. Pollination environment (the environment surrounding a pollinated flower) and recipient significantly affected all three measures of pollen performance. Pollen donors did not differ overall in pollen performance. However, there was significant among-donor variation in two of the five pollination environment conditions. Future studies of variation in relative siring success may benefit by considering pollination environment in addition to donor and recipient identity.",11,Journal,ar,Article,100,1,1,Environmental conditions | Gametophytic competition | Pollen tube growth,13817,undefined,0,FALSE,48,10.1111/j.1744-7429.1999.tb00126.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032794533,SCOPUS_ID:0032794533,2-s2.0-0032794533,Growth ecology of Carapa nicaraguensis Aublet. (Meliaceae): Implications for natural forest management,Webb E.L.,Biotropica,00063606,31,1,102-110,1999-01-01,March 1999,"The probability of achieving a sustainable tropical logging operation is increased if the growth of surviving trees is maximized after logging. This research examined the growth ecology of seedlings and trees of the Neotropical timber species, Carapa nicaraguensis (Meliaceae). Shadehouse experiments, field plantings, and growth rate analyses tested the hypothesis that Carapa seedlings and trees experience higher growth rates in high light levels (recently formed logging gaps or logged forest plots) than in low light levels (old logging gaps or undisturbed forest plots). Consistently poor seedling growth rates under low light conditions suggest that seedlings establishing in newly formed gaps will be more successful than those establishing in building-phase gaps. Thus, the first year after logging is a critical time for gap recolonization by Carapa, and seed casting into gaps after logging is recommended. Growth of Carapa trees was significantly faster in logged forest than in undisturbed forest, and was positively associated with light availability. The results provide evidence that harvest models can be both diameter- and illumination-based. Crown illumination was not significantly highest in logged forest than in undisturbed forest, indicating that the illumination scale for this study was not sensitive enough to detect increases in light availability brought about by selective logging. Potential silvicultural methods (particularly poison-girdling) that maintain adequate forest light levels in Carapa swamps without significantly altering long-term tree diversity or allowing invasion of secondary species should be explored.",11,Journal,ar,Article,100,1,1,Carapa nicaraguensis | Costa Rica | Light | Selective logging | Swamp forest | Tree growth,13817,undefined,0,FALSE,49,10.1111/j.1744-7429.1999.tb00121.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032792770,SCOPUS_ID:0032792770,2-s2.0-0032792770,"Before cattle: A comparative floristic study of Eucalyptus savanna grazed by macropods and cattle in north Queensland, Australia",Fensham R.J.,Biotropica,00063606,31,1,37-47,1999-01-01,March 1999,"Floristic differences between cattle-grazed and macropod-grazed sites (protected from domestic stock by enclosure within a Holocene lava flow) were examined in Eucalyptus savanna in north Queensland, Australia. While macropod-grazed sites have had a lower incidence of fire than the cattle-grazed sites, it seems probable that grazing impacts per se are the major differences between these treatments. One dominant (Capillipedium parviflorum) and another common (Sehima nervosa) native perennial grass in the macropod-grazed treatment were not recorded within the cattle-grazed treatment. There was generally a lower species richness and Shannon-Weaver diversity of perennial forbs in the cattle-grazed treatment compared to the macropod-grazed treatment. There was higher richness, diversity, and abundance of annual grasses in the cattle-grazed treatment compared to the macropod-grazed treatment. The relative richness of native and exotic species was not significantly affected by cattle grazing.",38,Journal,ar,Article,100,2,2,Australia | Cattle grazing | Eucalyptus woodland | Species diversity | Tropical savanna | Understory composition,13817,undefined,0,FALSE,50,10.1111/j.1744-7429.1999.tb00115.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032792595,SCOPUS_ID:0032792595,2-s2.0-0032792595,Seed dispersal by monkeys and the fate of dispersed seeds in a Peruvian rain forest,Andresen E.,Biotropica,00063606,31,1,145-158,1999-01-01,March 1999,"Primary seed dispersal by two species of monkeys and the effects of rodents and dung beetles on the fate of dispersed seeds are described for a rain forest in southeastern Peru. During the six-month study period (June-November 1992) spider monkeys (Ateles paniscus) dispersed the seeds of 71 plant species, whereas howler monkeys (Alouatta seniculus) dispersed seeds of 14 species. Spider and howler monkeys also differed greatly in their ranging behavior and defecation patterns, and as a consequence, produced different seed rain patterns. Monkey defecations were visited by 27 species of dung beetles (Scarabaeidae). Dung beetles buried 41 percent of the seeds in the dung, but the number of seeds buried varied greatly, according to seed size. Removal rates of unburied seeds by rodents varied between 63-97 percent after 30 d for 8 plant species. The presence of fecal material increased the percentage of seeds removed by seed predators, but this effect became insignificant with time. Although seed predators found some seeds buried in dung balls (mimicking burial by dung beetles), depth of burial significantly affected the fate of these seeds. Less than 35 percent of Brosimum lactescens seeds buried inside dung balls at a depth of 1 cm remained undiscovered by rodents, whereas at least 75 percent of the seeds escaped rodent detection at a depth of 3 cm and 96 percent escaped at 5 cm. Both dung beetles and rodents greatly affected the fate of seeds dispersed by monkeys. It is thus important to consider postdispersal factors affecting the fate of seeds when assessing the effectiveness of frugivores as seed dispersers.",120,Journal,ar,Article,100,1,1,Aloutta | Ateles | Dung beetles | Secondary dispersal | Seed dispersal | Seed fate | Seed predation,13817,undefined,0,FALSE,51,10.1111/j.1744-7429.1999.tb00125.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032792038,SCOPUS_ID:0032792038,2-s2.0-0032792038,Abundance and distribution of native and alien grasses in a 'cerrado' (Brazilian savanna) biological reserve,Pivello V.R.,Biotropica,00063606,31,1,71-82,1999-01-01,March 1999,"Several species of African grasses brought to Brazil as cattle forage have spread widely, outcompeting native herb species. The open forms of Brazilian savanna ('campo cerrado' and 'campo sujo') are the most affected by such invasions, because their structure is open, permitting enough sunlight into the lower strata. The invasion of alien forage grasses occurs in almost every cerrado nature reserve. This study was carried out in the 'Cerrado de Emas Biological Reserve', Pirassununga, Sao Paulo State, Brazil, with the following objectives: (a) to compare the abundance of native and alien grass species; (b) to verify the importance of such alien grasses in the community; (c) to identify distribution patterns for the alien grass species in a gradient from the edge (highly disturbed) to the center (less disturbed) of the reserve; and (d) to explore the distribution of native and alien grasses in the search for possible competitive interactions. Using the 'point method,' a total of 260 points was sampled and 52 species were recorded. The four most frequent species (FA = absolute frequency) were two native (Echinolaena inflexa [Poir.] Chase [FA = 38.85%] and Diandrostachya chrysotrix [Nees] Jacues Felix [FA = 15.38%]) and two alien African species (Melinis minutiflora Beauv. [FA = 33.08%] and Brachiaria decumbens Stapf [FA = 13.85%]). M. minutiflora and E. inflexa had higher values of absolute vigor (67.69 and 59.62%, respectively), relative vigor (28.16 and 24.80%, respectively), and cover (100.77 and 98.47, respectively), indicating higher biomasses and densities and their dominance in the community. B. decumbens presented the highest number of contacts per point, showing the highest stratification. To detect possible edge-center distribution gradients, correspondence analysis was done, initially using all the recorded species and subsequently only the four more frequent grasses, with similar results: (a) the alien grasses, especially M. minutiflora, did not show a distinct distribution gradient from edge to center, but occurred over the whole reserve; (b) no distinct ecotonal band around the reserve (edge-belt) was detected, the whole reserve seeming to be 'ecotonal'; and (c) E. inflexa and M. minutiflora showed similar phytosociological patterns, and spatial distribution; association between these two species was statistically significant.",93,Journal,ar,Article,100,5,5,African grasses | Alien plants | Biological invasions | Brachiaria decumbens | Brazil | Cerrado | Edge effect | Habitat fragmentation | Melinis minutiflora | Savanna,13817,undefined,0,FALSE,52,10.1111/j.1744-7429.1999.tb00117.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032787232,SCOPUS_ID:0032787232,2-s2.0-0032787232,Root architecture and root:shoot allocation of shrubs and saplings in two lowland tropical forests: Implications for life-form composition,Becker P.,Biotropica,00063606,31,1,93-101,1999-01-01,March 1999,"Entire root systems of saplings of five canopy species and of six shrub and treelet species growing in lowland mixed dipterocarp forest at Andulau, Brunei were excavated and measured. Referring to a prior study at Gigante, Panama, two-way, fixed-factor ANOVAs were used to compare life-forms and sites. Rooting depth and the proportion of root surface area in the upper 20 cm of soil did not differ significantly between life-forms because some treelets/shrubs at Andulau were deep-rooted; all saplings studied were deep-rooted. The root:leaf area ratios of both saplings and treelets/shrubs at Andulau were significantly higher than those at Gigante. We attribute this strong difference to the lower soil content of available nutrients at Andulau where rainfall shortage is less severe and regular than at Gigante. Available data on life-form composition and mortality rates in large plots are consistent with our proposal that shallow-rooted shrubs and treelets are more vulnerable to drought than deep-rooted life-forms. We suggest that future studies of water use partitioning, wood anatomy, leaf morphology, and associations with neighboring plants would benefit from an explicit examination of their relation to rooting depth.",14,Journal,ar,Article,100,3,3,Brunei | Life-form | Panama | Plant architecture | Root depth | Root:shoot | Soil nutrients | Water stress,13817,undefined,0,FALSE,53,10.1111/j.1744-7429.1999.tb00120.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032783361,SCOPUS_ID:0032783361,2-s2.0-0032783361,Deposition of seeds by birds: Significance of the method used for its quantification,Roldan A.I.,Biotropica,00063606,31,1,184-186,1999-01-01,1999,NA,1,Journal,no,Note,100,2,2,NA,13817,undefined,0,FALSE,54,10.1111/j.1744-7429.1999.tb00129.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032783360,SCOPUS_ID:0032783360,2-s2.0-0032783360,"Ecology, production and exploitation of the mangrove Conocarpus erectus L. in Barra de Tecoanapa Guerrero, Mexico",Tovilla Hernández C.,Biotropica,00063606,31,1,121-134,1999-01-01,March 1999,"Biological aspects of the development of the buttonwood mangrove, Conocarpus erectus L., from Barra de Tecoanapa, Guerrero, Mexico are described. Litterfall, flowers and seed production, leaf turnover, decomposition of leaves, and the optimal use of this species by the local community are quantified. Conocarpus erectus produces mean litterfall of 2.6 g/m2/d, increasing (>20%) during the wet season. This is comparable to production recorded for other mangrove species of the Pacific and Caribbean. Flowering and fruiting are continuous but seed viability is (<12%). This is more critical during the dry season when <5 percent of seed germinates and only 1.6 percent of seedlings survive to form flowers after 25-28 mo. Leaf development is rapid for the first 64 days, with completion in 136 ± 9 days, giving an annual leaf turnover >2.6. High leaf cellulose and lignin content results in a slow decomposition rate (up to 284 d). Organic matter content in green leaves is greater (95%) than in yellow leaves (85%). The local people exploit the forest selectively using three species of tree, of which C. erectus and Laguncularia racemosa are most used. Buttonwood mangrove wood is used in house construction, fencing, and for firewood. Exploitation has altered gravely areas near occupation, creating clearings that will not recover easily. Some recommendations for the recuperation of these areas are presented, including proposals for more rational exploitation of this wetlands resource.",11,Journal,ar,Article,100,2,2,Decomposition | Dry season | Leaf turnover | Litterfall | Rational exploitation | Recuperation | Seed germination | Wetland,13817,undefined,0,FALSE,55,10.1111/j.1744-7429.1999.tb00123.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032783359,SCOPUS_ID:0032783359,2-s2.0-0032783359,Tree ferns in the interior and at the edge of a Mexican cloud forest remnant: Spore germination and sporophyte survival and establishment,Bernabe N.,Biotropica,00063606,31,1,83-88,1999-01-01,March 1999,"The three most common tree fern species in a Mexican montane cloud forest fragment (Alsophila firma, Lophosoria quadripinnata and Sphaeropteris horrida) were selected for laboratory and transplant experiments. The objectives were: (1) to determine the percentage of spore germination and gametophytes producing sporophytes, and (2) to compare early establishment of sporophytes at the edge and in the interior of the forest. Percent spore germination varied between 16 and 86 percent, and the number of gametophytes that produced sporophytes was high (>50%). Survival and growth of sporophytes differed between species and habitats. Survival was greater at the edge than in the forest interior for Lophosoria, but it was similar for Alsophila and Sphaeropteris. Number and length of fronds were higher at the forest edge for individuals of Alsophila and Lophosoria, but not for Sphaeropteris. RGR was higher at the forest edge than in the forest interior for sporophytes of the three species. This study suggests that the forest edge is an appropriate habitat for establishment of Alsophila and Lophosoria, but Sphaeropteris is apparently a forest interior species.",38,Journal,ar,Article,100,3,3,Alsophila firma | Cloud forest | Forest edge | Lophosoria quadripinnata | Sphaeropteris horrida | Spore germination | Survival | Transplant experiments | Tree ferns,13817,undefined,0,FALSE,56,10.1111/j.1744-7429.1999.tb00118.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032771273,SCOPUS_ID:0032771273,2-s2.0-0032771273,Edge structure determines the magnitude of changes in microclimate and vegetation structure in tropical forest fragments,Didham R.K.,Biotropica,00063606,31,1,17-30,1999-01-01,March 1999,"Edge structure is one of the principal determinants of the extent and magnitude of edge effects in forest fragments. In central Amazonia, natural succession at forest edges typically produces a dense wall of vegetation dominated by Cecropia spp. that buffers the forest interior. Fire encroachment into forest edges, however, eliminates the soil seed bank, enhances plant mortality, and promotes succession to an open, Vismia-dominated edge that does not buffer the forest interior. Contrasting open, fire-encroached forest edges and closed, non-fire-encroached edges were examined in central Amazonia to assess the effects of edge structure on microclimate and vegetation structure in tropical forest fragments. Edge penetration distances for most microclimate and vegetation structure variables were as much as two to five times greater at open edges than at closed edges. The magnitude of these differences suggests that edge structure is one of the main determinants of microclimate and vegetation structure within tropical forest fragments. Edge effects also varied systematically with fragment area. For a given edge type, 100-ha fragments had consistently lower canopy height, higher foliage density, higher temperature, a higher rate of evaporative drying, lower leaf litter moisture content, and lower litter depth than continuous forest, at all distances from the forest edge. These differences, however, were relatively minor compared to the striking differences in edge penetration between open and closed forest edges. For organisms in small fragments, the difference between open and closed edges may be the difference between total edge encroachment on one hand and an effective nature reserve on the other, relatively independent of absolute fragment area.",404,Journal,ar,Article,100,2,2,Cecropia | Central Amazonia | Edge effects | Fire | Forest fragmentation | Microclimate | Succession | Vegetation structure | Vismia,13817,undefined,0,FALSE,57,10.1111/j.1744-7429.1999.tb00113.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032770711,SCOPUS_ID:0032770711,2-s2.0-0032770711,Seasonal changes in liana cover in the upper canopy of a neotropical dry forest,Avalos G.,Biotropica,00063606,31,1,186-192,1999-01-01,1999,NA,37,Journal,no,Note,100,2,2,Canopy ecology | Lianas | Panama | Phenology | Tropical dry forest,13817,undefined,0,FALSE,58,10.1111/j.1744-7429.1999.tb00130.x,NA,NA
