@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,dc:description
true,https://api.elsevier.com/content/abstract/scopus_id/0028174863,SCOPUS_ID:0028174863,2-s2.0-0028174863,Pivotal assumptions determining the relationship between stability and complexity: An analytical synthesis of the stability-complexity debate,Haydon D.,American Naturalist,00030147,144,1,14-29,1994-01-01,1994,10.1086/285658,80,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,68,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174835,SCOPUS_ID:0028174835,2-s2.0-0028174835,"Delayed germination of seeds: A look at the effects of adult longevity, the timing of reproduction, and population age/stage structure",Rees M.,American Naturalist,00030147,144,1,43-64,1994-01-01,1994,10.1086/285660,156,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,69,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174834,SCOPUS_ID:0028174834,2-s2.0-0028174834,Intrademic group selection imposed by a parasitoid-host interaction,McCauley D.,American Naturalist,00030147,144,1,1-13,1994-01-01,1994,10.1086/285657,8,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,70,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174832,SCOPUS_ID:0028174832,2-s2.0-0028174832,"Sexual selection and the evolution of allometry for sexual size dimorphism in the water strider, Aquarius remigis",Fairbairn D.,American Naturalist,00030147,144,1,101-118,1994-01-01,1994,10.1086/285663,191,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,71,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174827,SCOPUS_ID:0028174827,2-s2.0-0028174827,The cost of male secondary sexual traits: Developmental constraints during ontogeny in a sexually dimorphic water strider,Arnqvist G.,American Naturalist,00030147,144,1,119-132,1994-01-01,1994,10.1086/285664,32,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,72,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174825,SCOPUS_ID:0028174825,2-s2.0-0028174825,Variation in geographical range size among mammals of the palearctic,Letcher A.,American Naturalist,00030147,144,1,30-42,1994-01-01,1994,10.1086/285659,115,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,73,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174823,SCOPUS_ID:0028174823,2-s2.0-0028174823,"Extraordinary sex roles in the Eurasian dotterel: Female mating arenas, female-female competition, and female mate choice",Owens I.,American Naturalist,00030147,144,1,76-100,1994-01-01,1994,10.1086/285662,84,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,74,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174705,SCOPUS_ID:0028174705,2-s2.0-0028174705,Quantitative genetic interpretations of postpollination reproductive traits in plants,Shaw R.G.,American Naturalist,00030147,143,4,617-635,1994-01-01,1994,10.1086/285623,14,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,75,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174702,SCOPUS_ID:0028174702,2-s2.0-0028174702,Homology and comparative methods in the study of avian cooperative breeding,Edwards S.,American Naturalist,00030147,143,4,723-733,1994-01-01,1994,10.1086/285628,3,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,76,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174699,SCOPUS_ID:0028174699,2-s2.0-0028174699,"Herbivory and Ipomopsis aggregata: Differences in response, differences in experimental protocol: A reply to Bergelson and Crawley",Paige K.,American Naturalist,00030147,143,4,739-749,1994-01-01,1994,10.1086/285630,52,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,77,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174698,SCOPUS_ID:0028174698,2-s2.0-0028174698,"Time, condition, and the seasonal decline of avian clutch size",Rowe L.,American Naturalist,00030147,143,4,698-722,1994-01-01,1994,10.1086/285627,265,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,78,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174696,SCOPUS_ID:0028174696,2-s2.0-0028174696,Extinction and colonization processes: Parameter estimates from sporadic surveys,Clark C.W.,American Naturalist,00030147,143,4,583-596,1994-01-01,1994,10.1086/285621,42,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,79,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174695,SCOPUS_ID:0028174695,2-s2.0-0028174695,Population cycling in space-limited organisms subject to density-dependent predation,Possingham H.P.,American Naturalist,00030147,143,4,563-582,1994-01-01,1994,10.1086/285620,17,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,80,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174694,SCOPUS_ID:0028174694,2-s2.0-0028174694,Interactions between herbivorous insects and plant-insect coevolution,Hougen-Eitzman D.,American Naturalist,00030147,143,4,677-697,1994-01-01,1994,10.1086/285626,78,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,81,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174693,SCOPUS_ID:0028174693,2-s2.0-0028174693,Ecological correlates of male outcrossing ability in a simultaneous hermaphrodite snail,Schrag S.J.,American Naturalist,00030147,143,4,636-655,1994-01-01,1994,10.1086/285624,43,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,82,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174691,SCOPUS_ID:0028174691,2-s2.0-0028174691,Density dependence and spatial structure in the dynamics of insect pathogens,Dwyer G.,American Naturalist,00030147,143,4,533-562,1994-01-01,1994,10.1086/285619,73,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,83,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174690,SCOPUS_ID:0028174690,2-s2.0-0028174690,Exploring fitness surfaces,Schluter D.,American Naturalist,00030147,143,4,597-616,1994-01-01,1994,10.1086/285622,228,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,84,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028174676,SCOPUS_ID:0028174676,2-s2.0-0028174676,Decision making of a sit-and-wait forager in an uncertain environment: Learning and memory load,Nishimura K.,American Naturalist,00030147,143,4,656-676,1994-01-01,1994,10.1086/285625,17,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,85,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173746,SCOPUS_ID:0028173746,2-s2.0-0028173746,The scaling of intake rate in mammalian herbivores,Shipley L.A.,American Naturalist,00030147,143,6,1055-1082,1994-01-01,1994,10.1086/285648,193,Journal,ar,Article,100,5,5,12604,undefined,0,FALSE,86,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173745,SCOPUS_ID:0028173745,2-s2.0-0028173745,Weight-density relationships between and within bird communities: Implications of niche space and vegetation structure,Telleria J.,American Naturalist,00030147,143,6,1083-1092,1994-01-01,1994,10.1086/285649,21,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,87,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173743,SCOPUS_ID:0028173743,2-s2.0-0028173743,Parent-offspring conflict over sex ratio. II.Offspring response to parental manipulation,Eshel I.,American Naturalist,00030147,143,6,987-1006,1994-01-01,1994,10.1086/285645,9,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,88,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173741,SCOPUS_ID:0028173741,2-s2.0-0028173741,Landscape distribution of organisms and the scaling of soil resources,Biondini M.,American Naturalist,00030147,143,6,1026-1054,1994-01-01,1994,10.1086/285647,21,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,89,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173739,SCOPUS_ID:0028173739,2-s2.0-0028173739,Direct and indirect species interactions in an early old-field plant community,Miller T.,American Naturalist,00030147,143,6,1007-1025,1994-01-01,1994,10.1086/285646,141,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,90,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028173732,SCOPUS_ID:0028173732,2-s2.0-0028173732,The effects of rare but promiscuous genetic exchange on evolutionary divergence in prokaryotes,Cohan F.,American Naturalist,00030147,143,6,965-986,1994-01-01,1994,10.1086/285644,71,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,91,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163242,SCOPUS_ID:0028163242,2-s2.0-0028163242,Aggregation and the dynamics of host-parasitoid systems: A discrete-generation model with within-generation redistribution,Rohani P.,American Naturalist,00030147,144,3,491-509,1994-01-01,1994,10.1086/285688,75,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,92,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163238,SCOPUS_ID:0028163238,2-s2.0-0028163238,Demographic consequences of inbreeding in remnant populations,Mills L.,American Naturalist,00030147,144,3,412-431,1994-01-01,1994,10.1086/285684,243,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,93,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163125,SCOPUS_ID:0028163125,2-s2.0-0028163125,Within-host population dynamics and the evolution and maintenance of microparasite virulence,Antia R.,American Naturalist,00030147,144,3,457-472,1994-01-01,1994,10.1086/285686,211,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,94,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163119,SCOPUS_ID:0028163119,2-s2.0-0028163119,Long-term experimental evolution in Escherichia coli. II.Changes in life-history traits during adaptation to a seasonal environment,Vasi F.,American Naturalist,00030147,144,3,432-456,1994-01-01,1994,10.1086/285685,182,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,95,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162920,SCOPUS_ID:0028162920,2-s2.0-0028162920,Intersexual selection and reproductive success in the pheasant Phasianus colchicus,von Schantz T.,American Naturalist,00030147,144,3,510-527,1994-01-01,1994,10.1086/285689,39,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,96,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162681,SCOPUS_ID:0028162681,2-s2.0-0028162681,Selection on pollen morphology: A game theory model,Till-Bottraud I.,American Naturalist,00030147,144,3,395-411,1994-01-01,1994,10.1086/285683,26,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,97,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162670,SCOPUS_ID:0028162670,2-s2.0-0028162670,Allocation of reproductive effort in perennial plants under pollen limitation,Olivieri I.,American Naturalist,00030147,144,3,373-394,1994-01-01,1994,10.1086/285682,18,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,98,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162576,SCOPUS_ID:0028162576,2-s2.0-0028162576,The dynamics of fisherian sex-ratio evolution: Theoretical and experimental investigations,Basolo A.L.,American Naturalist,00030147,144,3,473-490,1994-01-01,1994,10.1086/285687,41,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,99,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162508,SCOPUS_ID:0028162508,2-s2.0-0028162508,Physical stress and positive associations among marsh plants,Bertness M.,American Naturalist,00030147,144,3,363-372,1994-01-01,1994,10.1086/285681,346,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,100,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162279,SCOPUS_ID:0028162279,2-s2.0-0028162279,Evolutionary and continuous stability in asymmetric games with continuous strategy sets: The parental investment conflict as an example,Motro U.,American Naturalist,00030147,144,2,229-241,1994-01-01,1994,10.1086/285672,44,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,101,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162275,SCOPUS_ID:0028162275,2-s2.0-0028162275,Simultaneous optimization of egg distribution and sex allocation in a patch-structured population,Nagelkerke C.,American Naturalist,00030147,144,2,262-284,1994-01-01,1994,10.1086/285674,22,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,102,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162270,SCOPUS_ID:0028162270,2-s2.0-0028162270,Should prey overestimate the risk of predation?,Abrams P.A.,American Naturalist,00030147,144,2,317-328,1994-01-01,1994,10.1086/285677,65,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,103,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161698,SCOPUS_ID:0028161698,2-s2.0-0028161698,Reproductive strategies in relation to prey size in altricial birds: Homage to Charles Elton,Saether B.,American Naturalist,00030147,144,2,285-299,1994-01-01,1994,10.1086/285675,12,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,104,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161529,SCOPUS_ID:0028161529,2-s2.0-0028161529,A dynamic perspective on the physiological cost of reproduction in plants,Ashman T.,American Naturalist,00030147,144,2,300-316,1994-01-01,1994,10.1086/285676,123,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,105,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028155637,SCOPUS_ID:0028155637,2-s2.0-0028155637,Genetic slippage in response to sex,Lynch M.,American Naturalist,00030147,144,2,242-261,1994-01-01,1994,10.1086/285673,76,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,106,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028141043,SCOPUS_ID:0028141043,2-s2.0-0028141043,Temporal variability and geographical patterns in the population density of microtine rodents: A reply to Xia and Boonstra,Hanski I.,American Naturalist,00030147,144,2,329-342,1994-01-01,1994,10.1086/285678,36,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,107,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028118125,SCOPUS_ID:0028118125,2-s2.0-0028118125,Balancing foraging and antipredator demands: An advantage of sociality,Clark C.W.,American Naturalist,00030147,144,3,542-548,1994-01-01,1994,10.1086/285693,50,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,108,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028084050,SCOPUS_ID:0028084050,2-s2.0-0028084050,To guard mates or go forage: Conflicting demands affect the paternity of male red-winged blackbirds,Westneat D.,American Naturalist,00030147,144,2,343-354,1994-01-01,1994,10.1086/285679,90,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,109,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028083936,SCOPUS_ID:0028083936,2-s2.0-0028083936,Female preference and variability among t-haplotypes in wild house mice,Lenington S.,American Naturalist,00030147,143,5,766-784,1994-01-01,1994,10.1086/285632,36,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,110,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028079172,SCOPUS_ID:0028079172,2-s2.0-0028079172,On adaptive search and optimal stopping in sequential mate choice,Dombrovsky Y.,American Naturalist,00030147,144,2,355-361,1994-01-01,1994,10.1086/285680,81,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,111,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028065685,SCOPUS_ID:0028065685,2-s2.0-0028065685,The benefits of overcompensation and herbivory: The difference between coping with herbivores and liking them,Mathews J.,American Naturalist,00030147,144,3,528-533,1994-01-01,1994,10.1086/285690,23,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,112,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028056003,SCOPUS_ID:0028056003,2-s2.0-0028056003,The evolution of soma in the volvocales,Koufopanou V.,American Naturalist,00030147,143,5,907-931,1994-01-01,1994,10.1086/285639,61,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,113,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028042052,SCOPUS_ID:0028042052,2-s2.0-0028042052,"Antagonistic pleiotropy, reversal of dominance, and genetic polymorphism",Curtsinger J.,American Naturalist,00030147,144,2,210-228,1994-01-01,1994,10.1086/285671,140,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,114,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028042008,SCOPUS_ID:0028042008,2-s2.0-0028042008,"Symposium on Sexual Selection in Plants and Animals, Snowbird, Utah, USA, June 19th, 1993",NA,American Naturalist,00030147,144,NA,1-149,1994-01-01,1994,10.1086/285657,0,Journal,cp,Conference Paper,100,0,NA,12604,undefined,0,FALSE,115,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028028910,SCOPUS_ID:0028028910,2-s2.0-0028028910,Evolutionary genetics of the major histocompatibilty complex,Hedrick P.,American Naturalist,00030147,143,6,945-964,1994-01-01,1994,10.1086/285643,184,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,116,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028028785,SCOPUS_ID:0028028785,2-s2.0-0028028785,Hatch synchrony and bad food years,Lamey T.,American Naturalist,00030147,143,4,734-738,1994-01-01,1994,10.1086/285629,4,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,117,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028025850,SCOPUS_ID:0028025850,2-s2.0-0028025850,Maternal parasite load increases sprint speed and philopatry in female offspring of the common lizard,Sorci G.,American Naturalist,00030147,144,1,153-164,1994-01-01,1994,10.1086/285666,78,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,118,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028007846,SCOPUS_ID:0028007846,2-s2.0-0028007846,The adaptive importance of shoot and crown architecture in conifer trees,Smith W.,American Naturalist,00030147,143,3,528-532,1994-01-01,1994,10.1086/285618,40,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,119,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028007793,SCOPUS_ID:0028007793,2-s2.0-0028007793,Behavioral changes in Tribolium spp. beetles infected with a tapeworm: Variation in effects between beetle species and among genetic strains,Yan Guiyun ,American Naturalist,00030147,143,5,830-847,1994-01-01,1994,10.1086/285635,33,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,120,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028005630,SCOPUS_ID:0028005630,2-s2.0-0028005630,Sex mortality differentials in the bean beetle: Reframing the question,Tatar M.,American Naturalist,00030147,144,1,165-175,1994-01-01,1994,10.1086/285667,26,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,121,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027995712,SCOPUS_ID:0027995712,2-s2.0-0027995712,Deleterious mutations and the evolution of male haploidy,Goldstein D.,American Naturalist,00030147,144,1,176-183,1994-01-01,1994,10.1086/285668,19,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,122,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027962863,SCOPUS_ID:0027962863,2-s2.0-0027962863,"Overcompensation, plant-herbivore mutualism, and mutalistic coevolution: A reply to Mathews",Vail S.,American Naturalist,00030147,144,3,534-536,1994-01-01,1994,10.1086/285691,11,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,123,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027952077,SCOPUS_ID:0027952077,2-s2.0-0027952077,Settlement tactics in seasonally territorial animals: Resolving conflicting predictions,Adams E.,American Naturalist,00030147,143,5,939-943,1994-01-01,1994,10.1086/285642,3,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,124,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027950235,SCOPUS_ID:0027950235,2-s2.0-0027950235,Estimating the rate of phenotypic evolution from comparative data,Martins E.,American Naturalist,00030147,144,2,193-209,1994-01-01,1994,10.1086/285670,123,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,125,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027949550,SCOPUS_ID:0027949550,2-s2.0-0027949550,Evolutionarily stable reproductive strategies in sexual organisms: An integrated approach to life-history evolution and sex allocation,Zhang Da Yong ,American Naturalist,00030147,144,1,65-75,1994-01-01,1994,10.1086/285661,40,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,126,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027948773,SCOPUS_ID:0027948773,2-s2.0-0027948773,Deriving the functional response without assuming homogeneity,Ruxton G.,American Naturalist,00030147,144,3,537-541,1994-01-01,1994,10.1086/285692,9,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,127,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027947108,SCOPUS_ID:0027947108,2-s2.0-0027947108,Pollen tube numbers and selective fruit maturation in Lindera benzoin,Niesenbaum R.,American Naturalist,00030147,144,1,184-191,1994-01-01,1994,10.1086/285669,26,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,128,NA,NA,NA
