@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/47849129830,SCOPUS_ID:47849129830,2-s2.0-47849129830,Variation in the structure of the periphytic community that colonizes artificial substrata in the Medellín river (Colombia),Montoya M. Y.,Revista de Biologia Tropical,00347744,55,2,585-593,2007-06-01,June 2007,"Weekly samples were taken from microscope glass slides attached to acrylic substrata were placed at subsuperficial level in two sampling stations in the higher section of the Medellín river, Colombia, from January through March 1998. Diversity and evenness varied with time (Friedman p<0.05). There were spatial differences in biomass, productivity, diversity and evenness (Friedman p<0.05). Total biomass and productivity increased with the time of colonization at station 1. Station 2, with four times more water flow, had lower diversity and mean evenness values. During the colonization process the were 76 species (22 families). The Chrysophyta, mainly diatoms, were the most abundant (56 % of the total), followed by Clorophyta (29 %), Cyanophyta (11 %) and Cryptophyta (4 %).",5,19069768,Journal,ar,Article,100,2,2,Biofilms | Colonization | Periphyton | Stream | Tropical limnology,13567,undefined,0,FALSE,21,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849118786,SCOPUS_ID:47849118786,2-s2.0-47849118786,"Genetically modified crops: Promises and good intentions are not enough (refutation to Espinoza et al. 2004, Rev. Biol. Trop. 52 (3): 727-732)",García G J.E.,Revista de Biologia Tropical,00347744,55,2,347-364,2007-06-01,June 2007,"The arguments presented by Espinoza et al. in their paper ""Relationship of genetically modified crops with the environment and health of the Costa Rican human population"" published in this journal (Rev. Biol. Trop. 52: 727-732, 2004) are questioned and refuted. The arguments are confronted with evidence offered by scientists and national and international independent organizations around the world (e.g. World Health Organization, Consumers International, Physicians and Scientists for Responsible Application of Science and Technology, International Union for Conservation of Nature and Natural Resources, the Council of the University of Costa Rica, and the Independent Science Panel) showing the current uncertainty and limitations of science in this area, as well as those of proposed and applied biosafety approaches. Environment, biodiversity and food security are so important and basic matters, that there is need of serious testing, particularly when promises seem to be based on environmentally dangerous ideas promoted half a century ago by the so called ""green revolution"". Debate should continue, based on a holistic analysis of facts and with ethical reasoning, avoiding emotional positions that can confuse virtual reality with reality.",1,19069750,Journal,re,Review,100,1,1,Biosafety | Costa Rica | Genetically modified crops | Genetically modified organisms | GMCs | GMOs | Regulatory framework | Transgenics,13567,undefined,0,FALSE,22,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849117179,SCOPUS_ID:47849117179,2-s2.0-47849117179,"A method to identify the three cryptic species of Protesilaus, (Lepidoptera: Papilionidae) from southern Brazil, based on genital morphology",Murillo-Hiller L.,Revista de Biologia Tropical,00347744,55,2,665-671,2007-06-01,June 2007,"I describe the male genital structures of three species of butterflies from Rio Grande do Sul, Brazil. Their external patterns do not differ enough to determine one species from another. All inhabit the same areas at the same time of the year. In an attempt to find a constant difference among them, as well as to establish the range of variability in each species, series of butterflies from different localities were dissected. The diagnostic structures found in all three species were named and drawn for their identification. Color patterns, width, separateness and presence or absence of the black bands and the color of the frons are not useful for recognizing P. nigricornis from P. stenodesmus or P. helios. The species group studied shows major morphological variability. For that reason, species level identification can be extremely difficult, particularly if the specimens are deteriorated. In conclusion, the only reliable way to correctly identify this species is by dissection of male genitalia.",0,19069777,Journal,ar,Article,100,1,1,Eurytides | Genitalia | P. helios | P. nigricornis | P. stenodesmus | Sympatry,13567,undefined,0,FALSE,23,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849114610,SCOPUS_ID:47849114610,2-s2.0-47849114610,"Distribution of aquatic birds in oxidation lagoons of La Paz city in South Baja California, Mexico",Zamora-Orozco E.M.,Revista de Biologia Tropical,00347744,55,2,617-626,2007-06-01,June 2007,"Taxonomic composition, spatial and temporal distribution of aquatic birds in oxidation lagoons (LO) of La Paz city in south Baja California, Mexico, were determined during 24 censuses realized in two-week intervals (April/98-March/99). There are five lagoons of 5 Ha each and 17 ha of terrains constantly flooded that serve as feeding areas for cattle and birds. One hundred twenty three species were observed, 75 of which were aquatic birds. A total of 46 041 observations were made (average 1 918 birds/census). Richness and abundance of aquatic birds were influenced mainly by migration of anatids and sandpipers. The first group had the greatest abundance due to its affinity towards fresh water bodies. The terrains were the favorite sites of dabbling ducks (Anas) and sandpipers. In contrast, two of the most abundant species (Oxyura jamaicensis, 12.5 % of all species, and Fulica americana, 8.8 %) restricted their presence to the oxidation lagoons. LO presented a bird structure of its own and atypical, according to the dryness of the region.",5,19069771,Journal,ar,Article,100,3,3,Aquatic birds | Baja California | Distribution | Migratory birds | Oasis,13567,undefined,0,FALSE,24,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849108538,SCOPUS_ID:47849108538,2-s2.0-47849108538,"Displacements of the green iguana (Iguana iguana) (Squamata: Iguanidae) during the dry season in la Palma, Veracruz, Mexico",Morales-Mávil J.,Revista de Biologia Tropical,00347744,55,2,709-715,2007-06-01,June 2007,"The green iguana (Iguana iguana) is said to be primarily sedentary, although the females travel long distances to nest. Displacement patterns must be known to help predict the effects of environmental disturbance on iguanas' survival. We studied nesting season (February-July) movements in La Palma, Los Tuxtlas, Veracruz, Mexico (18° 33' N, 95° 03' W). Individual movements and activity were monitored by radio tracking. The transmitters were implanted surgically in eight adult iguanas (four males and four females). Snout vent length (SVL) was used to determine the relationship between size of the body and size of home range. To estimate the size of home range, three or more points were used. Minimum convex polygons estimates of home range were calculated with McPAAL. The iguanas were radio-located between 23 and 30 occasions, mainly in trees (56 % between 3-9 m); only 4 % were localized under a height of 3 m (forest floor). The occupation area mean was larger for males (9 158.06±3 025.3m2 vs. 6 591.24±4 001.1 m2) although the differences were not significant (t= 0.51, p>0.05). SVL was correlated with home range (r= 0.76; gl= 7; p<0.05). Breeding males defended their home range vigorously against other adult males. We observed one separate male home range and large portions of overlap between the sexes. The home range generally formed a conglomerate of polygons and only two had linear shapes along the river: apparently iguanas use the riparian vegetation for foraging. The females display two strategies for nesting: 1) moving to the sandy area near the sea or, 2) laying eggs near the river, in loam. Iguanas responded to habitat fragmentation and reduction by modifying their nesting strategy.",11,19069782,Journal,ar,Article,100,3,3,Green iguana | Home ranges | Los Tuxtlas | Nesting | Radiotracking,13567,undefined,0,FALSE,25,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849104752,SCOPUS_ID:47849104752,2-s2.0-47849104752,The Rotifer fauna of Guatemala and Belize: Survey and biogeographical affinities,García-Morales A.E.,Revista de Biologia Tropical,00347744,55,2,569-584,2007-06-01,June 2007,"Rotifer samples were obtained from 29 localities in northern Guatemala and central-southern Belize during March 2000 and June 2001. A total of 119 species were identified. Ten selected taxa are illustrated and commented: Euchlanis semicarinata, Lepadella apsicora, L. cryphaea, Lecane curvicornis f. lofuana, L. whitfordi, Monommata maculata, Scaridium bostjani, Trichocerca elongata f. braziliensis, and T. hollaerti. The species Lepadella rhomboidula is a first record for the American Continent. The species are 71 % cosmopolitan, 6 % tropicopolitan, and 4.2 % restricted to the subtropics. The Guatemala species number range was Petén-Itza lake (53 taxa), and Raxruja pool (three). La Democracia pool (49 taxa), and the Blue Hole sink-hole (six species) were the extremes in Belize. In total, 68 of the recorded taxa are new for Guatemala and 91 for Belize. Additionally, 47 species are registered by the first time in Central America. A comparison between these two countries and Mexico revealed that the south part of the latter conform a cluster with them, emphasizing the transitional character of this region between the Nearctics and the Neotropics. Furthermore, Guatemala and Belize have differences in species assemblages, as a response to the nature of their particular environments and topographical accidents.",7,19069767,Journal,ar,Article,100,2,2,Belize | Distribution | Diversity | Guatemala | Rotifera | Taxonomy,13567,undefined,0,FALSE,26,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849103293,SCOPUS_ID:47849103293,2-s2.0-47849103293,Taxonomic revision of the Haplothrips-Karnyothrips group (Thysanoptera: Phlaeothripidae),Retana-Salazar A.,Revista de Biologia Tropical,00347744,55,2,627-635,2007-06-01,June 2007,"The generic group (""ensemble"") Haplothrips-Karnyothrips is reviewed, following the most recently published criteria for distinguishing generic characters. We establish a new diagnosis for each genus. A review of a Central American collection is included and a new genus of Phlaeothripidae is described from the Central Pacific of Costa Rica from specimens collected on Cyperaceae flowers during the dry season. The genus can be distinguished by widely separated maxillary stylets, absent maxillary bridge, pelta shape and the setae B1, which measures two thirds of the tube length. We include a key based on characters of phylogenetic importance.",5,19069772,Journal,ar,Article,100,2,2,Costa Rica | New genus | Phlaeothripinae | Thysanoptera,13567,undefined,0,FALSE,27,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849101268,SCOPUS_ID:47849101268,2-s2.0-47849101268,"Distribution and environmental conditions related to the behavior in the bottlenose dolphin (Tursiops truncatus) and the spotted dolphin (Stenella attenuata) (Cetacea: Delphinidae) in Golfo Dulce, Costa Rica",Cubero-Pardo P.,Revista de Biologia Tropical,00347744,55,2,549-557,2007-06-01,June 2007,"Habitat characteristics influencing behavior in animal species vary locally. The influence that a particular environmental characteristic can have on a species depends not only on other variables, but on morphological, physiological and social conditions of that species. In this study, developed from June 1996 to July 1997, I studied whether specific behaviors are related to particular distribution areas and environmental factors in the bottlenose (Tursiops truncatus) and the spotted dolphin (Stenella attenuata). The study area was covered along oblicuous linear transects, and the behavior of single groups was observed from 15 min to 5 h. Environmental factors such as depth, temperature, salinity and distance from shore, among others, were considered. For the bottlenose dolphin, foraging/feeding activities showed exclusive coincidence with river mouths, coral reef and mangrove areas, while social and milling activities where seen close to feeding areas. Traveling occurred along different points parallel to the coast, with a low percentage of cases across the gulf (16.56 %), suggesting that the bottlenose rarely crosses from one side to the other. In the spotted dolphin, several behaviors were observed simultaneously in the schools and it was not possible to associate areas with particular behaviors. The lack of significant relationships among activities and particular environmental variables (ANOVA tests) is attributed to three aspects: (a) transitions among activities generally occurred into a low variable area, (b) dolphins often traveled along large areas without changing activities and (c) environmental conditions in Golfo Dulce are homogeneous. In the two species the highest average in the number of individuals per group corresponded to the category of active socializing, followed by traveling, passive socializing and feeding. In the case of the bottlenose dolphin, the smallest group size was associated with feeding activities (ANOVA, F= 2.624, p=0.037, n= 156, df= 4), while in the spotted dolphin the smallest group size corresponded to milling activities (ANOVA, F= 3.817, p=0.009, n=51, df= 4).",7,19069765,Journal,ar,Article,100,1,1,Behavior | Cetaceans | Costa Rica | Environmental factors | Stenella attenuata | Tursiops truncatus,13567,undefined,0,FALSE,28,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849100995,SCOPUS_ID:47849100995,2-s2.0-47849100995,Diet of the ascidian Ecteinascidia turbinata (Ascidiacea: Perophoridae) in two mangrove areas of Cuba,Hernández-Zanuy A.,Revista de Biologia Tropical,00347744,55,2,499-507,2007-06-01,June 2007,"Stomach contents of 88 zooids of Ecteinascidia turbinata Herdman 1880 and the qualitative and quantitative composition of phytoplankton in the water column were studied in Santa Fe (North Coast of Havana) and Punta del Este (SW of Cuba). We identified 59 microalgal species and four tintinnids in the stomachs. Cell size was 75-165 ?m in length and 2-105 ?m in width. There were not significant differences in microalgal diversity in the water column in the two locations. In both locations, the diatoms had the largest number of species and individuals in stomachs and water. In Santa Fe, dinoflagellate biomass was larger in water and stomach contents, while in Punta del Este the contribution of each group to the stomach content was similar to that of the water column. This species filters in a constant and irregular way during the day, independently of food availability.",1,19069762,Journal,ar,Article,100,4,4,Ascidian | Ecteinascidia turbinata | Feeding | Mangroves | Phytoplankton,13567,undefined,0,FALSE,29,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849099087,SCOPUS_ID:47849099087,2-s2.0-47849099087,Phylogenetic relationships among Neotropical deer genera (Artiodactyla: Cervidae) by means of DNA<inf>mt</inf> sequences and microsatellite markers,Ruiz-García M.,Revista de Biologia Tropical,00347744,55,2,723-741,2007-06-01,June 2007,"The current work shows two molecular phylogenetic analyses on Neotropical deers. In the first analysis, the mitochondrial control region (D-loop) was sequenced in six Odocoileinae species from Latin America, using the sequences of two Muntiacinae as outgroups. The results obtained were as follows: A sequence of Mazama americana showed a striking relationship with several sequences of Odocoileus in contrast to that expected, since this M. americana haplotype, from a Mexican origin, was not associated with several Bolivian Mazama sequences analyzed. This could put forward that this genera is not monophyletic. On the other hand, these Bolivian Mazama formed a clade with Pudu puda and Ozotoceros bezoarticus. Likely, an Odocoileus virginianus sequence from the Central area of Colombia showed a more strong relationship with a Northamerican O. heminonus sequence than with the other O. virginianus sequences of Colombian origin as well. This could be explained by means of various different hypotheses. The first is the existence of common ancestral haplotypes between both species. Another one is the reiterative hybridization among both Odocoileus species before the migration of O. virginianus from North America to South America. Moreover, the maximum parsimony analysis showed an intense relationship between the Muntiacinae and this Neotropical Cervidae clade. In addition, and adding credence to the relevant polyphyletism found in Mazama by means of the mitochondrial control region DNA sequences, a second analysis with 16 DNA microsatellite loci also showed a higher genetic relationship between M. americana and O. virginianus, than between the first species regard to Mazama gouazoubira.",6,19069784,Journal,ar,Article,100,4,4,DNAmt | Mazama | Microsatellites | Molecular phylogeny | Neotropical deers | Odocoileus,13567,undefined,0,FALSE,30,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849098545,SCOPUS_ID:47849098545,2-s2.0-47849098545,Checklist and references of the Amphipod Crustaceans (Gammaridea) from tropical western Atlantic,Ortíz M.,Revista de Biologia Tropical,00347744,55,2,479-498,2007-06-01,June 2007,"The published records of Amphipoda Gammaridea of the tropical western Atlantic region were reviewed and compiled in a checklist. A total of 478 species is recorded (52 families, 199 genera). This adds 20 families and 253 species to the last published list. The families are Ampeliscidae, Amphilochidae, Amphitoidae, Anamixidae, Aoridae, Argissidae, Aristiidae, Bateidae, Biancolinidae, Bogidiellidae, Cheluridae, Colomastigidae, Corophiidae, Cyphocarididae, Cyproideidae, Dexaminidae, Endevouridae, Epimeriidae, Eusiridae, Gammaridae, Hadziidae, Haustoriidae, Hyalellidae, Hyalidae, Hyperiopsidae, Iphimediidae, Isaeidae, Ischyroceridae, Leucothoidae, Liljeborgiidae, Lysianassidae, Megaluropidae, Melitidae, Melphidippidae, Ochlesidae, Oedicerotidae, Pardaliscidae, Phliantidae, Phoxocephalidae, Platyischnopidae, Pleustidae, Podoceridae, Pontoporeiidae, Scopelocheiridae, Sebidae, Stegocephalidae, Stenothoidae, Synopiidae, Talitridae, Uristidae, and Vitjazianidae.",25,19069761,Journal,ar,Article,100,3,3,Amphipoda | Diversity | Gammaridea | Tropical western Atlantic,13567,undefined,0,FALSE,31,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849093617,SCOPUS_ID:47849093617,2-s2.0-47849093617,"Bee (Apis mellifera, Hymenoptera: Apoidea) visitation to cantaloupe Cucumis melo (Cucurvitaceae) flowers in Panama",De La Hoz J.,Revista de Biologia Tropical,00347744,55,2,677-680,2007-06-01,June 2007,"Flower visits by bees were observed in a melon cultivated field of San Lorenzo district, in Chiriquí, Panama, from January 6 to February 19, 2002, from 6:30 am to 4:30 pm We recorded the duration of each foraging event and the type of resource collected. Flower visits were mostly for nectar collection (∼75 %). Pollen foraging was concentrated in the first hours of the morning and ended by 11:00 am The mean collection time was similar for both food resources, but was different between flower sexes. Flower visits to female flowers took longer (Student's t test, p<0.0001), with a mean time duration of 8.4±4.4 s, whereas in male flowers mean visitation time was of 4.0±1.5 s. Finally, the mean time for each floral sex remained practically constant through the evolution of the crop. Our results were similar to the found ones in temperate zone crops, so apparently tropical conditions of Panama do not change the bee visit patterns on melon flowers.",6,19069779,Journal,ar,Article,100,1,1,Flower sex | Flower visits | Melon | Nectar | Pollen | Pollination | Resource,13567,undefined,0,FALSE,32,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849093367,SCOPUS_ID:47849093367,2-s2.0-47849093367,Two new genera of land snails (Stylommatophora: Arionacea) from Chile,Vargas-Almonacid P.,Revista de Biologia Tropical,00347744,55,2,693-708,2007-06-01,June 2007,"We describe two new genera of land molluscs found under wet leaf litter in isolated fragments of a secondary native forest at the Hualpén Botanical Park (36°45'-3649' S, 73°9'-73°13' W), University of Concepción, Chile. The new taxa are Pichikadi gen.n., of Punctidae, and Chellius gen.n., of Charopidae, with the following new species: Pichikadi hualpensis sp.n., and Chellius piramidalis sp.n. English diagnosis are presented for all taxa, together with an English identification key and English versions of figure captions and table headings. To facilitate subsequent studies and interpretations, we follow recent authors in using mainly shell characters, an approach that has favored the present taxonomic stability of the world's land micromollusca. The diagnosis and observations are complemented with a key for the species of these families inhabiting continental Chile.",6,19069781,Journal,ar,Article,100,2,2,Charopidae | Land snails | Micromollusca | Pulmonata | Punctidae | Stylommatophora,13567,undefined,0,FALSE,33,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849090004,SCOPUS_ID:47849090004,2-s2.0-47849090004,Cuscohoplininus pagoreni: A new genus and species of Hoplinini stilt bug from Peru (Heteroptera: Berytidae),Dellapé P.,Revista de Biologia Tropical,00347744,55,2,673-676,2007-06-01,June 2007,"The Berytidae or stilt bugs are a cosmopolitan family of lygaeoid bugs, which are slender, elongate insects, with generally cylindrical bodies and very long, slender antennae and legs. Members of the tribe Hoplinini are characterized by the lack of a distinct metapleural scent channel and the possession of a dorsally directed process on the caudal edge of the male genitalia capsule (absent in Xenoloma and Cuscohoplininus). In this paper, we described the new genus and species Cuscohoplininus pagoreni from Peru. Scanning electron micrographs are provided to illustrate taxonomically important structures. Among the eight genera known in the tribe Hoplinini, the new genus Cuscohoplininus resembles Parajalysus in general aspect and size, but can be easily distinguished by the following characters: Parajalysus is characterized by the four large, erect pronotal spines, one centered on the anterior lobe, and on the posterior lobe, one at each humeral angle and one at the base of the meson; whereas, Cuscohoplininus has a single spine on the anterior pronotal lobe, an elongate scutellar spine (a tubercle is present in Parajalysus), and lacks a process on the caudal edge of the male genitalia capsule.",6,19069778,Journal,ar,Article,100,2,2,Berytidae | Heteroptera | New genus | New species | Peru,13567,undefined,0,FALSE,34,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749149932,SCOPUS_ID:47749149932,2-s2.0-47749149932,"Comparative growth of the intertidal barnacle Tetraclita stalactifera (Thoracica: Tetraclitidae) in sites influenced by upwelling and tropical conditions at the Cabo Frio region, Brazil",Skinner L.F.,Revista de Biologia Tropical,00347744,55,SUPPL. 1,71-77,2007-06-01,June 2007,"Growth of the intertidal barnacle Tetraclita stalactifera was compared in two sites under upwelling and tropical influence at Cabo Frio region, Brazil. The hypothesis was that growth is higher at sites with an enhanced productivity. Five quadrates of 10 x 10 cm were cleared in an intertidal zone of each site to follow growth from recruitment and onwards. Base diameters were measured for 18 individuals at the tropical site (Ponta da Fortaleza) and 22 at the upwelling site (Ponta da Cabeça) using digitalized photos and ImageTool software. Mean growth rates were 0.07 mm/day at the tropical site and 0.06 mm/day at the site under upwelling influence. No effect of location, upwelling season or settlement time was found on barnacle growth rates. Other factors or synergic interactions such as temperature and food availability could influence T. stalactifera growth.",19,NA,Journal,ar,Article,100,3,3,Bottom-up effect | Cirripedia | Development | Temperature | Tropical region,13567,undefined,0,FALSE,35,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749146506,SCOPUS_ID:47749146506,2-s2.0-47749146506,Prevalence of serum antibodies for the bacterium Brucella sp. in a tropical human population,Chanto G.,Revista de Biologia Tropical,00347744,55,2,385-391,2007-06-01,June 2007,"Brucellosis is a systemic bacterial disease that can last years if not treated properly. The laboratory diagnosis is made by serological tests or isolation of the agent. We studied the prevalence of antibodies against Brucella sp. in inhabitants of rural communities of Cartago, Costa Rica, who are dedicated mainly to dairy cattle activities. We analyzed 714 representative samples with the Rose Bengal plate agglutination test (RBT) and the standard agglutination test in microplate (SAT). The overall prevalence was 0.87 %. No seroconversion was demonstrated for seropositive individuals. Even though 71 % of the population mentioned consuming non-pasteurized milk, no statistically significant association was found (1.09 %, IC 0.30-2.77) between milk consumption and the presence of antibodies suggestive of infection by Brucella sp. As a brucellosis high-risk population, the absence of symptoms in the population agrees with the observed titers of antibodies, suggesting a low previous exposure to the agent.",3,19069753,Journal,ar,Article,100,8,8,Brucella | Diagnosis | Human brucellosis | Rose Bengal test | Serology,13567,undefined,0,FALSE,36,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749146474,SCOPUS_ID:47749146474,2-s2.0-47749146474,Population biology of the burrowing shrimp Callichirus seilacheri (Decapoda: Callianassidae) in northern Chile,Hernáez P.,Revista de Biologia Tropical,00347744,55,SUPPL. 1,141-152,2007-06-01,June 2007,"The life history of ghost shrimps, known for their role in shaping community structures in shallow water habitats, is poorly studied in species occurring along the coasts of the South American Pacific. Here we present ecological information concerning Callichirus seilacheri based upon individuals collected from January to December 2003 in Las Machas beach, northern Chile. Burrow densities varied between 1.4 and 20.2 burrows / 0.25 m2, and was highest during summer (18.2 burrows / 0.25m2). The sex proportion was 1:1 during most of the study period; however, females outnumbered males in January and September. Males reached a larger maximum size than females (27.1 and 24.0 mm CL, respectively). The presence of juveniles was restricted principally to the time between February and May. Sexual maturity was reached at a size of 20.8 mm (males) and 18.1 mm CL (females). The main breeding period lasted from autumn to winter (May to August, peaking in June), and co-occurred with decreasing water temperatures and the presence of a sediment layer covering the burrows.",31,NA,Journal,ar,Article,100,2,2,Burrow density | Ghost shrimp | Pacific | Reproduction | Sexual maturity | South America,13567,undefined,0,FALSE,37,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749138912,SCOPUS_ID:47749138912,2-s2.0-47749138912,Microbial flora associated with submerged mangrove leaf litter in India,Rajendran N.,Revista de Biologia Tropical,00347744,55,2,393-400,2007-06-01,June 2007,"We studied the microbial flora in decomposing mangrove leaves in relation to changes in nitrogen and tannin levels, and in penaeid prawn assemblages. Senescent leaves of two mangrove species (Rhizophora apiculata and Avicennia marina) kept in nylon bags, were separately immersed for 80 days in five tanks full of mangrove water. A known amount of decomposing leaves was collected every ten days from each tank for microorganism counts, total nitrogen and tannin measurement, and juvenile penaeid prawn counts. Five genera of total heterotrophic bacteria (THB), three species of azotobacters and 19 species of fungi were identified. The azotobacters showed a significant peak around 40-50 days after the beginning of of decomposition, similar to the trend for total nitrogen and for prawn assemblages.",32,19069754,Journal,ar,Article,100,2,2,Avicennia | Azotobacter | Decomposition | Litter | Microbes | Rhizophora,13567,undefined,0,FALSE,38,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749138161,SCOPUS_ID:47749138161,2-s2.0-47749138161,"Population dynamics of Excirolana armata (Isopoda: Cirolanidae) in Buenos Aires beaches, Argentina",Thompson G.A.,Revista de Biologia Tropical,00347744,55,SUPPL. 1,131-140,2007-06-01,June 2007,"The population dynamics and structure of the cirolanid isopod Excirolana armata were studied from January 2004 through March 2005 in three sandy beaches of Buenos Aires Province (Argentina). Beaches with different types of anthropogenic influences were selected. The von Bertalanffy's growth function parameters were determined for each population. There was a marked fluctuation in growth, with lowest rates in late autumn and winter. The isopod population of the beach exposed to the highest degree of anthropogenic erosion had the lowest and most stable values of abundance and biomass, the highest mortality rate and the shortest life span. Temporal fluctuations of the allometric coefficient of the length-dry weight relationship indicated a cycling pattern, with lowest values during the autumn-winter period and peak values in the summer. Females predominated in the populations due to the short duration of the reproductive season. Argentine and Uruguayan populations showed similar growth performance indices, but differed in their abundance and biomass values, probably as a response to variations in beach morphodynamics and biological interactions.",8,NA,Journal,ar,Article,100,2,2,Cirolanids | Excirolana armata | Population dynamics | Sandy beaches,13567,undefined,0,FALSE,39,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749134884,SCOPUS_ID:47749134884,2-s2.0-47749134884,Biological control of Diatraea spp. (Lepidoptera: Pyralidae) in sugarcane crops in Central Venezuela,Weir L. E.H.,Revista de Biologia Tropical,00347744,55,2,655-658,2007-06-01,June 2007,"In 1990-1996, we evaluated the relative importance of the Amazonian fly (Metagonystilum minense) and the wasp (Cotesia flavipes), in sugarcane crops, in Central Venezuela. We observed a significant decrease in relative abundance of Diatraea spp. when the Amazon fly abundance increased but not with the wasp abundance. Diatraea spp. abundance in presence of both parasitoids was similar to its abundance throughout the last 45 years, when only inundations of M. minense occurred. However a net effect by using both parasitoids was not evident. M. minense is probably the stronger pest control, because its more efficient in its host searching than C. flavipes and is better as competitor than the wasp.",9,19069775,Journal,ar,Article,100,3,3,Cotesia flavipes | Diatraea | Metagonystilum minense | Parasitoid | Sugarcane,13567,undefined,0,FALSE,40,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749131584,SCOPUS_ID:47749131584,2-s2.0-47749131584,"Changes in fish communities of coral reefs at Sabana-Camagüey Archipelago, Cuba",Claro R.,Revista de Biologia Tropical,00347744,55,2,537-547,2007-06-01,June 2007,"A comparison of fish community structure in the Sabana-Camagüey Archipelago (1988-1989 and 2000) using visual census surveys (eight belt transects 2x50 m in each site) suggests a notable decrease on species richness, and a two thirds reduction in fish density and biomass on coral reefs. This decrease in fish populations may be related to the alarming decrease of scleractinian coral cover, and an enormous proliferation of algae, which currently covers 70-80% of the hard substrate, impeding the recovery of corals and other benthic organisms. High coral mortalities occurred between the study periods, which correlate with the high temperatures caused by the ENSO events of 1995, 1997 and 1998. These events caused massive bleaching of corals and subsequent algae overgrowth. Evidence of nutrient enrichment from the inner lagoons and overfishing are also present. Collectively, these effects have provoked a marked degradation of reef habitats. These changes appear to have affected the availability of refuges and food for fishes, and may be constraining individual growth potential and population size.",5,19069764,Journal,ar,Article,100,4,4,Anthropic impacts | Coral reefs | Cuba | Environmental changes | Fish community | Trophic relations,13567,undefined,0,FALSE,41,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749130823,SCOPUS_ID:47749130823,2-s2.0-47749130823,"The snakes of Osun Grove: A world heritage site in Osogbo, Nigeria",Akinpelu A.,Revista de Biologia Tropical,00347744,55,2,717-721,2007-06-01,June 2007,"The Osun Grove, Osogbo, Nigeria, is a protected area covered by riparian forest, dry high forest and derived savanna. In January and June 2000 a total of 25 of snake species were recorded with Afronatrix anoscopus and Calabaria reinhardti being prominent. The incidence of Philothamnus semivariegatus, a savanna species, may be the result of the invasive savanna produced by farming activities around the grove. Nine species, led by A. anoscopus, accounted for 69.7 % of the snake community. The dominant species are either aquatic or terrestrial, with the exception of Boiga blandingi and Dendroaspis viridis that can be both arboreal and terrestrial, and C. reinhardti that is fossorial. Arboreal species mostly preyed on tree frogs and birds including eggs and nestlings, and the aquatic forms preyed on fish and frogs. Mammals, reptiles and toads constitute the prey items of terrestrial species while fossorial species feed on annelids, molluscs, arachnids, myriapods, hexapods, amphibians, reptiles and mammals.",5,19069783,Journal,ar,Article,100,2,2,Abundance | Niche segregation | Osun grove | Snakes | Species richness,13567,undefined,0,FALSE,42,NA,NA,NA
