@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/26044471120,SCOPUS_ID:26044471120,2-s2.0-26044471120,Algal macronutrients and food selection by the omnivorous marine fish Girella tricuspidata,Raubenheimer D.,Ecology,00129658,NA,86,10,2601-2610,2005-01-01,October 2005,10.1890/04-1472,"We used combined field and laboratory studies to investigate the relationships among foraging, food selection, and macronutrient intake and retention by the New Zealand marine reef fish, Girella tricuspidata (F. Girellidae). Gut analyses of field-caught fish revealed a diet comprising significant proportions both of algal and non-algal (copepods, hydroids, and organic detritus) foods, with the relative proportions of algal and non-algal food items varying from 65% of non-algal foods in the winter to 34% in autumn. Observations of the diurnal feeding pattern of free-ranging wild fish showed an increase in bite rate from sunrise to late afternoon, followed by a decrease toward sunset. In laboratory studies we recorded (a) gut throughput rates, (b) macronutrient intake, and (c) macronutrient assimilation by captive G. tricuspidata fed one of three algal species. The algae were Enteromorpha intestinalis and Ulva lactuca, both of which are preferred foods of G. tricuspidata, and Gracilaria chilensis, which has not been recorded in the stomach contents of the fish despite its co-occurrence in some habitats. The two species of preferred algae were found to have a higher starch and lower protein content than the non-dietary G. chilensis. The fish regulated their intake and utilization of the algae such that similar amounts of protein were ingested and assimilated from all three species, but less starch was ingested and assimilated from the non-dietary G. chilensis than from the preferred species. Gut throughput times correlated positively with starch availability in the algae but were lower for all treatments than previous studies would suggest are associated with fermentative digestion. The data suggest that omnivory in G. tricuspidata is likely based on complementarity, rather than substitutability of algal and animal foods. © 2005 by the Ecological Society of America.",69,Journal,ar,Article,100,4,4,Diel feeding hypothesis | Geometric analysis | Girella tricuspidata | Herbivorous fish | Macroalgae | Macronutrient regulation | Nutritional ecology,20308,undefined,0,FALSE,72,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044470700,SCOPUS_ID:26044470700,2-s2.0-26044470700,Stable coexistence in a fluctuating environment: An experimental demonstration,Descamps-Julien B.,Ecology,00129658,NA,86,10,2815-2824,2005-01-01,October 2005,10.1890/04-1700,"Adding fluctuations to models of resource competition provides one solution to Hutchinson's paradox. Fundamental to fluctuation dependent mechanisms of coexistence are differential species' responses to environmental fluctuations through time. The covariance between the environment and competition this generates leads to compensatory population dynamics, now thought to be important for community stability. We tested this theory experimentally using freshwater diatoms. We measured the growth of Cyclotella pseudostelligera and Fragilaria crotonensis over a range of temperatures. Cyclotella showed a higher growth rate and higher silicate assimilation rate between 6°C and 18°C, while Fragilaria showed greater competitive ability above 18°C. These results were used to parameterize a resource competition model. Numerical simulation of this model predicted stable coexistence and compensatory dynamics under fluctuating but not constant temperature. A long-term competition experiment with Cyclotella and Fragilaria confirmed the predictions of the model. These results demonstrate the role abiotic fluctuations may play in maintaining the diversity of natural communities. © 2005 by the Ecological Society of America.",127,Journal,ar,Article,100,2,2,Competition | Diatoms | Stability | Storage effect | Temporal variation,20308,undefined,0,FALSE,73,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044470415,SCOPUS_ID:26044470415,2-s2.0-26044470415,Landscape influences on occurrence and spread of wildfires in patagonian forests and shrublands,Mermoz M.,Ecology,00129658,NA,86,10,2705-2715,2005-01-01,October 2005,10.1890/04-1850,"Spatial heterogeneity of vegetation types and the abiotic environment can influence the occurrence and spread of wildfires, but in some landscapes the importance of these effects varies under conditions of severe fire weather. In the northern Patagonian landscape of forests and shrublands we examined the effects of vegetation type (tall forest vs. tall shrubland) and abiotic factors (elevation, topography, and precipitation) on fire occurrence at a broad scale and on fire spread at a fine scale. We used satellite images (1985-1999) and aerial photography (1950-1999) to map fires in relation to pre-burn vegetation type and abiotic factors. Fire extent is greatest at intermediate elevations and locations of intermediate precipitation. Fire extent is limited by lack of fuel quantity at the lower end of the precipitation gradient and by infrequent or insufficient fuel desiccation at the upper end. Tall shrublands are proportionally more affected by fire than are adjacent mesic forests of Nothofagus dombeyi and N. pumilio. Patches of subalpine forests often tend to serve as natural fire breaks, except under the most severe fire weather. Tall shrublands are dominated by species that resprout vigorously so that fuels quickly recover. In contrast, forests are dominated by species dependent on seed reproduction that sometimes fails after severe fires so that shrublands tend to replace burned forests. The greater propensity of shrublands to burn is a positive feedback that is favorable to fire and that accelerates the replacement of forest by shrublands. Infrequently occurring severe weather is important in the burning of otherwise relatively fire-resistant subalpine forests. Past burning, associated both with drought and early forest clearing, expanded shrublands at the expense of forests so that in the modern landscape an increase in anthropogenic ignitions and the positive feedback of fire and shrublands are synergistically accelerating conversion from forest to shrubland. © 2005 by the Ecological Society of America.",176,Journal,ar,Article,100,3,3,Fire ecology | Landscape ecology | Logistic regression model | Nothofagus | Patagonia | Shrub resprouting | Spatial analysis,20308,undefined,0,FALSE,74,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044469855,SCOPUS_ID:26044469855,2-s2.0-26044469855,More harm than good: When invader vulnerability to predators enhances impact on native species,Noonburg E.,Ecology,00129658,NA,86,10,2555-2560,2005-01-01,October 2005,10.1890/05-0143,"Invasion biologists typically regard susceptibility of an invasive species to native predators as a fortuitous condition that increases biotic resistance to the invasion. The line of reasoning is that predation weakens the net impact of the invader and reduces its ability to displace native competitors. However, predation on invasives is a coupled interaction; every invader consumed also enhances the predator population. If these predators also consume native species, then the invader's indirect effect via predators (i.e., apparent competition) could be more harmful to natives than the effect of resource competition from the exotic. We apply general community ecology theory to determine the conditions under which the net effect of predation on the exotic species is to extirpate the native competitor. An approximation to these conditions provides a simple metric to estimate the threat of native species extinction due to apparent competition posed by an invader. © 2005 by the Ecological Society of America.",81,Journal,ar,Article,100,2,2,Apparent competition | Biocontrol agent | Biological control | Biological invasions | Biological resistance | Competitive exclusion | Exotic species | Exploitative competition | Nonindigenous species,20308,undefined,0,FALSE,75,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044467868,SCOPUS_ID:26044467868,2-s2.0-26044467868,Divergent defensive strategies of young leaves in two species of Inga,Coley P.D.,Ecology,00129658,NA,86,10,2633-2643,2005-01-01,October 2005,10.1890/04-1283,"In the recently radiated genus Inga (Fabaceae), few nucleotide substitutions have accumulated among species, yet large divergences have occurred in defensive phenotypes, suggesting strong selection by herbivores. We compared herbivory and defenses of young leaves for I. goldmanii, a more derived species that follows a ""defense"" strategy, and I. umbellifera, a more basal species that follows an ""escape"" strategy. The two species suffered similar rates of herbivory (22% of the leaf area eaten during expansion) but were attacked by different communities of herbivores. I. goldmanii relied heavily on extra-floral nectaries and on a diversity of effective secondary metabolites, while I. umbellifera minimized damage through rapid leaf expansion and synchronous flushing. The major classes of secondary compounds in both species were flavanoids and non-protein amino acids; however, there were large differences in structure, biosynthetic pathways, and efficacy against herbivores. Growth rates of lepidopteran larvae were significantly lower when fed artificial diets with crude extracts from I. goldmanii as compared to I. umbellifera. Flavanoids accounted for the majority of growth reduction in both species. I. umbellifera had more unusual flavanoids and a non-protein amino acid not reported from plants, but the more common flavanoids found in I. goldmanii were more bioactive against herbivores. I. goldmanii also had greater ant visitation to extrafloral nectaries, suggesting that there was no trade-off between biotic and chemical defenses. In contrast, young leaves of I. umbellifera expanded more rapidly, minimizing the window of vulnerability before toughening. Resources for rapid expansion may have been reallocated from chloroplast development as I. umbellifera delayed the greening process until after full leaf expansion. Leaves were also produced synchronously, which can satiate herbivores and reduce damage. These defense differences, are reflected in almost completely nonoverlapping herbivore faunas and the more frequent occurrence of generalists on I. umbellifera. To understand why defenses have evolved, it is important to view them in light of the herbivore community as well as in the context of the other co-occurring traits. We hypothesize that the effectiveness of chemical defenses determines whether a species follows the evolutionary path of ""defense"" or ""escape"" strategies. © 2005 by the Ecological Society of America.",55,Journal,ar,Article,100,13,13,Barro Colorado Island | Bioassays | Flavanoids | Heliothis | Herbivory | Inga | Leaf development | Non-protein amino acids | Phoebis | Plant defenses,20308,undefined,0,FALSE,76,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044467567,SCOPUS_ID:26044467567,2-s2.0-26044467567,Resorption efficiency decreases with increasing green leaf nutrients in a global data set,Kobe R.,Ecology,00129658,NA,86,10,2780-2792,2005-01-01,October 2005,10.1890/04-1830,"To investigate effects of green-leaf nutrient status on senesced-leaf nutrient concentrations and resorption efficiency, we developed a database of nitrogen (N) and phosphorus (P) concentrations in green and senesced leaves from 92 published studies. We fit power functions (i.e., [nutrient]sen = A [nutrient]grB) separately for N and P. The database encompassed 297 perennial species of different life-forms. Across these divergent species and conditions, a major control on senesced-leaf nutrient concentration was green-leaf nutrient status; nutrient concentrations in senesced leaves were positively associated with green-leaf nutrient concentrations (r2 values from 51% to 84%). Within-species variation as well as species differences contributed to the overall variation in nutrient concentrations. Moreover, N and P resorption efficiency decreased, respectively, with increased N and P green-leaf status; fitted power functions indicated that a disproportionate amount of nutrient remained in senesced leaves of higher green-leaf nutrient status. Functional relationships between nutrient concentrations in senesced and green leaves were indistinguishable for evergreen and deciduous species, but evergreens tended to have lower concentrations in both senesced and green leaves. General relationships (across species and environments) between senesced- and green-leaf nutrient concentrations and broad, intraspecific variation in nutrient concentrations suggest that variation in resorption efficiency and proficiency could be a result (and not necessarily a cause) of species sorting across fertility gradients. © 2005 by the Ecological Society of America.",288,Journal,ar,Article,100,3,3,Deciduous vs. evergreen | Fertility gradients | Global data sets | Nutrient use efficiency | Perennial plants | Proficiency | Resorption | Retranslocation | Senesced vs. green leaves,20308,undefined,0,FALSE,77,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044463993,SCOPUS_ID:26044463993,2-s2.0-26044463993,"Projection matrix analysis of the demography of an invasive, nonnative shrub (Ardisia elliptica)",Koop A.L.,Ecology,00129658,NA,86,10,2661-2672,2005-01-01,October 2005,10.1890/04-1483,"Despite recent advances in the study of invasive, nonnative species, we still understand very little about the variability of their population dynamics over space and time, and the processes that contribute to their demographic success. The goal of this study was to quantify the population dynamics of the invasive, subtropical shrub, Ardisia elliptica (Myrsinaceae), growing in a disturbed area of Everglades National Park, Florida, USA. We used bootstrap sampling and randomization tests to test hypotheses about spatial and temporal variation in population dynamics. Five populations spanning a range of habitats were studied for three years. Significant spatial and temporal variation in fruit production, relative growth, fates of vegetative individuals, and population growth rates were detected; however, spatial variation among populations had an overall stronger effect than temporal variation. Population growth rates were greater than 1 or not different from 1, implying that populations are on average increasing in size. Similar to most other shrubs, prospective analysis showed that stasis of large stage classes had the highest elasticities. However, a retrospective analysis indicated that it was variation in growth to larger stage classes that contributed the most to observed variation in population growth rates. Simulations suggest that historically higher population growth rates of A. elliptica were necessary to produce current population sizes in Everglades National Park. © 2005 by the Ecological Society of America.",42,Journal,ar,Article,100,2,2,Ardisia elliptica | Biological invasions | Elasticity structure | Invasive nonnative species | Life table response experiment | Matrix models | Population dynamics | Randomization tests,20308,undefined,0,FALSE,78,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044459407,SCOPUS_ID:26044459407,2-s2.0-26044459407,Nonadditive effects of mixing cottonwood genotypes on litter decomposition and nutrient dynamics,Schweitzer J.,Ecology,00129658,NA,86,10,2834-2840,2005-01-01,October 2005,10.1890/04-1955,"Plant species litter mixtures often result in nonadditive differences in ecosystem processes when compared to the average of their individual components. However, these studies are just beginning to be extended to the genotype level and to our knowledge have not incorporated the effects of herbivory or genotype-by-herbivore interactions. With a two-year field study, using genotypes that differed by as few as three restriction length polymorphism (RFLP) molecular markers, we found three major patterns when we mixed leaf litters from different genotypes both with and without previous herbivory. First, leaf litter genotype mixtures, regardless of herbivory, demonstrated nonadditive rates of decomposition and nutrient flux. Second, mixed genotype litter without herbivory decomposed faster than the same genotypes with herbivory. Third, in genotype mixtures, with and without herbivory, we found that net rates of immobilization of both nitrogen and phosphorus can differ from expected values (based on genotype means) by as much as 57%. These results show that mixing litter genotypes can alter rates of decay and nutrient flux and that the effects are reduced with herbivory. Nonadditive effects at the genotype level that we report here are nearly as large as what has been recorded for plant species mixtures and may have important, though under-appreciated, roles in ecosystems. These data further suggest that genetic diversity and genotype-by-herbivore interactions can affect fundamental ecosystem processes such as litter decomposition and nutrient flux. © 2005 by the Ecological Society of America.",87,Journal,ar,Article,100,4,4,Condensed tannins | Herbivory | Induced resistance | Leaf litter decomposition | Mixing litter | Nonadditive effects | Plant genotype | Populus,20308,undefined,0,FALSE,79,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044459406,SCOPUS_ID:26044459406,2-s2.0-26044459406,Belowground litter contributions to nitrogen cycling at a northern grassland-forest boundary,Steinaker D.,Ecology,00129658,NA,86,10,2825-2833,2005-01-01,October 2005,10.1890/04-0893,"Forest expansion at the northern edge of the Great Plains is associated with increased availability of soil nitrogen (N). Studies of N dynamics typically focus on aboveground litter production, but in semiarid ecosystems, fine-root production greatly exceeds shoot production. We explored the contribution of root and shoot litter to N cycling in adjacent grassland and aspen (Populus tremuloides) forest at the northern edge of the Great Plains. We used a new approach to measure N inputs from root litter production: we combined root productivity data from minirhizotron images with N content data from several root diameter and color classes. We also measured the production and N content of aboveground litter. The novel contribution of our study comes from the simultaneous measurements of above- and belowground productivity and N input from litter production in adjacent forest and grassland habitats. Aboveground litter production was threefold greater in forest than in grassland (330 vs. 136 g·m-2·yr-1), but fine roots accounted for 80-90% of total litter production. As a result, total production was not significantly different between habitats, and the N contribution from total litter production was surprisingly similar between grassland (16.8 g·m-2·yr-1) and forest (17.1 g·m -2·yr-1). Thus in spite of great differences between habitats in aboveground litter production, N inputs from total litter production cannot explain the higher availability of N in forest soils. However, we found differences between habitats in root litter quality (forest, 1.14% N; grassland, 0.81% N, as well as in the seasonal and vertical distribution of root production. Grassland root production was significantly greater than forest root production in early summer in the top 20 cm of soil. Conversely, forest produced more root length at the end of the growing season in deeper soil layers (>50 cm). These differences may increase available N in forest soils, but this increase is not attributable to differences in total litter production between habitats. © 2005 by the Ecological Society of America.",65,Journal,ar,Article,100,2,2,Forest | Minirhizotron | Nitrogen | Populus | Root vertical distribution | Seasonal root production | Semiarid grassland,20308,undefined,0,FALSE,80,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044458843,SCOPUS_ID:26044458843,2-s2.0-26044458843,Community impacts of a tussock sedge: Is ecosystem engineering important in benign habitats?,Crain C.,Ecology,00129658,NA,86,10,2695-2704,2005-01-01,October 2005,10.1890/04-1517,"Ecosystem engineers impact other organisms through environmentally mediated indirect interactions, but the potential for the mechanisms and importance of engineering to vary predictably across environmental gradients has not been investigated. Previously, we investigated how hummock formation by Triglochin maritimum in physically stressful salt marsh pannes influences the plant community that grows only on hummock tops and found that species diversity was dependent on indirect positive effects of T. maritimum engineering. Here we examined how Carex stricta, the tussock sedge, drives superficially similar spatial patterning of plants in relatively benign tidal freshwater marshes at the opposite extreme of an estuarine salinity gradient. In C. stricta marshes, the entire vegetative community is located almost exclusively on top of tussocks while inter-tussock spaces are bare mud buried in C. stricta wrack. We manipulated tussock height, belowground substrate, and aboveground competition for light to investigate the mechanisms by which C. stricta influences the wetland plant community. We also conducted wrack-removal experiments and phytometer assays to examine the importance of wrack deposition in this community and to investigate the spatial distribution of herbivore pressure, respectively. Transplants of four common species performed well in all treatments, except natural inter-tussock spaces buried in wrack. Removal of wrack from inter-tussock spaces enabled substantial seedling emergence and vegetative cover within one growing season. C. stricta therefore drives plant distribution primarily through indirect negative impacts of wrack accumulation in inter-tussock spaces. Once tussocks are established, plants obtain a secondary benefit when growing on tussocks, as the inter-tussock spaces become runways for small mammalian herbivores that concentrate feeding in low protected areas. These results differ dramatically from nearby salt marshes where T. maritimum facilitates community diversity by alleviating physical stresses. The mechanisms and outcomes of hummock-forming engineers may thus vary predictably across estuarine salinity gradients where hummock formation has facilitative and important impacts in physically stressful environments, but negative and less essential impacts in physically benign environments. © 2005 by the Ecological Society of America.",70,Journal,ar,Article,100,2,2,Abiotic gradients | Carex stricta | Coastal marshes | Ecosystem engineer | Salinity gradient | Tidal freshwater marsh,20308,undefined,0,FALSE,81,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044456730,SCOPUS_ID:26044456730,2-s2.0-26044456730,Emergent zonation and geographic convergence of coral reefs,Aronson R.B.,Ecology,00129658,NA,86,10,2586-2600,2005-01-01,October 2005,10.1890/05-0045,"Environmental degradation is reducing the variability of living assemblages at multiple spatial scales, but there is no a priori reason to expect biotic homogenization to occur uniformly across scales. This paper explores the scale-dependent effects of recent perturbations on the biotic variability of lagoonal reefs in Panama and Belize. We used new and previously published core data to compare temporal patterns of species dominance between depth zones and between geographic locations. After millennia of monotypic dominance, depth zonation emerged for different reasons in the two reef systems, increasing the between-habitat component of beta diversity in both taxonomic and functional terms. The increase in between-habitat diversity caused a decline in geographic-scale variability as the two systems converged on a single, historically novel pattern of depth zonation. Twenty-four reef cores were extracted at water depths above 2 m in Bahía Almirante, a coastal lagoon in northwestern Panama. The cores showed that finger corals of the genus Porites dominated for the last 2000-3000 yr. Porites remained dominant as the shallowest portions of the reefs grew to within 0.25 m of present sea level. At intermediate depths of 5-10 m, however, declining water quality in the Bahía enabled the lettuce coral Agaricia tenuifolia to replace Porites during the last several decades. In Belize, the staghorn coral Acropora cervicornis dominated the rhomboid shoals of the central shelf lagoon for millennia. As the shallowest portions of the rhomboid shoals approached sea level around 500 years ago, Porites spp. replaced Ac. cervicornis in an intrinsically driven successional sequence. At intermediate depths, white-band disease killed Ac. cervicornis in the late 1980s, precipitating a transition to dominance by Ag. tenuifolia. Phase shifts between coral taxa and the emergence of coral zonation in both locations were mediated by the sea urchin Echinometra viridis, which controlled algal growth. Opposite trends in biotic variability at the habitat and geographic levels highlight the complex, scale-dependent nature of the response of coral reefs to intense perturbations. © 2005 by the Ecological Society of America.",41,Journal,ar,Article,100,4,4,Acropora | Agaricia | Belize | Beta diversity | Biotic homogenization | Coral reef | Holocene | Paleoecology | Panama | Phase shift | Porites | Species turnover,20308,undefined,0,FALSE,82,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044456354,SCOPUS_ID:26044456354,2-s2.0-26044456354,Increased consumer fitness following transfer of toxin tolerance to offspring via maternal effects,Gustafsson S.,Ecology,00129658,NA,86,10,2561-2567,2005-01-01,October 2005,10.1890/04-1710,"Adaptations and counteradaptations are common in coevolving predator-prey systems, but little is known of the role of maternal transfer of adaptive traits in mediating species interactions. Here, we focused on tolerance against cyanobacterial toxins and asked whether this tolerance was an induced defense developed during Daphnia's lifetime, whether it was a trait that is constantly expressed, and whether such tolerance to the toxin can be transferred to the next generation through maternal effects. These questions were addressed by feeding a single clone of Daphnia magna a diet with and without algal toxin and recording changes in fitness (as intrinsic rate of population increase). Analysis of F1, F2, and F3 generations revealed that the increased tolerance to toxic Microcystis was an inducible defense developed during an individual's lifetime, and that this trait could be transferred from mother to offspring. This maternal effect was expressed in several fitness parameters, including shorter time to maturity and first reproduction, and higher numbers of offspring compared to inexperienced individuals. In some circumstances, such maternal effects may increase population production by up to 40% and may help to stabilize material and energy transfer to higher trophic levels. © 2005 by the Ecological Society of America.",133,Journal,ar,Article,100,3,3,Adaptation | Algal toxin | Cyanobacteria | Daphnia magna | Inducible enzyme defense | Maternal effects | Microcystin | Microcystis aeruginosa | Predator-prey coevolution | Toxin tolerance,20308,undefined,0,FALSE,83,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044456353,SCOPUS_ID:26044456353,2-s2.0-26044456353,Tracing river influences on phytoplankton dynamics in two Louisiana estuaries,Wissel B.,Ecology,00129658,NA,86,10,2751-2762,2005-01-01,October 2005,10.1890/04-1714,"To evaluate effects of river inputs on estuarine phytoplankton, we compared particulate organic matter (POM) dynamics in two neighboring estuaries from the Mississippi River delta. The two estuaries, Barataria Basin and Breton Sound, have been isolated from the Mississippi River at their upstream ends for most of the last century due to levee construction, but for the last 13 years, Breton Sound has been reconnected to the Mississippi River via a gated diversion at Caernarvon, Louisiana. Thus, Barataria Basin was the reference estuary and Breton Sound was the river-impacted estuary. We focused on POM because it was relatively easy to collect and analyze, and because POM dynamics gave a good ecosystem-level overview of phytoplankton responses to riverine nutrient forcing and hydrologic forcing. A combination of C:N and PO13C analyses indicated that most POM was phytoplankton with smaller contributions of sediment. Estuarine concentrations of particulate organic carbon (POC) and nitrogen (PON) were typically higher than end-member freshwater or marine inputs, indicating the importance of within-system phytoplankton growth likely fueled by rapid nutrient regeneration in these warm, shallow and well-mixed estuarine systems. Isotopic analyses generally showed typical estuarine gradients in the reference Barataria Basin estuary, but the river-influenced upper Breton Sound had elevated PO13C and PO15N values useful for following the spatial extent of river impacts. Rapid river-assisted flushing in Breton Sound probably prevented widespread development of algal blooms in response to introductions of the nutrient-rich river water, but study of some isolated lakes suggested that when longer residence times apply, introduction of river water to coastal estuaries can lead to eutrophic conditions and in some cases, harmful algal blooms. Overall, routinely monitoring amounts and isotopic compositions of POM proved an effective way to trace linkages between river inputs and downstream estuarine phytoplankton dynamics. © 2005 by the Ecological Society of America.",40,Journal,ar,Article,100,3,3,Carbon | Ecohydrology | Estuaries | Mississippi River | Nitrogen | Particulate organic matter | Stable isotopes,20308,undefined,0,FALSE,84,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044453470,SCOPUS_ID:26044453470,2-s2.0-26044453470,Beyond size: Matrix projection models for populations where size is an incomplete descriptor,Pfister C.,Ecology,00129658,NA,86,10,2673-2683,2005-01-01,October 2005,10.1890/04-1952,"Size-based matrix models have been an important analytical tool in the study of populations. Although, size can be an important variable in determining demographic parameters such as survivorship, growth, and reproduction, other factors such as genetic variation and access to resources can play key roles. We determined that size was not the only state variable that explained the survivorship, reproduction and future growth of the annual kelp, Alaria nana. A. nana shows persistent differences among individuals in growth (growth autocorrelation) that could be characterized with a negative residual (relatively poor growth) or positive residual (relatively good growth) from the relationship between size and growth. In two separate years of demographic study, we show that, during good growth conditions, growth autocorrelation is relatively strong, while poorer growth conditions associated with the 1997 El Niño event resulted in less consistency among individuals in growth state. To quantitatively describe this population, we used a size based matrix model with an added state to reflect previous growth status. We show that a matrix projection model with growth state better captures the size structure of a natural population of A. nana and the fate of individuals than one that uses only size. Without growth state, a size-based model underestimates the number of individuals that get large and thus the potential growth rate of the population. When we used our model to approximate among-generations pattern, and included a loop analysis algorithm, we found that fast growth to the largest size class contributed greatly to population growth in the relatively good year but that there were not such obvious benefits to getting large in the El Niño year. The size-based model with growth state that we present here is general and applicable to any species where persistent individual differences in performance violate the first-order Markov assumption of stage- or size-based matrix models. © 2005 by the Ecological Society of America.",24,Journal,ar,Article,100,2,2,Demographic stochasticity | Growth autocorrelation | Kelp | Matrix model | Seaweed,20308,undefined,0,FALSE,85,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044450539,SCOPUS_ID:26044450539,2-s2.0-26044450539,Paradoxical avoidance of enriched habitats: Have we failed to appreciate omnivores?,Morris D.,Ecology,00129658,NA,86,10,2568-2577,2005-01-01,October 2005,10.1890/04-0909,"Omnivores have not figured prominently in our understanding of food webs and prey dynamics even though they can have substantial direct and indirect effects on the structure of ecological communities and on the dynamics of interacting species. The important role of omnivores is implicated by the paradoxical results of a food-supplementation experiment. The experiment was designed to test theories that predict how habitat change affects the distribution of habitat-selecting species. According to theories of habitat selection, a quantitative change in habitat (as caused by supplemental food) should increase consumer population size and alter habitat selectivity. Related theories of patch use predict that consumers should increase their use of enriched patches. A two-year experiment on two species of small mammals in Canada's boreal forest failed to alter population densities of red-backed voles, but did cause a dramatic shift in vole habitat use. Rather than increasing their use of feeding stations as predicted by classical theory, voles avoided them. Deer mice did not respond to the experimental treatments. The paradoxical results occurred because omnivorous black bears altered prey behavior by increasing predation risk at feeding stations. Revised theory confirms the indirect omnivore effect, and demonstrates that the behavioral paradox is far more likely for omnivores than for other types of predators. The behavioral paradox of enrichment highlights not only important new, and potentially stabilizing, roles for omnivores, but also the pervasive influences of behavior and habitat selection on population dynamics and regulation. © 2005 by the Ecological Society of America.",24,Journal,ar,Article,100,1,1,Boreal forest | Competition | Deer mice | Ecology of fear | Food web | Habitat selection | Ideal-free distribution | Omnivore | Paradox of enrichment | Population regulation | Predation risk | Red-backed voles,20308,undefined,0,FALSE,86,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/26044449301,SCOPUS_ID:26044449301,2-s2.0-26044449301,Positive intraspecific effects trump negative effects in high-density barnacle aggregations,Leslie H.,Ecology,00129658,NA,86,10,2716-2725,2005-01-01,October 2005,10.1890/04-1767,"High-density aggregations of conspecifics have long been presumed to have negative effects on individual fitness, yet this has not been adequately tested for multiple life history traits in the field. Here I report a series of investigations that comprehensively evaluate the influence of conspecific density on key traits (survival, growth, and reproduction) in the intertidal barnacle Balanus glandula. Density was manipulated in mid-intertidal barnacle populations living on both natural rock surfaces and on settlement plates, and monitored in natural populations. Survival was positively related to density: populations at the lowest density level were 19 times more likely to experience ≥95% mortality than those at the highest level. In contrast, growth and individual reproductive output were negatively related to density: animals at lower experimental densities (16-50 adult barnacles/100 cm2) grew to 1.6 times the diameter of individuals living at higher densities (200-460 adult barnacles/100 cm2), and larger barnacles produced larger brood masses than smaller individuals. Overall, the frequency of brooding barnacles in experimental and natural populations was greatest at intermediate densities. Estimation of the basic reproductive rate for the experimental animals on the settlement plates indicated that the primary effect of increased conspecific density was enhanced survival, and consequently, a larger mean number of larvae produced per original recruit. Thus in this case, the positive intraspecific effects of high-density aggregations outweighed the negative effects. My results demonstrate that key life history traits may not have similar responses to changes in density, and provide a strategy for evaluating the relative importance of positive vs. negative intraspecific interactions. © 2005 by the Ecological Society of America.",40,Journal,ar,Article,100,1,1,Balanus glandula | Barnacles | Competition | Conspecific density | Facilitation | Intertidal,20308,undefined,0,FALSE,87,NA,NA,NA,NA
