@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/2942690301,SCOPUS_ID:2942690301,2-s2.0-2942690301,"Effects of animal pollination on pollen dispersal, selfing, and effective population size of tropical trees: A simulation study",Degen B.,Biotropica,00063606,36,2,165-179,2004-01-01,June 2004,30,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,25,10.1111/j.1744-7429.2004.tb00309.x,"Animals, especially insects, are principal pollen vectors of tropical trees and have behavior patterns that affect gene dispersal. Here, we explore complex pollination systems using a new simulation model Eco-Gene and considering, among other factors, flowering synchrony, spatial distribution of trees, degree of selfing, population densities, pollinator flight distances, pollen deposition, and pollinator response to floral display size. Sensitivity analyses using two contrasting tree data sets (Jacaranda copaia and Dipteryx odorata) determined the importance of each parameter on three response variables: the proportion of seeds from self-pollination, effective population size, and pollen dispersal. Spatial considerations and attractiveness of floral displays were prominent features determining the population genetic result of pollinators, and some biological implications of the results are discussed.",Amazon | Bees | Brazil | Dipteryx | Jacaranda | Model | Pollination | Sensitivity analysis | Trees,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942690299,SCOPUS_ID:2942690299,2-s2.0-2942690299,Sex in space: A synthesis,Ghazoul J.,Biotropica,00063606,36,2,180-183,2004-01-01,June 2004,3,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,26,10.1111/j.1744-7429.2004.tb00310.x,"The five papers in this Special Section illustrate that pollination processes are often disrupted by changing plant distributions. They further demonstrate that plant pollination and seed production outcomes are highly complex due to multidimensional spatial effects and numerous interactive biological responses of both plants and pollinators at individual and population scales. Nevertheless, these studies also lend support to some emerging generalities that (through modeling) begin to provide a coherent framework by which further research, and ultimately management planning, could proceed.",Forest conservation | Landscape management | Modeling | Plant regeneration | Pollination | Seed production,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942685966,SCOPUS_ID:2942685966,2-s2.0-2942685966,Soil microbial dynamics in Costa Rica: Seasonal and biogeochemical constraints,Cleveland C.C.,Biotropica,00063606,36,2,184-195,2004-01-01,June 2004,60,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,27,10.1111/j.1744-7429.2004.tb00311.x,"The soil microbial biomass is largely responsible for the transformation of organic matter and the associated mineralization of important nutrients that regulate plant productivity. While the controls on soil microbial biomass and activity in temperate ecosystems have been well investigated, there is a paucity of such information from tropical rain forest ecosystems. Hence, we used a natural soil gradient (nutrient-poor oxisols and nutrient-rich mollisols) to investigate seasonal changes in the size and activity of the soil microbial community in two primary tropical rain forest sites in southwestern Costa Rica. In a nutrient-poor oxisol, microbial biomass ranged from 952 μg/g in the dry season (February) to 1967 μg/g in the wet season (June). The greater microbial biomass estimates corresponded to greater rates of microbial activity in the oxisol forest; however, the active fraction of the soil microbial biomass remained consistently low, regardless of soil C availability. In addition, while there was very little seasonal variability in microbial C:N ratios, we found extreme variations in seasonal microbial C:P ratios, with the highest microbial C:P ratio occurring when microbial biomass C was at a maximum. Our results suggest the importance of P availability in regulating soil microbial processes and that decomposition during the wet season (of litter accumulated in the previous dry season) may play an important role in driving seasonal changes in microbial biomass and activity.",C and P dynamics | Microbial biomass | Phosphorus | Seasonal dynamics | Tropical rain forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942679815,SCOPUS_ID:2942679815,2-s2.0-2942679815,Co-extinctions of tropical butterflies and their hostplants,Koh L.P.,Biotropica,00063606,36,2,272-274,2004-01-01,June 2004,56,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,28,10.1111/j.1744-7429.2004.tb00319.x,"The co-extinction of interdependent species in relation to massive, long-term habitat disturbance has not been thoroughly investigated. Using logistic regression analyses, we examined the relationship between the loss of butterflies and their specific hostplants from the tropical island of Singapore and report the probable occurrence of their co-extinctions at the community level. Our simulation shows that the number of extinct butterfly species is expected to increase exponentially with that of extinct hostplants. The close association between butterflies and their hostplants suggests that the preservation of whole habitats is urgently needed if we are to avoid the possible cascading effects of species (co-)extinctions.",Coevolution | Conservation | Deforestation | Extinction | Southeast Asia | Specificity | Tropical rain forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942671004,SCOPUS_ID:2942671004,2-s2.0-2942671004,Factors contributing to variation in seed production among remnant populations of the endangered daisy Gerbera aurantiaca,Johnson S.D.,Biotropica,00063606,36,2,148-155,2004-01-01,June 2004,25,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,29,10.1111/j.1744-7429.2004.tb00307.x,"The species-rich mist-belt grasslands of southern Africa have been severely reduced in extent as a result of commercial afforestation, thus confining many endemic plants and animals to small populations in habitat fragments. We investigated the influence of various environmental factors on seed production and seedling recruitment in remnant populations of the endangered grassland herb Gerbera aurantiaca (Asteraceae). Experiments with color traps showed that Eriesthis beetles, which appear to be the primary pollinators of G. aurantiaca, were most abundant in the two largest extant populations. Seeds are produced in a very small proportion (typically <10%) of the ca 80 female florets in a capitulum. The mean number of seeds produced in undamaged capitula was found to be significantly lower in small than in large populations. Pollen limitation was evident from a significant overall increase in seed set after supplemental pollination in three populations over two seasons. The proportion of capitula containing seed predators did not differ markedly among populations or years, but lepidopteran larvae, which destroy all of the seeds in a capitulum, were most abundant in the two largest populations in 2003. The presence of juvenile plants varied markedly among populations, but this could not be linked firmly to estimates of seed production. Clonal growth is likely to contribute to the persistence of small isolated populations of G. aurantiaca, even when seed production is severely compromised by pollen limitation and predation.",Beetle pollination | Gerbera aurantiaca | Grassland | Habitat fragmentation | Helicoverpa | Hopliini | Pollen limitation | Seed predation | Tephritidae,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942666588,SCOPUS_ID:2942666588,2-s2.0-2942666588,"Effects of hygrothermal stress, plant richness, and architecture on mining insect diversity",Fernandes G.W.,Biotropica,00063606,36,2,240-247,2004-01-01,June 2004,19,Journal,ar,Article,100,5,5,13817,undefined,0,FALSE,30,10.1111/j.1744-7429.2004.tb00315.x,"We investigated the distribution patterns of leaf mining insects along an elevational gradient in cerrado vegetation of southeastern Brazil. We tested four hypotheses related to the distribution of mining insects: (1) the ""altitudinal gradient hypothesis,"" which predicts that mining insect species richness will decrease with altitude or elevation; (2) the ""habitat-mediated richness hypothesis,"" which predicts that mining insect species richness will be higher in mesic habitats than in xeric habitats; (3) the ""plant species richness hypothesis,"" which predicts that mining insect species richness will be positively correlated with plant species richness; and (4) the ""plant architecture hypothesis,"" which predicts a positive correlation between mining insect species richness and plant structural complexity. A total of 33,000 herbs, 3520 shrubs, and 1760 trees were sampled at 44 sites across an elevational gradient of 700 m. Mining insect species richness and plant species richness showed a negative correlation with elevation in xeric habitats, while in mesic habitats mining insect species and plant species richness did not show any statistically significant relationship with elevation. The differential distribution of mining insect species between xeric and mesic habitats supported the habitat-mediated richness hypothesis, which states that miners would be more speciose in mesic, more favorable habitats. Mining species richness also increased with increasing plant structural complexity. The results suggest that the mining habit may not represent a strong adaptive strategy in protecting mining insects against desiccation.",Altitudinal gradients | Habitat-mediated richness hypothesis | Insect herbivory | Mining insects | Rupestrian fields,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942662408,SCOPUS_ID:2942662408,2-s2.0-2942662408,Nectar in hummingbird-pollinated neotropical plants I: Patterns of production and variability in 12 species,McDade L.A.,Biotropica,00063606,36,2,196-215,2004-01-01,June 2004,51,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,31,10.1111/j.1744-7429.2004.tb00312.x,"We studied nectar characteristics in 12 species of Neotropical hummingbird-pollinated plants: Aphelandra golfodulcensis, A. sinclairiana, A. storkii, Justicia aurea (Acanthaceae); Heliconia irrasa, H. latispatha, H. mathiasii (Heliconiaceae); Pavonia dasypetala (Malvaceae); Isertia haenkeana, Palicourea guianense, Pentagonia macrophylla (Rubiaceae); and Renealmia cernua (Zingiberaceae). The diurnal patterns in sugar content and cumulative volume of nectar were documented in flowers that were protected from flower visitors. Sugar content in these species (mean of all flowers sampled per species ranged from 16 to 28%) was comparable to those reported for other hummingbird- pollinated species. Mean nectar volume per flower spanned an order of magnitude (i.e., 8.8 [Palicoured]-72.7 μl [H. latispatha]), indicating that hummingbirds visited flowers with a wide range of reward. We observed low intraspecific variation in sugar content but high variation in nectar volume. Among species, 10-50 percent of the variation in nectar volume was explained by time of day. For a subset of four species (A. sinclairiana, Isertia, Palicourea, and Pentagonia), we studied variation among individuals in nectar volume. With time of day controlled, individual explained as much as 70 percent of the variation in nectar volume (A. sinclairiana) and as little as 20 percent (Pentagonia). We suggest that nectar volume likely has a genetic component in these species, but also that variation may itself be a trait, especially in Palicourea and Pentagonia. In three of the four species for which we had data from individuals, mean nectar volume and standard deviation were not correlated, suggesting that these traits may vary independently (Pentagonia was the exception with mean and standard deviation positively correlated). For two species (Isertia and Palicourea), we found evidence of seasonal variation in nectar production, with more nectar per flower produced early in the flowering season than later.",Acanthaceae | Costa Rica | Heliconiaceae | Hummingbird pollination | Malvaceae | Nectar sugar | Nectar volume | Panama | Rubiaceae | Zingiberaceae,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942660289,SCOPUS_ID:2942660289,2-s2.0-2942660289,Sex in space: Pollination among spatially isolated plants,Ghazoul J.,Biotropica,00063606,36,2,128-130,2004-01-01,June 2004,15,Journal,re,Review,100,2,2,13817,undefined,0,FALSE,32,10.1111/j.1744-7429.2004.tb00304.x,"Plant distributions are changing at unprecedented rates, primarily due to habitat clearance and the spread of alien invasive species. Landscape pattern and local density can affect plant sexual processes, particularly those mediated by biotic vectors, by acting on the composition and behavior of pollinators and seed dispersers. Ecologists are now grappling with the likely effects of these altered processes on future forest composition as existing plant reproductive mutualisms break down or adjust to new spatial circumstances. Here, we introduce five papers that address pollinator responses and pollination outcomes in a variety of human-dominated landscapes and emphasize the need to better understand the dynamic nature of plant-pollinator interactions.",Density | Forest fragmentation | Invasive species | Landscape pattern | Mutualism | Plant regeneration | Pollinators,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942651334,SCOPUS_ID:2942651334,2-s2.0-2942651334,Effects of forest fragmentation on pollinator activity and consequences for plant reproductive success and mating patterns in bat-pollinated bombacaceoos trees,Quesada M.,Biotropica,00063606,36,2,131-138,2004-01-01,June 2004,96,Journal,ar,Article,100,8,8,13817,undefined,0,FALSE,33,10.1111/j.1744-7429.2004.tb00305.x,"Forest fragmentation and the resulting spatial isolation of tree species can modify the activity of pollinators and may have important implications for the reproductive success and mating systems of the plants they pollinate. The objectives of this study were to (1) evaluate the effect of forest fragmentation on pollinator activity in bat-pollinated bombacaceous trees and (2) determine the effects of forest fragmentation on reproductive success and mating systems of bombacaceous trees. We studied these parameters in three bombacaceous tree species in tropical seasonal forest of Chamela, Jalisco, Mexico, and Osa and Guanacaste, Costa Rica. For Ceiba aesculifolia, more visits were observed in fragments by both Glossophaga soricina and Leptonycteris curasoae. For Ceiba grandiflora, Musonycteris harrisoni visited flowers exclusively in forest and G. soricina visited more flowers in forest than in fragments; no difference was shown by L. curasoae. For Ceiba pentandra in Chamela, no differences were found in visitation by G. soricina between forest and fragments; L. curasoae visited significantly more flowers in forest. Ceiba pentandra received more visits by Phyllostomus discolor than G. soricina in Guanacaste, whereas no bat visitors were observed in Osa. Total mean flower production was greater in fragments than forest for C. aesculifolia, whereas no difference was observed for C. grandiflora. Fruit set was greater in forest than in fragments for C. grandiflora, whereas no difference was observed for C. aesculifolia. Outcrossing rates were high for C. aesculifolia and C. grandiflora in Chamela, and for C. pentandra in Guanacaste, independent of tree habitat, while C. pentandra in Osa showed a mixed-mating system. The effects of forest fragmentation on bat pollinators, plant reproductive success, and mating patterns varied depending upon the bombacaceous species. This variability was associated with the effects that forest fragmentation may have on differences in flowering patterns, bat foraging behavior, and plant self-incompatibility systems.",Bombacaceae | Chamela-Cuixmala Biosphere Reserve | Fragmentation | Guanacaste | Nectarivorous bats | Outcrossing rates | Plant reproductive success | Tropical dry forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942651333,SCOPUS_ID:2942651333,2-s2.0-2942651333,Does neighborhood floral display matter? Fruit set in carpenter bee-pollinated Heterophragma quadriloculare and beetle-pollinated Lasiosiphon eriocephalus,Somanathan H.,Biotropica,00063606,36,2,139-147,2004-01-01,June 2004,21,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,34,10.1111/j.1744-7429.2004.tb00306.x,"Fruit set is pollen-limited in the self-incompatible tree Heterophragma quadriloculare (Bignoniaceae), pollinated by long-distance flying carpenter bees, and in the self-compatible shrub Lasiosiphon eriocephalus (Thymeleaceae), pollinated by weak-flying, sedentary beetles. We studied a single H. quadriloculare population over high and low flowering years and found no difference in bee visitation rates between these years. For H. quadriloculare, neighborhood floral display did not make a significant contribution to reproductive success. We investigated dense and sparse L. eriocephalus populations in the same year. In the low density L. eriocephalus population, individual floral displays were higher than in the dense population, yet reproductive success was low, indicating that plant isolation was a major factor influencing fruit set. This result was due to the extremely low number of beetles per plant and per flower in this population. In the dense L. eriocephalus population, although the displays of individual neighbors were smaller and plants were closer, neighborhood floral display did not contribute significantly to reproductive success, whereas the effect of individual floral display was ambiguous. Species with self-incompatible rather than self-compatible breeding systems are expected to experience neighborhood effects on reproductive success; however, at the spatial scale and floral display levels of plants in this study, only individual floral display affected fruit set in H. quadriloculare, whereas neither individual nor neighborhood display influenced fruit set in L. eriocephalus. Therefore, pollinator type, pollinator behavior, and plant and population isolation, rather than breeding system alone, will determine if neighborhood floral display affects fruit set.",Cantharophily | India | Nearest-neighbor analysis | Plant spacing | Scale-based clustering | Seasonal cloud forest | Western Ghats,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942642814,SCOPUS_ID:2942642814,2-s2.0-2942642814,Nectar in hummingbird-pollinated neotropical plants II: Interactions with flower visitors,McDade L.A.,Biotropica,00063606,36,2,216-230,2004-01-01,June 2004,28,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,35,10.1111/j.1744-7429.2004.tb00313.x,"We documented the diurnal pattern of nectar volumes in flowers of seven Neotropical hummingbird-pollinated plant species that were open to flower visitors and compared these standing crop data to nectar volumes in flowers protected from visitors. Standing crop of nectar bore little relationship to nectar in bagged flowers either in terms of volume or temporal pattern of availability. There was almost no nectar in open flowers except in those collected at dawn and those of Aphelandra sinclairiana; these were apparently too abundant to be depleted by visitors. Nectar volumes in open flowers were even more variable than in bagged flowers. We argue that understanding the evolution of plant-pollinator interactions requires understanding the relationship between nectar production and standing crop, as well as the impact of high variability on decisions by foraging animals. We conducted experiments to determine the effect of nectar removal on nectar production. Nectar removal via simulated legitimate visits had no impact on total production in flowers of Pavonia, Isertia, and Palicourea. For A. sinclairiana and Pentagonia, total nectar production in visited flowers was reduced compared to unvisited flowers. Data from individuals of these last two species indicated that the population-level pattern was assembled from individuals that responded differently to nectar removal; clearly, understanding the evolution of nectar traits demands data from individuals. We argue that detecting patterns of plant responses to nectar removal requires the context of floral characteristics (e.g., longevity, ovule number, or pollinators). Nectar removal via simulated nectar-robbing visits had no impact on total nectar production in A. sinclairiana but reduced total production in Isertia. Nectar robbing did not cause plants to invest more energy in nectar than they would have the absence of robbing. Finally, we found no difference in seed set by robbed and unrobbed flowers of A. sinclairiana. Our results add to a growing body of literature suggesting that nectar robbers are not always detrimental to plant fitness.",Acanthaceae | Costa Rica | Hummingbird pollination | Malvaceae | Nectar | Nectar robbing | Panama | Rubiaceae | Standing crop,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942640609,SCOPUS_ID:2942640609,2-s2.0-2942640609,Termite mounds as nutrient-rich food patches for elephants,Holdo R.M.,Biotropica,00063606,36,2,231-239,2004-01-01,June 2004,59,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,36,10.1111/j.1744-7429.2004.tb00314.x,"This study compared elephant use of woody vegetation on termite mounds with surrounding woodlands in western Zimbabwe. Twelve sites consisting of paired plots on termite mounds and in woodlands were selected. At each site, soil and vegetation samples (leaf and stem) were collected for chemical analysis. Both soil and plant samples were analyzed for calcium, magnesium, potassium, sodium, and phosphorus, and plant samples were also analyzed for crude protein concentration. Two indices of elephant feeding damage were computed: the median number of stems and branches removed per plant, and the mass of stems and branches removed by elephants per unit area. Termite mound soils had higher concentrations of all elements tested than soils from woodlands, and termite mounds differed from woodland plots in terms of plant species composition. Trees growing on termite mounds had higher concentrations of all nutrients except sodium and crude protein, and were subjected to more intense feeding by elephants than trees from the surrounding vegetation matrix. Termite mounds may play an important role in determining food availability and spatial feeding patterns by elephants and other herbivores.",Food selection | Kalahari sand woodland | Minerals | Zimbabwe,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942640605,SCOPUS_ID:2942640605,2-s2.0-2942640605,Lack of genetic structuring among tropical Brazilian wood stork populations and low genetic differentiation from North American populations,Rocha C.D.,Biotropica,00063606,36,2,248-258,2004-01-01,June 2004,10,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,37,10.1111/j.1744-7429.2004.tb00316.x,"The Wood Stork (Mycteria americana) is a wading bird inhabiting subtropical and tropical regions of the American continent. This species is considered endangered in the United States. We compared variability and genetic structuring of nine Brazilian Pantanal subpopulations with an North American population using eight allozyme loci data (MPI, ICD, NSP, EST-D, LDH, PGM, 6PGD, and PEP-A) and four microsatellite loci data (WS1, WS2, WS4, and WS6). Average expected heterozygosity of Pantanal population was similar (0.198 ± 0.065) to that expected for the North American population (0.231 ± 0.066). No significant genetic differentiation was found among Pantanal subpopulations (Fst = 0.012) and low differentiation was detected between Pantanal and North American populations (Fst = 0.023). Lack of differentiation among Pantanal subpopulations may have been due to high gene flow level among birds of neighbor breeding colonies and low natal philopatry. We propose that low differentiation between North and South American populations has arisen either because these populations occupied neighboring regions during late glaciation or because there is a continuous gene flow between them, via Central American or northern South American populations.",Allozymes | Birds | Brazil | Gene flow | Genetic structuture | Microsatellites | Mycteria americana | Pantanal | Wood Stork,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942640602,SCOPUS_ID:2942640602,2-s2.0-2942640602,Placing an omnivore in a complex food web: Dietary contributions to adult biomass of an ant,Tillberg C.V.,Biotropica,00063606,36,2,266-271,2004-01-01,June 2004,33,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,38,10.1111/j.1744-7429.2004.tb00318.x,"Workers of Paraponera clavata, a common Neotropical ant, collect both nectar and insect prey. Previous reports show that nectar accounts for up to 90 percent of the ants' food loads, while calculations suggest that nectar contributes only 10 percent of colonies' energy supply. We assessed the trophic source of carbon and nitrogen in adult workers using stable isotope analysis. Carbon in adult workers was largely derived from plant sources. Worker nitrogen isotopic ratios varied significantly among colonies and were enriched compared to prey. Prey nitrogen isotope ratios suggest considerable intercolonial variation in diet, with some colonies collecting prey from lower trophic levels than other colonies. The importance of nectar as a source of metabolic carbon in adult worker biomass, coupled with the high frequency of nectar collection, supports the conclusion that omnivory is a key to supporting this species' biomass in Neotropical wet forests.",Costa Rica | Diet analysis | Omnivory | Paraponera clavata | Stable isotope analysis | Wet tropical forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2942633912,SCOPUS_ID:2942633912,2-s2.0-2942633912,"Aquatic insect assemblages in shrimp-dominated tropical streams, Puerto Rico",Ramírez A.,Biotropica,00063606,36,2,259-266,2004-01-01,June 2004,23,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,39,10.1111/j.1744-7429.2004.tb00317.x,We examined the effects of shrimp on insects in Puerto Rico by assessing insect assemblages in streams relative to varying shrimp densities and also by manipulating shrimp presence. Insect assemblages were typical of tropical island streams and insects were found in all stream habitats. Shrimp impacted insects directly via predation and competition and indirectly through removing particles from the water column. Variation in shrimp distribution is likely to be an important factor determining insect-assemblage structure in tropical streams.,"Aquatic insects | Exclusion | Luquillo Experimental Forest, Puerto Rico | Shrimp | Stream habitats | Top-down control",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1842591185,SCOPUS_ID:1842591185,2-s2.0-1842591185,Effects of understory foliage on patterns of light attenuation near the forest floor,Montgomery R.A.,Biotropica,00063606,36,1,33-39,2004-01-01,March 2004,55,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,40,10.1111/j.1744-7429.2004.tb00293.x,"Understory light availability is an important component of the environment for canopy tree seedlings. Understanding what generates variation in understory light availability represents one step in understanding processes regulating seedling banks, the beginning capital of regeneration in tropical forests. Near the forest floor, variation in light availability may be strongly influenced by the structure and composition of the understory. I examined abundance of understory foliage and patterns of light attenuation in five Neotropical forests (La Selva Biological Station, Costa Rica = LS; Barro Colorado Nature Monument, Panama = BCI; Cocha Cashu Biological Station, Manu National Park, Peru = CC; Kilometer 41, Manaus, Brazil = KM41; and Nouragues, French Guiana = NG). I used hemispherical canopy photos to estimate light availability at two heights (0.65 and 1.7 m) above the forest floor and counted foliage between these heights. Light availability differed significantly among sites, and site rankings depended on measurement height. At 0.65 m, NG had significantly lower mean light availability than CC, with KM41, LS, and BCI equivalent and intermediate. At 1.7 m, light availability was still lowest at NG, and highest at CC, but LS had levels similar to CC while KM41 and BCI remained intermediate. Across sites, light attenuation was positively related to foliage density. LS had the most understory foliage and the highest light attenuation between 0.65 and 1.7 m. KM41, NG and CC had intermediate amounts of foliage and intermediate light attenuation. BCI had the lowest density of understory foliage and no difference between light at the two measurement heights. My results show significant effects of understory foliage on understory light and indicate that the selective environment of canopy tree seedlings differs among sites.",Brazil | Costa Rica | French Guiana | Hemispherical photographs | Light availability | Panama | Peru | Shrub layer | Tropical rain forest | Understory,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1842591173,SCOPUS_ID:1842591173,2-s2.0-1842591173,"Variation in small sapling density, understory cover, and resource availability in four neotropical forests",Harms K.E.,Biotropica,00063606,36,1,40-51,2004-01-01,March 2004,59,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,41,10.1111/j.1744-7429.2004.tb00294.x,"Even though many forest plants spend all or a significant portion of their lives in the forest understoty, few studies have compared understory composition, structure, and resource availability among forests. We used standardized transect-based methods to compare small sapling densities (10-50 cm tall), understory vegetation cover, canopy openness, and nutrient availability in non-gap portions of four lowland Neotropical forests: La Selva, Costa Rica (LS), Barro Colorado Island, Panama (BCI), Cocha Cashu, Peru (CC), and north of Manaus, Brazil (KM41). Sites differed significantly in all variables except canopy openness. LS had high palm and non-fern herb cover and low density of small saplings (0.7-1.6/m2) compared to other sites. CC had high fern cover, whereas BCI had low cover in all categories of understory vegetation (palms, ferns, and non-fern herbaceous plants). BCI, CC, and KM41 had similar small sapling densities, ranging from 4.8-7.5/m 2. Within each forest, cation (Ca, Mg, K, and Na) availability was usually higher on more fertile soil orders (Inceptisols, Alfisols, and Entisols) than on more weathered soil types (Ultisols and Oxisols). Extractable P was highest at LS and CC and lowest on BCI (no data for KM41). Spatial autocorrelation was present for some variables in some transects to distances beyond our detection ability (>25 m). Understory palm cover was negatively correlated with small sapling density at fine (1 m2 quadrat) and coarse spatial scales (among forests), although across forests the effect of palms was due entirely to the difference between LS and the other three forests. These results provide cross-site support for the hypothesis that understory cover by palms decreases the density of small saplings that comprise the advance regeneration of the forest.",Forest understories | Palms | Regeneration | Saplings | Semivariograms,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/1842591169,SCOPUS_ID:1842591169,2-s2.0-1842591169,Landscape context and local-scale environment influence regeneration of pioneer tree species in treefall gaps,Grau H.R.,Biotropica,00063606,36,1,52-59,2004-01-01,March 2004,13,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,42,10.1111/j.1744-7429.2004.tb00295.x,"Composition of pioneer tree species was recorded for 23 to 76 treefalls in the forests of La Selva (LS), Barro Colorado Island (BCI), Cocha Cashu Research Station (CC), and KM41 to evaluate the hypothesis that distance to secondary forests influences the composition of pioneer tree species at scales of thousands of hectares and to assess the relative importance of distance to seed sources compared to two microenvironmental factors: soil and gap size. Discriminant function analysis (DFA) was used to assess the relative importance of the landscape and environmental factors in controlling the presence in gaps of Cecropia species that are typical of secondary forests regenerating after large-scale disturbances. Principal component analysis (PCA) was used as an ordination technique based on pioneer species composition of each gap. The PCA ordination axes were regressed against soil type, gap size, forest type, and distance values of each site to explore the relationship between composition and control factors. At the four sites, the variable best correlated to the discriminant function of gaps with and without Cecropia was the distance to secondary forests, although such discriminant function was statistically significant at only one site. In three of the four sites (with the exception of BCI, where there are no typical young secondary forests), distance to secondary forests was correlated with at least one axis of the PCA (P < 0.06). Other significant correlations included soil variables (CC and KM41), gap size (KM41), and forest type (secondary vs. primary; BCI). Overall, the results provide some support for the hypothesis that at the spatial scale of this study, distance to young secondary forests (both natural and anthropogenic) influences treefall gap composition at a level comparable to endogenous and exogenous microenvironmental factors.",Cecropia | Disturbances | Forest dynamics | Mass effect | Treefall gap,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1842591160,SCOPUS_ID:1842591160,2-s2.0-1842591160,Changes in patterns of understory leaf phenology and herbivory following hurricane damage,Angulo-Sandoval P.,Biotropica,00063606,36,1,60-67,2004-01-01,March 2004,31,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,43,10.1111/j.1744-7429.2004.tb00296.x,"Hurricanes are important disturbance events in many forested ecosystems. They can have strong effects on both forest structure and animal populations, and yet few studies have considered the impacts on plant-animal interactions. Reduction of canopy cover by severe winds increases light availability to understory plants, providing an opportunity for increased growth. An increase in light availability should cause an increase in annual production of leaves and a more even production throughout the year (i.e., less seasonality in production). This change will affect the availability of food resources to folivorous insects that feed primarily on young leaves; outbreaks of these insects could nullify the temporary advantage of increased understory light levels. On 21 September 1998, Hurricane Georges struck Puerto Rico, providing an excellent opportunity to determine the effect of the hurricane on leaf production and herbivory in the forest understory by comparing post-hurricane data with data obtained from a previous study conducted at the same site. Eight species were analyzed at El Verde Field Station, a wet forest site in eastern Puerto Rico. For the eight species combined, there was an increase in number of leaves produced after the hurricane and a more even seasonal pattern of leaf production, as predicted. Levels of herbivory were much lower (2.03%) after the hurricane compared with pre hurricane conditions (16.05%), indicating that increased light availability to understory plants was not offset by increased herbivory. Lower levels of herbivory were possibly due to herbivore satiation, changes in leaf chemistry, changes in herbivore populations, changes in herbivore predator populations, or a combination of two or more of these factors.",Folivory | Hurricane Georges | Leaf flushing | Puerto Rico | Tropics,NA,NA
