@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33746620902,SCOPUS_ID:33746620902,2-s2.0-33746620902,"Phyllostomid bats of a fragmented landscape in the north-eastern Atlantic forest, Brazil",Faria D.,Journal of Tropical Ecology,02664674,14697831,22,5,531-542,2006-09-01,September 2006,10.1017/S0266467406003385,S0266467406003385,"This paper addresses the effects of habitat fragmentation on the phyllostomid bats of the Atlantic rain forest in Brazil, by comparing community structure (species richness and capture frequency) and the frequency of three bat species sampled along 36 transects encompassing six habitat categories: interiors and edges of large (>1000 ha) and small fragments (<100 ha), and the surrounding matrix of second-growth forests and areas of shade cocoa plantation. Species composition, richness and total captures were not directly affected by forest size per se, although the frequency of one dominant forest species (Artibeus obscurus) was significantly lower in small fragments compared with larger ones. The high connectivity among forest patches in the study area and the ability of some species to use the surrounding matrix of secondary forests and shade cocoa plantations possibly precludes the insularization effect. Qualitative habitat changes induced by fragmentation, such as edge formation and forest regrowth affected bat community structure; both modified habitats comprised a limited subset of the species assemblage found in the interiors of mature forests. The results presented here provide evidence of impoverished bat assemblages in man-modified habitats linked with deforestation and overall disturbances related with forest fragmentation. Copyright © 2006 Cambridge University Press.",82,Journal,ar,Article,100,1,1,Bats | Community ecology | Diversity | South America | Tropical rain forest,23435,undefined,0,FALSE,21,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746611641,SCOPUS_ID:33746611641,2-s2.0-33746611641,"Effects of canopy cover and seasonal reduction in rainfall on leaf phenology and leaf traits of the fern Oleandra pistillaris in a tropical montane forest, Indonesia",Takahashi K.,Journal of Tropical Ecology,02664674,14697831,22,5,599-604,2006-09-01,September 2006,10.1017/S0266467406003531,S0266467406003531,"Leaf phenology and leaf traits of the fern Oleandra pistillaris were examined in relation to canopy cover (open and understorey) and seasonal reduction in rainfall in a wet tropical montane forest, Indonesia. Although the annual rainfall is high, rainfall is relatively less in June and July. Stomatal density and diameter were greater in the open than in the understorey (229 versus 167 mm-2 for stomatal density and 33 versus 29 μm for stomatal diameter). The stable carbon isotope ratio (δ13C) of leaves, positively correlated with water use efficiency, was higher in the open than in the understorey (mean δ13C -30 versus -33‰). Therefore, it is considered that leaves have high gas-exchange capacities per leaf area in the open where water availability would be limited, compared with the understorey. In contrast, leaf mass per area (LMA) was lower and leaf life span was longer in the understorey than in the open (25 versus 34 g m -2 for LMA and 2.1 and 1.6 y for leaf life span). These thin leaves with a long life span in the understorey would contribute to efficient light capture and photosynthetic production per leaf mass. The number of leaves per stem decreased during the period with less rainfall in both the open and understorey conditions, which should reduce the water loss from plants, but increased again after the period with less rainfall. Stem growth rate was higher in the open than in the understorey, and the seasonal reduction in rainfall hardly affected stem growth rate in either open or understorey conditions. This study concludes that O. pistillaris responds to canopy cover and seasonal reduction in rainfall by adjusting leaf traits and leaf phenology, respectively. Copyright © 2006 Cambridge University Press.",13,Journal,ar,Article,100,2,2,Fern | Leaf life span | Leaf mass per area | Open conditions | Stable carbon isotope ratio | Stem growth | Stomatal density | Understorey conditions | Water use efficiency,23435,undefined,0,FALSE,22,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746608585,SCOPUS_ID:33746608585,2-s2.0-33746608585,A self-perpetuating bamboo disturbance cycle in a neotropical forest,Griscom B.W.,Journal of Tropical Ecology,02664674,14697831,22,5,587-597,2006-09-01,September 2006,10.1017/S0266467406003361,S0266467406003361,"We investigate a hypothesis for explaining maintenance of forest canopy dominance: bamboo (Guadua weberbaueri and Guadua sarcocarpa) loads and crushes trees, resulting in a self-perpetuating disturbance cycle. Forest inventory data revealed a peculiar pattern of tree form and size class distribution in bamboo-dominated plots within the Tambopata River watershed, Madre de Dios, Peru. Bamboo disproportionately loaded trees 5-29 cm in diameter, and this size class had over seven times more canopy damage than trees in control plots without bamboo. These differences were accompanied by reduced tree basal area and tree density in the 5-29-cm-diameter size class in the presence of bamboo. Elevated tree canopy damage was not apparent for trees ≥30 cm dbh, which are beyond the reach of bamboo. Additional evidence for the impact of bamboo was revealed by an experiment using artificial metal trees. Artificial trees in bamboo-dominated forest plots had nine times higher frequency of physical damage and nine times more plant mass loading as compared with control plots. Our results support the hypothesis that bamboo loading causes elevated physical damage to trees and suppresses tree recruitment, particularly for trees 5-29 cm in diameter. Copyright © 2006 Cambridge University Press.",100,Journal,ar,Article,100,2,2,Clonal growth | Community ecology | Competition | Disturbance | Guadua | Peru | Succession,23435,undefined,0,FALSE,23,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746608146,SCOPUS_ID:33746608146,2-s2.0-33746608146,"Suppression, release and canopy recruitment in five tree species from a seasonal tropical forest in western Thailand",Baker P.,Journal of Tropical Ecology,02664674,14697831,22,5,521-529,2006-09-01,September 2006,10.1017/S0266467406003312,S0266467406003312,"We used tree-rings to reconstruct long-term patterns of suppression, release and growth among five sympatric canopy tree species representing the full range of shade tolerance in a seasonal tropical forest in western Thailand. We expected that the frequency and duration of suppression and release events would be positively correlated with shade tolerance. All five species showed evidence of major and moderate growth releases. As expected, Melia azederach, an extreme heliophile, had the fewest releases. However, among the other species the number of major releases was consistent across the range of shade tolerance. The most significant difference among the species was the number of moderate releases recorded. There was a general positive correlation between the number of moderate releases and shade tolerance; however, Chukrasia tabularis, a relatively shade-intolerant species, had an anomalously high number of moderate releases. The study species also showed considerable variation in canopy accession strategies. The least common canopy accession strategy was establishment in the understorey and growth into the canopy in the absence of any gaps. However, with the exception of Melia, all four study species had one or more individuals that successfully reached the canopy using each of the four canopy accession strategies. These results highlight the importance of periodic or episodic bouts of gap formation on canopy tree recruitment and the utility of tree-rings for reconstructing long-term growth patterns in tropical trees. Copyright © 2006 Cambridge University Press.",40,Journal,ar,Article,100,2,2,Canopy trees | Chukrasia tabularis | Gap dynamics | Melia azederach | Neolitsea obtusifolia | Seasonal tropical forest | Suppression | Thailand | Toona ciliata | Tree-rings | Vitex peduncularis,23435,undefined,0,FALSE,24,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746605675,SCOPUS_ID:33746605675,2-s2.0-33746605675,"Recovery of termite (Isoptera) assemblage structure from shifting cultivation in Barito Ulu, Kalimantan, Indonesia",Gathorne-Hardy F.,Journal of Tropical Ecology,02664674,14697831,22,5,605-608,2006-09-01,September 2006,10.1017/S0266467406003373,S0266467406003373,NA,14,Journal,ar,Article,100,3,3,Conservation | Fire | Secondary forest | Slash and burn | Sundaland,23435,undefined,0,FALSE,25,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33746603613,SCOPUS_ID:33746603613,2-s2.0-33746603613,"Spatial associations of humus, nutrients and soils in mixed dipterocarp forest at Lambir, Sarawak, Malaysian Borneo",Baillie I.,Journal of Tropical Ecology,02664674,14697831,22,5,543-553,2006-09-01,September 2006,10.1017/S026646740600352X,S026646740600352X,"Discrete humus layers are common on podzols under temperate coniferous and tropical heath forests, and patchy layers also occur under some temperate broadleaved forests on non-podzolic soils. We used multiple data sets to test the reported association of humus with oligotrophic but non-podzolic soils under non-heath dipterocarp forest at Lambir, Sarawak. We examined the distribution, morphology and nutrient dynamics of necromass on soils derived from sandstone and shale. Concentrations of the main mineral nutrients were lower in fresh litter on the very oligotrophic sandstone soils than on shale. The rates of litterfall were similar, so that annual litterfall fluxes of all nutrients were lower on sandstone. The lower nutrient concentrations and fluxes in the litter on sandstone resulted in slower decomposition, longer residence times and larger standing crops of forest-floor necromass, with lower concentrations of nutrients. The necromass on sandstone sequestered significantly more N, K and Mg but less Ca and Mn than on shale, with no significant difference for P. The variations in necromass nutrient dynamics were associated with morphological differences. There were mats of densely rooted humus under the litter on sandstone, whereas litter lay directly over the mineral topsoil on shale. Spatial associations with soil nutrients were weak for necromass thickness, but clear for humus. The proportions of nutrients in the litterfall and necromass reflected the stoichiometric profiles of the soils. We attribute the differences in necromass nutrient dynamics and their association with soil reserve nutrients to lower rates of nutrient replenishment from the weathering of sandstone than from shale. Necromass characteristics are robust field indicators of multivariate edaphic differences in these and other tropical forests on Acrisols/Ultisols derived from Tertiary clastic sediments. Copyright © 2006 Cambridge University Press.",40,Journal,ar,Article,100,7,7,Borneo | Dipterocarp forest | Humus | Litter | Reserve nutrients | Stoichiometry | Weathering,23435,undefined,0,FALSE,26,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33744784515,SCOPUS_ID:33744784515,2-s2.0-33744784515,Site occupancy and density of sympatric Gaboon viper (Bitis gabonica) and nose-horned viper (Bitis nasicornis),Luiselli L.,Journal of Tropical Ecology,02664674,14697831,22,5,555-564,2006-09-01,September 2006,10.1017/S0266467406003397,S0266467406003397,"The presence and density of two sympatric, large-sized vipers (the Gaboon viper, Bitis gabonica and the nose-horned viper, Bitis nasicornis) were studied along several transects, during both dry and wet seasons, and at different times of day, in southern Nigeria (West Africa). Three habitat types were found along the various transects (mature rain forest (MF), secondary rain forest (SF), swamp forest (SW)). The detection probabilities for these vipers were modelled with a set of competing models, and the various models were ordered by Akaike Information Criterion procedures. Two classes of models were used: the single-season model, and the multi-species model. The best models (single-season model) suggested that: for the Gaboon viper, habitat types SF and SW were particularly important in detecting this species, especially during the rainy season at 08h00-16h00. For nose-horned vipers, the best models had SW and MF as site-covariates. Application of the multi-species model revealed that there were different detection functions if both species are present at a site, with a 'negative' interaction of occupancy between the species. Females and males were similarly detectable in a logistic regression model, but feeding status and pregnancy slightly increased detection probability in a logistic regression model. Viper density was modelled by a DISTANCE sampling procedure. The density of one species tended to be inversely correlated to the density of the other, suggesting that (1) the rain-forest environment does not support abundant populations of both vipers when sympatric, and (2) the two Bitis species subtly partition the habitat resources. Copyright © 2006 Cambridge University Press.",44,Journal,ar,Article,100,1,1,Africa | Akaike Information Criterion | Bitis gabonica | Bitis nasicornis | Detection probability | Ecology | Site occupancy | Snake | Spatial density,23435,undefined,0,FALSE,27,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745931340,SCOPUS_ID:33745931340,2-s2.0-33745931340,Trophic ecology of a tropical aquatic and terrestrial food web: Insights from stable isotopes (<sup>15</sup>N),Kupfer A.,Journal of Tropical Ecology,02664674,14697831,22,4,469-476,2006-07-01,July 2006,10.1017/S0266467406003336,S0266467406003336,"We used stable isotope analysis (15N/14N) to characterize the trophic relationships of consumer communities of an aquatic food web (a permanent pond) and the adjacent terrestrial food web (secondary dry dipterocarp forest) from a seasonal tropical field site in north-eastern Thailand. In general, isotopic signatures of aquatic vertebrates were higher (δ15N range = 4.51-9.90‰) than those of invertebrates (δ15N range = 1.10-6.00‰). High 15N signatures identified water snakes and swamp eels as top predators in the pond food web. In the terrestrial food web 15N signatures of saprophagous litter invertebrates (diplopods, earthworms), termites, ants and beetle larvae were lower than in those of predatory invertebrates (scolopendrids, scorpions, whip spiders). Predatory terrestrial frogs and caecilians had lower 15N signatures than snakes, indicating that snakes are among the top predators in the terrestrial web. Based on the distribution of isotopic signatures, we estimated five trophic levels for both the aquatic and terrestrial food web. The food chains of a seasonal tropical site studied were rather short, which implies similarities to the structure of temperate food webs. Copyright © 2006 Cambridge University Press.",47,Journal,ar,Article,100,5,5,15 N | Aquatic | Food web | Invertebrates | Seasonality | Stable isotopes | Terrestrial | Trophic level | Vertebrates,23435,undefined,0,FALSE,28,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745918914,SCOPUS_ID:33745918914,2-s2.0-33745918914,"Nutritional ecology of elephants in Kibale National Park, Uganda, and its relationship with crop-raiding behaviour",Rode K.,Journal of Tropical Ecology,02664674,14697831,22,4,441-449,2006-07-01,July 2006,10.1017/S0266467406003233,S0266467406003233,"This study investigated the nutritional ecology of forest elephants in Kibale National Park, Uganda relative to crop-raiding behaviour, and examined nutritional differences between crops and food consumed by wild elephants. An index of dietary nutrient concentration was determined by quantifying the species and parts of plants consumed along feeding trails, collecting food items, and analysing foods for energy, fibre, protein, minerals and secondary compounds. Frequency of crop raiding was quantified over 13 mo. Energy and protein concentration was within suggested levels, but concentrations of several minerals, particularly sodium, were low relative to requirements based on captive elephants and values reported for other wild populations. The very low sodium concentrations of Kibale elephant diets and low availability of alternative sodium sources, such as soil or water, suggest that sodium drive is very likely in this population. Crops consumed by Kibale elephants had higher Na concentrations and lower concentrations of fibre and secondary compounds than wild diets. The known attraction of elephants to mineral sources throughout their range and the low mineral concentration of leaves, fruits, bark, and stems consumed by forest elephant in this study suggest that mineral nutrition is likely to be an important factor driving elephant behaviour and patterns of habitat use. Copyright © 2006 Cambridge University Press.",66,Journal,ar,Article,100,4,4,Africa | Energy | Fibre | Forest elephants | Loxodonta africana | Minerals | Nutrition | Requirements | Sodium,23435,undefined,0,FALSE,29,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745917059,SCOPUS_ID:33745917059,2-s2.0-33745917059,Juvenile mortality and attacks by a specialist herbivore increase with conspecific adult basal area of Amazonian Swietenia macrophylla (Meliaceae),Norghauer J.,Journal of Tropical Ecology,02664674,14697831,22,4,451-460,2006-07-01,July 2006,10.1017/S0266467406003257,S0266467406003257,"According to the Janzen-Connell model, host-specific natural enemies can promote species coexistence of canopy trees in tropical forests by attacking progeny where they are most concentrated. However, empirical evidence relating negative density-dependent mortality to herbivory and, in particular, attack by specialist herbivores, remains rare. We investigated density dependence in a natural population of Swietenia macrophylla in a south-eastern Amazon forest of Brazil. Across 24 adult trees, we found that initial juvenile densities were positively correlated with basal area of adult conspecifics whereas subsequent survivorship over 1 y for these juveniles declined strongly with increasing basal area of adult conspecifics. For 18 trees with > 5 juveniles surviving for 1 y, further evidence supporting the Janzen-Connell mechanism was obtained in that leaf herbivory and attack by a specialist microlepidopteran moth (Steniscadia poliophaea) increased, and overall foliar condition decreased, with conspecific basal area. Moreover, when differences in mean juvenile size (number of extant leaves) were accounted for, juvenile survival over 1 y decreased with increased specialist leaf herbivory. Collectively, these results indicate that herbivores, in particular S. poliophaea, may contribute to density dependence among S. macrophylla juveniles. We conclude that the survival of juveniles and their probability of recruitment into the canopy is decreased where conspecific adults are largest and/or most numerous and find support for the importance of host-specific pests in driving density dependence among tropical trees. Copyright © 2006 Cambridge University Press.",24,Journal,ar,Article,100,3,3,Bigleaf mahogany | Density dependence | Herbivory | Janzen-Connell model | Seedlings | South-eastern Amazonia | Specialist | Steniscadia poliophaea | Swietenia macrophylla | Tropical forests,23435,undefined,0,FALSE,30,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745916121,SCOPUS_ID:33745916121,2-s2.0-33745916121,Estimating species-specific wood density from the genus average in Indonesian trees,Slik J.W.F.,Journal of Tropical Ecology,02664674,14697831,22,4,481-482,2006-07-01,July 2006,10.1017/S0266467406003324,S0266467406003324,NA,50,Journal,ar,Article,100,1,1,Biomass | Carbon | Genera | Indonesia | Life history | Wood density,23435,undefined,0,FALSE,31,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745914945,SCOPUS_ID:33745914945,2-s2.0-33745914945,Ontogenetic and seasonal variation in the diets of a Costa Rican leaf-litter herpetofauna,Whitfield S.,Journal of Tropical Ecology,02664674,14697831,22,4,409-417,2006-07-01,July 2006,10.1017/S0266467406003245,S0266467406003245,"Ontogenetic and seasonal variation in diet was examined for 11 species of insectivorous forest-floor frogs and lizards from a lowland wet forest in north-eastern Costa Rica. Specimens were collected systematically over an entire seasonal cycle and represented individuals of all sizes. Individual prey items were removed from stomachs of preserved specimens, measured and identified. Ontogenetic shifts in prey size were pervasive. Ontogenetic shifts in prey composition were limited to four species; these were not the species with greatest range in body size, nor the species with the broadest diets. Small prey types (ants, mites, collembolans) decreased in representation and large prey types (roaches, orthopterans, millipedes) increased in importance over ontogeny; this could be because prey selection is based primarily on prey size or because of different prey preferences among age classes. There is little evidence for size-structure in this assemblage. There is no evidence that total availability of arthropod prey varies among seasons, but some evidence that preferred prey are less common in the wet season. Diet was similar between lizards and frogs. Lizards were more likely to have empty stomachs, but also greater stomach volume, than frogs; this indicates a difference in food-gathering strategies. Our study indicates strong similarity between frogs and lizards in diet despite enormous differences in physiology and behaviour. Copyright © 2006 Cambridge University Press.",45,Journal,ar,Article,100,2,2,Amphibians | Intraspecific variation | Passive sampling | Prey selection | Reptiles | Seasonality | Size-structured assemblages | Trophic ecology | Tropical wet forest,23435,undefined,0,FALSE,32,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745914622,SCOPUS_ID:33745914622,2-s2.0-33745914622,Habitat differentiation of sympatric Geonoma macrostachys (Arecaceae) varieties in Peruvian lowland forests,Roncal J.,Journal of Tropical Ecology,02664674,14697831,22,4,483-486,2006-07-01,July 2006,10.1017/S0266467406003270,S0266467406003270,NA,12,Journal,ar,Article,100,1,1,Edaphic and light conditions | Floodplain | Hemispherical photography | Palm | Species complex | Tierra firme,23435,undefined,0,FALSE,33,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745913913,SCOPUS_ID:33745913913,2-s2.0-33745913913,Species-habitat associations in a Sri Lankan dipterocarp forest,Gunatilleke C.V.S.,Journal of Tropical Ecology,02664674,14697831,22,4,371-384,2006-07-01,July 2006,10.1017/S0266467406003282,S0266467406003282,"Forest structure and species distribution patterns were examined among eight topographically defined habitats for the 205 species with stems ≥ 1 cm dbh inhabiting a 25-ha plot in the Sinharaja rain forest, Sri Lanka. The habitats were steep spurs, less-steep spurs, steep gullies and less-steep gullies, all at either lower or upper elevations. Mean stem density was significantly greater on the upper spurs than in the lower, less-steep gullies. Stem density was also higher on spurs than in gullies within each elevation category and in each upper-elevation habitat than in its corresponding lower-elevation habitat. Basal area varied less among habitats, but followed similar trends to stem density. Species richness and Fisher's alpha were lower in the upper-elevation habitats than in the lower-elevation habitats. These differences appeared to be related to the abundances of the dominant species. Of the 125 species subjected to torus-translation tests, 99 species (abundant and less abundant and those in different strata) showed at least one positive or negative association to one or more of the habitats. Species associations were relatively more frequent with the lower-elevation gullies. These and the previous findings on seedling ecophysiology, morphology and anatomy of some of the habitat specialists suggest that edaphic and hydrological variation related to topography, accompanied by canopy disturbances of varying intensity, type and extent along the catenal landscape, plays a major role in habitat partitioning in this forest. Copyright © 2006 Cambridge University Press.",127,Journal,ar,Article,100,7,7,Environmental heterogeneity | Habitat specialization | Rain forest | Sinharaja Forest Dynamics Plot | Species-habitat associations | Sri Lanka | Torus translations,23435,undefined,0,FALSE,34,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745908247,SCOPUS_ID:33745908247,2-s2.0-33745908247,Divergent leaf traits among congeneric tropical trees with contrasting habitat associations on Borneo,Paoli G.,Journal of Tropical Ecology,02664674,14697831,22,4,397-408,2006-07-01,July 2006,10.1017/S0266467406003208,S0266467406003208,"A prediction of the hypothesis that niche processes control plant species distributions across edaphic gradients is that pairwise comparisons of related species on contrasting soils should show consistent patterns of trait divergence. This hypothesis was tested in lowland Bornean rain forest by combining measurements of leaf traits, soil nutrients and the distribution of tree species in the Dipterocarpaceae across a nutrient gradient. Nine species were studied, comprising four related pairs in Shorea (phylogenetic independent contrasts; PICs) and one habitat generalist (Dipterocarpus sublamellatus). Lamina area, specific leaf area (SLA), leaf nitrogen (N) and phosphorus (P) were measured for ∼10 saplings of each species; habitat associations were defined as a continuous function of soil nutrients and categorically in relation to substrate. Species distributions and traits varied significantly with soil nutrients. When all species were pooled, SLA and leaf P increased significantly with species' distribution across the nutrient gradient; leaf N showed the same trend. Trait shifts with habitat were stronger and more pervasive when habitat was defined categorically - in all four PICs, rich-soil specialists had larger leaves, higher SLA, leaf N and P, and lower N:P ratios. Trait shifts with habitat at least partly reflect intrinsic differences between species. Within Shorea, variation in lamina area and N:P ratio were more strongly related to phylogeny than habitat, whereas the reverse held for SLA and leaf P. Phylogeny also influenced the extent of trait divergence between related species on different soils, and patterns of trait correlation within lineages. Results support the hypothesis that niche processes influence the distribution of species and traits in lowland tropical tree communities, and highlight the value of phylogenetic information for increasing the power of comparative studies. Copyright © 2006 Cambridge University Press.",40,Journal,ar,Article,100,1,1,Dipterocarpaceae | Growth strategy | N:P ratio | Niche | Phosphorus | Phylogeny | Saplings | Shorea | SLA | Trade-offs,23435,undefined,0,FALSE,35,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745906797,SCOPUS_ID:33745906797,2-s2.0-33745906797,Aggregation and coexistence of dung beetles in montane rain forest and deforested sites in central Peru,Horgan F.,Journal of Tropical Ecology,02664674,14697831,22,4,359-370,2006-07-01,July 2006,10.1017/S026646740600321X,S026646740600321X,"The 'aggregation model of coexistence' predicts that a strong and independent aggregation of species across ephemeral resource patches promotes species coexistence and maintains diversity. This study examines the role of aggregation in maintaining tropical dung beetle diversity and the effects of deforestation on aggregation patterns and diversity loss. Using clusters of pitfall traps, dung beetle aggregation was quantified in natural and disturbed habitat at nested temporal and spatial scales in central Peru. The results indicate that dung was colonized by a greater number of species, many of which were large, leading to a higher total beetle biomass in forest habitat than in deforested, farm habitat. Beetles were intraspecifically aggregated at each spatial scale examined. Habitat-type (forest/deforested) had no effect on the intensity of intra- or interspecific aggregation. Analyses of aggregation patterns revealed that dung beetle assemblages in forest habitat were generally saturated whereas in deforested habitat they were unsaturated. In general, interspecific aggregation was too weak relative to intraspecific aggregation to explain the high diversity of species in forest habitat. Other mechanisms, including resource partitioning are likely to play a greater role in maintaining the diversity of dung beetle assemblages in the region. These results also indicate that the loss of species from disturbed habitat has not been due to a breakdown in the aggregation mechanism. Copyright © 2006 Cambridge University Press.",14,Journal,ar,Article,100,1,1,Aggregation model | Biodiversity | Biomass | Coexistence | Community structure | Deforestation | Habitat change | Peru | Scarabaeidae | Species richness,23435,undefined,0,FALSE,36,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745905291,SCOPUS_ID:33745905291,2-s2.0-33745905291,Assessing intraspecific phenological synchrony in zoochorous trees from the monsoon forests of northern Australia,Franklin D.C.,Journal of Tropical Ecology,02664674,14697831,22,4,419-429,2006-07-01,July 2006,10.1017/S0266467406003300,S0266467406003300,"Intraspecific synchrony in the phenology of tropical forest trees has implications for satiation of browsers and seed predators, pollination, dispersal and interpreting plant responses to environmental cues and stresses. Community phenological studies have been constrained in their consideration of these issues by the lack of concise quantitative measures of intraspecific synchrony. We propose a novel application of Colwell's predictability indices to overcome this deficiency. Its application is demonstrated by evaluating the leaf and reproductive phenologies of 8-16 individuals of each of 20 monsoon forest tree species from northern Australia monthly for 30 mo. The indices yielded substantial additional information over that provided by summaries averaged amongst conspecifics. Marked intraspecific asynchronies in leaf flush or flowering occurred in five evergreen species and two deciduous fig species, and were associated with prolonged individual commitments to these states. Five partly deciduous species exhibited marked intraspecific variation in the seasonal extent of leaf loss. We interpret the observed variation in intraspecific synchrony in terms of contrasting water-use and pollination strategies. The synchronicity indices are concise and robust to small and variable sample sizes, and may thus enhance studies of species-rich assemblages. Copyright © 2006 Cambridge University Press.",6,Journal,ar,Article,100,2,2,Colwell's predictability index | Deciduousness | Dry season | Ficus | Flowering | Fruiting | Intraspecific asynchrony | Leaf flush | Moisture limitation,23435,undefined,0,FALSE,37,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745892071,SCOPUS_ID:33745892071,2-s2.0-33745892071,"Distance effect from cloud forest fragments on plant community structure in abandoned pastures in Veracruz, Mexico",Muñiz-Castro M.A.,Journal of Tropical Ecology,02664674,14697831,22,4,431-440,2006-07-01,July 2006,10.1017/S0266467406003221,S0266467406003221,"Secondary succession was studied in a Mexican cloud forest region along a chronosequence of 15 abandoned pastures (0.25-80 y). Our objective was to determine the effects of distance from the forest border on successional vegetation structure and woody species richness along the chronosequence. Vegetation structure similar to that of mature forests recovered over 40-50 y, both close to (0-10 m) and away from (40-50 m) the border. Total woody species richness was similar for both distances but species composition differed significantly. When primary forest species were analysed separately, basal area, height, abundance and richness were all significantly higher close to the forest border. Primary species such as Quercus spp. (barochorous-synzoochorous) and Carpinus caroliniana (anemochorous) had lower basal area, density and height away from the border than close to it. Secondary species such as Lippia myriocephala (anemochorous) and Myrsine coriacea (endozoochorous) did not differ in their rate of colonization between distances. The limitation of seed dispersal and establishment for primary woody species away from forest borders suggests that propagules need to be introduced to accelerate forest restoration. Copyright © 2006 Cambridge University Press.",80,Journal,ar,Article,100,3,3,Chronosequence | Functional type | Richness | Secondary succession | Seed dispersal syndrome | Tropical montane forest,23435,undefined,0,FALSE,38,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745892070,SCOPUS_ID:33745892070,2-s2.0-33745892070,Mortality and recruitment of hemi-epiphytic figs in the canopy of a Bornean rain forest,Harrison R.,Journal of Tropical Ecology,02664674,14697831,22,4,477-480,2006-07-01,July 2006,10.1017/S0266467406003294,S0266467406003294,NA,11,Journal,ar,Article,100,1,1,Ficus | Lowland mixed dipterocarp forest | Strangler | Tree-fall | Tropical rain forest,23435,undefined,0,FALSE,39,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745890279,SCOPUS_ID:33745890279,2-s2.0-33745890279,Seasonal shift in the foraging niche of a tropical avian resident: Resource competition at work?,Jedlicka J.,Journal of Tropical Ecology,02664674,14697831,22,4,385-395,2006-07-01,July 2006,10.1017/S0266467406003191,S0266467406003191,"This study examined the foraging behaviour of a resident bird species, the rufous-capped warbler (RCWA, Basileuterus rufifrons), in a shaded-coffee farm in Chiapas, Mexico. Unlike many resident species that use shaded-coffee agroecosystems seasonally, RCWAs do not move to other habitats when migrants are present. RCWA foraging was compared when migrant birds were present (dry season) and absent (wet season). It was hypothesized that RCWAs would exhibit a seasonal foraging niche shift because of resource competition with migrants. Observations from both the canopy and coffee understorey show that RCWAs foraged almost equally in both vegetative layers during the wet season although they were more successful foraging in the canopy. In the dry season, migrants foraged primarily in the canopy and RCWAs shifted so that 80% of RCWA foraging manoeuvres were in the understorey. At that time RCWAs foraged less successfully in both vegetative layers. Avian predation in the dry season was found to reduce densities of arthropods by 47-79% in the canopy, as opposed to 4-5% in the understorey. In the canopy, availability of large (>5 mm in length) arthropods decreased by 58% from the wet to dry season. Such resource reductions could have caused the RCWA foraging niche shift yet other alternative or additional hypotheses are discussed. Shifts in foraging niche may be a widespread mechanism for some small insectivorous residents to avoid seasonal competition with abundant migrant species. Copyright © 2006 Cambridge University Press.",31,Journal,ar,Article,100,5,5,Avian insectivory | Birds | Breeding demand | Chiapas | Coffee agroecosystem | Direct interference | Foraging | Indirect competition | Mexico | Migrant-resident interaction | Resource competition | Rufous-capped warbler | Sexual segregation | Shaded coffee,23435,undefined,0,FALSE,40,all,All Open Access,NA,NA
