@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:pageRange,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0036795311,SCOPUS_ID:0036795311,2-s2.0-0036795311,Sexual conflict and polyspermy under sperm-limited conditions: In situ evidence from field simulations with the free-spawning marine echinoid Evechinus chloroticus,Franke E.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342075,"For free-spawning organisms that release gametes into the sea, sperm limitation (too few sperm to fertilize all eggs) is a major factor limiting reproductive success. Given such circumstances, the presence of several mechanisms to prevent polyspermy (too many sperm) may seem paradoxical; however, a growing body of data suggests that natural fertilization levels, though variable, can routinely be high. Under such conditions, polyspermy is much more likely. The tension between sperm limitation and polyspermy represents sexual conflict because males, in competing to fertilize as many eggs as possible, can impose lethal costs on eggs if multiple sperm gain entry. Here we present data for a marine invertebrate indicating high levels of polyspermy under sperm-limited conditions. When the sea urchin Evechinus chloroticus was induced to spawn in situ, mean rates of polyspermy were 17.3% ± 3.4%, and polyspermy was recorded at rates as high as 62.7%. Polyspermy was nearly always present, even when fertilization rates were <50%, confirming predictions that it should be present under sperm-limited conditions. Both sperm limitation and polyspermy imposed substantial reproductive costs, and we conclude that both sexual conflict related to polyspermy and sperm limitation have been simultaneous strong selective forces shaping the evolution of reproductive traits in the sea.",86,Journal,ar,Article,100,3,3,Broadcast spawning | Echinoids | Fertilization | Polyspermy | Sexual conflict,12604,undefined,0,FALSE,32,485-496,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036795310,SCOPUS_ID:0036795310,2-s2.0-0036795310,Ecological and genetic correlates of long-term population trends in the Park Grass Experiment,Silvertown J.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342071,"The Park Grass Experiment (PGE) is the longest-observed set of experimental plant communities in existence. Although the gross composition of the vegetation was at equilibrium over the 60-yr period from 1920 to 1979, annual records show that individual species exhibited a range of dynamics. We tested two hypotheses to explain why some species initially increased and why subsequently some of these (the outbreak species) decreased again. The study was designed around eight phylogenetically independent contrasts (PICs), each containing related species with different dynamics. Our first hypothesis was that persistent increasers and out-breakers have higher intrinsic rates of natural increase than control species (species without trends), allowing them to spread when interspecific competition is reduced by drought. This was tested by measuring establishment and seed production of species in field experiments, with and without interspecific competition Seed production in outbreak species responded more strongly to release from interspecific competition than it did in either of the other groups of species. Our second hypothesis was that outbreak species eventually declined because they lacked the genetic variation necessary to adapt to the novel habitats to which they had initially spread. We tested this by measuring mating systems and genetic diversity in persistent and outbreak species in the PGE. In seven out of seven PICs tested, the outbreak species was more selfing than its persistent relative. There was a significant positive correlation between outcrossing rate and gene diversity. These results support roles for both ecological and genetic traits in long-term dynamics.",25,Journal,ar,Article,100,6,6,Climate | Genetic diversity | Grass-land | Interspecific competition | Long-term experiment | Metapopulation dynamics,12604,undefined,0,FALSE,33,409-420,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036795282,SCOPUS_ID:0036795282,2-s2.0-0036795282,Ecology and evolution of multigenomic arbuscular mycorrhizal fungi,Sanders I.R.,American Naturalist,00030147,160,4 SUPPL.,2002-10-01,1 October 2002,10.1086/342085,"Arbuscular mycorrhizal fungi (AMF) form extremely important mutualistic symbioses with most plants. Their role in nutrient acquisition, plant community structure, plant diversity, and ecosystem productivity and function has been demonstrated in recent years. New findings on the genetics and biology of AMF also give us a new picture of how these fungi exist in ecosystems. In this article, I bring together some recent findings that indicate that AMF have evolved to contain multiple genomes, that they connect plants together by a hyphal network, and that these different genomes may potentially more around in this network. These findings show the need for more intensive studies on AMF population biology and genetics in order to understand how they have evolved with plants, to better understand their ecological role, and for applying AMF in environmental management programs and in agriculture. A number of key features of AMF population biology have been identified for future studies and most of these concern the need to understand drift, selection, and genetic exchange in multigenomic organisms, a task that has not previously presented itself to evolutionary biologists.",67,Journal,cp,Conference Paper,100,1,1,Ancient asexuals | Coevolution | Evolution of mutualism | Genome evolution | Glomales | Mycorrhizal symbiosis | Symbiosis,12604,undefined,0,FALSE,34,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036795281,SCOPUS_ID:0036795281,2-s2.0-0036795281,The ubiquitous and varied role of infection in the lives of animals and plants,Moran N.,American Naturalist,00030147,160,4 SUPPL.,2002-10-01,1 October 2002,10.1086/342113,"Parasitic and symbiotic infections are major forces governing the life histories of plant and animal hosts-a fact that is ever more evident because of recent findings emanating from diverse subdisciplines of biology. Yet, infectious organisms have been relatively little investigated by biologists who study natural populations. Now that new molecular and computational tools allow us to differentiate and track microscopic infectious agents in nature, we are beginning to establish a better appreciation of their effects on larger, more familiar organisms. This special issue on the ecological and evolutionary consequences of infection for plants and animals is based on the annual Vice Presidential Symposium at the meeting of the American Society of Naturalists held in Knoxville, Tennessee, in the summer of 2001.",22,Journal,cp,Conference Paper,100,1,1,Bacteria | Coevolution | Evolutionary addiction | Infection | Mutualism | Pathogenesis | Symbiosis,12604,undefined,0,FALSE,35,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036794102,SCOPUS_ID:0036794102,2-s2.0-0036794102,Developmental rate isomorphy in insects and mites,Jarošík V.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342077,"When the proportion of total developmental time spent in a particular developmental stage does not change with temperature, an organism shows ""rate isomorphy."" This is the case only if the lower developmental threshold is the same for all developmental stages. In this study, the incidence of rate isomorphy in seven species of mites and 342 species from 11 insect orders (some represented by several populations) was determined. Whether a species shows rate isomorphy or not was determined over a range of temperatures where the relationship between the rate of development and temperature is linear. Proportion of total developmental time spent in a particular stage was plotted against temperature and the existence of rate isomorphy inferred from a zero change in proportion. Rate isomorphy was detected in 243 (57%) of 426 populations. In the rest of the cases, rate isomorphy was violated by deviations in the proportion of time spent in a stage by an average of 0.2% (range 4.5E-06% to 2.8%) at the mean of the range of temperatures of all the data sets (11°C). The violations occurred most frequently at the extremes of the linear phase, which is attributed to methodical biases, mortality at low temperatures, or too coarse an estimate of developmental time at high temperatures. Similarly, a meta-analysis also revealed an overall prevalence of rate isomorphy. Consequently, in insect and mite species, all the developmental stages appear to have the same population-specific lower developmental threshold. The existence of rate isomorphy could be of great practical importance, for example, in the timing of life-history events and in determining preadult thermal requirements. There are also indications that it may act as a phylogenetic constraint.",122,Journal,ar,Article,100,3,3,Developmental time | Insects | Life-history characteristics | Lower development threshold | Mites | Thermal requirements,12604,undefined,0,FALSE,36,497-510,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036794101,SCOPUS_ID:0036794101,2-s2.0-0036794101,The effect of Wolbachia on genetic divergence between populations: Models with two-way migration,Telschow A.,American Naturalist,00030147,160,4 SUPPL.,2002-10-01,1 October 2002,10.1086/342153,"Wolbachia are intracellular bacteria that cause various reproduction alterations in their hosts, including cytoplasmic incompatibility (CI), an incompatibility between sperm and egg that typically results in embryonic death. We investigate theoretically the effects of Wolbachia-induced bidirectional CI on levels of divergence between two populations, where there is migration in both directions and differential selection at a single locus. The main findings are as follows: Wolbachia differences in the two populations are maintained up to a threshold migration rate, above which the system collapses to a single Wolbachia type; differential selection at a nuclear locus increases the threshold migration rate below which Wolbachia polymorphisms are maintained; Wolbachia differences between the populations enhance their genetic divergence at the selected locus by reducing the ""effective migration rate,"" and even moderate levels of CI can cause large population differences in allele frequencies; and asymmetric CI can induce strong asymmetries in effective migration rate and dramatically alter the pattern of genetic divergence compared with the No Wolbachia situation. We derive an analytical approximation for the effective migration rate, which matches the simulation results for most parameter values. These results generally support the view that CI Wolbachia can contribute to genetic divergence between populations.",55,Journal,cp,Conference Paper,100,3,3,Cytoplasmic incompatibility | Genetic divergence | Migration | Speciation | Wolbachia,12604,undefined,0,FALSE,37,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036794099,SCOPUS_ID:0036794099,2-s2.0-0036794099,Ecology and evolution of host-parasite associations: Mycophagous Drosophila and their parasitic nematodes,Jaenike J.,American Naturalist,00030147,160,4 SUPPL.,2002-10-01,1 October 2002,10.1086/342137,"Associations between mycophagous Drosophila and nematode parasites occur throughout the temperate and boreal regions of North America, Europe, and Asia. The nematode Howardula aoronymphium has substantial adverse effects on host survival and fertility on North American Drosophila. Long-term data show that rainy summers lead to a high prevalence of parasitism in the fall and the following spring, resulting in up to a 1-yr time lag between present rainfall and increased prevalence of H. aoronymphium parasitism. A biogeographic analysis of the relative abundance of different Drosophila species has shown that H. aoronymphium may facilitate the coexistence of different species of Drosophila that compete for larval food resources. The actual host range of parasites in nature is determined by the intrinsic suitability of potential hosts for parasite infection and reproduction and various ecological factors. For H. aoronymphium in eastern North America, intrinsically suitable hosts fall within a restricted clade within the genus Drosophila. However, the temperature sensitivity of H. aoronymphium prevents it from using several host species that occur outside the geographical range of the nematodes. Finally, the host range, virulence, and geographical range of Drosophila-parasitic nematodes appear to be highly dynamic over evolutionary timescales.",39,Journal,cp,Conference Paper,100,2,2,Biogeography | Climate | Density-dependence | Host range | Keystone effects | Virulence,12604,undefined,0,FALSE,38,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036794091,SCOPUS_ID:0036794091,2-s2.0-0036794091,Behavior at habitat boundaries can produce leptokurtic movement distributions,Morales J.M.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342076,NA,40,Journal,ar,Article,100,1,1,Correlated random walk | Diffusion | Edge effects | Kurtosis | Landscape heterogeneity | Movement,12604,undefined,0,FALSE,39,531-538,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036794073,SCOPUS_ID:0036794073,2-s2.0-0036794073,Self-organization of vegetation in arid ecosystems,Rietkerk M.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342078,NA,508,Journal,no,Note,100,8,8,Nonlinear dynamics | Self-organization | Spatial scale | Turing patterns | Vegetation patterns,12604,undefined,0,FALSE,40,524-530,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036794069,SCOPUS_ID:0036794069,2-s2.0-0036794069,Coexistence and relative abundance in annual plant assemblages: The roles of competition and colonization,Levine J.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342073,"Although an interspecific trade-off between competitive and colonizing ability can permit multispecies coexistence, whether this mechanism controls the structure of natural systems remains unresolved. We used models to evaluate the hypothesized importance of this trade-off for explaining coexistence and relative abundance patterns in annual plant assemblages. In a nonspatial model, empirically derived competition-colonization trade-offs related to seed mass were insufficient to generate coexistence. This was unchanged by spatial structure or interspecific variation in the fraction of seeds dispersing globally. These results differ from those of the more generalized competition-colonization models because the latter assume completely asymmetric competition, an assumption that appears unrealistic considering existing data for annual systems. When, for heuristic purposes, completely asymmetric competition was incorporated into our models, unlimited coexistence was possible. However, in the resulting abundance patterns, the best competitors/poorest colonizers were the most abundant, the opposite of that observed in natural systems. By contrast, these natural patterns were produced by competition-colonization models where environmental heterogeneity permitted species coexistence. Thus, despite the failure of the simple competition-colonization trade-off to explain coexistence in annual plant systems, this trade-off may be essential to explaining relative abundance patterns when other processes permit coexistence.",145,Journal,ar,Article,100,2,2,Annual plants | Coexistence | Colonization | Competition | Niche,12604,undefined,0,FALSE,41,452-467,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036794068,SCOPUS_ID:0036794068,2-s2.0-0036794068,The spatial scale of population fluctuations and quasi-extinction risk,Engen S.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342072,"Using a spatially homogeneous population model with migration (random individual dispersal) and spatially autocorrelated environmental noise, we show how migration and local density regulation affect the spatial scale of fluctuations in the log of population sizes as well as the 1-yr differences in these. The difference between the squares of these two spatial scales of population fluctuations does not depend on the spatial scale of the noise but only on migration rate and strength of local density regulation. We also show how migration, local density regulation, and spatially correlated environmental noise affect the realized population process at a specific location. As the migration increases, the realized local density regulation and the expected population size increase, while the realized environmental noise decreases. This approach also enables us to analyze the dynamics of the total population size within quadrats of different sizes. The risk of local quasi extinction is strongly reduced by increasing quadrat size or migration rate, while an increase in environmental stochasticity or spatial correlation in the environmental noise increases the risk of quasi extinction.",67,Journal,ar,Article,100,3,3,NA,12604,undefined,0,FALSE,42,439-451,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036794054,SCOPUS_ID:0036794054,2-s2.0-0036794054,Immune defense and host life history,Zuk M.,American Naturalist,00030147,160,4 SUPPL.,2002-10-01,1 October 2002,10.1086/342131,"Recent interest has focused on immune response in an evolutionary context, with particular attention to disease resistance as a life-history trait, subject to trade-offs against other traits such as reproductive effort. Immune defense has several characteristics that complicate this approach, however; for example, because of the risk of autoimmunity, optimal immune defense is not necessarily maximum immune defense. Two important types of cost associated with immunity in the context of life history are resource costs, those related to the allocation of essential but limited resources, such as energy or nutrients, and option costs, those paid not in the currency of resources but in functional or structural components of the organism. Resource and option costs are likely to apply to different aspects of resistance. Recent investigations into possible trade-offs between reproductive effort, particularly sexual displays, and immunity have suggested interesting functional links between the two. Although all organisms balance the costs of immune defense against the requirements of reproduction, this balance works out differently for males than it does for females, creating sex differences in immune response that in turn are related to ecological factors such as the mating system. We conclude that immune response is indeed costly and that future work would do well to include invertebrates, which have sometimes been neglected in studies of the ecology of immune defense.",596,Journal,cp,Conference Paper,100,2,2,Immunocompetence | Life history | Parasite resistance,12604,undefined,0,FALSE,43,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036794044,SCOPUS_ID:0036794044,2-s2.0-0036794044,The ecology and genetics of a host shift: Microbotryum as a model system,Antonovics J.,American Naturalist,00030147,160,4 SUPPL.,2002-10-01,1 October 2002,10.1086/342143,"The need to prevent and cure emerging diseases often precludes their continuing study in situ. We present studies on the process of disease emergence by host shifts using the model system of anther-smut disease (Microbotryum violaceum) on the plant genus Silene (Caryophyllaceae). This system has little direct social impact, and it is readily amenable to experimental manipulation. Our microevolutionary studies have focused on the host shift of Microbotryum from Silene alba (=latifolia; white campion) onto Silene vulgaris (bladder campion) in a population in Virginia. Karyotypic variation shows that the host shift is recent and originates from the disease on sympatric S. alba. Analysis of the spatial pattern of disease shows that the host shift has been contingent on the co-occurrence of the two species at a local scale. Cross-inoculation studies show that families of the new host differ greatly in their susceptibility to the pathogen, indicating the potential for rapid evolution of resistance. Disease expression on the new host is frequently abnormal, suggesting that the pathogen is imperfectly adapted to its new host. In experimental populations, disease transmission within populations of the old host is greater than within populations of the new host. However, there is also a high transmission rate of the disease from the new host back to the old host, suggesting a feedback effect that increases disease prevalence in the community as a whole. Continuing studies of these populations are designed to determine whether this new host-pathogen system is likely to be self-sustaining and to quantify evolutionary changes in both the host and the pathogen.",111,Journal,cp,Conference Paper,100,3,3,Coevolution | Emerging diseases | Host shift | Microbotryum | Resistance | Silene,12604,undefined,0,FALSE,44,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036792937,SCOPUS_ID:0036792937,2-s2.0-0036792937,Testing for environmentally induced bias in phenotypic estimates of natural selection: Theory and practice,Stinchcombe J.R.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342069,"Measuring natural selection has been a fundamental goal of evolutionary biology for more than a century, and techniques developed in the last 20 yr have provided relatively simple means for biologists to do so. Many of these techniques, however, share a common limitation: when applied to phenotypic data, environmentally induced covariances between traits and fitness can lead to biased estimates of selection and misleading predictions about evolutionary change. Utilizing estimates of breeding values instead of phenotypic data with these methods can eliminate environmentally induced bias, although this approach is more difficult to implement. Despite this potential limitation to phenotypic methods and the availability of a potential solution, little empirical evidence exists on the extent of environmentally induced bias in phenotypic estimates of selection. In this article, we present a method for detecting bias in phenotypic estimates of selection and demonstrate its use with three independent data sets. Nearly 25% of the phenotypic selection gradients estimated from our data are biased by environmental covariances. We find that bias caused by environmental covariances appears mainly to affect quantitative estimates of the strength of selection based on phenotypic data and that the magnitude of these biases is large. As our estimates of selection are based on data from spatially replicated field experiments, we suggest that our findings on the prevalence of bias caused by environmental covariances are likely to be conservative.",171,Journal,ar,Article,100,6,6,Environmental covariance | Herbivory | Natural selection | Phenotypic selection | Plant size | Quantitative genetics | Selection gradients,12604,undefined,0,FALSE,45,511-523,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036792908,SCOPUS_ID:0036792908,2-s2.0-0036792908,"Delayed dispersal as a route to breeding: Territorial inheritance, safe havens, and ecological constraints",Kokko H.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342074,"The relative roles of ecological constraints, the benefits of philopatry, and the role of life history continue to be debated in the evolution of natal philopatry and cooperative breeding. We compare three routes to breeding: departing to search for territories as a floater, staying and queuing to inherit the natal territory, or queuing and eventually shifting to a neighboring vacancy. Our model assumed a dominance-structured population. It quantifies the benefits of philopatry for varying-rank subordinates and contrasts it against the benefit of dispersal. We apply the model to data on Siberian jay Perisoreus infaustus, a species in which retained offspring do not help at the nest. The results indicate that territorial inheritance plays a small role in this species (presumably due to inbreeding avoidance), and territory acquisition is less constrained for dispersing than philopatric offspring. Nevertheless, small family groups-one or, at the most, two same-sex queuers-are predicted to form because philopatric offspring gain nepotistic benefits that improve their survival. This fits with data on group sizes and supports the idea of the natal territory as a safe haven for waiting for breeding opportunities. We also discuss our predictions in the light of ecological constraints and clarify recent confusingly different predictions on the role of habitat saturation as an explanation for delayed dispersal and cooperative breeding. We argue that ""ecological constraint"" is too wide a term to yield useful predictive power and that it is more appropriate to examine the consequences of specific life-history traits on the success of dispersers.",179,Journal,ar,Article,100,2,2,Benefits of philopatry | Competition for breeding | Cooperative breeding | Dispersal | Ecological constraints | Queuing,12604,undefined,0,FALSE,46,468-484,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036792868,SCOPUS_ID:0036792868,2-s2.0-0036792868,Evolutionary origins and ecological consequences of endophyte symbiosis with grasses,Clay K.,American Naturalist,00030147,160,4 SUPPL.,2002-10-01,1 October 2002,10.1086/342161,"Over the past 20 yr much has been learned about a unique symbiotic interaction between fungal endophytes and grasses. The fungi (Clavicipitaceae, Ascomycota) grow intercellularly and systemically in aboveground plant parts. Vertically transmitted asexual endophytes forming asymptomatic infections of cool-season grasses have been repeatedly derived from sexual species that abort host inflorescences. The phylogenetic distribution of seed-transmitted endophytes is strongly suggestive of cocladogenesis with their hosts. Molecular evidence indicates that many seed-transmitted endophytes are interspecific hybrids. Superinfection may result in hyphal fusion and parasexual recombination. Most endophytes produce one or more alkaloid classes that likely play some role in defending the host plant against pests. Hybridization may have led to the proliferation of alkaloid-production genes among asexual endophytes, favoring hybrids. The ergot alkaloid ergovaline, lolitrems, and lolines are produced by only a single sexual species, Epichloë festucae, but they are common in seed-transmitted endophytes, suggesting that E. festucae contributed genes for their synthesis. Asexual hybrids may also be favored by the counteracting of the accumulation of deleterious mutations (Muller's rachet). Endophyte infection can provide other benefits, such as enhanced drought tolerance, photosynthetic rate, and growth. Estimates of infection frequency have revealed variable levels of infection with especially high prevalence in the subfamily Pooideae. Longitudinal studies suggest that the prevalence of seed-transmitted endophytes can increase rapidly over time. In field experiments, infected tall fescue suppressed other grasses and forbs relative to uninfected fescue and supported lower consumer populations. Unlike other widespread plant/microbial symbioses based on the acquisition of mineral resources, grass/endophyte associations are based primarily on protection of the host from biotic and abiotic stresses.",718,Journal,cp,Conference Paper,100,2,2,Alkaloids | Endophyte | Grasses | Herbivory | Hybridization | Symbiosis,12604,undefined,0,FALSE,47,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036792854,SCOPUS_ID:0036792854,2-s2.0-0036792854,The continuous prisoner's dilemma and the evolution of cooperation through reciprocal altruism with variable investment,Killingback T.,American Naturalist,00030147,160,4,2002-10-01,1 October 2002,10.1086/342070,"Understanding the evolutionary origin and persistence of cooperative behavior is a fundamental biological problem. The standard ""prisoner's dilemma,"" which is the most widely adopted framework for studying the evolution of cooperation through reciprocal altruism between unrelated individuals, does not allow for varying degrees of cooperation. Here we study the continuous iterated prisoner's dilemma, in which cooperative investments can vary continuously in each round. This game has been previously considered for a class of reactive strategies in which current investments are based on the partner's previous investment. In the standard iterated prisoner's dilemma, such strategies are inferior to strategies that take into account both players' previous moves, as is exemplified by the evolutionary dominance of ""Pavlov"" over ""tit for tat."" Consequently, we extend the analysis of the continuous prisoner's dilemma to a class of strategies in which current investments depend on previous payoffs and, hence, on both players' previous investments. We show, both analytically and by simulation, that payoff-based strategies, which embody the intuitively appealing idea that individuals invest more in cooperative interactions when they profit from these interactions, provide a natural explanation for the gradual evolution of cooperation from an initially noncooperative state and for the maintenance of cooperation thereafter.",119,Journal,ar,Article,100,2,2,Adaptive dynamics | Evolution of cooperation | Prisoner's dilemma | Reciprocal altruism | Variable investment,12604,undefined,0,FALSE,48,421-438,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036792842,SCOPUS_ID:0036792842,2-s2.0-0036792842,Ant versus fungus versus mutualism: Ant-cultivar conflict and the deconstruction of the attine ant-fungus symbiosis,Mueller U.,American Naturalist,00030147,160,4 SUPPL.,2002-10-01,1 October 2002,10.1086/342084,"A century of research on fungus-growing ants (Attini, Formicidae) has ignored the cultivated fungi as passive domesticates and viewed the attine fungicultural symbiosis as an integrated unit dominated by the evolutionary interests of the ant farmers. This article takes a different perspective and explores first the evolutionary interests and leverages of the fungal cultivars, then dissects eight potential evolutionary conflicts between ants and cultivars. Three types of ant-cultivar conflict are examined in depth. First, ant-cultivar conflict over the ant sex ratio is predicted because the cultivars are dispersed by female foundresses but not by males; cultivars thus may be selected to bias the ant sex ratio toward females. Second, ant-cultivar conflict over fungal sexual reproduction exists if the fungi are able to escape from the symbiosis and live independently, as is implied by phylogenetic analyses of the fungi; this conflict is exacerbated in colonies that experience queen death or senescence. A literature review reveals that sexual fruiting of attine cultivars is more common than has been traditionally realized and often occurs in moribund colonies. Third, the routine transplanting of fungal mycelium by ants could generate, through sensory-biased symbiont choice, selection favoring fungal features that increase the likelihood of transplantation within nests (symbiont drive) but that are detrimental to the survival of the whole colony. A balanced perspective incorporating both ant and fungal interests emerges as a more appropriate framework than the traditional myrmicocentric perspective. Indeed, the attine symbiosis offers unique experimental opportunities (cultivar switch experiments) to unravel the evolutionary dynamics of conflict and cooperation between ant and fungal partners.",145,Journal,cp,Conference Paper,100,1,1,Attine ants | Conflict | Cooperation | Fungiculture | Mutualism | Symbiosis,12604,undefined,0,FALSE,49,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036730791,SCOPUS_ID:0036730791,2-s2.0-0036730791,Which way to manipulate host reproduction? Wolbachia that cause cytoplasmic incompatibility are easily invaded by sex ratio-distorting mutants,Hurst G.,American Naturalist,00030147,160,3,2002-09-01,September 2002,10.1086/341524,"The bacterium Wolbachia manipulates its hosts by inducing cytoplasmic incompatibility (CI), where zygotes formed from crosses between uninfected mothers and infected fathers die. In addition, it distorts the host's sex ratio via male killing, parthenogenesis induction, or feminization. Here, we model transitions between these states, examining the evolution of mutants of CI strains that retain both the ability to induce and resist CI but, in addition, cause sex ratio distortion. The model shows that CI strains are highly susceptible to invasion and subsequent elimination by these mutants. For all three types of sex ratio distortion, there is some parameter space in which the strain showing sex ratio distortion becomes extinct following exclusion of the progenitor CI strain, leaving the population uninfected. Extinction of the new Wolbachia strain is common for the case of male killing but rarer for parthenogenesis induction and feminization. Our models predict that CI strains of Wolbachia will occur most commonly in hosts that are male heterogametic, where there is little interaction between siblings because these hosts are unlikely to favor the spread of male killing, feminization, or parthenogenesis induction. The models raise the question of why CI strains apparently predominate in nature, and it is suggested that this is a result of either fewer restrictions on CI strains spreading through novel host populations or restrictions to the mutability of Wolbachia strains.",30,Journal,ar,Article,100,3,3,Cytoplasmic incompatibility | Parthenogenesis | Sex ratio distortion | Speciation | Wolbachia,12604,undefined,0,FALSE,50,360-373,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036730310,SCOPUS_ID:0036730310,2-s2.0-0036730310,Will small population sizes warn us of impending extinctions?,Abrams P.,American Naturalist,00030147,160,3,2002-09-01,September 2002,10.1086/341521,"Several models are used to show that population sizes are often relatively insensitive to deteriorating environmental conditions over most of the range of environments that allow population persistence. As conditions continue to worsen in these cases, equilibrium population sizes ultimately decline rapidly toward extinction from sizes similar to or larger than those before environmental decline began. Consumer-resource models predict that equilibrium or average population size can increase with deteriorating environmental conditions over a large part of the range of the environmental parameter that allows persistence. The initial insensitivity or increase in the population of the focal species occurs because changes in the populations of other components of the food web compensate for the decline in one or more fitness components of the focal population. However, the compensatory processes are generally nonlinear and often approach their limits abruptly rather than gradually. When there is steady directional change in the environment, populations lag behind the equilibrium population size specified by current environmental conditions. The environmental variable can then decline below the level required for population persistence while the population size is still close to or greater than its original value. Efficient consumers and self-reproducing resources are especially likely to produce this outcome. More complex models with adaptive behavior, additional consumers, or additional resources often exhibit similar trajectories of population size under environmental deterioration.",66,Journal,ar,Article,100,1,1,Conservation | Consumer-resource system | Environmental deterioration | Extinction | Food web | Predation,12604,undefined,0,FALSE,51,293-305,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036729782,SCOPUS_ID:0036729782,2-s2.0-0036729782,Socially structured populations and evolution of recombination under antagonistic coevolution,Schmid-Hempel P.,American Naturalist,00030147,160,3,2002-09-01,September 2002,10.1086/341517,NA,20,Journal,no,Note,100,2,2,Fluctuating epistasis | Parasites | Recombination | Structured population,12604,undefined,0,FALSE,52,403-408,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0036728436,SCOPUS_ID:0036728436,2-s2.0-0036728436,Coevolution between parasite virulence and host life-history traits,Gandon S.,American Naturalist,00030147,160,3,2002-09-01,September 2002,10.1086/341525,"Epidemiological models generally explore the evolution of parasite life-history traits, namely, virulence and transmission, against a background of constant host life-history traits. However, life-history models have predicted the evolution of host traits in response to parasitism. The coevolution of host and parasite life-history traits remains largely unexplored. We present an epidemiological model, based on resource allocation theory, that provides an analysis of the coevolution between host reproductive effort and parasite virulence. This model allows for hosts with either a fixed (i.e., genetic) or conditional (i.e., a phenotypically plastic) response to parasitism. It also considers superinfections. We show that parasitism always favors increased allocation to host reproduction, but because of epidemiological feedbacks, the evolutionarily stable host reproductive effort does not always increase with parasite virulence. Superinfection drives the evolution of parasite virulence and acts on the evolution of the host through parasite evolution, generally leading to higher host reproductive effort. Coevolution, as opposed to cases where only one of the antagonists evolves, may generate correlations between host and parasite life-history traits across environmental gradients affecting the fecundity or the survival of the host. Our results provide a theoretical framework against which experimental coevolution outcomes or field observations can be contrasted.",94,Journal,ar,Article,100,3,3,Coevolution | Evolution | Life history | Reproductive effort | Superinfection | Virulence,12604,undefined,0,FALSE,53,374-388,NA,NA,NA,NA
