@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:pageRange,prism:doi,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0035110695,SCOPUS_ID:0035110695,2-s2.0-0035110695,How territorial animals compete for divisible space: A learning-based model with unequal competitors,Stamps J.A.,American Naturalist,00030147,157,2,2001-01-01,2001,90,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,30,154-169,10.1086/318634,"It is widely assumed that aggressive behavior affects space acquisition in territorial species, but to date most workers have focused on competition for indivisible space, that is, space that cannot be divided or shared. We present a learning-based model that investigates the effects of aggressive interactions on space acquisition when unequal competitors arrive and settle in patches of divisible space. This model assumes that aggressive interactions act as punishment, in the sense that previous aggressive interactions in a given area reduce an individual's likelihood of returning to that area. Individually based, spatially explicit simulations incorporating this and other assumptions were used to investigate the effects of different types of aggressive interactions on the space use of individuals and dyads settling in divisible space. At the individual level, final space use was related to the amount of punishment that individuals inflicted on their opponents during aggressive interactions; in general, highly aggressive individuals acquired larger, more exclusive home ranges than less aggressive individuals. At the dyadic level, the division or sharing of space between competitors depended on both the relative and absolute punishment that competitors inflicted on one another during aggressive interactions. Aggressive interactions in which both participants strongly punished one another (e.g., escalated fights) produced mutually exclusive home ranges, interactions with intermediate levels of punishment produced asymmetrical space use patterns proportional to asymmetries in punishment levels, and interactions involving little punishment for either participant generated large home ranges with extensive home range overlap. Overall, our model implies that territorial animals need not ""win"" aggressive interactions to win divisible space, that repeatedly ""nagging"" an opponent may also be a viable strategy for gaining space, and that a learning-based approach can account for puzzling patterns in the territorial literature, for example, observations of individuals who acquire space by initiating aggressive interactions that they never win.",Costs of aggressive interactions | Divisible space | Learning | Punishment | Territorial establishment | Unequal competitors,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035097934,SCOPUS_ID:0035097934,2-s2.0-0035097934,Sex ratio represents a unique context for selection on attractive traits: Consequences for the evolution of sexual dimorphism,Ashman T.,American Naturalist,00030147,157,3,2001-01-01,2001,74,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,31,334-347,10.1086/319192,"We explored the idea that sex ratio represents a unique context for selection on attractive traits by manipulating sex ratio and pollinator abundance in experimental populations of a gender-dimorphic wild strawberry Fragaria virginiana. We found that increasing the frequency of functional males (the pollen-bearing morph) increased the frequency of pollen-collecting syrphid flies in the pollinator assemblage, decreased pollinator visitation to less preferred morph (females), and decreased the degree of pollen limitation of females. Moreover, sex ratio influenced the strength of selection on petal size through female fitness but did not alter the strength of selection through male fitness components, suggesting that sex ratio can alter the gender bias of selection on an attractive trait. This study of context-dependent selection has important implications for the evolution of sexual dimorphism in attractive traits. First, it suggests that only certain conditions generate male-biased selection and, thus, could lead to selection-driven male-biased petal size dimorphism. Second, it suggests that flexible pollinator foraging may be an important mechanism by which sex ratio influences selection on attractive traits. Finally, it implies that variation in sex ratio could limit the evolution of sexual dimorphism and/or could maintain genetic variation in attractive traits.",Flowers | Fragaria virginiana | Petal size | Selection | Sex ratio,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035093407,SCOPUS_ID:0035093407,2-s2.0-0035093407,Dimensional approaches to scaling experimental ecosystems: Designing mousetraps to catch elephants,Petersen J.E.,American Naturalist,00030147,157,3,2001-01-01,2001,52,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,32,324-333,10.1086/319197,"Enclosed experimental ecosystems (mesocosms) are small relative to their natural counterparts, are typically operated for short durations relative to the timescales of a number of important ecological processes, and also often have reduced biological and physical complexity relative to nature. These reductions in time, space, and complexity scales have been cited as sources of unrealistic ecological behavior within mesocosms and raise questions about extrapolating results from mesocosms to nature. Dimensional analysis, a technique widely used by engineers to create scale models, uses compensatory distortion as a means of maintaining dynamic similarity in properties and relationships of interest. Although biological parameters are generally less controllable than physical ones, a variety of dimensional approaches can be taken to maintain such key ecological properties as effective habitat size, environmental variability, vertical and horizontal gradients, interactions among habitats, and control of experimental artifacts. To date, application of dimensional approaches to mesocosm design has been largely intuitive and idiosyncratic. We argue that a more explicit, systematic, and quantitative approach will increase realism and may also provide a critical means of developing, testing, and advancing our understanding of scaling relationships in nature.",Dynamic similarity | Extrapolation | Mesocosm | Nondimensional | Scale,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035093348,SCOPUS_ID:0035093348,2-s2.0-0035093348,Erratum: Food web effects of prey size refugia: Variable interactions and alternative stable equilibria (American Naturalist (2001) 154 (559-570)),NA,American Naturalist,00030147,157,3,2001-01-01,2001,0,Journal,er,Erratum,100,0,NA,12604,undefined,0,FALSE,33,360,10.1086/319199,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035093219,SCOPUS_ID:0035093219,2-s2.0-0035093219,The strength of phenotypic selection in natural populations,Kingsolver J.G.,American Naturalist,00030147,157,3,2001-01-01,2001,1378,Journal,ar,Article,100,9,9,12604,undefined,0,FALSE,34,245-261,10.1086/319193,"How strong is phenotypic selection on quantitative traits in the wild? We reviewed the literature from 1984 through 1997 for studies that estimated the strength of linear and quadratic selection in terms of standardized selection gradients or differentials on natural variation in quantitative traits for field populations. We tabulated 63 published studies of 62 species that reported over 2,500 estimates of linear or quadratic selection. More than 80% of the estimates were for morphological traits; there is very little data for behavioral or physiological traits. Most published selection studies were unreplicated and had sample sizes below 135 individuals, resulting in low statistical power to detect selection of the magnitude typically reported for natural populations. The absolute values of linear selection gradients |β| were exponentially distributed with an overall median of 0.16, suggesting that strong directional selection was uncommon. The values of |β| for selection on morphological and on life-history/ phenological traits were significantly different: on average, selection on morphology was stronger than selection on phenology/life history. Similarly, the values of |β| for selection via aspects of survival, fecundity, and mating success were significantly different: on average, selection on mating success was stronger than on survival. Comparisons of estimated linear selection gradients and differentials suggest that indirect components of phenotypic selection were usually modest relative to direct components. The absolute values of quadratic selection gradients |γ| were exponentially distributed with an overall median of only 0.10, suggesting that quadratic selection is typically quite weak. The distribution of γ values was symmetric about 0, providing no evidence that stabilizing selection is stronger or more common than disruptive selection in nature.",Microevolution | Natural populations | Natural selection | Phenotypic selection | Sexual selection,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035093124,SCOPUS_ID:0035093124,2-s2.0-0035093124,Terrestrial trophic cascades: How much do they trickle?,Halaj J.,American Naturalist,00030147,157,3,2001-01-01,2001,283,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,35,262-281,10.1086/319190,"Although more consensus is now emerging on the magnitude and frequency of cascading trophic effects in aquatic communities, the debate over their terrestrial counterparts continues. We used meta-analysis to analyze field experiments on trophic cascades in terrestrial arthropod-dominated food webs to evaluate the overall magnitude of trophic cascades and conditions affecting their occurrence and strength. We found extensive support for the presence of trophic cascades in terrestrial communities. In the majority of experiments, predator removal led to increased densities of herbivorous insects and higher levels of plant damage. Cascades in which removing predators led to decreased herbivory also were detected but were less frequent and weaker, suggesting a predominantly three-trophic-level behavior of arthropod-dominated terrestrial food webs. Despite the clear evidence that cascades often decreased plant damage, residual effects of predation produced either no or only minimal changes in overall plant biomass. Agricultural systems and natural communities exhibited similarly strong effects of predation on herbivore abundance. However, resulting effects on plant damage and community-wide effects of trophic cascades on plant biomass usually were highly variable, and only in the managed agricultural systems did predators occasionally have strong indirect effects on plant biomass. Our meta-analysis suggests that the effects of trophic cascades on the biomass of primary producers are weaker in terrestrial than aquatic food webs.",Food webs | Generalist predators | Herbivory | Meta-analysis | Primary producers | Trophic cascades,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035092980,SCOPUS_ID:0035092980,2-s2.0-0035092980,Why do large mothers produce large offspring? Theory and a test,Sakai S.,American Naturalist,00030147,157,3,2001-01-01,2001,76,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,36,348-359,10.1086/319194,"To explain the general tendency of large mothers to produce large offspring, we developed two models in which either the rate at which each single offspring extracts resources from the mother or the rate at which the mother supplies resources to all the offspring is limited (terminal- or upper-stream-limitation on resource transport, respectively). We also reanalyzed the data of Erythronium japonicum to test the models. The terminal-stream-limitation model predicted that the optimal offspring size that maximizes the fitness of the mother increases with an increase in the maximum rate of resource extraction by each single offspring. Thus, large mothers produce large offspring if the maximum resource extraction rate is high in those mothers. The upper-stream-limitation model predicted that the optimal offspring size decreases with an increase in the maximum rate of resource supply by the mother to all the offspring. In E. japonicum, the maximum growth rate of a seed was independent of the number of seeds of a plant, suggesting that the resource extraction rate is limited at the individual seed level. The maximum growth rate was high in large plants and had a strong positive effect on final seed mass. Thus, the results were consistent with the terminal-stream-limitation model.",Capacity of resource transport | Metabolic factors | Offspring size | Resource extraction rate of offspring | Sink-limitation | Size-number trade-off,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035091212,SCOPUS_ID:0035091212,2-s2.0-0035091212,Competition along a spatial gradient of resource supply: A microbial experimental model,Codeço C.,American Naturalist,00030147,157,3,2001-01-01,2001,48,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,37,300-315,10.1086/319195,"In a set of laboratory experiments, we examined competition for phosphorus between algae and bacteria under various carbon: phosphorus (C: P) supply ratios in spatially homogeneous and heterogeneous microcosms. Experimental results were compared to those predicted by theoretical models of resource competition. In the spatially heterogeneous microcosm, algae that were inferior competitors for P persisted in vessels with high local C: P supply ratios that would cause exclusion in the spatially homogeneous microcosms. Resource competition theory, adapted to this system, provided a starting point for explaining these results. Spatial structure can enhance local diversity because locally inferior competitors are transported from source habitats into sink habitats where they would otherwise be excluded. Such local sources were determined by their resource supply ratios. These results verify the hypothesis that spatial processes enhance local diversity when a system of local habitats is divided into sources and sinks in such a way that each persisting species has at least one source within the system. However, existing theoretical models did not accurately predict distributions of competitor abundance within this experimental system.",Gradostat | Microbial ecology | Resource competition | Source-sink dynamics | Spatial heterogeneity | Spatial model,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035090608,SCOPUS_ID:0035090608,2-s2.0-0035090608,The relative roles of adaptation and phylogeny in determination of larval traits in diversifying anuran lineages,Richardson J.,American Naturalist,00030147,157,3,2001-01-01,2001,54,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,38,282-299,10.1086/319196,"I measured phenotypic traits important to the fitness of larval anurans to assess the relative roles of ancestral trait value and selective regime in determining present-day phenotypes. The positions of 14 species from three taxonomic families and three different habitats in a phenotypic space defined by 19 traits provided measures of taxonomic and ecological similarity. The distribution of phenotypic distances among species revealed that neither taxonomy nor habitat overwhelmingly determined phenotype. There appear to be multiple ways in which anurans can exploit pond types. However, the direction of phenotypic movement was not random from one species to the next. Independent contrasts revealed significant correlations in the evolution of traits that were consistent among lineages. These correlations reflected well-known trade-offs that result from functional relationships among the constituent traits. Although there is no simple pattern in the distribution of mean phenotypes across environments and lineages, the pattern of the evolutionary trajectories that created that distribution is consistent with a predictive theory of multivariate evolution.",Adaptive radiation | Anura | Community ecology | Comparative study | Functional relationships | Tadpoles,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035090550,SCOPUS_ID:0035090550,2-s2.0-0035090550,Erratum: To grow or to reproduce? The role of life-history plasticity in food web dynamics (American Naturalist (2001) 154 (571-586)),NA,American Naturalist,00030147,157,3,2001-01-01,2001,0,Journal,er,Erratum,100,0,NA,12604,undefined,0,FALSE,39,360,10.1086/319199,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035090509,SCOPUS_ID:0035090509,2-s2.0-0035090509,Age and experience affect female choice in the guppy (Poecilia reticulata),Kodric-Brown A.,American Naturalist,00030147,157,3,2001-01-01,2001,120,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,40,316-323,10.1086/319191,"Female choices of males, and how these choices are influenced by ecological and social factors, have been studied extensively. However, little is known about the effects of age and breeding experience on female mating decisions. We used video techniques to examine female mate choice in guppies based on the area of carotenoid (orange) pigmentation on the body. Females were presented with paired images of males, one ornamented and the other plain. Visual preference for each male was measured. Age-related changes in the criteria of choice were examined by comparing the responses of the same mature but sexually inexperienced 6-mo-old and 12-mo-old females. Effects of breeding experience on female choice were examined by comparing mate preferences of 12-mo-old female virgins with their preferences after they had mated and produced a brood. Female preferences for ornamented males with large areas of carotenoid pigment changed with age but not with mating experience. Six-month-old virgin females preferred ornamented males, whereas 12-mo-old virgin and postpartum females did not differentiate between males based on orange coloration. The results are discussed in light of life-history theory and have important implications for studies of sexual selection as well as for the design of mate-choice studies.",Age | Experience | Guppy | Mate choice | Sexual selection,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035086653,SCOPUS_ID:0035086653,2-s2.0-0035086653,"Energy budgets, growth rates, and thermal constraints: Toward an integrative approach to the study of life-history variation",Niewiarowski P.,American Naturalist,00030147,157,4,2001-01-01,2001,96,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,41,421-433,10.1086/319321,"Variation in thermal constraints on activity has been hypothesized to be an important ecological source of geographic variation in growth rates of juvenile eastern fence lizards Sceloporus undulatus. However, most of the evidence to support this hypothesis is either inferential or indirect. In this study, I quantitatively compared thermal constraints on activity and their relationship to growth rates of free-ranging juvenile fence lizards from two extremes of the range of variation in growth rate (Nebraska and New Jersey) used in a reciprocal transplant experiment. I also examined energy allocation made to growth and storage by yearling lizards. Reduced growth rates in New Jersey of normally fast-growing hatchlings from Nebraska were associated with a more stringent thermal constraint on activity corresponding to a 2-3-h shorter predicted daily activity period in New Jersey compared to Nebraska. The thermal constraint on activity was particularly strong (24% less time available in New Jersey compared to Nebraska) during the period when hatchling lizards emerge (August-October). An 8% reduction in total activity time available over the course of a single year was associated with a 7% reduction in the total amount of energy accumulated by lizards in New Jersey. Differences in the total amount of energy available for allocation were also accompanied by differences in how energy was allocated. Lizards from New Jersey had an allocatable energy pool of approximately 40.34 kJ (88% to growth, 12% to storage, and 0% to reproduction). Lizards from Nebraska had an allocatable pool of 43.44 kJ (22% to growth, 18% to storage, and 60% to reproduction). This study joins others in advocating and illustrating an integrative approach to determining the causes and consequences of life-history variation by combining experimental, comparative, and phylogenetic methods in a single system.",Biophysical constraint | Eastern fence lizard | Geographic variation | Growth rate | Life history | Sceloporus undulatus,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035085496,SCOPUS_ID:0035085496,2-s2.0-0035085496,The logic of territory choice: Implications for conservation and source-sink dynamics,Kokko H.,American Naturalist,00030147,157,4,2001-01-01,2001,21,Journal,no,Note,100,3,3,12604,undefined,0,FALSE,42,459-463,10.1086/319317,NA,Breeding site competition | Evolutionarily stable strategy | Floating | Habitat selection | Source-sink dynamics | Territoriality,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035084917,SCOPUS_ID:0035084917,2-s2.0-0035084917,When to press on or turn back: Dispersal strategies for reef fish larvae,Armsworth P.,American Naturalist,00030147,157,4,2001-01-01,2001,51,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,43,434-450,10.1086/319322,"Events that occur during the pelagic larval stage are thought to be important determinants of reef fish population dynamics. Recent research contradicts the early paradigm of larvae being advected as passive propagules and indicates that many late stage larvae have well-developed sensory and locomotory capabilities. Whether and how larvae use these capabilities to influence their dispersal is unknown. We compare alternative hypotheses regarding larval behavior. Contrary to the trend in dispersal modeling, we focus on larval biology rather than physical oceanographic considerations. Specifically, we present two streams of models: one that describes a return-based strategy and one in which dispersal is a central component. The models depend on different sets of behavioral assumptions for a pomacentrid species and for acanthurids, two groups with contrasting early life histories. Whether dispersal or return-based strategies are favored depends on the efficiency and sustainability of larval swimming methods and the environmental conditions experienced during dispersal. We argue that dispersal models should consider a variety of behavioral hypotheses and that the sensitivity of results to the behavioral assumptions made should be quantified.",Dispersal | Larval behavior | Pelagic larvae | Reef fish | Self-recruitment | Swimming,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035084753,SCOPUS_ID:0035084753,2-s2.0-0035084753,Self-similarity and the relationship between abundance and range size,Harte J.,American Naturalist,00030147,157,4,2001-01-01,2001,63,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,44,374-386,10.1086/319323,"Patterns in the relationships among the range, abundance, and distribution of species within a biome are of fundamental interest in ecology. A self-similarity condition, imposed at the community level and previously demonstrated to lead to the power-law form of the species-area relationship, is extended to the species level and shown to predict testable power-law relationships between range size and both species abundance and area of census cell across scales of spatial resolution. The predicted slopes of plots of log (range size) versus log (abundance) are shown to be in good agreement with data from British breeding bird and mammal censuses and with data on the distribution of fern species in old-growth forest. The predicted slopes of plots of log (range size) versus log (area of census cell) are consistent with the limited available data for British plant species. Self-similarity provides a testable theoretical framework for a unified understanding of patterns among the range, abundance, and distribution of species.",Abundance | Distribution | Range | Self-similarity | Species,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035081430,SCOPUS_ID:0035081430,2-s2.0-0035081430,Optimal size and number of propagules: Allowance for discrete stages and effects of maternal size on reproductive output and offspring fitness,Hendry A.,American Naturalist,00030147,157,4,2001-01-01,2001,177,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,45,387-407,10.1086/319316,"Existing optimality models of propagule size and number are not appropriate for many organisms. First, existing models assume a monotonically increasing offspring fitness/propagule size relationship. However, offspring survival during certain stages may decrease with increasing propagule size, generating a peaked offspring fitness/propagule size function (e.g., egg size in oxygen-limited aquatic environments). Second, existing models typically do not consider maternal effects on total reproductive output and the expression of offspring survival/propagule size relationships. However, larger females often have greater total egg production and may provide better habitats for their offspring. We develop a specific optimality model that incorporates these effects and test its predictions using data from salmonid fishes. We then outline a general model without assuming specific functional forms and test its predictions using data from freshwater fishes. Our theoretical and empirical results illustrate that, when offspring survival is negatively correlated with propagule size, optimal propagule size is larger in better habitats. When larger females provide better habitats, their optimal propagule size is larger. Nevertheless, propagule number should increase more rapidly than propagule size for a given increase in maternal size. In the absence of density dependence, females with greater relative reproductive output (i.e., for a given body size) should produce more but not larger propagules.",Clutch size | Egg number | Fecundity | Parental care | Reproductive trade-offs | Sockeye salmon,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035080950,SCOPUS_ID:0035080950,2-s2.0-0035080950,Are unusually colored eggs a signal to potential conspecific brood parasites?,Ruxton G.,American Naturalist,00030147,157,4,2001-01-01,2001,12,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,46,451-458,10.1086/319319,"It has previously been suggested that some species of birds make the last egg in their clutch pale as a signal to potential conspecific brood parasites that incubation has commenced. Here, we use game theory to show that the signaling function of pale eggs can be evolutionarily stable and resistant to cheating and to demonstrate that such a signal can only be maintained under strict conditions. The key conditions are, first, that there is a cost associated with the production of pale eggs (in particular, the cost of a pale egg produced early in the clutch must be more expensive than the cost of one produced later in the clutch) and, second, that the cost of making the last egg pale is not too great (relative to the costs of parasitism). We discuss the likelihood of these conditions being met in real systems and suggest empirical tests that would differentiate this theory from alternative nonadaptive explanations for pale eggs.",Egg dumping | Evolution of honest signals | Host-parasite systems | Parasitism,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035077544,SCOPUS_ID:0035077544,2-s2.0-0035077544,Steroid hormones and immune function: Experimental studies in wild and captive dark-eyed juncos (Junco hyemalis),Casto J.,American Naturalist,00030147,157,4,2001-01-01,2001,203,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,47,408-420,10.1086/319318,"Monogamous and polygynous male songbirds generally differ in their breeding season profiles of circulating testosterone. Testosterone level spikes early in the breeding season of monogamists and then declines, but it remains high in polygynists. Male dark-eyed juncos (Junco hyemalis) are socially monogamous and exhibit the usual pattern, but experimental maintenance of high testosterone throughout the breeding season alters normal behavior and physiology and affects various components of annual reproductive success but not overall annual success. Because stabilizing selection predicts that alteration of naturally existing phenotypes should reduce lifetime reproductive success, we asked whether prolonged testosterone exposure might impair immune function and perhaps thereby reduce life span. We assessed immune function in captive and wild male juncos that we treated with either testosterone-filled or empty Silastic implants. Results indicate that prolonged elevation of testosterone suppresses antibody production in captive males and cell-mediated immunity in wild males. Together these results suggest that testosterone-treated males may be more susceptible to disease or parasitic infection. As earlier studies have shown, levels of corticosterone as well as testosterone are higher in testosterone-treated males, so it is unclear whether the immune suppression we observed is due to testosterone's direct effects on immunity or testosterone's influence on glucocorticoid production. We discuss results in the context of recent hypotheses regarding life-history theory and potential endocrine-immune interactions.",Birds | Corticosterone | Endocrine-immune interactions | Immunity | Mating systems | Testosterone,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035077489,SCOPUS_ID:0035077489,2-s2.0-0035077489,Can varying inbreeding depression select for intermediary selfing rates?,Cheptou P.,American Naturalist,00030147,157,4,2001-01-01,2001,68,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,48,361-373,10.1086/319320,"We study the evolution of the self-fertilization of an annual hermaphroditic plant under varying inbreeding depression. While classical population genetic models treat inbreeding depression as a constant parameter, recent empirical research has shown that changing environmental conditions can make inbreeding depression vary. Here, we create a simple phenotypic model, assuming variable inbreeding depression. We investigate how different types of variability (spatial, temporal, and spatiotemporal variability) affect the evolution of selfing rates in three models. Two main results, which differ from the classical predictions, emerge from this study. First, we find that fluctuating environments, which influence the magnitude of inbreeding depression, are able to select for evolutionarily stable intermediary selfing rates. Second, we show that spatiotemporal variation of inbreeding depression can lead to the development and the maintenance of polymorphic selfing rates within a population.",Inbreeding depression | Intermediary selfing rate | Polymorphic selfing rate | Varying environment,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035020801,SCOPUS_ID:0035020801,2-s2.0-0035020801,Transgenerational consequences of plant responses to herbivory: An adaptive maternal effect?,Agrawal A.,American Naturalist,00030147,157,5,2001-01-01,2001,149,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,49,555-569,10.1086/319932,"Herbivory has many effects on plants, ranging from shifts in primary processes such as photosynthesis, growth, and phenology to effects on defense against subsequent herbivores and other species interactions. In this study, I investigated the effects of herbivory on seed and seedling characteristics of several families of wild radish (Raphanus raphanistrum) to test the hypothesis that herbivory may affect the quality of offspring and the resistance of offspring to plant parasites. Transgenerational effects of herbivory may represent adaptive maternal effects or factors that constrain or amplify natural selection on progeny. Caterpillar (Pieris rapae) herbivory to greenhouse-grown plants caused plants in some families to produce smaller seeds and those in other families to produce larger seeds compared with undamaged controls. Seed mass was positively associated with probability of emergence in the field. The number of setose trichomes, a putative plant defense, was higher in the progeny of damaged plants in some families and lower in the progeny of damaged plants in other families. In a field experiment, plant families varied in their resistance to several herbivores and pathogens as well as in growth rate and time to flowering. Seeds from damaged parent plants were more likely to become infested with a plant virus. Although herbivory on maternal plants did not directly affect interactions of offspring with other plant parasites, seed mass influenced plant resistance to several attackers. Thus, herbivory affected seed characters, which mediated interactions between plants and their parasites. Finally, irrespective of seed mass, herbivory on maternal plants influenced components of progeny fitness, which was dependent on plant family. Natural selection may act on plant responses to herbivory that affect seedling-parasite interactions and, ultimately, fitness.",Adaptive plasticity | Induced defense | Norm of reaction | Phenotypic plasticity | Plant-insect interactions | Seed mass,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0035020799,SCOPUS_ID:0035020799,2-s2.0-0035020799,Invasion by extremes: Population spread with variation in dispersal and reproduction,Clark J.,American Naturalist,00030147,157,5,2001-01-01,2001,304,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,50,537-554,10.1086/319934,"For populations having dispersal described by fat-tailed kernels (kernels with tails that are not exponentially bounded), asymptotic population spread rates cannot be estimated by traditional models because these models predict continually accelerating (asymptotically infinite) invasion. The impossible predictions come from the fact that the fat-tailed kernels fitted to dispersal data have a quality (nondiscrete individuals and, thus, no moment-generating function) that never applies to data. Real organisms produce finite (and random) numbers of offspring; thus, an empirical moment-generating function can always be determined. Using an alternative method to estimate spread rates in terms of extreme dispersal events, we show that finite estimates can be derived for fat-tailed kernels, and we demonstrate how variable reproduction modifies these rates. Whereas the traditional models define spread rate as the speed of an advancing front describing the expected density of individuals, our alternative definition for spread rate is the expected velocity for the location of the furthest-forward individual in the population. The asymptotic wave speed for a constant net reproductive rate R0 is approximated as (1/T)(πuR0/2)1/2 m yr-1, where T is generation time, and u is a distance parameter (m2) of Clark et al.'s 2Dt model having shape parameter p = 1. From fitted dispersal kernels with fat tails and infinite variance, we derive finite rates of spread and a simple method for numerical estimation. Fitted kernels, with infinite variance, yield distributions of rates of spread that are asymptotically normal and, thus, have finite moments. Variable reproduction can profoundly affect rates of spread. By incorporating the variance in reproduction that results from variable life span, we estimate much lower rates than predicted by the standard approach, which assumes a constant net reproductive rate. Using basic life-history data for trees, we show these estimated rates to be lower than expected from previous analytical models and as interpreted from paleorecords of forest spread at the end of the Pleistocene. Our results suggest reexamination of past rates of spread and the potential for future response to climate change.",Extreme events | Fat-tailed kernels | Forest dynamics | Holocene | Migration | Seed dispersal,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035020796,SCOPUS_ID:0035020796,2-s2.0-0035020796,Disturbance regimes and life-history evolution,Lytle D.,American Naturalist,00030147,157,5,2001-01-01,2001,134,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,51,525-536,10.1086/319930,"Disturbance regimes are ecologically important, but many of their evolutionary consequences are poorly understood. A model is developed here that combines the within- and among-season dynamics of disturbances with evolutionary life-history theory. ""Disturbance regime"" is defined in terms of disturbance timing, frequency, predictability, and severity. The model predicts the optimal body size and time at which organisms should abandon a disturbance-prone growth habitat by maturing and moving to a disturbance-free, nongrowth habitat. The effects of both coarse-grained (those affecting the entire population synchronously) and fine-grained disturbances (those occurring in a patch dynamics setting) are explored. Several predictions are congruent with previous theory. Infrequent or temporally unpredictable disturbances should have little effect on the evolution of life-history strategies, even though they may cause high mortality. Similar to seasonal time constraints on reproduction, disturbance regimes can synchronize metamorphosis within a population, resulting in a seasonal decline in body size at maturity. Other model predictions are novel. When disturbances cause high mortality, coarse-grained disturbances have a much stronger effect on life-history strategies than fine-grained disturbances, suggesting that population structure (relative to the scale of disturbance) plays a critical evolutionary role when disturbances are severe. When within-population variance in juvenile body size is high, two consecutive seasonal declines in body size at maturity can occur, the first associated with disturbance regime and the second associated with seasonal time constraints.",Arithmetic mean fitness | Body size | Geometric mean fitness | Patch dynamics | State-dependent strategy | Timing of metamorphosis,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035017735,SCOPUS_ID:0035017735,2-s2.0-0035017735,Fundamental unpredictability in multispecies competition,Huisman J.,American Naturalist,00030147,157,5,2001-01-01,2001,184,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,52,488-494,10.1086/319929,"One of the central goals of ecology is to predict the distribution and abundance of organisms. Here, we show that, in ecosystems of high biodiversity, the outcome of multispecies competition can be fundamentally unpredictable. We consider a competition model widely applied in phytoplankton ecology and plant ecology, in which multiple species compete for three resources. We show that this competition model may have several alternative outcomes, that the dynamics leading to these alternative outcomes may exhibit transient chaos, and that the basins of attraction of these alternative outcomes may have an intermingled fractal geometry. As a consequence of this fractal geometry, it is impossible to predict the winners of multispecies competition in advance.",Biodiversity | Chaos | Fractal basin boundaries | Phytoplankton | Prediction | Resource competition,all,All Open Access
