@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$,pubmed-id
true,https://api.elsevier.com/content/abstract/scopus_id/0030433284,SCOPUS_ID:0030433284,2-s2.0-0030433284,Phenotypic variability within and between fish shoals,Krause J.,Ecology,00129658,77,5,1586-1591,1996-01-01,1996,"Theory predicts that individuals within social groups should be more similar (less variable) phenotypically than individuals between groups. We tested this hypothesis by comparing the variability of certain phenotypic characters (body size, parasite load) of individual fish within and between sampled shoals with the phenotypic variability of randomly constituted shoals of the same size. We caught 34 entire fish shoals in a lake, and for each shoal member, we identified the species, measured its body length, and counted the number of black spots (indicating the presence of a parasitic trematode worm) visible through their skin. We also recorded two habitat characteristics, water depth and distance to cover, at the location where each of the 34 shoals was caught to ascertain whether (and to which degree) the spatial distributions of different fish species and fish size classes were determined by certain habitat characteristics. A comparison between the observed and the randomly assorted shoals (obtained through computer simulations) revealed that fish at our study site exhibited a significant association with conspecifics and with individuals of similar body size (within and across species); that is, shoals were assorted by species and by individual body size. Parasite-assortative shoaling was not observed. Different species (and to a lesser degree different size classes within species) showed a tendency to occur in different microhabitats. Nevertheless, despite some degree of habitat segregation, there remained considerable spatial overlap between the different species and fish body size classes. Furthermore, given the spatial proximity of different habitats and the relatively weak habitat association of most species, we therefore suggest that active shoal choice by individual fish was the most important determinant of shoal composition.",74,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,53,10.2307/2265553,Apeltes quadracus | Catostomus commersoni | Fish body size | Fundulus diaphanus | Gasterosteus aculeatus | Group composition | Multi-species shoaling | Notemigonus crysoleucas | Parasitism | Phenotype matching | Size-assortativeness | Social group,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030432809,SCOPUS_ID:0030432809,2-s2.0-0030432809,The evolutionary role of indirect effects in communities,Miller T.,Ecology,00129658,77,5,1329-1335,1996-01-01,1996,"Indirect effects occurring through chains of direct species interactions have been shown to be important in many communities. If indirect effects have strong ecological effects, then they must also have strong evolutionary effects through natural selection. We consider how indirect effects, both positive and negative, combine with positive and negative direct effects to influence evolution between interacting species. Any one species can evolve in response to direct interactions with other species by changing its ""response"" to the presence of the other species or changing its ""effect"" on the species. We argue that the direction (positive or negative) of the direct and indirect effects will determine whether traits related to ""response"" or ""effect"" are most likely to be subject to natural selection. Further, covariance patterns of species in the same community should increase when direct and indirect effects between species act in the same direction, resulting in greater compartmentalization of such communities.",83,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,54,10.2307/2265530,Community | Compartmentalization | Indirect effects | Natural selection | Species interactions | Stability,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030432808,SCOPUS_ID:0030432808,2-s2.0-0030432808,Experimental prevention of a population cycle in Red Grouse,Moss R.,Ecology,00129658,77,5,1512-1530,1996-01-01,1996,"Red Grouse (Lagopus lagopus scoticus) show unstable population dynamics. The number shot for sport at Rickarton moor in northeast Scotland, for example, has cycled with 10-11-yr periodicity since 1946. Here, demographic and other causes of a population cycle were documented from 1979-1989, and an experiment tested the prediction that removing some cocks during the increase phase would prevent a subsequent cyclic decline. Throughout the study, sport shooting was stopped on the area where the main work was done. During 1979-1982, before the experimental removal of cocks began, numbers over the whole moor rose from a trough at the start of the study. On the control area, the cyclic peak in 1983 was followed by a decline until 1988, as predicted in advance from models derived from a previous study elsewhere. On the experimental area, enough territorial cocks were removed each spring from 1982 to 1986 to prevent the population from attaining peak densities for five successive years, and no cyclic decline occurred. The removal of cocks resulted in similar numbers of hens being lost from the breeding population. The main demographic cause of population change on control (cycling) and experimental (cycle broken) areas was variation in the recruitment of young cocks to the spring population. On the control area, recruitment was related to cycle phase and breeding success. Changes in food, nitrogen metabolism, and parasite burdens could not explain the cycle. Demographic patterns were consistent with a model in which changes in age structure affected recruitment. These and previous results refute four hypotheses as necessary causes of population cycles in Red Grouse: (1) maternal nutrition, (2) a version of Chilly's genetic hypothesis, (3) host-parasite (caecal threadworm), and (4) predator-prey relationships. The hypothesis that age structure changes and associated behavior cause cycles by affecting recruitment and, thus, population change, remains unrefuted.",78,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,55,10.2307/2265548,Age structure | Comb size | Demography | Dietary nitrogen | Kin selection | Lagopus lagopus scoticus | Parasites | Population cycles | Population regulation | Recruitment | Removal experiment,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030431940,SCOPUS_ID:0030431940,2-s2.0-0030431940,Effects of the parasite Eimeria arizonensis on survival of deer mice (Peromyscus maniculatus),Fuller C.,Ecology,00129658,77,7,2196-2202,1996-01-01,1996,"Few experimental studies have documented the negative effect of parasites on fitness of hosts under natural or seminatural conditions. We studied the effect of Eimeria arizonensis (Protozoa) on recruitment, winter survival, and change in body mass in deer mice (Peromyscus maniculatus). In field observations, the presence of E. arizonensis was negatively related to recruitment in females and to over-winter survival in males. Experimental manipulation of E. arizonensis in large field enclosures also showed that infection negatively affected over-winter survival of males. There was no relationship between the body mass of deer mice and the presence of either natural or experimental infection. Thus, the mechanism through which E. arizonensis affects survival remains unclear.",37,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,56,10.2307/2265712,Deer mice | Eimeria arizonensis | Host survival | Host-parasite interactions | Peromyscus maniculatus,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030431939,SCOPUS_ID:0030431939,2-s2.0-0030431939,Top-down cascade from a bitrophic predator in an old-field community,Moran M.,Ecology,00129658,77,7,2219-2227,1996-01-01,1996,"We tested the hypothesis that a bitrophic (third and fourth level) arthropod predator can exert a cascading, top-down influence on other arthropods and plants in an early successional old field. First-stadium mantids, Tenodera sinensis, were added to replicated open-field plots in numbers corresponding to naturally occurring egg hatch density and allowed to remain for ≈ 2 mo. Sticky-trap dispersal barriers around both control and mantid-addition plots allowed us to monitor emigration of arthropods continuously during the experiment. Biomass of herbivores, carnivores, and plants, and abundances of arthropod taxa within plots were determined at the beginning, middle, and end of the experiment. The impact of mantids on the community was a top-down trophic cascade, beginning at the fourth trophic level and evident at each of the lower three levels. Mantids induced marked behavioral responses in other predators, but interference among predators did not prevent the trophic cascade. The most common predators, cursorial spiders, emigrated from mantid addition plots in significantly greater numbers than from controls. This behavioral response may have resulted from avoidance of predation or competition. Mantids decreased biomass of herbivorous arthropods through predation, and this decrease in turn increased biomass of plants. Therefore, these generalist predators were able to decrease herbivory enough to affect plant growth. This and other recent studies indicate that top-down effects can be important in structuring terrestrial communities. Ours is the first example of a top-down cascade by a generalist arthropod predator in a nonagricultural ecosystem and illustrates the importance of detecting behavioral responses in studies of trophic interactions.",121,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,57,10.2307/2265715,"Arthropod assemblages | Behavioral responses | Herbivore load | Irtraguild interactions | Mantids | Old fields | Predator load | Predators, bitrophic and generalist | Tenodera sinensis | Topdown forces | Trophic cascades",all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030431937,SCOPUS_ID:0030431937,2-s2.0-0030431937,Competition and facilitation: Contrasting effects of Artemisia Tridentata on desert vs. montane pines,Callaway R.M.,Ecology,00129658,77,7,2130-2141,1996-01-01,1996,"Circumstantial evidence suggests that Artemisia tridentata may out-compete Pinus ponderosa and P. jefferyi for water at ecotones between shrub steppe and montane forest vegetation in the Great Basin. Other studies indicate that within the shrub steppe Artemisia may act as a nurse plant for a third species of pine, P. monophylla. We used field experiments to study these contrasting effects of Artemisia on P. ponderosa and P. monophylla within the context of the distributional patterns in western Nevada of all three species on andesite, and on sites where hydrothermal activity has altered the andesite. At intermediate elevations in the Great Basin Artemisia and P. monophylla are restricted to unaltered desert soils, whereas P. ponderosa is restricted to acidic, nutrient-poor altered andesite. Although mature P. monophylla were virtually absent in our study plots on altered andesite, first- and second-year seedlings were common. On adjacent unaltered andesite, all size classes of P. monophylla occurred, and P. monophylla seedlings were associated with Artemisia shrubs. Pinus ponderosa and P. jefferyi adults and seedlings were rare on unaltered andesite, but a wide range of size classes was found on altered andesite. In experiments, all P. ponderosa seedlings on unaltered andesite were consumed by predators regardless of positive or negative spatial association with shrubs. Of the P. monophylla seedlings that germinated on unaltered andesite, all that were under shrubs survived, but only 6% of those that germinated in the intershrub spaces survived. On the open altered andesite the mortality of P. monophylla seedlings due to abiotic stress was high, with a final survival of only 3%, whereas 28% of P. ponderosa seedlings survived the first growing season on altered andesite. On unaltered andesite, survival and conductance of P. ponderosa saplings was enhanced by shrub removal, but P. monophylla survival was significantly higher under shrubs than in shrub-removal plots or in intershrub spaces. In Artemisia-removal experiments, we found that Artemisia competed with P. ponderosa seedlings and saplings for water. Removal of Artemisia decreased water use efficiency (WUE) of P. monophylla seedlings. The absence of Artemisia may restrict Pinus monophylla from outcrops of altered andesite in the Great Basin, but provide refuges for P. ponderosa.",167,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,58,10.2307/2265707,Altered andesite | Artemisia tridentata | Competition | Facilitation | Field experiments | Gas exchange | Great basin desert | Interference | Pinus monophylla | Pinus ponderosa | Plant interactions,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030431846,SCOPUS_ID:0030431846,2-s2.0-0030431846,Channel narrowing and vegetation development following a great plains flood,Friedman J.,Ecology,00129658,77,7,2167-2181,1996-01-01,1996,"Streams in the plains of eastern Colorado are prone to intense floods following summer thunderstorms. Here, and in other semiarid and arid regions, channel recovery after a flood may take several decades. As a result, flood history strongly influences spatial and temporal variability in bottomland vegetation. Interpretation of these patterns must be based on understanding the long-term response of bottomland morphology and vegetation to specific floods. A major flood in 1965 on Plum Creek, a perennial sandbed stream, removed most of the bottomland vegetatiqn and transformed the single-thread stream into a wider, braided channel. Channel narrowing began in 1973 and continues today. In 1991, we determined occurrences of 150 vascular plant species in 341 plots (0.5 m2) along a 7-km reach of Plum Creek near Louviers, Colorado. We related patterns of vegetation to elevation, litter cover, vegetative cover, sediment particle size, shade, and year of formation of the underlying surface (based on age of the excavated root flare of the oldest woody plants). Geomorphic investigation determined that Plum Creek fluvial surfaces sort into five groups by year of formation: terraces of fine sand formed before 1965; terraces of coarse sand deposited by the 1965 flood; stable bars formed by channel narrowing during periods of relatively high bed level (1973-1986); stable bars similarly formed during a recent period of low bed level (1987-1990); and the present channel bed (1991). Canonical correspondence analysis indicates a strong influence of elevation and litter cover, and lesser effects of vegetative cover, shade, and sediment particle size. However, the sum of all canonical eigenvalues explained by these factors is less than that explained by an analysis including only the dummy variables that define the five geomorphically determined age groups. The effect of age group is significant even when all five other environmental variables are specified as covariables. Therefore, the process of postflood channel narrowing has a dominant influence on vegetation pattern. Channel narrowing at Plum Creek includes a successional process: annual and perennial plants become established on the channel bed, sediment accretes around the vegetation, and increasing litter cover, shade, and scarcity of water eliminate species that are not rhizomatous perennials. However, successional trajectories of individual surfaces are modified by flow-related fluctuations of the bed level; surfaces deposited by the 1965 flood have had distinct sediment and vegetation since their formation. Species richness is highest on surfaces dating to 1987-1990; the many species restricted to this transitory assemblage are perpetuated by flood-related fluctuations in channel width. Since the 1965 flood, seedling establishment of the dominant trees (genus Populus) has occurred only on low surfaces formed during channel narrowing. Thus, the flood has indirectly promoted Populus establishment over a 26-yr period.",134,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,59,10.2307/2265710,Bottomland vegetation | Channel narrowing | Colorado | Cottonwood | Dendrochronology | Disturbance | Flood | Patch dynamics | Succession,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030429643,SCOPUS_ID:0030429643,2-s2.0-0030429643,Ecosystem engineering by a dominant detritivore in a diverse tropical stream,Flecker A.,Ecology,00129658,77,6,1845-1854,1996-01-01,1996,"Prochilodus mariae (Characiformes: Prochilodontidae) is a detritivorous fish distributed throughout the Orinoco river basin of South America. Spectacular migrations of these fishes occur at the end of the rainy season into the Andean foothills. Prochilodus ingest large quantities of sediments and may thereby modify habitats in neotropical streams. The major objectives of this study were (1) to explore experimentally the importance of Prochilodus in structuring a tropical stream in the Venezuelan Andean piedmont, and (2) to determine whether there was sufficient ecological redundancy in a diverse and abundant assemblage of epibenthic fishes to compensate for the removal of Prochilodus. Community structure was compared among three experimental treatments: (1) Prochilodus exclusion, (2) Prochilodus enclosure, and (3) the natural fish assemblage. Selective exclusion of Prochilodus resulted in striking changes in community structure as measured by patterns of sediment accrual and the composition of algal and invertebrate assemblages. Highly significant increases in total dry mass and in ash-free dry mass of sediments accruing on stream-bottom substrates were observed almost immediately following the exclusion of Prochilodus. Moreover, the composition of algal and invertebrate assemblages was significantly modified by Prochilodus. Taxa such as diatoms were reduced in number when Prochilodus was present; in contrast, Prochilodus appeared to facilitate nitrogen-fixing cyanobacteria. Total invertebrate densities were greatest in the Prochilodus removal treatment; however, a variety of responses to the experimental treatments was observed among different taxa analyzed individually, including density reductions, increases, and no measurable effects. This study suggests that the detritivore Prochilodus is a functionally dominant species in Andean foothill streams via sediment-processing activities. Moreover, it provides little evidence to support the notion that strongly interacting species are limited to simple systems with few food web components.",275,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,60,10.2307/2265788,Andean streams | Community structure: Detritivory | Disturbance | Ecological redundancy | Fish | Habitat modification | Neotropics | Sediments | Spatial heterogeneity | Species interactions,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030428005,SCOPUS_ID:0030428005,2-s2.0-0030428005,Extremes in ecology: Avoiding the misleading effects of sampling variation in summary analyses,Link W.,Ecology,00129658,77,5,1633-1640,1996-01-01,1996,"Surveys such as the North American Breeding Bird Survey (BBS) produce large collections of parameter estimates. One's natural inclination when confronted with lists of parameter estimates is to look for the extreme values: in the BBS, these correspond to the species that appear to have the greatest changes in population size through time. Unfortunately, extreme estimates are liable to correspond to the most poorly estimated parameters. Consequently, the most extreme parameters may not match up with the most extreme parameter estimates. The ranking of parameter values on the basis of their estimates is a difficult statistical problem. We use data on 401 species from the BBS and simulations to illustrate the potential misleading effects of sampling variation in rankings of parameters. We describe empirical Bayes and constrained empirical Bayes procedures that provide partial solutions to the problem of ranking in the presence of sampling variation.",42,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,61,10.2307/2265557,Bayes estimation | Breeding Bird Survey | Constrained Bayes estimation | Extreme values | Sampling variation | Trend,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030428003,SCOPUS_ID:0030428003,2-s2.0-0030428003,Modeling invasive plant spread: The role of plant-environment interactions and model structure,Higgins S.,Ecology,00129658,77,7,2043-2054,1996-01-01,1996,"Alien plants invade many ecosystems worldwide and often have substantial negative effects on ecosystem structure and functioning. Our ability to quantitatively predict these impacts is, in part, limited by the absence of suitable plant-spread models and by inadequate parameter estimates for such models. This paper explores the effects of model, plant, and environmental attributes on predicted rates and patterns of spread of alien pine trees (Pinus spp.) in South African fynbos (a mediterranean-type shrubland). A factorial experimental design was used to: (1) compare the predictions of a simple reaction-diffusion model and a spatially explicit, individual-based simulation model; (2) investigate the sensitivity of predicted rates and patterns of spread to parameter values; and (3) quantify the effects of the simulation model's spatial grain on its predictions. The results show that the spatial simulation model places greater emphasis on interactions among ecological processes than does the reaction-diffusion model. This ensures that the predictions of the two models differ substantially for some factor combinations. The most important factor in the model is dispersal ability. Fire frequency, fecundity, and age of reproductive maturity are less important, while adult mortality has little effect on the model's predictions. The simulation model's predictions are sensitive to the model's spatial grain. This suggests that simulation models that use matrices as a spatial framework should ensure that the spatial grain of the model is compatible with the spatial processes being modeled. We conclude that parameter estimation and model development must be integrated procedures. This will ensure that the model's structure is compatible with the biological processes being modeled. Failure to do so may result in spurious predictions.",149,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,62,10.2307/2265699,Alien plants | Biological invasions | Disturbance | Factorial simulation experiment | Fynbos | Individual-based models | Pinus | Plant life history | Reaction-diffusion models | Scaling artifacts | Sensitivity analysis | Spatially explicit simulation models,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030427959,SCOPUS_ID:0030427959,2-s2.0-0030427959,Tests of ecological mechanisms promoting the stable coexistence of two bacterial genotypes,Turner P.,Ecology,00129658,77,7,2119-2129,1996-01-01,1996,"A series of competition experiments with two genotypes of Escherichia coli showed that each genotype was favored when it was the minority, allowing their coexistence in a stable polymorphism. In these experiments, glucose was the sole source of carbon provided, and its concentration was limiting to population density. Thus, the stable polymorphism did not conform to a simple model of competitive exclusion. In similar experiments also with glucose as the sole resource, we considered two hypotheses that might explain the observed coexistence: (1) a strictly demographic trade-off, such that one genotype is competitively superior when glucose is abundant whereas the other genotype is the better competitor for sparse glucose; and (2) a cross-feeding interaction, whereby the superior competitor for glucose excretes a metabolite that acts as a second resource for which the other genotype is the better competitor. Although there was a demographic tradeoff, the advantage to the superior competitor at high glucose concentrations was too large (given the initial concentration of glucose used in these experiments) to allow the second genotype to invade when rare at the observed rate. Therefore, the second genotype must have had some other advantage that allowed it to readily invade a population of the superior competitor for glucose. Indeed, the second genotype could increase in abundance after glucose was depleted, but only in the presence of the superior competitor for glucose, thus implicating a cross-feeding interaction. These results confirmed earlier studies showing that populations of E. coli can maintain ecologically relevant genetic diversity even in a simple environment.",111,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,63,10.2307/2265706,Bacteria | Coexistence | Competition | Cross-feeding | Demographic trade-off | Escherichia coli | Frequency-dependent selection | Polymorphism,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030427948,SCOPUS_ID:0030427948,2-s2.0-0030427948,Differentiating climatic and successional influences on long-term development of a marsh,Singer D.K.,Ecology,00129658,77,6,1765-1778,1996-01-01,1996,"Comparison of long-term records of local wetland vegetation dynamics with regional, climate-forced terrestrial vegetation changes can be used to differentiate the rates and effects of autogenic successional processes and allogenic environmental change on wetland vegetation dynamics. We studied Holocene plant macrofossil and pollen sequences from Portage Marsh, a shallow, 18-ha marsh in northeastern Indiana. Between 10000 and 5700 yr BP the basin was occupied by a shallow, open lake, while upland vegetation consisted of mesic forests of Pinus, Quercus, Ulmus, and Carya. At 5700 yr BP the open lake was replaced rapidly by a shallow marsh, while simultaneously Quercus savanna developed on the surrounding uplands. The marsh was characterized by periodic drawdowns, and the uplands by periodic fires. Species composition of the marsh underwent further changes between 3000 and 2000 yr BP. Upland pollen spectra at Portage Marsh and other sites in the region shifted towards more mesic vegetation during that period. The consistency and temporal correspondence between the changes in upland vegetation and marsh vegetation indicate that the major vegetational changes in the marsh during the Holocene resulted from hydrologic changes forced by regional climate change. Progressive shallowing of the basin by autogenic accumulation of organic sediment constrained vegetational responses to climate change but did not serve as the direct mechanism of change.",45,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,64,10.2307/2265782,Climate change | Hydrological change | Indiana | Lake Michigan | Paleoecology | Plant macrofossils | Pollen | Succession | Vegetation dynamics | Wetland vegetation and dynamics,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030427947,SCOPUS_ID:0030427947,2-s2.0-0030427947,The effect of age on timing of breeding and reproductive success in the Thick-billed Murre,De Forrst L.N.,Ecology,00129658,77,5,1501-1511,1996-01-01,1996,"A seasonal decline in reproductive success is common to many birds breeding in seasonal environments. We examined the reproductive success of Thick-billed Murres breeding at Coats Island, Northwest Territories, Canada to assess the extent to which a seasonal decline in success could be accounted for by correlations between the age of the birds and their date of laying. In 1990 and 1991 reproductive success declined with date of laying: this decline was due mainly to a decline in the proportion of eggs that hatched. No corresponding decline was found in the proportion of hatchlings that reached fledging age. Pairs containing at least one young (4- or 5-yr-old) bird laid later and hatched a lower proportion of eggs than those containing at least one older (>7-yr-old) bird. The two groups did not differ in the proportion of hatchlings reared. When looked at separately, the proportions of young and older birds that succeeded in hatching their egg were not affected by date of laying. When the two age groups were combined, the trends with date were similar to those found for a large sample, mostly birds of unknown age. To correct for differences in timing of laying, a sample of early breeders was induced to lay replacement eggs 14 d later. These experimental pairs were as successful as early control breeders. A greater proportion of the experimentally delayed pairs hatched chicks than birds laying for the first time at a similar date. The experimental pairs were also more successful than young birds that bred earlier. The growth of experimental and control chicks did not differ. However, the 14-d-old chicks of young pairs were lighter than those of experienced breeders, suggesting poorer provisioning by the young breeders. We concluded that there was no evidence for a deterioration in feeding conditions with date and that the relationship between age and/or experience and date of laying was the most important factor in causing the decline in reproductive success with date. Our conclusions may apply to other studies of reproductive success in marine birds.",120,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,65,10.2307/2265547,Age | Breeding | Canada | Chick growth | Northwest Territories | Reproductive success | Thick-billed murre | Timing of | Uria lomvia,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030427861,SCOPUS_ID:0030427861,2-s2.0-0030427861,Fractal analyses of animal movement: A critique,Turchin P.,Ecology,00129658,77,7,2086-2090,1996-01-01,1996,"Several recent papers developed and applied a novel approach for the analysis of animal movement paths, based on calculating the paths' fractal dimensions. The estimated fractal dimension is used to describe the pattern of the interaction between animal movement and landscape heterogeneity, and possibly to extrapolate movement patterns of organisms across spatial scales. Here, I critically examine the key assumption of the fractal approach: that the estimated fractal dimension is constant over some biologically relevant range of spatial scales. Use of a correlated random walk as a null hypothesis for movement suggests that the fractal dimension should grade smoothly from near 1 at very small spatial scales to near 2 at very large spatial scales. Several empirical data sets exhibit a qualitative pattern in agreement with this prediction. I conclude that ecologists should avoid calculating and using the fractal dimension of movement paths, unless self-similarity (a constant fractal dimension) for some range of spatial scales is demonstrated. An alternative approach employing random-walk models provides a more powerful framework for translating individual movements in heterogeneous space into spatial dynamics of populations.",137,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,66,10.2307/2265702,Animal movement | Correlated random walk | Fractal dimension | Quantitative analysis of movement | Spatial scales,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030427824,SCOPUS_ID:0030427824,2-s2.0-0030427824,Evolution and the consequences of species introductions and deletions,Abrams P.,Ecology,00129658,77,5,1321-1328,1996-01-01,1996,"The addition or deletion of a species from a community is likely to have effects on the trait values of other species and on their population densities. This article argues that current theory is insufficiently developed to provide guidance in predicting what might happen to either traits or population densities. In addition, there has been relatively little empirical work to examine many of the phenomena that have been predicted by the limited available theory. The example of character displacement of competitors is reviewed to reveal some of the gaps in our knowledge about the evolutionary consequences of additions or deletions. The example of evolution of traits related to predation in food webs is used to reveal gaps in our knowledge of the population-level consequences of evolutionary changes initiated by a species addition or deletion. Several approaches to studying combined evolutionary and ecological processes in multispecies communities are discussed. Some previous multispecies models have been too abstract to be easily related to more mechanistic two-species models, but recent methods derived from quantitative genetics may result in significant advances in understanding multispecies systems and their relationship to communities with fewer species.",65,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,67,10.2307/2265529,Character displacement | Coevolution | Competition | Evolution | Food web | Interaction | Mathematical model | Predation,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030427823,SCOPUS_ID:0030427823,2-s2.0-0030427823,Biological control of marine pests,Lafferty K.,Ecology,00129658,77,7,1989-2000,1996-01-01,1996,"Biological control, as used in terrestrial systems, may hold promise for use against exotic marine species. We first review some marine pests, displaying their diversity, the damage they cause, and possible controls. We then contrast approaches for marine and terrestrial pest control, providing guidelines for adapting terrestrial controls to the marine environment. Although several of the same principles apply in terrestrial and marine environments, marine systems differ with respect to the types of control agents available, the degree of pest-population reduction needed for effective control, the spatial scale over which biological control must operate effectively, the practicality of implementation, and the nature and degree of concern over safety. As an example, we propose a strategy for developing a biological control program against the European green crab, Carcinus maenas, which has had substantial negative impacts where previously introduced (New England, Atlantic Canada, South Africa, south Australia) and which has recently been introduced to central California, and to Tasmania. We conclude that biological control may be possible for some marine pests, but that existing strategies and expectations will require modification.",160,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,68,10.2307/2265695,"Biocontrol agents, safety testing of | Biological control | Carcinus maenas | Green crab | Host specificity | Introduced species | Marine pests, biological control of | Natural enemies | Parasitic castrator | Recruitment, importance of | Rhizocephala",NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030427822,SCOPUS_ID:0030427822,2-s2.0-0030427822,Disease in metapopulation models: Implications for conservation,Hess G.,Ecology,00129658,77,5,1617-1632,1996-01-01,1996,"Several conservation measures are intended to enhance the movement of individuals among populations. These include the establishment of wildlife corridors, captive breeding and release programs, and translocation of individuals among populations. Many metapopulation models show that increasing movement among populations reduces the chance of metapopulation extinction. However, epidemiological models indicate that increased contact among populations enhances the spread of disease and can trigger epidemics. I have synthesized elements of mathematical epidemiology with metapopulation models. An analytic model showed that highly contagious diseases of moderate severity spread widely, increasing the probability of metapopulation extinction. I also used a simulation model to examine four spatial arrangements of populations: island, necklace, loop, and spider. When infected individuals were allowed to move freely among populations, all of the arrangements exhibited qualitative behavior similar to that exhibited by the analytic models. The most dangerous diseases were those for which infected populations grew large enough to produce dispersers that infected other populations, but which also reduced the geometric rate of increase for infected populations to near unity. Under those conditions, random demographic and environmental events caused metapopulation extinction. Major differences among the spatial arrangements emerged when a quarantine population was established. A centralized quarantine in the spider and necklace arrangement yielded the most dramatic reductions in metapopulation extinction probability. A single quarantine patch was of little value in an island arrangement. These results have several implications for managing metapopulations. Most notably, some spatial arrangements of populations are more amenable to disease control than others, and establishing a quarantine population can increase the probability of detecting new diseases and reduce the impact of diseases that do appear.",267,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,69,10.2307/2265556,Conservation corridor | Disease | Epidemiology | Extinction | Metapopulation | Quarantine | Translocation | Wildlife management,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030427821,SCOPUS_ID:0030427821,2-s2.0-0030427821,Using vigilance behavior to test whether predation promotes habitat partitioning,Repasky R.,Ecology,00129658,77,6,1880-1887,1996-01-01,1996,"Predation could be responsible for habitat partitioning by species if different species are safest from predation in different habitats. Alternatively, predation cannot be responsible for habitat partitioning if all species rank the safety of habitats similarly. I developed predictions to test these two hypotheses, using data on the rates at which animals scan the environment for predators while they forage. Preliminary results suggest that predation is unlikely to be responsible for the habitat preferences of sparrow species wintering along an elevational gradient in the Sonoran Desert of southern California, USA. Two predictions can be tested using vigilance behavior. (1) If species differ in which habitats they are safest from predation, some species will experience increased risk when moved from one habitat to another, whereas other species will experience decreased risk; changes in vigilance levels between habitats will be inconsistent among species. (2) If species are safest in the same habitat, they will experience similar changes in risk between habitats, and should exhibit similar changes in vigilance levels between habitats. Sage Sparrows (Amphispiza belli) and Black-throated Sparrows (A. bilineata) spend the winter in different habitats. I recorded vigilance levels in each habitat while birds foraged on naturally occurring seeds in a portable aviary. Sage Sparrows and Black-throated Sparrows exhibited similar changes in vigilance between habitats, suggesting that these two species are safest in the same habitat, and that predation is unlikely to explain their habitat preferences. Also, I tested and found support for the prediction from vigilance theory that food abundance affects vigilance level. Vigilance declined in response to increased foraging patch profitability, counter to the intuitive prediction that increased food abundance relaxes the threat of starvation, allowing more time for vigilance. This relationship between abundance and vigilance is explained by a simple model of starvation.",23,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,70,10.2307/2265791,Bird behavior | California | Elevational gradient | Habitat distribution | Predation risk | Sonoran desert | Sparrow | Trade-off models | Vigilance,NA,NA,NA
