@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/34347392129,SCOPUS_ID:34347392129,2-s2.0-34347392129,Niche differentiation and regeneration in the seasonally flooded Melaleuca forests of northern Australia,Franklin D.C.,Journal of Tropical Ecology,02664674,14697831,23,4,457-467,2007-07-01,July 2007,10.1017/S0266467407004130,S0266467407004130,"Gallery and floodplain forests in monsoonal northern Australia are mostly sclerophyllous and dominated by five closely related species of Melaleuca (Myrtaceae) amongst which niche differentiation is unclear. We present a floristic and environmental analysis of 'the flooded forest' using data from 340 plots distributed across 450 000 km2 of the Top End of the Northern Territory. Melaleuca argentea was confined to streams and occurred on sandier substrates, whereas M. cajuputi mostly occurred in the near-coastal lowlands on clay soils. The greater basal area of M. cajuputi suggests an association with productive sites. Melaleuca dealbata, M. viridiflora and M. leucadendra occurred on a wide range of soils. More deeply floodprone sites were occupied by M. argentea and M. leucadendra along streams and by M. leucadendra and M. cajuputi on floodplains and in swamps. A general deficiency but occasional abundance of Melaleuca seedlings suggests that regeneration is episodic. Seedlings were more frequent in recently burnt areas and especially where fires had been severe. We propose that Melaleuca forests occur where disturbance by fire and/or floodwater is too great for rain forest to persist, rendering them the wetland analogue to the eucalypts that dominate well-drained portions of the north Australian environment. Copyright © 2007 Cambridge University Press.",15,Journal,ar,Article,100,4,4,Disturbance | Episodic regeneration | Fire | Flood | Floodplain forest | Gallery forest | Niche differentiation | Paperbark forests | Rain forest | Soils,23435,undefined,0,FALSE,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34347391111,SCOPUS_ID:34347391111,2-s2.0-34347391111,"Phenology, nectar production and visitation behaviour of bats on the flowers of the bromeliad Werauhia gladioliflora in a Costa Rican lowland rain forest",Tschapka M.,Journal of Tropical Ecology,02664674,14697831,23,4,385-395,2007-07-01,July 2007,10.1017/S0266467407004129,S0266467407004129,"We studied the interaction between the bromeliad Werauhia gladioliflora and its flower visitors in the Caribbean lowland forest of Costa Rica, in order to quantify the mutual benefits to both partners. Over 6 y, the bromeliads flowered mainly between October and December; with an individual inflorescence flowering for an average of 34 d (n = 233 inflorescences). The bromeliad showed a flexible breeding system with autogamy occurring in addition to cross-pollination. Exclusive pollinators were small nectar-feeding bats (Phyllostomidae: Glossophaginae). The average volume of nectar produced per flower was 1.1 ml (n = 25 flowers). The main visitor was the bat Glossophaga commissarisi, which approached the flowers exclusively using hovering flight. Visitation by bats, measured by infrared light sensors, occurred throughout the night with an activity peak after midnight. Median hovering duration of the bats at the flowers was 320 ms (n = 1246 visits). Hourly mean of hovering duration was negatively correlated with hourly nectar secretion rate. The flower visitation behaviour of a bat over the night seems to be shaped by a combination of intrinsic physiological factors and by nectar availability. Size of both flowers and visitors make Werauhia gladioliflora a very accessible system for quantification of factors affecting evolution of bat-plant interactions. Copyright © 2007 Cambridge University Press.",29,Journal,ar,Article,100,2,2,Bat pollination | Bromeliaceae | Chiropterophily | Epiphyte | Glossophaga commissarisi | Glossophaginae | Light-traps | Nectar | Phyllostomidae | Pollination,23435,undefined,0,FALSE,33,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/34347383377,SCOPUS_ID:34347383377,2-s2.0-34347383377,"The essential role of tree-fern trunks in the regeneration of Weinmannia tinctoria in rain forest on Réunion, Mascarene Archipelago",Derroire G.,Journal of Tropical Ecology,02664674,14697831,23,4,487-492,2007-07-01,July 2007,10.1017/S026646740700418X,S026646740700418X,"The regeneration processes and the spatial distribution of the shade-intolerant Weinmannia tinctoria seedlings in the south of Réunion were investigated, with a special focus on the role of tree-ferns in seedling establishment. Mature individuals and seedling patches of Weinmannia tinctoria, and also tree-ferns, were mapped on two 1-ha rain-forest plots. Weinmannia tinctoria has hemi-epiphytic behaviour since seedlings were generally located on plant supports (99.6%). Regeneration was better on a support than on the ground, and germination tests showed that seeds were light-stimulated. Tall tree-ferns (Cyathea spp.) were suitable supports. Cyathea glauca and C. excelsa were more suitable supports than C. borbonica. Weinmannia tinctoria establishment complies with the facilitation model of succession and is dependent on tree-ferns. Copyright © 2007 Cambridge University Press.",13,Journal,ar,Article,100,5,5,Colonization | Ferns | Germination | Islands | Montane forest | Regeneration | Seedlings | Succession,23435,undefined,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34347377396,SCOPUS_ID:34347377396,2-s2.0-34347377396,"An exotic plantation crop as a keystone resource for an endemic megachiropteran, Pteropus rufus, in Madagascar",Long E.,Journal of Tropical Ecology,02664674,14697831,23,4,397-407,2007-07-01,July 2007,10.1017/S0266467407004178,S0266467407004178,"The single most important food source for Pteropus rufus at Berenty, in south-east Madagascar, is the pollen of Agave sisalana, a commercial species introduced to the area 60 y ago, which was widely available and constantly eaten by the bats during this 28-mo study. The diet of the bats at this site is unique in this respect when compared with P. rufus elsewhere in Madagascar and with other Pteropus species. The dietary breadth of P. rufus at Berenty is narrow, consisting of only 14 plant species, identified through microsopic faecal analysis and direct field observations, and three unidentified ones. The bats also eat locally cultivated and introduced fruits (Mangifera indica, Psidium cf. cattleianum, Sclerocarya caffra, Cordia sinensis and Hylocereus species) and native and endemic forest species (Tamarindus indica, Celtis philippensis, Ficus megapoda, F. grevei, F. pachyclada and Grewia species). The majority of the plant species used by P. rufus for food are located within the gallery forests of the Mandrare valley. No evidence of adjacent endemic spiny forest species was identified in their diet. Thus, conservation of the remaining gallery forest as well as retention of the sisal plantations is important to maintain the food sources of P. rufus at this site. Copyright © 2007 Cambridge University Press.",24,Journal,ar,Article,100,2,2,Agave sisalana | Bats | Diet | Folivory | Frugivory | Pollen | Pteropodidae,23435,undefined,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34347374113,SCOPUS_ID:34347374113,2-s2.0-34347374113,Vertical stratification in an acoustically communicating ensiferan assemblage of a tropical evergreen forest in southern India,Diwakar S.,Journal of Tropical Ecology,02664674,14697831,23,4,479-486,2007-07-01,July 2007,10.1017/S0266467407004208,S0266467407004208,"This study provides the first quantitative description of vertical stratification in calling heights of ensiferan species constituting most of the dry-season nocturnal acoustic community of an evergreen forest in Kudremukh National Park in south-west India. Calling heights of an average of 26 individuals of each of the 20 ensiferan species were measured and subjected to an analysis of variance to test for differences in mean calling height between species and a cluster analysis to check for the presence of discontinuous calling height layers. There were significant differences in mean calling heights between species. Calling heights of different gryllid and tettigoniid species ranged from the ground to the canopy. More gryllid than tettigoniid species occupied the ground and herb layer. Our study revealed vertical stratification of calling heights, with discrete layers corresponding to the canopy, understorey and the ground layer. These clusters emerged from the raw data of calling heights of individuals without a priori distinction of layers. We found no significant correlation between the calling heights of species and call features, including mean dominant frequency of narrow band calls, mean syllable rate and mean duty cycle. Copyright © 2007 Cambridge University Press.",37,Journal,ar,Article,100,2,2,Acoustic | Crickets | Ensifera | Katydids | Kudremukh,23435,undefined,0,FALSE,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34347373725,SCOPUS_ID:34347373725,2-s2.0-34347373725,Use of a fragmented landscape by three species of opossum in south-eastern Brazil,Lira P.,Journal of Tropical Ecology,02664674,14697831,23,4,427-435,2007-07-01,July 2007,10.1017/S0266467407004142,S0266467407004142,"Spatial patterns presented by the opossums Caluromys philander, Philander frenata and Micoureus demerarae were studied, through radio-tracking, in a landscape composed of eight small (1.3-13.3 ha) forest fragments surrounded by a matrix of open vegetation in south-eastern Brazil. Sixteen individuals were fitted with radio-collar transmitters and monitored for 2-8 mo. Fixes were obtained by the 'homing-in on the animal' technique. Numbers of locations of each individual varied from 6 to 117. Home ranges sizes ranged from 2.5-7.0 ha for C. philander, 0.6-7.4 ha for P. frenata and 0.8-1.7 ha for M. demerarae. Fragments, both edges and interiors, were used more often than the matrix; they are the primary habitat for these marsupials in the landscape. The matrix was used for foraging by P. frenata and C. philander, and traversed in five movements between fragments by P. frenata. Ability to use fragment edges and the matrix is important in explaining how these marsupials are able to persist in the landscape. Copyright © 2007 Cambridge University Press.",38,Journal,ar,Article,100,4,4,Atlantic forest | Caluromys philander | Forest fragmentation | Home range | Marsupials | Micoureus demerarae | Philander frenata | Spatial patterns,23435,undefined,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247541680,SCOPUS_ID:34247541680,2-s2.0-34247541680,"Recruitment dynamics and ectomycorrhizal colonization of Dicymbe corymbosa, a monodominant tree in the Guiana Shield",McGuire K.,Journal of Tropical Ecology,02664674,14697831,23,3,297-307,2007-05-01,May 2007,10.1017/S0266467406003968,S0266467406003968,"The dynamics of early life-history stages are important for understanding regional diversity patterns in tropical trees. In this study, patterns of seed removal, seedling survival and ectomycorrhizal (ECM) colonization in monodominant and mixed tropical rain forests in Guyana were investigated during a masting event of an ECM monodominant tree, Dicymbe corymbosa. Two seed densities (1 m-2 and 6 m-2) were tested in two forest types (monodominant versus mixed) with 10 plots per treatment (40 plots total). Germination success, seed and seedling survival after 1 y were measured for the monodominant tree, and four non-dominant canopy tree species found in both forest types (Eschweilera sagotiana, Licania laxiflora, Chrysophyllum sanguinolentum and Carapa guianensis). A significant effect of forest type was detected for seed removal and seedling survival. In the mixed forest, seed removal was higher for all species, with 27% average removal compared with 7% average seed removal in the monodominant forest. Germination success was significantly lower for all but one species in the mixed forest, with average germination of 41% compared with 78% germination in the monodominant forest. Seed and seedling survival of the monodominant tree was greatest within the monodominant forest with 93% of seeds germinating and 85% of seedlings surviving after 1 y compared with 65% germination and 15% seedling survival in the mixed forest. Per cent ectomycorrhizal colonization of Dicymbe corymbosa was near 100% in the monodominant forest, but significantly lower (14%) in the mixed forest. These results suggest that seedling survival patterns, rather than seed survival, are more important for recruitment success in this system and that ectomycorrhizal inoculum may limit establishment of Dicymbe corymbosa in the mixed forest. Copyright © 2007 Cambridge University Press.",10,Journal,ar,Article,100,1,1,Dicymbe corymbosa | Diversity | Ectomycorrhizas | Guyana | Masting | Monodominance | Seed survival | Seedling dynamics | Tropical rain forest,23435,undefined,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247530377,SCOPUS_ID:34247530377,2-s2.0-34247530377,"Shoreline vegetation distribution in relation to wave exposure and bay characteristics in a tropical great lake, Lake Victoria",Azza N.,Journal of Tropical Ecology,02664674,14697831,23,3,353-360,2007-05-01,May 2007,10.1017/S0266467407004117,S0266467407004117,"We investigated the presumption that wind-wave exposure is a major regulator of vegetation distribution within lakes. Along a 675-km stretch of shore in northern Lake Victoria (Uganda), the pattern of vegetation distribution in relation to shoreline features, and the variation of shoreline swamp area along a gradient of wave exposure were examined. The ability of wave exposure, when combined with bay morphometric characteristics, to predict the lakeward limit of vegetation distribution was assessed. Data were collected through a shoreline survey and from maps. Maximum effective fetch, computed from topographic maps, was used as a surrogate for wave exposure. Our results reinforce and amplify the notion that wave exposure is an important regulator of the within-lake distribution of vegetation. We found shoreline plants to either occupy stretches of shore shielded by coastal islands or hidden by convolutions of the lake margin. The area of shoreline swamps declined exponentially with increasing wave exposure. Of the coastal characteristics examined, bay area had the strongest influence on the lakeward expansion of vegetation. Wave exposure acting together with bay area, accounted for 64.4% of the variance in the limit of lakeward vegetation advancement. Copyright © 2007 Cambridge University Press.",17,Journal,ar,Article,100,4,4,Disturbance | Environmental gradients | Shoreline morphometric features | Shoreline plants | Tropical swamps | Wave action,23435,undefined,0,FALSE,39,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/34247527801,SCOPUS_ID:34247527801,2-s2.0-34247527801,Litterfall production and fluvial export in headwater catchments of the southern Amazon,Selva E.C.,Journal of Tropical Ecology,02664674,14697831,23,3,329-335,2007-05-01,May 2007,10.1017/S0266467406003956,S0266467406003956,"Resolving the carbon (C) balance in the Amazonian forest depends on an improved quantification of production and losses of particulate C from forested landscapes via stream export. The main goal of this work was to quantify litterfall, the lateral movement of litter, and the export of coarse organic particulate matter (>2 mm) in four small watersheds (1-2 ha) under native forest in southern Amazonia near Juruena, Mato Grosso, Brazil (10°25′S, 58°46′W). Mean litterfall production was 11.8 Mg ha-1 y-1 (5.7 Mg C ha-1 y-1). Litterfall showed strong seasonality, with the highest deposition in the driest months of the year. About two times more C per month was deposited on the forest floor during the 6-mo dry season (0.65 Mg C ha-1 mo-1) compared with the rainy season (0.3 Mg C ha-1 mo-1). The measured C concentration of the litterfall samples was significantly greater in the dry season than in the rainy season (49% vs. 46%). The lateral movement of litter increased from the plateau (upper landscape position) towards the riparian zone. However, the trend in C concentration of laterally transported litter samples was the opposite, being highest on the plateau (44%) and lowest in the riparian zone (42%). Stream-water exports of particulate C were positively correlated with streamflow, increasing in the rainiest months. The export of particulate C in streamflow was found to be very small (less than 1%) in relation to the amount of litterfall produced. Copyright © 2007 Cambridge University Press.",33,Journal,ar,Article,100,4,4,Amazon basin | Brazil | Lateral movement | Litterfall | Run-off | Small watersheds | Streams | Tropical forest,23435,undefined,0,FALSE,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247525552,SCOPUS_ID:34247525552,2-s2.0-34247525552,"Impact of sowing, canopy cover and litter on seedling dynamics of two Polylepis species at upper tree lines in central Ecuador",Cierjacks A.,Journal of Tropical Ecology,02664674,14697831,23,3,309-318,2007-05-01,May 2007,10.1017/S0266467407004051,S0266467407004051,"Failure of reproduction is hypothesized as being a main reason for the formation of upper tree lines but there is, as yet, little supportive evidence of such. This study investigates the effects of experimental sowing, canopy cover and litter depth on seedling emergence and survival of Polylepis incana and Polylepis pauta at the upper distribution limit of the species in the Páramo de Papallacta, central Ecuador. We established 18 study plots located in the interior, at the edge and at the exterior of closed forests at the upper tree line and analysed seedling dynamics for 1 y following experimental sowing with four different litter treatments. For both species, seedling numbers were significantly higher in the forest interior than outside, and higher in the treatments with the litter layer removed. In P. pauta, sowing significantly increased seedling number, which was more pronounced within and at the edge of the forest than outside. In contrast, there was no impact of sowing on seedling emergence in P. incana. First-year seedling survival and mean growth rate per month were low in both species. Log-linear models did not reveal significant interactions between survival and canopy cover or litter removal. Our data show that seedling recruitment is limited at the upper tree line - presumably due to extreme climatic conditions - which indicates the importance of constraints in sexual regeneration for tree-line formation in central Ecuador. Copyright © 2007 Cambridge University Press.",31,Journal,ar,Article,100,4,4,Litter | Polylepis incana | Polylepis pauta | Seedling emergence | Seedling survival | Tree line,23435,undefined,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247513492,SCOPUS_ID:34247513492,2-s2.0-34247513492,The genetic diversity of Myrciaria floribunda (Myrtaceae) in Atlantic Forest fragments of different sizes,Franceschinelli E.V.,Journal of Tropical Ecology,02664674,14697831,23,3,361-367,2007-05-01,May 2007,10.1017/S0266467407004099,S0266467407004099,"The genetic diversity of Myrciaria floribunda, a common Atlantic Forest tree, was investigated in six populations located in two small fragments (10 and 18 ha), two medium-sized fragments (36 and 44 ha) and one large fragment (3003 ha). Two populations occur in the large fragment. It is expected that smaller fragments should have lower genetic diversity and higher inbreeding. Distances between fragments varied from 0.66 to 10 km. On average 32 young trees smaller than 20 cm basal girth were sampled in each population. Allozyme electrophoresis was carried out, and six loci were scored. The effective number of alleles was lower for populations of the two small fragments (1.46 and 1.51) and higher for populations of the large (1.62 and 1.71) and medium ones (1.69 and 1.84). Small fragments showed lower values of expected and observed heterozygosities than large and medium fragments. Most of the genetic variability occurs within populations, and there was a moderate genetic variation among them (θ̂p = 0.097). Our findings show a tendency of lower genetic diversity within small and isolated fragments and higher genetic differentiation among them. But, few correlations between genetic diversity indices and fragment features (size and isolation) were significant. Copyright © 2007 Cambridge University Press.",13,Journal,ar,Article,100,5,5,Brazil | Habitat loss | Small spatial scale | Tropical tree,23435,undefined,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247510650,SCOPUS_ID:34247510650,2-s2.0-34247510650,Influence of gibbon ranging patterns on seed dispersal distance and deposition site in a Bornean forest,McConkey K.R.,Journal of Tropical Ecology,02664674,14697831,23,3,269-275,2007-05-01,May 2007,10.1017/S0266467407003999,S0266467407003999,"Frugivores display daily and seasonal behavioural variation, yet the influence of this variability on subsequent seed shadows is rarely considered. We investigated the extent to which three aspects of gibbon (Hylobates muelleri x agilis) foraging and ranging behaviour (revisitation of favoured fruit sources, daily and monthly ranging patterns) influenced seed dispersal distances and deposition sites for two groups in dipterocarp forests at the Barito Ulu research site, Kalimantan, Indonesia. Dispersal distances and sites were estimated using gut retention times and ranging patterns collected over 12 mo. Gibbons dispersed few seeds (0.7%) under parent trees and most seeds (> 90%) were dispersed more than 100 m. Mean dispersal distances differed significantly between groups (339 m and 431 m) and across different months. Deposition site was only influenced by time of day, with all seeds swallowed in the first hour of activity being deposited under sleeping trees used that night. Both groups visited all 0.25-ha quadrats within their home range over the study period, indicating that gibbons potentially disperse seeds throughout their home range. Given the general uniformity of the gibbon seed shadow, the intensity of home range use and large seed dispersal distances, gibbons appear to be consistently effective seed dispersers and are probably one of the most important frugivores in Asian rain forests. Copyright © 2007 Cambridge University Press.",41,Journal,ar,Article,100,2,2,Borneo | Foraging behaviour | Hylobates | Kalimantan | Ranging patterns | Seed dispersal,23435,undefined,0,FALSE,43,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247510176,SCOPUS_ID:34247510176,2-s2.0-34247510176,Resprouting versus turning up of leaning trees in a subtropical coastal dune forest in South Africa,Nzunda E.,Journal of Tropical Ecology,02664674,14697831,23,3,289-296,2007-05-01,May 2007,10.1017/S0266467407004063,S0266467407004063,"To survive, leaning trees on steep slopes with loose substrate can either resprout or turn upward to regain the normal vertical orientation of the growing tip. Data from 19 tree species were collected from 20 transects in coastal dune forest. Resprouting was negatively correlated with turning up and species abundance, and positively correlated with leaning and a dead primary stem. In contrast, turning up was associated with low probabilities of leaning and higher species abundance but not with a dead primary stem. Slightly inclined trees turned upwards more than severely inclined ones, which mostly resprouted. Leaning trees without exposed roots turned upwards, while severe erosion caused leaning and resprouting. Consistent with the latter, leaning trees in stable dune slacks frequently turned upwards, whereas leaning trees on narrow dune crests and steep landward slopes seldom did so. Small trees were more likely to turn upwards than big trees. Because of potentially greater costs to the individual of sprouting, stem reorientation precedes the resprouting response across the disturbance gradient. Consequently, species prone to stem reorientation and less likely to resprout, are dominant during late-succession. This study emphasizes the advantage under low levels of disturbance of turning up as an alternative strategy to resprouting for leaning trees. Copyright © 2007 Cambridge University Press.",11,Journal,ar,Article,100,3,3,Disturbance response | Erosion | Sprouting | Stem persistence | Survival | Tree abundance | Tree size,23435,undefined,0,FALSE,44,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247508611,SCOPUS_ID:34247508611,2-s2.0-34247508611,Carbon and nutrient stocks in roots of forests at different altitudes in the Ecuadorian Andes,Soethe N.,Journal of Tropical Ecology,02664674,14697831,23,3,319-328,2007-05-01,May 2007,10.1017/S0266467407004002,S0266467407004002,"Carbon and nutrient stocks in below-ground biomass have rarely been investigated in tropical montane forests. In the present study, the amounts of carbon, nitrogen, phosphorus, sulphur, potassium, calcium and magnesium in root biomass were determined by soil coring and nutrient analysis in forests at three altitudes (1900, 2400 and 3000 m) in the Ecuadorian Andes. Root biomass increased markedly from 2.8 kg m-2 at 1900 m and 4.0 kg m -2 at 2400 to 6.8 kg m-2 at 3000 m. The contribution of coarse roots (> 2 mm in diameter) to total root biomass increased from about 70% at 1900 m to about 80% at higher altitudes. In fine roots (≤ 2 mm in diameter), concentrations of nutrients except calcium markedly decreased with altitude. Therefore, the nutrient stocks in fine roots were similar at 1900 m and 3000 m for nitrogen and sulphur, and were even lower at higher altitudes for phosphorus, potassium and magnesium. In coarse roots of Graffenrieda emarginata concentrations of nutrients were substantially lower than in fine roots, and were little affected by altitude. The data suggest that the importance of coarse roots for long-term carbon and nutrient accumulation in total plant biomass increases with increasing altitude. Copyright © 2007 Cambridge University Press.",26,Journal,ar,Article,100,3,3,Biomass | Carbon sequestration | Diameter | Fine roots | Immobilization | Montane forests | Nutrient cycling,23435,undefined,0,FALSE,45,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/34247503240,SCOPUS_ID:34247503240,2-s2.0-34247503240,The role of ants in the removal of non-myrmecochorous diaspores and seed germination in a neotropical savanna,Christianini A.,Journal of Tropical Ecology,02664674,14697831,23,3,343-351,2007-05-01,May 2007,10.1017/S0266467407004087,S0266467407004087,"Ants frequently interact with non-myrmecochorous diaspores on the ground in neotropical savannas. Our objective was to quantify the removal rate of these diaspores by ants and vertebrates in order to test the predator avoidance hypothesis, and to test how diaspore traits influence removal by ants and dispersal distance. We also investigated whether seed cleaning (removal of fruit matter simulating ant activity) can influence seed germination. We performed removal experiments with nine diaspore species in a reserve of cerrado savanna in south-east Brazil. Considerable differences in removal rates were found among the nine species. We found a positive linear relationship between lipid content and removal rates for five diaspore species. Vertebrate predation pressure was low for most species, limiting the benefits that ants can provide to plants to escape predators. Ants displace diaspores up to 25 m, which may increase the chance of a seed hitting a safe site. Smaller diaspores attain longer distances of dispersal than large ones. Seed cleaning increased the germination rate for five out of six species tested in greenhouse experiments. Ant activity can have relevant and possibly lasting effects on seed fate of plants adapted for vertebrate dispersal in the cerrado savanna. Copyright © 2007 Cambridge University Press.",61,Journal,ar,Article,100,3,3,Ant-plant interaction | Cerrado | Myrmecochory | Secondary seed dispersal | Seed predation,23435,undefined,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247499128,SCOPUS_ID:34247499128,2-s2.0-34247499128,The population structure of the vascular epiphytes in a lowland forest in Panama correlates with species abundance,Zotz G.,Journal of Tropical Ecology,02664674,14697831,23,3,337-342,2007-05-01,May 2007,10.1017/S026646740700404X,S026646740700404X,"The long-term dynamics of epiphyte communities are little studied although such baseline data are urgently needed, in particular in the context of global change. Census data of a vascular epiphyte community from 0.4 ha of undisturbed lowland forest in Panama were used to infer future changes in community composition by deducing population growth from the current size class structure of populations. The study includes 11 387 individuals out of 45 species, ranging in abundance from 16 to 1568 individuals. There was a significant negative correlation between the size of a population and the steepness of the size distribution, indicating that more common species are likely to increase in abundance in the future, while rarer species apparently depend on immigration from other populations to allow local persistence. Copyright © 2007 Cambridge University Press.",8,Journal,ar,Article,100,1,1,Bromeliaceae | Orchidaceae | Population dynamics | Rarity | San Lorenzo crane site | Size class structure | Tropical forests,23435,undefined,0,FALSE,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247498211,SCOPUS_ID:34247498211,2-s2.0-34247498211,"Frugivory and seed dispersal by Asian elephants, Elephas maximus, in a moist evergreen forest of Thailand",Kitamura S.,Journal of Tropical Ecology,02664674,14697831,23,3,373-376,2007-05-01,May 2007,10.1017/S0266467407004026,S0266467407004026,"The Asian elephant Elephas maximus is the only living species of the genus Elephas (Elephantidae) that evolved in Africa c. 5-6 million y ago and migrated into Eurasia (Sukumar 2003). The Asian elephant is one of the few remaining extant megafauna (Owen-Smith 1988) and has disappeared from c. 95% of its historical range (Sukumar 2006). Asian elephants eat fruit when it is available, defecating intact seeds, of which some later germinate in the dung (Lekagul & McNeely 1977, Ridley 1930). However, to date there has been no detailed study of frugivory and seed dispersal by Asian elephants (Corlett 1998). The only common feature of the fruit reported to be eaten by Asian elephants is their relatively large size, but there is no evidence that they are exclusive dispersers of any plant species (Corlett 1998), in contrast to the more frugivorous African forest elephants, Loxodonta africana cyclotis (Babweteera et al. 2007, Chapman et al. 1992, Cochrane 2003, Feer 1995). Copyright © 2007 Cambridge University Press.",34,Journal,ar,Article,100,4,4,Choerospondias axillaris | Diospyros glandulosa | Faecal analysis | Garcinia cowa | Germination trial | Irvingia malayana | Khao Yai National Park | Platymitra macrocarpa | Sandoricum koetjape | Spondias pinnata,23435,undefined,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/34247494227,SCOPUS_ID:34247494227,2-s2.0-34247494227,Mortality and recruitment in a lowland tropical rain forest of French Guiana: Effects of soil type and species guild,Madelaine C.,Journal of Tropical Ecology,02664674,14697831,23,3,277-287,2007-05-01,May 2007,10.1017/S0266467406003944,S0266467406003944,"A variety of processes have been identified as playing a key role in maintenance of hyper-rich tropical forest, among which ecological sorting caused by niche partitioning challenges stochastic dispersal processes. However, demographic responses to spatio-temporal resource variation that could result in biased species distributions are still little studied. In this paper we investigate from two censuses, c. 15 y apart, of a 12-ha permanent forest sample in French Guiana, how tree recruitment and mortality rates vary among hydrological soil types known to affect species habitat preferences and among ecological guilds related to species light requirement. The results indicate that both recruitment and mortality vary significantly with respect to these factors. While the mean instantaneous mortality and recruitment rates are estimated to 0.98 and 0.81%, respectively, pioneer species, canopy trees and hydromorphic bottomland soils depart significantly from these values. In particular, the pioneers, regenerating either from the soil seed bank or from post-opening seed rain, show faster dynamics than other species. These two guilds harbour probabilities of mortality elevated by a factor of 1.9 and 3.2, respectively, and probabilities of recruitment elevated by a factor of 4.9 and 3.1, respectively. Conversely, canopy trees show slower dynamics, with probabilities of mortality and recruitment lowered by a mean factor of about 0.5 with respect to other species. We also observe that trees growing in hydromorphic bottomlands prove to have significantly higher mortality and recruitment probabilities, by a factor of about 2 with respect to those growing in terra firme. Copyright © 2007 Cambridge University Press.",16,Journal,ar,Article,100,7,7,Mortality | Permanent sample plot | Recruitment | Soil types | Species guilds | Tree demography | Turnover,23435,undefined,0,FALSE,49,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/34247490210,SCOPUS_ID:34247490210,2-s2.0-34247490210,The effect of gut processing on the quality of mistletoe seed dispersal,Roxburgh L.,Journal of Tropical Ecology,02664674,14697831,23,3,377-380,2007-05-01,May 2007,10.1017/S0266467407004014,S0266467407004014,"Disperser effectiveness is the contribution that a disperser makes to the future reproduction of a plant (Schupp 1993), and it has two components: quality and quantity of dispersal. Quantity of dispersal is a function of the number of visits that a disperser makes to a fruiting plant and the number of seeds that are dispersed during each visit. Quality of dispersal is a function of the treatment that a seed receives from its disperser and the site that the seed is finally deposited in. The quality of seed dispersal of the mistletoe Phragmanthera dschallensis (Engl.) M.G. Gilbert (Loranthaceae) by frugivorous birds was examined in this study. Copyright © 2007 Cambridge University Press.",11,Journal,ar,Article,100,1,1,Africa | Dispersal quality | Germination | Loranthaceae | Phragmanthera dschallensis | Regurgitation | Seed dispersal,23435,undefined,0,FALSE,50,NA,NA
