@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id,prism:eIssn,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/70350013552,SCOPUS_ID:70350013552,2-s2.0-70350013552,"Gastrointestinal helminth parasites of the fish Synodontis clarias (Siluriformes: Mochokidae) from Lekki lagoon, Lagos, Nigeria",Akinsanya B.,Revista de Biologia Tropical,00347744,56,4,2021-2026,2008-12-01,December 2008,"A total of 362 specimens of the fish Synodontis clarias were randomly selected and subjected to parasitological examination for helminth parasites. They were collected over a period of one year from Lekki lagoon, Lagos, Nigeria. The prevalence of gastrointestinal infection was 38.7%. The helminth worms found include two cestodes, Proteocephalus spp., Wenyonia acuminata, and a nematode species, Raphidascaroides. Male specimens (196) presented a higher rate of infection (37.8%) than female specimens (166) which showed a rate of 23.5%. The overall worm burden was high (678) and it was independent of fish sex and fish size.",13,Journal,ar,Article,100,3,3,Helminth | Lagos | Laguna Lekki | Nigeria | Parasites | Proteocephalus | Synodontis clarias,13567,undefined,0,FALSE,47,19419098,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350012471,SCOPUS_ID:70350012471,2-s2.0-70350012471,"Diet, size and reproductive biology of the silver catfish, Chrysichthys Nigrodigitatus (Siluformes: Bagridae) in the Cross River, Nigeria",Offem B.O.,Revista de Biologia Tropical,00347744,56,4,1785-1799,2008-12-01,December 2008,"The silver catfish, Chrysichthys nigrodigitatus (Lacépède: 1803) is a highly valued food-fish included among the dominant commercial catches exploited in major rivers of Africa. To provide useful biological data for management, samples were collected monthly between January (2005) and December (2007) in three zones: I: Upper Cross River (grassland), II: Middle Cross River (mixed forest and grassland), and III: Lower Cross River (rainforest)] along 200 km length of the Cross River, Nigeria. Data from 1 248 specimens were processed using: allometric coefficient (b), gonado-somatic index, Fulton's condition factor and diversity indices. Male dominance was observed in all populations; C. nigrodigitatus reached maturity at 11.5cm (male) and 16.7cm (female) total length. Gonado-somatic index was higher for females with a peak in the early rains. The breeding period was between April and August with mean fecundity ranging between 4522 ±1924 eggs and 20321 ± 5543 eggs. This was directly related to total length and weight by the regression models: F = 2365.88 + 560.22 log L and F = 5025.81 +56.34 log W respectively. Exponential equations for length-weight relationships were Wt=-1.997 Lt2.206 (Zone I), W = -2.831 Lt3.040 (Zone II) and Wt= -2.245 Lt2.995 (Zone III). The mean allometric coef-ficient (b) showed significant departure from cubic value (negative allometry) for Zone I while Zones II and III showed no difference, indicating isometry. Dominant items in the diet were fish and fish parts constituting 21.6% with Food Richness and Gut Repletion Index of 18 and 100% respectively, in all zones. Diet Breadth of 0.802 (Zone I), 0.922 (Zone II) and 0.910 (Zone III) indicate a high trophic flexibility that enables switching from one diet to another according to availability. Mean condition factor for males varied from 0.718 ±0.117 minimum in Zone I to 0.996 ±0.062 maximum in Zone III. Forest inland wetlands (Zone II and III) of Cross River provided better condition for C. nigrodigitatus.",26,Journal,ar,Article,100,3,3,Assessment | Bagridae | Condition factor | Diet habit | Length-weight | Reproduction | River,13567,undefined,0,FALSE,48,19419081,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350012464,SCOPUS_ID:70350012464,2-s2.0-70350012464,Rapid ecological assessment of tropical fish communities in a gold mine area of Costa Rica,Mendiola M.E.,Revista de Biologia Tropical,00347744,56,4,1971-1990,2008-12-01,December 2008,"Gold mining impacts have generated a great concern regarding aquatic systems and habitat fragmentation. Anthropogenic disturbances on the structure and heterogeneity of a system can have an important effect on aquatic community stability. Ecological rapid assessments (1996, 2002, and 2007) were employed to determine the structure, composition and distribution of tropical fish communities in several rivers and smaller creeks from a gold mining area in Cerro Crucitas, Costa Rica. In addition, species composition and relative abundance were related with habitat structure. A total of 35 species were registered, among which sardine Astyanax aeneus (Characidae) and livebearer Alfaro cultratus (Poeciliidae) were the most abundant fish (71%). The highest species richness was observed in Caño Crucitas (s = 19) and Minas Creek (s = 18). Significant differences in fish communities structure and composition from Infiernillo river and Minas creek were observed (λ = 0.0, F132, 66 = 2.24, p < 0.001). Presence and/or absence of certain species such as Dormitor gobiomorus, Rhamdia nicaraguensis, Parachromis loiseillei and Atractosteus tropicus explained most of the spatial variation among sites. Habitat structure also contributed to explain differences among sites (λ = 0.004, F60, 183 = 5.52, p < 0.001). Substratum (soft and hard bottom types) and habitat attributes (elevation, width and depth) explained most of the variability observed in Infiernillo River, Caño Crucitas and Tamagá Creek. In addition, a significant association between fish species and habitat structure was observed. This study reveals a high complexity in tropical fish communities that inhabit a gold mine area. Furthermore,it highlights the importance of habitat heterogeneity in fish community dynamics. The loss and degradation of aquatic systems in Cerro Crucitas can have a strong negative effect on fish community structure and composition of local species. A better understanding of the use of specific habitats that serve as essential fish habitats can improve tropical fish conservation and management strategies, thus increasing local diversity, and thereby, the biological importance of the area.",7,Journal,ar,Article,100,1,1,Anthropogenic disturbance | Costa Rica | Ecological rapid assessment | Gold mine | Species composition | Tropical fish communities,13567,undefined,0,FALSE,49,19419095,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350012463,SCOPUS_ID:70350012463,2-s2.0-70350012463,Stomach content analyses of the threadfin anglerfish Lophiodes Spilurus (Lophiiformes: Lophiidae) associated with deepwater shrimp fisheries from the central Pacific of Costa Rica,Espinoza M.,Revista de Biologia Tropical,00347744,56,4,1959-1970,2008-12-01,December 2008,"Our knowledge of deepwater ecosystems along the Pacific of Central America is extremely limited. We analyzed the diet composition of 200 adult specimens of Lophiodes spilurus ranging in size from 7.8 to 17.8 cm total length (TL). Samples were obtained from deep bottom trawls (depth: 105-238 m) along the central Pacific of Costa Rica. We calculated the percentage of number (% N), weight (% W), and occurrence (% O) of each food item encountered in the stomachs; based on this information, the Index of Relative Importance (IR) was calculated. Moreover, we estimated diet overlap for three different size classes (<10.1, 10.1-15.0 and >15.1 cm TL). The results revealed exclusively two groups of benthic prey items: crustaceans (30%) and teleost fish (70%) in their diet. The most frequent preys were pandalid shrimps Plesionika trispinus (% O = 17) and the fathom mora Physiculus rastrelliger (% O = 12). The greatest diversity and frequency of abundance of food items was observed in intermediate-sized individuals (10.1-15.0 cm TL). Small-sized L. spilurus (< 10.1 cm TL) fed mainly on teleost fish, while larger (> 15.0 cm TL) preyed on large-sized stomatopods and teleost fish. There was a clear diet overlap between small and intermediate-sized L. spilurus (p < 0.05). However, differences in diet-overlap were not detected in small and large-sized individuals or intermediate and large-sized specimens (p > 0.05). Our results suggest that L. spilurus feeds exclusively on crustaceans (Decapoda and Stomatopoda) and benthic teleost fish along the Pacific of Costa Rica. While small and large-sized individuals showed a more pronounced selectivity for certain prey items, the high diversity of benthic prey items observed in intermediate-sized specimens suggest a more opportunistic foraging behavior.",3,Journal,ar,Article,100,2,2,Deepwater | Diet composition | Lophiodes spilurus | Overlap | Pacific of Costa Rica | Prey items,13567,undefined,0,FALSE,50,19419094,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350012461,SCOPUS_ID:70350012461,2-s2.0-70350012461,Sporophyte morphology and gametophyte development of the fern Blechnum sprucei (Pteridophyta: Blechnaceae),Galán J.M.G.,Revista de Biologia Tropical,00347744,56,4,2027-2040,2008-12-01,December 2008,"The fern Blechnum sprucei grows in Mesoamerica (Costa Rica) and South America, from Colombia to Bolivia, SE and centre of Brazil, Paraguay and Argentina. It is a distinctive, somewhat vulnerable, mostly orophilous species. Fresh and dry herbarium material was used for this study. Herbarium material for anatomical studies comes from CTES, BA, LP, MA, SI and UC (Holmgren et al.1990). Selected representative specimens are additionally cited after taxonomic treatment of the species. Dry material was restored with aqueous 4:1 butil cellosolve. Pinnae were cleared with aqueous 6% NaOH, then coloured with aqueous 1 % TBO (Gurr 1966). Hand made transverse sections of young and adult stipes, and costae were done in fresh and restored herbarium material. Venation and epidermal patterns were analyzed in basal, apical and medium pinnae, but only the latter were illustrated. The size and density of stomata were measured in medium pinnae from all studied samples, values shown are the average of 25 measures per sample; sizes are expressed as minimum, media and maximum length x width, in μm, and density as minimum, media and maximum number of stomata / mm2. Spores were studied with SEM, mounted on metal stubs with double sided tape, covered with gold under vacuum and photographed with a Jeol /EO JSM 6360 (15 KV) SEM. Spores were also studied with light microscope, mounted in DePex (DePex mounting medium, Gurr, BDH Laboratory Supplies, Poole BH15 1TD, UK) and measured using an ocular micrometer. Measurements are based on a minimum sample of 100 spores taken from different specimens. Sizes are expressed as the longest equatorial diameter/ polar diameter, in μm. Gametophytes were studied from material collected in the subtropical forest of Tucumán Province, Argentina. Spore samples for cultures were taken from single sporophytes kept dry at room temperature since the date plants were collected. Gametophytes were grown under fluorescent light. Multispore cultures were established on mineral agar. Percentage of germination was recorded for a random sample of 50 spores from each of the two plates, every three days until there was no further increasing. Gametophytes were stained with chloral hydrate acetocarmine. The species has large sporophytes, suberect, scaly rhizomes, and dimorphic fronds with short, scaly stipes and lanceolate to elliptic sterile laminae. The rachises can grow indefinitely as radicant axis that vegetatively multiplicate the plants. Pinnae are lanceolate, herbaceous, with crenate and papillose margins, superficially scaly and hairy, peciolulate, with free, visible veins regularly once furcated near the costa, ending in large, active hydathodes. The broadly elliptic fertile laminae bear distant pinnae, with vegetative tissue reduced to the portion that supports the indusium and the continuous coenosorus; terminal indefinite rachis, not proliferous, may be present.",12,Journal,ar,Article,100,4,4,Anatomy | Blechnum sprucei | Distribution | Gametophyte | Morphology | Sexual expression | Spore | Taxonomy,13567,undefined,0,FALSE,51,19419099,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350012459,SCOPUS_ID:70350012459,2-s2.0-70350012459,Antifeedant activity of botanical crude extracts and their fractions on Bemisia tabaci (Homoptera: Aleyrodidae) adults: II. Sechium pittieri (Cucurbitaceae),Flores G.,Revista de Biologia Tropical,00347744,56,4,2115-2129,2008-12-01,December 2008,"Bemisia tabaci is a key pest of vegetables and other crops worldwide, but it is a particularly serious problem in the tropics, due to its ability to transmit several types of viruses, especially begomoviruses (Geminiviridae). Therefore, a preventive approach to deal with viral epidemics may be the deployment of repellents or phagodeterrents at earlier stages of plant development (critical period). Thus, the crude extract and four fractions thereof (water, water: methanol, methanol, and diethyl ether) of wild ""tacaco"" (Sechium pittieri, Cucurbitaceae), were tested for phagodeterrence to B. tabaci adults under greenhouse conditions, on tomato plants, in Costa Rica. Both restricted-choice and unrestricted-choice experiments showed that the crude extract as well as some fractions exert such effect on the insect. In the former (in sleeve cages), fractions caused deterrence at doses as low as 0.1% (ether) and 0.5% (water and water: methanol), with the methanol fraction showing no activity. However, in the latter (plants exposed in a greenhouse) no one of the fractions performed well, suggesting that the deterrent principles somehow decomposed under the experimental conditions.",2,Journal,ar,Article,100,4,4,"Bemisia tabaci | Phagodeterrence | Plant extracts | Sechium pittieri | Wild ""tacaco""",13567,undefined,0,FALSE,52,19419105,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350010358,SCOPUS_ID:70350010358,2-s2.0-70350010358,Steroidal saponins from the plant Agave brittoniana with activity against the parasite Trichomona vaginalis,Guerra J.,Revista de Biologia Tropical,00347744,56,4,1645-1652,2008-12-01,December 2008,"The genus Agave (Agavaceae), includes more than 300 species; around 16 of them show an homogeneous distribution throughout Cuba. Agave brittoniana (ssp. brachypus), is an endemic subspecies that grows in the central region of the country and its leaves are traditionally used in the treatment of parasitic diseases. The parasite Trichomonas vaginalis causes the disease known as trichomoniasis, that infects the genital tract. To test in vitro the plant against Trichomona vaginalis, the dried and powdered leaves were extracted three times with ethanol-water (7:3) by maceration at room temperature. The solvent was removed under reduced pressure and the extract was suspended in distilled water, defatted with n-hexane, and extracted with water-saturated n-butanol. After solvent removal, a portion of the n-butanol extract was hydrolyzed. After extraction with ethyl acetate the hydrolysis products were compared with authentic sapogenins samples using thin layer chroma-tography (TLC). Most of the sapogenins (yuccagenin and diosgenin) were isolated and their structures were confirmed. using nuclear magnetic resonance (NMR) experiments. The n-butanol extract was subjected to a separation process through column chromatography to obtain five fractions. After multiple separation processes by reversed phase high performance liquid chromatography (HPLC), the most active one produced one refined fraction that contained two saponins with the same aglycone (diosgenin) and one yuccagenin based saponin. Best results of the activity were obtained with the yuccagenin derived glycoside.",13,Journal,ar,Article,100,7,7,Agave brittoniana | Anti-parasitic | Steroidal saponins | Trichomona vaginalis,13567,undefined,0,FALSE,53,19419073,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350005398,SCOPUS_ID:70350005398,2-s2.0-70350005398,Iris colour as an indicator of age feature in female Brazilian tanagers (Passeriformes: Emberizidae) confirmed by a molecular sexing technique,Nogueira D.,Revista de Biologia Tropical,00347744,56,4,1629-1633,2008-12-01,December 2008,"The Brazilian tanager, Ramphocelus bresilius is an endemic species from Brazil that is sexually dimorphic in adult plumage. Young males are similar to adult and young females until their second year. Adults and young females are not distinguishable in plumage. We tested whether iris colour can be used to separate adult females from immature females. We used for the first time the molecular sexing technique based on CHD-genes to confirm the sex of the individuals classified as ""female plumage with red iris"", and to identify the sex of individuals classified as ""female plumage and brown iris"". The adult males were used as a positive control. DNA samples from 190 individuals were analysed. The sizes of the PCR products were identified as 350 base pairs (bp) for CHD-Z and 388 bp for CHD-W. We confirmed that adult females have a red iris and the young females a brown iris. We could also separate young males and females which present the same iris colour and plumage. Although there are indications that the iris colour can be used by birds to identify the adults in co-operative breeding species such as the Brazilian tanager, more behavioural data are required to understand the role of iris coloration in this species.",8,Journal,ar,Article,100,2,2,CHD-gene | Iris colour | Molecular sexing | Passeriformes | Ramphocelus bresilius,13567,undefined,0,FALSE,54,19419071,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350005388,SCOPUS_ID:70350005388,2-s2.0-70350005388,Antifeedant activity of botanical crude extracts and their fractions on Bemisia tabaci (Homoptera: Aleyrodidae) adults: III. Quassia amara (Simaroubaceae),Flores G.,Revista de Biologia Tropical,00347744,56,4,2131-2146,2008-12-01,December 2008,"Bemisia tabaci is a key virus vector on several crops worldwide. Then, a preventive approach to deal with viral epidemics may be the deployment of repellents or phagodeterrents at earlier stages of plant development (critical period). Thus, the crude extract and four fractions thereof (water, water: methanol, methanol, and diethyl ether) of bitterwood (Quassia amara, Simaroubaceae) were tested for phagodeterrence to B. tabaci adults under greenhouse conditions, on tomato plants, in Costa Rica. Both restricted-choice and unrestricted-choice experiments showed that the crude extract and some fractions exerted such effect on the insect. In the former case (in sleeve cages), all fractions caused deterrence at doses as low as 0.1% (methanol), 0.5% (water: methanol and diethyl ether), and 1% (water). In the latter case (plants exposed in a greenhouse) the methanol fraction stood out, followed by the diethyl ether fraction. Nonetheless, none of the fractions performed better than the deterrent control (mineral oil).",7,Journal,ar,Article,100,4,4,Bemisia tabaci | Bitterwood | Phagodeterrence | Plant extracts | Quassia amara,13567,undefined,0,FALSE,55,19419106,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350004243,SCOPUS_ID:70350004243,2-s2.0-70350004243,Correct use of Spanish when writing biological papers,Monge-Nájera J.,Revista de Biologia Tropical,00347744,56,4,1589-1593,2008-12-01,December 2008,"We present a list of the most frequent errors in biological manuscripts written in Spanish, and we explain which are the recommended options. Our article is based on the International Codes of Nomenclature, and the guidelines of the Real Academia de la Lengua and the Council of Science Editors. We group the indications in four categories: lexical errors (e.g. English cognates); spelling (graphic accents, punctuation, font), morphology (use of prepositions) and style (linguistic economy).",1,Journal,ar,Article,100,2,2,Bad translations | Biology | Correct use of the spanish language | Science | Technical writing | Writing in Spanish,13567,undefined,0,FALSE,56,19419066,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350004241,SCOPUS_ID:70350004241,2-s2.0-70350004241,Gastropods associated with the calcareous alga Halimeda opuntia (Udoteaceae) in Puerto Rico,García-Ríos C.,Revista de Biologia Tropical,00347744,56,4,1665-1675,2008-12-01,December 2008,"Gastropod communities associated with the calcareous green alga Halimeda opuntia are described and compared for two Puerto Rico coral reefs: one in the northeast with front tradewinds (windward zone) and one in the southwest (leeward zone). We analyzed the content of 21 lots (2432 g) of H. opuntia from leeward zone and 15 lots (2448 g) from the windward zone. In total we recovered 526 gastropods (prosobranchs) classified in 54 taxa. Thirteen species of gastropods represented 79.6% of the community. Differences between species richness and mean density values were not significant (p>0.100). Forty species were identified from leeward and thirty one (31) species from windward. Gastropod mean density was 13.9 /100g of algae in leeward and 7.6/100g in windward. Significant differences were found for the Simpson Diversity Index (0.91 in the leeward and 0.82 in the windward community; t=3.44, α=0.005). We found no correlation between the weight of the algae and the frequency of the gastropods (R2=0.0893 in leeward, 0.0249 windward and 0.0923 for both). The relationship between species composition in lots of windward and leeward study sites was explored via polar ordination and no segregation was found. When compared, the gastropod communities found in H. opuntia col- lected in coral reefs in Puerto Rico were more similar within them than any other communities found in other genera of seaweed and in other environments. Our results agree with the hypothesis that H. opuntia offers the interstitial community a protected microhabitat from water movement impact. H. opuntia creates more homogenous conditions than those of the habitat where we found the algae.",4,Journal,ar,Article,100,4,4,Caribbean | Coral reef | Gastropod | Halimeda opuntia | Mollusca | Puerto Rico,13567,undefined,0,FALSE,57,19419075,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350004238,SCOPUS_ID:70350004238,2-s2.0-70350004238,"Feeding habits of the fish Lagodon rhomboides (Perciformes: Sparidae) at the coastal lagoon of Chelem, Yucatán, México",Canto-Maza W.,Revista de Biologia Tropical,00347744,56,4,1837-1846,2008-12-01,December 2008,"Stomach contents of Lagodon rhomboides, the most abundant fish species from seagrass beds in Chelem Lagoon, Yucatan, Mexico, were analyzed. The specimens were collected using a beach seine at eight stations distributed randomly in the lagoon during July, September and November 2002. The trophic components were analyzed by means of the relative abundance (%A) and frequency of occurrence (FO) indices. The trophic similarity between different ontogenetic stages was determined using the Bray-Curtis Index. A total of 90 stomach contents were analyzed. This species is omnivorous, including vegetal and animal material and has a wide trophic spectrum with 58 alimentary items. Trophic ontogenetic variation was significant with a transition from one feeding stage to the next. Small individuals (4.0 -8.0 cm LE) preferentially consume plankton preys and microcrustaceans, while in bigger sizes, the macrocrustaceans, annelids and macrophytes were the main food.",11,Journal,ar,Article,100,2,2,Chelem lagoon | Lagodon rhomboides | Mexico | Stomach content analysis | Trophic preferences,13567,undefined,0,FALSE,58,19419085,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350002340,SCOPUS_ID:70350002340,2-s2.0-70350002340,Organogenesis of the digestive system of the fish Pterophylum scalare (Perciformes: Cichlidae),Botello M.,Revista de Biologia Tropical,00347744,56,4,1857-1870,2008-12-01,December 2008,"There is little knowledge on the development of the angelfish Pterophyllum scalare (Liechtenstein 1823), a species of economical and biological value for inland water ecosystems. We recorded net development time of each organogenetic stage, cumulative time and characteristic structure differentiation for each stage. We found eight organogenetic stages for the digestive system, between the gastrula and the total re-adsorption of the vitelin sack. The total time for the organogenetic development of the digestive system was 119 hours and 44 minutes.",1,Journal,ar,Article,100,3,3,Cellular differentiation | Digestive system | Embrionary development | Fish | Organogenesis | Stages,13567,undefined,0,FALSE,59,19419087,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70350002339,SCOPUS_ID:70350002339,2-s2.0-70350002339,Water use in four model tropical plant associations established in the lowlands of Costa Rica,Gutiérrez-Soto M.V.,Revista de Biologia Tropical,00347744,56,4,1947-1957,2008-12-01,December 2008,"We examined soil water use patterns of four model plant associations established in the North Caribbean lowlands of Costa Rica by comparing the stable hydrogen isotope composition, δD, in xylem sap and in soil water at different depths, under rainy and dry conditions. Four 5-year-old model plant associations composed of 2 tree species (Hyeronima alchorneoides and Cedrela odorata) having different architecture and phenology were studied. Average tree height was 8.9 and 7.6 m, respectively. Each tree species was grown in monoculture and in polyculture with 2 perennial monocotyledons (Euterpe oleracea and Heliconia imbricata). Maximum rooting depth at the time of δD determination was ~ 2 m for almost all species. Most roots of all species were concentrated in the upper soil layers. Stomatal conductance to water vapor (gS) was higher in the deciduous C. odorata than in the evergreen H. alchorneoides; within each species, gS did not differ when the trees were grown in mono or in polyculture. During the rainy season, gradients in soil water δD were not observed. Average rainy season xylem sap δD did not differ among members of the plant combinations tested (-30 ‰), and was more similar to δD values of shallow soil water. Under dry conditions, volumetric soil water content declined from 50 to ~ 35%, and modest gradients in soil water δD were observed. xylem sap δD obtained during dry conditions was significantly lower than rainy season values. xylem sap δD of plants growing in the four associations varied between -9 and -22‰, indicating that shallow water was predominantly absorbed during the dry period too. Differences in xylem sap δD of trees and monocots were also detected, but no significant patterns emerged. The results suggest that: a) the plant associations examined extracted water pre- dominantly from shallow soil layers (<1 m), b) the natural isotopic variation in soil and plant water at the study site was low, and c) the plant mixes obtain water from more than a single soil layer simultaneously. Temporal factors were important in determining the competition and complementary relations observed among the trees and the perennial monocots. Under the prevailing environmental conditions, water use in these plant associations was determined largely by species-specific attributes such as biomass allocation to fine roots, phenology, and canopy architecture, and to a lesser extent by water limitations.",3,Journal,ar,Article,100,2,2,Cedrela odorata | Euterpe oleracea | Heliconia imbricata | Hyeronima alchorneoides | Monoculture | Polyculture | Tropical agro-ecosystem design | Water isotopes,13567,undefined,0,FALSE,60,19419093,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70349862416,SCOPUS_ID:70349862416,2-s2.0-70349862416,"Spatio-temporal distribution of soft-bottom epibenthic fauna on the Cilician shelf (Turkey), Mediterranean Sea",Mutlu E.,Revista de Biologia Tropical,00347744,56,4,1919-1946,2008-12-01,December 2008,"Spatio-temporal distribution of epifauna collected with a sledge was studied on the Cilician shelf of the Mediterranean Sea. There were two different communities: the shallow community was restricted to water at 5 and 10 m deep with sandy bottom inhabited abundantly by Conomurex persicus, Arnoglossus laterna and Murex trunculus. Conomurex persicus, an introduced tropical species predominated the shallow zone and distinguished it from the deep zone. The deep community (25-150m) lacked shallow water species and was dominated by Arnoglossus laterna, Goneplax rhomboides and Parapenaeus longirostris. Seasonality was not a major factor in the epibenthic community structure of the entire shelf, but it is in the shallow waters. Bottom depth was main factor for structuring the community on the shelf. Sediment size and organic content is also a controlling factor for the distribution of the epibenthic fauna.",27,Journal,ar,Article,100,2,2,Cilician shelf | Distribution | Eastern Mediterranean Sea | Epifauna,13567,undefined,0,FALSE,61,19419092,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70349464360,SCOPUS_ID:70349464360,2-s2.0-70349464360,"A new species of fish of the genus Bryconamericus (Ostariophysi: Characidae) from the Magdalena river, with a key to Colombian species",Román-Valencia C.,Revista de Biologia Tropical,00347744,56,4,1749-1763,2008-12-01,December 2008,"Based on a series of 90 specimens, and using morphometric, meristic and osteological characters, a new species of the genus Bryconamericus is described from Pontesuela Creek at the mouth of Coclina Creek in the middle Magdalena river Basin of Colombia. We use box graphs with 99% confidence intervals to illustrate the extent of meristic character overlap and to help distinguish this new taxon from other species of the Magdalena River. The species can be distinguished from all congeners by the combination of the following characters: the higher number of lateral line scales (50-54 vs. 30-50, except B. terrabensis with 47-54); more scales between the lateral line and the dorsal fin origin (9-11 vs. 4-9); more scales between the lateral line and the pelvic fin origin (8-10 vs. 2-8); more scales between lateral line and anal fin origin (8-10 vs. 2-8, except B. terrabensis with 6-9) and more predorsal scales (16-18 vs. 9-16, except B. huilae with 14-19 scales, B. galvisi with 12-17 and B. tolimae with 13-17).",16,Journal,ar,Article,100,3,3,Bryconamericus sp. nov. | Characid fish | Magdalena | South America,13567,undefined,0,FALSE,62,19419079,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449732778,SCOPUS_ID:70449732778,2-s2.0-70449732778,"Sedimentation on reef communities at Bahías de Huatulco, Oaxaca, Mexico",Granja Fernández M.R.,Revista de Biologia Tropical,00347744,56,3,1179-1187,2008-09-01,September 2008,"Although coral reef sedimentation is important because it modifies processes like symbioses, reproduction, recruitment and coral growth, Mexican Pacific studies are lacking. On this regard, spatio-temporal variations in sedimentation rate were investigated in six coral reef communities from Oaxaca. During February 2006-January 2007 (excluding April, July and August) two sediment structures, with four sediment traps each, were randomly installed. Sediment traps were replaced with a mean periodicity of 38 days, and the sediments were washed, filtered, dried and weighted in order to calculate sedimentation rate. Sedimentation rate was heterogeneous among localities (F5,36 = 7.06, P < 0.01). It was high at Isla Montosa (653.31 kg m-2 year-1) and Isla Cacaluta (450.09 kg m-2 year-1), intermediate at San Agustín, Jicaral-Chachacual and Dos Hermanas (155.18-92.53 kg m-2 year-1) and low at La Entrega (14.33 kg m-2 year-1). Sedimentation rate was homogeneous through time (F7,34 = 0.85, P > 0.5); nonetheless, during the dry season (November-March) sedimentation rate in the area oscillated between 6.8-73.5 mg cm-2 day-1, whereas during the rainy season (May-October) the values were 141-1088 % higher (74.5-147.6 mg cm-2 day-1, Mann-Whitney U = 137, n = 42, P = 0.03). There was a significant relationship between sedimentation rate and pluvial precipitation (Spearman R = 0.83, n = 8, P = 0.009), suggesting that the amount of sediment reaching coral communities is closely tied to regional precipitation. Sedimentation rates recorded at Isla Montosa (366.64 mg cm-2 day-1) and Isla Cacaluta (366.03 mg cm-2 day-1) during the rainy season can be considered lethal-sublethal considering sediment tolerance and rejection efficiency of stony corals. The absence of coral mortality during the rainy season may result from: a) high efficiency of active sediment removal, b) increased physiological tolerance to sediments, and c) a high degree of passive sediment removal via turbulence. Nonetheless, the combined effect of natural and anthropogenic induced sedimentation may cause a shift in coral community structure and eventually a loss of the reef areas in Bahías de Huatulco.",25,Journal,ar,Article,100,2,2,Coral communities | Mexican pacific | Oaxaca | Sedimentation rate | Sediments,13567,undefined,0,FALSE,63,19419037,NA,NA,NA
