@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,prism:eIssn
true,https://api.elsevier.com/content/abstract/scopus_id/0031671021,SCOPUS_ID:0031671021,2-s2.0-0031671021,Regeneration through sprout formation in chlorocardium rodiei (Lauraceae) in Guyana,Rijks M.H.,Journal of Tropical Ecology,02664674,14,4,463-475,1998-07-01,July 1998,10.1017/S0266467498000340,"The contribution of sprouts to the long-term survival of Chlorocardium rodiei, following logging was investigated. Differently aged sprout populations on cut stumps were surveyed to determine the numbers of sprouts produced, probability of survival and growth rates. Fifty-five to 70% of the stumps produced sprouts. The proportion of stumps that sprouted was lower for the hollow stumps than for the intact ones and the number of sprouts produced per stump was reduced. No significant correlation was found between stump diameter and the number of sprouts. Some sprouts survived for at least 15 y (usually one per stump), and these had a significantly larger average diameter relative to the sprouts at younger sites. The number of sprouts and the diameter of the largest sprout showed a significant positive correlation, suggesting that the maintenance of the inherited stump root system is shared among the sprouts so that the costs per sprout are reduced. We conclude that sprouting on cut stumps may have the potential to contribute to the maintenance of C. rodiei in the canopy at logged sites.",13,Journal,ar,Article,100,3,3,Chlorocardium rodiei | Exploitation | Gap filling | Greenheart | Logging | Reiteration | Sprouting | Stumps | Tropical rainforest,23435,undefined,0,FALSE,22,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031668029,SCOPUS_ID:0031668029,2-s2.0-0031668029,Internal nutrient fluxes in a Puerto Rican rain forest,McDowell W.,Journal of Tropical Ecology,02664674,14,4,521-536,1998-07-01,July 1998,10.1017/S0266467498000376,"Throughfall and soil solution chemistry were studied for 1 y in a tropical montane forest in the Luquillo Mountains of Puerto Rico. Passage of precipitation through the forest canopy resulted in an increase in the concentration and flux of all solutes except H+ and NO3-. Throughfall chemistry showed no strong seasonal patterns, but concentrations of many solutes declined during weeks of high rainfall. Enrichment in throughfall relative to precipitation was similar to values reported recently for several other tropical sites, with the exception of NH4+, which was particularly high at this site. Based on net throughfall deposition of Cl-, dry deposition of marine aerosols appears to be a relatively minor component (c. 15%) of total deposition. In soil solution, no seasonal patterns in concentration were evident and variability was highest for elements with high biological activity (especially N). Concentrations and fluxes of K+ and dissolved organic carbon (DOC) showed the largest declines as throughfall passed through the soil profile; concentrations of most other elements increased or were relatively constant. Declining DOG flux through the soil profile appears to be due to sorption processes similar to those observed in many temperate forests. Concentrations and fluxes of HCO3- and SiO2 increased substantially in soil solution, but never approached those observed in the stream. This suggests that additional weathering must occur as groundwater moves from this ridgetop site to the stream.",99,Journal,ar,Article,100,1,1,Dissolved organic carbon | Nitrogen | Nutrient cycles | Phosphorus | Puerto Rico | Soil solution | Throughfall | Tropical rain forest,23435,undefined,0,FALSE,23,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0345177197,SCOPUS_ID:0345177197,2-s2.0-0345177197,"Stratification of ants (Hymenoptera, Formicidae) in a primary rain forest in Sabah, Borneo",Brühl C.A.,Journal of Tropical Ecology,02664674,14,3,285-297,1998-05-01,May 1998,10.1017/S0266467498000224,"The ant fauna of a rain forest in Sabah, Malaysia was sampled by using different collecting methods in three strata. In total, 524 morphospecies of ants could be distinguished. They belong to seven subfamilies and 73 genera. So far, the ant community described is the most species rich published for a primary tropical rain forest. Regarding the stratification in the forest, the leaf litter community comprised as many ant species as the lower vegetation or canopy. Furthermore the litter stratum had the highest generic diversity. The stratification of ants in rain forests seems to be a very strict one with the majority of species (75%) being related to only one stratum. This is in contrast to findings on the stratification of beetles in rain forests. The stratification and a radiation of some groups into vegetation and canopy, where a broad spectrum of permanent habitats exist, is responsible for the high diversity of ants in tropical rain forests.",145,Journal,ar,Article,100,3,3,Ants | Canopy | Diversity | Litter | Rain forest | Southeast Asia | Stratification,23435,undefined,0,FALSE,24,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031847483,SCOPUS_ID:0031847483,2-s2.0-0031847483,"Seed dispersal by Ceratogymna hornbills in the Dja Reserve, Cameroon",Whitney K.,Journal of Tropical Ecology,02664674,14,3,351-371,1998-05-01,May 1998,10.1017/S0266467498000273,"Seed dispersal is a process critical to the maintenance of tropical forests, yet little is known about the interactions of most dispersers with their communities. In the Dja Reserve, Cameroon, seed dispersal by the hornbills Ceratogymna atrata, C. cylindricus and C. fistulator (Aves: Bucerotidae) was evaluated with respect to the taxonomic breadth of plants dispersed, location of seed deposition and effects on seed germination. Collectively, the three hornbill species consumed fruits from 59 tree and liana species, and likely provided dispersal for 56 of them. Hornbill-dispersed tree species composed 22% of the known tree flora of the site. Hornbill visit lengths, visit frequencies, and seed passage times indicated that few seeds were deposited beneath parent trees; in five hornbill/tree species pairings studied, 69-100% of the seeds ingested were deposited away from the parent trees. Germination trials showed that hornbill gut passage is gentle on seeds. Of 24 tree species tested, 23 germinated after passage by hornbills; of 17 planted with controls taken directly from trees, only four species showed evidence of inhibition of germination rate, while seven experienced unchanged germination rates and six experienced enhanced germination rates. Results suggested that Ceratogyma hornbills rank among the most important seed dispersers found in Afrotropical forests, and they deserve increased conservation attention. Ceratogymna hornbills are likely to become increasingly important in Forest regeneration as populations of larger mammalian seed dispersers (such as forest elephants and primates) diminish.",89,Journal,ar,Article,100,8,8,Birds | Ceratogymna | Diet | Frugivory | Rain forest | Seed deposition | Seed dispersal | Seed germination | Seed passage,23435,undefined,0,FALSE,25,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031846283,SCOPUS_ID:0031846283,2-s2.0-0031846283,Distribution of primary forest plant species in a 19-year old secondary forest in French Guiana,Toriola D.,Journal of Tropical Ecology,02664674,14,3,323-340,1998-05-01,May 1998,10.1017/S026646749800025X,"Secondary succession in a 19-y old tropical rainforest of French Guiana was investigated through the distribution pattern of primary forest species. The experimental plot of 25 ha was logged to simulate conditions of a paper pulp cut. Enumeration of all plants of height ≤50 cm in 52 subplots 10 m x 10 m indicated the number of species and individuals in five species categories; short-lived pioneer species, pioneer species that persist in mature forest, primary forest species capable of germinating in shade, primary forest species that indicate a preference for clearings (small gaps) in mature forest and understorey primary forest species. Change in proportion of the most abundant species (≤1 cm dbh) over the last 15 y indicated a decrease in short-lived pioneer species and an increase in pioneers that can persist in the mature forest. Proportion of species categories per height class indicated that primary forest species were mainly found in the lower height class in this forest which is largely dominated by secondary forest tree species forming a canopy that rarely exceeds 20 m. Individuals of primary forest species were encountered on ARBOCEL as sprouts from large stumps, sprouts from juveniles or as untraumatised saplings or juveniles. The distribution pattern in a 4-ha area of 11 selected primary forest canopy tree species revealed an overall trend in recolonisation of this species category in the secondary forest. Considered individually, the clustered distribution of stems of Eperua grandiflora showed the importance of regeneration through sprouting or remaining individuals. The gradient distribution, oriented from the edge to the centre of the studied plot, and displayed by the stem densities of Virola michelii, suggested a recent progressive dispersal of seeds. A more dynamic recolonisation front was observed for the primary forest understorey species Cassipourea guianensis and was probably linked to both the initial logging conditions and the fact that this species fruits when relatively young.",29,Journal,ar,Article,100,3,3,French Guiana | Natural regeneration | Primary forest species | Recolonization | Secondary forest | Spatial distribution | Sprouts,23435,undefined,0,FALSE,26,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031846282,SCOPUS_ID:0031846282,2-s2.0-0031846282,Food habits of Cynopterus brachyotis (Muller) (Chiroptera: Pteropodidae) in Peninsular Malaysia,Tan K.,Journal of Tropical Ecology,02664674,14,3,299-307,1998-05-01,May 1998,10.1017/S0266467498000236,"Information on the feeding habits of the lesser dog-faced fruit bat, Cynopterus brachyotis, was obtained by the collection of food remains directly beneath daytime and feeding roosts. The bats were found to feed on the fruits of 54 plant species, the leaves of 14 species and the flower parts of four species. The seasonal phenological differences among congeneric plant species led to a steady production of fruit throughout the year and the data suggest that Ficus spp. are a key component in the diet. Judging from its wide selection of fruits, C. brachyotis, is considered to be an important seed disperser. Folivory in C. brachyotis appears to be more common than previously thought. Of the leaves consumed by the bats, seven species belonged to the family Leguminosae, followed by Myrtaceae, Moraceae, Rhizophoraceae and Euphorbiaceae. Fruits, in general, provide an energy-rich diet for phytophagous bats but most are low in protein. In contrast, leaves consumed by bats have a relatively high protein content. We suggest that folivory (by leaf fractionation) should be energetically more advantageous than the ingestion of large amounts of low protein fruit or the active pursuit of mobile insects.",51,Journal,ar,Article,100,3,3,Cynopterus brachyotis | Ficus | Flowers | Folivory | Fruits | Malaysia | Secondary forest,23435,undefined,0,FALSE,27,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031817892,SCOPUS_ID:0031817892,2-s2.0-0031817892,Effects of light availability and rainfall on leaf production in a moist tropical forest in central Panama,Barone J.,Journal of Tropical Ecology,02664674,14,3,309-321,1998-05-01,May 1998,10.1017/S0266467498000248,"New leaf production in seasonal tropical forests may result from changes in water or light availability. In this study, the relationship between leaf flushing, photosynthetically active radiation (PAR) and rainfall was examined for understorey saplings in a moist tropical forest over one year. During the wet season, weeks with greater PAR were correlated with a greater proportion of saplings flushing new leaves during subsequent weeks in nine out of ten species. Rainfall was negatively correlated with subsequent leafing during the wet season for six of ten species. However, during the dry season, rainfall was positively correlated with leafing during the following weeks for six species, but the relationship was much weaker. PAR in the dry season was negatively correlated with flushing in eight species. These results support the hypothesis that under well-watered conditions, light limits leaf production, and peaks in insolation result in greater leaf production.",22,Journal,ar,Article,100,1,1,Barro Colorado Island | Leaf phenology | Light availability | Panama | PAR | Rainfall | Tropical forests,23435,undefined,0,FALSE,28,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031817820,SCOPUS_ID:0031817820,2-s2.0-0031817820,"Sugar composition of wild fruits in Hong Kong, China",Ko I.,Journal of Tropical Ecology,02664674,14,3,381-387,1998-05-01,1 May 1998,10.1017/S0266467498000297,NA,25,Journal,ar,Article,100,3,3,Birds | Carbohydrates | Frugivory | Fruit | Mammals | Sugars,23435,undefined,0,FALSE,29,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031816597,SCOPUS_ID:0031816597,2-s2.0-0031816597,Buttress formation and directional stress experienced during critical phases of tree development,Chapman C.,Journal of Tropical Ecology,02664674,14,3,341-349,1998-05-01,May 1998,10.1017/S0266467498000261,"Patterns of buttress formation in tropical trees vary greatly within and among species. In Kibale National Park, Uganda, some form of a buttress was found on 23% of the 78 species (1785 trees) sampled from a variety of distantly related families. Large differences in buttress formation were documented within a single family and even within the same genus. Previous studies have suggested that buttresses are mechanical adaptations to counter asymmetric loads experienced during brief critical phases in a tree's development and these persist after the need for a mechanical support has disappeared. As a tree grows from the understorey, up to the canopy, or emerges from the canopy, the potential number of occasions that a tree will experience directional stress increases. Many canopy level trees will probably have been in the vicinity of a treefall gap during their development, while emergent trees may experience gap exposure in addition to wind stresses associated with canopy emergence. Therefore, it is predicted that understorey trees should have fewer and less developed buttresses (after correcting for overall tree size) than canopy trees, which should have fewer and less developed buttresses than emergent trees. Detailed measurements of buttresses from 194 trees of eight species support this prediction. There was no evidence that trees thought to have experienced directional stress associated with selective logging almost 30 y ago had increased the number or size of existing buttresses. The pattern of buttressing in Kibale generally supports the idea that buttresses are mechanical adaptations to counter episodic asymmetric loads, and that buttresses persist after the need for a mechanical support has disappeared.",14,Journal,ar,Article,100,3,3,Buttress | Kibale National Park | Life history | Phenotypic plasticity | Uganda,23435,undefined,0,FALSE,30,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2642689671,SCOPUS_ID:2642689671,2-s2.0-2642689671,Postdispersal fruit and seed removal by forest-dwelling rodents in a lowland rainforest in Mexico,Sánchez-Cordero V.,Journal of Tropical Ecology,02664674,14,2,139-151,1998-03-01,March 1998,10.1017/S0266467498000121,"This study examined whether postdispersal fruit and seed removal by terrestrial mammals of common plant species was affected by the type of item, item density (low, medium, high), and habitat (gap, mid-succession, mature). Fruits of Brosimum alicastrum and Ficus yoponensis (Moraceae), Astrocaryum mexicanum (Palmae), and Nectandra ambigens (Lauraceae), and seeds of Omphalea oleifera (Euphorbiaceae) and Cymbopetalum baillonii (Annonaceae) were tested at the Los Tuxtlas rainforest in Mexico. Item removal from 108 experimental patches (N= 2340 fruits or seeds for each plant species tested) after 5 d was lower for F. yoponensis (6.6%) than for N. ambigens (68.8%), B. alicastrum (67.8%) C. baillonii (64.0%) and A. mexicanum (60.0%). No seeds of O. oleifera were removed. A higher fruit or seed removal was observed from high density than low density food patches in A. mexicanum, C. baillonii and N. ambigens, but not in B. alicastrum and F. yoponensis. A higher fruit or seed removal was observed from food patches in mature forest than in gaps in all plant species tested. Similar removal values between open (open to all terrestrial mammals) and caged (open to small rodents) fruit and seed patches, abundant rodent live-trapping, and a scarcity of large terrestrial mammals, indicated that forest-dwelling small rodents were the main postdispersal removal agents. Differences in plant species seedling recruitment resulting from small rodent food choices can partially determine long-term forest floristic composition at the Los Tuxtlas rainforest.",73,Journal,ar,Article,100,2,2,NA,23435,undefined,0,FALSE,31,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031954744,SCOPUS_ID:0031954744,2-s2.0-0031954744,Mineral nutrient concentrations as a function of seed size within seed crops: Implications for competition among seedlings and defence against herbivory,Grubb P.,Journal of Tropical Ecology,02664674,14,2,177-185,1998-03-01,March 1998,10.1017/S0266467498000145,"The intra-crop variation in the concentrations of major nutrients in the embryo-cum-endosperm (EE) fraction of seeds of 12 tree species of SE Asian lowland rain forest was investigated. Increased seed size was associated with a significant decrease in the EE concentration of N in 10 species, P and K in seven, Mg in six, and Ca in four. In contrast, the EE nutrient content increased with seed size, typically by about 1.6-fold where seed mass was 2-fold greater. In three species the allocation to protective tissues decreased with increased seed size. The results are potentially relevant to competition among young seedlings, optimal foraging by predators, allocation to defence by plants, and understanding the controls on filling of seeds.",45,Journal,ar,Article,100,2,2,Defence | Mineral nutrients | SE Asia | Seeds | Tropical lowland rain forest,23435,undefined,0,FALSE,32,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031949453,SCOPUS_ID:0031949453,2-s2.0-0031949453,Ecological relationships of a guild of tropical beetles breeding in Cecropia petioles in Costa Rica,Jordal B.H.,Journal of Tropical Ecology,02664674,14,2,153-176,1998-03-01,March 1998,10.1017/S0266467498000133,"Petioles are not usually thought of as a habitat for wood-boring insects. The large, woody leaf petioles of Neotropical Cecropia trees, however, have a diverse coleopterous fauna: 36 beetle species in three subfamilies of Cerambycidae and Curculionidae were recorded from Cecropia leafstalks in Costa Rica. A high percentage of the petioles were colonized by beetles in many patches, though fewer were colonized in sun-exposed sites. Community composition was dependent on forest type, petiole moisture and geographical location, but not on the species of Cecropia. Species of Scolytinae were most abundant though species of Zygopinae and Lamiinae were found regularly. The host-specific scolytine genus Scolytodes dominated in most localities, although species of Hypothenemus, Coccotrypes and Xylosandrus morigerus occurred frequently. Sympatric species of Scolytodes clearly used different parts of the petioles. Brood sizes of scolytine beetles were extremely low, ranging from two to ten offspring on average. However, mortality due to parasitoid wasps or predators was low, and since fresh leaves fall close to the previously fallen ones, mortality due to dispersal may also be low. Thus, large beetle populations can exist despite extremely low brood sizes.",30,Journal,ar,Article,100,2,2,Cecropia | Cerambycidae | Costa Rica | Curculionidae | Guild | Lamiinae | Patchy habitats | Petiole | Scolytinae | Zygopinae,23435,undefined,0,FALSE,33,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031949283,SCOPUS_ID:0031949283,2-s2.0-0031949283,"Tree seedling performance in canopy gaps in a tropical rain forest at Nouragues, French Guiana",Van Der Meer P.,Journal of Tropical Ecology,02664674,14,2,119-137,1998-03-01,March 1998,10.1017/S026646749800011X,"The effect of natural canopy gaps on the performance of naturally occurring tree seedling populations was studied in a tropical rain forest in French Guiana. This was done at two levels of scale. Firstly, on a 20 m x 250 m forest transect intersecting four canopy gaps, it was investigated how patterns of recruitment, growth and survival of seedlings of Cecropia obtusa, Dicorynia guianensis and Pourouma bicolor differed between canopy gaps and closed forest. Secondly, for one large natural canopy gap, performance of seedling cohorts established before ('pre-gap' cohorts) and after ('post-gap' cohorts) gap formation was studied in relation to environmental heterogeneity. The direct site factor (DSF) was used as an indicator of light availability in the gap zone. Cecropia specialised in large gaps, and also in specific sites within the large gap: seedling performance was increased by light, and by dead wood. Pourouma mainly germinated under closed forest conditions, where it can survive for a long period until a canopy gap is formed nearby. Pourouma seedlings adjusted well to the new gap environment but they did not specialise in specific places within the gap. Seedling location of Pourouma seedlings was mainly determined by accidental positioning before gap formation. Dicorynia was able to germinate both in gaps and under closed forest conditions. Although the number of gaps studied in this study was low, the results show that seedling establishment, early growth and survival of the three tree species were affected by canopy gaps and by the environmental heterogeneity within a large gap.",50,Journal,ar,Article,100,3,3,Canopy gaps | Cecropia obtusa | Dicorynia guianensis | Light availability | Pourouma bicolor | Seedling dynamics | Seedling growth | Tropical rain forest,23435,undefined,0,FALSE,34,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031949082,SCOPUS_ID:0031949082,2-s2.0-0031949082,"Gap-phase regeneration in selectively logged lowland swamp forest, northeastern Costa Rica",Webb E.L.,Journal of Tropical Ecology,02664674,14,2,247-260,1998-03-01,March 1998,10.1017/S0266467498000194,"For sustainable logging to be achieved in tropical forests, there must be successful gap-phase regeneration to restock the logged-over area. This study examined three aspects of gap-phase regeneration in selectively logged lowland swamp forest of northeast Costa Rica. First, logging gaps were censused immediately after extraction to determine the density of advanced regeneration. Stem density and basal area of residual trees ≤10 cm dbh in logging gaps was >85% lower than undisturbed forest, and all trees in gaps had sustained structural damage. The common canopy species Pentaclethra macroloba (Fabaceae) was the most abundant species in gaps whereas the timber tree Carapa nicaraguensis (Meliaceae) was absent from all censused gaps. This suggests that canopy replacement, particularly by Carapa, will depend on trees < 10 cm dbh or by seed input into logging gaps. Second, the diversity of the understorey was compared with 6-y old single-tree and multiple-tree logging gaps. Multiple-tree logging gaps were the most diverse, but dominated by two ruderal species; however many shade-tolerant species were present in those gaps. This indicates that controlled selective logging can result in a localized shift in species composition, but that logging gaps should return to pre-logging composition with time under a carefully implemented, controlled harvesting regime. Finally, this study found a significant effect of a fringing Carapa tree on logging gap seedling density. Thus, seed arrival into gaps is a barrier to logging gap regeneration, particularly for a large-seeded tree species. Gap-phase regeneration by a large-seeded tree species in managed forest would benefit from seed broadcasting into gaps.",22,Journal,ar,Article,100,1,1,Carapa nicaraguensis | Forest management | Gaps | Tropical forestry,23435,undefined,0,FALSE,35,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031925755,SCOPUS_ID:0031925755,2-s2.0-0031925755,Ecosystem dynamics at disturbed and undisturbed sites in North Queensland wet tropical rain forest. III. Nutrient returns to the forest floor through litterfall,Herbohn J.,Journal of Tropical Ecology,02664674,14,2,217-229,1998-03-01,March 1998,10.1017/S0266467498000170,"The nutrient contents and accessions in litterfall over a period of 3 y are reported for undisturbed areas and at two sites disturbed by selective harvesting in tropical rain forest in North Queensland, Australia. Mean concentrations (mg g-1 dry weight) of nutrients in litterfall ranged from 10 to 12 for nitrogen; 0,33 to 0.43 for phosphorus; 3.6 to 4.3 for potassium; 6.0 to 10.5 for calcium; and 1.7 to 2.6 for magnesium. These concentrations are in the middle to lower part of the spectrum of values recorded for tropical forests. Accessions of nutrients in litterfall (kg ha-1 y-1) ranged from 59 to 64 N; 1.9 to 2.4 P; 20 to 24K; 34 to 63 Ca; and 9 to 16 Mg. These rates, particularly for N and P, are among the lowest recorded for tropical forests. There were no consistent between-site differences in total nutrient accessions in small litterfall. In terms of the contribution of litterfall to the accessions of nutrients to the forest floor, this suggests that the logged sites have recovered from the effects of selective harvesting within 25 y. Nutrient accessions at each site were distinctly seasonal, with maximum accessions occurring in the late dry season to late in the wet season. Leaf-fall accounted for the largest proportion of nutrient accessions over the study period, although at certain times accessions in both reproductive material and wood were significant. A cyclone which crossed the coast near the study sites resulted in large nutrient accessions over a short period but had little effect on the total annual accession. A comparison with previous studies of litterfall in Australian tropical rainforests indicates that nutrient return in litterfall is directly related to soil fertility.",29,Journal,ar,Article,100,2,2,Australia | Cyclonic effects | Disturbance | Litterfall | North Queensland | Nutrient accessions | Nutrient content | Rain forest | Selective logging,23435,undefined,0,FALSE,36,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031901603,SCOPUS_ID:0031901603,2-s2.0-0031901603,Dung beetles as secondary seed dispersers: Impact on seed predation and germination,Shepherd V.,Journal of Tropical Ecology,02664674,14,2,199-215,1998-03-01,March 1998,10.1017/S0266467498000169,"Dispersal of seeds away from the parent plant may facilitate escape from density-dependent seed mortality. However, many post-dispersal events can have a profound influence on the survival of dispersed seeds. By incorporating seeds in the dung that dung beetles process for consumption and oviposition, dung beetles could enhance seed survival if they remove seeds from areas of high predation risk and place them in locations that avoid subsequent predation and that are suitable for germination. The role of dung beetles in seed survival was investigated over 15 mo in Kibale National Park, Uganda. Depths of seeds buried by beetles, levels of predation on buried and unburied seeds, and germination success of seeds buried to different depths were examined. Results suggest that by burying seeds dung beetles increase the probability that seeds will escape predation and germinate. Of seeds placed in dungpiles, 69% remained at the surface, while 25% were buried from 1-3 cm in depth. Larger seeds were buried more shallowly than smaller seeds. Buried seeds were less likely to be removed by predators than seeds at the surface. Germination of seeds buried at 1- and 3-cm depths was significantly higher than seeds buried at 10 cm. For the species tested, many seeds were buried by dung beetles between 1 and 3 cm and at this depth there was a high probability of escaping predators and germinating. This demonstrates the potential ecological importance of dung beetles in facilitating seed survival and provides data to consider the role of dung beetles in the evolution of seed attributes.",102,Journal,ar,Article,100,2,2,Dung beetles | Kibale National Park | Regeneration | Seed dispersal | Seed size | Uganda,23435,undefined,0,FALSE,37,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031900619,SCOPUS_ID:0031900619,2-s2.0-0031900619,Seedling growth of Shorea (Dipterocarpaceae) across an elevational range in Southwest Sri Lanka,Gunatilleke C.V.S.,Journal of Tropical Ecology,02664674,14,2,231-245,1998-03-01,March 1998,10.1017/S0266467498000182,"Performance of seedlings of seven rain forest, canopy dominant Shorea species was studied in a transplant experiment in forest sites at three different elevations (low, mid and high) within the humid zone of southwest Sri Lanka. Five species generally inhabit low- to mid-elevations, one at mid- and lower montane elevations, and one exclusively at lower montane elevations. Temperature, rainfall and cloudiness varied with elevation. For each site seedlings were grown in pots under partial shade conditions using similar soils and evermoist conditions. All growth measures showed differences among elevation sites, among species and in the interaction between species and elevation sites. Performances of species collectively showed (i) decline in height and leaf number with increase in elevation, (ii) higher dry mass at low- and mid-elevation sites compared to that at high-elevation and (iii) a higher mass of single leaves at the mid-elevation site than at the high-elevation site. Rank order of species changed across elevations for both height and dry mass. Dry mass declined with elevation in four of the seven species studied. S. gardneri, the only exclusively lower montane species, increased dry mass with elevation. Height declined with elevation for six of the species with only S. gardneri showing no change. Changes with elevation in the rank order of species for total leaf number and mass of single leaves were small. However, total leaf number and masses of single leaves differed among species and among elevations. S. megistophylla and S. disticha had a few leaves with high individual masses, while S. gardneri, S. affinis and S. trapezifolia had many leaves with less mass per individual leaf. One group of species showed relatively little change in leaf number per seedling and large changes in mass of single leaves. The other group varied more in leaf number but mass of individual leaves remained constant. Growth allocation to leaf production versus individual leaf size appears related to the successional division of Shorea section Doona. Also all species grew better at the low-elevation site irrespective of their natural ranges except S. gardneri, whose natural range is restricted to high elevations, and exhibits markedly lower growth responsiveness than the other wider ranging species.",11,Journal,ar,Article,100,4,4,Asia | Dipterocarps | Rain forest | Regeneration | Seedling morphology | Sinharaja,23435,undefined,0,FALSE,38,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84972363420,SCOPUS_ID:84972363420,2-s2.0-84972363420,Erratum,Ernst W.,Journal of Tropical Ecology,02664674,4,3,322,1998-01-01,August 1998,10.1017/S0266467400002959,NA,0,Journal,er,Erratum,100,4,4,NA,23435,undefined,1,TRUE,39,all,All Open Access,14697831
true,https://api.elsevier.com/content/abstract/scopus_id/2642690678,SCOPUS_ID:2642690678,2-s2.0-2642690678,Tree spatial patterns in three contrasting plots of a southern Indian tropical moist evergreen forest,Pélissier R.,Journal of Tropical Ecology,02664674,14,1,1-16,1998-01-01,January 1998,10.1017/S0266467498000017,"In a primary dense moist evergreen forest of southern India, spatial patterns of trees ≤30 cm gbh were investigated from three contrasting 0.4-ha plots that differed in topography and amount of disturbance due to treefall. Exploratory data analysis is based on second-order neighbourhood and pair-correlation statistics used to describe the degree of clustering/regularity in patterns of all trees, and the degree of attraction/repulsion between young trees and adults. Stochastic simulations from the Markov point process models are then used to fit spatial interaction models. The results show that spatial patterns can be related to particular dynamic processes which depend on both exogenous and endogenous factors: on steep slopes disturbed by many treefalls, spatial pattern displays large clusters which can be interpreted as within-gap regeneration stages of various ages, while in areas undisturbed over a long period, interactions between young trees and adults give rise to spatial patterns consistent with substitution dynamic processes implying standing mortality rather than treefalls. Characterizing forest dynamics through spatial patterns of trees opens up the possibility of mapping structural units that might be considered as elementary functional patches of the forest mosaic.",72,Journal,ar,Article,100,1,1,Forest dynamics | Forest mosaic | India | Rainforests | Spatial point patterns | Spatial point processes | Western Ghats,23435,undefined,0,FALSE,40,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032424828,SCOPUS_ID:0032424828,2-s2.0-0032424828,Nodulation of Pterocarpus officinalis in the swamp forest of Guadeloupe (Lesser antilles),Saur E.,Journal of Tropical Ecology,02664674,14,6,761-770,1998-01-01,November 1998,10.1017/S0266467498000558,"Nodulation of Pterocarpus officinalis appears to be widely distributed in the swamp forest of Guadeloupe even under conditions of permanent waterlogging. The large majority of the nodules were found above the water table and as such were located on large aerial buttresses or on root hairs which develop mainly in emerged soil. Further, large trees modify their environment by accumulating litter between the buttresses to the point of ensuring sufficient topographic elevation to keep a volume of soil regularly emerged. Consequently the nodules were concentrated in a small circle (5 m in diameter) around the oldest trees. A few nodules (5%) survived under the water table, provided that healthy root hairs were present, and this kept the rate of nodulation constant over a vertical gradient (0.9 nodule g-1 root DW). The C2H4-evolution rate of P. officinalis, 2.6-5.9 μmol h-1 g-1, appeared to be quite low compared to that of the potted Gliricidia sepium cuttings (19.4 μol h-1 g-1), but was considerably higher than that of the woody liana Dalbergia monetaria (1.0 μmol h-1 g-1) from the same swamp forest site as P. officinalis. It was concluded that P. officinalis is a N2-fixing tree species under the waterlogged conditions of tropical swamp forests, and was hypothesised that the symbiotic nitrogen fixation on P. officinalis buttresses and root hairs could be considered as an additional adaptation to flooded soil and a contribution to its success in the tropical swamp forests of the Caribbean region.",25,Journal,ar,Article,100,4,4,Acetylene reduction assay | Aerial nodules | Buttress roots | Flooded soil | Guadeloupe | Nodule morphology | Pterocarpus officinalis | Symbiotic nitrogen fixation | Tropical swamp forest,23435,undefined,0,FALSE,41,NA,NA,NA
