@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:eIssn,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/84962467941,SCOPUS_ID:84962467941,2-s2.0-84962467941,"Density, spatial distribution and mortality rate of the sea urchin Diadema mexicanum (Diadematoida: Diadematidae) at two reefs of Bahías de Huatulco, Oaxaca, Mexico",Díaz-Martínez J.,Revista de Biologia Tropical,00347744,63,NA,173-182,2015-01-01,2015,"Diadema mexicanum, a conspicuous inhabitant along the Mexican Pacific coast, is a key species for the dynamics of coral reefs; nevertheless, studies on population dynamics for this species are scarce. Monthly sampling was carried out between April 2008 and March 2009 at Isla Montosa and La Entrega, Oaxaca, Mexico using belt transects. Population density was estimated as well as abundance using Zippin’s model. The relationship of density with sea-bottom temperature, salinity, pH, and pluvial precipitation was analyzed using a step by step multiple regression analysis. Spatial distribution was analyzed using Morisita’s, Poisson and negative binomial models. Natural mortality rate was calculated using modified Berry’s model. Mean density was 3.4 ± 0.66 ind·m-2 in La Entrega and 1.2 ± 0.4 ind·m-2 in Isla Montosa. Abundance of D. mexicanum in La Entrega was 12166 ± 25 individuals and 2675 ± 33 individuals in Isla Montosa. In Isla Montosa there was a positive relationship of density with salinity and negative with sea-bottom temperature, whereas in La Entrega there was not a significant relationship of density with any recorded environmental variable. Monthly mortality rate was 0.10 in La Entrega and 0.15 in Isla Montosa. Spatial distribution pattern was aggregated for both localities during the sampling period with oscillations in the intensity of aggregation. Higher density and abundance, and a low mortality rate, indicate better conditions for the population of D. mexicanum in La Entrega, contrasting with those of Isla Montosa where apparently there are more stressful conditions associated to stronger oceanographic conditions and a higher sedimentation rate resulting from the proximity of the Copalita River.",3,NA,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,83,22152075,10.15517/rbt.v63i2.23152,Black urchin | Echinodermata | Echinoidea | Mexican south pacific | Population ecology,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84962467898,SCOPUS_ID:84962467898,2-s2.0-84962467898,"Golfo Dulce, Costa Rica, an important foraging ground for the pacific hawksbill Turtle (Eretmochelys imbricata)",Chacón-Chaverri D.,Revista de Biologia Tropical,00347744,63,NA,351-362,2015-01-01,2015,"Limited quantitative information is available for hawksbill turtles (Eretmochelys imbricata) at foraging grounds in the Eastern Tropical Pacific (ETP), where the species composes one of the most endangered marine turtle populations on the planet. Between August 2010 and March 2013 we captured individual hawksbill turtles using entanglement nets along the edges of mangroves and seagrasses of the Golfo Dulce, in southwest Pacific Costa Rica. A total of 62 hawksbills were captured, including 14 recaptures, of which 46 (74.19%) were juveniles (CCL<66cm) and 16 (25.81%) were adults. The catch per unit effort (1 unit: 100m of net for 7h) during the study ranged between 0.03 and 0.07. The Golfo Dulce is highly turbid during the rainy season (May-November), particularly at our study area, as high sediment loads due to intensive runoff lead to poor water clarity. The probability of detection of hawksbills was considerably higher in the dry season (December-April) compared to the rainy season, suggesting these turtles may prefer waters with higher clarity. None of the individuals captured had evidence of internal or external tags, making it possible to conclude that they had not been previously marked at other feeding or breeding sites. A total of 28 (45.16%) individuals were found to host the ectoparasitic barnacle Stephanolepas muricata, which in high concentrations can be harmful by limiting the mobility of organs and limbs. Although consistent in-water quantification of hawksbills in the ETP remains scant, this study represents the longest and most robust marine monitoring dataset for hawksbills in the region to date. Our findings highlight the relevance of the Golfo Dulce as an important foraging ground for hawksbill turtles in the ETP and emphasize the need to monitor and protect this habitat to aid efforts to recover this critically endangered marine turtle population.",11,NA,Journal,ar,Article,100,4,4,13567,undefined,1,TRUE,84,22152075,10.15517/rbt.v63i1.23114,Costa Rica | Entanglement nets | Eretmochelys imbricata | Golfo Dulce | Hawksbill turtle | Sea grass,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84962467598,SCOPUS_ID:84962467598,2-s2.0-84962467598,"Natural regeneration capacity of the mangrove forest of Tortuga Estuary, Osa, Puntarenas, Costa Rica",Vargas-Fonseca E.,Revista de Biologia Tropical,00347744,63,NA,209-218,2015-01-01,2015,"The study was conducted from February 2011 to January 2012, in the mangrove forest of Tortuga Estuary. A total of six parcels, each measuring 9m2, were established in the area, to evaluate the survival and growth rates of the mangrove seedlings. By the end of the study all parcels presented 100% mortality, indicating that the area is not recruiting young trees and therefore is not regenerating naturally. The results of this study suggest that the low salinity of the water table and the high rate of deposition of sediments, are the causes of the low survival rate of the seedlings and could also be affecting the adult individuals. The adult trees presented deteriorated health signs such as decomposition of their stilt roots and total loss of foliage. The borders of this ecosystem were georeferenced and compared with the official map that declares the Natural Patrimony of the Country, to determine areas that should be protected under this category. In general the mangrove forest of this estuary can be divided in two zones: the first one is characterized by a mature forest of mainly two species: Rhizophora racemosa (G. Mey.) and Pelliciera rhizophorae (Triana & Planch.). The second one is located in the banks of sand of the estuary, where the dominant specie is Laguncularia racemosa (C.F. Gaertn) in young stages. Both of these areas include mangrove ecosystems that are not included in the Natural Patrimony category.",0,NA,Journal,ar,Article,100,1,1,13567,undefined,1,TRUE,85,22152075,10.15517/rbt.v63i1.23104,Laguncularia racemosa | Patrimonio Natural del Estado | Pelliciera rhizophorae | Restoration | Rhizophora racemosa | Seedling | Survival,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84962467366,SCOPUS_ID:84962467366,2-s2.0-84962467366,Regeneration rate after fission in the fissiparous sea star Allostichaster capensis (Asteroidea),Rubilar T.,Revista de Biologia Tropical,00347744,63,NA,321-328,2015-01-01,2015,"Many studies have focused on the regeneration rate of arms in Asteroidea but no studies have focused on the regeneration rate after fission. Allostichaster capensis is a fissiparous sea star with a wide range of distribution. In Golfo Nuevo (42°46’49’’ S - 64°59’ 26’’ W) sea stars undergo fission every spring and summer and regenerate the rest of the year. To analyze the regeneration rate, we conducted an experiment with sea stars collected just before fission. After sea stars underwent fission, the length of the three non-regenerating and the three regenerating arms were measured weekly. The arm length (regenerating and non-regenerating) was used in non-Linear Mixed Effect models in order to account for within-individual correlation in different models. The regenerating arms regenerate according to a Quadratic model, while the non-regenerating arms regenerate according to a linear model. In the regenerating arms, the regeneration rate was estimated to be 0.1 mm.week-1 and in the non-regenerating arms, the growth rate was 0.004 mm.week-1. Sea stars regenerate ca. 20 % of the arm in one month, and it takes about 5 months to be completely regenerated. At the beginning, the regeneration rate is fast generating the growth of the arms, once the pyloric caeca and gonads are present inside the arms the regeneration rate slows down probably due to allocation to gametes and pyloric caeca and arms. The factors that regulate the regeneration rate are unknown. However, food availability and energy storage seem to play an important role.",2,NA,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,86,22152075,10.15517/rbt.v63i2.23166,Allostichaster capensis | Asteroidea | Fission | Mixed-model effects | Regeneration rate,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84962464663,SCOPUS_ID:84962464663,2-s2.0-84962464663,Gametogenic cycle of the rock boring urchin Echinometra lucunter (Echinodermata: Echinoidea) in northeastern Venezuela,Reyes-Luján J.,Revista de Biologia Tropical,00347744,63,NA,273-283,2015-01-01,2015,"Several species of sea urchins are a potential resource for the production of gonads for consumption in Venezuela. We studied the gametogenic cycle and the gonadosomatic index (GSI) of the rock boring urchin Echinometra lucunter between June 2010 and November 2011 in northeastern Venezuela (Isla Lobos, Península de Araya and Turpialito, Gulf of Cariaco). The gonads are composed of long ramified acini, covered by connective tissue, followed by a thin layer of cells that differentiate into nutritive phagocytes and gametes, which change in their proportion and size with the maturity stage. Generally, several maturity stages were observed in both locations, showing simultaneous spawning. At Isla de Lobos the individuals in reserve stage predominated with a short period of sexual maturity, while mature and spawned individuals predominated in Turpialito. The GSI suggests that the greatest spawning activity is associated to the rainy season; showing a conservative reproductive activity, accruing energetic reserves during the period of higher primary productivity associated to coastal upwelling, when the energy of nutritive phagocytes is transferred to gametes, for gamete development and spawning. The biological and reproductive characteristics of individuals at Turpialito showed higher GSI having more gonadal tissue for commercial consumption.",1,NA,Journal,ar,Article,100,6,6,13567,undefined,0,FALSE,87,22152075,10.15517/rbt.v63i2.23162,Gametogenic cycle | Gonadal index | Nutritive phagocyte | Reproductive strategy,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84962463375,SCOPUS_ID:84962463375,2-s2.0-84962463375,Morphological plasticity in the Aristotle’s lantern of Arbacia dufresnii (Phymosomatoida: Arbaciidae) off the Patagonian coast,Epherra L.,Revista de Biologia Tropical,00347744,63,NA,339-351,2015-01-01,2015,"The relative size of the Aristotle’s lantern of most sea urchins varies in relation to the food availability and it is often used to infer the availability of food of the environment. The aim of our study was to evaluate the lantern morphology plasticity of Arbacia dufresnii in populations with different environmental characteristics, either mussel beds or disturbed areas, by the invasive alga Undaria pinnatifida along the Patagonian Atlantic coast. The test diameter of the sea urchins along with the weight and height of the lanterns, the jaw lenght and rotula lenght were measured. Classic and geometric morphometric analyses were performed to test differences among populations. The length of the jaw was the best indicator of relative changes in size of the lantern. The largest length of the jaw was measured in individuals from disturbed areas dominated by the invasive algae U. pinnatifida. The rotula shape changed with the increase of the diameter of the sea urchins, it tends to be more elongated with larger sea urchins.",7,NA,Journal,ar,Article,100,6,6,13567,undefined,0,FALSE,88,22152075,10.15517/rbt.v63i2.23168,Arbacia dufresnii | Echinoidea | Food availability | Geometric morphometrics | Jaw | Patagonia,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84962463362,SCOPUS_ID:84962463362,2-s2.0-84962463362,"Histology of the digestive tract of three species of sea cucumber Isostichopus badionotus, isostichopus sp. and Stichopus hermanni (Aspidochirotida: Stichopodidae)",Vergara W.,Revista de Biologia Tropical,00347744,63,4,1021-1033,2015-01-01,2015,"Sea cucumbers have an important ecological role in the marine environment because they are able to process organic and inorganic matter, which contributes to the oxygenation and energy transfer in the ecosystem. In general, there is a lack of knowledge on the basic morphology of native species of sea cucumber and the function of vital organs. The aim of this study was to describe the histology of the digestive tract (DT) of three species of holothuroids from Rodadero Bay, Colombia. Thirty specimens of Isostichopus badionotus, Stichopus sp. and Stichopus hermanni were obtained and sacrificed by hypothermia. In the laboratory, sections of foregut, midgut and hindgut were obtained and fixed in formalin (10%) for later conventional histological processes; besides, some samples were fixed in glutaraldehyde (3%) for their inclusion in resins and studies in high resolution and electron microscopy. For the studied species, the DT is long, folded, and is distributed in the coelomic cavity; it has at least twice the length of the sea cucumber body. The DT presents villi lined by a columnar pseudostratified ciliated epithelium, which rests on a basement membrane and a layer of collagen fibers. Four types of cells were identified: coelocmocytes, brown cells, enterocytes and mucous cells, and the spicules were evident throughout the digestive tract tissue. Light microscopy showed elongated inclusions of calcareous formation located essentially in the hindgut, ""the psamoma bodies"". We observed granular mucous cells with an apical surface with numerous microvilli. The histology of the DT of I. badionotus, Stichopus sp. and S. hermanni were found to be similar, but we found differences (p<0.05) in the thickness of the intestinal submucosa tissue, which can be tied to specific feeding habits of each species. Characterization of the morphohistology of the digestive tract of sea cucumber is a useful tool to understand their feeding physiology.",4,NA,Journal,ar,Article,100,2,2,13567,undefined,1,TRUE,89,22152075,10.15517/rbt.v63i4.16887,Coelocmocytes | Enterocytes | Gut | Histology | Holothuria,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84962463358,SCOPUS_ID:84962463358,2-s2.0-84962463358,"Roveacrinids (Crinoidea: Roveacrinida) from the late Cenomanian to early Turonian from Cerritos, western Valles-San Luis Potosí Platform, Mexico",Sánchez B.,Revista de Biologia Tropical,00347744,63,NA,17-25,2015-01-01,2015,"Fragments of roveacrinid crinoids of the upper Cenomanian-lower Turonian from Soyatal Formation located in the western part of the Valles-San Luis Potosí Platform, Mexico, were studied. Roveacrinid fossils consist of small pieces of cup and brachials observed in thin sections that were identified with the species Roveacrinus geinitzi Schneider 1989, Poecilocrinus dispandus elongatus Peck 1943 and Roveacrinus sp. The Roveacrinids are opportunist organisms that developed during changes of sea level. The roveacrinids are associated with a calcispherids bloom and r and r-k strategy planktonic foraminifers, such as Muricohedbergella delrioensis (Carsey), M. planispira (Tappan), Heterohelix moremani (Cushman), Heterohelix reussi (Cushman), Whiteinella archaeocretacea Pessagno, W. aprica (Loeblich & Tappan), W. brittonensis (Loeblich &Tappan), W. baltica Douglas & Rankin, and W. paradubia (Sigal), which are considered as indicators of high primary productivity in an unstable environment that took place during the flooding of the Valles-San Luis Potosí Platform in the Cenomanian/Turonian boundary.",4,NA,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,90,22152075,10.15517/rbt.v63i2.23125,Cenomanian-turonian | Central-northeastern | Crinoids | Mexico | Roveacrinids,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84962463310,SCOPUS_ID:84962463310,2-s2.0-84962463310,"Seed deposition in the edge-interior gradient of a degraded fragment of tropical semideciduous forest, Northeastern Brazil",Diogo I.J.S.,Revista de Biologia Tropical,00347744,63,4,981-994,2015-01-01,2015,"The structure, dynamics and density of plant populations in different ecosystems are controlled by climatic seasonality. Seed rain contributes to both establishment and maintenance of the forest as well as to the recovery of disturbed areas near forest fragments. The aim of this study was to assess the deposition rate of different seeds of endemic and exotic tree species for the edge and for the interior of the forest matrix. The study area is a four hectares forest fragment located on the campus of the Federal University of Ceará. To measure seed rain, 80 collectors were suspended 20 cm above the ground in the gradient. Samples were collected monthly for 12 months (June 2009-May 2010), the material was screened in the laboratory and the diaspores (fruits and seeds) were quantified and taxonomically identified. We found 23 383 seeds belonging to 38 families and 89 different species, with a density of 134.48 seeds per m2. The families Rubiaceae and Fabaceae were the most representative ones, with more quantities of seeds. The deposition of the seed rain was influenced by season and, consequently, by temperature and rainfall. There was a clear difference between the edge and the forest interior; with a large supply of native, animal dispersed and late successional seeds on the inside, and a considerable number of seeds belonging to non-native species and abiotic dispersion on the edge. Small fragments like this one can serve as important sources of seed for adjacent degraded areas, which demonstrate the importance of conservation and management of small fragments to avoid the degradation caused by edge effects.",3,NA,Journal,ar,Article,100,3,3,13567,undefined,1,TRUE,91,22152075,10.15517/rbt.v63i4.17077,Alien species | Dispersal | Life form | Seasonality | Succession,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84962449843,SCOPUS_ID:84962449843,2-s2.0-84962449843,"Structure and floristic composition of mangroves in the Bahía de Cispatá, Colombian Caribbean",Agudelo C.M.,Revista de Biologia Tropical,00347744,63,4,1137-1147,2015-01-01,2015,"Mangroves are plant associations that are easily adapted to saline conditions and fluctuating levels of flooding. This ecosystem provides a wide variety of goods and services as carbon storage. Structural differences, species composition and micro-environmental characteristics between physiographic types involve differences in carbon storage in their soils. This research aimed to identify the variation of mangrove species through changes in the physical-biotic variables of mangrove forest of Cispatá bay, Colombia. We measured structural variables of forest (D, H, density of individuals) as well as physico-biotic variables (flood level, A. aureum coverage, water interstitial salinity, soil pH, % N, % COs, roots and apparent density soil) in 12 plots established randomly. With a CCA it was identified three mangroves: basin, fringe in good condition and fringe with anthropogenic intervention. The first was dominated by A. germinans and the others by R. mangle. The basin mangrove differs from fringe in physical-biotic variables and structurally, it presented the highest values of COs, salinity, apparent density and pH. Although the two fringe mangrove exhibit similar physical-biotic variables, human disturbance may strongly change the structure of one of them. It was concluded that the distribution of mangrove species of bay responds to a spatial variation in environmental characteristics. However, anthropogenic intervention is a determining variable in the structure of mangroves which affects estimations of the role of different types of mangrove forests as carbon sinks.",3,NA,Journal,ar,Article,100,6,6,13567,undefined,1,TRUE,92,22152075,10.15517/rbt.v63i4.17076,Anthropogenic impact | Basin mangrove | Fringe mangrove | Physical-biotic variables,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84962449648,SCOPUS_ID:84962449648,2-s2.0-84962449648,"Spatial distribution of mangrove species and their association with the substrate sediment types, estuarine sector Térraba-Sierpe national wetlands, Costa Rica",Barrantes Leiva R.,Revista de Biologia Tropical,00347744,63,NA,47-60,2015-01-01,2015,"This research describes the floristic composition and spatial distribution of the main mangroves species and other associated flora present in the estuarine sector of Térraba-Sierpe National Wetland, Costa Rican Pacific. Field survey consists of 1 127 points and 77 sampling points of 60x10m. Results of composition, structure and distribution of mangrove in HNTS exhibits a pattern or species zonation. We found variation from the coast to mainland and from the fringe or estuaries to the interior tidal flats. The species Rhizophora racemosa and Pelliciera rhizophorae showed greater spatial and continuous distribution, with the highest values of abundance (45.44% and 39.92% respectively), frequency (88.31% and 74.03%) and mangrove area (7 670.73ha and 5 824.94ha). The mangrove fern, Acrostichum aureum, was the third most important species, meanwhile, Avicennia spp., Rhizophora mangle y Laguncularia racemosa showed a segregated distribution or a tendency to local conglomeration, Talipariti tiliaceum var. pernambucense, Mora oleifera y Conocarpus erectus were found in very localized areas and other species were considered companions with low contribution to the total coverage. The dependence was confirmed between the presence of mangrove species and sediment type substrate. The species Avicennia spp. and L. racemosa tend to be distributed in sandy substrates more easily than the other species whose distribution is more homogeneous on muddy substrates.",6,NA,Journal,ar,Article,100,2,2,13567,undefined,1,TRUE,93,22152075,10.15517/rbt.v63i1.23094,Association | Correlation | Coverage | Estuarine | Floristic composition | Granu-lometric | Mangrove swamp | Sediment | Sierpe | Térraba | Vegetation,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84962449243,SCOPUS_ID:84962449243,2-s2.0-84962449243,"Lower cretaceous (Albian) asteroidea (Echinodermata) from tepexi de Rodriguez, Puebla, Mexico",Buitrón-Sánchez B.E.,Revista de Biologia Tropical,00347744,63,NA,7-15,2015-01-01,2015,"Seven asteroids are described from the Tlayua quarries (18° 35 N - 97° 56 W), recovered from the Middle Member of the Tlayua Formation. Tlayua quarries are 94 km southeast of Puebla and 2 km northeast of the town of Tepexi de Rodriguez in the Eastern part of central Mexico. The Middle Member is fossiliferous and composed mainly of a micritic lithographic limestone with layers having packs that consist of as much as 30 % hematite. The fossils are confined to these iron rich layers. These Middle Member are about 28 m thick. Due to the abundance, variety and conservation of its paleobiota, the Tlayua quarry is one of the most important fossiliferous localities from North America’s Cretaceous. About 5 000 samples of invertebrate and vertebrate fossils have been collected from this locality and have been studied. The seven specimens belong to the Cretaceous strata and are believed to be of Lower Cretaceous (Albian) age. The asteroids described are referred to the genus Astropecten, Plutonaster, Tamaria and Echinaster. This is the first report of Cretaceous asteroids for Mexico.",6,NA,Journal,ar,Article,100,5,5,13567,undefined,0,FALSE,94,22152075,10.15517/rbt.v63i2.23124,Asteroidea | Echinodermata | Lower cretaceous | Mexico,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84962448853,SCOPUS_ID:84962448853,2-s2.0-84962448853,Antibacterial and antifungal activity of the starfish Oreaster reticulatus (Valvatida: Oreasteridae) and the sea urchins Mellita quinquiesperforata (Clypeasteroida: Mellitidae) and Diadema antillarum (Diadematoida: Diadematidae) from the Colombian Caribbean,Franco O.P.,Revista de Biologia Tropical,00347744,63,NA,329-337,2015-01-01,2015,"As benthic organisms, sea stars and sea urchins are constantly exposed to a large number of bacteria, fungi and viruses, some of them potentially harmful. To survive, these echinoderms depend on their immune system, which has developed a number of compounds which act as antimicrobial defense strategies. In this work, the antibacterial and antifungal activities of the extracts of the starfish Oreaster reticulatus and sea urchins Diadema antillarum and Mellita quinquiesperforata collected in the Caribbean Cordobés were evaluated against the bacteria Escherichia coli, Staphylococcus aureus and Klebsiella pneumoniae and against the phytopathogenic fungi Fusarium sp., Scleortium sp., and Rhizoctonia sp. Our results show that O. reticulatus and D. antillarum produce compounds producing bacterial inhibition at low concentrations (< 100 μg / ml), while, M. quinquiesperforata extracts showed no inhibition at any of the concentrations tested. Specifically, the strain of S. aureus was the one with greater susceptibility to the extracts evaluated, i.e. the metabolites produced by echinoderms inhibit more easily gram + bacteria. Only the D. antillarum dichloromethane affected Fusarium sp. with inhibition of 78.2 % and 56.5 % at concentrations of 2 000 and 100 μg / ml. Strains of the fungi Sclerotium sp. and Rhizoctonia sp. had resistance to all extracts.",3,NA,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,95,22152075,10.15517/rbt.v63i2.23167,Antibacterial activity | Antifungal activity | Diadema antillarum | Echinoderms | Mellita quinquiesperforata | Oreaster reticulatus,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84962448783,SCOPUS_ID:84962448783,2-s2.0-84962448783,"Structural complexity of mangroves in Playa Blanca, Escondido and Rincón de Osa, Golfo Dulce, Costa Rica",Samper-Villarreal J.,Revista de Biologia Tropical,00347744,63,NA,199-208,2015-01-01,2015,"This study reports the structural characteristics and distribution of species in the mangrove forests of Playa Blanca, Escondido and Rincon de Osa in Golfo Dulce, South Pacific of Costa Rica. Multiple lineal transects were carried out at each of the mangrove forests. Every 10 meters along each transect the diameter at breast height, basal area, and height was determined for all mangrove trees within a 5x5meter square plot. Sediment and interstitial water (salinity) samples were also collected at each plot. Total density of the stand was determined, as were the density of each mangrove species, the importance value and basal area per species, and general complexity indices for each mangrove forest. The dominant species at all three mangroves were Rhizophora racemosa and Pelliciera rhizophorae. Forest structure was more similar between Playa Blanca and Rincon mangroves than with Escondido. Playa Blanca was the forest with the tallest canopy height and lowest density, while Escondido had the highest density and the shortest canopy height. Escondido was also the forest with the least number of species and the only one where Conocarpus erectus was present. Species composition and dominance at these mangroves coincides with that reported for the region. However, the variation in structure and complexity among the three mangroves is greater than the commonalities with mangroves in the region. Topographical and historical analysis of these mangroves could further elucidate the present structure and complexity variation among them.",2,NA,Journal,ar,Article,100,2,2,13567,undefined,1,TRUE,96,22152075,10.15517/rbt.v63i1.23103,Avicennia | Conocarpus | Costa Rica | Golfo Dulce | Laguncularia | Mangrove structure | Osa Peninsula | Pelliciera | Rhizophora,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84962441604,SCOPUS_ID:84962441604,2-s2.0-84962441604,"Enterobacteria in free-living and captive amazon turtles, Podocnemis expansa (Podocnemididae: Testudines)",Meyer J.C.,Revista de Biologia Tropical,00347744,63,4,1083-1089,2015-01-01,2015,"The turtle Podocnemis expansa is an important wildlife species from the Amazon rainforest of Brazil. This also represents an important resource for coastal communities, as it has been historically consumed as food. Nevertheless, besides the sustainability issues, recent concerns have been raised over the health of the animals and possible impacts on public health. The aim of this study was to compare the occurrence of Enterobacteriaceae in the intestinal tract of captive and free living Amazon turtles. We examined a total of 116 adult turtles, including 51 free individuals from the island of Sao Miguel, in Santarém (Pará-PA) town, 50 captive business, and 15 from a conservation breeding area, located in the metropolitan area of Belém (PA). In total we obtained 245 bacterial growths in which 83 (33.8 %) were from the free ranging turtles, and 162 (65.7 %) isolates from captive animals. The species Klebsiella pneumoniae was the most frequent, with 52 isolates, totaling 21.2 % of bacterial growth, followed by Enterobacter cloacae 29 % (35/14), Serratia marcescens 84 % (29/11), and Salmonella spp. 80 % (24/9). In free ranging turtles the most commonly isolated microorganisms were Enterobacter spp., Klebsiella spp., and Citrobacter spp.; while Aeromonas spp., Klebsiela pneumoniae, S. marcescens, E. cloacae and Salmonella spp. were the most frequently identified microorganisms in captive animals. Results showed a greater diversity of microorganisms among the wild animals, and a high contamination per sample on captive animals. The species of Salmonella spp., E. coli and Acinetobacter spp. can be used as indicators of the sanitary quality of Amazon turtle populations. The habitat influenced the composition of the gastrointestinal flora of turtles. Knowledge of the gastrointestinal flora of animals is important for the identification of pathogens present in the native fauna of the Amazon region.",0,NA,Journal,ar,Article,100,5,5,13567,undefined,1,TRUE,97,22152075,10.15517/rbt.v63i4.16854,Amazon turtle | Captivity | Gastrointestinal | Microbiote | Podocnemis expansa | Wild,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84962440922,SCOPUS_ID:84962440922,2-s2.0-84962440922,Holopothrips chaconi sp.N. (thysanoptera: Phlaeothripinae) from leaf-vein galls on piper species (piperaceae) in Costa Rica,Zamora S.,Revista de Biologia Tropical,00347744,63,4,1035-1042,2015-01-01,2015,"Most species of the Neotropical genus Holopothrips are associated with plant galls but very little is known about their biology. Here, we provide observations on the biology of a new species of Holopothrips associated with leaf-vein galls on four species of Piper at a cloud forest site (Zurquí de Moravia) in Costa Rica. This species colonized the galls soon after the gall-inducing cecidomyiid or one of its parasitoids emerged, and several generations of thrips appeared to occupy the empty galls. A total of 175 empty galls from 34 leaves were collected, brought to the laboratory for dissection under the microscope, and the contents quantified. Holopothrips occupied approximately 75 % of the galled leaves and among the latter they occupied about 40 % of the galls. Every combination of adults, nymphs and eggs was found, which implies that adult thrips move in and out of galls, and possibly do not defend their galls from invasion by other members of their species. However, when disturbed, both nymphs and adults raise the tip of their abdomen and emit a distinctive odor, suggesting a defensive reaction against potential predators. Preliminary evidence suggests that they feed on gall tissue lining the inner cavity and spend very little time outside the galls. The thrips is described as a new species, and is one of only four known species of Holopothrips to have the unusual condition of two pairs of epimeral setae on the pronotum. This new species was compared to these other three Holothrips species, and the remarkable variation of the female spermatheca and the male sternal pore plate is illustrated. Further research is needed to confirm that several generations of thrips occupy empty galls, to determine whether adult thrips do indeed move between galls, and to explore in greater detail their possible chemical defense.",4,NA,Journal,ar,Article,100,3,3,13567,undefined,1,TRUE,98,22152075,10.15517/rbt.v63i4.16787,Holopothrips new species | Leaf galls | Piper species | Spermatheca structure,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/84962440879,SCOPUS_ID:84962440879,2-s2.0-84962440879,The reproductive cycle of the sea urchin Lytechinus variegatus (Echinodermata: Echinoidea) in southern Brazil,Garcia Y.A.T.,Revista de Biologia Tropical,00347744,63,NA,243-250,2015-01-01,2015,"Lytechinus variegatus (Lamarck) is a common echinoid found on the Atlantic coast of America from North Carolina to southern Brazil and their populations inhabit sub littoral shallow-water environments. This research examined some aspects of reproduction in the southern limit of distribution of the species. A total of 86 adult individuals of L. variegatus (50.8 to 77.0 mm test diameter) were manually collected from September 2000 to September 2001 along the unconsolidated bottoms at the eurihaline sector of Paranaguá Bay (48° 19’ W - 25° 35’ S) for histological characterization of gametogenesis, sex ratio and gonadal index (GI) evaluation. This population showed a synchronicity in maturation and spawning events (autumn and winter respectively), with a 1:1 sex ratio (χ2 = 2.57, df = 7, p < 0.05). The GI increase was associated with storage of nutritional resources periods (resting stages and proliferation) that occurred between late winter and spring. Biometric analyzes indicated a greater investment in size and/or quantity of gametes between late spring and summer, when it was possible to observe mature sperm occupying on average 63.9 % of the follicular lumen and oocytes reaching values of 70.0 to 75.0 μm. Mature oocyte mean size is the highest diameter of those developed by other regular echinoids in the same latitude. However, the average diameter of mature oocytes of L. variegatus in the southern limit of its distribution was lower than the values recorded for the northern hemisphere.",2,NA,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,99,22152075,10.15517/rbt.v63i2.23158,Abiotic factors | Echinoids | Gametogenesis | Gonad index | Reproduction,NA,NA
