@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/26444616078,SCOPUS_ID:26444616078,2-s2.0-26444616078,Habitat-specific normal and reverse diel vertical migration in the plankton-feeding basking shark,Sims D.,Journal of Animal Ecology,00218790,13652656,74,4,755-761,2005-07-01,July 2005,10.1111/j.1365-2656.2005.00971.x,"1. Megaplanktivores such as filter-feeding sharks and baleen whales are at the apex of a short food chain (phytoplankton - zooplankton - vertebrate) and are sensitive indicators of sea-surface plankton availability. Even though they spend the majority of their time below the surface it is still not known how most of these species utilize vertical habitat and adapt to short-term changes in food availability. 2. A key factor likely to control vertical habitat selection by planktivorous sharks is the diel vertical migration (DVM) of zooplankton; however, no study has determined whether specific ocean-habitat type influences their behavioural strategy. Based on the first high-resolution dive data collected for a plankton-feeding fish species we show that DVM patterns of the basking shark Cetorhinus maximus reflect habitat type and zooplankton behaviour. 3. In deep, well-stratified waters sharks exhibited normal DVM (dusk ascent - dawn descent) by tracking migrating sound-scattering layers characterized by Calanus and euphausiids. Sharks occupying shallow, inner-shelf areas near thermal fronts conducted reverse DVM (dusk descent - dawn ascent) possibly due to zooplankton predator - prey interactions that resulted in reverse DVM of Calanus. 4. These opposite DVM patterns resulted in the probability of daytime-surface sighting differing between these habitats by as much as two orders of magnitude. Ship-borne surveys undertaken at the same time as trackings reflected these behavioural differences. 5. The tendency of basking sharks to feed or rest for long periods at the surface has made them vulnerable to harpoon fisheries. Ship-borne and aerial surveys also use surface occurrence to assess distribution and abundance for conservation purposes. Our study indicates that without bias reduction for habitat-specific DVM patterns, current surveys could under- or overestimate shark abundance by at least 10-fold. © 2005 British Ecological Society.",167,Journal,ar,Article,100,4,4,Archival telemetry | Behaviour | Conservation | Shark | Zooplankton,29544,undefined,1,TRUE,all,All Open Access,57
true,https://api.elsevier.com/content/abstract/scopus_id/25644438374,SCOPUS_ID:25644438374,2-s2.0-25644438374,Predation cost of rapid growth: Behavioural coupling and physiological decoupling,Stoks R.,Journal of Animal Ecology,00218790,13652656,74,4,708-715,2005-07-01,July 2005,10.1111/j.1365-2656.2005.00969.x,"1. Despite its prominent role in life-history theory, there is no direct empirical evidence for a behaviourally mediated predation cost of rapid growth. Moreover, we know little about how digestive physiology may also influence the shape of the growth/predation risk trade-off function. 2. We determined the role of behaviour and digestive physiology in experiments in which damselny larvae were induced to grow slowly or rapidly by manipulating photoperiod (time stress), and exposure to a fish predator. 3. We showed that larvae under time stress grew more rapidly. Rapid-growing larvae had a higher foraging activity and a higher growth efficiency. 4. Under predation risk, larvae not only had a lower foraging activity but also a lower growth efficiency. 5. Rapid-growing larvae (i.e. those under time stress) balanced the growth/predation risk trade-off differently and took more risk in the presence of a predator, which resulted in a behaviourally mediated higher predation cost compared to slow-growing larvae. Their higher growth efficiency, however, made this cost smaller compared to a completely behaviourally mediated rapid-growth strategy. 6. Our results provide the first explicit experimental proof of a behaviourally mediated predation cost of rapid growth. Besides a behavioural coupling of growth and predation risk, resulting in the well-known trade-off, we also found a partial decoupling of these two processes by digestive physiology. © 2005 British Ecological Society.",180,Journal,ar,Article,100,4,4,Antipredator behaviour | Growth/predation risk trade-off | Life-history plasticity | Physiological stress | Time stress,29544,undefined,1,TRUE,all,All Open Access,58
true,https://api.elsevier.com/content/abstract/scopus_id/23744487573,SCOPUS_ID:23744487573,2-s2.0-23744487573,An experimental study on the causes of sex-biased mortality in the black-headed gull - The possible role of testosterone,Müller W.,Journal of Animal Ecology,00218790,13652656,74,4,735-741,2005-07-01,July 2005,10.1111/j.1365-2656.2005.00964.x,"1. During early development male offspring in avian species often suffer from enhanced mortality compared to female offspring. This has been attributed to different nutritional requirements, as sex-biased mortality has been reported particularly in sexually size-dimorphic species. However, other traits of the male phenotype, such as the embryonic hormone profile, have been suggested to contribute to this male disadvantage. In particular the negative effects of sex steroids on immune function may be causally involved. 2. We investigated the role of testosterone in the expression of male phenotype disadvantage through an experimental reduction of the availability of testosterone receptors by in-ovo injection of an anti-androgen (Flutamide©). Experimental nests contained a male and a female chick hatching from control treated eggs and a male and a female chick hatching from Flutamide treated eggs. 3. Male-biased mortality occurred in control chicks at a stage where the sexes did not yet differ in their growth pattern, suggesting that sex-specific nutritional requirements are not necessary for male-biased mortality to occur. Control males and control females did not differ in their cell-mediated immunity (CMI). This renders it unlikely that the observed skewed mortality was due to sex-specific differences in the CMI. 4. Treatment of the eggs with flutamide antagonistically affected males and females. Flutamide treatment positively affected male development in particular through an enhanced growth rate, indicating that testosterone is involved in the expression of the male phenotype disadvantage. Female chicks hatching from Flutamide treated eggs were disadvantaged in growth and CMI. The possible pathways of this sex-specific effect of Flutamide are discussed with regard to differential consequences of blocking the beneficial effects of maternal androgens and the interference with the process of sexual differentiation in males. © 2005 British Ecological Society.",50,Journal,ar,Article,100,4,4,Anti-androgen | Brood size | Flutamide | Immunity | PHA,29544,undefined,1,TRUE,all,All Open Access,59
true,https://api.elsevier.com/content/abstract/scopus_id/23644449022,SCOPUS_ID:23644449022,2-s2.0-23644449022,Relationships between taxonomic resolution and spatial scales of multivariate variation,Anderson M.J.,Journal of Animal Ecology,00218790,13652656,74,4,636-646,2005-07-01,July 2005,10.1111/j.1365-2656.2005.00959.x,"1. We investigated the effects of changes in taxonomic resolution on analyses of patterns of multivariate variation at different spatial scales for the highly diverse fauna inhabiting holdfasts of the kelp Ecklonia radiata. 2. Multivariate analyses were performed using several transformations to examine differences in spatial patterns of variation from metres up to hundreds of kilometres for composition vs. relative abundance in assemblages. 3. The greatest variability in assemblages occurred at the smallest spatial scale, from plant to plant, pointing to the existence of important small-scale processes. The proportional amount of variation at the smallest spatial scale decreased with decreasing taxonomic resolution (i.e. from species through to phyla). For composition, the next-greatest source of variation was at the largest spatial scale (hundreds of kilometres), while for relative abundance, the next-greatest source of variation was at the level of sites (hundreds of metres to kilometres). 4. For abundance data, location-level variation became less important and site-level variation became more important with decreasing taxonomic resolution, while for compositional data, the opposite pattern occurred. This suggests that variation in the presence of species or taxa at a particular location along the coast is driven by large-scale processes, while variation in relative abundances within locations is driven by medium-scale processes. 5. The lack of significant variation in the proportional abundances of phyla at large spatial scales suggests that some consistency of pattern may emerge at larger scales (spatial and/or taxonomic), even in the presence of high small-scale variability. These findings strengthen the idea that substantial local variation need not preclude the existence of broad-scale organization in ecological patterns and biodiversity. © 2005 British Ecological Society.",143,Journal,ar,Article,100,7,7,Biodiversity | Kelp holdfast assemblages | Marine invertebrates | Multi-scale patterns | New Zealand,29544,undefined,0,FALSE,NA,NA,60
true,https://api.elsevier.com/content/abstract/scopus_id/20444420307,SCOPUS_ID:20444420307,2-s2.0-20444420307,Estimating the pattern of synchrony in fluctuating populations,Engen S.,Journal of Animal Ecology,00218790,13652656,74,4,601-611,2005-07-01,July 2005,10.1111/j.1365-2656.2005.00942.x,"1. A central question in population ecology is how to estimate the effects of common environmental noise, e.g. due to large-scale climate patterns, on the synchrony in population fluctuations over large distances. We show how the environmental variance can be split into components generated by several environmental variables and how these can be estimated from time-series observations. 2. With a set of time-series observations from different locations not necessarily covering the same time span, it is shown how the spatial autocorrelation of the residual variance component, not explained by the covariates and corrected for demographic stochasticity, can be estimated using classical multinormal theory. 3. Some previous results on spatial scaling in continuous linearized models on log scale are extended to also provide the scaling for the residuals. This is shown to be close to the spatial scaling of the autocorrelation in the environmental noise and only weakly affected by migration. 4. The logistic model of local population dynamics with the NAO index as the only covariate is fitted to 22 populations of the Continental great cormorant Phalacrorax carbo sinensis. The spatial scale of the environmental noise is estimated to be about 155 km. The NAO index alone accounts for about 10% of the total environmental variance and nearly all of the regional environmental variance (long-distance environmental autocorrelation). © 2005 British Ecological Society.",55,Journal,ar,Article,100,4,4,Environmental stochasticity | Moran effect | Spatial ecology | Spatial scaling,29544,undefined,0,FALSE,NA,NA,61
true,https://api.elsevier.com/content/abstract/scopus_id/20144380336,SCOPUS_ID:20144380336,2-s2.0-20144380336,"Density-dependent growth of young-of-the-year Atlantic salmon Salmo salar in Catamaran Brook, New Brunswick",Imre I.,Journal of Animal Ecology,00218790,NA,74,3,508-516,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00949.x,"1. While density-dependent mortality and emigration have been widely reported in stream salmonid populations, density-dependent growth is less frequently detected. A recent study suggests that density-dependent growth in stream salmonids occurs at low densities, whereas density-dependent mortality and emigration occur at high densities. 2. To test the hypothesis that density-dependent growth occurs primarily at low rather than at high densities, we examined the relationship between average fork length and population density of young-of-the-year (YOY) Atlantic salmon at the end of the growing season using a 10-year data set collected on Catamaran Brook, New Brunswick. We tested whether (1) average body size decreases with increasing density; (2) the effect of density on average body size is greatest at low densities; (3) growth rate will decrease most rapidly at low effective densities [∑(fork length) 2]; (4) density-dependent growth is weaker over space than over time; and (5) the strength of density-dependent growth increases with the size of the habitat unit (i.e. spatial scale) when compared within years, but not between years. 3. There was a strong negative relationship between the average body size and population density of YOY Atlantic salmon in the autumn, which was best described by a negative power curve. Similarly, a negative power curve provided the best fit to the relationship between average body size and effective density. Most of the variation in average body size was explained by YOY density, with year, location and the density of 1 + and 2+ salmon accounting for a minor proportion of the variation. 4. The strength of density-dependent growth did not differ significantly between comparisons over space vs. time. Consistent with the last prediction, the strength of density-dependent growth increased with increasing spatial scale in the within-year, but not in the between-year comparisons. 5. The effect of density on growth was strongest at low population densities, too low to expect interference competition. Stream salmonid populations may be regulated by two mechanisms: density-dependent growth via exploitative competition at low densities, perhaps mediated by predator-induced reductions in drift rate, and density-dependent mortality and emigration via interference competition at high densities. © 2005 British Ecological Society.",137,Journal,ar,Article,100,3,3,Intraspecific competition | Juvenile salmonids | Population regulation | Spatial scale | Temporal scale,29544,undefined,0,FALSE,NA,NA,62
true,https://api.elsevier.com/content/abstract/scopus_id/20044393484,SCOPUS_ID:20044393484,2-s2.0-20044393484,Multiple predators in the pelagic: Modelling behavioural cascades,Fiksen Ø.,Journal of Animal Ecology,00218790,NA,74,3,423-429,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00937.x,"1. The behaviour of predators is rarely considered in models of predator-prey interactions, nor is it common to include multiple predators in models of animal behaviour. 2. We introduce a model of optimal diel vertical migration in zooplankton prey facing predation from two functionally different predators, fish and other zooplankton. Zooplankton predators are themselves subject to predation from larger zooplankton, and all zooplankton face the classical trade-off between increasing growth rate and predation risk from fish towards the surface. Prey are most vulnerable to zooplankton predators at small sizes, but become more visible to fish as they grow. However, by habitat selection prey continuously manage their exposure to different sources of risk. 3. We analyse situations with cascading behavioural interactions of size-structured predator-prey interactions in the pelagic. In particular, we explore how vertical gradients in growth rates and relative abundance of fish and zooplankton predators affect optimal distribution patterns, growth and mortality schedules. 4. A major model prediction is that prey susceptibility to one functional predator type depends on the abundance of the other predator. Higher abundance of zooplankton predators leads to risk enhancement from fish, minor increases in predation rate from zooplankton and unchanged prey growth rates. Increasing abundance of fish does not alter the risk from zooplankton predators, but reduces growth and development rates. Such asymmetric emergent effects may be common when prey and predators share the same spatial refuge from a common top predator. © 2005 British Ecological Society.",21,Journal,ar,Article,100,3,3,DVM | Dynamic programming | Emergent effects | Multiple predators | Zooplankton,29544,undefined,1,TRUE,all,All Open Access,63
true,https://api.elsevier.com/content/abstract/scopus_id/20044391697,SCOPUS_ID:20044391697,2-s2.0-20044391697,Invasion and dynamics of covert infection strategies in structured insect-pathogen populations,Bonsall M.,Journal of Animal Ecology,00218790,NA,74,3,464-474,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00945.x,"1. Pathogens are known to cause horizontally transmitted overt (fully symptomatic) and vertically transmitted covert (asymptomatic) infections. Here, we explore a range of different covert infection strategies on the persistence and dynamics of insect host-pathogen interactions. 2. The three strategies we explore are (i) sublethal infections in which hosts survive initial infection but suffer costs on fecundity or development, (ii) persistent infections, which are transmitted vertically with minimal costs on fecundity and development and which also confer immunity against superinfection and (iii) persistent infections without immunity against superinfection. 3. We examine the conditions that allow these three strategies to invade. We find that sublethal infections can act to modulate the population dynamics (i.e. cause changes in amplitude and periodicity of cycles) as well as inducing different dynamics (stable and unstable states). This is in line with empirical findings. 4. Covert infection strategies are also able to generate novel dynamics. In particular, over a wide range of parameter space the predicted dynamics of the covert infections without immunity are of a persistent stable interaction solely between the covertly infected hosts and the pathogen, with the exclusion of clean susceptible hosts. 5. Our results suggest that, in general, host-pathogen interactions may be maintained in low-level persistent endemic states without the propensity to show the cyclic oscillations characteristic of enemy-victim interactions. Understanding host-pathogen dynamics requires a knowledge of the factors involved, such as covert infections, that may compensate for the destabilizing effects of time-lags. © 2005 British Ecological Society.",31,Journal,ar,Article,100,3,3,Host-pathogen interactions | Latency | Parasites | Sublethal effects,29544,undefined,1,TRUE,all,All Open Access,64
true,https://api.elsevier.com/content/abstract/scopus_id/20044391222,SCOPUS_ID:20044391222,2-s2.0-20044391222,Condition-specific competition between invasive Argentine ants and Australian Iridomyrmex,Thomas M.L.,Journal of Animal Ecology,00218790,NA,74,3,532-542,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00952.x,"1. Biotic interactions and abiotic suitability are often emphasized as factors influencing invasion success. Here we examine how these factors might interact to affect the competitive performance of invasive Argentine ants (Linepithema humile) in Western Australia. 2. In standardized bait surveys Argentine ants controlled twice as many baits in the morning (ground temperatures: 18-25°C) compared to the number they controlled in the afternoon (ground temperatures: 30-40°C). Moreover, Argentine ants displaced native ants from baits only in the morning and were, in turn, displaced by native ants only in the afternoon. 3. We used a factorial field experiment to test the relative importance of interspecific competition (±) and ground temperature variation [warm (25°C)/hot (33°C)] as determinants of competitive performance among established colonies of Argentine ants and two species of native Iridomyrmex (I. bicknelli and I. rufoniger suchieri). 4. We observed a condition-specific competitive asymmetry between I. bicknelli and L. humile. In the absence of each other as competitors, these two species responded to ground temperature variation in an opposite manner. I. bicknelli foraged more actively when ground temperatures were hot, whereas L. humile foraged more actively when ground temperatures were warm. In competition with I. bicknelli, Argentine ants monopolized two-thirds of all baits but controlled more than twice the number of baits under warm conditions than under hot conditions. Iridomyrmex bicknelli dominated 22% of all baits but did so primarily when conditions were hot. 5. Linepithema humile and I. r. suchieri responded to abiotic variation in a qualitatively similar manner. Both species foraged less actively when ground temperatures were hot than when ground temperatures were warm, but L. humile showed stronger declines when ground temperatures were hot than did I. r. suchieri. In competition with I. r. suchieri, Argentine ants again monopolized two-thirds of all baits. 6. Our findings suggest that physical conditions unsuitable for L. humile may combine with interspecific competition from native ants that are more tolerant to hot, dry conditions to reduce the extent to which natural areas in Australia become invaded. © 2005 British Ecological Society.",63,Journal,ar,Article,100,2,2,Abiotic factors | Dolichoderinae | Invasion | Iridomyrmex | Linepithema,29544,undefined,1,TRUE,all,All Open Access,65
true,https://api.elsevier.com/content/abstract/scopus_id/20044390944,SCOPUS_ID:20044390944,2-s2.0-20044390944,The lognormal distribution is not an appropriate null hypothesis for the species-abundance distribution,Williamson M.,Journal of Animal Ecology,00218790,NA,74,3,409-422,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00936.x,"1. Of the many models for species-abundance distributions (SADs), the lognormal has been the most popular and has been put forward as an appropriate null model for testing against theoretical SADs. In this paper we explore a number of reasons why the lognormal is not an appropriate null model, or indeed an appropriate model of any sort, for a SAD. 2. We use three empirical examples, based on published data sets, to illustrate features of SADs in general and of the lognormal in particular: the abundance of British breeding birds, the number of trees > 1 cm diameter at breast height (d.b.h.) on a 50 ha Panamanian plot, and the abundance of certain butterflies trapped at Jatun Sacha, Ecuador. The first two are complete enumerations and show left skew under logarithmic transformation, the third is an incomplete enumeration and shows right skew. 3. Fitting SADs by χ2 test is less efficient and less informative than fitting probability plots. The left skewness of complete enumerations seems to arise from a lack of extremely abundant species rather than from a surplus of rare ones. One consequence is that the logit-normal, which stretches the right-hand end of the distribution, consistently gives a slightly better fit. 4. The central limit theorem predicts lognormality of abundances within species but not between them, and so is not a basis for the lognormal SAD. Niche breakage and population dynamical models can predict a lognormal SAD but equally can predict many other SADs. 5. The lognormal sits uncomfortably between distributions with infinite variance and the log-binomial. The latter removes the absurdity of the invisible highly abundant half of the individuals abundance curve predicted by the lognormal SAD. The veil line is a misunderstanding of the sampling properties of the SAD and fitting the Poisson lognormal is not satisfactory. A satisfactory SAD should have a thinner right-hand tail than the lognormal, as is observed empirically. 6. The SAD for logarithmic abundance cannot be Gaussian. © 2005 British Ecological Society.",109,Journal,ar,Article,100,2,2,Barro Colorado trees | British breeding birds | Central limit theorem | Ecuadorian butterflies | Individual abundance curves | Log-binomial | Logit-normal | Lognormal | Niche apportionment | Skewness | Species-abundance distributions | Veil line,29544,undefined,1,TRUE,all,All Open Access,66
true,https://api.elsevier.com/content/abstract/scopus_id/20044389863,SCOPUS_ID:20044389863,2-s2.0-20044389863,A high harvest rate induces a tendency to generation cycling in a freshwater fish population,Huusko A.,Journal of Animal Ecology,00218790,NA,74,3,525-531,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00951.x,"1. The dynamics of exploited populations are clearly affected by two major processes, recruitment and harvesting. The large variation in recruitment is caused mainly by the variation of the brood stock size, which links at least partly to harvesting and consequently is under anthropogenic control. Therefore, harvesting has the potential to modulate the dynamics of exploited populations in many ways. 2. Demonstrated by a pelagic planktivore fish, vendace Coregonus albula L., using population dynamics in Lake Oulujärvi, northern Finland, this study shows that the changes in harvesting induced a tendency to generation cycling in the dynamics of a freshwater fish population. 3. The relatively long-term oscillation in recruitment and stock dynamics of the vendace population transformed into clear 2-year cycling in recruitment and also into the same tendency in the spawning stock, both induced by the increase of the harvest rate to a high and stable level. The high harvest rate evidently simplified the spawning population structure from a multigeneration state to an almost totally single-generation state, followed by generation cycling in the population dynamics. 4. The results demonstrated clearly that harvesting can work as forcing agent and actually dictate the population fluctuations. It is very important to be aware of how natural variations in population abundance interplay with harvesting and also with other human actions. All these support a precautionary policy in harvesting and stress the importance of understanding the basic mechanisms of population dynamics in order to gain sustained yields from the population in space and time. © 2005 British Ecological Society.",31,Journal,ar,Article,100,2,2,Coregonus albula | Fishing rate | Population oscillation | Recruitment,29544,undefined,0,FALSE,NA,NA,67
true,https://api.elsevier.com/content/abstract/scopus_id/20044388911,SCOPUS_ID:20044388911,2-s2.0-20044388911,"The distribution of body size in a stream community: One system, many patterns",Stead T.,Journal of Animal Ecology,00218790,NA,74,3,475-487,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00943.x,"1. We investigated abundance-size spectra and body size-density allometry using an exceptionally detailed data set from a stony stream. The body size distribution of the whole metazoan community was expressed in terms of both density and biomass over a 14-month survey, and the relationships of body size with population density and taxon richness were also evaluated. 2. The distribution of density among size classes varied considerably between sampling occasions, although that of biomass was rather more consistent. This suggests that the body size distribution is dynamic and does not always fall into any single pattern or category, as has been assumed hitherto. 3. Analysis of the modes in the density-body size distribution in individual sample-units revealed small-scale spatial variation, with little consistency in the number or position of modes in any one month. 4. This stream community did not conform to the -0.75 (or indeed to any other significant regression) relationship between body size and population density, although such patterns are very sensitive to methodological details. 5. In data aggregated over the whole study, most metazoan taxa fell into the size range < 10-100 μg. The annual average density- and biomass-body size spectra appeared tri-and bimodal, respectively (on log-log scales), with minor troughs in the density spectrum at about 100 and 0.1 μg body mass. This could indicate, at this scale of analysis, discontinuities in the way in which benthic species exploit their environment. 6. Spatial and temporal heterogeneity in size spectra, and the lack of clear density-body size allometry, could be due to biotic or physicochemical fluctuations and environmental change (including seasonal and longer-term changes in acidity) that cause rapid species turnover and changes in density and distribution, particularly among the meiofauna. Small and rare species may thus be in the process of colonization or decline and the pattern would indicate a lack of equilibrium, particularly among organisms in the smallest size classes, at this temporal scale of the study. © 2005 British Ecological Society.",45,Journal,ar,Article,100,4,4,Meiofauna | Scale | Size spectra | Stream benthos | Temporal,29544,undefined,1,TRUE,all,All Open Access,68
true,https://api.elsevier.com/content/abstract/scopus_id/20044387767,SCOPUS_ID:20044387767,2-s2.0-20044387767,Does interspecific competition from congeners cause the scarcity of Gerbillus henleyi in productive sandy desert habitats?,Abramsky Z.,Journal of Animal Ecology,00218790,NA,74,3,567-578,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00956.x,"1. We tested the hypothesis that Gerbillus henleyi (de Winton 1903), the smallest species (10 g) of a pssamophilic guild in Israel, is scarce on relatively productive dunes of the Israeli desert, due to negative interactions from the common G. allenbyi (Thomas 1918) and G pyramidum (Geoffroy 1825). 2. The alternative hypothesis was that scarcity on sand resulted from the size of its naked hind feet, that do not allow efficient locomotion on sand. 3. Despite their naked soles the weight-bearing surface of G. henleyi feet carry less mass/area than those of any other species. 4. We measured interaction coefficients with the two common species using field-manipulation experiments in two enclosures. 5. Habitat usage of G. henleyi changed from significantly preferring the stabilized sand, when alone, to significantly using the semistabilized dune, when G. allenbyi was also present. 6. We also estimated the interaction coefficients and calculated the G. henleyi's isoclines competing with the two common gerbil species using a technique we developed elsewhere. 7. The stability analysis of the isoclines of G. henleyi competing with either G. allenbyi or with G. pyramidum suggests that stable coexistence occurs when G henleyi is relatively scarce while the competitors are common. 8. Interspecific competition from either G allenbyior G. pyramidum accounts for 90.3% reduction in G. henleyi density, relative to when it is alone. 9. We concluded that the negative interactions from congeners was the major cause for the scarcity of G. henleyi on the relatively rich sand dunes of the Israeli desert. © 2005 British Ecological Society.",8,Journal,ar,Article,100,4,4,Biodiversity | Conservation | Gerbils | Scarce species,29544,undefined,1,TRUE,all,All Open Access,69
true,https://api.elsevier.com/content/abstract/scopus_id/20044383927,SCOPUS_ID:20044383927,2-s2.0-20044383927,Experimentally increased aggressiveness reduces population kin structure and subsequent recruitment in red grouse Lagopus lagopus scoticus,Mougeot F.,Journal of Animal Ecology,00218790,NA,74,3,488-497,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00947.x,"1. According to the 'territorial behaviour' hypothesis, red grouse population cycles are caused by delayed density-dependent changes in male aggressiveness influencing recruitment. These lagged changes in aggressiveness might be caused by changes in the kin structuring of male populations and differential aggressive behaviour between kin and non-kin ('kinship' hypothesis). 2. A population-level manipulation of male aggressiveness in autumn affected the kin structure of male populations, their subsequent aggressiveness, and recruitment of both sexes. On two moors, we implanted the old territorial cocks in autumn with testosterone on an experimental area (T-areas) and with sham implants on a control area (C-areas). 3. Increased aggressiveness in autumn t reduced recruitment in autumns t and t + 1, and breeding density of both sexes in springs t + 1 and t + 2, confirming previous studies elsewhere. A new observation was that cocks on T-areas had bigger combs (an ornament whose size is testosterone-dependent) than those on C-areas for at least 1.5 years after treatment, evidence that they remained more aggressive. 4. Increased aggressiveness reduced not only subsequent density but also kin structuring among territorial cocks. This is consistent with the 'kinship' hypothesis that changes in the kin structure of male populations mediate year-to-year changes in male aggressiveness. 5. Increased aggressiveness did not increase intensity of infection by the dominant intestinal nematode Trichostrongylus tenuis, which might have affected recruitment through reduced breeding success. Moreover, breeding success after treatment was no lower on the T- than on the C-areas. 6. The results show for the first time that increased aggressiveness affects both kin structure and subsequent recruitment, supporting a key assumption of the kinship hypothesis for red grouse population cycles. © 2005 British Ecological Society.",33,Journal,ar,Article,100,7,7,Aggressiveness | Experiment | Kin structure | Red grouse (Lagopus lagopus scoticus) | Relatedness | Territorial behaviour | Unstable population dynamics,29544,undefined,1,TRUE,all,All Open Access,70
true,https://api.elsevier.com/content/abstract/scopus_id/20044377233,SCOPUS_ID:20044377233,2-s2.0-20044377233,Are kernels the mustard? Data from global positioning system (GPS) collars suggests problems for kernel home-range analyses with least-squares cross-validation,Hemson G.,Journal of Animal Ecology,00218790,NA,74,3,455-463,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00944.x,"1. Kernel-density estimation (KDE) is one of the most widely used home-range estimators in ecology. The recommended implementation uses least squares cross-validation (LSCV) to calculate the smoothing factor (h) which has a considerable influence on the home-range estimate. 2. We tested the performance of least squares cross-validated kernel-density estimation (LSCV KDE) using data from global positioning system (GPS)-collared lions subsampled to simulate the effects of hypothetical radio-tracking strategies. 3. LSCV produced variable results and a 7% failure rate for fewer than 100 locations (H = 2069) and a 61% failure rate above 100 points (n = 1220). Patterns of failure and variation were not consistent among lions, reflecting different individual space use patterns. 4. Intensive use of core areas and site fidelity by animals caused LSCV to fail more often than anticipated from studies that used computer-simulated data. 5. LSCV failures at large sample sizes and variation at small sample sizes, limits the applicability of LSCV KDE to fewer situations than the literature suggests, and casts doubts over the method's reliability and comparability as a home-range estimator. © 2005 British Ecological Society.",223,Journal,ar,Article,100,6,6,Algorithm | Panthera leo | Subsampling | Systematic error | Variability,29544,undefined,1,TRUE,all,All Open Access,71
true,https://api.elsevier.com/content/abstract/scopus_id/20044373075,SCOPUS_ID:20044373075,2-s2.0-20044373075,Individual quality mediates trade-offs between reproductive effort and immune function in tree swallows,Ardia D.,Journal of Animal Ecology,00218790,NA,74,3,517-524,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00950.x,"1. Individual variation in the trade-off between self-maintenance and offspring quality was assessed in tree swallows, Tachycineta bicolor, by manipulating reproductive effort while simultaneously immunochallenging breeding females. 2. An experimental manipulation of parental effort was conducted by creating broods of, on average, three, five and eight nestlings. Breeding females were immunochallenged to mount a humoral immune response to sheep red blood cells (SRBC) and a cell-mediated response to phytohaemagglutinin (PHA). The consequences of adult decisions on offspring quality were assessed through immune responses to PHA, growth rates and residual body mass of nestlings. 3. Clutch initiation date, a strong measure of individual quality in tree swallows, was linked with immune responses, with earlier-nesting, presumably higher quality, females mounting stronger immune responses than did later-nesting birds. Increased reproductive effort led to decreased parental immune responses. There was a significant interaction between individual quality and reproductive effort treatment, with lower-quality individuals showing greater depression of humoral immune response to SRBC while raising enlarged broods, suggesting individual-level variation in trade-offs. 4. Breeding females raising enlarged broods tended to raise offspring of similar quality to control females, with only growth rate decreasing with increasing brood size, but not residual nestling body mass or nestling immunocompetence. This suggests that females are maintaining offspring quality at the cost of their own immune system maintenance. © 2005 British Ecological Society.",95,Journal,ar,Article,100,1,1,Immune system self-maintenance | Individual variation | Life history trade-offs,29544,undefined,1,TRUE,all,All Open Access,72
true,https://api.elsevier.com/content/abstract/scopus_id/20044368637,SCOPUS_ID:20044368637,2-s2.0-20044368637,Planning for success: Serengeti lions seek prey accessibility rather than abundance,Grant J.,Journal of Animal Ecology,00218790,NA,74,3,559-566,2005-05-01,May 2005,10.1111/j.1365-2656.2005.00955.x,"1. We used long-term radio-telemetry data to investigate how Serengeti lions (Panthera leo) distribute themselves with respect to hunting opportunities. Specifically, we investigate whether lions hunt in areas where prey are easy to capture or where prey are locally abundant. 2. We used resource-selection functions (logistic regressions) to measure the location of kills/carcasses with respect to five different habitats: the view-sheds from large rocky outcrops, river confluences, woodland vegetation, erosion embankments and water sources. 3. As expected for a sit-and-wait predator, resting lions spent more time in areas with good cover. On a broad-scale, lions shifted their ranges according to the seasonal movement of prey, but at a finer scale (< 100 m) lions fed in areas with high prey 'catchability' rather than high prey density. Plains lions selected erosion embankments, view-sheds from rocky outcrops, and access to free water. Woodland lions tended to use erosion embankments, and woody vegetation. 4. The results emphasize the importance of fine-scale landscape and habitat features when assessing predator-prey theory and conservation. © 2005 British Ecological Society.",347,Journal,ar,Article,100,4,4,Ambush predator | Habitat selection | Predator-prey interaction | Predator-sensitive foraging | Prey abundance | Resource selection,29544,undefined,1,TRUE,all,All Open Access,73
