@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33747057979,SCOPUS_ID:33747057979,2-s2.0-33747057979,High predation pressure by an introduced flatworm on land snails on the Oceanic Ogasawara Islands,Sugiura S.,Biotropica,00063606,17447429,38,5,700-703,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00196.x,30,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,23,"The introduction of a predatory flatworm, Platydemus manokwari, has been considered a cause of the decline of endemic land snails on the tropical oceanic islands. To clarify the effect of P. manokwari on land snail survival in the field, we examined survival rates of snails experimentally placed in areas where snails are absent (i.e., P. manokwari is present) on Chichijima, Ogasawara (Bonin) Islands. We found that over 50 and 90 percent of the snails were dead after 3 and 11 d, respectively, and that the main cause of mortality was predation by P. manokwari. © 2006 The Author(s).",Conservation | Invasive species | Platydemus manokwari | Snail predators,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747057679,SCOPUS_ID:33747057679,2-s2.0-33747057679,"Impact of the little fire ant, Wasmannia auropunctata, on native forest ants in Gabon",Walker K.,Biotropica,00063606,17447429,38,5,666-673,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00198.x,43,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,24,"The Neotropical little fire ant, Wasmannia auropunctata, is notorious for its negative impacts on the native biota of tropical islands, such as the Galapagos and New Caledonia, where it has been introduced. Here, I evaluate the impact of exotic W. auropunctata populations on continental Africa. I surveyed ants at nine sites in Lopé National Park in Gabon, Central Africa, and found a highly significant correlation between ant diversity and length of infestation by W. auropunctata. I found many more native ant species present in areas not infested with W. auropunctata (39.0 ± 4.6) compared with areas infested by W. auropunctata for approximately 5-10 yr (7.0 ± 6.2 and 1.7 ± 1.2, respectively). In infested areas, W. auropunctata made up the bulk of specimens collected in every plot. This study demonstrates that the threat posed by W. auropunctata to biodiversity is as serious in continental ecosystems as it is in the more fragile island ecosystems of previous studies. Introductions near waterways are particularly devastating: in Lopé, the infested territory is most extensive along waterways and occurs in a pattern that strongly suggests moving water facilitates colonization. © 2006 The Author(s).",Biodiversity | Congo basin | Equatorial Africa | Exotic ants | Gabon | Invasive species | Wasmannia auropunctata,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747052586,SCOPUS_ID:33747052586,2-s2.0-33747052586,Bat pollination breakdown in the Caribbean columnar cactus Pilosocereus royenii,Rivera-Marchand B.,Biotropica,00063606,17447429,38,5,635-642,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00179.x,55,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,25,"Generalized pollination systems may be advantageous on island systems or regions of substantial disturbance. We examined whether or not specialization breakdown has occurred in a presumably bat-pollinated columnar cactus, Pilosocereus royenii, on Puerto Rico, an island subjected to periodic hurricanes. The flowers show characteristics related to bat pollination including nocturnal anthesis, morphology, and amount and quality of nectar reward. The cactus produces flowers whose styles are temporally and mechanically separated from its anthers and do not self-pollinate. Hand manipulations indicated that it is partially self-incompatible or suffers some inbreeding depression. In 217 h of observations conducted biweekly over the course of 1 yr, P. royenii received visits from bats, moths, bees, and birds, but the only effective pollinator was the carpenter bee, Xylocopa mordax. Only four bat visits were recorded, all prior to stigma receptiveness. Floral morphology of P. royenii was significantly more variable than that of other bat-pollinated species of the genus. We propose that infrequent bat visits are a consequence of a population crash and that floral variability is due to either relaxed selection for bat pollination or a transitional stage from bat pollination to bee pollination. © 2006 The Author(s).",Bat | Cactus | Caribbean | Carpenter bee | Pilosocereus royenii | Pollination | Puerto Rico,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747051725,SCOPUS_ID:33747051725,2-s2.0-33747051725,"Unveiling a ghost of amazonian rain forests: Camponotus mirabilis, engineer of Guadua bamboo",Davidson D.W.,Biotropica,00063606,17447429,38,5,653-660,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00194.x,15,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,26,"Camponotus mirabilis (Hymenoptera: Formicidae) is a highly specialized resident of live Guadua bamboo in western Amazonia. Workers in established colonies open and invade young, unlignified culms, and mature polydomous colonies occupy several-to-many adjacent stems. Multistoried carton shelves support brood inside culms, and larvae are nourished by honeydew of coccids (Cryptostigma guadua). Constructing a system of stem holes and wicks, C. mirabilis modifies occupied stems in ways that produce passive water evacuation. Nocturnally foraging workers gather both prey and wood fiber, a component of wicks. Diurnally, they boil aggressively from agitated stems, and are attacked by parasitic phorid flies (Diptera: Phoridae). Culms housing C. mirabilis are stouter and more erect than are unoccupied stems but are opened regularly by capuchin monkeys (Cebus apella) searching for brood and perhaps reproductive castes. Damaged by monkeys, weak-walled Guadua stems frequently collapse and are abandoned by ants. Breakdown of brood shelves leaves nutrient-rich carton suspended in water within basal internodes, but isotopic analyses fail to show that occupied culms utilize either nitrogen from carton or carbon respired by ants or decomposing debris. Lower foliar nitrogen concentration in occupied than in control stems suggests that coccids and ants parasitize host resources. A prior experimental survey of bamboo ants may have missed C. mirabilis because females found new colonies in culms occupied by another bamboo specialist, and established colonies invade only young bamboo growth. © 2006 The Author(s).",Ants | Bamboo | Camponotus longipilis | Camponotus mirabilis | Guadua | Nitrogen | Peccary | Peru | Phorid parasite | Water evacuation,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747044648,SCOPUS_ID:33747044648,2-s2.0-33747044648,"Establishment of broad-leaved thickets in Serengeti, Tanzania: The influence of fire, browsers, grass competition, and elephants",Sharam G.,Biotropica,00063606,17447429,38,5,599-605,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00195.x,44,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,27,"The role of Euclea divinorum in the establishment of broad-leaved thickets was investigated in Serengeti National Park, Tanzania. Thickets are declining due to frequent fires, but have not reestablished when fires have been removed. Seedlings of E. divinorum, a fire-resistant tree, were found in grassland adjacent to thickets and as thicket canopy trees and may function to facilitate thicket establishment. Seedlings of thicket species were abundant under E. divinorum canopy trees but not in the grassland, indicating that E. divinorum can facilitate forest establishment. We examined E. divinorum establishment in grassland by measuring survival and growth of seedlings with respect to fire, browsers, elephants, and competition with grass. Seedling survival was reduced by fire (50%), browsers (70%), and competition with grass (50%), but not by elephants. Seedling growth rate was negative unless both fire and browsers, or grass was removed. Establishment of thickets via E. divinorum is not occurring under the current conditions in Serengeti of frequent fires, abundant browsers, and dense grass in riparian areas. Conditions that allowed establishment may have occurred in 1890-1920s during a rinderpest epizootic, and measurements of thicket canopy trees suggest they established at that time. © 2006 The Author(s).",Browsing | Croton dichogamus | Elephant | Euclea divinorum | Fire | Recruitment | Savanna | Tanzania | Thicket,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747042456,SCOPUS_ID:33747042456,2-s2.0-33747042456,Ocelot (Leopardus pardalis) predation on agouti (Dasyprocta punctata),Aliaga-Rossel E.,Biotropica,00063606,17447429,38,5,691-694,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00192.x,21,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,28,"We collected details on the predation of four agoutis (Dasyprocta punctata) by ocelots (Leopardus pardalis). All kills were made outside of the typical agouti activity period (<0500 h). Agoutis were captured from behind and killed with a bite through the back of the skull. The kill sites for two female agoutis were significantly closer to their den sites than expected, while kill sites for two males were not. All carcasses were completely covered by leaves during the day and were fed on during night hours. Predation by ocelots can be a significant cause of mortality for agoutis at Barro Colorado Island (BCI). © 2006 The Author(s).",Agouti | Dasyprocta punctata | Leopardus pardalis | Neotropics | Ocelot | Panama | Predation,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747039511,SCOPUS_ID:33747039511,2-s2.0-33747039511,"Arthropod abundance, canopy structure, and microclimate in a Bornean lowland tropical rain forest",Dial R.J.,Biotropica,00063606,17447429,38,5,643-652,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00181.x,63,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,29,"This study applies a novel, vertically stratified fogging protocol to document arthropod abundance, density, and biomass across a vertical gradient in a primary, lowland dipterocarp forest canopy in Borneo. We fogged arthropods at 5 m vertical intervals and 20 m horizontal intervals along six full-canopy transects and measured leaf surface areas along the same transects. The results show that arthropod biomass in the aboveground regions was 23.6 kg/ha, the abundance was 23.9 million individuals/ha, and the density on leaf surfaces was 280 individuals/m2 leaf area. All three numbers are five to ten times higher than estimated by previous surveys of tropical lowland rain forest canopies using mass-collection techniques. Arthropod abundance and biomass were analyzed in relation to canopy structure, composition, vapor pressure deficit (VPD), photosynthetic photon flux density (PPFD), and height. Using stepwise regression we found that 13 of 14 arthropod groups had significant positive relationships with one-sided leaf area, 11 had significant negative relationships with VPD, 3 had significant relationships with height, and none showed positive relationships with light. Classifying the 14 taxa based on their responses to leaf area and VPD created three groups that corresponded roughly to the biology of these taxa. This study suggests that the biomass and abundance, and perhaps therefore - by extrapolation - the biodiversity, of tropical canopy arthropods may be very much higher than previously estimated. © 2006 The Author(s).",Arthropod abundance | Borneo | Canopy arthropods | Canopy microclimate | Canopy structure | Fogging | Leaf area index | Lowland tropical rain forest,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747034169,SCOPUS_ID:33747034169,2-s2.0-33747034169,Roads alter the colonization dynamics of a keystone herbivore in neotropical savannas,Vasconcelos H.,Biotropica,00063606,17447429,38,5,661-665,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00180.x,49,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,30,"Roads can facilitate the establishment and spread of both native and exotic species. Nevertheless, the precise mechanisms facilitating this expansion are rarely known. We tested the hypothesis that dirt roads are favorable landing and nest initiation sites for founding-queens of the leaf-cutter ant Atta laevigata. For 2 yr, we compared the number of attempts to found new nests (colonization attempts) in dirt roads and the adjacent vegetation in a reserve of cerrado (tree-dominated savanna) in southeastern Brazil. The number of colonization attempts in roads was 5 to 10 times greater than in the adjacent vegetation. Experimental transplants indicate that founding-queens are more likely to establish a nest on bare soil than on soil covered with leaf-litter, but the amount of litter covering the ground did not fully explain the preference of queens for dirt roads. Queens that landed on roads were at higher risk of predation by beetles and ants than those that landed in the adjacent vegetation. Nevertheless, greater predation in roads was not sufficient to offset the greater number of colonization attempts in this habitat. As a consequence, significantly more new colonies were established in roads than in the adjacent vegetation. Our results suggest that disturbance caused by the opening of roads could result in an increased Atta abundance in protected areas of the Brazilian Cerrado. © 2006 The Author(s).",Ants | Atta | Brazil | Cerrado vegetation | Habitat disturbance | Habitat selection | Nest foundation | Road impacts,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33644946383,SCOPUS_ID:33644946383,2-s2.0-33644946383,Censusing and measuring lianas: A quantitative comparison of the common methods,Schnitzer S.A.,Biotropica,00063606,17447429,38,5,581-591,2006-09-01,September 2006,10.1111/j.1744-7429.2006.00187.x,118,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,31,"Lianas contribute to many aspects of tropical forest diversity and dynamics, and interest in liana ecology has grown substantially in recent years. Methods to census lianas and estimate biomass, however, differ among studies, possibly hindering attempts to compare liana communities. At Nouragues Research Station (French Guiana), we tested the extent to which liana abundance, basal area, and estimated biomass differed depending on stem diameter measurement location, inclusion of ramets, inclusion of lianas rooted within versus passing through the plot, and plot shape. We found that the mean per plot abundance and basal area of lianas were significantly greater when lianas were measured low on the stem, when ramets were included, and when lianas were sampled in transects (2 × 50 m) than in square plots (10 × 10 m). Mean per plot liana abundance and basal area were 21 percent and 58 percent greater, when stems were measured at the largest spot on the stem compared to 130 cm from the ground, respectively. Including liana ramets increased average per plot liana abundance, basal area, and estimated biomass by 19, 17, and 16 percent, respectively. To facilitate cross-study comparisons, we developed conversion equations that equate liana abundance, diameter, and basal area based on the measurements taken at four different stem locations. We tested these equations at Lambir Hills National Park, Malaysia and found that they did not differ significantly between the two sites, suggesting that the equations may be broadly applicable. Finally, we present a new allometric equation relating diameter and biomass developed from 424 lianas from five independent data sets collected in four countries. © 2006 The Author(s).",Biomass | Census methods | Climbers | Forest plots | French Guiana | Lambir Hills | Lianas | Malaysia | Nouragues | Tropical forest | Vines,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745114938,SCOPUS_ID:33745114938,2-s2.0-33745114938,"Tree diversity, environmental heterogeneity, and productivity in a Mexican tropical dry forest",Balvanera P.,Biotropica,00063606,17447429,38,4,479-491,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00161.x,44,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,32,"Species diversity-environmental heterogeneity (D-EH) and species diversity-productivity (D-P) relationships have seldom been analyzed simultaneously even though such analyses could help to understand the processes underlying contrasts in species diversity among sites. Here we analyzed both relationships at a local scale for a highly diverse tropical dry forest of Mexico. We posed the following questions: (1) are environmental heterogeneity and productivity related?; (2) what are the shapes of D-EH and D-P relationships?; (3) what are individual, and interactive, contributions of these two variables to the observed variance in species diversity?; and (4) are patterns affected by sample size, or by partitioning into average local diversity and spatial species turnover? All trees (diameter at breast height ≥5 cm) within twenty-six 0.2-ha transects were censused; four environmental variables associated with water availability were combined into an environmental heterogeneity index; aboveground standing biomass was used as a productivity estimator. Simple and multiple linear and nonlinear regression models were run. Environmental heterogeneity and productivity were not correlated. We found consistently positive log-linear D-EH and D-P relationships. Productivity explained a larger fraction of among-transect variance in species diversity than did environmental heterogeneity. No effects of sample size were found. Different components of diversity varied in sensitivity to environmental heterogeneity and productivity. Our results suggest that species' differentiation along water availability gradients and species exclusion at the lowest productivity (driest) sites occur simultaneously, independently, and in a scale-dependent fashion on the tree community of this forest. © 2006 The Author(s).",Aboveground biomass | Alpha-diversity | Chamela-Cuixmala Biosphere Reserve | Environmental heterogeneity | Productivity | Species diversity | Species richness | Tropical dry forest | Western Mexico,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745052393,SCOPUS_ID:33745052393,2-s2.0-33745052393,"Sesiid moths reduce germination, seedling growth, and survivorship in Pentaclethra macroloba (Mimosoideae), a locally dominant lowland neotropical tree",McKenna D.,Biotropica,00063606,17447429,38,4,508-513,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00166.x,5,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,33,"Monodominant forests are a widespread feature of the humid and wet lowland tropics, but little is known about their origins or factors mediating their persistence. Nonetheless, escape from significant vertebrate and invertebrate seed predation plays a prominent role in most hypotheses. The seeds of Pentaclethra macroloba (Fabaceae: Mimosoideae) have long been thought to be virtually immune to predation, contributing to its local dominance in the canopy of some Mesoamerican forests. Here, we describe herbivory by the larvae of Carmenta surinamensis (Lepidoptera: Sesiidae) on the seeds of P. macroloba, and report the results of studies designed to clarify how this interaction influences germination, seedling growth, and mortality. To this end, we collected P. macroloba seeds at 30-d intervals for 5 mo along a rain forest transect in Costa Rica. The seeds were monitored in a shade house for 30 d. Adult moths were reared from 43.6 percent of seeds, and significantly affected germination and mortality, and all measures of growth (number of leaves, seedling height, seed and seedling mass at 30 d, and 30-d change in seed and seedling mass). Based on these observations, we conclude that seed boring by C. surinamensis is a potentially important factor influencing population dynamics in P. macroloba, and warrants further investigation for its prospective role in regulating local abundance in this locally dominant and ecologically significant tree. © 2006 The Author(s).",Carmenta surinamensis | Costa Rica | Dominance | Germination | Growth | Mortality | Pentaclethra macroloba | Rain forest | Seed predation | Seedling mortality,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745049003,SCOPUS_ID:33745049003,2-s2.0-33745049003,"Hypocrealean (Hypocreales, Ascomycota) fungal diversity in different stages of tropical forest succession in Costa Rica",Chaverri P.,Biotropica,00063606,17447429,38,4,531-543,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00176.x,27,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,34,"The relationship between forest succession and microfungal diversity has been poorly studied. Fungi provide important ecosystem services that may deteriorate in deforested or highly disturbed forests. To determine the possible effects of deforestation and forest succession on microfungi, species diversity of hypocrealean fungi (Ascomycota) was compared in forest stands in Eastern Costa Rica representing three stages of succession: 1-2, 25-27 yr old, and an old growth forest. Species diversity in a second-growth forest fragment surrounded by timber plantations and second-growth forest was also compared to that of a stand surrounded by old growth forest. The results show that the overall diversity of hypocrealean fungi was inversely proportional to the age of the forest stand, and each family showed different successional trends. Clavicipitaceae was more diverse in the old-growth forest and was positively related to the age of the forest stand. Nectriaceae was highly diverse in the 1- to 2-yr-old stand and less diverse in the old-growth stand. Saprobic and plant pathogenic fungal species were more diverse in the 1- to 2-yr-old stand and their diversity was inversely proportional to the age of the forest stand. The diversity of insect pathogens was positively related to the age of the forest stand. The 20- to 22-yr-old forest fragment had the lowest number of species overall. Based on the data gathered in this study, hypocrealean fungal species diversity is related to the successional stage and fragmentation of tropical forest. © 2006 The Author(s).",Ascomycetes | Biodiversity | Costa Rica | Deforestation | Forest disturbance | Forest fragmentation | Forest succession | Fungi | Tropical wet forest,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745041011,SCOPUS_ID:33745041011,2-s2.0-33745041011,"Nutrient limitation in a fire-derived, nitrogen-rich Hawaiian grassland",D'Antonio C.,Biotropica,00063606,17447429,38,4,458-467,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00170.x,20,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,35,"Grasslands created by grass invasions into shrublands or woodlands followed by fire are now a dominant feature of many seasonally dry environments. In Hawaii Volcanoes National Park, introduced perennial grasses dominate grasslands created by fire in grass-invaded woodlands. In a previous study, we found that net primary production in these grasslands is substantially lower than in unburned woodlands. Yet, our estimates of annual net nitrogen (N) mineralization showed higher rates in these savannas than in the unburned woodlands, rates that appear to greatly exceed annual N demand by the vegetation. We therefore hypothesized that N should not be limited to the plants growing in these sites. We tested this hypothesis with a 2-yr fertilization experiment. At peak biomass, we found a 30 percent increase in live biomass in plots with N added and no increase in production with only phosphorus (P) added. N and P together were synergistic, suggesting that co-limitation or P limitation becomes important when N is more available. Plants responded to added N by increasing individual leaf area and shoot length by over 50 percent. Tissue N was higher with added N; hence, biomass N was substantially higher. Tissue P concentrations declined with N addition but were elevated by P addition despite lack of a growth response to P alone. Overall, N limitation exists despite high annual rates of net N mineralization, and co-limitation of production by P may occur when N is abundant. Here, asynchrony between plant nutrient demand and N availability may contribute to N limitation. © 2006 The Author(s).",Biological invasions | Exotic species | Fire | Grasslands | Nitrogen fertilization | Nutrient availability | Phenology | Phosphorus | Plant production,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745038512,SCOPUS_ID:33745038512,2-s2.0-33745038512,"The extent, distribution, and fragmentation of vanishing montane cloud forest in the Highlands of Chiapas, Mexico",Cayuela L.,Biotropica,00063606,17447429,38,4,544-554,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00160.x,52,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,36,"Montane cloud forest (MCF) has high levels of species diversity, contributes positively to the catchment water yield, and is a globally threatened habitat type. The shortage of reliable data regarding the area currently occupied by MCF remains an obstacle to operational conservation planning in Mexico. This paper assesses how much MCF remains in the central Highlands of Chiapas (Mexico) and how fragmented it is in relation to other forest cover. We estimated that the area covered by MCF was between 3700-5250 ha. This estimate contrasted with the approximately 40,000 ha reported for the same region by the Mexican National Forestry inventory in 2000. MCF was highly scattered and fragmented within a matrix of other tropical montane forest types. Other forest types may be partially buffering the remaining MCF habitats, however, mitigating their disturbance and enhancing their connectivity. We conclude that mechanisms should be sought to promote the protection of core areas containing MCF fragments in agreement with communal and private landowners and to conserve the ecological functions of surrounding buffer zones. Such a conservation strategy would match the natural configuration of these endangered habitats. © 2006 The Author(s).",Chiapas | Dempster-Shafer | Evergreen Cloud Forest | Fragmentation | Habitat mapping | Montane Cloud Forest | Remote sensing,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745037251,SCOPUS_ID:33745037251,2-s2.0-33745037251,Land-use history affects the distribution of the saprophytic orchid Wullschlaegelia calcarata in Puerto Rico's tabonuco forest,Bergman E.,Biotropica,00063606,17447429,38,4,492-499,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00167.x,23,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,37,"Human activities such as logging and agriculture can severely damage forest ecosystems by changing forest structure, ecosystem function, and biodiversity. These changes may have long-lasting consequences, which influence forest recovery. We investigated the effect of past human disturbance on the current distribution of an understory, achlorophyllous orchid, Wullschlaegelia calcarata in Puerto Rico's tropical rain forest after 70 yr of recovery. Our study site was the 16-ha Luquillo Forest Dynamics Plot located in the Luquillo Experimental Forest, which has four areas with differing intensity of land use that have been distinguished from variation in canopy cover seen in aerial photographs taken in 1936. We recorded orchids in six 10-m-wide, 500-m-long transects across four different areas of land-use history. We found that the orchid was not present in an area of the plot which had <20 percent canopy cover in 1936, and was most abundant in the area with >80 percent canopy cover, which had been minimally impacted by human activity. Tree species composition varied among land-use history areas, and our observations suggested that this variation might be influencing the local distribution of W. calcarata. We also measured leaf litter biomass and identified the leaves of litter in areas with and without the orchid. Litter with a high proportion of Buchenavia tetraphylla leaves had more orchids. Even though human disturbance ceased in 1932, land-use history in the Luquillo Forest still casts a shadow over the distribution of W. calcarata. © 2006 The Author(s).",Biodiversity recovery | Caribbean | Conservation | Forest disturbance | Luquillo Mountains | Orchidaceae | Plant distribution | Tropical wet forest,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745037012,SCOPUS_ID:33745037012,2-s2.0-33745037012,"Geographic range, habitats, and host plants of bromeliad-living jumping spiders (Salticidae)",Romero G.,Biotropica,00063606,17447429,38,4,522-530,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00173.x,34,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,38,"Although spiders are a very diverse group on vegetation, their associations with plants are poorly known. Some salticid species specifically use Bromeliaceae as host plants in some regions of South America. In this study, I report the geographic range of these spider-bromeliad associations, and whether the spiders inhabit particular bromeliad species and vegetation types, as well as open areas or interior of forests. Nine salticid species were found to be associated with up to 23 bromeliad species in cerrados (savanna-like vegetation), semideciduous and seasonal forests, coastal sand dune vegetation, restingas, inselbergs, highland forests, chacos, and rain forests at 47 localities in Brazil, Paraguay, Bolivia, and Argentina. Some species were typically specialists, inhabiting almost exclusively one bromeliad species over a large geographic range (e.g., Psecas chapoda on Bromelia balansae), whereas others were generalists, occurring on up to 7-8 bromeliad species (e.g., Psecas sp., Eustiromastix nativo, and Coryphasia sp. 1). The regional availability of bromeliad species among habitats may explain this pattern of host plant use. More jumping spiders were found on bromeliads in open areas than on bromeliads in the interior of forests. These results show that several jumping spider species may be strictly associated with the Bromeliaceae in the Neotropics. This is one of the few studies to show host-specific associations for spiders on a particular plant type over a wide geographic range. © 2006 The Author(s).",Animal-plant interactions | Bromeliaceae | Distribution patterns | Habitat | Host plant | Jumping spiders | South America | Specific associations,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745034282,SCOPUS_ID:33745034282,2-s2.0-33745034282,Edaphic and floristic variation within a 1-ha plot of lowland Amazonian rain forest,Poulsen A.D.,Biotropica,00063606,17447429,38,4,468-478,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00168.x,80,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,39,"Several studies in lowland tropical rain forests have documented effects of local-scale topographic variation on plant species distribution and abundance patterns. Few studies have compared the distribution patterns of more than one plant group, however, and even fewer have related these to measured physical and chemical soil characteristics. Here, we document such soil characteristics within a square 1-ha plot in Amazonian Ecuador, and compare them to the distribution patterns of terrestrial pteridophytes, angiosperm ground herbs, and palms. Substantial variation in soil properties was found within the plot. The three plant groups showed highly correlated floristic patterns within the 1-ha plot even after the effect of geographical distances had been taken into account. Mantel tests yielded significant correlations between edaphic patterns, as measured by distances in various soil and topographic characteristics, and floristic patterns. For all three plant groups, differences in elevation within the plot were highly correlated with floristic distances, and for terrestrial pteridophytes and palms, distances in soil calcium content and sand content were also important. Our results resembled those obtained at wider spatial scales with the same plant groups, which indicates that soil factors may play an important role for distribution and beta diversity of plants, even at the local scale. © 2006 The Author(s).","Ecuador | Ground herbs | Local scale variability | Mantel test | Multiple regression | Palms | Soils | Species composition | Terrestrial pteridophytes, tropical rain forest",NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33745025762,SCOPUS_ID:33745025762,2-s2.0-33745025762,Landslides and their contribution to land-cover change in the mountains of Mexico and Central America,Restrepo C.,Biotropica,00063606,17447429,38,4,446-457,2006-07-01,July 2006,10.1111/j.1744-7429.2006.00178.x,49,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,40,"Landsliding is a natural process influencing montane ecosystems, particularly in areas with elevated rainfall and seismic activity. Yet, to date, little effort has been made to quantify the contribution of this process to land-cover change. Focusing on the mountains of Mexico and Central America (M-CA), we estimated the contribution of landsliding to land-cover change at two scales. At the scale of M-CA, we classified the terrain into major landforms and entered in a GIS historical data on earthquake- and rainfall-triggered landslides. At the scale of the Sierra de Las Minas of Guatemala, we investigated Landsat TM data to map rainfall-triggered landslides. During the past 110 yr, >136,200 ha of land in the mountains of M-CA have been affected by landslides, which translates into disturbance rates exceeding 0.317 percent/century. In Sierra de Las Minas, rainfall associated with hurricane Mitch affected 1765 ha of forest, or equivalently, landslides triggered by storms of this magnitude transformed between 0.196 (return time of 500 yr) and 1.290 (return time of 75 yr) percent of forest/century. Although landsliding results in smaller rates of land-cover change than deforestation, we hypothesize that it has a stronger impact on ecosystems, both in qualitative and quantitative terms, given its influence on vegetation and soil. Moreover, interactions between landsliding and deforestation may be altering the expression of this complex process such that the few protected areas in the mountains of M-CA may represent the only possibility for the conservation of this process. © 2006 The Author(s).",Central America | Land-cover change | Landslides | Mexico | Tropical mountains,all,All Open Access,NA,NA
