@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0023507619,SCOPUS_ID:0023507619,2-s2.0-0023507619,Optimizing great tit clutch size in a fluctuating environment.,Boyce M.,Ecology,00129658,68,1,142-153,1987-01-01,1987,10.2307/1938814,"Parus major nesting in Wytham Wood, Oxford, England, lay clutches averaging 8.53 eggs, although the most productive clutch size is 12. There are marked annual environmental fluctuations, and a geometric mean estimate of relative fitness best predicts the observed mean clutch size. Years that are poor for survival of young affect individuals laying larger clutches much more than they affect those laying smaller clutches. This 'bad-years effect' reduces the mean and increase the variance in fitness for individuals laying large clutches more than it does for individuals laying smaller clutches. hence it is more advantageous, in the long term, for birds to lay clutches smaller than the most productive clutch size. -from Authors",191,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,51,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023507573,SCOPUS_ID:0023507573,2-s2.0-0023507573,Analysis of local variation in plant size.,Mitchell-Olds T.,Ecology,00129658,68,1,82-87,1987-01-01,1987,10.2307/1938807,"Attempts to quantify local competitive interactions by examining size and growth of neighboring plants may suffer from several statistical difficulties: 1) when individuals are analyzed both as focal plants and as neighbors of other individuals, observations are not independent and tests of statistical significance may be invalid; 2) effects of competition and local site quality may be confounded. Path analysis and randomization tests may permit more accurate estimation and testing of influences on individual plant growth. Analysis of results of experiments with Impatiens capensis showed that conventional statistical tests may yield serious errors in estimates of significance, and that these errors are of unpredictable magnitude and direction. It is essential to measure or estimate the effects of site quality on variation in plant size. -from Author",65,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,52,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023507563,SCOPUS_ID:0023507563,2-s2.0-0023507563,Role of tannins in defending plants against ruminants: reduction in protein availability.,Robbins C.T.,Ecology,00129658,68,1,98-107,1987-01-01,1987,10.2307/1938809,"Digestion trials were conducted with mule deer Odocoileus hemionus and results from previous trials with white-tailed deer O. virginianus, moose Alces alces, caribou Rangifer tarandus and elk Cervus elaphus were summarized to evaluate dietary factors affecting protein availability. Tannins are not important in the defense of most deciduous tree and shrub stems consumed by these herbivores. Tannins in flowers and forb, tree and shrub leaves markedly reduced protein availability. Tannins must be considered in understanding the defensive strategies of leaves and flowers. Soluble phenolics that do not inhibit digestion but are absorbed and reduce intake through their toxicity are more important in defending some plant parts against ruminants than are digestion-reducing tannins. -from Authors",462,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,53,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504351,SCOPUS_ID:0023504351,2-s2.0-0023504351,Distribution of seeds in Sonoran Desert soils: implications for heteromyid rodent foraging.,Price M.,Ecology,00129658,68,6,1797-1811,1987-01-01,1987,10.2307/1939871,"On a local scale, seeds occurred in patches 12 cm in diameter in all microhabitats and sampling periods. Seed species composition varied seasonally and among microhabitats, and there was an overall correlation between seed and adult microhabitat distribution for spring ephemerals. The resource upon which desert granivores depend is highly variable in time and space. Microhabitat is one of the most conspicuous sources of variation, and heteromyid rodent species differ in use of those microhabitats (open spaces vs. areas under canopies of perennial plants) that differ most noticeably in seed abundances, species composition, and soil characteristics.-from Authors",99,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,54,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504330,SCOPUS_ID:0023504330,2-s2.0-0023504330,Effects of bud demography and elongation patterns on Betula cordifolia near the tree line.,Maillette L.,Ecology,00129658,68,5,1251-1261,1987-01-01,1987,10.2307/1939209,"Birches ranged in shape from fully erect trees (7-8 m tall) in sheltered forest sites, to low polycormic shrubs (<1 m tall) in nearby exposed tundra sites. Reproduction and browsing were not significant factors contributing to the reduced size of tundra birches. These birches, however, did produce smaller long shoots and suffered heavier bud mortality during winter than birches at other sites, with important year-to-year fluctuations. After exposure to an extreme winter, most birches can resprout from dormant buds in the root collar area and form polycormic individuals. Both the frequency and severity of winter injury were related to degree of exposure to the elements, and appear to be key factors in the morphogenesis of tree-line birches.-from Author",29,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,55,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504325,SCOPUS_ID:0023504325,2-s2.0-0023504325,Chihuahuan Desert annuals: importance of water and nitrogen.,Gutierrez J.,Ecology,00129658,68,6,2032-2045,1987-01-01,1987,10.2307/1939894,"Natural rainfall was sufficient for maximum spring-annual biomass development on all plots except for termite-free unfertilized, unwatered plots. These were the driest plots but had high soil N. Most herbaceous species responded to water amendments by lengthening growing seasons, increasing density, or increasing biomass. When there was sufficient water for most of the spring annuals, high soil N levels favoured increased densities and biomasses of Descurainia pinnata and Lepidium lasiocarpum. Termite-free watered plots had higher soil moisture than termite-unwatered plots, but summer annuals were relatively abundant on the latter.-from Authors",148,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,56,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504310,SCOPUS_ID:0023504310,2-s2.0-0023504310,Flexible life history traits: shifts by scarlet gilia in response to pollinator abundance.,Paige K.,Ecology,00129658,68,6,1691-1695,1987-01-01,1987,10.2307/1939861,In response to reduced levels of pollinators and pollination (reflected by a 30-40% reduction fruit set) Ipomopsis aggregata shift from their normal semelparous mode of reproduction to iteroparous reproduction.-from Authors,37,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,57,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504309,SCOPUS_ID:0023504309,2-s2.0-0023504309,"Avian fruit removal: effects of fruit variation, crop size, and insect damage.",Jordano P.,Ecology,00129658,68,6,1711-1723,1987-01-01,1987,10.2307/1939863,"Avian dispersal of seeds of the wild olive tree Olea europaea var. sylvestris was studied in Mediterranean shrubland, S Spain. The significance of bird species as an Olea fruit consumer was closely related to its abundance in the area and was not associated with its dependence on the fruit for food; this resulted in a highly asymmetric interactions between the plant and its dispersers. During an extremely dry year most trees aborted their entire fruit crop just after flowering. During the 2nd yr, both flower production and fruit set increased; this resulted in larger crops of ripe fruit. Most fruits that ripened (96.2% of the final-sized fruits) during the year of low fruit production were consumed by dispersers (93.9%), and incidence of fruit-damaging agents was low (6.0%). During the 2nd yr, fruit loss to the two main fruit predators, Dacus oleae (Tephritidae) and Prays oleae (Yponomeutidae), increased (mean 27.1%, range, 1.1-52.3%). A satiation process took place during this year since fruit production exceeded the energy demand of the disperser assemblage: this increased the potential for fruit loss to insect frugivores. Fruit removal by dispersers decreased (mean 52.4%), but the increase in fecundity during the 2nd yr for most of the trees compensated for this difference and resulted in a greater absolute number of seeds removed.-from Author",114,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,58,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504303,SCOPUS_ID:0023504303,2-s2.0-0023504303,Density-dependent paedomorphosis in the salamander Notophthalmus viridescens dorsalis.,Harris R.,Ecology,00129658,68,3,705-712,1987-01-01,1987,10.2307/1938476,"Low larval density was associated with rapid larval growth, paedomorphosis, and sexual maturity. A 4-fold increase in density was associated with slower growth and metamorphosis into the sexually immature eft form. The evolutionary hypothesis that paedomorphosis results when aquatic growth conditions favor rapid growth was supported.-from Author",75,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,59,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504296,SCOPUS_ID:0023504296,2-s2.0-0023504296,Desiccation of rotifers ( Macrotrachela quadricornifera): survival and reproduction.,Ricci C.,Ecology,00129658,68,5,1488-1494,1987-01-01,1987,10.2307/1939232,"Eggs and adults of this bdelloid rotifer 3, 5, 8, and 14 d were dried for 4 d, and 5- and 8-d-old animals for 30 d, to determine ability to recover. The highest percentage recovery was obtained with 8-d-old rotifers stressed for 4d, while no animals aged 5 d recovered from 30 d of drying. -from Authors",52,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,60,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504291,SCOPUS_ID:0023504291,2-s2.0-0023504291,Longitudinal patterns of ecosystem processes and community structure in a subarctic river continuum.,Naiman R.,Ecology,00129658,68,5,1139-1156,1987-01-01,1987,10.2307/1939199,"Ecosystem processes and community structure in running waters of the boreal forests of Quebec, are strongly influenced by climate and channel geomorphology. As stream size increased from 1st to 9th order there was a decrease in total carbon inputs (precipitation, throughfall, primary production, and allochthonous materials) followed by a gradual increase due to greater primary production in streams >6th order. The standing stock of C decreased exponentially downstream, and total C outputs (respiration, leaching, methane evasion, and insect emergence) increased slightly downstream. Total C inputs were evenly distributed by steam order throughout the Moisie River drainage network. Most C was stored in the small 1st to 3rd order streams, whereas the majority of organic C was metabolized in the 7th and 9th order rivers. Fluvial transport of organic C to the Gulf of St Lawrence was nearly 3 times that of the measured total annual input, suggesting that inputs of dissolved organic C in groundwater were more important than previously expected. The spiraling length for C increased exponentially from 8-15km in small streams to 426km in the 9th order river. There was a concomitant decrease in reach retention with stream order, while the rate coefficient of respiration and rate of downstream movement increased with order. The stream metabolism index, a measure of ecosystem efficiency, increased from 1st to 7th order.-from Authors",228,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,61,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504236,SCOPUS_ID:0023504236,2-s2.0-0023504236,Clutch size in birds: a predation perspective.,Lima S.,Ecology,00129658,68,4,1062-1070,1987-01-01,1987,10.2307/1938378,"A simple model of clutch size in nidicolous birds is developed in which the cost of reproduction is the risk of predation to both the parent and its dependent young. Analysis of the model shows that 1) conventional ideas of food limitation, though sufficient, are not necessary for the existence of an optimal clutch size; 2) predation as the sole cost of reproduction is adequate for the existence of an optimal clutch size; and 3) one need not expect a clutch-size-dependent physiological cost to a parent (leading to increased mortality) to be a major determinant of clutch size.-from Author",107,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,62,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504196,SCOPUS_ID:0023504196,2-s2.0-0023504196,Can leaf aspect affect herbivory? A case study with tea.,Banerjee B.,Ecology,00129658,68,4,839-843,1987-01-01,1987,10.2307/1938355,"Leaves of Camellia sinensis cultivars are markedly different in leaf geometry, with leaf angle varying from erect through semi-erect to horizontal; a particular cultivar has only one type of leaf. Defoliators and leaf chewers feed mostly on horizontal leaves. Leaf rollers and miners colonize only semi-erect leaves. Sap feeders inhabit all 3 types of leaves, with largest species accumulation on erect leaves. -Author",19,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,63,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023504180,SCOPUS_ID:0023504180,2-s2.0-0023504180,Influences of flow regime on development and desiccation response of lotic diatom communities.,Peterson C.,Ecology,00129658,68,4,946-954,1987-01-01,1987,10.2307/1938366,"Diatom communities developed in either sheltered or direct-current habitats in the Colorado River below Lake Mead were subjected to short-term desiccation. Direct-current communities exhibited lower cell accumulation rates and supported lower biomass and diatom densities than sheltered communities, suggesting that current shear and flow variability limited accumulation in direct current. Diatom communities that developed in sheltered habitats were less resistant to desiccation stress than communities from more rigorous flow conditions. Biomass and cell densities were reduced by desiccation on sheltered substrates; the same desiccation frequency in direct current had either no effect or caused increases in abundance parameters, depending on community age. Desiccation caused greater taxonomic change in sheltered than in direct-current environments. Low resistance to desiccation in sheltered environments was probably due to lack of nutrient renewal by current and to competition for resources in high-density communities. In direct-current communities, where diatom accrual was suppressed by shear forces associated with fast flow, mucilage production after desiccation may have enhanced diatom immigration success, resulting in both higher densities and diversity in desiccated communities. -from Author",50,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,64,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023501811,SCOPUS_ID:0023501811,2-s2.0-0023501811,"Demography of a habitat generalist, the white-footed mouse, in a heterogeneous environment.",Adler G.,Ecology,00129658,68,6,1785-1796,1987-01-01,1987,10.2307/1939870,"A population of Peromyscus leucopus in SE Massachusetts was live-trapped in five habitat types. Three demographic groups (2 of low density, 1 of high density) differed primarily in density, adult survival, proportion of males breeding, and variability in the proportion of males. The low-density segments of this population were at times able to achieve demographic performance equivalent to the high-density segments. Several demographic variables were related linearly to microhabitat gradients derived from a principal components analysis of 24 habitat variables, but similar demographic structure was found in different habitat types. A simple model relates demography to environmental suitability in a habitat generalist: population density, productivity, and survival increase, and numerical and demographic variability decrease, along a gradient of increasing environmental suitability. Intensity of intrinsic regulation also may increase with environmental suitability which would contribute to population stability.-from Authors",65,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,65,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023501793,SCOPUS_ID:0023501793,2-s2.0-0023501793,Do predators always capture substandard individuals disproportionately from prey populations.,Temple S.,Ecology,00129658,68,3,669-674,1987-01-01,1987,10.2307/1938472,"Describes the outcomes of 447 atacks by a red-tailed hawk Buteo jamaicensis on eastern chipmunks Tamias striatus, cottontail rabbits Sylvilagus floridanus and gray squirrels Sciurus carolinensis. A strong correlation existed between the difficulty the hawk had capturing individuals of each species and the difference between the proportions of substandard individuals in the hawk's diet and the prey populations. The degree to which substandard individuals of a particular prey species are taken disproportionately by a predator seems to be a direct function of how difficult it normally is for the predator to capture and kill individuals of that species.-from Author",233,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,66,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023501716,SCOPUS_ID:0023501716,2-s2.0-0023501716,The political economy of the spotted owl.,Dixon K.,Ecology,00129658,68,4,772-776,1987-01-01,1987,10.2307/1938347,"The economic, social and political aspects of the Strix occidentalis/old-growth issue are based on the conflict between conservation and cutting of old trees. Old-growth harvesting is made profitable by subsidies to the timber industry; without the subsidy, less old growth would be cut. Spotted owls are undervalued in the economic debate because they are a collective good, the value of which is not being 'aggregated' either in the present or in the future. There is an imbalance in the political system that favors the profit-oriented timber industry. An economic case can be made for preserving old growth, but ethical conduct requires some preservation. -from Authors",13,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,67,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023501681,SCOPUS_ID:0023501681,2-s2.0-0023501681,Switching and the pattern of host use by Battus philenor butterflies.,Rausher M.,Ecology,00129658,68,4,869-877,1987-01-01,1987,10.2307/1938358,A model is presented that accounts mechanisticaly for the seasonal change in host-searching behavior exhibited by pipevine swallowtail butterflies in E Texas. The model assumes that the proportion of females searching for broad- (or narrow-) leaved hosts represents an equilibrium determined by the rates at which females switch search modes. Females switched search modes every 1-3h. Results were consistent with the assumption that switching occurs primarily when females alight on and oviposit on the host species for which they are not currently searching. The seasonal change in proportions of broad- and narrow-leaf searchers seems to be a consequence of a seasonal change in the rate at which females alight on hosts for which they were not currently searching. The latter change is possibly due to seasonal changes in the relative abundances of the 3 hosts and to changes in the degree to which surrounding vegetation interferes with a butterfly's ability to detect host plants. -from Authors,9,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,68,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023501656,SCOPUS_ID:0023501656,2-s2.0-0023501656,Predator avoidance by Cricotopus: cyclomorphosis and the importance of being big and hairy.,Hershey A.,Ecology,00129658,68,4,913-920,1987-01-01,1987,10.2307/1938362,"Determined the susceptibility of 2 aquatic midges, Cricotopus sylvestris and C. bicinctus, (Diptera: Chironomidae), to predation by Hydra and the damselfly Ischnura verticalis. The chironomids co-occur on dense macrophytes in the Yahara River, Dane County, Wisconsin. C. sylvestris has long hairs, C. bicinctus short hairs. Large C. bicinctus were less susceptible to predation by both Hydra and small Ischnura, but prey size had no effect on susceptibility to large Ischnura. Long hairs offered no protection from Ischnura, but did protect C. sylvestris from Hydra, relative to short-haired C. bicinctus or C. sylvestris with shortened hairs. Hair length is negatively allometric relative to body size in ontogeny; hair absolute length remains constant as the larvae increase in size. Hair length was also cyclomorphic; successive generations of C. sylvestris showed a seasonal pattern of hair length. When Hydra density was high, hairs on C. sylvestris were longest; when Hydra density was low, hairs were shortest. The observed cyclomorphic and allometric patterns of hair length were both beneficial characteristics in the presence of Hydra and the benefits were additive. -from Authors",20,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,69,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023501424,SCOPUS_ID:0023501424,2-s2.0-0023501424,Macrofossil and pollen representation of coniferous trees in modern sediments from Washington.,Dunwiddie P.,Ecology,00129658,68,1,1-11,1987-01-01,1987,10.2307/1938800,"Pollen and conifer needle macrofossils were collected from surface sediments in 30 ponds near Mt Rainier to study representation of forest trees in data from modern sediments. Percentages of major taxa calculated from these data were compared with basal area measures of forest composition within 30 m of each pond. Macrofossil percentages of Abies amabilis, A. lasiocarpa, Pseudotsuga menziesii, Tsuga heterophylla and T. mertensiana were significantly correlated with their basal areas in nearby forests. Macrofossil assemblages were similar in replicate samples from surface sediments, as well as from parallel cores spanning 6000 yr. Widespread distribution of pollen was demonstrated by high pollen percentages of taxa that were absent from the flora at the sample sites, such as Alnus rubra. Pollen of Pinus and T. heterophylla was overrepresented, whereas that of Abies and T. mertensiana was underrepresented. Macrofossil assemblages more accurately reflect forest composition near sample sites, and also provide greater taxonomic resolution. -from Author",74,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,70,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023501255,SCOPUS_ID:0023501255,2-s2.0-0023501255,Ecological correlates of incubation feeding: a comparative study of high Arctic finches.,Lyon B.,Ecology,00129658,68,3,713-722,1987-01-01,1987,10.2307/1938477,"Male snow buntings Plectrophenax nivalis feed their mates at the nest throughout the incubation period, while male lapland longspurs Calcarius lapponicus usually do not. Due to differences in nest microclimate on sunny days, eggs cool more rapidly in bunting nests, suggesting that female longspurs can take advantage of solar radiation to warm their eggs and can consequently spend a higher proportion of their time foraging than female buntings. Comparison of female incubation schedules supports this idea; female longspurs spent more total time off their eggs (mean 25.9 min/h) than female buntings (15.9 min/h). Of the factors investigated, the colder nest microclimate associated with hole nesting has been the most important ecological factor influencing the occurrence and high frequency of incubation feeding in snow buntings.-from Authors",45,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,71,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023500697,SCOPUS_ID:0023500697,2-s2.0-0023500697,Nitrogen transformations following tropical forest felling and burning on a volcanic soil.,Matson P.,Ecology,00129658,68,3,491-502,1987-01-01,1987,10.2307/1938454,"At a Costa Rica site, N mineralization, nitrification, and amounts of ammonium and nitrate increased substantially in surface soils during the 6 mo following burning, then returned to background levels. The N content of microbial biomass declined to half its original value 6 mo after clearing and remained low in the cleared sites. Plant uptake of N was substantial on cleared plots (50 g/m2), but accounted for only 18% of 15N label added to field plots. Microbial immobilization of 15N was small relative to that in a cleared temperate site, measurements of denitrification potentials suggested that relatively little mineralized nitrogen was lost to the atmosphere. Substantial amounts of N (40-70 g/m2) were retained as exchangeably bound nitrate deep in the soils of a cleared plot on which revegetation was prevented.-from Authors",143,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,72,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023500687,SCOPUS_ID:0023500687,2-s2.0-0023500687,"Predation, breeding asynchrony, and the outcome of competition among treefrog tadpoles.",Morin P.,Ecology,00129658,68,3,675-683,1987-01-01,1987,10.2307/1938473,"Densities of a predatory salamander (0, 2 or 4 Notophthalmus viridescens/m3) and a spring-breeding frog tadpole (100, 200 or 400 Hyla crucifer/m3), were controlled in a 3 X 3 factorial experiment replicated in 27 artificial ponds. Shortly before all H. crucifer metamorphosed from the ponds, 200 hatchlings of a summer-breeding frog, H. versicolor, were added to each pond. Increased predator density decreased the survival and increased the mean mass at metamorphosis of H. versicolor, regardless of H. crucifer density. Increased H. crucifer density decreased the survival and mass at metamorphosis of H. versicolor in ponds without predators. Increased H. crucifer density decreased the mass at metamorphosis of H. versicolor adjusted for variation among ponds in the density of surviving H. versicolor, over all artificial ponds. Total H. versicolor biomass was negatively correlated with the biomass of H. crucifer metamorphs, in artificial ponds without predators. This strong competition between 2 species of asynchronously breeding treefrogs in predator-free ponds compromises the traditional assumption of weak interspecific competition among temporally separated species. However, predation greatly reduces the intensity of competitive interactions among asynchronously breeding species.-from Author",68,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,73,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023500573,SCOPUS_ID:0023500573,2-s2.0-0023500573,Extending functional response models to include a second prey type: an experimental test.,Colton T.,Ecology,00129658,68,4,900-912,1987-01-01,1987,10.2307/1938361,"Functional response models based on Holling's disc equation allow the use of one-predator/one-prey experiments to predict the feeding rates of a predator when >1 prey type is available. Single-prey trials at 6 densities of each prey were used to measure the functional responses of 10th-instar naiads of the damselfly Enallagma aspersum to a copepod, Diaptomus spatulocrenatus, and a cladoceran, Simocephalus serrulatus. Roger's random predator equation, a modification of Holling's type 2 functional response equation, described the data well. The predictions of a one-predator/two-prey model based on the random predator equation were tested by performing all 36 pairwise combinations of densities of the 2 prey species in a factorial design. The model fails to predict results adequately. Preference varied slightly with the density of Diaptomus both increased significantly with increasing density of Simocephalus, and the 'handling time' parameter for predation on Simocephalus decreased significantly with increasing density of Diaptomus. There was no evidence of switching behavior in this system. A modified random predator model, which incorporates changes in the 'attack rate' and 'handling time' parameters with alternate prey density, provided a better fit to the two-prey data. -from Author",55,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,74,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023500488,SCOPUS_ID:0023500488,2-s2.0-0023500488,Adult recruitment in chorus frogs: effects of size and date at metamorphosis.,Smith D.,Ecology,00129658,68,2,344-350,1987-01-01,1987,10.2307/1939265,"A cohort of tadpoles of Pseudacris triseriata, on Isle Royale, Michigan, was classified at metamorphosis into 4 categories based on size and date of metamorphosis: large-early, small-early, large-late, and small-late. Long larval period and small body size at metamorphosis influenced recruitment to the breeding population by delaying maturity. Large body size and early date at metamorphosis increased survivorship to maturity by enhancing the change that reproductive size was attained within 1yr of metamorphosis. Frogs recaptured in the 2nd yr after metamorphosis, when all frogs had attained mature size, were from all 4 categories in the same proportions marked at metamorphosis, ie unless breeding during the 1st yr led to higher mortality of large individuals, survival rate after metamorphosis was not related to size or date at metamorphosis. -from Author",606,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,75,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023500427,SCOPUS_ID:0023500427,2-s2.0-0023500427,Seed predation in relation to tree dominance and distribution in mangrove forests.,Smith T.,Ecology,00129658,68,2,266-273,1987-01-01,1987,10.2307/1939257,"Averaged over all species and forests, 75.7 + or - 28.7% of the seeds used in the experiments were consumed by predators (small crabs belonging to the family Grapsidae). Avicennia marina was most heavily preyed upon, followed in decreasing order by Bruguiera exaristata, Ceriops tagal, B. gymnorrhiza and Rhizophora stylosa. Differences in chemical composition of the propagules accounted for = or >97% of the differences in amounts of predation among the 5 species. Nutritive quality of the propagules, expressed as a function of protein, simple sugar, fiber, and tannin content, was more important in explaining the differences than was propagule size. Significant differences also existed among 3 forest types, which differed in species dominance. Lowest amounts of predation for C. tagal were in the forest where adults of this species were absent, and highest in the forest where the species was most dominant. For A. marina, the 2 Bruguieras, and R. stylosa, however, amounts of predation were significantly higher in forests where conspecifics were rare or absent and lowest where conspecifics were dominant. For these last 4 species, conspecific dominance in the canopy explained = or >63% of the variation in predation among forest types. Seed predators may play a significant role in determining the intertidal distribution of the mangrove species studied.-from Author",201,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,76,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023500339,SCOPUS_ID:0023500339,2-s2.0-0023500339,The ecology of seed heteromorphism in Heterosperma pinnatum in central Mexico.,Venable D.,Ecology,00129658,68,1,65-76,1987-01-01,1987,10.2307/1938805,"Achene behavior ranges from 'low-risk' (peripheral achenes) to 'high-risk' (central achenes) within the progeny of a single individual, while individuals and populations vary in the proportion of offspring exhibiting each type of behavior.-from Authors",95,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,77,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023499348,SCOPUS_ID:0023499348,2-s2.0-0023499348,Territory size variation in the ovenbird: the role of habitat structure.,Smith T.M.,Ecology,00129658,68,3,695-704,1987-01-01,1987,10.2307/1938475,Seiurus aurocapillus territory size was negatively correlated with prey abundance. There was also a significant difference in prey abundance per unit area between territory sites and areas of the study site not occupied by ovenbirds. Analysis suggested a gradient habitat of quality as a function of vegetation structure that is related to both habitat selection and variation in territory size. Both sampled prey abundance and predicted prey abundance as a function of habitat structure provided adequate models to explain the observed variation in territory size.-from Authors,162,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,78,NA,NA,NSF,National Science Foundation
true,https://api.elsevier.com/content/abstract/scopus_id/0023499333,SCOPUS_ID:0023499333,2-s2.0-0023499333,Clonal integration and population structure in perennials: effects of severing rhizome connections.,Schmid B.,Ecology,00129658,68,6,2016-2022,1987-01-01,1987,10.2307/1939892,"Short rhizomes in perennial plants lead to compact genet architecture and populations consisting of monoclonal patches. Long rhizomes lead to spreading genets and polyclonal patches. To test if shoot integration within genets was higher in the 1st case shoots of connected genets were compared to artificially disconnected shoots for 3 Aster species (spreading genets), Solidago canadensis (compact genets), and S. gigantea (intermediate) grown in high and low density, pure and mixed stands. Severing rhizome connections stimulated plant growth in S. canadensis but had only small effects on growth in Aster and S. gigantea. In low density, production of new rhizome and shoot modules of S. canadensis, and to a lesser degree of S. gigantea, was restricted by integration. Aster performed better and S. canadensis worse in mixed stands. Intact connections did not increase the competitive ability of S. canadensis grown in mixture. Shoots of S. canadensis only were more variable if connected in pairs than if isolated (or connected in fours). Results confirm the prediction that integration increases with increasing genet compactness. Destroying physical connections in integrated genets may decrease between-shoot competition rather than between-shoot co-operation.-from Authors",90,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,79,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023499282,SCOPUS_ID:0023499282,2-s2.0-0023499282,The regulation of morphological plasticity in tropical reef algae by herbivory.,Lewis S.,Ecology,00129658,68,3,636-641,1987-01-01,1987,10.2307/1938468,"Two strikingly distinct morphologies are described for the common Caribbean alga Padina jamaicensis. These morphologies are characteristically found in different reef habitats, and represent phenotypic responses to different levels of herbivorous fish grazing. Experimental reduction of grazing intensity in a high-herbivory reef habitat resulted in a rapid (96h) morphological shift from a prostrate, highly branched turf morphology to an erect foliose morphology. Transplant experiments indicated that foliose Padina was preferentially consumed by herbivorous parrotfishes.-from Authors",93,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,80,NA,NA,NA,NA
