@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/51249114130,SCOPUS_ID:51249114130,2-s2.0-51249114130,Resource-mediated condition dependence in sexually dichromatic butterfly wing coloration,Kemp D.,Evolution,00143820,15585646,62,9,2346-2358,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00461.x,"Theory predicts that traits subject to strong sexual selection should evolve to be more exaggerated and developmentally integrated than nonsexual traits, thus leading to heightened condition dependence. Until recently, however, efforts to evaluate this prediction have suffered from either a purely correlational (nonmanipulative) approach, or from using manipulations of doubtful ecological relevance. Here I address these issues by integrating observation and manipulation to study condition- and sex-related color variation in a butterfly. The focal species, Eurema hecabe (Pieridae), possesses three sexually homologous and morphogenetically discrete dorsal wing color elements - coherently scattered ultraviolet (UV), pteridine yellow, and melaninic black. The UV is most strongly sexually selected, and is also the only color element with restricted distribution across female wings. Condition dependence and sexual dichromatism were pervasive, characterizing all color traits except the melanic black, and acting such that low condition males resembled high condition females. Although female coloration tended to exhibit greater phenotypic variation, size-scaled UV was more variable and condition dependent in males. Importantly, manipulation of larval resources was sufficient to closely reconstruct the extent and patterns of field-observed phenotypic variation in condition, and color trait expression, which implicates larval resource acquisition as a primary driver of condition dependence. These results support theories regarding phenotypic variation in sexually selected traits. © 2008 The Author(s).",44,18637962,Journal,ar,Article,100,1,1,Dichromatism | Dimorphism | Eurema | Iridescence | Ornamentation | Sexual selection,22104,undefined,1,TRUE,66,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249113037,SCOPUS_ID:51249113037,2-s2.0-51249113037,"Adaptive sympatric speciation of polychromatic ""roundfin"" sailfin silverside fish in Lake Matano (Sulawesi)",Herder F.,Evolution,00143820,15585646,62,9,2178-2195,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00447.x,"The significance of sympatric speciation is one of the most controversial topics in evolutionary biology. Theory suggests that different factors can lead to speciation in full geographical contact, including selection and nonrandom mating. Strict criteria have been established for assessing sympatric speciation, which have been met in only a very few cases. Here, we investigate differentiation among sympatric morphospecies and color morphs of ""roundfin"" sailfin silversides (Telmatherinidae), small freshwater fish endemic to ancient Lake Matano in Central Sulawesi (Indonesia). Morphospecies are distinct according to body shape (geometric morphometrics), population structure (population-level amplified fragment length polymorphism [AFLP] markers), ecology, and mating behavior (habitat transects, stomach contents). Explorative genome scans based on AFLPs indicate that divergent selection affects only 1.3-4.2% of the analyzed loci, suggesting an early stage of speciation. Transect data demonstrate strong assortative mating and adaptive niche differentiation. However, we find no restrictions in gene flow among the conspicuous male color morphs. In summary, our data are consistent with a sympatric mode of divergence among three morphospecies under conditions effectively ruling out allopatric scenarios. Substantial, but incomplete, reproductive isolation suggests an early stage of speciation, most likely due to ecological selection pressure. © 2008 The Author(s).",53,18616575,Journal,ar,Article,100,3,3,Adaptive radiation | Amplified fragment length polymorphism (AFLP) | Malili Lakes | Natural selection | Sexual selection | Telmatherina sp. (Telmatherinidae),22104,undefined,1,TRUE,67,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249111318,SCOPUS_ID:51249111318,2-s2.0-51249111318,4000 Years of phenotypic change in an island bird: Heterogeneity of selection over three microevolutionary timescales,Clegg S.M.,Evolution,00143820,15585646,62,9,2393-2410,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00437.x,"Pronounced phenotypic shifts in island populations are typically attributed to natural selection, but reconstructing heterogeneity in long-term selective regimes remains a challenge. We examined a scenario of divergence proposed for species colonizing a new environment, involving directional selection with a rapid shift to a new optimum and subsequent stabilization. We provide some of the first empirical evidence for this model of evolution using morphological data from three timescales in an island bird, Zosterops lateralis chlorocephalus. In less than four millennia since separation from its mainland counterpart, a substantial increase in body size has occurred and was probably achieved in fewer than 500 generations after colonization. Over four recent decades, morphological traits have fluctuated in size but showed no significant directional trends, suggesting maintenance of a relatively stable phenotype. Finally, estimates of contemporary selection gradients indicated generally weak directional selection. These results provide a rare description of heterogeneity in long-term natural regimes, and caution that observations of current selection may be of limited value in inferring mechanisms of past adaptation due to a lack of constancy even over short time-frames. © 2008 The Author(s).",49,18540948,Journal,ar,Article,100,5,5,Directional selection | Displaced optimum | Mark-recapture | Microevolutionary rates | Survival | Zosterops,22104,cpb010001,1,TRUE,68,all,All Open Access,NERC,Natural Environment Research Council
true,https://api.elsevier.com/content/abstract/scopus_id/51249107149,SCOPUS_ID:51249107149,2-s2.0-51249107149,Long-term adaptation of epistatic genetic networks,Yukilevich R.,Evolution,00143820,15585646,62,9,2215-2235,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00445.x,"Gene networks are likely to govern most traits in nature. Mutations at these genes often show functional epistatic interactions that lead to complex genetic architectures and variable fitness effects in different genetic backgrounds. Understanding how epistatic genetic systems evolve in nature remains one of the great challenges in evolutionary biology. Here we combine an analytical framework with individual-based simulations to generate novel predictions about long-term adaptation of epistatic networks. We find that relative to traits governed by independently evolving genes, adaptation with epistatic gene networks is often characterized by longer waiting times to selective sweeps, lower standing genetic variation, and larger fitness effects of adaptive mutations. This may cause epistatic networks to either adapt more slowly or more quickly relative to a nonepistatic system. Interestingly, epistatic networks may adapt faster even when epistatic effects of mutations are on average deleterious. Further, we study the evolution of epistatic properties of adaptive mutations in gene networks. Our results show that adaptive mutations with small fitness effects typically evolve positive synergistic interactions, whereas adaptive mutations with large fitness effects evolve positive synergistic and negative antagonistic interactions at approximately equal frequencies. These results provide testable predictions for adaptation of traits governed by epistatic networks and the evolution of epistasis within networks. © 2008 The Author(s).",22,18564374,Journal,ar,Article,100,4,4,Adaptive walks | Antagonistic epistasis | Constraint | Evolutionary theory | Individual-based simulation | Mutation | Sign epistasis | Synergistic epistasis,22104,undefined,0,FALSE,69,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249106485,SCOPUS_ID:51249106485,2-s2.0-51249106485,The loci of evolution: How predictable is genetic evolution?,Stern D.L.,Evolution,00143820,15585646,62,9,2155-2177,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00450.x,"Is genetic evolution predictable? Evolutionary developmental biologists have argued that, at least for morphological traits, the answer is a resounding yes. Most mutations causing morphological variation are expected to reside in the cis-regulatory, rather than the coding, regions of developmental genes. This ""cis-regulatory hypothesis"" has recently come under attack. In this review, we first describe and critique the arguments that have been proposed in support of the cis-regulatory hypothesis. We then test the empirical support for the cis-regulatory hypothesis with a comprehensive survey of mutations responsible for phenotypic evolution in multicellular organisms. Cis-regulatory mutations currently represent approximately 22% of 331 identified genetic changes although the number of cis-regulatory changes published annually is rapidly increasing. Above the species level, cis-regulatory mutations altering morphology are more common than coding changes. Also, above the species level cis-regulatory mutations predominate for genes not involved in terminal differentiation. These patterns imply that the simple question ""Do coding or cis-regulatory mutations cause more phenotypic evolution?"" hides more interesting phenomena. Evolution in different kinds of populations and over different durations may result in selection of different kinds of mutations. Predicting the genetic basis of evolution requires a comprehensive synthesis of molecular developmental biology and population genetics. © 2008 The Author(s).",496,18616572,Journal,re,Review,100,2,2,cis-regulation | Development | Genetic variation | Genome | Phenotypic variation,22104,0640339,1,TRUE,70,all,All Open Access,NSF,National Science Foundation
true,https://api.elsevier.com/content/abstract/scopus_id/51249105370,SCOPUS_ID:51249105370,2-s2.0-51249105370,Age-specific genetic and maternal effects in fecundity of preindustrial Finnish women,Pettay J.E.,Evolution,00143820,15585646,62,9,2297-2304,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00452.x,"A population's potential for evolutionary change depends on the amount of genetic variability expressed in traits under selection. Studies attempting to measure this variability typically do so over the life span of individuals, but theory suggests that the amount of additive genetic variance can change during the course of individuals' lives. Here we use pedigree data from historical Finns and a quantitative genetic framework to investigate how female fecundity, throughout an individual's reproductive life, is influenced by ""maternal"" versus additive genetic effects. We show that although maternal effects explain variation in female fecundity early in life, these effects wane with female age. Moreover, this decline in maternal effects is associated with a concomitant increase in additive genetic variance with age. Our results thus highlight that single over-lifetime estimates of trait heritability may give a misleading view of a trait's potential to respond to changing selection pressures. © 2008 The Author(s).",18,18616570,Journal,ar,Article,100,4,4,Homo sapiens | Maternal effects | Natural selection | Reproduction | Senescence,22104,NE/D008883/1,0,FALSE,71,NA,NA,NERC,Natural Environment Research Council
true,https://api.elsevier.com/content/abstract/scopus_id/51249104070,SCOPUS_ID:51249104070,2-s2.0-51249104070,Effect of mutation on genetic differentiation among nonequilibrium populations,Ryman N.,Evolution,00143820,15585646,62,9,2250-2259,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00453.x,"The usefulness of GST and similar measures of genetic differentiation has been questioned repeatedly because of their dependence on the amount of heterozygosity within populations, creating problems when comparing degrees of divergence at loci with different mutation rates. Although the effect of mutation on GST is expected to be small in the early phases of divergence, it is unclear for how long after separation from a common ancestral population that GST is largely unaffected by mutation and by the resulting effect on heterozygosity. We address this question through analysis of the recursion equations for gene identity under the infinite allele model of mutation, and derive conditions describing when the effect of mutation on GST can be ignored under mutation-migration-drift equilibrium conditions and during the preceding transition phase. An important result is that during the transition phase GST is not only affected by mutation, but also by the heterozygosity in the base population from which the subpopulations diverged. The effect of mutation on GST is significant from the very start of the divergence process when initial heterozygosity is low, whereas GST is only weakly affected by mutation in the early phases of differentiation when initial heterozygosity is high. Thus, differentiation following a severe bottleneck is strongly dependent on mutation. The standardized measure of differentiation, G′ST, suggested by Hedrick (2005), may be helpful when comparing amounts of divergence at loci with different mutation rates under steady-state conditions, provided that migration is very low. In many other situations the use of G′ST might be misleading, however, and its application should be exercised with caution. © 2008 The Author(s).",35,18616569,Journal,ar,Article,100,2,2,G ST | Gene flow | Gene identity | Heterozygosity | Migration | Mutation | Population structure,22104,undefined,1,TRUE,72,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249102638,SCOPUS_ID:51249102638,2-s2.0-51249102638,"Experimental evidence that sexual conflict influences the opportunity, form and intensity of sexual selection",Hall M.,Evolution,00143820,15585646,62,9,2305-2315,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00436.x,"Sexual interactions are often rife with conflict. Conflict between members of the same sex over opportunities to mate has long been understood to effect evolution via sexual selection. Although conflict between males and females is now understood to be widespread, such conflict is seldom considered in the same light as a general agent of sexual selection. Any interaction between males or females that generates variation in fitness, whether due to conflict, competition or mate choice, can potentially influence sexual selection acting on a range of male traits. Here we seek to address a lack of direct experimental evidence for how sexual conflict influences sexual selection more broadly. We manipulate a major source of sexual conflict in the black field cricket, Teleogryllus commodus, and quantify the resulting changes in the nature of sexual selection using formal selection analysis to statistically compare multivariate fitness surfaces. In T. commodus, sexual conflict occurs over the attachment time of an external spermatophore. By experimentally manipulating the ability of males and females to influence spermatophore attachment, we found that sexual conflict significantly influences the opportunity, form, and intensity of sexual selection on male courtship call and body size. When males were able to harass females, the opportunity for selection was smaller, the form of selection changed, and sexual selection was weaker. We discuss the broader evolutionary implications of these findings, including the contributions of sexual conflict to fluctuating sexual selection and the maintenance of additive genetic variation. © 2008 The Author(s).",57,18540949,Journal,ar,Article,100,4,4,Cryptic female choice | Fitness surface | Gryllidae | Postcopulatory choice | Selection analysis | Teleogryllus commodus,22104,NE/D011337/1,1,TRUE,73,all,All Open Access,NERC,Natural Environment Research Council
true,https://api.elsevier.com/content/abstract/scopus_id/51249101543,SCOPUS_ID:51249101543,2-s2.0-51249101543,Female preferences for aposematic signal components in a polymorphic poison frog,Maan M.,Evolution,00143820,15585646,62,9,2334-2345,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00454.x,"Aposematic signals may be subject to conflicting selective pressures from predators and conspecifics. We studied female preferences for different components of aposematic coloration in the polymorphic poison frog Oophaga pumilio across several phenotypically distinct populations. This frog shows striking diversity in color and pattern between geographically isolated populations in western Panama. Results indicate that male dorsal color is the most important determiner of female preferences. We did not find consistent evidence for effects of other signal components, such as spotting pattern or ventral color. Females in two populations showed assortative preferences mediated by male dorsal coloration. In a third population we found incomplete color-assortative preference behavior, with females exhibiting strong discrimination toward one novel color but not another. These results hint at a possible interaction between sexual and natural selection: female tolerance of unfamiliar coloration patterns could facilitate the establishment of novel phenotypes that are favored by other selective pressures (e.g., predator biases). Furthermore, our study suggests that specific components of the aposematic signal (i.e., dorsal color, ventral color, and spotting pattern) are affected differently by natural and sexual selection. © 2008 The Author(s).",139,18616568,Journal,ar,Article,100,2,2,Bocas del Toro Archipelago | Dendrobatidae | Divergence | Oophaga pumilio | Sexual selection | Warning coloration,22104,undefined,1,TRUE,74,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249095422,SCOPUS_ID:51249095422,2-s2.0-51249095422,The impact of immunization on competition within Plasmodium infections,Grech K.,Evolution,00143820,15585646,62,9,2359-2371,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00438.x,"Evolutionary theory argues that ecological interactions between pathogens within an infection can be a potent source of selection shaping traits such as virulence, drug resistance, and infectiousness. In humans, malaria infections are frequently genetically diverse, with mixed genotype infections the norm. A wide variety of evidence shows that crowding occurs within infections, with the population densities of individual genotypes suppressed by the presence of others. Public health interventions are expected to impact on levels of immunity experienced by pathogens, indirectly by reducing the rate of acquisition of natural immunity by reducing the force of infection, and directly in the case of vaccination programs. Here we ask how enhanced host immunity affects competitive interactions between malaria parasites within hosts and thus the strength of in-host selection on traits such as virulence. We used a model malaria system, Plasmodium chabaudi in laboratory mice, where it has been previously shown that less virulent parasites are competitively suppressed by more virulent strains, generating within-host selection for increased virulence. We found that immunization with either a recombinant antigen or with live parasites suppressed parasite densities, but that there was no evidence that immunization relieved or exacerbated competitive suppression, or affected the relative frequency of clones within infections. There is thus no reason to think that immunization strengthens or alleviates the potentially very potent selection on parasite traits arising from interactions between pathogen genotypes within infections. © 2008 The Author(s).",13,18540947,Journal,ar,Article,100,4,4,Malaria | Multiple infection | Plasmodium chabaudi | Virulence | Within-host competition,22104,undefined,0,FALSE,75,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249094744,SCOPUS_ID:51249094744,2-s2.0-51249094744,Ecological reproductive isolation of coast and inland races of Mimulus guttatus,Lowry D.B.,Evolution,00143820,15585646,62,9,2196-2214,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00457.x,"Adaptive divergence due to habitat differences is thought to play a major role in formation of new species. However it is rarely clear the extent to which individual reproductive isolating barriers related to habitat differentiation contribute to total isolation. Furthermore, it is often difficult to determine the specific environmental variables that drive the evolution of those ecological barriers, and the geographic scale at which habitat-mediated speciation occurs. Here, we address these questions through an analysis of the population structure and reproductive isolation between coastal perennial and inland annual forms of the yellow monkeyflower, Mimulus guttatus. We found substantial morphological and molecular genetic divergence among populations derived from coast and inland habitats. Reciprocal transplant experiments revealed nearly complete reproductive isolation between coast and inland populations mediated by selection against immigrants and flowering time differences, but not postzygotic isolation. Our results suggest that selection against immigrants is a function of adaptations to seasonal drought in inland habitat and to year round soil moisture and salt spray in coastal habitat. We conclude that the coast and inland populations collectively comprise distinct ecological races. Overall, this study suggests that adaptations to widespread habitats can lead to the formation of reproductively isolated species. © 2008 The Author(s).",204,18637837,Journal,ar,Article,100,3,3,Adaptation | Drought | Flowering time | Population structure | Salt tolerance | Speciation,22104,undefined,0,FALSE,76,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249094134,SCOPUS_ID:51249094134,2-s2.0-51249094134,Fungal viral mutualism moderated by ploidy,McBride R.,Evolution,00143820,15585646,62,9,2372-2380,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00443.x,"Endosymbionts and their hosts have inherently ambiguous relationships as symbionts typically depend upon their hosts for shelter, nutrition, and reproduction. Endosymbionts can acquire these needs by two alternative strategies: exploitation and cooperation. Parasites exploit hosts to advance their own reproduction at the cost of host fitness. In contrast, mutualists increase their reproductive output by increasing host fitness. Very often the distinction between parasites and mutualists is not discrete but rather contingent on the environment in which the interaction occurs, and can shift along a continuous scale from parasitism to mutualism. The cost benefit dynamics at any point along this continuum are of particular interest as they establish the likelihood of an interaction persisting or breaking down. Here we show how the interaction between the yeast Saccharomyces cerevisiae and an endosymbiotic killer virus is strongly dependent on both host ploidy and environmental pH. Additionally we elucidate the mechanisms underlying the ploidy-dependent interaction. Understanding these dynamics in the short-term is key to understanding how genetic and environmental factors impact community diversity. © 2008 The Author(s).",17,18564376,Journal,ar,Article,100,3,3,Environmental dependence | Interference competition | Mutualism | Reproductive mode | Saccharomyces | Symbiosis | Yeast,22104,undefined,1,TRUE,77,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249089947,SCOPUS_ID:51249089947,2-s2.0-51249089947,On quantifying tolerance of herbivory for comparative analyses,Wise M.,Evolution,00143820,15585646,62,9,2429-2434,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00458.x,"As the evolutionary importance of plant tolerance of herbivory is increasingly appreciated, more and more studies are not just measuring a plant's tolerance, but are comparing tolerance among plant genotypes, populations, species, and environments. Here, we suggest that caution must be taken in such comparative studies in the choice of measurement scales (and data transformations) for damage levels and plant performance. We demonstrate with a simple scenario of two plant groups of equal tolerance how the choice of scales can lead one to infer that the first group is more tolerant, the second group is more tolerant, or the two groups are equally tolerant - using the identical dataset. We conclude that to make reliable, logically consistent inferences when comparing tolerances among groups of plants, damage and performance should both be on an additive scale or both on a multiplicative scale. © 2008 The Author(s).",21,18637836,Journal,ar,Article,100,2,2,G x E | Logarithmic transformation | Norm of reaction | Plasticity | Tolerance of herbivory,22104,undefined,1,TRUE,78,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249085666,SCOPUS_ID:51249085666,2-s2.0-51249085666,Evolutionary significance of imbalanced nuclear ratios within heterokaryons of the basidiomycete fungus Heterobasidion parviporum,James T.,Evolution,00143820,15585646,62,9,2279-2296,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00462.x,"Many fungi have heterokaryotic life stages in which genetically different nuclei inhabit the same cell. In basidiomycetes, the heterokaryon is the product of mating and represents a genomic union very similar to a diploid thallus, yet the maintenance of unfused nuclei suggests a more complex association of the two genomes relative to diploidy. In species with variable numbers of nuclei per heterokaryotic cell, nuclear ratios within a mycelium may possibly become imbalanced (differ from 1:1) due to nuclear competition. In this study, heterokaryons of the basidiomycete Heterobasidion parviporum were examined to determine the effects of genotype and environment on nuclear ratios within vegetative mycelia. The data reveal that nuclear ratios are frequently imbalanced, generally stable over time, and genetically determined. The nuclear ratios were affected by environment, but the observed nuclear ratios did not follow the expectations of strong selection acting on a population of nuclei. Instead, these ratios were largely driven by genetic effects and epigenetic effects. Finally, the data suggest that nuclear ratio imbalance also affects both gene transcription and growth rate, implying that heterokaryotic basidiomycetes are not functionally equivalent to diploid individuals and have a higher potential for genotypic and phenotypic variation. © 2008 The Author(s).",63,18637961,Journal,ar,Article,100,4,4,Butt rot | Conidia | Genomic conflict | Heterobasidion annosum | Heterokaryosis | Multinucleate,22104,undefined,1,TRUE,79,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249085440,SCOPUS_ID:51249085440,2-s2.0-51249085440,Rapid antagonistic coevolution between primary and secondary sexual characters in horned beetles,Parzer H.,Evolution,00143820,15585646,62,9,2423-2428,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00448.x,"Different structures may compete during development for a shared and limited pool of resources to sustain growth and differentiation. The resulting resource allocation trade-offs have the potential to alter both ontogenetic outcomes and evolutionary trajectories. However, little is known about the evolutionary causes and consequences of resource allocation trade-offs in natural populations. Here, we explore the significance of resource allocation trade-offs between primary and secondary sexual traits in shaping early morphological divergences between four recently separated populations of the horned beetle Onthophagus taurus as well as macroevolutionary divergence patterns across 10 Onthophagus species. We show that resource allocation trade-offs leave a strong signature in morphological divergence patterns both within and between species. Furthermore, our results suggest that genital divergence may, under certain circumstances, occur as a byproduct of evolutionary changes in secondary sexual traits. Given the importance of copulatory organ morphology for reproductive isolation our findings begin to raise the possibility that secondary sexual trait evolution may promote speciation as a byproduct. We discuss the implications of our results on the causes and consequences of resource allocation trade-offs in insects. © 2008 The Author(s).",43,18616574,Journal,ar,Article,100,2,2,Aedeagus | Horned beetle | Onthophagus | Resource allocation trade-off | Speciation,22104,undefined,0,FALSE,80,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249083496,SCOPUS_ID:51249083496,2-s2.0-51249083496,Spatial and temporal demographic variation drives within-season fluctuations in sexual selection,Kasumovic M.,Evolution,00143820,15585646,62,9,2316-2325,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00446.x,"Our understanding of selection in nature stems mainly from whole-season and cross-sectional estimates of selection gradients. These estimates suggest that selection is relatively constant within, but fluctuates between seasons. However, the strength of selection depends on demographics, and because demographics can vary within seasons, there is a gap in our understanding regarding the extent to which seasonal fluctuations in demographics may cause variation in selection. Here we use two populations of the golden orb-web spider (Nephila plumipes) that differ in density to examine how demographics change within a season and whether there are correlated shifts in selection. We demonstrate that there is within-season variation in sex ratio and density at multiple spatial and temporal scales. This variation led to changes in the competitive challenges that males encountered at different times of the season and was correlated with significant variation in selection gradients on male size and weight between sampling periods. We highlight the importance of understanding the biology of the organism under study to correctly determine the relevant scale in which to examine selection. We also argue that studies may underestimate the true variation in selection by averaging values, leading to misinterpretation of the effect of selection on phenotypic evolution. © 2008 The Author(s).",98,18564373,Journal,ar,Article,100,4,4,Demographic variation | Nephila plumipes | Selection gradients | Sexual selection,22104,undefined,0,FALSE,81,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/51249083264,SCOPUS_ID:51249083264,2-s2.0-51249083264,Barriers to the spread of neutral alleles in the cytonuclear system,Hu X.,Evolution,00143820,15585646,62,9,2260-2278,2008-09-01,September 2008,10.1111/j.1558-5646.2008.00439.x,"Neutral alleles can eventually pass a hybrid zone and their initial clines generated by a pure diffusion process dissipate with time, irrespective of the presence or absence of physical barriers. However, the transient neutral clines at the nuclear or organelle sites can be reinforced by the cytonuclear disequilibrium generated by diploid seed and haploid pollen dispersal. In this study, the spread of a neutral allele in an ecological zone of hermaphrodite plants is examined under three cytonuclear systems for genomes with contrasting modes of inheritance (paternal, maternal, and biparental inheritance). The results show that the transient neutral clines can exhibit the spatial pattern similar to the selective clines from separate genomes although discordance between them exists. The spread of a neutral allele is not only related to the vectors of seed and pollen dispersal but also to the mode of its inheritance. Pollen dispersal facilitates the direct effects of the selective organelle sites with paternal inheritance on the spread of a neutral nuclear allele. It also enhances its indirect effects on the spread of a neutral organelle allele with maternal inheritance via modifying the cytonuclear disequilibrium. A positive relationship exists between the barriers to the spread of selective nuclear (or organelle) and neutral organelle (or nuclear) alleles. An asymmetric barrier to the spread of the neutral alleles exists on the two sides of the physical barrier, given the presence of symmetric barrier to the spread of the selective alleles. These theoretical predictions highlight the effects of cytonuclear disequilibrium on the spread of a neutral allele and draw attention to our empirical cline analysis with neutral markers. © 2008 The Author(s).",9,18540946,Journal,ar,Article,100,1,1,Biological barrier | Cline | Cytonuclear disequilibrium | Hybrid zone | Physical barrier,22104,undefined,1,TRUE,82,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47849131373,SCOPUS_ID:47849131373,2-s2.0-47849131373,Ossification heterochrony in the therian postcranial skeleton and the marsupial-placental dichotomy,Weisbecker V.,Evolution,00143820,15585646,62,8,2027-2041,2008-08-01,August 2008,10.1111/j.1558-5646.2008.00424.x,"Postcranial ossification sequences in 24 therian mammals and three outgroup taxa were obtained using clear staining and computed tomography to test the hypothesis that the marsupial forelimb is developmentally accelerated, and to assess patterns of therian postcranial ossification. Sequence rank variation of individual bones, phylogenetic analysis, and algorithm-based heterochrony optimization using event pairs were employed. Phylogenetic analysis only recovers Marsupialia, Australidelphia, and Eulipotyphla. Little heterochrony is found within marsupials and placentals. However, heterochrony was observed between marsupials and placentals, relating to late ossification in hind limb long bones and early ossification of the anterior axial skeleton. Also, ossification rank position of marsupial forelimb and shoulder girdle elements is more conservative than that of placentals; in placentals the hind limb area is more conservative. The differing ossification patterns in marsupials can be explained with a combination of muscular strain and energy allocation constraints, both resulting from the requirement of active movement of the altricial marsupial neonates toward the teat. Peramelemorphs, which are comparatively passive at birth and include species with relatively derived forelimbs, differ little from other marsupials in ossification sequence. This suggests that ossification heterochrony in marsupials is not directly related to diversity constraints on the marsupial forelimb and shoulder girdle. © 2008 The Author(s).",103,18489720,Journal,ar,Article,100,4,4,Event pair | Heterochrony | Life history | Neonate | Pouch | Theria,22104,undefined,1,TRUE,83,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749153407,SCOPUS_ID:47749153407,2-s2.0-47749153407,"The evolution of repeated mating in the burying beetle, Nicrophorus vespilloides",House C.,Evolution,00143820,15585646,62,8,2004-2014,2008-08-01,August 2008,10.1111/j.1558-5646.2008.00422.x,"Animals of many species accept or solicit recurring copulations with the same partner; i.e., show repeated mating. An evolutionary explanation for this excess requires that the advantages of repeated mating outweigh the costs, and that behavioral components of repeated mating are genetically influenced. There can be benefits of repeated mating for males when there is competition for fertilizations or where the opportunities for inseminating additional mates are rare or unpredictable. The benefits to females are less obvious and, depending on underlying genetic architecture, repeated mating may have evolved as a correlated response to selection on males. We investigated the evolution of repeated mating with the same partner in the burying beetle Nicrophorus vespilloides by estimating the direct and indirect fitness benefits for females and the genetics of behavior underlying repeated mating. The number of times a female mated had minimal direct and no indirect fitness benefits for females. The behavioral components of repeated mating (mating frequency and mating speed) were moderately negatively genetically correlated in males and uncorrelated in females. However, mating frequency and mating speed were strongly positively genetically correlated between males and females. Our data suggest that repeated mating by female N. vespilloides may have evolved as a correlated response to selection on male behavior rather than in response to benefits of repeated mating for females. © 2008 The Author(s).",43,18489722,Journal,ar,Article,100,6,6,Behavior genetics | Correlated selection | Direct benefits | Indirect benefits | Mating behavior | Quantitative genetics | Repeated mating | Sexual selection,22104,undefined,1,TRUE,84,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749146540,SCOPUS_ID:47749146540,2-s2.0-47749146540,"Neoendemism in Madagascan scaly tree ferns results from recent, coincident diversification bursts",Janssen T.,Evolution,00143820,15585646,62,8,1876-1889,2008-08-01,August 2008,10.1111/j.1558-5646.2008.00408.x,"More than 80% of Madagascar's 12,000 plant species are endemic with the degree of endemism reaching as much as 95% in the scaly tree ferns, an important species rich component of Madagascar's evergreen rainforests. Predominantly African or Asian ancestry and divergence times usually postdating the separation of Madagascar from the Gondwanan landmasses have been demonstrated for several Madagascan animal and angiosperm groups. However, evolutionary studies of rainforest-specific lineages are scarce and the ecological context of radiation events has rarely been investigated. Here, we examine the evolution of Madagascan tree ferns as a rainforest-specific model family, integrate results from bioclimatic niche analysis with a dated phylogenetic framework, and propose an evolutionary scenario casting new light on our knowledge of the evolution of large island endemic clades. We show that Madagascar's extant tree fern diversity springs from three distinct ancestors independently colonizing Madagascar in the Miocene and that these three monophyletic clades diversified in three coincident radiation bursts during the Pliocene, reaching exceptionally high diversification rates and most likely responding to a common climatic trigger. Recent diversification bursts may thus have played a major role in the evolution of the extant Madagascan rainforest biome, which hence contains a significant number of young, neoendemic taxa. © 2008 The Author(s).",80,18452578,Journal,ar,Article,100,6,6,Alsophila | Climatic trigger | Cyathea | Cyatheaceae | Pliocene | Rapid radiation | Western Indian Ocean,22104,undefined,1,TRUE,85,all,All Open Access,NA,NA
