@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0041988370,SCOPUS_ID:0041988370,2-s2.0-0041988370,"Arrecifes y ambientes coralinos de Bahía Culebra, Pacífico de Costa Rica: Aspectos biológicos, económico-recreativos y de manejo",Jiménez C.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,215-231,2001-12-01,December 2001,"The coral reefs (AC) and coral communities on basalts (CCB) or sand (CCA) of Bahía Culebra (Golfo de Papagayo, northern Pacific coast of Costa Rica), were compared with descriptors such as cover percentage, diversity, substrate topographical heterogeneity (IH), associated organisms and frequency of recreational-commercial diving activities on them. Sea urchin abundance and IH were similar among the three reefal environments. The AC had higher coral cover (ca. 40%) and total live cover (>50%). The CCB had higher macro and calcareous algae (>5%) and sponges (>2%). Associated organisms (>2%) and general diversity (0.6) were higher in the CCA. Branching coral species (Pocillopora spp.) accounted for >40% of total coral cover in the reefs, followed by massive species (ca. 30%). In the CCB, branching species contributed ca. 80% and massive ca. 19%, whilst in the CCA ca. 68% and ca. 29% respectively. This differences could be related with the substrate consolidation and ample depth range of coral communities. Most of the recreational dives were conducted at the CCB; only occationally the CCA and AC are visited. Interviewed divers had a principal interest on fish and it is precisely at the CCB where highest fish diversity and biomass are observed. Comercial divers tend to prefer the CCB because of their abundance and distribution in the bay. At the outer littoral of Bahía Culebra, diversity of all taxa and live coral cover zonal distribution are generally higher. In addition to these descriptors, indexes that indicate the regional value of a particular reef or coral community is recommended. Coastal infrastructure is mainly concentrated at three areas of the bay; one of them harbors a rare Leptoseris papyracea reef (the only reported so far in the eastern Pacific) and the solely Costa Rican living population of the free living coral Fungia (Cycloseris) curvata. A resort marina will be built over this reef. A protection plan for this and other reefal environments of Bahía Culebra is urgent and must include the monitoring of environmental variables and coral health.",36,15264536,Journal,ar,Article,100,1,1,Anthropogenic impact | Corals | Costa Rica | Eastern Pacific | Guanacaste | Management,13567,undefined,0,FALSE,31
true,https://api.elsevier.com/content/abstract/scopus_id/0002695682,SCOPUS_ID:0002695682,2-s2.0-0002695682,Effects of the 1991-92 El Niño on scleractinian corals of the Costa Rican central Pacific coast,Jiménez C.,Revista de Biologia Tropical,00347744,49,SUPPL. 2,239-250,2001-12-01,December 2001,"Coral communities on the central Pacific coast of Costa Rica were affected during the 1991-92 El Niño warming event. More than 57% of all observed colonies at three localities (Parque Nacional Manuel Antonio, Punta Cambutal, and Parque Marino Ballena) were bleached. Mortality during this El Niño was much lower (∼9%) than in previous events. Psammocora spp. accounted for ∼66% of dead corals, while massive (Porites lobata, Pavona spp.) and branching (Pocillopora spp.) for ∼34%. Our results suggest that the observed bleaching in P. lobata was related to zooxanthellar densities and not to changes in pigment concentrations: only chlorophyll a varied between normally pigmented and bleached colonies at one locality (Ballena). Site differences in zooxanthellar densities or their pigment concentrations, may not be the result of the bleaching event itself, because a percentage of dead corals and zooxanthellar densities of bleached colonies seems to follow a trend with the exposure to tidal regimes and currents at each site. Local oceanographic conditions can be influencing the zooxanthellar densities and their response to the warming, together with intrinsic differences between colonies as well. The impact of this event can be considered serious given the short period of time that elapsed between El Niño related mortalities and the slow reefs recovery, the mode of reproduction of reef building species, and the anthropogenic-originated disturbances which affect the coral communities and reefs of the Costa Rican central Pacific coast.",18,15264538,Journal,re,Review,100,2,2,Bleaching | Corals | Costa Rica | Eastern Pacific | El Niño | ENSO | Zooxanthella,13567,undefined,0,FALSE,32
true,https://api.elsevier.com/content/abstract/scopus_id/19244378502,SCOPUS_ID:19244378502,2-s2.0-19244378502,"El cerdo cimarrón (Sus scrofa, Suidae) en la Isla del Coco, Costa Rica: Composición de su dieta, estado reproductivo y genética",Sierra C.,Revista de Biologia Tropical,00347744,49,3,1147-1157,2001-09-01,September 2001,"Feral pigs (Sus scrofa) cause different kinds of damage specially on oceanic islands. Pigs were introduced at Cocos Island, Costa Rica, during 1793 and bred successfully. I analised feral pigs diet, reproductive state, genetics and the effects of predation, in order to gather data on their ecology and impact on certain Cocos Island communities. The diet was studied, during a dry and a wet period, through stomach contents. The genetic variability was determined through PCR analysis on tissue samples which were taken from feral (Cocos Island) and domestic (mainland) pig ear-lobes. Pigs at Cocos were omnivorous, the most important diet category in both seasons was fruits. More pigs consumed fruits during the wet season but the fruits did occupy more somach volume during the dry season. Feral pigs did not disperse exotic seeds nor prey on animal endemic species. 56 % of the hunted pigs were males and 44 % were females. From females in reproductive age, 46 % were pregnant or suckling, and the average number of fetuses in a litter was 4.4. I confirmed a reproductive peak during January/February but could not demonstrate a reproductive peak during June/July. The low fetuses number per litter could be related with some levels of stress. The genetic variability for all the evaluated parameters within the feral population was low but not as low as expected. I suggest a compensatory mecanism were the inbreeding depression reduces consanguinity and a species sucptible to stocastic, demographic or environmental factors turns to be an adapted species with high resilience.",10,12189796,Journal,ar,Article,100,1,1,Breeding state | Cocos Island | Costa Rica | Diet | Exotic species | Feral pig | Genetic variability | Sus scrofa,13567,undefined,0,FALSE,33
true,https://api.elsevier.com/content/abstract/scopus_id/17144467049,SCOPUS_ID:17144467049,2-s2.0-17144467049,"Morfología bucofaríngea y hábitos alimentarios de Micropogonias furnieri (Pisces: Sciaenidae) en la costa norte del Estado Sucre, Venezuela",Ruiz L.,Revista de Biologia Tropical,00347744,49,3,903-913,2001-09-01,September 2001,"Morphology of the mandibular and pharyngeal region, and the feeding habits of Micropogonias furnieri were examined in 256 male and female specimens, between 28.7 and 54.3 cm total length, collected around Morro Puerto Santo, in northeast Sucre State, Venezuela (10°45′00″ N-63°8′0″ W), from May 1989 to April 1990. Micropogonias furnieri has a small ventral mouth; protrusible premaxillary and dentary; first branchial arches with 21 to 27 gill rakers, generally 24 to 25; and 7 to 11 pyloric caecae. The index of vacuity was low, with mean value of 7.00 %. The mean intestinal index was 0.72, indicative of carnivorous species. Analysis of frequency of occurrence, indicates preference for crustaceans (45.70 %), mainly crabs (34.90 %), followed by polychaetes (28.00 %), fishes (11.41 %) and occasionally mollusks and echinoderms (4.0 and 3.9 %, respectively) The diet of this species did not vary with sex.",4,12189822,Journal,ar,Article,100,3,3,Estado Sucre | Feeding habits | Micropogonias furnieri | Venezuela,13567,undefined,0,FALSE,34
true,https://api.elsevier.com/content/abstract/scopus_id/17044453655,SCOPUS_ID:17044453655,2-s2.0-17044453655,"Taxonomía y distribución de los corales hermatípicos (Scleractinia) del Archipiélago de Revillagigedo, México",Ketchum J.T.,Revista de Biologia Tropical,00347744,49,3,803-848,2001-09-01,September 2001,"In spite of some recent detailed accounts about the scleractinian corals of the Archipiélago de Revillagigedo, taxonomic work on this fauna has been sparse. Consequently solid taxonomic background is needed especially to support further studies at community level. During five field trips (between 1990 and 1995) collections we made a, different depths on three of the archipelago islands: Socorro, Clarión and San Benedicto. A total of 250 specimens were collected. Coral identifications were made using co-ocurrence methods concomitant with their descriptions, diagnosis and illustrations from a number of publications, and with morphological analysis. Coral distributions were taken from literature. Twenty-two species of zooxanthellate scleractinian corals are described, with their local and world-wide geographic distribution, and each illustrated with macro and microphotographs. Keys to the genera and species of the archipelago are also included. Porites and Pocillopora exhibit the highest species richness with a great intraspecific variation, as well as a number of morphological convergences within and between species which form species complexes, and several new species and morphs. Clarion, the oldest and most isolated island of the archipelago, harbors a number of coral morphs that are probable new species. More than half of the species found at the Revillagigedos are distributed exclusively on oceanic islands of the eastern Pacific and close to one third exist only at this archipelago. The Revillagigedos have strong faunal similarities and share a number of endemics with Clipperton Atoll, all of which support the idea that these islands constitute a separate biogeographic subregion within the eastern Pacific. Lastly the present document substantiates the hypothesis that the Revillagigedos are important stepping-stone islands for the migration of in-shore marine species from the Central to the eastern Pacific.",20,12189813,Journal,ar,Article,100,2,2,Corals | Distribution | México | Revillagigedo | Taxonomy | Tropical eastern Pacific,13567,undefined,0,FALSE,35
true,https://api.elsevier.com/content/abstract/scopus_id/0043198375,SCOPUS_ID:0043198375,2-s2.0-0043198375,"El cerdo cimarrón (Sus scrofa, Suidae) en la Isla del Coco, Costa Rica: Escarbaduras, alteraciones al suelo y erosión",Sierra C.,Revista de Biologia Tropical,00347744,49,3,1159-1170,2001-09-01,September 2001,"Feral pigs (Sus scrofa) are of the most damaging exotic vertebrates, specially on oceanic island native communities. Feral pigs inhabit Cocos Island since 1793 and there are around 400-500 individuals. In order to quantify the impacts of the feral pigs at Cocos Island, I calculated the effect of the rooting activity and its influence on the natural erosion. During one year I walked, monthly, 15 km on trails estimating rooted area by transect and rooting recurrence. During eight months I compared erosion rates with and without routings. I estimated the annual rooting rate between 10 and 20 % of the total island surface The rooted area was the only measured variable which correlated with the soil erosion rate. The erosion rate without rootings was 23.6 kg/ha/year and with rootings was 200.4 kg/ha/year (P < 0.01). The disturbances provoked by the rootings were not scattered homogeneously through the island. The rootings, together with the natural landslides, dominate the soil disturbance pattern at Cocos Island. This study suggests that the presence of feral pigs produces more erosion than the one that would naturally occur without feral pigs at Cocos Island.",13,12189797,Journal,ar,Article,100,1,1,Cocos Island | Costa Rica | Erosion | Erosion rates | Feral pigs | Rooting | Soil disturbances,13567,undefined,0,FALSE,36
true,https://api.elsevier.com/content/abstract/scopus_id/0043198371,SCOPUS_ID:0043198371,2-s2.0-0043198371,Bandeo de cromosomas humanos con extracto crudo de frutas u hojas de papaya,Solís M.,Revista de Biologia Tropical,00347744,49,3,1223-1226,2001-09-01,September 2001,"One week old human chromosome preparations were treated with filtrate from one liquefied leaf (53 g) of papaya (Carica papaya) in 100 ml of distilled water, and stained with 1.5 % Giemsa (pH 6.8). Good chromosome banding was obtained after 2 min of treatment. Solutions that have been frozen even for years are effective and the method is cheaper and easier than others.",1,12189805,Journal,ar,Article,100,1,1,Carica papaya | G banding | New method | Papain-mediated banding,13567,undefined,0,FALSE,37
true,https://api.elsevier.com/content/abstract/scopus_id/0042905730,SCOPUS_ID:0042905730,2-s2.0-0042905730,"Gastropods and bivalves of commercial interest from the continental shelf of Jalisco and Colima, México",Ríos-Jara E.,Revista de Biologia Tropical,00347744,49,3,859-863,2001-09-01,September 2001,"The distribution and abundance with respect to depth and type of substratum of 20 species of gastropods and four species of bivalves of economic importance were examined in the continental shelf of Jalisco and Colima, México. These species were taken with net trawls at depths from 24 to 83 m in August, 1988. Most individuals and species of gastropods were collected in stations with sandy silt substratum. Bivalves were collected in sandy silt and medium sand substrata. The six most abundant species represented 81.2 % of all gastropods and bivalves collected. These species are: Cantharus pallidus, Fusinus dupetittouarsi, Ficus ventricosa, Hexaplex brassica, Harpa conoidalis and Arca pacifica.",16,12189815,Journal,ar,Article,100,5,5,Bivalves | Continental shelf | Gastropods | Mexican Pacific,13567,undefined,0,FALSE,38
true,https://api.elsevier.com/content/abstract/scopus_id/0042905722,SCOPUS_ID:0042905722,2-s2.0-0042905722,"Distribution and abundance of four caiman species (Crocodylia: Alligatoridae) in Jaú National Park, Amazonas, Brazil",Rebêlo G.,Revista de Biologia Tropical,00347744,49,3,1095-1109,2001-09-01,September 2001,"Jaú National Park is a large rain forest reserve that contains small populations of four caiman species. We sampled crocodilian populations during 30 surveys over a period of four years in five study areas. We found the mean abundance of caiman species to be very low (1.0 ± 0.5 caiman/km of shoreline), independent of habitat type (river, stream or lake) and season. While abundance was almost equal, the species' composition varied in different waterbody and study areas. We analysed the structure similarity of this assemblage. Lake and river habitats were the most similar habitats, and inhabited by at least two species, mainly Caiman crocodilus and Melanosuchus niger. However, those species can also inhabit streams. Streams were the most dissimilar habitats studied and also had two other species: Paleosuchus trigonalus and P. palpebrosus. The structure of these assemblage does not suggest a pattern of species associated and separated by habitat. Trends in species relationships had a negative correlation with species of similar size, C. crocodilus and P. trigonatus, and an apparent complete exclusion of M. niger and P. trigonatus. Microhabitat analysis suggests a slender habitat partitioning: P. trigonatus was absent from river and lake lgapo (flooded forest), but frequent in stream Igapó. This species was the most terrestrial and found in microhabitats similar to C crocodilus (shallow waters, slow current). Melanosuchus niger inhabits deep, fast moving waters in different study areas Despite inhabiting the same waterbodies in many surveys, M. niger and C. crocodilus did not share the same microhabitats. Paleosuchus palpebrosus was observed only in running waters and never in stagnant lake habitats. Cluster analysis revealed three survey groups: two constitute a mosaic in floodplains. (a) a cluster with both M. niger and C crocodilus, and another (b) with only C. crocodilus. A third cluster (c) included more species, and the presence of Paleosuchus species. There was no significant difference among wariness of caimans between disturbed and undisturbed localities. However, there was a clear trend to increase wariness during the course of consecutive surveys at four localities, suggesting that we, more than local inhabitants, had disturbed caimans. The factors that are limiting caiman populations can be independent of human exploitation. Currently in Amazonia, increased the pressure of hunting, habitat loss and habitat alteration, and there is no evidence of widespread recovery of caiman populations. In large reserves as Jaú without many disturbance, most caiman populations can be low density, suggesting that in blackwater environments their recovery from exploitation should be very slow.",18,12189791,Journal,ar,Article,100,2,2,Abundance | Amazonia | Brazil | Crocodylia | Jaú National Park | Reptilia | Richness | Wariness,13567,undefined,0,FALSE,39
true,https://api.elsevier.com/content/abstract/scopus_id/0042697442,SCOPUS_ID:0042697442,2-s2.0-0042697442,"Crecimiento y madurez sexual de una población de Saccostrea palmula (Mollusca: Bivalvia), Costa Rica",Cabrera Peña J.,Revista de Biologia Tropical,00347744,49,3,877-882,2001-09-01,September 2001,"Growth and sexual maturity in Saccostrea palmula were studied between May 1998 and May 1999, in Morales estuary, Punta Morales, Puntarenas, Costa Rica (n = 540 individuals according to sample size equation). The weight-length relationship for the population was Pt = 2.13 × 10-2 Lt1.6602 and von Bertalanffy growth function was Lt = 68.2 (1-e-0.1577t) The mean sex ratio was 1.00 male: 0.92 females with sexually mature individuals found throughout the year. Spawning activity was highest between November and January. The mean condition index (IC=PCF/PV x 100) for the population was 121.53 ± 2.24 and the mean meat yield was 10.32 ± 1.64%.",8,12189818,Journal,ar,Article,100,4,4,Condition index | Costa Rica | Growth | Oyster | Saccostrea palmula | Sexual maturity,13567,undefined,0,FALSE,40
true,https://api.elsevier.com/content/abstract/scopus_id/0042697429,SCOPUS_ID:0042697429,2-s2.0-0042697429,"Ictiofauna de la pesquería ribereña en Bahía de Navidad, Jalisco, México, asociada al evento El Niño 1997-1998",Rojo-Vázquez J.,Revista de Biologia Tropical,00347744,49,3,915-929,2001-09-01,September 2001,"The ichthyofauna fished in Bahía de Navidad, Jalisco, Mexico in the Central Pacific was surveyed during 1998. Six thousand nine hundred and fourty-four organisms of 130 species were caught which weighted 3 231 kg. Nearly 30 % of the species belonged to Carangidae, Haemulidae and Sciaenidae. The most important species in number and biomass were Microlepidotus brevipinnins, Caranx caninus and C. caballus. Species number abundance and biomass fluctuated during the year. The largest number of species was caught in June (61), the minimum in March (33). January had the maximum abundance (1 397 organisms), while the minimum was obtained during August (251). The maximum biomass values were from January (556.5 kg), and the lowest from August (114.7 kg). Eighteen species accumulated 87 % of the total abundance, while 20 species represented 86.3 % of the biomass. There were large in differences species number, abundance and biomass nets of different mesh size.",15,12189823,Journal,ar,Article,100,7,7,Diversity | El Niño event | Ichthyofauna | Jalisco | Mexico,13567,undefined,0,FALSE,41
true,https://api.elsevier.com/content/abstract/scopus_id/0042697421,SCOPUS_ID:0042697421,2-s2.0-0042697421,Distribución espacial de Cordyceps spp. (Ascomycotina: Clavicipitaceae) y su impacto sobre las hormigas en selvas del piedemonte amazónico de Colombia,Sanjuán T.,Revista de Biologia Tropical,00347744,49,3,945-955,2001-09-01,September 2001,"Entomopathogenic fungi of the genus Cordyceps were sampled in the foothills of the Colombian Amazon region (450 - 600 msnm altitude, January and May, 1998, i.e. dry and wet seasons, respectively). Healthy and Cordyceps-parasitized ants from a nearly pristine, a naturally disturbed and a human-disturbed forests were collected on 100 quadrants ( 1 m2) per forest Litter, shrubs and trunks were explored as substrates, and samples were gathered in vertical strata from 50 cm to 2 m high. Azteca was the predominant ant genus in near pristine forest whereas Camponotus, Pheidole and Crematogaster were dominant in disturbed forests. In the naturally disturbed forest we found 759 individuals of Cordyceps unilateralis and 69 of C. lloydii var. binata parasitizing Camponotus spp. (Formicidae: Formicinae), whereas C. kniphofloides var. ponerinarum and C. australis were found only in six cases infecting the ants Paraponera clavata and Pachycandila crassinoda (Formicidae: Ponennae). In the human disturbed forest it were found 34 individuals of C. unilateralis on Camponotus. In the near pristine forest we did not find parasitized ants. The Camponotus spp. ants parasitized by C. unilaterals and C. lloydii var. binata were found predominantly in the substratum foliage up to I m. It was concluded that the incidence of Cordyceps-ant interactions is not influenced by the conservation status of the forest. Instead, relative humidity and presence/absence of host ants appear to be key factors. Also, the microspatial distribution of the interactions seems to follow a definite pattern. This work observations support the hypothesis on coevolulion of dispersion mechanisms in Cordyceps and ant pheromonal codes.",17,12189826,Journal,ar,Article,100,3,3,Ants | Biological control | Camponotus | Cordyceps | Entomopathogenic fungi | Fungal ecology | Tropical ram forest,13567,undefined,0,FALSE,42
true,https://api.elsevier.com/content/abstract/scopus_id/0042404987,SCOPUS_ID:0042404987,2-s2.0-0042404987,Swimming ability in three Costa Rican dry forest rodents,Cook W.M.,Revista de Biologia Tropical,00347744,49,3,1177-1181,2001-09-01,September 2001,"We investigated the swimming abilities of three Costa Rican dry forest rodents (Coues' rice rat, Oryzomys couesi, hispid cotton rat, Sigmodon hispidus, and spiny pocket mouse, Liomys salvini) associated with a large marsh, Laguna Palo Verde, using 90 s swim trials in a plastic container. Swimming ability was evaluated by observing the use of limbs and tail in the water, inclination to the surface, and diving and floating behavior. Rice rats could float, swim and dive, suggesting that they can exploit surface and underwater resources. Cotton rats swam at the water's surface, but were less skilled swimmers than rice rats. Spiny pocket mice tired quickly and had difficulty staying at the water's surface. Results suggest that differential swimming ability is related to the distribution of the three sympatric species within the marsh and adjacent forest habitats.",12,12189799,Journal,ar,Article,100,3,3,Dry forest | Liomys salvini | Oryzomys couesi | Sigmodon hispidus | Swimming ability,13567,undefined,0,FALSE,43
true,https://api.elsevier.com/content/abstract/scopus_id/0042196112,SCOPUS_ID:0042196112,2-s2.0-0042196112,Análisis de varios marcadores genéticos clásicos en la población de Costa Rica,Morera B.,Revista de Biologia Tropical,00347744,49,3,1237-1252,2001-09-01,September 2001,"A study of several loci blood groups (ABO, Diego, Duffy, Kell, Kidd, Lewis, Lutheran, MNSs, P, Rhesus and Secretor), and Hp serum protein was carried out on a sample of 2 196 unrelated Costa Rican individuals of both sexes. Data was classified and analyzed according to geographic regions. Gene frequencies and the goodness of fit to Hardy-Weinberg equilibrium were estimated by the maximum likelihood method. A geographic structuring was observed in the Costa Rican population. All the regions of Costa Rica show higher heterozigosity values than the ones observed in the indigenous Costa Rican groups, but similar or slightly higher than the ones observed in the Spanish populations. The genetic distance analysis evidenced that the regions of Costa Rica group close to each other in intermediate positions between the Amerindians and the Spanish, fact that is coherent with the statement that atributes a intermediate origin to the general population of Costa Rica. The data contradicts the idea that the Central region has a radically different population than the rest of the country. The outcome of these markers revealed poor values of exclusion probability in forensic and paternity cases, which confirms the importance of their replacement for DNA markers in the outlines of human identification of judicial investigation systems. These results are similar to other studies made in Latin American populations.",14,12189807,Journal,ar,Article,100,3,3,Blood groups | Costa Rica | Forensic | Genetic polymorphism | Haptoglobin,13567,undefined,0,FALSE,44
true,https://api.elsevier.com/content/abstract/scopus_id/0041903617,SCOPUS_ID:0041903617,2-s2.0-0041903617,"Reproductive activity and condition index of Holacanthus passer (Teleostei: Pomacanthidae) in the Gulf of California, Mexico",Arellano-Martínez M.,Revista de Biologia Tropical,00347744,49,3,939-943,2001-09-01,September 2001,"Annual variation and relationship between the gonadosomatic index (IG) and the condition index (K) of Holacanthus passer were evaluated in 194 specimens from Cueva de León, Gulf of California (24°02 N, 110°24' W). There was a significant negative correlation between IG and K in both sexes: indices exhibit an opposite seasonal pattern. The reproductive activity of both sexes is inversely related with nutritional status. There was a significant difference in IG but not in K values between males and females. The condition index may be used to determine reproduction time of the species in other localities without sacrificing the organisms. This could be a valuable tool to develop monitoring programs for fisheries and culture of this species.",14,12189825,Journal,ar,Article,100,2,2,Condition index | Gonadosomatic index | Gulf of California | Holacanthus passer | Mexico | Pomacanthidae,13567,undefined,0,FALSE,45
true,https://api.elsevier.com/content/abstract/scopus_id/0041903616,SCOPUS_ID:0041903616,2-s2.0-0041903616,In vitro micropropagation of Lawsonia inermis (Lythraceae),Rout G.,Revista de Biologia Tropical,00347744,49,3,957-963,2001-09-01,September 2001,"A successful protocol was developed for mass propagation of Lawsonia inermis Linn., an important medicinal plant. Multiple shoots were induced in apical and axillary meristems derived from mature explants of L. inermis on Murashige and Skoog (1962) medium supplemented with 0.25 mg/1 6-benzylammopurine (BA), 0.25 mg/l Kinetin (Kn), 0.5 mg/1 ascorbic acid and 3 % (w/v) sucrose. The rate of multiplication was higher when the cultures were incubated under continuous light rather than the 14 hr photoperiod. Rooting was readily achieved upon transferring the microshoots onto MS basal semi-solid medium supplemented with 0.25 mg/l indole-3-butyric acid (IBA) after ten days of culture. Micropropagated plantlets were acclimatized and successfully grown in soil.",15,12189827,Journal,ar,Article,100,4,4,In vitro | Medicinal plants | Micropropagation | Shoot multiplication,13567,undefined,0,FALSE,46
true,https://api.elsevier.com/content/abstract/scopus_id/0041695651,SCOPUS_ID:0041695651,2-s2.0-0041695651,"Morfometría de Sanguinolaria cruenta (Bivalvia: Psammobidae) en playa Tucacas, Falcón, Venezuela",Martín A.,Revista de Biologia Tropical,00347744,49,3,871-875,2001-09-01,September 2001,"Three hundred and twelve shells of Sanguinolaria cruenta were collected in May 1999 in a sandy beach in Tucacas, Falcón, Venezuela. For each shell, antero-posterior length (Lap), overall height (Al), wide (An), weight (Pe) valves area (Arv), antenor length (La) and dorsal height (Ad) were measured. The descripive statistic of the studied individuals, allows to appreciate that the variables that are good as parameters for the taxonomic description of S. cruenta are: Lap, Al, An, La y Ad, given their little variability. The maximum class frequencies is 41-70 mm for Lap (91 % of the population). Analysis of data determined relationships of Lap to An, Lap to La were isometric (Lap = 0.98078 An + 1.50456 and Lap = 0.98052 La + 5.25840, respectively), whereas the other relationships indicate allometnc growth.",0,12189817,Journal,ar,Article,100,3,3,Bivalve | Morphometrics | Sanguinolaria cruenta | Venezuela,13567,undefined,0,FALSE,47
true,https://api.elsevier.com/content/abstract/scopus_id/0041695493,SCOPUS_ID:0041695493,2-s2.0-0041695493,"Reproducción del ave Mimus gilvus (Passeriformes: Mimidae) en Maracaibo, Venezuela",Paredes M.,Revista de Biologia Tropical,00347744,49,3,1143-1146,2001-09-01,September 2001,"Four pairs of the poorly understood tropical mockingbird Mimus gilvus were captured and color banded at a grassland in Maracaibo, Venezuela in June 1997. Throughout the following 8 months, individuals were observed two days per week for 4 hours each. We recorded courtship behaviour, nest construction, incubation, parental care, territory defense and timing of reproductive cycle. Pairs lived in defined territories defended primarily by the male Both sexes participated in nest building which began at the start of two rainy seasons: April and October. Between April and June, 80 % of nests were parasited by the shiny cowbird (Molothrus bonariensis). No parasitism was recorded in the later nesting season Consequently, breeding success for the April and October seasons was 20 % and 83 % respectively. Only the female incubated and the mean clutch size was 2.2 eggs.",4,12189795,Journal,ar,Article,100,3,3,Breeding success | Clutch size | Courtship | Mimus gilvus | Molothrus bonariensis | Parasitism | Parental care,13567,undefined,0,FALSE,48
true,https://api.elsevier.com/content/abstract/scopus_id/0041402622,SCOPUS_ID:0041402622,2-s2.0-0041402622,"Environmental variables and intertidal beach annelids of São Sebastião Channel (State of São Paulo, Brazil)",Rizzo A.,Revista de Biologia Tropical,00347744,49,3,849-857,2001-09-01,September 2001,"Benthic annelid communities were studied during a one-year period (August/95 to July/96) in two sectors of the beaches Engenho d'Agua and São Francisco, São Sebastião Channel (São Paulo, Brazil), where the substrate is composed by a mixture of sand and rock fragments. Abiotic parameters such as salinity of interstitial water and sediment properties were used to characterize the environment. The polychaetes were well represented in the two sectors and their distribution was related with sediment type. The density of individuals and the number of taxa was higher at São Francisco, while the diversity and the evenness were higher at Engenho d'Agua. This difference can be a consequence of organic enrichment caused by domestic input, and of the lower and more variable salinity at São Francisco. Due to these factors, the high density of opportunistic species, like Capitella capitula ssp., Scolelepis squamata, Laeeonereis acuta and several oligochaetes, represented 75.5% of total abundance at this sector.",12,12189814,Journal,ar,Article,100,2,2,Annelids | Brazil | Intertidal zone | Polychaetes | São Sebastião Channel | Sand with rock fragments beach,13567,undefined,0,FALSE,49
true,https://api.elsevier.com/content/abstract/scopus_id/0041402618,SCOPUS_ID:0041402618,2-s2.0-0041402618,Vegetative propagation of Cecropia obtusifolia (Cecropiaceae),LaPierre L.,Revista de Biologia Tropical,00347744,49,3,973-976,2001-09-01,September 2001,"Cecropia is a relatively well-known and well-studied genus in the Neotropics. Methods for the successful propagation of C. obtusifolia Bertoloni, 1840 from cuttings and air layering are described, and the results of an experiment to test the effect of two auxins, naphthalene acetic acid (NAA) and indole butyric acid (IBA), on adventitious root production in cuttings are presented. In general, C. obtusifolia cuttings respond well to adventitious root production (58.3 % of cuttings survived to root), but air layering was the better method (93 % of cuttings survived to root). The concentration of auxins used resulted in an overall significantly lower quality of roots produced compared with cuttings without auxin treatment. Future experiments using Cecropia could benefit from the use of isogenic plants produced by vegetative propagation.",7,12189829,Journal,ar,Article,100,1,1,Air layering | Cecropia obtusifolia | Cecropiaceae | Costa Rica | Cuttings | Vegetative propagation,13567,undefined,0,FALSE,50
true,https://api.elsevier.com/content/abstract/scopus_id/0041402616,SCOPUS_ID:0041402616,2-s2.0-0041402616,"Woody plant diversity and structure of shade-grown-coffee plantations in Northern Chiapas, Mexico",Soto-Pinto L.,Revista de Biologia Tropical,00347744,49,3,977-987,2001-09-01,September 2001,"Shade-grown coffee is an agricultural system that contains some forest-like characteristics. However, structure and diversity are poorly known in shade coffee systems. In 61 coffee-growers' plots of Chiapas, Mexico, structural variables of shade vegetation and coffee yields were measured, recording species and their use. Coffee stands had five vegetation strata. Seventy seven woody species mostly used as wood were found (mean density 371.4 trees per hectare). Ninety percent were native species (40 % of the local flora), the remaining were introduced species, mainly fruit trees/shrubs. Diametric distribution resembles that of a secondary forest. Principal Coordinates Analysis grouped plots in four classes by the presence of Inga, however the majority of plots are diverse. There was no difference in equitability among groups or coffee yields. Coffee yield was 835 g clean coffee per shrub, or ca. 1 668 kg ha-1. There is a significant role of shade-grown coffee as diversity refuge for woody plants and presumably associated fauna, as well as an opportunity for shade-coffee growers to participate in the new biodiversity-friendly-coffee market.",47,12189830,Journal,ar,Article,100,4,4,Agroecosystems | Coffea arabica | Diversity | Shade-grown coffee | Vegetation structure | Woody plants,13567,undefined,0,FALSE,51
