@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0031712555,SCOPUS_ID:0031712555,2-s2.0-0031712555,The influence of dispersal and diet breadth on patterns of genetic isolation by distance in phytophagous insects,Peterson M.A.,American Naturalist,00030147,152,3,428-446,1998-09-08,1998,10.1086/286180,220,Journal,ar,Article,100,2,2,Dispersal | Gene flow | Phytophagous insects | Specialization,12604,undefined,0,FALSE,30,"To determine the effects of dispersal ability and diet breadth on population-genetic structure, we reviewed the allozyme literature and estimated genetic isolation by distance (IBD) for 43 species/host races of phytophagous insects. Subsequently, we tested two opposing hypotheses regarding the influence of dispersal ability on IBD: that IBD slopes do not vary with mobility, but that intercepts increase with mobility, and, alternatively, that IBD slopes vary with dispersal ability. We found that from tens of kilometers to more than 1,000 km, IBD is weak in sedentary and highly mobile species but pronounced in moderately mobile species. We attribute the weak IBD in strong dispersers to the homogenizing effects of gene flow, whereas in sedentary species, limited gene flow allows nearly all populations to diverge. In intermediate dispersers, genetic homogeneity is achieved at small spatial scales, but limited dispersal promotes genetic divergence over long distances. We also tested the hypothesis that IBD increases with decreasing diet breadth. We discovered no such pattern, casting doubt on the supposition that specialization promotes speciation by influencing population-genetic subdivision. Finally, we found that the number of populations is a more important consideration than the number of polymorphic loci in studies of IBD.",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031712553,SCOPUS_ID:0031712553,2-s2.0-0031712553,"Population dynamics, disturbance, and pattern evolution: Identifying the fundamental scales of organization in a model ecosystem",Wiegand T.,American Naturalist,00030147,152,3,321-337,1998-09-08,1998,10.1086/286172,62,Journal,ar,Article,100,3,3,Correlation analysis | Disturbance | Individual-based model | Karoo shrubland | Ripley's K function | Spatiotemporal dynamics,12604,undefined,0,FALSE,31,"We used auto- and cross-correlation analysis and Ripley's K-function analysis to analyze spatiotemporal pattern evolution in a spatially explicit simulation model of a semiarid shrubland (Karoo, South Africa) and to determine the impact of small-scale disturbances on system dynamics. Without disturbance, local dynamics were driven by a pattern of cyclic succession, where 'colonizer' and 'successor' species alternately replaced each other. This results in a strong pattern of negative correlation in the temporal distribution of colonizer and successor species. As disturbance rates were increased, the relationship shifted from being negatively correlated in time to being positively correlated-the dynamics became decoupled from the ecologically driven cyclic succession and were increasingly influenced by abiotic factors (e.g., rainfall events). Further analysis of the spatial relationships among colonizer and successor species showed that, without disturbance, periods of attraction and repulsion between colonizer and successor species alternate cyclically at intermediate spatial scales. This was due to the spatial 'memory' embedded in the system through the process of cyclic succession. With the addition of disturbance, this pattern breaks down, although there is some indication of increasing ecological organization at broader spatial scales. We suggest that many of the insights that can be gained through spatially explicit models will only be obtained through a direct analysis of the spatial patterns produced.",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031705452,SCOPUS_ID:0031705452,2-s2.0-0031705452,No evidence for inbreeding avoidance in a natural population of song sparrows (Melospiza melodia),Keller L.,American Naturalist,00030147,152,3,380-392,1998-09-08,1998,10.1086/286176,95,Journal,ar,Article,100,2,2,F statistics | Inbreeding | Inbreeding avoidance | Kinship | Pedigree | Random mating,12604,undefined,0,FALSE,32,"We studied mate choice and inbreeding avoidance in a natural population of song sparrows (Melospiza melodia) on Mandarte Island, Canada. Inbreeding occurred regularly: 59% of all matings were between known relatives. We tested for inbreeding avoidance by comparing the observed levels of inbreeding to those expected if mate choice had been random with respect to relatedness. Independent of our assumptions about the availability of mates in the random mating model, we found that the expected and observed distributions of inbreeding coefficients were similar, as was the expected and observed frequency of close (f ≤ 0.125) inbreeding. Furthermore, there was no difference in relatedness of observed pairs and those that would have resulted had birds mated instead with their nearest neighbors. The only evidence to suggest any inbreeding avoidance was a reduced rate of parent-offspring matings as compared to one random mating model but not the other. Hence, despite substantial inbreeding depression in this population, we found little evidence for inbreeding avoidance through mate choice. We present a simple model to suggest that variation in inbreeding avoidance behaviors in birds may arise from differences in survival rates: in species with low survival rates, the costs of forfeiting matings to avoid inbreeding may exceed the costs of inbreeding.",all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031690035,SCOPUS_ID:0031690035,2-s2.0-0031690035,Chaos in the Pacific's Coral reef bleaching cycle,Huppert A.,American Naturalist,00030147,152,3,447-459,1998-09-08,1998,10.1086/286181,34,Journal,ar,Article,100,2,2,Bleaching | Chaos | Coral reef | El Nino | Stochastic resonance,12604,undefined,0,FALSE,33,"There is no simple explanation for the unusual increase in coral reef bleaching events that have been occurring on a global scale over the last 2 decades. Recent studies focusing on this problem reveal that mass bleaching events have a strong periodic component, arising every ~3-4 yr in step with the El Nino climatic phenomenon. To explore this possibility further, we examine a simple oceanographic-ecological model designed to simulate the warm and cool phases of the Pacific Ocean cycle and gauge its effect on local coral reefs. This allows us to identify causes for localized 'hot spots' in the ocean, whose high sea surface temperatures have disastrous consequences for corals. The underlying wave dynamics of the model lead to chaotic oscillations (every ~3-4 yr), which help explain the coexistence of both order and irregularity in the dynamics of mass bleaching. The model makes use of a temperature threshold mechanism-a bleaching event is triggered whenever temperature anomalies exceed a critical level. In a variable environment, the threshold mechanism is sensitive to background fluctuations, and their effects are studied by making use of a 'stochastic resonance' formulation. Global climate change and other trends in external background environmental conditions are all shown to strongly influence the distribution of mass coral bleaching events.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031688568,SCOPUS_ID:0031688568,2-s2.0-0031688568,Spatial scale and the spread of a fungal pathogen of gypsy moth,Dwyer G.,American Naturalist,00030147,152,3,485-494,1998-09-08,1998,10.1086/286185,42,Journal,ar,Article,100,3,3,Disease transmission | Entomophaga maimaiga | Mathematical model | Spatial scale,12604,undefined,0,FALSE,34,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031685141,SCOPUS_ID:0031685141,2-s2.0-0031685141,Food web stability: The influence of trophic flows across habitats,Huxel G.,American Naturalist,00030147,152,3,460-469,1998-09-08,1998,10.1086/286182,263,Journal,ar,Article,100,2,2,Allochthonous inputs | Energetic tritrophic model | Food webs | Stability | Trophic cascades,12604,undefined,0,FALSE,35,"In nature, fluxes across habitats often bring both nutrient and energetic resources into areas of low productivity from areas of higher productivity. These inputs can alter consumption rates of consumer and predator species in the recipient food webs, thereby influencing food web stability. Starting from a well-studied tritrophic food chain model, we investigated the impact of allochthonous inputs on the stability of a simple food web model. We considered the effects of allochthonous inputs on stability of the model using four sets of biologically plausible parameters that represent different dynamical outcomes. We found that low levels of allochthonous inputs stabilize food web dynamics when species preferentially feed on the autochthonous sources, while either increasing the input level or changing the feeding preference to favor allochthonous inputs, or both, led to a decoupling of the food chain that could result in the loss of one or all species. We argue that allochthonous inputs are important sources of productivity in many food webs and their influence needs to be studied further. This is especially important in the various systems, such as caves, headwater streams, and some small marine islands, in which more energy enters the food web from allochthonous inputs than from autochthonous inputs.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031684890,SCOPUS_ID:0031684890,2-s2.0-0031684890,Variation in lifetime male fitness in Ipomopsis aggregata: Tests of sex allocation theory,Campbell D.,American Naturalist,00030147,152,3,338-353,1998-09-08,1998,10.1086/286173,23,Journal,ar,Article,100,1,1,Ipomopsis aggregata | Male fitness | Paternity | Sex allocation,12604,undefined,0,FALSE,36,"Sex allocation theory assumes that a shift in allocation of resources to male function both increases male fitness and decreases female fitness. Moreover, the shapes of these fitness gain functions determine whether hermaphroditism or another breeding system is evolutionarily stable. In this article, I first outline information needed to measure these functions in flowering plants. I then use paternity analysis to describe the shapes of the fitness gain functions in natural populations of the hermaphroditic herb Ipomopsis aggregata. I also explore the relationships of male fitness (number of seeds sired) and female fitness (number of seeds produced) to the number of flowers produced by a plant. Plants with greater investment of biomass in the androecium, compared to the gynoecium and seeds, showed increased success at siring seeds, as assumed by the models. That sex allocation trait, however, explained only 9% of the variance in estimates of male fitness. The shapes of the fitness gain functions were consistent with theoretical expectations for a hermaphroditic plant, but the model predicted a more female-biased evolutionarily stable strategy (ESS) allocation than was observed. These results lend only partial support to the classical sex allocation model.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031683607,SCOPUS_ID:0031683607,2-s2.0-0031683607,Within-brood competition and the optimal partitioning of parental investment,Bonabeau E.,American Naturalist,00030147,152,3,419-427,1998-09-08,1998,10.1086/286179,24,Journal,ar,Article,100,3,3,Fitness | Growth | Parental investment | Sibling competition,12604,undefined,0,FALSE,37,"In this article, we introduce a simple within-brood competitive growth model that maximizes parental fitness in unpredictable food conditions in species that exhibit parental care, progressive provisioning, and an initial brood overproduction. We argue that competition between siblings may provide a proximate mechanism for parents to adjust the number of surviving offspring or the social organization of the group in social species to food conditions.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031660545,SCOPUS_ID:0031660545,2-s2.0-0031660545,Colony size and individual fitness in the social spider Anelosimus eximius,Avilés L.,American Naturalist,00030147,152,3,403-418,1998-09-08,1998,10.1086/286178,131,Journal,ar,Article,100,2,2,Colony extinction | Cooperation | Density dependence | Group living | Sociality,12604,undefined,0,FALSE,38,"The effects of colony size on individual fitness and its components were investigated in artificially established and natural colonies of the social spider Anelosimus eximius (Araneae: Theridiidae). In the tropical rain forest understory at a site in eastern Ecuador, females in colonies containing between 23-107 females had a significantly higher lifetime reproductive success than females in smaller colonies. Among larger colonies, this trend apparently reversed. This overall fitness function was a result of the conflicting effects of colony size on different components of fitness. In particular, the probability of offspring survival to maturity increased with colony size while the probability of a female reproducing within the colonies decreased with colony size. Average clutch size increased with colony size when few or no wasp parasitoids were present in the egg sacs. With a high incidence of egg sac parasitoids, this effect disappeared because larger colonies were more likely to be infected. The product of the three fitness components measured-probability of female reproduction, average clutch size, and offspring survival-produced a function that is consistent with direct estimates of the average female lifetime reproductive success obtained by dividing the total number of offspring maturing in a colony by the number of females in the parental generation. Selection, therefore, should favor group living and intermediate colony sizes in this social spider.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031656840,SCOPUS_ID:0031656840,2-s2.0-0031656840,Optimal floating and queuing strategies: Consequences for density dependence and habitat loss,Kokko H.,American Naturalist,00030147,152,3,354-366,1998-09-08,1998,10.1086/286174,116,Journal,ar,Article,100,2,2,Density dependence | Evolutionarily stable strategy (ESS) | Floating | Habitat selection | Queuing | Territory acquisition,12604,undefined,0,FALSE,39,"Field studies of many vertebrates show that some individuals (floaters) do not defend territories even when there is space for them to do so. We show that the evolutionarily stable strategy (ESS) for the threshold territory quality at which floating takes place is that which maximizes the size of the floating population (but not the total population, breeding population, or reproductive output). The ESS is solved separately for two assumptions: whether individuals wait to occupy a single territory or multiple territories and whether queuing rules are strict or if all waiting individuals are equally likely to obtain the next territory. The four combinations of these assumptions all give the same evolutionarily stable population size of both floaters and breeders. At the ESS, only territories with expected lifetime reproductive success (LRS) exceeding 1 should be occupied, which introduces a limit to ideal habitat selection. The behavioral decision to float alters the shape of the density-dependent response, reduces the equilibrium population size, and affects the response of the population to habitat loss. Specifically, the floater:breeder ratio is directly related to average breeding habitat quality, and the floater population size will decrease more than the breeding population size if better than average quality habitat is lost.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031656707,SCOPUS_ID:0031656707,2-s2.0-0031656707,Predator-mediated interactions between and within guilds of nesting songbirds: Experimental and observational evidence,Schmidt K.,American Naturalist,00030147,152,3,393-402,1998-09-08,1998,10.1086/286177,58,Journal,ar,Article,100,2,2,Competition | Foraging theory | Predation | Raccoon | Resource partitioning | Songbirds,12604,undefined,0,FALSE,40,"Apparent competition (i.e., a mutually negative indirect interaction between prey species through shared predation) arises when predator abundance or foraging effort increases with total prey availability. We review and formalize several patch-use models from which we derive predictions for how the degree of coupling (from the predators' perspective) between nesting guilds (defined as species nesting within a vegetation stratum) affects the outcome of shared predation. We then determine which model best applies to nest predation on woodland songbirds and artificial nests by a natural population of raccoons. Using artificial nests, we showed that increasing the density of nests placed either in shrubs or on the ground increased overall predation (i.e., proportion of nests) on both types. We also tested for apparent competition between American robin and wood thrush, two coexisting woodland songbirds that commonly nest within the shrub stratum. Nest predation increased for wood thrushes but not robins as the combined density of robin and thrush nests within two individual substrate types, Lonicera and Rhamnus, increased. Thus, we documented apparent competition both within and among nesting guilds. We discuss the possible relevance of this interaction in determining species diversity, particularly in the light of increasing generalist nest predators through anthropogenically driven changes in human-altered landscapes.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031655729,SCOPUS_ID:0031655729,2-s2.0-0031655729,A new look at relationships between size at maturity and asymptotic size,Stamps J.A.,American Naturalist,00030147,152,3,470-479,1998-09-08,1998,10.1086/286183,70,Journal,ar,Article,100,3,3,Asymptotic size | Costs of reproduction | Growth | Life history | Maturation,12604,undefined,0,FALSE,41,"Comparative studies have revealed positive correlations between size at maturity and asymptotic size in several taxa with asymptotic growth after maturity. Using a simple growth model, we show that positive correlations between size at maturity and asymptotic size are predicted for different individuals in the same species if growth costs of reproduction are inversely related to size at maturity. Several processes might lead to higher growth costs of reproduction for smaller individuals; these include effects of body size on competition for resources required for breeding, on the space available within the body cavity for food processing in gravid individuals, and on the costs of transporting eggs or young in relation to the total energy budget. We confirm several key elements of the growth model using data from female Iguana iguana lizards, including the novel assumption that instantaneous growth rates of adults of the same length will he positively related to their length at maturity. These analyses suggest a simple and possibly general explanation for positive correlations between size at maturity and asymptotic size within-and perhaps also among-species that continue to grow after maturity.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031849670,SCOPUS_ID:0031849670,2-s2.0-0031849670,Context-dependent behavior and the benefits of communal nesting,Ward S.A.,American Naturalist,00030147,152,2,249-263,1998-08-13,1998,10.1086/286165,20,Journal,ar,Article,100,2,2,Brood parasitism | Dynamic ESS | Egg cannibalism | Frequency dependence | Lasioglossum (Chilalictus) hemichalceum | Oophagy,12604,undefined,0,FALSE,42,"We present a model for the behavior of communally nesting insects. Females may forage for food to provision offspring or may remain in the nest, with the option of eating and replacing nest mates' eggs. Orphaned brood are at risk of predation. The optimal behavior of solitary females is determined using stochastic dynamic programming; static and dynamic evolutionarily stable strategies (ESSs) are then calculated for colonies of various sizes. A solitary female should forage if her brood is smaller than a time-dependent threshold. Females in small colonies should forage. In colonies above some threshold size, the static ESS is for one female to forage and the rest to cheat. The dynamic ESS in large colonies is for no females to forage until some time close to the end of the foraging season and for all females to forage thereafter. Mixed dynamic ESSs, with some foragers and some cheats, may arise if individuals differ in their chances of surviving a foraging interval or if females with new offspring vary their guarding behavior, depending on the numbers of cheats and new cells in the nest. We discuss these predictions in the light of published observations and preliminary data on the halictine bee Lasioglossum (Chilalictus) hemichalceum.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031856081,SCOPUS_ID:0031856081,2-s2.0-0031856081,Natural selection on two seed-size traits in the common morning glory Ipomoea purpurea (Convolvulaceae): Patterns and evolutionary consequences,Mojonnier L.,American Naturalist,00030147,152,2,188-203,1998-08-07,1998,10.1086/286161,24,Journal,ar,Article,100,1,1,Genetic variation | Maternal effects | Natural selection | Seed size | Trade-offs,12604,undefined,0,FALSE,43,"Plants may express two separate seed-size characters during their lifetimes: the size of the seeds from which they germinate (initial seed size) and the mean size of seed they produce as adults (maternal seed size). Many empirical studies indicate that selection often favors a larger initial seed size. In contrast, patterns of natural selection on maternal seed size have not been measured, although theory often predicts stabilizing selection. Here, I report on a field study of the common morning glory Ipomoea purpurea, which provided measurements of natural selection on both initial and maternal seed size. For initial seed size, selection favored larger seeds, but a greenhouse study indicated no genetic variation for this trait. For maternal seed size, there was no evidence of either directional or stabilizing selection, but there was significant additive genetic variation. The genetic correlation between the number and size of seeds was not significant, indicating no tradeoff between these traits, but a negative genetic correlation was found between maternal seed size and the probability of surviving to reproduce. The absence of the predicted pattern of stabilizing selection on maternal seed size in the study population highlights the need for more empirical work on the evolution of seed size.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031827899,SCOPUS_ID:0031827899,2-s2.0-0031827899,Extinction in multispecies and spatially explicit models of habitat destruction,Klausmeier C.A.,American Naturalist,00030147,152,2,303-310,1998-08-07,1998,10.1086/286170,46,Journal,no,Note,100,1,1,Competition | Extinction | Habitat destruction | Spatial model,12604,undefined,0,FALSE,44,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031827087,SCOPUS_ID:0031827087,2-s2.0-0031827087,Detecting shifts in diversification rates without fossils,Paradis E.,American Naturalist,00030147,152,2,176-187,1998-08-07,1998,10.1086/286160,45,Journal,ar,Article,100,1,1,Adaptive radiation | Akaike Information Criterion | Diversification maximum likelihood | Phylogeny | Survival models,12604,undefined,0,FALSE,45,"Studies of shifts in diversification rates and adaptive radiations are difficult when there are no fossils because past events cannot be inferred. The phylogenies of recent species, however, allow one to infer the patterns of past diversifications. I present a new method for estimating the diversification rate of a lineage, provided that a phylogeny of recent species, constructed, for instance, with molecular data; is available. This method was inspired by survival models and takes into account species that are not included in detailed phylogenetic data, provided that approximate dates of origin of these species are known. Likelihood ratio tests and Akaike Information Criterion make it possible to test for differences in diversification among lineages or groups of lineages and, thus, to evaluate adaptive radiation hypotheses. The present modeling approach can easily be extended to include temporal variations in diversification rates. A simulation study showed that the method is statistically consistent, avoiding Type I and Type II errors, and that it is robust to periodic or random fluctuations in the speciation rate. An example is presented with a composite phylogeny of primates.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031826130,SCOPUS_ID:0031826130,2-s2.0-0031826130,On the origin and rarity of interspecific nest parasitism in birds,Slagsvold T.,American Naturalist,00030147,152,2,264-272,1998-08-07,1998,10.1086/286166,31,Journal,ar,Article,100,1,1,Cuckoos | Nest parasitism | Parus ater | Parus caeruleus | Parus major | Sibling rivalry,12604,undefined,0,FALSE,46,"Interspecific nest parasitism is surprisingly rare in birds given the potential advantages for the parasite of exploiting the parental care of other species. One possibility is that chicks will not thrive with the parental care and food of heterospecifics. I simulated parasitism in nonparasitic congeners by switching eggs between nests of three species of titmice (great tit Parus major, blue tit Parus caeruleus, and coal tit Parus ater). The experiment showed that compatibility of parental care was not a constraint preventing parasitism. I also used the model system to compare fitness consequences of inter- and intraspecific nest parasitism, addressing the problem of which form is ancestral. Fledging success (body mass, survival) was higher when an egg was added to the nest of a smaller species than to the nest of a conspecific and also higher when the parasitic chick hatched early rather than late relative to host chicks. This suggests that interspecific nest parasitism may not require a stage of intraspecific nest parasitism before evolving but may start from a larger species directly exploiting the parental care of a smaller species or a species with shorter incubation period directly exploiting a species with longer incubation period.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031823937,SCOPUS_ID:0031823937,2-s2.0-0031823937,Why trees migrate so fast: Confronting theory with dispersal biology and the paleorecord,Clark J.,American Naturalist,00030147,152,2,204-224,1998-08-07,1998,10.1086/286162,565,Journal,ar,Article,100,1,1,Climate change | Diffusion | Dispersal | Holocene | Migration | Pollen data,12604,undefined,0,FALSE,47,"Reid's paradox describes the fact that classical models cannot account for the rapid (102-103 m yr-1) spread of trees at the end of the Pleistocene. I use field estimates of seed dispersal with an integrodifference equation and simulation models of population growth to show that dispersal data are compatible with rapid spread. Dispersal estimates lay to rest the possibility that rapid spread occurred by diffusion. The integrodifference model predicts that, if the seed shadow has a long 'fat' tail, then rapid spread is possible, despite short average dispersal distances. It further predicts that velocity is more sensitive to life history than is classical diffusion. Application of such models is frustrated because the tail of the seed shadow cannot be fitted to data. However, the data can be used to test a 'long-distance' hypothesis against alternative ('local') models of dispersal using Akaike's Information Criterion and likelihood ratio tests. Tests show that data are consistent with >10% of seed dispersed as a long (102 m) fat-tailed kernel. Models based on such kernels predict spread as rapid as that inferred from the pollen record. If fat-tailed dispersal explains these rapid rates, then it is surprising not to see large differences in velocities among taxa with contrasting life histories. The inference of rapid spread, together with lack of obvious life-history effects, suggests velocities may have not reached their potentials, being stalled by rates of climate change, geography, or both.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031823818,SCOPUS_ID:0031823818,2-s2.0-0031823818,Allee effects in metapopulation dynamics,Amarasekare P.,American Naturalist,00030147,152,2,298-302,1998-08-07,1998,10.1086/286169,177,Journal,no,Note,100,1,1,Allee effects | Colonization | Extinction risk | Habitat destruction | Metapopulation dynamics,12604,undefined,0,FALSE,48,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031866527,SCOPUS_ID:0031866527,2-s2.0-0031866527,Maintenance of genetic polymorphism: Spatial selection and self-fertilization,Hedrick P.W.,American Naturalist,00030147,152,1,145-150,1998-07-14,1998,10.1086/286155,19,Journal,no,Note,100,1,1,Balancing selection | Ferns | Fixation index | Polymorphism | Selfing,12604,undefined,0,FALSE,49,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031865409,SCOPUS_ID:0031865409,2-s2.0-0031865409,Efficacy and honesty in communication between relatives,Johnstone R.,American Naturalist,00030147,152,1,45-58,1998-07-14,1998,10.1086/286148,22,Journal,ar,Article,100,1,1,Deceit | Handicap principle | Honest signaling | Noise | Perceptual error | Philip Sidney game,12604,undefined,0,FALSE,50,"The evolution of honest communication has recently become the focus of intense theoretical attention. However, strategic models dealing with honesty have largely ignored the implications of noise and perceptual error for signal evolution (just as models dealing with signal detection in the presence of noise ignore strategic issues). Here, 1 analyze an extended version of Maynard Smith's strategic model of signaling of need between relatives, the Philip Sidney game, that incorporates the possibility of perceptual error. I show that even in the presence of noise, there exists over a wide range of parameter values a unique, continuously stable signaling equilibrium, at which the signaler employs a costly display when needy but refrains from doing so when healthy. For a subset of this range, there also exists a second, lower cost signaling equilibrium that is not continuously stable. At the former equilibrium, predicted signal cost is inversely related to the coefficient of relatedness (r) between signaler and receiver. Cost is not, however, predicted to drop to zero even when r = I and there is no conflict of interest between the two (as is the case in error-free models), because it serves to enhance the efficacy of communication as well as to discourage deceit. Equilibrium signal cost is inversely related to the probability that the signaler is needy, and tends to increase with the level of noise. If noise becomes too great (i.e., if a detectable signal is too costly to produce), signaling is no longer stable; surprisingly, it is also unstable if the level of noise is too low (i.e., if a detectable signal is too cheap to produce).",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031865408,SCOPUS_ID:0031865408,2-s2.0-0031865408,The physiology of life-history trade-offs: Experimental analysis of a hormonally induced life-history trade-off in Gryllus assimilis,Zera A.J.,American Naturalist,00030147,152,1,7-23,1998-07-14,1998,10.1086/286146,116,Journal,ar,Article,100,3,3,Crickets | Gryllus | Juvenile hormone | Life history | Trade-off | Wing polymorphism,12604,undefined,0,FALSE,51,"Adult Gryllus assimilis given an analog of juvenile hormone exhibited reduced flight muscles and enlarged ovaries similar to those found in naturally occurring flightless individuals of species that are polymorphic for dispersal capability. Control and hormone-treated (flightless) G. assimilis did not differ in the amount of food consumed or assimilated on any of three diets that differed in nutrient quantity. Thus, enhanced ovarian growth of flightless individuals resulted from increased allocation of internal nutrients to reproduction (i.e., a trade-off) rather than from increased acquisition of nutrients. Compared with flight-capable controls, flightless G. assimilis also had reduced whole-organism respiration, reduced respiration of flight muscles, and reduced lipid and triglyceride (flight fuel) reserves. These differences are remarkably similar to those between naturally occurring flightless and flight-capable morphs of other Gryllus species. Results collectively suggest that the increased allocation of nutrients to ovarian growth in flightless G. assimilis and other Gryllus species results from reduced energetic costs of flight muscle maintenance and/or the biosynthesis or acquisition of lipids. Reduction in these energetic costs appears to be an important driving force in the evolution of flightlessness in insects. Respiratory metabolism associated with flight capability utilizes an increasing proportion of the energy budget of crickets as the quantity of nutrients in the diet is decreased. This leads to a magnification of greater ovarian growth of flightless versus flight-capable individuals on nutrient-poor diets.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031864778,SCOPUS_ID:0031864778,2-s2.0-0031864778,Path modeling methods and ecological interactions: A response to Grace and Pugesek,Smith F.,American Naturalist,00030147,152,1,160-161,1998-07-14,1998,10.1086/286157,2,Journal,no,Note,100,3,3,Direct interactions | Indirect interactions | Path analysis | Statistical ecology | Structural equation modeling (SEM),12604,undefined,0,FALSE,52,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031863801,SCOPUS_ID:0031863801,2-s2.0-0031863801,The ghost of genetic diversity past: Historical DNA analysis of the greater prairie chicken,Bouzat J.,American Naturalist,00030147,152,1,1-6,1998-07-14,1998,10.1086/286145,140,Journal,ar,Article,100,3,3,Bottleneck | Genetic diversity | Historical DNA analysis | Microsatellites | Tympanuchus cupido,12604,undefined,0,FALSE,53,"Most, if not all, of the 'classic,' often-cited examples illustrating the genetic effects of a population bottleneck are open to alternative explanations due to the lack of adequate control populations, that is, low levels of genetic variability are often assumed to be the result of a past population bottleneck without having any prebottleneck measures. Here we provide the first clear case history where both prebottleneck and postbottleneck measures of genetic variability have been collected from a natural system. Analysis of DNA from museum specimens of the greater prairie chicken Tympanuchus cupido from central Illinois revealed the loss of specific alleles (known to have been present earlier in this century) following a demographic contraction. Lost alleles included common ones present in all other populations sampled and others unique to the Illinois population.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031840673,SCOPUS_ID:0031840673,2-s2.0-0031840673,High competition with low similarity and low competition with high similarity: Exploitative and apparent competition in consumer-resource systems,Abrams P.,American Naturalist,00030147,152,1,114-128,1998-07-14,1998,10.1086/286153,72,Journal,ar,Article,100,1,1,Coexistence | Competition | Consumer-resource system | Exclusion | Indirect effect | Overexploitation,12604,undefined,0,FALSE,54,"This article investigates the relationship between the similarity of resource capture abilities and the amount of competition between two consumer species that exploit common resources. Most of the analysis is based on a consumer-resource model introduced by Robert MacArthur. Contrary to many statements in the literature and in textbooks, measures of competition may decrease as similarity increases and may be greatest when similarity of the two species' sets of resource capture rates is very low. High competition with low similarity may occur whether competition is measured by a competition coefficient near equilibrium or is measured by the proportional increase in a species' population density when its competitor is removed. However, these two measures may differ considerably and may change in opposite directions with a given change in similarity. The general conditions required for such counterintuitive relationships between similarity and competition are that the consumer species have relatively low resource requirements for successful reproduction and that the resources be self-reproducing. These same conditions also frequently lead to exclusion of one or more resources via apparent competition, and this is always true of MacArthur's model. A variety of other models of competition are analyzed, and circumstances most likely to produce large competitive effects with little overlap are identified.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031840227,SCOPUS_ID:0031840227,2-s2.0-0031840227,Premating isolation is determined by larval rearing substrates in cactophilic Drosophila mojavensis. IV. Correlated responses in behavioral isolation to artificial selection on a life-history trait,Etges W.J.,American Naturalist,00030147,152,1,129-144,1998-07-14,1998,10.1086/286154,45,Journal,ar,Article,100,1,1,Cactus | Drosophila | Premating isolation | Rearing substrates | Speciation,12604,undefined,0,FALSE,55,"Studies of behavioral isolation among geographically isolated populations of Drosophila mojavensis have provided an understanding of incipient speciation wherein phylogeny and ecology play a prominent role. Populations of D. mojavensis in mainland Mexico and southern Arizona exhibit low but significant premating isolation from Baja California populations in laboratory mate choice tests. These same populations have undergone considerable life-history evolution in response to use of different host plants, suggesting that behavioral isolation between populations is a pleiotropic consequence of adaptation to different environments, or Mayr's geographic speciation hypothesis. This hypothesis was tested using bidirectional artificial selection on egg-to-adult development time in replicate lines of a mainland and Baja population cultured on two host cacti for 13 generations. Response to selection was greatest in the slow lines cultured on one host, yet there was uneven response in some lines due to variation in cactus tissue quality. Realized heritabilities for development time ranged from 0.04 to 0.16, which is consistent with previous estimates from half-sib/full-sib analyses of genetic variation. In most lines that responded to selection, premating isolation decreased to near zero. Correlated responses in behavioral isolation suggest that adaptation to contrasting environments can cause secondary responses in mate recognition systems that can influence the formation of new species.",NA,NA
