@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,pubmed-id,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/6344226178,SCOPUS_ID:6344226178,2-s2.0-6344226178,"Ideal free distributions, evolutionary games, and population dynamics in multiple-species environments",Cressman R.,American Naturalist,00030147,164,4,473-489,2004-10-01,October 2004,10.1086/423827,"In this article, we develop population game theory, a theory that combines the dynamics of animal behavior with population dynamics. In particular, we study interaction and distribution of two species in a two-patch environment assuming that individuals behave adaptively (i.e., they maximize Darwinian fitness). Either the two species are competing for resources or they are in a predator-prey relationship. Using some recent advances in evolutionary game theory, we extend the classical ideal free distribution (IFD) concept for single species to two interacting species. We study population dynamical consequences of two-species IFD by comparing two systems: one where individuals cannot migrate between habitats and one where migration is possible. For single species, predator-prey interactions, and competing species, we show that these two types of behavior lead to the same population equilibria and corresponding species spatial distributions, provided interspecific competition is patch independent. However, if differences between patches are such that competition is patch dependent, then our predictions strongly depend on whether animals can migrate or not. In particular, we show that when species are settled at their equilibrium population densities in both habitats in the environment where migration between habitats is blocked, then the corresponding species spatial distribution need not be an IFD. Thus, when species are given the opportunity to migrate, they will redistribute to reach an IFD (e.g., under which the two species can completely segregate), and this redistribution will also influence species population equilibrial densities. Alternatively, we also show that when two species are distributed according to the IFD, the corresponding population equilibrium can be unstable.",98,Journal,ar,Article,100,3,3,Adaptive foraging | Competition | Evolutionarily stable strategy | Habitat choice | Ideal free distribution | Predator-prey | Replicator system,12604,undefined,0,FALSE,all,All Open Access,39,15459879,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6344226175,SCOPUS_ID:6344226175,2-s2.0-6344226175,"Ectoparasitic ""jacks-of-all-trades"": Relationship between abundance and host specificity in fleas (Siphonaptera) parasitic on small mammals",Krasnov B.,American Naturalist,00030147,164,4,506-516,2004-10-01,October 2004,10.1086/423716,"Animal species with larger local populations tend to be widespread across many localities, whereas species with smaller local populations occur in fewer localities. This pattern is well documented for free-living species and can be explained by the resource breadth hypothesis: the attributes that enable a species to exploit a diversity of resources allow it to attain a broad distribution and high local density. In contrast, for parasitic organisms, the trade-off hypothesis predicts that parasites exploiting many host species will achieve lower mean abundance on those hosts than more host-specific parasites because of the costs of adaptations against multiple defense systems. We test these alternative hypotheses with data on host specificity and abundance of fleas parasitic on small mammals from 20 different regions. Our analyses controlled for phylogenetic influences, differences in host body surface area, and sampling effort. In most regions, we found significant positive relationships between flea abundance and either the number of host species they exploited or the average taxonomic distance among those host species, This was true whether we used mean flea abundance or the maximum abundance they achieved on their optimal host. Although fleas tended to exploit more host species in regions with either larger number of available hosts or more taxonomically diverse host faunas, differences in host faunas between regions had no clear effect on the abundance-host specificity relationship. Overall, the results support the resource breadth hypothesis: fleas exploiting many host species or taxonomically unrelated hosts achieve higher abundance than specialist fleas. We conclude that generalist parasites achieve higher abundance because of a combination of resource availability and stability.",90,Journal,ar,Article,100,5,5,Abundance | Fleas | Host specificity | Mammals,12604,undefined,0,FALSE,NA,NA,40,15459881,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4544386077,SCOPUS_ID:4544386077,2-s2.0-4544386077,Testing species boundaries in an ancient species complex with deep phylogeographic history: Genus Xantusia (Squamata: Xantusiidae),Sinclair E.A.,American Naturalist,00030147,164,3,396-414,2004-09-01,September 2004,10.1086/381404,"Identification of species in natural populations has recently received increased attention with a number of investigators proposing rigorous methods for species delimitation. Morphologically conservative species (or species complexes) with deep phylogenetic histories (and limited gene flow) are likely to pose particular problems when attempting to delimit species, yet this is crucial to comparative studies of the geography of speciation. We apply two methods of species delimitation to an ancient group of lizards (genus Xantusia) that occur throughout southwestern North America. Mitochondrial cytochrome b and nicotinamide adenine dinucleotide dehydrogenase subunit 4 gene sequences were generated from samples taken throughout the geographic range of Xantusia. Maximum likelihood, Bayesian, and nested cladogram analyses were used to estimate relationships among haplotypes and to infer evolutionary processes. We found multiple well-supported independent lineages within Xantusia, for which there is considerable discordance with the currently recognized taxonomy. High levels of sequence divergence (21.3%) suggest that the pattern in Xantusia may predate the vicariant events usually hypothesized for the fauna of the Baja California peninsula, and the existence of deeply divergent clades (18.8%-26.9%) elsewhere in the complex indicates the occurrence of ancient sundering events whose genetic signatures were not erased by the late Wisconsin vegetation changes. We present a revised taxonomic arrangement for this genus consistent with the distinct mtDNA lineages and discuss the phylogeographic history of this genus as a model system for studies of speciation in North American deserts.",40,Journal,ar,Article,100,6,6,Bayesian analysis | Maximum likelihood | mtDNA | Nested clade analysis | Phylogeography | Species boundaries | Xantusia,12604,undefined,0,FALSE,all,All Open Access,41,15478093,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4544377265,SCOPUS_ID:4544377265,2-s2.0-4544377265,Changes in dispersal during species' range expansions,Simmons A.D.,American Naturalist,00030147,164,3,378-395,2004-09-01,September 2004,10.1086/423430,"Explanations for rapid species' range expansions have typically been purely ecological, with little attention given to evolutionary processes. We tested predictions for the evolution of dispersal during range expansion using four species of wing-dimorphic bush cricket (Conocephalus discolor, Conocephalus dorsalis, Metrioptera roeselii, and Metrioptera brachyptera). We observed distinct changes in dispersal in the two species with expanding ranges. Recently colonized populations at the range margin showed increased frequencies of dispersive, long-winged (macropterous) individuals, compared with longer-established populations in the range core. This increase in dispersal appeared to be short-lived because 5-10 years after colonization populations showed similar incidences of macroptery to populations in the range core. These changes are consistent with evolutionary change; field patterns persisted when nymphs were reared under controlled environmental conditions, and range margin individuals reared in the laboratory flew farther than range core individuals in a wind tunnel. There was also a reproductive trade-off with dispersal in both females and males, which could explain the rapid reversion to lower rates of dispersal once populations become established. The effect of population density on wing morphology differed between populations from the range core (no significant effect of density) and expanding range margins (negative density dependence), which we propose is part of the mechanism of the changes in dispersal. Transient changes in dispersal are likely to be common in many species undergoing range expansion and can have major population and biogeographic consequences.",243,Journal,ar,Article,100,2,2,Climate change | Colonization | Evolution | Orthoptera | Tettigoniidae,12604,undefined,0,FALSE,NA,NA,42,15478092,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4544347306,SCOPUS_ID:4544347306,2-s2.0-4544347306,Quantitative tests of general models for the evolution of development,Poe S.,American Naturalist,00030147,164,3,415-422,2004-09-01,September 2004,10.1086/422658,"Comparative developmental biologists have proposed models to describe patterns of conserved features in vertebrate ontogeny. The hourglass model suggests evolutionary change is most difficult at an intermediate ""phylotypic"" stage, the adaptive penetrance model suggests change is easiest at an intermediate stage, and the early conservation model suggests change is easier later in ontogeny. Although versions of some of these models have been discussed since the nineteenth century, quantitative approaches have been proposed only recently. Here we present quantitative phylogenetic approaches to evaluating trends in the evolution of ontogeny. We apply these approaches to the proposed models and demonstrate that an existing approach to assessing these models is biased. We show that the hourglass, adaptive penetrance, and early conservation models are unnecessarily complex explanations of the patterns observed in developmental event data for 14 species of vertebrates. Rather, a simpler model that postulates that evolutionary change is easier between ontogenetically adjacent events is adequate.",35,Journal,ar,Article,100,2,2,Development | Evolution | Hourglass model | Ontogeny | Vertebrates,12604,undefined,0,FALSE,NA,NA,43,15478094,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4544344862,SCOPUS_ID:4544344862,2-s2.0-4544344862,Density-dependent sexual selection in external fertilizers: Variances in male and female fertilization success along the continuum from sperm limitation to sexual conflict in the sea urchin Strongylocentrotus franciscanus,Levitan D.,American Naturalist,00030147,164,3,298-309,2004-09-01,September 2004,10.1086/423150,"Sperm competition and female choice are fundamentally driven by gender differences in investment per offspring and are often manifested as differences in variance in reproductive success: males compete and have high variance; most females are mated and have low variance. In marine organisms that broadcast spawn, however, females may encounter either sperm limitation or sperm competition. I measured the fertilization success of male and female Strongylocentrotus franciscanus over a range of population densities using microsatellite markers. Female fertilization success first increased and then decreased with mate density, limited at low density by sperm limitation and at high density by polyspermy. Mate density affected variance in fertilization success in both males and females. In males, the variance in fertilization success increased with mate density. In females, the pattern was more complex. The variance in female success increased similarly to males with increased mate density but then decreased to low levels at intermediate densities, where almost all eggs were fertilized. As density increased further, the female variances again increased as polyspermy lowered average fertilization success. Male and female variances differed only at intermediate densities. At low densities, both sexes may be under selection to increase fertilization success; at intermediate densities, males may compete; and at high densities, both sexes may be under selection to increase success by increasing (males) or decreasing (females) likelihood of fertilization during sexual conflict. Only within a narrow range of densities do patterns of sexual selection mirror those typically noted in internally fertilizing taxa.",122,Journal,ar,Article,100,1,1,Bateman's principle | Density dependence | Echinoid | Microsatellites | Multiple paternity | Sexual selection,12604,undefined,0,FALSE,NA,NA,44,15478086,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4544296927,SCOPUS_ID:4544296927,2-s2.0-4544296927,Mechanisms of coexistence in competitive metacommunities,Amarasekare P.,American Naturalist,00030147,164,3,310-326,2004-09-01,September 2004,10.1086/422858,"Although there is a large body of theory on spatial competitive coexistence, very little of it involves comparative analyses of alternative mechanisms. We thus have limited knowledge of the conditions under which multiple spatial mechanisms can operate or of emergent properties arising from interactions between mechanisms. Here we present a mathematical framework that allows for comparative analysis of spatial coexistence mechanisms. The basis for comparison is mechanisms operating in spatially homogeneous competitive environments (e.g., life-history trade-offs) versus mechanisms operating in spatially heterogeneous competitive environments (e.g., source-sink dynamics). Our comparative approach leads to several new insights about spatial coexistence. First, we show that spatial variation in the expression of a life-history trade-off leads to a unique regional pattern that cannot be predicted by considering trade-offs or source-sink dynamics alone. This result represents an instance where spatial heterogeneity constrains rather than promotes coexistence, and it illustrates the kind of counterintuitive emergent properties that arise due to interactions between different classes of mechanisms. Second, we clarify the role of dispersal mortality in spatial coexistence. Previous studies have shown that coexistence can be constrained or facilitated by dispersal mortality. Our broader analysis distinguishes situations where dispersal mortality is not necessary for coexistence from those where such mortality is essential for coexistence because it preserves spatial variation in the strength of competition. These results form the basis for two important future directions: evolution of life-history traits in spatially heterogeneous environments and elucidation of the cause and effect relationship(s) between biodiversity and ecosystem functioning.",116,Journal,ar,Article,100,4,4,Dominance competition | Life-history trade-offs | Metacommunity | Preemptive competition | Source-sink dynamics | Spatial heterogeneity,12604,R01ES012067,0,FALSE,NA,NA,45,15478087,NIEHS,National Institute of Environmental Health Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/4544284410,SCOPUS_ID:4544284410,2-s2.0-4544284410,Shared and unique features of evolutionary diversification,Langerhans R.,American Naturalist,00030147,164,3,335-349,2004-09-01,September 2004,10.1086/422857,"A fundamental question in evolutionary biology asks whether organisms experiencing similar selective pressures will evolve similar solutions or whether historical contingencies dominate the evolutionary process and yield disparate evolutionary outcomes. It is perhaps most likely that both shared selective forces as well as unique histories play key roles in the course of evolution. Consequently, when multiple species face a common environmental gradient, their patterns of divergence might exhibit both shared and unique elements. Here we describe a general framework for investigating and evaluating the relative importance of these contrasting features of diversification. We examined morphological diversification in three species of livebearing fishes across a predation gradient. All species (Gambusia affinis from the United States of America, Brachyrhaphis rhabdophora from Costa Rica, and Poecilia reticulata from Trinidad) exhibited more elongate bodies, a larger caudal peduncle, and a relatively lower position of the eye in predator populations. This shared response suggests that common selective pressures generated parallel outcomes within three different species. However, each species also exhibited unique features of divergence, which might reflect phylogenetic tendencies, chance events, or localized environmental differences. In this system, we found that shared aspects of divergence were of larger magnitude than unique elements, suggesting common natural selective forces have played a greater role than unique histories in producing the observed patterns of morphological diversification. Assessing the nature and relative importance of shared and unique responses should aid in elucidating the relative generality or peculiarity in evolutionary divergence.",272,Journal,ar,Article,100,2,2,Convergent evolution | Divergent natural selection | Ecomorphology | Geometric morphometrics | Historical contingency | Population differentiation,12604,undefined,0,FALSE,all,All Open Access,46,15478089,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4544267523,SCOPUS_ID:4544267523,2-s2.0-4544267523,Disentangling food quality from resistance against parasitoids: Diet choice by a generalist caterpillar,Singer M.,American Naturalist,00030147,164,3,423-429,2004-09-01,September 2004,10.1086/423152,"The relative importance of food quality and enemy-reduced space is a central but unresolved issue in the evolutionary ecology of host use by phytophagous insects. Indeed, a practical obstacle to experimentally disentangling the functional roles of these factors is the host specificity of insect herbivores, particularly toxic plant specialists. In this study, we employ a toxic plant generalist to uniquely disentangle these alternative explanations. We experimentally demonstrate that the value of enemy-reduced space supersedes that of food quality in determining the diet and host preference of the polyphagous woolly bear caterpillar Grammia geneura (Lepidoptera: Arctiidae). Caterpillars sacrificed superior growth efficiency in choosing a mixed diet that included toxic host plants and provided resistance against parasitoids. The resistance of individual caterpillars was associated with the relative amount of defensive plants eaten as well as with the sequestration of pyrrolizidine alkaloids from one such plant (Senecio longilobus).",84,Journal,ar,Article,100,4,4,Braconidae | Diet mixing | Enemy-free space | Pharmacophagy | Tachinidae | Tritrophic interactions,12604,K12GM000708,0,FALSE,NA,NA,47,15478095,NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/4544225357,SCOPUS_ID:4544225357,2-s2.0-4544225357,Testosterone in tropical birds: Effects of environmental and social factors,Goymann W.,American Naturalist,00030147,164,3,327-334,2004-09-01,September 2004,10.1086/422856,"Previous investigations suggest that male tropical birds have lower plasma testosterone concentrations than northern latitude species. To test whether this generalization is valid, we analyzed all currently available plasma testosterone data of tropical birds. We focused on peak breeding testosterone levels using phylogenetic and conventional statistics. Explanatory variables considered were social mating system, type of territoriality, breeding season length, and altitude. On average, tropical birds had lower mean peak testosterone levels than northern temperate birds. However, in several tropical species, testosterone levels were well within the range of northern latitude birds. Without controlling for phylogeny, breeding season length, type of territoriality, and altitude explained a significant proportion of the variance in testosterone levels. The shorter the breeding season, the higher the testosterone levels. Tropical birds that defend a breeding season territory had higher testosterone levels than birds that were year-round territorial or colonial, and testosterone levels were positively correlated with altitude. When controlling for phylogeny, only breeding season length predicted testosterone levels. In conclusion, we propose to refine previous notions of low plasma testosterone levels in tropical birds: short breeding seasons and perhaps environmental conditions at high altitudes precipitate conditions under which high testosterone levels are beneficial in the tropics.",138,Journal,ar,Article,100,6,6,Altitude | Length of the breeding season | Territoriality | Testosterone | Tropical birds,12604,R01AG020263,0,FALSE,NA,NA,48,15478088,NIA,National Institute on Aging
true,https://api.elsevier.com/content/abstract/scopus_id/4544225355,SCOPUS_ID:4544225355,2-s2.0-4544225355,Effects of temporal variability on rare plant persistence in annual systems,Levine J.,American Naturalist,00030147,164,3,350-363,2004-09-01,September 2004,10.1086/422859,"Traditional conservation biology regards environmental fluctuations as detrimental to persistence, reducing long-term average growth rates and increasing the probability of extinction. By contrast, coexistence models from community ecology suggest that for species with dormancy, environmental fluctuations may be essential for persistence in competitive communities. We used models based on California grasslands to examine the influence of interannual fluctuations in the environment on the persistence of rare forbs competing with exotic grasses. Despite grasses and forbs independently possessing high fecundity in the same types of years, interspecific differences in germination biology and dormancy caused the rare forb to benefit from variation in the environment. Owing to the buildup of grass competitors, consecutive favorable years proved highly detrimental to forb persistence. Consequently, negative temporal autocorrelation, a low probability of a favorable year, and high variation in year quality all benefited the forb. In addition, the litter produced by grasses in a previously favorable year benefited forb persistence by inhibiting its germination into highly competitive grass environments. We conclude that contrary to conventional predictions of conservation and population biology, yearly fluctuations in climate may be essential for the persistence of rare species in invaded habitats.",117,Journal,ar,Article,100,2,2,Environmental fluctuations | Exotic invasion | Grasslands | Rarity,12604,undefined,0,FALSE,NA,NA,49,15478090,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/3142731007,SCOPUS_ID:3142731007,2-s2.0-3142731007,From individual behavior to metapopulation dynamics: Unifying the patchy population and classic metapopulation models,Ovaskainen O.,American Naturalist,00030147,164,3,364-377,2004-09-01,September 2004,10.1086/423151,"Spatially structured populations in patchy habitats show much variation in migration rate, from patchy populations in which individuals move repeatedly among habitat patches to classic metapopulations with infrequent migration among discrete populations. To establish a common framework for population dynamics in patchy habitats, we describe an individual-based model (IBM) involving a diffusion approximation of correlated random walk of individual movements. As an example, we apply the model to the Glanville fritillary butterfly (Melitaea cinxia) inhabiting a highly fragmented landscape. We derive stochastic patch occupancy model (SPOM) approximations for the IBMs assuming pure demographic stochasticity, uncorrelated environmental stochasticity, or completely correlated environmental stochasticity in local dynamics. Using realistic parameter values for the Glanville fritillary, we show that the SPOMs mimic the behavior of the IBMs well. The SPOMs derived from IBMs have parameters that relate directly to the life history and behavior of individuals, which is an advantage for model interpretation and parameter estimation. The modeling approach that we describe here provides a unified framework for patchy populations with much movements among habitat patches and classic metapopulations with infrequent movements.",89,Journal,ar,Article,100,2,2,Glanville fritillary butterfly | Individual-based model | Metapopulation | Patchy population | SPOMSIM | Stochastic patch occupancy model,12604,undefined,0,FALSE,all,All Open Access,50,15478091,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4243149544,SCOPUS_ID:4243149544,2-s2.0-4243149544,"Convergence, divergence, and homogenization in the ecological structure of emydid turtle communities: The effects of phylogeny and dispersal",Stephens P.,American Naturalist,00030147,164,2,244-254,2004-08-01,August 2004,10.1086/422342,"Studies that have explored the origins of patterns of community structure from a phylogenetic perspective have generally found either convergence (similarity) in community structure between regions through adaptive evolution or lack of convergence (dissimilarity) due to phylogenetic conservatism in the divergent ecological characteristics of lineages inhabiting different regions. We used a phylogenetic approach to document a third pattern in the structure of emydid turtle communities. Emydid communities in southeastern North America tend to have a higher proportion of aquatic species than those in the northeast. This pattern reflects phylogenetic conservatism in the ecology and biogeography of two basal emydid clades, limiting convergence in community structure between these regions. However, differences in community structure between northeastern and southeastern North America have also been homogenized considerably by the dispersal of species with phylogenetically conserved ecological characteristics between regions. This pattern of ecologically conservative dispersal may be important in many continental and oceanic systems.",33,Journal,ar,Article,100,2,2,Biogeography | Community ecology | Community structure | Convergence | Dispersal | Emydidae,12604,undefined,0,FALSE,NA,NA,51,15278847,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4143153859,SCOPUS_ID:4143153859,2-s2.0-4143153859,Linking optimal foraging behavior to bird community structure in an urban-desert landscape: Field experiments with artificial food patches,Shochat E.,American Naturalist,00030147,164,2,232-243,2004-08-01,August 2004,10.1086/422222,"Urban bird communities exhibit high population densities and low species diversity, yet mechanisms behind these patterns remain largely untested. We present results from experimental studies of behavioral mechanisms underlying these patterns and provide a test of foraging theory applied to urban bird communities. We measured foraging decisions at artificial food patches to assess how urban habitats differ from wildlands in predation risk, missed-opportunity cost, competition, and metabolic cost. By manipulating seed trays, we compared leftover seed (giving-up density) in urban and desert habitats in Arizona. Deserts exhibited higher predation risk than urban habitats. Only desert birds quit patches earlier when increasing the missed-opportunity cost. House finches and house sparrows coexist by trading off travel cost against foraging efficiency. In exclusion experiments, urban doves were more efficient foragers than passerines. Providing water decreased digestive costs only in the desert. At the population level, reduced predation and higher resource abundance drive the increased densities in cities. At the community level, the decline in diversity may involve exclusion of native species by highly efficient urban specialists. Competitive interactions play significant roles in structuring urban bird communities. Our results indicate the importance and potential of mechanistic approaches for future urban bird community studies.",133,Journal,ar,Article,100,4,4,Bird communities | Central Arizona-Phoenix Long-Term Ecological Research project | Coexistence | Community structure | Giving-up density | Urban ecology,12604,undefined,0,FALSE,NA,NA,52,15278846,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4143137508,SCOPUS_ID:4143137508,2-s2.0-4143137508,"Stoichiometrically explicit competition between grazers: Species replacement, coexistence, and priority effects along resource supply gradients",Hall S.,American Naturalist,00030147,164,2,157-172,2004-08-01,August 2004,10.1086/422201,"Assuming key trade-offs among interactors, several models (resource ratio, keystone predation, intraguild predation) predict changes in species composition over resource supply gradients. Ecological stoichiometry could also predict compositional shifts of grazers over gradients of nutrient and light supply through a mechanism involving (mis)matches between elemental body composition of grazers and plants. This hypothesis is explored here using a suite of two-grazer, one-plant models that incorporate three key components: plant production depends on light and nutrients, nutrient content of plants can vary, and homeostatic grazers can be carbon or nutrient limited. The results from this suite closely resemble the classical resource ratio model describing plant competition for two resources. Here, the models predict shifts of grazer composition along resource supply gradients if species trade off competitive abilities for plant carbon and nutrients. Given this trade-off, superior nutrient competitors should dominate low nutrient environments, and superior carbon competitors should dominate high nutrient environments. At intermediate nutrient supply, species can coexist at a stable equilibrium, or alternative stable states emerge, depending on how grazers impact their resources. These results depend on food web architecture, however. For instance, predators can alter or reduce possibilities for stoichiometry-mediated coexistence of grazers.",60,Journal,ar,Article,100,1,1,Coexistence | Competition | Ecological stoichiometry | Priority effects | Resource ratio | Trade-offs,12604,undefined,0,FALSE,NA,NA,53,15278841,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4143135287,SCOPUS_ID:4143135287,2-s2.0-4143135287,Reconstructing the origin of Helianthus deserticola: Survival and selection on the desert floor,Gross B.,American Naturalist,00030147,164,2,145-156,2004-08-01,August 2004,10.1086/422223,"The diploid hybrid species Helianthus deserticola inhabits the desert floor, an extreme environment relative to its parental species Helianthus annuus and Helianthus petiolaris. Adaptation to the desert floor may have occurred via selection acting on transgressive, or extreme, traits in early hybrids between the parental species. We explored this possibility through a field experiment in the hybrid species' native habitat using H. deserticola, H. annuus, H. petiolaris, and two populations of early-generation (BC2) hybrids between the parental species, which served as proxies for the ancestral genotype of the ancient hybrid species. Character expression was evaluated for each genotypic class. Helianthus deserticola was negatively transgressive for stem diameter, leaf area, and flowering date, and the latter two traits are likely to be advantageous in a desert environment. The BC2 hybrids contained a range of variation that overlapped these transgressive trait means, and an analysis of phenotypic selection revealed that some of the selective pressures on leaf size and flowering date, but not stem diameter, would move the BC 2 population toward the H. deserticola phenotype. Thus, H. deserticola may have originated from habitat-mediated directional selection acting on hybrids between H. annuus and H. petiolaris in a desert environment.",62,Journal,ar,Article,100,7,7,Adaptation | Helianthus | Hybridization | Natural selection | Speciation | Transgressive segregation,12604,0131078,0,FALSE,all,All Open Access,54,15278840,BIO,Directorate for Biological Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/4143134231,SCOPUS_ID:4143134231,2-s2.0-4143134231,The evolution of female preferences for multiple indicators of quality,Van Doorn G.S.,American Naturalist,00030147,164,2,173-186,2004-08-01,August 2004,10.1086/422203,"In a variety of species, females exhibit preferences for multiple male ornaments. Several hypotheses have been proposed to explain this phenomenon. Which, if any, of these hypotheses is the most plausible in general remains Jargely unresolved based on the available empirical data. Yet theoretical studies conclude that the evolution of preferences for multiple signals of male quality is unlikely, especially when the use of an additional cue in mate choice strongly increases the overall cost of choice. This would imply that most male courtship characters do not reflect the male's genetic quality but instead evolved through Fisherian sexual selection. However, the existing models focus on ornaments that signal overall genetic quality and do not address the possibility that different ornaments provide information about different aspects of quality. Therefore, we develop a model in which the ornaments act as signals for distinct quality components. When the ornaments provide overlapping information about these quality components, we retrieve the results of earlier models. However, when the ornaments provide independent information, preferences for multiple ornaments may evolve, even when exhibiting multiple preferences is costly. We discuss our results in relation to the multiple-message and redundant-signal hypotheses for ornament diversity and identify parallels between Fisherian and good-genes mechanisms for the evolution of multiple ornaments.",70,Journal,ar,Article,100,2,2,Fisherian runaway | Good genes | Multiple ornaments,12604,undefined,0,FALSE,all,All Open Access,55,15278842,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4143114523,SCOPUS_ID:4143114523,2-s2.0-4143114523,The kin composition of social groups: Trading group size for degree of altruism,Avilés L.,American Naturalist,00030147,164,2,132-144,2004-08-01,August 2004,10.1086/422263,"Why some social systems form groups composed of kin, while others do not, has gone largely untreated in the literature. Using an individual-based simulation model, we explore the demographic consequences of making kinship a criterion in group formation. We find that systems where social groups consist of one-generation breeding associations may face a serious trade-off between degree of altruism and group size that is largely mediated by their kin composition. On the one hand, restricting groups to close kin allows the evolution of highly altruistic behaviors but may limit group size to suboptimal levels, the more severely so the smaller the intrinsic fecundity of the species and the stricter the kin admission rule. Group size requirements, on the other hand, can be met by admitting nonkin into groups, but not without limiting the degree of altruism that can evolve. As a solution to this conundrum, we show that if helping roles within groups are assigned through a lottery rather than being genetically determined, maximum degrees of altruism can evolve in groups of nonrelatives of any size. Such a ""lottery"" mechanism may explain reproductive and helping patterns in organisms as varied as the cellular slime molds, pleometrotic ants, and Galapagos hawks.",32,Journal,ar,Article,100,3,3,Cooperation | Inclusive fitness | Lottery assignment of helping roles | Mutualism | Relatedness | Sociality,12604,undefined,0,FALSE,all,All Open Access,56,15278839,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4143108984,SCOPUS_ID:4143108984,2-s2.0-4143108984,The influence of ecology and genetics on behavioral variation in salamander populations across the eastern continental divide,Rissler L.,American Naturalist,00030147,164,2,201-213,2004-08-01,August 2004,10.1086/422200,"Understanding the unique contributions of ecology and history to the distribution of species within communities requires an integrative approach. The Eastern Continental Divide in southwestern Virginia separates river drainages that differ in species composition: the more aquatic, predatory Desmognathus quadramaculatus is present only in the New River drainage (which drains to the Gulf of Mexico), while Desmognathus monticola is present in both the New River drainage and the James River drainage (which drains to the Atlantic Ocean). We investigated natural distributions, behavioral variation in experimental mesocosms, population genetic, and phylogenetic implications of community structure. The presence of D. quadramaculatus increased the terrestriality of D. monticola in natural and experimental situations but to different degrees in allopatric and sympatric populations. Our ecological data suggest that the degree of terrestriality in D. monticola is a result of a balance between the optimal aquatic habitat and risks of predation. Our genetic analyses suggest that D. monticola has experienced a recent range expansion and has only a recent history of association with D. quadramaculatus in Virginia. This is surprising given the strong behavioral variation that exists in populations experiencing unique community compositions over a scale of meters. This study demonstrates the need to combine both ecology and genetics toward an understanding of the factors affecting species distributions, behavioral variation between populations, and patterns of genetic variation across a landscape.",33,Journal,ar,Article,100,3,3,Behavioral ecology | Desmognathus | Ecological interactions | Phylogenetics | Salamanders | Southern Appalachians,12604,undefined,0,FALSE,NA,NA,57,15278844,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/4143105661,SCOPUS_ID:4143105661,2-s2.0-4143105661,Large species shifts triggered by small forces,Van Nes E.,American Naturalist,00030147,164,2,255-266,2004-08-01,August 2004,10.1086/422204,"Changes in species composition of communities seem to proceed gradually at first sight, but remarkably rapid shifts are known to occur. Although disrupting disturbances seem an obvious explanation for such shifts, evidence for large disturbances is not always apparent. Here we show that complex communities tend to move through occasional catastrophic shifts in response to gradual environmental change or evolution. This tendency is caused by multiple attractors that may exist in such systems. We show that alternative attractors arise robustly in randomly generated multispecies models, especially if competition is symmetrical and if interspecific competition is allowed to exceed intraspecific competition. Inclusion of predators as a second trophic level did not alter the results greatly, although it reduced the probability of alternative attractors somewhat. These results suggest that alternative attractors may commonly arise from interactions between large numbers of species. Consequently, the response of complex communities to environmental change is expected to be characterized by hysteresis and sudden shifts. Some unexplained regime shifts observed in ecosystems could be related to alternative attractors arising from complex species interactions. Additionally, our results support the idea that ancient mass extinctions may partly be due to an intrinsic loss of stability of species configurations.",94,Journal,ar,Article,100,2,2,Alternative stable states | Assembly rules | Community shifts | Competition models | Regime shift | Resilience,12604,undefined,0,FALSE,NA,NA,58,15278848,NA,NA
