@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/13944268810,SCOPUS_ID:13944268810,2-s2.0-13944268810,"The Purruja mangrove, Golfito, Costa Rica: A model for its management",Silva A.,Revista de Biologia Tropical,00347744,52,SUPPL. 2,195-201,2004-12-01,December 2004,"The Purruja mangrove (Golfito, Costa Rica) has an estimated area of 70 ha. A socio-biological research was the ground to set initial goals to manage the resources and to identify the mangrove biological condition. Community participation and the local organization were key factors in developing an integrated model for the management of natural resources. Constant monitoring and institutional networks were the other two factors to manage the mangrove. The constant profesional support was a tool to facilitate the acomplishment of goals and to establish an institucional network to promote local group iniciatives for collaborative management of the Purruja mangrove.",3,17465138,Journal,ar,Article,100,2,2,Clams | Costa Rica | Golfito | Management | Mangrove | Mangroves | Wetlands,13567,undefined,0,FALSE,33,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13944265659,SCOPUS_ID:13944265659,2-s2.0-13944265659,Box-Jenkins analysis for shark landings in Costa Rica,Bonilla R.,Revista de Biologia Tropical,00347744,52,SUPPL. 2,183-188,2004-12-01,December 2004,"Sharks are highly vulnerable to intense and prolonged fishery extraction. This article analyzes the data on shark landings from the artisan fishing fleet on Costa Rica's Pacific coast between 1988 and 1997. The data come from an invoicing system administered by the Costa Rican Fisheries Institute (Instituto Costarricense de la Pesca y Acuacultura, INCOPESCA). Pacific coast shark fishing during the period under study represented approximately 20% of the total national fisheries volume. According to data from the invoicing system, the Northern Pacific region was the most productive, reporting 58% of the shark catch nationwide. Within this region, shark fishing in Papagayo Gulf represented 91% and 53% of the landings by fishery region and nationwide, respectively. The mid-sized and advanced (length of boat > 10 meters) artisan fishing fleets reported 96% of the shark catches in the zone. The study of shark fisheries in the Papagayo Gulf zone is crucial for an understanding of fishery dynamics for this resource at the national level. A monthly chronological series was constructed with the landings in the Papagayo Gulf zone, and a Univariate Box-Jenkins (UBJ) Model was estimated for first-order moving averages MA(1) with a seasonal component of the Yt = λat-l + γS12 + at type.",1,17465136,Journal,ar,Article,100,2,2,Box-Jenkins Models | Costa Rica | Fisheries | Sharks | Time series,13567,undefined,0,FALSE,34,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13944265070,SCOPUS_ID:13944265070,2-s2.0-13944265070,"The coral reef of Punta Cocles, Caribbean coast of Costa Rica",Fernández C.,Revista de Biologia Tropical,00347744,52,SUPPL. 2,121-129,2004-12-01,December 2004,"This paper describes the Punta Cocles reef (Limón, Costa Rica). Data were obtained by sampling nine transects along the coast and observations done by skin diving between September and November of 2002. This reef consist of 10.5 hectares, where 13 species of corals, 39 of macroalgae, two of seagrasses, two of zoantids, one anemone, one corallimorpharian, and one sponge were identified. Life coral coverage (16%), was higher than in other years (5% for 1985, and 13.2% for 1995), and death coral coverage was very low (0.2%). Macroalgae have the highest coverage (59%), particularly brown algae with a patchy distribution of Sargassum and Padina. Laurencia brongniartii (Rhodophyta) is added to the list of marine flora of Costa Rica. The Punta Cocles reef works as a refuge for organisms, because there are no towns or river mouths nearby, and because of the coast formation. The refuge character is enhanced by the environmental conscience of the people that live close to the reef and help to protect the environment.",9,17469234,Journal,ar,Article,100,2,2,Arrecife coralino | Caribe | Chlorophyta | Costa Rica | Phaeophyta | Rhodophyta | Scleractinia,13567,undefined,0,FALSE,35,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13944262568,SCOPUS_ID:13944262568,2-s2.0-13944262568,Dissolved and dispersed petroleum hydrocarbons in four coastal environments of Costa Rica,Acuña-González J.,Revista de Biologia Tropical,00347744,52,SUPPL. 2,43-50,2004-12-01,December 2004,"Four coastal ecosystems with contrasting characteristics were sampled in Costa Rica (2000-2002). Oil pollution status, expressed as the fraction of dissolved/dispersed petroleum hydrocarbons related to chrysene equivalents, was determined by the molecular fluorescence analytical technique. A total of 130 water samples were taken, from the Caribbean (Moín Bay), and from the Pacific (Bahía Culebra, Gulf of Nicoya and Dulce Gulf). On one occasion, seven samples along the Puntarenas estuary were also analysed. In Moín the mean and standard deviation were 0.10 μg·L-1 ± 0.18 μg·L-1, ranging from non detectable (nd) to 0.65 μg·L-1. For the Pacific ecosystems the total range was from nd to 0.37 μg·L-1. In Bahía Culebra no fluorescence signals were obtained. In the Gulf of Nicoya the mean and standard deviation were 0.04 μg·L-1 ± 0.09 μg·L-1, from nd to 0.33 μg·L-1. Values in Dulce Gulf were 0.05 μg·L-1 ± 0.11 μg·L-1, from nd to 0.37 μg·L-1. Along the Puntarenas estuary the range was 0.17 to 5.91 μg·L-1, with a mean of 1.21 μg·L-1 and a standard deviation of ± 2.10 μg·L-1. The four coastal ecosystems had concentrations below the 10 μg·L-1 limit for polluted oceanic areas. The Puntarenas estuary reflects the influence of antropogenic activities from and around the City of Puntarenas. These levels are considered low for inshore waters.",16,17465131,Journal,ar,Article,100,4,4,Caribbean Sea | Costa Rica | Gulf of Nicoya | Moín Bay | Oil pollution | Pacific Ocean,13567,undefined,0,FALSE,36,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13944254443,SCOPUS_ID:13944254443,2-s2.0-13944254443,Marine biodiversity of Costa Rica: Class Polychaeta (Annelida),Dean H.,Revista de Biologia Tropical,00347744,52,SUPPL. 2,131-181,2004-12-01,December 2004,"Three hundred and thirty two species of polychaetes belonging to 50 families are reported for Costa Rica based on previously published reports. In a few families, available material was re-examined and appropriate changes in species identifications were made. Only three species, (Glycera oxycephala Ehlers, 1887; Hemipodia pustulata (Friedrich 1956); and Scolepis (Scolepis) squamata (Müller, 1806)) have been reported from the Caribbean coast of Costa Rica, and these three species have also been reported from the Pacific Coast. The families with more than 15 species are the Spionidae (26), Cirratulidae (24), Nereididae (21), Lumbrineridae (19) and Paraonidae (16). Despite extensive sampling on the Pacific coast over the last 25 years, the Costa Rican polychaete fauna, especially that of the Caribbean coast, remains poorly known.",30,17465135,Journal,re,Review,100,1,1,Annelida | Biodiversity | Costa Rica | Golfo Dulce | Gulf of Nicoya | Polychaeta | Polychaete worms,13567,undefined,0,FALSE,37,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13944251425,SCOPUS_ID:13944251425,2-s2.0-13944251425,Trace metals in coastal sediments of Costa Rica,García-Céspedes J.,Revista de Biologia Tropical,00347744,52,SUPPL. 2,51-60,2004-12-01,December 2004,"Marine sediment samples from four coastal ecosystems in Costa Rica were taken between the years 2000-2002 and their iron, lead, copper and zinc concentrations were determined by the atomic absorption technique with flame or graphite furnace. In the Pacific coast, Culebra Bay (Papagayo Gulf), Gulf of Nicoya, and Golfito Bay (Dulce Gulf), were selected as representative sites, and Moín Bay, at the Caribbean coast. Mean metal concentrations for all ecosystems followed the same pattern: Fe > Zn > Cu > Pb. No temporal pattern was found for any metal. Iron and copper mean concentrations were higher in Golfito Bay (5.8% and 87 μg / g, respectively) and lower in Moín Bay (3.4% and 52 μg / g, respectively). Zinc mean concentration was also higher in Golfito Bay (96 μg / g), but lower in Culebra Bay (66 μg / g). Lead mean concentration was higher in Moín Bay (6.4 μg / g) and lower in Culebra Bay (3.0 μg / g). Lead highest concentrations occurred in the Caribbean and in Golfito Bay, and for the rest of the elements the maximum values were found in Golfito Bay. On the basis of data obtained in this work, Culebra Bay was considered a relatively unpolluted location; Golfito Bay was more contaminated, and Moín Bay and the Gulf of Nicoya showed an intermediate condition.",20,17469232,Journal,ar,Article,100,3,3,Caribbean | Costa Rica | Cu | Fe | Marine pollution | Pacific | Pb | Trace metals | Zn,13567,undefined,0,FALSE,38,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13944251063,SCOPUS_ID:13944251063,2-s2.0-13944251063,"Behavior of water masses in the Golfo Dulce, Costa Rica during El Niño (1997-1998)",Quesada-Alpízar M.,Revista de Biologia Tropical,00347744,52,SUPPL. 2,95-103,2004-12-01,December 2004,"In order to understand the vertical distribution of planktonic organisms in the oceans, it is important to consider a number of factors. Including oceanic circulation patterns, the vertical structure of the water column and the vertical position of the thermocline. This study examines the hydrography of Golfo Dulce, a tropical fjord -like embayment in the Eastern Tropical Pacific, and the influence of the 1997-1998 ENSO on the system. Five sampling stations were selected and visited once a month for two years in order to obtain vertical profiles of temperature (°C), salinity (‰) and dissolved oxygen (mg O2/l). Results show a strong vertical stratification of the water column associated to the morphology of Golfo Dulce's basin and to the effects of ENSO. Moreover, the existence of significant differences between the hydrographic characteristics of the inner and outer parts of the basin was detected. Finally, biannual events in the influx of cold, high salinity, and oxygen rich oceanic water masses into the basin were detected. These events might be related to the same forces driving the coastal upwelling system in the Gulf of Panama.",15,17465133,Journal,ar,Article,100,2,2,Anoxic basin | Costa Rica | Eastern Tropical Pacific | El Niño | Golfo Dulce | Upwelling | Water masses,13567,undefined,0,FALSE,39,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944255119,SCOPUS_ID:6944255119,2-s2.0-6944255119,Potentially toxic and harmful phytoflagellates from the Mexican Pacific coasts,Bravo-Sierra E.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,5-16,2004-09-01,September 2004,"The phytoflagellates are a heterogeneous group of autotrophic, heterotrophic and mixothrophic flagellates of trophic importance in several ecosystems. As in the rest of Latin America, the phytoflagellates that occur in the Mexican Pacific coasts are virtually unknown except for a few records. Their study require complicated collection and analysis methods, a probable cause for the scarce knowledge of this group in tropical and subtropical areas. Material recently collected from various localities along the Mexican Pacific coasts was used to study phytoflagellates, including toxic and potentially toxic species. Plankton samples were treated by gravity and pump filtration, using different methods for fixation and analysis. The phyla Euglenophyta, Heterokontophyta and Haptophyta were found. They occur as plankton in oceanic and shallow coastal waters.",5,17465113,Journal,ar,Article,100,1,1,Harmful species | Mexican Pacific | Phytoflagellates | Toxic,13567,undefined,0,FALSE,40,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944253870,SCOPUS_ID:6944253870,2-s2.0-6944253870,The red tide caused by the dinoflagellate Alexandrium tamarense in the Colombian Pacific coast (2001),García-Hansen I.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,59-68,2004-09-01,September 2004,"From April 26th to May 15th 2001, a large algae bloom was observed off Tumaco Bay on the Pacific coast of Colombia. This was the first harmful algae bloom (HAB) reported in the region, and reached Gorgona Island, about 120 km north. A year later, starting March 2002, an offshore HAB developed from Cabo Corrientes North to Solano Bay. The typical abundance during the blooms reached 7.5 × 106 cells l-1 for the 2001 event and 1.6 × 106 cells l-1 for the 2002 event. During both events, low temperature and high salinity were recorded. Typical measurements in the area are 27-27.5°C and 30-31.5 psu. Values observed during the two events were 24-24.6°C and 33-34 psu; 3°C below normal and more than 2.5 psu above average values. These conditions are indicative of local upwelling processes at the time of the events. On both occasions, cells corresponding to the Alexandrium catenella/fundeyense/tamarense complex represented 99-100% of the biomass. It was difficult to differentiate the cells from A. catenella, but the presence of short chains of only 4 cells (single cells represented most of the biomass) was suggestive of A. tamarense. Shape, dimensions, and detailed structure of the apical pore complex, first apical plate, posterior sulcal plate, and position of the ventral pore on plate 1′ of cells were consistent with the description of A. tamarense, which has not been reported in the tropical East Pacific. The Control Center of Pacific Contamination of the Maritime General Direction of the Colombian Navy has been monitoring the area since 1994 without finding this species or HABs. This leads us to consider the two events as caused by recently introduced species, where local upwelling processes favor permanent and cyclic HABs. However, during these two events, there were no reports of effects on marine biota or of human poisoning, probably because the blooms occurred some distance offshore and far from exploited shellfish beds.",4,17465118,Journal,ar,Article,100,3,3,Alexandrium tamarense | Colombian Pacific | Corrientes Cape | Red tide | Tumaco Bay,13567,undefined,0,FALSE,41,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944253869,SCOPUS_ID:6944253869,2-s2.0-6944253869,"Paralytic Shellfish Poisoning (PSP) in Margarita Island, Venezuela",La Barbera-Sánchez A.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,89-98,2004-09-01,September 2004,"A severe outbreak of Paralytic Shellfish Poisoning (PSP) occurred in Manzanillo and Guayacán, northwestern coast of Margarita Island, Venezuela, between August and October 1991. A bloom of dinoflagellates including Prorocentrum gracile, Gymnodinium catenatum and Alexandrium tamarense seemed to be responsible for this outbreak. Levels of PSP toxins in mussels (Perna perna) exceeded the international safety limit of saxitoxin, 80 μg STX/100 g meat. PSP toxin values varied between 2 548 and 115 μg STX/100 g meat in Manzanillo, and between 1 422 and 86 μg STX/100 g meat in Guayacán. At both locations, the highest levels were detected in August, when 24 patients exhibited typical symptoms of PSP toxicity after consuming cooked mussels (16 required hospitalization). A high pressure liquid chromatographic (HPLC) procedure was recently used on the 1991 samples. The major toxin detected in samples of both locations was decarbamoyl saxitoxin (dcSTX), but low concentrations of saxitoxin were also found in Manzanillo samples. Gonyautoxins GTX1, GTX2 and GTX3 were detected only at Guayacán, while in both locations, decarbamoylgonyatouxin (dcGTX2,3) toxins were detected. These findings represent the first time that causative toxins of PSP in Venezuela have been chemically identified, and confirm the presence of dcSTX and dcGTX in mussels from the Caribbean Sea. The presence of dcSTX and dcGTX in shellfish is indicative that Gymnodinium catenatum was a causative organism for outbreak of PSP.",14,17465121,Journal,ar,Article,100,4,4,Alexandrium tamarense | Dinoflagellate | Gymnodinium catenatum | Paralytic Shellfish Poisoning | Prorocentrum | Saxitoxin,13567,undefined,0,FALSE,42,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944249319,SCOPUS_ID:6944249319,2-s2.0-6944249319,"Blooms of Pseudo-nitzschia spp. (Bacillariophyceae) and other phytoplankton species at Bahía de Mazatlán, México",Gómez-Aguirre S.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,69-76,2004-09-01,September 2004,"Observations on microplankton in the autumn of 1996 revealed the existence of high densities of Pseudo-nitzschia spp. A similar phenomenon was found in November 1998 and November 1999 and a month later it shifted to the southern Mazatlán Bay while in California, USA, incidents of the poisoning of sea mammals were being recorded; this also happened on the Mexican Pacific coasts from January to March. Water samples collected at surface (<0.5 m deep) and subsurface (10 m deep) monthly, from November 1998 to January 1999 and every week from February 1999 to May 2000, were analyzed by the Utermöhl technique at 400 enlargements. Phytoplankton quantification showed winter and summer pulses; the 1998-1999 period was higher than the 1999-2000 period. Five species of Pseudo-nitzschia were identified by electron microscopy (TEM and SEM); a new study has revealed other species. High values of Pseudo-nitzschia were observed: 730 P-n/ml (Dec. 1999), 610 P-n/ml (Dec. 1998), 335 P-n/ml (Jul. 1999), 198 P-n/ml (Feb. 1999), 170 P-n/ml (Nov. 1998), 123 P-n/ml (Mar. 1999), 108 P-n/ml (Aug. 1999). The blooms of other species of diatoms (Thalassiosira spp., Asterionellopsis glacialis, Chaetoceros spp., Skeletonema costatum), dinoflagellates (Prorocentrum spp., Scripsiella trochoidea) and ciliates (Myrionecta rubra) were also observed.",10,17465119,Journal,ar,Article,100,3,3,Blooms | HABs | Mazatlán | Mexico | Pseudo-nitzschia,13567,undefined,0,FALSE,43,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944245229,SCOPUS_ID:6944245229,2-s2.0-6944245229,Caribbean ciguatera: A changing paradigm,Tosteson T.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,109-113,2004-09-01,September 2004,"Analyses of ciguatoxicity in the great barracuda Sphyraena barracuda and quantity of toxic benthic dinoflagellates on coastal reefs (correlated with the number of cases of human ciguatera intoxications in Puerto Rico) were used to construct a model formulated on data obtained during the period of 1985-1988. The validity of the proposed model has been questioned by recent data obtained during the period of 1990-2000. Barracuda ciguatoxicity no longer showed a prominent seasonality while the fraction of randomly caught barracuda that were ciguatoxic significantly increased during this period. These two changes, accompanied by the discovery that ciguatoxic fish contained a variety of multiple toxins, appear to be correlated with the steadily increasing periods of elevated sea surface temperatures in this region.",26,17465123,Journal,ar,Article,100,1,1,Ciguatera | Multiple toxins | Sea surface temperatures | Seasonality,13567,undefined,0,FALSE,44,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944244351,SCOPUS_ID:6944244351,2-s2.0-6944244351,"Discoloration of microalgal blooms as a bioindicating parameter at Bahía de Mazatlán, México",Cortés-Altamirano R.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,27-34,2004-09-01,September 2004,"In order to verify whether harmful algal blooms increased since 1979, a long-term project for the study of harmful algal blooms in Mazatlán Bay began 25 years ago (1979-2003). Observations were done daily and results indicate five trend types: I) years without discoloration related to El Niño events; II) years with days of sudden occurrence of discoloration, related to the release of accumulated energy after El Niño events; III) years with similar number of discoloration events (days); IV) years with a progressive decrease of the occurrence (days) of discoloration events; V) years with gradual increase of discoloration events. The annual mean average of discoloration is of 25.3 days. Ninety-six discoloration events were recorded during year 2000, and represent the highest number of events in the last 25 years. Discoloration events are more common in March (174 days), harmful and toxic blooms included. This indicates continuity in the occurrence of the highest content of microalgae, and therefore, it is concluded that they play an important role for a better understanding of the environmental deterioration undergone by the coastal zone due to an increase of harmful and toxic microalgae blooms.",10,17465115,Journal,ar,Article,100,2,2,Bioindicator | Discoloration | Harmful algal bloom (HAB's) | México | Red tide,13567,undefined,0,FALSE,45,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944241695,SCOPUS_ID:6944241695,2-s2.0-6944241695,"Harmful blooms of cyanobacteria (Oscillatoriaceae) and dinoflagellates (Gymnodiniaceae) in the Golfo de Nicoya, Costa Rica",Vargas-Montero M.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,121-125,2004-09-01,September 2004,"Recently, the Pacific coast of Costa Rica has experienced an increase in both magnitude and frequency of harmful algae blooms (HAB). The lack of data regarding the dynamics of these events in the area, and the species of microalgae that produce them, are themes of great interest. The blooms have produced negative impacts on fishery resources and on human health in Costa Rica. In May 2002 a HAB left a large number of dead fish along the central Pacific coast. Water samples were collected using a phytoplankton net and fixed for subsequent processing by electron microscopy. In addition, a one liter sample of surface water was taken for later cell count. In the observed HAB, the dominating organisms found were the cyanobacteria Trichodesmiun erythraeum surrounded by high concentrations of Gram - bacteria and the dinoflagellate Cochlodinium cf. polykrikoides. T. erythraeum, is one of the most important N2 fixing cyanobacteria in marine waters that has been associated with HAB events in diverse parts of the world as well as with symptoms that produce contact dermatitis and other discomforts. C. cf. polykrikoides is a dinoflagellete associated with fish kills; although the type of associated toxins are unknown. In a national newspaper 17 cases of intoxication in humans were reported during this same period, which presented respiratory disorders and burning of the eyes. This is the first report in Costa Rica where a cyanobacteria and a dinoflagellate were observed together producing HAB.",7,17465125,Journal,ar,Article,100,2,2,Cochlodinium cf. Polykrikoides | Gulf of Nicoya | Harmful algae blooms | Trichodesmiun erythraeum,13567,undefined,0,FALSE,46,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944235319,SCOPUS_ID:6944235319,2-s2.0-6944235319,"The use of pigment ""fingerprints"" in the study of harmful algal blooms",Bustillos-Guzmán J.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,17-26,2004-09-01,September 2004,"Along the Mexican coast, harmful algae blooms (HAB) have become more frequent, and therefore, there is an urgent need to establish monitoring programs to avoid the undesired consequences of HAB in human and natural ecosystems. In this work, we analyzed the pigment signatures and the species composition from phytoplankton samples to evaluate the utility of the specific pigment ""fingerprints"" in HAB monitoring programs. Vertical profiles from a coastal lagoon and temporal samples of a red tide occurring in a shrimp-culture pond and in a coastal zone were taken into consideration. Between 76% and 84% of dinoflagellate and diatom cell density was explained by their specific signature variation, in both vertical and temporal samples. Only the variation of zeaxanthin and the cyanobacteria Anabaena sp. showed a poor relationship, probably from difficulties in counting other cyanobacteria present in the samples examined with the microscopic method. These results suggest that inclusion of pigment analysis in the study and monitoring programs dealing with harmful algae would be very useful.",10,17465114,Journal,ar,Article,100,4,4,Dinoflagellates | HAB | HPLC | Monitoring | Pigments,13567,undefined,0,FALSE,47,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944235318,SCOPUS_ID:6944235318,2-s2.0-6944235318,"The red tide event in El Salvador, August 2001-January 2002",Barraza J.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,1-4,2004-09-01,September 2004,"A red tide event occurred in El Salvador from August 2001 to January 2002. National health authorities usually measured toxin levels in Ostrea iridescens, however other species were analyzed during this microalgae bloom: Anadara similis, Anadara tuberculosa and Modiolus sp. El Salvador authorities consider 400 mouse units/100 g the highest value that is safe for human health. During this period toxin levels in O. iridescens and Modiolus sp. increased from values under 400 to 3 977 and 15 468 mouse units/100 g, respectively. Persistent and higher levels were recorded in oyster and mussel banks on the west part of the country. The Ministry of Health and Social Assistance treated 41 slight to moderate intoxications associated to bivalve mollusks consumption.",9,17465112,Journal,ar,Article,100,3,3,Anadara similis | Anadara tuberculosa | Dinoflagellate | El Salvador | Modiolus sp. | Ostrea iridescens | Red tide | Toxin,13567,undefined,0,FALSE,48,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944233963,SCOPUS_ID:6944233963,2-s2.0-6944233963,"Algal blooms of the toxigenic diatom Pseudo-Nitzschia (Bacillariophyceae) in the Golfo de Nicoya, Costa Rica",Vargas-Montero M.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,127-132,2004-09-01,September 2004,"Water samples were collected during a red tide event in November 2001, near San Lucas Island (Gulf of Nicoya, Costa Rica). Superficial temperature was 27°C and water was turbid, with no fetid smell. One sample was treated with negative staining and observed using a transmission electron microscope (TEM); another sample was observed using a scanning electron microscope (SEM). Samples had high concentrations of the diatom Pseudo-Nitzschia pungens f. pungens (characterized by two rows of poroids in the external channel), and lower concentrations of Skeletonema costatum (chains joined by external microtubules) and Chaetoceros lorenzianus (oval apertures and long chains, having setae with distinctive transverse rows and spines). This is the first time that the first species was described producing red tides in Costa Rica. However, reports about red tides with high concentration of species like P. pungens (variety multiseries) are increasing. These species have been related to the production of domoic acid, a low molecular weight amino acid which in humans can cause amnesic intoxications with seafood. Previously, Costa Rican reports of toxic accidents only referred to seafood contaminated with Pyrodinium bahamense var. compressum and Gymnodinium catenatum dinoflagellates. The increase in the number of Pseudo-Nitzschia causing harmful algae blooms is of interest for scientists around the world and must be documented. Similarly, some Chaetoceros species have been reported to be harmful to fish. We strongly recommend the establishment of a permanent surveillance program monitoring the presence of these species new at Costa Rican Pacific coast. Since the amnesic toxin is soluble in water and heat-resistant, we want to stress the possibility of having human cases of amnesic intoxication.",8,17465126,Journal,ar,Article,100,2,2,Bacillariophyceae | Gulf of Nicoya | Harmful algae blooms | Pseudo-nitzschia,13567,undefined,0,FALSE,49,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944226724,SCOPUS_ID:6944226724,2-s2.0-6944226724,"Presence of Cochlodinium catenatum (Gymnodiniales: Gymnodiniaceae) in red tides of Bahía de Banderas, Mexican Pacific",Lara M.D.C.C.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,35-49,2004-09-01,September 2004,"The evolution of an ichthiotoxic algal bloom caused by the dinoflagellate Cochlodinium catenatum was studied from July to December 2000. The abnormal multiplication of this dinoflagellate occurred in the form of a discoloration spreading between a temperature and salinity interval of 25-32°C and 33-35 ups, respectively. The density of C. catenatum reached 10 841 cells ml -1. The event was observed in large areas of Banderas Bay affecting 13 fish species, whose massive killing was due to suffocation (gill obstruction and excessive mucus production). The human population around the area did not present respiratory affections or skin irritation. The C. catenatum measurements suggest a hologamic and heterothalic reproduction. Their morphological characteristics suggest that C. polykrikoides, C. heterolobatum and C. catenatum are the same species. It is estimated that the species could be a recent introduction in the Mexican Pacific.",19,17465116,Journal,ar,Article,100,3,3,Banderas Bay | Cochlodinium catenatum | Mexican Pacific | Microalgae,13567,undefined,0,FALSE,50,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944226721,SCOPUS_ID:6944226721,2-s2.0-6944226721,"Presence of the dinoflagellates Ceratium dens, C. fusus and C. furca (Gonyaulacales: Ceratiaceae) in Golfo de Nicoya, Costa Rica",Vargas-Montero M.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,115-120,2004-09-01,September 2004,"Harmful Algae Blooms (HAB) are a frequent phenomenon in the Gulf of Nicoya, Costa Rica, as in other parts of the world. The morphology and physiology of these microalgae are important because HAB species have adaptive characteristics. The production of high concentrations of paralytic toxins by Ceratium dinoflagellates has only been documented at the experimental level. However, this genus has been associated with the mortality of aquatic organisms, including oyster and shrimp larva, and fish, and with decreased water quality. Recently, fishermen reported massive mortality of encaged fish near Tortuga Island (Gulf of Nicoya). Samples were taken from an algal bloom that had produced an orange coloration and had a strong foul-smelling odor. Ultrastructural details were examined with scanning electron microscopy. The dinoflagellates Ceratium dens, C. furca and C. fusus were found in samples taken at the surface. The cell count revealed four million cells of this genus per liter. The morphological variability of these species is high; therefore electron microscopy is an useful tool in the ultrastructural study of these organisms. This is the first time that three Ceratium species are reported concurrently producing harmful blooms in Costa Rica.",9,17465124,Journal,ar,Article,100,2,2,Ceratium | Electron microscopy | Harmful algae blooms | Ultrastructure,13567,undefined,0,FALSE,51,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944225754,SCOPUS_ID:6944225754,2-s2.0-6944225754,Species of dinoflagellates of the genus Gambierdiscus (Dinophyceae) in the Mexican Caribbean Sea,Hernández-Becerril D.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,77-87,2004-09-01,September 2004,"Some dinoflagellates with benthic habits are related to ciguatera intoxication by fish consumption, especially in tropical areas. In the Mexican Caribbean, ciguatera is relatively common, but only one paper seems to have been published on the subject, and there are very few publicactions on phytoplankton and benthic microalgae. Material collected along the coast of the State of Quintana Roo with phytoplankton net (54 mm) and directly from sediment and epiphytes of macroscopic plants, was searched for toxic and other associated dinoflagellates. Samples were studied by light and scanning electron microscopy. Morphological characters were useful for species identification, but eventually physiological, ecological and molecular characters could also be used. Three species of Gambierdiscus, related to the production of ciguatera toxins, were identified: G. belizeanus, G. toxicus and G. yasumotoi. They are distributed in shallow coastal areas, including coastal lagoons.",25,17465120,Journal,ar,Article,100,2,2,Ciguatera | Dinoflagellates | Distribution | Gambierdiscus | Mexican Caribbean | New record,13567,undefined,0,FALSE,52,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/6944224400,SCOPUS_ID:6944224400,2-s2.0-6944224400,Prologue,Monge-Nájera J.,Revista de Biologia Tropical,00347744,52,SUPPL. 1,NA,2004-09-01,September 2004,NA,0,NA,Journal,ed,Editorial,100,1,1,NA,13567,undefined,0,FALSE,53,NA,NA,NA
