@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,pubmed-id,authkeywords,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/78650690660,SCOPUS_ID:78650690660,2-s2.0-78650690660,Escape tactics and effects of perch height and habituation on flight initiation distance in two Jamaican anoles (Squamata: Polychrotidae),Cooper W.,Revista de Biologia Tropical,00347744,58,4,1199-1209,2010-12-01,December 2010,13,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,33,"Escape by Anolis lizards is influenced by microhabitats and fight initiation distance increases with predation risk. Differences in microhabitat use among ecomorphs affect escape behavior, but only two studies have reported ecomorphological differences in flight initiation distance among Greater Antillean species. I studied effects of predation risk and microhabitats on escape behavior by conducting field experiments using two species of anoles, Anolis lineatopus and A. grahami, on the campus of the University of the West Indies at Mona, Jamaica. Because ecomorphological variation of anoles has evolved independently within each island of the Greater Antilles, but relationships between ecomorphs and escape behaviors are poorly known, I characterized microhabitat use and escape tactics, and determined relationships between flight initiation distance and two risk factors, habituation to human presence and perch height, in Anolis lineatopus, a trunk-ground anole and A. grahami, a trunk-crown anole. Sample sizes for A. lineatopus and A. grahami were 214 and 93, for microhabitat use and escape destinations, 74 and 34 for human presence and 125 and 34 for perch height. The two species occurred in similar microhabitats and exhibited similar escape tactics, but exhibited key differences expected for their ecomorphs. Both species were sighted frequently on the ground and on trees, but A. lineatopus were more frequently on ground and were perched lower than A. grahami. Both species escaped from ground to trees and when on trees hid on far sides and escaped without changing climbing direction with equal frequency. The frequency of fleeing upward was greater for A. grahami than A. lineatopus. Both species exhibited habituation by having shorter flight initiation distances in areas with more frequent exposure to people. In both species flight initiation distance increased as perch height decreased because, lizards had to climb farther to be out of reach when perched lower. The relationship between flight initiation distance and perch height may apply to other anole ecomorphs that flee upward when low perched on trees.",21246988,Ecomorphs | Escape tactics | Flight initiation distance | Habituation | Perch height | Polychrotidae | Squamata,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650689100,SCOPUS_ID:78650689100,2-s2.0-78650689100,Growth and mortality patterns in a thinning canopy of post-hurricane regenerating rain forest in eastern Nicaragua (1990-2005),Ruiz J.,Revista de Biologia Tropical,00347744,58,4,1283-1297,2010-12-01,December 2010,2,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,34,"One of the strongest hypothesis about the maintenance of tree species diversity in tropical areas is disturbance. In order to assess this, the effect of intensive natural disturbances on forest growth and mortality in a thinning canopy was studied after the landfall of hurricane Joan in 1988. We evaluated the growth and mortality rates of the 26 most common tree species of that forest in eastern Nicaragua. Permanent plots were established at two study sites within the damaged area. Growth and mortality rates of all individual trees ≥3.18cm diameter at breast height were assessed annually from 1990 to 2005. During this period the forest underwent two phases: the building phase (marked by increased number of individuals of tree species present after the hurricane) and the canopy thinning phase (marked by increased competition and mortality). Our results from the thinning phase show that tree survival was independent of species identity and was positively related to the increase in growth rates. The analysis of mortality presented here aims to test the null hypothesis that individual trees die independently of their species identity. These findings were influenced by the mortality observed during the late thinning phase (2003-2005) and provide evidence in favor of a non-niche hypothesis at the thinning phase of forest regeneration.",21246992,Hurricane regenerating forest | Non-niche hypothesis | Relative growth rate | Tree mortality,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650686993,SCOPUS_ID:78650686993,2-s2.0-78650686993,Characterization of biominerals in species of Canna (Cannaceae),Baran E.J.,Revista de Biologia Tropical,00347744,58,4,1507-1515,2010-12-01,December 2010,8,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,35,"Plant biominerals are not always well characterized, although this information is important for plant physiology and can be useful for taxonomic purposes. In this work, fresh plant material of seven wild neotropical species of genus Canna, C. ascendens, C. coccinea, C. indica, C. glauca, C. plurituberosa, C. variegatifolia and C. fuchsina sp. ined., taken from different habitats, were studied to characterize the biominerals in their internal tissues. For the first time, samples from primary and secondary veins of leaves were investigated by means of infrared spectroscopy, complemented with X-ray powder diffractometry and scanning electron microscopy. The spectroscopic results, supported by X-ray powder diffractometry, suggest that the calcium oxalate is present in the form of whewellite (CaC2O4×H2O) in all the investigated samples. It is interesting to emphasize that all IR spectra obtained were strongly similar in all species studied, thus indicating an identical chemical composition in terms of the biominerals found. In this sense, the results suggest that the species of Canna show similar ability to produce biogenic silica and produce an identical type of calcium oxalate within their tissues. These results can be an additional trait to support the relationship among the families of Zingiberales.",21247002,Biogenic silica | Biominerals | Calcium oxalate | Canna | Cannaceae | Infrared spectroscopy | Opal | Whewellite | X-ray powder diffractometry,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650683730,SCOPUS_ID:78650683730,2-s2.0-78650683730,Editorial,Monge-Nájera J.,Revista de Biologia Tropical,00347744,58,4,15-16,2010-12-01,December 2010,0,Journal,ed,Editorial,100,1,1,13567,undefined,0,FALSE,36,NA,NA,NA,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650682604,SCOPUS_ID:78650682604,2-s2.0-78650682604,Cyanosis by methemoglobinemia in tadpoles of Cochranella granulosa (Anura: Centrolenidae),Hoffmann H.,Revista de Biologia Tropical,00347744,58,4,1467-1478,2010-12-01,December 2010,4,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,37,"Tadpoles inhabit generally well oxygenated rivers and streams, nevertheless they were found in areas with limited oxygen availability inside the rivers. To assess this feature, I examined factors that influence centrolenid tadpole behaviour using Cochranella granulosa. The tadpoles were reared in well-oxygenated and hypoxic environments and their development, survivorship and growth were compared. The tadpoles in oxygenated water acquired a pale color, while tadpoles in hypoxic water grew faster and were bright red and more active. In the oxygenated water, the ammonium, which had its origin in the tadpoles' urine and feces, was oxidized to nitrate. In contrast, in the hypoxic treatment, the nitrogen compounds remained mainly as ammonium. Presumably, the nitrate in oxygenated water was secondarily reduced to nitrite inside the long intestine coils, because all symptoms in the tadpoles point to methemoglobinemia, which can occur when the nitrite passes through the intestine wall into the bloodstream, transforming the hemoglobin into methemoglobin. This could be checked by a blood test where the percentage of methemoglobin was 2.3% in the blood of tadpoles reared in hypoxic condition, while there was a 19.3% level of methemoglobin in the blood of tadpoles reared in oxygenated water. Together with the elevated content of methemoglobin, the growth of the tadpoles was delayed in oxygenated water, which had high nitrate content. The study about quantitative food-uptake showed that the tadpoles benefit more from the food in hypoxic water, although they spent there more energy moving around than the tadpoles living in oxygenated but nitrate-charged water.",21246999,Ammonium | Centrolenidae | Cochranella | Cyanosis | Hypoxia | Methemoglobin | Methemoglobinemia | Nitrate | Nitrite | Tadpoles,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650682004,SCOPUS_ID:78650682004,2-s2.0-78650682004,"Beach erosion and nest site selection by the leatherback sea turtle Dermochelys coriacea (Testudines: Dermochelyidae) and implications for management practices at Playa Gandoca, Costa Rica",Spanier M.,Revista de Biologia Tropical,00347744,58,4,1237-1246,2010-12-01,December 2010,11,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,38,"Leatherback sea turtles (Dermochelys coriacea) nest on dynamic, erosion-prone beaches. Erosive processes and resulting nest loss have long been presumed to be a hindrance to clutch survival. In order to better understand how leatherbacks cope with unstable nesting beaches, I investigated the role of beach erosion in leatherback nest site selection at Playa Gandoca, Costa Rica. I also examined the potential effect of nest relocation, a conservation strategy in place at Playa Gandoca to prevent nest loss to erosion, on the temperature of incubating clutches. I monitored changes in beach structure as a result of erosion at natural nest sites during the time the nest was laid, as well as in subsequent weeks. To investigate slope as a cue for nest site selection, I measured the slope of the beach where turtles ascended from the sea to nest, as well as the slopes at other random locations on the beach for comparison. I examined temperature differences between natural and relocated nest sites with thermocouples placed in the sand at depths typical of leatherback nests. Nests were distributed non-randomly in a clumped distribution along the length of the beach and laid at locations that were not undergoing erosion. The slope at nest sites was significantly different than at randomly chosen locations on the beach. The sand temperature at nest depths was significantly warmer at natural nest sites than at locations of relocated nests. The findings of this study suggest leatherbacks actively select nest sites that are not undergoing erosive processes, with slope potentially being used as a cue for site selection. The relocation of nests appears to be inadvertently cooling the nest environment. Due to the fact that leatherback clutches undergo temperaturedependent sex determination, the relocation of nests may be producing an unnatural male biasing of hatchlings. The results of this study suggest that the necessity of relocation practices, largely in place to protect nests from erosion, should be reevaluated to ensure the proper conservation of this critically endangered species.",21246989,Beach erosion | Dermochelys coriacea | Leatherback sea turtle | Nest site selection | Sea turtle hatcheries | Sea turtle management | Sex ratios,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650681602,SCOPUS_ID:78650681602,2-s2.0-78650681602,"Mesohabitat indicator species in a coastal stream of the Atlantic rainforest, Rio de Janeiro-Brazil",Rezende C.F.,Revista de Biologia Tropical,00347744,58,4,1479-1487,2010-12-01,December 2010,15,Journal,ar,Article,100,6,6,13567,undefined,0,FALSE,39,"The Mato Grosso is a typical Atlantic Forest stream located on the East coast of Brazil, approximately 70km from Rio de Janeiro city. From its source at about 800m a.s.l, the stream drains a 30km2 area of the Northwestern part of the municipality of Saquarema, state of Rio de Janeiro and flows into the Saquarema Lagoon system. We hypothesized that fish species occupy distinct mesohabitats, with the prediction that their occurrences and densities differ among the microhabitats of riffles, runs and pools. A 250m-long stretch of the stream located in its uppermost part was selected for this study, where it becomes second-order. Mesohabitat description and their fish characterization were undertaken. Fish sampling was conducted by electroshocking and after their identification and counting, they were returned to the stream. For mesohabitat characterization, a Discriminant Function Analysis (DA) was applied. The total number of samples was estimated by the Zippin method and the recorded densities were used as an Indicator Species Analysis (ISA), followed by a Monte Carlo test for 1 000 permutations. The DA significantly separated the three predetermined mesohabitats (pool, riffle and run) (WL=0.13, F=187.70, p=0.001). We found five species of fishes, belonging to four families and three orders. The fishes Rhamdia quelen, Phalloceros harpagos, Pimelodella lateristriga and Astyanax taeniatus are indicators of the pool environment in the Mato Grosso stream, whereas Characidium cf. vidali is an indicator of the riffle environment. The Monte Carlo test detected non-random mesohabitat use only for P. lateristriga and A. taeniatus in the pools and for Characidium cf. vidali in the riffles. We concluded that the Mato Grosso stream contains three well-defined mesohabitats, with indicator species present in two of these mesohabitats.",21247000,Habitat classification | Mesohabitat structure | Mesohabitat use | Stream fishes | Tropical stream,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650681400,SCOPUS_ID:78650681400,2-s2.0-78650681400,The Tropical Biology Award 2010 has been awarded to zoologist Diomedes Quintero Arias,Monge-Nájera J.,Revista de Biologia Tropical,00347744,58,4,17-18,2010-12-01,December 2010,0,Journal,re,Review,100,1,1,13567,undefined,0,FALSE,40,NA,21246980,NA,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650681192,SCOPUS_ID:78650681192,2-s2.0-78650681192,"Terrestrial mollusks (Mollusca: Gastropoda) of Costa Rica: Classification, distribution and conservation",Llosa Z.B.,Revista de Biologia Tropical,00347744,58,4,1165-1175,2010-12-01,December 2010,3,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,41,"Terrestrial mollusks are poorly known worldwide. The country has 183 reported species, 30% endemic and 7% are probably extinct. About 400 species are expected to inhabit the country. Biology, ecology, distribution, genetics and other areas of research are unknown for more than 95% of the species. The most diverse families are Spiraxidae, Orthalicidae and Subulinidae. However, the family that may have more species is Euconulidae. Euconulids inhabit the highlands, where less work has been done. The study of species of highlands will also rise the endemism rate. Future taxonomic, biological and ecological work should consider their low vagility, tendency to produce new taxa in sympatry, specific microhabitat requirements, hermaphroditism, high evolutionary rate (10% per million years), and divergence between species (2 to 30%). Urgent studies to protect the Costa Rican malacofauna include: distribution, abundance, effect of land use and climate changes on populations.",21250474,Endemism | Invertebrate conservation | Land snails,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79961042058,SCOPUS_ID:79961042058,2-s2.0-79961042058,"Proceedings of the 34th Scientific Meeting of the Association of Marine Laboratories of the Caribbean. May 25-28, 2009, Roseau, Dominica.",NA,Revista de biología tropical,00347744,58 Suppl 3,NA,1-226,2010-10-01,October 2010,0,Journal,cp,Conference Paper,100,0,NA,13567,undefined,0,FALSE,42,NA,21812134,NA,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/79952779356,SCOPUS_ID:79952779356,2-s2.0-79952779356,Marine fishes of the Caribbean coast of lower Central America.,Bussing W.,Revista de biología tropical,00347744,58 Suppl 2,NA,NA,2010-10-01,October 2010,3,Book,bk,Book,100,2,2,13567,undefined,0,FALSE,43,NA,21416747,NA,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650714575,SCOPUS_ID:78650714575,2-s2.0-78650714575,"Coral reefs and residents of the U.S. Virgin Islands: A relationship of knowledge, outdoor activities and stewardship",Settar C.,Revista de Biologia Tropical,00347744,58,SUPPL. 3,197-212,2010-10-01,October 2010,2,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,44,"To test the hypotheses that U.S. Virgin Islanders' knowledge about local coral reefs is correlated with behavior, and that different sociological groups of residents have different patterns of knowledge and behavior, a mixed approach to surveying residents was used: (1) personal interviews were held in public locations and (2) an online version of the survey was administered to residents of the U.S. Virgin Islands. From July-October 2008, 462 residents over 18 years old were surveyed. Results indicate that people who engaged in outdoor activities knew significantly more about coral reefs (Spearman p<0.01, r2=0.128). Those more knowledgeable about coral reefs engaged in more positive stewardship activities (e.g. beach clean-ups) (Spearman p<0.01, r2=0.127). Negative behaviors (e.g. anchoring on reef) were not significantly correlated with increased knowledge of coral reefs (Spearman p=0.911, r2=-0.000025). Fishers did not have greater ability in identifying Acropora palmata coral than non-fishers (χ2=4.138, p=0.126); however, swimmers, snorkelers and divers (as a class) were more able to identify A. palmata than non-swimmers (χ2 =9.764, p=0.002). Most residents identified sea turtle species as endangered (hawksbill turtle, 78.9%) but only 48.2% of the responses included Acropora spp. as threatened. Resident attitudes towards conservation of local resources were overwhelmingly positive.",21299104,Acropora | Behavior | Coral reefs | Knowledge | Stewardship | Survey | U.S. Virgin Islands,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650713816,SCOPUS_ID:78650713816,2-s2.0-78650713816,Implications of coral harvest and transplantation on reefs in northwestern Dominica,Bruckner A.W.,Revista de Biologia Tropical,00347744,58,SUPPL. 3,111-127,2010-10-01,October 2010,3,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,45,"In June, 2002, the government of Dominica requested assistance in evaluating the coral culture and transplantation activities being undertaken by Oceanographic Institute of Dominica (OID), a coral farm culturing both western Atlantic and Indo-Pacific corals for restoration and commercial sales. We assessed the culture facilities of OID, the condition of reefs, potential impacts of coral collection and benefits of coral transplantation. Coral reefs (9 reefs, 3-20m depth) were characterized by 35 species of scleractinian corals and a live coral cover of 8-35%. Early colonizing, brooders such as Porites astreoides (14.8% of all corals), P. porites (14.8%), Meandrina meandrites (14.7%) and Agaricia agaricites (9.1%) were the most abundant corals, but colonies were mostly small (mean=25cm diameter). Montastraea annularis (complex) was the other dominant taxa (20.8% of all corals) and colonies were larger (mean=70cm). Corals (pooled species) were missing an average of 20% of their tissue, with a mean of 1.4% recent mortality. Coral diseases affected 6.4% of all colonies, with the highest prevalence at Cabrits West (11.0%), Douglas Bay (12.2%) and Coconut Outer reef (20.7%). White plague and yellow band disease were causing the greatest loss of tissue, especially among M. annularis (complex), with localized impacts from corallivores, overgrowth by macroalgae, storm damage and sedimentation. While the reefs appeared to be undergoing substantial decline, restoration efforts by OID were unlikely to promote recovery. No Pacific species were identified at OID restoration sites, yet species chosen for transplantation with highest survival included short-lived brooders (Agaricia and Porites) that were abundant in restoration sites, as well as non-reef builders (Palythoa and Erythropodium) that monopolize substrates and overgrow corals. The species of highest value for restoration (massive broadcast spawners) showed low survivorship and unrestored populations of these species were most affected by biotic stressors and human impacts, all of which need to be addressed to enhance survival of outplants. Problems with culture practices at OID, such as high water temperature, adequate light levels and persistent overgrowth by macroalgae could be addressed through simple modifications. Nevertheless, coral disease and other stressors are of major concern to the most important reef builders, as these species are less amenable to restoration, collection could threaten their survival and losses require decades to centuries to replace.",21299100,Coral health and disease | Coral mariculture | Fragmentation | Restoration | Transplantation,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650712789,SCOPUS_ID:78650712789,2-s2.0-78650712789,"The Association of Marine Laboratories of the Caribbean (AMLC): New Thoughts, New Directions",Sammarco P.,Revista de Biologia Tropical,00347744,58,SUPPL. 3,NA,2010-10-01,October 2010,0,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,46,NA,NA,NA,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650707148,SCOPUS_ID:78650707148,2-s2.0-78650707148,Marine spatial planning (MSP): A first step to ecosystem-based management (EBM) in the Wider Caribbean,Ogden J.C.,Revista de Biologia Tropical,00347744,58,SUPPL. 3,71-79,2010-10-01,October 2010,17,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,47,"The rapid decline of coastal ecosystems of the Wider Caribbean is entering its fifth decade. Some of the best science documenting this decline and its causes has been done by the laboratories of the Association of Marine Laboratories of the Caribbean (AMLC). Alarmed at the trends, Caribbean conservation pioneers established marine protected areas (MPAs) which spread throughout the region. Unfortunately, many have little or no protection and are now known to be too small to be effective in sustaining coastal ecosystems. Marine spatial planning (MSP) holds much promise to encompass the large geographic scales of the ecological processes and human impacts that influence coastal ecosystems and adjacent lands. The AMLC, through the scientific expertise and the national political connections of its member institutions, is well-positioned to help implement a pilot project. MSP a first step in ecosystem-based management and has had considerable success elsewhere. It holds our best chance of sustaining human use and conserving the coral reefs and associated ecosystems.",21299097,Coral reefs | Ecosystem-based management | Marine protected areas | Marine spatial planning | Wider Caribbean,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650705981,SCOPUS_ID:78650705981,2-s2.0-78650705981,"Temporal and spatial distribution patterns of echinoderm Larvae in La Parguera, Puerto Rico",Williams S.M.,Revista de Biologia Tropical,00347744,58,SUPPL. 3,81-88,2010-10-01,October 2010,10,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,48,"This study describes temporal and spatial abundance patterns of echinoderm larvae in La Parguera, Puerto Rico. For the temporal study, larvae were sampled by a series of monthly tows taken with a 64μm mesh net between the new and full moon from April 2005 to July 2006, September 2006 and August 2007. In order to measure spatial variation of echinoderm larval abundances, oblique tows were taken with 64 and 202μm mesh nets at seven different sites within the shelf, at the shelf-edge, and at a nearby oceanic stations during August 2007. Overall, Echinoidea (sea urchin) exhibited the highest abundance with a total of 11 921 larvae, representing 52.5% of the total collection. Ophiuroidea (brittle star) ranked second in abundance with 45.6% of the total larvae. Holothuroidea (sea cucumber) and Asteroidea larvae (sea star) accounted for less than 2% of the total echinoderm larval collection. Early larval stages (2-8 day old) of Diadema antillarum represented 20% of the total Echinoidea larvae. There was no marked seasonal trend of echinoderm larval abundance; Echinoidea and Ophiuroidea larvae were present in all monthly samples indicating that reproduction occurs year-round. Peak abundances of later-stage Echinoidea larvae were observed during January, July and October and of later-stage Ophiuroidea larvae during June, August and October. The observed peaks of later-stage larval abundances may be indicative of higher recruitment activity during these months. There was a significant difference of echinoderm larval abundance between spatial stations, with higher abundances collected at the shelf-edge. Later-stage (~24 day old) D. antillarum larvae were mostly collected at shelf-edge and oceanic locations. In addition, the 64mm mesh net was more efficient for collection of echinoderm larvae than the 202mm mesh net.",21302410,Caribbean | Diadema antillarum | Echinodermata | Larvae | Puerto Rico,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650705410,SCOPUS_ID:78650705410,2-s2.0-78650705410,Restoration and monitoring of a vessel grounding on a shallow reef in the Florida Keys,Schittone J.,Revista de Biologia Tropical,00347744,58,SUPPL. 3,151-161,2010-10-01,October 2010,1,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,49,"This paper summarizes the results of a monitoring event designed to track the recovery of a repaired coral reef injured by the M/V Alec Owen Maitland vessel grounding incident of October 25, 1989. This grounding occurred within the Florida Keys National Marine Sanctuary. Pursuant to the National Marine Sanctuaries Act, NOAA recovers money for injury to Sanctuary resources, and uses it to restore those resources. A monitoring program tracks patterns of recovery, in order to determine the success of restoration measures. To evaluate success, reference habitats adjacent to the restoration site are concurrently monitored to compare the condition of restored areas with natural areas. Restoration of this site was completed in September 1995 by means of cement and limestone rock, and the monitoring results from summer 2007 are presented. Monitoring consisted of comparison of the biological conditions in the restored area with the reference area. Monitored corals are divided into the Orders: Gorgonians, Milleporans, and Scleractinians. Densities at the restored and reference areas are compared, and are shown to be greater in the restored. Size-class frequency distributions for the most abundant Scleractinians are examined, and reveal that the restoration is converging on the reference area. Also, for the Scleractinians, number and percentage of colonies by species, as well as several common biodiversity indices are provided; measures for the restored area approximate the reference area. A quantitative comparison of colony substrate settlement preference in the restored area is provided for all Orders, and for Scleractinians is further broken down for the two most frequent Genera.",21299102,Coral biodiversity | Coral density | Coral monitoring | Coral restoration | Coral sizeclass frequency distribution | Vessel grounding,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650705219,SCOPUS_ID:78650705219,2-s2.0-78650705219,"Temporal patterns in coral reef, seagrass and mangrove communities from Chengue bay CARICOMP site (Colombia): 1993-2008",Rodríguez-Ramírez A.,Revista de Biologia Tropical,00347744,58,SUPPL. 3,45-62,2010-10-01,October 2010,9,Journal,ar,Article,100,10,10,13567,undefined,0,FALSE,50,"Few monitoring programs have simultaneously assessed the dynamics of linked marine ecosystems (coral reefs, seagrass beds and mangroves) to document their temporal and spatial variability. Based on CARICOMP protocol we evaluated permanent stations in coral reefs, seagrass beds and mangroves from 1993 to 2008 in Chengue Bay at the Tayrona Natural Park, Colombian Caribbean. Overall, the studied ecosystems showed a remarkable stability pattern over the monitoring period. While there were annual variations in coral reefs (coral cover) and mangroves (litterfall) caused by hurricane Lenny in 1999, particular trends in seagrass (leaf area index and leaf productivity) appear to reflect the natural variability in this ecosystem. We suggest that monitoring sites at the three marine ecosystems had in general a healthy development in the last 16 years. Our results are critical to locally improve the management strategies (Tayrona Natural Park) and to understand the long-term dynamics of closely associated marine ecosystems in the Caribbean.",21299095,CARICOMP | Chengue | Colombian Caribbean | Coral reef | Mangrove | Monitoring | Seagrass,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650702893,SCOPUS_ID:78650702893,2-s2.0-78650702893,"Monitoring coral reefs, seagrasses and mangroves in Costa Rica (CARICOMP)",Cortés J.,Revista de Biologia Tropical,00347744,58,SUPPL. 3,1-22,2010-10-01,October 2010,16,Journal,ar,Article,100,8,8,13567,undefined,0,FALSE,51,"The coral reefs, seagrasses and mangroves from the Costa Rican Caribbean coast have been monitored since 1999 using the CARICOMP protocol. Live coral cover at Meager Shoal reef bank (7 to 10m depth) at the Parque Nacional Cahuita (National Park), increased from 13.3% in 1999, to 28.2% in 2003, but decreased during the next 5 years to around 17.5%. Algal cover increased significantly since 2003 from 36.6% to 61.3% in 2008. The density of Diadema antillarum oscillated between 2 and 7ind/m2, while Echinometra viridis decreased significantly from 20 to 0.6ind/m2. Compared to other CARICOMP sites, live coral cover, fish diversity and density, and sea urchin density were low, and algal cover was intermediate. The seagrass site, also in the Parque Nacional Cahuita, is dominated by Thalassia testudinum and showed an intermediate productivity (2.7±1.15 g/m2/d) and biomass (822.8±391.84 g/m2) compared to other CARICOMP sites. Coral reefs and seagrasses at the Parque Nacional Cahuita continue to be impacted by high sediment loads from terrestrial origin. The mangrove forest at Gandoca, within the Refugio Nacional de Vida Silvestre Gandoca-Manzanillo (National Wildlife Refuge), surrounds a lagoon and it is dominated by the red mangrove, Rhizophora mangle. Productivity and flower production peak was in July. Biomass (14kg/m2) and density (9.0±0.58 trees/100m2) in Gandoca were relatively low compared to other CARICOMP sites, while productivity in July in Costa Rica (4g/m2/d) was intermediate, similar to most CARICOMP sites. This mangrove is expanding and has low human impact thus far. Management actions should be taken to protect and preserve these important coastal ecosystems.",21302409,Cahuita | Caribbean | CARICOMP | Coral reef | Costa Rica | Diadema antillarum | Gandoca | Mangrove | Productivity | Rhizophora mangle | Seagrass | Thalassia testudinum,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650702108,SCOPUS_ID:78650702108,2-s2.0-78650702108,"The distribution of seagrasses in Dominica, Lesser Antilles",Steiner S.C.C.,Revista de Biologia Tropical,00347744,58,SUPPL. 3,89-98,2010-10-01,October 2010,10,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,52,"Seagrass beds are the largest organism-built marine habitat in Dominica, yet have only been surveyed since 2007. Standardized examinations along a depth gradient between 0 and 24m, focusing on magnoliophyte species composition and benthic cover of shoots at 17 seagrass bed sites, were carried out between September 10 and December 7, 2008. The Cymodoceaceae Syringodium filiforme (Kuetzing 1860) and Halodule wrightii (Ascherson 1868), as well as the Hydrocharitaceae Halophila decipiens (Ostenfeld 1902), H. stipulacea (Fosskal & Ascherson 1867) and Thalassia testudinum (Banks ex König 1805) displayed distinct regional and horizontal distribution patterns. Syringodium filiforme is the island's dominant seagrass along the western and northern coasts, occurring at depths between 2 and 18m and with a mean benthic cover ranging from 0.9-10% along the West coast. Along the North coast it grew between 0.2 and 1m depth with a mean maximum benthic cover of 48.9%. Halodule wrightii grew along the North and West coasts, in depths between 1 and 14m in areas of recent and chronic disturbances. Its delicate morphology and sparse benthic cover (<0.1%) did not constitute seagrass beds. Halophila decipiens grew along the deep, shallow and lateral margins of west coast S. filiforme beds and monospecifically in depths between 3 and 24m. Halophila stipulacea, an invasive species, was widespread along 45km of the West coast and was found in depths between 5 and 24m. Both Halophila species formed extensive beds at depths beyond the survey limit of 24m thus playing a potentially important role in the resettlement of shallow areas after storms. H. decipiens and H. stipulacea are currently the second and third most common seagrasses on the island respectively, despite their absence along the North coast. T. testudinum was confined to North coast's sheltered reef flats at depths 1m or less with mean a benthic cover ranging from 2 to 76%. It grew monospecifically in the most turbulent and in the calmest locations, yet intermixed with S. filiforme in areas of moderate turbulence. Strong surge along the West coast (October 15-16, 2008), associated with Hurricane Omar, caused uprooting and burial of seagrass beds in varying degrees, in particular along the shallow margins between 2 and 10m depth. This event also demonstrated the dynamic nature of Dominica's shallow seagrass bed margins and the resistance level of individual beds to storm disturbances.",21299098,Dominica | Halodule | Halophila | Seagrasses | Syringodium | Thalassia,NA,NA,NA,NA,NA
