@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0025661714,SCOPUS_ID:0025661714,2-s2.0-0025661714,Genetic variation and territoriality in willow ptarmigan (Lagopus lagopus lagopus),Rorvik K.A.,Evolution,00143820,NA,44,6,1490-1497,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03840.x,"In spring, birds with intermediate heterozygosity had the largest territories and were more frequently mated than expected from random mating among autumn birds. Results suggest selective access to territories by genotype and stabilizing selection, especially among males, since natural selection is assumed to favor large territories and reproduction. The spring population apparently consisted of both territorial and non-territorial birds. The genetic relationship between birds of established pairs in spring was lower than that between randomly drawn birds in autumn. This, together with the finding that parents with an intermediate level of genetic relationship produced the largest broods, suggest that optimal rather than maximal outbreeding is the most successful breeding strategy in this species. -from Authors",6,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,1,TRUE,32,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025660736,SCOPUS_ID:0025660736,2-s2.0-0025660736,Mechanisms of female choice in red jungle fowl,Zuk M.,Evolution,00143820,NA,44,3,477-485,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05933.x,"Female Gallus gallus preferred roosters with longer combs and redder irises, but this preference was exerted only when hens mated quickly; females mating slowly mated at random. -from Authors",109,Journal,ar,Article,100,4,4,22104,NA,undefined,NA,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025660718,SCOPUS_ID:0025660718,2-s2.0-0025660718,Host-plant-induced assortative mating in Enchenopa treehoppers,Wood T.K.,Evolution,00143820,NA,44,3,619-628,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05942.x,"In the arboreal, univoltine Enchenopa (Homoptera: Membracidae) treehopper system, host plants mediate the timing and synchronization of egg hatch. The result is a uniform age structure with a restricted mating window during which females mate once. Enchenopa on host plants that differ in phenology have asynchronous life histories and mating windows, suggesting that temporal differences may promote assortative mating. Egg hatch of Enchenopa from the same host-plant species was manipulated to produce continuous adult age-classes. Under experimental conditions with no spatial barriers, mating occurred between individuals similar in age. The mechanism promoting this assortative mating is differential mortality in males and females, such that few males are still alive when females in successive age-classes mate. Such host-plant-induced assortative mating is viewed as an effective mechanism to protect the integrity of gene pools from migrants, permitting selection for host-plant-adapted genotypes and speciation. -from Authors",99,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025660024,SCOPUS_ID:0025660024,2-s2.0-0025660024,Fisher's sex ratio theory may explain hatching patterns in birds,Slagsvold T.,Evolution,00143820,NA,44,4,1009-1017,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03821.x,"Asynchronous hatching may be a means of ensuring an equal degree of parental investment in the progeny of each sex in altricial species of birds that are sexually dimorphic in size. In a comparative analysis of bird species of Africa and the Western Palearctic, there is a positive relationship between hatching asynchrony and sexual size dimorphism, in support of the hypothesis. No such relationship is found in species with self-feeding young. Alternative hypotheses to explain asynchronous hatching in altricial birds are discussed. The results of the comparative study are also consistent with some of these hypotheses. For instance, asynchronous hatching may be a mechanism used by parents of dimorphic species to deal with unpredictable primary sex ratios; it may be a way of avoiding simultaneous peak food demands by the young; or it may be a way of advancing the time of hatching so that the division of labor between the parents is optimized. -from Author",29,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,35,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025645508,SCOPUS_ID:0025645508,2-s2.0-0025645508,Hybrid breakdown in developmental time in the copepod Tigriopus californicus,Burton R.S.,Evolution,00143820,NA,44,7,1814-1822,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05252.x,"Crosses were carried out among 3 genetically differentiated Los Angeles populations (all located within c15km) and one San Diego population (c150km away) of the intertidal T. californicus. Despite high levels of allozyme differentiation, all crosses produced viable F1 progeny. Most F1 progeny had shorter developmental times and reduced variance in developmental times compared to the parental populations. Only one pair of populations failed to produce viable F2 progeny. Developmental times in the F2 generation of the other Los Angeles × San Diego crosses were typically 40% longer than developmental times of the parental populations. -from Author",120,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,36,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025645118,SCOPUS_ID:0025645118,2-s2.0-0025645118,Spatial relationship and gene flow paths between populations of the alpine snail Arianta arbustorum (Pulmonata: Helicidae),Arter H.E.,Evolution,00143820,NA,44,4,966-980,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03818.x,"This species was sampled along an 8 km contour line in the Swiss Alps orthogonal to altitudinal clines in life history and shell traits. Allele frequencies are best explained by the spatial structure whereas the morphs are better explained by the habitats. The genotypic distances point to a historical explanation by recolonization processes, the phenotypical dissimilarities to a selectionist interpretation of the present distribution of the populations. The following conclusions are from the study of the spatial relationship and the gene flow paths for A. arbustorum at Mount Martegnas: 1) Streams are the main gene flow paths; gene flow is low, allowing differentiation of local populations; 2) Morphs and habitats are correlated, but the interpretation has to be made carefully. The spatial dependence of habitats has to be included into the analysis of selection. 3) The random assumption for gene flow is not a spatial isolation-by-distance model, but a functional isolation-by-distance model, assuming gene flow over the drainage system. -from Author",45,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,37,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025640206,SCOPUS_ID:0025640206,2-s2.0-0025640206,Do constant environments promote complexity of form? The distribution of bryozoan polymorphism as a test of hypotheses,Hughes D.J.,Evolution,00143820,NA,44,4,889-905,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03812.x,"The distribution of cheilostome bryozoans on the Caribbean reefs of Panama was surveyed to test the hypothesis that physically constant environments favor increased morphologic complexity, expressed as the number of zooid types within a colony. The proportion of species within defined grades of complexity did not vary significantly with locality, depth or substratum. Some differences were found in grade-specific ecological success, measured by colony abundance and spatial cover, but these were not consistently related to habitat type. There was no inverse correlation between morphologic complexity and range of distribution: morphologically specialized cheilostomes were not more stenotopic than generalized forms. Patterns of distribution and total space occupation indicate a sensitivity to local habitat conditions, but relative success of species was not correlated with level of polymorphism. In a bryozoan fauna from Florida, the frequency of polymorphic species was weakly associated with constancy of habitat. In estuaries, polymorphic cheilostomes are almost absent at salinities <18‰ but this pattern is strongly confounded taxonomically. All species tolerant of low salinities are encrusting anascans; within this group, polymorphism does not decrease significantly with declining salinity. Bryozoan faunas from different biogeographic zones may vary in frequency of avicularian polymorphism, but not along a simple latitudinal cline. -from Authors",21,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025639372,SCOPUS_ID:0025639372,2-s2.0-0025639372,Natural selection on bill characters in the two bill morphs of the African finch Pyrenestes ostrinus,Smith T.B.,Evolution,00143820,NA,44,4,832-842,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03808.x,"Evidence for natural selection on 7 bill and body characters is examined in the 2 bill morphs of this estrildid finch in adult males, females and juveniles in a population in S-central Cameroon. A non-parametric method revealed evidence for disruptive selection occurring on bill width and is explained within the context of known feeding efficiencies and the hardness of important seeds in finch diets. Directional selection was common on bill characters in all groups, but infrequent on other characters. There was no evidence of selection on generalized size or shape characters. -from Author",57,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,39,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025638390,SCOPUS_ID:0025638390,2-s2.0-0025638390,Effects of a haematophagous mite on the barn swallow (Hirundo rustica): a test of the Hamilton and Zuk hypothesis,Moller A.P.,Evolution,00143820,NA,44,4,771-784,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03804.x,"Tested 3 conditions of the Hamilton and Zuk hypothesis (1982), which suggests that the extravagant male plumage of many bird species allows females to choose mates that are resistant to the parasites exploiting the host population at a given time: 1) whether parasites affect the fitness of their hosts; 2) whether there is heritable variation in parasite resistance, and 3) whether the expression of the sexual ornament varies with parasite burden. The haematophagous mite Ornithonyssus bursa (Macronyssidae, Gamasida) sucks blood from their barn swallow hosts. Parasite burdens and origin, but not rearing conditions, of nestlings, affected their adult tarsus length and maximum body weight shortly before fledging. Mite loads of adult barn swallows at spring arrival were more similar to mite loads of their own offspring, whether reared in their own or in foster nests inoculated with mites, than to loads of foster offspring. Parents with long tail ornaments had offspring with smaller mite loads in partial cross-fostering experiments. The amount of increase in male tail ornaments from one year to another was negatively related to experimentally manipulated mite loads of nests during the preceding breeding season. The assumptions of the hypothesis were thus supported. -from Author",205,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,40,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025638094,SCOPUS_ID:0025638094,2-s2.0-0025638094,Evolution of obligate siblicide in boobies. 2: Food limitation and parent-offspring conflict,Anderson D.J.,Evolution,00143820,NA,44,8,2069-2082,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04312.x,"The author suppressed obligate siblicide in masked booby Sula dactylatra broods and compared breeding parameters of these broods with unmanipulated single-chick control broods. Per capita mortality rate of experimental nestlings was higher than that of controls, but this deficit was more than made up by larger brood size. Parents of experimental broods brought more food to offspring, had higher fledging success, and apparently incurred no additional major short-term cost of reproduction, relative to parents of control broods, thus refuting the food limitation hypothesis. Estimates of inclusive fitness of chicks in experimental broods were higher than were those of control nestlings. The discrepancy between natural brood size and apparent brood size optima might be resolved in several ways: experimental artifacts may give misleading estimates of optimal brood size; experimental and control offspring may have different reproductive values at the time of fledging; nestling masked boobies may face a special frequency-dependent case of parent-offspring conflict in which the high risk of sharing a nest with a sublicidal sibling makes invasion of other behavioral genotypes difficult even when offspring and parent inclusive fitnesses are higher from a nonsiblicidal brood of 2 than from a brood of 1. -from Author",29,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025632504,SCOPUS_ID:0025632504,2-s2.0-0025632504,Examining selection on the multivariate phenotype: plant resistance to herbivores,Simms E.L.,Evolution,00143820,NA,44,5,1177-1188,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05224.x,"Most plants host ≥1 species of herbivore, and resistance to various herbivores may be phenotypically correlated. Consequently, selection must be measured on a multivariate phenotype, which may produce a very complex selection gradient. Canonical analysis of the matrix of quadratic coefficients of the phenotypic selection gradient is presented as a method to simplify the interpretation of the estimated multidimensional adaptive surface. -from Author",54,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025632179,SCOPUS_ID:0025632179,2-s2.0-0025632179,Multivariate phenotypic differentiation among bottleneck lines of the housefly,Bryant E.H.,Evolution,00143820,NA,44,3,660-668,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05946.x,"Multivariate phenotypic differentiation in 8 morphometric traits was examined in bottleneck lines of Musca domestica initiated with 1, 4 or 16 pairs of flies from a natural outbred population. Bottleneck lines of all sizes diverged significantly from the ancestral line, but the direction of these shifts differed among the lines of different initial founding size. Populations founded with single pairs diverged from the ancestral line mostly in shape; the 16-pair lines differentiated almost entirely in size. Bottlenecks serve to alter the genetic relationships among traits within the derived populations and in doing so could promote speciation by permitting differentiation of the populations along evolutionary trajectories less accessible to the base population. -from Authors",28,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,43,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025629621,SCOPUS_ID:0025629621,2-s2.0-0025629621,The causes of natural selection,Wade M.J.,Evolution,00143820,NA,44,8,1947-1955,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04301.x,"The authors discuss the necessary and sufficient conditions for identifying the cause of natural selection on a phenotypic trait. They reexamine the observational methods recently proposed for measuring selection in natural populations and illustrate why the multivariate analysis of selection is insufficient for identifying the causal agents of selection. The observational approach of multivariate selection analysis can be complemented by experimental manipulations of the phenotypic distribution and the environment to identify not only how selection is operating on the phenotypic distribution but also why it operates in the observed manner. Instead of viewing the environment as a source of unwanted variation that obscures the relationship between phenotype and fitness, fitness is viewed as arising from the interaction of the phenotype with the environment. The biotic and abiotic environment is the context that gives rise to the relationship between phenotype and fitness (selection). The experimental study of the association between selection gradients and environmental characteristics is necessary to identify the agents of natural selection. -from Authors",366,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,44,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025627965,SCOPUS_ID:0025627965,2-s2.0-0025627965,Host effects on fertility and reproductive success of Dendroctonus ponderosae Hopkins (Coleoptera: Scolytidae),Langor D.W.,Evolution,00143820,NA,44,3,609-618,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05941.x,"Three factors, directly or indirectly related to the host, influenced reproductive performance of parents (reproductive success, egg gallery length, fecundity, and number of eggs laid per centimeter of gallery) as well as the mortality, dry weight, and fat content of the progeny: 1) the host species in which progeny were reared, 2) the host species in which the female parent was reared, and 3) whether both parents originated from the same or different host species. Limber pine Pinus flexilis appears to be a better host for mountain pine beetle reproduction and survival than lodgepole pine Pinus contorta var. latifolia. Nonetheless, beetles reared from lodgepole and limber pine can reproduce in either host and will mate with eath other. Progeny of all crosses were fertile. Thus, there is no apparent barrier to prevent beetles from the 2 host species from interbreeding in the field. -from Authors",27,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,1,TRUE,45,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025627006,SCOPUS_ID:0025627006,2-s2.0-0025627006,Why should lek-breeders be monomorphic?,Trail P.W.,Evolution,00143820,NA,44,7,1837-1852,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05254.x,"About a quarter of all lek-breeding bird species are sexually monomorphic. The capuchinbird Perissocephalus tricolor is a sexually monomorphic, lek-breeding member of the cotinga family. The author studied the social and sexual behavior of this species, and compared it with the Guianan cock-of-the-rock Rupicola rupicola, a dimorphic, lekking member of the same family. Male-male competition in capuchinbirds involved direct contests for dominance. In each year, one dominant individual was able to control the most desired display site on the 8-male lek, and was the only male that copulated. In contrast to dimorphic lek birds, female as well as male capuchinburds engaged in frequent and intense aggression at the lek, and both males and females engaged in sexual mimicry. The author suggests that plumage monomorphism in lek birds has evolved as a result of social competition affecting both sexes. This hypothesis accounts for the exaggerated plumage characters shared by males and females in capuchinbirds and a number of other monomorphic lek birds. The evolution of plumage can best be analyzed as an arms race, in which the balance of selective forces acting on each sex can produce a variety of equilibrium states, ranging from sexual indistinguishability to extreme dimorphism. -from Author",71,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,46,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025626006,SCOPUS_ID:0025626006,2-s2.0-0025626006,Frequency-dependent fitness consequences of intraspecific nest parasitism in snow geese,Lank D.B.,Evolution,00143820,NA,44,6,1436-1453,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03837.x,"The reproductive efficiency, defined as the number of breeding recruits produced per egg laid; of intraspecific nest parasites; of hosts in parasitized nests; and of unparasitized nesting females, was measured for 14 yr for lesser snow geese Anser caerulescens caerulescens nesting near Churchill, Manitoba. Relative efficiencies were 0.71-0.88, 0.91, and 1.0 for eggs of parasites, hosts, and unparasitized birds, respectively. Parasitic success was limited by the parasites' failure to place more eggs than expected by change into nests at the appropriate time relative to host incubation. Host nesting success was lower when >1 parasitic egg was added to the clutch. Hatching parasitic young are at no disadvantage relative to parental young. The hatching efficiency of parasitic eggs declined more rapidly than that of parental eggs as the parasitism rate increased. Efficiencies were similar when 3-4% of the eggs laid per year were parasitic, but relative parasitic efficiency was significantly lower when the parasitism rate was ≥8-9%. Intraspecific nest parasitism could compete with nesting as a reproductive strategy in this population. The conditional use of parasitism by a large component of the population in certain years, however, combined with negative-frequency dependent success, limits the potential spread of a purely parasitic strategy. -from Authors",32,Journal,ar,Article,100,3,3,22104,NA,undefined,NA,1,TRUE,47,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025626005,SCOPUS_ID:0025626005,2-s2.0-0025626005,Parental quality and selection on egg size in the Magellanic penguin,Reid W.V.,Evolution,00143820,NA,44,7,1780-1786,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05248.x,"Exchanged clutches between Spheniscus magellanicus nests to reduce the covariation between egg and parental factors. Among control nests, fledging success increased slightly with egg size, but the effect of egg size independently of parental quality was limited to an influence on chick mass and size for the first 10 days post-hatching. In contrast, attributes of the parents influenced nesting success and chick size at fledging, independently of the egg size actually raised. The common occurrence of a positive phenotypic correlation between egg size and fledging success is probably due to 2 factors: 1) adults laying large eggs tend to be of higher quality; and 2) to the extent that egg size does influence early survival independently of parental quality, the effect on survival is due to a maternal effect on egg composition rther than an inherent effect of egg size. -from Authors",118,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,48,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025625763,SCOPUS_ID:0025625763,2-s2.0-0025625763,"Dispersal, gene flow, and allelic diversity between local populations of Thomomys bottae pocket gophers in the coastal ranges of California",Daly J.C.,Evolution,00143820,NA,44,5,1283-1294,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05232.x,"Dispersal was common in pre-reproductive juvenile females throughout the breeding season of their birth. Males on the other hand tended to disperse only from the end of the breeding season. Although dispersal was common 63% of adults appeared to be recruited within 40m of where they were born. Gene flow occurred into both established populations and into vacant habitat, but is was too low to reduce the differences in gene frequencies between the fields over 7yr. Allelic diversity was thus a balance between random drift due to small effective population size and gene flow. -from Authors",44,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,49,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025625709,SCOPUS_ID:0025625709,2-s2.0-0025625709,Inferences about inbreeding depression based on changes of the inbreeding coefficient,Ritland K.,Evolution,00143820,NA,44,5,1230-1241,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05227.x,"In a mixed-mating population, the fitness of selfed individuals, relative to outcrossed individuals, can be estimated from observed changes of the inbreeding coefficient F. In general, 3 measurements of F, or 2 measurements of F and one of the selfing rate, spanning 2 generations are needed. If however, adult F is assumed constant among generations, the adult F and selfing rate of 1 generation are sufficient to estimate relative fitness. Estimates of the relative fitness of selfed individuals for 14 Mimulus populations, assuming equilibrium of adult F, averaged 0.38, significantly lower than the 0.50 threshold needed to favor selfing genotypes. However, estimates for some populations showed large variance and over the 14 populations, relative fitness did not correlate with selfing rate. Violations of the equilibrium assumption cause a positive bias of the estimate and a spurious negative correlation of estimates with selfing rate. Estimates of relative fitness based on 2 generations of F do not suffer these problems. -from Author",158,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,50,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025625524,SCOPUS_ID:0025625524,2-s2.0-0025625524,"Different spatial scales of adaptation in the climbing behavior of Peromyscus maniculatus: geographic variation, natural selection, and gene flow",Thompson D.B.,Evolution,00143820,NA,44,4,952-965,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03817.x,"Individuals of P. m. rufinus sampled from montane conifer forest and conifer woodland in Arizona were better climbers than P. m. sonoriensis sampled from conifer woodland and desert habitats in Nevada, a result consistent with the hypothesis that natural selection has produced large-scale adaptation in climbing behavior. However, the climbing ability of P. m. sonoriensis from conifer woodland habitats on isolated mountaintops in Nevada has not evolved in response to natural selection to the degree expected, and populations sampled from desert grassland habitat, adjacent to woodland P. m. rufinus in Arizona, have climbing abilities that are not significantly different from conifer woodland populations: a combination of historical events and insufficient time to respond to selection appears to have influenced geographic variation and the spatial scale of adaptation in climbing ability. -from Author",25,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,51,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025624046,SCOPUS_ID:0025624046,2-s2.0-0025624046,Ecological and evolutionary stability of sperm-dependent parthenogenesis: effects of partial niche overlap between sexual and asexual females,Kirkendall L.R.,Evolution,00143820,NA,44,3,698-714,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05949.x,"Pseudogamous females reproduce parthenogenetically but require sperm. The authors analyze a density- and frequency-dependent model for the ecological and evolutionary stability of bisexual populations exposed to invasion by pseudogamous clones. The model predicts that for a variety of relative fitness values for asexual females, pseudogamous forms can successfully invade bisexual populations. The probability of successful invasion increases as niche overlap decreases. The authors analyze available sex ratio data for pseudogamous insects, fish and salamanders, and find significant changes in c50% of the asexual-dominated populations, but in only one sexual-dominated population. This analysis includes previously unpublished data on population sex rations in a pseudogamous bark beetle, Ips acuminatus. -from Authors",30,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,52,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025623159,SCOPUS_ID:0025623159,2-s2.0-0025623159,"Examining hypotheses generated by field measures of sexual selection on male lizards, Uta palmeri",Hews D.K.,Evolution,00143820,NA,44,8,1956-1966,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04302.x,"Territory quality and head depth were identified as direct targets of selection in a linear selection gradient analysis. Head depth was suggested to also be subject to quadratic selection. All examined traits exhibited significant directional selection differentials, suggesting indirect selection also was present because of the correlation of these traits with direct targets of selection. -from Author",127,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,53,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025622084,SCOPUS_ID:0025622084,2-s2.0-0025622084,"Phylogeny and the evolution of host plant associations in the leaf beetle genus Ophraella (Coleoptera, Chrysomelidae)",Futuyma D.J.,Evolution,00143820,NA,44,8,1885-1913,1990-01-01,1990,10.1111/j.1558-5646.1990.tb04298.x,"Species of Ophraella feed variously on 8 genera in 4 tribes of Asteraceae. Among and within the 12 species studied, at least 2 shifts are postulated to have occurred among congeneric plant species. Many host shifts in Ophraella postdate the divergence of the host plants, a conclusion that may apply commonly to phytophagous insects. A phenetic analysis of the plants' secondary compounds provides modest support for the hypothesis that host shifts are facilitated by commonalities in plant chemistry. A possible trend in host shifts is evident, from chemically simpler to chemically more forbidding plants. The chemical barriers to host shifts in Ophraella appear to require adaptation in both behavior and in physiological attributes. -from Authors",150,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,54,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025603533,SCOPUS_ID:0025603533,2-s2.0-0025603533,The evolution of tetrapod feeding behavior: kinematic homologies in prey transport,Reilly S.M.,Evolution,00143820,NA,44,6,1542-1557,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03845.x,"One of the major features of the aquatic-to-terrestrial transition in vertebrate evolution was the change in the mechanism used to transport prey from the jaws to the throat. Primarily, vertebrates use hydraulic transport, but the transition to terrestrial life was accompanied by modifications of the hyobranchial apparatus that permit tongue-based transport. Transport cycles of Ambystoma tigrinum (Amphibia) feeding on worms and crickets were filmed to produce quantitative profiles of intraoral transport cycles. During the transport cycle the head and body remain stationary relative to the background. Prey type had little effect on the kinematics of prey transport. During the evolution of terrestrial prey processing systems the primitive extended preparatory phase has apparently become greatly compressed and incorporated into the amniote gape cycle. -Authors",65,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,55,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025599681,SCOPUS_ID:0025599681,2-s2.0-0025599681,Some population genetic consequences of colony formation and extinction: genetic correlations within founding groups,Whitlock M.C.,Evolution,00143820,NA,44,7,1717-1724,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05243.x,"Extinction and recolonization in an island model affects genetic differentiation among subpopulations through a combination of sampling and mixing. The balance of these forces is investigated in a general model of population founding that predicts first the genetic variance among new groups and then the effect of these new groups on the total genetic variance among all populations. Kin-structured founding and inbreeding within populations can have a significant effect on the genetic variance among groups. Population structure is critically affected by non-equilibrium dynamics. The properties of new populations, especially founding number, probability of common origin, and kin structure, are vital in our understanding of genetic variation. -from Authors",327,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,0,FALSE,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0025598643,SCOPUS_ID:0025598643,2-s2.0-0025598643,Resource influenced sex roles of zaprochiline tettigoniids (Orthoptera: Tettigoniidae),Simmons L.W.,Evolution,00143820,NA,44,7,1853-1868,1990-01-01,1990,10.1111/j.1558-5646.1990.tb05255.x,"Male tettigoniids donate nutrients to females at mating in the form of a spermatophylax, which function as paternal investment leading to a reversal in the sex roles. Reversal in the behavioral sex roles of a zaphrochiline was directly related to current availability of food resources. When resource availability was low, females were less fecund and males had lower and more variable accessory gland weights than when resource availability was high. When resources were scarce, larger individuals had a reproductive advantage having more eggs or heavier accessory glands. All individuals were equally fecund or had equal accessory gland weights when resources were plentiful. During low resource availability males with a spermatophylax were choosy of their mates, and females were competitive. When resources were plentiful males were less discriminative and females showed signs of discrimination. Female sexual motivation decreased when environmental resources were plentiful and only females of low nutritional status continued to mate. When resources were scarce, females achieved fecundities equivalent to those achieved during high resource availability through spermatophylax consumption. Females apparently continue to mate to compensate for low resource availability. Male parental investment may be important only in poor quality habitats. When resources are plentiful females do not need to remate. Thus resource availability may directly influence the number of sexually active males and females (operational sex ratio) and the form of sexual selection. -from Authors",110,Journal,ar,Article,100,2,2,22104,NA,undefined,NA,1,TRUE,57,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0025596743,SCOPUS_ID:0025596743,2-s2.0-0025596743,Population structure and competition among kin in the chorus frog (Pseudacris triseriata),Smith D.C.,Evolution,00143820,NA,44,6,1529-1541,1990-01-01,1990,10.1111/j.1558-5646.1990.tb03844.x,"In natural populations on Isle Royale, tadpoles of the chorus frog live in small pools on the shore of Lake Superior. Hatchling densities are high and sufficient to cause competitive impact on survivorship, growth, and development. The temporal and spatial pattern of egg laying indicates that tadpoles in many of the pools belong to single sibships. Average coefficients of relationship among tadpoles indicate that relationship among competing larvae averages approximately 0.35, and varies widely among larval subpopulations, from <0.1 to c0.5. Two growth experiments were carried to test whether growth trajectories and larval characteristics at metamorphosis are influenced by relationship among competing tadpoles. Kin effects occurred only in the experiment carried out in small pens at high initial densities: in this experiment, pure sib populations grew faster, and a higher proportion attained metamorphosis, but there were no kin effects on larval period or body size at metamorphosis. The chorus frog appears to have a population structure conducive to kin-group selection. High variance in the average coefficient of relationship among pools should favor kin recognition and kin-specific interference behavior. Growth experiments suggest that the tadpoles respond to the genetic relationship of competitors, with significant effects on the distribution of fitness at metamorphosis among members of the group. -from Author",30,Journal,ar,Article,100,1,1,22104,NA,undefined,NA,1,TRUE,58,all,All Open Access
