@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/84874419564,SCOPUS_ID:84874419564,2-s2.0-84874419564,"Relative yield-per-recruit and management strategies for Cynoscion acoupa (Perciformes: Sciaenidae) in Lake Maracaibo, Venezuela",José Ferrer Montanm̃o O.,Revista de Biologia Tropical,00347744,22152075,61,1,173-180,2013-03-01,March 2013,"Acoupa weakfish, Cynoscion acoupa, in Lake Maracaibo is subject to intense commercial fishing by an artisanal fleet, and a recent decrease in fish size observed from landings is of concern. This fishery has not yet been modeled, and its assessment and the establishment of management practices to overcome the current overfished condition are urgently needed. To address this, we used recent and past empirical growth estimates to model relative yield-per-recruit under different lengths at first capture. Our results from relative yield-perrecruit analysis showed evidence that growth and recruitment overfishing occur under current fishing practices in Lake Maracaibo. Particular attention was given to fishing practices in El Tablazo Bay where young, small fish predominate in the commercial catches (mean total length=33.7cm), well below the length at first sexual maturity (~40cm TL) for both sexes. As management strategies, we propose to set a mesh size limit at or above 8.89cm (3.5in), which will reduce fishing mortality of immature fish, increase yield-per-recruit, and will result in an increase of Acoupa weakfish recruitment for the long term in Lake Maracaibo.",3,23894971,Journal,ar,Article,100,2,2,Cynoscion acoupa | Lake Maracaibo | Length at first maturity | Relative yield-per-recruit | Venezuela,13567,undefined,0,FALSE,82,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874419436,SCOPUS_ID:84874419436,2-s2.0-84874419436,"Dietary breadth of the animal protein consumed by riverine communities in the tapajós National Forest, Brazil",Fonseca R.A.,Revista de Biologia Tropical,00347744,22152075,61,1,263-272,2013-03-01,March 2013,"In small-scale human settlements, the acquisition of animal protein is strictly related to subsistence activities, and yours dietary habits are determined by the availability and the selectivity permitted by the diversity of these resources. This study analyzed the consumption of animal protein sources in seven traditional riverine communities of the Tapajos National Forest, located in Eastern Brazilian Amazonia, considering fish, game meat and domestic animals. The analysis of animal protein consumption was based on the assumptions of the diet breadth model and the Optimal Foraging Theory. We compared diet breadths between communities and between rainy and dry seasons. The study focused on seven traditional riverside communities, six of them distributed along the right bank of the Tapajos River and one on the right bank of the Cupari River. Data collection was performed in four fields trips, two in the rainy season (May and July) and two in the dry season (September and November) in 2010. Data were collected through semi-structured interviews where the informant mentioned the source of animal protein consumed in the last three meals and which would be consumed at the next meal, if possible. We carried out a total of 470 interviews, where we documented 1 512 meals, and in only 12% of the meals there was no consumption of any animal protein source. The fish was consumed in 60.4% of the meals, being the most important source of animal protein consumed, differing significantly from other protein sources (χ2=23.79, df=5, p<0.001). A total of 11 species of wild animals and 46 species of fish were consumed. The choice in the consumption of game meat consisted on Tayassu pecari, Hydrochoerus hidrochaeris and Cuniculus paca, while the preference for fish consumption included Plagioscion spp., Astronotus spp., Cichla spp. And Leporinus spp. The Simpson index did not vary significantly between the rainy and dry season (N=6, t=1.25, p=0.267) or between communities (N=6, t=5, p=0.42), although São Francisco das Chagas have significantly higher consumption of game meat (χ2=370.41, df=25, p<0.001). Fishing is an activity of paramount importance to these communities, and factors that lead to decreased availability of fish may lead to subsequent increase in hunting pressure. For the conservation of preserve of both wildlife natural resources and practices of subsistence of riverine communities of the Tapajós National Forest, it is necessary to ensure the maintenance of fish stocks and the protection of the Tapajós River areas large enough to maintain viable populations of wild animals and more tolerant to hunting and habitat loss.",6,23894979,Journal,ar,Article,100,2,2,Dietary breadth | Fish | Game meat | Tapajós National Forest | Traditional riverine communities,13567,undefined,0,FALSE,83,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874416952,SCOPUS_ID:84874416952,2-s2.0-84874416952,"Diversity and distribution of grasshoppers (Orthoptera: Acridoidea) in grasslands of the southern pampas region, Argentina",Mariottini Y.,Revista de Biologia Tropical,00347744,22152075,61,1,111-124,2013-03-01,March 2013,"In Argentina, the grasslands of Pampas region comprise approximately 15% of the country. As in other grasslands of the world, grasshoppers are among the most important native herbivores. Their economic importance has been recognized in Argentina since the mid to late nineteenth century, since outbreaks of different species have become recurrent phenomena. Therefore, the main objective of this work was to study their diversity and distribution in grasslands of the Southern Pampas region (Laprida county, Buenos Aires province), as one of the most affected areas. The study was conducted during five seasons (2005-10). Sampling sites were represented by the most common plant communities in this area, classified in four categories: native grasslands, disturbed grasslands, implanted pastures and halophilous grasslands. The samplings were conducted from mid-spring to early autumn, with five or six samples per season. We estimated the following population descriptors: species richness (S), eveness (E), dominance (J), and diversity index (H). In order to evaluate the similitude of the grasshopper communities present in the different plant communities, we used qualitative and quantitative coefficients of similitude. A total of 22 species of grasshoppers were collected, of which 21 belong to the family Acrididae. The subfamily Melanoplinae was the most diverse with eight species. The largest species richness was recorded in native grasslands (18). The different communities of grasshoppers had similar indices of evenness and dominance (p>0.05). Considering all plant communities, the average value of Shannon-Wiener index was 1.58±0.075. There was a positive correlation between evenness index and species richness (p<0.05). The diversity index H' was different between plants communities (p<0.05), and it was higher in the disturbed grassland (1.75±0.096, p<0.05) than in the halophilous grasslands (1.34±0.12). Native and disturbed grasslands had a higher plant richness than halophilous grasslands and implanted pastures (p<0.05). There was a positive relationship between plant richness and grasshoppers species richness, and diversity of grasshoppers. According to the qualitative indices applied, the similitude between different grasshopper communities was higher than 60%. In general, the species that had a higher frequency of occurrence showed greater abundance and distribution. Covasacris pallidinota, Dichroplus elongatus, D. maculipennis, Borellia bruneri and B. pallida were the most widely distributed species, most of them (12) showed a restricted distribution and few (five) an intermediate distribution.",9,23894966,Journal,ar,Article,100,3,3,Distribution | Diversity index | Grasshoppers | Grasslands | Species richness,13567,undefined,0,FALSE,84,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874416670,SCOPUS_ID:84874416670,2-s2.0-84874416670,"Food habits of the white-tailed deer, Odocoileus virginianus (Artiodactyla: Cervidae) in Nanchititla Natural Park, Mexico.",Aguilera-Reyes U.,Revista de Biologia Tropical,00347744,22152075,61,1,243-253,2013-03-01,March 2013,"Food habits of the white-tailed deer, Odocoileus virginianus (Artiodactyla: Cervidae) in Nanchititla Natural Park, Mexico. White-tailed deer is a species with a large behavioral plasticity and adaptation to different habitats, including their food habits. This study was conducted with the aim to determine the food habits of this species in the cloud (BMM) and pine-oak (BPE) forests. Deer scats and plant samples were obtained following standard methods, from Sierra Nanchititla Park in the State of Mexico, from June 1990 to May 1992. A total of 104 deer pellet-groups were collected, and histological analysis for herbivores was used and compared with stock samples of plant tissues collected from the study area. We applied the Spearman correlation and Morisita index to determine alimentary preference. The results showed that the deer consumes 79.44% of plant species from BMM and 20.56% of the BPE. There is a selectivity tendency for 12 of the 14 plant species located in the BMM, while for BPE no tendency was observed. Key species that are part of the elemental diet of the deer in these areas were: Acalypha setosa, Smilax pringlei, Psidium sartorianum and Dendropanax arborea. The consumption of plants did not differ significantly between the dry and rainy seasons in terms of biological form, however, during the dry season there is a tendency to consume trees, and by the end of the rainy season to consume herbs. The data indicate that the deer can be selective with BMM plants, while for the BPE tends to be opportunistic.",6,23894977,Journal,ar,Article,100,6,6,Cloud forest | Food habits | Mexico | Pine-oak forest | White-tailed deer,13567,undefined,0,FALSE,85,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874416447,SCOPUS_ID:84874416447,2-s2.0-84874416447,Sampling optimization for tropical invertebrates: An example using dung beetles (Coleoptera: Scarabaeinae) in Venezuela,Rafael Ferrer-Paris J.,Revista de Biologia Tropical,00347744,22152075,61,1,89-110,2013-03-01,March 2013,"The development of efficient sampling protocols is an essential prerequisite to evaluate and identify priority conservation areas. There are few protocols for fauna inventory and monitoring in wide geographical scales for the tropics, where the complexity of communities and high biodiversity levels, make the implementation of efficient protocols more difficult. We proposed here a simple strategy to optimize the capture of dung beetles, applied to sampling with baited traps and generalizable to other sampling methods. We analyzed data from eight transects sampled between 2006-2008 with the aim to develop an uniform sampling design, that allows to confidently estimate species richness, abundance and composition at wide geographical scales. We examined four characteristics of any sampling design that affect the effectiveness of the sampling effort: the number of traps, sampling duration, type and proportion of bait, and spatial arrangement of the traps along transects. We used species accumulation curves, rank-abundance plots, indicator species analysis, and multivariate correlograms. We captured 40 337 individuals (115 species/morphospecies of 23 genera). Most species were attracted by both dung and carrion, but two thirds had greater relative abundance in traps baited with human dung. Different aspects of the sampling design influenced each diversity attribute in different ways. To obtain reliable richness estimates, the number of traps was the most important aspect. Accurate abundance estimates were obtained when the sampling period was increased, while the spatial arrangement of traps was determinant to capture the species composition pattern. An optimum sampling strategy for accurate estimates of richness, abundance and diversity should: (1) set 50-70 traps to maximize the number of species detected, (2) get samples during 48-72 hours and set trap groups along the transect to reliably estimate species abundance, (3) set traps in groups of at least 10 traps to suitably record the local species composition, and (4) separate trap groups by a distance greater than 5-10km to avoid spatial autocorrelation. For the evaluation of other sampling protocols we recommend to, first, identify the elements of sampling design that could affect the sampled effort (the number of traps, sampling duration, type and proportion of bait) and their spatial distribution (spatial arrangement of the traps) and then, to evaluate how they affect richness, abundance and species composition estimates.",10,23894965,Journal,ar,Article,100,3,3,Biodiversity inventories | Neomaps | Scarabaeidae | Species composition | Species richness | Systematic sampling,13567,undefined,0,FALSE,86,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874415807,SCOPUS_ID:84874415807,2-s2.0-84874415807,Biocide activity of Annona coriacea seeds extract on Rhodnius neglectus (Hemiptera: Reduviidae),Carneiro A.,Revista de Biologia Tropical,00347744,22152075,61,1,419-427,2013-03-01,March 2013,"The use of synthetic insecticides for insect control may lead to different kind of problems, such as vector resistance to insecticides. To avoid these problems, a new research area to study botanical products as possible disease vectors controls, has become a feasible alternative. The purpose of this research was to evaluate the biocide activity of the ethanol extract of seeds of Annona coriacea on Rhodnius neglectus (Chagas disease vector) nymphs and adults. For this, different concentrations extracts were evaluated: 25, 50, 100 and 200mg/ mL, and water in DMSO (20%) was used as control. The experimental design was completely randomized and we conducted the bioassay with nymphs and adults, with 10 nymphs and 10 adults (five males and five females) per treatment. Extract action was evaluated in both bioassays, in order to identify possible effects of mortality and life cycle interruption of nymphs and adults during a 28-day-period. The results obtained showed that the extract of A. coriacea was able to disrupt the development of nymphs and adults of R. neglectus, with a mortality rate of more than 90%, 36% and 100%, at the highest concentrations, respectively. There was also molting inhibition in nymphs, lower reproductive capacity in females, feeding deterrence and morphological changes in nymphs and adults. We concluded that the extract of A. coriacea has insecticide action on nymphs and adults of R. neglectus.",7,23894992,Journal,ar,Article,100,3,3,Adulticidal | Annona coriacea | Nymphicidal | Seed extract | Triatomines,13567,undefined,0,FALSE,87,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874410974,SCOPUS_ID:84874410974,2-s2.0-84874410974,"Intraspecific variation in body size and shape in an andean highland anole species, Anolis ventrimaculatus (Squamata: Dactyloidae)",Calderón-Espinosa M.L.,Revista de Biologia Tropical,00347744,22152075,61,1,255-262,2013-03-01,March 2013,"Variation in body characteristics related to lizard locomotion has been poorly studied at the intraspecific level in Anolis species. Local adaptation due to habitat heterogeneity has been reported in some island species. However, studies of mainland species are particularly scarce and suggest different patterns: high variability among highland lizards and poorly differentiated populations in one Amazonian species. We characterized inter population variation of body size and shape in the highland Andean Anolis ventrimaculatus, an endemic species from Western Colombia. A total of 15 morphometric variables were measured in specimens from the reptile collection of the Instituto de Ciencias Naturales, Universidad Nacional, Colombia. The study included individuals from seven different highland localities. We found size and shape sexual dimorphism, both of which varied among localities. Patterns of variation in body proportions among populations were different in both males and females, suggesting that either sexual or natural selective factors are different in each locality and between sexes. Since this species exhibits a fragmented distribution in highlands, genetic divergence may also be a causal factor of the observed variation. Ecological, behavioral, additional morphological as well as phylogenetic data, may help to understand the evolutionary processes behind the geographic patterns found in this species.",5,23894978,Journal,ar,Article,100,3,3,Anolis ventrimaculatus | Intraspecific variation | Mainland | South America,13567,undefined,0,FALSE,88,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874410357,SCOPUS_ID:84874410357,2-s2.0-84874410357,"Distribution and abundance of fish community in the littoral area of ""los petenes"" biosphere reserve, campeche, Mexico",Muñoz-Rojas S.,Revista de Biologia Tropical,00347744,22152075,61,1,213-227,2013-03-01,March 2013,"""Los Petenes"" Biosphere Reserve (RBLP) is a critical habitat for many aquatic and terrestrial species. It has the biggest and better conserved seagrass beds, and it represents an important habitat for food, protection and breeding of aquatic organisms, and a temporal refuge for migratory species. The objective of this study was to describe the ichthyofauna diversity in the littoral coastal area of the RBLP, to identify the ecological dominant species, and to analyze the abundance of the fish community and its temporal and spatial changes, and their relationship with some environmental variables. Monthly fish samples were obtained with the aid of trawl nets, from 24 samplings sites distributed along the reserve, between May 2009 and April 2010. The trawl net was operated 288 times and 21 795 individuals with 279.5kg of weight were collected. A total of 46 fish species grouped in 34 genera and 23 families were identified. In a spatial scale, the abundance showed the next ranges: 0.018-0.094ind./m2; 0.249-1.072 g/m2 and 9.75-19.32g/ind.; the diversity indexes obtained were: H'n=1.46-2.15, J'=0.45-0.71 and D'=2.08-3.92. In a temporal scale, the abundance and diversity ranged between: 0.026-0.066ind./m2; 0.342-0.764g/m2 and 6.49-22.98g/ind.; H'n=1.76-2.08; J'=0.52-0.64 and D'=3.07-4.18. Eleven dominant species were identified with a representation of the 94.39% in number of individuals, and 89.66% in weight of the total catch. From the total, eight species had economic or commercial importance, especially Lagodon rhomboides and Haemulon plumierii. The cluster analyses identified four fish associations; these results are discussed in order to identify relationships between habitat-species. Finally, the canonical correspondence analysis evidenced an association between H. plumierii with salinity and dissolved solids. The RBLP has high habitat diversity and its fish community has developed strategies to use all the spatial and temporal conditions and to satisfy the needs of their life cycles.",5,23894975,Journal,ar,Article,100,4,4,Abundance | Campeche | Diversity | Fish community | Los Petenes,13567,undefined,0,FALSE,89,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874408704,SCOPUS_ID:84874408704,2-s2.0-84874408704,"Reproductive and morphometric traits of macrobrachium amazonicum (Decapoda: Palaemonidae) from the Pantanal, Brazil, suggests initial speciation",Hayd L.,Revista de Biologia Tropical,00347744,22152075,61,1,39-57,2013-03-01,March 2013,"The palaemonid shrimp Macrobrachium amazonicum shows an unusually large geographic range (ca. 4 000km across) living in coastal, estuarine, and limnic inland habitats of the upper Amazon, Orinoco, and La Plata basins. This raises doubts whether allopatric, ecologically diverse populations belong to the same species. While shrimps from estuarine and Amazonian habitats have been studied in great detail, very little is known about hololimnetic inland populations. In the present study, biological traits related to growth (maximum body size, fresh weight, morphometric relationships) and reproduction (sex ratio; occurrence of male morphotypes; minimum sexable size; minimum size of ovigerous females; fecundity; egg size), were studied in M. amazonicum collected from a pond culture and two natural freshwater habitats (Rio Miranda; Lagoa Baiazinha) in the Pantanal of Mato Grosso do Sul, Brazil. In total, 2 270 shrimps were examined (603 males; 1 667 females, 157 of these ovigerous). Sex ratio (males:females) was at all sampling sites strongly female-biased, ranging from 0.2-0.6. Maximum body size was larger in natural habitats compared to the pond culture, suggesting reduced growth or a shorter life span under artificial mass rearing conditions. Maximum fecundity observed in our material was 676 eggs, reached by the largest female (TL=65mm; Lagoa Baiazinha). A significant difference between slope parameters of linear regressions describing fecundity, either in terms of numbers of eggs laid or of larvae released, in relation to female fresh weight, indicates egg losses. This may be due in part to a 2.4-fold increase in egg volume occurring during the course of embryonic development, while the available space under the abdomen remains limited. Size-weight relationships differed significantly between males and females, indicating sexspecific morphometric differences. Males appear to have a more slender body shape than females, reaching thus lower weight at equal TL. When reproductive and morphometric traits are compared with literature data from estuarine and inland populations living in the Amazon and Orinoco plains, shrimps from the Pantanal show conspicuous peculiarities differing from other populations: (1) maximum body size is far smaller, suggesting shorter longevity; (2) females are consistently larger than males; (3) different male morphotypes are absent; (4) minimum sexable size and (5) minimum size of ovigerous females are smaller. These traits suggest a heterochronic shift (predisplacement) of sexual maturation and r-selection. In summary, our data show biologically relevant differences in life-history traits of shrimps from the Pantanal compared to M. amazonicum populations in other regions. All these differences persist also in long-term cultures maintained under constant conditions. Altogether, our data support the hypothesis that M. amazonicum in the Paraná-Paraguay drainage basin has phylogenetically diverged from allopatric populations that are hydrologically separated by continental watersheds, implying an at least incipient vicariant speciation.",46,23894962,Journal,ar,Article,100,2,2,Caridea | Fecundity | Freshwater shrimp | Growth | Life history | Reproduction,13567,undefined,0,FALSE,90,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874408007,SCOPUS_ID:84874408007,2-s2.0-84874408007,"Fishery and biology of Rhinobatos percellens (Rajiformes: Rhinobatidae) caught by the artisanal fishery at La Pared beach, Venezuela",Tagliafico A.,Revista de Biologia Tropical,00347744,22152075,61,1,149-160,2013-03-01,March 2013,"Fishery and biology of Rhinobatos percellens (Rajiformes: Rhinobatidae) caught by the artisanal fishery at La Pared beach, Venezuela. R. percellens is incidentally caught in Venezuela by the artisanal fishery using bottom gillnets. This species was classified by the IUCN as being ""near threatened"", and there is poor knowledge about its biology and fishery in Venezuela. For this reason, we analyzed the specimens caught by the artisanal fleet in playa La Pared, once a week, from January to December 2007. We determined total length, sex and maturity for each captured specimen. A total of 210 specimens were analyzed, 159 females and 51 males. The 81% of all specimens caught were adults, but within this group 27% were pregnant. The average size of sexual maturity was found between 51 and 52cm for females and males, respectively. Adult females were found all year round, and pregnant females in seven of the months sampled; highest numbers were found between February-March and September. The analyzed females had a total of 96 embryos with a size range between 2 and 19cm, with a maximum fertility of four embryos per litter. February and June-July showed the maximum breeding time, and considering the broad range of embryos sizes and the frequency of pregnant females along the different months, allow us to believe that they reproduce throughout the year. Fishing regulation including minimum catch size in relation to maturity length and release of pregnant females in water is recommended.",7,23894969,Journal,ar,Article,100,3,3,Batoidea | Caribbean | Elasmobranchii | Guitarfish,13567,undefined,0,FALSE,91,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874407874,SCOPUS_ID:84874407874,2-s2.0-84874407874,Arborescent species of the genus Blechnum (Blechnaceae: Pteridophyta),Rolleri C.H.,Revista de Biologia Tropical,00347744,22152075,61,1,377-408,2013-03-01,March 2013,"Although the genus Blechnum has been largely studied, problems of species characterization, nomenclature, classification and taxonomy remain unsolved. For these reasons, in this study we intend to deepen in the characterization of the arborescent group of Blechnum with a review of eight species: B. brasiliense, B. columbiense, B. cycadifolium, B. magellanicum, B. moritzianum, B. schomburgkii, B. tabulare and B. werckleanum.Type material and several collections from diverse herbaria were studied. For morphological studies we used both herbarium and fresh material collected by the authors in fieldwork between 2005 and 2010. Rhizomes, stipes, vascularization of costae, as well as several characters of the lamina, such as outline, division, venation, margin structure, epidermal patterns, stomata, presence and types of hypodermis, and mesophyll of pinnae were studied. Important aspects of the morphology of the sporophyte have been analyzed, and external characters have been correlated with internal diagnostic ones to use the most reliable external traits in keys and descriptions. Taxonomy has been updated, and corrections have been introduced to the species nomenclature and comments were included to summarize the current knowledge of the geographical distribution and ecology. The presence of B. tabulare in America is confirmed, and the taxonomy of the species is updated, since external and internal morphology indicated that other related, American and African species, such as B. spannagelii and B. madagascariense must be included under that name. Similar studies carried out on B. schomburgkii indicated that the name is a synonym of B. auratum subsp. auratum, while B. auratum subsp. columbiense is treated here as a well characterized species. Detailed study of numerous specimens allowed to characterize B. moritzianum, being the correct name to apply to the recently described B. yungense. A refreshed description of the species is presented together with a list of new, selected materials to illustrate current known geographical distribution. Expanded data on ecology, geographical distribution and affinities are given, and a key for species identification is presented.",6,23894990,Journal,ar,Article,100,5,5,Arborescent species | Diagnostic characters | Morphology | Nomenclature | Review,13567,undefined,0,FALSE,92,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874407682,SCOPUS_ID:84874407682,2-s2.0-84874407682,Does the lagoa do peixe sandbar opening influence the macrophyte richness and composition in southern Brazil wetlands?,Silvia Rolon A.,Revista de Biologia Tropical,00347744,22152075,61,1,409-417,2013-03-01,March 2013,"The Lagoa do Peixe has its connection with the sea artificially opened every year at the end of winter. However, this management has been carried out without the evaluation of the impact of this opening in the aquatic biodiversity. This information is crucial for the management of the natural resources of the Lagoa do Peixe National Park, the unique Ramsar site in Southern Brazil. The following questions were analyzed: (1) Do richness and composition of aquatic macrophytes from Lagoa do Peixe floodplain varies temporarily according to the sandbar opening and closing? (2) Does the variation pattern of the macrophyte community changed according to the sandbar opening and closing? A set of eight sampling sites of 1ha were selected over the Lagoa do Peixe floodplain: four sites not influenced by the artificial sandbar opening and four sites influenced by this event, being two sites closer to the sandbar opening and the two sites distant to the sandbar opening. The samplings were carried out between November 2007 and October 2009. The results show that although the artificial sandbar breaching does not affect the aquatic macrophyte richness at the floodplain, it affects the dynamics of species composition. The hydrological variation related to this management can be the main factor of the continuous change in the species composition in the floodplain, especially in the Southern portion. In order to avoid impacts in the macrophyte conservation, the artificial sandbar opening should be considered carefully, since the area of study is one of the most important conservation units to wetland systems in Southern Brazil.",3,23894991,Journal,ar,Article,100,3,3,Aquatic plants | Floodplain wetlands | Sandbar breaching | Species composition stability,13567,undefined,0,FALSE,93,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874407187,SCOPUS_ID:84874407187,2-s2.0-84874407187,"Relocation of Espeletia grandiflora (Asteraceae) plants as a strategy for enrichment of disturbed paramo areas (PNN Chingaza, Colombia)",Rojas-Zamora O.,Revista de Biologia Tropical,00347744,22152075,61,1,363-376,2013-03-01,March 2013,"Ecological restoration of the Andean paramos faces several ecological barriers mainly at the phase of dispersal and establishment of native species. With the aim to contribute to the enrichment of degraded areas, different strategies have to be developed to overcome those barriers. In this work we studied the response of individuals of Espeletia grandiflora (Asteraceae) to the relocation as a strategy for ecological restoration programs. We also evaluated the effect of size of relocated individuals on their survival and development. The work was carried out in an experimental plot at 3 424m altitude in the sector ""Lagunas de Siecha"" of Chingaza National Park, Colombia. We relocated 200 plants that belonged to three different size classes: 5, 10 and 15cm of initial height. The following variables were registered: survival, plant height, number of living leaves and stem diameter of each individual. We also evaluated the differences between individuals in survival and development. In terms of survival the most efficient size classes corresponded to 15cm high; the survival was 85% after two years. The relative growth rates for height and stem diameter decreases with the increase in size, but the absolute increase in height did not show significant differences between the three sizes tested. Since the stem diameter was found the strongest survival predictor after two years of relocation activities, we suggest its use as a criterion for selection of relocation individuals. The relocation of individuals of E. grandiflora had a positive side effect, carrying other species that may contribute to the enrichment and restoration of degraded areas. Among these, we found species of the genus Hypericum, as well as Arcytophyllum nitidum and Calamagrostis effusa, which should be evaluated in terms of survival and development for the subsequent implementation of the relocation strategy. In this study we verified the successful relocation of individuals of E. grandiflora as a strategy for enrichment of paramos, and provided values of survival and growth, which should be useful for planning and predicting with greater certainty the success of restoration programs in the paramo.",3,23894989,Journal,ar,Article,100,4,4,Caulescent rosette | Ecological restoration | Relative growth rate | Survival | Transplants,13567,undefined,0,FALSE,94,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874403657,SCOPUS_ID:84874403657,2-s2.0-84874403657,Inter-cohort growth patterns of pharaoh cuttlefish Sepia pharaonis (Sepioidea: Sepiidae) in Eastern Arabian Sea,Sasikumar G.,Revista de Biologia Tropical,00347744,22152075,61,1,1-14,2013-03-01,March 2013,"Sepia pharaonis is an important commercial species endemic to the tropical Indo-Pacific region. Despite its commercial significance, only few information on natural populations is available. This study was aimed to describe the aspects of size-composition, length-weight relationship, catch rates, seasonal recruitment and inter-cohort growth patterns of S. pharaonis population (Clade C), distributed along the Eastern Arabian Sea (South-West coast of India). For this, the Dorsal Mantle Length (DML) and weight of cuttlefishes was obtained from commercial trawl catches, from April 2002 to October 2006. Data was analyzed by normal length-weight methods such as von Bertalanffy. A total of 12 454 cuttlefishes, ranging in length from four to 41cm were analyzed. Size-composition patterns discriminated two pulses in recruitment to the fishery, discernible by a decrease in the monthly mean size of the population. The DMLs of the two seasonal cohorts were subjected to modalprogression analysis using the Bhattacharya's method for the estimation of growth. The estimated parameters L∞ and K in von Bertalanffy Growth Function (VBGF) were used to model growth curves in length for the cohorts. The first cohort, (post-monsoon cohort) which supports the major fishery, was composed of mediumsized, fast growing individuals, whereas the second cohort (pre-monsoon cohort), comprised of slow growing and large-sized individuals. There were differential growth characteristics between the sexes and the life span was estimated at less than 2.3years for males and 2.1years for females. Negative allometric growth in weight (W) with length (L) was observed for males (W=0.33069.L2.5389) and females (W=0.32542.L2.6057). The females were heavier compared to males at any given mantle length, and the males were found to attain larger ultimate lengths. The major fishing season for cuttlefish was from May to November, when higher monthly catch rates of 1.67-13.02kg/h were observed in comparison with 0.03-0.85kg/h in December-April. Seasonal catch rates indicated a migratory life cycle of S. pharaonis between offshore and inshore coastal zones.",8,23894959,Journal,ar,Article,100,3,3,Age | Cuttlefish | Eastern Arabian Sea | Growth | Length-weight relationship | Sepia pharaonis,13567,undefined,0,FALSE,95,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84874403341,SCOPUS_ID:84874403341,2-s2.0-84874403341,Genealogical approaches to the temporal origins of the central american gap: Speciation and divergence in pacific Chthamalus (Sessilia: Chthamalidae),Meyers M.,Revista de Biologia Tropical,00347744,22152075,61,1,75-88,2013-03-01,March 2013,"A large section of the tropical Eastern Pacific coastline is nearly devoid of reef or consolidated habitat, and is known as the Central American Gap as it is associated with a biogeographic transition in fish and invertebrate species. We analyze phylogeographic data for intertidal barnacles (Chthamalus) to identify relevant temporal patterns that describe the origins of this biogeographic transition (the Mexican-Panamic Transition Zone). These contrasts of populations on either side of the transition zone include two pairs of closely related species (C. panamensis and C. hedgecocki; C. southwardorum and a Southern form of C. southwardorum), as well as gene flow data within one species (C. panamensis) that currently is found on both sides of the boundary between provinces. Using sequence data from a prior phylogenetic study, we used traditional (net nucleotide divergence) measures as well as coalescent analyses that incorporate the isolation-migration model to identify the likely time of separation between Northern and Southern taxa in two species pairs. A total of 67 individuals were sequenced at two mitochondrial (cytochrome c oxidase I, 16S) and one nuclear (elongation factor 1-alpha) gene regions. Our analyses indicate that the regional isolation of these intertidal barnacles occurred approximately 315-400kya, with subsequent expansion of C. panamensis from the Southern region into the North much more recently. There are insufficient survey data to conclusively document the absence of species from this group within the Central American Gap region near the Gulf of Tehuantepec. However, appropriate habitat is quite sparse in this region and other environmental factors, including upwelling and water temperature, are likely to be associated with isolation of many species in the Mexican and Panamic provinces sensu stricto. Some taxa may maintain gene flow across this region, but very few genetic studies have been completed on such taxa. Until further work is done, distinguishing between prior hypotheses of a faunal gap, or a faunal transition zone, is somewhat speculative. Additional taxonomic revision will be necessary in Chthamalus but is beyond the scope of this paper.",14,23894964,Journal,ar,Article,100,3,3,Barnacle | Central American Gap | Chthamalus | Intertidal | Pacific | Phylogeography | Transition zone,13567,undefined,0,FALSE,96,NA,NA,NA,NA,NA
