@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id,prism:eIssn
true,https://api.elsevier.com/content/abstract/scopus_id/0000710863,SCOPUS_ID:0000710863,2-s2.0-0000710863,Diversidad de especies arbóreas en el bosque tropical húmedo del Caribe nicaragüense siete años después del huracán Juana,Granzow-de La Cerda I.,Revista de Biologia Tropical,00347744,45,4,1409-1419,1997-12-01,December 1997,"The hypothesis that catastrophic disturbance causes an increase of tree species diversity was tested, using the case of Hurricane Joan (October of 1988) in the lowland tropical rain forest of the Caribbean coast of Nicaragua. Census were carried out every year on trees of more than 3.2 cm in breast height diameter existing in study plots, 1.17 ha overall, in six localities: four that had suffered from the hurricane and two out of its range, as a control. Species area curves were calculated for each locality. The data used fir this study corresponds to that collected in March and May of 1996, 7 years after the hurricane. The species richness was directly correlated with the intensity of damage for all the localities. That of Bodega, on the Kukra River, suffered the most damage and has the maximum diversity (128 species in 0.3 ha), while those of Río Kurinwás, not affected by the hurricane, had the least of all (total of 85 species in 0.3 ha).",9,Journal,ar,Article,100,4,4,Biodiversity | Competitive exclusion | Disturbance | Forest regeneration | Hurricane | Nicaragua | Rain forest | Species richness | Species-area curves,13567,undefined,0,FALSE,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000069801,SCOPUS_ID:0000069801,2-s2.0-0000069801,Fig wasps: Mechanisms of pollen transfer in Malvanthera and Pharmacosycea figs (Moraceae),Ramírez B. W.,Revista de Biologia Tropical,00347744,45,4,1635-1640,1997-12-01,December 1997,"Pollination of the pistillate fig flowers (Ficus spp.) has crucial effects for the figs and the pollinating wasps (Agaonidae). It allows normal development, of seeds and wasps. Some agaonid groups have evolved pockets and corbiculae to carry pollen, while others carry it in the intersegmental membranes and other hidden areas of the body. Single female specimens of Pleistodontes rieki Wiebes, Robertsia mandibularis Boucek, Tetrapus americanus Mayr and Tetrapus sp., the first two from New Guinea and the Tetrapus spp. from Costa Rica were studied with scanning electron microscopy. Some Pleistodontes species (Old World) have pollen cavities in the expanded scapes; they also carry pollen in the ridges and laminae of the mandibles. Tetrapus species (New World) carry pollen in cavities located behind the mandibular appendages and in the lamellae, ridges and teeth of the mandibles. These ways of carrying pollen may be intermediate between pollen transport in the intersegmental membranes, and in pockets or corbiculae. The evolution of such mechanisms may preserve pollen from desiccation. These structures may have similar functions to the pollinium of some plants that are also pollinated by specific insects. It is suggested that some fig wasps that become dusted with pollen in the syconia where they develop, and remove most of it once outside, fill up the ""spurious"" pockets, and other elaborate pollen-carrying structures outside the syconia. Abundant pollen grains were also found among the mouth parts of Robertsia mandibularis (Sycoecinae) a non-pollinating fig wasp.",11,Journal,ar,Article,100,2,2,Agaonidae | Ficus | Fig wasps | Pollination | Ultrastructure,13567,undefined,0,FALSE,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347801800,SCOPUS_ID:0347801800,2-s2.0-0347801800,Isolation of swarmer clostridia from soil samples,Hernández F.,Revista de Biologia Tropical,00347744,45,3,1243-1245,1997-09-01,September 1997,NA,2,Journal,ar,Article,100,4,4,Clostridium sp. swarming phenomenon | Isolation | Soil microbiology,13567,undefined,0,FALSE,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347800746,SCOPUS_ID:0347800746,2-s2.0-0347800746,Morfogénesis de la fase sexual del helecho Lophosoria quadripinnata var. contracta (Lophosoriaceae),Mendoza A.,Revista de Biologia Tropical,00347744,45,3,993-998,1997-09-01,September 1997,"The development and morphology of the gametophytes of the fern L. quadripinnata var. contracta are described from material collected in Robinson Crusoe Island (Juan Fernandez Archipelago, Chile). The spores were sown in Thompson medium (25 Petri dishes). Spore dormancy range was 15-20 days. germination pattern is Cyathea-type and the prothallial development Adiantum-type. The gametangia are typical of the leptosporangiate ferns. This plant is monoecious. Sporophytes appeared after three months of culture. The two varieties differ in spore size, prothallus shape and number of antheridial cells.",3,Journal,ar,Article,100,3,3,Chile | Gametophyte | L. quadripinnata var. contracta | Lophosoriaceae | Morphogenesis | Pteridophyta | South America,13567,undefined,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347800745,SCOPUS_ID:0347800745,2-s2.0-0347800745,"Poliquetos de fondos duros (Polychaeta) de bahías de Huatulco y Puerto Angel, Oaxaca, México",Gómez P.,Revista de Biologia Tropical,00347744,45,3,1067-1074,1997-09-01,September 1997,"Distribution, abundance and diversity of polychaetes were studied at the tourism centers of Huatulco and Puerto Angel Bays, East Tropical Pacific of Mexico. All specimens were hand-collected by SCUBA divers, along transects perpendicular to the coast. The areas sampled were characterized by a rocky bottom and corals of the genera Pocillopora. An inventory of 71 polychaetes species is presented, based on 884 specimens, that belong to nine orders and 19 families. The dominant species were: Pseudovermilia occidentalis, Hydroides brachyacantha, Ceratonereis singularis, Trypanosyllis taeniaformis and Phyllodoce lamellifera, which was present at all transects sampled. Over 24 species had a frequency greater than 60%. Diversity was higher in Puerto Angel (H′=3.05, J=0.89), and abundance was higher in Cacaluta (292 organisms), followed by La Entrega (265 organisms). Species richness was similar for all localities except for El Maguey. The southern distribution range of Polycirrus mexicanus and Pseudopotamilla debilis, previously set at the Sea of Cortez, is here extended to the Gulf of Tehuantepec. A cluster analysis showed that Puerto Angel and Tangolunda had the highest similarity (0.42). Both places share rock-coral facies, 16 species, and human environmental impacts. Caculata and El Maguey had the lowest similarity (0.04) and the highest evenness, sharing only one species. When compared to the mollusk communities at the same sites, the polychaetes studied were less diverse but presented a higher evenness. Compared to Cabo Pulmo, Sea of Cortez, a similar environment dominated by Pocillopora, the present polychaete community has a more diverse but less abundant. However, two shared species, T. taeniaformis and Eunice lucei, had a similar abundance in these two areas.",13,Journal,ar,Article,100,4,4,Coral community | East Tropical Pacific | México | Polychaeta | Rocky shores,13567,undefined,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347800744,SCOPUS_ID:0347800744,2-s2.0-0347800744,Crecimiento y eficiencia alimentaria de la mojarra Cichlasoma heterospilum (Cichlidae: Perciformes) al sur del Golfo de México,Cu-Sarmiento I.,Revista de Biologia Tropical,00347744,45,3,1167-1172,1997-09-01,September 1997,"Cichlasoma heterospilum, a potentially important species for aquaculture was studied in the southern Gulf of Mexico. The sex ratio was 1:1, and there were seasonal differences in abundance of mature individuals. Parameters of the von Bertalanffy growth equation were: K= 0.38 (year-1), L∞ = 26 cm (TL), W∞ = 321 g, to= -0.249 years. This omnivore has a daily food consumption per unit biomass of Q/B = 4.05% of body weight, annual Q/B = 14.8%; however, gross efficiency of growth associated to food consumption can be assumed to be relatively low (= 0.1147) compared to other commercially important species. Aquaculture would require an increase in growth efficiency.",0,Journal,ar,Article,100,2,2,Cichlasoma heterospilum | Growth | Growth efficiency | Gulf of Mexico,13567,undefined,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347800743,SCOPUS_ID:0347800743,2-s2.0-0347800743,"Dieta de una especie nueva de Piabucina (Pisces: Lebiasinidae) en Alto Cauca, Colombia",Román-Valencia C.,Revista de Biologia Tropical,00347744,45,3,1255-1256,1997-09-01,September 1997,"The diet of an undescribed species of the fish genus Piabucina in the Vieja river basin, upper Cauca, Colombia, was assessed on the basis of 115 stomachs collected from June 1990 through June 1995. It feeds mainly on insects: Coleoptera, Diptera (Chironomidae and Simulidae) and Hymenoptera (Formicidae).",1,Journal,ar,Article,100,1,1,Colombia | Feeding | Lebiasinidae | Piabucina sp. | Pisces | Upper Cauca,13567,undefined,0,FALSE,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347171806,SCOPUS_ID:0347171806,2-s2.0-0347171806,Comparative histochemistry and cell morphology of sapwood and heartwood of Gliricidia sepium (Fabaceae),Quintanar A.,Revista de Biologia Tropical,00347744,45,3,1005-1011,1997-09-01,September 1997,"Gliricidia sepium (Jacq.) Steud. (Fabaceae) shows a remarkably high ratio of heartwood to sapwood. Heartwood fibres and vessels have very thick cell walls and the heartwood vessel elements contain many sclerotic and common tyloses, both with gums and crystals in their cavities. Histochemical analysis of these cells and tyloses showed that the cell walls of fibres, vessels and sclerotic tyloses have great quantities of lignin and sterified pectins as matrix components, as well as condensed tannins or phenolic substances in their lumen. Crystals are present in common tyloses and axial parenchyma. Most vessel elements in the sapwood contain tyloses that completely fill their lumen. the majority of these structures are of the common type, whereas only a few of the sclerotic type are present near the heartwood region. Our observations suggest a fast transformation of sapwood into heartwood. We think that the presence of very thick cell walls of fibres, vessels and tyloses, as well as their chemical composition and the inclusion of crystals, influence the high natural resistance to decay of this wood.",3,Journal,ar,Article,100,4,4,Cell morphology | Gliricidia sepium | Histochemistry | Mexico | Quintana Roo | Tyloses | Wood,13567,undefined,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0347170777,SCOPUS_ID:0347170777,2-s2.0-0347170777,Ciclo reproductivo de Creagrutus bolivari (Pisces: Characidae) en Venezuela,Ortaz M.,Revista de Biologia Tropical,00347744,45,3,1147-1153,1997-09-01,September 1997,"The reproductive cycle of Creagrutus bolivari females was studied in a tropical stream in northern Venezuela. Ovaries were classified in three stages as a function of volume: ""rest"", ""in maturation"" and ""mature"". Body weight has a higher correlation with ovarian weight than standard length. The slope of ovarian weight versus body weight increased with the stage of ovarian development. The main period for gonadal maturation and spawning was the dry season with a secondary period in the wet season. There was an increase in the female condition's factor at the beginning of the gonadal maturation. The condition factor decreases as the gonadal maduration process reaches the end of this cycle.",2,Journal,ar,Article,100,1,1,Characidae | Fishes | Reproduction | Venezuela,13567,undefined,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0346541528,SCOPUS_ID:0346541528,2-s2.0-0346541528,Effects of bleeding in horses immunized with snake venoms for antivenom production,Angulo Y.,Revista de Biologia Tropical,00347744,45,3,1215-1221,1997-09-01,September 1997,"Hematological and clinical alterations were investigated in horses injected with snake venom and subjected to repetitive bleeding, followed by plasmapheresis, for the production of polyvalent (Crotalinae) antivenom. These horses were compared to a control group that had not been immunized with venom and was subjected to the same bleeding protocol. Significant differences were observed between the two groups before the onset of the bleeding program, as immunized horses had lower hemoglobin concentration and hematocrit and higher total serum protein concentration than the non-immunized group, probably as a consequence of venom inoculations. When subjected to the bleeding program, similar alterations were observed in the two groups. There was a slight drop in hemoglobin concentration and hematocrit, as well as a reduction in serum protein concentration. In addition, there was a slight reduction in serum sodium and potassium concentrations. No clinical alterations were observed in these animals neither as a consequence of bleeding nor after plasmapheresis. A conspicuous drop in the neutralizing ability of serum was observed along the bleeding program. Administration of Ringer's lactate solution at the last day of bleeding increased sodium and potassium concentrations to values similar to those before the initation of the bleeding program. Our results indicate that no major clinical alterations, and only minor laboratory changes, develop in horses as a consequence of this bleeding program. Plasmapheresis and administration of Ringer's lactate solution are recommended in antivenom-producing laboratories, in order to minimize deleterious effects.",2,Journal,ar,Article,100,3,3,Antivenom | Bleeding | Hematological parameters | Neutralization | Snake venom,13567,undefined,0,FALSE,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0346541527,SCOPUS_ID:0346541527,2-s2.0-0346541527,"Range extensions for microprosobranchs (Mollusca: Gastropoda) from the Puerto Morelos reef system, Quintana Roo, Mexico",Cruz-Abrego F.,Revista de Biologia Tropical,00347744,45,3,1265-1268,1997-09-01,September 1997,NA,0,Journal,ar,Article,100,1,1,Caribbean | Gastropoda | Mexico | Mollusca | New record | Prosobranchs,13567,undefined,0,FALSE,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0346540458,SCOPUS_ID:0346540458,2-s2.0-0346540458,"Madurez sexual, índice de condición y rendimiento de Pinctada mazatlanica (Pterioida: Pteriidae), Golfo de Nicoya, Costa Rica",López Y.S.,Revista de Biologia Tropical,00347744,45,3,1049-1054,1997-09-01,September 1997,"The reproductive cycle, condition index and meat yield of 627 specimens of pearl oyster, Pinctada mazatlanica were studied in Isla Pan de Azúcar, Golfo de Nicoya, Costa Rica from September 1993 through September 1994. Sexual maturity was determinated by a smear method and macroscopic observation of gonads. The sexes are separated and there is no sexual dimorphism. however, the gonadal tissue changes in consistency and color. The percentage of males and females was approximately 1.6: 1 (range 0.8: 1 to 4.5: 1). Throughout the study period individuals of unknown sex were found, with a mean of 6.60 ± 2.90% (range 4.2 to 13.2%). The minimum shell height at sexual maturity was 45 mm for males and females. The mean condition index was 18.92 ± 4.4%. The condition index appropriately reflected the gonadic development. Mean population meat yield was 13.89 ± 3.7% (range 14.13 to 29.1%). Mature individuals occur yearround with two peaks of spawning activity observed in October 1993 and June 1994.",10,Journal,ar,Article,100,4,4,Condition index | Pearl oyster | Pinctada mazatlanica | Sexual maturity | Yield,13567,undefined,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0346307719,SCOPUS_ID:0346307719,2-s2.0-0346307719,"Efecto del extracto acuoso de las hojas de ""copey"", Clusia coclensis (Clusiaceae) sobre la respuesta del reflejo barorreceptor en ratas",García González M.,Revista de Biologia Tropical,00347744,45,3,999-1003,1997-09-01,September 1997,"Here we analyse the effects of intravenous (i.v.) injection of an aqueous leaf extract of Clusia coclensis. It was injected through a catheter implanted in the jugular vein at a speed of 30 ml/hr. with a dose of 40 mg/kg, to six Sprague-Dawley (S.D.N.) rats (three males and three females) and a group of 6 hypertensive rats (S.H.R.), (three males and three females). Blood pressure was measured directly with a catheter in the femoral arteria and the rate of heart beating with needle electrodes. An hypotensive effect (p < 0.01) was recorded in both groups. it was the consequence of a blood pressure decrease of 63.4% in the normotensive rats and of 69.7% in the hypertensive rats. There was an statistically significant change in heart beating rate in hypertensive rats (13.61%) but not in normotensive rats (4.96%). A bilateral 1 min carotid occlusion for 2 min prior and 2 min post administration of the extract produced an increase in blood pressure and in heart beating rate. These parameters were not modified by the extract administration. After supression of the chronotropic mechanisms and baroretlex response, the cardiovascular effect of Clusia coclensis appears to be caused by a parasympathicomimetic effect, either through a decrease in contraction strength or in the cardiac output. It could also be a direct ettect on the smooth muscle of the peripheric blood vessels decreasing resistance. Both mechanisms of action could explain this hypotensor effect.",3,Journal,ar,Article,100,2,2,Aqueous extract | Baroreceptor reflex | Blood pressure | Cardiovascular effects | Clusia coclensis,13567,undefined,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0345910412,SCOPUS_ID:0345910412,2-s2.0-0345910412,Survival of the bacterium Listeria monocytogenes (Listeriaceae) after addition of lemon juice or sodium hypochlorite,Monge R.,Revista de Biologia Tropical,00347744,45,3,1247-1249,1997-09-01,September 1997,NA,2,Journal,ar,Article,100,2,2,Cabbage salad | Lemon juice | Listeria monocytogenes | Sodium hypochlorite | Survival,13567,undefined,0,FALSE,43,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0345909402,SCOPUS_ID:0345909402,2-s2.0-0345909402,Información sobre el uso de animales de laboratorio indicada en artículos científicos,Granados-Zúñiga J.,Revista de Biologia Tropical,00347744,45,3,979-981,1997-09-01,September 1997,"A sample of 15 Costa Rican scientific papers published since 1985 reported only 49% of the necessary information about laboratory animals and experimental conditions, slightly better than in the rest of Latin America (47%, sample=15 papers) but lower than in the USA and Europe (60%, sample=15). Adequate information on laboratory animals use for biomedical research is important to standardize their use.",4,Journal,ar,Article,100,1,1,Comment | Environment control | Experimentation methods | Genetic monitoring | Laboratory animals | Quality control,13567,undefined,0,FALSE,44,9611300,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0345909401,SCOPUS_ID:0345909401,2-s2.0-0345909401,"Edad y crecimiento del Scomberomorus maculatus (Scombriformes: Scombridae) en Quintana Roo, México",Medina-Quej A.,Revista de Biologia Tropical,00347744,45,3,1155-1161,1997-09-01,September 1997,"To determine age and growth rate of the Spanish mackerel Scomberomorus maculatus, the Bay of Chetumal, Mexico was sampling in October-December 1989 and March-June 1990. Of 780 individuals collected, fork length and weight were measured in 480 (from these, 200 otoliths were extracted). Indirect methods were applied to length-frequency analysis and were validated by comparison with otolith readings with the T-student test applied to the age classes estimated by every method pair. The differences were not statistically significant between Bhattacharya and otolith methods (t=0.007, p<0.05) and between Shepherd's and otolith methods (t=1.43, p<0.05). However, for estimations calculated between ELEFAN and otolith, the results were different (t=1.93, p<0.05). Shepherd's method fits growth parameters better than the Von Bertalanffy growth curve lt= 705 (l-e-0.36(t+0.36)). These growth parameters were compared with reports from Brazil and Florida and some differences were noticed, but these are attributed to methodological differences. Probably the most important aspect is that those studies were carried out with different populations. The weight-length data set was used to obtain the relationship W=0.000025 L2.83 (r_=0.95, p<0.001), concluding that the growth type of Spanish mackerel is isometric. Based on the statistical test the growth parameters obtained with the Shepherd's method were used in the subsequent analysis and six age classes were identified. The population is well recruited at the third age, young adults of classes two and three and adults of the fourth age class support the fishery, which is considered incipient. The identified age classes indicated the selectivity of gillnet to fishes between 400 mm and 633 mm of LF; the most important age class identified was age three because this class is the recruitment age and contributes with the highest percentage of the fishery; individuals with 640 mm of LF or more, were not captured, therefore the Chetumal Bay population of the oldest adults (VIII age classes or more) is not affected by gillnet or is not present in the Bay. Juveniles are not affected even though the fishery is still developing.",1,Journal,ar,Article,100,2,2,Age | Chetumal Bay | Growth | Otolith | Scomberomorus maculatus,13567,undefined,0,FALSE,45,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0345909400,SCOPUS_ID:0345909400,2-s2.0-0345909400,Comparación de métodos para la determinación de edad en el vampiro común Desmodus rotundus (Chiroptera: Phyllostomidae),Núñez A.,Revista de Biologia Tropical,00347744,45,3,1237-1242,1997-09-01,September 1997,"Age estimation methods in the common vampire bat (Desmodus rotundus ) were compared on 81 individuals from a natural cave in Ampascachi, Salta province (Argentina). Age was assessed by counting incisor growth lines in the root cementum. This estimation was compared with forearm and tibia lenght and dentine-cementum and percentage of dentine attrition indices. Age estimation by both forearm and tibia lenght were less reliable (Pearson r = 0.29 and 0.33 respectively) than dentine attrition and dentine-cementum indices (r = -0.90 and 0.88 respectively). McNemarand Cohen-Kappa tests showed that dentine attrition index had the best fit with aging by growth lines.",1,Journal,ar,Article,100,2,2,Age estimation | Bats | Dentine attrition index | Desmodus rotundus | Growth lines | Vampire bats,13567,undefined,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0345909399,SCOPUS_ID:0345909399,2-s2.0-0345909399,"Estacionalidad reproductiva en el vampiro común Desmodus rotundus (Chiroptera, Phyllostomidae) en el Valle de Lerma (Salta, Argentina)",Núñez H.,Revista de Biologia Tropical,00347744,45,3,1231-1235,1997-09-01,September 1997,"The chiropteran reproductive patterns in tropical zones have been associated with food seasonality by synchronization between parturition time and the highest environmental productivity. In the common vampire bat (Desmodus rotundus) whose food (cattle blood), is widely available year round, reproductive seasonality must be absent. In order to test this hypothesis, a natural cave colony in the Salta Province (Argentina), was studied. The vampire bats were captured with a mist net placed at the cave entrance. Reproductive condition in females (pregnancy, absence of pregnancy or lactation) and in males (abdominal or scrotal tests) was seasonally assessed with respect to temperature (summer, automn, winter, spring) and humidity (dry and wet seasons). Association between female reproductive condition and seasonality was detected. The proportion of pregnancy and lactation were higher during spring and summer as well as at the wet season. In males, there was no association between these variables. Although reproduction is continuous througout the year, it shows a marked seasonality. This pattern can be considered a result of environmental conditions (temperature and humidity) instead of food availability.",5,Journal,ar,Article,100,2,2,Argentina | Desmodus rotundus | Food availability | Reproductive patterns | Seasonality | Vampire bat,13567,undefined,0,FALSE,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0344345118,SCOPUS_ID:0344345118,2-s2.0-0344345118,"Helmintofauna de Euthynnus lineatus (Perciformes: Scombridae) en Jalisco, México",Castillo-Sánchez E.,Revista de Biologia Tropical,00347744,45,3,1251-1253,1997-09-01,September 1997,The helminthological record of Euthynnus lineatus consists of eigth species. trematodes are the better represented group with five species. Feeding habits is the factor that determine the presence of a wide variety of helminth parasites in this host species.,14,Journal,ar,Article,100,3,3,Euthynnus lineatus | Fishes | Helminths | Mexico | Scombridae,13567,undefined,0,FALSE,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0342265596,SCOPUS_ID:0342265596,2-s2.0-0342265596,Ampliación de ámbito de Lysiosquilla panamica (Stomatopoda: Lysiosquillidae) en el Pacífico tropical mexicano,Jaime V.,Revista de Biologia Tropical,00347744,45,3,1269-1270,1997-09-01,September 1997,NA,4,Journal,ar,Article,100,2,2,Crustacea | Mexican Pacific | Range extension | Stomatopoda,13567,undefined,0,FALSE,49,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0242605370,SCOPUS_ID:0242605370,2-s2.0-0242605370,Distribution of Costa Rican epiphytic bromeliads and the Holdridge Life Zone System,Rossi M.,Revista de Biologia Tropical,00347744,45,3,1021-1031,1997-09-01,September 1997,"Detailed distribution maps for the major bromeliad genera native to Costa Rica were prepared based on the collections in the three largest herbaria of the country and on citations from the literature. Most records are from the montane habitats, probably reflecting the frequent need for moisture by these plants. Vriesea and Guzmania have been collected mostly in moist highlands, Tillandsia and Catopsis show abundance peaks at various altitudes and Aechmea is more restricted to moist lowland habitats. In 1975, Burt-Utley and Utley had hypothesized that the Holdridge Life Zone System should fit the distribution of epiphytic bromeliads because soil (a factor not considered in the System) is not important in their occurence. However, on average, species were absent in about half of the Life Zones where they were expected to occur according to the Holdridge classification. It is hypothesized that the System failed because epiphytic bromeliad distribution reflects factor interactions rather than humidity, light or temperature individually.",6,Journal,ar,Article,100,3,3,Biogeography | Biotic unit | Bromeliad | Costa Rica | Holdridge | Life Zone System | Vegetation,13567,undefined,0,FALSE,50,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0242547036,SCOPUS_ID:0242547036,2-s2.0-0242547036,Comportamiento osmorregulador de Macrobrachium tenellum y Macrobrachium acanthurus (Decapoda:Palaemonidae) en diferentes salinidades,Brailovsky G.S.P.,Revista de Biologia Tropical,00347744,45,3,1085-1091,1997-09-01,September 1997,"The osmotic response of adult freshwater prawn Macrobrachium tenellum from the Pacific coast of Mexico was compared with that of M. acanthurus from the Gulf of Mexico. They received four experimental treatments with gradual and abrupt changes of salinity. Both species showed a similar osmotic behaviour at 0 to 20 ppt, reaching their isosmotic points at 632 and 640 mOsm/kg respectively; beyond this point both are hiporegulators However, while M acanthurus regulate precisely at 632 mOsm/kg, the blood osmolarity of M. tenellum will increase slowly beyond the isosmotic point. The maximum salinities tolerated by the specimens were 28 ppt for M. tenellum and 25 ppt for M. acanthurus.",17,Journal,ar,Article,100,2,2,Macrobrachium | Mortality | Moult | Osmoregulation | Prawn | Salinity tolerance,13567,undefined,0,FALSE,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042678438,SCOPUS_ID:0042678438,2-s2.0-0042678438,Especies y distribución geográfica de los subgéneros de Simulium (Diptera: Simuliidae) en Costa Rica,Vargas V. M.,Revista de Biologia Tropical,00347744,45,3,1139-1146,1997-09-01,September 1997,"Ninety eight streams, 50 located in the Central Valley and 48 in the Atlantic and Pacific lowlands of Costa Rica, were surveyed monthly during the first year and bimonthly the second year (July 1968-June 1970). The specimens (larvae and pupae) were preserved in 85% alcohol and mature pupae were placed in a humid chamber to obtain the adults. Immature blackflies were collected. subgenera of Simulium (Diptera: Simuliidae). In the following, those marked with asterisk are first records for Costa Rica. S. panamense was the most common species, followed by S. metallicum, S. samboni*, S. pseudocallidum*, S. puigi*, S. lewisi/lutzianum*, S. callidum, S. travisi, S. ochraceum*, S. gonzalezi*, S. quadrivittatum and S. clarki*. In 88 of these streams, at least one species of Simulium were found. in 29, one species. in 33 two species, in 17 three species, in 5, four species, in 3, five species and in one, six species. There is a wide distribution of S. metallicum (38 streams) and S. ochraceum was found in five streams: both species are considered the main vectors of Onchocerca volvulus in Central America. and S. callidum, S. pseudocallidum and S. quadrivittatum as secondary vectors of such filaria.",1,Journal,ar,Article,100,2,2,Costa Rica | Diptera | Geographical distribution | Simuliidae | Simulium,13567,undefined,0,FALSE,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042678275,SCOPUS_ID:0042678275,2-s2.0-0042678275,"Estructura de la población y crecimiento de Pinctada mazatlanica (Pterioida: Pteriidae), Golfo de Nicoya, Costa Rica",López Y.S.,Revista de Biologia Tropical,00347744,45,3,1055-1060,1997-09-01,September 1997,"Population size structure and growth were studied in Pinctada mazatlanica between September 1993 to September 1994, in Isla Pan de Azucar, Golfo de Nicoya, Costa Rica. The population of specie are established mainly in those sites where the substrate offers protected shelters. Population density was estimated a 2.42 ± 0.8 individuals per m2, related to the total explored area (2250 m2, between 0.4 m to 7.5 m depth). The most relevant morphometric variables for characterizing this species are shell height and shell width. The maximun height and weight found were 141.50 mm y 496.30 g respectively. The maximum class frequencies is 60-95 mm for the heigth (75% of the population). The equation of von Bertalanffy was A= 139.5[1 - e-0.083(t-0.32)0.55 × 0.083/2π(sin2π(t-0.65)-sin2π (0.32-0.65)] for height and Pt= 445.46 [1 - e-0.083(t-0.32)]3 for weight. Approximately 73.6% of the population is reached within twelve months of age. The average growth rate calculate for P. mazatlanica was 7.93 mm/mo during the first eigth months. in the next twelve months increments are en the order of 3.88 mm/mo, decreasing to 1.68 mm/mo in the last months. The relationship between shell height-weight was P= 5.31 × 10-5 A3.22848, indicate isometric growth.",5,Journal,ar,Article,100,4,4,Growth | Height | Length | Pinctada mazatlanica | Population structure,13567,undefined,0,FALSE,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042451844,SCOPUS_ID:0042451844,2-s2.0-0042451844,"Argulus flavescens (Crustacea: Arguloida), parásito de Sphoeroides testudineus (Osteichthyes: Tetraodontidae) en Quintana Roo, México",Suárez-Morales E.,Revista de Biologia Tropical,00347744,45,3,1270-1271,1997-09-01,September 1997,NA,2,Journal,ar,Article,100,2,2,Argulus | Branchiura | New host | Yucatan,13567,undefined,0,FALSE,54,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042177288,SCOPUS_ID:0042177288,2-s2.0-0042177288,"Abundance and life history of two gall-inducing homopterans on Nectandra salicina (Lauraceae) in Monteverde, Costa Rica",Blackmer J.L.,Revista de Biologia Tropical,00347744,45,3,1131-1137,1997-09-01,September 1997,"This paper presents information on the abundance and life-history characteristics of two gall-inducing homopterans and a parasitic wasp that occur on Nectandra salicina (Lauraceae). The more common gall replaced the fruit and contained Trioza sp. (magnoliae group) (Homoptera: Triozidae). the stem gall contained a Coccoidea sp. (Homoptera). N. salicina were heavily infested with the psyllid gall, the mean ratio of galled to normal fruit was 6.2: 1. Galls had one to three chambers, with 2.0 ± 0.1 individuals per chamber and 3.0 ± 0.2 psyllids per gall. Trioza sp. had four instars and at the time of collection 71% of the psyllids were 3rd or 4th instar. The galls increased in size as the number and size of the psyllids, and the number of chambers increased. Eighteen percent of the 3rd and 4th instar psyllids were parasitized by Metaphycus electra Noyes and Hanson (Hymenoptera: Encyrtidae). Thirty-three percent of galls containing 3rd or 4th instar psyllids had one or more parasitoid, and within these attacked galls 69% of the psyllids were parasitized. The likelihood of a gall being attacked by M. electra had less to do with the size of the gall than with the frequency distribution of the various gall sizes. Similar to the Trioza sp. galls, the size of the Coccoidea galls increased as the mother matured and the number of offspring increased.",1,Journal,ar,Article,100,2,2,Insect gall | Metaphycus electra | Plant-reproductive fitness | Trioza sp. | Tritrophic interactions,13567,undefined,0,FALSE,55,NA,NA
