@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:creator,author-count.$,authkeywords,fund-acr,fund-sponsor,dc:description
true,https://api.elsevier.com/content/abstract/scopus_id/0025257789,SCOPUS_ID:0025257789,2-s2.0-0025257789,"Wetland herpetofauna of Kakadu National Park, Australia: Seasonal richness trends, habitat preferences and the effects of feral ungulates",Journal of Tropical Ecology,02664674,14697831,6,2,131-152,1990-01-01,May 1990,10.1017/S0266467400004235,20,Journal,ar,Article,100,2,23435,undefined,0,FALSE,25,Friend G.,2,amphibia | Australia | feral ungulates | habitat preferences | Kakadu National Park | monsoonal tropics | reptiles | species richness,NA,NA,". The abundance and distribution of reptiles and amphibians inhabiting tropical monsoonal wetlands in Kakadu National Park, northern Australia, were monitored between late 1979 and 1982. Seasonal trends in species richness, and the influence of various environmental attributes (including those caused by feral ungulates) on species distribution patterns were also examined. These wetlands support a high proportion of the amphibian species known from the Park, but are of less importance to reptiles. Within the wetlands, the structurally more complex forested ‘margins’ support many more species than the treeless floodplains. Amphibian species distributions seem to be influenced primarily by elevation, through its effects on soil moisture and flooding levels, while reptile distribution patterns reflect a more complex set of environmental factors, with structural attributes (e.g. vegetation height structure and cover, refuge abundance, leaf litter cover and depth, extent of flooding) being of prime importance. Feral buffalo and pigs, through their grazing, trampling and wallowing, may considerably influence such structural attributes and change the duration and extent of water lie, and thus indirectly affect species distribution patterns. Current buffalo culling programmes provide an opportunity to monitor vegetation and faunal changes, and quantify feral animal impact post facto. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025251259,SCOPUS_ID:0025251259,2-s2.0-0025251259,Ecology of the Asian elephant in southern India. II. Feeding habits and crop raiding patterns,Journal of Tropical Ecology,02664674,14697831,6,1,33-53,1990-01-01,February 1990,10.1017/S0266467400004004,169,Journal,ar,Article,100,1,23435,3032,0,FALSE,26,Sukumar R.,1,Asian elephant | crop depredation | elephant ecology | Elephas maximus | feeding | foraging strategy | habits | India,NA,NA,". The Asian elephant’s foraging strategy in its natural habitat and in cultivation was studied in southern India during 1981–83. Though elephants consumed at least 112 plant species in the study area, about 85% of their diet consisted of only 25 species from the order Malvales and the families Leguminosae, Palmae, Cyperaceae and Gramineae. Alteration between a predominantly browse diet during the dry season with a grass diet during the early wet season was related to the seasonally changing protein content of grasses. Crop raiding, which was sporadic during the dry season, gradually increased with more area being cultivated with the onset of rains. Raiding frequency reached a peak during October-December, with some villages being raided almost every night, when finger millet (Eleusine coracana) was cultivated by most farmers. The monthly frequency of raiding was related to the seasonal movement of elephant herds and to the size of the enclave. Of their total annual food requirement, adult bull elephants derived an estimated 9.3% and family herds 1.7% in quantity from cultivated land. Cultivated cereal and millet crops provided significantly more protein, calcium and sodium than the wild grasses. Ultimately, crop raiding can be thought of as an extension of the elephant’s optimal foraging strategy. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025250780,SCOPUS_ID:0025250780,2-s2.0-0025250780,Tropical secondary forests,Journal of Tropical Ecology,02664674,14697831,6,1,1-32,1990-01-01,February 1990,10.1017/S0266467400003989,870,Journal,ar,Article,100,1,23435,undefined,0,FALSE,27,Brown S.,1,NA,NA,NA,". The literature on tropical secondary forests, defined as those resulting from human disturbance (e.g. logged forests and forest fallows), is reviewed to address questions related to their extent, rates of formation, ecological characteristics, values and uses to humans, and potential for management. Secondary forests are extensive in the tropics, accounting for about 40% of the total forest area and their rates of formation are about 9 million ha yr -1. Geographical differences in the extent, rates of formation and types of forest being converted exist. Secondary forests appear to accumulate woody plant species at a relatively rapid rate but the mechanisms involved are complex and no clear pattern emerged. Compared to mature forests, the structure of secondary forest vegetation is simple, although age, climate and soil type are modifying factors. Biomass accumulates rapidly in secondary forests, up to 100 t ha -1during the first 15 yr or so, but history of disturbance may modify this trend. Like biomass, high rates of litter production are established relatively quickly, up to 12–13 t ha -1 yr -1by age 12–15 yr. And, in younger secondary forests (< 20 yr), litter production is a higher fraction of the net primary productivity than stemwood biomass production. More organic matter is produced and transferred to the soil in younger secondary forests than is stored in above-ground vegetation. The impact of this on soil organic matter is significant and explains why the recovery of organic matter in the soil under secondary forests is relatively fast (50 yr or so). Nutrients are accumulated rapidly in secondary vegetation, and are returned quickly by litterfall and decomposition for uptake by roots. We propose a model of the gains and losses, yields and costs, and benefits and tradeoffs to people from the current land-use changes occurring in the tropics. When the conversion of forest lands to secondary forests and agriculture is too fast or land-use stages are skipped, society loses goods and services. To avoid such a loss, we advocate management of tropical forest lands within a landscape perspective, a possibility in the tropics because land tenures and development projects are often large. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025244886,SCOPUS_ID:0025244886,2-s2.0-0025244886,"Ecology of the small mammals in the riverine forests of the jubba valley, southern somalia",Journal of Tropical Ecology,02664674,14697831,6,2,179-189,1990-01-01,May 1990,10.1017/S0266467400004272,8,Journal,ar,Article,100,1,23435,undefined,0,FALSE,28,Varty N.,1,diet ecology | flooding | Jubba Valley | reproduction | riverine forest | small mam-mals | Somalia,NA,NA,"Seven species of rodent, Paraxerus ochraceus, Tatera robusta, Saccostomus mearnsi, Praomys (Mastomys) natalensis, Acomys dimidiatus, Thamnomys (Grammomys) dolichurus and Hystrix cristata were recorded in the riverine forests of the Jubba Valley, southern Somalia, in the dry season of 1986. Acomys dimidiatus was the most common of the five species trapped. Overall trap success was low, but increased over successive days. Saccostomus mearnsi, Praomys natalensis, Acomys dimidiatus and Thamnomys dolichurus all showed signs of breeding, and pregnant females of A. dimidiatus and T. dolichurus were trapped until the end of the dry season. Analysis of stomach contents revealed that all five trapped species relied heavily on seeds and, where comparisons could be made, the degree of overlap in diets was high. The findings are discussed in relation to the environmental conditions in the forest and neighbouring habitats. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025244882,SCOPUS_ID:0025244882,2-s2.0-0025244882,Nitrogen and phosphorus fertilization of Jamaican montane forest trees,Journal of Tropical Ecology,02664674,14697831,6,2,231-238,1990-01-01,May 1990,10.1017/S0266467400004375,101,Journal,ar,Article,100,5,23435,undefined,0,FALSE,29,Tanner E.,5,"fertilizers, forest, Jamaica, nitrogen, phosphorus, tropical",CPS,Cambridge Philosophical Society,". Plots in the Jamaican montane forest were fertilized with nitrogen or with phosphorus to test the hypothesis that growth of trees in this natural forest is limited by the supply of N and P from the soil. Once a year from 1983 to 1986, urea was added to one plot (at 150 kg N ha-1y-1) and triple superphosphate was added to another (at 50 kg P ha-1y-1). In each of these plots and in two control plots, foliage of four common tree species was collected immediately before each fertilizer addition. Trunk growth was measured in 105 individuals. Foliar N concentrations were not significantly higher in trees fertilized with N compared to control trees. In Dendropanax cf. pendulus and Hedyosmum arborescens fertilization with N resulted in lower P concentrations but only after the third year of fertilization, possibly due to dilution by increased leaf production. Mean trunk diameter growth was significantly higher in the N-fertilized trees than in controls. Mean foliar P concentrations were higher in Podocarpus urbanii and Clethra occidentalis following fertilization with P, but only after two years of fertilization. Trunk diameter growth was greater in the P fertilized plot. Thus growth in some Jamaican montane forest trees was limited by the natural supplies of N and of P. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025235104,SCOPUS_ID:0025235104,2-s2.0-0025235104,"Flora and reproductive phenology of the rain forest at Bukit Timah, Singapore",Journal of Tropical Ecology,02664674,14697831,6,1,55-63,1990-01-01,February 1990,10.1017/S0266467400004028,58,Journal,ar,Article,100,1,23435,undefined,0,FALSE,30,Corlett R.,1,diversity | flowering | fruiting | phenology | rain forest | Singapore | South-east Asia,NA,NA,". The 71 ha Bukit Timah Nature Reserve contains the largest surviving area of primary rain forest in Singapore. The recorded vascular plant flora of the forest consists of at least 854 species: 787 angiosperms in 109 families, 65 pteridophytes and three gymnosperms. 58.6% of the species are trees or shrubs, 18.7% climbers, 12.3% terrestrial herbs, 8.8% epiphytes and hemi-epiphytes, 1.0% saprophytes and 0.6% parasites. The four families with most species - Rubiaceae, Euphorbiaceae, Orchidaceae and Moraceae - account for a quarter of the angio-sperm flora but contribute few large trees. Community reproductive phenology is characterized by supra-annual bursts of general flowering and fruiting, contrasting with a low background level. After an exceptionally dry and sunny February, 1987, more than 150 species in 42 families flowered between late March and late May, followed by an equally well-defined fruiting peak 13 weeks later, between late June and late August. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025232098,SCOPUS_ID:0025232098,2-s2.0-0025232098,Tree densities and sex ratios in breeding populations of dioecious central amazonian myristicaceae,Journal of Tropical Ecology,02664674,14697831,6,2,239-248,1990-01-01,May 1990,10.1017/S0266467400004399,28,Journal,ar,Article,100,1,23435,undefined,0,FALSE,31,Ackerly D.,1,Amazonia | dioecy | flowering | Minimum Critical Size of Ecosystems Project | Myristicaceae | sex ratio | tropical trees,NA,NA,". The densities of the breeding populations and the sex of all flowering individuals were recorded for five dioecious canopy tree species of Central Amazonian Myristicaceae, in 11 study areas of the Minimum Critical size of Ecosystems Project totalling 22.5 ha. Adult population densities were extremely low, ranging from 0.38 to 1.61 ha-1for the five species studied. In a 10 ha study plot the mean distance to the nearest flowering conspecific ranged from 48 to 100 m, while the mean distance to the nearest opposite sex conspecific was 147 m. The two most abundant species, Iryanthera macrophylla and Virola calophylla, both showed male-biased sex ratios, of 23:9 and 20:6, respectively. The size class distribution of males, females and non-flowering individuals in V. calophylla suggests that earlier reproductive maturation of male plants may provide a partial explanation for this bias. In I. macrophylla, since 95% of the individuals were observed flowering, the observed ratio is representative of the population, and may be caused by sex shifts from male to female. The low reproductive densities, combined with the skewed sex ratios and overlapping generations of these species, create very small effective breeding populations, placing species such as these at great risk in the face of deforestation and habitat fragmentation. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025231029,SCOPUS_ID:0025231029,2-s2.0-0025231029,Length-Mass Relationships Among an Assemblage of Tropical Snakes in Costa Rica,Journal of Tropical Ecology,02664674,14697831,6,1,65-76,1990-01-01,February 1990,10.1017/S0266467400004041,41,Journal,ar,Article,100,2,23435,undefined,0,FALSE,32,Guyer C.,2,body length | body mass | Costa Rica | morphology | Reptilia | snakes | tail length | tail loss,OTS,California Office of Traffic Safety,"Length-mass relationships within an assemblage of tropical snakes are used to describe morphological groups. We report patterns of body size based on length and mass measurements of 603 individual snakes of 27 species captured at La Selva, Costa Rica from March 1982 through August 1984. This assemblage of snakes is composed of at least four morphological groups each of which consists of species with similar habitat preferences. These groups are heavy-bodied terrestrial forms, light-bodied arboreal forms, long-tailed leaf-litter forms, and forms of unextreme relative mass and tail length. This tropical snake assemblage is more diverse in species richness and morphological diversity than a temperate assemblage. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025229474,SCOPUS_ID:0025229474,2-s2.0-0025229474,Metabolism and Distribution of Grasses in Tropical Flooded Savannas in Venezuela,Journal of Tropical Ecology,02664674,14697831,6,1,77-89,1990-01-01,February 1990,10.1017/S0266467400004053,21,Journal,ar,Article,100,2,23435,undefined,0,FALSE,33,Medina E.,2,anaerobiosis | drought tolerance | flooded-grasslands | photosynthetic-intermediates | tropical savannas | Venezuela,NA,NA,"Flooded savannas in south-west Venezuela consist of seasonal, marshy and flooded grassland communities, the distribution of which depends on soil level. Seasonal grasslands are dominated by tuft-forming, rhizomatous C4-grasses (exemplified by Paspalurn chaffanjonii in this study), while flooded grasslands are dominated by stoloniferous grasses which develop rooted, floating culms during the rainy season (Leersia hexandra and Hymenachne amplexicaulis). The interface between these two communities is a marshy grassland dominated by stoloniferous grass species which tolerate flooding to a depth of 10 to 25 cm (Panicum laxum and Leersia hexandra). All perennial grass species in flooded grasslands behave as typical C3 plants, while marshy grasslands are dominated by Panicum laxum, a species with reduced photo-respiration, low RuBP/PEP-carboxylase ratios, and low absolute RuBP-carboxylase activity compared to C3 grasses. It also has lower photosynthetic rates than the other grass species. Hymenachne amplexicaulis appears to be the least drought tolerant from the species selected, in accordance with its distribution in the wettest side of the flooding gradient studied. The other species showed marked reduction in relative water content and pronounced increase in leaf proline content in drought experiments lasting 6 to 30 days. Alcohol dehydrogenase increased markedly in response to anaerobiosis in the root environment in the tuft forming grasses, while the stoloniferous species with ascending culms were least affected by this treatment, probably as a result of better aeration inside the culms and also to the production of adventitious roots in upper nodes. Nitrate reductase activity increased as a result of anaerobiosis in the roots but not in the leaves, of all species except Leersia hexandra. No difference among the species was found in malate accumulation, or the activity of malic enzyme. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025226489,SCOPUS_ID:0025226489,2-s2.0-0025226489,Comparative ecological studies of paspalum vaginatum and paspalum orbiculare in nigeria,Journal of Tropical Ecology,02664674,14697831,6,1,103-114,1990-01-01,February 1990,10.1017/S0266467400004090,6,Journal,ar,Article,100,2,23435,undefined,0,FALSE,34,Lakanmi O.O.,2,comparative ecology | Nigeria | Paspalum orbiculare | Paspalum vaginatum,NA,NA,"The growth response of Paspalum vaginatum S.W. and P. orbiculare Forst to different environmental conditions and the interactions between the two species were determined experimentally in order to find out some of those factors which may be responsible for the species distribution. There was no difference in response (as measured by growth) of P. vaginatum to any of the soils tested but this was not so for P. orbiculare. P. vaginatum grew significantly better in waterlogged soil than in either moist or dry soil, while the soil moisture conditions had no significant effect on the growth of P. orbiculare. Salinity in the range of 0-50% that of sea water had no significant effect on the growth of P. vaginatum, however higher salinity significantly suppressed the growth. In P. orbiculare, salinity above 10% caused a significant decrease in growth to the extent that the species did not survive at 100% sea water concentration. In competition, P. vaginatum was the stronger competitor in red earth, the soil from its natural habitat, under saline conditions and in waterlogged conditions. The results are discussed in relation to the natural habitats of the species and used to explain, in part, their distribution. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025225209,SCOPUS_ID:0025225209,2-s2.0-0025225209,Effects of canopy openings on tree seed germination in a malaysian dipterocarp forest,Journal of Tropical Ecology,02664674,14697831,6,2,203-217,1990-01-01,May 1990,10.1017/S0266467400004326,85,Journal,ar,Article,100,2,23435,undefined,0,FALSE,35,Raich J.,2,dipterocarp forest | gaps | germination | Malaysia | seeds | tree regeneration,NA,NA,"The germination of 43 tree species native to the lowland forests of Malaysia was monitored on forest soil in trays placed in closed-canopy forest, an artificial forest gap, and a large clearing. Germination varied significantly among habitats, with only seven species germinating well in all three sites. Seed germination of most species demonstrated clear patterns of shade tolerance or intolerance identical to those long recognized for tree seedlings. Favoured locations for germination were similar to known distributional patterns of adult individuals in mature and secondary forests. Most forest canopy species germinated in the gap, but germination in the large clearing was dramatically reduced or nil; the regeneration of these species in large clearings will be severely retarded even when seeds are present. Canopy-induced inhibition of germination was apparent in several pioneer species; seeds moved from the forest into the gap or clearing germinated rapidly. Results indicate that natural treefall gaps do not inhibit the germination of most species, but do allow pioneer species to germinate, and therefore regenerate. Although germination occurred in all three locations, the level of germination for particular species varied greatly among habitats. We conclude that germination requirements play a very important role in controlling the species composition of regeneration in forest understorey, gap, and large clearing habitats. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025224716,SCOPUS_ID:0025224716,2-s2.0-0025224716,Assessment of permanence and stability in the territories of kirk's dikdik (rhynchotragus kirki) in tanzania,Journal of Tropical Ecology,02664674,14697831,6,2,153-162,1990-01-01,May 1990,10.1017/S0266467400004259,5,Journal,ar,Article,100,2,23435,undefined,0,FALSE,36,Amubode F.,2,dikdik | population density | stability | Tanzania | territories,NA,NA,". The permanence and stability of 20 territories of the dikdik Rhynchotragus kirki, were studied at Arusha National Park Tanzania. Response criteria included the structure, size and vegetation attributes of territories, density of dikdik, and spatial distances between neighbouring territories. Fourteen of the territories studied were spatially fixed and stable while six were unstable. Two of the unstable territories were completely abandoned. Mean territory size was 0.11 and 0.13 ha during the rainy and dry seasons, respectively. 14.2% of circular territories and 42.9% of elliptical and kidney-shaped territories were stable. The figure of 55 dikdik km-2sighted during morning censuses was lower than that for evening censuses by 13.5%. Spatial distance between territories ranged from 4.5 m to 100 m, an indication that population density might be a function of the size of suitable habitat. Although shrub canopy cover within stable territories decreased by 44.6% between 1982 and 1987, and some territories were realigned with changes in rainfall pattern, pair-bond was maintained by dikdik in 70% of the territories studied. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025208896,SCOPUS_ID:0025208896,2-s2.0-0025208896,Responses of ungulates to seasonal inundations in the amazon floodplain,Journal of Tropical Ecology,02664674,14697831,6,2,191-201,1990-01-01,May 1990,10.1017/S0266467400004314,108,Journal,ar,Article,100,1,23435,undefined,0,FALSE,37,Bodmer R.,1,Amazon | deer | diet | floodplain forests | Mazama | peccaries | seasonality | Tapirus | Tayassu | terra firme forests,NA,NA,". Terrestrial ungulates use different strategies to cope with widespread annual flooding of the Amazon basin. Red brocket deer (Mazama americana) and collared peccary (Tayassu tajacu) retreat to floodplain islands and shift from a frugivorous to a woody browse diet. However, both white-lipped peccary (Tayassu pecari) and lowland tapir (Tapirus terrestris) diets are unaffected by inundations; in the case of white-lipped peccary because they migrate into and out of flooded areas and in the case of lowland tapir because of their semi-aquatic nature. These-strategies of white-lipped peccary and lowland tapir enable them to exploit the greater fruit production of flooded forests more frequently than brocket deer and collared peccary. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025207185,SCOPUS_ID:0025207185,2-s2.0-0025207185,The Abundance of Native Insects on the Introduced Weed Mimosa Pigra in Northern Australia,Journal of Tropical Ecology,02664674,14697831,6,2,219-230,1990-01-01,May 1990,10.1017/S0266467400004351,8,Journal,ar,Article,100,3,23435,undefined,0,FALSE,38,Flanagan G.,3,Australia | biological control | community structure | insects | Mimosa pigra | plant-insect interactions | seasonal abundance,NA,NA,"A monospecific stand of the alien shrub Mimosa pigra (Mimosaceae) was examined weekly for 14 months from March 1984. A total of 44 phytophagous insect species were found on M. pigra. The five most abundant of these made up 74% of the total community. This insect community in general showed a distinct seasonal cycle of abundance with maximum numbers during the wet season. However, a few species had a completely different pattern. Two species, Mictis profana (Hemiptera: Coreidae) and Platymopsis humeralis (Coleoptera: Cerambycidae), were observed to cause substantial damage to M. pigra. When compared with the fauna of M. pigra from its native region, Central America, that of the Northern Territory is low in leaf and flower-feeding insects. It is suggested that these types of insects be sought as future biocontrol agents to complement those native insects causing damage and those bio-control agents already released. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025205953,SCOPUS_ID:0025205953,2-s2.0-0025205953,"Phenology, seed dispersal, and recruitment in cecropia peltata (moraceae) in costa rican tropical dry forest",Journal of Tropical Ecology,02664674,14697831,6,2,163-178,1990-01-01,May 1990,10.1017/S0266467400004260,74,Journal,ar,Article,100,2,23435,81-04695,0,FALSE,39,Fleming T.H.,2,Cecropia peltata | Costa Rica | phenology | plant recruitment | seed dispersal,NSF,National Science Foundation,"We studied the seed dispersal ecology of the Neotropical pioneer tree Cecropia peltata L. (Moraceae) in tropical dry forest by documenting its (1) fruiting phenology, (2) rates of visitation by vertebrate frugivores, and (3) rate of recruitment of juveniles in different habitats at Santa Rosa National Park in northwestern Costa Rica. At Santa Rosa, C. peltata is a common but patchily-distributed plant. Fruiting in females is seasonal, and fruit availability peaks in June through August (the early wet season). Females bear a few ripe fruit per day over a 4–5 month. fruiting period. At least 28 vertebrate species (15 diurnal and 13 nocturnal species) eat Cecropia fruit; equal numbers of ripe fruit are removed during the night and day. Owing to their more gentle treatment of seeds in the gut, birds and bats probably are more effective dispersal agents than monkeys. The recruitment rate of juveniles into already established populations was about 0.8 ha-1y-1compared with a rate of 176 ha-1 y-1during the colonization of a cleared roadside. © 1990, Cambridge University Press. All rights reserved."
true,https://api.elsevier.com/content/abstract/scopus_id/0025204903,SCOPUS_ID:0025204903,2-s2.0-0025204903,Phenology and diversity of necrophagous diptera in a hong kong forest,Journal of Tropical Ecology,02664674,14697831,6,1,91-101,1990-01-01,February 1990,10.1017/S0266467400004077,2,Journal,ar,Article,100,2,23435,undefined,0,FALSE,40,So P.,2,Diptera | diversity | Hong Kong | necrophagous | phenology,HKU,University of Hong Kong,"Necrophagous Diptera were sampled in a seasonal tropical mixed forest in Hong Kong from February 1985 to May 1986 using carrion-baited traps. Six families of flies were caught but only Calliphoridae, Muscidae and Sarcophagidae were considered. They made up a total of 14, 669 flies of 21 species in the sample. Total species abundance followed Fisher's log-series distribution. The commonest five species were calliphorids, constituting 79.44% of the total combined catch. Temperature was apparently the main factor affecting seasonality of necrophagous Diptera in Hong Kong. Fluctuations in total abundance, species richness and H’ followed seasonal changes in weekly mean air temperatures. © 1990, Cambridge University Press. All rights reserved."
