@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:pageRange,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33748798001,SCOPUS_ID:33748798001,2-s2.0-33748798001,Spatial scaling of consumer-resource interactions in advection-dominated systems,Anderson K.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506916,"Ecologists studying consumer-resource interactions in advection-dominated systems such as streams and rivers frequently seek to link the results of small-scale experiments with larger-scale patterns of distribution and abundance. Accomplishing this goal requires determining the characteristic scale, termed the response length, at which there is a shift from local dynamics dominated by advective dispersal to larger-scale dynamics dominated by births and deaths. Here, we model the dynamics of consumer-resource systems in a spatially variable, advective environment and show how consumer-resource interactions alter the response length relative to its single-species value. For one case involving a grazer that emigrates in response to high predator density, we quantify the changes using published data from small-scale experiments on aquatic invertebrates. Using Fourier analysis, we describe the responses of advection-dominated consumer-resource systems to spatially extended environmental variability in a way that involves explicit consideration of the response length. The patterns we derive for different consumer-resource systems exhibit important similarities in how component populations respond to spatial environmental variability affecting dispersal as opposed to demographic parameters. © 2006 by The University of Chicago.",12,16947111,Journal,ar,Article,100,3,3,Advection | Consumer-resource dynamics | Dispersal | Environmental variability | Spatial scaling | Streams and rivers,12604,undefined,0,FALSE,40,358-372,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748796696,SCOPUS_ID:33748796696,2-s2.0-33748796696,A gravity model for the spread of a pollinator-borne plant pathogen,Ferrari M.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506917,"Many pathogens of plants are transmitted by arthropod vectors whose movement between individual hosts is influenced by foraging behavior. Insect foraging has been shown to depend on both the quality of hosts and the distances between hosts. Given the spatial distribution of host plants and individual variation in quality, vector foraging patterns may therefore produce predictable variation in exposure to pathogens. We develop a ""gravity"" model to describe the spatial spread of a vector-borne plant pathogen from underlying models of insect foraging in response to host quality using the pollinator-borne smut fungus Microbotryum violaceum as a case study. We fit the model to spatially explicit time series of M. violaceum transmission in replicate experimental plots of the white campion Silene latifolia. The gravity model provides a better fit than a mean field model or a model with only distance-dependent transmission. The results highlight the importance of active vector foraging in generating spatial patterns of disease incidence and for pathogen-mediated selection for floral traits. © 2006 by The University of Chicago.",20,16947105,Journal,ar,Article,100,4,4,Gravity model | Microbotryum | Silene | Spatial model | Vector-borne pathogen,12604,undefined,0,FALSE,41,294-303,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748794284,SCOPUS_ID:33748794284,2-s2.0-33748794284,Mother-young recognition in an ungulate hider species: A unidirectional process,Torriani M.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506971,"Parent-offspring recognition is usually crucial for survival of young. In mammals, olfaction often only permits identification at short range, and vocalizations are important at longer distances. Following and hiding antipredator strategies found in newborn mammals may also affect parental recognition mechanisms. We investigated mother-offspring recognition in fallow deer, an ungulate hider species. We analyzed the structure of adult female and fawn contact calls to determine whether they are individually distinctive and tested for mother-offspring recognition. Only females (and not fawns) have individualized vocalizations, with the fundamental frequency as the most distinctive parameter. Playback experiments showed that fawns can distinguish the calls of their mothers from those of other females, but mothers could not discriminate their own and alien fawn calls. Thus, the vocal identification process is unidirectional. In followers, mother-offspring acoustic recognition is mutual, and therefore the different antipredator strategies of newborn mammals may have shaped the modalities of parent-offspring acoustic recognition. © 2006 by The University of Chicago.",81,16947115,Journal,re,Review,100,3,3,Fallow deer | Following | Hiding | Parent-offspring recognition | Ungulate | Vocal communication,12604,undefined,0,FALSE,42,412-420,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748793149,SCOPUS_ID:33748793149,2-s2.0-33748793149,Population cycles produced by delayed density dependence in an annual plant,Gonzalez-Andujar J.L.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506915,"In contrast to insect and animal populations, little attention has been directed to the study of cycles in plant populations. It has been argued on theoretical grounds that plants present stable dynamics. Nevertheless, there are examples where plant populations appear to exhibit oscillatory dynamics, but the oscillatory signal is variable and comes from very short time series data. Using a combination of time series, models, and empirical results, we present evidence of population cycles for Descurania sophia in a 16-year field experiment. Endogenous and exogenous causal mechanisms were studied to identify processes underlying this temporal dynamic. Our results show a 4-year cycle produced by delayed density dependence. We suggest that high nutrient levels might be responsible for the observed dynamics of D. sophia. Our results suggest that although plant population dynamics may be stabilized by direct density dependence, delayed density dependence could destabilize dynamics. © 2006 by The University of Chicago.",23,16947107,Journal,ar,Article,100,3,3,Complex dynamics | Crop rotation | Delayed density dependence | Population cycles | Time series | Weeds,12604,undefined,0,FALSE,43,318-322,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748784939,SCOPUS_ID:33748784939,2-s2.0-33748784939,Efficiency evaluation of two competing foraging modes under different conditions,Scharf I.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506921,"Various foraging modes are employed by predators in nature, ranging from ambush to active predation. Although the foraging mode may be limited by physiological constraints, other factors, such as prey behavior and distribution, may come into play. Using a simulation model, we tested to what extent the relative success of an ambush and an active predator changes as a function of the relative velocity and movement directionality of prey and active predator. In accordance with previous studies, we found that when both active predator and prey use nondirectional movement, the active mode is advantageous. However, as movement becomes more directional, this advantage diminishes gradually to 0. Previous theoretical studies assumed that animal movement is nondirectional; however, recent field observations show that in fact animal movement usually has some component of directionality. We therefore suggest that our simulation is a better predictor of encounter rates than previous studies. Furthermore, we show that as long as the active predator cannot move faster than its prey, it has little or no advantage over the ambush predator. However, as the active predator's velocity increases, its advantage increases sharply. © 2006 by The University of Chicago.",71,16947110,Journal,ar,Article,100,4,4,Foraging modes | Movement directionality | Predator-prey interactions | Searching behavior,12604,undefined,0,FALSE,44,350-357,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748783110,SCOPUS_ID:33748783110,2-s2.0-33748783110,Host life-history strategy explains pathogen-induced sterility,Bonds M.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506922,"Virulence is often equated with pathogen-induced mortality, even though loss of fecundity is also common. But while the former may be understood as a simple consequence of lost host resources for the purposes of pathogen transmission, pathogen-induced sterility is often not associated with changes in host mortality. As a result, a separate literature has emerged to explain fecundity effects of parasitism that has not been integrated into general theories of the evolution of virulence. Here, I present a model of pathogen-induced sterility that is based on the assumption that hosts and pathogens vie for the same host resources for both reproduction and maintenance. Loss of host fecundity can then be explained by the host compensating for its future loss of resources, before infection. Such preinfection ""fecundity compensation"" may often cause preinfection investment in maintenance to be as low as postinfection levels, despite a loss of total host resources after infection. Thus, sterility is simply explained as a host life-history strategy in a system where the pathogen necessarily steals host resources for its own transmission. In certain circumstances, the pathogen may even be able to manipulate the host to redirect resources away from reproduction and toward maintenance through castration, causing gigantism. © 2006 by The University of Chicago.",61,16947104,Journal,ar,Article,100,1,1,Coevolutionarily stable strategy (CoESS) | Evolution of virulence | Evolutionarily stable strategy (ESS) | Gigantism | Life-history strategy | Sterility,12604,undefined,0,FALSE,45,281-293,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748782835,SCOPUS_ID:33748782835,2-s2.0-33748782835,Experimental evolution of phenotypic plasticity: How predictive are cross-environment genetic correlations?,Czesak M.E.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506919,"Genetic correlations are often predictive of correlated responses of one trait to selection on another trait. There are examples, however, in which genetic correlations are not predictive of correlated responses. We examine how well a cross-environment genetic correlation predicts correlated responses to selection and the evolution of phenotypic plasticity in the seed beetle Stator limbatus. This beetle exhibits adaptive plasticity in egg size by laying large eggs on a resistant host and small eggs on a high-quality host. From a half-sib analysis, the cross-environment genetic correlation estimate was large and positive (rA = 0.99). However, an artificial-selection experiment on egg size found that the realized genetic correlations were positive but asymmetrical; that is, they depended on both the host on which selection was imposed and the direction of selection. The half-sib estimate poorly predicted the evolution of egg size plasticity; plasticity evolved when selection was imposed on one host but did not evolve when selection was imposed on the other host. We use a simple two-locus additive genetic model to explore the conditions that can generate the observed realized genetic correlation and the observed pattern of plasticity evolution. Our model and experimental results indicate that the ability of genetic correlations to predict correlated responses to selection depends on the underlying genetic architecture producing the genetic correlation. © 2006 by The University of Chicago.",35,16947108,Journal,ar,Article,100,3,3,Artificial selection | Egg size | G × E interaction | Genetic correlation | Phenotypic plasticity | Propagule size,12604,undefined,0,FALSE,46,323-335,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748780970,SCOPUS_ID:33748780970,2-s2.0-33748780970,Life-history evolution in uncertain environments: Bet hedging in time,Wilbur H.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506258,"Many vertebrates, forest herbs, and trees exhibit both variable age at maturity and iteroparity as adaptations to uncertain environments. We analyze a stochastic model that combines these two life-history adaptations with density-dependent fertility. Results for a model with only iteroparity are consistent with previous work; environmental uncertainty favors adult survival over juvenile survival. This holds true even if there is a moderately strong convex trade-off between adult survival and fecundity, but the direction of selection can depend on which life-history trait is considered a random variable. A life history with only developmental delay favors juvenile survival in uncertain environments, consistent with previous models of seed banks. When both developmental delay and iteroparity are included in the model, both adaptations are favored in uncertain environments. Our simulations show that selection is not necessarily a runaway process in which either developmental delay or iteroparity is favored, as recently proposed by Tuljapurkar and Wiener, but rather that selection can favor both mechanisms. Invasion analysis shows that selective pressure on life-history delays increases as environmental variation increases. Reproductive delay and adult survival can be either adaptations or constraints. Natural-history studies that estimate model parameters can resolve this uncertainty. © 2006 by The University of Chicago.",107,16947114,Journal,ar,Article,100,2,2,Complex life cycles | Delayed maturity | Iteroparity | Life-history evolution | Polyphenism | Random environment,12604,undefined,0,FALSE,47,398-411,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748778817,SCOPUS_ID:33748778817,2-s2.0-33748778817,Evaluating thermoregulation in reptiles: An appropriate null model,Christian K.A.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506528,"Established indexes of thermoregulation in ectotherms compare body temperatures of real animals with a null distribution of operative temperatures from a physical or mathematical model with the same size, shape, and color as the actual animal but without mass. These indexes, however, do not account for thermal inertia or the effects of inertia when animals move through thermally heterogeneous environments. Some recent models have incorporated body mass, to account for thermal inertia and the physiological control of warming and cooling rates seen in most reptiles, and other models have incorporated movement through the environment, but none includes all pertinent variables explaining body temperature. We present a new technique for calculating the distribution of body temperatures available to ectotherms that have thermal inertia, random movements, and different rates of warming and cooling. The approach uses a biophysical model of heat exchange in ectotherms and a model of random interaction with thermal environments over the course of a day to create a null distribution of body temperatures that can be used with conventional thermoregulation indexes. This new technique provides an unbiased method for evaluating thermoregulation in large ectotherms that store heat while moving through complex environments, but it can also generate null models for ectotherms of all sizes. © 2006 by The University of Chicago.",37,16947116,Journal,re,Review,100,3,3,Body size | Body temperature | Ectotherms | Null model | Operative temperature | Thermal inertia,12604,undefined,0,FALSE,48,421-430,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748763348,SCOPUS_ID:33748763348,2-s2.0-33748763348,Migration dynamics for the ideal free distribution,Cressman R.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506970,"This article verifies that the ideal free distribution (IFD) is evolutionarily stable, provided the payoff in each patch decreases with an increasing number of individuals. General frequency-dependent models of migratory dynamics that differ in the degree of animal omniscience are then developed. These models do not exclude migration at the IFD where balanced dispersal emerges. It is shown that the population distribution converges to the IFD even when animals are nonideal (i.e., they do not know the quality of all patches). In particular, the IFD emerges when animals never migrate from patches with a higher payoff to patches with a lower payoff and when some animals always migrate to the best patch. It is shown that some random migration does not necessarily lead to under-matching, provided migration occurs at the IFD. The effect of population dynamics on the IFD (and vice versa) is analyzed. Without any migration, it is shown that population dynamics alone drive the population distribution to the IFD. If animal migration tends (for each fixed population size) to the IFD, then the combined migration-population dynamics evolve to the population IFD independent of the two timescales (i.e., behavioral vs. population). © 2006 by The University of Chicago.",123,16947113,Journal,ar,Article,100,2,2,Competition | Dispersal | Evolutionarily stable strategy | Habitat choice | Ideal free distribution | Migration dynamics,12604,undefined,0,FALSE,49,384-397,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33748760392,SCOPUS_ID:33748760392,2-s2.0-33748760392,"Toward synthesis of relationships among leaf longevity, instantaneous photosynthetic rate, lifetime leaf carbon gain, and the gross primary production of forests",Kikuzawa K.,American Naturalist,00030147,168,3,2006-09-01,September 2006,10.1086/506954,"The assimilation of carbon by plant communities (gross primary production [GPP]) is a central concern in plant ecology as well as for our understanding of global climate change. As an alternative to traditional methods involving destructive harvests or time-consuming measurements, we present a simple, general model for GPP as the product of the lifetime carbon gain by a single leaf, the daily leaf production rate, and the length of the favorable period for photosynthesis. To test the model, we estimated leaf lifetime carbon gain for 26 species using the concept of mean labor time for leaves (the part of each day the leaf functions to full capacity), average potential photosynthetic capacity over the leaf lifetime, and functional leaf longevity (leaf longevity discounted for periods within a year wholly unfavorable for photosynthesis). We found that the life-time carbon gain of leaves was rather constant across species. Moreover, when foliar biomass was regressed against functional leaf longevity, aseasonal and seasonal forests fell on a single line, suggesting that the leaf production rate during favorable periods is not substantially different among forests in the world. The gross production of forest ecosystems then can be predicted to a first approximation simply by the annual duration of the period favorable for photo-synthetic activity in any given region. © 2006 by The University of Chicago.",56,16947112,Journal,ar,Article,100,2,2,Functional leaf longevity | Gross primary production | Leaf longevity | Lifetime leaf carbon gain | Mean labor time of a leaf,12604,undefined,0,FALSE,50,373-383,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747379124,SCOPUS_ID:33747379124,2-s2.0-33747379124,Sources of diversity in a grassland metacommunity: Quantifying the contribution of dispersal to species richness,Vandvik V.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/505759,"Metacommunity theory suggests a potentially important role for dispersal in diversity maintenance at local, as well as regional, scales. In addition, propagule addition experiments have shown that dispersal often limits local diversity. However, actual dispersal rates into local communities and the contribution of immigrants to observed local diversity are poorly known. We present a new approach that partitions the diversity of a target community into dispersal-maintained and dispersal-independent components. Specifically, we quantify distances through space and time to the nearest potential seed source for naturally occurring recruits in target communities by using hierarchical data on species pools (local, site, region, and seed bank). Using this ""recruit tag"" approach, we found that dispersal contributed 29%-57% of the seedling diversity in perennial grasslands with different successional histories. However, both dispersal and seedling mortality remained remarkably constant, in absolute terms, over succession. The considerable loss of diversity over secondary succession (66%), therefore, could be understood only by considering how these processes interact with the decreasing disturbance rate (i.e., frequency of gaps) in later-successional sites. We conclude that a metacommunity perspective is relevant and necessary to understand the diversity and community assembly of this study system. © 2006 by The University of Chicago.",40,16874626,Journal,ar,Article,100,2,2,Colonization | Disturbance | Diversity maintenance | Gap dynamics | Mortality | Succession,12604,undefined,0,FALSE,51,157-167,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747375674,SCOPUS_ID:33747375674,2-s2.0-33747375674,Integration of local and regional species-area relationships from space-time species accumulation,Fridley J.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/505761,"A long-standing observation in community ecology is that the scaling of species richness, as exemplified by species-area curves, differs on local and regional scales. This decoupling of scales may be largely due to sampling processes (the increasing constraint imposed by sampling fewer individuals at fine scales), as distinct from ecological processes, such as environmental heterogeneity, that operate across scales. Removal of the sampling constraint from fine-scale richness estimates should yield species-area curves that behave like those of the regions in which they are embedded, but an effective method for this removal has not been available. We suggest an approach that incorporates the manner in which small areas accumulate species over time as a way to remove the signature of sampling processes from fine-scale species-area curves. We report for three species-rich grasslands from two continents how local plant species richness is distributed through time at multiple, nested spatial scales, and we ask whether sampling-corrected curves reflect the spatial scaling of richness of each larger floristic province. Our analysis suggests that fine-scale values of richness are highly constrained by sampling processes, but once these constraints are removed, the spatial scaling of species richness is consistent from the scale of individuals to that of an entire province. © 2006 by The University of Chicago.",46,16874624,Journal,ar,Article,100,4,4,Grassland | Preston | Scale dependence | Species richness | Species-area curve | Species-time curve,12604,undefined,0,FALSE,52,133-143,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747363488,SCOPUS_ID:33747363488,2-s2.0-33747363488,Experimental tests for an evolutionary trade-off between growth rate and yield in E. coli,Novak M.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/506527,"Theoretical studies have predicted a trade-off between growth rate and yield in heterotrophic organisms. Here we test for the existence of this trade-off by analyzing the growth characteristics of 12 E. coli B populations that evolved for 20,000 generations under a constant selection regime. We performed three different tests. First, we analyzed changes in growth rate and yield over evolutionary time for each population. Second, we tested for a negative correlation between rate and yield across the 12 populations. Finally, we isolated clones from four selected populations and tested for a negative correlation between rate and yield within these populations. We did not find evidence for a trade-off based on the first two tests. However, we did observe a trade-off based on the within-population correlation of yield and rate. Our results indicate that, at least for the populations studied here, an analysis of the within-population diversity might be the most sensitive test for the existence of a trade-off. The observation of a trade-off within, but not between, populations suggests that the populations evolved different genetic solutions for growth in the selective environment, which in turn led to different physiological constraints. © 2006 by The University of Chicago.",130,16874633,Journal,ar,Article,100,5,5,ATP production | Experimental evolution | Selection for growth rate | Trade-off,12604,undefined,0,FALSE,53,242-251,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747361026,SCOPUS_ID:33747361026,2-s2.0-33747361026,Competitive intransitivity promotes species coexistence,Laird R.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/506259,"Using a spatially explicit cellular automaton model with local competition, we investigate the potential for varied levels of competitive intransitivity (i.e., nonhierarchical competition) to promote species coexistence. As predicted, on average, increased levels of intransitivity result in more sustained coexistence within simulated communities, although the outcome of competition also becomes increasingly unpredictable. Interestingly, even a moderate degree of intransitivity within a community can promote coexistence, in terms of both the length of time until the first competitive exclusion and the number of species remaining in the community after 500 simulated generations. These results suggest that modest levels of intransitivity in nature, such as those that are thought to be characteristic of plant communities, can contribute to coexistence and, therefore, community-scale biodiversity. We explore a potential connection between competitive intransitivity and neutral theory, whereby competitive intransitivity may represent an important mechanism for ""ecological equivalence."" © 2006 by The University of Chicago.",160,16874628,Journal,ar,Article,100,2,2,Biodiversity | Cellular automaton | Competition | Intransitivity | Species coexistence | Transitivity,12604,undefined,0,FALSE,54,182-193,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747360755,SCOPUS_ID:33747360755,2-s2.0-33747360755,Disturbance facilitates invasion: The effects are stronger abroad than at home,Hierro J.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/505767,"Disturbance is one of the most important factors promoting exotic invasion. However, if disturbance per se is sufficient to explain exotic success, then ""invasion"" abroad should not differ from ""colonization"" at home. Comparisons of the effects of disturbance on organisms in their native and introduced ranges are crucial to elucidate whether this is the case; however, such comparisons have not been conducted. We investigated the effects of disturbance on the success of Eurasian native Centaurea solstitialis in two invaded regions, California and Argentina, and one native region, Turkey, by conducting field experiments consisting of simulating different disturbances and adding locally collected C. solstitialis seeds. We also tested differences among C. solstitialis genotypes in these three regions and the effects of local soil microbes on C. solstitialis performance in greenhouse experiments. Disturbance increased C. solstitialis abundance and performance far more in nonnative ranges than in the native range, but C. solstitialis biomass and fecundity were similar among populations from all regions grown under common conditions. Eurasian soil microbes suppressed growth of C. solstitialis plants, while Californian and Argentinean soil biota did not. We suggest that escape from soil pathogens may contribute to the disproportionately powerful effect of disturbance in introduced regions. © 2006 by The University of Chicago.",128,16874625,Journal,ar,Article,100,5,5,Biological invasions | Centaurea solstitialis | Community invasibility | Disturbance | Invasive plants | Ruderals,12604,undefined,0,FALSE,55,144-156,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747359947,SCOPUS_ID:33747359947,2-s2.0-33747359947,Complicity or conflict over sexual cannibalism? Male risk taking in the praying mantis Tenodera aridifolia sinensis,Lelito J.P.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/505757,"Male complicity versus conflict over sexual cannibalism in mantids remains extremely controversial, yet few studies have attempted to establish a causal relationship between risk of cannibalism and male reproductive behavior. We studied male risk-taking behavior in the praying mantid Tenodera aridifolia sinensis by altering the risk imposed by females and measuring changes in male behavior. We show that males were less likely to approach hungrier, more rapacious females, and when they did approach, they moved more slowly, courted with greater intensity, and mounted from a greater distance. Similarly, when forced to approach females head-on, within better view and better reach of females, males also approached more slowly and courted with greater intensity. Thus, males behaved in a manner clearly indicative of risk avoidance, and we support the hypothesis of sexual conflict over sexual cannibalism. © 2006 by The University of Chicago.",46,16874635,Journal,ar,Article,100,2,2,Mantidae | Mate choice | Praying mantis | Sexual cannibalism | Sexual conflict,12604,undefined,0,FALSE,56,263-269,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747352800,SCOPUS_ID:33747352800,2-s2.0-33747352800,Cranial modularity shifts during mammalian evolution,Goswami A.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/505758,"The mammalian skull has been studied as several separate functional components for decades, but the study of modularity is a more recent, integrative approach toward quantitative examination of independent subsets of highly correlated traits, or modules. Although most studies of modularity focus on developmental and genetic systems, phenotypic modules have been noted in many diverse morphological structures. However, few studies have provided empirical data for comparing modules across higher taxonomic levels, limiting the ability to assess the broader evolutionary significance of modularity. This study uses 18-32 three-dimensional cranial landmarks to analyze phenotypic modularity in 106 mammalian species and demonstrates that cranial modularity is generally conserved in the evolution of therian mammals (marsupials and placentals) but differs between therians and monotremes, the two extant subclasses of Mammalia. Within therians, cluster analyses identify six distinct modules, but only three modules display significant integration in all species. Monotremes display only two highly integrated modules. Specific hypotheses of functional and developmental influences on cranial bones were tested. Theoretical correlation matrices for bones were constructed on the basis of shared function, tissue origin, or mode of ossification, and all three of these models are significantly correlated with observed correlation matrices for the mammalian cranium. © 2006 by The University of Chicago.",185,16874636,Journal,ar,Article,100,1,1,Development | Evolution | Functional integration | Mammalia | Modularity,12604,undefined,0,FALSE,57,270-280,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747344246,SCOPUS_ID:33747344246,2-s2.0-33747344246,On adaptive accuracy and precision in natural populations,Hansen T.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/505768,"Adaptation is usually conceived as the fit of a population mean to a fitness optimum. Natural selection, however, does not act only to optimize the population mean. Rather, selection normally acts on the fitness of individual organisms in the population. Furthermore, individual genotypes do not produce invariant phenotypes, and their fitness depends on how precisely they are able to realize their target phenotypes. For these reasons we suggest that it is better to conceptualize adaptation as accuracy rather than as optimality. The adaptive inaccuracy of a genotype can be measured as a function of the expected distance of its associated phenotype from a fitness optimum. The less the distance, the more accurate is the adaptation. Adaptive accuracy has two components: the deviance of the genotypically set target phenotype from the optimum and the precision with which this target phenotype can be realized. The second component, the adaptive precision, has rarely been quantified as such. We survey the literature to quantify how much of the phenotypic variation in wild populations is due to imprecise development. We find that this component is often substantial and highly variable across traits. We suggest that selection for improved precision may be important for many traits. © 2006 by The University of Chicago.",59,16874627,Journal,re,Review,100,3,3,Adaptation | Adaptive accuracy | Developmental stability | Fluctuating asymmetry | Maladaptation | Optimality,12604,F32GM070248,0,FALSE,58,168-181,NA,NA,NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/33747343201,SCOPUS_ID:33747343201,2-s2.0-33747343201,Coexistence and specialization of pathogen strains on contact networks,Eames K.T.D.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/505760,"The coexistence of different pathogen strains has implications for pathogen variability and disease control and has been explained in a number of different ways. We use contact networks, which represent interactions between individuals through which infection could be transmitted, to investigate strain coexistence. For sexually transmitted diseases the structure of contact networks has received detailed study and has been shown to be a vital determinant of the epidemiological dynamics. By using analytical pairwise models and stochastic simulations, we demonstrate that network structure also has a profound influence on the interaction between pathogen strains. In particular, when the population is serially monogamous, fully cross-reactive strains can coexist, with different strains dominating in network regions with different characteristics. Furthermore, we observe specialization of different strains in different risk groups within the network, suggesting the existence of diverging evolutionary pressures. © 2006 by The University of Chicago.",15,16874632,Journal,ar,Article,100,2,2,Coexistence | Evolution | Monogamy | Network | Strains,12604,undefined,0,FALSE,59,230-241,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747340002,SCOPUS_ID:33747340002,2-s2.0-33747340002,Ecology predicts large-scale patterns of phylogenetic diversification in birds,Phillimore A.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/505763,"One of the most striking patterns in evolutionary biology is that clades may differ greatly in the number of species they contain. Numerous hypotheses have been put forward to explain this phenomenon, and several have been tested using phylogenetic methods. Remarkably, however, all such tests performed to date have been characterized by modest explanatory power, which has generated an interest in explanations stressing the importance of random processes. Here we make use of phylogenetic methods to test whether ecological variables, typically ignored in previous models, may explain phylogenetic tree imbalance in birds. We show that diversification rate possesses an intermediate phylogenetic signal across families. Using phylogenetic comparative methods, we then build a multipredictor model that explains more than 50% of the variation in diversification rate among clades. High annual dispersal is identified as the strongest predictor of high rates of diversification. In addition, high diversification rate is strongly associated with feeding generalization. In all but one instance, these key findings remain qualitatively unchanged when we use an alternative phylogeny and methodology and when small clades, containing five species or less, are excluded. Taken together, these results suggest that large-scale patterns in avian diversification can be explained by variation in intrinsic biology. © 2006 by The University of Chicago.",130,16874631,Journal,ar,Article,100,4,4,Birds | Body size | Dispersal | Diversification | Ecology | Phylogeny,12604,undefined,0,FALSE,60,220-229,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747340001,SCOPUS_ID:33747340001,2-s2.0-33747340001,"Cachers, scavengers, and thieves: A novel mechanism for desert rodent coexistence",Price M.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/506277,"A biologically explicit simulation model of resource competition between two species of seed-eating heteromyid rodent indicates that stable coexistence is possible on a homogeneous resource if harvested food is stored and consumers steal each other's caches. Here we explore the coexistence mechanisms involved by analyzing how consumer phenotypes and presence of a noncaching consumer affect the competitive outcome. Without cache exchange, the winning consumer is better at harvesting seeds and produces more offspring per gram of stored food. With cache exchange, coexistence is promoted by interspecific trade-offs between harvest ability, metabolic efficiency, and ability to pilfer defended caches of heterospecifics or scavenge undefended caches of dead conspecifics or heterospecifics. Cache exchange via pilferage can equalize competitor fitnesses but has little stabilizing effect and leads to stable coexistence only in the presence of a noncaching consumer. In contrast, scavenging is both equalizing and stabilizing and promotes coexistence without a third consumer. Because body size affects a heteromyid rodent's metabolic rate, seed harvest rate, caching strategy, and ability to steal caches, interspecific differences in body size should produce the trade-offs necessary for coexistence. The observation that coexisting heteromyids differ in body size therefore indicates that cache exchange may promote diversity in heteromyid communities. © 2006 by The University of Chicago.",21,16874629,Journal,ar,Article,100,2,2,Body size | Coexistence mechanism | Community structure | Heteromyidae | Mechanistic model | Resource processing,12604,undefined,0,FALSE,61,194-206,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33747333642,SCOPUS_ID:33747333642,2-s2.0-33747333642,Letter from the editors,DeAngelis D.,American Naturalist,00030147,168,2,2006-08-01,August 2006,10.1086/506392,NA,0,NA,Journal,ed,Editorial,100,3,3,NA,12604,undefined,0,FALSE,62,NA,NA,NA,NA,NA
