@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:eIssn,dc:description
true,https://api.elsevier.com/content/abstract/scopus_id/0027842155,SCOPUS_ID:0027842155,2-s2.0-0027842155,Bet-hedging germination of desert annuals: variation among populations and maternal effects in Lepidium lasiocarpum,Philippi T.,American Naturalist,00030147,142,3,488-507,1993-01-01,1993,10.1086/285551,133,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,50,NA,"Seeds from different populations of Lepidium differed in their germination behavior. These differences were weakly correlated with differences in the mean winter rainfall among the collection sites: sites with greater mean precipitation had less dormancy. Precipitation in the year of seed production was a strong predictor of germination behavior: sites with greater precipitation produced seeds with more dormancy. Maternal plant size had a strong effect on germination: plants that produced many seeds had a smaller proportion germinate in the first year. While these results support the general theories of bet-hedging germination in desert annuals, they indicate that selection due to year-to-year variation in population size and sibling competition may be more important in the evolution of seed dormancy than previously thought. (See also 94L/02487). -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027838890,SCOPUS_ID:0027838890,2-s2.0-0027838890,Adaptive significance of seabird coloration: the case of procellariiforms,Bretagnolle V.,American Naturalist,00030147,142,1,141-173,1993-01-01,1993,10.1086/285532,60,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,51,NA,"On procellariiforms (albatrosses and petrels), which comprise 105 seabird species, all with simple coloration (mainly black and/or white), correspondence analysis was used to find correlations between coloration and species body size, diet, feeding techniques, foraging group sizes, and climate at breeding localities. Correlations with taxonomic classification were also examined. No single factor played an overwhelming part in determining color patterns, but whereas diet, size, and climate had little effect, feeding techniques and foraging group sizes had important influences. Classification, at the genus or family level, and color pattern were also correlated. Clusters of species, whether derived from their color patterns or their feeding ecologies, where similar. Coloration may therefore be related to procellariiform life histories, possibly acting through competition and predation risk. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027837173,SCOPUS_ID:0027837173,2-s2.0-0027837173,"The genetic basis of photoperiodism and its evolutionary divergence among populations of the pitcher-plant mosquito, Wyeomyia smithii",Hard J.,American Naturalist,00030147,142,3,457-473,1993-01-01,1993,10.1086/285549,53,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,52,NA,"Measured the additive genetic variance within populations and the composite additive, dominance, and epistatic effects contributing to differentiation of photoperiodic response between two southern (ancestral) and each of four progressively more northern (derived) populations of the pitcher-plant mosquito. Critical photoperiod and its additive genetic variance but not its heritability increased with latitude. Directional selection on critical photoperiod during the northward divergence has therefore not eroded the additive genetic variance underlying this trait. Epistatic effects, especially additive × additive and dominance × dominance interactions, overwhelm composite additive and dominance effects on critical photoperiod. The presence of substantial epistasis suggests that multiple founder events during the northward divergence may have been responsible for the release of progressively greater additive genetic variance in derived populations, despite directional and stabilizing selection to reduce it. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027834863,SCOPUS_ID:0027834863,2-s2.0-0027834863,Adaptive geographical variation in bill shape of scrub jays (Aphelocoma coerulescens),Peterson A.,American Naturalist,00030147,142,3,508-527,1993-01-01,1993,10.1086/285552,37,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,all,All Open Access,53,NA,"Bill shapes of scrub jays include a short, hooked form and a long, pointed form, at least in females. Populations living in oak woodlands have short, hooked bills, whereas populations living in pinyon-juniper woodlands have long, pointed bills. The short, hooked form is apparently the primitive (pleisiomorphic) state. The pointed form probably has been derived twice and lost once during the phylogenetic history of the species, each derivation being associated with invasion of pinyon-juniper woodlands and the loss with invasion of oak woodlands. Each bill form is most efficient at exploiting the foods present in the habitat with which it is associated, according to behavioural observations and functional arguments. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027834614,SCOPUS_ID:0027834614,2-s2.0-0027834614,Rapoport's rule does not apply to marine teleosts and cannot explain latitudinal gradients in species richness,Rohde K.,American Naturalist,00030147,142,1,1-16,1993-01-01,1993,10.1086/285526,173,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,54,NA,"Two methods are used to analyze latitudinal ranges of fish species: means of ranges of all species with a midpoint in the same 5° latitude band plotted against latitude, and means of ranges of all species occurring in the same 5° latitude band plotted against latitude. Application of the first method to data on 894 teleost species from the Indo-Pacific and Atlantic oceans showed that species with midpoints of latitudinal ranges near the equator have, on the average, much greater latitudinal ranges than species with midpoints at higher latitudes. Ranges of species were more or less the same when the second method was used, because of larger ranges and greater species numbers of low-latitude species. Rapoport's rule, according to which high-latitude species have greater latitudinal range than low-latitude species, therefore does not generally apply to marine teleosts. In contrast, the rule applies to North American (720 species) and North European (61 species) freshwater fish above a latitude of 40°N as demonstrated by both methods. The rule has not been shown to apply to any group of organisms below a latitude of approximately 25-35°N. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027808219,SCOPUS_ID:0027808219,2-s2.0-0027808219,High-stress subterranean habitats and evolutionary change in cave- inhabiting arthropods,Howarth F.,American Naturalist,00030147,142,Suppl.,NA,1993-01-01,1993,10.1086/285523,73,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,55,NA,"Most obligate cave species share similar morphological, physiological, and behavioral features, which indicates the presence of similar strong selection forces in their highly stressful subterranean environment. Major stresses include perpetual darkness and humidity, lack of important environmental cues, complex mazelike living space, stressful or even lethal gas mixtures, patchy food resources, barren rocky substrates, wet and slippery vertical surfaces, and occasional flooding. In cavernous regions the boundaries of surface species are vertical as well as linear, with abundant food resources sinking across the vertical boundary into the high-stress subterranean biome. Parson's stress-determined species boundary model on the role of stresses in increasing phenotypic and genotypic variability at boundaries is expanded to explain how an adaptive shift could occur at such food-rich boundaries, which would allow a new population to diverge from its parent population and exploit resources in a novel environment. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027806495,SCOPUS_ID:0027806495,2-s2.0-0027806495,"Cause-effect relationships in energy flow, trophic structure, and interspecific interactions",Hairston N.,American Naturalist,00030147,142,3,379-411,1993-01-01,1993,10.1086/285546,406,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,all,All Open Access,56,NA,"Trophic structure is determined by competitive and predator-prey interactions. In freshwater pelagic communities, the collective efficiency of herbivorous plankton in consuming primary producers is up to 10 times as great as is the efficiency of forest herbivores in consuming their food. Conversely, forest predators are about three times as efficient in consuming herbivore production as are zooplanktivorous fish. The presence of an additional level, piscivorous fish, in pelagic communities accounts for the difference. In the aquatic system, herbivorous zooplankton are freed from predation by the effect of piscivorous fish on their predators; in the terrestrial system, green plants are freed from herbivory by predation on the herbivores. Pelagic ecosystems have more trophic levels as a result of selection for small rapidly growing primary producers, which cannot hold space in the fluid medium, in contrast to large space-occupying producers in the terrestrial environment. Consumers in pelagic systems are more frequently gape limited in the size range of food they can ingest than are grasping consumers in terrestrial systems. The energy within the living, nondetrital components is more finely divided between trophic levels in pelagic systems than in terrestrial systems. Ecological efficiencies do not determine trophic structure; rather, they are its product. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027806278,SCOPUS_ID:0027806278,2-s2.0-0027806278,The importance and consequences of stress in living and fossil populations: from life-history variation to evolutionary change,Parsons P.,American Naturalist,00030147,142,Suppl.,NA,1993-01-01,1993,10.1086/285520,29,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,57,NA,"Some organisms can increase their resistance to abiotic environmental stress by a genetic reduction in metabolic rate. This relationship underlies negative associations of desiccation resistance with many life-history traits but a positive association with longevity in Drosophila melanogaster. At stressed species borders little available energy may remain beyond maintenance and survival needs so that extinctions become likely. In moderately stressed and narrowly fluctuating environments there should be sufficient genetic variablity and metabolic energy to permit genetic adaptation. Phyletic radualism is an expectation in these environments. In more stressed and widely fluctuating environments a punctuated evolutionary pattern is likely even though stasis may occur most of the time. An interpretation of evolutionary patterns therefore comes from an analysis of the interaction between stress (severity and variability), genetic variability, and energy availability, which can be summarized in an evolutionary templet. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027801435,SCOPUS_ID:0027801435,2-s2.0-0027801435,Evolutionary response of Escherichia coli to thermal stress,Lenski R.E.,American Naturalist,00030147,142,Suppl.,NA,1993-01-01,1993,10.1086/285522,67,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,58,NA,"The authors used a clone of Escherichia coli previously adapted to 37°C to found replicate populations propagated at constant 32°C, constant 37°C, constant 42°C, and a daily alternation between 32° and 42°C. Several criteria indicate that 42°C was stressful for the ancestor, while 32° and 37°C were not. Bacteria adapted much more rapidly to 42°C than to either lower temperature. Also, bacteria propagated in the alternating environment exhibited greater adaptation to 42°C than to 32°C. Adaptation was temperature-specific in all groups, but adaptation to 42°C entailed little loss of fitness at lower temperatures. Nor did adaptation to 42°C much extend the upper limit for population persistence, although the authors isolated more thermotolerant mutants by imposing hard selection. Thus, whereas the stressful 42°C environment consistently led to more rapid adaptive evolution than did nonstressful regimes, superstressful temperatures caused either extremely rapid adaptive evolution or extinction. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027800310,SCOPUS_ID:0027800310,2-s2.0-0027800310,"Temperature, activity, and lizard life histories",Adolph S.,American Naturalist,00030147,142,2,273-295,1993-01-01,1993,10.1086/285538,448,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,all,All Open Access,59,NA,"Presents a theoretical model predicting the proximate consequences of the thermal environment for lizard life histories. Temperature, by affecting activity times, can cause variation in annual survival rate and fecundity, leading to a negative correlation between survival rate and fecundity among populations in different thermal environments. Thus, physiological and evolutionary models predict the same qualitative pattern of life-history variation in lizards. The model was tested with life-history data from Sceloporus undulatus, using climate and geographical data to reconstruct estimated annual activity seasons. Among populations, annual activity times were negatively correlated with annual survival rate and positively correlated with annual fecundity. Proximate effects of temperature may confound comparative analyses of lizard life-history variation and should be included in future evolutionary models. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027800162,SCOPUS_ID:0027800162,2-s2.0-0027800162,Evolution of suites of traits in response to environmental stress,Chapin F.,American Naturalist,00030147,142,Suppl.,NA,1993-01-01,1993,10.1086/285524,678,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,60,NA,"Traits that enable plants to exploit low-resource environments (eg slow tissue turnover, low transpiration rate, high root:shoot ratio, and high concentrations of plant defences against pathogens and herbivores) are physiological linked to key growth-related traits (low rates of photosynthesis, nutrient uptake, and growth). A genetic change in a switch or underlying trait that turns on this stress resistance syndrome (SRS), which causes it to be expressed over a wider range of environmental circumstances, would effectively convert a high-resource genotype into one that is more stress-tolerant. Because of physiological linkages between growth-related traits and the SRS, any heritable change in a key growth-related trait will pleiotropically affect the SRS. Therefore, heritable changes in these key growth-related traits could be accompanied by evolution of the entire SRS. Evidence for this hypothesis comes from single-gene mutants that differ in many stress-related traits, rapid evolution of metal-tolerant populations that are broadly stress-resistant, and consistent patterns of traits in species along gradient in resource availability. Rapid evolution in response to changing environmental stress may allow many short-lived species to respond to human-induced environmental change and provide opportunities to develop stress-resistance crops. However, the time lag between generations of long-lived species that dominate most natural vegetation may not allow mature individuals of these species to keep pace with rapid global change. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027799118,SCOPUS_ID:0027799118,2-s2.0-0027799118,"Avian brood reduction and parent-offspring ""conflict'",Forbes L.,American Naturalist,00030147,142,1,82-117,1993-01-01,1993,10.1086/285530,72,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,61,NA,"Examines parent-offspring conflict over brood reduction using a simple game model. Parents establish an initial brood size and level of effort that optimizes their lifetime reproductive success. Offspring can respond by reducing brood size, but if they do so, parents are free to readjust their level of effort. Brood reduction is an evolutionarily stable strategy (ESS) only when offspring fitness is higher following parental readjustment of effort. Model analysis revealed that both conflict and cooperation over brood size are possible ESSs. Two parental policies of resource allocation among contemporary siblings were examined: equal, in which food is distributed evenly, and despotic, in which food is distributed according to a sibling dominance hierarchy. Parental fitness was diminished slightly by despotic allocation, but the risk of parent-offspring conflict was also diminished. When conflict did occur, the fitness costs and benefits for parents and offspring, respectively, were modest, particularly for despotic allocation. Where parents add ""insurance' offspring to the brood, parents and elder offspring may agree over the elimination of redundant offspring even though the proximate cause of infanticide is sibling rivalry. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027799094,SCOPUS_ID:0027799094,2-s2.0-0027799094,"Fungi as biotic defense agents of fleshy fruits: alternative hypotheses, predictions, and evidence",Cipollini M.,American Naturalist,00030147,141,4,663-673,1993-01-01,1993,10.1086/285498,16,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,62,NA,"Examines fruit-fungus interactions as a means of generating hypotheses concerning effects on seed dispersal, focusing on variation among fungi and the potential for fungi to act as biotic defence agents. Ripe fruit rot is caused primarily by opportunistic fungi; host-specific fungi (pathogens) rarely cause such rot. Latent (endophytic) infection is a widespread mechanism of opportunistic fruit rot initiation. Another group of opportunists produces toxins. Interactions among microbes are explored looking at hypotheses which involve 1) biotic defence of fleshy fruit (latest fungi persist in ripe fruit because they act as biotic defences against more detrimental microbes), and 2) direct negative effects (fungi simply vary in direct negative effects). Seven predictions are tested for the first hypothesis, and evidence in support is evaluated. -P.J.Jarvis"
true,https://api.elsevier.com/content/abstract/scopus_id/0027799091,SCOPUS_ID:0027799091,2-s2.0-0027799091,"The ""hybrid bridge' hypothesis: host shifting via plant hybrid swarms",Floate K.,American Naturalist,00030147,141,4,651-662,1993-01-01,1993,10.1086/285497,118,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,63,NA,"Discusses mechanisms by which herbivorous insects acquire or shift to new host plants without involving preadaptation or mutation. The authors use their work on insect distributions on cottonwood trees to suggest the potential importance of hybrid plants that morphologically, genetically and spatially bridge gaps between parental species and which may allow herbivores to shift hosts in a series of gradual steps. Predictions are 1) monophages are more likely to benefit from a hybrid bridge than polyphages; 2) hybridising plants will share more herbivores than non-hybridising species; and 3) the pattern of hybridisation allows for specific predictions. The ""hybrid bridge' hypothesis is tested using galling insects on Fremont cottonwood Populus fremontii × narrowleaf cottonwood Populus angustifolia hybrids in N Utah. -P.J.Jarvis"
true,https://api.elsevier.com/content/abstract/scopus_id/0027794903,SCOPUS_ID:0027794903,2-s2.0-0027794903,Parent-offspring conflict and life-history consequences in herbivorous insects,Roitberg B.,American Naturalist,00030147,142,3,443-456,1993-01-01,1993,10.1086/285548,18,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,64,NA,"Develops an evolutionarily stable strategy theory of parent-offspring conflict in insect herbivores for the case in which offspring can choose to leave host plants on which they have been deposited by their mother. A fundamental parent-offspring conflict in larval leaving rates occurs because individual larvae are more related to themselves than to their siblings whereas mothers are equally related to each of their offspring. The optimal probability of movement from the mother's perspective, pmom, is always greater than or equal to the optimal probability of movement from the offspring's perspective, poff. A consequence of this difference in optimal probabilities of movement is that the mother's fitness for a given clutch is always greater for pmom than poff. As the payoff for leaving a plant decreases, the optimal movement rates decrease and clutches become smaller. As relatedness increases, optimal movement probabilities increase and this causes an increase in optimal clutches. The clutch size that maximizes the mother's lifetime fitness will frequently diverge from that which the mother would produce were the offspring to move at her optimal rate (ie pmom). -Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027532824,SCOPUS_ID:0027532824,2-s2.0-0027532824,Maternal energy investment in elephant seal pups: evidence for sexual equality?,Kretzmann M.,American Naturalist,00030147,141,3,466-480,1993-01-01,1993,10.1086/285484,73,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,NA,NA,65,NA,"Labeled water methodology was used to quantify maternal energy investment in northern elephant seal Mirounga angustirostris pups. Pup milk intake, field metabolic rate, mass change, and body composition were monitored during the nursing period and throughout the postweaning fast. Maternal investment did not vary significantly as a function of pup sex. Males and females appeared to be in similar condition at the end of the postweaning fast, just prior to their first trip to sea. Some male pups may attain a greater size relative to females without additional cost to their mothers. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027528243,SCOPUS_ID:0027528243,2-s2.0-0027528243,Resource and pollen limitation: plant size-dependent reproductive patterns in Physalis longifolia,Lawrence W.S.,American Naturalist,00030147,141,2,296-313,1993-01-01,1993,10.1086/285474,63,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,66,NA,"Examined the effect of pollen addition and reduction on the fruit and seed production of ground cherry. Large plants responded to reduced pollination by increasing flower production and the number of seeds per fruit; as a result, total seed production did not differ from that of large control plants. Small plants showed no change in response to reduced pollination, yet seed production did not differ significantly from that of controls, as seed production in both groups was low. Large hand-pollinated plants did not differ significantly from large control plants in any components of yield. Small hand-pollinated plants had significantly higher percentage fruit set and produced significantly more fruit and seeds than did small control plants. Differences in seed production reflected different proportions of plants that set some rather than no fruit. This may result from low pollinator visitation rates to small plants with small floral displays. Experimental results for large plants are only consistent with the hypothesis that large plants are simultaneously resource and pollen limited. To the extent that there is a trade-off between flower production and seed provisioning, large P. longifolia plants are allocating resources so as to maximize maternal seed production. In contrast, small plants are only pollen limited. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027528067,SCOPUS_ID:0027528067,2-s2.0-0027528067,Nest predation among vegetation layers and habitat types: revising the dogmas,Martin T.,American Naturalist,00030147,141,6,897-913,1993-01-01,1993,10.1086/285515,461,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,67,NA,"Greater nest predation rates on ground-nesting birds than on off-ground-nesting birds have long been assumed and used as an explanation for patterns such as greater cryptic and monomorphic coloration of ground-nesting birds and for area sensitivity and population decline of many Neotropical migrant species. The author uses three independent data sets to show that this assumption is not true in forest habitats, where nest predation is instead least on ground-nesting birds. Larger clutch sizes and longer nestling periods of ground-nesting species in forest habitats are indirect evidence that ground-nesting species in forest habitats have suffered lower nest predation over evolutionary time. In contrast, ground-nesting birds seem to suffer greater predation than off-ground-nesting species in shrub and grassland habitats, but evaluation of predation is complicated by habitat disturbance in many studies. Nesting mortality in general appears to be greater in shrub and grassland habitats, and species in these habitats are showing some of the most consistent long-term population declines. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027528060,SCOPUS_ID:0027528060,2-s2.0-0027528060,Food web architecture and population dynamics in laboratory microcosms of protists,Lawler S.,American Naturalist,00030147,141,5,675-686,1993-01-01,1993,10.1086/285499,140,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,68,NA,"Long food chains are thought to be less stable than shorter food chains, and omnivores are thought to destabilize food webs, although populations of omnivores may be more stable than populations of nonomnivores. In three of four simple food webs assembled from bacteria and protists in laboratory microcosms, the abundance of bacterivorous protists indeed varied more over time when the species occurred in longer versus shorter food chains. The abundance of protists attacked by omnivorous top predators was either more or less temporally variable than in webs where top predators fed only at one adjacent trophic level, depending on the particular combination of interacting species. The abundance of omnivorous top predators varied less over time than the abundance of top predators restricted to feeding only at an adjacent trophic level. Stability may depend on complex interactions between species-specific life-history traits and general patterns of food web architecture. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027524371,SCOPUS_ID:0027524371,2-s2.0-0027524371,Vigilance costs of allogrooming in macaque mothers,Maestripieri D.,American Naturalist,00030147,141,5,744-753,1993-01-01,1993,10.1086/285503,92,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,69,NA,"When rhesus macaque Macaca mulatta mothers groomed other individuals and their infants were away from them, material glance rate at the infant was markedly reduced, and infants were victims of harassment and aggression by other group members at a higher rate than during nongrooming time. In spite of a higher risk of harassment of infants, mothers did not try to minimize allogrooming time when infants were away. Under natural conditions, the reduced vigilance associated with allogrooming may also expose an individual and its offspring to an increased risk of predation. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027524314,SCOPUS_ID:0027524314,2-s2.0-0027524314,Consequences of nonequilibrium resource availability across multiple time scales: the transient maxima hypothesis,Seastedt T.,American Naturalist,00030147,141,4,621-633,1993-01-01,1993,10.1086/285494,148,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,70,NA,"Nonequilibrium biotic responses to changes in resource limitation dominate the behavior of tallgrass prairie ecosystems. Rates of leaf photosynthesis on a time scale of minutes, amounts of annual plant productivity, patterns in the productivity of certain consumer groups, and amounts of soil organic matter accumulation over millennia all reflect biotic responses to frequent and recurring shifts in limiting resources. Productivity is higher during a transition period when the relative importance of an essential resource is changing than during an equilibrium interval generated by single resource limitation. These ""transient maxima' are both characteristic and easily measurable in the tallgrass prairie because of the unpredictable climate and ecological constraints such as grazing and recurrent fires that modify water, nitrogen, and light availability. Such diverse phenomena as overcompensation for herbivory, the intermediate disturbance hypothesis, maximum levels of productivity observed in successional ecosystems, and widespread nitrogen limitation in terrestrial and aquatic ecosystems can be explained by biotic response to shifts in limiting resources. -Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027519112,SCOPUS_ID:0027519112,2-s2.0-0027519112,The evolution of parental care in brooding spirorbid polychaetes: the effect of scaling constraints,Hess H.C.,American Naturalist,00030147,141,4,577-596,1993-01-01,1993,10.1086/285492,23,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,71,NA,"The allometric-constraint hypothesis is often invoked to explain the association of small body size and brooding within many marine invertebrate taxa. Larger individuals are hypothesized to produce proportionately smaller broods because brood space scales more slowly with increasing body size than does fecundity, which makes brooding a less effective strategy for larger species. None of the predictions of this hypothesis were met in this study on spirorbid polychaetes, and there is no evidence that scaling constraints limit brood size in spirorbids. There is no effect of species size or brooding mode on the scaling of brood size and body size that is consistent with the allometric-constraint hypothesis. Results rely on reduced major axis regressions. Reanalysis of data from a previous study reveals that an ordinary least-squares regression model underestimates scaling exponents and can falsely indicate there are scaling constraints where none exist. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027510842,SCOPUS_ID:0027510842,2-s2.0-0027510842,The all-or-none pattern in introduced Haiwaiian passeriforms: the role of competition sustained,Moulton M.,American Naturalist,00030147,141,1,105-119,1993-01-01,1993,10.1086/285463,41,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,72,NA,"Certain landbirds (Columbiformes and Passeriformes) introduced on more than one of the Hawaiian Islands exhibited in all-or-none pattern in introduction success. Simberloff and Boecklen (1991) have advanced a hypothesis that does not require competition to explain this pattern. This all-or-none pattern among introduced passeriforms, however, is exaggerated by three types of bias (phylogeny, errors in the data matrix, and differences in the number of islands per introduction). Once corrected, the observed all-or-none pattern is consistent with the competition hypothesis. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027505492,SCOPUS_ID:0027505492,2-s2.0-0027505492,The analysis and interpretation of seedling recruitment curves,Rees M.,American Naturalist,00030147,141,2,233-262,1993-01-01,1993,10.1086/285471,37,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,all,All Open Access,73,NA,"Presents statistical methods appropriate for the analysis of seedling recruitment data. Seed banks do not in general decay according to a negative exponential pattern. A wide range of recruitment patterns occur. The authors explore the effects of unobserved mortality on age-specific recruitment. They demonstrate the difficulty of interpreting age-specific patterns of recruitment in terms of the behavior of individual seeds, a result of unobserved seed mortality and between-seed variability, either of which can qualitatively change the shape of the recruiting curve. Density dependence can generate spurious patterns of age-specific recruitment. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027505486,SCOPUS_ID:0027505486,2-s2.0-0027505486,The genetic mechanism of sex determination in the conchostracan shrimp Eulimnadia texana,Sassaman C.,American Naturalist,00030147,141,2,314-328,1993-01-01,1993,10.1086/285475,109,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,74,NA,Natural populations of E. texana are mixtures of self-compatible hermaphrodites and males and represent one of the few known cases of androdioecy in animals. Hermaphrodites are of two types: amphigenic (producing both male and hermaphroditic offspring) and monogenic (producing only hermaphroditic offspring). -from Authors
true,https://api.elsevier.com/content/abstract/scopus_id/0027503804,SCOPUS_ID:0027503804,2-s2.0-0027503804,Evolution by sexual selection: what can population comparisons tell us?,Houde A.,American Naturalist,00030147,141,5,796-803,1993-01-01,1993,10.1086/285506,31,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,75,NA,"Describes how three different models can produce a pattern of parallel variation in mating preferences and sexual display characters across populations. Specifically, Fisher's model can produce parallel variation in at least two different ways, but changes in the preferences themselves can also result in parallel changes in the display characters. The three models all depict the joint evolution of a mating preference and the display character on which the preference is based (both quantitative traits) as an initial population gives rise to new populations. For each figure, one can imagine the sequential formation of the populations, one from another, or the simultaneous divergence of all the populations. -from Author"
true,https://api.elsevier.com/content/abstract/scopus_id/0027503737,SCOPUS_ID:0027503737,2-s2.0-0027503737,A population memetics approach to cultural evolution in chaffinch song: meme diversity within populations,Lynch A.,American Naturalist,00030147,141,4,597-620,1993-01-01,1993,10.1086/285493,60,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,76,NA,"Investigated cultural evolution in populations of Fringilla coelebs in the Atlantic islands (Azores, Madeira, Canaries) and neighboring continental regions (Morocco, Iberia) by employing a population memetics approach. A song meme is defined as a single syllable or a series of linked syllables capable of being transmitted. The frequency distribution of memes within populations generally fit a neutral model in which there is an equilibrium between mutation, migration, and drift, which suggests that memes are functionally equivalent. The diversity of memes of single syllables is significantly greater in the Azores compared to all other regions, consistent with higher population densities of chaffinches here. Memes of two to five syllables have greater diversity in Atlantic island and Moroccan populations compared to their Iberian counterparts. This higher diversity emanates from a looser syntax and increased recombination in songs, presumably because of relaxed selection for distinctive songs in these peripheral and depauperate avifaunas. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027498718,SCOPUS_ID:0027498718,2-s2.0-0027498718,Mutualism and competition between plants and decomposers: implications for nutrient allocation in ecosystems,Harte J.,American Naturalist,00030147,141,6,829-846,1993-01-01,1993,10.1086/285511,93,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,NA,NA,77,NA,"Testable predictions about nutriewnt allocation in ecosystems follow from the assumption that decomposers allocate for their own growth the fraction of mineralized nutrient that maximizes their population biomass, leaving the remainder available for plant uptake. Available data for a wide variety of ecosystems are nearly all consistent with the predicted quantitative relationships among nitrogen flow rates and nitrogen fractions in plants, decomposers, and nonliving organic matter. -from Authors"
true,https://api.elsevier.com/content/abstract/scopus_id/0027493727,SCOPUS_ID:0027493727,2-s2.0-0027493727,Migration alone can produce persistence of host-parasitoid models,Adler F.,American Naturalist,00030147,141,4,642-650,1993-01-01,1993,10.1086/285496,59,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,NA,NA,78,NA,"Examines different initial conditions of otherwise identical coupled systems. This mechanism can maintain bounded oscillations of even a small number of deterministic Nicholson-Bailey models of host-parasitoid interactions coupled by migration. Single-patch models of this sort are notoriously unstable, exhibiting trajectories with population explosions and crashes of increasing amplitude. Persistence and complicated dynamics are possible when the number of patches is large enough. The author here examines the parameter values for which stable oscillations exist in a globally coupled system, indicating that low migration rates are indeed necessary for persistence by this mechanism but that increasing the number of patches may not increase probabilities of persistence. This mechanism of persistence operates even in the presence of some stochasticity in the model parameters. -from Author"
