@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0035091655,SCOPUS_ID:0035091655,2-s2.0-0035091655,Two-generation analysis of pollen flow across a landscape. I. male gamete heterogeneity among females,Smouse P.,Evolution,00143820,55,2,260-271,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01291.x,"Gene flow is a key factor in the spatial genetic structure in spatially distributed species. Evolutionary biologists interested in microevolutionary processess and conservation biologists interested in the impact of landscape change require a method that measures the real time process of gene movement. We present a novel two-generation (parent-offspring) approach to the study of genetic structure (TwoGener) that allows us to quantify heterogeneity among the male gamete pools sampled by maternal trees scattered across the landscape and to estimate mean pollination distance and effective neighborhood size. First, we describe the model's elements: genetic distance matrices to estimate intergametic distances, molecular analysis of variance to determine whether pollen profiles differ among mothers, and optimal sampling considerations. Second, we evaluate the model's effectiveness by simulating spatially distributed populations. Spatial heterogeneity in male gametes can be estimated by φFT, a male gametic analogue of Wright's FST and an inverse function of mean pollination distance. We illustrate TwoGener in cases where the male gamete can be categorically or ambiguously determined. This approach does not require the high level of genetic resolution needed by parentage analysis, but the ambiguous case is vulnerable to bias in the absence of adequate genetic resolution. Finally, we apply TwoGener to an empirical study of Quercus alba in Missouri Ozark forests. We find that φFT = 0.06, translating into about eight effective pollen donors per female and an effective pollination neighborhood as a circle of radius about 17 m. Effective pollen movement in Q. alba is more restricted than previously realized, even though pollen is capable of moving large distances. This case study illustrates that, with a modest investment in field survey and laboratory analysis, the TwoGener approach permits inferences about landscape-level gene movements.",237,11308084,Journal,ar,Article,100,4,4,AMOVA | Gene flow | Genetic structure | Parentage analysis | Pollen movement | Quercus alba | Twogener | φ-statistics,22104,undefined,1,TRUE,all,All Open Access,98,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035091542,SCOPUS_ID:0035091542,2-s2.0-0035091542,Perspective: The origin of flowering plants and their reproductive biology - A tale of two phylogenies,Friedman W.,Evolution,00143820,55,2,217-231,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01288.x,"Recently, two areas of plant phylogeny have developed in ways that could not have been anticipated, even a few years ago. Among extant seed plants, new phylogenetic hypotheses suggest that Gnetales, a group of nonflowering seed plants widely hypothesized to be the closest extant relatives of angiosperms, may be less closely related to angiosperms than was believed. In addition, recent phylogenetic analyses of angiosperms have, for the first time, clearly identified the earliest lineages of flowering plants: Amborella, Nymphaeales, and a clade that includes Illiciales/ Trimeniaceae/Austrobaileyaceae. Together, the new seed plant and angiosperm phylogenetic hypotheses have major implications for interpretation of homology and character evolution associated with the origin and early history of flowering plants. As an example of the complex and often unpredictable interplay of phylogenetic and comparative biology, we analyze the evolution of double fertilization, a process that forms a diploid embryo and a triploid endosperm, the embryo-nourishing tissue unique to flowering plants. We demonstrate how the new phylogenetic hypotheses for seed plants and angiosperms can significantly alter previous interpretations of evolutionary homology and firmly entrenched assumptions about what is synapomorphic of flowering plants. In the case of endosperm, a solution to the century-old question of its potential homology with an embryo or a female gametophyte (the haploid egg-producing generation within the life cycle of a seed plant) remains complex and elusive. Too little is known of the comparative reproductive biology of extant nonflowering seed plants (Gnetales, conifers, cycads, and Ginkgo) to analyze definitively the potential homology of endosperm with antecedent structures. Remarkably, the new angiosperm phylogenies reveal that a second fertilization event to yield a biparental endosperm, long assumed to be an important synapomorphy of flowering plants, cannot be conclusively resolved as ancestral for flowering plants. Although substantive progress has been made in the analysis of phylogenetic relationships of seed plants and angiosperms, these efforts have not been matched by comparable levels of activity in comparative biology. The consequence of inadequate comparative biological information in an age of phylogenetic biology is a severe limitation on the potential to reconstruct key evolutionary historical events.",51,11308081,Journal,re,Review,100,2,2,Amborella | Angiosperms | Double fertilization | Endosperm | Gnetales | Phylogeny | Seed plants,22104,undefined,0,FALSE,NA,NA,99,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035090515,SCOPUS_ID:0035090515,2-s2.0-0035090515,"Geographic variation and the evolution of reproductive allocation in the pitcher-plant mosquito, Wyeomyia Smithii",Armbruster P.,Evolution,00143820,55,2,439-444,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01306.x,"We measured the egg size of six geographic populations of the pitcher-plant mosquito, Wyeomyia smithii, from Florida (30°N) to Ontario (49°N). Populations from northern latitudes produced larger eggs than populations from southern latitudes. Egg size increased with increasing latitude more rapidly when larvae were reared under low rather than high density. One southern (30°N) and one northern (49°N) population of W. smithii that persisted through 10 generations of selection for increased persistence under conditions of chronic thermal- and nutrient-limiting stress (conditions similar to southern rather than northern habitats) produced smaller eggs more rapidly than unselected control lines. However, there were no differences in lifetime fecundity or fertility between control and selected lines. Thus, laboratory evolution in an environment representative of extreme southern latitudes caused evolutionary changes consistent with geographic patterns of egg size. These results implicate temperature as a selective factor influencing the geographic variation of egg size in W. smithii, and demonstrate a novel trade-off in reproductive allocation between egg size and egg maturation time.",40,11308099,Journal,ar,Article,100,4,4,Egg size | Life-history trade-offs | Reproductive allocation | Thermal selection | Wyeomyia smithii,22104,undefined,0,FALSE,NA,NA,100,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035089801,SCOPUS_ID:0035089801,2-s2.0-0035089801,"Phylogeography of the plains killifish, Fundulus zebrinus",Kreiser B.,Evolution,00143820,55,2,339-350,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01299.x,"Drainage systems of the Great Plains and western Gulf Slope underwent substantial changes through diversions and stream captures during the Pleistocene, either as the result of the glacial advances or through independent geologic processes. The distributions of a variety of fishes that range across west-central North America, such as the plains killifish (Fundulus zebrinus), are thought to be the product of this Pleistocene influence. We examined the geographic pattern of genetic variation in F. zebrinus using three allozyme loci (n = 793), mitochondrial DNA restriction fragment length polymorphisms (RFLPs, n = 352), and sequencing of the mitochondrial cytochrome oxidase I (COI, n = 23) in an attempt to understand the roles of dispersal and vicariance. The phylogeographic patterns were concordant between the allozyme and mitochondrial data with the exception of the population in the North Canadian River. The populations fell into three geographic assemblages, which we designated as northern, central, and southern. A large phylogenetic break (average Roger's D = 0.702; average sequence divergence in RFLPs = 4.6%; average sequence divergence in COI = 5.5%) separated the northern/central and southern assemblages. The northern region was likely colonized sometime during the mid-Pleistocene. Fish in the Brazos and Pecos Rivers probably reached these drainages through stream captures of the Red River. The large phylogenetic break between the northern/central and southern clades supports previous attempts to recognize two species of plains killifish: F. zebrinus and F. kansae.",27,11308092,Journal,ar,Article,100,3,3,Allozymes | Fundulus kansae | Fundulus zebrinus | Mitochondrial DNA | Phylogeography | Pleistocene | Systematics,22104,undefined,1,TRUE,all,All Open Access,101,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035089778,SCOPUS_ID:0035089778,2-s2.0-0035089778,The contribution of phenotypic plasticity to adaptation in Lacerta vivipara,Lorenzon P.,Evolution,00143820,55,2,392-404,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01302.x,"Correlation between intraspecific phenotypic variability and variation of environmental conditions could reflect adaptation. Different phenotypes may result from differential expression of a genotype in different environments (phenotypic plasticity) or from expression of different genotypes (genetic diversity). Populations of Lacerta vivipara exhibit larger adult body length, lower age at maturity, higher fecundity, and smaller neonatal size in humid habitats compared to dry habitats. We conducted reciprocal transplants of juvenile L. vivipara to test for the genetic or plastic origin of this variation. We captured gravid females from four populations that differed in the relative humidity of their habitats, and during the last 2 to 4 weeks of gestation, we manipulated heat and water availability under laboratory conditions. Juveniles were released into the different populations and families were divided to compare growth rate and survival of half-sibs in two environments. Growth rate and survival were assessed using capture-recapture techniques. Growth rate was plastic in response to postnatal conditions and did not differ between populations of origin. Survival differed between populations of origin, partially because of differences in neonatal body length. The response of juvenile body length and body condition to selection in the different habitats was affected by the population of origin. This result cannot be simply interpreted in terms of adaptation; however, phenotypic plasticity of fecundity or juvenile size most probably resulted in adaptive reproductive strategies. Adaptation to the habitat by means of genetic specialization was not detected. Further investigation is needed to discriminate between genetic and long-term maternal effects.",84,11308095,Journal,ar,Article,100,3,3,Adaptation | Growth rate | Humidity | Juvenile survival | Maternal effects | Phenotypic plasticity | Reciprocal transplant,22104,undefined,1,TRUE,all,All Open Access,102,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035089776,SCOPUS_ID:0035089776,2-s2.0-0035089776,"The evolutionary history of brown trout (Salmo trutta L.) inferred from phylogeographic, nested clade, and mismatch analyses of mitochondrial DNA variation",Bernatchez L.,Evolution,00143820,55,2,351-379,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01300.x,"Phylogeographic, nested clade, and mismatch analyses of mitochondrial DNA (mtDNA) variation were used to infer the temporal dynamics of distributional and demographic history of brown trout (Salmo trutta). Both new and previously published data were analyzed for 1794 trout from 174 populations. This combined analysis improved our knowledge of the complex evolutionary history of brown trout throughout its native Eurasian and North African range of distribution in many ways. It confirmed the existence of five major evolutionary lineages that evolved in geographic isolation during the Pleistocene and have remained largely allopatric since then. These should be recognized as the basic evolutionarily significant units within brown trout. Finer phylogeographic structuring was also resolved within major lineages. Contrasting temporal juxtaposition of different evolutionary factors and timing of major demographic expansions were observed among lineages. These unique evolutionary histories have been shaped both by the differential latitudinal impact of glaciations on habitat loss and potential for dispersal, as well as climatic impacts and landscape heterogeneity that translated in a longitudinal pattern of genetic diversity and population structuring at more southern latitudes. This study also provided evidence for the role of biological factors in addition to that of physical isolation in limiting introgressive hybridization among major trout lineages.",401,11308093,Journal,ar,Article,100,1,1,Europe | Fish | Mismatch | Mitochondrial DNA | Nested clade | Phylogeography | Salmo,22104,undefined,0,FALSE,NA,NA,103,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035089709,SCOPUS_ID:0035089709,2-s2.0-0035089709,Divergent evolution of dispersal in a heterogeneous landscape,Mathias A.,Evolution,00143820,55,2,246-259,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01290.x,"The evolution of dispersal is investigated in a landscape of many patches with fluctuating carrying capacities and spatial heterogeneity in temporal fluctuations. Although asynchronous temporal fluctuations select for dispersal, spatial heterogeneity in the distribution of fluctuating environmental variables selects against it. We find evolutionary branching in dispersal rate leading to the evolutionarily stable coexistence of a high- and a low-dispersal phenotype. We study how the opposing forces of selection for and against dispersal change with the relative size and the environmental qualities of the source and sink habitats. Our results suggest that the evolution of dispersal dimorphism could be a first step towards speciation and local adaptation.",133,11308083,Journal,ar,Article,100,3,3,Dispersal | Evolutionarily stable coalitions | Evolutionary branching | Heterogeneous environment | Source-sink system,22104,undefined,1,TRUE,all,All Open Access,104,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035089649,SCOPUS_ID:0035089649,2-s2.0-0035089649,"Male size, sperm transfer, and colony fitness in the western harvester ant, Pogonomyrmex occidentalis",Wiernasz D.C.,Evolution,00143820,55,2,324-329,2001-01-01,2001,10.1111/j.0014-3820.2001.tb01297.x,"Mating success in the western harvester ant, Pogonomyrmex occidentalis, increases with male size. We tested the hypothesis that increased mating success increases male fitness and the fitness of colonies that make large males by comparing the sperm content of males prior to and at the conclusion of the mating swarm. The number of sperm a male initially possesses is a function of male size, and large males transfer a greater proportion of their sperm than do small males. For colonies, the payoff per unit of investment is an increasing function of male size, and investment in large males is not equivalent to investing in a larger number of small males. Allocation ratios in species that show size variation in reproductives may need to be modified by the individual fitness functions.",47,11308090,Journal,ar,Article,100,4,4,Ants | Colony fitness | Pogonomyrmex | Sex allocation,22104,undefined,1,TRUE,all,All Open Access,105,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035023840,SCOPUS_ID:0035023840,2-s2.0-0035023840,Behavioral differentiation in oviposition activity in Drosophila buzzatii from highland and lowland populations in Argentina: Plasticity or thermal adaptation?,Dahlgaard J.,Evolution,00143820,55,4,738-747,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00810.x,"Highland populations of several Drosophila species in Argentina were active early in the afternoon in the field as opposed to populations from a much warmer lowland site, where flies were mainly active in the early evening prior to sunset. For one of these species, Drosophila buzzatii, we tested for a genetic component of activity differences by carrying out crosses within and between populations and measuring oviposition activity of the progeny in the laboratory. We found that activity in the highland population exceeded that in the lowland one during the midafternoon, whereas activity in the lowland population exceeded that in the highland one prior to the beginning of the dark period. Oviposition activity for the period corresponding to the field observations was regressed on the proportion of the genome derived from the highland population. This variable significantly predicted oviposition activity between 1400 and 1600 and between 2000 and 2200 h. Activity of both reciprocal Crosses was intermediate and not significantly different from each other, suggesting that nuclear genetic, rather than cytoplasmic factors contribute to differences in oviposition activity between the populations. Two morphological, one genetic, and one stress resistance trait were also scored to examine whether temperature differences between environments were associated with other differences between populations. Wing length of wild-caught and laboratory-reared flies from the highland population significantly exceeded that in the lowland. Thorax length of laboratory-reared flies from the highland population also significantly exceeded that from the lowland. Chromosomal inversion frequencies differed significantly between the two populations with a fivefold reduction in the frequency of arrangement 2st in the highland as compared to the lowland population. This arrangement is known for its negative dose effect on size, and thus, the highland population has experienced a genetic change, perhaps as a result of adaptation to the colder environment, where body size and the frequency of arrangement 2st have changed in concert. Finally, a heat knockdown test revealed that the lowland population was significantly more resistant to high temperature than the highland one. In conclusion, we suggest that temperature has been an important selective agent causing adaptive differentiation between these two populations. We also suggest that the activity rhythms of the two populations have diverged as a consequence of behavioral evolution, that is, through avoidance of stressful temperatures as a mean of thermal adaptation.",73,11392392,Journal,ar,Article,100,3,3,Behavioral avoidance | Genetic variation | Heat resistance | Insects | Inversion polymorphism | Thorax/wing length,22104,undefined,1,TRUE,all,All Open Access,106,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035017725,SCOPUS_ID:0035017725,2-s2.0-0035017725,Life-history changes that accompany the transition from sexual to parthenogenetic reproduction in Drosophila mercatorum,Kramer M.G.,Evolution,00143820,55,4,748-761,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00811.x,"In spite of the predicted genetic and ecological costs of sex, most natural populations maintain sexual reproduction, even those capable of facultative parthenogenesis. Unfertilized eggs from natural populations of Drosophila mercatorum occasionally develop into viable adults, but obligately parthenogenetic populations are unknown in this species. To evaluate the microevolutionary forces that both favor and constrain the evolution of parthenogenesis in D. mercatorum, we have measured parthenogenetic rates across a natural, sexually reproducing population and characterized the life-history changes that accompany the transition from sexual to parthenogenetic reproduction in laboratory strains. A highly significant difference in parthenogenetic rate was found between two populations in close geographic proximity, with increased rate found with lower population density. Laboratory strains of parthenogenetic females suffered increased mortality and reduced egg viability relative to their virgin counterparts from a sexual strain. Lifetime egg production was similar across all strains, but a shift in peak egg production to an earlier age also occurred. The combination of these life-history traits resulted in a higher net reproductive value for sexual females, but because they also had a longer generation time, intrinsic rate of increase was not as dramatically different from parthenogenetic females. In environments with high early mortality, there may be no fitness disadvantage to parthenogenesis, but the predicted ecological advantage of a twofold increase in intrinsic rate of increase was not realized. These results support the theory of Stalker (1956) that parthenogenesis is favored in environments in which sexual reproduction is difficult or impossible.",62,11392393,Journal,ar,Article,100,2,2,Cost of sex | Drosophila mercatorum | Intrinsic rate of increase | Life-history evolution | Net reproductive value | Parthenogenesis,22104,undefined,1,TRUE,all,All Open Access,107,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035017724,SCOPUS_ID:0035017724,2-s2.0-0035017724,The Y chromosomes of Drosophila simulans are highly polymorphic for their ability to suppress sex-ratio drive,Montchamp-Moreau C.,Evolution,00143820,55,4,728-737,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00809.x,"The sex-ratio trait, known in several species of Drosophila including D. simulans, results from meiotic drive of the X chromosome against the Y. Males that carry a sex-ratio X chromosome produce strongly female-biased progeny. In D. simulans, drive suppressors have evolved on the Y chromosome and on the autosomes. Both the frequency of sex-ratio X and the strength of the total drive suppression (Y-linked and autosomal) vary widely among geographic populations of this worldwide species. We have investigated the pattern of Y-linked drive suppression in six natural populations representative of this variability. Y-linked suppressors were found to be a regular component of the suppression, with large differences between populations in the mean level of suppression. These variations did not correspond to differences in frequency of discrete types of Y chromosomes, but to a more or less wide continuum of phenotypes, from nonsuppressor to partial or total suppressor. We concluded that a large diversity of Y-linked suppressor alleles exists in D. simulans and that some populations are highly polymorphic. Our results support the hypothesis that a Y-chromosome polymorphism can be easily maintained by a balance between meiotic drive and the cost of drive suppression.",41,11392391,Journal,ar,Article,100,3,3,Drosophila simulans | Meiotic drive | Sex ratio | Y chromosome,22104,undefined,1,TRUE,all,All Open Access,108,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035016532,SCOPUS_ID:0035016532,2-s2.0-0035016532,Male genotype affects female longevity in Drosophila melanogaster,Sawby R.,Evolution,00143820,55,4,834-839,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00819.x,"Several recent studies suggest that interactions with conspecific males can reduce the longevity of female Drosophila melanogaster or support the idea that male and female fitness components are involved in antagonistic interactions. Here we report that males from third-chromosome isogenic lines demonstrated significant genetic variation in male reproductive performance and in the longevity of their mates. Increased male performance was marginally significantly associated with one measure of increased female survival rate. However, there was no indication of trade-offs or negative correlations between male reproductive success and female survival. We discuss alternative hypotheses for the cause of the induced variation in female longevity.",24,11392401,Journal,ar,Article,100,2,2,Drosophila | Life history | Longevity | Mortality | Sexual antagonism | Sexual conflict | Sperm competition,22104,undefined,1,TRUE,all,All Open Access,109,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035016531,SCOPUS_ID:0035016531,2-s2.0-0035016531,Reproductive asynchrony increases with environmental disturbance,Post E.,Evolution,00143820,55,4,830-834,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00818.x,"While it is widely recognized that the manner in which organisms adjust their timing of reproduction reflects evolutionary strategies aimed at minimizing offspring mortality or maximizing reproductive output, the conditions under which the evolutionarily stable strategy involves synchronous or asynchronous reproduction is a matter of considerable discord. A recent theoretical model predicts that whether a population displays reproductive synchrony or asynchrony will depend on the relative scales of intrinsic regulation and environmental disturbance experienced by reproducing individuals. This model predicts that, under conditions of negligible competition and large-scale environmental perturbation, evolution of a single mixed strategy will result in asynchronous reproduction. We tested this prediction using empirical data on large-scale climatic fluctuation and the annual timing of reproduction by three species of flowering plants covering 1300-population-years and four degrees of latitude in Norway. In agreement with model predictions, within populations of all three species reproductive asynchrony increased with the magnitude of large-scale climatic perturbation, but bore no relation to the strength of local density dependence. These results suggest that mixed evolutionarily stable strategies can arise from the interplay of combinations of agents of selection and the scale at which they operate; hence it is fruitless to associate synchronous versus asynchronous timing with particular single factors like climate, competition, or predation.",35,11392400,Journal,ar,Article,100,4,4,Climate | Competition | ESS | Fitness | Life history | Scale of selection,22104,undefined,1,TRUE,all,All Open Access,110,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035016528,SCOPUS_ID:0035016528,2-s2.0-0035016528,Chloroplast sharing in the Tasmanian eucalypts,McKinnon G.E.,Evolution,00143820,55,4,703-711,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00806.x,"The biogeographic pattern of chloroplast DNA (cpDNA) haplotypes in Eucalyptus on the island of Tasmania is consistent with reticulate evolution, involving at least 12 Tasmanian species from the subgenus Symphyomyrtus. Intraspecific cpDNA polymorphism in 14 of 17 species is coupled with extensive sharing of identical haplotypes across populations of different species in the same geographic area. Haplotype diversity is lowest in central regions of Tasmania formerly occupied by alpine vegetation during glacial intervals and in northern regions that were periodically linked to continental Australia by land bridges. The observed distribution of several cpDNA haplotypes unique to Tasmania coincides with modeled locations of glacial refugia in coastal areas of Tasmania and shows the power of cpDNA in unraveling the complex history of past distributions of Eucalyptus. The results suggest that the model of evolution of the eucalypts should be reassessed to allow for the anastomosing effects of interspecific hybridization and introgression.",110,11392388,Journal,ar,Article,100,4,4,Chloroplast | Eucalyptus | Glacial refugia | Hybridization | Introgression | J  region LA | Reticulate evolution,22104,undefined,1,TRUE,all,All Open Access,111,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035015240,SCOPUS_ID:0035015240,2-s2.0-0035015240,Evolutionary dynamics of host-plant specialization: A case study of the tribe nymphalini,Janz N.,Evolution,00143820,55,4,783-796,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00814.x,"Two general patterns that have emerged from the intense studies on insect-host plant associations are a predominance of specialists over generalists and a taxonomic conservatism in host-plant use. In most insect-host plant systems, explanations for these patterns must be based on biases in the processes of host colonizations, host shifts, and specialization, rather than cospeciation. In the present paper, we investigate changes in host range in the nymphalid butterfly tribe Nymphalini, using parsimony optimizations of host-plant data on the butterfly phylogeny. In addition, we performed larval establishment tests to search for larval capacity to feed and survive on plants that have been lost from the female egg-laying repertoire. Optimizations suggested an ancestral association with Urticaceae, and most of the tested species showed a capacity to feed on Urtica dioica regardless of actual host-plant use. In addition, there was a bias among the successful establishments on nonhosts toward plants that are used as hosts by other species in the Nymphalini. An increased likelihood of colonizing ancestral or related plants could also provide an alternative explanation for the observed pattern that some plant families appear to have been colonized independently several times in the tribe. We also show that there is no directionality in host range evolution toward increased specialization, that is, specialization is not a dead end. Instead, changes in host range show a very dynamic pattern.",229,11392396,Journal,ar,Article,100,3,3,Colonization | Generalist | Host shift | Host-plant range | Polyphagy | Specialist | Speciation,22104,undefined,0,FALSE,NA,NA,112,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035012104,SCOPUS_ID:0035012104,2-s2.0-0035012104,Physiological bases of genetic differences in cannibalism behavior of the confused flour beetle tribolium confusum,Giray T.,Evolution,00143820,55,4,797-806,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00815.x,"Physiological causes of genetic differences in cannibalism were examined to gain a better understanding of constraints on behavior evolution. Cannibalism has complex population level consequences in Tribolium confusum, including dramatic effects on population size. Laboratory strains with low and high cannibalism rates, obtained through inbreeding, have maintained distinct levels of cannibalism for over two decades even in the absence of artificial selection to maintain the differences. Why strains differ in their cannibalism rates was examined by measuring: (1) the nutritional benefit from cannibalism in both nutritionally good and poor environments, and (2) the possibility that eggs are an important source of water. How strains achieve differences in cannibalism was examined by testing for differences between strains in their ability to find eggs and in their tendency to eat eggs. Beetles from both strains survive equally well in a nutritionally good environment, but they accomplish this in different ways. The low cannibalism strain has high survivorship with and without cannibalism. The high cannibalism strain has low survivorship when not fed eggs and survivorship equivalent to the low cannibalism strain when fed eggs, suggesting it compensates for poor nutritional adaptation by eating eggs. The strains also differ in feeding behavior; beetles from the high cannibalism strain have a higher appetite for eggs. Beetles from the two strains did not differ in locomotor activity, search efficiency, or need for water. The observed behavioral and nutritional differences may contribute to the maintenance of different levels of cannibalism.",18,11392397,Journal,ar,Article,100,4,4,Kin selection | Locomotor activity | Nutrition | Physiology of behavior | Respiratory metabolism | Water balance,22104,undefined,0,FALSE,NA,NA,113,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035012103,SCOPUS_ID:0035012103,2-s2.0-0035012103,"Genetics, experience, and host-plant preference in Eurosta solidaginis: Implications for host shifts and speciation",Craig T.P.,Evolution,00143820,55,4,773-782,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00813.x,"Host-associated mating is crucial in maintaining the partial reproductive isolation between the host races of Eurosta solidaginis (Diptera: Tephritidae), a fly that forms galls on Solidago altissima and S. gigantea. (We refer to flies reared from S. gigantea as gigantea flies and those reared from S. altissima as altissima flies.) We measured the host preference of males and females of both host races, F1 hybrids between the host races, F2, and backcrosses to both host races. Male and female altissima flies and female gigantea flies had high host fidelity, whereas male gigantea flies had low host fidelity. This result suggests that3 1, 4tive mating that occurs when male gigantea mate with altissima females on S. altissima. This indicates assortative-mating mechanisms in addition to host-associated mating are required to produce the partial reproductive isolation between the host races that has been observed. Nongenetic factors had no influence on host preference. Larval conditioning did not influence host preference: reciprocal F1 hybrids reared in S. altissima and S. gigantea both preferred S. gigantea. Adult experience had no impact on host preference: females preferred their natal host plant regardless of which host they encountered first as an adult. The hypothesis that maternal effects influence preferences was rejected because male and female flies did not show a consistent preference for the host plant of their mother. We also found no evidence that preference was a sex-linked trait because F1 and backcrosses to the host races with different combinations of X chromosomes from the two host races preferred S. gigantea. Our results indicate that host preference is not determined by a large number of genes because preference of hybrids did not correspond to the proportion of the genome derived from each host race. The strength of the ovipuncture preference for S. gigantea by gigantea females, the females of both reciprocal F1 hybrids, the backcross to gigantea, and F2s indicates that preference is inherited nonadditively at a limited number of loci. The F1 female hybrids, however, had a weaker host preference for S. gigantea than the pure gigantea host race, indicating that there may be incomplete dominance or modifier loci. Males had different host preference patterns than females, with individual male gigantea and male F1 hybrids usually exhibiting preference exclusively for S. gigantea or S. altissima. One hypothesis explaining the difference in host preference between males and females is that the same gene influences both female and male host preference, but it is a sex-influenced gene. Thus, males carrying the gene for S. gigantea preference have an intermediate host preference, whereas females have a strong host preference to S. gigantea. In summary, we found that the host preference that produces host-associated mating is inherited nonadditively at a relatively small number of loci on autosomal genes. This mode of inheritance meets the assumptions of models of sympatric speciation, indicating that the host races could have evolved in sympatry.",81,11392395,Journal,ar,Article,100,3,3,Assortative mating | Eurosta solidaginis | Gall | Host preference | Host race | Hybrid crosses | Solidago | Sympatric speciation,22104,undefined,0,FALSE,NA,NA,114,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035012101,SCOPUS_ID:0035012101,2-s2.0-0035012101,"Tarsal asymmetry, nutritional condition, and survival in water boatmen (Callicorixa vulnerata)",Nosil P.,Evolution,00143820,55,4,712-720,2001-01-01,April 2001,10.1111/j.0014-3820.2001.tb00807.x,"Fluctuating asymmetry (FA) has been used as a measure of developmental stability and may indicate individual phenotypic or genotypic quality. Using water boatmen (Callicorixa vulnerata) from a natural population, we examined the relationship between tarsal FA (tarsal spine number, tarsal length) and indices of body condition in two habitats. We used body weight and residual body weight (controlling for body length) as indices of condition because experimental food deprivation in water boatmen led to a reduction in each. We detected a negative relationship between FA and both indices of condition in two ecologically distinct pond habitats. We predicted this association was due to a negative relationship between FA and competitive feeding ability. Consequently, we examined associations between survival time and tarsal FA in C. vulnerata under resource-limited laboratory conditions. Univariate analyses revealed a negative correlation between survival and tarsal FA in each trait. Inclusion of survival time, body length, gender, tarsal spine number, tarsal length, and measures of FA into multivariate analyses revealed a negative correlation between survival and FA. Individuals with the greatest survival had higher nutritional condition than individuals that succumbed early in the experiment. Asymmetric individuals may suffer a foraging handicap as a result of the use of tarsi in feeding or they may be of poor genetic quality. Our results suggest elevated FA may limit resource acquisition and are consistent with the use of FA as a measure of fitness.",34,11392389,Journal,ar,Article,100,2,2,Body size | Corixidae | Ecological severity | Fitness | Fluctuating asymmetry | Nutritional condition | Survival,22104,undefined,1,TRUE,all,All Open Access,115,NA,NA
