@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:creator,dc:description,author-count.$,authkeywords,fund-acr,fund-sponsor,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0027831111,SCOPUS_ID:0027831111,2-s2.0-0027831111,Anttended scale insects (hemiptera: Coccidae: Myzolecanium) within lowland rain forest trees in papua new guinea,Journal of Tropical Ecology,02664674,14697831,9,1,81-91,1993-01-01,February 1993,10.1017/S0266467400006994,22,Journal,ar,Article,100,3,23435,INT-8714076,0,FALSE,27,Gullan P.,"Eight species of Myzolecanium Beccari (Hemiptera: Homoptera: Coccoidea: Coccidae) are reported from ant nests in stem cavities of living lowland rain forest trees in Papua New Guinea. The coccids are confined to this microhabitat but are associated with a taxonomically broad range of ants and host trees. Attendant ants belonged to six species in three genera and two subfamilies: Anonychomyrma Donisthorpe (Dolichoderinae), Crematogaster Lund (Myrmicinae) and Podomyrma F. Smith (Myrmicinae). Host plants belonged to at least five families and included both apparently specialized (with domatia) and unspecialized species. Saplings containing the nests of Anonychomyrma scrulator (F. Smith), Anonychomyrma sp. 1 and Podomyrma laeuifrons F. Smith were dissected and the structure of nest chambers and their contents recorded. Only some chambers had entrance holes, but many were interconnected by transverse passages. The coccids were in low numbers and fairly evenly distributed between ant-occupied chambers. The characteristics of the Myzolecanium-ant association, the role of the coccids as trophobionts, and the nature of the plant associations are discussed. Taxonomically, new combinations are proposed by P. J. Gullan for three species previously placed in Cryptostigma Ferris: Myzolecanium endoeucalyptus (Qin & Gullan), M. magnetinsulae (Qin & Gullan), and M. robertsi (Williams & Watson). © 1993, Cambridge University Press. All rights reserved.",3,ants | Coccidae | coccids | domatia | mutualisms | Myzolecanium | Papua New Guinea | rain forest | scale insects | trophobiosis,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027829980,SCOPUS_ID:0027829980,2-s2.0-0027829980,Fine-scale distributions of tropical animal mounds: A revised statistical analysis,Journal of Tropical Ecology,02664674,14697831,9,3,339-348,1993-01-01,August 1993,10.1017/S0266467400007392,8,Journal,ar,Article,100,1,23435,undefined,0,FALSE,28,Fisher M.,"Descriptions of the fine scale distribution of organisms have frequently been used to investigate various ecological phenomena. Unfortunately, the most widely used spatial analysis techniques are based on single index statistics, which convey only minimal information about the biological processes underlying the studied distributions. Such statistics cannot detect changes in pattern over different scales, and cannot identify some types of distribution. Additionally, both the use of such statistics on the distribution of individuals which have a non-negligible size, and the frequent failure to use an edge correction for points close to the boundaries of a sampled area, have led to the over-reporting of ‘spaced out’ (‘regular’) distributions. Using two spatial distributions recently analysed with a single index statistic (termite mounds, and earthmounds created by termites), I illustrate the benefits gained from using the spatial functions K(t), G(y) and F(x) to analyse both ‘point events’ and events which have a non-negligible size. These functions are considerably more informative about the nature of a spatial pattern and offer wide scope for the fitting of spatial models to biological distributions. © 1993, Cambridge University Press. All rights reserved.",1,analysis | earthmound | fine-scale spatial distribution | Isoptera | pattern | spacing | spatial | termite,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027804297,SCOPUS_ID:0027804297,2-s2.0-0027804297,"Density and biomass of large herbivores and other mammals in a dry tropical forest, western Thailand",Journal of Tropical Ecology,02664674,14697831,9,1,33-43,1993-01-01,February 1993,10.1017/S026646740000691X,36,Journal,ar,Article,100,1,23435,undefined,0,FALSE,29,Srikosamatara S.,"Density and biomass of four ungulate species, elephant (Elephas maximus) and seven other mammal species were estimated in an area of about 50 km2in a dry tropical forest in Huai Kha Khaeng Wildlife Sanctuary, western Thailand. Density estimations employed line transects, using either direct sightings or indirect signs. Total biomass of these ungulates and elephant was 1450 kg km-2 which was lower than that found in a well protected and managed area of similar forest, Nagarahole National Park, in India. This is due to the intensive poaching activity and the lack of wildlife management in this study site. Three species of ungulate, banteng (Bos javanicus), gaur (Bos gaums) and sambar deer (Cervus unicolor), contributed over 70% of the estimated herbivore biomass. This situation is similar to that found in other parts of Asia. The high biomass of a subterranean mammal, Cannomys badius, has not been documented elsewhere in Asia; this species probably influences the forest dynamics and ecology of small carnivores in this area. © 1993, Cambridge University Press. All rights reserved.",1,biomass | density dry tropical forest herbivores | Huai Kha Khaeng Wildlife Sanctuary | mammals | Thailand,NA,New York Zoological Society,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027801301,SCOPUS_ID:0027801301,2-s2.0-0027801301,Soil and air temperatures during prescribed cerrado fires in Central Brazil,Journal of Tropical Ecology,02664674,14697831,9,3,313-320,1993-01-01,August 1993,10.1017/S0266467400007367,167,Journal,ar,Article,100,4,23435,undefined,0,FALSE,30,Miranda A.,"Air and soil temperatures were measured during dry season heading fires in three different physiognomic forms of native vegetation common in Central Brazil: cerrado sensu stricto (dense scrub of shrubs and trees), campo cerrado (open scrub), and campo sujo (open grassland with scattered shrubs). The vegetation was protected from fire for 15 y in some areas, had been burned once every two years, and once each year in other areas. The temperatures were measured with type-k thermocouples and recorded at intervals of 22.5 secs. Air temperature measurements were taken at 1, 60 and 160 cm. Maximum air temperatures ranged from 85°C to 840°C, and the duration above 60°C varied from 20 to 270 seconds. In the soil, negligible temperature increases were recorded below 5 cm depth, whereas at 2 cm maximum soil temperatures varied from 29 to 38°C. Possible influences of fuel load and moisture on the recorded data and on the behaviour of fire in the cerrado ecosystems are discussed. © 1993, Cambridge University Press. All rights reserved.",4,Brazil | burning | cerradc | fire | savanna | temperature,CNPq,Conselho Nacional de Desenvolvimento Científico e Tecnológico,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027801173,SCOPUS_ID:0027801173,2-s2.0-0027801173,Orchid—phorophyte relationships in a forest watershed in Puerto Rico,Journal of Tropical Ecology,02664674,14697831,9,2,231-240,1993-01-01,May 1993,10.1017/S0266467400007227,76,Journal,ar,Article,100,2,23435,undefined,0,FALSE,31,Migenis L.,"Orchid diversity, distribution and host specificity were examined in a tropical watershed in the Luquillo Experimental Forest of Puerto Rico. Eleven orchid species occur in the area. The low diversity is attributed to island isolation and large-scale hurricane disturbances. Pleurothallis ruscifolia and Maxillaria coccinea were by far the most abundant species in the area and occurred on the largest number of host species and host zones. None of the orchids were host specific or host zone specialists although preferences for hosts and vertical host zones were encountered. Only 8.2% of the 426 trees and shrubs and 24.4% of the 45 species surveyed were orchid phorophytes (= hosts). Examination of host distribution by diameter at breast height (DBH) showed that 80.5% were greater than 16 cm DBH. Orchid species in the area tend to occur on rough bark hosts, but their preferences are not statistically significant. Guarea guidonia (Meliaceae) and Dacryodes excelsa (Burseraceae) are the two most important orchid hosts in our study site comprising 62.9% of all host trees. Careful management of these two tree species is suggested, since these species may be crucial to the maintenance of orchid abundance and diversity in the area. © 1993, Cambridge University Press. All rights reserved.",2,biodiversity | conservation | epiphyte | host specificity | hurricane damage | Neotropics | Puerto Rico | rain forest,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027799016,SCOPUS_ID:0027799016,2-s2.0-0027799016,The implications of climate and gap microclimate for seedling growth conditions in a Bornean lowland rain forest,Journal of Tropical Ecology,02664674,14697831,9,2,153-168,1993-01-01,May 1993,10.1017/S0266467400007136,155,Journal,ar,Article,100,1,23435,undefined,0,FALSE,32,Brown N.,"Present theories of tropical rain forest regeneration dynamics suggest that different tree species specialize on the microclimates of different sizes of canopy gap. A detailed analysis of the microclimates of closed forest and 10 canopy gaps of different sizes was carried out in lowland dipterocarp rain forest, Sabah, Malaysian Borneo. It reveals that gaps exhibit considerable spatial and temporal variation in microclimate. As a consequence the relationship between microclimate and gap sizes is not simple. Gaps of the same size do not necessarily have the same microclimate and may favour the growth of different seedling species. Chance location and timing of gap creation play an important role in regeneration dynamics. © 1993, Cambridge University Press. All rights reserved.",1,Borneo | cally active radiation | canopy gaps | Forest mirrorclimate | Histu rhance | humidity | photosyntheti | red/far red ratio | temperature | tropical rain forest,NERC,Natural Environment Research Council,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027798878,SCOPUS_ID:0027798878,2-s2.0-0027798878,"Ecological, behavioural and nutritional factors influencing use of palms as host plants by a Neotropical forest grasshopper",Journal of Tropical Ecology,02664674,14697831,9,2,183-197,1993-01-01,May 1993,10.1017/S026646740000715X,14,Journal,ar,Article,100,1,23435,undefined,0,FALSE,33,Braker E.,"This study focused on relationships between a tropical forest grasshopper and a major group of its host plants. Microtylopteryx hebardi (Acrididae:Ommatolampinae) at La Selva Biological Station, Costa Rica, feeds on understorey palms as well as other understorey plants. We assessed leaf damage levels in populations of three geonomoid palm species (Geonoma cuneata, Geonoma congesta, Asterogyne martiana), investigated feeding response of M. hebardi to the three palms, and examined leaf characteristics presumed to be important to herbivores. In understorey and gap-edge habitats, total leaf damage did not differ significantly between palm species. In the centre of small light gaps, where M. hebardi was most abundant, total leaf damage and total herbivory on G. cuneata was equal to that on the other species, but herbivory attributable to grasshoppers was significantly greater. Female M. hebardi showed strong preference for G. cuneata over the other palm species in laboratory feeding trials. Experiments to elucidate the proximate basis for this feeding preference showed that grasshoppers preferentially bit filter paper discs containing cuticular wax extract of G. cuneata. In consumption and digestibility experiments, grasshoppers consumed more fresh weight of G. cuneata and gained more weight per unit time spent feeding on this species. Leaves of G. cuneata had the highest percentage water content, highest fresh and dry mass per unit leaf area, and the lowest percentage crude lignin among the three palms studied. These factors may partially explain the preference of M. hebardi for G. cuneata, which was reflected in higher herbivory rates incurred by G. cuneata in sites where M. hebardi was locally abundant. © 1993, Cambridge University Press. All rights reserved.",1,consumption | Costa Rica | feeding preference | grasshopper | herbivory | leaf surface | tropical forest | understorey palms,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027794449,SCOPUS_ID:0027794449,2-s2.0-0027794449,Ecosystem dynamics at disturbed and undisturbed sites in north Queensland wet tropical rain forest. II. Litterfall,Journal of Tropical Ecology,02664674,14697831,9,3,365-380,1993-01-01,August 1993,10.1017/S0266467400007422,34,Journal,ar,Article,100,2,23435,undefined,0,FALSE,34,Herbohn J.,"Litterfall over a period of 18 months is also reported for a further undisturbed site in the same area. No significant differences were found in annual litterfall between the sites, with annual litterfall rates ranging from 5.0 to 6.0 t ha-1 y-1. These rates are considerably lower than those reported for other rain forest areas in Australia, and are within the lower ranges recorded for other tropical rain forests. Litterfall was found to be strongly seasonal at all sites with the maximum falls occurring from the end of the dry season to the end of the wet season. The between year variability of the sites was quite low, with the ratio of maximum to minimum production ranging from 1.05 to 1.20. The average percentages of leaves, wood and reproductive material in litterfall were similar at each site. Leaves were the dominant component of litterfall with the average proportion of the total litterfall ranging from 72% to 76% over the study period at each of the four sites. At certain times, however, the fall of wood and reproductive material was quite significant, comprising as much as 71% and 34% of litterfall respectively. A strong negative correlation was found between the fall of leaves and wood at all sites. Rates of litterfall over a period of 3 v at one undisturbed site and two sites disturbed by selective harvesting are reported for a tropical rain forest area in North Queensland, Australia. © 1993, Cambridge University Press. All rights reserved.",2,Australia | disturbance | litterfall | north Queensland | rain forest | selective logging,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027333099,SCOPUS_ID:0027333099,2-s2.0-0027333099,Growth history of a Neotropical tree inferred from the spacing of leaf scars,Journal of Tropical Ecology,02664674,14697831,9,4,525-532,1993-01-01,November 1993,10.1017/S0266467400007604,14,Journal,ar,Article,100,1,23435,undefined,0,FALSE,35,King D.A.,"The Neotropical tree, Pourouma aspera (Cecropiaceae), supports large lobed leaves on an erect stem which seldom branches below a height of 5 m. The prominent leaf scars are visible on trunks of mature trees and the distance between scars is highly correlated with the height growth rate when the leaves were produced. Relationships between height growth rate, internode length and light environment were determined from marked P. aspera saplings in a tropical wet lowland forest and used to infer the past growth histories of larger saplings and trees. Inferred growth rates were quite variable, both within and between individuals. Estimated passage times to grow from 0.7 to 2.2 m tall ranged from 0.6-23 y, with a mean of 4.4 y (N = 61). The study illustrates the importance of examining the distribution of growth rate over the length of the stem in addition to the more usual distribution of numbers of individuals per growth rate class. Species such as Pourouma, which respond strongly to light, complete much of their total juvenile growth during intervals of high light, even though most saplings are growing slowly in shade at any given time. © 1993, Cambridge University Press. All rights reserved.",1,aspera | ecology | growth | internode | morphology | Neotropics | plant demography | Pourouma | tree,NGS,National Geographic Society,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027333098,SCOPUS_ID:0027333098,2-s2.0-0027333098,"Light environment, gas exchange, and annual growth of saplings of three species of rain forest trees in costa rica",Journal of Tropical Ecology,02664674,14697831,9,4,511-523,1993-01-01,November 1993,10.1017/S0266467400007586,42,Journal,ar,Article,100,5,23435,BSR-898185,0,FALSE,36,Oberbauer S.,"Light environment, leaf physiological characteristics, and growth were compared for forest-grown saplings of three species of tropical trees with known life histories. Light environment was assessed both by hemispherical canopy photography and a quantitative visual index of crown illumination. Leaf gas exchange characteristics were measured by infrared gas analysis. The species tested included Lecythis ampla, a species tolerant of understorey conditions, Pithecellobium elegant, a species found in relatively bright sites, and Simarouba amara, a fast-growing, light-demanding species. Annual height and diameter growth did not significantly differ between the three species, but highest average rates were found for Simarouba. Likewise, saplings of the three species were found in similar low light environments although Simarouba saplings were found in slightly brighter sites and Lecythis saplings were found in the lowest light environments. Despite similar light regimes, the species differed markedly in leaf area and gas exchange. Leaf areas of Letythis saplings were five and ten-fold greater than Simarouba and Pithecellobium saplings, respectively. Light-saturated leaf photosynthesis and leaf dark respiration rates of Lecythis were about half those of Simarouba; rates of Pithecellobium were intermediate. Lecythis had the highest leaf photosynthesis at understorey diffuse light levels. Measures of annual growth were positively correlated with estimates of both direct and diffuse light with the strongest correlations between sapling performance and diffuse light. © 1993, Cambridge University Press. All rights reserved.",5,Costa Rica | dark respiration | diffuse light | direct light | hemispherical photograph | light-saturated photosynthesis | non-pioneer,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027333097,SCOPUS_ID:0027333097,2-s2.0-0027333097,"Ecological relationships between lianas and trees in lowland rain forest in Sabah, East Malaysia",Journal of Tropical Ecology,02664674,14697831,9,4,469-490,1993-01-01,November 1993,10.1017/S0266467400007549,87,Journal,ar,Article,100,2,23435,7171,0,FALSE,37,Campbell E.,"Numbers of lianas ≥2 cm gbh were recorded on trees ≥30 cm gbh in two 4 ha plots of dipterocarp forest. Associations between lianas and trees of the 12 commonest families and 16 commonest species were analysed. Liana density was 882 ha-1. Fifty-seven per cent of trees supported lianas and the mean number lianas per tree was 2.1. Lianas were highly aggregated on individual trees in most families; numbers of lianas per tree followed the negative binomial distribution for the Dipterocarpaceae but not Euphorbiaceae. Dipterocarpaceae and Euphorbiaceae differed in susceptibility, with 41 and 64% of their trees respectively supporting lianas. The proportions of trees with lianas (i.e. % trees laden) were correlated between plots at the species, but not the family, level. They were not related to tree girth; differences in proportions between families and species were maintained for trees in the 30–40 cm gbh class. At the species level, proportions of trees with lianas and the mean number of lianas per tree were significantly inversely correlated with mean branch-free bole height of trees in the 30–40 cm gbh class. Increased branch-free bole height and associated branch shedding may therefore decrease the susceptibility of trees to lianas and explain the lower susceptibility in the Dipterocarpaceae than the Euphorbiaceae. © 1993, Cambridge University Press. All rights reserved.",2,aggregation | bole height | Dipterocarpaceae | Euphorbiaceae | forest | lianas | Malaysia | rain | Sabah | tree morphology,NERC,National Eye Research Centre,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027333095,SCOPUS_ID:0027333095,2-s2.0-0027333095,How many species of pimplines (Hymenoptera: Ichneumonidae) are there in Costa Rica?,Journal of Tropical Ecology,02664674,14697831,9,4,491-499,1993-01-01,November 1993,10.1017/S0266467400007550,42,Journal,ar,Article,100,2,23435,undefined,0,FALSE,38,Gaston K.,"The species richness of pimpline ichneumonids was examined using catches from a network of Malaise traps operated throughout Costa Rica. More species were caught at some sites than at reasonably well-collected sites in other countries. When corrected for area, the species richness of ‘Pimplinae’ and Pimplini in Costa Rica as a whole is greater than that for virtually any other region recorded to date. The local richness of both groups appears to be a function of their regional richness. Many of the species found in Costa Rica apparently have large geographic ranges. © 1993, Cambridge University Press. All rights reserved.",2,Costa Rica | Ichneumonidae | insect diversity | parasitoids | Pimplinae | tropical species richness,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027333094,SCOPUS_ID:0027333094,2-s2.0-0027333094,A comparison of amphibian communities through time and from place to place in Bornean forests,Journal of Tropical Ecology,02664674,14697831,9,4,409-433,1993-01-01,November 1993,10.1017/S0266467400007483,37,Journal,ar,Article,100,2,23435,undefined,0,FALSE,39,Inger R.,"We measured overlap in species occurrences and arrays of abundances within and among localities. Variation over the time span of our study was minor within communities. Overlaps between streams at a locality were generally higher than overlaps of pairs of streams from different localities. Environmental variation, particularly in stream width and gradient, had a clear effect on both intra-and inter-locality overlaps. Although rainfall varied between localities and within localities over time, that variation did not seem to affect overlaps among or within communities. Environmental factors did not account for all differences in overlaps between communities. Instead, regional processes, perhaps the timing of barriers or speciation events, appear to have been responsible for geographic restrictions of several species, leading to variation in overlap values. We sampled riparian frogs along 18 streams at eight localities in Borneo. At four of these sites we sampled during more than one year. Altogether 49 species were included in our study and total sample size was 13,249. © 1993, Cambridge University Press. All rights reserved.",2,anurans Borneo | community structure | community variation | forests | Malaysia | rain,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027333093,SCOPUS_ID:0027333093,2-s2.0-0027333093,Dynamics of herbivory in Belizean mangal,Journal of Tropical Ecology,02664674,14697831,9,4,435-453,1993-01-01,November 1993,10.1017/S0266467400007501,22,Journal,ar,Article,100,2,23435,undefined,0,FALSE,40,Farnsworth E.,"We labelled and traced leaves and recorded the amount of damage appearing over a period of 310 days. Herbivores had damaged 1-4% of total mean leaf area within the first 10 days, but damage rates levelled off thereafter, to a final total of 4-10% damage. Herbivores did not concentrate on leaves of younger age classes. Rhizophora mangle growing in the high tidal zone (HHW) exhibited the highest initial and total attack rates at all but the final sampling dates. We also documented the dynamics of injury expansion and necrosis following artificial injury to seedling and tree leaves. Artificial holes in leaves were associated with higher subsequent rates of herbivory that varied among leaf age classes, and particular damage types were more prevalent in previously injured leaves. Artificial holes expanded significantly more in young leaves of both species. Holes in young leaves of both species expanded by up to 45.1% in area over 50 days, consistent with a similar study in Australia. Substantial necrotic areas developed around the injury site; a secondary effect of damage not often considered in herbivory studies. We discuss the implications of hole expansion and necrosis in estimating error in herbivory measurements. Temporally dynamic studies of herbivory are especially needed in tropical systems that show non-deciduous phenologies and long-lived leaves. We report long-term observations on leaf herbivory in the mangroves Rhizophora mangle and Avicennia germinans on the Placencia Peninsula of Belize. © 1993, Cambridge University Press. All rights reserved.",2,Avicennia germinans | Belize | biomass | herbivory | leaf growth | mangle | mangroves | Rhizobhora,SI,Smithsonian Institution,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027333090,SCOPUS_ID:0027333090,2-s2.0-0027333090,"Germinable soil seed bank dynamics during the gap phase of a humid tropical forest in the Western Ghats of Kerala, India",Journal of Tropical Ecology,02664674,14697831,9,4,455-467,1993-01-01,November 1993,10.1017/S0266467400007525,30,Journal,ar,Article,100,2,23435,undefined,0,FALSE,41,Chandrashekara U.,"The present study showed that the density of germinable seeds in the soil of a humid tropical forest ecosystem at Nelliampathy, in the Western Ghats of Kerala in India, fluctuates sharply at different times of the year. There were more germinable seeds in the soil during the monsoon season. Regeneration was activated after canopy gap formation and thus a decline in the soil seed density in 1-year-old gaps was recorded. However, soil seed density increased with gap age. Differences Were found between primary, late secondary and early secondary categories of species with respect to their soil seed bank. There were more seeds of primary species in the soil of natural gaps than in selection felled ones, while the seeds of early secondary shrubs and herbs were more in the soil of selection felled gaps than in natural gaps. The soil seed banks of the primary forest species, being transient, are not an important conservation tool for these species. © 1993, Cambridge University Press. All rights reserved.",2,forest canopy gaps | humid tropical forest | soil seed bank | Western Ghats of India,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027333089,SCOPUS_ID:0027333089,2-s2.0-0027333089,"Regeneration by sprouting in slash and burn rice cultivation, Tai rain forest, Cote d'Ivoire",Journal of Tropical Ecology,02664674,14697831,9,4,387-408,1993-01-01,November 1993,10.1017/S0266467400007471,42,Journal,ar,Article,100,1,23435,undefined,0,FALSE,42,De Rouw A.,"In 14 forest plots (36 m2) all terrestrial plant species were recorded before slashing and burning of the vegetation. During subsequent cultivation with rainfed rice all resprouting plants were registered in permanent plots (72 m2). The fields studied (one per forest) covered all combinations of forest type and soil usually cultivated on local farms. Forest plots (total 409 species) and field plots (358 species) had 226 species in common. Most resprouting plants were woody. Though nine forests in the sample were secondary, 70% of resprouting plants belonged to primary forest species and with three exceptions, these species did not regenerate by seed. Experiments in one field inlcuded: different intensities of initial burning, weeding (none, once, twice) and length of the rice cultivation period (1, 2, 3 y). Resprouting plants were monitored in permanent plots (108 m2) during 3 y of cultivation and 2 y of fallow. More plants resprouted after a mild initial burning (5.8 plants m-2) than after a burn of normal intensity (1.4 plants m-2). Weeding and prolonged cultivation strongly reduced species diversity but plant densities were less affected because some climbers and trees were apparently stimulated and expanded. Fields abandoned after one rice harvest had, within six months, a closed forest canopy of pioneer trees emerging from the pre-existing seed bank and from the growth of resprouting trees. Prolonged cultivation (3 y) destroyed the pre-existing seed bank but affected sprouting plants less, these being the only component in the vegetation able to shade out weeds and forbs such as Chromolaena odorata. © 1993, Cambridge University Press. All rights reserved.",1,burning | Chromokena odorata | Cote d’ | fallow | Ivoire | rainfed rice | tropical rain forest | vegetative regeneration | weeding,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027333073,SCOPUS_ID:0027333073,2-s2.0-0027333073,Reproductive phenology of Hong Kong shrubland,Journal of Tropical Ecology,02664674,14697831,9,4,501-510,1993-01-01,November 1993,10.1017/S0266467400007574,35,Journal,ar,Article,100,1,23435,undefined,0,FALSE,43,Corlett R.,"Hong Kong is on the northern edge of the tropics and near the boundary of the Paleotropical and Holarctic floral kingdoms. The phenological states of 105 plant species in secondary shrubland were recorded weekly for three years. Community patterns of reproductive phenology are highly seasonal and vary little between years. There is a flowering maximum in May and a fruiting maximum in December/January. The winter fruiting peak coincides with diet switching by resident omnivorous birds and the arrival of partially frugivorous migrants from the Eastern Palearctic. However, wind-dispersed species also have a fruiting maximum at the same time, suggesting that fruiting in winter has other advantages. © 1993, Cambridge University Press. All rights reserved.",1,bird migration | China | flowering | fruiting | Hong Kong | phenology | shrubland,NA,NA,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0027146218,SCOPUS_ID:0027146218,2-s2.0-0027146218,Ingestion of Ficus enormis seeds by howler monkeys (Alouatta fusca) in Brazil: Effects on seed germination,Journal of Tropical Ecology,02664674,14697831,9,4,541-543,1993-01-01,November 1993,10.1017/S0266467400007628,31,Journal,ar,Article,100,1,23435,undefined,0,FALSE,44,De Figueiredo R.,NA,1,Alouatta fusca | Brazil | Ficus enormis | fig | howler monkey | seed dispersal | seed germination,CAPES,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027139070,SCOPUS_ID:0027139070,2-s2.0-0027139070,Grooming with Trattinnickia resin: Possible pharmaceutical plant use by coatis in Panama,Journal of Tropical Ecology,02664674,14697831,9,4,533-540,1993-01-01,November 1993,10.1017/S0266467400007616,25,Journal,ar,Article,100,1,23435,07303,0,FALSE,45,Gompper M.,NA,1,Barro Colorado Island | Burseraceae | coati | medicinal plants | Nasua narica | Panama | plant secondary compounds | Trattinnickia | zoopharmocognosy,NICHD,National Institute of Child Health and Human Development,NA,NA
