@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0020899575,SCOPUS_ID:0020899575,2-s2.0-0020899575,Larval adaptations and patterns of brachiopod diversity in space and time.,Valentine J.W.,Evolution,00143820,37,5,1052-1061,1983-01-01,1983,"While it is possible that the articulates have always been nonplanktotrophic, Paleozoic brachiopods had diversity patterns suggesting that they possessed both planktotrophic and nonplanktotrophic models; they dominated the skeletonized faunas in many tropical benthic communities. The planktotrophic lineages were possibly lost to extinction, mostly or entirely during the Permian-Triassic event. The failure of the articulate brachiopods to regain their former importance owes significantly to restrictions arising from their nonplanktotrophic developmental mode. -from Authors",67,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,33,10.1111/j.1558-5646.1983.tb05632.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020898082,SCOPUS_ID:0020898082,2-s2.0-0020898082,DNA/DNA hybridization studies of muroid rodents: symmetry and rates of molecular evolution.,Brownell E.,Evolution,00143820,37,5,1034-1051,1983-01-01,1983,"The evolutionary relationships of 16 rodent species are examined with respect to DNA annealing data. Rodent single-copy CNA sequences diverge at a constant average rate, and this feature makes DNA hybridization measurements of systematic value. For example, the microtines (Microtus, Clethrionomys, Ondatra), are found to be more closely related to North American cricetines than to Mesocricetus, a representative of the Eurasian cricetines-a relationship that is ambiguous on the basis of morphological and fossil data. Deletions, duplications and translocations are especially apparent in the rodent (Mus) genome, although such events may not necessarily be detected on the protein level. Data are consistent with the observation that phenotypic lability often correlates with the incidence of genetic rearrangement, rather than with the stochastic accumulation of point mutations in single-copy DNA sequences.-from Author",71,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,34,10.1111/j.1558-5646.1983.tb05631.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020898043,SCOPUS_ID:0020898043,2-s2.0-0020898043,Unorthodoxies in the first formulation of natural selection.,Gould S.J.,Evolution,00143820,37,4,856-858,1983-01-01,1983,Reassesses the importance of an early essay on skin colour and natural selection by W.C.Wells (1757-1817) in which he advocated some of the 'unorthodox' views on evolution still causing contention in modern debate.-M.Barrett,1,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,35,10.1111/j.1558-5646.1983.tb05608.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020898024,SCOPUS_ID:0020898024,2-s2.0-0020898024,A population genetical study of the African mosquito Anopheles marshallii (Theobald).,Lambert D.M.,Evolution,00143820,37,3,484-495,1983-01-01,1983,"Analysis revealed the existence of at least 4 genetically distinct species within the taxon. These morphologically cryptic species differ by a number of fixed arrangements on the sex chromosomes as well as the autosomes. Results are discussed while considering the likely morphological changes accompanying speciation in such a group as Anopheles mosquitoes where individuals appear, in general, not to use morphological characteristics in mate recognition.-from Author",17,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,36,10.1111/j.1558-5646.1983.tb05565.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020898012,SCOPUS_ID:0020898012,2-s2.0-0020898012,The genetic basis of differences in life-history traits among six populations of mosquitofish ( Gambusia affinis) that shared ancestors in 1905.,Stearns S.C.,Evolution,00143820,37,3,618-627,1983-01-01,1983,"Documents the degree to which 6 populations of mosquitofish that shared common ancestors in 1905 had diverged by 1980. Two populations from Hawaii inhabited reservoirs whose water level did not vary; 4 populations from Maui inhabited reservoirs whose water level fluctuated dramatically on periods ranging from days to seasons. Island effects (effects of stable vs. fluctuating water levels) were significant for male and female age and length at maturity and for offspring weight. Females from stable reservoirs were larger and younger at maturity and had smaller offspring than females from fluctuating reservoirs. Males from stable reservoirs were smaller and younger at maturity than males from fluctuating reservoirs. Stock effects (effects associated with particular reservoirs) were significant for male and female age and length at maturity and growth rates, for the slope of the fecundity-length relation, and for offspring weights. The only significant correlation among stock means was between longevity and length at maturity. Results do not fit neatly into any scheme that dichotomizes life-histories into a group of early-maturing, highly fecund organisms that have short lives and small young, and late-maturing, long-lived organisms that have a few large young. Correlations between measures of water level fluctuations in the reservoirs and the life-history traits of the fish whose parents had lived in those reservoirs were significant and consistent with field observations of the impact of fluctuations on mortality rates. - from Author",87,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,37,10.1111/j.1558-5646.1983.tb05578.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020896878,SCOPUS_ID:0020896878,2-s2.0-0020896878,A comparison of theoretical and electrophoretic assessments of genetic structure in populations of the house sparrow ( Passer domesticus).,Fleischer R.C.,Evolution,00143820,37,5,1001-1009,1983-01-01,1983,"Electromorph frequencies at 4 loci show insignificant microgeographic differentiation among 5 farm colonies of house sparrows in eastern Kansas (average FST = .0076). Using estimates of interfarm dispersal and effective population size, a theoretical FST value is calculated from equations of the stepping stone model of genetic structure. The theoretical value (1.036) does not differ significantly from the mean FST estimated from electrophoretic data.-from Author",27,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,38,10.1111/j.1558-5646.1983.tb05628.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020896877,SCOPUS_ID:0020896877,2-s2.0-0020896877,Continental patterns of morphological variation in a South American sparrow.,Handford P.,Evolution,00143820,37,5,920-930,1983-01-01,1983,"Geographic variation in bill, leg, foot and wing characters is described in rufous-collared sparrow Zonotrichia capensis which ranges from southern Mexico throughout all of South America. The sexes differ strongly in size yet their geographical variation in shape is virtually identical. There is no clear relationship of intrapopulation variability with latitude. Several characters show latitudinal clines (especially if only the Andean region is considered). The longest and (in terms of volume) the largest bills are found in the tropics; the shortest and smallest in Patagonia, a pattern which perhaps relates to mean food particle size. Longest wings are found in temperate high altitudes and at high latitudes, interpreted as a reflection of a migratory/nomadic habit.-from Author",16,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,39,10.1111/j.1558-5646.1983.tb05621.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020896802,SCOPUS_ID:0020896802,2-s2.0-0020896802,Variation in development patterns of larval anurans in temporary ponds: I. Persistent variation within a Hyla gratiosa population.,Travis J.,Evolution,00143820,37,3,496-512,1983-01-01,1983,"Investigated the consistency and strength of variation in larval growth patterns among full-sib families of frogs from one breeding population of Hyla gratiosa in a temporary pond in North Carolina. Because growth rate is directly related to survivorship (through forces of mortality such as size-limited predators and desiccation) , variation among sibships in growth patterns will lead to differential survival among sibships. The level of such differential survival, however, will vary with the amount of variation in growth rate, this level apparently fluctuates from one season to the next, and even from one breeding bout to the next within a season. If larger size at metamorphosis of some sibships is to 'balance' their greater mortality through slower growth, there must be some seasons in which there is a decreased advantage to rapid development (perhaps through stable water levels and low predator densities) plus environmental conditions that cause slowly developing larvae to emerge larger, because there appears to be no consistent, ineluctable correlation of those traits.-from Author",61,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,40,10.1111/j.1558-5646.1983.tb05566.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020891840,SCOPUS_ID:0020891840,2-s2.0-0020891840,Genetic variation for host preference within and among populations of Drosophila tripunctata.,Jaenike J.,Evolution,00143820,37,5,1023-1033,1983-01-01,1983,"Drosophila tripunctata is a polyphagous species that breeds in both mushrooms and fruits. Substantial genetic variation for host preference among strains was significant not only for strains from different geographic areas, but also for strains from a population in the Great Smoky Mountains. Variation within D. tripunctata may be a function of its niche breadth and thus maintained by natural selection.-from Authors",45,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,41,10.1111/j.1558-5646.1983.tb05630.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020891790,SCOPUS_ID:0020891790,2-s2.0-0020891790,Quantitative genetic response to environmental heterogeneity in Tribolium confusum.,Zirkle D.F.,Evolution,00143820,37,3,637-639,1983-01-01,1983,Estimates genetic variability for female pupa weight in a series of flour beetle populations subjected to either constant or variable environments. Evolutionary forces are shown to affect allele frequencies at loci that influence female pupa weight.-from Authors,2,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,42,10.1111/j.1558-5646.1983.tb05581.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020874072,SCOPUS_ID:0020874072,2-s2.0-0020874072,Pollen dispersal by hummingbirds and butterflies: a comparative study of two lowland tropical plants.,Webb C.J.,Evolution,00143820,37,6,1258-1270,1983-01-01,1983,"Reports results of a comparative study of pollen flow for 2 early successional species in Costa Rica: Malvaviscus arboreus, a hummingbird-pollinated shrub or small tree, with hermaphrodite flowers; Cnidoscolus urens, a monoecious, butterfly-pollinated annual herb. M. arboreus was confined to margins and light gaps in the river forest; C. urens was found in a fallow rice field adjoining the river forest. Pollen dispersal was measured from a given plant at 2 or 3 different times, and actual number of plants which received pollen for the whole population was determined. The number of plants from which a given plant may receive pollen was also estimated, an estimate never made before. The effect of flower number on the amount of pollen removed was studied, as were the distance to which pollen is dispersed, and the number of plants to which pollen is donated. -from Authors",62,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,43,10.1111/j.1558-5646.1983.tb00242.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020871563,SCOPUS_ID:0020871563,2-s2.0-0020871563,Temperature effects on life history variation in Drosophila simulans.,Murphy P.A.,Evolution,00143820,37,6,1181-1192,1983-01-01,1983,Presents a half sib-full sib analysis of genetic and environmental components of several fitness indices for Drosophila simulans cultered at 4 environmental temperatures which ranged from 20-30oC. -from Author.,47,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,44,10.1111/j.1558-5646.1983.tb00233.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020871235,SCOPUS_ID:0020871235,2-s2.0-0020871235,Morphological variation in the neotropical salamander genus Bolitoglossa.,Alberch P.,Evolution,00143820,37,5,906-918,1983-01-01,1983,"A series of traits involving the presence or absence of bones in the anterior region of the skull, in the tarsus, and in the toes was analyzed. Variation is definitively bounded, and traits observed as variants in a population of a given species are found fixed in other species (ie population polymorphisms parallel interspecific diversity). The patterns observed can largely be explained mainly as the products of heterochronic regulation of resilient developmental programs. It is plausible to view this as the kind of variation that provides the raw material in processes of evolutionary morphological diversification. Most importantly, the variation is clearly non-random and largely a reflection of the structure of the developmental program which imposes constraints on its expression. An understanding of ontogeny can thus allow us to make some predictions about phylogeny.-from Author",62,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,45,10.2307/2408406,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020871221,SCOPUS_ID:0020871221,2-s2.0-0020871221,The influence of Palaeozoic ovule and cupule morphologies on wind pollination.,Niklas K.J.,Evolution,00143820,37,5,968-986,1983-01-01,1983,"The aerodynamic properties of various Paleozoic ovules appear to have been significant in directing wind-borne pollen or prepollen toward the salpinx or micropyle. Ovule models with roughened surfaces have a lower probability of direct pollination than morphologically comparable, but glabrous, models. Models of cupulate ovules with integumentary excrescences have complex particle impaction patterns. Excrescences reduce the number of direct spore/pollen impactions with micropyles.-from Author",21,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,46,10.1111/j.1558-5646.1983.tb05625.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020871187,SCOPUS_ID:0020871187,2-s2.0-0020871187,Pattern and chance in the structure of model and natural communities.,Case T.J.,Evolution,00143820,37,4,832-849,1983-01-01,1983,"Reanalysis of data on the Galapagos finch fauna reveals a significant trend of bill size assortment in both the ground finches (Geospiza) and tree finches (Camarhynchus), ie size-dissimilar species sets are more common than expected. There was no evidence for size adjustment in either group, although available sample sizes (islands with complete size data) are so small that this lack of pattern is inconclusive. -from Authors",39,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,47,10.1111/j.1558-5646.1983.tb05604.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020871024,SCOPUS_ID:0020871024,2-s2.0-0020871024,The evolution of aposematic coloration in distasteful prey: an individual selection model.,Sillen-Tullberg B.,Evolution,00143820,37,5,993-1000,1983-01-01,1983,"Given the assumptions that the probability of being killed when siezed <1.0, and that a predator's avoidance reaction is improved with an increase in the degree of aposematic coloration, the model demonstrates that aposematic coloration can evolve by individual rather than kin selection. The likelihood that a mutation for aposematic coloration will be favored over one for cryptic coloration increases with 1) the initial probability of detection, 2) the relative payoff, as measured by a decrease in the number of seizures with an increase in the degree of aposematic coloration, and 3) a reduction in the number of seizures at a given probability of detection, as a result of an increase in the level of distastefulness. Kin selection is a more likely explanation for the evolution of aposematic coloration in a distasteful species than for distastefulness per se, but individual selection is a fully sufficient explanation for both distastefulness and aposematic coloration. -from Authors",52,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,48,10.1111/j.1558-5646.1983.tb05627.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020870758,SCOPUS_ID:0020870758,2-s2.0-0020870758,Multiple mating and female fitness in Drosophila pseudoobscura.,Turner M.E.,Evolution,00143820,37,4,714-723,1983-01-01,1983,"Fitness of Drosophila pseudoobscura females allowed to mate over a 2 day period was compared with that of females given lifetime access to males. The females kept with males mated repeatedly. Overall fitness of the remated females under nutritional stress, the product of their longevities and productivities, remained severalfold that of females allowed to mate only for an initial 2 day period. The fitness advantage of remated females provides a powerful selective advantage for repeated mating which must reinforce the sexual selection favoring males who mate repeatedly, and it makes the evolution of multiple mating easier to understand. -from Authors",49,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,49,10.1111/j.1558-5646.1983.tb05593.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020870737,SCOPUS_ID:0020870737,2-s2.0-0020870737,"Genetic variation and differentiation of remnant natural populations of the desert pupfish, Cyprinodon macularius.",Turner B.J.,Evolution,00143820,37,4,690-700,1983-01-01,1983,"Six remnant natural populations of Cyprinodon macularius, a formerly broadly distributed Colorado Basin species, were surveyed for allozyme variation at the products of 38-39 structural gene loci. The samples included 4 populations from the Salton Sea area (including one from an adjacent relatively pristine natural desert spring habitat), one from the Sonoyta (Quitobaquito Springs), and one ultimately from near the delta of the Colorado River. Mean heterozygosity values are within the range reported by others for ecologically comparable Aphanius populations, and are not strikingly low. Eight loci display statistically significant differences in gene frequency. Differences are detectable among Salton Sea populations, and among all 3 geographic areas. The general pattern of the differentiation is temporally (and geographically) hierarchical, and is consistent with previous perceptions of the relationships of the populations based on morphology. The overall level of differentiation is low. The effect of geographic isolation on the divergence of pupfish populations has almost certainly been overestimated.-from Author",35,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,50,10.1111/j.1558-5646.1983.tb05590.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020870606,SCOPUS_ID:0020870606,2-s2.0-0020870606,Genetic differentiation within subdivided populations of Formica ants.,Pamilo P.,Evolution,00143820,37,5,1010-1022,1983-01-01,1983,"Genetic subdivision was examined in island populations of Formica fusca and F. exsecta, and in continuous populations of F. sanguinea and F. transkaucasica. Estimates of genetic differentiation are based on the distribution of cMDH genotypes in the populations. Results suggest important microdifferentiation within Formica populations.-from Author",56,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,51,10.1111/j.1558-5646.1983.tb05629.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020870603,SCOPUS_ID:0020870603,2-s2.0-0020870603,"Breeding system, genetic variability, and response to selection in Plectritis ( Valerianaceae).",Carey K.,Evolution,00143820,37,5,947-956,1983-01-01,1983,"Plectritis congesta (c75% outcrossed in nature) and P. brachystemon (<2% outcrossed in nature) are very closely related species which occur sympatrically in a number of locations. Six generations of plants of both species were grown under controlled conditions, and separate populations selected for short and tall stature at anthesis, and for early and late anthesis. Despite breeding system differences, the 2 Plectritis species can maintain variability by similar processes (genetic) in some characters, as in flowering time, and by different processes (genetic in P. congesta, phenotypic in P. brachystemon) in other characters, as in height at anthesis.-from Author",22,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,52,10.1111/j.1558-5646.1983.tb05623.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020870294,SCOPUS_ID:0020870294,2-s2.0-0020870294,"Density-dependent pollinator foraging, flowering phenology, and temporal pollen dispersal patterns in Linanthus bicolor.",Schmitt J.,Evolution,00143820,37,6,1247-1257,1983-01-01,1983,"Addresses the following questions: 1) Within a Linanthus population, are there seasonal changes in rate and pattern of pollinator movements within or between plants? 2) Can the distribution of pollinator flight distances on a given date be predicted from flowering plant density? 3) Can differences between populations in the timing of flowering produce differences in the overall level of pollinator visitation through the season? 4) Can differences between populations in timing or shape of flowering phenology curves produce differences in overall potential for gene dispersal? -from Author",86,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,53,10.1111/j.1558-5646.1983.tb00241.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020870161,SCOPUS_ID:0020870161,2-s2.0-0020870161,"Quantitative genetics of development, genetic correlations among age-specific trait values and the evolution of ontogeny.",Cheverud J.M.,Evolution,00143820,37,5,895-905,1983-01-01,1983,"Genetic correlations among age-specific weights and tail lengths in a laboratory population of rats are presented. The effects of variable gene action on ontogenetic response to selection are demonstrated by a simulation of the correlated ontogenetic responses to selection at various ages. Phenotypic, maternal, and environmental correlation patterns were all similar to the genetic correlation pattern. The indices of integration are higher for maternal and genetic matrices than for the phenotypic and, especially, the environmental matrices. Ontogenetic stages are thus more closely linked in evolution than one would infer based on the phenotypic correlations alone. The patterns of genetic, phenotypic, maternal, and environmental correlation are similar for age- specific weights and tail lengths.-from Authors",201,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,54,10.1111/j.1558-5646.1983.tb05619.x,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020869643,SCOPUS_ID:0020869643,2-s2.0-0020869643,An estimate of the relative opportunities for natural and sexual selection in a population of milkweed beetles.,McCauley D.E.,Evolution,00143820,37,4,701-707,1983-01-01,1983,The two sexes were very similar with respect to the means and distributions of survivorship and mating success. Total fitness in males was defined as the product of the proportion of recaptures in which an individual was observed mating and the total amount of time (adult lifespan) available for mating. The opportunity for selection in this population of males was calculated from the distribution of fitnesses among individuals. The opportunity for selection was further broken down into natural selection due to variance in lifespan and sexual selection due to variance in the ability to acquire a mate during a short subset of total lifespan (mating efficiency). Variance in lifespan provides over 2 times more opportunity for selection than does variance in mating efficiency. -from Author,20,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,55,10.1111/j.1558-5646.1983.tb05591.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020869191,SCOPUS_ID:0020869191,2-s2.0-0020869191,Reproductive isolation in Sonoran Desert Drosophila.,Markow T.A.,Evolution,00143820,37,3,649-652,1983-01-01,1983,"Four species of cactophilic Drosophila are endemic to the Sonoran Desert of North America. Populations of each species were collected from Baja California and from across the Gulf of Sonora on the mainland. Sexual isolation was only detected between mainland and peninsular populations of D. mojavensis. No assortative mating was observed among geographically isolated populations of the other species. Two of the species not showing isolation, D. nigrospiracula and D. mettleri, exhibit a host plant shift from Baja to Sonora while D. pachea does not. Drosophila mojavensis is the only species of the 4 which shows appreciable sympathy with its sibling species on the mainland; the observed behavioral isolation may have been most strongly influenced by this fact.-from Authors",30,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,56,10.1111/j.1558-5646.1983.tb05585.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020869033,SCOPUS_ID:0020869033,2-s2.0-0020869033,"The heritability of external morphology in Darwin's ground finches ( Geospiza) on Isla Daphne Major, Galapagos.",Boag P.T.,Evolution,00143820,37,5,877-894,1983-01-01,1983,"The repeatabilities of 7 external morphological characters were high for Geospiza fortis and G. scandens. Geospiza fortis mates displayed positive assortative mating with respect to morphology in 1976, but not 1978, while G. scandens showed no consistent assortative mating in any year. Heritabilities in G. fortis were high in both years, averaging .76 based on 3 types of parent-offspring regression and on full sib intraclass correlations. Heritabilities in G. scandens were lower, averaging .46. Genetic correlations were also high among the 7 characters in G. fortis, and had a multivariate structure like that seen in the phenotypic correlations. G. fortis morphological variation may be influenced by introgression with G. fuliginosa and frequency dependent, temporally fluctuating directional selection, while G. scandens morphology may reflect an evolutionary history predominated by stabilizing selection.-from Author",107,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,57,10.1111/j.1558-5646.1983.tb05618.x,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020868959,SCOPUS_ID:0020868959,2-s2.0-0020868959,A natural experiment in life-history evolution: field data on the introduction of mosquitofish ( Gambusia affinis) to Hawaii.,Stearns S.C.,Evolution,00143820,37,3,601-617,1983-01-01,1983,"About 150 mosquitofish were introduced from Texas to Hawaii in 1905. Some 1367 pregnant females were collected in 1974 from 4 stable and 20 fluctuating reservoirs. Fish from stable reservoirs had fewer offspring, lower reproductive allocations, were thinner, shorter, and weighed less, than fish from fluctuating reservoirs. Length and condition explain 21-53% of variation of reproductive traits among stocks. The fluctuating reservoirs differ significantly in their fluctuation patterns, and these differences are reflected in the life-history traits of the fish living in them. Much of the variation among stocks was caused by plastic responses to short- term environmental changes. The pattern of variation in water levels in the more distant past (3-6 months) had strong effects on weight-adjusted fecundity than did the more recent past (1-3 months). The environment can induce significant lag effects in less than a generation via physiological plasticity. Water level fluctuations affect the expression of life-history traits in these stocks, but they cannot account for variation among the stocks from stable reservoirs. Founder effects may contribute to divergence among all stocks, and drift may contribute to divergence among fluctuating stocks.-from Author",108,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,58,10.1111/j.1558-5646.1983.tb05577.x,NA,NA
