@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id
true,https://api.elsevier.com/content/abstract/scopus_id/0042678373,SCOPUS_ID:0042678373,2-s2.0-0042678373,"Historic-prehistoric earthquakes, seismic hazards, and Tertiary and Quaternary geology of the Gandoca-Manzanillo National Wildlife Refuge, Limón, Costa Rica",Denyer P.,Revista de Biologia Tropical,00347744,46,SUPPL. 6,237-250,1998-12-01,December 1998,"The Gandoca-Manzanillo region is part of the Limón Basin, located in southeastern Costa Rica. The depositional environment of Tertiary sedimentary rocks shows a progressive shallowing through geologic time, from deep marine (Miocene-Pliocene) to deltaic-fluvial and coral reef environments (Quaternary). The most dramatic geologic effect of the Limón-1991 earthquake was coseismic uplift of the shoreline, which ranged from 0.3 to 0.6 m in the Gandoca- Manzanillo region. This event caused liquefaction of thick deposits of young, fine-grained fluvial sediments in the region, and produced a tsunami affecting the vicinity of Manzanillo and Punta Uva, but the heaviest damage was reported in northwestern Panamá. The effects of the tsunami may have been diminished in Costa Rica because of the presence of fringing reefs, and the fact that this part of the coast had been coseismically uplifted by the time tsunamis arrived at the coast. Two platform levels were dated using radiocarbon method on coral samples. The platform level at 1.5-2.0 m had radiocarbon ages of 5 220±50 years B.P. and 4 540±50 years B.P., and the 8.0-10.0 m terrace level was dated at 27 145±290 years B.P., yielding a 1.8 mm/year long-term coseismic uplift rate. Variations in the heights of individual platforms reflect a very irregular coseismic uplift behavior, and probably also an irregular earthquake time recurrence period. However, similarities between the 1991 and 1822 events suggest 150 to 200 years as the earthquake recurrence time.",6,Journal,ar,Article,100,1,1,Caribbean-Costa Rica | Co-seismic uplifting | Gandoca wildlife refuge | Paleo-seismology | Quaternary geology,13567,undefined,0,FALSE,37,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042678367,SCOPUS_ID:0042678367,2-s2.0-0042678367,The benthic macroinvertebrate community in Caribbean Costa Rican streams and the effect of two sampling methods,Paaby P.,Revista de Biologia Tropical,00347744,46,SUPPL. 6,185-199,1998-12-01,December 1998,"The benthic macroinvertebrate community of streams draining the south-Caribbean coast of Costa Rica, was studied to determine community structure and composition through time (September 1995 - May 1996), the effect of vegetation cover on drainage area (forest vs. disturbed sites) and to compare two sampling methods; Surber and kitchen sieve. Five sites, predominantly with a forest cover drainage area, show abundances (mean=157.60 in-divs./m 2) and taxa richness (mean=9.65 spp./m 2) significantly higher than those found in the disturbed drainage areas (means=82.08 and 4.62 respectively). All sites have high community heterogeneity indices (> 0.80) which, together with the low similarity indices (< 0.40) between sampling times indicate a macroinvertebrate community subject to frequent disturbance events that diminish species permanence in the aquatic system. The kitchen sieve sampling method with ten replicates (4 000 cm 2) is significantly more effective in sampling the community in terms of abundance (mean=165.10) than the traditional Surber sampler (mean=83.03) using three replicates (3 333 cm 2). Both are equally effective in the number of taxa collected, although each device captures different taxa. The species similarity between the Surber and the sieve method ranges between 0.1379 to 0.7619 when combining all sampling times.",17,Journal,ar,Article,100,3,3,Community structure | Costa Rica | Macroinvertebrates | Richness | Sampling method | Streams | Tropical Caribbean,13567,undefined,0,FALSE,38,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042177182,SCOPUS_ID:0042177182,2-s2.0-0042177182,"Genera of aquatic insects from Costa Rica, deposited at the Museo de Zoología, Universidad de Costa Rica",Springer M.,Revista de Biologia Tropical,00347744,46,SUPPL. 6,137-141,1998-12-01,December 1998,"A first checklist of the genera of aquatic insects from Costa Rica is presented. The material has been collected since 1990 throughout the entire country and is deposited at the Museo de Zoología, Universidad de Costa Rica. The collection includes only the aquatic stages from each order and contains a total of 278 genera from 92 families in 11 orders.",6,Journal,ar,Article,100,1,1,Aquatic insects | Checklist | Costa Rica | Entomology | Taxonomy,13567,undefined,0,FALSE,39,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042001667,SCOPUS_ID:0042001667,2-s2.0-0042001667,"Historia natural y presencia de la ""planta insectívora"" Drosera capillaris (Droseraceae) en Costa Rica",Gómez P L.,Revista de Biologia Tropical,00347744,46,4,1033-1037,1998-12-01,December 1998,"The family Droseraceae is reported for the first time from Costa Rica represented by Drosera capillaris Poiret. The species grows in vernal pools of hyperhumid savannahs of the Parque Nacional Amistad, Puntarenas Province. The population was small, of some 30 individuals that reduce dipterans to empty exoskeletons in 82 hr. Glandular secretion in higher when humidity is high and light is low. To date, the nearest locality reported for this species was Mexico.",1,Journal,ar,Article,100,2,2,Costa Rica | Drosera capillaris | Droseraceae | Floristics,13567,undefined,0,FALSE,40,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0042001661,SCOPUS_ID:0042001661,2-s2.0-0042001661,Histoiogía y ultraestructura del testículo del charal Chirostoma jordani (Osteichthyes: Atherinidae),Reygadas R.C.,Revista de Biologia Tropical,00347744,46,4,943-949,1998-12-01,December 1998,"Histological characteristics and gametogenesis have received little attention in endemic Mexican fish, thus they are little understood. In this study, the histology of the testis of charal Chirostoma jordani, and ultrastructure of gamete cells through fotonic and electron microscopy are described. Sixty male fish were collected in Corrales, Hidalgo state, México, 70 km NW México city. Charal testis are paired, and added to the dorsolateral wall of abdomen. They are covered by a mesorquium, which has small black pigmentation spots. Testes are tubular, and spermatogonia are restricted to the distal part of tubules, basically in the cortical region. Cells sizes were measured; spermatogonia (8 ± 0.7 μm), primary spermatocytes (6.2 ± 0.3 μm), secondary spermatocytes (4.4 ± 0.1 *m), spermatids (2.5 ± 0.2 μm) and spermatozoa (15.4 ± 0.3 μm). Sertoli cells sorround gamete cells; together they form cysts which have approximately the same degree of development. All the testes have gamete cells Simultaneously, and Leydig cells are easy to see in the central part of the testis.",6,Journal,ar,Article,100,2,2,Atherinidae | Chirostoma jordani | Leydig cells | Spermatogenesis | Testis,13567,undefined,0,FALSE,41,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0041676501,SCOPUS_ID:0041676501,2-s2.0-0041676501,Nest architecture of group-living wasps Microstigmus (Hymenoptera: Sphecidae): Role of the pedicel as a defense against ants,Grajales G.,Revista de Biologia Tropical,00347744,46,4,1141-1143,1998-12-01,December 1998,"The nest pedicel of a social sphecid wasp Microstigmus nr. thripoctenus plays an important role in protecting the brood against ant predators, as inferred from data on artificial nests. A pair of artificial nests with or without pedicels was suspended from the undersides of leaves (Carludovica palmata) for 30 min to assess rates of discovery and removal of food (tuna bait) by ants (N = 36 pairs). Three-hundred and forty-three individuals of five ant species removed food at a higher frequency from nests without pedicels (83.3% of 36 nests) than from nests with pedicels (11.1% of 36 nests).",3,Journal,ar,Article,100,2,2,Ants | Brood predation | Defense | Maternal care | Nest architecture,13567,undefined,0,FALSE,42,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0041676462,SCOPUS_ID:0041676462,2-s2.0-0041676462,Use of diatoms (Bacillariophyceae) for water quality assessment in two tropical streams in Costa Rica,Michels A.,Revista de Biologia Tropical,00347744,46,SUPPL. 6,143-152,1998-12-01,December 1998,"Effects of pig farm sewage water in two tropical streams were studied for a five month period considering physical-chemical and biological parameters. The method of Lange-Bertalot and the method of Steinberg & Schiefele, both based on benthic diatoms, were applied for the biological water assessment. Results were compared to indices calculated from the physical-chemical variables (oxygen, nitrate, nitrite, ammonia and phosphate). According to both methods the percentages of the diatom species groups reflected the increase and subsequent decrease of pollution. However, in both methods, species groups did often not fit the criteria of the classification schemes for calculation of water quality. The sources of these problems were discussed in this paper. More information on the ecological requirements of diatoms in tropical areas is needed to design procedures for water quality assessment for tropical streams.",12,Journal,ar,Article,100,1,1,Bioindicator | Diatoms | Organic pollution | Tropical stream | Water quality assessment,13567,undefined,0,FALSE,43,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0039260820,SCOPUS_ID:0039260820,2-s2.0-0039260820,"Compared gametophytic development of three species of Phlebodium (Polypodiaceae, s.str.)",Pérez-García B.,Revista de Biologia Tropical,00347744,46,4,1059-1067,1998-12-01,December 1998,"A comparison was made of the gametophytic development of Phlebodium araneosum, P. pseudoaureum and P. decumanum. Spores were collected from several Mexican localities ranging in altitude from 30 to 2300 m and sown on agar with mineral salts. Similarities in germination type and prothallial development were observed. Adult gametophytes are cordate-spatulate to cordate-reniform; gametangia are of the typical type of the common leptosporangiate ferns. All three species share similar morphogenetic features of the gametophytes, and these do not lend additional characteristics to support the distinction of Phlebodium from Polypodium, Microgramma and Niphidium, as regard the sexual phase.",7,Journal,ar,Article,100,4,4,Gametophyte | México | Microgramma | Morphogenesis | Niphidium | Phlebodium | Polypodiaceae | Pteridophyta,13567,undefined,0,FALSE,44,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038020843,SCOPUS_ID:0038020843,2-s2.0-0038020843,"Interspecific competition between Metagonystilum minense (Diptera: Tachinidae) and Cotesia flavipes (Hymenotera: Braconidae) parasitoids of sugarcane borers (Diatraea spp., Lepidoptera:Pyralidae)",Weir L E.,Revista de Biologia Tropical,00347744,46,4,1135-1139,1998-12-01,December 1998,"We evaluated the effect of interspecific competition between M. minense and C. flavipes larvae on survival in both species and on the growth of M. minense. Interspecific competition was evaluated by the inoculation of M. minense larvae (1 or 2 per host larvae: D. sacharalis) 1 to 5 days before or 3 to 8 days after the inoculation of C. flavipes eggs (one inoculation = 45-50 eggs). All experiments were done with ten replicas. We found a significant effect of interspecific competition on larval and pupal survival in both parasitoids and body weight in M. minense. M. minense dominated over C. flavipes, except when M. minense was inoculated 5 or more days after C. flavipes.",9,Journal,ar,Article,100,2,2,Cotesia flavipes | Diatraea | Metagonystilum minense | Parasitoids | Sugarcane,13567,undefined,0,FALSE,45,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037533324,SCOPUS_ID:0037533324,2-s2.0-0037533324,"Effect of habitat type on benthic macroinvertebrates in two lowland tropical streams, Costa Rica",Ramírez A.,Revista de Biologia Tropical,00347744,46,SUPPL. 6,201-213,1998-12-01,December 1998,"Benthic macroinvertebrate community structure was studied with respect to stream habitat type in two lowland tropical streams. Three reaches along the Carbón river and two within the Gandoca stream were chosen as study sites in Talamanca, Costa Rica. Macroinvertebrates were collected from four habitat types: leaf packs in riffles, cobble in riffles, areas of sand in pools, and areas of gravel in pools. Communities were dominated by insects in the orders Ephemeroptera (Thraulodes, Baetis?), Diptera (Chironomidae, Tipulidae), Trichoptera (Hydropsychidae, Glossosomatidae, Hydroptilidae, Calamoceratidae), and Odonata (Progomphus. Hetaerina). Non-insect macroinvertebrates were dominated by shrimps (Macrobrachium) and snails (Gastropoda). Functional feeding group composition was dominated by collector-gatherers. In most reaches, both habitat types in riffles supported higher macroinvertebrate abundance and biomass than did habitats in pools. Leaf packs in riffles represent an important habitat that is present year-round in these aseasonal tropical systems. Community composition and diversity were similar to that reported for other areas of Central America.",21,Journal,ar,Article,100,4,4,Abundance | Biomass | Community structure | Diversity | Leaf pack habitats | Riffle habitats | Talamanca,13567,undefined,0,FALSE,46,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032228286,SCOPUS_ID:0032228286,2-s2.0-0032228286,Alteraciones cardiovasculares inducidas por el veneno de Lachesis muta (Serpentes: Viperidae) y por su enzima fibrinogenolítica,Granados-Zúñiga J.,Revista de Biologia Tropical,00347744,46,4,1149-1157,1998-12-01,December 1998,"The fibrinogenolytic activity of Lachesis muta stenophyrs venom was studied. Wistar rats catheterized at carotid artery and jugular vein were inoculated with crude venom or enzyme and changes in arterial pressure, cardiac frequency and electrocardiogram were monitored. The enzyme induced a greater fibrinogen reduction than the crude venom without any cardiovascular or histological alteration. In vitro crude venom coagulated blood whereas the enzyme reduced fibrinogen in 23%. Results suggest the potential use of the fibrinogenolytic enzyme as antithrombotic agent.",1,Journal,ar,Article,100,2,2,Antithrombotic agent | Fibrinogen | Lachesis muta stenophyrs | Protease | Snake venom,13567,undefined,0,FALSE,47,10751938
true,https://api.elsevier.com/content/abstract/scopus_id/0032228269,SCOPUS_ID:0032228269,2-s2.0-0032228269,Effect of Trypanosoma lewisi (Kinetoplastida: Trypanosomatidae) on the infection of white rats with Toxoplasma gondii (Eucoccidia: Sarcocystidae) oocysts,Arrea G.C.,Revista de Biologia Tropical,00347744,46,4,1121-1123,1998-12-01,December 1998,"White rats were inoculated with 106 trypomastigotes of Trypanosoma lewisi, simultaneously or two days before and after inoculation with 105 oocysts of T. gondii. A greater number of cysts was found in the brain of the animals having concomitant inoculations, as compared with rats inoculated with either one of the two parasites. An apparent immunosuppressive effect is likely. Since both organisms can be found in rats, it is possible that infections with T. lewisi, could make this rodent another intermediate host for Toxoplasma infections.",15,Journal,ar,Article,100,4,4,Immunosuppression | Rats | Synergism | Toxoplasma gondii | Trypanosoma lewisi,13567,undefined,0,FALSE,48,10751936
true,https://api.elsevier.com/content/abstract/scopus_id/0011927003,SCOPUS_ID:0011927003,2-s2.0-0011927003,"Arrecifes coralinos de Bocas del Toro, Panamá: II. Distribución, estructura y estado de conservación de los arrecifes de las Islas Bastimentos, Solarte, Carenero y Colón",Guzmán H.M.,Revista de Biologia Tropical,00347744,46,4,889-912,1998-12-01,December 1998,"The distribution and conservation status of coral reefs along the northern section of the archipelago of Bocas del Toro are evaluated (ca. 120 km), and the structure of 18 reefs around the islands of Bastimentos, Solarte, Carenero and Colón is described. Reef habitats located on the seaward side (exposed) of the islands exhibited the lowest coral cover (8%) and coral diversity, while leeward reefs (protected) showed the highest living coral cover (32%) and diversity. Macroalgae coverage was similar in both habitats but high (50%) if compared with other continental reefs described in the Ensenada Grande of Almirante Bay (4%). A total of 54 coral species was recorded, representing a 35% increase from previous studies for the region and 88% of the total species described for Panamá. The diversity of reefs, reef organisms and habitats in the archipelago was greater outside the national park of Isla Bastimentos, the only marine protected area in western Panamá Some recommendations are provided for an integrated management of marine-terrestrial natural resources in the region, in particular, a complete change on the existing limits of the protected area and the creation of new reserves.",31,Journal,ar,Article,100,2,2,Biodiversity | Caribbean | Coral reefs | Ecology | Protected area | Reef assessment,13567,undefined,0,FALSE,49,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0010703509,SCOPUS_ID:0010703509,2-s2.0-0010703509,Effects of sewage water on diatoms (Bacillariophyceae) and water quality in two tropical streams in Costa Rica,Michels A.,Revista de Biologia Tropical,00347744,46,SUPPL. 6,153-175,1998-12-01,December 1998,"The influence of pig farm sewage on water quality and diatoms was studied in two tropical streams over a five-month period. Sewage water inflows led to increased concentrations of soluble reactive phosphorus, ammonium, nitrite and to oxygen deficits. Due to self-purification, a decrease of ammonium coupled with an increase in nitrate occurred downstream. In total, 127 species of diatoms were recorded. Thirteen species restricted to tropical regions were found particularly at the spring-site. Correlation between dominant species and hydro-chemical parameters were calculated: Nitzschia fonticola occurred especially at unpolluted sites, Gomphonema parvulum, Navicula subminuscula and Nitzschia palea were more abundant at sewage-polluted sites and Cocconeis placentula seemed to be tolerant to pollution. A cluster-analysis showed that diatom assemblages at the spring-site were different from all other sites. Light and water current were discussed as factors influencing the spring-site assemblages.",10,Journal,ar,Article,100,1,1,Diatoms | Nutrients | Organic pollution | Tropical streams | Water chemistry,13567,undefined,0,FALSE,50,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0009807116,SCOPUS_ID:0009807116,2-s2.0-0009807116,The Pilargidae (Annelida: Polychaeta) of the Pacific Coast of Costa Rica,Dean H.,Revista de Biologia Tropical,00347744,46,SUPPL. 6,47-62,1998-12-01,December 1998,"Thirteen species of Pilargidae (Annelida: Polychaeta) from the subtidal and intertidal Pacific Coast of Costa Rica are reported. A new species, Sigambra vargasi n. sp., is described and an as yet undescribed species, Sigambra sp. A, is also reported. The occurrence of Sigambra tentaculata (Treadwell), Loandalia riojai Salazar-Vallejo, Pilargis berkeleyi Monro, Ancistrosyllis hamata Hartman and Ancistrosyllis jonesei Pettibone are range extensions for these species. The occurrence of Sigambra pettiboneae Hartmann-Schröder, Parandalia tricuspis (Müller), Cabira incerta Webster, Ancistrosyllis papillosa Jones and Ancistrosyllis hartmanae Pettibone are new records of these species for the eastern Pacific Ocean. Synelmis cf. albini (Langerhans) is also reported. A taxonomic key to these species is included.",9,Journal,ar,Article,100,1,1,Costa Rica | Pacific coast | Pilargidae | Polychaeta,13567,undefined,0,FALSE,51,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0008136040,SCOPUS_ID:0008136040,2-s2.0-0008136040,Comparisons between nine-banded armadillo (Dasypus novemcinctus) populations in Brazil and the United States,Loughry W.,Revista de Biologia Tropical,00347744,46,4,1173-1183,1998-12-01,December 1998,"We compared characteristics of a population of nine-banded armadillos (Dasypus novemcinctus) studied in the southern United States with a population found in the Atlantic coastal rainforest of Brazil. Adult armadillos in Brazil weighed less than those in the U.S., but when weight was accounted for, did not differ in other measures of body size. However, juveniles in the U.S. were proportionately bigger than those in Brazil. Armadillos in Brazil were less abundant (numbers sighted per h of observation) and were active later at night than those in the U.S. Adult sex-ratios were male-biased in both populations. Finally, there was no significant difference in the incidence of littermate associations observed in the two populations, but groups of juveniles (which included non-littermates) were observed more frequently in the U.S. Many of these differences may be due to the fact that armadillos are hunted extensively in Brazil but not in the United States.",11,Journal,ar,Article,100,2,2,Armadillos | Brazil | Dasypus novemcinctus | Population differences | United States,13567,undefined,0,FALSE,52,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0004021077,SCOPUS_ID:0004021077,2-s2.0-0004021077,"Seasonal distribution of bottlenose (Tursiops truncatus) and pan-tropical spotted (Stenella attenuata) dolphins (Cetacea: Delphinidae) in Golfo Dulce, Costa Rica",Acevedo A.,Revista de Biologia Tropical,00347744,46,SUPPL. 6,91-101,1998-12-01,December 1998,"There are no detailed studies on the sympatric dolphin species of Golfo Dulce. Studies in other areas have indicated that the presence of sympatric dolphins is maintained by each species using different habitats. This study describes the distribution of bottlenose (Tursiops truncatus) and pan-tropical spotted (Stenella attenuata) dolphins in Golfo Dulce and its relation to habitat. A total of 428 boat surveys were conducted from September 1991 through December 1992. There were 529 bottlenose dolphin sightings and 200 spotted dolphin sightings. The two species were only once observed in mixed aggregations. There were differences in relative abundance and group size between both dolphin species. Bottlenose dolphins were found mostly in shallow waters, close to shore, near rivers, and along steep marine slopes. Spotted dolphins were associated with deeper waters and increased distance from shore. Despite apparent differences in habitat preferences, the two dolphin species were commonly observed in the same areas, albeit at different times, due in part to seasonal variations in dolphin distribution and habitat preference. Most notably, during the Late Wet season of 1991 bottlenose dolphins were found in the middle and spotted dolphins at both ends of the Gulf. This pattern was almost reversed during the Late Wet season of 1992. The observed seasonal variation patterns are inadequately explained by habitat-preference arguments alone.",21,Journal,ar,Article,100,2,2,Costa Rica | Distribution | Golfo Dulce | Stenella attenuata | Tursiops truncatus,13567,undefined,0,FALSE,53,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0000106007,SCOPUS_ID:0000106007,2-s2.0-0000106007,"A trophic flow model of the Golfo de Nicoya, Costa Rica",Wolff M.,Revista de Biologia Tropical,00347744,46,SUPPL. 6,63-79,1998-12-01,December 1998,"The Golfo de Nicoya is among the largest tropical estuaries (1530km2) in Central America and the main, and already overexploited, fishing area of Costa Rica. It can be separated into a shallow (<25m) interior part fringed by mangroves and mud flats and a deeper part that extends to the shelf edge to about 200m. In order to integrate available information on biomass, catches, food spectrum and dynamics of the main species populations of the system, a trophic model of 21 compartments was constructed by the use of the ECOPATH II software. The larger portion of system biomass is confined to the benthic domain (18.4 gm-2, mangroves excluded, compared to 13.8 gm-2 for the pelagic domain). Mangroves, although only covering 1% of the gulf area, contribute 76% to the system biomass, but only about 1% to the system's primary production. Through their root system, they provide surface area for about 90% of the gulfs biomass of epifauna (12 gm-2), the second largest group of the model. It serves as food source for commercially important species and also fuels the system by the production of large amounts of pelagic larvae and faecal material. Based on these findings, it is emphasized that mangroves, even if they cover only small areas of an estuarine system, have a fundamental role in biomass distribution and flow pattern, and must be considered when constructing a trophic model of the system. Most of the system's energy throughput is achieved from the trophic levels I to II (62%) and II to III (34%) as expected for coastal phytoplankton/detritus based systems. Total catch amounts to 3.38 gm-2, which is considered intermediate for tropical coastal systems. A high gross efficiency of the fishery (catch/ primary production) of 0.3% confirms the known high level of fisheries exploitation in the Golfo de Nicoya. As shown by the model, shrimps occupy a central role within the gulf as converters of detritus and other food into prey biomass for many predators, that seem to be simultaneously affected by the overexploitation of this resource. The network summary statistics computed for the model suggest an overall picture of the Golfo de Nicoya as a system of a low degree of maturity, which seems to be characteristic for tidally driven, tropical estuarine systems. The results are compared and discussed with other published trophic models of coastal systems. Among these, is Golfo Dulce, a further Costarrican gulf system about 200km south of the Golfo de Nicoya.",36,Journal,ar,Article,100,4,4,Biomass budget | Costa Rica | Ecosystem structure | Estuary | Tropical,13567,undefined,0,FALSE,54,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0348225406,SCOPUS_ID:0348225406,2-s2.0-0348225406,"Lista de algas del Area de Protección Yum Balam, Quintana Roo, México",Díaz-Martín M.,Revista de Biologia Tropical,00347744,46,3,487-492,1998-09-01,September 1998,"A checklist on benthic marine algae of the Yum Balam Reserve, Quintana Roo, México, is presented. All species are ""new records"" for the area because this is the first study for the locality, 122 taxa were identified, 55 are species of Rhodophyta, 44 Chlorophyta and nine Phaeophyta. Batophora oerstedii v. occidentalis, Halodictyon mirabile, Hypoglossum involvens and Polysiphonia ramentacea are new records for the Yucatán Península.",5,Journal,ar,Article,100,3,3,Benthic algae | Checklist | Inventory | Yucatán Península | Yum Balam Area,13567,undefined,0,FALSE,55,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0348225392,SCOPUS_ID:0348225392,2-s2.0-0348225392,Crecimiento y ciclo reproductive de Polymesoda radiata (Bivalvia: Corbiculidae) en Costa Rica,Campos E.R.,Revista de Biologia Tropical,00347744,46,3,643-648,1998-09-01,September 1998,"A population of green clam, Polymesoda radiata was sampled from August 1992 through July 1993 in Bebedero river, Guanacaste, Costa Rica (n= 978) for demographic data. Mean values (followed by ranges) were: shell length 32.29 ± 7.63 mm (6.9-44.10 mm). The mean total weight was 11.13 ± 5.71 g (0.4-23.98 g). Data analysis showed a isometric relationship between length and total weight, represented by the equation : Pt=2.07 × 10-4 Lt3.01 (r=0.987, p < 0.01). Von Bertalanffy's equations were: for length Lt=45 [1 - e{-1(t+0.06) (05/2 ) sen 2 ((t-065}] and for weight Pt= 26.53 (1- e [-1 (t + 0.06)])3. The growth rate for total length was 2.25 ± 0.66 mm/month for the first year (0.83 ± 0.24 the second year and 0.26 ± 0.1 for other months). Individuals become sexually mature throughout the year. The mean sex ratio was 1.00 male : 0.61 females. Spawning suggested that minimum size at sexual maturity was 7.80 mm of Lt. The largest number of ripe individuals was found in the dry season. Spawning peaks were in December and March. Histologically this is a dioecious bivalve with stable gonocorism.",13,Journal,ar,Article,100,4,4,Bivalvia | Clam | Costa Rica | Gonadic development | Growth | Polimesoda radiata | Spawning cycle,13567,undefined,0,FALSE,56,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0348225387,SCOPUS_ID:0348225387,2-s2.0-0348225387,"Variación estacional de lípidos en varios tejidos del cambute Strombus gigas (Mesogastropoda: Strombidae), en Quintana Roo, México",Manzano N.,Revista de Biologia Tropical,00347744,46,3,655-660,1998-09-01,September 1998,"Strombus gigas samples were collected in Banco Chinchorro, Quintana Roo, Mexico (18°47'-18°23' N; 87°14' W). Shell body and spire lenght were measured. Fat content of gonad, digestive gland and meat of male and female conchs, was analyzed by the standard and microsoxhlet methods on a monthly basis for a year. Mean lenght for shell, body and spire were 209 ± 1 mm, 137 ± 1 mm and 100 ± 1 mm, respectively. Total wet weigth was 1 826 ± 7 g. Fat content in gonad-digestive gland was 1.27-9.33 g% with a mean of 4.27 g% and in meat 0.41-5.03 g% with a mean of 2.15 g% Fat content in female gonad-digestive gland was 1.27 g% at 8.57 g% with a mean of 4.50 g%; in male: 1.87 g% at 9.33 g% with a mean of 4.01 g%. Sexes differed (t student P < 0.05). Mean fat content in meat was 2.15 g%, (males 1.97 g% females 2.3 g%). There was not significant sexual difference-for meat fat content. There was a difference between gonad-digestive gland and meat (t student P < 0.05). However, from February to August meat lipid content exceeds the percentage recommended for human consumption by the FAO.",5,Journal,ar,Article,100,2,2,Annual cycle | Lipid composition | Strombus,13567,undefined,0,FALSE,57,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0348225377,SCOPUS_ID:0348225377,2-s2.0-0348225377,"Alimentación y reproducción de Creagrutus brevipinnis (Pisces: Characidae) en Alto Cauca, Colombia",Román-Valencia C.,Revista de Biologia Tropical,00347744,46,3,783-789,1998-09-01,September 1998,"Stomach contents and reproduction were studied in characid fish (C. brevipinnis)collected in the Vieja River Basin, Alto Cauca, Colombia (July 1995 and December 1996); the temperature in the region was 21.7°C (18.70-24.40°C), pH was neutral and water oxygen content high (8 ppm); C. brevipinnis is nonmigratory and sympatnc with other 30 fish species. The fish is insectivorous and specializes on Diptera (Simuliidae) and Ephemeroptera; being a third level predator in the trophic web; it feeds from 06:00-18:00 hr ; the results indicate seasonal variation in feeding activity (F= 19.04 P< 0.0001) and a negative correlation between stomach weight and voracity indexes; in the reproductive season food in take is low; the ovaries mature primarily between May and January ; fecundity is low (613 oocytes) and the eggs are of small (diameter 0.6254 mm) ; the sex ratio is 1:1 (X2= 2.56 P< 0.1 df = 1) and the mean size at maturity is 4.0 cm (standard length).",6,Journal,ar,Article,100,1,1,Creagrutus brevipinnis | Ecology | Feeding | Reproduction | Trophic | Tropical fishes,13567,undefined,0,FALSE,58,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0348225333,SCOPUS_ID:0348225333,2-s2.0-0348225333,"Parasitismo de Thyca callista (Gastropoda: Capulidae) sobre Phataria unifascialis (Asteroidea: Ophidiasteridae) en el Golfo de California, México",Salazar A.,Revista de Biologia Tropical,00347744,46,3,833-836,1998-09-01,September 1998,"The parasitism incidence of the gastropod Thyca callista on the asteroid Phataria unifascialis was measured in 500 asteroids from 11 localities off the southern Gulf of California, México. The intensity and prevalence of parasitism on P. unifascialis were 1.36 and 5%, respectively. In the study area, there was no significant relationships between latitude and parasite abundance, incidence and prevalence, but the sites where T. callista was most frequent were located near human settlements. Most T. callista were found adjacent to the starfish mouths, probably because it is easier for them to feed there.",3,Journal,ar,Article,100,2,2,Gulf of California | México | Parasitism | Phataria unifascialis | Tycha callista,13567,undefined,0,FALSE,59,NA
