@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:creator,author-count.$,authkeywords,fund-acr,fund-sponsor,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0027833926,SCOPUS_ID:0027833926,2-s2.0-0027833926,Nontraditional regression analyses,Ecology,00129658,74,6,1629-1637,1993-01-01,1993,10.2307/1939921,"Logistic regression is appropriate in cases where the dependent variable is categorical, dichotomous, or polychotomous. It can be used with continuous and/or discrete independent variables. Logistic regression is motivated by the underlying binomial or multinomial distribution of dichotomous and polychotomous dependent variables and transforms the data to explicitly model these distributions. Locally weighted regression scatterplot smoothing or LOWESS regression is used to model the relationship between a dependent variable and independent variable when no single functional form will do. LOWESS regression is motivated by the assumption that neighboring values of the independent variable are the best indicators of the dependent variable in that range of independent values. -from Authors",418,Journal,ar,Article,100,2,20308,undefined,0,FALSE,31,Trexler J.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027833361,SCOPUS_ID:0027833361,2-s2.0-0027833361,The influence of fluctuating resources on life history: Patterns of allocation and plasticity in female guppies,Ecology,00129658,74,7,2011-2019,1993-01-01,1993,10.2307/1940844,"We investigated how resources are allocated to reproduction and how variations in resource availability influence reproductive allocation, offspring number, and offspring size in guppies (Poecilia reticulata). Our goal was to evaluate how plastic these variables are in response to environmental variation and to characterize the nature of this plasticity. Female guppies which had just given birth (litter I) were assigned to either high or low levels of food availability until they gave birth to their next litter (litter 2, interval 1). They were then randomly reassigned to either high or low food with the constraint that there be equal numbers of individuals in each of four treatments: high-high, high-low, low-high, and low-low. They were maintained on this level of food availability until they produced their next litter (litter 3, interval 2). We analyzed variables that characterized the female after the birth of the third litter and the offspring in the third litter. These were two-way analyses, with intervals I and 2 as the main effects and high vs. low food as the levels of each effect. The qualities of the third litter were influenced by both interbrood intervals, indicating that the resources used for producing the litter were derived from both intervals. Specifically, higher food availability during either interval resulted in a significant increase in the number of offspring in litter 3, independent of the size of the mother. This result indicates that the number of offspring produced in a litter will be a function of both the immediate and the past environment. Lower food during either interval resulted in an increase in the number of days between the second and third litters, indicating that, if resource availability is low, the female may delay the initiation of the next litter, allowing her to acquire more resources. Resource availability during both intervals also influenced how resources were allocated to individual offspring. Females responded to low food during the first interbrood interval by producing heavier offspring in litter 3. This increase in mass was almost entirely attributable to an increase in fat reserves. Such a result could represent adaptive plasticity, if it can be demonstrated that maternal fitness increases through the production of heavier offspring in a low-food environment.",208,Journal,ar,Article,100,2,20308,BSR8818071,0,FALSE,32,Reznick D.,2,Growth | Offspring size | Plasticity | Poecilia reticulata | Reproduction,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027833275,SCOPUS_ID:0027833275,2-s2.0-0027833275,A null model for competitive hierarchies in competition matrices,Ecology,00129658,74,6,1693-1699,1993-01-01,1993,10.2307/1939927,"To evaluate the tendency of plant species to be arranged in hierarchies of competitive ability, Keddy and Shipley (1989) introduced a definition of competitive transitivity in multispecies competition matrices and developed an inferential statistic to test for such a pattern. The author introduces a more demanding definition of competitive transitivity (""complete transitivity') that defines a strict hierarchy of competitive relationships and that has more desirable properties for inferring competitive exclusion. A null model, and its accompanying Monte Carlo test, is developed that can be used in analyzing empirical competition matrices. Ten published competition matrices are analyzed; nine show clear evidence of complete transitivity. -from Author",52,Journal,ar,Article,100,1,20308,undefined,0,FALSE,33,Shipley B.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027830165,SCOPUS_ID:0027830165,2-s2.0-0027830165,Highly structured fish communities in Australian desert springs,Ecology,00129658,74,6,1847-1855,1993-01-01,1993,10.2307/1939942,"The authors sampled 38 isolated springs in the Dalhousie Basin of south Australia to determine the distributions of five taxa of native fishes. Community organization was highly predicable: 1) number of species increased with spring size, 2) each species occurred in nearly all springs larger than a certain size, and 3) species composition exhibited nearly perfect nestedness. -from Authors",89,Journal,ar,Article,100,2,20308,undefined,0,FALSE,34,Kodric-Brown A.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027811255,SCOPUS_ID:0027811255,2-s2.0-0027811255,"The largest, smallest, highest, lowest, longest, and shortest: extremes in ecology",Ecology,00129658,74,6,1677-1692,1993-01-01,1993,10.2307/1939926,"Many problems of biological interest concern the extremes in a variable rather than its central tendency. Such extremes are not adequately addressed by standard biostatistics. In these cases an alternative approach (the statistics of extremes) can be of value. In the limit of a large number of measurements, the probability structure of extreme values conforms to a generalized distribution described by three parameters. In practice these parameters are estimated using maximum likelihood techniques. Using this estimate of the probability distribution of extreme values, one can predict the expected time between the imposition of extremes of a given magnitude (a return time) and can place confidence limits on this prediction. Using data regarding sea-surface temperature, wave-induced hydrodynamic forces, wind speeds, and human life-spans the authors show that accurate long-term predictions can at times be made from a surprisingly small number of measurements if appropriate care is taken. -from Authors",231,Journal,ar,Article,100,2,20308,undefined,0,FALSE,35,Gaines S.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027806439,SCOPUS_ID:0027806439,2-s2.0-0027806439,"Elevated herbivory in plant hybrid zones: Chrysomela confluens, populus and phenological sinks",Ecology,00129658,74,7,2056-2065,1993-01-01,1993,10.2307/1940851,"Using the free-feeding beetle Chrysomela confluens (Coleoptera: Chrysomelidae), we examined the hypothesis that naturally occurring hybrid zones between two cottonwood species are “sinks” or centers of insect abundance. Over a 3-yr period, we found that 94% of the C. confluens population was restricted to a 13-km hybrid zone, which represents <3% of the cottonwood population. Of several potential mechanisms tested, expanded host phenology in the hybrid zone, relative to pure zones, best explained the distribution of C. confluens which is dependent upon newly flushed leaves for optimal growth and reproduction. The hybrid zone is a superior beetle habitat because: (1) early leaf flush in the hybrid zone provides the first source of food for beetles in spring and (2) staggered leaf phenologies in the hybrid zone allow beetles to shift onto newly flushed Fremont trees as foliage of sympatric hybrid and narrowleaftrees declines in quality. This shift by ovipositing females can result in a 600% increase in fecundity relative to non shifting females. Additionally, a 10-yr common garden experiment shows that there is a strong genetic component to the timing ofleafflush, which suggests a long-term stability of resources in the hybrid zone that beetles can rely on. For C. confluens, the hybrid zone is a “phenological sink” that increases beetle fecundity and leads to chronically high herbivory year after year. Because movement from the hybrid zone reduces fecundity, emigration into adjacent pure zones is likely hindered. This hypothesis requires staggered phenologies between overlapping host species; it probably does not require hybridization between host species. Further, this hypothesis may in part explain frequent outbreaks of insects in nurseries and plantations. Thus, two distinct mechanisms have been identified that result in increased insect abundance in plant hybrid zones: “phonological sinks” resulting from staggered plant phenologies and “hybrid sinks” resulting from increased susceptibility of hybrids to insect attack. Such studies suggest that hybrid zones are important natural laboratories for the study of plant-herbivore interactions.",96,Journal,ar,Article,100,3,20308,BSR-8906391,0,FALSE,36,Floate K.D.,3,Chronic herbivory | Chrysomelidae | Cottonwood | Host shifting | Hybrid sink | Hybridization | Phenological sink | Poplar,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027806343,SCOPUS_ID:0027806343,2-s2.0-0027806343,Complex ant-plant interactions: rain forest ants as secondary dispersers and post-dispersal seed predators,Ecology,00129658,74,6,1802-1812,1993-01-01,1993,10.2307/1939938,"Describes the role of leaf-litter ants (Pheidole spp.) in the seed bank dynamics of several small-seeded shrubs in a Costa Rican lowland rain forest (La Selva). These ants harvest seeds from frugivore feces and cache them in their nests in partially decomposed twigs. Most harvested seeds are eaten but some are placed in viable condition on refuse piles. From 24-38% of the colonies contained cached seeds and 25-32% have seeds on refuse piles. Experiments with captive colonies of Pheidole nebulosa and P. nigricula demonstrated that c6% of harvested Miconia nervosa and M. centrodesma seeds are deposited on refuse piles. Because seeds generally retain viability longer than the nest twig remains intact, harvested seeds are not trapped inside twigs. Experimental plantings of 4-d-old Miconia nervosa seedlings on two types of substrate (ant refuse pile vs. topsoil) under two light levels demonstrated that seedlings grew faster and survived better on refuse piles under light levels typical of small clearings. Ants are thus simultaneously antagonistic and mutualistic towards seeds, killing most but significantly benefiting some. This interaction is extremely common (Pheidole density >300 individuals/m2) and likely influences plant recruitment patterns. -from Authors",197,Journal,ar,Article,100,2,20308,undefined,0,FALSE,37,Levey D.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027805367,SCOPUS_ID:0027805367,2-s2.0-0027805367,Dietary and digestive constraints on basal energy metabolism in a small herbivorous rodent,Ecology,00129658,74,7,2003-2010,1993-01-01,1993,10.2307/1940843,"McNab (1986, 1988) has hypothesized that mammals using food with low energy content should exhibit basal metabolic rates (BMR) lower than those expected on the basis of their body mass (mb). That is, those species that exploit food with low energy content and/or high cost of digestion tend to have low, mass-independent metabolic rates. To date there is not an experimental test of this pattern. The aim of this work was to examine experimentally the effect of diet quality on BMR, digestive efficiency, and the relationship between digestion and energy expenditure in a small herbivorous mammal. We used as a model the herbivorous caviomorph burrowing rodent Octodon degus (mb nearly 200 g), an inhabitant of semi-arid and mediterranean communities of northern and central Chile. Individuals maintained during 27 wk with a diet high in dietary fiber showed significantly lower BMRs (28%) than those feeding on low fiber. Daily food intake and ingestion rates (energy and dry matter) of individuals under a high-fiber diet were significantly higher than animals maintained with a low-fiber diet. The same pattern was obtained for total feces production and rate of feces production. The total intake and rate of ingestion of proteins were not significantly different between treatments. However, a significantly higher amount of protein was excreted by the individuals exposed to a high-fiber diet. Apparent digestibility of dry matter, energy, and protein were consistently lower in individuals maintained with high fiber. However, nonsignificant differences were observed between gut contents in the two treatments (P > .58), but a significantly higher digesta turnover rate was observed in animals exposed to a high-fiber diet (P < .05). A significant correlation was found between digestibility and the basal metabolic rate of individuals (rs = 0. 781, P < .0 I), suggesting that elevated digestibilities on high-quality diets allow increased basal rates of metabolism. We suggest that, although small mammals like degus may select sparsely distributed plants of high quality in their habitat, their capability to drop their metabolic demands may help them meet their nutritional and energy requirements when nutritional conditions in the environment deteriorate.",106,Journal,ar,Article,100,2,20308,B/2030-1,0,FALSE,38,Veloso C.,2,Basal metabolic rate | Chile | Diet quality | Digestive physiological ecology | Herbivory | Octodon degus | Small mammals,IFS,International Foundation for Science,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027805352,SCOPUS_ID:0027805352,2-s2.0-0027805352,Effects of age and experience on reproductive performance of wood ducks,Ecology,00129658,74,7,2027-2036,1993-01-01,1993,10.2307/1940848,"Data from a long-term study of Wood Ducks (Aix sponsa) breeding in South Carolina were used to test whether reproductive performance was age specific and to evaluate several hypotheses proposed for age-specific variation. We used known-aged females from I through 5 yr of age. Yearling females initiated nests 11-19 d later than older females; heavier females, independent of age, nested earlier than lighter females. One-way analyses of covariance using female body mass and nesting date as covariates indicated that clutch size, mean egg mass, number of ducklings per nest, and the percentage of eggs hatching (hatching success) were independent of female age. Probability of nests producing at least one duckling (nest success) also was not related to female age. We separately tested effects of breeding experience and female age class (yearling vs. adult) on reproductive performance. In the context of this study, females were considered as experienced if they previously were captured using nest boxes and inexperienced if there was no record of nest box use. Adult females with previous breeding experience initiated nests an average of 26 d earlier than adults without previous experience; body mass of experienced adults was greater than that of inexperienced adults. Adult females designated as “inexperienced” may have nested previously in natural cavities and were simply changing to nest boxes. Nest-site fidelity is known to affect nesting date, so we also compared nesting dates of inexperienced adults with a subset of experienced females that changed nest sites. Inexperienced adults nested 12 d later than experienced adults that switched nest sites and were nesting on different wetlands from the previous year. Next, we controlled nesting experience and tested specifically for age effects by comparing inexperienced adults with yearlings. Nesting date of inexperienced adults and yearling females did not differ, but body mass of these adults was greater than that of yearlings. There was no evidence that differential survival of heavy, early-nesting yearling females explained age-related patterns in nesting date and female body mass. In fact, late-nesting yearlings survived better than yearling females that initiated nests early. Furthermore, Jolly-Seber estimates of annual survival did not decline with female age, suggesting that older females were able to compensate for any increase in reproductive effort associated with early initiation of nests. Binary regression analyses showed that later nesting females were less likely to initiate second nests and more likely to have nests destroyed by predators. Female Wood Ducks nesting early produced larger clutches, hatched more young from successful nests, were at less risk from predators, and improved their chances of initiating second nests. Adult females at southern latitudes, therefore, should begin nesting as early as possible. Yearling females survive better if they begin nesting later in their 1st yr.",47,Journal,ar,Article,100,2,20308,DE-AC09-76SR00-810,0,FALSE,39,Hepp G.,2,Age-specific reproductive success | Aix sponsa | Anatidae | Body mass | Breeding experience | Predation risk | Time of breeding | Wood Duck,DOE,U.S. Department of Energy,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027805306,SCOPUS_ID:0027805306,2-s2.0-0027805306,Effects of habitat size on tadpole populations,Ecology,00129658,74,7,1982-1991,1993-01-01,1993,10.2307/1940841,"While density dependence has been well documented in many animal species, the effects of absolute size of habitat have not been thoroughly explored. This study investigates the effects of habitat size by examining the response of the distribution of several fitness correlates. I used populations of tadpoles of Bufo americanus and Rana clamitans in artificial ponds as a model system. The natural histories of these species suggested that they might respond differently to variation in habitat size, which was defined in terms of pond surface area and depth. These dimensions were factors in two completely crossed factorial experiments, one for each species. Ponds were of three areas: 529 cm 2 , 2116 cm 2 , and 8464 cm 2 and three depths: 10 cm, 20 cm, and 40 cm. Tadpole populations were established at a single density (number per unit volume). The use of artificial ponds controlled variation in nutrient content, shape, and vegetation structure that may be confounded with pond size in nature. Increases in pond area resulted in Bufo populations that had lower survival, growth rates, and mass at metamorphosis. Populations in ponds of large area showed greater withinpopulation variation in larval period, although the mean of this parameter was only weakly affected. Size distributions of individuals showed positive skewness in small-area ponds. Increasing depth led to lower survival but greater mass at metamorphosis. In experiments with Rana, increased area and depth both led to lower survival but greater growth by survivors. There were statistically significant interactions between area and depth in their effects on early Bufo growth and on Rana survival. The fitness of Bufo showed a significant positive relationship with increasing surface-area-to-volume ratio while Rana showed a mixed response. The results suggest that competition among Bufo tadpoles intensifies with habitat size under conditions of constant initial density by volume because of a decreasing ratio of edge to interior habitat. The form of competition appears to shift towards stronger interference competition in smaller habitats. Individuals may compensate for early, negative effects of habitat size. The variability of the several fitness correlates, while different among populations, showed no consistent pattern with population size. Theory based on assumptions of equal levels of variation in fitness in large and small populations may not be widely applicable to populations in nature. Evidence of changes in competition and fitness distributions should be sought in other systems characterized by variation in habitat size.",42,Journal,ar,Article,100,1,20308,undefined,0,FALSE,40,Pearman P.,1,Amphibians | Bufo americanus | Competition | Edge effect | Fitness | Growth | Habitat size | Pond size | Rana clamitans | Survival,NA,Sigma Xi,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027805292,SCOPUS_ID:0027805292,2-s2.0-0027805292,Distribution-free and robust statistical methods: viable alternatives to parametric statistics?,Ecology,00129658,74,6,1617-1628,1993-01-01,1993,10.2307/1939920,"After making a case for the prevalence of nonnormality, this paper introduces some distribution-free and robust techniques to ecologists and offers a critical appraisal of the potential advantages and drawbacks of these methods. The techniques presented fall into two distinct categories, methods based on ranks and ""computer-intensive' techniques. Distribution-free rank tests free the practioner from concern about the underlying distribution and are very robust to outliers. If the distribution underlying the observations is other than normal, rank tests tend to be more efficient than their parametric counterparts. An entire body of novel distribution-free methods has been developed in parallel with the increasing capacities of today's computers to process large quantities of data. These techniques either reshuffle or resample a data set. The former are 'permutation' or ""randomization' methods, the latter ""bootstrap' techniques. -from Authors",351,Journal,ar,Article,100,2,20308,undefined,0,FALSE,41,Potvin C.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027804628,SCOPUS_ID:0027804628,2-s2.0-0027804628,Effects of nutrient availability and herbivory on polyphenolics in the seaweed Fucus vesiculosus,Ecology,00129658,74,6,1757-1766,1993-01-01,1993,10.2307/1939934,"Fucus vesiculosus was collected monthly from two estuarine sites (Cape Cod, Massachusetts) differing in nitrogen availability, and analyzed for polyphenolic levels and tissue-N concentrations. Polyphenolic concentrations were consistently, sometimes two times, higher in Fucus from the low-N site compared with the high-N site; tissue-N content was higher in the population from the high-N site. For both populations, tissue N was inversely correlated with polyphenolic concentrations. Only Fucus from the low-N site showed a significant reduction in polyphenolic concentrations under experimental enrichment. A significant inverse relationship between phenolic concentrations and growth rates for Fucus at the high-N, but not the low-N site, suggests a growth cost associated with phlorotannin production for this phenolic-poor population due, perhaps, to C-limited growth. Phlorotannin concentrations increased significantly in clipped Fucus at the low-N site in two of three simulated grazing experiments, indicating an inducible response. No significant inducible response was found for the high-N, phenolic-poor population. Choice experiments revealed a clear preference for this population by Littorina littorea. Within-species variation in polyphenolics is probably due to a complex interaction of environmental (nutrient availability, irradiance levels) and defense-related (grazing activity) factors. -from Authors",195,Journal,ar,Article,100,2,20308,undefined,0,FALSE,42,Yates J.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027803949,SCOPUS_ID:0027803949,2-s2.0-0027803949,Seed and seedling ecology of Neotropical Melastomataceae,Ecology,00129658,74,6,1733-1749,1993-01-01,1993,10.2307/1939932,"Investigated intra- and interspecific variability in early life history characteristics of understory Melastomataceae species of different growth forms and adult distributions from the lowland tropical rain forest at La Selva Biological Station, Costa Rica, examining germination patterns in vitro (22 species), effects on germination of passage through birds (five species), seedling establishment in the field (two species), and growth in different light environments (eight species). Established seedlings were significantly more abundant in gaps than in nearby understory sites, regardless of the habitat where adults were normally most abundant. Seedlings were more common in the root pits and on the root mounds of uprooted trees, even though there was less light available to the seedlings in these microsites than elsewhere in the gaps. With one exception, seeds of shade-tolerant species germinated more slowly following passage through birds, while seeds from high-light-demanding species germinated more rapidly after passing through birds. Seeds of three common species were sown directly into different microsites within gaps and understory control sites. In contrast to the germination trials, emergence percentages in the field ranged from 4% in understory sites to 21% in gap centers. Survival after one year was low (0.1%-0.4%). -from Authors",109,Journal,ar,Article,100,4,20308,undefined,0,FALSE,43,Ellison A.,4,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027803666,SCOPUS_ID:0027803666,2-s2.0-0027803666,Pod-specific demography of killer whales (Orcinus orca),Ecology,00129658,74,5,1444-1454,1993-01-01,1993,10.2307/1940073,"Killer whales live in stable social groups, called ""pods'. It has been suggested that the structure of such groups may influence the vital rates, and hence the fitness, of their members. To test this suggestion the authors used data from a long-term study of killer whales in the Pacific Northwest (Bigg et al. 1990). Stage-classified matrix population models were constructed for the entire population, two sub-populations, and individual pods. It is concluded that there is no evidence for an effect of social structure on pod-specific population growth rate. A possible role for density-dependent processes is suggested. -from Authors",184,Journal,ar,Article,100,2,20308,undefined,0,FALSE,44,Brault S.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027803527,SCOPUS_ID:0027803527,2-s2.0-0027803527,Are ruffed grouse more vulnerable to mortality during dispersal?,Ecology,00129658,74,7,2020-2026,1993-01-01,1993,10.2307/1940847,"An increased probability of death is thought to be an inherent risk of dispersal. To examine this hypothesis, we monitored 381 radiomarked Ruffed Grouse (Bonasa umbel/us) over 6 yr to determine if their vulnerability to mortality increased during dispersal. Estimates of mortality were calculated for the two distinct phases of dispersal: transience, a period of extensive movement from one area to another, and colonization, the period when an animal attempts to become established in a new area. Among juveniles (nonresidents), approximately equal proportions of both sexes exhibited transience, and for similar lengths of time. The difference between juvenile male and female mortality estimates was not significant during either transience or colonization. From autumn to spring (natal dispersal), juvenile transient dispersers did not experience greater mortality than colonization dispersers. Among adults, transience was more common among females than males, yet no mortality was recorded among either sex of adult transient dispersers. Residents (adults) survived at a higher rate than juveniles in either transient or colonization dispersal. However, the cost (i.e., increased mortality) of transience was greater for juveniles than adults, suggesting comparisons between different phases of dispersal be made within similar age classes. It was concluded that Ruffed Grouse, both adults and juveniles, were not more vulnerable to mortality during transient dispersal than during colonization dispersal.",40,Journal,ar,Article,100,3,20308,undefined,0,FALSE,45,Small R.J.,3,Bonasa umbellus | Colonization | Dispersal | Mortality | Transience,USFWS,U.S. Fish and Wildlife Service,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027803473,SCOPUS_ID:0027803473,2-s2.0-0027803473,ANOVA for unbalanced data: an overview,Ecology,00129658,74,6,1638-1645,1993-01-01,1993,10.2307/1939922,"When the response variables have continuous distributions and the conditions are discrete, whether inherently or by design, then it is appropriate to analyze the data using analysis of variance (ANOVA). When data conform to a complete, balanced design (equal numbers of observations in each experimental treatment), it is straightforward to conduct an ANOVA. This paper provides an overview of the consequences of lack of balance and gives some guidelines to analyzing unbalanced data for models involving fixed effects. -from Authors",354,Journal,ar,Article,100,2,20308,undefined,0,FALSE,46,Shaw R.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027802715,SCOPUS_ID:0027802715,2-s2.0-0027802715,Site-related δ<sup>13</sup>C of tree leaves and soil organic matter in a temperate forest,Ecology,00129658,74,6,1713-1721,1993-01-01,1993,10.2307/1939930,"The δ13C of the bulk leaf material falling on the soil varied among sites, ranging from -29.5 to -26‰. Within this range, differences of up to 1.5‰ were attributable to differences in tree species. Further differences were related to site. The δ13C values of soil organic matter cover the range -29.8 to 24.3‰ and varied with both parent vegetation δ13C and depth. Transformation and decay of organic C within the litter layers led to no isotope enrichment, irrespective of vegetation and humus type. The difference between woody and leaf material in litter was low, 0.23±0.35‰. On the other hand δ13C in mineral horizons always increased with depth, reaching values richer than litter by 1.0±0.5‰ at 20 cm and up to +1.5‰ at 1m. The trend was independent of the soil physico-chemical characteristics. Isotope ratios of soil organic C in forests appear to provide useful estimators of tree isotopic composition. When compared to the measurements of the vegetation, they offer the advantage of an easily obtained value that naturally integrates over plant material, time and, eventually, local area. -from Authors",295,Journal,ar,Article,100,3,20308,undefined,0,FALSE,47,Balesdent J.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027802267,SCOPUS_ID:0027802267,2-s2.0-0027802267,Effects of mineral nutrition on delayed inducible resistance in Alaska paper birch,Ecology,00129658,74,7,2072-2084,1993-01-01,1993,10.2307/1940853,"In subarctic forests, birch (Betula) trees respond to severe (50-1 00%) manual defoliation by delayed inducible resistance (DIR). This plant response to defoliation is characterized by a decline in the nutritional quality of leaves for immature insects for several years after defoliation events, and concomitant changes in leaf chemistry that may be detrimental to insect nutrition, that is, a decline in leaf nitrogen and an increase in leaf phenols. Two explanations of delayed inducible resistance have been proposed. (l) The active defense response hypothesis claims that delayed inducible resistance is an active response to defoliation per se rather than merely a passive consequence of recovery from the stress of severe defoliation. (2) In contrast, the carbon-nutrient balance (CNB) hypothesis claims that delayed inducible resistance is caused by nutritional stress resulting from severe defoliation. We used two experiments to test these hypotheses. (l) In a threeway factorial field experiment we reared spear-marked black moth (Rheumaptera hastata) larvae on Alaska paper birch (B. resinifera) saplings that had experienced combinations of 100% manual defoliation and fertilization with N and P in previous years, and measured larval survival and pupal mass. In association with these measurements of larval performance, we assayed leaf condensed tannin levels and the concentrations of N and P in leaves, and correlated the results of these assays with larval performance. (2) In a laboratory experiment we tested the biological activity of condensed tannin and linalool, the major secondary metabolites of Alaska paper birch leaves, by treating leaves collected from previously undefoliated Alaska paper birch saplings with combinations of condensed tannin and linalool, and measuring the performance of spear-marked black moth larvae reared on these leaves. Our results supported predictions of the carbon-nutrient balance hypothesis. We found that fertilization with nitrogen, the nutrient limiting growth of Alaska paper birch in our study site, mitigated delayed inducible resistance, and that condensed tannin is likely to be the major chemical cause of delayed inducible resistance in Alaska paper birch. In our field experiment we also found that fertilization of Alaska paper birch with phosphorus, a nutrient that does not limit the growth of Alaska paper birch in our study site, affected levels of condensed tannin in leaves and the sapling’s defoliation history influenced this effect. Thus, future studies of the effects of mineral nutrition on secondary metabolite production by woody plants and their responses to herbivory should consider nutrients that do not limit growth in addition to those that do limit growth.",113,Journal,ar,Article,100,4,20308,BSR 8416461,0,FALSE,48,Bryant J.,4,Alaska | Birch | Carbon-nutrient balance | Defoliation | Delayed inducible resistance | Induced chemical defense | Phenols | Tannin,NSF,National Science Foundation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027801510,SCOPUS_ID:0027801510,2-s2.0-0027801510,Freezing tolerance and water relations of Opuntia fragilis from Canada and the United States,Ecology,00129658,74,6,1722-1732,1993-01-01,1993,10.2307/1939931,"Populations occurred at 20 locations as far north as 56°46'N latitude and at elevations up to 3029 m in Canada and the USA, most of which experience extreme freezing temperatures each winter. Low-temperature responses and water relations of stems were examined in the laboratory at day/night air temperatures of 25°/15°C and 14 d after the plants were shifted to a 5°/-5°C temperature cycle. Cold acclimation averaged 17°C and freezing tolerance averaged -29°C for the 20 populations following a shift to low day/night air temperatures, indicating that O. fragilis has the greatest cold acclimation ability and the greatest freezing tolerance positively correlated with the minimum temperatures at the 20 locations. Plants lost water during low-temperature acclimation, leading to 30% decreases in cladode and chlorenchyma thickness; the decrease in water content was greater for the five warmest popuations than for the five coldest ones. Over the same period, average osmotic pressure of the chlorenchyma increased from 1.42 to 1.64 MPa, and the relative water content decreased from 0.58 to 0.49, but the average osmotic pressure of saturated chlorenchyma was unchanged, indicating no net change in solute content during acclimation. Regions of Canada and the USA that experience minimum temperatures below -40°C during the winter can support this species. -from Authors",43,Journal,ar,Article,100,2,20308,undefined,0,FALSE,49,Loik M.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027800391,SCOPUS_ID:0027800391,2-s2.0-0027800391,Costs of reproduction in water skinks,Ecology,00129658,74,7,1970-1981,1993-01-01,1993,10.2307/1940840,"Costs of reproduction measured under laboratory conditions may have little bearing on actual costs observed in the field, because both environmental conditions and behavior can modify the manifestation of these costs. I studied survival, growth, and reproduction in a wild population of southern water skinks (Eulamprus tympanum) over 3 yr to measure costs of reproduction in females, to examine how the environment influences these costs, and to assess the extent to which females are able to reduce costs. The proportion of mature females that reproduced each year varied from 30-60%. Frequent reproduction appeared costly in terms of both survival rates and growth. Growth rates and survival rates were negatively correlated with reproduction during the 3-yr study. In the coolest and wettest year of the study, when food intake by females was relatively low, gravid females and females that had reproduced in the previous year survived less well than nonreproducing females. There was no evidence of a survival cost of reproduction in the other two years of the study. Reproduction also imposed a fecundity cost, as overall, mean growth rates of reproducing females were reduced relative to those of nonreproducing females of the same body size. Reduced growth rate translates to reduced litter size in these skinks, because fecundity increases with body size. These results suggest that reproduction can be costly in terms of both survival and future reproduction in these skinks, but that survival costs are not consistent from year to year and are mediated by environmental conditions. Females appear to adjust their frequency of reproduction to minimize these costs, as those females that skipped opportunities for reproduction were those expected to gain the greatest growth and fecundity benefit by skipping.",62,Journal,ar,Article,100,1,20308,undefined,0,FALSE,50,Schwarzkopf L.,1,Cost of reproduction | Demography | Eulamprus tympanum | Fecundity | Growth | Reproductive effort | Skinks,NSERC,Natural Sciences and Engineering Research Council of Canada,NA,NA
