@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:eIssn,fund-acr,fund-sponsor,pii
true,https://api.elsevier.com/content/abstract/scopus_id/33646160616,SCOPUS_ID:33646160616,2-s2.0-33646160616,Patterns in soil fertility and root herbivory interact to influence fine-root dynamics,Stevens G.,Ecology,00129658,87,3,616-624,2006-03-01,March 2006,10.1890/05-0809,"Fine-scale soil nutrient enrichment typically stimulates root growth, but it may also increase root herbivory, resulting in trade-offs for plant species and potentially influencing carbon cycling patterns. We used root ingrowth cores to investigate the effects of microsite fertility and root herbivory on root biomass in an aggrading upland forest in the coastal plain of South Carolina, USA. Treatments were randomly assigned to cores from a factorial combination of fertilizer and insecticide. Soil, soil fauna, and roots were removed from the cores at the end of the experiment (8-9 mo), and roots were separated at harvest into three diameter classes. Each diameter class responded differently to fertilizer and insecticide treatments. The finest roots (<1.0 mm diameter), which comprised well over half of all root biomass, were the only ones to respond significantly to both treatments, increasing when fertilizer and when insecticide were added (each P < 0.0001), with maximum biomass found where the treatments were combined (interaction term significant, P < 0.001). These results suggest that root-feeding insects have a strong influence on root standing crop with stronger herbivore impacts on finer roots and within more fertile microsites. Thus, increased vulnerability to root herbivory is a potentially significant cost of root foraging in nutrient-rich patches. © 2006 by the Ecological Society of America.",41,16602291,Journal,ar,Article,100,2,2,Elateridae | Heterogeneity | Root foraging | Root ingrowth core | Scarabaeidae,20308,undefined,0,FALSE,all,All Open Access,173,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646160441,SCOPUS_ID:33646160441,2-s2.0-33646160441,Extinction debt of forest plants persists for more than a century following habitat fragmentation,Vellend M.,Ecology,00129658,87,3,542-548,2006-03-01,March 2006,10.1890/05-1182,"Following habitat fragmentation individual habitat patches may lose species over time as they pay off their ""extinction debt."" Species with relatively low rates of population extinction and colonization (""slow"" species) may maintain extinction debts for particularly prolonged periods, but few data are available to test this prediction.We analyzed two unusually detailed data sets on forest plant distributions and land-use history from Lincolnshire, United Kingdom, and Vlaams-Brabant, Belgium, to test for an extinction debt in relation to species-specific extinction and colonization rates. Logistic regression models predicting the presence-absence of 36 plant species were first parameterized using data from Lincolnshire, where forest cover has been relatively low (∼5-8%) for the past 1000 years. Consistent with extinction debt theory, for relatively slow species (but not fast species) these models systematically underpredicted levels of patch occupancy in Vlaams-Brabant, where forest cover was reduced from ∼25% to <10% between 1775 and 1900 (it is presently 6.5%). As a consequence, the ability of the Lincolnshire models to predict patch occupancy in Vlaams-Brabant was worse for slow than for fast species. Thus, more than a century after forest fragmentation reached its current level an extinction debt persists for species with low rates of population turnover. © 2006 by the Ecological Society of America.",336,16602283,Journal,ar,Article,100,7,7,Europe | Extinction debt | Forest plants | Habitat fragmentation | Land use history | Metapopulation | Relaxation | Transient dynamics,20308,undefined,0,FALSE,NA,NA,174,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646159290,SCOPUS_ID:33646159290,2-s2.0-33646159290,"Persistence of rock-derived nutrients in the wet tropical forests of La Selva, Costa Rica",Porder S.,Ecology,00129658,87,3,594-602,2006-03-01,March 2006,10.1890/05-0394,"We used strontium isotopes and analysis of foliar and soil nutrients to test whether erosion can rejuvenate the supply of rock-derived nutrients in the lowland tropical rain forest of La Selva, Costa Rica. We expected that these nutrients would be depleted from soils on stable surfaces, a result of over one million years of weathering in situ. In fact, trees and palms in all landscape positions derive a relatively high percentage (≥40%) of their strontium from bedrock, rather than atmospheric, sources. The fraction that is rock-derived increases on slopes, but with no detectable effect on plant macronutrient concentrations. These results differ from those in a similar ecosystem on Kauai, Hawaii, where plants on uneroded surfaces derive almost all of their foliar Sr from atmospheric, rather than bedrock, sources. The results from La Selva challenge the assumption that tropical Oxisols in general have low nutrient inputs from bedrock, and support the hypothesis that erosion can increase the supply of these nutrients in lower landscape positions. © 2006 by the Ecological Society of America.",47,16602289,Journal,ar,Article,100,3,3,Bedrock weathering | Costa Rica | Erosion | Foliar nutrients | Hawaii | La Selva | Metrosideros polymorpha | Nutrient derivation | Oxisols | Pentaclethra macroloba | Strontium | Tropical rain forest,20308,undefined,0,FALSE,NA,NA,175,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646153777,SCOPUS_ID:33646153777,2-s2.0-33646153777,Novel features of an inducible defense system in larval tree frogs (Hyla chrysoscelis),Richardson J.,Ecology,00129658,87,3,780-787,2006-03-01,March 2006,10.1890/05-0536,"Organisms in aquatic ecosystems must often tolerate variable environmental conditions, including an uncertain risk of predation. Individuals that can maintain plastic defenses against predation will increase their survival when predators are present, but will not incur the costs of these defenses when the risk of predation is low and the defense is not induced. Larvae of the pond-breeding anuran Hyla chrysoscelis develop a conspicuous phenotype in the presence of predators consisting of a brightly colored tail and a deeper tail fin. In this study, I attempted to identify the source of the chemical signal that induces this defensive morphology in this species. I tested whether metabolites alone, originating from the prey but passing through the predator, were able to induce the same morphological response as the combination of alarm signals released directly by attacked conspecifics, and metabolites. I used morphometric and tail conspicuousness data to assess tadpole response to the perceived risk of predation by larval odonate predators (Anax junius). I also tested whether this inducing cue could be recognized across species by measuring the morphological response of H. chrysoscelis tadpoles exposed to cues emitted when tadpoles of a closely related genus (Pseudacris crucifer) were consumed. Tadpoles exhibited a clean graded response of both overall shape and tail morphology in response to all cues, corresponding to their relative reliability as indicators of a risk of predation. H. chrysoscelis tadpoles were also able to respond to cues emitted when tadpoles of a closely related genus were consumed by predators. These results illustrate that tadpoles of this species are able to respond to metabolites alone without alarm signals, and that interspecific chemical communication is a primary mechanism for predator avoidance in this inducible defense system. © 2006 by the Ecological Society of America.",27,16602306,Journal,ar,Article,100,1,1,Alarm signals | Anax | Anuran | Hyla | Inducible defense | Interspecific communication | Metabolites | Phenotypic plasticity | Plasticity response gradient | Predator avoidance,20308,undefined,0,FALSE,NA,NA,176,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646150452,SCOPUS_ID:33646150452,2-s2.0-33646150452,Flood-pulse and riverscape dynamics in a braided glacial river,Malard F.,Ecology,00129658,87,3,704-716,2006-03-01,March 2006,10.1890/04-0889,"River ecosystems are increasingly viewed as dynamic riverscapes; their extent, composition, and configuration vary in response to the pulsing of discharge. Although compositional and configurational shifts in riverscapes are thought to control ecosystem processes and biodiversity, attempts to quantify riverscape dynamics of braided rivers are scarce. We measured monthly changes in the length, spatial arrangement, and age distribution of clear (groundwater-fed) and turbid-water (glacial-fed) channels during two annual cycles in a braided glacial river. Biological data from concurrent studies were used to assess the effects of seasonal changes in the size and pattern of the riverscape on local zoobenthic density, standing crop of epilithic algae, and spatiotemporal distribution of the hyporheos. The hydrological processes involved in the expansion-contraction cycle of the riverscape resulted in a complex, albeit predictable, pattern of change in the proportion and spatial arrangement of clear and turbid channels. On average, 30% of the riverscape was renewed at monthly intervals. Surface hydrological connectivity and the length of turbid channels increased logarithmically with increasing discharge. The length of clear channels increased up to a threshold discharge of 1.5 m3/s, above which surface flooding resulted in the contraction and fragmentation of clear water bodies. Turbid channels exhibited a unimodal age distribution, whereas clear channels had two cohorts that appeared during the expansion and contraction phases. The renewal pattern and configuration of the riverscape changed little between years despite differences in discharge and the occurrence of several rainfall-induced spates. The density of benthic invertebrate communities in the main channel decreased with increasing size of aquatic habitats indicating that local zoobenthic density was affected by dilution-concentration effects. The disproportionate increase in the proportion of glacial-fed habitats during summer high flows limited the standing crop of epilithic algae in this braided river. The spatial arrangement of inhospitable glacial-fed habitats probably impeded the colonization of newly created suitable habitats by invertebrates with poor dispersal capacities. Quantification of riverscape dynamics is critical to understanding how changes in size, composition, and configuration of braided rivers affect biodiversity, bio-production, and ecosystem processes. © 2006 by the Ecological Society of America.",120,16602300,Journal,ar,Article,100,4,4,Algae | Benthos | Expansion-contraction cycle | Flood pulse | Glacial water | Groundwater | Habitat life span | Hyporheos | Inundation | Shifting mosaic | Spatial heterogeneity | Wetland,20308,undefined,0,FALSE,all,All Open Access,177,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646149646,SCOPUS_ID:33646149646,2-s2.0-33646149646,Does plant species co-occurrence influence soil mite diversity?,St. John M.,Ecology,00129658,87,3,625-633,2006-03-01,March 2006,10.1890/05-0380,"Few studies have considered whether plant taxa can be used as predictors of belowground faunal diversity in natural ecosystems. We examined soil mite (Acari) diversity beneath six grass species at the Konza Prairie Biological Station, Kansas, USA. We tested the hypotheses that soil mite species richness, abundance, and taxonomic diversity are greater (1) beneath grasses in dicultures (different species) compared to monocultures (same species), (2) beneath grasses of higher resource quality (lower C:N) compared to lower resource quality, and (3) beneath heterogeneous mixes of grasses (C3 and C4 grasses growing together) compared to homogeneous mixes (C3 or C4 grasses) using natural occurrences of plant species as treatments. This study is the first to examine the interaction between above- and belowground diversity in a natural setting with species-level resolution of a hyper-diverse taxon. Our results indicate that grasses in diculture supported a more species and phylogenetically rich soil mite fauna than was observed for monocultures and that this relationship was significant at depth but not in the upper soil horizon. We noted that mite species richness was not linearly related to grass species richness, which suggests that simple extrapolations of soil faunal diversity based on plant species inventories may underestimate the richness of associated soil mite communities. The distribution of mite size classes in dicultures was considerably different than those for monocultures. There was no difference in soil mite richness between grass combinations of differing resource quality, or resource heterogeneity. © 2006 by the Ecological Society of America.",49,16602292,Journal,ar,Article,100,3,3,Acari | Biodiversity | Functional groups | Microarthropods | Microhabitat | Mites | Overyield | Resource heterogeneity | Resource quality | Soil ecosystem | Species richness,20308,undefined,0,FALSE,NA,NA,178,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646149166,SCOPUS_ID:33646149166,2-s2.0-33646149166,Microbial community variation and its relationship with nitrogen mineralization in historically altered forests,Fraterrigo J.,Ecology,00129658,87,3,570-579,2006-03-01,March 2006,10.1890/05-0638,"Past land use can impart soil legacies that have important implications for ecosystem function. Although these legacies have been linked with microbially mediated processes, little is known about the long-term influence of land use on soil microbial communities themselves. We examined whether historical land use affected soil microbial community composition (lipid profiles) and whether community composition was related to potential net nitrogen (N) mineralization rates in southern Appalachian (USA) forest stands abandoned from agriculture or logging and reforested >50 yr ago. Microbial community composition was determined by a hybrid procedure of phospholipid fatty acid (PLFA) and fatty acid methyl ester (FAME) analysis.We found that community composition varied significantly with past land use. Communities in formerly farmed stands had a higher relative abundance of markers for gram-negative bacteria and a lower abundance of markers for fungi compared with previously logged and reference (i.e., no disturbance history) stands. Potential net N mineralization rates were negatively correlated with fungal and gram-negative bacterial markers in both farmed and reference stands, and fungal abundance and soil bulk density effectively predicted mineralization rates in all stands. Our results indicate that the alteration of microbial communities by historical land use may influence the ecosystem processes they mediate. This is in contrast to typical expectations about microbial community resilience to change. Here, the decrease in fungal abundance observed from disturbance appeared to result in decreased nitrogen mineralization over the long term. © 2006 by the Ecological Society of America.",113,16602287,Journal,ar,Article,100,3,3,Bacteria | FAME | Fungi | Land-use history and ecosystem function | PLFA | Soil microbial communities | Southern Appalachians (USA),20308,undefined,0,FALSE,NA,NA,179,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646146730,SCOPUS_ID:33646146730,2-s2.0-33646146730,Invasion in a diversity hotspot: Exotic cover and native richness in the Californian serpentine flora,Harrison S.,Ecology,00129658,87,3,695-703,2006-03-01,March 2006,10.1890/05-0778,"Exotic species have been observed to be more prevalent in sites where the richness of native species is highest, possibly reflecting variation among sites in resources, propagule supply, heterogeneity, or disturbance. However, such a pattern leaves unclear whether natives at species-rich sites are subject to especially severe impacts from exotics as a result. We considered this question using path models in which relationships between exotic cover and native richness were evaluated in the presence of correlated environmental factors. At 109 sites on serpentine soils across California, USA, exotic cover was positively correlated with total native herbaceous richness and was negatively correlated with the richness of both serpentine-endemic and rare native herbs. However, in path models that accounted for the influences of soil chemistry, disturbance, overstory cover, and regional rainfall and elevation, we found no indication that exotic cover reduced any component of native herb richness. Rather, our results indicated similarities and differences in the conditions favoring exotic, native, endemic, and rare species. Our results suggest that, in spite of some localized impacts, exotic species are not exerting a detectable overall effect on the community richness of the unique native flora of Californian serpentine. © 2006 by the Ecological Society of America.",54,16602299,Journal,ar,Article,100,5,5,California | Diversity hotspot | Endemic plants | Exotic richness | Invasive species | Native richness | Path models | SEM | Serpentine flora | Serpentine soils | Structural equation modeling,20308,undefined,0,FALSE,NA,NA,180,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646143792,SCOPUS_ID:33646143792,2-s2.0-33646143792,Local population size in a flightless insect: Importance of patch structure-dependent mortality,Yoo H.,Ecology,00129658,87,3,634-647,2006-03-01,March 2006,10.1890/05-0509,"In spatially heterogeneous systems, utilizing population models to integrate the effects of multiple population rates can yield powerful insights into the relative importance of the component rates. The relative importance of demographic rates and dispersal in shaping the distribution of the western tussock moth (Orgyia vetusta) among patches of its host plant was explored using stage-structured population models. Tussock moth dispersal occurs passively in first-instar larvae and is poor or absent in all other life stages. Spatial surveys suggested, however, that moth distribution is not well explained by passive dispersal; moth populations were greater on small patches and on isolated ones. Further analysis showed that several local demographic rates varied significantly with patch characteristics. Two mortality factors in particular may explain the observed patterns. First, crawler mortality both increased with patch size and was density-dependent. A single-patch difference equation model showed mortality related to patch size is strong enough to overcome the homogenizing effect of density dependence; greater equilibrium densities were predicted for smaller patches. Second, although three rates were found to vary with local patch density, only pupal parasitism by a chalcid wasp could potentially account for higher moth abundances on isolated patches. A spatially explicit simulation model of the multiple-patch system showed that spatial variation in pupal parasitism is indeed strong enough to generate such a pattern. These results demonstrate that habitat spatial structure can affect multiple population processes simultaneously, and even relatively low attack rates imposed on a reproductively valuable life stage of the host can have a dominant effect on population distribution among habitat patches. © 2006 by the Ecological Society of America.",4,16602293,Journal,ar,Article,100,1,1,Image analysis | Local patch density | Logistic and Poisson regression | Orgyia vetusta | Patch size | Spatially explicit simulation | Stage-structured population models,20308,undefined,0,FALSE,all,All Open Access,181,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646140571,SCOPUS_ID:33646140571,2-s2.0-33646140571,"Sexual dimorphism in Bosmina: The role of morphology, drag, and swimming",Lord H.,Ecology,00129658,87,3,788-795,2006-03-01,March 2006,10.1890/05-0082,"Some Bosmina water flea species develop morphological antipredatory defenses, such as long antennules and a high carapace, but in Bosmina (Eubosmina) coregoni gibbera these traits are larger and more variable in females than in males. Here we propose that this sexual dimorphism derives from differential costs of hydrodynamic drag and selection for mobility in males. We tested this hypothesis by estimating drag of several Bosmina morphologies by using scale models sinking in glycerin of different concentrations and viscosities. Body forms included males, sexual and asexual females of B. c. gibbera, and males and asexual females of Bosmina (Eubosmina) longispina, a taxon with less variable body shape. For a given body length or body volume, male models had lower drag than models of sexual and asexual females, suggesting that males can swim 14-28% faster with the same energy consumption. Consistent with this conclusion, video recordings showed that males of B. c. gibbera advanced 55-73% farther than females in each swimming stroke. We conclude that hydrodynamic drag may have significant implications for swimming and evolution of sexual dimorphism in water fleas, and we suggest that males lack the defensive structures of females of B. c. gibbera (e.g., high carapaces) because competition over mates favors low drag. © 2006 by the Ecological Society of America.",13,16602307,Journal,ar,Article,100,4,4,Bosmina coregoni gibbera | Bosmina longispina | Drag | Hydrodynamic model | Morphology | Sexual dimorphism | Swimming speed | Zooplankton,20308,undefined,0,FALSE,all,All Open Access,182,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646139410,SCOPUS_ID:33646139410,2-s2.0-33646139410,Tests of landscape influence: Nest predation and brood parasitism in fragmented ecosystems,Tewksbury J.J.,Ecology,00129658,87,3,759-768,2006-03-01,March 2006,10.1890/04-1790,"The effects of landscape fragmentation on nest predation and brood parasitism, the two primary causes of avian reproductive failure, have been difficult to generalize across landscapes, yet few studies have clearly considered the context and spatial scale of fragmentation. Working in two river systems fragmented by agricultural and rural-housing development, we tracked nesting success and brood parasitism in >2500 bird nests in 38 patches of deciduous riparian woodland. Patches on both river systems were embedded in one of two local contexts (buffered from agriculture by coniferous forest, or adjacent to agriculture), but the abundance of agriculture and human habitation within 1 km of each patch was highly variable. We examined evidence for three models of landscape effects on nest predation based on (1) the relative importance of generalist agricultural nest predators, (2) predators associated with the natural habitats typically removed by agricultural development, or (3) an additive combination of these two predator communities. We found strong support for an additive predation model in which landscape features affect nest predation differently at different spatial scales. Riparian habitat with forest buffers had higher nest predation rates than sites adjacent to agriculture, but nest predation also increased with increasing agriculture in the larger landscape surrounding each site. These results suggest that predators living in remnant woodland buffers, as well as generalist nest predators associated with agriculture, affect nest predation rates, but they appear to respond at different spatial scales. Brood parasitism, in contrast, was unrelated to agricultural abundance on the landscape, but showed a strong nonlinear relationship with farm and house density, indicating a critical point at which increased human habitat causes increased brood parasitism. Accurate predictions regarding landscape effects on nest predation and brood parasitism will require an increased appreciation of the multiple scales at which landscape components influence predator and parasite behavior. © 2006 by the Ecological Society of America.",98,16602304,Journal,ar,Article,100,6,6,Brood parasitism | Buffer | Dendroica petechia | Fragmentation | Nest predation | Riparian woodlands,20308,undefined,0,FALSE,all,All Open Access,183,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646136239,SCOPUS_ID:33646136239,2-s2.0-33646136239,Fundamental trade-offs generating the worldwide leaf economics spectrum,Shipley B.,Ecology,00129658,87,3,535-541,2006-03-01,March 2006,10.1890/05-1051,"Recent work has identified a worldwide ""economic"" spectrum of correlated leaf traits that affects global patterns of nutrient cycling and primary productivity and that is used to calibrate vegetation-climate models. The correlation patterns are displayed by species from the arctic to the tropics and are largely independent of growth form or phylogeny. This generality suggests that unidentified fundamental constraints control the return of photosynthates on investments of nutrients and dry mass in leaves. Using novel graph theoretic methods and structural equation modeling, we show that the relationships among these variables can best be explained by assuming (1) a necessary trade-off between allocation to structural tissues versus liquid phase processes and (2) an evolutionary tradeoff between leaf photosynthetic rates, construction costs, and leaf longevity. © 2006 by the Ecological Society of America.",365,16602282,Journal,ar,Article,100,4,4,"Comparative ecology | Leaf life span | Leaf longevity | Leaf mass per area, LMA | Leaf nitrogen content | Net photosynthetic rate | Path analysis | Specific leaf area, SLA | Structural equations modeling, SEM | Vanishing tetrads",20308,undefined,0,FALSE,all,All Open Access,184,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646135791,SCOPUS_ID:33646135791,2-s2.0-33646135791,The length of growing season and adult sex ratio affect sexual size dimorphism in moose,Garel M.,Ecology,00129658,87,3,745-758,2006-03-01,March 2006,10.1890/05-0584,"While factors affecting body growth have been extensively studied, very little is known about the factors likely to affect the sexual size dimorphism (SSD) in polygynous mammals. Based on the carcass mass of 24 420 male and female moose recorded in 14 Norwegian populations, we examine three hypotheses to explain geographical variation in SSD. First, SSD is expected to decrease when the relative density of animals (for a given habitat quality) increases, because resource limitation at high population densities is assumed to affect body growth of males more than females. Second, because males are selected to invest in growth more than females, environmental seasonality and related improvement of the forage quality during the short and intense growing season are expected to increase SSD. Third, by decreasing the proportion of adult males in the population, resulting in start of rutting earlier in life, hunting may decrease the SSD by increasing the reproductive cost of young males. We found that males grew faster and for a longer time of their life than did females and thus were heavier (∼24%) when they reached adulthood. Sexual size dimorphism was independent of density but was higher in areas with short growing seasons. The low SSD in populations with largely adult female-biased sex ratios (males per female) shows that male body growth decreases with a decreasing proportion of adult males in the population. Our results indicate that geographical variation in moose SSD is influenced by divergent responses in the sexes to ecological factors affecting body growth. © 2006 by the Ecological Society of America.",58,16602303,Journal,ar,Article,100,5,5,Biased sex ratio | Carcass mass | Density | Hunting | Monomolecular model | Moose | Normalized difference vegetation index (NDVI) | Norway | Plant phenology | Sexual size dimorphism,20308,undefined,0,FALSE,NA,NA,185,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646134621,SCOPUS_ID:33646134621,2-s2.0-33646134621,Bromus tectorum invasion alters nitrogen dynamics in an undisturbed arid grassland ecosystem,Sperry L.J.,Ecology,00129658,87,3,603-615,2006-03-01,March 2006,10.1890/05-0836,"The nonnative annual grass Bromus tectorum has successfully replaced native vegetation in many arid and semiarid ecosystems. Initial introductions accompanied grazing and agriculture, making it difficult to separate the effects of invasion from physical disturbance. This study examined N dynamics in two recently invaded, undisturbed vegetation associations (C3 and C4). The response of these communities was compared to an invaded/disturbed grassland. The invaded/disturbed communities had higher surface NH4+ input in spring, whereas there were no differences for surface input of NO3-. Soil inorganic N was dominated by NH4+, but invaded sites had greater subsurface soil NO3-. Invaded sites had greater total soil N at the surface four years post-invasion in undisturbed communities, but total N was lower in the invaded/disturbed communities. Soil δ15N increased with depth in the noninvaded and recently invaded communities, whereas the invaded/disturbed communities exhibited the opposite pattern. Enriched foliar δ15N values suggest that Bromus assimilated subsurface NO3-, whereas the native grasses were restricted to surface N. A Rayleigh distillation model accurately described decomposition patterns in the noninvaded communities where soil N loss is accompanied by increasing soil δ15N; however, the invaded/disturbed communities exhibited the opposite pattern, suggesting redistribution of N within the soil profile. This study suggests that invasion has altered the mechanisms driving nitrogen dynamics. Bromus litter decomposition and soil NO3- concentrations were greater in the invaded communities during periods of ample precipitation, and NO3- leached from the surface litter, where it was assimilated by Bromus. The primary source of N input in these communities is a biological soil crust that is removed with disturbance, and the lack of N input by the biological soil crust did not balance N loss, resulting in reduced total N in the invaded/disturbed communities. Bromus produced a positive feedback loop by leaching NO3- from decomposing Bromus litter to subsurface soil layers, accessing that deep-soil N pool with deep roots and returning that N to the surface as biomass and subsequent litter. Lack of new inputs combined with continued loss will result in lower total soil N, evidenced by the lower total soil N in the invaded/disturbed communities. © 2006 by the Ecological Society of America.",116,16602290,Journal,ar,Article,100,3,3,Biological soil crust | Bromus tectorum | Cheatgrass | Ecosystem nitrogen | Mineralization | Nitrate leaching | Nitrogen isotope | Plant invasion | Soil nitrogen | Surface disturbance,20308,undefined,0,FALSE,NA,NA,186,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646133428,SCOPUS_ID:33646133428,2-s2.0-33646133428,Long-term change in benthopelagic fish abundance in the abyssal northeast Pacific Ocean,Bailey D.,Ecology,00129658,87,3,549-555,2006-03-01,March 2006,10.1890/04-1832,"Food web structure, particularly the relative importance of bottom-up and top-down control of animal abundances, is poorly known for the Earth's largest habitats: the abyssal plains. A unique 15-yr time series of climate, productivity, particulate flux, and abundance of primary consumers (primarily echinoderms) and secondary consumers (fish) was examined to elucidate the response of trophic levels to temporal variation in one another. Towed camera sled deployments in the abyssal northeast Pacific (4100 m water depth) showed that annual mean numbers of the dominant fish genus (Coryphaenoides spp.) more than doubled over the period 1989-2004. Coryphaenoides spp. abundance was significantly correlated with total abundance of mobile epibenthic megafauna (echinoderms), with changes in fish abundance lagging behind changes in the echinoderms. Direct correlations between surface climate and fish abundances, and particulate organic carbon (POC) flux and fish abundances, were insignificant, which may be related to the varied response of the potential prey taxa to climate and POC flux. This study provides a rare opportunity to study the long-term dynamics of an unexploited marine fish population and suggests a dominant role for bottom-up control in this system. © 2006 by the Ecological Society of America.",58,16602284,Journal,ar,Article,100,3,3,Benthic megafauna | Coryphaenoides spp. | Deep water | Marine fish | Pacific Ocean | Population dynamics,20308,0242472,0,FALSE,all,All Open Access,187,00129658,GEO,Directorate for Geosciences,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646132044,SCOPUS_ID:33646132044,2-s2.0-33646132044,Ecological opportunity and phenotypic plasticity interact to promote character displacement and species coexistence,Pfennig D.,Ecology,00129658,87,3,769-779,2006-03-01,March 2006,10.1890/05-0787,"We investigated the roles of resource availability and phenotypic plasticity in promoting ecological character displacement (i.e., trait evolution stemming from resource competition between species). Because ecological character displacement generates new populations that differ in resource use, this process should only occur when exploitable resources are available. We tested this hypothesis in two species of spadefoot toads (Spea bombifrons and S. multiplicata) whose tadpoles use phenotypic plasticity to develop into either an omnivore morph, which specializes on detritus, or a physically distinctive carnivore morph, which specializes on shrimp. Both species grow best on shrimp, but when reared together, S. bombifrons outcompetes S. multiplicata for shrimp and S. multiplicata outcompetes S. bombifrons for detritus. We found that when each species occurred alone in the field, they produced similar proportions of omnivores and carnivores. When the two species occurred together, however, they underwent ecological character displacement in larval development, with S. multiplicata producing mostly omnivores, and S. bombifrons producing mostly carnivores. We combined observations of natural populations with experiments to evaluate whether such character displacement was only possible when both shrimp and detritus were relatively abundant. Mixed-species ponds contained abundant detritus and shrimp, in contrast with nearby pure-species ponds, which were deficient in one resource. Experiments revealed that S. multiplicata competed poorly when detritus was rare and that S. bombifrons competed poorly when shrimp was rare. In nature, when one of these two resources was scarce, one species was missing, perhaps through competitive exclusion by the species that was the superior competitor for the remaining resource. Thus, ecological character displacement and, therefore, coexistence of close competitors, was only possible when diverse resources were available. Finally, even if exploitable resources are available, character displacement is not guaranteed to transpire if species cannot utilize such resources expeditiously. Phenotypic plasticity provides a general and important mechanism for facilitating resource partitioning. Thus, by facilitating shifts in resource use, phenotypic plasticity and ecological opportunity may often interact to promote divergence and coexistence of competitors. © 2006 by the Ecological Society of America.",98,16602305,Journal,ar,Article,100,3,3,Amphibians | Biogeography | Competition | Competitive exclusion | Local adaptation | Resource polymorphism,20308,undefined,0,FALSE,NA,NA,188,00129658,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33646131412,SCOPUS_ID:33646131412,2-s2.0-33646131412,Carbon allocation to ectomycorrhizal fungi correlates with belowground allocation in culture studies,Hobbie E.,Ecology,00129658,87,3,563-569,2006-03-01,March 2006,10.1890/05-0755,"Ectomycorrhizal fungi form symbioses with most temperate and boreal tree species, but difficulties in measuring carbon allocation to these symbionts have prevented the assessment of their importance in forest ecosystems. Here, I surveyed allocation patterns in 14 culture studies and five field studies of ectomycorrhizal plants. In culture studies, allocation to ectomycorrhizal fungi (NPPf) was linearly related to total belowground net primary production (NPPb) by the equation NPPf = 41.5% x NPPb - 11.3% (r2 = 0.55, P < 0.001) and ranged from 1% to 21% of total net primary production. As a percentage of NPP, allocation to ectomycorrhizal fungi was highest at lowest plant growth rates and lowest nutrient availabilities. Because total belowground allocation can be estimated using carbon balance techniques, these relationships should allow ecologists to incorporate mycorrhizal fungi into existing ecosystem models. In field studies, allocation to ectomycorrhizal fungi ranged from 0% to 22% of total allocation, but wide differences in measurement techniques made intercomparisons difficult. Techniques such as fungal in-growth cores, root branching-order studies, and isotopic analyses could refine our estimates of turnover rates of fine roots, mycorrhizae, and extraradical hyphae. Together with ecosystem modeling, such techniques could soon provide good estimates of the relative importance of root vs. fungal allocation in belowground carbon budgets. © 2006 by the Ecological Society of America.",240,16602286,Journal,ar,Article,100,1,1,Belowground NPP | Carbon flux | Culture vs. field studies | Ectomycorrhizae | Forest ecosystems | Fungal C allocation | Net primary production | Nutrient limitation | Pinus spp. | Root C allocation,20308,undefined,0,FALSE,NA,NA,189,00129658,NA,NA,NA
