@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/24644521504,SCOPUS_ID:24644521504,2-s2.0-24644521504,Predation effects on the evolution of life-history traits in a clonal oligochaete,Kaliszewicz A.,American Naturalist,00030147,166,3,409-417,2005-09-01,September 2005,10.1086/432037,"Although size at maturity and size and number of offspring are life-history traits widely studied in sexual and parthenogenetic reproduction, there is no such research on animals reproducing asexually without the involvement of gametes. Here we present an individual-based model in combination with experiments to study the clonal growth of Stylaria lacustris, an oligochaete reproducing through fission. We studied the effect of individual size at fission and fission ratio on clone fitness. Our results show that in benign environments without predators, fitness is higher when small worms produce small offspring. Then we included size-specific sublethal predation and found that the fitness of the clone is maximized when parental worms start fission at a large size and produce large descendants intercalated in the middle of the parental worm's body. These results agree with empirical findings. Furthermore, the results of our own laboratory experiment revealed that when S. lacustris is exposed to chemical alarm signals from injured conspecifics, it alters its life history in the same direction as predicted by the model. Our findings suggest that the effect of size-specific sublethal predation is similar to the effect of size-specific lethal predation because both modes of predation result in size-dependent prey mortality. © 2005 by The University of Chicago.",10,16224694,Journal,ar,Article,100,4,4,Asexual reproduction | Individual-based model | Life-history evolution | Oligochaete | Predation,12604,undefined,0,FALSE,39,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24644512211,SCOPUS_ID:24644512211,2-s2.0-24644512211,Divergent mating systems and parental conflict as a barrier to hybridization in flowering plants,Brandvain Y.,American Naturalist,00030147,166,3,330-338,2005-09-01,September 2005,10.1086/432036,"Parental conflicts can lead to antagonistic coevolution of the sexes and of parental genomes. Within a population, the resulting antagonistic effects should balance, but crosses between populations can reveal conflict. Parental conflict is less intense in self-pollinating plants than in outcrossers because outcrossing plants are pollinated by multiple pollen donors unrelated to the seed parent, while a self-pollinating plant is primarily pollinated by one individual (itself). Therefore, in crosses between plants with differing mating systems, outcrossing parents are expected to ""overpower"" selfing parents. We call this the weak inbreeder/strong outbreeder (WISO) hypothesis. Prezygotically, such overpowering can alter pollination success, and we argue that our hypothesis explains a common pattern of unilateral incompatibility, in which pollen from self-incompatible populations fertilizes ovules of self-compatible individuals but the reciprocal cross fails. A postzygotic manifestation of overpowering is aberrant seed development due to parent-of-origin effects such as genomic imprinting. We evaluate evidence for the WISO hypothesis by reviewing published accounts of crosses between plants of different mating systems. Many, but not all, of such reports support our hypothesis. Since parental conflicts can perturb fertilization and development, such conflicts may strengthen reproductive barriers between populations, contributing to speciation. © 2005 by The University of Chicago.",101,16224688,Journal,ar,Article,100,2,2,Genomic imprinting | Mating systems | Postzygotic | Prezygotic | Speciation | Weak inbreeder/strong outbreeder (WISO),12604,undefined,0,FALSE,40,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24644492342,SCOPUS_ID:24644492342,2-s2.0-24644492342,Local spatial structure and predator-prey dynamics: Counterintuitive effects of prey enrichment,Murrell D.,American Naturalist,00030147,166,3,354-367,2005-09-01,September 2005,10.1086/432035,"The Lotka-Volterra predator-prey model with prey density dependence shows the final prey density to be independent of its vital rates. This result assumes the community to be well mixed so that encounters between predators and prey occur as a product of the landscape densities, yet empirical evidence suggests that over small spatial scales this may not be the normal pattern. Starting from an individual-based model with neighborhood interactions and movements, a deterministic approximation is derived, and the effect of local spatial structure on equilibrium densities is investigated. Incorporating local movements and local interactions has important consequences for the community dynamics. Now the final prey density is very much dependent on its birth, death, and movement rates and in ways that seem counterintuitive. Increasing prey fecundity or mobility and decreasing the coefficient of competition can all lead to decreases in the final density of prey if the predator is also relatively immobile. However, analysis of the deterministic approximation makes the mechanism for these results clear; each of these changes subtly alters the emergent spatial structure, leading to an increase in the predator-prey spatial covariance at short distances and hence to a higher predation pressure on the prey. © 2005 by The University of Chicago.",33,16224690,Journal,ar,Article,100,1,1,Individual-based model | Lotka-Volterra | Moment closure | Predator-prey dynamics | Spatial,12604,undefined,0,FALSE,41,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24644479104,SCOPUS_ID:24644479104,2-s2.0-24644479104,Sex ratios under asymmetrical local mate competition: Theory and a test with parasitoid wasps,Shuker D.M.,American Naturalist,00030147,166,3,301-316,2005-09-01,September 2005,10.1086/432562,"Sex ratio theory allows unparalleled opportunities for testing how well animal behavior can be predicted by evolutionary theory. For example, Hamilton's theory of local mate competition (LMC) is well understood and can explain variation in sex allocation across numerous species. This allows more specific predictions to be developed and tested. Here we extend LMC theory to a situation that will be common in a range of species: asymmetrical LMC. Asymmetrical LMC occurs when females lay eggs on a patch asynchronously and male offspring do not disperse, leading to relatively weaker LMC for males emerging from later broods. Varying levels of LMC then lead to varying optimal sex ratios for females, depending on when and where they oviposit. We confirm the assumptions of our theory using the wasp Nasonia vitripennis and then test our predictions. We show that females adjust their offspring sex ratios in the directions predicted, laying different sex ratios on different hosts within a patch. Specifically, there was a less female-biased sex ratio when ovipositing on an unparasitized host if another host on the patch had previously been parasitized and a less female-biased sex ratio on parasitized hosts if females also oviposited on an unparasitized host. © 2005 by The University of Chicago.",84,16224686,Journal,ar,Article,100,5,5,Adaptation | Clutch size | Host choice | Nasonia vitripennis | Sex allocation,12604,undefined,0,FALSE,42,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24644477488,SCOPUS_ID:24644477488,2-s2.0-24644477488,Evolution of morphological integration: Developmental accommodation of stress-induced variation,Badyaev A.,American Naturalist,00030147,166,3,382-395,2005-09-01,September 2005,10.1086/432559,"Extreme environmental change during growth often results in an increase in developmental abnormalities in the morphology of an organism. The evolutionary significance of such stress-induced variation depends on the recurrence of a stressor and on the degree to which developmental errors can be accommodated by an organism's ontogeny without significant loss of function. We subjected populations of four species of soricid shrews to an extreme environment during growth and measured changes in the patterns of integration and accommodation of stress-induced developmental errors in a complex of mandibular traits. Adults that grew under an extreme environment had lower integration of morphological variation among mandibular traits and highly elevated fluctuating asymmetry in these traits, compared to individuals that grew under the control conditions. However, traits differed strongly in the magnitude of response to a stressor - traits within attachments of the same muscle (functionally integrated traits) had lower response and changed their integration less than other traits. Cohesiveness in functionally integrated complexes of traits under stress was maintained by close covariation of their developmental variation. Such developmental accommodation of stress-induced variation might enable the individual's functioning and persistence under extreme environmental conditions and thus provides a link between individual adaptation to stress and the evolution of stress resistance. © 2005 by The University of Chicago.",70,16224692,Journal,ar,Article,100,3,3,Developmental plasticity | Functional integration | Modularity | Sorex | Stress | Variation,12604,undefined,0,FALSE,43,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24644470504,SCOPUS_ID:24644470504,2-s2.0-24644470504,"Environment, area, and diversification in the species-rich flowering plant family iridaceae",Davies T.,American Naturalist,00030147,166,3,418-425,2005-09-01,September 2005,10.1086/432022,"Phylogenetic analyses provide a means to explore evolutionary explanations for regional variation in species richness. The environment might also explain much of the previously unexplained imbalance of phylogenetic trees. We use data on geographic distribution and phylogenetic affinity to examine correlates of species richness among genera of irises (family: Iridaceae). Irises display strong phylogenetic imbalance, with a few clades containing a disproportionate number of species, most notably those found in the dry Mediterranean climate of the Cape of South Africa. The abiotic environment and area are strong predictors of iris species richness, but environment alone is insufficient to explain the high diversity of Cape clades. One possible explanation is that the interaction between biological traits and environment resulted in the unusually high diversification rates in the region. © 2005 by The University of Chicago.",38,16224695,Journal,ar,Article,100,5,5,Cape of South Africa | Diversification rates | Environment | Iridaceae | Species richness,12604,undefined,0,FALSE,44,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24644460572,SCOPUS_ID:24644460572,2-s2.0-24644460572,Mechanistic analytical models for long-distance seed dispersal by wind,Katul G.,American Naturalist,00030147,166,3,368-381,2005-09-01,September 2005,10.1086/432589,"We introduce an analytical model, the Wald analytical long-distance dispersal (WALD) model, for estimating dispersal kernels of wind-dispersed seeds and their escape probability from the canopy. The model is based on simplifications to well-established three-dimensional Lagrangian stochastic approaches for turbulent scalar transport resulting in a two-parameter Wald (or inverse Gaussian) distribution. Unlike commonly used phenomenological models, WALD's parameters can be estimated from the key factors affecting wind dispersal - wind statistics, seed release height, and seed terminal velocity - determined independently of dispersal data. WALD's asymptotic power-law tail has an exponent of -3/2, a limiting value verified by a meta-analysis for a wide variety of measured dispersal kernels and larger than the exponent of the bivariate Student t-test (2Dt). We tested WALD using three dispersal data sets on forest trees, heathland shrubs, and grassland forbs and compared WALD's performance with that of other analytical mechanistic models (revised versions of the tilted Gaussian Plume model and the advection-diffusion equation), revealing fairest agreement between WALD predictions and measurements. Analytical mechanistic models, such as WALD, combine the advantages of simplicity and mechanistic understanding and are valuable tools for modeling large-scale, long-term plant population dynamics. © 2005 by The University of Chicago.",208,16224691,Journal,ar,Article,100,8,8,Analytical model | Canopy turbulence | Long-distance seed dispersal | Mechanistic dispersal models | Wald distribution | Wind dispersal,12604,undefined,0,FALSE,45,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24644444645,SCOPUS_ID:24644444645,2-s2.0-24644444645,"Weapon performance, not size, determines mating success and potential reproductive output in the collared lizard (Crotaphytus collaris)",Lappin A.K.,American Naturalist,00030147,166,3,426-436,2005-09-01,September 2005,10.1086/432564,"In territorial polygynous taxa, reproductive success reflects phenotypic variation. Using Crotaphytus collaris, a sexually dimorphic lizard in which males use the head (i.e., jaws and associated musculature) as a weapon when territorial interactions escalate to fights, we tested the hypothesis that weapon performance (i.e., bite force) is a better predictor of fitness than body or weapon size. Bite-force performance predicted the number of female home ranges overlapped, estimated mating success, and potential reproductive output. However, no body or weapon size measure correlated with these estimates of fitness, and only one weapon dimension (head width) correlated with bite force. These results indicate that weapon performance has far stronger effects on fitness than body or weapon size, likely because it directly influences fight outcomes. As such, it is desirable that the use of morphology as a proxy for performance and its presumed extensions to fitness be based on empirical morphology-performance relationships. © 2005 by The University of Chicago.",201,16224696,Journal,ar,Article,100,2,2,Mating success | Performance | Sexual selection | Territoriality | Weapons,12604,undefined,0,FALSE,46,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24644442644,SCOPUS_ID:24644442644,2-s2.0-24644442644,"Empirical models of pollen limitation, resource acquisition, and mast seeding by a bee-pollinated wildflower",Crone E.,American Naturalist,00030147,166,3,396-408,2005-09-01,September 2005,10.1086/432561,"Synchronous mast seeding is increasingly recognized as common in plant populations. Recent theoretical models show that synchronous mast seeding could be a consequence of resource allocation and storage within individual plants, coupled by pollen limitation in low-flowering years. We used long-term population and weather data to parameterize models of flowering based on stored resources and pollen limitation in Astragalus scaphoides, a bee-pollinated plant that flowers in alternate years. We used these models to test whether internal resource dynamics could explain mast seeding in A. scaphoides and, if so, whether synchrony was caused by pollen limitation and/or fluctuations in precipitation. We compared predictions of models that included all combinations of three factors: constant versus precipitation-dependent resource gain, uniform versus heterogeneous resource gain (among individual plants), and resource-dependent versus resource- and pollen-limited fruit set. Pollen limitation and heterogeneous resource gain were necessary and sufficient to explain alternate-year flowering, but precipitation increased the quantitative match between model predictions and flowering dynamics. Together, our results support the importance of density-dependent pollen limitation as an ultimate and proximate cause of mast seeding in A. scaphoides. Precipitation does not act as a direct cue for synchrony in this species but might affect long-term resource gain and fruiting dynamics. © 2005 by The University of Chicago.",39,16224693,Journal,ar,Article,100,3,3,Allee effect | Astragalus scaphoides | Mast seeding | Pollen limitation | Precipitation,12604,undefined,0,FALSE,47,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/24644436835,SCOPUS_ID:24644436835,2-s2.0-24644436835,"Territorial defense, territory size, and population regulation",López-Sepulcre A.,American Naturalist,00030147,166,3,317-329,2005-09-01,September 2005,10.1086/432560,"The carrying capacity of an environment is determined partly by how individuals compete over the available resources. To territorial animals, space is an important resource, leading to conflict over its use. We build a model where the carrying capacity for an organism in a given environment results from the evolution of territorial defense effort and the consequent space use. The same evolutionary process can yield two completely different modes of population regulation. Density dependence arises through expanding and shrinking territories if fecundity is low, breeding success increases gradually with territory size, and/or defense is cheap. By contrast, when fecundity is high, breeding success sharply saturates with territory size, and/or defense is costly, we predict fixed territory sizes and regulation by floaters. These ""surplus"" individuals form a buffer against population fluctuations. Yet floaters can also harm breeder performance, and by comparing population growth of a territorial population to a nonterritorial (and individually suboptimal) alternative, we can quantify the harmful effect of evolutionary conflict on population performance. Territoriality has often been found to increase population stability, but this may come at a cost of reduced equilibrium densities. © 2005 by The University of Chicago.",120,16224687,Journal,ar,Article,100,2,2,Carrying capacity | Evolutionarily stable strategy (ESS) | Floating | Intruder pressure | Population regulation | Territoriality,12604,undefined,0,FALSE,48,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22144444528,SCOPUS_ID:22144444528,2-s2.0-22144444528,"Environmental tolerance, heterogeneity, and the evolution of reversible plastic responses",Gabriel W.,American Naturalist,00030147,166,3,339-353,2005-09-01,September 2005,10.1086/432558,"Phenotypic plasticity is a key factor for the success of organisms in heterogeneous environments. Although many forms of phenotypic plasticity can be induced and retracted repeatedly, few extant models have analyzed conditions for the evolution of reversible plasticity. We present a general model of reversible plasticity to examine how plastic shifts in the mode and breadth of environmental tolerance functions (that determine relative fitness) depend on time lags in response to environmental change, the pattern of individual exposure to inducing and noninducing environments, and the quality of available information about the environment. We couched the model in terms of prey-induced responses to variable predation regimes. With longer response lags relative to the rate of environmental change, the modes of tolerance functions in both the presence or absence of predators converge on a generalist strategy that lies intermediate between the optimal functions for the two environments in the absence of response lags. Incomplete information about the level of predation risk in inducing environments causes prey to have broader tolerance functions even at the cost of reduced maximal fitness. We give a detailed analysis of how these factors and interactions among them select for joint patterns of mode and breadth plasticity. © 2005 by The University of Chicago.",177,16224689,Journal,ar,Article,100,4,4,Environmental tolerance | Niche width | Plastic response | Reversibility | Time lag,12604,undefined,0,FALSE,49,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23044509220,SCOPUS_ID:23044509220,2-s2.0-23044509220,Direct and indirect mate choice on leks,Sæther S.,American Naturalist,00030147,166,2,145-157,2005-08-01,August 2005,10.1086/431248,"Indirect mate choice is any behavior that restricts the individual's set of potential mates without discrimination of mate attributes directly, for example, by having preferences about where to mate. We analyzed a 14-year data set from great snipe (Gallinago media) leks for evidence of indirect mate choice based on relative and absolute position of lek territories. We found little or no effect of the centrality of territories on mating and no between-year consistency in the spatial distribution of matings within leks. Instead, the probability of matings occurring at a particular site increased if the current territory owner had mated the previous year. Furthermore, individual females returned in later seasons to mate with the same male as previously rather than at the same site. Previous work found that male interactions and dominance do not control matings and that females are very choosy about which territory they mate in. Here we show that this is because of the male occupying the territory rather than its position. We therefore conclude that direct female mate choice is the main behavioral process affecting variation in mating success among great snipe males, unlike in some lekking mammals where male competition and/or indirect mate choice appears more important. © 2005 by The University of Chicago.",31,16032570,Journal,ar,Article,100,6,6,Gallinago media | Indirect mate choice | Lekking | Sexual selection | Temporal spillover | Territoriality,12604,undefined,0,FALSE,50,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23044499979,SCOPUS_ID:23044499979,2-s2.0-23044499979,"Plant population dynamics, pollinator foraging, and the selection of self-fertilization",Morgan M.T.,American Naturalist,00030147,166,2,169-183,2005-08-01,August 2005,10.1086/431317,"Many flowering plants rely on pollinators, self-fertilization, or both for reproduction. We model the consequences of these features for plant population dynamics and mating system evolution. Our mating systems-based population dynamics model includes an Allee effect. This often leads to an extinction, threshold, denned as a density below which population densities decrease. Reliance on generalist pollinators who primarily visit higher density plant species increases the extinction threshold, whereas autonomous modes of selfing decrease and can eliminate the threshold. Generalist pollinators visiting higher density plant species coupled with autonomous selfing may introduce an effect where populations decreasing in density below the extinction threshold may nonetheless persist through selfing. The extinction threshold and selfing at low density result in populations where individuals adopting a single reproductive strategy exhibit mating systems that depend on population density. The ecological and evolutionary analyses provide a mechanism where prior selfing evolves even though inbreeding depression is greater than one-half. Simultaneous consideration of ecological and evolutionary dynamics confirms unusual features (e.g., evolution into extinction or abrupt increases in population density) implicit in our separate consideration of ecological and evolutionary scenarios. Our analysis has consequences for understanding pollen limitation, reproductive assurance, and the evolution of mating systems. © 2005 by The University of Chicago.",85,16032572,Journal,ar,Article,100,3,3,Allee effect | Bistability | Mixed mating system | Pollen limitation | Pollinator behavior | Population persistence,12604,undefined,0,FALSE,51,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23044492720,SCOPUS_ID:23044492720,2-s2.0-23044492720,Plant phenotypic plasticity belowground: A phylogenetic perspective on root foraging trade-offs,Kembel S.,American Naturalist,00030147,166,2,216-230,2005-08-01,August 2005,10.1086/431287,"Many plants proliferate roots in nutrient patches, presumably increasing nutrient uptake and plant fitness. Nutrient heterogeneity has been hypothesized to maintain community diversity because of a trade-off between the spatial extent over which plants forage (foraging scale) and their ability to proliferate roots precisely in nutrient patches (foraging precision). Empirical support for this hypothesis has been mixed, and some authors have suggested that interspecific differences in relative growth rate may be confounded with measurements of foraging precision. We collected previously published data from numerous studies of root foraging ability (foraging precision, scale, response to heterogeneity, and relative growth rate) and phylogenetic relationships for >100 plant species to test these hypotheses using comparative methods. Root foraging precision was phylogenetically and taxonomically conserved. Using ahistorical and phylogenetically independent contrast correlations, we found no evidence of a root foraging scale-precision trade-off, mixed support for a relative growth rate-precision relationship, and no support for the widespread assumption that foraging precision increases the benefit gained from growth in heterogeneous soil. Our understanding of the impacts of plant foraging precision and soil heterogeneity on plants and communities is less advanced than commonly believed, and we suggest several areas in which further research is needed. © 2005 by The University of Chicago.",173,16032575,Journal,ar,Article,100,2,2,Behavioral ecology | Comparative method | Foraging scale-precision trade-off | Phenotypic plasticity,12604,undefined,0,FALSE,52,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23044483967,SCOPUS_ID:23044483967,2-s2.0-23044483967,Temporal autocorrelation can enhance the persistence and abundance of metapopulations comprised of coupled sinks,Roy M.,American Naturalist,00030147,166,2,246-261,2005-08-01,August 2005,10.1086/431286,"In spatially heterogeneous landscapes, some habitats may be persistent sources, providing immigrants to sustain populations in unfavorable sink habitats (where extinction is inevitable without immigration). Recent theoretical and empirical studies of source-sink systems demonstrate that temporally variable local growth rates in sinks can substantially increase average abundance of a persisting population, provided that the variation is positively autocorrelated - in effect, temporal variation inflates average abundance. Here we extend these results to a metapopulation in which all habitat patches are sinks. Using numerical studies of a population with discrete generations (buttressed by analytic results), we show that temporal variation and moderate dispersal can jointly permit indefinite persistence of the metapopulation and that positive autocorrelation both lowers the magnitude of variation required for persistence and increases the average abundance of persisting metapopulations. These effects are weakened - but not destroyed - if variation in local growth rates is spatially synchronized and dispersal is localized. We show that the inflationary effect is robust to a number of extensions of the basic model, including demographic stochasticity and density dependence. Because ecological and environmental processes contributing to temporally variable growth rates in natural populations are typically autocorrelated, these observations may have important implications for species persistence. © 2005 by The University of Chicago.",79,16032577,Journal,ar,Article,100,3,3,Autocorrelation | Dispersal | Inflation | Population persistence | Sink metapopulation,12604,R01GM060792,0,FALSE,53,NA,NA,NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/23044482645,SCOPUS_ID:23044482645,2-s2.0-23044482645,Separating behavioral and physiological mechanisms in testosterone-mediated trade-offs,Mougeot F.,American Naturalist,00030147,166,2,158-168,2005-08-01,August 2005,10.1086/431256,"Testosterone often mediates trade-offs between reproduction and other life-history traits, which are usually investigated using testosterone implants. However, this approach does not distinguish between the physiological and behavioral effects of testosterone. We studied a wild game bird, the red grouse Lagopus lagopus scoticus, and took a new approach to investigate mechanisms linking elevated testosterone to increased parasite intensity. We caught males in autumn, removed their parasites, implanted them with the antiandrogen flutamide in combination with an aromatase inhibitor (FA males) or with empty implants (control males), and challenged them with parasites. The FA treatment increased testosterone concentration and physiological stress, but without enhancing testosterone-dependent behaviors, because testosterone receptors were blocked. FA males ended up with more parasites than the control males the following autumn, an effect similar to that of a testosterone treatment reported elsewhere. However, and unlike the testosterone treatment, the FA treatment did not affect home range, pairing, or breeding success. The results supported a physiological mechanism (increased susceptibility) linking elevated testosterone and increased parasite intensity. The FA treatment provided a new way of investigating testosterone-mediated trade-offs whereby testosterone concentration was increased while the effects on behavior were blocked, resulting in physiological costs without phenotypic benefits. © 2005 by The University of Chicago.",39,16032571,Journal,ar,Article,100,4,4,Aromatase inhibitor (ATD) | Flutamide | Nematode parasite Trichostrongylus tenuis | Red grouse Lagopus lagopus scoticus | Testosterone | Trade-off,12604,undefined,0,FALSE,54,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23044476654,SCOPUS_ID:23044476654,2-s2.0-23044476654,Issues in the classification of multimodal communication signals,Partan S.,American Naturalist,00030147,166,2,231-245,2005-08-01,August 2005,10.1086/431246,"Communication involves complex behavior in multiple sensory channels, or ""modalities."" We provide an overview of multimodal communication and its costs and benefits, place examples of signals and displays from an array of taxa, sensory systems, and functions into our signal classification system, and consider issues surrounding the categorization of multimodal signals. The broadest level of classification is between signals with redundant and nonredundant components, with finer distinctions in each category. We recommend that researchers gather information on responses to each component of a multimodal signal as well as the response to the signal as a whole. We discuss the choice of categories, whether to categorize signals on the basis of the signal or the response, and how to classify signals if data are missing. The choice of behavioral assay may influence the outcome, as may the context of the communicative event. We also consider similarities and differences between multimodal and unimodal composite signals and signals that are sequentially, rather than simultaneously, multimodal. © 2005 by The University of Chicago.",404,16032576,Journal,sh,Short Survey,100,2,2,Animal communication | Composite signal | Multichannel | Multisensory | Redundancy,12604,undefined,0,FALSE,55,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23044471151,SCOPUS_ID:23044471151,2-s2.0-23044471151,A mechanistic explanation for global patterns of liana abundance and distribution,Schnitzer S.,American Naturalist,00030147,166,2,262-276,2005-08-01,August 2005,10.1086/431250,"One of the main goals in ecology is determining the mechanisms that control the abundance and distribution of organisms. Using data from 69 tropical forests worldwide, I demonstrate that liana (woody vine) abundance is correlated negatively with mean annual precipitation and positively with seasonality, a pattern precisely the opposite of most other plant types. I propose a general mechanistic hypothesis integrating both ecological and ecophysiological approaches to explain this pattern. Specifically, the deep root and efficient vascular systems of lianas enable them to suffer less water stress during seasonal droughts while many competitors are dormant, giving lianas a competitive advantage during the dry season. Testing this hypothesis in central Panama, I found that lianas grew approximately seven times more in height than did trees during the dry season but only twice as much during the wet season. Over time, this dry season advantage may allow lianas to increase in abundance in seasonal forests. In aseasonal wet forests, however, lianas gain no such advantage because competing plants are rarely limited by water. I extend this theory to account for the local, within-forest increase in liana abundance in response to disturbance as well as the conspicuous decrease in liana abundance at high latitudes. © 2005 by The University of Chicago.",337,16032578,Journal,ar,Article,100,1,1,Climbers | Latitudinal gradient | Lianas | Plant distribution | Seasonality | Tropical forests,12604,undefined,0,FALSE,56,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23044447420,SCOPUS_ID:23044447420,2-s2.0-23044447420,"Congruence, consensus, and the comparative phylogeography of codistributed species in California",Lapointe F.,American Naturalist,00030147,166,2,290-299,2005-08-01,August 2005,10.1086/431283,"Comparative phylogeography has emerged as a means of understanding the spatial patterns of genetic divergence of co-distributed species. However, researchers are often frustrated because of the lack of appropriate statistical tests to assess concordancy of multiple phylogeographic trees. We develop a method for testing congruence across multiple species and synthesizing the data into a regional supertree. Nine phylogeographic data sets of species with different life histories and ecologies were statistically compared using maximum agreement subtrees (MAST) and showed a high degree of concordancy. A supertree combining the different phylogeographic trees was then computed using matrix representation with parsimony, and the groups defined by this supertree were tested against climatic data to investigate a potential mechanism driving divergence. Our data suggest that species and genetic lineages in California are shaped by climatic regimes. The supertree method in combination with MAST represents a new approach to test congruence hypotheses and detect common geographic signals in comparative phylogeography. © 2005 by The University of Chicago.",109,16032580,Journal,ar,Article,100,2,2,California | Comparative phylogeography | Maximum agreement subtrees | Supertrees,12604,undefined,0,FALSE,57,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23044444245,SCOPUS_ID:23044444245,2-s2.0-23044444245,Variation in continuous reaction norms: Quantifying directions of biological interest,Izem R.,American Naturalist,00030147,166,2,277-289,2005-08-01,August 2005,10.1086/431314,"Thermal performance curves are an example of continuous reaction norm curves of common shape. Three modes of variation in these curves - vertical shift, horizontal shift, and generalist-specialist trade-offs - are of special interest to evolutionary biologists. Since two of these modes are nonlinear, traditional methods such as principal components analysis fail to decompose the variation into biological modes and to quantify the variation associated with each mode. Here we present the results of a new method, template mode of variation (TMV), that decomposes the variation into predetermined modes of variation for a particular set of thermal performance curves. We illustrate the method using data on thermal sensitivity of growth rate in Pieris rapae caterpillars. The TMV model explains 67% of the variation in thermal performance curves among families; generalist-specialist trade-offs account for 38% of the total between-family variation. The TMV method implemented here is applicable to both differences in mean and patterns of variation, and it can be used with either phenotypic or quantitative genetic data for thermal performance curves or other continuous reaction norms that have a template shape with a single maximum. The TMV approach may also apply to growth trajectories, age-specific life-history traits, and other function-valued traits. © 2005 by The University of Chicago.",125,16032579,Journal,ar,Article,100,2,2,Generalist-specialist trade-offs | Genetic variation | Pieris rapae | Reaction norms | Thermal performance curves,12604,undefined,0,FALSE,58,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23044440232,SCOPUS_ID:23044440232,2-s2.0-23044440232,A mechanistic approach for modeling temperature-dependent consumer-resource dynamics,Vasseur D.,American Naturalist,00030147,166,2,184-198,2005-08-01,August 2005,10.1086/431285,"Paramount to our ability to manage and protect biological communities from impending changes in the environment is an understanding of how communities will respond. General mathematical models of community dynamics are often too simplistic to accurately describe this response, partly to retain mathematical tractability and partly for the lack of biologically pleasing functions representing the model/environment interface. We address these problems of tractability and plausibility in community/environment models by incorporating the Boltzmann factor (temperature dependence) in a bioenergetic consumer-resource framework. Our analysis leads to three predictions for the response of consumer-resource systems to increasing mean temperature (warming). First, mathematical extinctions do not occur with warming; however, stable systems may transition into an unstable (cycling) state. Second, there is a decrease in the biomass density of resources with warming. The biomass density of consumers may increase or decrease depending on their proximity to the feasibility (extinction) boundary. Third, consumer biomass density is more sensitive to warming than resource biomass density (with some exceptions). These predictions are in line with many current observations and experiments. The model presented and analyzed here provides an advancement in the testing framework for global change scenarios and hypotheses of latitudinal and elevational species distributions. © 2005 by The University of Chicago.",216,16032573,Journal,ar,Article,100,2,2,Allometry | Environmental variability | Global change | Mathematical model | Predator-prey | Temperature,12604,undefined,0,FALSE,59,NA,NA,NA,NA
