@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0030756697,SCOPUS_ID:0030756697,2-s2.0-0030756697,"Invertebrates in the litter and soil on the ultramafic Mount Giting-Giting, Philippines",Thomas L.,Journal of Tropical Ecology,02664674,13,1,125-131,1997-01-01,January 1997,10.1017/S0266467400010300,NA,12,Journal,ar,Article,100,2,2,Altitudinal zonation | Philippines | Sepentines | Soil invertebrates | Ultramafic soil,23435,NA,undefined,NA,0,FALSE,27,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030755194,SCOPUS_ID:0030755194,2-s2.0-0030755194,Phenological patterns of Ficus in relation to other forest trees in southern India,Patel A.,Journal of Tropical Ecology,02664674,13,5,681-695,1997-01-01,September 1997,10.1017/S0266467400010865,"The importance of figs as keystone resources depends partly on their year-round fruiting pattern. However, most non-equatorial fig species show seasonality in reproductive phenology. If fig and other species fruiting peaks coincide, the importance of figs as key resources during lean fruiting periods may be reduced. Fig and other forest tree phenology was studied in a deciduous and an evergreen site in the Western Ghats, southern India, from January 1991 to May 1992. In the deciduous site, most non-fig flowering and leaf flushing occurred during the two dry seasons, while most fruiting occurred during the dry and early wet seasons. In the evergreen site, all non-fig tree phenological stages - flowering, fruiting and leaf flushing -were concentrated during the two dry seasons annually (dry and post-monsoon). Individual fig trees produced crops one to three times annually, at different times of the year for different trees. Fig community fruiting peaks in the evergreen site coincided with fruiting peaks of the other forest trees, but in the deciduous site occurred slightly offset from non-fig fruiting peaks. The role of figs as key resources is likely to differ among forests, and to depend on factors such as diversity of fruiting pattern among fig species, fig tree density and territoriality of frugivores.",19,Journal,ar,Article,100,1,1,Fig | Flowering | Frugivory | Fruiting | Keystone resource | Moraceae | Phenology | Tropics,23435,NSF,BSR 9112319,National Science Foundation,0,FALSE,28,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030755192,SCOPUS_ID:0030755192,2-s2.0-0030755192,A test of the Janzen-Connell model with two common tree species in Amazonian forest,Cintra R.,Journal of Tropical Ecology,02664674,13,5,641-658,1997-01-01,September 1997,10.1017/S0266467400010841,"Field experiments and survival analysis were used to test whether the Janzen-Connell model operated for two common Amazonian tree species in Peru: the midstorey palm, Astrocaryum murumuru, and the canopy-emergent legume, Dipteryx micrantha. Seed and seedling survival patterns of these species partially supported the model, depending on tree species, type of predator, spatial scale and the particular year. At a small scale of a 2.5-ha plot, Astrocaryum seed predation by insects and mammals was density-dependent. At a larger scale of 100 ha, Dipteryx seed survival increased with distance from conspecific adults, but for Astrocaryum seeds there was no distance dependence. At the scale of 200-400 ha Dipteryx seed survival was negatively related to the number of individuals present in groups of conspecific adult trees. In 1992 a higher proportion of Astrocaryum seedlings survived far from, compared with close to, conspecific adult trees, whilst in 1993 more Dipteryx seedlings survived beneath conspecific adult trees than farther away.",35,Journal,ar,Article,100,1,1,Amazon forest | Astrocaryum palm | Density and distance-dependent mortality | Dipteryx | Janzen-Connell model | Plant diversity | Seed survival | Seedling survival,23435,CNPq,undefined,Conselho Nacional de Desenvolvimento Científico e Tecnológico,0,FALSE,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030620283,SCOPUS_ID:0030620283,2-s2.0-0030620283,Mass and nutrient dynamics of decaying litter from Passiflora mollissima and selected native species in a Hawaiian montane rain forest,Scowcroft P.,Journal of Tropical Ecology,02664674,13,3,407-426,1997-01-01,May 1997,10.1017/S0266467400010592,"The structure and functioning of Acacia koa-Metrosideros polymorpha forests between 1200 and 1800 m elevation on the island of Hawaii are being threatened by Passiflora mollissima, an aggressive introduced liana from South America. This study was done to evaluate the short-term decomposition dynamics of Passiflora and selected native leaf and twig litter. The nutrient-rich, non-sclerophyllous Passiflora leaves completely disappeared in less than 5 mo. The estimated time for native leaf litter to lose 95% of initial dry weight ranged from 1.65 y for N-rich Acacia phyllodes to 6.67 y for Cibotium glaucum; for woody litter, the time ranged from 4.5 y for Acacia twigs to 23 y for Acacia bark. Except for Cibotium frond litter, decay rates were significantly correlated with initial lignin-ash ratios. Passiflora litter did not accelerate decomposition of Acacia and Metrosideros leaf litter. Passiflora, Acacia, and Metrosideros leaf litter showed net mineralization of N, P, Ca, K, and Mg during the study. Cibotium frond litter showed significant accumulation of N, Ca, and Mg; P levels stayed constant and K was rapidly lost. In general, twigs experienced a net loss of most nutrients, while bark experienced either no change or a significant net gain of nutrients. Nutrient cycling has increased in P. mollissima infested forests.",29,Journal,ar,Article,100,1,1,Acacia koa | Cibotium glaucum | Decomposition | Hawaii | Litter quality | Metrosideros polymorpha | Nutrient cycling | Passiflora mollissima,23435,USFS,undefined,U.S. Forest Service,0,FALSE,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030620278,SCOPUS_ID:0030620278,2-s2.0-0030620278,"Flowering phenology and flower predation of Cullenia exarillata (Bombacaceae) by arboreal vertebrates in Western Ghats, India",Ganesh T.,Journal of Tropical Ecology,02664674,13,3,459-468,1997-01-01,May 1997,10.1017/S0266467400010622,"The flowering phenology and flower predation of Cullenia exarillata, a canopy tree at Kakachi in the southern Western Ghats, India, was studied from 1991 to 1993 in relation to general phenological patterns at the community level. Flowering was monitored from 30 marked trees and flower predation estimated from fallen flowers in 40, l m2 nets placed under the trees. Flowering occurs in the dry season and coincides with the period of fruit scarcity in the forest. Flowering is synchronous in the population and each tree produces a mean of c. 8730 flowers per tree over a period of c. 47 d. Flowers produced little nectar but the edible fleshy sepals compensated for this. Six species of arboreal mammals and seven species of birds ate the flowers. These consumed 57% of the flower crop of which 37% were completely destroyed. Flower predators could be important in flower fertilization. The overabundance of the flower crop and the timing of flowering, may have evolved as a strategy to satiate predators and enable the flowers to be pollinated during the annual period of fruit scarcity in the forest. This in turn makes Cullenia exarillata a possible keystone species in this forest.",13,Journal,ar,Article,100,2,2,Arboreal mammals | Cullenia exarillata | Flower predation | Flowering phenology | India | Keystone resources | Western Ghats,23435,JDCTMF,undefined,John D. and Catherine T. MacArthur Foundation,0,FALSE,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030620276,SCOPUS_ID:0030620276,2-s2.0-0030620276,Mineral nutrition and die-back in Terminalia ivorensis A. Chev. in Ghana,Agyeman V.K.,Journal of Tropical Ecology,02664674,13,3,317-335,1997-01-01,May 1997,10.1017/S0266467400010531,"This investigation examined the hypothesis that nutrient deficiency is related to the die-back of Terminalia ivorensis. The study was conducted on three major soil groups in natural forest and T. ivorenis plantations. Five soil chemical factors, Total nitrogen, organic carbon, effective CEC, exchangeable calcium and magnesium, were positively related to die-back. Foliar nitrogen concentrations in trees suffering from die-back were almost 50% of those of healthy trees. The concentrations of magnesium in the leaves of T. ivorensis experiencing die-back were also low. Conversely, high concentrations of foliar calcium were associated with trees under stress. A highly significant relationship was observed between die-back ranks and leaf size.",4,Journal,ar,Article,100,2,2,Die-back | Foliar nutrient concentrations | Ghana | Plantation | Soil chemical properties | Terrainalia ivorensis | Tropical forest,23435,NA,undefined,NA,0,FALSE,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030620004,SCOPUS_ID:0030620004,2-s2.0-0030620004,"Spatial distribution, fruit production and seed removal of a rare, dioecious canopy tree species (Aglaia aff. flavida Merr. et Perr.) in Papua New Guinea",Mack A.,Journal of Tropical Ecology,02664674,13,3,305-316,1997-01-01,May 1997,10.1017/S026646740001052X,"All mature individuals of Aglaia aff. flavida (Meliaceae) were mapped in a 260 ha study area at the Crater Mountain Biological Research Station in Papua New Guinea. Sixty-four reproductively mature trees were found in an aggregated distribution with a mean inter-tree distance of 88.9 m. The sample consisted of 35 female and 29 male trees with a mean shortest distance between sexes of 232 m. Seed production and seed removal of 22 female trees was monitored throughout the 1992 fruiting season. Female trees within 200 m of male trees generally produced large seeds crops (> 100 seeds) whereas trees farther than 200 m from the nearest male had small seed crops (< 100 seeds) regardless of female size (DBH). Most seeds (63.2%, n = 3312) produced in a sub-sample of 22 trees came from the five most fecund trees, which also produced 74.1% of the seeds that were removed by vertebrate dispersers. Where a minority of a population of rare tropical trees produce the majority of progeny, sustainable harvest practices would be most effective where highly fecund individuals are identified and conserved.",24,Journal,ar,Article,100,1,1,Cassowary | Conservation | Dioecy | Meliaceae | Papua New Guinea | Seed dispersal | Tropical rainforest,23435,NSF,BSR-89-0399,National Science Foundation,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030620003,SCOPUS_ID:0030620003,2-s2.0-0030620003,Reproductive allocation and pollinator distributions in cauliflorus trees in Trinidad,Warren J.M.,Journal of Tropical Ecology,02664674,13,3,337-345,1997-01-01,May 1997,10.1017/S0266467400010543,"Little information is available to test the various theories which have been proposed to explain the evolution of cauliflory. This study provides such data from observations in Trinidad of the numbers of potential pollinators visiting trunk and canopy flowers and on the size of canopy and trunk flowers and fruits. Subsidiary observations were made on the partitioning of resources between the sexes within flowers. Significantly more potential insect pollinators were trapped around the trunk flowers of two caulifiorous species than were caught around their canopy flowers. Trunk flowers were found to be larger than canopy flowers in four of the seven caulifiorous species studied, but they were smaller in one species. The higher probability of fruit set on trunks than in the canopy may have selected for cauliflory and subsequently increased trunk flower size in insect-pollinated understorey tropical trees. There was a tendency for flowers on the trunk not only to be larger but also to allocate relatively more dry weight to female parts and result in larger fruit than those in the canopy. These observations are consistent with Wallace's theory of the evolution of cauliflory, which argues that the condition arose in the dark understorey of the tropical forest, as a result of selection for trunk flowers which are more apparent to pollinators than are canopy flowers. However, other explanations for the evolution of cauliflory are not precluded as they are not mutually exclusive.",7,Journal,ar,Article,100,3,3,Cauliflory | Fruit/flower size | Pollinator abundance | Trunk/canopy flowers,23435,NA,undefined,NA,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030620002,SCOPUS_ID:0030620002,2-s2.0-0030620002,"Standing biomass and carbon distribution in a papyrus (Cyperus papyrus L.) swamp on Lake Naivasha, Kenya",Jones M.,Journal of Tropical Ecology,02664674,13,3,347-356,1997-01-01,May 1997,10.1017/S0266467400010555,"The standing live biomass of papyrus swamps is high compared with most other communities dominated by herbaceous vegetation. For the first time, measurements of below-ground rhizome and root biomass are reported here, in addition to measurements of shoot biomass, for a papyrus swamp located on Lake Naivasha, Kenya. The ratio of rhizome and root to shoot dry weight was 1.38: 1 and the total standing live biomass was 7.8 kg(dry weight) m-2. Detritus, formed from slowly decomposing papyrus, is normally the most important sink for carbon in this ecosystem. The amount of detritus retained by swamps varies but at L. Naivasha it contained almost 20 times the carbon found in living biomass. The net primary production of the swamp was calculated to be 6.28 kg(dry weight) m-2 y-1, which is amongst the highest recorded productivities for natural ecosystems. Model estimates of carbon input into the system from photosynthesis are incorporated into a carbon flow diagram for the swamp and this emphasises the importance of detritus as a sink for carbon in this ecosystem.",46,Journal,ar,Article,100,2,2,Biomass | Carbon | Cyperus papyrus | Primary production | Tropical swamps,23435,BES,undefined,British Ecological Society,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030620001,SCOPUS_ID:0030620001,2-s2.0-0030620001,Geographical distribution and aspects of the ecology of the hemiparasitic angiosperm Striga asiatica (L.) Kuntze: A herbarium study,Cochrane V.,Journal of Tropical Ecology,02664674,13,3,371-380,1997-01-01,May 1997,10.1017/S0266467400010579,"Striga asiatica (Scrophulariaceae) is an obligate root hemiparasite of mainly C4 grasses (including cereals). It is the most widespread of the 42 Striga species occurring in many semi-tropical, semi-arid regions of mainly the Old World. Examination of herbaria specimens revealed that S. asiatics has a wider geographical distribution, is present at higher altitudes and occurs in a more diverse range of habitats than previously reported. The host range is also larger than previously reported and is likely to include a large number of C3 plants. Morphology of examined specimens revealed variation in size and corolla colour suggesting the existence of ecotypes. Climate may exert a significant influence on the distribution of S. asiatics given the diversity of potential host plants and their distribution beyond the current recorded range of S. asiatics.",16,Journal,ar,Article,100,2,2,Distribution | Ecology | Host range | Striga asiatica,23435,NA,undefined,NA,0,FALSE,36,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0030619999,SCOPUS_ID:0030619999,2-s2.0-0030619999,Primate community structure at twenty western Amazonian flooded and unflooded forests,Peres C.,Journal of Tropical Ecology,02664674,13,3,381-405,1997-01-01,May 1997,10.1017/S0266467400010580,"This paper presents data from a standardized series of line-transect censuses on the species and subspecies composition, population density, and crude biomass of western Amazonian primate communities occurring at eight flooded (=varzea) and 12 unflooded (= terra firme) forests. These were located primarily along one of the largest white-water tributaries of the Amazon (=Solimoes), the Jurua river. On average, terra firme forests contained twice as many primate species, lower population densities, and less than half of the total community biomass than did adjacent varzea forests. There was a clear habitat-dependent positive association among primate species, particularly within virzea forests, as well as marked shifts in guild structure between forest types. Species turnover between these two forest types involved primarily understorey insectivores (e.g. Saguinus sp.), which do not occur in seasonally inundated forest. These were consistently replaced by squirrel monkeys (Saimiri sp.), which are extremely abundant in annually flooded varzea forests. Similarly, large-bodied folivores such as red howler monkeys (Alouatta seniculus) were uncommon or rare in terra firme forests, but very abundant in varzea forests, even though they are hunted less intensively in the former than in the latter. This can be largely explained by the nutrient-rich alluvial soils of young floodplains, compared to the heavily weathered terra firme soils occurring even within short distances of major white-water rivers. This study clearly shows a reversed diversity/density pattern resulting from the lower species richness, but high overall community biomass of seasonally flooded Amazonian forests, which can now be generalized for a wide range of terrestrial vertebrate taxa, including amphibians, birds, and several other orders of mammals.",142,Journal,ar,Article,100,1,1,Amazon | Brazil | Primate biomass | Primate communities | Primate density | Seasonal flooding | Terra firme forest | Varzea forest,23435,WCS,1987-1989,Wildlife Conservation Society,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030619998,SCOPUS_ID:0030619998,2-s2.0-0030619998,Estimating species richness in tropical forest: The missing species extrapolation technique,Tackaberry R.,Journal of Tropical Ecology,02664674,13,3,449-458,1997-01-01,May 1997,10.1017/S0266467400010610,"A new technique for estimation of tree species richness in tropical forests was developed and tested in this study. The missing species extrapolation technique is based on the assumption that the rate of accumulation of new species with increasing area is the same within sampled and unsampled areas of similar habitat within a region. This new technique was tested on four 1-ha sites of subtropical moist forest in Rio Bravo, Belize for which complete species counts of trees ≤10 cm dbh are available. Estimates given by the technique are 115, 98, 93 and 106% of the actual species counts within the four sites. The accuracy of these estimates was found to be equal to or better than most others obtained by using existing methods of extrapolation. The missing species extrapolation technique was also applied to a 21-ha riparian forest patch in the Mountain Pine Ridge, Belize, where it was used to obtain an estimate of the number of tree species ≤10 cm dbh in the entire patch.",7,Journal,ar,Article,100,4,4,Belize | Biodiversity | Estimation | Extrapolation techinique | Tree species richness | Tropical forests,23435,PCT,undefined,Pew Charitable Trusts,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030619997,SCOPUS_ID:0030619997,2-s2.0-0030619997,Leaf-cutting ants and early forest regeneration in central Amazonia: Effects of herbivory on tree seedling establishment,Vasconcelos H.,Journal of Tropical Ecology,02664674,13,3,357-370,1997-01-01,May 1997,10.1017/S0266467400010567,"The effects of herbivory by the leaf-cutting ant Atta laevigata Fr. Smith on the reestablishment of forest trees in an abandoned farm near Manaus, central Amazonia, were investigated. Experimental seedling transplants and observations on seedlings which emerged naturally in the study area showed that damage by leaf-cutting ants negatively affected tree seedling survival and growth. However, excluding leaf-cutting ants from experimental plots for 20 mo did not significantly increase tree seedling densities. The number of seedlings emerging varied considerably between plots and this obscured any effect the ants may have had on seedling survivorship. Taller seedlings, and seedlings attacked only once, suffered less mortality than smaller seedlings and seedlings attacked twice or more. In general, mortality was greater for those species preferred by the ants, indicating that selective herbivory by leaf-cutting ants affects tree species composition. The number of seedlings attacked by A. laevigata remained approximately constant throughout the period of this study in spite of the fact that the number available for attack increased. Thus, the chance of any individual seedling being attacked declined with time, suggesting that the effect of Arts herbivory on tree establishment is stronger during the first few years of forest regeneration.",66,Journal,ar,Article,100,2,2,Amazonia | Ants | Atta laevigata | Herbivory | Secondary succession,23435,SI,undefined,Smithsonian Institution,0,FALSE,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030618648,SCOPUS_ID:0030618648,2-s2.0-0030618648,Mound structure of the fungus-growing termite Macrotermes gilvus in Thailand,Inoue T.,Journal of Tropical Ecology,02664674,13,1,115-124,1997-01-01,January 1997,10.1017/S0266467400010294,"The change of mound structure of the fungus growing termite, Macrotermes gilvus, which has no clear air passage system in the mound, was examined in relation to the mound growth in a rubber plantation of southern Thailand. The nest proper consisted of the hive with a royal chamber and nursery, and diffused chambers with fungus combs. The location of the hive became higher with the growth of the mound. Therefore, colonies with a very large mound utilize only the upper mound part and this may be due to the lack of air passage systems in this species. A colony with a very large mound is not in reality commensurately large in colony size and this may be the reason why the density of huge mounds of M. gilvus in Thailand is much higher than that of Macrotermes in Africa.",9,Journal,ar,Article,100,3,3,Fungus-growing termite | Isoptera | Macrotermes gilvus | Mound development | Mound structure | Thailand,23435,NA,undefined,NA,0,FALSE,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030618647,SCOPUS_ID:0030618647,2-s2.0-0030618647,"Red crabs in rain forest on Christmas Island, Indian Ocean: Activity patterns, density and biomass",Green P.T.,Journal of Tropical Ecology,02664674,13,1,17-38,1997-01-01,January 1997,10.1017/S0266467400010221,"The red crab Gecarcoidea natalis is the most abundant land crab on Christmas Island, Indian Ocean, and is found wherever native rain forest is still intact. The largest crabs grow to > 120 mm carapace width and reach > 500 g in mass. Red crabs are diurnally active, and moisture appears to be the most important factor governing surface activity - activity was nil below 77% RH, relatively low at 87% RH, and high above 95% RH. The crabs retreat to the interior of their burrows during dry periods, but emerge rapidly in response to rain. Because of their dependence on moisture for surface activity, red crabs show greater levels of activity during the wet season. Annual breeding migrations and moulting activity decreased the density of surface-active crabs at the main study sites for several weeks at the start of the wet season, and fruit and leaf fall caused dramatic local increases in the density of active red crabs. Density and biomass at the main study sites averaged 1.3 crabs m-2 and 1454 kg ha-1, respectively, and 1.2 crabs m-1 and 1137 kg ha-1 at a total of five sites across the island. Rough calculations suggest that the island-wide population is at least 100 million individuals. Red crabs are the dominant consumer on the forest floor, and consume seeds, seedlings and leaf litter. Because they are both abundant and widespread, these animals have the potential to be the most important determinant of pattern and process in rain forest on Christmas Island.",56,Journal,ar,Article,100,1,1,Biomass | Christmas Island | Crab activity | Gecarcoidea | Land crabs | Rain forest,23435,NA,undefined,NA,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030618646,SCOPUS_ID:0030618646,2-s2.0-0030618646,Dispersion abundance of Macrotermes michaelseni colonies: A limited role for intraspecific competition,Schuurman G.,Journal of Tropical Ecology,02664674,13,1,39-49,1997-01-01,January 1997,10.1017/S0266467400010233,"The position of Macrotermes michaelseni mounds were mapped in six areas of 1.5 to 31.0 ha in a range of habitats on the fringes of the Okavango delta. Abundance varied significantly between and within habitats with highest densities in relatively stable floodplain woodland. In all sites apparent overdispersion of active mounds was not statistically significant when edge effects were taken into account. When active and inactive mounds were combined some overdispersion was seen but due to the disturbance regime the probability of all mounds being active simultaneously was small. Intraspecific competition was, therefore, not considered likely. Our results and reanalyses of dispersion patterns in published accounts for Macrotermes species suggest that although mound dispersion can appear to be regular this is probably a result of historical precedence and chance events rather than any current density-dependent process.",29,Journal,ar,Article,100,2,2,Disturbance | Food availability | Habitat variability | Inundation,23435,NA,undefined,NA,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030618645,SCOPUS_ID:0030618645,2-s2.0-0030618645,Seed viability of afromontane tree species in forest soils,Teketay D.,Journal of Tropical Ecology,02664674,13,1,81-95,1997-01-01,January 1997,10.1017/S0266467400010270,"The fate of seeds of eight tree species was followed during 4 y of storage in the soil of an Afromontane forest at Gara Ades in the eastern highlands of Ethiopia. Seeds were enclosed in nylon mesh bags and buried at 5 cm soil depth. The bags were exhumed at intervals and the viability of the seeds was assessed by germination and cutting tests. Seeds of Bersama abyssinica and Ekebergia capensis germinated in the soil almost completely within a year after burial. The seeds of Juniperus procera, Olea europaea and Podocarpus falcatus also germinated to a substantial degree in the soil but with a distribution over several years, and some seeds of these species remained viable at the end of the 4-y period. Germination in the soil was very low in seeds of Acacia abyssinica and Groton macrostachyus throughout the whole burial period and the seeds kept their viability. In G. macrostachyus fresh seeds were highly dormant, but after 3 y or more in the soil they germinated readily in the laboratory suggesting an altered dormancy with time in the soil. Dormancy in seeds of A. abyssinica and Indigofera rothii was not altered throughout the study period as evidenced by marginal or no germination during incubation in the laboratory. The differential seed behaviour observed during storage in the soil can be an indicator of the regeneration strategy of the species studied. B. abyssinica, E. capensis, J. procera, O. europaea and P. falcatus form seedling banks on the forest floor and lack persistent soil seed reserves in contrast to A. abyssinica, C. macrostachyus and I. rothii which accumulate reserves of long-lived seeds in the soil. The generally high levels of dormancy and somewhat extended viability in the soil, even in several of the species producing seedlings in undisturbed forest, may have been selected for under a climate of seasonal drought and unreliable rainfall that characterizes this region.",44,Journal,ar,Article,100,2,2,Dormancy | Dry forest | Ethiopia | Germination | Seed burial | Viability,23435,NA,undefined,NA,0,FALSE,43,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030618644,SCOPUS_ID:0030618644,2-s2.0-0030618644,"Leaf nutrient dynamics of two tree species and litter nutrient content in southern Bakundu forest reserve, Cameroon",Songwe N.,Journal of Tropical Ecology,02664674,13,1,1-15,1997-01-01,January 1997,10.1017/S026646740001021X,"The variations in macronutrient concentrations of the leaves of Terminalia superba and Pycanthus angolensis were studied and the concentrations of nutrients in leaves before abscission were compared with those after abseission. The amounts of nutrients returned to the forest floor were also computed from litter fall data at the start of maximum annual fall in the reserve. With the exception of potassium in Pycanthus angolensis, there were significant variations in the nutrient concentrations of the two species with the time of year. With increasing leaf age the concentration of nitrogen, phosphorus, potassium and magnesium declined in Terminalia superba while magnesium concentration decreased in Pycanthus angolensis leaves. Furthermore, calcium showed an increasing concentration in Terminalia superba with increase in leaf age. The concentrations of nitrogen, phosphorus and potassium decreased before leaf fall. Estimated losses in nitrogen phosphorus and potassium before abscission were 44, 53 and 50%, respectively, whereas generally there was an increase (40%) in the concentration of calcium at leaf fall. Magnesium did not follow a definite pattern. The return of calcium through litter fall to the forest floor was the greatest of all the major elements. The distribution and variation of foliar nutrient concentrations in the leaves of Terminalia superba and Pycanthus angolensis and the importance of the amount of litter and the concentration of the various nutrients in the influencing soil fertility are discussed.",9,Journal,ar,Article,100,3,3,Cameroon | Nutrient dynamics | Retranslocation,23435,NA,undefined,NA,0,FALSE,44,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030618643,SCOPUS_ID:0030618643,2-s2.0-0030618643,Bird communities in Panamanian black mangroves: Potential effects of physical and biotic factors,Lefebvre G.,Journal of Tropical Ecology,02664674,13,1,97-113,1997-01-01,January 1997,10.1017/S0266467400010282,"Isolated in forest patches, mangrove stands often experience different physical conditions (rainfall, tide, salinity) despite similar floristic composition and structure. These abiotic factors are known to influence mangrove phenology but their potential effect on the local invertebrate and bird fauna have not been investigated. This study contrasts two sites of black mangrove (Avicennia germinans) located on the Caribbean and Pacific coasts of Panama. The two mangrove sites are characterized by different rainfall and tide patterns, and consequently ground inundation and salinity. These mangrove sites also differed in their plant phenology as well as invertebrate and bird composition. Although 95% of the bird species sampled occur on both coasts, the two mangrove sites shared only 34%. Moreover, each bird community was composed of a particular feeding guild assemblage consistent with the abundance distribution of their invertebrate-prey. Because floristically similar mangrove stands can support different invertebrate and bird faunas, conservation efforts should target mangrove patches submitted to different physical factors in order to preserve biodiversity.",21,Journal,ar,Article,100,2,2,Arthropods | Birds | Climate | Conservation | Diet | Feeding guilds | Mangrove | Panama | Phenology | Physical factors,23435,NSERC,undefined,Natural Sciences and Engineering Research Council of Canada,0,FALSE,45,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030618642,SCOPUS_ID:0030618642,2-s2.0-0030618642,"Ecological correlates of trap response of a neotropical forest rodent, Proechimys semispinosus",Adler G.,Journal of Tropical Ecology,02664674,13,1,59-68,1997-01-01,January 1997,10.1017/S0266467400010257,"Patterns of trap response in the Central American spiny rat (Proechimys semispinosus), a frugivorous forest rodent, were examined in relation to age, sex, density and resource abundance. Populations on four small islands (designated numbers 4, 8, 14, and 52) in Gatun Lake (central Panama) were sampled by live-trapping for four nights every month for four years. Trappability was calculated as the proportion of all individuals known to be alive that were actually captured. Mean body mass at first capture was within the range of subadult body masses and differed among islands but not between sexes. Trappabilities summed over the entire study were generally low and differed among islands and age classes (juveniles, subadults and adults) and between sexes. In general, adults were more trappable than juveniles and subadults, and females (particularly adults) were more trappable than males. Trappability and the number of captures per individual varied seasonally and were generally greatest during December and January. Monthly estimates of these two variables were examined for autocorrelation, and the order of the autoregressive error model was determined separately for each island population. The arcsine of trappability and the number of captures per individual were regressed on log10 densities of spiny rats and of fruiting trees and lianas after controlling for autocorrelation. Both trappability indices were negatively related to the density of fruiting trees and lianas on islands 8 and 14, indicating that spiny rats may be seasonally food-stressed. The number of captures per individual was related positively to the density of spiny rats on island 52 and negatively on island 8. Results indicate that spiny rat populations must be sampled with greater intensity and duration than temperate forest rodents.",26,Journal,ar,Article,100,2,2,Islands | Panama | Proechimys semispinosus | Rodents | Spiny rat | Trap response,23435,NGS,undefined,National Geographic Society,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030618639,SCOPUS_ID:0030618639,2-s2.0-0030618639,"Vertebrate predation of Brazil-nuts (Bertholletia excelsa, Lecythidaceae), an agouti-dispersed Amazonian seed crop: A test of the escape hypothesis",Peres C.,Journal of Tropical Ecology,02664674,13,1,69-79,1997-01-01,January 1997,10.1017/S0266467400010269,"The effects of escape distance to parental trees and tree clusters on the removal of Brazil-nut seeds (Bertholletia excelsa, Lecythidaceae) by vertebrate seed predators were examined in an entirely undisturbed stand of Brazil-nut trees of eastern Amazonia. Population density estimates, based on line-transect censuses, are also presented for Bertholletia trees and agoutis (Dasyprocta leporina), the most important scatterhoarder and seed predator of Brazil-nuts at this site. Seed removal experiments were conducted within and outside a natural Bertholletia tree cluster (castanhal) during both the wet and dry seasons. While there were no withincluster effects of escape distance from parent trees on seed removal rates, overall seed removal within the cluster was significantly greater than that well outside the cluster. Moreover, removal rates in the wet season were consistently higher than those in the dry season both within and outside the tree cluster. Results suggest that the probability of early seed survival for Bertholletia, in relation to distance to seed sources, operates on different spatial scales, and that seed predators allocate greater foraging effort to scattered seeds during the fruitfall (wet) season, when buried seed stocks are being cached by agoutis.",71,Journal,ar,Article,100,3,3,Agoutis | Bertholletia excelsa | Brazil-nuts | Dasyprocia | Escape hypothesis | Seed predation,23435,WCS,undefined,Wildlife Conservation Society,0,FALSE,47,NA,NA
