@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/20444429434,SCOPUS_ID:20444429434,2-s2.0-20444429434,The ghost of hybridization past: Niche pre-emption is not the only explanation of apparent monophyly in island endemics,Herben T.,Journal of Ecology,00220477,NA,93,3,572-575,2005-06-01,June 2005,10.1111/j.1365-2745.2005.01005.x,"1 Published molecular phylogenies show that many plant groups in the Canary Islands are monophyletic despite the fact that the short distance between the islands and Africa should have led to many independent colonization events. 2 Low establishment rates of later migrants owing to niche pre-emption by earlier, already established, colonists could explain these patterns. The apparent monophyly is, however, also compatible with multiple colonizations, with later colonizers making only limited contributions to the total gene pool (and therefore being undetected in the molecular phylogeny) or being wiped out by stochastic processes. 3 Experimental evidence for niche pre-emption and species-specific interactions in plants is weak, with survival and establishment of a newly immigrant species depending on the overall composition of the community, rather than on the presence of a particular 'ecologically similar' species. 4 Although niche pre-emption might have contributed to the observed patterns of monophyly, we do not think that phylogeographical data from Macaronesia can be taken as evidence for its action in the geological past. © 2005 British Ecological Society.",37,Journal,re,Review,100,3,3,NA,29602,undefined,1,TRUE,58,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444425714,SCOPUS_ID:20444425714,2-s2.0-20444425714,Root anchorage and its significance for submerged plants in shallow lakes,Schutten J.,Journal of Ecology,00220477,NA,93,3,556-571,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00980.x,"1. Submerged plants in shallow lakes are subject to pulling forces arising from waves, currents and grazing birds. Such forces can cause anchorage failure (mainly dislodgement of the root system) or breaking failure of the stems. Both lead to loss of fitness but uprooting is more damaging because many perennial species can replace broken shoot systems. 2. We investigated 12 abundant species (Ceratophyllum demersum, Chara sp., Eleogiton fluitans, Elodea canadensis, Myriophyllum spicatum, Najas marina, Potamogeton natans, P. obtusifolius, P. pectinatus, P. pusillus, Utricularia vulgaris and Zannichellia palustris) in 28 shallow lakes in the UK and the Netherlands. We measured the anchorage and breaking strengths of individual plants of different sizes. 3. Anchorage strength depends on the cohesive strength of the sediment and the size of the root system. The undrained shear-strength of sediments in shallow lakes varied more than 50-fold, but all were substantially weaker than terrestrial soils. Anchorage strength was modelled using the product of sediment cohesive strength and four measures of root-system size. A transformation of plan-form area (raising it to the power 2/3) that represented the hemispherical surface area of the root ball was consistently the best predictor of anchorage strength. 4. Breaking strength was a linear function of stem cross-sectional area in all species. Breaking stresses were comparable with those of marine algae and non-lignified terrestrial plants. 5. The results were used, in combination with plant allometric relationships, to predict the fates of four of the species when challenged with the largest waves likely to be encountered in a 10-year period, and the even greater forces exerted by grazing birds. We show that sediment strength and plant size determine whether plants break or uproot. A careful balance between investment in anchorage and in breakage resistance is needed to survive in the fluctuating physical environment of lakes. 6. Pulling forces experienced by aquatic plants are distinct from the mainly bending forces on more rigid land plants. We provide the first theoretical and quantitative framework for understanding their effects. Anchorage failure associated with the soft sediments of eutrophic lakes is likely to be a factor in the loss of macrophyte communities and an important factor in their restoration. © 2005 British Ecological Society.",139,Journal,ar,Article,100,3,3,Aquatic macrophyte | Bird grazing | Hydraulic force | Root anchorage | Sediment cohesion | Sediment shear-strength | Shallow lake | Stem breaking strength | Tensile strength | Wave forces,29602,undefined,0,FALSE,59,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444425328,SCOPUS_ID:20444425328,2-s2.0-20444425328,The relative importance of neighbours and abiotic environmental conditions for population dynamic parameters of two alpine plant species,Klanderud K.,Journal of Ecology,00220477,NA,93,3,493-501,2005-06-01,June 2005,10.1111/j.1365-2745.2005.01000.x,"1. Vegetation removal manipulations over four growing seasons in an alpine Dryas heath at Finse, south Norway, were used to examine the role of neighbour vegetation in the population dynamics of the forb Thalictrum alpinum and the sedge Carex vaginata. We also increased temperature (by open top chambers) and nutrient availability to assess if effects of surrounding vegetation may be modified by environmental change. 2. Removal of neighbour vegetation increased the number of leaves of Thalictrum and Carex, whereas flowering stems and leaf stalks of Thalictrum became significantly shorter. Furthermore, increased plant growth after nutrient addition and warming suggests that both abiotic environmental conditions and biotic interactions limit plant growth at Finse. 3. Our results suggest that there is competition for nutrients at Finse, but that surrounding vegetation may also have facilitative sheltering effects on other species. 4. Interactions between vegetation removal and abiotic factors on population dynamic parameters of Thalictrum suggest that plant-plant interactions may be modified if temperature and nutrient availability increase under climate change. 5. The responses of the two target species to the removal of the general neighbour vegetation were less pronounced than their responses to the removal of the dominant Dryas octopetala examined in a previous study. This suggests that one dominant species may affect the population dynamics of other species more than the net effect of all the other species in the community in concert. 6. Our results show that biotic interactions may affect alpine plant populations and thereby structure alpine plant communities. Furthermore, the effects of neighbours and abiotic environmental changes on alpine plant growth may depend on the species identity of the neighbours. © 2005 British Ecological Society.",49,Journal,ar,Article,100,2,2,Carex vaginata | Climate change | Competition | Dryas heath | Facilitation | Nutrient availability | Species interactions | Thalictrum alpinum | Vegetation removal | Warming,29602,undefined,1,TRUE,60,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444398177,SCOPUS_ID:20444398177,2-s2.0-20444398177,"Variation in recruitment and early demography in Pinus rigida following crown fire in the pine barrens of Long Island, New York",Landis R.M.,Journal of Ecology,00220477,NA,93,3,607-617,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00996.x,"1. Following severe, stand-replacing fires in 1995, we quantified emergence, growth and survival in Pinus rigida seedlings in eight stands in three areas of the pine barrens of Long Island, New York, USA, and examined factors contributing to spatial and temporal variation in recruitment. 2. We followed 6431 marked seedlings in the first cohort following fire, as well as additional cohorts in subsequent years, for 7 years to assess the effects of fire intensity, soil characteristics, intraspecific density, interspecific competition and facilitation on variation in early demography at three different scales. We found substantial variation in many of the demographic parameters measured between plots within stands (10-50 m apart), among stands within areas (600-1500 m apart), and among forest areas (5-30 km apart), as well as among years. 3. Almost all adult P. rigida in most of the stands studied were killed by the 1995 fires and population recovery therefore depended upon recruitment from seed. Initial recruitment appears to be largely determined by seed limitation, which was affected by fire intensity combined with serotiny and other factors. 4. Subsequent seedling survival and growth were determined largely by inherent differences among areas and sites in factors including cover of the shrub Quercus ilicifolia and soil texture and composition. 5. Initial seedling density, and subsequent survival and growth, varied among plots within sites, among sites within areas, and among areas. Early survival was negatively correlated with intraspecific seedling density, but was enhanced by neighbouring Q. ilicifolia, although these shrubs inhibited later seedling growth. Early demographic variation may determine many of the differences observed among mature populations in this landscape. 6. Variation in demographic parameters across space and time, and over a hierarchy of scales, may have critical consequences at the population, community and landscape levels. A comprehensive evaluation of the nature and extent of such demographic variation across different systems would have major implications for understanding vegetation patterns at the population, community and landscape levels. © 2005 British Ecological Society.",17,Journal,ar,Article,100,5,5,Crown fire | Demographic variation | Dwarf pine plains | Pine seedling growth | Plant demography | Recruitment limitation | Seedling recruitment | Seedling survival,29602,undefined,0,FALSE,61,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444397811,SCOPUS_ID:20444397811,2-s2.0-20444397811,Central and peripheral Hornungia petraea populations: Patterns and dynamics,Kluth C.,Journal of Ecology,00220477,NA,93,3,584-595,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00997.x,"1 More or less continuous distributions tend to become fragmented towards species' distribution limits. Peripheral or isolated populations of a species are predicted to have lower population sizes and densities than central populations, as a result of environmental and/or genetic stress. Population densities at the periphery may be reduced by decreased reproduction or higher interannual variation in reproduction. In particular, fecundity and survival are likely to be reduced by less favourable growing conditions. 2 We compared populations of the annual species Hornungia petraea (Brassicaceae) in two contrasting regions of the species' range and at the population scale within regions. Ten populations in Italy (central to the species range) and 10 German populations (peripheral) were monitored for three growing periods from spring 1999 to spring 2001. 3 All life-cycle stages, adult plant density, seed production and pre- and post-dispersal seed bank density were studied in a nested sampling design and variation in various demographic factors was attributed to the effects of the two countries, of populations nested within country and to temporal effects. 4 Peripheral populations had higher densities than populations in the centre of the species distribution, both as adult plants and in the seed bank. 5 Fecundity was strongly influenced by temporal effects, but only affected to a minor degree by the study region. High interannual variation in fecundity was not reflected in high interannual variation of either adult plant density in spring or of the seed bank. Significant regional differences were, however, found in seasonal seed bank dynamics, which were more pronounced in peripheral German populations than in central Italian populations. 6 We conclude that seasonal seed bank dynamics are a key factor in explaining differences in H. petraea density patterns, particularly in central populations, where fewer seeds are incorporated into the seed bank. © 2005 British Ecological Society.",42,Journal,ar,Article,100,2,2,'Abundant centre' distribution | Biogeography | Central-marginal model | Demography | Evolutionary ecology | Macroecology | Nested repeated measures design | Population dynamics | Scale | Spatio-temporal variation,29602,undefined,1,TRUE,62,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444385889,SCOPUS_ID:20444385889,2-s2.0-20444385889,"Rainfall, land use and woody vegetation cover change in semi-arid Australian savanna",Fensham R.,Journal of Ecology,00220477,NA,93,3,596-606,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00998.x,"1. The relative roles of climate and management for driving changes in woody cover in savannas over the past century are the subject of active debate. Perspectives arising from short-term, small-scale, local experiments are rarely tested over larger scales and longer time frames. 2. Regression analysis and aerial photography were used to assess the relative importance of land-use history (fire and grazing), rainfall and initial woody cover (woody cover at the beginning of a sample period relative to the range of woody cover expressed within a land type) in accounting for rates of change in overstorey and understorey cover between the 1940s and 1990s in central Queensland, Australia. Analyses included 279 site-period combinations representing five semi-arid eucalypt savanna land-types within a 125 755 km2 region. 3. Fire and grazing variables provided no explanatory power. In general, relative rainfall (rainfall for a given period standardized against mean annual rainfall) was positively related and initial woody cover negatively related to rates of change in both the overstorey and the understorey. The interaction between rainfall and initial woody cover was significant, reflecting the fact that increases in cover coincided with low initial cover when rainfall is higher than average, whereas decreases in cover typically occurred with high initial cover, regardless of rainfall. 4. On average, overstorey and understorey cover increased over the second half of the 20th century. This pattern is consistent with the first half of the 20th century having more intense droughts and being drier overall than the relatively wet second half. 5. The findings highlight the primary importance of interactions between rainfall fluctuations and density dependence as determinants of large-scale, long-term woody plant cover dynamics in savannas subject to large rainfall excess and deficit over multiyear time-scales. © 2005 British Ecological Society.",209,Journal,ar,Article,100,3,3,Density dependence | Drought | Eucalypt savanna | Fire | Grazing | Rainfall variability | Structural change | Woody dynamics,29602,undefined,1,TRUE,63,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444380752,SCOPUS_ID:20444380752,2-s2.0-20444380752,"Carbon dioxide regime, species identity and influence of species initial abundance as determinants of change in stand biomass composition in five-species communities: An investigation using a simplex design and RGRD analysis",Ramseier D.,Journal of Ecology,00220477,NA,93,3,502-511,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00999.x,"1 The effect of elevated CO2 on species' performance was investigated in communities composed of five annual weeds that are characteristic of early old field succession in central Europe: Centaurea cyanus L., Matricaria chamomilla L., Silene noctiflora L., Papaver rhoeas L. and Legousia speculum-veneris (L.) Chaix. 2 The experiment was based on a simplex design, repeated at two overall levels of initial stand density, to give a wide range of five-species communities across which the initial composition and species abundance varied systematically. 3 A multivariate method, based on analysing the differences in relative growth rates (RGRD) between pairs of species, was extended for use with more than two species, in order to assess the relative importance of various determinants of change in stand biomass composition. 4 On average, Centaurea (54.6% of final yield) gave the highest yield, followed by Matricaria (22.9%), Silene (16.9%), Legousia (3.1%) and Papaver (2.7%). 5 The major determinants of change in community structure were species identity and CO2 level. Elevated CO2 significantly changed community composition towards the previously more poorly performing species Silene, Legousia and Papaver. 6 Despite strong effects of intra- and interspecific competition on individual species performance, species' initial abundance had relatively little impact on the change in community composition. Most cases where such effects were significant involved Silene: performance of Papaver was poorer in communities with higher initial presence of Silene and higher initial abundances of Centaurea and Matricaria always facilitated performance of Silene. 7 These new methods proved a powerful system for identifying the biotic and abiotic factors determining change in biomass composition in multispecies communities. © 2005 British Ecological Society.",29,Journal,ar,Article,100,3,3,CO 2 | Community composition | Competition | RGRD | Simplex design,29602,undefined,0,FALSE,64,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444378190,SCOPUS_ID:20444378190,2-s2.0-20444378190,A study of the epiphytic communities of Atlantic oak woods along an atmospheric nitrogen deposition gradient,Mitchell R.,Journal of Ecology,00220477,NA,93,3,482-492,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00967.x,"1. Atlantic oak woods are of high conservation value and contain many rare lichens and bryophytes. The effects of nitrogen pollution on these epiphytic communities have not been previously studied. We investigated the composition of Atlantic oak wood epiphytic communities in relation to atmospheric N deposition in order to identify N indicator species and propose a critical load for such communities. 2. The epiphytic communities of seven Atlantic oak woods receiving estimated total nitrogen deposition in the range 10-53 kg N ha-1 year-1 were surveyed. Exposure of epiphytes to atmospheric N over 7 months was measured in terms of stemflow flux and concentration and airborne NH3. 3. Redundancy analysis (RDA) related the species to stemflow chemistry and bark pH. Different groups of species were found at (i) a coastal low N deposition site (Graphina ruiziana, Lecania cyrtella, Lobaria pulmonaria, Opegrapha atra, Orthotrichum affine, Melanelia fuliginosa ssp. glabratula and Pertusaria hymenea), (ii) inland low N deposition sites (I. myosuroides, F. tamarisci, Plagiochila atlantica, Cladonia chlorophaea, C. squamosa, Hypotrachyna laevigata and Thelotrema lepadinum) and (iii) high N deposition sites (Hypnun andoi, Hypnum cupressiforme. Calicium viride, Chrysothrix candelaris, C. coniocraea, Hypogymnia physodes, Parmelia saxatilis, Phyllospora rosei and Usnea subfloridana). 4. RDA analysis showed that bark pH and NH 4+ concentration in the stemflow explained the greatest amount of variation in the species composition among the sites. The sites separated into two groups (low and high NH4+ concentration) leading to an estimate for the critical load for N deposition for epiphytes in Atlantic oak woods of 11-18 kg N ha-1 year -1. 5. Analysis of the occurrence of species against N levels suggested that I. myosuroides and F. tamarisci are indicators of small N inputs, whereas H. andoi, C. coniocraea, P. saxatilis and H. physodes are tolerant of increased N loads. 6. Different forms of N (NO3-, NH 4+, NH3) were found to significantly affect the occurrence of different species. Some species were sensitive to total flux while others were sensitive to concentration. © 2005 British Ecological Society.",65,Journal,ar,Article,100,8,8,Bryophytes | Critical loads | Eutrophication | Indicator species | Lichens,29602,undefined,1,TRUE,65,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444378189,SCOPUS_ID:20444378189,2-s2.0-20444378189,Landscape patterns of woody plant response to crown fire: Disturbance and productivity influence sprouting ability,Clarke P.,Journal of Ecology,00220477,NA,93,3,544-555,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00971.x,"1. The relationship between environment and the ability of plant species to resprout has been explored more in terms of disturbance frequency than of resource gradients, and has rarely been examined in non-Mediterranean landscapes. 2. The fire response of 296 non-eucalypt woody taxa was recorded in five habitats in the New England Tablelands (NET) Bioregion of eastern Australia: grassy woodlands, dry sclerophyll forests, rocky outcrops, wet heaths and wet sclerophyll forests. We then tested whether there was a dichotomy of response to crown fire, whether the proportion of resprouters differed among habitats, and if disturbance frequency or resource-productivity models could account for landscape patterns of resprouting. 3. There was a continuum of sprouting ability but most species could be classified as obligate seeders (killed by fire) or resprouters. Habitats differed in the proportion of resprouting species, with rocky outcrops having the lowest proportion and grassy forests and wet heaths the highest. This pattern was consistent at the congeneric and confamilar phylogenetic levels of comparison. 4. Resource/productivity models better explained landscape patterns of resprouting than disturbance frequency models. There was a strong positive relationship between resprouting and increasing soil fertility and moisture gradients. Species richness and obligate seeder richness increased with climate variability and landscape heterogeneity. 5. Landscape resprouting patterns were explained by a resource-competition model where resprouters are favoured because of their ability to persist in more competitive environments. Overall, we suggest that disturbance frequency has larger effects on species richness at the low end of the productivity gradient than at the high end. © 2005 British Ecological Society.",99,Journal,ar,Article,100,4,4,Competition | Disturbance | Fire ecology | Fire regime | Obligate seeding | Reseeding | Resprouting | Sclerophyll forest | Vegetation dynamics,29602,undefined,0,FALSE,66,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444377791,SCOPUS_ID:20444377791,2-s2.0-20444377791,The tree seedling bank in an ancient montane forest: Stress tolerators in a productive habitat,Antos J.A.,Journal of Ecology,00220477,NA,93,3,536-543,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00968.x,"1. Seedling banks, made up of small individuals of tree species in the understorey, are an important component of many forests. 2. We collected and aged 4992 individuals up to 1.3 m in height of Abies amabilis, Chamaecyparis nootkatensis, Tsuga mertensiana and T. heterophylla from the seedling bank of an ancient forest in coastal British Columbia, Canada. 3. Growth was extremely slow. Some individuals < 1.3 m tall were more than 150 years old. Very few plants attained an above-ground stem length of 1 m in less than 100 years. Regressions of above-ground stem length vs. age indicated that net terminal growth averaged only c. 2 mm per year up to age 50. 4. Although species differed in age structure, all had slow-growing, persistent individuals. 5. These trees can be considered to be adapted to survive for long periods under the high levels of biotically induced stress of the forest understorey. Such a high potential for stress tolerance in forest trees presents a challenge for the classification of life histories. 6. The seedling bank contributes to the canopy composition in ancient forests. Forest ecology must consider not only tree regeneration in relation to disturbance, but also the dynamics of tree populations under intact canopies. © 2005 British Ecological Society.",63,Journal,ar,Article,100,3,3,Abies amabilis | Chamaecyparis nootkatensis | Old-growth forest | Population ecology | Seedling bank | Stand dynamics | Stress tolerators | Tree growth | Tsuga,29602,undefined,1,TRUE,67,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444377324,SCOPUS_ID:20444377324,2-s2.0-20444377324,"Alternative height strategies among 45 dicot rain forest species from tropical Queensland, Australia",Falster D.,Journal of Ecology,00220477,NA,93,3,521-535,2005-06-01,June 2005,10.1111/j.0022-0477.2005.00992.x,"1 Potential height, which spans at least an order of magnitude across species, is considered an important indicator of light capture strategy. Still, it remains unclear how potential height is coordinated with other traits that influence height growth rate, stem persistence and performance in low light. We proposed that contrasting correlations between potential height and other plant attributes would be observed for sets of species selected to span two hypothetical axes of light availability within mature forest and time since disturbance. 2 We selected 45 perennial rain forest species in Australia's wet tropics to span gradients of light availability and successional status and measured potential height together with traits influencing light capture and regeneration strategy on mature individuals. The traits included leaf mass per area, leaf nitrogen, wood density, stem mass per length, branch mass fraction and seed mass. 3 Potential height was significantly correlated with numerous traits among species selected to span each of the two gradients. Height was positively correlated with leaf mass area-1, leaf nitrogen and seed mass and negatively correlated with leaf area ratio at the branch tip along both light and successional gradients. Height was positively correlated with wood density along the successional axis, with the opposite relationship along the light gradient. 4 Trait relationships differed in either slope or intercept between the two gradients, reflecting different strategic trade-offs. At a given height, shorter species in the successional gradient were characterized by lower leaf mass area-1, lighter wood, smaller seeds, lower leaf nitrogen and lower leaf area ratio at the branch tip than similar sized species along the light gradient. 5 The results of this study support the idea of two distinct, trait-mediated axes of coexistence among short and tall plant species within vegetation. In several cases, trait relationships were weak or non-significant when species groupings were merged, indicating the importance of separating out the two sets for comparative studies. © 2005 British Ecological Society.",153,Journal,ar,Article,100,2,2,Comparative | Leaf mass per area | Plant height | Rain forest | Strategy | Succession | Wood density,29602,undefined,1,TRUE,68,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444373747,SCOPUS_ID:20444373747,2-s2.0-20444373747,Changes in mass and nutrient content of wood during decomposition in a south Florida mangrove forest,Romero L.,Journal of Ecology,00220477,NA,93,3,618-631,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00970.x,"1 Large pools of dead wood in mangrove forests following disturbances such as hurricanes may influence nutrient fluxes. We hypothesized that decomposition of wood of mangroves from Florida, USA (Avicennia germinans, Laguncularia racemosa and Rhizophora mangle), and the consequent nutrient dynamics, would depend on species, location in the forest relative to freshwater and marine influences and whether the wood was standing, lying on the sediment surface or buried. 2 Wood disks (8-10 cm diameter, 1 cm thick) from each species were set to decompose at sites along the Shark River, either buried in the sediment, on the soil surface or in the air (above both the soil surface and high tide elevation). 3 A simple exponential model described the decay of wood in the air, and neither species nor site had any effect on the decay coefficient during the first 13 months of decomposition. 4 Over 28 months of decomposition, buried and surface disks decomposed following a two-component model, with labile and refractory components. Avicennia germinans had the largest labile component (18 ± 2% of dry weight), while Laguncularia racemosa had the lowest (10 ± 2%). Labile components decayed at rates of 0.37-23.71% month -1, while refractory components decayed at rates of 0.001-0.033% month-1. Disks decomposing on the soil surface had higher decay rates than buried disks, but both were higher than disks in the air. All species had similar decay rates of the labile and refractory components, but A. germinans exhibited faster overall decay because of a higher proportion of labile components. 5 Nitrogen content generally increased in buried and surface disks, but there was little change in N content of disks in the air over the 2-year study. Between 17% and 68% of total phosphorus in wood leached out during the first 2 months of decomposition, with buried disks having the greater losses, P remaining constant or increasing slightly thereafter. 6 Newly deposited wood from living trees was a short-term source of N for the ecosystem but, by the end of 2 years, had become a net sink. Wood, however, remained a source of P for the ecosystem. 7 As in other forested ecosystems, coarse woody debris can have a significant impact on carbon and nutrient dynamics in mangrove forests. The prevalence of disturbances, such as hurricanes, that can deposit large amounts of wood on the forest floor accentuates the importance of downed wood in these forests. © 2005 British Ecological Society.",77,Journal,ar,Article,100,3,3,Avicennia germinans | Decomposition | Disturbance | Everglades National Park | Hurricane effects | Laguncularia racemosa | Mangroves | Nutrients | Rhizophora mangle | Wood,29602,undefined,1,TRUE,69,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444366586,SCOPUS_ID:20444366586,2-s2.0-20444366586,Natural selection for resistance to the allelopathic effects of invasive plants,Callaway R.,Journal of Ecology,00220477,NA,93,3,576-583,2005-06-01,June 2005,10.1111/j.1365-2745.2005.00994.x,"1 Exotic plant invasions often cause high mortality in native populations and therefore have the potential to be a powerful selective force. 2 We found that surviving individuals from North American communities that have experienced extensive invasion by Centaurea maculosa have higher tolerances to the Eurasian invader than individuals from communities that did not experience invasion. 3 Some native species grown from the seed of individuals that survived Centaurea invasion were more resistant to the general competitive effects of Centaurea, the root exudates from Centaurea, and to a chemical specific to the root exudates of Centaurea (±)-catechin. 4 Although these results may be confounded by maternal effects, they provide initial evidence that native plant species may evolve to tolerate the effects of an exotic invader, and in particular an invader's novel allelochemistry. 5 Such effects may have long-term implications for plant invasions and the organization of plant communities. Evolved tolerance may ultimately contribute to coexistence among natives and invaders, with our results suggesting that natural plant communities may be more coevolved and less individualistic than currently thought. © 2005 British Ecological Society.",183,Journal,ar,Article,100,5,5,Allelopathy | Catechin | Centaurea | Evolution | Invasion | Natural selection | Plant biochemistry | Root exudates,29602,undefined,1,TRUE,70,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/20444364208,SCOPUS_ID:20444364208,2-s2.0-20444364208,Hedera helix L.,Metcalfe D.,Journal of Ecology,00220477,NA,93,3,632-648,2005-06-01,June 2005,10.1111/j.1365-2745.2005.01021.x,NA,86,Journal,re,Review,100,1,1,NA,29602,undefined,0,FALSE,71,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/16844380028,SCOPUS_ID:16844380028,2-s2.0-16844380028,Beyond the regeneration phase: Differentiation of height-light trajectories among tropical tree species,Poorter L.,Journal of Ecology,00220477,NA,93,2,256-267,2005-04-01,April 2005,10.1111/j.1365-2745.2004.00956.x,"1. A height-light trajectory (HLT, a fitted curve relating canopy exposure to tree height) was determined for populations of individuals of each of 47 tree species in a Liberian lowland rainforest. The HLTs were compared and related to tree allometry and adult stature. Crown exposure was measured for 7460 trees and related to tree height using a multinomial regression analysis. Individual trees were followed for 2.8-9.8 years. 2. The trajectories of the 47 species were compared with the average vertical light profile in the forest canopy. Evidence was found for the existence of all nine trajectories hypothesized on the basis of three possible light environments (high, intermediate and low) for juveniles and adults. The classical paradigm of pioneer vs. shade tolerant, based on seed and seedling responses, does not therefore apply to post-seedling stages. 3. The majority of the species followed the vertical light profile in the forest canopy, starting in low light environments in the juvenile stage and ending up in high light environments in the adult stage. Only two species complied with the classic notion of whole-life shade tolerants and whole-life shade intolerants (one each). 4. The predictable vertical light gradient in the forest canopy has led to a close association between adult height, light trajectories and allometric traits. Large-stature species tend to have relatively slender stems and narrow crowns, and therefore realize a faster temporal and height-related increase in crown exposure. 5. Tree species have different height-light trajectories when they grow from seedling to adulthood. This may have profound repercussions for our current views on plasticity and adaptation, light partitioning and species coexistence, and on silviculture and management. © 2005 British Ecological Society.",187,Journal,ar,Article,100,4,4,Architecture | Functional groups | Liberia | Light | Niche partitioning | Regeneration | Shade tolerance | Tree | Tropical rain forest,29602,undefined,0,FALSE,72,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/16844376658,SCOPUS_ID:16844376658,2-s2.0-16844376658,Pre-dispersal predation of Taraxacum officinale (dandelion) seed,Honek A.,Journal of Ecology,00220477,NA,93,2,335-344,2005-04-01,April 2005,10.1111/j.1365-2745.2005.00986.x,"1. Pre-dispersal predation of seeds of Asteraceae has been studied in species where ripening seed is present on plants for long periods but rarely in those where seed maturation is ephemeral and density of consumers is therefore unlikely to keep pace with changes in seed availability. 2. We therefore followed predation of dandelion (Taraxacum officinale) seeds by the larvae of Glocianus punctiger and Olibrus bicolor and predicted that both abundance of seed consumers and seed damage will be indirectly proportional to inflorescence availability, and that overall seed damage will be less than in species with longer lived inflorescences. 3. We counted the number of dandelion capitula m-2, number of larvae capitulum-1 and percentage of damaged seeds at 10 sites, where the flowering time and densities of dandelions differed. The counts were made in 2002 and 2003, at half-weekly (April-May) or weekly (June-August) intervals. 4. Abundance of both species of consumer varied among dandelion patches, and with change in availability of dandelion capitula. Numbers of larvae capitulum-1 were high early and late, when few capitula were available, but decreased at the time of peak flowering when there were many capitula. Production of ready-to-pupate larvae m-2 of a species at a site was similar in successive years, but values for O. bicolor and G. punctiger were not correlated. 5. Seed damage paralleled the abundance of consumer larvae, with early and late flowers suffering most. A linear relationship correcting for lost seeds, predicted 30% damage when there were five larvae capitulum-1, below levels reported for species of Asteraceae with persistent inflorescences. 6. The intensity of pre-dispersal seed predation is directly proportional to the abundance of seed consumer species and indirectly proportional to the availability of maturing capitula. Consequently, in species with ephemeral, synchronized flowering, where seed is available for only a short time, the majority of plants lose only a small proportion to predators. Although those flowering earlier or later than the peak will suffer a much higher risk, the low overall level of damage is unlikely to influence population biology. © 2005 British Ecological Society.",37,Journal,ar,Article,100,2,2,Abundance | Coleoptera | Consumption | Germination | Glocianus punctiger | Olibrus bicolor | Phenology | Seed | Seed predation | Taraxacum officinale,29602,undefined,0,FALSE,73,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/16844375728,SCOPUS_ID:16844375728,2-s2.0-16844375728,Rosa rugosa Thunb. ex Murray,Bruun H.,Journal of Ecology,00220477,NA,93,2,441-470,2005-04-01,April 2005,10.1111/j.1365-2745.2005.01002.x,NA,76,Journal,re,Review,100,1,1,NA,29602,undefined,0,FALSE,74,NA,NA,NA,NA
