@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,dc:creator,author-count.$,authkeywords,dc:description,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0024875646,SCOPUS_ID:0024875646,2-s2.0-0024875646,The influence of elephants and fire on a Brachystegia-Julbernardia woodland in Zimbabwe,Journal of Tropical Ecology,02664674,14697831,5,2,215-226,1989-01-01,May 1989,10.1017/S0266467400003503,46,Journal,ar,Article,100,1,23435,undefined,0,FALSE,NA,NA,27,Guy P.R.,1,elephants | fire | woodland | Zimbabwe,"Wildlife Research Area, Zimbabwe, show major differences in structure, biomass and species composition. The woodlands inside the research area have a lower stem area, tree density and biomass than those outside it. The shrubs inside the research area occur at a higher density than they do outside it, but the biomasses of shrubs in the two woodlands are similar. The woodlands inside the research area are affected by elephants and fire, whereas those outside it are affected mainly by fire. It is postulated that the policy of maintaining the elephant population at 250 in the research area is having a beneficial effect and, provided elephants and fire are kept in check, the woodlands inside the research area will eventually recover. Brachystegia-Julbernardia (miombo) woodlands inside and outside the Sengwa. © 1989, Cambridge University Press. All rights reserved.",NA,Earthwatch Institute
true,https://api.elsevier.com/content/abstract/scopus_id/0024874214,SCOPUS_ID:0024874214,2-s2.0-0024874214,Tent-Roosting By Scotophilus Kuhlii (Chiroptera: Vespertilionidae) In The Philippines,Journal of Tropical Ecology,02664674,14697831,5,4,433-436,1989-01-01,November 1989,10.1017/S0266467400003886,17,Journal,ar,Article,100,3,23435,BSR-8514223,0,FALSE,NA,NA,28,Rickart E.A.,3,NA,NA,NSF,National Science Foundation
true,https://api.elsevier.com/content/abstract/scopus_id/0024873352,SCOPUS_ID:0024873352,2-s2.0-0024873352,A survey of small mammals within a sabah tree plantation in Malaysia,Journal of Tropical Ecology,02664674,14697831,5,2,203-214,1989-01-01,May 1989,10.1017/S0266467400003485,22,Journal,ar,Article,100,2,23435,undefined,0,FALSE,NA,NA,29,Stuebing R.,2,logged forest | Malaysia | murids | plantations | rodents | tree shrews,"A survey of small mammals was made in a tree plantation in Sabah, East Malaysia. Transects within pure plantings of Eucalyptus deglupta, Gmelina arborea, Albizia falcataria and A. falcataria/Theobroma cacao were compared with a similar transect laid through seven-year-old logged forest near the plantation. A total of 16 small mammal species were trapped, with 11 found in the logged forest area, and 15 in the plantation. Values for the Shannon-Wiener Diversity Index (H') and for biomass were highest in logged forest, which also showed a low (>45%) Percent Similarity when compared with any of the plantation areas. Highest diversity and biomass values within the plantation were found in Albizia falcataria plantings, while the lowest were found in A. falcataria underplanted with Theobroma cacao. All plantation areas were dominated by Maxomys whiteheadi, whereas A. falcataria plantings had the highest numbers of Tupaia glis and Tupaia tana. The study shows that although tropical plantations of exotic tree species can support a large number of species of scansorial small mammals, overall diversity and species biomass per hectare is much lower than that found in logged forest. © 1989, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024797507,SCOPUS_ID:0024797507,2-s2.0-0024797507,Mist and fog interception in elfin cloud forests in Colombia and Venezuela,Journal of Tropical Ecology,02664674,14697831,5,3,309-322,1989-01-01,August 1989,10.1017/S0266467400003709,105,Journal,ar,Article,100,2,23435,undefined,0,FALSE,NA,NA,30,Cavelier J.,2,cloud forest | Colombia | fog interception | leaf angle | mist | mountain forests | Neotropics | tropical mountains | Venezuela | water sources,"forests on small mountains along the Caribbean coast of South America and one in the Venezuelan Andes. (1) While rainfall increases from west to east in the small mountains along the coast, fog interception decreases. In 1985, the total annual rainfall and fog interception were 853 mm and 796 mm in the cloud forest of Serrania de Macuira, 1630 mm and 518 mm in Cerro Santa Ana and, 4461 mm and 480 mm in Cerro Copey. In the Andean forest of El Zumbador, the 1985 rainfall was 1983 mm and the annual fog interception was only 72 mm. (2) Fog interception seems to be an important source of water to the elfin cloud forests of the small mountains which are surrounded by dry vegetation types and where the rainfall regime is highly seasonal. (3) Fog interception increases with altitude (in the same mountain), exposure (wind-ward slopes) and leaf inclination. These variations of fog interception could partially explain the observed distribution of epiphytic flora in some of these cloud forests. Fog interception and rainfall were measured during one year in three elfin cloud. © 1989, Cambridge University Press. All rights reserved.",ULA,Universidad de Los Andes Venezuela
true,https://api.elsevier.com/content/abstract/scopus_id/0024572125,SCOPUS_ID:0024572125,2-s2.0-0024572125,"Analysis of the niche of two sympatric species of bombus (Hymenoptera, Apidae) in southeastern Brazil",Journal of Tropical Ecology,02664674,14697831,5,1,81-92,1989-01-01,February 1989,10.1017/S0266467400003242,30,Journal,ar,Article,100,2,23435,40.2476/82,0,FALSE,NA,NA,31,Camillo E.,2,Bombus | Brazil | bumble-bees | competition | evenness | flowering | food sources | niche width | overlap,"The sources of food and the width and overlap of the food niches of Bombus atratus and Bombus mono were determined by field observations and analysis of the pollen loads carried to the colonies by worker bees. The two species together utilized 50 flower species of which 26 were used by both. Solanum paniculatum (Solanaceae) and Psidium guajava (Myrta-ceae) were the most frequently visited plants. The food niche width and niche evenness for both species were similar. The correlation between niche width and niche evenness was non-significant showing that evenness does not depend on niche width. In addition, there was no correlation between niche width and overlap, i.e. overlap varied independently of niche width. A high overlap of food sources utilized by the two species was observed in September, October and November. This may be explained in one of two ways: (a) if B. atratus and B. mono compete for resources, competition would be more intense during those three months; (b) the convergency of both species to the same plant species (Solanum paniculatum and Psidium guajava) would only result in more intensive competition if resources were limiting. However, at that period of the year resources are abundant, therefore although the values of overlap were high, competition need not have occurred. © 1989, Cambridge University Press. All rights reserved.",FAPESP,Fundação de Amparo à Pesquisa do Estado de São Paulo
true,https://api.elsevier.com/content/abstract/scopus_id/0024571931,SCOPUS_ID:0024571931,2-s2.0-0024571931,Canopy dynamics and light climates in a tropical moist deciduous forest in India,Journal of Tropical Ecology,02664674,14697831,5,1,65-79,1989-01-01,February 1989,10.1017/S0266467400003229,27,Journal,ar,Article,100,1,23435,undefined,0,FALSE,NA,NA,32,Lee D.W.,1,India | monsoon | phenology | photosynthetic photon flux density | quality | spectral | tropical deciduous forest,"The canopy dynamics and light climates within a 20 by 60 m quadrat were studied in a disturbed moist deciduous forest near Bombay, India. A map was drawn of individual trees within the quadrat, the taxa were identified, and their phenology was followed from November 1984 to July 1985. The quadrat contained 14 species, the most common being Tectona grandis, Terminalia tomentosa, Butea monosperma, Mitragyne parviflora and Albizia procera. Some individuals were in leaf at all times, more so at the moister east end of the quadrat. In November at the end of the rainy season, light measurements documented percentages of total daily photosynthetic photon fluence (PPF) at 10.0% of full sunlight; 44% of this flux was due to sun-flecks whose duration was approximately 17% of the daytime hours. Values for six sites were similar to mid-day measurements along a 40 m transect, and consistent with the 94% canopy cover of the sites, photographed with a fish-eye lens. The March dry season measurements revealed a more intense radiation environment (54% of solar PPF), and 59% of the photosynthetic photon flux density at mid-day along the transect. Canopy openings were increased to a mean of 59.4%. Light in the understorey in November was spectrally altered, with typical R:fr ratios of 0.30, compared to March values identical to those of sunlight, at 1.10. © 1989, Cambridge University Press. All rights reserved.",NA,Whitehall Foundation
true,https://api.elsevier.com/content/abstract/scopus_id/0024531096,SCOPUS_ID:0024531096,2-s2.0-0024531096,Ant-Mealybug Interaction Decreases Reproductive Fitness Of Schomburgkia Tibicinis (Orchidaceae) In Mexico,Journal of Tropical Ecology,02664674,14697831,5,1,109-112,1989-01-01,February 1989,10.1017/S0266467400003266,16,Journal,ar,Article,100,2,23435,undefined,0,FALSE,NA,NA,33,Rico-Gray V.,2,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024530438,SCOPUS_ID:0024530438,2-s2.0-0024530438,Moth diversity of a tropical forest in Peninsular Malaysia,Journal of Tropical Ecology,02664674,14697831,5,1,37-50,1989-01-01,February 1989,10.1017/S0266467400003205,54,Journal,ar,Article,100,2,23435,undefined,0,FALSE,NA,NA,34,Barlow H.,2,biomass | diversity | light trapping | log-normal | log-series | macrolepidoptera | moths | Peninsular Malaysia | Q-statistic | seasonality,"A standard Rothamsted light trap was operated for slightly over 12 months from the end of September 1979 to October 1980 at Genting Sempah, Pahang in Malaysia. All specimens of macrolepidoptera families together with the Pyralidae were identified, counted and recorded. The numbers of species caught were compared with those obtained by a different method at a nearby site for over 10 years. Diversity, biomass and seasonality of the catch were compared with identically sampled populations in Great Britain and New Zealand. The Genting Sempah trap had very high diversity and biomass compared with the temperate samples and exhibited much less seasonality. The Pyralidae and other families (excluding Noctuidae and Geometridae) formed a much higher component of diversity in Genting than in Britain. The log-normal distribution fits the data better than the log-series. So the inter-quartile slope, Q, is the correct parameter for interfaunal comparisons. © 1989, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024525962,SCOPUS_ID:0024525962,2-s2.0-0024525962,An Association Between Marmosets And Army Ants In Brazil,Journal of Tropical Ecology,02664674,14697831,5,1,113-116,1989-01-01,February 1989,10.1017/S0266467400003278,14,Journal,ar,Article,100,3,23435,undefined,0,FALSE,NA,NA,35,Rylands A.B.,3,army ants | Brazil | marmosets,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024525954,SCOPUS_ID:0024525954,2-s2.0-0024525954,Litterfall and litter nutrient content in primary and secondary amazonian ‘terra firme’ rain forest,Journal of Tropical Ecology,02664674,14697831,5,1,27-36,1989-01-01,February 1989,10.1017/S0266467400003199,53,Journal,ar,Article,100,2,23435,undefined,0,FALSE,NA,NA,36,Dantas M.,2,Amazonia Brazil | capoeira | litter litter nutrient content primary forest tropical rain forest,"Litterfall in primary and secondary forests (‘capoeira’) in eastern Brazilian Amazonia was measured fortnightly from August 1979 to October 1980. The nutrient contents of the litter (N, P, K, Ca and Mg) were determined. Litterfall differed between the two forest types (primary forest - 8.04 t ha-1 yr-1; secondary forest - 5.04 t ha-1 yr-1). The value obtained for primary forest was similar to those reported elsewhere in Brazil (mean = 8 t ha-1 yr-1) and from other regions of S. America (mean = 7.20 t ha-1 yr-1). Prediction of net primary production from litterfall at the primary forest site gave rise to values of 14.47 and 26.58 t ha-1 yr-1. Estimates of net primary production in ‘capoeira’ ranged from 9.07 to 16.63 t ha-1 yr-1. Seasonality of litterfall was more marked in ‘capoeira’ than primary forest but in both cases was less pronounced than elsewhere in Brazil. Nutrient concentrations were highest in ‘capoeira’ litter, a finding which accords with results from other tropical sites; nevertheless input of nutrients per unit area of forest floor was greatest in the primary forest. © 1989, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024525666,SCOPUS_ID:0024525666,2-s2.0-0024525666,Microhabitat variation in an african savanna: Effects of woody cover and herbivores in kenya,Journal of Tropical Ecology,02664674,14697831,5,1,93-108,1989-01-01,February 1989,10.1017/S0266467400003254,46,Journal,ar,Article,100,1,23435,BSR 8505862,0,FALSE,NA,NA,37,Georgiadis N.,1,Africa | grass production | herbivory | Kenya | savanna | shade | soil | trees,"Effects of extreme livestock pressure on the abundance and distribution of a drought-deciduous shrub Sericocomopsis pallida, and effects of the shrub canopy on microclimate, soil fertility and grass production, were studied in savanna grasslands of southern Kenya. Canopy volume declined with increasing herbivore pressure, but shrub density was not systematically affected, suggesting strong resilience against destruction by herbivores. However, shrubs became more aggregated with increasing herbivory, suggesting that clumps of individuals are more resilient to destruction than are isolated individuals. Grass production was three times greater under the canopy of S. pallida than in the open. Comparisons of physical-chemical properties among soils derived from four microsites revealed far higher nutrient levels in sub-canopy soil than in soil derived from open ground between canopies, and radically different properties compared to soil heavily enriched with livestock dung and urine. Higher nutrient levels beneath the canopy most likely resulted from litter decomposition. A pot experiment, designed to simulate shading and soil conditions in the field, showed that grass growth promotion was largely due to a substantial increase in soil fertility beneath the canopy of S. pallida, comparable to grass productivity in soil enriched with livestock excreta. However, this increase in sub-canopy grass production did not significantly increase regional grass layer production. © 1989, Cambridge University Press. All rights reserved.",NSF,National Science Foundation
true,https://api.elsevier.com/content/abstract/scopus_id/0024484809,SCOPUS_ID:0024484809,2-s2.0-0024484809,"The ecology of small mammals in Ogba Forest Reserve, Nigeria",Journal of Tropical Ecology,02664674,14697831,5,1,51-64,1989-01-01,February 1989,10.1017/S0266467400003217,8,Journal,ar,Article,100,1,23435,undefined,0,FALSE,NA,NA,38,Iyawe J.,1,lowland rain forest | Nigeria | rodents | shrews,"A total of 392 small mammals belonging to five species of small rodents and four species of shrews were caught. The small mammals and their percentage composition were Crocidura nigeriae (20.9%), Crocidura grandiceps (11.7%), Crocidura crossei (9.7%), Crocidura flavescens manni (20.4%), Mus musculoides (89.0%), Praomys tullbergi (11.5%), Lophuromys sikapusi (3.6%), Lemniscomys striatus (1.3%), and Arvicanthis niloticus (0.3%). There were monthly variations in the number of Mus musculoides and Crocidura nigeriae. In Mus musculoides breeding was at a maximum at the beginning and towards the end of the wet season and early dry season. In Crocidura nigeriae breeding was maximal during the wet season and low in the dry season. The seasonal changes in the age structure of the two most common species: Mus musculoides and Crocidura nigeriae, are described. © 1989, Cambridge University Press. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024484478,SCOPUS_ID:0024484478,2-s2.0-0024484478,Body Size And Nesting Behaviour Of The Sand Wasp Stictia Heros (Hymenoptera: Sphecidae) In Costa Rica,Journal of Tropical Ecology,02664674,14697831,5,1,117-120,1989-01-01,February 1989,10.1017/S026646740000328X,4,Journal,ar,Article,100,2,23435,undefined,0,FALSE,NA,NA,39,Larsson F.,2,aggregations | body size | Costa Rica | nearest neighbour | nesting | sphecidae | Stictia heros,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024484463,SCOPUS_ID:0024484463,2-s2.0-0024484463,Interactions between nectarivorous birds and the flowers of Aphelandra sinclairiana in Panama,Journal of Tropical Ecology,02664674,14697831,5,1,19-26,1989-01-01,February 1989,10.1017/S0266467400003187,9,Journal,ar,Article,100,1,23435,undefined,0,FALSE,NA,NA,40,Fraga R.M.,1,Aphelandra | flower aggregation | nectar thieves | Panama | Phaethornis | pollina- | territorial humming-birds | tion,"Flowers of Aphelandra sinclairiana have features of flowers pollinated by hermit humming-birds (long corollas) and of those pollinated by territorial humming-birds (dilute nectar, clustered distribution). Flowers in large clumps at the peak of the blooming season were pollinated by two territorial humming-birds, but at the end of the season or in isolated plants the main avian pollinator was the non-territorial hermit Phaethornis superciliosus. Visits by avian nectar thieves were more frequent at high flower densities. The reproductive output of inflorescences was similar at different levels of flower aggregation. Aphelandra flowers in large clumps could exchange pollen with extraterritorial plants because territorial humming-birds did not completely exclude pollinating hermits. The commonest nectar thief at high flower aggregations was the passerine Vermivora peregrina, the second most common nectar thief was the hermit Phaethornis longuemareus. © 1989, Entomological Society of Canada. All rights reserved.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024483573,SCOPUS_ID:0024483573,2-s2.0-0024483573,Ecology of the asian elephant in southern india. i. movement and habitat utilization patterns,Journal of Tropical Ecology,02664674,14697831,5,1,1-18,1989-01-01,February 1989,10.1017/S0266467400003175,59,Journal,ar,Article,100,1,23435,3032,0,FALSE,NA,NA,41,Sukumar R.,1,Asian elephant | elephant ecology | Elephas maximus | habitat utilization | home | India | range,"The movement and habitat utilization patterns were studied in an Asian elephant population during 1981–83 within a 1130 km2 area in southern India (11° 30 N to 12° 0' N and 76° 50 E to 77° 15 E). The study area encompasses a diversity of vegetation types from dry thorn forest (250–400 m) through deciduous forest (400–1400 m) to stunted evergreen shola forest and grassland (1400–1800 m). Home range sizes of some identified elephants were between 105 and 320 km2. Based on the dry season distribution, five different elephant clans, each consisting of between 50 and 200 individuals and having overlapping home ranges, could be defined within the study area. Seasonal habitat preferences were related to the availability of water and the palatability of food plants. During the dry months (January-April) elephants congregated at high densities of up to five individuals km-2 in river valleys where browse plants had a much higher protein content than the coarse tall grasses on hill slopes. With the onset of rains of the first wet season (May-August) they dispersed over a wider area at lower densities, largely into the tall grass forests, to feed on the fresh grasses, which then had a high protein value. During the second wet season (September-December), when the tall grasses became fibrous, they moved into lower elevation short grass open forests. The normal movement pattern could be upset during years of adverse environmental conditions. However, the movement pattern of elephants in this region has not basically changed for over a century, as inferred from descriptions recorded during the nineteenth century. © 1989, Cambridge University Press. All rights reserved.",WWF,World Wildlife Fund
