@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,authkeywords,dc:description
true,https://api.elsevier.com/content/abstract/scopus_id/0028975540,SCOPUS_ID:0028975540,2-s2.0-0028975540,"New and firm evidence for mid-Holocene appearance of Picea abies in the Scandes Mountains, Sweden",Kullman L.,Journal of Ecology,00220477,83,3,439-447,1995-01-01,1995,10.2307/2261597,52,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,73,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975325,SCOPUS_ID:0028975325,2-s2.0-0028975325,A model simulating the genesis of banded vegetation patterns in Niger,Thiery J.,Journal of Ecology,00220477,83,3,497-507,1995-01-01,1995,10.2307/2261602,174,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,74,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975314,SCOPUS_ID:0028975314,2-s2.0-0028975314,Competition and succession in an aspen-white-pine forest,Peterson C.,Journal of Ecology,00220477,83,3,449-457,1995-01-01,1995,10.2307/2261598,52,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,75,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975308,SCOPUS_ID:0028975308,2-s2.0-0028975308,Genotypic variation and plasticity of clonal growth in relation to nutrient availability in Amphibromus scabrivalvis,Cheplick G.,Journal of Ecology,00220477,83,3,459-468,1995-01-01,1995,10.2307/2261599,73,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,76,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975299,SCOPUS_ID:0028975299,2-s2.0-0028975299,The growth dynamics of Sphagnum based on field measurements in a temperate bog and on laboratory cultures,Gerdol R.,Journal of Ecology,00220477,83,3,431-437,1995-01-01,1995,10.2307/2261596,56,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,77,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975292,SCOPUS_ID:0028975292,2-s2.0-0028975292,The relationship of vegetation to methane emission and hydrochemical gradients in northern peatlands,Bubier J.,Journal of Ecology,00220477,83,3,403-420,1995-01-01,1995,10.2307/2261594,188,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,78,NA,NA,CCA | DCA | TWINSPAN,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975287,SCOPUS_ID:0028975287,2-s2.0-0028975287,Spatial variation in nitrogen availability in three successional plant communities,Gross K.,Journal of Ecology,00220477,83,3,357-367,1995-01-01,1995,10.2307/2261590,228,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,79,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975286,SCOPUS_ID:0028975286,2-s2.0-0028975286,Plant species abundance and tissue concentrations of limiting nutrients in low-nutrient grasslands: A test of competition theory,Mamolos A.,Journal of Ecology,00220477,83,3,485-495,1995-01-01,1995,10.2307/2261601,44,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,80,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975280,SCOPUS_ID:0028975280,2-s2.0-0028975280,Variation in fitness-related characters among small and large populations of Salvia pratensis,Ouborg N.J.,Journal of Ecology,00220477,83,3,369-380,1995-01-01,1995,10.2307/2261591,107,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,81,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975268,SCOPUS_ID:0028975268,2-s2.0-0028975268,Regeneration pulses and climate-vegetation interactions in nonpyrogenic boreal Scots pine stands,Zackrisson O.,Journal of Ecology,00220477,83,3,469-483,1995-01-01,1995,10.2307/2261600,138,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,82,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975230,SCOPUS_ID:0028975230,2-s2.0-0028975230,"Biological flora of the British Isles - Symphoricarpos albus (L.) S.F.Blake (S.rivularis Suksd., S.racemosus Michaux)",Gilbert O.L.,Journal of Ecology,00220477,83,1,159-166,1995-01-01,1995,10.2307/2261160,8,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,83,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028975090,SCOPUS_ID:0028975090,2-s2.0-0028975090,The effect of salinity on the leaf and shoot demography of two arctic forage species,Srivastava D.,Journal of Ecology,00220477,83,3,421-430,1995-01-01,1995,10.2307/2261595,29,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,84,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028974996,SCOPUS_ID:0028974996,2-s2.0-0028974996,Coupling of seagrass (Cymodocea nodosa) patch dynamics to subaqueous dune migration,Marba N.,Journal of Ecology,00220477,83,3,381-389,1995-01-01,1995,10.2307/2261592,151,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,85,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028973845,SCOPUS_ID:0028973845,2-s2.0-0028973845,"The responses of species to climate over two centuries: An analysis of the Marsham phenological record, 1736-1947",Sparks T.,Journal of Ecology,00220477,83,2,321-329,1995-01-01,1995,10.2307/2261570,343,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,86,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028896686,SCOPUS_ID:0028896686,2-s2.0-0028896686,Dendrochronology of subfossil pine in the north of Ireland,Pilcher J.,Journal of Ecology,00220477,83,4,665-671,1995-01-01,1995,10.2307/2261634,82,Journal,ar,Article,100,6,6,29602,undefined,0,FALSE,87,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028895327,SCOPUS_ID:0028895327,2-s2.0-0028895327,Biological Flora of the British Isles: Senecio cambrensis Rosser,Ingram R.,Journal of Ecology,00220477,83,3,537-546,1995-01-01,1995,10.2307/2261607,18,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,88,NA,NA,NA,"No 186 in the series, this rare endemic (recorded in two areas in the UK), annual or short-lived perennial ragwort, is reviewed. Morphological features are described first; additional sections cover: geographical and altitudinal distribution; habitat (climatic topographical limits and substratum); communities in which the plant is recorded; response to biotic factors; response to environment; structure and physiology; phenology; floral and seed characters; herbivory and disease; and an historical review. -S.R.Harris"
true,https://api.elsevier.com/content/abstract/scopus_id/0028895321,SCOPUS_ID:0028895321,2-s2.0-0028895321,Correlates of seed size variation: A comparison among five temperate floras,Leishman M.,Journal of Ecology,00220477,83,3,517-530,1995-01-01,1995,10.2307/2261604,231,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,89,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028862595,SCOPUS_ID:0028862595,2-s2.0-0028862595,Potentilla rupestris L. (Potentilla corsica Sieber ex Lehm),Wilson G.,Journal of Ecology,00220477,83,2,335-343,1995-01-01,1995,10.2307/2261572,3,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,90,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028831431,SCOPUS_ID:0028831431,2-s2.0-0028831431,Demography of the perennial herb Lathyrus vernus. I. Herbivory and individual performance,Ehreln J.,Journal of Ecology,00220477,83,2,287-295,1995-01-01,1995,10.2307/2261567,80,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,91,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028820950,SCOPUS_ID:0028820950,2-s2.0-0028820950,EC-PC comparative analyses?,Rees M.,Journal of Ecology,00220477,83,5,891-893,1995-01-01,1995,10.2307/2261426,26,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,92,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028797082,SCOPUS_ID:0028797082,2-s2.0-0028797082,Evolution of increased competitive ability in invasive nonindigenous plants: A hypothesis,Blossey B.,Journal of Ecology,00220477,83,5,887-889,1995-01-01,1995,10.2307/2261425,1260,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,93,NA,NA,NA,NA
