@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0030808754,SCOPUS_ID:0030808754,2-s2.0-0030808754,Genetics of resistance of Salix sericea to a diverse community of herbivores,Roche B.M.,Evolution,00143820,51,5,1490-1498,1997-01-01,October 1997,"We measured resistance of Salix sericea, the silky willow, to a diverse assemblage of 12 herbivores. We investigated the potential for multispecies coevolution among these herbivores by measuring genetic correlations between pairs of herbivores interacting within the component community. After measuring herbivore attack on half-sib families of potted S. sericea during three years, we found significant narrow-sense heritabilities of resistance to Phyllonorycter salicifoliella and Phyllocnistis sp. in 1991. Thus, there is the potential for selection on resistance to these two herbivores. Despite the many significant phenotypic correlations between herbivore abundances within a year, most genetic correlations between herbivore abundances within a year were not significant. The genetic and phenotypic correlation structure varied from year to year in this three-year study. Thus, it appears that there is the potential for evolution of resistance to the two herbivores for which we found significant heritabilities, but multispecies coevolution seems unlikely.",44,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,101,10.2307/2411201,Heritability of resistance | Host-plant resistance | Multispecies selection | Salix sericea,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030808752,SCOPUS_ID:0030808752,2-s2.0-0030808752,Size-dependent asymmetry: Fluctuating asymmetry versus antisymmetry and its relevance to condition-dependent signaling,Rowe L.,Evolution,00143820,51,5,1401-1408,1997-01-01,October 1997,"Fluctuating asymmetry (FA) has received much recent attention in studies of the evolution of sexual signaling systems. Tests apparently showing that symmetry decreases as individual condition decreases have bolstered the view that FA plays a significant role in the evolution of sexual signals. However, a closer inspection of several examples of bilateral variation as a function of trait size (a correlate of condition) suggests a different pattern of variation. Rather than FA, these traits suggest a pattern of size-dependent antisymmetry (a bimodal frequency distribution of R - L). We introduce some quantitative methods to test for condition- or size-dependent FA. Our analyses reject pure FA for four of the five published datasets involving signals (the fifth is equivocal), but confirm the presence of size-dependent FA in one nonsignaling trait. In the studies not conforming to FA, the data appear to fit more closely a pattern of antisymmetry in individuals with smaller signaling traits. Our results thus suggest that current discussions and conclusions about the role of FA in the evolution of signaling systems should be reconsidered. More specifically, we note that condition-dependent antisymmetry offers a more reliable indicator than condition-dependent FA. We caution, however that additional work will be needed to determine whether the pattern is general and not an artifact. Our method of analysis could usefully be applied to studies of other continuous factors expected to be correlated with asymmetries, including heterozygosity, inbreeding, and environmental stress. Finally, we suggest that antisymmetry may have commonly been mistaken for FA in a variety of cases dealing with a variety of problems.",65,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,102,10.1111/j.1558-5646.1997.tb01463.x,Quality | Sexual selection | Signaling | Size-dependence,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030807365,SCOPUS_ID:0030807365,2-s2.0-0030807365,"Mitochondrial DNA sequence-based phylogeny and the evolution of viviparity in the Sceloporus scalaris group (Reptilia, Squamata)",Benabib M.,Evolution,00143820,51,4,1262-1275,1997-01-01,August 1997,"The lizard genus Sceloporus contains both oviparous and viviparous species. The scalaris complex is the only monophyletic group within the genus that includes both reproductive modes, thus it is particularly well suited for studies of the evolution of viviparity. Approximately 874 nucleotides of mtDNA sequence data, collected from 38 specimens, comprising 25 populations of all five recognized species within the group, were used in a phylogenetic analysis of the origin of viviparity. Viviparity appears to have evolved twice in this group: once in S. goldmani, included in a clade formed by a northern group consisting of S. scalaris, S. chaneyi, and S. goldmani, and one more time in S. bicanthalis, included in the southern group formed by S. bicanthalis and S. aeneus. An oviparous population of S. bicanthalis nested within that viviparous clade, indicates that reversal from viviparity to oviparity may be possible. Degree of sequence divergence among several S. bicanthalis individuals pertaining to a population in which both parity modes occur, was no larger between oviparous and viviparous lizards than among viviparous lizards. This suggests that this population is a single species, and it may represent a transition from oviparity to viviparity or vice-versa.",55,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,103,10.1111/j.1558-5646.1997.tb03973.x,Lizard | MtDNA | Phylogeny | Sceloporus | Viviparity,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030807364,SCOPUS_ID:0030807364,2-s2.0-0030807364,Fitness variation across a subdivided population of the annual plant Impatiens capensis,Kelly J.K.,Evolution,00143820,51,4,1100-1111,1997-01-01,August 1997,"The evolution of a subdivided population depends on whether subpopulations with high mean fitness make a greater per capita contribution to the next generation than subpopulations with lower mean fitness. I distinguish two different models of ecological population structure, denoted local compensation and global compensation. Local compensation restricts the differential contribution of subpopulations, whereas global compensation allows subpopulations to contribute in direct proportion to their mean fitness. I describe a simple regression-based method that distinguishes these alternatives as points on a continuum of possible population structures. The method is applied to field measurements of local abundance and reproduction in a subdivided population of the annual plant Impatiens capensis. These data suggest that the global compensation model is a more accurate description of the population studied. This result is surprising because local density effects on growth and reproduction occur in I. capensis. The implications of ecological population structure for both geographical variation in selection and kin selection are discussed.",15,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,104,10.1111/j.1558-5646.1997.tb03957.x,Hard selection | Impatiens | Kin selection | Population structure | Soft selection,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030807065,SCOPUS_ID:0030807065,2-s2.0-0030807065,"A recent host range expansion in Junonia coenia Hubner (Nymphalidae): Oviposition preference, survival, growth, and chemical defense",Camara M.D.,Evolution,00143820,51,3,873-884,1997-01-01,1997,"This paper reports on an investigation of two populations of Junonia coenia, the buckeye butterfly, one that feeds on the species' typical host plant (Plantago lanceolata) and one that utilizes a novel host plant (Kickxia elatine). I examined these populations for local adaptive responses in terms of oviposition behavior, growth, and chemical defense, on both P. lanceolata and K. elatine. In addition, I examined the genetic architecture underlying these traits using a full-sib quantitative genetic analysis. I found that a significant majority of females prefer the host plant species found at their collection sites in oviposition tests, but that there is no evidence that they are locally adapted in growth performance, as measured by fifth-instar and pupal weights and development times. Neither are there correlations between oviposition preferences of females and the growth performance or levels of chemical defense of their offspring. The two populations studied do, however, show specialization in terms of the levels of chemical defense they sequester from their host plants. I argue that these results indicate that natural enemies are the normal barriers to host range expansion in this oligophagous herbivore because a breakdown in those barriers results in genetic changes that enhance resistance to predation. This is despite the fact that adaptive responses in physiology are unlikely to be limited by a lack of genetic variability; the genetic architecture among traits would be conducive to specialization in growth performance; and there are costs to chemical defense in this species. All these conditions would tend to argue that J. coenia harbors considerable potential for coevolutionary interactions with its chemically defended hosts, but this potential is not realized, probably because natural selection on diet breadth by natural enemies is much stronger than selection from host plants in this system.",70,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,105,10.1111/j.1558-5646.1997.tb03669.x,Diet breadth | Insect chemical defense | Iridoid glycosides | Oviposition preference | Quantitative genetics | Trade-offs | Tritrophic interactions,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030801947,SCOPUS_ID:0030801947,2-s2.0-0030801947,Genetic and color interactions at a contact zone of Acanthochromis polyacanthus: A marine fish lacking pelagic larvae,Planes S.,Evolution,00143820,51,4,1232-1243,1997-01-01,August 1997,"Acanthochromis polyacanthus is an unusual tropical marine damselfish that uniquely lacks pelagic larvae and has lost the capacity for broad-scale dispersal among coral reefs. Different color morphs exist in different regions of the Great Barrier Reef, and morphs from northern and southern regions are genetically distinct. In the Hydrographers Passage area, which is a large break through the reef matrix in the central Great Barrier Reef that may have acted as a bottleneck on the migration of these animals during sea level rise, three morphs recognized from other regions were found on neighboring reefs. The transition between them is abrupt with three loci (AAT-2*, GPI-1*, and PGM*) showing allelic frequency patterns close to fixation between opposite alleles within a few kilometers. On two reefs (Hyde, Bebe), a pair of morphs was found to coexist and exhibited a habitat partitioning pattern with each morph restricted to one side on the reef and steep transitions in between. Outside these transition zones, phenotypes and genotypes matched those on surrounding reefs without coexistence and were little changed from reefs several hundred kilometers away. An electrophoretic survey across one transition zone on Hyde Reef showed steep genetic gradients along one kilometer of reef slope. Significant linkage disequilibria in samples collected in Hyde Reef as a result of dispersal of parental combinations of alleles into the center or because parental combinations of alleles confer greater fitness, allowed us to estimate the dispersal rate (189 m/generation) and the selection pressure on the marker loci (0.411). Finally, we investigated models that could lead to such a steep transition in genotypic and phenotypic combinations. Both contact zones on each side of Hyde Reef were associated with geomorphological discontinuities in the reef structure. We suggest that assortative mating may be a proximal mechanism for maintaining isolated each color morph, which could be reinforced by selective predation against hybrids outside the zone of their formation (i.e., the frequency-dependent selection model of Mallet and Barton (1989). Acanthochromis is a midwater planktivore and, when in coexistence, the two morphs forage in different habitats amid multispecific flocks of other damselfishes of matching colors.",51,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,106,10.1111/j.1558-5646.1997.tb03970.x,Allozyme | Color morphs | Coral reef fish | Great Barrier Reef | Hybrid zone | Speciation,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030799660,SCOPUS_ID:0030799660,2-s2.0-0030799660,Narrow hybrid zone between two subspecies of big sagebrush (Artemisia tridentata: Asteraceae). IV. Reciprocal transplant experiments,Wang H.,Evolution,00143820,51,1,95-102,1997-01-01,February 1997,"Does endogenous or exogenous selection stabilize the big sagebrush (Artemisia tridentata) hybrid zone? After two years of study, our reciprocal transplant experiments showed significant genotype by environment interactions for a number of fitness components, including germination, growth, and reproduction. Hybrids were the most fit within the hybrid garden. In the parental gardens, the native parental taxon was more fit than either the alien parental or hybrids. These results are consistent with the bounded hybrid superiority model, which assumes exogenous selection, but are clearly at odds with the dynamic equilibrium model, which assumes endogenous selection and universal hybrid unfitness.",144,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,107,10.1111/j.1558-5646.1997.tb02391.x,Big sagebrush | fitness | hybrid zones | reciprocal transplant experiments | selection,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030795784,SCOPUS_ID:0030795784,2-s2.0-0030795784,Single locus clines,Gavrilets S.,Evolution,00143820,51,3,979-983,1997-01-01,1997,NA,13,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,108,10.1111/j.1558-5646.1997.tb03678.x,Clines | Frequency-dependent selection | Postmating isolation | Premating isolation,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030794606,SCOPUS_ID:0030794606,2-s2.0-0030794606,How discrete are oak species? Insights from a hybrid zone between Quercus grisea and Quercus gambelii,Howard D.J.,Evolution,00143820,51,3,747-755,1997-01-01,1997,"The white oaks Quercus gambelii and Q. grisea overlap in distribution in New Mexico and Arizona. Within the region of overlap, there are numerous instances of contact between the two taxa. In some areas of contact morphologically, intermediate trees are common, whereas in others, morphologically intermediate trees are rare or absent. We describe a set of RAPD markers that distinguish between the two species and use these markers to examine patterns of gene exchange in an area of contact in the San Mateo Mountains of New Mexico. The markers are highly coincident with morphology and confirm that hybridization between the two species takes place. Despite the occurrence of hybrids, both species remain distinct, even in areas of sympatry, and marker exchange appears to be limited.",118,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,109,10.1111/j.1558-5646.1997.tb03658.x,Hybridization | Introgression | Mosaic hybrid zone | Oak | Quercus gambelii | Quercus grisea | Species,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030790490,SCOPUS_ID:0030790490,2-s2.0-0030790490,A search for quantitative trait loci affecting asymmetry of mandibular characters in mice,Leamy L.J.,Evolution,00143820,51,3,957-969,1997-01-01,1997,"An interval mapping procedure was used to search for and describe the effects of any quantitative trait loci (QTLs) for directional asymmetry (DA) and fluctuating asymmetry (FA) of 10 bilateral mandible characters in house mice. It was hypothesized that more QTLs would be found for DA than for FA, but that any discovered for FA should tend to exhibit dominance. All mandible characters were triply measured and 76 microsatellite markers were scored in an average of 471 mice from the F2 intercross of the Large (LG/J) and Small (SM/J) inbred strains. A total of 16 QTLs significantly affected DA in nine of the 10 mandible characters, and this was more than the 9.5 expected by chance alone. These QTLs were found on seven of the 19 chromosomes, often at or near locations of QTLs affecting the mean of the two sides for various dimensions on the mandible. It was concluded that there is genetical variability for DA in these characters, although its level was low (4.4% of the total variation in this particular F2 population). Eleven QTLs were detected for FA, suggesting that there is very little genetic variability for FA, at least as seen in the mandible characters in this particular F2 population. As hypothesized, however, these QTLs did tend to exhibit dominance.",80,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,110,10.1111/j.1558-5646.1997.tb03676.x,Directional and fluctuating asymmetry | Mandibular characters in mice | Quantitative trait loci,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030790489,SCOPUS_ID:0030790489,2-s2.0-0030790489,The evolution of sperm size in birds,Briskie J.V.,Evolution,00143820,51,3,937-945,1997-01-01,1997,"Sperm size varies enormously among species, but the reasons for this variation remain obscure. Since it has been suggested that swimming velocity increases with sperm length, earlier studies proposed longer (and therefore faster) sperm are advantageous under conditions of intense sperm competition. Nonetheless, previous work has been equivocal, perhaps because the intensity of sperm competition was measured indirectly. DNA profiling now provides a more direct measure of the number of offspring sired by extrapair males, and thus a more direct method of assessing the potential for sperm competition. Using a sample of 21 species of passerine birds for which DNA profiling data were available, we found a positive relation between sperm length and the degree of extrapair paternity. A path analysis, however, revealed that this relationship arises only indirectly through the positive relationship between the rate of extrapair paternity and length of sperm storage tubules (SSTs) in the female. As sperm length is correlated positively with SST length, an increase in the intensity of sperm competition leads to an increase in sperm length only through its effect on SST length. Why females vary SST length with the intensity of sperm competition is not clear, but one possibility is that it increases female control over how sperm are used in fertilization. Males, in turn, may respond on an evolutionary time scale to changes in SST size by increasing sperm length to prevent displacement from rival sperm. Previous theoretical analyses predicting that sperm size should decrease as sperm competition becomes more intense were not supported by our findings. We suggest that future models of sperm-size evolution consider not only the role of sperm competition, but also how female control and manipulation of ejaculates after insemination selects for different sperm morphologies.",185,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,111,10.1111/j.1558-5646.1997.tb03674.x,Fertilization | Passerine birds | Sperm competition | Sperm size | Sperm storage tubule,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030790488,SCOPUS_ID:0030790488,2-s2.0-0030790488,Contrasting patterns of heritable geographic variation in shell morphology and growth potential in the marine gastropod Bembicium vittatum: Evidence from field experiments,Parsons K.E.,Evolution,00143820,51,3,784-796,1997-01-01,1997,"Similar phenotypes do not always imply similar genotypes. In species distributed over a broad latitudinal range, geographical variation in morphological and life-history traits may reflect very different relations between genotypic and environmental effects on these traits. Patterns of selection among latitudinally separated sites may minimize phenotypic differences in life-history traits but promote phenotypic differences in form. Thus, for example, latitudinal variation in temperature often leads to genetically based metabolic differences that minimize differences in growth rate among populations at different latitudes (countergradient variation). However, variation in habitat experienced by the same populations may promote genetically based differences in shell form (cogradient variation). Few attempts have been made to assess simultaneously such mosaic effects of natural selection on the genetic basis of variation in both morphological and life-history traits among geographically separated populations. I quantified the extent to which widely separated populations of the rocky shore marine gastropod Bembicium vittatum exhibited genetic differences in shell shape, shell pattern, and growth rate. Bembicium vittatum occurs naturally at only three widely separated locations on the Western Australian coast. Individuals were transplanted from all three locations to a latitudinally intermediate site, where they were released in different pairwise combinations and allowed to reproduce. F1 offspring from crosses between same- or different-source parents were identified using allozyme markers. When grown in a common environment, offspring from same-source parents exhibited similar differences in shell shape and pattern, but dramatic differences in growth rates, compared to native populations. Genetic variation therefore exists for all three traits. Growth rates in the common environment were positively correlated with latitude of the source population, confirming the existence of countergradient variation for growth associated with metabolic compensation. In addition, for both shell shape and growth rate, hybrids exhibited phenotypes roughly midway between the same-source parents, suggesting that genetic differences have a large additive component. In contrast, when one parent had pigmented spots, the offspring also had spots, suggesting a strong dominance component to the genetic basis of shell pattern. Genetic differences therefore yield different morphological phenotypes but similar life-history phenotypes, among latitudinally distant populations, and confirm a pattern of mosaic evolution in B. vittatum.",73,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,112,10.1111/j.1558-5646.1997.tb03661.x,Countergradient variation | Habitat | Latitude | Metabolic compensation | Pattern | Plasticity | Shape,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030790487,SCOPUS_ID:0030790487,2-s2.0-0030790487,Models of reticulate evolution in the coral genus Acropora based on chromosome numbers: Parallels with plants,Kenyon J.C.,Evolution,00143820,51,3,756-767,1997-01-01,1997,"Somatic chromosome number was determined for 22 species of the scleractinian coral genus Acropora, three species of Montipora, and one species of Fungia, using colchicine-treated cells of externally developing embryos. Most had 28 chromosomes, except for six species of Acropora, which had somatic numbers of 24, 30, 30, 42, 48, and 54. Two models that invoke a combination of polyploidy and aneuploidy are presented to account for the observed intrageneric variation in somatic chromosome number. The ability to propagate clones through vegetative fragmentation plus the opportunities for hybridization during multispecies spawning events may have contributed to the development of polyploidy and rapid, sympatric speciation in the uniquely speciose coral genus Acropora.",63,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,113,10.1111/j.1558-5646.1997.tb03659.x,Acropora | Chromosomes | Coral | Polyploidy | Reticulate evolution | Sympatric speciation,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030790486,SCOPUS_ID:0030790486,2-s2.0-0030790486,Reinforcement: A new perspective on an old controversy,Hostert E.E.,Evolution,00143820,51,3,697-702,1997-01-01,1997,"A critical component of the reinforcement model, incomplete postzygotic reproductive isolation, has been overlooked in the many selection experiments designed to test this model. Many field observations are consistent with the reinforcement model, but theoretical work predicts that reinforcement should only work when nearly complete postzygotic reproductive isolation has developed. The experiments described here used four levels of postzygotic reproductive isolation: complete, strong, moderate, and none. A significant decrease in heterotypic matings occurred over 25 generations in the complete postzygotic reproductive isolation treatment. No evidence for reinforcement was found in any of the other treatments using incomplete postzygotic reproductive isolation.",44,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,114,10.1111/j.1558-5646.1997.tb03653.x,Prezygotic reproductive isolation | Reinforcement | Selection-recombination antagonism | Speciation,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030788933,SCOPUS_ID:0030788933,2-s2.0-0030788933,A time commitment hypothesis for size-dependent gender allocation,Day T.,Evolution,00143820,51,3,988-993,1997-01-01,1997,NA,35,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,115,10.1111/j.1558-5646.1997.tb03680.x,Differential mortality | Environmental sex determination | Gender | Sex ratio,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030785657,SCOPUS_ID:0030785657,2-s2.0-0030785657,Erratum: Hierarchical analysis of inbreeding depression in Peromyscus polionotus (Evolution (1996) 50 (2187-2200)),Lacy R.,Evolution,00143820,51,3,1025,1997-01-01,1997,NA,13,Journal,er,Erratum,100,3,3,22104,undefined,0,FALSE,116,10.2307/2411182,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030785655,SCOPUS_ID:0030785655,2-s2.0-0030785655,Body size and sexual size dimorphism in marine iguanas fluctuate as a result of opposing natural and sexual selection: An island comparison,Wikelski M.,Evolution,00143820,51,3,922-936,1997-01-01,1997,"Body size is often assumed to represent the outcome of conflicting selection pressures of natural and sexual selection. Marine iguana (Amblyrhynchus cristatus) populations in the Galapagos exhibit 10-fold differences in body mass between island populations. There is also strong sexual size dimorphism, with males being about twice as heavy as females. To understand the evolutionary processes shaping body size in marine iguanas, we analyzed the selection differentials on body size in two island populations (max. male mass 900 g in Genovesa, 3500 g in Santa Fe). Factors that usually confound any evolutionary analysis of body sizes-predation, interspecific food competition, reproductive role division-are ruled out for marine iguanas. We show that, above hatchlings, mortality rates increased with body size in both sexes to the same extent. This effect was independent of individual age. The largest animals (males) of each island were the first to die once environmental conditions deteriorated (e.g., during El Ninos). This sex-biased mortality was the result of sexual size dimorphism, but at the same time caused sexual size dimorphism to fluctuate. Mortality differed between seasons (selection differentials as low as - 1.4) and acted on different absolute body sizes between islands. Both males and females did not cease growth when an optimal body size for survival was reached, as demonstrated by the fact that individual adult body size phenotypically increased in each population under favorable environmental conditions beyond naturally selected limits. But why did marine iguanas grow 'too large' for survival? Due to lek mating, sexual selection constantly favored large body size in males (selection differentials up to +0.77). Females only need to reach a body size sufficient to produce surviving offspring. Thereafter, large body size of females was less favored by fertility selection than large size in males. Resulting from these different selection pressures on male and female size, sexual size dimorphism was mechanistically caused by the fact that females matured at an earlier age and size than males, whereafter they constantly allocated resources into eggs, which slowed growth. The observed allometric increase in sexual size dimorphism is explained by the fact that the difference between these selective processes becomes larger as energy abundance in the environment increases. Because body size is generally highly heritable, these selective processes are expected to lead to genetic differences in body size between islands. We propose a common-garden experiment to determine the influence of genetic factors and phenotypic reaction norms of final body size.",160,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,117,10.1111/j.1558-5646.1997.tb03673.x,Allometry | Amblyrhynchus cristatus | Body size | Galapagos | Growth | Mortality | Natural selection | Phenotypic plasticity | Sexual selection | Sexual size dimorphism,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030785654,SCOPUS_ID:0030785654,2-s2.0-0030785654,Adaptation and specialization in a two-resource environment in Drosophila species,Joshi A.,Evolution,00143820,51,3,846-855,1997-01-01,1997,"We assayed two components of performance (development time and survivorship), on food medium with and without ethanol, in laboratory populations of Drosophila simulans and D. melanogaster for which ethanol-medium was a novel food resource. These assays were done before and after 12 generations of rearing in either one-(regular medium only) or two-resource (regular medium and ethanol medium) environments. Initially, D. simulans was highly susceptible to ethanol, whereas D. melanogaster was relatively unaffected. After 12 generations in the two-resource environment, D. simulans showed significantly improved mean performance on ethanol medium; mean performance of D. melanogaster did not significantly change. Variation among families for both traits was higher on ethanol medium in D. simulans. Variation in D. melanogaster was not significantly affected by ethanol level, suggesting that resource quality was more important than novelty per se. In both species, the least variation was seen in populations after 12 generations in the two-resource environment. For development time in D. simulans, the decrease in variation was largely due to reduced variation within families, suggesting the evolution of canalization. Development time on the two media was not negatively correlated. In D. simulans, correlations measured before and after the experiment were not heterogeneous, suggesting that trade-offs in performance did not block diet expansion. In D. melanogaster, correlations became significantly less positive after 12 generations in the two-resource environment, supporting the view that correlations between performance on different resources may become less positive over time through selection.",24,Journal,ar,Article,100,2,2,22104,9019884,0,FALSE,118,10.1111/j.1558-5646.1997.tb03666.x,Drosophila | Ecological specialization | Ethanol tolerance | Genetic correlations | Larval performance | Tradeoffs | Two-resource environment,NA,NA,BIO,Directorate for Biological Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/0030784809,SCOPUS_ID:0030784809,2-s2.0-0030784809,Experimental manipulation of putative selective agents provides evidence for the role of natural enemies in the evolution of plant defense,Mauricio R.,Evolution,00143820,51,5,1435-1444,1997-01-01,October 1997,"Although biologists have long assumed that plant resistance characters evolved under selection exerted by such natural enemies as herbivores and pathogens, experimental evidence for this assumption is sparse. We present evidence that natural enemies exert selection on particular plant resistance characters. Specifically, we demonstrate that elimination of natural enemies from an experimental field population of Arabidopsis thaliana alters the pattern of selection on genetic variation in two characters that have been shown to reduce herbivore damage in the field: total glucosinolate concentration and trichome density. The change in pattern of selection reveals that natural enemies imposed selection favoring increased glucosinolate concentration and increased triohome density, and thus, supports one of the major assumptions of the coevolution hypothesis. We also demonstrate that a pattern of stabilizing selection on glucosinolate concentration results from a balance between the costs and benefits associated with increasing levels of this resistance character. This result provides direct confirmation of the appropriateness of cost-benefit models for characterizing the evolution of plant defenses.",365,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,119,10.1111/j.1558-5646.1997.tb01467.x,Arabidopsis thaliana | Benefits | Coevolution | Costs | Glucosinolates | Herbivory | Natural selection | Resistance | Trichome,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030780902,SCOPUS_ID:0030780902,2-s2.0-0030780902,Test of interaction between genetic markers that affect fitness in Aspergillus niger,De Visser J.A.G.M.,Evolution,00143820,51,5,1499-1505,1997-01-01,October 1997,"In this paper we study whether and how a number of arbitrarily chosen marker mutations interact in their effect on fitness, which is relevant for our understanding of the evolution of sex. If epistasis is synergistic, the main function of sex may he to facilitate selection against deleterious mutations. We use strains of the filamentous fungus Aspergillus niger with variable combinations of marker mutations that have been obtained by isolating segregants from a diploid between a wild-type strain and a related strain carrying a marker mutation on each of its eight chromosomes. The marker mutations include five auxotrophic and two resistance mutations. As a measure of fitness the mycelium growth rate on supplemented medium has been used. The results suggest that the marker mutations have independent effects on fitness, and hence they do not support the deterministic mutation hypothesis of the evolution of sex. The apparent linear relationship between mutation number and log fitness is the result of interactions of opposite type (i.e., synergistic and antagonistic) that cancel each other's effect. However, due to an isolation bias caused by the fact that not all possible strains with many mutations could be isolated, the results may be relatively biased towards an antagonistic relationship between mutation number and log fitness.",99,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,120,10.1111/j.1558-5646.1997.tb01473.x,Aspergillus | Evolution of sex | Synergistic epistasis,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030779657,SCOPUS_ID:0030779657,2-s2.0-0030779657,Gene effects on a quantitative trait: Two-locus epistatic effects measured at microsatellite markers and at estimated QTL,Routman E.J.,Evolution,00143820,51,5,1654-1662,1997-01-01,October 1997,"Most evolutionary and agriculturally important traits are affected by many genes (quantitative trait loci, or QTL) of relatively small effect. Usually the genetics of these traits are examined by indirect statistical analysis of the covariance among relatives, rather than by direct analyses. We use new analytical and molecular techniques to examine nonadditive interactions of microsatellite markers and estimated QTL that influence adult body weight in mice. Offspring off cross between a large inbred mouse strain (LG/J) and a small inbred strain (SM/J) were intercrossed to form a segregating F2 generation. Using 76 microsatellite markers and 19 estimated QTL, we estimate gene-level epistasis and population-level epistasis for body weight at 10 weeks for 534 F2 mice. Significant epistasis was found for large numbers of the two locus comparisons using both markers and previously detected QTL. There are many genes segregating for adult body weight in this cross and many of these genes appear to interact epistatically. The discovery of potentially extensive epistasis has important implications for evolutionary models.",99,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,121,10.1111/j.1558-5646.1997.tb01488.x,Epistasis | Mouse | QTL | Quantitative genetics | Size,all,All Open Access,NA,NA
